Orthogroup	NEMVE	DANRE
OG0000082	NEMVE05388	DANRE06377
OG0000082	NEMVE14867, NEMVE15134	DANRE29360, DANRE29355, DANRE39683, DANRE29357, DANRE40398, DANRE00971, DANRE00969, DANRE00972, DANRE00973, DANRE08030, DANRE08710
OG0000083	NEMVE12859, NEMVE06053, NEMVE08070, NEMVE09935, NEMVE03051, NEMVE02455, NEMVE08434, NEMVE06040, NEMVE03091	DANRE01056, DANRE08510, DANRE34355, DANRE07334, DANRE07333
OG0000084	NEMVE07901	DANRE16406, DANRE16407, DANRE16782, DANRE23641, DANRE34043, DANRE34042, DANRE01545, DANRE05120
OG0000085	NEMVE09794, NEMVE03205	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947
OG0000085	NEMVE07289	DANRE34010, DANRE34949, DANRE08303, DANRE08302, DANRE35408
OG0000085	NEMVE07695, NEMVE08967, NEMVE08972	DANRE10316
OG0000085	NEMVE05696	DANRE06317, DANRE41902, DANRE41903, DANRE41901, DANRE23253
OG0000085	NEMVE18682, NEMVE18681	DANRE33578, DANRE33579
OG0000085	NEMVE13608	DANRE35407, DANRE35406, DANRE08304, DANRE08305, DANRE33807, DANRE33806
OG0000086	NEMVE23431, NEMVE19351	DANRE33035, DANRE24011, DANRE02133, DANRE17450, DANRE17451, DANRE17991, DANRE28254
OG0000086	NEMVE00122	DANRE19051
OG0000086	NEMVE07436, NEMVE11600, NEMVE08104, NEMVE10624, NEMVE01074, NEMVE23816, NEMVE18508, NEMVE19950, NEMVE25808	DANRE36075, DANRE31941, DANRE19260
OG0000087	NEMVE14074	DANRE37955
OG0000087	NEMVE14184	DANRE15847, DANRE15848
OG0000087	NEMVE13354, NEMVE03416, NEMVE04646	DANRE42135
OG0000087	NEMVE02951	DANRE22805, DANRE22804
OG0000087	NEMVE25319	DANRE24820, DANRE24821
OG0000087	NEMVE20307	DANRE42134
OG0000088	NEMVE24299, NEMVE07906, NEMVE16345, NEMVE14559, NEMVE09565, NEMVE02110	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035
OG0000089	NEMVE15803	DANRE00866, DANRE06893, DANRE01120, DANRE01121, DANRE24411, DANRE18395, DANRE18394, DANRE18393
OG0000089	NEMVE15621, NEMVE15853	DANRE18392
OG0000090	NEMVE05578	DANRE14575, DANRE14574, DANRE08600, DANRE08601
OG0000091	NEMVE05463, NEMVE05476, NEMVE13252	DANRE19328, DANRE19327, DANRE19329
OG0000093	NEMVE00805, NEMVE08071	DANRE38668
OG0000094	NEMVE05621	DANRE20667, DANRE20666, DANRE40451, DANRE31445, DANRE31446, DANRE02712, DANRE02711, DANRE02713, DANRE41259, DANRE40961, DANRE40960, DANRE40286
OG0000094	NEMVE03407, NEMVE03409, NEMVE03406	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591
OG0000096	NEMVE15121	DANRE06854, DANRE41409, DANRE15329, DANRE13475
OG0000096	NEMVE14782	DANRE40526, DANRE02165, DANRE31394, DANRE31393
OG0000096	NEMVE12518, NEMVE12519	DANRE02166
OG0000096	NEMVE22574	DANRE36045, DANRE24893
OG0000096	NEMVE22432	DANRE14485
OG0000096	NEMVE25573	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947
OG0000096	NEMVE14773	DANRE38250, DANRE38251, DANRE29625, DANRE29623, DANRE42235, DANRE21352, DANRE21353, DANRE21354
OG0000098	NEMVE25900	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851
OG0000098	NEMVE07244, NEMVE05378	DANRE43096, DANRE26020, DANRE38317, DANRE38316, DANRE38318, DANRE26021, DANRE38315, DANRE33952, DANRE33953
OG0000100	NEMVE02724	DANRE40985
OG0000100	NEMVE08709, NEMVE08700	DANRE31960, DANRE06447, DANRE35571, DANRE40178, DANRE28402
OG0000101	NEMVE09668, NEMVE18669, NEMVE09674, NEMVE09673, NEMVE09675, NEMVE09670, NEMVE14294, NEMVE01377, NEMVE13283, NEMVE10270, NEMVE14668, NEMVE10030, NEMVE00231, NEMVE06943, NEMVE05036, NEMVE08533	DANRE38569, DANRE26131, DANRE26132, DANRE12070, DANRE23836
OG0000101	NEMVE18515	DANRE42773, DANRE42772, DANRE21261, DANRE21260, DANRE42774
OG0000102	NEMVE01554, NEMVE04730	DANRE11526, DANRE22227, DANRE22226
OG0000103	NEMVE06305	DANRE24869, DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233, DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033, DANRE02398, DANRE02397, DANRE22772
OG0000103	NEMVE09043	DANRE09436, DANRE09435, DANRE35623, DANRE35622, DANRE29899, DANRE29898, DANRE35659, DANRE28633, DANRE28634, DANRE35632, DANRE35633
OG0000104	NEMVE07990	DANRE13410, DANRE13408, DANRE13409, DANRE13411, DANRE00019, DANRE00018, DANRE10295, DANRE10293, DANRE10294, DANRE10296
OG0000104	NEMVE01265	DANRE08585, DANRE42030, DANRE42031, DANRE42032, DANRE42033, DANRE35890, DANRE03855
OG0000104	NEMVE01905	DANRE10292, DANRE00020, DANRE00021, DANRE13407
OG0000104	NEMVE06744	DANRE42503, DANRE42504
OG0000104	NEMVE00656, NEMVE11959, NEMVE06478, NEMVE02810, NEMVE06126	DANRE02766, DANRE02765, DANRE02767, DANRE30903, DANRE39783
OG0000105	NEMVE16845	DANRE18695
OG0000106	NEMVE07221, NEMVE07805	DANRE38871, DANRE25336, DANRE25339, DANRE25338, DANRE25337, DANRE27190, DANRE24604
OG0000106	NEMVE16024	DANRE00217, DANRE00219, DANRE00218, DANRE09198, DANRE09199, DANRE25823, DANRE25822
OG0000107	NEMVE03999, NEMVE21307	DANRE37418
OG0000107	NEMVE02891, NEMVE02920	DANRE37414
OG0000110	NEMVE00979, NEMVE07027, NEMVE03143, NEMVE24541, NEMVE22920, NEMVE12064, NEMVE15426, NEMVE10514	DANRE00791, DANRE00859, DANRE08321
OG0000110	NEMVE02573, NEMVE15411, NEMVE13920, NEMVE12399	DANRE11747, DANRE11748, DANRE11749
OG0000113	NEMVE21021, NEMVE14510	DANRE34599, DANRE36419, DANRE36418, DANRE36417, DANRE36416, DANRE36415
OG0000114	NEMVE07046, NEMVE14943	DANRE14011, DANRE14012, DANRE36831, DANRE22935, DANRE27104, DANRE09308, DANRE09309, DANRE09310
OG0000116	NEMVE11443, NEMVE21821, NEMVE13450, NEMVE22004, NEMVE21900, NEMVE13056	DANRE41906
OG0000117	NEMVE03725, NEMVE00405, NEMVE12400, NEMVE23834, NEMVE12069	DANRE39915
OG0000117	NEMVE06169, NEMVE03380	DANRE26217
OG0000117	NEMVE03923, NEMVE03818	DANRE01692
OG0000119	NEMVE22896	DANRE16116, DANRE16117, DANRE41481, DANRE41482, DANRE41480, DANRE07182, DANRE07181, DANRE29831, DANRE03249
OG0000119	NEMVE15248	DANRE42690, DANRE42691, DANRE05898
OG0000121	NEMVE22381	DANRE15722, DANRE15721, DANRE15724, DANRE15723, DANRE06168, DANRE03946
OG0000121	NEMVE22385	DANRE23017
OG0000121	NEMVE03127, NEMVE09919	DANRE33773, DANRE33772, DANRE41413
OG0000122	NEMVE05937, NEMVE10909	DANRE03356, DANRE03355, DANRE29132, DANRE27353, DANRE24610, DANRE24611, DANRE42733
OG0000124	NEMVE24720	DANRE43119, DANRE17025, DANRE17008, DANRE17026, DANRE17009, DANRE29866, DANRE03127, DANRE03379, DANRE30366, DANRE29458, DANRE29457
OG0000124	NEMVE14854	DANRE09986, DANRE02785, DANRE02786, DANRE22696
OG0000124	NEMVE13714	DANRE18048, DANRE07772, DANRE16836, DANRE16837, DANRE05164
OG0000126	NEMVE07689	DANRE04839, DANRE04840, DANRE04841, DANRE06613, DANRE06612, DANRE36521
OG0000126	NEMVE08729, NEMVE02964	DANRE16570, DANRE16568, DANRE16569, DANRE06924, DANRE06925, DANRE06927, DANRE06923, DANRE22185, DANRE22186
OG0000126	NEMVE00909	DANRE24264, DANRE24265, DANRE24266, DANRE07231, DANRE07232
OG0000126	NEMVE02955	DANRE19091, DANRE19090, DANRE21704, DANRE21705, DANRE33653, DANRE33654, DANRE09589, DANRE25981, DANRE25982
OG0000127	NEMVE24353	DANRE16565, DANRE41950, DANRE06928, DANRE22187, DANRE38204, DANRE33886, DANRE33885
OG0000127	NEMVE22473	DANRE36236, DANRE26932, DANRE35612, DANRE42858
OG0000127	NEMVE10526	DANRE08971, DANRE14620, DANRE14621, DANRE18120, DANRE11692, DANRE02339
OG0000127	NEMVE13457	DANRE17738, DANRE22515, DANRE39205, DANRE39206
OG0000127	NEMVE22419	DANRE03080, DANRE30572, DANRE28534, DANRE30574, DANRE30575, DANRE03095, DANRE03096
OG0000128	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927	DANRE33979, DANRE08860
OG0000129	NEMVE15459, NEMVE24455, NEMVE05043	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938, DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476, DANRE16830, DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890
OG0000129	NEMVE14958	DANRE19744, DANRE12249, DANRE12250, DANRE37926, DANRE37925, DANRE37924
OG0000130	NEMVE06584, NEMVE05300, NEMVE10363, NEMVE19712, NEMVE09669, NEMVE17089, NEMVE10460	DANRE25590, DANRE25589, DANRE31159, DANRE02422, DANRE02421, DANRE36688, DANRE36687, DANRE36689, DANRE36691, DANRE36690, DANRE02251, DANRE43436, DANRE41295, DANRE05781, DANRE26414, DANRE26415, DANRE24435, DANRE24436, DANRE35913, DANRE41531, DANRE41530, DANRE00871, DANRE00870, DANRE00869, DANRE06895
OG0000131	NEMVE07984, NEMVE05410	DANRE33605
OG0000131	NEMVE20141	DANRE04212, DANRE04220, DANRE04230, DANRE04219, DANRE04231, DANRE04214, DANRE04215, DANRE04213, DANRE04218, DANRE04211, DANRE43315, DANRE04238, DANRE04240, DANRE04237, DANRE43131, DANRE04234, DANRE04239, DANRE04236, DANRE04243, DANRE04221, DANRE04232, DANRE04233, DANRE04235, DANRE03173, DANRE36258
OG0000132	NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916	DANRE24745
OG0000133	NEMVE17437	DANRE16326, DANRE16349, DANRE16992, DANRE17143, DANRE43190, DANRE16984, DANRE16983, DANRE16987, DANRE16988, DANRE17074, DANRE16318, DANRE16320, DANRE16319, DANRE16324, DANRE28557, DANRE43193, DANRE28556, DANRE28539, DANRE28445, DANRE23605, DANRE28593, DANRE20679, DANRE28604, DANRE28601, DANRE28602, DANRE28608, DANRE28538, DANRE28607, DANRE28609, DANRE28605, DANRE28603, DANRE28626, DANRE28540, DANRE28453, DANRE28452, DANRE28527, DANRE23626, DANRE28549, DANRE28550, DANRE28547, DANRE28548, DANRE28446, DANRE01396, DANRE01397, DANRE01395, DANRE28531, DANRE28530, DANRE28551, DANRE28529, DANRE28448, DANRE28526, DANRE28546, DANRE28545, DANRE28465, DANRE28466, DANRE43030, DANRE28478, DANRE43191, DANRE16991
OG0000135	NEMVE07712, NEMVE07156, NEMVE10399, NEMVE00765, NEMVE01301, NEMVE08506, NEMVE00634, NEMVE19959, NEMVE11803, NEMVE12861, NEMVE07150, NEMVE09618, NEMVE18689, NEMVE00849, NEMVE01021, NEMVE07037, NEMVE08365, NEMVE09611, NEMVE01856, NEMVE01229	DANRE10310, DANRE10311, DANRE37197, DANRE37198, DANRE37199, DANRE37195, DANRE37196, DANRE15195, DANRE15192, DANRE15193, DANRE15194, DANRE37207, DANRE10309
OG0000136	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328	DANRE09426, DANRE09427, DANRE23737, DANRE05302
OG0000137	NEMVE20817, NEMVE18407	DANRE09204, DANRE17609
OG0000137	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935	DANRE06165, DANRE17940, DANRE17941, DANRE04021, DANRE04020, DANRE17727, DANRE10757
OG0000139	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194	DANRE19920, DANRE19919
OG0000140	NEMVE07307	DANRE24858, DANRE24857
OG0000140	NEMVE16491	DANRE25240, DANRE25239, DANRE25241, DANRE25232, DANRE25243, DANRE25242, DANRE39446, DANRE39445, DANRE39447, DANRE43128, DANRE25236, DANRE43195, DANRE25234, DANRE25235, DANRE12325, DANRE12326, DANRE38730, DANRE38729, DANRE38731
OG0000145	NEMVE10893, NEMVE01087	DANRE20825
OG0000147	NEMVE01930	DANRE23683, DANRE23682, DANRE35292, DANRE23668, DANRE23197, DANRE26942, DANRE26943, DANRE36250, DANRE36251, DANRE23193, DANRE23196, DANRE23195, DANRE23194
OG0000147	NEMVE13815	DANRE10593, DANRE10594, DANRE18815, DANRE11115
OG0000147	NEMVE14266	DANRE21777, DANRE21778
OG0000147	NEMVE15010	DANRE05562, DANRE16724, DANRE16725
OG0000147	NEMVE01973	DANRE11736, DANRE11737
OG0000148	NEMVE23582, NEMVE05630	DANRE23175, DANRE22292, DANRE36771, DANRE36769, DANRE22583, DANRE22582, DANRE22581, DANRE22579, DANRE22580, DANRE31174, DANRE31172, DANRE31173, DANRE02328, DANRE02325, DANRE02326, DANRE02327, DANRE22731, DANRE22584, DANRE22585, DANRE36775, DANRE36774, DANRE13292, DANRE36768, DANRE22578, DANRE36772, DANRE36773, DANRE13290, DANRE13291, DANRE13293, DANRE02329, DANRE31175, DANRE31176, DANRE36770
OG0000149	NEMVE02950, NEMVE00060, NEMVE07321	DANRE00119, DANRE33977, DANRE33976, DANRE33978, DANRE34857, DANRE34856, DANRE34855
OG0000149	NEMVE08530, NEMVE21291	DANRE25293, DANRE25295, DANRE25294, DANRE37665, DANRE37666, DANRE12798, DANRE12797
OG0000149	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954	DANRE04846
OG0000151	NEMVE14638	DANRE17219, DANRE17218, DANRE30276, DANRE19235, DANRE19234, DANRE13880, DANRE13875, DANRE13878, DANRE13874, DANRE13877, DANRE13879, DANRE13876, DANRE26723, DANRE26722, DANRE24525, DANRE24522, DANRE24524, DANRE24523
OG0000151	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329	DANRE14884, DANRE14886, DANRE14885, DANRE03134, DANRE29215, DANRE29216, DANRE40219, DANRE40221, DANRE40218, DANRE40220, DANRE01590, DANRE01589, DANRE35788, DANRE35787, DANRE42673
OG0000151	NEMVE23696	DANRE35183, DANRE35184, DANRE10549, DANRE23760, DANRE23732
OG0000151	NEMVE23695	DANRE34088, DANRE34089, DANRE19456, DANRE19457
OG0000152	NEMVE20086, NEMVE16527, NEMVE16528	DANRE28493, DANRE32143, DANRE15172, DANRE32189
OG0000154	NEMVE04960	DANRE21913, DANRE21866, DANRE21898, DANRE21897, DANRE21899, DANRE21878, DANRE21879, DANRE21884, DANRE21883, DANRE21885, DANRE21881, DANRE21880, DANRE21888, DANRE21882, DANRE21886, DANRE21877, DANRE21876, DANRE21890, DANRE21891, DANRE21893, DANRE21892, DANRE21889, DANRE21901, DANRE21907, DANRE21909, DANRE21910, DANRE21911, DANRE21902, DANRE21908, DANRE21906, DANRE21905, DANRE21912, DANRE21904, DANRE21903
OG0000154	NEMVE14154, NEMVE10510	DANRE14596, DANRE14593, DANRE14594, DANRE14588, DANRE14590, DANRE14589, DANRE14592, DANRE20521, DANRE23337, DANRE23336
OG0000154	NEMVE18932, NEMVE07273, NEMVE17606, NEMVE22761, NEMVE22068	DANRE21875
OG0000155	NEMVE08895	DANRE17586, DANRE05670
OG0000155	NEMVE19985, NEMVE14842	DANRE09082, DANRE14798, DANRE14799, DANRE14802, DANRE14800, DANRE14801, DANRE04487, DANRE04488, DANRE09083
OG0000157	NEMVE24250	DANRE34923, DANRE28272, DANRE21748, DANRE21746, DANRE21747
OG0000157	NEMVE14302	DANRE40414, DANRE40415, DANRE36730, DANRE00557, DANRE36959, DANRE36960, DANRE02661, DANRE25691, DANRE31497, DANRE40411, DANRE40410
OG0000157	NEMVE22690	DANRE12853, DANRE12855, DANRE38298, DANRE12854
OG0000158	NEMVE19203, NEMVE24928	DANRE21825, DANRE21824, DANRE16888, DANRE16887, DANRE16889, DANRE26497, DANRE36463, DANRE36462, DANRE26500, DANRE36458, DANRE36459, DANRE36460, DANRE35370, DANRE35127, DANRE21819, DANRE26498, DANRE14587, DANRE21820, DANRE26496, DANRE22512, DANRE22513, DANRE05145, DANRE05146, DANRE27251, DANRE27253, DANRE27252
OG0000159	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600	DANRE24089, DANRE24088
OG0000159	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227	DANRE35119
OG0000159	NEMVE08562	DANRE03349, DANRE03348
OG0000160	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396	DANRE01423, DANRE40842, DANRE40841, DANRE17109, DANRE17108, DANRE17125, DANRE17126, DANRE17103, DANRE17119, DANRE17131, DANRE17130, DANRE17129, DANRE01424, DANRE40843, DANRE40844
OG0000163	NEMVE23040, NEMVE12529, NEMVE24450	DANRE22023, DANRE22022, DANRE29273, DANRE29274, DANRE29073, DANRE36123, DANRE36124, DANRE28765
OG0000163	NEMVE12704, NEMVE13131	DANRE29253, DANRE09545, DANRE09544, DANRE14272, DANRE03886, DANRE03884, DANRE03885, DANRE03887, DANRE23439, DANRE23438, DANRE23437, DANRE23436, DANRE23435
OG0000164	NEMVE17994	DANRE02111
OG0000164	NEMVE18535	DANRE14503, DANRE10326, DANRE10325, DANRE34786, DANRE01504, DANRE02112, DANRE02110, DANRE40367, DANRE34760, DANRE34759, DANRE34761, DANRE34787
OG0000165	NEMVE01276, NEMVE18257	DANRE06012, DANRE06637, DANRE20519
OG0000166	NEMVE13422, NEMVE21827	DANRE39976, DANRE15318, DANRE42399, DANRE42400
OG0000166	NEMVE03435, NEMVE02015, NEMVE05833	DANRE29077, DANRE07861, DANRE00547, DANRE39975, DANRE15424, DANRE15423
OG0000168	NEMVE12386, NEMVE14100, NEMVE08169	DANRE05176, DANRE05174, DANRE05175, DANRE07807
OG0000169	NEMVE11847	DANRE07497, DANRE07435, DANRE07500, DANRE07499, DANRE07498, DANRE04977, DANRE19886, DANRE19887, DANRE20123, DANRE38169
OG0000170	NEMVE24896	DANRE20743, DANRE20754, DANRE19062, DANRE20772, DANRE20725, DANRE20773, DANRE20695, DANRE20699, DANRE20908, DANRE20907, DANRE20903, DANRE20900, DANRE20906, DANRE20884, DANRE20883, DANRE20901, DANRE20904, DANRE20902, DANRE20706, DANRE20878, DANRE20866, DANRE20865, DANRE20882, DANRE20767, DANRE20771, DANRE20796, DANRE20794, DANRE20795, DANRE20797, DANRE20778, DANRE20779, DANRE20845, DANRE12035, DANRE20719, DANRE20726, DANRE12036, DANRE12034, DANRE20733, DANRE20742, DANRE20881, DANRE20879, DANRE20880, DANRE20894, DANRE20887, DANRE20888, DANRE20890, DANRE20909, DANRE20851, DANRE20850, DANRE20852, DANRE20895, DANRE20838, DANRE20834, DANRE20835, DANRE20710, DANRE20744, DANRE20868, DANRE20867, DANRE20872, DANRE20864, DANRE20886, DANRE20870, DANRE20869, DANRE20871, DANRE20783, DANRE20876, DANRE20874, DANRE20873, DANRE20826, DANRE20847, DANRE20858, DANRE20861, DANRE20860, DANRE20859, DANRE20781, DANRE20782, DANRE20750, DANRE20752, DANRE20755, DANRE20817, DANRE20820, DANRE20821, DANRE20819, DANRE20816, DANRE20810, DANRE20824, DANRE20823, DANRE20815, DANRE20818, DANRE20749, DANRE20849, DANRE20748, DANRE20846, DANRE20848, DANRE20836, DANRE20863, DANRE20862, DANRE20718, DANRE20717, DANRE20899, DANRE20897, DANRE20896, DANRE20898, DANRE20830, DANRE20857, DANRE20829, DANRE20827, DANRE20828, DANRE20798, DANRE20799, DANRE20800, DANRE20801, DANRE20837, DANRE20780, DANRE20905, DANRE20712, DANRE20715, DANRE20762, DANRE20761, DANRE20759, DANRE20760, DANRE20765, DANRE20843, DANRE20839, DANRE20841, DANRE20840, DANRE20707, DANRE20713, DANRE20709, DANRE20737, DANRE20740, DANRE20764, DANRE20751, DANRE20853, DANRE20844, DANRE20822, DANRE20736, DANRE20734, DANRE20746, DANRE20806, DANRE20807, DANRE20808, DANRE20809, DANRE20766, DANRE20741, DANRE20738, DANRE20731, DANRE20753, DANRE20732, DANRE20745, DANRE20758, DANRE20735, DANRE20747, DANRE20814, DANRE20777, DANRE20833, DANRE20842, DANRE20756, DANRE20730, DANRE20788, DANRE20787, DANRE20789, DANRE20790, DANRE20792, DANRE20793, DANRE20791, DANRE20705, DANRE12041, DANRE20729, DANRE20775, DANRE20784, DANRE20785, DANRE20786, DANRE20877, DANRE20697, DANRE20698, DANRE20708, DANRE20714, DANRE20875, DANRE20722, DANRE20812, DANRE20811, DANRE20757, DANRE21190, DANRE20716, DANRE20728, DANRE20720, DANRE20727, DANRE20724
OG0000171	NEMVE02961	DANRE20301, DANRE20300, DANRE08229, DANRE08228
OG0000171	NEMVE13315	DANRE15814
OG0000172	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433	DANRE25736, DANRE01621, DANRE35691, DANRE42053, DANRE42569, DANRE42570, DANRE42571, DANRE42567, DANRE42566, DANRE42568, DANRE42565, DANRE35693, DANRE37042
OG0000173	NEMVE17194	DANRE35295
OG0000173	NEMVE08851	DANRE09307, DANRE23661, DANRE23660, DANRE35294, DANRE22149, DANRE26539, DANRE28064, DANRE28065, DANRE22924, DANRE02511, DANRE27814, DANRE27812, DANRE27813, DANRE27811, DANRE08816, DANRE24500, DANRE27824, DANRE27822, DANRE27825, DANRE00429, DANRE41802, DANRE16179, DANRE16178, DANRE24501, DANRE22925, DANRE02512, DANRE00428, DANRE27815, DANRE15141, DANRE02771, DANRE36777, DANRE22986, DANRE17890, DANRE17889
OG0000174	NEMVE06968, NEMVE04933	DANRE23326
OG0000174	NEMVE06970	DANRE27857, DANRE42132, DANRE42133
OG0000175	NEMVE00450, NEMVE15112	DANRE18466, DANRE26656, DANRE39199, DANRE39200
OG0000179	NEMVE18776	DANRE43121, DANRE25146, DANRE25145
OG0000179	NEMVE07348	DANRE07330
OG0000179	NEMVE15362	DANRE35532, DANRE24231
OG0000180	NEMVE07464	DANRE27108
OG0000180	NEMVE17226, NEMVE07670	DANRE06798, DANRE06797, DANRE35268, DANRE35269, DANRE00787, DANRE00788, DANRE07755, DANRE06838, DANRE20095
OG0000181	NEMVE24124	DANRE02882, DANRE35615, DANRE23131, DANRE23130, DANRE26358, DANRE29929, DANRE24701
OG0000181	NEMVE23021	DANRE02884, DANRE02883, DANRE12403, DANRE12404, DANRE12405
OG0000181	NEMVE13666, NEMVE22609	DANRE18962, DANRE11917
OG0000181	NEMVE13944, NEMVE14380	DANRE02877, DANRE02881, DANRE02880, DANRE02879, DANRE02878
OG0000182	NEMVE19657, NEMVE19159, NEMVE17733	DANRE20721
OG0000183	NEMVE11293	DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229
OG0000183	NEMVE10854	DANRE08132, DANRE34989, DANRE34988
OG0000183	NEMVE13332	DANRE41633, DANRE41632
OG0000184	NEMVE14657, NEMVE21989	DANRE17664, DANRE17663, DANRE17665, DANRE17666
OG0000185	NEMVE22342	DANRE23090, DANRE23091, DANRE22635, DANRE22634, DANRE42538
OG0000185	NEMVE24028	DANRE38605, DANRE38609, DANRE38606, DANRE38607, DANRE38608, DANRE09187, DANRE09186, DANRE14599, DANRE14598, DANRE37179, DANRE18738, DANRE18737, DANRE08999, DANRE09000
OG0000188	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520	DANRE26634, DANRE26635
OG0000188	NEMVE13624	DANRE41187, DANRE01404, DANRE15813
OG0000188	NEMVE06764	DANRE01403
OG0000191	NEMVE23068	DANRE04431, DANRE04432
OG0000191	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682	DANRE36936, DANRE36935, DANRE36934, DANRE18621, DANRE18622, DANRE18623, DANRE18624, DANRE18625, DANRE05479, DANRE05476, DANRE05480, DANRE05478, DANRE05477, DANRE15000, DANRE14998, DANRE14999
OG0000192	NEMVE05593	DANRE42615, DANRE42616, DANRE26716, DANRE26715, DANRE26717, DANRE24518, DANRE24519, DANRE01815, DANRE06210, DANRE06208, DANRE16783, DANRE01814, DANRE01813, DANRE39461
OG0000192	NEMVE13792	DANRE33927, DANRE33926
OG0000192	NEMVE08395	DANRE39465, DANRE39464
OG0000192	NEMVE01940	DANRE28817, DANRE28818
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	DANRE34973, DANRE33595, DANRE34240, DANRE33321, DANRE33322, DANRE33593, DANRE33594, DANRE34569, DANRE07989, DANRE34976, DANRE34977, DANRE34975, DANRE34974, DANRE16056, DANRE08684
OG0000194	NEMVE11646, NEMVE08721	DANRE07507, DANRE27093, DANRE24470, DANRE24471, DANRE02515
OG0000195	NEMVE15098	DANRE26547, DANRE26546, DANRE23862, DANRE23863, DANRE32969, DANRE26548, DANRE38212, DANRE38213, DANRE38214, DANRE33889, DANRE28018
OG0000199	NEMVE06018	DANRE00675, DANRE06122, DANRE06109, DANRE06123, DANRE00656, DANRE06132, DANRE06133, DANRE06128, DANRE06130, DANRE06125, DANRE06079, DANRE00687, DANRE00688, DANRE00692, DANRE00693, DANRE00691, DANRE00694, DANRE00695, DANRE00696, DANRE00689, DANRE00690, DANRE00697, DANRE06096, DANRE06090, DANRE06100, DANRE06084, DANRE06085, DANRE06083, DANRE00686, DANRE00685, DANRE00672, DANRE00674, DANRE00681, DANRE00683, DANRE00682, DANRE00680, DANRE00679, DANRE00678, DANRE06091, DANRE06082, DANRE00676, DANRE00677, DANRE00670, DANRE00673, DANRE00671, DANRE06098, DANRE06099, DANRE06093, DANRE06102, DANRE06095, DANRE06087, DANRE06086, DANRE06097, DANRE06101, DANRE06081, DANRE06080, DANRE43386, DANRE06094, DANRE06092, DANRE06089, DANRE06088, DANRE06103
