Orthogroup	NEMVE	XENTR
OG0000148	NEMVE23582, NEMVE05630	XENTR10464, XENTR17112, XENTR02369, XENTR07951, XENTR11222, XENTR06966, XENTR07952, XENTR02368
OG0000149	NEMVE02950, NEMVE00060, NEMVE07321	XENTR03422, XENTR03423
OG0000149	NEMVE08530, NEMVE21291	XENTR01442, XENTR00579
OG0000149	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954	XENTR04855
OG0000151	NEMVE14638	XENTR04929, XENTR06165, XENTR12078, XENTR11745
OG0000151	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142
OG0000151	NEMVE23696	XENTR06824, XENTR00446, XENTR00447
OG0000151	NEMVE23695	XENTR18335
OG0000155	NEMVE08895	XENTR03823
OG0000155	NEMVE19985, NEMVE14842	XENTR13673, XENTR05745, XENTR13672
OG0000157	NEMVE24250	XENTR09579, XENTR08086
OG0000157	NEMVE14302	XENTR02559, XENTR07059, XENTR00873, XENTR07056, XENTR07057, XENTR02846, XENTR02558
OG0000157	NEMVE22690	XENTR09559
OG0000158	NEMVE19203, NEMVE24928	XENTR11952, XENTR09918, XENTR04676, XENTR04675, XENTR11953, XENTR17680, XENTR15601, XENTR17930, XENTR04115, XENTR04631
OG0000159	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600	XENTR09320, XENTR09321
OG0000159	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227	XENTR07751
OG0000160	NEMVE13435, NEMVE07078, NEMVE05120	XENTR02472
OG0000160	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396	XENTR00861, XENTR00862
OG0000163	NEMVE23040, NEMVE12529, NEMVE24450	XENTR03897, XENTR06574, XENTR17419
OG0000163	NEMVE12704, NEMVE13131	XENTR10844, XENTR07114, XENTR03341
OG0000164	NEMVE18535	XENTR03117, XENTR11443, XENTR03405, XENTR11930
OG0000165	NEMVE01276, NEMVE18257	XENTR15301, XENTR13043
OG0000166	NEMVE03435, NEMVE02015, NEMVE05833	XENTR01839, XENTR14691, XENTR00874, XENTR00875, XENTR00043, XENTR01855
OG0000168	NEMVE12386, NEMVE14100, NEMVE08169	XENTR00625, XENTR02065
OG0000169	NEMVE11847	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885
OG0000171	NEMVE02961	XENTR12901
OG0000171	NEMVE13315	XENTR05662
OG0000172	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433	XENTR05272, XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551, XENTR06583, XENTR15541
OG0000173	NEMVE14093, NEMVE11931, NEMVE01064, NEMVE10209, NEMVE00927, NEMVE22389	XENTR18567, XENTR18568
OG0000173	NEMVE08851	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902
OG0000174	NEMVE06968, NEMVE04933	XENTR05232
OG0000174	NEMVE06970	XENTR06550, XENTR10386
OG0000175	NEMVE08062	XENTR08289, XENTR15844
OG0000175	NEMVE00450, NEMVE15112	XENTR04649
OG0000179	NEMVE18776	XENTR00560, XENTR12119
OG0000179	NEMVE07348	XENTR05649
OG0000179	NEMVE15362	XENTR05414, XENTR12627
OG0000180	NEMVE17226, NEMVE07670	XENTR14458, XENTR09734, XENTR04382, XENTR05909
OG0000181	NEMVE24124	XENTR06217, XENTR12611, XENTR02755
OG0000181	NEMVE23021	XENTR06005
OG0000181	NEMVE13840, NEMVE02915	XENTR17190, XENTR17189, XENTR03816
OG0000181	NEMVE13666, NEMVE22609	XENTR09033, XENTR12669
OG0000183	NEMVE11293	XENTR02086, XENTR13524, XENTR16217
OG0000183	NEMVE10854	XENTR02643
OG0000183	NEMVE13332	XENTR17355
OG0000184	NEMVE14657, NEMVE21989	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929
OG0000185	NEMVE22342	XENTR06208, XENTR17890
OG0000185	NEMVE24028	XENTR09757, XENTR04609, XENTR12734
OG0000188	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520	XENTR00085
OG0000188	NEMVE13624	XENTR02204, XENTR07576, XENTR05663
OG0000188	NEMVE06764	XENTR09997, XENTR04456
OG0000191	NEMVE23068	XENTR05106
OG0000191	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682	XENTR10870, XENTR05167, XENTR13007
OG0000192	NEMVE05593	XENTR01061, XENTR03994, XENTR04308
OG0000192	NEMVE13792	XENTR16408
OG0000192	NEMVE01940	XENTR01771
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	XENTR18808, XENTR10186, XENTR10185, XENTR18807, XENTR02648, XENTR04027, XENTR10942, XENTR15293, XENTR14503, XENTR02647, XENTR19116
OG0000194	NEMVE11646, NEMVE08721	XENTR14824, XENTR18660, XENTR00280, XENTR10034
OG0000195	NEMVE15098	XENTR11322, XENTR09909, XENTR17326
OG0000199	NEMVE06018	XENTR07547, XENTR03662, XENTR03661, XENTR18903, XENTR03663, XENTR13756, XENTR13759, XENTR03660, XENTR03657, XENTR03659, XENTR19107, XENTR13755, XENTR19071, XENTR19279, XENTR19212, XENTR13752, XENTR13754, XENTR13753
OG0000200	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943	XENTR04983, XENTR04984, XENTR04982, XENTR08174, XENTR08175, XENTR00101, XENTR00252
OG0000201	NEMVE09097	XENTR04564
OG0000201	NEMVE18189, NEMVE09350	XENTR12187, XENTR00868
OG0000202	NEMVE18137, NEMVE01256	XENTR07901, XENTR06926, XENTR12390, XENTR08208, XENTR10504, XENTR02700, XENTR02277, XENTR01975, XENTR01974, XENTR01976, XENTR01977, XENTR07918, XENTR13180, XENTR02012, XENTR17556
OG0000203	NEMVE25285	XENTR04908
OG0000203	NEMVE01883	XENTR08192, XENTR07634
OG0000203	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834	XENTR09015, XENTR08065
OG0000204	NEMVE08800	XENTR01607, XENTR04482
OG0000204	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981	XENTR04113, XENTR02352, XENTR08334, XENTR08954
OG0000205	NEMVE09132	XENTR12959, XENTR05519
OG0000205	NEMVE05941	XENTR16886, XENTR01752, XENTR14923
OG0000205	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573	XENTR18445, XENTR10749, XENTR03131
OG0000206	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868	XENTR10880
OG0000206	NEMVE23907, NEMVE25062, NEMVE16767, NEMVE18304, NEMVE25061, NEMVE16768	XENTR04135
OG0000206	NEMVE15768	XENTR10501, XENTR13106, XENTR12355
OG0000207	NEMVE14338, NEMVE18126	XENTR04496, XENTR02974, XENTR04340, XENTR04341, XENTR00010, XENTR10649, XENTR07893, XENTR15259, XENTR07892
OG0000208	NEMVE01513, NEMVE06396	XENTR16926, XENTR03526, XENTR09459, XENTR16011, XENTR11826, XENTR05993
OG0000210	NEMVE14502	XENTR12375
OG0000210	NEMVE08730	XENTR04415
OG0000211	NEMVE13306	XENTR02626
OG0000211	NEMVE08412	XENTR00605
OG0000211	NEMVE13225	XENTR03419
OG0000211	NEMVE10733	XENTR15376, XENTR01456
OG0000214	NEMVE18074, NEMVE19863, NEMVE25733	XENTR12264
OG0000215	NEMVE19007	XENTR01627, XENTR06477
OG0000218	NEMVE06667, NEMVE11926, NEMVE02677	XENTR06015
OG0000219	NEMVE04554, NEMVE04602	XENTR04422, XENTR04421
OG0000220	NEMVE15160	XENTR07581
OG0000220	NEMVE06570, NEMVE06590	XENTR15742
OG0000221	NEMVE01044, NEMVE13312	XENTR03108, XENTR08434, XENTR08435
OG0000221	NEMVE05724	XENTR10392, XENTR01755, XENTR16885
OG0000223	NEMVE05418	XENTR15744, XENTR02504, XENTR10692
OG0000223	NEMVE21368, NEMVE09090	XENTR11321, XENTR09534, XENTR11407, XENTR03468, XENTR08925
OG0000225	NEMVE22802, NEMVE01960	XENTR02888, XENTR02887, XENTR02890, XENTR02882, XENTR02884, XENTR10481, XENTR16882, XENTR02814, XENTR02816, XENTR02864, XENTR03767, XENTR05141, XENTR06741, XENTR17843, XENTR17844
OG0000226	NEMVE25655	XENTR11864
OG0000227	NEMVE09031	XENTR13632
OG0000227	NEMVE06657, NEMVE07158	XENTR15725, XENTR05302, XENTR05301
OG0000227	NEMVE07017, NEMVE03569, NEMVE03503	XENTR00522, XENTR04987
OG0000228	NEMVE18402, NEMVE24491	XENTR07707, XENTR15692
OG0000229	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629	XENTR02900, XENTR07694
OG0000230	NEMVE08205	XENTR08030, XENTR08029
OG0000231	NEMVE09601, NEMVE01545, NEMVE09855	XENTR12600, XENTR00418, XENTR03456, XENTR16995
OG0000233	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883	XENTR14531
OG0000234	NEMVE11754, NEMVE21946, NEMVE11372	XENTR08092, XENTR06076, XENTR18346, XENTR00774, XENTR10873
OG0000235	NEMVE16102, NEMVE05387	XENTR11258, XENTR03491, XENTR04363, XENTR04213, XENTR04161, XENTR08759
OG0000236	NEMVE06799	XENTR04703
OG0000236	NEMVE08450	XENTR08003
OG0000238	NEMVE12144	XENTR01828
OG0000238	NEMVE01679, NEMVE14698, NEMVE17148	XENTR07222, XENTR07219, XENTR07220, XENTR07221, XENTR05205, XENTR15099, XENTR08204
OG0000238	NEMVE11381	XENTR05204
OG0000239	NEMVE15715	XENTR02896, XENTR08392
OG0000239	NEMVE10508, NEMVE14103	XENTR09596
OG0000239	NEMVE08852	XENTR06920, XENTR03351
OG0000242	NEMVE05130	XENTR19139, XENTR02853
OG0000242	NEMVE00647, NEMVE02184, NEMVE02502, NEMVE13212, NEMVE11211, NEMVE20228, NEMVE20918, NEMVE10099	XENTR01304
OG0000244	NEMVE23766	XENTR01354, XENTR01248, XENTR01353, XENTR11299
OG0000244	NEMVE21797, NEMVE21081, NEMVE13759	XENTR03738, XENTR10413, XENTR05888, XENTR02505, XENTR12546
OG0000245	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204	XENTR14120, XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505, XENTR07584, XENTR00128, XENTR05671, XENTR04790
OG0000246	NEMVE09525, NEMVE24900	XENTR05669
OG0000246	NEMVE06591	XENTR12561
OG0000250	NEMVE11858	XENTR02680
OG0000250	NEMVE10051	XENTR13730
OG0000250	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373	XENTR12693
OG0000250	NEMVE14142	XENTR18990
OG0000251	NEMVE15024	XENTR06246, XENTR18095
OG0000251	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535	XENTR09634, XENTR11476, XENTR03109
OG0000254	NEMVE02086	XENTR08982, XENTR19222
OG0000255	NEMVE09558	XENTR09255
OG0000255	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921	XENTR12056
OG0000256	NEMVE06790	XENTR18908
OG0000257	NEMVE17110	XENTR07148, XENTR11248
OG0000258	NEMVE06308	XENTR18554, XENTR18555
OG0000258	NEMVE09736	XENTR04830, XENTR00764
OG0000258	NEMVE25195	XENTR12963, XENTR01640
OG0000260	NEMVE13152	XENTR02375, XENTR07041
OG0000260	NEMVE12262, NEMVE00014	XENTR02010
OG0000261	NEMVE17834	XENTR16283, XENTR07075, XENTR02029
OG0000263	NEMVE02731	XENTR08076
OG0000265	NEMVE16690	XENTR04690
OG0000265	NEMVE00125, NEMVE14956	XENTR16783
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	XENTR02299, XENTR06273, XENTR06272, XENTR08601, XENTR08600, XENTR12203
OG0000269	NEMVE22828, NEMVE15262	XENTR03143, XENTR10754, XENTR12377
OG0000270	NEMVE06642	XENTR15949, XENTR01261, XENTR02398
OG0000273	NEMVE15051	XENTR04558
OG0000275	NEMVE10649	XENTR12980, XENTR06678
OG0000275	NEMVE23270	XENTR08145, XENTR07453, XENTR01933
OG0000276	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390	XENTR11774, XENTR09720
OG0000277	NEMVE07555	XENTR14696, XENTR01190
OG0000277	NEMVE05309	XENTR10121, XENTR08844, XENTR08749
OG0000278	NEMVE19249	XENTR19229
OG0000278	NEMVE19287	XENTR11159
OG0000278	NEMVE13169	XENTR09088
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	XENTR05041, XENTR11441, XENTR03406, XENTR03118
OG0000280	NEMVE14600	XENTR05286
OG0000281	NEMVE05496, NEMVE09742	XENTR11395, XENTR11394, XENTR00724, XENTR17839, XENTR12423, XENTR05941, XENTR08165
OG0000281	NEMVE11485, NEMVE06109, NEMVE02781	XENTR05001, XENTR04901
OG0000282	NEMVE06711, NEMVE06725	XENTR02925, XENTR13973
OG0000282	NEMVE07044	XENTR08646
OG0000282	NEMVE08997	XENTR07444
OG0000282	NEMVE03120, NEMVE08986	XENTR13582
OG0000284	NEMVE09228	XENTR07786, XENTR15522, XENTR13217
OG0000286	NEMVE22388	XENTR14882, XENTR03100
OG0000286	NEMVE17190	XENTR16087
OG0000286	NEMVE12253, NEMVE11489	XENTR08670
OG0000287	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519	XENTR00628, XENTR08815, XENTR09170
OG0000288	NEMVE01052	XENTR01416, XENTR09626, XENTR07805
OG0000289	NEMVE22048, NEMVE20877	XENTR00324, XENTR04766
OG0000295	NEMVE13612	XENTR01672
OG0000296	NEMVE06937	XENTR15309
OG0000296	NEMVE07171	XENTR00542, XENTR12575
OG0000296	NEMVE01953	XENTR17014, XENTR02673
OG0000296	NEMVE05527	XENTR06270, XENTR06080
OG0000297	NEMVE08136, NEMVE08886	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806
OG0000298	NEMVE13191, NEMVE05181	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556
OG0000299	NEMVE01544, NEMVE14250	XENTR12999, XENTR07989
OG0000301	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009	XENTR10255
OG0000301	NEMVE13830	XENTR04265, XENTR08731, XENTR05595
OG0000301	NEMVE07722	XENTR00731, XENTR05032, XENTR12661
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	XENTR16030
OG0000303	NEMVE00764, NEMVE09168	XENTR17264
OG0000305	NEMVE13195	XENTR15555
OG0000305	NEMVE14852	XENTR05359
OG0000305	NEMVE22819	XENTR04162, XENTR07218
OG0000307	NEMVE22339	XENTR13525, XENTR02085
OG0000307	NEMVE05619, NEMVE23281	XENTR01470
OG0000308	NEMVE04922	XENTR05341, XENTR03132
OG0000308	NEMVE02882, NEMVE07008	XENTR11467
OG0000308	NEMVE14481, NEMVE22536	XENTR06275
OG0000310	NEMVE21881, NEMVE10980	XENTR02307, XENTR02306
OG0000312	NEMVE09939	XENTR10281, XENTR10282, XENTR04736, XENTR00030
OG0000312	NEMVE17449	XENTR12581
OG0000312	NEMVE14828	XENTR16372, XENTR10558
OG0000313	NEMVE22122	XENTR04895, XENTR02724
OG0000313	NEMVE21924	XENTR08592
OG0000313	NEMVE19582	XENTR05983, XENTR05982
OG0000314	NEMVE02359	XENTR09194, XENTR12236
OG0000314	NEMVE12383	XENTR04774, XENTR10527, XENTR11181
OG0000315	NEMVE02785	XENTR03674
OG0000315	NEMVE14926, NEMVE12015	XENTR04204, XENTR06293
OG0000315	NEMVE07786	XENTR02373
OG0000316	NEMVE08746	XENTR07574, XENTR05658
OG0000316	NEMVE01734	XENTR00550, XENTR11533
OG0000317	NEMVE20889	XENTR13934, XENTR13686, XENTR00225
OG0000319	NEMVE03426, NEMVE08121	XENTR04638
OG0000319	NEMVE00937	XENTR08302
OG0000320	NEMVE16325	XENTR10555
OG0000321	NEMVE02272	XENTR04726
OG0000321	NEMVE06455	XENTR01810
OG0000321	NEMVE09403, NEMVE01701, NEMVE09405	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	XENTR06441, XENTR17956, XENTR02845
OG0000323	NEMVE13071	XENTR18280
OG0000323	NEMVE14851	XENTR06278, XENTR08426
OG0000325	NEMVE06503, NEMVE02181, NEMVE05508	XENTR07161, XENTR03133, XENTR12265
OG0000326	NEMVE13638	XENTR16483
OG0000328	NEMVE17398	XENTR04569, XENTR00477, XENTR13076, XENTR13140
OG0000330	NEMVE09775	XENTR13410, XENTR13411, XENTR13409, XENTR13412, XENTR03029, XENTR03030
OG0000331	NEMVE17290, NEMVE12074, NEMVE01823, NEMVE11437, NEMVE01340, NEMVE12493, NEMVE02334, NEMVE01386, NEMVE07186, NEMVE07520	XENTR05673, XENTR00936, XENTR09785, XENTR03900
OG0000332	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140	XENTR14310, XENTR07549
OG0000332	NEMVE02081	XENTR01921, XENTR05653
OG0000333	NEMVE03451, NEMVE04668, NEMVE05731, NEMVE11715, NEMVE06272	XENTR18237
OG0000335	NEMVE02469	XENTR03289
OG0000338	NEMVE23189	XENTR03666, XENTR00810
OG0000338	NEMVE10431	XENTR00811, XENTR03279
OG0000338	NEMVE14053	XENTR12945
OG0000339	NEMVE11322, NEMVE01443	XENTR06902, XENTR11218
OG0000341	NEMVE08913	XENTR09328, XENTR07475, XENTR02979, XENTR12854
OG0000343	NEMVE03840, NEMVE10282, NEMVE10285	XENTR11384, XENTR11385, XENTR00663, XENTR09712
OG0000344	NEMVE09427	XENTR04022, XENTR04531, XENTR16339
OG0000344	NEMVE07424, NEMVE12469, NEMVE07402	XENTR03764, XENTR07830
OG0000345	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409	XENTR04999, XENTR04907, XENTR12817
OG0000350	NEMVE05817	XENTR15815, XENTR10276, XENTR02136, XENTR05748, XENTR16105
OG0000350	NEMVE13780	XENTR09038, XENTR12529
OG0000352	NEMVE06598	XENTR04727, XENTR11543, XENTR14779
OG0000352	NEMVE05333	XENTR11161
OG0000352	NEMVE09599	XENTR18553
OG0000353	NEMVE06098	XENTR02225, XENTR09301, XENTR04872
OG0000356	NEMVE11083, NEMVE11082	XENTR04143
OG0000356	NEMVE11501	XENTR07422
OG0000357	NEMVE24307	XENTR15991, XENTR10312, XENTR11352, XENTR14897
OG0000357	NEMVE08179	XENTR15970, XENTR17586, XENTR08879, XENTR13168
OG0000358	NEMVE21582	XENTR09276
OG0000358	NEMVE08090	XENTR00396
OG0000358	NEMVE04980	XENTR16746
OG0000358	NEMVE13509	XENTR09348
OG0000359	NEMVE05129	XENTR05950
OG0000360	NEMVE04676	XENTR08830, XENTR08829, XENTR03303
OG0000360	NEMVE04667	XENTR18235
OG0000362	NEMVE17608, NEMVE25308, NEMVE18935, NEMVE15974, NEMVE17042, NEMVE18403, NEMVE16590	XENTR18283
OG0000362	NEMVE20512, NEMVE15881, NEMVE23357, NEMVE15859, NEMVE17206, NEMVE23356, NEMVE24111, NEMVE12122, NEMVE12472, NEMVE12592, NEMVE00723, NEMVE02360, NEMVE05697, NEMVE12093, NEMVE02361, NEMVE00830, NEMVE15331, NEMVE00821, NEMVE00813, NEMVE06501, NEMVE06522, NEMVE16469, NEMVE00720, NEMVE09867, NEMVE08222	XENTR01000, XENTR01001, XENTR00999, XENTR00996
OG0000363	NEMVE13781	XENTR18877
OG0000363	NEMVE02006	XENTR17199, XENTR06334, XENTR17198
OG0000367	NEMVE15237	XENTR00773, XENTR02827
OG0000372	NEMVE15104	XENTR05569, XENTR05568
OG0000372	NEMVE13274	XENTR06420
OG0000372	NEMVE13664	XENTR12969, XENTR16656
OG0000373	NEMVE23724	XENTR10296
OG0000374	NEMVE11428	XENTR12206, XENTR03156, XENTR06198
OG0000374	NEMVE13611	XENTR10123, XENTR08845
OG0000374	NEMVE14343	XENTR06197, XENTR03155
OG0000375	NEMVE08516, NEMVE22003	XENTR01003, XENTR07353, XENTR15338, XENTR09136, XENTR17679, XENTR09225, XENTR16323
OG0000378	NEMVE10276	XENTR12085, XENTR05893, XENTR15421, XENTR11577
OG0000378	NEMVE03549	XENTR06047, XENTR17806, XENTR08243
OG0000379	NEMVE21880, NEMVE24618	XENTR03681
OG0000379	NEMVE08922	XENTR09134, XENTR01840, XENTR07942
OG0000380	NEMVE06348, NEMVE17453	XENTR16530
OG0000382	NEMVE14766	XENTR02893, XENTR02790, XENTR02892, XENTR02791
OG0000384	NEMVE13549, NEMVE19650	XENTR14248, XENTR04885
OG0000384	NEMVE14575	XENTR05374
OG0000386	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	XENTR13046, XENTR07562
OG0000392	NEMVE07781	XENTR05822, XENTR00373
OG0000393	NEMVE10034	XENTR10938
OG0000393	NEMVE23058	XENTR02214
OG0000393	NEMVE10184	XENTR11795
OG0000395	NEMVE11003, NEMVE10074	XENTR11886, XENTR11885, XENTR17144, XENTR02622
OG0000397	NEMVE01578	XENTR18769
OG0000399	NEMVE08302	XENTR09009
OG0000399	NEMVE21873	XENTR04487
OG0000399	NEMVE13654	XENTR15857, XENTR05296, XENTR05870
OG0000400	NEMVE03765	XENTR01263
OG0000400	NEMVE07515	XENTR14734, XENTR14733
OG0000401	NEMVE22826	XENTR02930
OG0000402	NEMVE01259	XENTR02381
OG0000402	NEMVE08796, NEMVE12680	XENTR02219, XENTR11951, XENTR13580
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	XENTR12413
OG0000403	NEMVE25175	XENTR05766
OG0000403	NEMVE25868	XENTR18233, XENTR00670, XENTR17855
OG0000404	NEMVE07548	XENTR04297, XENTR00047
OG0000404	NEMVE11475	XENTR15190
OG0000404	NEMVE01923	XENTR15188
OG0000405	NEMVE13877	XENTR12151, XENTR12577, XENTR12578, XENTR04243
OG0000410	NEMVE16822, NEMVE22138	XENTR15236, XENTR08231, XENTR08232, XENTR19019, XENTR18595, XENTR19175
OG0000411	NEMVE17743, NEMVE08444	XENTR12042, XENTR04225
OG0000411	NEMVE15903	XENTR06694
OG0000412	NEMVE11551, NEMVE13684	XENTR00072
OG0000412	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046	XENTR04274, XENTR17107, XENTR15524
OG0000413	NEMVE05971	XENTR02384, XENTR00587, XENTR14291
OG0000413	NEMVE18974	XENTR06107, XENTR11920, XENTR09714
OG0000415	NEMVE02035, NEMVE12523, NEMVE06692	XENTR10423, XENTR12429, XENTR08187, XENTR02440, XENTR06896, XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894
OG0000418	NEMVE18954	XENTR15007
OG0000420	NEMVE15235, NEMVE22999	XENTR13191, XENTR04997
OG0000422	NEMVE02846	XENTR04080, XENTR07599
OG0000424	NEMVE13993, NEMVE20112, NEMVE07389, NEMVE14806, NEMVE19359, NEMVE13676	XENTR06704
OG0000425	NEMVE09242	XENTR12653, XENTR00617, XENTR02421
OG0000425	NEMVE01586	XENTR10074
OG0000426	NEMVE05016	XENTR13177, XENTR13178
OG0000426	NEMVE09058	XENTR13136, XENTR11204, XENTR01857
OG0000427	NEMVE19474	XENTR16612
OG0000427	NEMVE10410, NEMVE10716	XENTR17783, XENTR06248
OG0000429	NEMVE13930, NEMVE22433	XENTR16139
OG0000430	NEMVE17451, NEMVE09634	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139
OG0000432	NEMVE00377, NEMVE08466	XENTR10719
OG0000433	NEMVE05274	XENTR13728, XENTR07334
OG0000433	NEMVE25882, NEMVE19705	XENTR08150, XENTR16244
OG0000434	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105	XENTR02153
OG0000435	NEMVE18620	XENTR03847
OG0000435	NEMVE24017	XENTR10898, XENTR12043, XENTR06258, XENTR02452
OG0000436	NEMVE06326	XENTR17485, XENTR17484
OG0000442	NEMVE15081, NEMVE00053	XENTR03078, XENTR07242, XENTR07241
OG0000442	NEMVE13826	XENTR17716, XENTR12755
OG0000442	NEMVE15124	XENTR00127, XENTR16680
OG0000443	NEMVE03493	XENTR16164, XENTR16165
OG0000443	NEMVE10812	XENTR08253
OG0000444	NEMVE13025, NEMVE11937, NEMVE06859	XENTR16001, XENTR05337
OG0000446	NEMVE22464	XENTR12284
OG0000446	NEMVE13778, NEMVE12791	XENTR09860
OG0000447	NEMVE16106	XENTR03570, XENTR16310, XENTR06964, XENTR06423
OG0000450	NEMVE22423	XENTR00652, XENTR05100, XENTR18185, XENTR14021, XENTR14020, XENTR14894, XENTR03676
OG0000452	NEMVE13251, NEMVE21957	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080, XENTR03838, XENTR03829
OG0000454	NEMVE05253	XENTR15860
OG0000458	NEMVE08200, NEMVE08773	XENTR03626, XENTR03627, XENTR03628
OG0000458	NEMVE19181, NEMVE20462	XENTR12853, XENTR09327
OG0000459	NEMVE22834	XENTR07204, XENTR12836, XENTR12837
OG0000461	NEMVE16015, NEMVE02669	XENTR16800
OG0000461	NEMVE24592	XENTR03673, XENTR10322, XENTR10323
OG0000463	NEMVE04814	XENTR15683, XENTR18055
OG0000463	NEMVE21255, NEMVE25382, NEMVE25677	XENTR05720, XENTR03129
OG0000465	NEMVE13428	XENTR04514
OG0000467	NEMVE14048	XENTR13171, XENTR04831, XENTR01243, XENTR00763
OG0000468	NEMVE13616	XENTR15317
OG0000469	NEMVE09305	XENTR07061, XENTR03510, XENTR16136, XENTR06384, XENTR06808
OG0000469	NEMVE11884, NEMVE14640	XENTR18040, XENTR09815
OG0000470	NEMVE21967	XENTR08990
OG0000471	NEMVE05341, NEMVE24949	XENTR10122, XENTR08750
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	XENTR12363, XENTR17375, XENTR17373
OG0000473	NEMVE06759, NEMVE16803, NEMVE13559, NEMVE05998, NEMVE06741	XENTR07541, XENTR04001, XENTR14187, XENTR04930
OG0000474	NEMVE14315, NEMVE13253, NEMVE13254	XENTR05228, XENTR06948, XENTR12871, XENTR17592
OG0000475	NEMVE01730	XENTR16166, XENTR03765
OG0000476	NEMVE26012, NEMVE14062	XENTR14517
OG0000476	NEMVE18829	XENTR09662
OG0000477	NEMVE06227, NEMVE19028, NEMVE02504	XENTR00334, XENTR13821, XENTR13822, XENTR08089, XENTR15364, XENTR15363
OG0000478	NEMVE07361, NEMVE10350	XENTR07036, XENTR06378, XENTR05970, XENTR06377, XENTR05971, XENTR07968
