Orthogroup	NEMVE	ORYLA
OG0000133	NEMVE17437	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547
OG0000136	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328	ORYLA05588, ORYLA07175, ORYLA19480
OG0000137	NEMVE20817, NEMVE18407	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560
OG0000137	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935	ORYLA20491, ORYLA06196, ORYLA16275, ORYLA11370, ORYLA08706
OG0000139	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194	ORYLA03997
OG0000140	NEMVE07307	ORYLA08885
OG0000140	NEMVE16491	ORYLA14844, ORYLA14843, ORYLA14846, ORYLA19052, ORYLA14994, ORYLA19713
OG0000145	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974	ORYLA08429
OG0000147	NEMVE01930	ORYLA06944, ORYLA12833, ORYLA15636
OG0000147	NEMVE13815	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688
OG0000147	NEMVE14266	ORYLA13100, ORYLA13101
OG0000147	NEMVE06760	ORYLA05214
OG0000147	NEMVE15010	ORYLA18182
OG0000147	NEMVE01973	ORYLA10192
OG0000148	NEMVE23582, NEMVE05630	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171, ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722
OG0000149	NEMVE02950, NEMVE00060, NEMVE07321	ORYLA17290, ORYLA17651, ORYLA17652
OG0000149	NEMVE08530, NEMVE21291	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319
OG0000149	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954	ORYLA19729
OG0000151	NEMVE14638	ORYLA00584, ORYLA16576, ORYLA02429, ORYLA18300, ORYLA01900, ORYLA08949
OG0000151	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669
OG0000151	NEMVE23696	ORYLA02467, ORYLA17249, ORYLA13261
OG0000151	NEMVE23695	ORYLA02929
OG0000154	NEMVE04960	ORYLA18264
OG0000154	NEMVE14154, NEMVE10510	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516
OG0000154	NEMVE10154, NEMVE16985	ORYLA18107
OG0000155	NEMVE08895	ORYLA11669, ORYLA10177, ORYLA11879
OG0000155	NEMVE19985, NEMVE14842	ORYLA01931, ORYLA05131
OG0000157	NEMVE24250	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319
OG0000157	NEMVE14302	ORYLA15668, ORYLA19374, ORYLA02711, ORYLA13713, ORYLA15077, ORYLA11173, ORYLA15669
OG0000157	NEMVE22690	ORYLA13712, ORYLA15189, ORYLA12434
OG0000158	NEMVE19203, NEMVE24928	ORYLA13317, ORYLA13316, ORYLA00712, ORYLA06676, ORYLA13319, ORYLA13320, ORYLA06673, ORYLA13322, ORYLA13321, ORYLA02577, ORYLA02576, ORYLA02575, ORYLA13315, ORYLA13314, ORYLA06675, ORYLA06677, ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104
OG0000159	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600	ORYLA09075
OG0000159	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227	ORYLA02590, ORYLA18122
OG0000159	NEMVE08562	ORYLA08188
OG0000160	NEMVE13435, NEMVE07078, NEMVE05120	ORYLA15840
OG0000160	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884
OG0000163	NEMVE23040, NEMVE12529, NEMVE24450	ORYLA00631, ORYLA16749, ORYLA00152, ORYLA08374, ORYLA16276
OG0000163	NEMVE12704, NEMVE13131	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820, ORYLA17166, ORYLA15777
OG0000164	NEMVE18535	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180, ORYLA17679, ORYLA17680, ORYLA17697
OG0000165	NEMVE01276, NEMVE18257	ORYLA19750, ORYLA01240, ORYLA03912
OG0000166	NEMVE13422, NEMVE21827	ORYLA09960
OG0000166	NEMVE03435, NEMVE02015, NEMVE05833	ORYLA16752, ORYLA03503, ORYLA02712, ORYLA02713, ORYLA12775, ORYLA00549
OG0000168	NEMVE12386, NEMVE14100, NEMVE08169	ORYLA20030, ORYLA20029, ORYLA03403
OG0000169	NEMVE20740	ORYLA18751
OG0000169	NEMVE11847	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625
OG0000170	NEMVE24896	ORYLA14422
OG0000171	NEMVE02961	ORYLA03475
OG0000171	NEMVE13315	ORYLA00507
OG0000172	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433	ORYLA14905, ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248, ORYLA14003
OG0000173	NEMVE08851	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932
OG0000174	NEMVE06970	ORYLA06450, ORYLA09402
OG0000175	NEMVE00450, NEMVE15112	ORYLA06318
OG0000179	NEMVE18776	ORYLA18062, ORYLA18061, ORYLA14649
OG0000179	NEMVE07348	ORYLA20422
OG0000179	NEMVE15362	ORYLA09852, ORYLA09146
OG0000180	NEMVE17226, NEMVE07670	ORYLA01448, ORYLA01304, ORYLA04174, ORYLA04081, ORYLA03160, ORYLA03933
OG0000181	NEMVE24124	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335
OG0000181	NEMVE13666, NEMVE22609	ORYLA11594
OG0000181	NEMVE13944, NEMVE14380	ORYLA14523
OG0000182	NEMVE17286	ORYLA10990
OG0000182	NEMVE19657, NEMVE19159, NEMVE17733	ORYLA10989, ORYLA17913, ORYLA08510
OG0000183	NEMVE11293	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092
OG0000183	NEMVE10854	ORYLA03426
OG0000183	NEMVE13332	ORYLA09404
OG0000184	NEMVE14657, NEMVE21989	ORYLA13442, ORYLA13444, ORYLA13443
OG0000185	NEMVE22342	ORYLA15712, ORYLA15972, ORYLA09436
OG0000185	NEMVE24028	ORYLA12658, ORYLA02266, ORYLA07574, ORYLA11753, ORYLA05335
OG0000188	NEMVE13624	ORYLA02679, ORYLA17741, ORYLA00508
OG0000191	NEMVE23068	ORYLA05227
OG0000191	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682	ORYLA05361, ORYLA11475, ORYLA02113
OG0000192	NEMVE05593	ORYLA09752, ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158
OG0000192	NEMVE13792	ORYLA18141
OG0000192	NEMVE01940	ORYLA16694
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	ORYLA02650, ORYLA17280, ORYLA18753, ORYLA17279, ORYLA04135, ORYLA19839
OG0000194	NEMVE11646, NEMVE08721	ORYLA03335, ORYLA10209, ORYLA09317
OG0000195	NEMVE15098	ORYLA09172, ORYLA07416
OG0000198	NEMVE17814	ORYLA06440
OG0000199	NEMVE06018	ORYLA01152, ORYLA01153, ORYLA01154, ORYLA01155, ORYLA01148, ORYLA01150, ORYLA01149, ORYLA01151
OG0000200	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943	ORYLA18619, ORYLA08930, ORYLA08929, ORYLA13330, ORYLA13420, ORYLA03633
OG0000201	NEMVE09097	ORYLA17554, ORYLA04556, ORYLA03543
OG0000201	NEMVE18189, NEMVE09350	ORYLA11410, ORYLA04401, ORYLA17966
OG0000202	NEMVE18137, NEMVE01256	ORYLA07840, ORYLA16451, ORYLA05710, ORYLA09906, ORYLA09907, ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184
OG0000203	NEMVE25285	ORYLA19611
OG0000203	NEMVE01883	ORYLA02186, ORYLA05651, ORYLA02226
OG0000203	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834	ORYLA06336, ORYLA13132, ORYLA15645
OG0000204	NEMVE04586, NEMVE13063	ORYLA19568
OG0000204	NEMVE08800	ORYLA14989, ORYLA12052, ORYLA10864
OG0000204	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981	ORYLA14833, ORYLA12329, ORYLA11040, ORYLA14829, ORYLA10865, ORYLA12759, ORYLA14834
OG0000205	NEMVE09132	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096
OG0000205	NEMVE05941	ORYLA08886, ORYLA07839, ORYLA16466, ORYLA01806
OG0000205	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823
OG0000206	NEMVE15380, NEMVE22829, NEMVE18059, NEMVE24977, NEMVE24978, NEMVE11639	ORYLA05181
OG0000206	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868	ORYLA19707, ORYLA12010
OG0000206	NEMVE15768	ORYLA04922
OG0000207	NEMVE14338, NEMVE18126	ORYLA12926, ORYLA15852, ORYLA20450, ORYLA04172, ORYLA06174, ORYLA15820
OG0000208	NEMVE01513, NEMVE06396	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541
OG0000209	NEMVE07932, NEMVE11540, NEMVE11095, NEMVE01241	ORYLA04694
OG0000209	NEMVE05512	ORYLA18365
OG0000211	NEMVE13306	ORYLA03809, ORYLA03810
OG0000211	NEMVE20025	ORYLA05322
OG0000211	NEMVE08412	ORYLA04972
OG0000211	NEMVE13225	ORYLA14089
OG0000211	NEMVE22330, NEMVE12945	ORYLA18617
OG0000211	NEMVE10733	ORYLA15118, ORYLA12450
OG0000215	NEMVE19007	ORYLA04441, ORYLA17376
OG0000218	NEMVE06667, NEMVE11926, NEMVE02677	ORYLA15885
OG0000220	NEMVE06570, NEMVE06590	ORYLA06609, ORYLA09295
OG0000221	NEMVE01044, NEMVE13312	ORYLA03306, ORYLA16226, ORYLA13864
OG0000221	NEMVE05724	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468
OG0000223	NEMVE05418	ORYLA10038, ORYLA11518
OG0000223	NEMVE21368, NEMVE09090	ORYLA07266, ORYLA07818, ORYLA05006
OG0000225	NEMVE22802, NEMVE01960	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507
OG0000226	NEMVE25655	ORYLA08515
OG0000227	NEMVE09031	ORYLA09705, ORYLA16473
OG0000227	NEMVE06657, NEMVE07158	ORYLA07142, ORYLA14920, ORYLA14919
OG0000227	NEMVE07017, NEMVE03569, NEMVE03503	ORYLA07005, ORYLA07006, ORYLA13332
OG0000228	NEMVE18402, NEMVE24491	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119, ORYLA00170, ORYLA01127, ORYLA01126
OG0000229	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629	ORYLA09298, ORYLA09346
OG0000230	NEMVE08205	ORYLA10690
OG0000231	NEMVE09601, NEMVE01545, NEMVE09855	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456
OG0000232	NEMVE22092	ORYLA20493
OG0000233	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146	ORYLA05663
OG0000233	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883	ORYLA18003
OG0000234	NEMVE11754, NEMVE21946, NEMVE11372	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693, ORYLA11249, ORYLA14751
OG0000235	NEMVE16102, NEMVE05387	ORYLA14889, ORYLA01167, ORYLA04027, ORYLA10002, ORYLA07335
OG0000236	NEMVE06799	ORYLA12896, ORYLA06350
OG0000236	NEMVE08450	ORYLA11551
OG0000238	NEMVE12144	ORYLA07768
OG0000238	NEMVE01679, NEMVE14698, NEMVE17148	ORYLA07061, ORYLA18743, ORYLA15964, ORYLA06983
OG0000239	NEMVE15715	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385
OG0000239	NEMVE10508, NEMVE14103	ORYLA11432, ORYLA10759
OG0000239	NEMVE08852	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800
OG0000242	NEMVE05130	ORYLA20204, ORYLA11050
OG0000244	NEMVE23766	ORYLA15688, ORYLA14426, ORYLA14594, ORYLA19522, ORYLA15434
OG0000244	NEMVE21797, NEMVE21081, NEMVE13759	ORYLA12391, ORYLA01756, ORYLA15173, ORYLA19456, ORYLA08925, ORYLA08923, ORYLA08924
OG0000245	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204	ORYLA15217, ORYLA11246, ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567, ORYLA08317, ORYLA16849, ORYLA08043, ORYLA05783, ORYLA00278, ORYLA00279, ORYLA17013
OG0000246	NEMVE09525, NEMVE24900	ORYLA16344
OG0000246	NEMVE06591	ORYLA17250
OG0000250	NEMVE11858	ORYLA14962
OG0000250	NEMVE10051	ORYLA16891
OG0000250	NEMVE14142	ORYLA11002
OG0000251	NEMVE15024	ORYLA19579, ORYLA14495
OG0000251	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535	ORYLA03531, ORYLA09347, ORYLA13883, ORYLA03324
OG0000255	NEMVE09558	ORYLA04331
OG0000255	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921	ORYLA12113
OG0000256	NEMVE06790	ORYLA02742, ORYLA16602, ORYLA00877
OG0000257	NEMVE17110	ORYLA07342, ORYLA19508, ORYLA14895
OG0000258	NEMVE06308	ORYLA16736, ORYLA00803
OG0000258	NEMVE09736	ORYLA13731, ORYLA14055, ORYLA11238
OG0000258	NEMVE25195	ORYLA10418, ORYLA04818, ORYLA08148
OG0000260	NEMVE13152	ORYLA10907, ORYLA18428, ORYLA15874
OG0000260	NEMVE12262, NEMVE00014	ORYLA08131
OG0000261	NEMVE17834	ORYLA03331, ORYLA06905, ORYLA08763, ORYLA01049
OG0000263	NEMVE02731	ORYLA00024
OG0000265	NEMVE00125, NEMVE14956	ORYLA17739, ORYLA10912, ORYLA14726
OG0000266	NEMVE17970	ORYLA00536
OG0000266	NEMVE13864	ORYLA00700
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	ORYLA01805, ORYLA01744, ORYLA01745, ORYLA05672, ORYLA09801, ORYLA05671
OG0000269	NEMVE22828, NEMVE15262	ORYLA12238, ORYLA16437, ORYLA07123, ORYLA07121, ORYLA09219, ORYLA02548
OG0000270	NEMVE06642	ORYLA04109, ORYLA11496, ORYLA10746, ORYLA03400, ORYLA03399
OG0000273	NEMVE15051	ORYLA17595
OG0000273	NEMVE12092, NEMVE06102	ORYLA11307
OG0000275	NEMVE10649	ORYLA10602
OG0000275	NEMVE09175	ORYLA19424
OG0000275	NEMVE23270	ORYLA11109, ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599
OG0000276	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390	ORYLA07457, ORYLA07458
OG0000277	NEMVE07555	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	NEMVE05309	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000278	NEMVE19249	ORYLA04407
OG0000278	NEMVE19287	ORYLA02326
OG0000278	NEMVE11833	ORYLA13179
OG0000278	NEMVE13169	ORYLA04766
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	ORYLA06577, ORYLA13201, ORYLA06120, ORYLA14981, ORYLA17698
OG0000280	NEMVE14600	ORYLA12009, ORYLA14903
OG0000281	NEMVE05496, NEMVE09742	ORYLA13690, ORYLA18802, ORYLA15942, ORYLA10808, ORYLA13337, ORYLA07002, ORYLA09322
OG0000281	NEMVE11485, NEMVE06109, NEMVE02781	ORYLA12563, ORYLA03894, ORYLA01378
OG0000282	NEMVE06711, NEMVE06725	ORYLA00210, ORYLA09022
OG0000282	NEMVE09000	ORYLA18951
OG0000282	NEMVE07044	ORYLA04706
OG0000282	NEMVE08997	ORYLA01496
OG0000282	NEMVE03120, NEMVE08986	ORYLA04826
OG0000284	NEMVE09228	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256
OG0000285	NEMVE19602, NEMVE11907, NEMVE11739, NEMVE08849, NEMVE10565, NEMVE19215	ORYLA18449
OG0000286	NEMVE22388	ORYLA03638
OG0000286	NEMVE17190	ORYLA11097
OG0000286	NEMVE12253, NEMVE11489	ORYLA07519
OG0000286	NEMVE17709	ORYLA03639
OG0000287	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519	ORYLA02857, ORYLA04080, ORYLA03158
OG0000288	NEMVE01052	ORYLA14637, ORYLA12168, ORYLA08853
OG0000289	NEMVE22048, NEMVE20877	ORYLA13565, ORYLA06948, ORYLA17464, ORYLA12957
OG0000292	NEMVE25000	ORYLA04250
OG0000295	NEMVE13612	ORYLA16746, ORYLA00613
OG0000296	NEMVE01953	ORYLA17335, ORYLA12148
OG0000296	NEMVE05527	ORYLA05484, ORYLA12730
OG0000297	NEMVE08136, NEMVE08886	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276
OG0000298	NEMVE13191, NEMVE05181	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534
OG0000299	NEMVE01544, NEMVE14250	ORYLA02095, ORYLA02094, ORYLA05585, ORYLA11794
OG0000300	NEMVE09364	ORYLA07596, ORYLA07595
OG0000301	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009	ORYLA16651
OG0000301	NEMVE13830	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696
OG0000301	NEMVE07722	ORYLA11071, ORYLA15337, ORYLA12907, ORYLA12506
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	ORYLA08419
OG0000303	NEMVE00764, NEMVE09168	ORYLA16302
OG0000305	NEMVE14852	ORYLA05505
OG0000305	NEMVE22819	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000307	NEMVE22339	ORYLA10706, ORYLA03839, ORYLA03084
OG0000307	NEMVE05619, NEMVE23281	ORYLA02300, ORYLA17392, ORYLA14634
OG0000308	NEMVE04922	ORYLA08644
OG0000308	NEMVE02882, NEMVE07008	ORYLA01851
OG0000308	NEMVE14481, NEMVE22536	ORYLA08982
OG0000310	NEMVE21881, NEMVE10980	ORYLA09618
OG0000312	NEMVE09939	ORYLA12072, ORYLA02919
OG0000312	NEMVE17449	ORYLA07558
OG0000312	NEMVE14828	ORYLA20410, ORYLA04032
OG0000313	NEMVE22122	ORYLA07713, ORYLA09993
OG0000313	NEMVE21924	ORYLA12846, ORYLA05854
OG0000314	NEMVE02359	ORYLA17105, ORYLA17107
OG0000314	NEMVE12383	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811
OG0000315	NEMVE02785	ORYLA10390, ORYLA03355
OG0000315	NEMVE14926, NEMVE12015	ORYLA09757, ORYLA06311, ORYLA09200
OG0000315	NEMVE07786	ORYLA14332, ORYLA10891
OG0000316	NEMVE08746	ORYLA05028, ORYLA00489, ORYLA00488
OG0000316	NEMVE01734	ORYLA06812, ORYLA13482
OG0000317	NEMVE20889	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343
OG0000319	NEMVE00937	ORYLA17421, ORYLA02486, ORYLA17422
OG0000321	NEMVE02272	ORYLA12958, ORYLA02627
OG0000321	NEMVE06455	ORYLA16703, ORYLA00623
OG0000321	NEMVE07991	ORYLA01005
OG0000321	NEMVE09403, NEMVE01701, NEMVE09405	ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	ORYLA02330, ORYLA02329, ORYLA17228, ORYLA02554, ORYLA02714, ORYLA11174
OG0000323	NEMVE13071	ORYLA05750
OG0000323	NEMVE14851	ORYLA06414, ORYLA19842, ORYLA10008
OG0000325	NEMVE06503, NEMVE02181, NEMVE05508	ORYLA09822, ORYLA16463
OG0000326	NEMVE13638	ORYLA13893
OG0000328	NEMVE17398	ORYLA07598, ORYLA01753, ORYLA05454, ORYLA05455, ORYLA14292, ORYLA20008
OG0000330	NEMVE09775	ORYLA11384, ORYLA11385
OG0000331	NEMVE17290, NEMVE12074, NEMVE01823, NEMVE11437, NEMVE01340, NEMVE12493, NEMVE02334, NEMVE01386, NEMVE07186, NEMVE07520	ORYLA01882, ORYLA05789, ORYLA16772, ORYLA07787, ORYLA00143, ORYLA16898, ORYLA16950, ORYLA00632, ORYLA00630
OG0000332	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140	ORYLA02409
OG0000332	NEMVE02081	ORYLA02271, ORYLA17872, ORYLA05113
OG0000333	NEMVE03451, NEMVE04668, NEMVE05731, NEMVE11715, NEMVE06272	ORYLA11584, ORYLA11585
OG0000335	NEMVE02469	ORYLA03866, ORYLA03867, ORYLA03868
OG0000338	NEMVE23189	ORYLA03979, ORYLA03456, ORYLA02319
OG0000338	NEMVE10431	ORYLA17367, ORYLA06348
OG0000338	NEMVE14053	ORYLA01999, ORYLA20309, ORYLA06130
OG0000339	NEMVE11322, NEMVE01443	ORYLA13968
OG0000341	NEMVE08913	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031
OG0000342	NEMVE23517, NEMVE17250, NEMVE23892	ORYLA15618
OG0000343	NEMVE03840, NEMVE10282, NEMVE10285	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
OG0000344	NEMVE09427	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833
OG0000344	NEMVE07424, NEMVE12469, NEMVE07402	ORYLA18073
OG0000345	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221
OG0000350	NEMVE05817	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930
OG0000350	NEMVE13780	ORYLA10263, ORYLA11347
OG0000352	NEMVE06598	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709
OG0000352	NEMVE05333	ORYLA19045
OG0000352	NEMVE09599	ORYLA15089
OG0000353	NEMVE06098	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328
OG0000356	NEMVE11083, NEMVE11082	ORYLA03036
OG0000356	NEMVE11501	ORYLA20188, ORYLA13681
OG0000357	NEMVE24307	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822
OG0000357	NEMVE08179	ORYLA11167, ORYLA14261, ORYLA15724
OG0000358	NEMVE21582	ORYLA20349
OG0000358	NEMVE08090	ORYLA11098, ORYLA15332
OG0000358	NEMVE04980	ORYLA11009
OG0000358	NEMVE13509	ORYLA09492
OG0000359	NEMVE05129	ORYLA12664
OG0000360	NEMVE04676	ORYLA09367, ORYLA12791
OG0000360	NEMVE04667	ORYLA14415
OG0000363	NEMVE13781	ORYLA12525
OG0000363	NEMVE02006	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904
OG0000367	NEMVE15237	ORYLA11251, ORYLA13727, ORYLA14050
OG0000371	NEMVE03633	ORYLA07826
OG0000372	NEMVE15104	ORYLA11902
OG0000372	NEMVE13274	ORYLA16999, ORYLA12426
OG0000372	NEMVE13664	ORYLA15492, ORYLA11861
OG0000373	NEMVE23724	ORYLA17975, ORYLA07919, ORYLA16362
OG0000374	NEMVE11428	ORYLA19024, ORYLA09807, ORYLA15744
OG0000374	NEMVE13611	ORYLA04768, ORYLA17516, ORYLA02630
OG0000374	NEMVE14343	ORYLA15743, ORYLA10304, ORYLA09808
OG0000375	NEMVE08516, NEMVE22003	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640, ORYLA04642, ORYLA11940
OG0000378	NEMVE10276	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469
OG0000378	NEMVE03549	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901
OG0000379	NEMVE21880, NEMVE24618	ORYLA03532
OG0000379	NEMVE08922	ORYLA08182, ORYLA00689, ORYLA02012
OG0000382	NEMVE14766	ORYLA15461, ORYLA14549, ORYLA11229
OG0000383	NEMVE18075	ORYLA00815
OG0000383	NEMVE19534, NEMVE19770	ORYLA00814
OG0000384	NEMVE13549, NEMVE19650	ORYLA19370
OG0000384	NEMVE14575	ORYLA05624
OG0000386	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594	ORYLA00517, ORYLA01282, ORYLA04071
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	ORYLA19978, ORYLA08372, ORYLA04896
OG0000392	NEMVE07781	ORYLA06665, ORYLA13229
OG0000393	NEMVE10034	ORYLA17272
OG0000393	NEMVE10184	ORYLA18186
OG0000395	NEMVE11003, NEMVE10074	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410
OG0000397	NEMVE17031	ORYLA18921
OG0000397	NEMVE01578	ORYLA10415
OG0000399	NEMVE08302	ORYLA11402, ORYLA10522
OG0000399	NEMVE13243	ORYLA11860
OG0000399	NEMVE13654	ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626
OG0000400	NEMVE03765	ORYLA05314
OG0000400	NEMVE24198	ORYLA02904
OG0000401	NEMVE22826	ORYLA08217, ORYLA07125, ORYLA09210
OG0000402	NEMVE01259	ORYLA16038, ORYLA10903, ORYLA14672
OG0000402	NEMVE08796, NEMVE12680	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	ORYLA12469
OG0000403	NEMVE25175	ORYLA04119
OG0000403	NEMVE25868	ORYLA15862, ORYLA01357
OG0000404	NEMVE07548	ORYLA07320
