Orthogroup	NEMVE	DROME
OG0000223	NEMVE05418	DROME10256
OG0000225	NEMVE22802, NEMVE01960	DROME11929
OG0000226	NEMVE25439, NEMVE15006, NEMVE10381, NEMVE25655	DROME14660
OG0000226	NEMVE09338, NEMVE02942, NEMVE04143, NEMVE15524	DROME15107, DROME15108, DROME15106, DROME15105
OG0000227	NEMVE09031	DROME20242
OG0000227	NEMVE07017, NEMVE03569, NEMVE03503	DROME04927, DROME04926
OG0000229	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629	DROME04047
OG0000230	NEMVE02989, NEMVE11521	DROME15497, DROME15359, DROME15358, DROME16426, DROME15444, DROME03186
OG0000231	NEMVE09601, NEMVE01545, NEMVE09855	DROME06449, DROME06448
OG0000231	NEMVE01497	DROME20855, DROME20857, DROME20856, DROME20854
OG0000232	NEMVE08538, NEMVE03264, NEMVE08547, NEMVE07850, NEMVE07851, NEMVE07839, NEMVE07848, NEMVE07844, NEMVE02637, NEMVE03102, NEMVE03050, NEMVE05023, NEMVE00063	DROME10139
OG0000232	NEMVE22092	DROME02286, DROME02285, DROME02281, DROME02282, DROME17197
OG0000233	NEMVE09513, NEMVE03299, NEMVE10204, NEMVE18957, NEMVE03780, NEMVE09128, NEMVE03227, NEMVE13621, NEMVE07264, NEMVE23575, NEMVE06118, NEMVE17690, NEMVE23381, NEMVE07794, NEMVE19735, NEMVE01329, NEMVE06691, NEMVE09821	DROME13369
OG0000234	NEMVE11754, NEMVE21946, NEMVE11372	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143, DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365, DROME11142
OG0000235	NEMVE16102, NEMVE05387	DROME11735
OG0000236	NEMVE06799	DROME03355
OG0000238	NEMVE12144	DROME01901, DROME01902
OG0000238	NEMVE01679, NEMVE14698, NEMVE17148	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000239	NEMVE15715	DROME05270, DROME05269, DROME05271, DROME05268
OG0000239	NEMVE10508, NEMVE14103	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708
OG0000239	NEMVE08852	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	NEMVE22712	DROME04779, DROME05772, DROME06965, DROME08357, DROME06930, DROME06939, DROME06932, DROME06931, DROME06933, DROME06938, DROME06935, DROME06936, DROME06937, DROME06934, DROME14517, DROME14518, DROME14516, DROME14525, DROME14521, DROME14522, DROME14519, DROME14520, DROME14523, DROME14524, DROME14527, DROME14528
OG0000243	NEMVE11630, NEMVE10740, NEMVE01235	DROME04743, DROME04742, DROME04744
OG0000245	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204	DROME16573, DROME16572, DROME16571, DROME16570, DROME16517, DROME16515, DROME16518, DROME16516, DROME16514
OG0000246	NEMVE06591	DROME13185, DROME13186, DROME13188, DROME13187
OG0000250	NEMVE11858	DROME14382
OG0000250	NEMVE10051	DROME11256, DROME11255, DROME11257
OG0000251	NEMVE15024	DROME21783
OG0000251	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535	DROME19364, DROME15998, DROME15997, DROME12998, DROME12997
OG0000255	NEMVE09558	DROME15943
OG0000255	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921, NEMVE24435, NEMVE13695	DROME20722, DROME05791, DROME18596
OG0000256	NEMVE06790	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	NEMVE17110	DROME01840, DROME01838, DROME01839, DROME01837
OG0000257	NEMVE05150	DROME12936
OG0000258	NEMVE06308, NEMVE03906	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	NEMVE09736	DROME20383
OG0000258	NEMVE25195	DROME17641, DROME17639, DROME17640
OG0000260	NEMVE13152	DROME17607, DROME17608, DROME17606
OG0000260	NEMVE12262, NEMVE00014, NEMVE09437	DROME16635, DROME16636
OG0000261	NEMVE17834	DROME06684, DROME06680, DROME06690, DROME06687, DROME06691, DROME06685, DROME06688, DROME06681, DROME06686, DROME06689, DROME06679, DROME06682, DROME06683
OG0000265	NEMVE16690	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	NEMVE00125, NEMVE14956	DROME00452
OG0000266	NEMVE17970	DROME08002, DROME09124
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	DROME06261, DROME06262, DROME06544, DROME06542, DROME06543, DROME00943, DROME00944, DROME04196
OG0000270	NEMVE06642	DROME17880, DROME14671, DROME14672, DROME14673, DROME14674, DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	NEMVE05862, NEMVE11681, NEMVE05959, NEMVE04791, NEMVE09635	DROME19668, DROME19667
OG0000273	NEMVE15051	DROME08809, DROME08810
OG0000273	NEMVE12092, NEMVE06102	DROME18369
OG0000275	NEMVE10649	DROME13685
OG0000277	NEMVE07555	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	NEMVE05309	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000278	NEMVE19249	DROME09269, DROME19393
OG0000278	NEMVE13169	DROME02023
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	DROME14500, DROME14502, DROME14501, DROME14499
OG0000280	NEMVE14600	DROME06229
OG0000282	NEMVE06711, NEMVE06725	DROME05714
OG0000282	NEMVE08997	DROME11686
OG0000284	NEMVE09228	DROME17657
OG0000285	NEMVE19602, NEMVE11907, NEMVE11739, NEMVE08849, NEMVE10565, NEMVE19215, NEMVE22794	DROME00993
OG0000287	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519	DROME21610, DROME21611, DROME21612, DROME21613
OG0000289	NEMVE22048, NEMVE20877	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000296	NEMVE06937	DROME17565, DROME17564, DROME17562, DROME17563
OG0000296	NEMVE07171, NEMVE01953	DROME19290, DROME19291
OG0000301	NEMVE13830	DROME01100, DROME01102, DROME01101
OG0000301	NEMVE07722	DROME18912, DROME14231, DROME14230
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	DROME06085
OG0000303	NEMVE00764, NEMVE09168	DROME17507, DROME19687, DROME14430
OG0000305	NEMVE14852	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	NEMVE22819	DROME04466
OG0000306	NEMVE19808, NEMVE13073, NEMVE17887, NEMVE12646	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000307	NEMVE18852, NEMVE18853, NEMVE15305	DROME15147, DROME10298, DROME10299, DROME10300, DROME10297, DROME10296, DROME10295
OG0000308	NEMVE08666, NEMVE02882, NEMVE07008	DROME05159
OG0000308	NEMVE14481, NEMVE22536	DROME12865
OG0000310	NEMVE06421, NEMVE21881, NEMVE10980, NEMVE15268	DROME16770
OG0000312	NEMVE09939	DROME07843, DROME07844, DROME07846, DROME07845
OG0000312	NEMVE17449	DROME16932
OG0000312	NEMVE14828	DROME10814, DROME10815
OG0000313	NEMVE22122	DROME15510
OG0000313	NEMVE21924	DROME02549, DROME02550
OG0000313	NEMVE19582	DROME21546
OG0000314	NEMVE12383	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	NEMVE02785	DROME13631
OG0000315	NEMVE14926, NEMVE12015	DROME06438, DROME06439, DROME06437
OG0000316	NEMVE08746	DROME10369
OG0000316	NEMVE01734	DROME07384
OG0000317	NEMVE15696, NEMVE05454, NEMVE21780, NEMVE20889	DROME12241
OG0000320	NEMVE16325	DROME18689
OG0000321	NEMVE02272	DROME16482
OG0000321	NEMVE06455	DROME05701, DROME05702
OG0000321	NEMVE09403, NEMVE01701, NEMVE09405	DROME13031
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429
OG0000323	NEMVE14851	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713
OG0000327	NEMVE24780	DROME19510
OG0000328	NEMVE17398	DROME07568, DROME07570, DROME07572, DROME07569, DROME07567, DROME07566, DROME07571, DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221
OG0000331	NEMVE00569, NEMVE21388	DROME18703
OG0000332	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140	DROME16141
OG0000333	NEMVE22204	DROME19659
OG0000335	NEMVE21929	DROME11631, DROME11632, DROME11634, DROME11633, DROME11639, DROME11640, DROME01793
OG0000338	NEMVE23189	DROME21194, DROME21193
OG0000338	NEMVE10431	DROME21975
OG0000338	NEMVE14053	DROME04558
OG0000339	NEMVE11322, NEMVE01443	DROME16744
OG0000341	NEMVE08913	DROME01201, DROME01199, DROME01200
OG0000342	NEMVE23517	DROME17456
OG0000343	NEMVE10285	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	NEMVE09427, NEMVE07424, NEMVE12469, NEMVE07402	DROME19431
OG0000345	NEMVE05810	DROME12026, DROME12025, DROME12024
OG0000346	NEMVE11756	DROME08758
OG0000350	NEMVE05817	DROME03410, DROME08099
OG0000350	NEMVE13780	DROME00438
OG0000352	NEMVE06598	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	NEMVE06098	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	NEMVE11083, NEMVE11082	DROME01295, DROME01294
OG0000356	NEMVE11501	DROME01953
OG0000356	NEMVE11502	DROME14201, DROME14200, DROME20528, DROME20529
OG0000357	NEMVE24307	DROME13834
OG0000358	NEMVE21582	DROME07474
OG0000358	NEMVE08090	DROME00466, DROME00200, DROME00199
OG0000363	NEMVE13781, NEMVE02006, NEMVE12633, NEMVE21531, NEMVE08135, NEMVE17010	DROME18487
OG0000367	NEMVE15237	DROME13648, DROME13646, DROME13647
OG0000371	NEMVE00983, NEMVE00049, NEMVE12173, NEMVE17932, NEMVE01163, NEMVE14930, NEMVE03633	DROME01678, DROME02633, DROME02636
OG0000372	NEMVE13274	DROME09531
OG0000373	NEMVE07978	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576
OG0000374	NEMVE11428	DROME04717, DROME04718, DROME04716
OG0000374	NEMVE13611	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	NEMVE14343	DROME04429, DROME04427, DROME04428
OG0000375	NEMVE08516, NEMVE22003	DROME21630, DROME07013
OG0000378	NEMVE10276	DROME09766, DROME09767
OG0000378	NEMVE03549	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	NEMVE21880, NEMVE24618	DROME09607
OG0000379	NEMVE08922	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998, DROME02844, DROME07921
OG0000382	NEMVE14766	DROME01475
OG0000384	NEMVE13549, NEMVE19650	DROME14888, DROME14889
OG0000384	NEMVE14575, NEMVE08147	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	NEMVE22772, NEMVE04943, NEMVE19068, NEMVE04910	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	NEMVE16726, NEMVE23442, NEMVE11992	DROME11979
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	DROME17945
OG0000392	NEMVE07781	DROME13919, DROME13921, DROME13920
OG0000393	NEMVE10034	DROME13322
OG0000393	NEMVE10184	DROME20684
OG0000395	NEMVE11003, NEMVE10074	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278, DROME04228
OG0000397	NEMVE01578	DROME14885
OG0000399	NEMVE13243	DROME21835
OG0000399	NEMVE13654	DROME12205, DROME12206
OG0000400	NEMVE02413, NEMVE03765	DROME09694
OG0000401	NEMVE22826	DROME20041
OG0000402	NEMVE08796, NEMVE12680	DROME11245, DROME11246
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	DROME12090
OG0000403	NEMVE25868	DROME06350
OG0000404	NEMVE01387, NEMVE07548	DROME17748
OG0000404	NEMVE11475, NEMVE01435	DROME20525
OG0000404	NEMVE02369	DROME16096
OG0000409	NEMVE00946	DROME19502
OG0000409	NEMVE13902	DROME11210, DROME11209
OG0000411	NEMVE17743, NEMVE08444	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	NEMVE11551, NEMVE13684	DROME09076
OG0000412	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046	DROME15681, DROME15682, DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	NEMVE05971	DROME21174
OG0000413	NEMVE18974	DROME13327, DROME13328
OG0000415	NEMVE02035, NEMVE12523, NEMVE06692	DROME01505, DROME01506
OG0000419	NEMVE04862	DROME06034, DROME04433
OG0000420	NEMVE15235, NEMVE22999, NEMVE13892, NEMVE00087	DROME02672
OG0000424	NEMVE13993, NEMVE20112, NEMVE07389, NEMVE14806, NEMVE19359, NEMVE13676	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	NEMVE09242	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	NEMVE05016	DROME16357, DROME16356
OG0000426	NEMVE09058	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934
OG0000427	NEMVE19474	DROME05699, DROME05698
OG0000427	NEMVE10410, NEMVE10716	DROME18355, DROME18356
OG0000429	NEMVE13930, NEMVE22433	DROME19525, DROME07553, DROME07552, DROME06812
OG0000430	NEMVE17451, NEMVE09634	DROME20475
OG0000432	NEMVE00377, NEMVE08466	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	NEMVE05274	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	NEMVE25882, NEMVE19705	DROME20425, DROME20423, DROME20424
OG0000435	NEMVE18620	DROME05837
OG0000435	NEMVE24017	DROME03996, DROME03995
OG0000436	NEMVE22110	DROME12478
OG0000442	NEMVE15081, NEMVE00053	DROME13942
OG0000442	NEMVE13826	DROME12188
OG0000442	NEMVE15124	DROME01916
OG0000443	NEMVE03493	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	NEMVE14919	DROME21032
OG0000444	NEMVE13025, NEMVE11937, NEMVE06859	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	NEMVE14650	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	NEMVE22464	DROME07092
OG0000446	NEMVE13778, NEMVE12791	DROME06421
OG0000446	NEMVE14089	DROME06051, DROME06050
OG0000447	NEMVE16106	DROME20929, DROME20928
OG0000449	NEMVE02606, NEMVE12425	DROME16469, DROME12596, DROME17501, DROME17500, DROME07747
OG0000450	NEMVE22423	DROME16711, DROME16712
OG0000454	NEMVE05253	DROME15035, DROME15036, DROME15037
OG0000458	NEMVE19181, NEMVE20462	DROME21054, DROME21052, DROME21053
OG0000461	NEMVE16015, NEMVE02669	DROME17428
OG0000461	NEMVE01791	DROME03657, DROME03656
OG0000463	NEMVE04814	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597
OG0000465	NEMVE13428	DROME11515, DROME11516
OG0000467	NEMVE22373, NEMVE14048	DROME21658, DROME21660, DROME21659
OG0000469	NEMVE09305	DROME18292, DROME18291, DROME18290
OG0000470	NEMVE21967	DROME21239
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	DROME14775
OG0000474	NEMVE07691, NEMVE14866, NEMVE22564, NEMVE20392, NEMVE06375	DROME19264, DROME19265
OG0000475	NEMVE06628	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	NEMVE26012, NEMVE14062	DROME19464, DROME19463
OG0000477	NEMVE06227, NEMVE19028, NEMVE02504	DROME12704, DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703
OG0000479	NEMVE08501	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909
OG0000479	NEMVE01571	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911
OG0000480	NEMVE15945, NEMVE13632, NEMVE03415	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228
OG0000481	NEMVE14291	DROME21853
OG0000481	NEMVE08558, NEMVE19919	DROME19418
OG0000481	NEMVE15147	DROME01481
OG0000482	NEMVE00020	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095
OG0000482	NEMVE16583	DROME19126, DROME19125
OG0000484	NEMVE01977	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996
OG0000485	NEMVE22788, NEMVE13734, NEMVE13331	DROME01103, DROME01104, DROME14453
OG0000488	NEMVE15686, NEMVE21984, NEMVE10971, NEMVE05317, NEMVE01783	DROME14757, DROME14755, DROME14754
OG0000488	NEMVE08013	DROME14756, DROME14758
OG0000489	NEMVE06997	DROME15521, DROME15528, DROME15520, DROME15527, DROME15526, DROME15523, DROME15530, DROME15524, DROME15531, DROME15525, DROME15522, DROME15529
OG0000490	NEMVE01389	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665
OG0000491	NEMVE02605	DROME21061, DROME21062, DROME21060, DROME21059
OG0000495	NEMVE08235, NEMVE12792, NEMVE20582, NEMVE17007, NEMVE13773, NEMVE00109	DROME21251, DROME21250, DROME04585, DROME04584
OG0000496	NEMVE01918	DROME10976, DROME10977, DROME10978, DROME00063, DROME10980, DROME10979
OG0000497	NEMVE08101	DROME19794, DROME19793
OG0000497	NEMVE01201	DROME03293, DROME03295, DROME03292, DROME03294
OG0000498	NEMVE24427	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578
OG0000503	NEMVE05391, NEMVE14143	DROME08711, DROME08712
OG0000503	NEMVE14616, NEMVE21447, NEMVE04604	DROME00919, DROME00918
OG0000504	NEMVE09966	DROME06010, DROME06008, DROME06009, DROME06004, DROME06006, DROME06005, DROME06007, DROME06011
OG0000505	NEMVE01165	DROME09303
OG0000505	NEMVE08537	DROME18823
OG0000508	NEMVE05943	DROME02055
OG0000508	NEMVE14310, NEMVE00947	DROME08723, DROME08722, DROME08721
OG0000510	NEMVE20557, NEMVE22375	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254
OG0000513	NEMVE10614	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216
OG0000514	NEMVE02331	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571
OG0000515	NEMVE15353, NEMVE06339, NEMVE00211	DROME14318
OG0000519	NEMVE08236, NEMVE08233	DROME08599
OG0000520	NEMVE02355, NEMVE06381	DROME12834
OG0000520	NEMVE15120, NEMVE15641, NEMVE11102, NEMVE11257	DROME14866, DROME14865
OG0000521	NEMVE23333	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067
OG0000523	NEMVE14414	DROME01790
OG0000524	NEMVE05824, NEMVE20629	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858
OG0000525	NEMVE09218	DROME10425
OG0000525	NEMVE09107	DROME20723, DROME20724, DROME20720, DROME20721
OG0000528	NEMVE01984	DROME11293, DROME11294, DROME11295, DROME11296
OG0000529	NEMVE03332	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073
OG0000530	NEMVE06599	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197
OG0000531	NEMVE14815, NEMVE12231, NEMVE01249	DROME14834, DROME14835, DROME14836
OG0000537	NEMVE10025, NEMVE12209, NEMVE20117, NEMVE01223	DROME00914
OG0000537	NEMVE10023	DROME00913
OG0000542	NEMVE06432	DROME03950
OG0000545	NEMVE22844	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191
OG0000545	NEMVE13567	DROME21375, DROME21376, DROME21377
OG0000548	NEMVE09030, NEMVE04844, NEMVE06148	DROME12062, DROME12064, DROME12063
OG0000549	NEMVE02972, NEMVE17041, NEMVE07249, NEMVE12537, NEMVE17324, NEMVE10001, NEMVE05564	DROME15009
OG0000550	NEMVE06631	DROME09128, DROME18341, DROME18338, DROME18340, DROME18339, DROME18337
OG0000551	NEMVE08380, NEMVE08363	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766
OG0000552	NEMVE21688, NEMVE07685, NEMVE13052, NEMVE19772, NEMVE22528	DROME03162, DROME03867
OG0000553	NEMVE02314	DROME21018, DROME21017, DROME21019
OG0000560	NEMVE05955, NEMVE05072, NEMVE03063, NEMVE10552	DROME17254
OG0000561	NEMVE07923	DROME17453
OG0000562	NEMVE24693	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
