Orthogroup	NEMVE	SCHMD
OG0000177	NEMVE01812	SCHMD21108, SCHMD24910, SCHMD25854, SCHMD21100, SCHMD27676, SCHMD27268, SCHMD14933, SCHMD25953, SCHMD18725, SCHMD00906, SCHMD05516, SCHMD01689, SCHMD02104, SCHMD18221, SCHMD14544, SCHMD05314, SCHMD20332, SCHMD06168, SCHMD25602, SCHMD24600, SCHMD24925, SCHMD26594, SCHMD17502, SCHMD08171, SCHMD15093, SCHMD06266, SCHMD27859, SCHMD07887, SCHMD20147, SCHMD22562, SCHMD17770, SCHMD20108, SCHMD17384, SCHMD08331, SCHMD25966, SCHMD13985, SCHMD13928, SCHMD23159, SCHMD22910, SCHMD11778, SCHMD17728, SCHMD02925, SCHMD27519, SCHMD19347, SCHMD05033, SCHMD03953, SCHMD18427, SCHMD05244, SCHMD16624, SCHMD23525, SCHMD28493, SCHMD17449, SCHMD18982, SCHMD25373, SCHMD22721, SCHMD00559, SCHMD27350, SCHMD07790, SCHMD22088, SCHMD20721, SCHMD01734, SCHMD10038, SCHMD04300, SCHMD21933, SCHMD08583, SCHMD14193, SCHMD23196, SCHMD13610, SCHMD06228, SCHMD22770, SCHMD25179, SCHMD26556, SCHMD27039, SCHMD00809, SCHMD12166, SCHMD09324, SCHMD23797, SCHMD02799, SCHMD20168, SCHMD21249, SCHMD16280, SCHMD25540, SCHMD05587, SCHMD03545, SCHMD11241, SCHMD05154, SCHMD07910, SCHMD14844, SCHMD21736, SCHMD19473, SCHMD10148, SCHMD20633, SCHMD15789, SCHMD00184, SCHMD26001, SCHMD24886, SCHMD18762, SCHMD15563, SCHMD16092, SCHMD26854, SCHMD16773, SCHMD08348, SCHMD25234, SCHMD22051, SCHMD23146, SCHMD06307, SCHMD10705, SCHMD04137, SCHMD06987, SCHMD10736, SCHMD22826, SCHMD25335, SCHMD18767, SCHMD16216, SCHMD20257, SCHMD12700, SCHMD01755, SCHMD11996, SCHMD13013, SCHMD24109, SCHMD21393, SCHMD09603, SCHMD18348, SCHMD24593, SCHMD23569, SCHMD27377, SCHMD16198, SCHMD09582, SCHMD20638, SCHMD18493, SCHMD11006, SCHMD23358, SCHMD16655, SCHMD09880, SCHMD19237, SCHMD21367, SCHMD21543, SCHMD03073, SCHMD07960, SCHMD24712, SCHMD22896, SCHMD07761, SCHMD17928, SCHMD24433, SCHMD06157, SCHMD25259, SCHMD24872, SCHMD01114, SCHMD12555, SCHMD05992, SCHMD08293, SCHMD14981, SCHMD04811, SCHMD12360, SCHMD15548, SCHMD19095, SCHMD02147, SCHMD17336, SCHMD07862, SCHMD08965, SCHMD03426, SCHMD04749, SCHMD16869, SCHMD26892, SCHMD05208, SCHMD25930, SCHMD19417, SCHMD26732, SCHMD26123, SCHMD26979, SCHMD24625, SCHMD10783, SCHMD15909, SCHMD14194, SCHMD14685, SCHMD28033, SCHMD25142, SCHMD16978, SCHMD24700, SCHMD08322, SCHMD27606, SCHMD07001, SCHMD23389, SCHMD21028, SCHMD18219, SCHMD25136, SCHMD27787, SCHMD04029, SCHMD14027, SCHMD15916, SCHMD05553, SCHMD06098, SCHMD20064
OG0000179	NEMVE22700	SCHMD11075
OG0000179	NEMVE14969, NEMVE18776	SCHMD01320
OG0000180	NEMVE07464	SCHMD20813
OG0000180	NEMVE09776	SCHMD26243
OG0000181	NEMVE24124	SCHMD27609, SCHMD12097, SCHMD28522
OG0000181	NEMVE13840, NEMVE02915	SCHMD03915, SCHMD03917, SCHMD09330, SCHMD09328
OG0000182	NEMVE03241, NEMVE17401	SCHMD06161, SCHMD20312
OG0000182	NEMVE19657, NEMVE19159, NEMVE17733	SCHMD24741
OG0000183	NEMVE11293	SCHMD21103, SCHMD28756
OG0000183	NEMVE10854, NEMVE13332	SCHMD12130, SCHMD10333
OG0000185	NEMVE22342	SCHMD07834
OG0000186	NEMVE18157	SCHMD16812
OG0000186	NEMVE20659, NEMVE14351, NEMVE16713, NEMVE05104, NEMVE15453	SCHMD11605
OG0000186	NEMVE23359	SCHMD01519, SCHMD14176, SCHMD06313
OG0000186	NEMVE14805	SCHMD24594
OG0000188	NEMVE06434	SCHMD07258
OG0000188	NEMVE06764	SCHMD04013
OG0000191	NEMVE06357, NEMVE16189	SCHMD17093, SCHMD17148
OG0000191	NEMVE19938	SCHMD25599, SCHMD19773, SCHMD22587, SCHMD26985, SCHMD17165, SCHMD21346, SCHMD23922
OG0000192	NEMVE05593	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443
OG0000192	NEMVE08395, NEMVE12235	SCHMD03934
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	SCHMD03682, SCHMD08341
OG0000193	NEMVE10068, NEMVE11691, NEMVE10067, NEMVE13255, NEMVE10260, NEMVE07641, NEMVE11522, NEMVE05479, NEMVE02730	SCHMD22652, SCHMD22559
OG0000194	NEMVE11646, NEMVE08721	SCHMD11912, SCHMD12565
OG0000195	NEMVE15098	SCHMD06851
OG0000199	NEMVE06018	SCHMD04798, SCHMD03517, SCHMD15299, SCHMD22901, SCHMD15092, SCHMD10817, SCHMD13703, SCHMD25193, SCHMD19754, SCHMD12419, SCHMD26058, SCHMD15988, SCHMD23974
OG0000200	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943	SCHMD07833, SCHMD18193, SCHMD17707
OG0000201	NEMVE20854, NEMVE23099, NEMVE07103, NEMVE07418	SCHMD28886, SCHMD20370, SCHMD17233
OG0000201	NEMVE09097	SCHMD00317, SCHMD09035
OG0000201	NEMVE18189, NEMVE09350	SCHMD06305, SCHMD14342, SCHMD21248, SCHMD10519, SCHMD10520
OG0000202	NEMVE18137, NEMVE01256	SCHMD26575, SCHMD23738, SCHMD09500, SCHMD21440, SCHMD09501, SCHMD21441, SCHMD17013
OG0000203	NEMVE25285, NEMVE01883	SCHMD13221
OG0000204	NEMVE04586, NEMVE13063	SCHMD05946, SCHMD11236, SCHMD20783
OG0000204	NEMVE08800	SCHMD19671, SCHMD20793, SCHMD11234, SCHMD00858
OG0000204	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981	SCHMD00860, SCHMD11235, SCHMD00861
OG0000205	NEMVE09132	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453
OG0000205	NEMVE05941	SCHMD25881, SCHMD14433, SCHMD00603, SCHMD11532, SCHMD18472, SCHMD00599, SCHMD27278
OG0000205	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573	SCHMD03008, SCHMD07998, SCHMD07996
OG0000208	NEMVE01513, NEMVE06396	SCHMD02180, SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900
OG0000209	NEMVE05550	SCHMD29048
OG0000209	NEMVE01373	SCHMD02092
OG0000209	NEMVE07170, NEMVE01404, NEMVE04704	SCHMD22454
OG0000210	NEMVE08326, NEMVE10275, NEMVE11956, NEMVE05628, NEMVE10238, NEMVE14502, NEMVE11654, NEMVE10235, NEMVE05636, NEMVE04625, NEMVE16029, NEMVE06477, NEMVE10237, NEMVE06131	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393
OG0000210	NEMVE04358, NEMVE23622, NEMVE09755, NEMVE10240, NEMVE03300, NEMVE05624	SCHMD26754
OG0000210	NEMVE08730	SCHMD24015
OG0000211	NEMVE08412	SCHMD21436
OG0000211	NEMVE10733	SCHMD10115
OG0000214	NEMVE18074, NEMVE19863, NEMVE25733	SCHMD24110, SCHMD27341
OG0000215	NEMVE19007	SCHMD15383
OG0000218	NEMVE06667, NEMVE11926, NEMVE02677	SCHMD01527
OG0000220	NEMVE06570, NEMVE06590	SCHMD07645
OG0000221	NEMVE15584, NEMVE10984, NEMVE08618, NEMVE01044, NEMVE13312, NEMVE05724	SCHMD10720
OG0000222	NEMVE13376, NEMVE24575, NEMVE01198, NEMVE01838	SCHMD21612, SCHMD08502
OG0000223	NEMVE02962, NEMVE02939, NEMVE11970	SCHMD02890, SCHMD03920
OG0000223	NEMVE03410, NEMVE20736, NEMVE06873, NEMVE20688	SCHMD02891
OG0000223	NEMVE05418	SCHMD07139, SCHMD25635, SCHMD26287, SCHMD25493
OG0000223	NEMVE10027, NEMVE13913, NEMVE12172	SCHMD02892
OG0000223	NEMVE21368, NEMVE09090	SCHMD03921, SCHMD02888, SCHMD07141, SCHMD29544, SCHMD25725
OG0000225	NEMVE22802, NEMVE01960	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161
OG0000226	NEMVE09338, NEMVE02942, NEMVE04143, NEMVE15524	SCHMD28293
OG0000227	NEMVE06657, NEMVE07158	SCHMD05353
OG0000227	NEMVE07017, NEMVE03569, NEMVE03503	SCHMD04380
OG0000230	NEMVE08205	SCHMD23835, SCHMD14315
OG0000231	NEMVE09601, NEMVE01545, NEMVE09855	SCHMD15225, SCHMD17377
OG0000231	NEMVE01497	SCHMD23026
OG0000232	NEMVE22092	SCHMD14178, SCHMD02027
OG0000233	NEMVE15649, NEMVE22120, NEMVE04606, NEMVE25346	SCHMD05000
OG0000233	NEMVE17242, NEMVE09384, NEMVE18592, NEMVE14816	SCHMD19540, SCHMD06716
OG0000233	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883	SCHMD01146, SCHMD07435, SCHMD22145
OG0000234	NEMVE11754, NEMVE21946, NEMVE11372	SCHMD19058, SCHMD11623, SCHMD10215, SCHMD25368
OG0000235	NEMVE16102, NEMVE05387	SCHMD29163
OG0000236	NEMVE06799	SCHMD00730
OG0000238	NEMVE12144	SCHMD22146, SCHMD14066
OG0000239	NEMVE15715	SCHMD18522
OG0000239	NEMVE10508, NEMVE14103	SCHMD03432
OG0000239	NEMVE08852	SCHMD06547
OG0000241	NEMVE18298	SCHMD13993
OG0000242	NEMVE05130	SCHMD20260
OG0000243	NEMVE11630, NEMVE10740, NEMVE01235	SCHMD12372
OG0000244	NEMVE23766	SCHMD21826
OG0000244	NEMVE21797, NEMVE21081, NEMVE13759	SCHMD15740, SCHMD18441, SCHMD21827
OG0000246	NEMVE12875	SCHMD29618
OG0000246	NEMVE09525, NEMVE24900	SCHMD02140
OG0000246	NEMVE06591	SCHMD16891, SCHMD17961, SCHMD12289
OG0000248	NEMVE14891, NEMVE02087, NEMVE21798, NEMVE14482, NEMVE14458	SCHMD09553, SCHMD07301, SCHMD15578, SCHMD28870, SCHMD28143, SCHMD26766, SCHMD07305, SCHMD23142, SCHMD07304, SCHMD09549, SCHMD06759, SCHMD00071
OG0000250	NEMVE11858	SCHMD07715, SCHMD11126
OG0000250	NEMVE03349, NEMVE03839, NEMVE04035, NEMVE01028, NEMVE01357	SCHMD28677, SCHMD05190
OG0000250	NEMVE10051	SCHMD00165
OG0000250	NEMVE14142	SCHMD03762, SCHMD05189
OG0000251	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535	SCHMD06065, SCHMD13275, SCHMD14691, SCHMD28872
OG0000255	NEMVE09558	SCHMD14618, SCHMD25034
OG0000256	NEMVE06790	SCHMD06220
OG0000257	NEMVE05150	SCHMD15360
OG0000258	NEMVE03906	SCHMD00959
OG0000260	NEMVE10877	SCHMD09054, SCHMD09053
OG0000260	NEMVE13152, NEMVE12262, NEMVE00014, NEMVE09437, NEMVE09435	SCHMD00231
OG0000261	NEMVE17834	SCHMD07513, SCHMD19684, SCHMD09437, SCHMD06264, SCHMD17166
OG0000263	NEMVE02731	SCHMD05151, SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150
OG0000265	NEMVE16690	SCHMD14945, SCHMD03613
OG0000265	NEMVE14166	SCHMD23325, SCHMD14944, SCHMD23326
OG0000265	NEMVE22133	SCHMD11031, SCHMD25284
OG0000265	NEMVE00125, NEMVE14956	SCHMD18240, SCHMD09007
OG0000266	NEMVE17970	SCHMD08189
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	SCHMD02532, SCHMD02534, SCHMD25205, SCHMD21697, SCHMD06925, SCHMD06924, SCHMD06926, SCHMD10813, SCHMD14268, SCHMD08097, SCHMD25441
OG0000269	NEMVE22828, NEMVE15262	SCHMD02382, SCHMD21902
OG0000270	NEMVE06642	SCHMD21159, SCHMD17864, SCHMD16423
OG0000272	NEMVE07513	SCHMD00882, SCHMD10954, SCHMD00985, SCHMD14678, SCHMD17164
OG0000272	NEMVE13586	SCHMD13324, SCHMD08067
OG0000275	NEMVE23270	SCHMD00604, SCHMD08209, SCHMD24873
OG0000277	NEMVE07555	SCHMD09439
OG0000278	NEMVE13169	SCHMD04708, SCHMD14538
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	SCHMD22604, SCHMD23189
OG0000280	NEMVE08588, NEMVE13829, NEMVE10582, NEMVE06959, NEMVE14600	SCHMD23115
OG0000281	NEMVE05496, NEMVE09742	SCHMD28123, SCHMD29220
OG0000282	NEMVE06711, NEMVE06725	SCHMD05137
OG0000282	NEMVE08997	SCHMD15635, SCHMD25636
OG0000282	NEMVE03120, NEMVE08986	SCHMD25893
OG0000284	NEMVE09228	SCHMD23360, SCHMD08213
OG0000285	NEMVE19602, NEMVE11907, NEMVE11739, NEMVE08849, NEMVE10565, NEMVE19215	SCHMD29037
OG0000287	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574
OG0000287	NEMVE06826	SCHMD02606, SCHMD23013
OG0000288	NEMVE01052	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	NEMVE22048, NEMVE20877	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163, SCHMD23289, SCHMD16353
OG0000292	NEMVE25000	SCHMD01544
OG0000295	NEMVE13612	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000297	NEMVE08136, NEMVE08886	SCHMD20516, SCHMD13828, SCHMD25287, SCHMD13445, SCHMD23464, SCHMD29160, SCHMD28068, SCHMD13468, SCHMD18296, SCHMD12650, SCHMD13191, SCHMD26237, SCHMD06563, SCHMD06699, SCHMD07648, SCHMD13467, SCHMD19057
OG0000299	NEMVE01544, NEMVE14250	SCHMD13170, SCHMD20344
OG0000301	NEMVE06233	SCHMD17564
OG0000303	NEMVE00764, NEMVE09168	SCHMD12943, SCHMD06255, SCHMD11348
OG0000305	NEMVE13195	SCHMD22293
OG0000305	NEMVE14852	SCHMD04764
OG0000305	NEMVE22819	SCHMD01975
OG0000306	NEMVE17887	SCHMD02963, SCHMD23914
OG0000306	NEMVE12646	SCHMD17729
OG0000307	NEMVE18852, NEMVE18853, NEMVE15305	SCHMD17178
OG0000308	NEMVE06289	SCHMD28268
OG0000308	NEMVE04922	SCHMD26369
OG0000308	NEMVE14481, NEMVE22536	SCHMD01003, SCHMD00895
OG0000310	NEMVE06421, NEMVE21881, NEMVE10980, NEMVE15268	SCHMD09298, SCHMD11775
OG0000313	NEMVE07772, NEMVE22122, NEMVE21924	SCHMD03134
OG0000313	NEMVE09466	SCHMD09307
OG0000313	NEMVE10402, NEMVE08939	SCHMD20212
OG0000313	NEMVE19582	SCHMD02125
OG0000314	NEMVE23854	SCHMD02240
OG0000315	NEMVE02785	SCHMD06241
OG0000315	NEMVE14926, NEMVE12015	SCHMD17654
OG0000315	NEMVE08087	SCHMD23953
OG0000315	NEMVE07786	SCHMD01939
OG0000316	NEMVE08746	SCHMD10536, SCHMD22735
OG0000316	NEMVE01734	SCHMD10615, SCHMD19154
OG0000317	NEMVE08727, NEMVE14298, NEMVE21499, NEMVE17462	SCHMD21750, SCHMD18883, SCHMD04765
OG0000317	NEMVE15696, NEMVE05454, NEMVE21780, NEMVE20889	SCHMD15845
OG0000319	NEMVE00786	SCHMD16676
OG0000319	NEMVE24382	SCHMD24889, SCHMD28931
OG0000319	NEMVE03426, NEMVE08121	SCHMD18992
OG0000319	NEMVE00714	SCHMD16067
OG0000319	NEMVE00937	SCHMD16069
OG0000321	NEMVE02272	SCHMD10046
OG0000321	NEMVE07991, NEMVE09403, NEMVE01701, NEMVE09405	SCHMD04699, SCHMD05278
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	SCHMD03845, SCHMD03842
OG0000323	NEMVE20491	SCHMD20297
OG0000323	NEMVE13071	SCHMD21571, SCHMD14125
OG0000325	NEMVE06503, NEMVE02181, NEMVE05508	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	NEMVE13638	SCHMD29727
OG0000328	NEMVE17398	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304
OG0000332	NEMVE16005	SCHMD25620, SCHMD25799
OG0000332	NEMVE01098, NEMVE01130, NEMVE02140	SCHMD18311
OG0000333	NEMVE22204	SCHMD26037, SCHMD21228
OG0000338	NEMVE23189, NEMVE10431	SCHMD23566, SCHMD22193
OG0000338	NEMVE14053	SCHMD17969
OG0000339	NEMVE11322, NEMVE01443	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000341	NEMVE08913	SCHMD01892, SCHMD01891, SCHMD01893
OG0000343	NEMVE03840, NEMVE10282, NEMVE10285	SCHMD10731, SCHMD08099
OG0000346	NEMVE01994, NEMVE03423, NEMVE14307, NEMVE06603, NEMVE14387, NEMVE01735	SCHMD26404
OG0000350	NEMVE13780	SCHMD23543
OG0000352	NEMVE06598	SCHMD07814
OG0000352	NEMVE05333, NEMVE08174, NEMVE09599	SCHMD03216
OG0000353	NEMVE06098	SCHMD00282, SCHMD11621, SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	NEMVE11501	SCHMD05389, SCHMD00245
OG0000356	NEMVE11502	SCHMD01166
OG0000357	NEMVE24307	SCHMD22062, SCHMD19961
OG0000357	NEMVE08179	SCHMD01155
OG0000357	NEMVE21183	SCHMD28129, SCHMD14037
OG0000358	NEMVE21582	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	NEMVE20646, NEMVE15243	SCHMD19691, SCHMD20116
OG0000360	NEMVE02089, NEMVE04676, NEMVE04667	SCHMD06047
OG0000363	NEMVE12633, NEMVE21531	SCHMD20653
OG0000363	NEMVE08135	SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634
OG0000364	NEMVE18216, NEMVE18218	SCHMD15142, SCHMD27939
OG0000367	NEMVE15237	SCHMD09947
OG0000370	NEMVE09119	SCHMD02385, SCHMD02384
OG0000372	NEMVE21923	SCHMD11546
OG0000372	NEMVE13664	SCHMD21831, SCHMD11336
OG0000372	NEMVE18040	SCHMD16554
OG0000373	NEMVE23724	SCHMD08646, SCHMD00201
OG0000373	NEMVE07978	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011
OG0000374	NEMVE14343	SCHMD04677, SCHMD23864
OG0000375	NEMVE08516, NEMVE22003	SCHMD00715
OG0000377	NEMVE07523	SCHMD27511
OG0000378	NEMVE10276	SCHMD07011, SCHMD12188
OG0000378	NEMVE03549	SCHMD05583
OG0000379	NEMVE21880, NEMVE24618	SCHMD22438, SCHMD05351
OG0000379	NEMVE08922	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990, SCHMD09123, SCHMD25695, SCHMD13001, SCHMD18502, SCHMD22857, SCHMD24201, SCHMD26339, SCHMD04411, SCHMD20343, SCHMD13002, SCHMD08265, SCHMD18189, SCHMD00174
OG0000380	NEMVE17204	SCHMD01720, SCHMD16935, SCHMD05875, SCHMD04175
OG0000381	NEMVE10219, NEMVE24338, NEMVE23641	SCHMD14884, SCHMD02643, SCHMD27041
OG0000382	NEMVE12555, NEMVE10793, NEMVE08025	SCHMD22346
OG0000382	NEMVE12837, NEMVE02105	SCHMD02294
OG0000382	NEMVE14766	SCHMD02292
OG0000384	NEMVE13549	SCHMD15878
OG0000384	NEMVE08147	SCHMD19488, SCHMD18051
OG0000385	NEMVE19068	SCHMD02710
OG0000386	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	SCHMD03232, SCHMD09731
OG0000392	NEMVE01067, NEMVE07781	SCHMD08120
OG0000393	NEMVE10184	SCHMD10497
OG0000395	NEMVE11003, NEMVE10074	SCHMD07915
OG0000397	NEMVE17031	SCHMD20119
OG0000397	NEMVE01578	SCHMD04641
OG0000399	NEMVE02783	SCHMD00926
OG0000399	NEMVE21873	SCHMD06729
OG0000399	NEMVE13243	SCHMD23059
OG0000400	NEMVE02413, NEMVE03765	SCHMD00908
OG0000400	NEMVE00138	SCHMD12218
OG0000400	NEMVE06853	SCHMD24156
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	SCHMD02881, SCHMD11412
OG0000404	NEMVE01387, NEMVE07548	SCHMD02429
OG0000404	NEMVE11475, NEMVE01435	SCHMD03546
OG0000404	NEMVE15643	SCHMD06033
OG0000404	NEMVE02369	SCHMD09283
OG0000405	NEMVE13877	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	NEMVE00946	SCHMD04012, SCHMD22098
OG0000409	NEMVE13902	SCHMD03752
OG0000410	NEMVE16822, NEMVE22138	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891
OG0000411	NEMVE17743, NEMVE08444	SCHMD01429
OG0000412	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046	SCHMD26267, SCHMD21996, SCHMD18753, SCHMD11584
OG0000413	NEMVE05971	SCHMD19663
OG0000413	NEMVE18974	SCHMD18817, SCHMD28614
OG0000420	NEMVE15235, NEMVE22999, NEMVE13892, NEMVE00087	SCHMD23004
OG0000422	NEMVE02846	SCHMD13923, SCHMD28499, SCHMD13922, SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000423	NEMVE14346	SCHMD29684
OG0000424	NEMVE13993, NEMVE20112, NEMVE07389, NEMVE14806, NEMVE19359, NEMVE13676	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000426	NEMVE05016	SCHMD02251
OG0000426	NEMVE22427	SCHMD20249
OG0000426	NEMVE09058	SCHMD19378, SCHMD08176
OG0000427	NEMVE10410, NEMVE10716	SCHMD05143
OG0000430	NEMVE22397, NEMVE14198, NEMVE14199, NEMVE22695, NEMVE12595, NEMVE14935	SCHMD11436
OG0000430	NEMVE17451, NEMVE09634	SCHMD02042
OG0000432	NEMVE08466	SCHMD11313
OG0000432	NEMVE15791	SCHMD08553, SCHMD16033
OG0000433	NEMVE05274	SCHMD05136
OG0000433	NEMVE25882, NEMVE19705	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105	SCHMD11371, SCHMD07829
OG0000435	NEMVE24017	SCHMD12216, SCHMD19476
OG0000436	NEMVE06326	SCHMD13323, SCHMD09381
OG0000436	NEMVE22110	SCHMD19812, SCHMD12383, SCHMD19813
OG0000440	NEMVE24719	SCHMD23268
OG0000440	NEMVE13462	SCHMD12332
OG0000442	NEMVE15081, NEMVE00053	SCHMD12679
OG0000443	NEMVE03493	SCHMD09029
OG0000444	NEMVE14919	SCHMD00767, SCHMD00766
OG0000445	NEMVE14650	SCHMD29179
OG0000446	NEMVE22464	SCHMD07122, SCHMD07123, SCHMD11163
OG0000446	NEMVE14089	SCHMD12871
OG0000447	NEMVE16106	SCHMD15169, SCHMD15170, SCHMD24266
OG0000449	NEMVE18644	SCHMD07671
OG0000450	NEMVE22423	SCHMD15839, SCHMD21713
OG0000454	NEMVE05253	SCHMD11564
OG0000458	NEMVE19181, NEMVE20462	SCHMD04852, SCHMD04851
OG0000459	NEMVE01634, NEMVE22834	SCHMD17754
OG0000461	NEMVE16015, NEMVE02669	SCHMD03515
OG0000461	NEMVE01791, NEMVE24592	SCHMD06358
OG0000465	NEMVE13428	SCHMD09590
OG0000465	NEMVE08874	SCHMD27578, SCHMD03407, SCHMD17039
OG0000467	NEMVE14048	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	NEMVE09305	SCHMD15597
OG0000469	NEMVE19141, NEMVE03029	SCHMD09418
OG0000470	NEMVE21967	SCHMD03185
OG0000471	NEMVE11487	SCHMD15400, SCHMD13688
OG0000472	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924	SCHMD01784, SCHMD01783
OG0000473	NEMVE16803, NEMVE13559, NEMVE05998, NEMVE06741	SCHMD29413, SCHMD13933
OG0000474	NEMVE07691, NEMVE14866, NEMVE22564, NEMVE20392, NEMVE06375	SCHMD05095
OG0000475	NEMVE06628	SCHMD03320
OG0000476	NEMVE26012, NEMVE14062	SCHMD25720, SCHMD19904
OG0000476	NEMVE18829	SCHMD04015
OG0000477	NEMVE06227, NEMVE19028, NEMVE02504	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496
OG0000478	NEMVE07361, NEMVE10350	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460
OG0000479	NEMVE01571	SCHMD14823, SCHMD04174
OG0000480	NEMVE15945, NEMVE13632, NEMVE03415	SCHMD19204, SCHMD14582, SCHMD09535
OG0000481	NEMVE14291	SCHMD12328
OG0000481	NEMVE08558, NEMVE19919	SCHMD11352, SCHMD11001
OG0000481	NEMVE15147	SCHMD06297
OG0000482	NEMVE07212	SCHMD06210, SCHMD03012, SCHMD24519, SCHMD16548
OG0000482	NEMVE16583	SCHMD03011
OG0000484	NEMVE01977	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110
OG0000485	NEMVE22788, NEMVE13734, NEMVE13331	SCHMD13016, SCHMD17436
OG0000485	NEMVE07747, NEMVE13855, NEMVE20860, NEMVE14808	SCHMD16799
OG0000488	NEMVE15686, NEMVE21984, NEMVE10971, NEMVE05317, NEMVE01783	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	NEMVE06997	SCHMD11851, SCHMD19803, SCHMD25207
OG0000489	NEMVE07011	SCHMD11850, SCHMD24502, SCHMD26324
OG0000490	NEMVE01389	SCHMD21870
OG0000490	NEMVE17356	SCHMD21871
