Orthogroup	NEMVE	CAPO3
OG0000561	NEMVE13983, NEMVE07923	CAPO307817, CAPO304686, CAPO304296
OG0000563	NEMVE22560	CAPO305151
OG0000566	NEMVE01452, NEMVE21317, NEMVE08143, NEMVE25701, NEMVE12453	CAPO306820
OG0000567	NEMVE14988	CAPO300710, CAPO302895
OG0000569	NEMVE21611	CAPO302672
OG0000572	NEMVE11725, NEMVE07899, NEMVE06248	CAPO302048
OG0000573	NEMVE07663	CAPO301573
OG0000573	NEMVE24870	CAPO300482
OG0000574	NEMVE05113, NEMVE00288, NEMVE22633, NEMVE11793, NEMVE21832	CAPO303025
OG0000578	NEMVE11292, NEMVE25126	CAPO305505
OG0000579	NEMVE14544, NEMVE13622, NEMVE13623	CAPO304566, CAPO303994, CAPO303635
OG0000583	NEMVE07611, NEMVE03001, NEMVE14301, NEMVE10013	CAPO302594
OG0000585	NEMVE01468	CAPO302010
OG0000586	NEMVE01501	CAPO304818
OG0000587	NEMVE06172	CAPO304868
OG0000588	NEMVE14794	CAPO300701
OG0000590	NEMVE13093	CAPO302664
OG0000590	NEMVE24419	CAPO307990
OG0000591	NEMVE01943, NEMVE09505, NEMVE20755	CAPO301508, CAPO306921
OG0000592	NEMVE07461, NEMVE13635	CAPO302552
OG0000593	NEMVE01349, NEMVE05495, NEMVE06993, NEMVE09147	CAPO303950
OG0000594	NEMVE06479	CAPO305185
OG0000595	NEMVE24116, NEMVE18104, NEMVE25749	CAPO303068, CAPO304997
OG0000597	NEMVE01043	CAPO305949
OG0000600	NEMVE07593, NEMVE07602, NEMVE20142, NEMVE06207, NEMVE20571	CAPO302133
OG0000603	NEMVE09253	CAPO300286
OG0000609	NEMVE20971, NEMVE21996	CAPO306415
OG0000611	NEMVE14933	CAPO305139
OG0000611	NEMVE05786	CAPO302505
OG0000612	NEMVE12444, NEMVE10606, NEMVE19230	CAPO308174
OG0000612	NEMVE05951	CAPO300901
OG0000613	NEMVE10324, NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326	CAPO306741, CAPO303985
OG0000614	NEMVE17418	CAPO307382, CAPO307375, CAPO304275
OG0000614	NEMVE17877, NEMVE14696, NEMVE17143, NEMVE24296, NEMVE11934, NEMVE17876	CAPO306138, CAPO304207
OG0000616	NEMVE10226	CAPO301011
OG0000619	NEMVE19229, NEMVE19228, NEMVE20655, NEMVE10365	CAPO303580
OG0000623	NEMVE01534	CAPO306891
OG0000623	NEMVE08660	CAPO306678
OG0000624	NEMVE22364	CAPO304034, CAPO304035
OG0000627	NEMVE26024, NEMVE23606, NEMVE06184	CAPO301912
OG0000628	NEMVE01732, NEMVE14770, NEMVE01487	CAPO306878
OG0000629	NEMVE16462, NEMVE15114, NEMVE21977, NEMVE07693, NEMVE13785, NEMVE07687, NEMVE07704	CAPO304632
OG0000634	NEMVE11198, NEMVE11196, NEMVE09232, NEMVE23616	CAPO305866
OG0000636	NEMVE13522	CAPO300927, CAPO308236
OG0000637	NEMVE24701, NEMVE20561, NEMVE23122, NEMVE02196, NEMVE08471, NEMVE17467, NEMVE04658, NEMVE02330, NEMVE07023, NEMVE03275, NEMVE03803, NEMVE16783, NEMVE16782, NEMVE03210, NEMVE11270, NEMVE13926, NEMVE11757, NEMVE22914	CAPO306492
OG0000639	NEMVE13335	CAPO300322
OG0000639	NEMVE13125, NEMVE04888	CAPO305269
OG0000642	NEMVE06951	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000642	NEMVE04073, NEMVE20533, NEMVE01613, NEMVE08879	CAPO302938, CAPO302939, CAPO304769
OG0000643	NEMVE06808, NEMVE10252, NEMVE10253	CAPO301316
OG0000645	NEMVE09157	CAPO306925
OG0000645	NEMVE23952	CAPO307784, CAPO304648
OG0000648	NEMVE15084	CAPO306715
OG0000648	NEMVE22274	CAPO307568
OG0000650	NEMVE00579, NEMVE08484, NEMVE16607	CAPO302429
OG0000651	NEMVE14632	CAPO301045
OG0000652	NEMVE15799, NEMVE23302	CAPO307163
OG0000653	NEMVE19074, NEMVE18279, NEMVE23026	CAPO304384
OG0000657	NEMVE21856	CAPO304462
OG0000660	NEMVE09574	CAPO304213
OG0000662	NEMVE13299, NEMVE13159, NEMVE01041	CAPO308235
OG0000663	NEMVE12167, NEMVE24135, NEMVE22597, NEMVE13590	CAPO303713
OG0000664	NEMVE05215, NEMVE23867	CAPO305353
OG0000665	NEMVE13408, NEMVE06240	CAPO304505, CAPO304163
OG0000667	NEMVE23519, NEMVE25804, NEMVE01425, NEMVE25902, NEMVE01608, NEMVE05691	CAPO305865
OG0000672	NEMVE22550, NEMVE12239	CAPO301072
OG0000672	NEMVE22511	CAPO301848
OG0000674	NEMVE18582, NEMVE08889, NEMVE21073, NEMVE10599	CAPO303746
OG0000676	NEMVE24025	CAPO304343, CAPO305288
OG0000676	NEMVE10858, NEMVE20237, NEMVE10856	CAPO300920, CAPO304680
OG0000683	NEMVE21952	CAPO304912
OG0000683	NEMVE09341	CAPO305392, CAPO303509
OG0000684	NEMVE15727, NEMVE25884, NEMVE05474	CAPO306227
OG0000690	NEMVE04578	CAPO306653
OG0000690	NEMVE25619	CAPO306445
OG0000690	NEMVE08336	CAPO304114
OG0000691	NEMVE06640, NEMVE12573, NEMVE06656, NEMVE04228, NEMVE25029, NEMVE15878, NEMVE22438, NEMVE12723	CAPO301028
OG0000692	NEMVE16262, NEMVE25899	CAPO301383
OG0000692	NEMVE05252, NEMVE06220, NEMVE20255	CAPO306980
OG0000692	NEMVE18773	CAPO306169
OG0000693	NEMVE08217, NEMVE08755	CAPO300633
OG0000693	NEMVE20668, NEMVE09217	CAPO307538
OG0000694	NEMVE18564	CAPO302468
OG0000696	NEMVE01737	CAPO305456
OG0000696	NEMVE25020	CAPO305466
OG0000696	NEMVE05214, NEMVE05168, NEMVE16042	CAPO301422
OG0000697	NEMVE14547	CAPO304466, CAPO306724
OG0000698	NEMVE25334	CAPO303921
OG0000699	NEMVE13812, NEMVE21875, NEMVE05953	CAPO302735
OG0000701	NEMVE21835	CAPO306727
OG0000703	NEMVE15172	CAPO308078
OG0000706	NEMVE02064, NEMVE06133, NEMVE16186	CAPO301985
OG0000708	NEMVE25462	CAPO302130
OG0000708	NEMVE24967	CAPO300640
OG0000709	NEMVE22208	CAPO305451
OG0000711	NEMVE22699	CAPO304713
OG0000713	NEMVE16643, NEMVE17891, NEMVE22671, NEMVE16279	CAPO302804
OG0000715	NEMVE23095, NEMVE04746	CAPO305197
OG0000716	NEMVE01624	CAPO306457
OG0000717	NEMVE21831	CAPO302989
OG0000718	NEMVE14726, NEMVE25058	CAPO301597, CAPO306021
OG0000721	NEMVE22360, NEMVE25732	CAPO305154, CAPO301906
OG0000724	NEMVE05669	CAPO300826
OG0000726	NEMVE24264	CAPO302910
OG0000731	NEMVE14724, NEMVE07735	CAPO304569
OG0000732	NEMVE16239	CAPO304867
OG0000732	NEMVE22346	CAPO302445
OG0000733	NEMVE13174, NEMVE19750, NEMVE00072	CAPO301695
OG0000735	NEMVE14467	CAPO302824
OG0000737	NEMVE10658	CAPO304586
OG0000743	NEMVE10602, NEMVE15509, NEMVE05453	CAPO306268
OG0000747	NEMVE17249, NEMVE13791	CAPO303187
OG0000748	NEMVE07396, NEMVE13110	CAPO301276
OG0000751	NEMVE06350	CAPO302771
OG0000751	NEMVE11679, NEMVE25261, NEMVE04384, NEMVE10698, NEMVE22234, NEMVE26010	CAPO304118
OG0000752	NEMVE14796, NEMVE20340	CAPO300507
OG0000752	NEMVE15527	CAPO305335
OG0000753	NEMVE09279, NEMVE20008	CAPO301378
OG0000754	NEMVE25123, NEMVE22557, NEMVE04613	CAPO300911, CAPO306986, CAPO303353
OG0000755	NEMVE04854, NEMVE04839	CAPO300267
OG0000757	NEMVE25201	CAPO307096
OG0000757	NEMVE05970	CAPO300067
OG0000758	NEMVE16740, NEMVE10014	CAPO300817
OG0000759	NEMVE07096, NEMVE07127, NEMVE15354	CAPO300473
OG0000761	NEMVE07056	CAPO305655
OG0000765	NEMVE15020	CAPO301853
OG0000766	NEMVE13890	CAPO300388
OG0000767	NEMVE21839	CAPO305367
OG0000768	NEMVE24837, NEMVE20124	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	NEMVE14663, NEMVE13205	CAPO304708, CAPO302709
OG0000774	NEMVE18724, NEMVE06617, NEMVE14955, NEMVE01618	CAPO306995
OG0000775	NEMVE13607, NEMVE14906	CAPO306201
OG0000776	NEMVE25221, NEMVE11470, NEMVE23261	CAPO307356
OG0000777	NEMVE05532	CAPO307744
OG0000779	NEMVE24334	CAPO305943
OG0000779	NEMVE02313	CAPO300301
OG0000788	NEMVE01862, NEMVE24569	CAPO304590
OG0000791	NEMVE13487	CAPO304699
OG0000792	NEMVE13648, NEMVE08948	CAPO305838
OG0000793	NEMVE19406	CAPO301604
OG0000794	NEMVE13875	CAPO304031
OG0000796	NEMVE12330	CAPO301385
OG0000797	NEMVE07332, NEMVE20914	CAPO307534
OG0000803	NEMVE22189	CAPO301668
OG0000810	NEMVE18390, NEMVE13208, NEMVE02291	CAPO305098, CAPO306601
OG0000813	NEMVE25754, NEMVE22200, NEMVE24635	CAPO300040, CAPO308168
OG0000814	NEMVE06776, NEMVE16660	CAPO307227
OG0000815	NEMVE13365, NEMVE13499	CAPO300838
OG0000816	NEMVE14127, NEMVE00812	CAPO304990
OG0000817	NEMVE14311	CAPO303823, CAPO300023, CAPO308202
OG0000818	NEMVE25555	CAPO307028
OG0000818	NEMVE08706	CAPO307656
OG0000820	NEMVE08902	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	NEMVE05752	CAPO303788
OG0000825	NEMVE07795, NEMVE11350, NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057	CAPO305165, CAPO306157, CAPO306129
OG0000826	NEMVE01532, NEMVE25209	CAPO306060
OG0000827	NEMVE06012	CAPO304578
OG0000828	NEMVE13102, NEMVE13594	CAPO306023
OG0000828	NEMVE15094	CAPO307153
OG0000834	NEMVE05968, NEMVE05965	CAPO306233
OG0000836	NEMVE14224, NEMVE00810, NEMVE05982, NEMVE01499	CAPO306019, CAPO307821
OG0000837	NEMVE25541	CAPO308104, CAPO303511
OG0000838	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040	CAPO303856
OG0000841	NEMVE05492	CAPO307470
OG0000844	NEMVE07470, NEMVE07462	CAPO306591, CAPO307267
OG0000845	NEMVE08579, NEMVE13814, NEMVE01849, NEMVE19954, NEMVE05692	CAPO303615
OG0000847	NEMVE17291, NEMVE07778	CAPO301759, CAPO307057
OG0000847	NEMVE06005, NEMVE08888	CAPO308298
OG0000849	NEMVE14809	CAPO304492
OG0000850	NEMVE15099, NEMVE19061	CAPO302141
OG0000850	NEMVE12252, NEMVE21917	CAPO306299
OG0000851	NEMVE05563, NEMVE23273	CAPO304092
OG0000852	NEMVE07789	CAPO307622
OG0000857	NEMVE18201, NEMVE05480	CAPO302559
OG0000858	NEMVE00856, NEMVE05037	CAPO302161
OG0000858	NEMVE05877	CAPO306693
OG0000860	NEMVE23955, NEMVE13259	CAPO306338
OG0000871	NEMVE14071	CAPO300407
OG0000872	NEMVE14190	CAPO308293
OG0000873	NEMVE10811, NEMVE11481	CAPO307878
OG0000875	NEMVE12865, NEMVE19619, NEMVE14079	CAPO303418, CAPO302903
OG0000876	NEMVE02940, NEMVE11949	CAPO302150
OG0000877	NEMVE16415, NEMVE20451, NEMVE13900	CAPO304981
OG0000879	NEMVE13129	CAPO301982
OG0000881	NEMVE13265	CAPO301333, CAPO300020
OG0000881	NEMVE14845	CAPO308042
OG0000888	NEMVE10813	CAPO300320
OG0000889	NEMVE22565	CAPO302257
OG0000889	NEMVE14419	CAPO304144
OG0000890	NEMVE06371, NEMVE00333, NEMVE16346	CAPO304283
OG0000894	NEMVE23274	CAPO300968, CAPO300967
OG0000894	NEMVE14617	CAPO301227
OG0000896	NEMVE21907	CAPO301183
OG0000896	NEMVE10977	CAPO304049
OG0000897	NEMVE06224, NEMVE12475, NEMVE14979	CAPO306059
OG0000898	NEMVE14546, NEMVE21727	CAPO302619
OG0000899	NEMVE18761	CAPO300655
OG0000904	NEMVE08753, NEMVE05478, NEMVE05468	CAPO305539
OG0000905	NEMVE24633	CAPO303384
OG0000909	NEMVE10272	CAPO300878
OG0000911	NEMVE24020	CAPO302608
OG0000912	NEMVE23980, NEMVE23705	CAPO302397
OG0000913	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717	CAPO300255
OG0000914	NEMVE08606	CAPO302002
OG0000915	NEMVE05638	CAPO306555
OG0000921	NEMVE04805	CAPO300272
OG0000925	NEMVE21937, NEMVE05629, NEMVE00068, NEMVE22442, NEMVE00338	CAPO304563
OG0000928	NEMVE08415, NEMVE20627	CAPO301245
OG0000929	NEMVE10278	CAPO303494
OG0000931	NEMVE13552	CAPO303586
OG0000932	NEMVE15050, NEMVE02393	CAPO306783
OG0000933	NEMVE25450, NEMVE09603	CAPO304170
OG0000934	NEMVE09369	CAPO306946, CAPO300619
OG0000934	NEMVE07036	CAPO304006
OG0000935	NEMVE24478, NEMVE06639	CAPO307401
OG0000944	NEMVE07708	CAPO304090
OG0000952	NEMVE04659, NEMVE02164	CAPO300179
OG0000954	NEMVE06460	CAPO303535
OG0000954	NEMVE05247, NEMVE12295	CAPO305800
OG0000955	NEMVE14901	CAPO303429
OG0000955	NEMVE06008	CAPO301514
OG0000955	NEMVE08350	CAPO308190
OG0000960	NEMVE05470, NEMVE02244	CAPO304728
OG0000963	NEMVE21538, NEMVE06216, NEMVE03242	CAPO303990
OG0000965	NEMVE10501	CAPO305928
OG0000965	NEMVE02072	CAPO302148
OG0000967	NEMVE10506	CAPO304786
OG0000970	NEMVE08789	CAPO301807
OG0000974	NEMVE13444	CAPO306940
OG0000978	NEMVE25212	CAPO306307
OG0000982	NEMVE07619, NEMVE11958	CAPO301371
OG0000984	NEMVE21717, NEMVE12738, NEMVE25727	CAPO307940
OG0000985	NEMVE09786, NEMVE11913	CAPO304864
OG0000986	NEMVE22205, NEMVE22638, NEMVE14512, NEMVE04242	CAPO305058
OG0000987	NEMVE05580	CAPO306365
OG0000992	NEMVE11620, NEMVE04858	CAPO308244
OG0000993	NEMVE12763	CAPO303930
OG0000994	NEMVE24464	CAPO306999
OG0000996	NEMVE06175	CAPO304603
OG0000997	NEMVE15784	CAPO306501
OG0000998	NEMVE18412, NEMVE14793, NEMVE20875, NEMVE17665, NEMVE22066	CAPO302508
OG0000999	NEMVE24735, NEMVE22489, NEMVE11957, NEMVE00092	CAPO303484, CAPO302236
OG0001006	NEMVE21915, NEMVE10239	CAPO308145
OG0001009	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111, NEMVE22406, NEMVE02505, NEMVE03146, NEMVE16504	CAPO305830
OG0001015	NEMVE07976	CAPO304771
OG0001016	NEMVE14344	CAPO300038
OG0001016	NEMVE14850	CAPO302596
OG0001018	NEMVE07573	CAPO305732
OG0001020	NEMVE19348, NEMVE15852, NEMVE17582, NEMVE21068, NEMVE15306, NEMVE15482, NEMVE15480, NEMVE20442	CAPO301968
OG0001024	NEMVE22572	CAPO300862
OG0001033	NEMVE24849	CAPO305083
OG0001033	NEMVE03845	CAPO300376
OG0001036	NEMVE07958	CAPO301917
OG0001037	NEMVE13835	CAPO306107
OG0001039	NEMVE05718, NEMVE05729, NEMVE14813	CAPO305080
OG0001042	NEMVE20161, NEMVE25296	CAPO301530
OG0001045	NEMVE10485, NEMVE08539, NEMVE15170, NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043, NEMVE16335	CAPO300115
OG0001048	NEMVE04666	CAPO306868
OG0001049	NEMVE24151	CAPO305769
OG0001050	NEMVE12697	CAPO306892
OG0001050	NEMVE01027, NEMVE01054, NEMVE13960, NEMVE08719, NEMVE08733, NEMVE11321	CAPO306760
OG0001060	NEMVE02960, NEMVE14652, NEMVE13876	CAPO302777
OG0001062	NEMVE01533, NEMVE07088, NEMVE21120	CAPO300111
OG0001064	NEMVE19071, NEMVE22336, NEMVE14457, NEMVE15119, NEMVE08642, NEMVE03711, NEMVE20842	CAPO304594
OG0001066	NEMVE24583, NEMVE01656	CAPO305156
OG0001072	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521, NEMVE01518	CAPO304331
OG0001073	NEMVE11637, NEMVE14006, NEMVE02704	CAPO307880
OG0001075	NEMVE07705, NEMVE15967	CAPO305658
OG0001076	NEMVE01471	CAPO306580
OG0001078	NEMVE21841, NEMVE03024	CAPO300211
OG0001082	NEMVE13496	CAPO306944
OG0001083	NEMVE07865	CAPO306339
OG0001085	NEMVE23730	CAPO305936
OG0001092	NEMVE00964, NEMVE07353, NEMVE01451	CAPO303664
OG0001095	NEMVE24881	CAPO303064
OG0001096	NEMVE22598, NEMVE10292, NEMVE12692	CAPO308143
OG0001101	NEMVE14957	CAPO301529
OG0001104	NEMVE04017, NEMVE06719, NEMVE25846	CAPO306923
OG0001106	NEMVE10844, NEMVE10846, NEMVE04090, NEMVE18134	CAPO307850
OG0001108	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343	CAPO300863
OG0001113	NEMVE11789, NEMVE13858	CAPO302840
OG0001113	NEMVE22434	CAPO304589
OG0001116	NEMVE14342, NEMVE04905, NEMVE14341	CAPO303103
OG0001120	NEMVE17944, NEMVE18269, NEMVE18537	CAPO300555
OG0001121	NEMVE15144	CAPO305030
OG0001123	NEMVE08367, NEMVE00548	CAPO305010
OG0001123	NEMVE07317	CAPO307047
OG0001124	NEMVE14042, NEMVE14572	CAPO307326
OG0001125	NEMVE05272, NEMVE02257	CAPO304253
OG0001126	NEMVE21706	CAPO301067
OG0001128	NEMVE07541	CAPO301710
OG0001129	NEMVE22537, NEMVE23490, NEMVE23489, NEMVE16069	CAPO306230
OG0001130	NEMVE07218, NEMVE21964, NEMVE14047	CAPO305636
OG0001133	NEMVE17872	CAPO302577
OG0001133	NEMVE22361	CAPO300360
OG0001134	NEMVE10572	CAPO304261
OG0001136	NEMVE14986	CAPO301949
OG0001137	NEMVE09544, NEMVE24640, NEMVE09543	CAPO308164
OG0001139	NEMVE14993, NEMVE07868	CAPO300537
OG0001140	NEMVE06552, NEMVE12189, NEMVE00314	CAPO308326
OG0001142	NEMVE20807, NEMVE13380	CAPO304790
OG0001143	NEMVE07319	CAPO304300
OG0001144	NEMVE02135	CAPO307577
OG0001146	NEMVE18037, NEMVE07073, NEMVE07468	CAPO300511
OG0001147	NEMVE05148	CAPO306370
OG0001148	NEMVE24407	CAPO302512
OG0001156	NEMVE14927	CAPO306962
OG0001158	NEMVE13124	CAPO302639
OG0001160	NEMVE11154, NEMVE22281	CAPO307697
OG0001161	NEMVE13207	CAPO301112
OG0001163	NEMVE01640	CAPO301684, CAPO307755, CAPO304886
OG0001164	NEMVE07314	CAPO304142
OG0001167	NEMVE01035	CAPO307849
OG0001168	NEMVE14002	CAPO301546
OG0001169	NEMVE06650, NEMVE22732, NEMVE02251, NEMVE22495	CAPO301751
OG0001170	NEMVE01927	CAPO302766
OG0001171	NEMVE08775	CAPO300420
OG0001175	NEMVE18808, NEMVE00944	CAPO304133, CAPO306812
OG0001181	NEMVE04930	CAPO301983
OG0001183	NEMVE20715, NEMVE02043	CAPO301096
OG0001184	NEMVE23775	CAPO306392
OG0001185	NEMVE15207	CAPO303366
OG0001186	NEMVE07796	CAPO302303
OG0001186	NEMVE14205	CAPO307451
OG0001188	NEMVE13134, NEMVE04912	CAPO300558
OG0001196	NEMVE08224, NEMVE12229	CAPO301570
OG0001197	NEMVE01874	CAPO306552
OG0001199	NEMVE23802, NEMVE12602, NEMVE09164	CAPO305690
OG0001201	NEMVE09573	CAPO302220
OG0001202	NEMVE18910, NEMVE19217	CAPO306186
OG0001207	NEMVE23146	CAPO304292
OG0001207	NEMVE21152	CAPO302612
OG0001207	NEMVE05326	CAPO305627
OG0001207	NEMVE07504	CAPO302093
OG0001208	NEMVE13141	CAPO300830
OG0001209	NEMVE13903	CAPO302948
OG0001210	NEMVE24102	CAPO302732
OG0001212	NEMVE12507	CAPO305298
OG0001213	NEMVE09096	CAPO304729
OG0001213	NEMVE14427	CAPO303632
OG0001214	NEMVE06648	CAPO304780
OG0001214	NEMVE11810	CAPO303564
OG0001215	NEMVE25378	CAPO302583
OG0001216	NEMVE13574, NEMVE14479	CAPO307997
OG0001218	NEMVE00795, NEMVE21894	CAPO307457
OG0001221	NEMVE10455, NEMVE21175	CAPO307765
OG0001222	NEMVE22897	CAPO301496, CAPO301391, CAPO303918
OG0001232	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317, NEMVE08692	CAPO304224
OG0001233	NEMVE05582, NEMVE05554	CAPO303591
OG0001234	NEMVE18230, NEMVE12291	CAPO307897
OG0001241	NEMVE23698	CAPO303368
OG0001241	NEMVE22413	CAPO304888
OG0001247	NEMVE03420	CAPO303193, CAPO307423
OG0001248	NEMVE14608	CAPO303079
OG0001249	NEMVE08338	CAPO306922
OG0001250	NEMVE07058	CAPO302323
OG0001251	NEMVE15250	CAPO304205
OG0001251	NEMVE05777	CAPO302019
OG0001252	NEMVE05179	CAPO300016
OG0001253	NEMVE14445	CAPO306156
OG0001254	NEMVE20396, NEMVE01446, NEMVE14277	CAPO307546
OG0001261	NEMVE12600, NEMVE24381	CAPO302839
OG0001262	NEMVE20477, NEMVE18940, NEMVE25315	CAPO301672
OG0001263	NEMVE21893, NEMVE01880, NEMVE01509, NEMVE22016	CAPO301777
OG0001267	NEMVE25606, NEMVE22271	CAPO307578
OG0001268	NEMVE13796, NEMVE10358	CAPO303692
OG0001270	NEMVE21909, NEMVE12078	CAPO306176
OG0001270	NEMVE22554	CAPO304393
OG0001271	NEMVE00839, NEMVE16016, NEMVE12266	CAPO302779
OG0001272	NEMVE24865	CAPO305566
OG0001273	NEMVE06058	CAPO301889
OG0001274	NEMVE24783	CAPO308194
OG0001276	NEMVE24658	CAPO302888
OG0001278	NEMVE22456, NEMVE13270, NEMVE08441	CAPO306229
OG0001279	NEMVE06730	CAPO302733
OG0001279	NEMVE12857	CAPO303292
OG0001280	NEMVE15111, NEMVE13261	CAPO300326
OG0001281	NEMVE06870, NEMVE11367, NEMVE11365, NEMVE25797	CAPO304088, CAPO303543
OG0001282	NEMVE13494	CAPO303595
OG0001284	NEMVE15039, NEMVE12745, NEMVE19495	CAPO300970
OG0001285	NEMVE07034	CAPO304179
OG0001286	NEMVE08364	CAPO303892
OG0001287	NEMVE13851	CAPO302822, CAPO304538
OG0001288	NEMVE21102, NEMVE22721, NEMVE20273	CAPO302651
OG0001290	NEMVE20389, NEMVE22813, NEMVE07506	CAPO302574
OG0001291	NEMVE25091	CAPO300695
OG0001294	NEMVE21404, NEMVE10810	CAPO304223
OG0001295	NEMVE10114	CAPO306210
OG0001296	NEMVE10339	CAPO308260
OG0001297	NEMVE00713, NEMVE18614, NEMVE04552, NEMVE09620, NEMVE03104	CAPO305437
OG0001300	NEMVE13700, NEMVE10660, NEMVE19269	CAPO300154
OG0001302	NEMVE13962, NEMVE18411, NEMVE11902	CAPO302654
OG0001302	NEMVE17610	CAPO302215
OG0001304	NEMVE01937	CAPO302419
OG0001305	NEMVE06825	CAPO304488
OG0001308	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230	CAPO300432
OG0001309	NEMVE23002, NEMVE18542	CAPO300871
OG0001310	NEMVE22452	CAPO305405
OG0001310	NEMVE14637	CAPO300151
OG0001311	NEMVE05964, NEMVE03793	CAPO300585
OG0001312	NEMVE14791, NEMVE14787	CAPO304811
OG0001314	NEMVE24317, NEMVE16666	CAPO306642
OG0001317	NEMVE01591, NEMVE13378	CAPO302225
OG0001318	NEMVE22575	CAPO306280
OG0001318	NEMVE14651	CAPO303315
OG0001319	NEMVE01465	CAPO304915
OG0001320	NEMVE10295	CAPO307498
OG0001320	NEMVE25688	CAPO304958
OG0001321	NEMVE21741, NEMVE15029	CAPO301358
OG0001322	NEMVE05068, NEMVE21787	CAPO302022
OG0001323	NEMVE17138, NEMVE11887	CAPO301735
OG0001324	NEMVE19268, NEMVE11187	CAPO302080
OG0001326	NEMVE14355	CAPO306149
OG0001327	NEMVE09298, NEMVE15997	CAPO305568
OG0001330	NEMVE14535	CAPO304584, CAPO300112
OG0001332	NEMVE13389, NEMVE22532, NEMVE10338	CAPO305487
OG0001344	NEMVE22371	CAPO308153
OG0001345	NEMVE15150	CAPO306177
OG0001348	NEMVE25188	CAPO304908
OG0001350	NEMVE14117	CAPO305116, CAPO303054
OG0001352	NEMVE21976, NEMVE23110, NEMVE15564, NEMVE25965, NEMVE25394	CAPO301738
OG0001352	NEMVE14525, NEMVE21813	CAPO303801
OG0001353	NEMVE14645	CAPO303379
OG0001355	NEMVE14405	CAPO307732
OG0001358	NEMVE00588, NEMVE11838	CAPO302204
OG0001361	NEMVE13054	CAPO306689
OG0001364	NEMVE25546, NEMVE21006	CAPO307249
OG0001366	NEMVE02077, NEMVE15255, NEMVE13095	CAPO302707
OG0001367	NEMVE10311	CAPO304628
OG0001370	NEMVE16952	CAPO305064
OG0001370	NEMVE14662	CAPO306956
OG0001372	NEMVE14621, NEMVE12678	CAPO301063
OG0001372	NEMVE24235, NEMVE12993	CAPO306529
OG0001373	NEMVE13198	CAPO300734
OG0001378	NEMVE14996	CAPO302717
OG0001379	NEMVE14262	CAPO304865
OG0001382	NEMVE18444	CAPO306735
OG0001383	NEMVE12649, NEMVE09447	CAPO300442
OG0001384	NEMVE15385	CAPO300256
OG0001384	NEMVE06735	CAPO302147
OG0001386	NEMVE06336, NEMVE11740, NEMVE06344, NEMVE13418	CAPO305078
OG0001397	NEMVE22946, NEMVE25397	CAPO306119
OG0001399	NEMVE23382	CAPO304148
OG0001404	NEMVE25280, NEMVE14027, NEMVE13694	CAPO302450
OG0001405	NEMVE08567	CAPO302942
OG0001406	NEMVE18633, NEMVE16331	CAPO305604
OG0001408	NEMVE25885	CAPO304468
OG0001409	NEMVE14897	CAPO300832
OG0001410	NEMVE03165	CAPO304381
OG0001410	NEMVE24971	CAPO303461
OG0001411	NEMVE25920	CAPO301653
OG0001412	NEMVE19652	CAPO304843
OG0001413	NEMVE06553, NEMVE06540	CAPO300375
OG0001414	NEMVE11734	CAPO301834
OG0001415	NEMVE14658, NEMVE01687, NEMVE08737, NEMVE04278, NEMVE03240	CAPO307087
OG0001416	NEMVE10436, NEMVE15378	CAPO300753
OG0001418	NEMVE12090, NEMVE01985	CAPO300218
OG0001420	NEMVE16749	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813
OG0001422	NEMVE07209	CAPO308345, CAPO303120
OG0001423	NEMVE08632	CAPO301310
OG0001424	NEMVE01171, NEMVE20550, NEMVE19994, NEMVE02440, NEMVE25742	CAPO304776
OG0001425	NEMVE19543, NEMVE14280	CAPO302275, CAPO302850
OG0001426	NEMVE13859, NEMVE08760	CAPO302841
OG0001427	NEMVE15208	CAPO302723
OG0001428	NEMVE21876	CAPO303027
OG0001430	NEMVE13108	CAPO300562
OG0001431	NEMVE23887	CAPO308230
OG0001437	NEMVE13628	CAPO304955
OG0001440	NEMVE03027	CAPO306687
OG0001440	NEMVE05815, NEMVE03715	CAPO305450
OG0001445	NEMVE05296	CAPO301958
OG0001446	NEMVE13345, NEMVE13458	CAPO304614
OG0001447	NEMVE05648	CAPO307093
OG0001449	NEMVE14841, NEMVE20272	CAPO306822
