Orthogroup	NEMVE	YEAST
OG0006214	NEMVE08088	YEAST04089
OG0006216	NEMVE22955	YEAST01089
OG0006217	NEMVE07259	YEAST00809
OG0006224	NEMVE12014, NEMVE21951	YEAST02751, YEAST03048
OG0006225	NEMVE12661, NEMVE14367, NEMVE20774	YEAST04875
OG0006227	NEMVE15408	YEAST00128
OG0006230	NEMVE16928	YEAST03869
OG0006233	NEMVE12454, NEMVE11317	YEAST04247
OG0006237	NEMVE06237, NEMVE00882	YEAST02126
OG0006240	NEMVE05672	YEAST04649
OG0006245	NEMVE04926, NEMVE04589	YEAST05732
OG0006247	NEMVE13374	YEAST04977
OG0006249	NEMVE21889	YEAST00821
OG0006250	NEMVE01589	YEAST05424
OG0006251	NEMVE05445	YEAST04963
OG0006255	NEMVE14995, NEMVE12534	YEAST03350
OG0006258	NEMVE12417, NEMVE14713	YEAST05637
OG0006259	NEMVE05775	YEAST05672
OG0006260	NEMVE24580	YEAST04100
OG0006263	NEMVE25155	YEAST02521
OG0006269	NEMVE15813	YEAST03069
OG0006271	NEMVE12840	YEAST00375
OG0006275	NEMVE12634	YEAST06102
OG0006277	NEMVE22696	YEAST02811
OG0006279	NEMVE08460, NEMVE03244	YEAST04402
OG0006280	NEMVE13464	YEAST04541
OG0006281	NEMVE17531	YEAST04979
OG0006282	NEMVE05748	YEAST01445
OG0006283	NEMVE22907	YEAST00229
OG0006284	NEMVE09500	YEAST04213
OG0006288	NEMVE14534	YEAST02860
OG0006289	NEMVE07416	YEAST06209
OG0006293	NEMVE01946	YEAST05380
OG0006294	NEMVE05761	YEAST04000
OG0006295	NEMVE17572	YEAST05360
OG0006302	NEMVE14020	YEAST01852
OG0006306	NEMVE07331	YEAST00230
OG0006311	NEMVE19440, NEMVE17820, NEMVE19918	YEAST01145
OG0006313	NEMVE22686	YEAST02392
OG0006315	NEMVE15833	YEAST00489
OG0006317	NEMVE22179, NEMVE24570	YEAST02082
OG0006319	NEMVE06270	YEAST01135
OG0006320	NEMVE02287	YEAST04478
OG0006322	NEMVE11564, NEMVE20664	YEAST00815
OG0006329	NEMVE21689, NEMVE02772	YEAST01245
OG0006332	NEMVE08037	YEAST06042
OG0006334	NEMVE13329	YEAST00864
OG0006335	NEMVE23896	YEAST02588
OG0006339	NEMVE23824	YEAST06286
OG0006340	NEMVE10948	YEAST00922, YEAST05387
OG0006341	NEMVE12553, NEMVE14094	YEAST01452
OG0006344	NEMVE22317	YEAST01465
OG0006347	NEMVE21968	YEAST03436
OG0006349	NEMVE06197	YEAST05233
OG0006350	NEMVE14391	YEAST00452
OG0006357	NEMVE24732	YEAST02650
OG0006360	NEMVE11945, NEMVE14950, NEMVE09722	YEAST01556
OG0006362	NEMVE15117	YEAST05722
OG0006370	NEMVE05218	YEAST02350
OG0006372	NEMVE09290	YEAST05423
OG0006375	NEMVE11513	YEAST05198
OG0006377	NEMVE16226	YEAST04974
OG0006378	NEMVE15636	YEAST01924
OG0006381	NEMVE22611	YEAST01058
OG0006385	NEMVE19329	YEAST04806
OG0006387	NEMVE24021	YEAST05324
OG0006389	NEMVE21903	YEAST02409
OG0006392	NEMVE14704, NEMVE12102	YEAST01246
OG0006395	NEMVE21779	YEAST03605
OG0006396	NEMVE07776	YEAST02453
OG0006398	NEMVE12068	YEAST04420, YEAST03553
OG0006447	NEMVE14227	YEAST03459
OG0006448	NEMVE14631	YEAST00505, YEAST04285
OG0006449	NEMVE11606, NEMVE14465	YEAST02458
OG0006456	NEMVE14689	YEAST06224
OG0006459	NEMVE15405	YEAST00972, YEAST00245
OG0006461	NEMVE25171	YEAST05346
OG0006462	NEMVE13915	YEAST01838
OG0006464	NEMVE13731	YEAST05965
OG0006467	NEMVE22709	YEAST02272
OG0006470	NEMVE04834	YEAST01306
OG0006474	NEMVE04607	YEAST03988
OG0006475	NEMVE13355	YEAST06223, YEAST00349
OG0006476	NEMVE13672	YEAST00315
OG0006479	NEMVE25506	YEAST05669
OG0006481	NEMVE14750	YEAST06165
OG0006488	NEMVE02068	YEAST02614
OG0006498	NEMVE14543	YEAST02291
OG0006503	NEMVE13506	YEAST06053
OG0006504	NEMVE14016	YEAST02866
OG0006507	NEMVE00425, NEMVE01835	YEAST02914
OG0006509	NEMVE24726	YEAST02252
OG0006511	NEMVE14251	YEAST01899
OG0006512	NEMVE22978	YEAST04169
OG0006514	NEMVE21783, NEMVE13023	YEAST05820
OG0006515	NEMVE04937	YEAST03195
OG0006516	NEMVE06592	YEAST02248
OG0006520	NEMVE22333	YEAST05914
OG0006523	NEMVE25529	YEAST04170
OG0006528	NEMVE22210	YEAST02276
OG0006532	NEMVE08321	YEAST05019
OG0006533	NEMVE13804, NEMVE21453, NEMVE20690, NEMVE04409	YEAST00790
OG0006536	NEMVE17923	YEAST05130
OG0006538	NEMVE23417	YEAST02168
OG0006543	NEMVE14466, NEMVE04354	YEAST03219
OG0006544	NEMVE14328	YEAST06160
OG0006550	NEMVE08614	YEAST05541
OG0006552	NEMVE14982	YEAST02016
OG0006553	NEMVE08520	YEAST05825
OG0006554	NEMVE11077	YEAST04136
OG0006561	NEMVE13352	YEAST00874
OG0006564	NEMVE13427	YEAST05934
OG0006568	NEMVE19392, NEMVE19291	YEAST03560
OG0006569	NEMVE17890	YEAST02940
OG0006571	NEMVE19259	YEAST00795
OG0006574	NEMVE24947, NEMVE18114	YEAST06163
OG0006577	NEMVE17589	YEAST03945
OG0006578	NEMVE14360	YEAST00813
OG0006580	NEMVE13359	YEAST04957
OG0006582	NEMVE10731	YEAST04615
OG0006584	NEMVE13873	YEAST01846
OG0006589	NEMVE08161	YEAST04474
OG0006594	NEMVE14133	YEAST00464
OG0006595	NEMVE14900	YEAST05577
OG0006596	NEMVE21882	YEAST03312
OG0006597	NEMVE08474, NEMVE00517	YEAST01876
OG0006598	NEMVE20869, NEMVE13702	YEAST02580
OG0006602	NEMVE22737	YEAST06259
OG0006603	NEMVE13346	YEAST05721
OG0006604	NEMVE25234	YEAST01597
OG0006607	NEMVE07507	YEAST05258
OG0006609	NEMVE01863, NEMVE08901	YEAST04231
OG0006610	NEMVE05164	YEAST04593
OG0006611	NEMVE03049, NEMVE05376, NEMVE20908	YEAST02395
OG0006613	NEMVE23363, NEMVE12419	YEAST00490
OG0006615	NEMVE08793	YEAST02695
OG0006619	NEMVE24711	YEAST03691
OG0006622	NEMVE14827	YEAST04382
OG0006625	NEMVE16423	YEAST05905
OG0006627	NEMVE24706, NEMVE17757	YEAST01553
OG0006630	NEMVE14529	YEAST05584
OG0006631	NEMVE21598, NEMVE22840	YEAST01419, YEAST04493
OG0006633	NEMVE10562	YEAST05580
OG0006636	NEMVE02023	YEAST06190
OG0006637	NEMVE09116	YEAST06011
OG0006651	NEMVE24687	YEAST03308
OG0006655	NEMVE21990	YEAST04609
OG0006658	NEMVE08447, NEMVE14700	YEAST03323
OG0006662	NEMVE14723	YEAST02707
OG0006663	NEMVE25118	YEAST04538
OG0006664	NEMVE00897	YEAST04769
OG0006667	NEMVE14509	YEAST03011
OG0006668	NEMVE13784	YEAST00040
OG0006669	NEMVE01621, NEMVE12149	YEAST05379
OG0006678	NEMVE15058	YEAST03428
OG0006681	NEMVE24851	YEAST02774
OG0006688	NEMVE20158, NEMVE02085	YEAST02298
OG0006690	NEMVE23260	YEAST00986
OG0006691	NEMVE14331	YEAST06141
OG0006692	NEMVE14555	YEAST04243
OG0006694	NEMVE06376	YEAST04074
OG0006703	NEMVE06399	YEAST04919
OG0006704	NEMVE09753	YEAST02241
OG0006706	NEMVE08399	YEAST01312
OG0006707	NEMVE18156, NEMVE12324	YEAST04448
OG0006712	NEMVE05787	YEAST01297
OG0006716	NEMVE16253	YEAST01688
OG0006717	NEMVE17875	YEAST03273, YEAST00511
OG0006722	NEMVE03981, NEMVE22551	YEAST05928
OG0006725	NEMVE05867, NEMVE21160	YEAST05141
OG0006726	NEMVE06858	YEAST01310
OG0006728	NEMVE16075	YEAST01819
OG0006730	NEMVE16598	YEAST06066
OG0006732	NEMVE14487	YEAST05092
OG0006736	NEMVE24623	YEAST03708, YEAST02845
OG0006738	NEMVE17102	YEAST03786
OG0006741	NEMVE13385	YEAST00908
OG0006752	NEMVE20853, NEMVE23516	YEAST01605
OG0006753	NEMVE10471	YEAST06210
OG0006754	NEMVE23232	YEAST05223, YEAST00660
OG0006755	NEMVE22112	YEAST03743
OG0006757	NEMVE06921	YEAST02585
OG0006758	NEMVE23646	YEAST00132
OG0006766	NEMVE03175	YEAST01711
OG0006769	NEMVE01196, NEMVE13150	YEAST04955
OG0006772	NEMVE25240	YEAST05602
OG0006775	NEMVE15139	YEAST01095
OG0006776	NEMVE15379	YEAST02455
OG0006777	NEMVE10884	YEAST05242
OG0006826	NEMVE13284	YEAST03748
OG0006830	NEMVE08915	YEAST02320
OG0006838	NEMVE13721	YEAST01244
OG0006843	NEMVE13226	YEAST03855
OG0006846	NEMVE24794	YEAST04146
OG0006853	NEMVE23764	YEAST03500
OG0006860	NEMVE18531, NEMVE21944	YEAST03798
OG0006867	NEMVE03866, NEMVE14363	YEAST03341
OG0006869	NEMVE16212, NEMVE00422	YEAST01706
OG0006876	NEMVE02088	YEAST00384
OG0006880	NEMVE06819	YEAST04631
OG0006881	NEMVE07356	YEAST01049
OG0006887	NEMVE06955	YEAST01983
OG0006888	NEMVE13701, NEMVE21293	YEAST00485
OG0006890	NEMVE05014	YEAST02034
OG0006891	NEMVE04359	YEAST00187
OG0006892	NEMVE24012, NEMVE20580	YEAST04820
OG0006894	NEMVE06286, NEMVE11857	YEAST01360
OG0006897	NEMVE10415	YEAST00856
OG0006901	NEMVE14333	YEAST05480
OG0006906	NEMVE13236	YEAST00746
OG0006918	NEMVE15078	YEAST05610
OG0006924	NEMVE01464	YEAST04308
OG0006927	NEMVE24367	YEAST00921
OG0006934	NEMVE24344	YEAST02053
OG0006935	NEMVE13070	YEAST02014
OG0006936	NEMVE03459, NEMVE10607	YEAST06114
OG0006937	NEMVE21757	YEAST05537
OG0006938	NEMVE06983	YEAST02536
OG0006940	NEMVE13137	YEAST05163
OG0006942	NEMVE13642	YEAST00190
OG0006943	NEMVE05334	YEAST02583
OG0006949	NEMVE22705	YEAST00975, YEAST00256
OG0006952	NEMVE05912	YEAST02831
OG0006953	NEMVE17873	YEAST02903, YEAST04751, YEAST05739
OG0006959	NEMVE12151	YEAST01865
OG0006964	NEMVE09836	YEAST05995
OG0006966	NEMVE21135, NEMVE24481	YEAST02544
OG0006967	NEMVE19421	YEAST06235
OG0006968	NEMVE00056	YEAST03972
OG0006969	NEMVE15089	YEAST01604
OG0006971	NEMVE23702, NEMVE20470	YEAST00044
OG0006973	NEMVE21823	YEAST03793
OG0006975	NEMVE13294	YEAST02322
OG0006977	NEMVE15122	YEAST06248
OG0006978	NEMVE08429, NEMVE20677	YEAST00696
OG0006980	NEMVE14898	YEAST02173
OG0006985	NEMVE04709	YEAST03215
OG0006989	NEMVE14102	YEAST04914
OG0006991	NEMVE25869	YEAST05066
OG0006992	NEMVE06904	YEAST04657
OG0006994	NEMVE06963	YEAST05554
OG0006995	NEMVE10340	YEAST06048
OG0006997	NEMVE23283	YEAST00664
OG0006998	NEMVE20185, NEMVE21505	YEAST02509
OG0006999	NEMVE22370, NEMVE03933	YEAST03874
OG0007003	NEMVE18273	YEAST01840
OG0007005	NEMVE06529	YEAST03907
OG0007009	NEMVE17080	YEAST05645
OG0007010	NEMVE07154	YEAST01652
OG0007012	NEMVE08741	YEAST05361
OG0007013	NEMVE23027, NEMVE20235	YEAST05971
OG0007015	NEMVE01530	YEAST03053
OG0007016	NEMVE14954	YEAST05307
OG0007020	NEMVE13872	YEAST00663
OG0007024	NEMVE22348	YEAST01864
OG0007028	NEMVE14345	YEAST06312
OG0007029	NEMVE14776	YEAST05619
OG0007030	NEMVE25363	YEAST05712
OG0007033	NEMVE13356	YEAST04002
OG0007036	NEMVE22685	YEAST04799
OG0007043	NEMVE05818	YEAST02072, YEAST01064
OG0007045	NEMVE11946, NEMVE11342	YEAST01113
OG0007049	NEMVE24890	YEAST05930
OG0007050	NEMVE01542	YEAST05668
OG0007053	NEMVE21766	YEAST05898
OG0007055	NEMVE15080	YEAST02593
OG0007057	NEMVE14004	YEAST05673
OG0007061	NEMVE02935, NEMVE18869	YEAST03247
OG0007063	NEMVE09723	YEAST04650
OG0007065	NEMVE22963	YEAST01111
OG0007071	NEMVE18624	YEAST02162
OG0007073	NEMVE14833	YEAST03946
OG0007075	NEMVE25698	YEAST00811
OG0007084	NEMVE22005	YEAST05527
OG0007089	NEMVE11263, NEMVE12880	YEAST04132
OG0007092	NEMVE07545	YEAST01811
OG0007093	NEMVE13401	YEAST01923
OG0007095	NEMVE15027	YEAST02581
OG0007097	NEMVE14580	YEAST01699
OG0007098	NEMVE13689	YEAST03783
OG0007106	NEMVE14945	YEAST00202
OG0007112	NEMVE10814	YEAST05597
OG0007114	NEMVE09146	YEAST03493
OG0007118	NEMVE02206	YEAST01120
OG0007119	NEMVE02886, NEMVE13562	YEAST05459
OG0007120	NEMVE06186	YEAST04248
OG0007121	NEMVE25193	YEAST05746
OG0007124	NEMVE10468	YEAST04818
OG0007127	NEMVE13588	YEAST04415
OG0007130	NEMVE25495, NEMVE21143	YEAST05158
OG0007131	NEMVE23758, NEMVE12360	YEAST05874
OG0007132	NEMVE06535, NEMVE12522	YEAST06078
OG0007137	NEMVE14801	YEAST00797
OG0007138	NEMVE09440, NEMVE12478	YEAST04319
OG0007139	NEMVE09713	YEAST05259
OG0007143	NEMVE08778, NEMVE20919	YEAST02636
OG0007150	NEMVE11424	YEAST00900
OG0007154	NEMVE23811	YEAST01439
OG0007164	NEMVE18934	YEAST05557
OG0007165	NEMVE14929	YEAST04228, YEAST02514
OG0007166	NEMVE07634	YEAST05384
OG0007182	NEMVE25249	YEAST00042
OG0007184	NEMVE13898	YEAST01512
OG0007186	NEMVE16937	YEAST00761
OG0007192	NEMVE12614	YEAST00860
OG0007201	NEMVE15153, NEMVE03813	YEAST01721
OG0007202	NEMVE03801	YEAST03071
OG0007202	NEMVE12996	YEAST01550, YEAST03891
OG0007249	NEMVE19970, NEMVE03114, NEMVE25503	YEAST00344
OG0007254	NEMVE23140	YEAST00328
OG0007258	NEMVE00047, NEMVE14648	YEAST02867
OG0007264	NEMVE15060	YEAST04093
OG0007274	NEMVE12604, NEMVE24366	YEAST04165, YEAST05634
OG0007276	NEMVE11672	YEAST02974
OG0007279	NEMVE24542	YEAST02363
OG0007282	NEMVE13645	YEAST04912
OG0007288	NEMVE08146	YEAST02949
OG0007292	NEMVE08212	YEAST05159
OG0007303	NEMVE21168, NEMVE21934	YEAST05207
OG0007307	NEMVE15849	YEAST05606
OG0007313	NEMVE25309, NEMVE13991, NEMVE11990	YEAST02047
OG0007317	NEMVE07571	YEAST04084
OG0007321	NEMVE14743	YEAST05016
OG0007322	NEMVE13884	YEAST01090
OG0007325	NEMVE14080	YEAST03249
OG0007332	NEMVE06433	YEAST02451
OG0007335	NEMVE13032, NEMVE10469	YEAST06084
OG0007336	NEMVE13003, NEMVE22461	YEAST03606
OG0007341	NEMVE14964	YEAST00183
OG0007342	NEMVE14032	YEAST03859
OG0007343	NEMVE06113	YEAST00383
OG0007347	NEMVE05928	YEAST02066
OG0007349	NEMVE24138	YEAST01492
OG0007354	NEMVE12447, NEMVE22312	YEAST03378
OG0007355	NEMVE26015, NEMVE24494	YEAST02682
OG0007361	NEMVE21896	YEAST02394
OG0007363	NEMVE07823	YEAST05519
OG0007364	NEMVE14072, NEMVE12530	YEAST01959
OG0007367	NEMVE14913	YEAST01013
OG0007371	NEMVE22865	YEAST04970
OG0007376	NEMVE14158	YEAST02976
OG0007380	NEMVE06086, NEMVE12199	YEAST00785, YEAST00666
OG0007382	NEMVE14758	YEAST01108
OG0007387	NEMVE23956	YEAST06326
OG0007393	NEMVE00582, NEMVE21768	YEAST01116
OG0007394	NEMVE22615	YEAST05998
OG0007395	NEMVE17435	YEAST00603
OG0007397	NEMVE09462	YEAST03512
OG0007399	NEMVE09265	YEAST02279
OG0007401	NEMVE13443	YEAST03451
OG0007408	NEMVE08149	YEAST03401
OG0007409	NEMVE13321	YEAST05329
OG0007411	NEMVE14384	YEAST04399
OG0007412	NEMVE08446	YEAST04822
OG0007415	NEMVE22466	YEAST01948
OG0007417	NEMVE08802	YEAST04175
OG0007419	NEMVE14407	YEAST02667
OG0007421	NEMVE01648	YEAST00762
OG0007424	NEMVE07064	YEAST05463
OG0007425	NEMVE01463	YEAST06135
OG0007427	NEMVE13016, NEMVE11584, NEMVE11585, NEMVE12686, NEMVE11758	YEAST00763
OG0007431	NEMVE22905	YEAST00610
OG0007439	NEMVE12642, NEMVE02374, NEMVE20588	YEAST01063
OG0007442	NEMVE22223	YEAST03687
OG0007446	NEMVE14884	YEAST04647
OG0007451	NEMVE09386	YEAST02017
OG0007454	NEMVE14909	YEAST01359
OG0007456	NEMVE06082	YEAST00931
OG0007460	NEMVE14451	YEAST04891
OG0007463	NEMVE20726, NEMVE22590	YEAST00394
OG0007466	NEMVE22832	YEAST00806
OG0007473	NEMVE21682	YEAST03408
OG0007478	NEMVE15694	YEAST02470
OG0007482	NEMVE13581	YEAST05783
OG0007483	NEMVE08075	YEAST01187
OG0007484	NEMVE06907	YEAST00517
OG0007488	NEMVE24850	YEAST04193
OG0007491	NEMVE15400	YEAST05032
OG0007495	NEMVE14337	YEAST04536
OG0007498	NEMVE11016, NEMVE12879	YEAST00593
OG0007499	NEMVE18098	YEAST03994
OG0007504	NEMVE23039	YEAST02642
OG0007508	NEMVE14963	YEAST05759
OG0007509	NEMVE17668	YEAST03229
OG0007519	NEMVE13604	YEAST04589
OG0007528	NEMVE16685, NEMVE16684	YEAST02438
OG0007531	NEMVE14641	YEAST05725
OG0007552	NEMVE01711	YEAST04097
OG0007591	NEMVE14305	YEAST02623
OG0007597	NEMVE02017	YEAST05244
OG0007605	NEMVE22713	YEAST04509
OG0007615	NEMVE13394	YEAST05127
OG0007618	NEMVE05717	YEAST02486
OG0007619	NEMVE22719	YEAST04342
OG0007622	NEMVE14178	YEAST01282
OG0007624	NEMVE01610	YEAST03901
OG0007645	NEMVE06297	YEAST05586
OG0007646	NEMVE11980, NEMVE25514	YEAST05572
OG0007648	NEMVE07012	YEAST03775
OG0007656	NEMVE00479, NEMVE05622	YEAST02935
OG0007657	NEMVE09719	YEAST01213
OG0007663	NEMVE03506	YEAST01133
OG0007676	NEMVE09075	YEAST01965
OG0007685	NEMVE22475	YEAST00976
OG0007690	NEMVE09407	YEAST00054
OG0007692	NEMVE24948	YEAST05386
OG0007698	NEMVE19391	YEAST04526
OG0007701	NEMVE23722	YEAST04394
OG0007703	NEMVE22465	YEAST03290
OG0007704	NEMVE13360	YEAST01687
OG0007712	NEMVE16922	YEAST02916
OG0007722	NEMVE12233, NEMVE24674	YEAST06130
OG0007727	NEMVE22125	YEAST01129
OG0007739	NEMVE13651	YEAST04408
OG0007744	NEMVE15801	YEAST04303
OG0007749	NEMVE14299, NEMVE12664	YEAST02144
OG0007751	NEMVE21679	YEAST03046
OG0007754	NEMVE04608	YEAST03550
OG0007758	NEMVE24832	YEAST04336
OG0007760	NEMVE16471	YEAST02821
OG0007766	NEMVE05141	YEAST03772, YEAST02908
OG0007767	NEMVE13662	YEAST03177
OG0007769	NEMVE08042	YEAST02589
OG0007772	NEMVE06176	YEAST05211
OG0007773	NEMVE07114	YEAST05609
OG0007783	NEMVE23094	YEAST03579
OG0007784	NEMVE21852	YEAST01170
OG0007786	NEMVE10346	YEAST01347
OG0007787	NEMVE04711, NEMVE04653	YEAST03458
OG0007801	NEMVE24803	YEAST02556, YEAST00332
OG0007803	NEMVE14259	YEAST00818
OG0007810	NEMVE25323	YEAST06278
OG0007811	NEMVE22619	YEAST05686
OG0007816	NEMVE14681	YEAST00605
OG0007823	NEMVE14069	YEAST03887
OG0007825	NEMVE24335	YEAST05054
OG0007827	NEMVE15793	YEAST01279
OG0007829	NEMVE14463	YEAST02649
OG0007830	NEMVE22401	YEAST03594
OG0007831	NEMVE13120	YEAST03693
OG0007838	NEMVE16374	YEAST04312
OG0007840	NEMVE14835	YEAST02829
OG0007843	NEMVE09373	YEAST04794
OG0007848	NEMVE22567	YEAST03711
OG0007850	NEMVE06247	YEAST01418
OG0007852	NEMVE23585	YEAST02199
OG0007854	NEMVE10266	YEAST01377
OG0007858	NEMVE23921	YEAST03196
OG0007912	NEMVE15679, NEMVE24495, NEMVE17470	YEAST04725
OG0007918	NEMVE25851	YEAST04092
OG0007941	NEMVE23201	YEAST03892
OG0007942	NEMVE21277	YEAST03545
OG0007943	NEMVE13601	YEAST03288
OG0007947	NEMVE09699	YEAST02420
OG0007958	NEMVE21992	YEAST01011
OG0007971	NEMVE07956	YEAST03990
OG0007975	NEMVE21874	YEAST01243
OG0007978	NEMVE07101	YEAST01491
OG0007982	NEMVE21094, NEMVE08716	YEAST03186
OG0007991	NEMVE22986	YEAST02341
OG0007993	NEMVE08910	YEAST00089
OG0007995	NEMVE17198, NEMVE19132	YEAST03463
OG0007996	NEMVE13646	YEAST04079
OG0007998	NEMVE13103, NEMVE03505	YEAST00688
OG0008008	NEMVE06561	YEAST02355
OG0008020	NEMVE13173	YEAST05433
OG0008030	NEMVE17479	YEAST00039
OG0008031	NEMVE09401	YEAST04719
OG0008038	NEMVE05260	YEAST05601
OG0008042	NEMVE13490	YEAST04557, YEAST00839
OG0008053	NEMVE06850	YEAST05804
OG0008055	NEMVE09826, NEMVE20692	YEAST05224
OG0008056	NEMVE22900	YEAST04542
OG0008069	NEMVE14728	YEAST00959
OG0008072	NEMVE17950	YEAST00552
OG0008074	NEMVE18779	YEAST05664
OG0008079	NEMVE10412	YEAST03108
OG0008085	NEMVE22309	YEAST04107
OG0008091	NEMVE24934	YEAST06200
OG0008100	NEMVE09715	YEAST03959
OG0008103	NEMVE05057	YEAST05352
OG0008104	NEMVE04771	YEAST06240
OG0008105	NEMVE21942	YEAST03324
OG0008110	NEMVE05743	YEAST00121
OG0008111	NEMVE07727	YEAST06004, YEAST05693
OG0008127	NEMVE22668	YEAST05342
OG0008136	NEMVE22687	YEAST02756
OG0008196	NEMVE20835, NEMVE25681	YEAST03623
OG0008201	NEMVE14732	YEAST01163
OG0008202	NEMVE22079	YEAST06186
OG0008208	NEMVE15800	YEAST04341
OG0008219	NEMVE07971	YEAST05754
OG0008244	NEMVE19525	YEAST04999
OG0008251	NEMVE25689	YEAST01472
OG0008254	NEMVE25670	YEAST04740
OG0008267	NEMVE17564	YEAST02722
OG0008273	NEMVE12232	YEAST00628
OG0008275	NEMVE16981	YEAST05358
OG0008281	NEMVE24642	YEAST01387
OG0008307	NEMVE05421	YEAST01285
OG0008332	NEMVE03236	YEAST03366
OG0008346	NEMVE22837	YEAST01382
OG0008348	NEMVE13454	YEAST03383
OG0008351	NEMVE13763	YEAST01276
OG0008401	NEMVE09990	YEAST02115
OG0008404	NEMVE00255	YEAST02842
OG0008416	NEMVE18536	YEAST05168
OG0008432	NEMVE18587	YEAST01317
OG0008524	NEMVE08942	YEAST02216
OG0008533	NEMVE14654	YEAST00770
OG0008540	NEMVE13698	YEAST02219
OG0008542	NEMVE23528	YEAST00506
OG0008546	NEMVE09008	YEAST03499
OG0008601	NEMVE22610	YEAST03150
OG0008602	NEMVE07908	YEAST04166
OG0008620	NEMVE09312	YEAST00843
OG0008626	NEMVE25563	YEAST03306
OG0008645	NEMVE22648	YEAST05803
OG0008654	NEMVE10286	YEAST03590
OG0008664	NEMVE19637, NEMVE03509	YEAST05851
OG0008677	NEMVE03819	YEAST03567
OG0008680	NEMVE05250	YEAST02511
OG0008681	NEMVE21715	YEAST04884
OG0008689	NEMVE25164	YEAST05237
OG0008705	NEMVE18622, NEMVE15948	YEAST06239
OG0008789	NEMVE02946	YEAST05903
OG0008794	NEMVE13692	YEAST01976, YEAST00168, YEAST00957
OG0008799	NEMVE01885	YEAST03377
OG0008816	NEMVE14491	YEAST01954
OG0008818	NEMVE04994	YEAST00271
OG0008824	NEMVE10117	YEAST01698
OG0008861	NEMVE13686	YEAST04983
OG0008872	NEMVE18394	YEAST03799
OG0008873	NEMVE15304, NEMVE14994, NEMVE20129	YEAST04429
OG0008879	NEMVE23362, NEMVE20066	YEAST05579
OG0008887	NEMVE24276, NEMVE20282	YEAST00387
OG0008903	NEMVE15545	YEAST01637
OG0008913	NEMVE08029	YEAST03181, YEAST03769
OG0008923	NEMVE11826, NEMVE22474	YEAST01739
OG0008933	NEMVE05930, NEMVE01397	YEAST01769, YEAST01770, YEAST01771, YEAST01768
OG0008933	NEMVE04523	YEAST01777, YEAST01780
OG0008943	NEMVE02709	YEAST01760, YEAST01759, YEAST01761
OG0008946	NEMVE22543	YEAST00403
OG0008990	NEMVE21680	YEAST02040
OG0009056	NEMVE06944	YEAST00322
OG0009078	NEMVE21973	YEAST02676
OG0009099	NEMVE15307	YEAST05709
OG0009105	NEMVE09034	YEAST02501
OG0009115	NEMVE12320	YEAST05628, YEAST04158
OG0009165	NEMVE13240, NEMVE07810	YEAST05085, YEAST01742
OG0009182	NEMVE15605, NEMVE05517	YEAST03621
OG0009225	NEMVE14643	YEAST01052
OG0009232	NEMVE23421	YEAST04731
OG0009311	NEMVE14394, NEMVE24195	YEAST00623
OG0009344	NEMVE14041	YEAST03868
OG0009394	NEMVE21185, NEMVE21169	YEAST04927
OG0009396	NEMVE24413	YEAST03896
OG0009472	NEMVE21457, NEMVE13121	YEAST01737
OG0009486	NEMVE09834	YEAST00324
OG0009492	NEMVE24503	YEAST00632
OG0009555	NEMVE05472, NEMVE12896	YEAST03831
OG0009590	NEMVE11442	YEAST02138
OG0009604	NEMVE21781	YEAST04803
OG0009614	NEMVE23057	YEAST00622
OG0009630	NEMVE23209	YEAST02852
OG0009651	NEMVE17368	YEAST04775
OG0009654	NEMVE21683	YEAST04221
OG0009737	NEMVE15138	YEAST02025
OG0009920	NEMVE25413	YEAST05355
OG0009926	NEMVE06497	YEAST03054
OG0009994	NEMVE23158	YEAST06045
OG0010054	NEMVE04537, NEMVE12838, NEMVE12261, NEMVE13034, NEMVE12847, NEMVE12901, NEMVE03905, NEMVE12833	YEAST01026
OG0010139	NEMVE10093	YEAST01045
OG0010229	NEMVE14875	YEAST00880, YEAST04666, YEAST04383
OG0010271	NEMVE25671	YEAST03656
OG0010284	NEMVE17057	YEAST01922
OG0010323	NEMVE07801	YEAST04943
OG0010346	NEMVE21853	YEAST00902, YEAST04286
OG0010369	NEMVE18824	YEAST01224
OG0010372	NEMVE22959	YEAST02145
OG0010428	NEMVE10663, NEMVE12293, NEMVE12101, NEMVE12938, NEMVE11452, NEMVE12259, NEMVE12818, NEMVE10622, NEMVE11450, NEMVE10667, NEMVE09993, NEMVE11807, NEMVE11775, NEMVE12713, NEMVE11553	YEAST04046
OG0010570	NEMVE10617	YEAST03006
OG0010841	NEMVE04214	YEAST05695
OG0010876	NEMVE23204	YEAST02678
OG0010980	NEMVE08863	YEAST00370
OG0011003	NEMVE13194	YEAST03808
OG0011087	NEMVE03271	YEAST06300, YEAST02632
OG0011111	NEMVE22703, NEMVE11683	YEAST00210
OG0011216	NEMVE10086	YEAST02293
OG0011258	NEMVE07423	YEAST02930
OG0011313	NEMVE25515	YEAST03172
OG0011334	NEMVE03720, NEMVE11330	YEAST01779
OG0011371	NEMVE00313, NEMVE03982	YEAST01766
OG0011375	NEMVE14936	YEAST03348
OG0011414	NEMVE15836	YEAST04503
OG0011464	NEMVE04340, NEMVE04034, NEMVE03556	YEAST01096
OG0011734	NEMVE22243	YEAST04911
OG0011920	NEMVE23676	YEAST05132
OG0011960	NEMVE16367, NEMVE11389, NEMVE12963	YEAST01713
