Orthogroup	NEMVE	OWEFU
OG0000049	NEMVE16905, NEMVE16051, NEMVE24775, NEMVE01999, NEMVE16789, NEMVE16790, NEMVE16128, NEMVE01975, NEMVE02047, NEMVE16717, NEMVE08586, NEMVE23821, NEMVE10283, NEMVE01510, NEMVE06990, NEMVE03443, NEMVE05693, NEMVE00604, NEMVE19016, NEMVE00041, NEMVE16082	OFUSG21750.1.p1, OFUSG17729.1.p1, OFUSG17727.1.p1, OFUSG17730.1.p1, OFUSG19421.1.p1, OFUSG19423.1.p1, OFUSG19424.1.p1
OG0000050	NEMVE20299	OFUSG14496.1.p1
OG0000051	NEMVE14426, NEMVE13406, NEMVE08489, NEMVE22548	OFUSG17623.1.p1, OFUSG24736.1.p1
OG0000053	NEMVE21440	OFUSG05561.1.p1
OG0000054	NEMVE01268	OFUSG08102.2.p1, OFUSG08102.1.p1
OG0000054	NEMVE15086, NEMVE10916	OFUSG09960.1.p1, OFUSG09960.2.p1, OFUSG09960.4.p1, OFUSG09960.5.p1, OFUSG09960.3.p1
OG0000054	NEMVE05466	OFUSG23922.1.p1, OFUSG23922.2.p1, OFUSG23922.3.p1, OFUSG13461.1.p1, OFUSG13461.2.p1, OFUSG22292.2.p1, OFUSG22292.1.p1, OFUSG00951.1.p1, OFUSG00949.1.p1
OG0000056	NEMVE01724, NEMVE05835, NEMVE01653	OFUSG17281.1.p1
OG0000056	NEMVE01503, NEMVE04541	OFUSG00880.1.p1, OFUSG00880.2.p1
OG0000056	NEMVE11865, NEMVE19274, NEMVE04833, NEMVE10670	OFUSG19663.1.p1
OG0000056	NEMVE04649, NEMVE01116	OFUSG09997.1.p1, OFUSG11656.1.p1, OFUSG14011.1.p1, OFUSG00149.1.p1
OG0000056	NEMVE16764, NEMVE18863, NEMVE02201	OFUSG01275.1.p1
OG0000056	NEMVE19957, NEMVE15228	OFUSG00148.1.p1
OG0000057	NEMVE05190, NEMVE02467, NEMVE05216, NEMVE05223, NEMVE05204, NEMVE05225, NEMVE12328, NEMVE05177, NEMVE05220, NEMVE03446, NEMVE07617, NEMVE07622, NEMVE25939, NEMVE23329, NEMVE05208, NEMVE02722, NEMVE16190	OFUSG18495.1.p1
OG0000057	NEMVE06313	OFUSG10127.1.p1
OG0000057	NEMVE11524, NEMVE08932, NEMVE10300, NEMVE12366, NEMVE08787	OFUSG08808.1.p1
OG0000057	NEMVE03666, NEMVE05232, NEMVE03773, NEMVE06120, NEMVE03690, NEMVE06136, NEMVE06127, NEMVE06129, NEMVE05191, NEMVE03726, NEMVE05196, NEMVE05197, NEMVE05233, NEMVE09737, NEMVE05189, NEMVE05210, NEMVE03728	OFUSG16420.2.p1, OFUSG16420.3.p1, OFUSG16419.2.p1, OFUSG16420.1.p1, OFUSG16419.1.p1, OFUSG16418.1.p1
OG0000057	NEMVE08590, NEMVE08584, NEMVE02970, NEMVE11676	OFUSG02050.1.p1, OFUSG18016.1.p1, OFUSG01943.1.p1, OFUSG22981.1.p1, OFUSG23264.1.p1, OFUSG15744.1.p1, OFUSG15744.2.p1, OFUSG15743.1.p1, OFUSG15746.1.p1, OFUSG15746.2.p1, OFUSG15747.1.p1, OFUSG12096.1.p1, OFUSG12095.1.p1, OFUSG17581.1.p1
OG0000057	NEMVE10389, NEMVE10288, NEMVE05767, NEMVE05753, NEMVE07561, NEMVE16869, NEMVE12777, NEMVE13925, NEMVE09515, NEMVE17706	OFUSG08336.1.p1
OG0000058	NEMVE13151	OFUSG06504.1.p1
OG0000059	NEMVE15315, NEMVE02009, NEMVE06154	OFUSG05392.2.p1, OFUSG05392.1.p1, OFUSG21274.1.p1, OFUSG08142.1.p1, OFUSG02786.1.p1, OFUSG02785.1.p1
OG0000060	NEMVE15983, NEMVE23420, NEMVE00402	OFUSG21371.2.p1, OFUSG21371.1.p1
OG0000060	NEMVE00070, NEMVE04978, NEMVE04891, NEMVE14352, NEMVE05019, NEMVE21993, NEMVE15088	OFUSG25748.1.p1, OFUSG06220.1.p1, OFUSG06220.2.p1, OFUSG22689.1.p1, OFUSG15770.2.p1, OFUSG15770.1.p1, OFUSG17254.1.p1, OFUSG17256.1.p1, OFUSG07484.1.p1, OFUSG07264.1.p1, OFUSG04665.1.p1, OFUSG04666.1.p1, OFUSG13147.1.p1, OFUSG04875.1.p1
OG0000060	NEMVE09694	OFUSG09429.1.p1
OG0000060	NEMVE01006, NEMVE11210, NEMVE00908, NEMVE18881, NEMVE00777	OFUSG08326.1.p1, OFUSG08326.2.p1
OG0000062	NEMVE10327	OFUSG20078.1.p1, OFUSG20078.2.p1
OG0000062	NEMVE14126	OFUSG20834.1.p1, OFUSG20834.2.p1, OFUSG05008.1.p1
OG0000063	NEMVE05614	OFUSG17109.2.p1, OFUSG17109.1.p1
OG0000063	NEMVE00961	OFUSG05823.2.p1, OFUSG05823.1.p1
OG0000063	NEMVE18393	OFUSG22244.1.p1
OG0000064	NEMVE17833	OFUSG14686.1.p1
OG0000064	NEMVE19911, NEMVE17597, NEMVE15687	OFUSG18700.1.p1, OFUSG11503.1.p1, OFUSG24568.1.p1, OFUSG14688.1.p1, OFUSG24348.1.p1, OFUSG04845.1.p1, OFUSG24050.1.p1
OG0000065	NEMVE02128, NEMVE02142, NEMVE07842, NEMVE11941, NEMVE09169, NEMVE17235, NEMVE07009, NEMVE07010, NEMVE01667, NEMVE07812, NEMVE11483, NEMVE06777, NEMVE05666, NEMVE09396, NEMVE07281, NEMVE13551	OFUSG24566.1.p1, OFUSG01112.2.p1, OFUSG01112.1.p1, OFUSG16135.1.p1, OFUSG23345.1.p1, OFUSG00693.1.p1, OFUSG07648.1.p1, OFUSG07643.1.p1, OFUSG22574.1.p1, OFUSG23358.1.p1, OFUSG12395.1.p1, OFUSG23801.1.p1, OFUSG23802.1.p1, OFUSG23800.1.p1, OFUSG01605.1.p1, OFUSG15392.1.p1, OFUSG01606.1.p1, OFUSG01817.1.p1, OFUSG16109.1.p1, OFUSG08606.1.p1, OFUSG25251.1.p1, OFUSG10638.1.p1, OFUSG03941.1.p1, OFUSG20646.1.p1, OFUSG26222.1.p1, OFUSG00747.1.p1, OFUSG00365.1.p1, OFUSG20533.1.p1, OFUSG15764.2.p1, OFUSG15764.4.p1, OFUSG15764.3.p1, OFUSG15764.1.p1, OFUSG13353.1.p1, OFUSG22698.1.p1, OFUSG15763.1.p1, OFUSG02049.1.p1, OFUSG22680.1.p1, OFUSG22697.1.p1, OFUSG16096.1.p1, OFUSG15767.1.p1, OFUSG12866.1.p1, OFUSG09226.1.p1, OFUSG09226.2.p1, OFUSG25542.1.p1, OFUSG21873.1.p1, OFUSG21872.1.p1, OFUSG07631.1.p1, OFUSG23384.1.p1, OFUSG15143.1.p1, OFUSG15928.1.p1, OFUSG00649.1.p1, OFUSG25620.1.p1, OFUSG08202.1.p1, OFUSG19583.1.p1, OFUSG13387.1.p1, OFUSG05640.1.p1, OFUSG08086.1.p1, OFUSG08011.1.p1
OG0000066	NEMVE03297	OFUSG15075.1.p1
OG0000066	NEMVE00589	OFUSG16714.1.p1
OG0000066	NEMVE04595, NEMVE10342, NEMVE05434, NEMVE11135, NEMVE09963, NEMVE09584, NEMVE08347, NEMVE05616, NEMVE09280	OFUSG01773.1.p1, OFUSG01842.1.p1, OFUSG18415.1.p2, OFUSG18410.1.p1, OFUSG01823.1.p1, OFUSG01911.1.p1, OFUSG18410.2.p1, OFUSG18412.1.p2, OFUSG26741.1.p1, OFUSG26737.1.p1, OFUSG25402.1.p1, OFUSG26742.1.p1, OFUSG13079.1.p1
OG0000066	NEMVE02340, NEMVE12842, NEMVE06117, NEMVE06114	OFUSG25914.1.p1
OG0000066	NEMVE02346, NEMVE08126, NEMVE06588	OFUSG00863.1.p1
OG0000066	NEMVE02344, NEMVE04896, NEMVE07202, NEMVE08935, NEMVE01845	OFUSG04883.1.p1, OFUSG04882.1.p1, OFUSG04885.1.p2, OFUSG21263.1.p1
OG0000066	NEMVE02094, NEMVE00829	OFUSG23527.1.p1
OG0000066	NEMVE08140	OFUSG09162.1.p1
OG0000066	NEMVE14665	OFUSG07546.1.p1, OFUSG14827.1.p1, OFUSG13498.2.p1, OFUSG13498.1.p1
OG0000066	NEMVE09456	OFUSG02267.1.p1
OG0000066	NEMVE04598, NEMVE11961	OFUSG03611.1.p1
OG0000066	NEMVE12179, NEMVE06397, NEMVE00621, NEMVE08193, NEMVE01410	OFUSG00570.1.p1
OG0000066	NEMVE05988, NEMVE19300	OFUSG14092.1.p1
OG0000067	NEMVE10714	OFUSG01517.1.p1, OFUSG21774.1.p1
OG0000067	NEMVE09992, NEMVE05352, NEMVE17696, NEMVE13081, NEMVE04875	OFUSG26465.1.p1, OFUSG08423.2.p1, OFUSG08423.3.p1, OFUSG08423.1.p1
OG0000067	NEMVE14139, NEMVE14099	OFUSG07801.1.p1, OFUSG07801.2.p1, OFUSG09800.1.p1
OG0000068	NEMVE24661, NEMVE20048	OFUSG19455.1.p1, OFUSG06649.2.p1, OFUSG06649.1.p1
OG0000069	NEMVE21932, NEMVE14181, NEMVE11511	OFUSG26968.1.p1
OG0000070	NEMVE23951, NEMVE09231, NEMVE05946	OFUSG12766.1.p1, OFUSG13486.2.p1, OFUSG13486.1.p1, OFUSG01308.1.p1, OFUSG01308.2.p1
OG0000070	NEMVE06972, NEMVE04610	OFUSG09432.1.p1
OG0000071	NEMVE09343, NEMVE08194, NEMVE08188, NEMVE03118, NEMVE12180, NEMVE22137, NEMVE06093, NEMVE06110, NEMVE16393, NEMVE06411, NEMVE16385, NEMVE06394, NEMVE03557, NEMVE06403, NEMVE11425, NEMVE00556, NEMVE14043	OFUSG17876.1.p1, OFUSG17876.2.p1, OFUSG10287.1.p1
OG0000071	NEMVE22171	OFUSG13633.1.p1, OFUSG18328.1.p1
OG0000071	NEMVE06891	OFUSG10230.1.p1
OG0000071	NEMVE05393, NEMVE01736	OFUSG08527.1.p1
OG0000071	NEMVE08129, NEMVE05963	OFUSG18279.1.p1, OFUSG18280.1.p1, OFUSG18277.1.p1, OFUSG13697.1.p1, OFUSG09087.1.p1
OG0000071	NEMVE00664	OFUSG08108.1.p1
OG0000071	NEMVE03090	OFUSG01197.1.p1
OG0000071	NEMVE04860	OFUSG06471.1.p1
OG0000071	NEMVE23762, NEMVE04901	OFUSG17431.1.p1, OFUSG17011.1.p1, OFUSG17010.1.p1, OFUSG08342.1.p1, OFUSG25772.1.p1, OFUSG15787.1.p1, OFUSG16028.1.p2, OFUSG18632.1.p1, OFUSG13731.1.p1
OG0000071	NEMVE06255, NEMVE00198, NEMVE17345, NEMVE07477, NEMVE06001, NEMVE09927, NEMVE09287, NEMVE13057, NEMVE09780, NEMVE13751, NEMVE03594	OFUSG19432.1.p1
OG0000072	NEMVE01460	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1
OG0000072	NEMVE07818	OFUSG02679.1.p1, OFUSG02679.2.p1
OG0000072	NEMVE18743	OFUSG08305.1.p1, OFUSG23415.1.p1
OG0000075	NEMVE13100	OFUSG16504.1.p1
OG0000075	NEMVE15115	OFUSG13755.2.p1, OFUSG13755.1.p1
OG0000075	NEMVE21913	OFUSG26879.2.p1, OFUSG26879.1.p1
OG0000075	NEMVE18051	OFUSG16171.1.p1, OFUSG16171.2.p1
OG0000075	NEMVE24197	OFUSG06373.1.p1
OG0000075	NEMVE22411	OFUSG05709.1.p1
OG0000075	NEMVE17771	OFUSG18892.2.p1, OFUSG18892.1.p1
OG0000075	NEMVE07707	OFUSG19094.1.p1
OG0000077	NEMVE04990	OFUSG19468.1.p1, OFUSG05894.1.p1, OFUSG00358.1.p1, OFUSG06145.1.p1, OFUSG05945.4.p1, OFUSG05945.3.p1, OFUSG05945.2.p1, OFUSG05945.1.p1, OFUSG04692.1.p1, OFUSG05776.1.p1, OFUSG24718.1.p1, OFUSG19471.1.p1, OFUSG19327.1.p1, OFUSG06337.1.p1, OFUSG24311.1.p1
OG0000078	NEMVE17207	OFUSG04718.1.p1
OG0000078	NEMVE20033	OFUSG16348.1.p1, OFUSG16350.1.p1, OFUSG04342.1.p1, OFUSG04340.1.p1, OFUSG04336.1.p1, OFUSG16350.2.p1, OFUSG16350.3.p1, OFUSG14729.1.p1, OFUSG25407.3.p1, OFUSG25407.2.p1, OFUSG25408.1.p1, OFUSG25407.1.p1, OFUSG06117.1.p1, OFUSG13932.1.p1, OFUSG09478.1.p1, OFUSG04630.1.p1, OFUSG00727.1.p1
OG0000079	NEMVE07219, NEMVE03189	OFUSG21029.1.p1
OG0000079	NEMVE02220	OFUSG23598.1.p1, OFUSG13995.1.p1, OFUSG00197.1.p1, OFUSG00197.2.p1, OFUSG13998.1.p1
OG0000079	NEMVE08009	OFUSG24101.1.p1
OG0000081	NEMVE01072	OFUSG16424.1.p1, OFUSG09104.3.p1, OFUSG09104.1.p1, OFUSG09104.2.p1, OFUSG05420.1.p1, OFUSG05002.1.p1, OFUSG24784.1.p1, OFUSG21093.1.p1
OG0000082	NEMVE19066	OFUSG08036.1.p1
OG0000082	NEMVE05388	OFUSG05603.1.p1
OG0000082	NEMVE14867, NEMVE15134	OFUSG21176.1.p1, OFUSG21175.1.p1
OG0000082	NEMVE22355	OFUSG21079.1.p1, OFUSG10604.1.p1
OG0000083	NEMVE12859, NEMVE06053, NEMVE08070, NEMVE09935, NEMVE03051, NEMVE02455, NEMVE08434, NEMVE06040, NEMVE03091	OFUSG03380.1.p1, OFUSG03380.2.p1, OFUSG00967.1.p1
OG0000083	NEMVE19216	OFUSG01946.1.p1, OFUSG01948.1.p1, OFUSG15718.1.p1, OFUSG15670.1.p1, OFUSG02089.1.p1, OFUSG15713.1.p1, OFUSG15719.1.p1, OFUSG15669.1.p1, OFUSG22685.1.p1, OFUSG02135.1.p1, OFUSG02088.1.p1, OFUSG02066.1.p1, OFUSG15714.1.p1, OFUSG22686.1.p1, OFUSG22684.1.p1, OFUSG02760.1.p1, OFUSG14324.1.p1, OFUSG15219.1.p1, OFUSG03973.1.p1, OFUSG20913.1.p1
OG0000084	NEMVE25083, NEMVE02496, NEMVE03047, NEMVE03526, NEMVE00179, NEMVE00159, NEMVE02096, NEMVE04809, NEMVE15190, NEMVE01631	OFUSG10549.1.p1, OFUSG18518.1.p1, OFUSG18517.1.p1, OFUSG10518.1.p1
OG0000084	NEMVE00575	OFUSG10734.1.p1
OG0000084	NEMVE07901	OFUSG10136.1.p1
OG0000085	NEMVE09794, NEMVE03205	OFUSG23228.1.p1, OFUSG17240.1.p1
OG0000085	NEMVE07289	OFUSG24119.1.p1
OG0000085	NEMVE07695, NEMVE08967, NEMVE08972	OFUSG04918.1.p1
OG0000085	NEMVE18682, NEMVE18681	OFUSG15502.1.p1
OG0000085	NEMVE00067	OFUSG00479.1.p1
OG0000087	NEMVE09998	OFUSG13953.1.p1
OG0000087	NEMVE14074	OFUSG13949.1.p1
OG0000087	NEMVE12577	OFUSG13948.1.p1
OG0000087	NEMVE07184	OFUSG12025.1.p1
OG0000087	NEMVE13354	OFUSG04733.1.p1
OG0000087	NEMVE03416	OFUSG16016.1.p1
OG0000087	NEMVE02951	OFUSG06740.2.p1, OFUSG06740.1.p1
OG0000087	NEMVE25319	OFUSG18253.1.p1
OG0000087	NEMVE20307	OFUSG19306.1.p1, OFUSG19306.2.p1
OG0000087	NEMVE01934	OFUSG19309.2.p1, OFUSG19309.1.p1
OG0000088	NEMVE24299	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1
OG0000089	NEMVE15803	OFUSG00843.1.p1, OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1
OG0000090	NEMVE05578	OFUSG04601.1.p1, OFUSG17051.2.p1, OFUSG17051.1.p1, OFUSG07976.1.p1
OG0000090	NEMVE02406, NEMVE14267	OFUSG17931.1.p1
OG0000090	NEMVE23372	OFUSG10405.1.p1
OG0000090	NEMVE02391	OFUSG16470.1.p1, OFUSG19322.1.p1
OG0000091	NEMVE05463, NEMVE05476, NEMVE13252	OFUSG04820.1.p1, OFUSG07948.1.p1, OFUSG12748.1.p1, OFUSG16501.1.p1, OFUSG09748.1.p1, OFUSG15287.1.p1, OFUSG21197.1.p1, OFUSG12747.1.p1, OFUSG00427.1.p1, OFUSG13208.1.p1, OFUSG02153.1.p1, OFUSG01959.1.p1, OFUSG01956.2.p1, OFUSG01956.1.p1, OFUSG14844.1.p1, OFUSG05335.1.p1, OFUSG01958.1.p1, OFUSG01955.1.p1, OFUSG07415.1.p1, OFUSG07415.2.p1, OFUSG07949.1.p1
OG0000093	NEMVE00805, NEMVE08071	OFUSG03214.1.p1
OG0000094	NEMVE05621	OFUSG06104.1.p1
OG0000094	NEMVE03407, NEMVE03409, NEMVE03406	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1
OG0000095	NEMVE15802, NEMVE10556, NEMVE02903, NEMVE22347, NEMVE15792, NEMVE05620, NEMVE06820, NEMVE05611	OFUSG11139.1.p1, OFUSG11139.2.p1, OFUSG20731.1.p1, OFUSG10751.1.p1, OFUSG10752.1.p1, OFUSG05076.1.p1, OFUSG05077.1.p1, OFUSG04927.1.p1, OFUSG04834.1.p1, OFUSG05311.1.p1, OFUSG05311.3.p1, OFUSG05311.2.p1, OFUSG23053.1.p1, OFUSG20564.2.p1, OFUSG20564.1.p1, OFUSG06065.1.p1, OFUSG03477.1.p1, OFUSG05320.1.p1
OG0000096	NEMVE15121	OFUSG14354.1.p1
OG0000096	NEMVE14782	OFUSG06591.1.p1
OG0000096	NEMVE22574	OFUSG12705.1.p1
OG0000096	NEMVE22432	OFUSG09090.1.p1
OG0000096	NEMVE25573	OFUSG08225.1.p1
OG0000096	NEMVE14773	OFUSG00268.1.p1
OG0000098	NEMVE25900	OFUSG19724.1.p1, OFUSG12695.1.p1
OG0000098	NEMVE07244, NEMVE05378	OFUSG09622.1.p1, OFUSG09623.1.p1
OG0000099	NEMVE10616, NEMVE07524, NEMVE01647, NEMVE02992	OFUSG03329.1.p1, OFUSG02795.1.p1
OG0000099	NEMVE07525, NEMVE20970	OFUSG11416.1.p1
OG0000101	NEMVE09668, NEMVE18669, NEMVE09674, NEMVE09673, NEMVE09675, NEMVE09670, NEMVE14294, NEMVE01377, NEMVE13283, NEMVE10270, NEMVE14668, NEMVE10030, NEMVE00231, NEMVE06943, NEMVE05036, NEMVE08533	OFUSG17826.1.p1, OFUSG17826.2.p1, OFUSG17827.1.p1, OFUSG26221.1.p1, OFUSG19071.1.p1
OG0000101	NEMVE18515	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1
OG0000102	NEMVE01554, NEMVE04730	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1
OG0000103	NEMVE06305	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1
OG0000103	NEMVE09043	OFUSG10643.2.p1, OFUSG10643.1.p1
OG0000104	NEMVE07990	OFUSG23222.1.p1, OFUSG23223.1.p1
OG0000104	NEMVE01265	OFUSG17041.2.p1, OFUSG17041.1.p1
OG0000104	NEMVE01905	OFUSG09600.1.p1, OFUSG17170.1.p1
OG0000104	NEMVE06744	OFUSG09069.1.p1
OG0000104	NEMVE00656, NEMVE11959, NEMVE06478, NEMVE02810, NEMVE06126	OFUSG06025.1.p1
OG0000104	NEMVE01917	OFUSG00719.1.p1
OG0000105	NEMVE16845	OFUSG05787.1.p1
OG0000106	NEMVE07221, NEMVE07805	OFUSG20665.1.p1, OFUSG20644.1.p1
OG0000106	NEMVE16024	OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1
OG0000107	NEMVE02891, NEMVE02920	OFUSG26967.1.p1
OG0000110	NEMVE00979, NEMVE07027, NEMVE03143, NEMVE24541, NEMVE22920, NEMVE12064, NEMVE15426, NEMVE10514	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1
OG0000110	NEMVE13920, NEMVE12399	OFUSG25344.1.p1, OFUSG25344.2.p1, OFUSG11146.1.p1
OG0000112	NEMVE05715	OFUSG19038.1.p1, OFUSG19040.1.p1, OFUSG19039.1.p1, OFUSG18414.2.p1, OFUSG18414.1.p1, OFUSG00788.1.p1, OFUSG00731.1.p1, OFUSG00732.1.p1, OFUSG00733.1.p1, OFUSG01199.1.p1, OFUSG17916.1.p1, OFUSG21972.1.p1, OFUSG10506.1.p1, OFUSG10505.1.p1, OFUSG20325.1.p1, OFUSG20270.1.p1, OFUSG20800.1.p1, OFUSG20865.1.p1, OFUSG20519.1.p1, OFUSG20866.1.p1, OFUSG20866.2.p1, OFUSG22160.1.p1, OFUSG18086.1.p1, OFUSG18085.2.p1, OFUSG18085.1.p1, OFUSG18087.1.p1, OFUSG13422.1.p1
OG0000114	NEMVE07046, NEMVE14943	OFUSG00886.1.p1, OFUSG16486.1.p1
OG0000115	NEMVE02947, NEMVE06325, NEMVE06294, NEMVE03412	OFUSG09457.1.p1, OFUSG18223.2.p1, OFUSG18223.1.p1, OFUSG18223.3.p1, OFUSG24081.1.p1, OFUSG24081.2.p1, OFUSG13000.1.p1, OFUSG03979.1.p1, OFUSG05176.1.p1, OFUSG10202.1.p1, OFUSG05183.1.p1, OFUSG10433.2.p1, OFUSG10433.3.p1, OFUSG10433.1.p1
OG0000115	NEMVE17903	OFUSG14791.1.p1, OFUSG03982.1.p1, OFUSG26743.1.p1, OFUSG26734.1.p1, OFUSG26744.1.p1, OFUSG14792.1.p1, OFUSG13004.1.p1
OG0000116	NEMVE00509, NEMVE00502	OFUSG16925.1.p1, OFUSG16925.2.p1
OG0000117	NEMVE21138	OFUSG12664.2.p1, OFUSG12664.1.p1
OG0000117	NEMVE03338	OFUSG00047.1.p1
OG0000117	NEMVE06031, NEMVE08079	OFUSG18122.1.p1
OG0000119	NEMVE22896	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1
OG0000119	NEMVE15248	OFUSG16287.1.p1
OG0000120	NEMVE11644	OFUSG16652.3.p1, OFUSG16652.2.p1, OFUSG16652.1.p1, OFUSG16652.4.p1
OG0000120	NEMVE00782, NEMVE02368, NEMVE04669, NEMVE00835, NEMVE08544, NEMVE10923, NEMVE00767, NEMVE07384, NEMVE08536, NEMVE12836, NEMVE08594, NEMVE10917	OFUSG12358.1.p1, OFUSG12359.1.p1, OFUSG06773.1.p1, OFUSG12360.1.p1
OG0000121	NEMVE22381	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1
OG0000121	NEMVE08130, NEMVE14214	OFUSG26631.2.p1, OFUSG26631.1.p1, OFUSG26625.2.p1, OFUSG26625.1.p1, OFUSG14379.1.p1
OG0000121	NEMVE03127, NEMVE09919	OFUSG04235.1.p1
OG0000122	NEMVE05937, NEMVE10909	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1
OG0000123	NEMVE01684	OFUSG21285.1.p1
OG0000124	NEMVE24720	OFUSG17860.1.p1
OG0000124	NEMVE14854	OFUSG17649.1.p1
OG0000126	NEMVE07689	OFUSG02680.1.p1
OG0000126	NEMVE08729, NEMVE02964	OFUSG13809.1.p1
OG0000126	NEMVE00909	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1
OG0000126	NEMVE02955	OFUSG08618.1.p1, OFUSG07602.1.p1
OG0000127	NEMVE24353	OFUSG13933.1.p1
OG0000127	NEMVE22473	OFUSG14194.1.p1
OG0000127	NEMVE06686, NEMVE13457	OFUSG17604.1.p1
OG0000127	NEMVE22419	OFUSG10843.1.p1
OG0000127	NEMVE06422, NEMVE00274, NEMVE08437	OFUSG12542.1.p1
OG0000127	NEMVE08799	OFUSG00465.1.p1
OG0000128	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927	OFUSG08989.1.p1, OFUSG08988.1.p1, OFUSG08990.1.p1, OFUSG25804.1.p1, OFUSG25332.1.p1, OFUSG25334.1.p1, OFUSG00562.1.p1
OG0000129	NEMVE05043	OFUSG03321.1.p1, OFUSG03321.2.p1, OFUSG19181.1.p1, OFUSG19181.2.p1, OFUSG12088.1.p1, OFUSG12519.1.p1
OG0000129	NEMVE14958	OFUSG25789.1.p1, OFUSG04265.2.p1, OFUSG04265.1.p1, OFUSG14340.1.p1
OG0000130	NEMVE01604, NEMVE15775, NEMVE03747	OFUSG05908.1.p1
OG0000130	NEMVE06584, NEMVE05300, NEMVE10363, NEMVE19712, NEMVE09669, NEMVE17089, NEMVE10460	OFUSG02046.1.p1, OFUSG03470.1.p1, OFUSG11271.1.p1, OFUSG14886.1.p1
OG0000131	NEMVE07984, NEMVE05410	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1, OFUSG15835.1.p1
OG0000131	NEMVE20141	OFUSG21951.1.p1
OG0000132	NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916	OFUSG10605.1.p1
OG0000133	NEMVE17437	OFUSG25885.1.p1, OFUSG25886.1.p1, OFUSG08138.1.p1, OFUSG22893.1.p1, OFUSG22891.1.p1, OFUSG22923.1.p1, OFUSG22919.1.p1, OFUSG22925.1.p1, OFUSG22918.1.p1, OFUSG22917.1.p1, OFUSG22892.1.p1, OFUSG22894.1.p1, OFUSG22895.1.p1, OFUSG23055.1.p1, OFUSG00476.1.p1, OFUSG24943.1.p1, OFUSG23102.1.p1, OFUSG23103.1.p1
