Orthogroup	NEMVE	HUMAN
OG0000137	NEMVE20817, NEMVE18407	HUMAN28180, HUMAN25590, HUMAN25594
OG0000137	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935	HUMAN23088, HUMAN13481, HUMAN25150, HUMAN25149
OG0000139	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194	HUMAN26414
OG0000140	NEMVE07307	HUMAN27223
OG0000140	NEMVE16491	HUMAN03912, HUMAN03911, HUMAN03907, HUMAN06859, HUMAN04225
OG0000145	NEMVE14111	HUMAN16162
OG0000147	NEMVE01930	HUMAN11823, HUMAN00217, HUMAN18499, HUMAN00218
OG0000147	NEMVE13815	HUMAN24559, HUMAN27635
OG0000147	NEMVE14266	HUMAN02299
OG0000147	NEMVE15010	HUMAN18714, HUMAN18712
OG0000148	NEMVE23582, NEMVE05630	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389, HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229, HUMAN06230
OG0000149	NEMVE02950, NEMVE00060, NEMVE07321	HUMAN23614, HUMAN23616, HUMAN23619
OG0000149	NEMVE08530, NEMVE21291	HUMAN10034, HUMAN23690
OG0000149	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954	HUMAN22790
OG0000151	NEMVE14638	HUMAN14595, HUMAN29381, HUMAN29382, HUMAN24889, HUMAN01320
OG0000151	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973
OG0000151	NEMVE23696	HUMAN29073, HUMAN01218, HUMAN01219
OG0000155	NEMVE19500, NEMVE11462, NEMVE00815	HUMAN25690, HUMAN25689
OG0000155	NEMVE19985, NEMVE14842	HUMAN00775, HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771
OG0000157	NEMVE24250	HUMAN28808, HUMAN14307
OG0000157	NEMVE14302	HUMAN01369, HUMAN20932, HUMAN26487, HUMAN19863, HUMAN20935, HUMAN26485, HUMAN01368
OG0000157	NEMVE22690	HUMAN11058, HUMAN11059
OG0000158	NEMVE19203, NEMVE24928	HUMAN02259, HUMAN02258, HUMAN02257, HUMAN02214, HUMAN02213, HUMAN02058, HUMAN02060, HUMAN02059, HUMAN29068, HUMAN02261, HUMAN02256, HUMAN02260, HUMAN19321, HUMAN25759, HUMAN27804
OG0000159	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600	HUMAN27903
OG0000159	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227	HUMAN29307
OG0000159	NEMVE08562	HUMAN04389, HUMAN23217, HUMAN11668
OG0000160	NEMVE13435, NEMVE07078, NEMVE05120	HUMAN18884, HUMAN18883
OG0000160	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781
OG0000163	NEMVE23040, NEMVE12529, NEMVE24450	HUMAN20181, HUMAN13484, HUMAN13482, HUMAN13483
OG0000163	NEMVE12704, NEMVE13131	HUMAN12888, HUMAN06524, HUMAN26092
OG0000164	NEMVE18535	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	NEMVE01276, NEMVE18257	HUMAN22846, HUMAN23999
OG0000166	NEMVE13422, NEMVE21827	HUMAN19484
OG0000166	NEMVE03435, NEMVE02015, NEMVE05833	HUMAN10732, HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174
OG0000168	NEMVE11950, NEMVE10581, NEMVE12729, NEMVE21914, NEMVE11814	HUMAN04352
OG0000168	NEMVE12386, NEMVE14100, NEMVE08169	HUMAN17049, HUMAN15865, HUMAN15864
OG0000169	NEMVE11847	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789
OG0000171	NEMVE02961	HUMAN12335
OG0000171	NEMVE13315	HUMAN23027
OG0000172	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433	HUMAN09786, HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598, HUMAN19177
OG0000173	NEMVE08851	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381
OG0000174	NEMVE06970	HUMAN13871, HUMAN18009
OG0000175	NEMVE08062	HUMAN22641, HUMAN22640
OG0000175	NEMVE00450, NEMVE15112	HUMAN27828, HUMAN27827
OG0000179	NEMVE18776	HUMAN23712, HUMAN09621
OG0000179	NEMVE07348	HUMAN22996
OG0000179	NEMVE15362	HUMAN17836
OG0000180	NEMVE17226, NEMVE07670	HUMAN27480, HUMAN07523, HUMAN30008
OG0000181	NEMVE24124	HUMAN06326, HUMAN06327, HUMAN02594
OG0000181	NEMVE23021	HUMAN26916, HUMAN21065
OG0000181	NEMVE13666, NEMVE22609	HUMAN08369
OG0000182	NEMVE19657, NEMVE19159, NEMVE17733	HUMAN03114
OG0000183	NEMVE11293	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	NEMVE10854	HUMAN05463
OG0000183	NEMVE13332	HUMAN19339, HUMAN19578
OG0000184	NEMVE03203, NEMVE02061	HUMAN02121
OG0000184	NEMVE14657, NEMVE21989	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	NEMVE22342	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	NEMVE24028	HUMAN11020, HUMAN08224, HUMAN23184, HUMAN16695
OG0000186	NEMVE20616, NEMVE25738, NEMVE21024, NEMVE18157	HUMAN00084
OG0000186	NEMVE05720	HUMAN16942
OG0000186	NEMVE13342	HUMAN02832
OG0000188	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520	HUMAN01044, HUMAN01045
OG0000188	NEMVE13624	HUMAN27535, HUMAN03482, HUMAN23029
OG0000188	NEMVE06764	HUMAN27536
OG0000191	NEMVE23068	HUMAN16841, HUMAN16840
OG0000191	NEMVE19938	HUMAN28068
OG0000191	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682	HUMAN28067, HUMAN19059, HUMAN16651, HUMAN00619
OG0000192	NEMVE05593	HUMAN18173, HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	NEMVE13792	HUMAN29457
OG0000192	NEMVE01940	HUMAN10321
OG0000193	NEMVE10259, NEMVE11693, NEMVE07643	HUMAN05476, HUMAN05474, HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576
OG0000194	NEMVE11646, NEMVE08721	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000195	NEMVE15098	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624
OG0000199	NEMVE06018	HUMAN23978, HUMAN23979, HUMAN23972, HUMAN23974, HUMAN23976, HUMAN23962, HUMAN23961, HUMAN23965, HUMAN23963, HUMAN23969, HUMAN23970, HUMAN23967, HUMAN23975, HUMAN23977, HUMAN23971, HUMAN23973, HUMAN23964, HUMAN23966, HUMAN23968, HUMAN23980, HUMAN23981, HUMAN23982
OG0000200	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943	HUMAN24423, HUMAN24424, HUMAN14051, HUMAN24422, HUMAN14049, HUMAN14047, HUMAN14044, HUMAN14039, HUMAN14041, HUMAN14045, HUMAN14043, HUMAN02149, HUMAN21772
OG0000201	NEMVE09097	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	NEMVE18189, NEMVE09350	HUMAN12208, HUMAN12206, HUMAN19902
OG0000202	NEMVE18137, NEMVE01256	HUMAN27583, HUMAN12787, HUMAN26515, HUMAN18114, HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	NEMVE25285	HUMAN23097
OG0000203	NEMVE01883	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834	HUMAN21966, HUMAN00014
OG0000204	NEMVE04586, NEMVE13063	HUMAN18516
OG0000204	NEMVE08800	HUMAN05840, HUMAN05075, HUMAN18517
OG0000204	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981	HUMAN04275, HUMAN06256, HUMAN04282, HUMAN06995, HUMAN18515, HUMAN06257, HUMAN03860
OG0000205	NEMVE09132	HUMAN08496, HUMAN02469
OG0000205	NEMVE05941	HUMAN12678, HUMAN20579, HUMAN06361
OG0000205	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799
OG0000206	NEMVE15768	HUMAN03735
OG0000207	NEMVE14338, NEMVE18126	HUMAN13832, HUMAN19141, HUMAN28598, HUMAN00876, HUMAN21341, HUMAN02010
OG0000208	NEMVE01513, NEMVE06396	HUMAN19120, HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894, HUMAN11859, HUMAN11860
OG0000209	NEMVE04011, NEMVE00628, NEMVE03484, NEMVE21050, NEMVE16290, NEMVE16425, NEMVE18816	HUMAN10642, HUMAN10641
OG0000210	NEMVE14502	HUMAN01117
OG0000210	NEMVE08730	HUMAN22011, HUMAN22010
OG0000211	NEMVE13306	HUMAN05541
OG0000211	NEMVE08412	HUMAN18718
OG0000211	NEMVE13225	HUMAN23611
OG0000211	NEMVE10733	HUMAN14218, HUMAN10060
OG0000214	NEMVE18074, NEMVE19863, NEMVE25733	HUMAN12671
OG0000215	NEMVE19007	HUMAN23880, HUMAN18661
OG0000218	NEMVE06667, NEMVE11926, NEMVE02677	HUMAN21084, HUMAN05261
OG0000219	NEMVE04554, NEMVE04602	HUMAN21989
OG0000220	NEMVE15160	HUMAN03287
OG0000220	NEMVE06570, NEMVE06590	HUMAN28206
OG0000221	NEMVE01044, NEMVE13312	HUMAN21691, HUMAN00105, HUMAN00104
OG0000221	NEMVE05724	HUMAN18037, HUMAN20574
OG0000223	NEMVE05418	HUMAN28208, HUMAN16716
OG0000223	NEMVE21368, NEMVE09090	HUMAN17129, HUMAN03438, HUMAN03439, HUMAN17365
OG0000225	NEMVE22802, NEMVE01960	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	NEMVE10381	HUMAN18050
OG0000226	NEMVE25655	HUMAN16817
OG0000227	NEMVE09031	HUMAN18012, HUMAN26229
OG0000227	NEMVE06657, NEMVE07158	HUMAN14350, HUMAN09613, HUMAN09611
OG0000227	NEMVE07017, NEMVE03569, NEMVE03503	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	NEMVE18402, NEMVE24491	HUMAN11712, HUMAN04553, HUMAN04552, HUMAN04548
OG0000229	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629	HUMAN02983, HUMAN29674
OG0000230	NEMVE08205	HUMAN27790, HUMAN16569
OG0000231	NEMVE09601, NEMVE01545, NEMVE09855	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081
OG0000232	NEMVE22092	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027, HUMAN20432
OG0000233	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146	HUMAN28694, HUMAN28693
OG0000234	NEMVE11754, NEMVE21946, NEMVE11372	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653, HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	NEMVE16102, NEMVE05387	HUMAN09679, HUMAN22334, HUMAN07552, HUMAN17686, HUMAN22277
OG0000236	NEMVE06799	HUMAN01231
OG0000236	NEMVE08450	HUMAN25711
OG0000238	NEMVE12144	HUMAN10740
OG0000238	NEMVE01679, NEMVE14698, NEMVE17148	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630, HUMAN13821
OG0000239	NEMVE15715	HUMAN12749, HUMAN02988, HUMAN18073
OG0000239	NEMVE10508, NEMVE14103	HUMAN08545
OG0000239	NEMVE08852	HUMAN12754, HUMAN26078
OG0000242	NEMVE05130	HUMAN17637, HUMAN26476
OG0000244	NEMVE23766	HUMAN24979, HUMAN06221, HUMAN20455
OG0000244	NEMVE21797, NEMVE21081, NEMVE13759	HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992
OG0000245	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162
OG0000246	NEMVE09525, NEMVE24900	HUMAN15952
OG0000250	NEMVE10051	HUMAN13349, HUMAN13351
OG0000250	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373	HUMAN27668
OG0000250	NEMVE14142	HUMAN06114
OG0000251	NEMVE15024	HUMAN21878, HUMAN21879, HUMAN00428
OG0000251	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535	HUMAN21880, HUMAN18381, HUMAN29671, HUMAN00112, HUMAN21687
OG0000255	NEMVE09558	HUMAN30604, HUMAN30605
OG0000255	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921	HUMAN04286
OG0000256	NEMVE06790	HUMAN29239, HUMAN14982
OG0000257	NEMVE17110	HUMAN28535, HUMAN09663
OG0000258	NEMVE06308	HUMAN13200
OG0000258	NEMVE03906	HUMAN13201, HUMAN08490
OG0000258	NEMVE09736	HUMAN21035, HUMAN02853
OG0000258	NEMVE25195	HUMAN08489, HUMAN16922
OG0000260	NEMVE13152	HUMAN26833, HUMAN20959
OG0000260	NEMVE12262, NEMVE00014	HUMAN03777
OG0000261	NEMVE17834	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344
OG0000263	NEMVE02731	HUMAN25246, HUMAN25245
OG0000265	NEMVE14166	HUMAN29224
OG0000265	NEMVE22133	HUMAN06212
OG0000265	NEMVE00125, NEMVE14956	HUMAN06211
OG0000266	NEMVE17970	HUMAN10487, HUMAN10486
OG0000268	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005	HUMAN20566, HUMAN20565, HUMAN06897, HUMAN28950, HUMAN17752, HUMAN17746, HUMAN17747, HUMAN13867
OG0000269	NEMVE22828, NEMVE15262	HUMAN17779, HUMAN13131, HUMAN02926
OG0000270	NEMVE06642	HUMAN19510, HUMAN19509, HUMAN25405, HUMAN08280, HUMAN08281, HUMAN08279, HUMAN15869
OG0000273	NEMVE15051	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419
OG0000273	NEMVE12092, NEMVE06102	HUMAN16753, HUMAN16752
OG0000275	NEMVE10649	HUMAN18758, HUMAN18757, HUMAN08320
OG0000275	NEMVE23270	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390	HUMAN22311
OG0000277	NEMVE07555	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	NEMVE05309	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000278	NEMVE19249	HUMAN07375
OG0000278	NEMVE19287	HUMAN12098
OG0000278	NEMVE11833	HUMAN15042, HUMAN15043
OG0000278	NEMVE13169	HUMAN16991
OG0000280	NEMVE13585, NEMVE24119, NEMVE14846	HUMAN14956, HUMAN23588, HUMAN10086
OG0000280	NEMVE14600	HUMAN09733
OG0000281	NEMVE05496, NEMVE09742	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413
OG0000281	NEMVE11485, NEMVE06109, NEMVE02781	HUMAN23769, HUMAN23090, HUMAN23089
OG0000282	NEMVE18155	HUMAN22065
OG0000282	NEMVE06711, NEMVE06725	HUMAN02951, HUMAN12498
OG0000282	NEMVE09000	HUMAN17183
OG0000282	NEMVE07044	HUMAN03610
OG0000282	NEMVE08997	HUMAN22064
OG0000282	NEMVE03120, NEMVE08986	HUMAN03422
OG0000284	NEMVE09228	HUMAN01172, HUMAN24826, HUMAN14646
OG0000285	NEMVE19602	HUMAN12968
OG0000286	NEMVE22388	HUMAN21702
OG0000286	NEMVE17190	HUMAN05817
OG0000287	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519	HUMAN29109, HUMAN07582, HUMAN02188
OG0000288	NEMVE01052	HUMAN10017, HUMAN25535, HUMAN27850
OG0000289	NEMVE22048, NEMVE20877	HUMAN00853, HUMAN23391
OG0000295	NEMVE13612	HUMAN13492
OG0000296	NEMVE07167	HUMAN11442
OG0000296	NEMVE06937	HUMAN08613
OG0000296	NEMVE07171	HUMAN10103, HUMAN23742, HUMAN10104
OG0000296	NEMVE01953	HUMAN23238, HUMAN09898
OG0000296	NEMVE05527	HUMAN23176, HUMAN11443
OG0000297	NEMVE08136, NEMVE08886	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000298	NEMVE13191, NEMVE05181	HUMAN18547, HUMAN19996, HUMAN04931
OG0000299	NEMVE01544, NEMVE14250	HUMAN00611, HUMAN00610, HUMAN25580
OG0000301	NEMVE06233	HUMAN22694
OG0000301	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009	HUMAN13542
OG0000301	NEMVE13830	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693
OG0000301	NEMVE07722	HUMAN26951, HUMAN03228
OG0000302	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703	HUMAN17995
OG0000303	NEMVE00764, NEMVE09168	HUMAN15777
OG0000305	NEMVE13195	HUMAN06757
OG0000305	NEMVE22819	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374
OG0000306	NEMVE12646	HUMAN26268, HUMAN26267
OG0000307	NEMVE22339	HUMAN08959, HUMAN15785
OG0000307	NEMVE05619, NEMVE23281	HUMAN23554, HUMAN09389, HUMAN09383
OG0000308	NEMVE04922	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797
OG0000308	NEMVE02882, NEMVE07008	HUMAN00635
OG0000308	NEMVE14481, NEMVE22536	HUMAN23142
OG0000310	NEMVE21881, NEMVE10980	HUMAN29760, HUMAN29761
OG0000312	NEMVE09939	HUMAN09558, HUMAN23442
OG0000312	NEMVE17449	HUMAN29892
OG0000312	NEMVE14828	HUMAN22837, HUMAN07566
OG0000313	NEMVE22122	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849
OG0000313	NEMVE21924	HUMAN18542, HUMAN05865, HUMAN18541
OG0000313	NEMVE19582	HUMAN05866, HUMAN26880, HUMAN26879
OG0000314	NEMVE02359	HUMAN28861
OG0000314	NEMVE12383	HUMAN20239, HUMAN13015, HUMAN15940
OG0000315	NEMVE02785	HUMAN26404
OG0000315	NEMVE14926, NEMVE12015	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	NEMVE07786	HUMAN26829
OG0000316	NEMVE08746	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014
OG0000316	NEMVE01734	HUMAN23728, HUMAN14541
OG0000317	NEMVE20889	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612
OG0000319	NEMVE04991, NEMVE11008, NEMVE15918, NEMVE00786	HUMAN13915
OG0000319	NEMVE03426, NEMVE08121	HUMAN27813
OG0000319	NEMVE00937	HUMAN13914
OG0000321	NEMVE02272	HUMAN01031, HUMAN28466
OG0000321	NEMVE06455	HUMAN10412
OG0000321	NEMVE09403, NEMVE01701, NEMVE09405	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047	HUMAN07374, HUMAN22557, HUMAN26486
OG0000323	NEMVE13071	HUMAN01778
OG0000323	NEMVE14851	HUMAN02810, HUMAN19638
OG0000325	NEMVE06503, NEMVE02181, NEMVE05508	HUMAN28586, HUMAN17795, HUMAN12672
OG0000326	NEMVE13638	HUMAN00388, HUMAN00387, HUMAN00389
OG0000328	NEMVE17398	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955
OG0000330	NEMVE09775	HUMAN08894, HUMAN08893
OG0000331	NEMVE17290, NEMVE12074, NEMVE01823, NEMVE11437, NEMVE01340, NEMVE12493, NEMVE02334, NEMVE01386, NEMVE07186, NEMVE07520	HUMAN26603, HUMAN13510, HUMAN20180
OG0000332	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140	HUMAN22505, HUMAN03239
OG0000332	NEMVE02081	HUMAN03095, HUMAN03078, HUMAN23009
OG0000335	NEMVE02469	HUMAN23060, HUMAN23061
OG0000338	NEMVE23189	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881
OG0000338	NEMVE10431	HUMAN18523, HUMAN18521
OG0000338	NEMVE14053	HUMAN26174
OG0000339	NEMVE11322, NEMVE01443	HUMAN19136, HUMAN19137
OG0000341	NEMVE08913	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910
OG0000343	NEMVE03840, NEMVE10282, NEMVE10285	HUMAN25327, HUMAN05299
OG0000344	NEMVE09427	HUMAN26468, HUMAN04594, HUMAN07196
OG0000344	NEMVE07424, NEMVE12469, NEMVE07402	HUMAN06678, HUMAN06679
OG0000345	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409	HUMAN23757, HUMAN23095, HUMAN03649
OG0000346	NEMVE01671	HUMAN19921
OG0000350	NEMVE05817	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776
OG0000350	NEMVE13780	HUMAN08412, HUMAN18677
OG0000352	NEMVE06598	HUMAN28462, HUMAN14440, HUMAN14836
OG0000352	NEMVE05333	HUMAN25510
OG0000352	NEMVE09599	HUMAN07061
OG0000353	NEMVE06098	HUMAN03163, HUMAN27743, HUMAN03162, HUMAN03166, HUMAN03164, HUMAN03165, HUMAN22804
OG0000356	NEMVE11083, NEMVE11082	HUMAN16866, HUMAN16864
OG0000356	NEMVE11501	HUMAN24976, HUMAN24975
OG0000357	NEMVE24307	HUMAN04990, HUMAN07295, HUMAN10915
OG0000357	NEMVE08179	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	NEMVE21582	HUMAN06892
OG0000358	NEMVE08090	HUMAN06877
OG0000358	NEMVE04980	HUMAN06183, HUMAN06182
OG0000358	NEMVE13509	HUMAN07810
OG0000359	NEMVE05129	HUMAN11476, HUMAN11475
OG0000360	NEMVE04676	HUMAN07694, HUMAN23042
OG0000360	NEMVE04667	HUMAN21019
OG0000362	NEMVE16590	HUMAN10639
OG0000362	NEMVE20512, NEMVE15881, NEMVE23357, NEMVE15859, NEMVE17206, NEMVE23356, NEMVE24111, NEMVE12122, NEMVE12472, NEMVE12592, NEMVE00723, NEMVE02360, NEMVE05697, NEMVE12093, NEMVE02361, NEMVE00830, NEMVE15331, NEMVE00821, NEMVE00813, NEMVE06501, NEMVE06522, NEMVE16469, NEMVE00720, NEMVE09867, NEMVE08222	HUMAN10638, HUMAN10640
OG0000363	NEMVE13781	HUMAN02625
OG0000363	NEMVE02006	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873
OG0000363	NEMVE08135	HUMAN26508
OG0000367	NEMVE15237	HUMAN02861, HUMAN21458
OG0000372	NEMVE15104	HUMAN22749
OG0000372	NEMVE21923	HUMAN00421
OG0000372	NEMVE13274	HUMAN23778
OG0000372	NEMVE13664	HUMAN18835, HUMAN16705
OG0000373	NEMVE23724	HUMAN07152, HUMAN07150, HUMAN04999
OG0000373	NEMVE07978	HUMAN16794
OG0000374	NEMVE11428	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433
OG0000374	NEMVE13611	HUMAN03380, HUMAN22685
OG0000374	NEMVE14343	HUMAN06431, HUMAN06430, HUMAN17757
OG0000375	NEMVE08516, NEMVE22003	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057, HUMAN22225, HUMAN25491
OG0000377	NEMVE08903	HUMAN21744
OG0000378	NEMVE10276	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089
OG0000378	NEMVE03549	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643, HUMAN15646
OG0000379	NEMVE21880, NEMVE24618	HUMAN11868
OG0000379	NEMVE08922	HUMAN10494, HUMAN12062, HUMAN30691, HUMAN17335, HUMAN30690, HUMAN00722, HUMAN00721
OG0000380	NEMVE06348, NEMVE17453	HUMAN22952, HUMAN24062
OG0000382	NEMVE14766	HUMAN26825, HUMAN26823, HUMAN20891
OG0000384	NEMVE13549, NEMVE19650	HUMAN22826
OG0000384	NEMVE14575	HUMAN17917
OG0000386	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594	HUMAN23124, HUMAN05335, HUMAN30459
OG0000389	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303	HUMAN23760, HUMAN03279
OG0000392	NEMVE07781	HUMAN01116
OG0000393	NEMVE10034	HUMAN07234
OG0000393	NEMVE23058	HUMAN27562
OG0000393	NEMVE10184	HUMAN13374
OG0000395	NEMVE11003, NEMVE10074	HUMAN19542, HUMAN05545
OG0000397	NEMVE01578	HUMAN17188
OG0000399	NEMVE08302	HUMAN08526
OG0000399	NEMVE13243	HUMAN16706
OG0000399	NEMVE13654	HUMAN01751, HUMAN09596, HUMAN14913
OG0000400	NEMVE03765	HUMAN25403
OG0000401	NEMVE22826	HUMAN12512, HUMAN02934
OG0000402	NEMVE01259	HUMAN26844
OG0000402	NEMVE08796, NEMVE12680	HUMAN27407, HUMAN03424
OG0000402	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421	HUMAN19232, HUMAN08155
OG0000403	NEMVE25175	HUMAN05388, HUMAN05390
OG0000403	NEMVE25868	HUMAN19272, HUMAN19273, HUMAN16242, HUMAN30309
