Orthogroup	HUMAN	DROME
OG0000185	HUMAN26287	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184	DROME12225, DROME12226
OG0000185	HUMAN16695	DROME03791, DROME03792
OG0000186	HUMAN00084	DROME18591
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	DROME16886, DROME16887
OG0000193	HUMAN05476	DROME08054
OG0000193	HUMAN05474	DROME10361, DROME10367, DROME10365, DROME10363, DROME01919, DROME10366, DROME10368, DROME10364, DROME09981
OG0000195	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624	DROME10558, DROME10557, DROME10559, DROME09087
OG0000197	HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959	DROME14335, DROME14334, DROME14336
OG0000198	HUMAN07259, HUMAN00404, HUMAN00406, HUMAN00407, HUMAN00405, HUMAN00408, HUMAN10546	DROME17687
OG0000200	HUMAN02149, HUMAN21772	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144
OG0000201	HUMAN25906, HUMAN20134	DROME11047
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	DROME19450
OG0000201	HUMAN12206, HUMAN19902	DROME18513, DROME18512, DROME18511, DROME18514
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	DROME14920, DROME14921
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	DROME04489
OG0000204	HUMAN05840, HUMAN05075, HUMAN18517	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808
OG0000204	HUMAN04275, HUMAN06256	DROME10849, DROME10848
OG0000205	HUMAN08496, HUMAN02469	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	DROME06842, DROME06843
OG0000205	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799	DROME08187
OG0000207	HUMAN13832, HUMAN19141, HUMAN28598, HUMAN00876, HUMAN21341, HUMAN02010	DROME06000
OG0000208	HUMAN19120	DROME12015, DROME12014, DROME15899, DROME15900, DROME15901
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	DROME02132
OG0000210	HUMAN22011, HUMAN22010	DROME14047, DROME11376
OG0000211	HUMAN18718	DROME17290
OG0000220	HUMAN22834, HUMAN17090, HUMAN03354, HUMAN03353, HUMAN22580	DROME16094, DROME16093, DROME16092, DROME21087, DROME21089, DROME21088
OG0000222	HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	HUMAN28208, HUMAN16716	DROME10256
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	DROME11929
OG0000226	HUMAN18050, HUMAN16817	DROME14660
OG0000227	HUMAN18012, HUMAN26229	DROME20242
OG0000227	HUMAN21404	DROME06362, DROME06368, DROME06369, DROME06365
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	DROME04927, DROME04926
OG0000229	HUMAN02983, HUMAN29674	DROME04047
OG0000231	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081	DROME06449, DROME06448
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	DROME07628, DROME07629
OG0000232	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027	DROME02286, DROME02285, DROME02281, DROME02282
OG0000232	HUMAN20432	DROME17197
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143
OG0000234	HUMAN02863, HUMAN02862, HUMAN04453	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000235	HUMAN22277	DROME11735
OG0000236	HUMAN01231	DROME03355
OG0000238	HUMAN10740	DROME01901, DROME01902
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630, HUMAN13821	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	DROME05270, DROME05269, DROME05271, DROME05268
OG0000239	HUMAN08545	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708
OG0000239	HUMAN26079, HUMAN12754, HUMAN26078	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	HUMAN19892, HUMAN19897	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862
OG0000242	HUMAN06808	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000249	HUMAN09449, HUMAN14381, HUMAN23693, HUMAN01629	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685
OG0000250	HUMAN13349, HUMAN13351	DROME11256, DROME11255, DROME11257
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	DROME21783
OG0000251	HUMAN29671, HUMAN00112, HUMAN21687	DROME12998, DROME12997
OG0000255	HUMAN30604, HUMAN30605	DROME15943
OG0000255	HUMAN04286	DROME20722, DROME05791, DROME18596
OG0000256	HUMAN29239, HUMAN14982	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	HUMAN28535, HUMAN09663	DROME01840, DROME01838, DROME01839, DROME01837
OG0000258	HUMAN16259, HUMAN13200, HUMAN10725, HUMAN13201, HUMAN08490	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	HUMAN21035, HUMAN02853	DROME20383
OG0000258	HUMAN08489, HUMAN16922	DROME17641, DROME17639, DROME17640
OG0000260	HUMAN26833, HUMAN20959	DROME17607, DROME17608, DROME17606
OG0000260	HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199	DROME16635, DROME16636
OG0000265	HUMAN14652, HUMAN29223, HUMAN29225	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	HUMAN06211	DROME00452
OG0000266	HUMAN10487, HUMAN10486	DROME08002, DROME09124
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	DROME00943, DROME00944
OG0000270	HUMAN16923, HUMAN08492, HUMAN15842	DROME17877, DROME17878, DROME17879
OG0000270	HUMAN19510, HUMAN19509, HUMAN25405	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	HUMAN08280, HUMAN08281, HUMAN08279, HUMAN15869	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	HUMAN21416, HUMAN12854, HUMAN17780, HUMAN26040, HUMAN19633, HUMAN06478, HUMAN03009	DROME03592
OG0000272	HUMAN11703	DROME15587, DROME15589, DROME15586, DROME15588
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042	DROME05031, DROME05029, DROME05030
OG0000273	HUMAN15012	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047
OG0000273	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419	DROME08809, DROME08810
OG0000273	HUMAN16753, HUMAN16752	DROME18369
OG0000275	HUMAN18758, HUMAN18757, HUMAN08320	DROME13685
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311, HUMAN07255	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000278	HUMAN07375	DROME09269
OG0000278	HUMAN15041	DROME00752
OG0000278	HUMAN16991	DROME02023
OG0000278	HUMAN08210, HUMAN08208, HUMAN08211	DROME03254
OG0000280	HUMAN09733	DROME06229
OG0000282	HUMAN02951, HUMAN12498	DROME05714
OG0000282	HUMAN22064	DROME11686
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	DROME17657
OG0000284	HUMAN01285, HUMAN28991	DROME09381, DROME09382
OG0000285	HUMAN12968, HUMAN12969	DROME00993
OG0000287	HUMAN29109, HUMAN07582, HUMAN02188	DROME21610, DROME21611, DROME21612, DROME21613
OG0000288	HUMAN27858	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	HUMAN00853, HUMAN23391	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000289	HUMAN25308	DROME10658, DROME10659
OG0000296	HUMAN08613	DROME17565, DROME17564, DROME17562, DROME17563
OG0000296	HUMAN10103, HUMAN23742, HUMAN10104, HUMAN23238, HUMAN09898	DROME19290, DROME19291
OG0000299	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940	DROME07127, DROME07124, DROME07123
OG0000300	HUMAN25389, HUMAN25388	DROME21869
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	DROME01100, DROME01102, DROME01101
OG0000301	HUMAN26951	DROME18912, DROME14231, DROME14230
OG0000302	HUMAN17995	DROME06085
OG0000305	HUMAN06758	DROME04469
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	DROME04466
OG0000306	HUMAN24069, HUMAN03303, HUMAN26264, HUMAN26265, HUMAN22808, HUMAN26268, HUMAN26267	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000308	HUMAN00635	DROME05159
OG0000308	HUMAN23142	DROME12865
OG0000310	HUMAN29760, HUMAN29761	DROME16770
OG0000312	HUMAN09558, HUMAN23442	DROME07843, DROME07844, DROME07846, DROME07845
OG0000312	HUMAN29892	DROME16932
OG0000312	HUMAN22837, HUMAN07566	DROME10814, DROME10815
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849	DROME15510
OG0000313	HUMAN18542, HUMAN05865, HUMAN18541	DROME02549, DROME02550
OG0000313	HUMAN05866, HUMAN26880, HUMAN26879	DROME21546
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	HUMAN26404	DROME13631
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	DROME06438, DROME06439, DROME06437
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	DROME10369
OG0000316	HUMAN23728, HUMAN14541	DROME07384
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	DROME12241
OG0000321	HUMAN01031, HUMAN28466	DROME16482
OG0000321	HUMAN10412	DROME05701, DROME05702
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	DROME13031
OG0000322	HUMAN07374	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429
OG0000323	HUMAN02810, HUMAN19638	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713
OG0000324	HUMAN04420	DROME20725
OG0000326	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024
OG0000327	HUMAN01411	DROME19988, DROME19987, DROME19986, DROME19989, DROME19990, DROME19985, DROME19984
OG0000328	HUMAN11141	DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221
OG0000332	HUMAN22505, HUMAN03239	DROME16141
OG0000333	HUMAN29371	DROME19659
OG0000333	HUMAN25596	DROME12678, DROME11540
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881	DROME21194, DROME21193
OG0000338	HUMAN18523, HUMAN18521	DROME21975
OG0000338	HUMAN26174	DROME04558
OG0000339	HUMAN19136, HUMAN19137	DROME16744
OG0000341	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910	DROME01201, DROME01199, DROME01200
OG0000343	HUMAN25327, HUMAN05299	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196, HUMAN21393, HUMAN06678, HUMAN06679	DROME19431
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	DROME03410, DROME08099
OG0000350	HUMAN05923, HUMAN08412, HUMAN18677	DROME00438
OG0000351	HUMAN06906	DROME02007, DROME07498, DROME02774
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	HUMAN03163, HUMAN27743, HUMAN03162, HUMAN03166, HUMAN03164, HUMAN03165, HUMAN22804	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	HUMAN16866, HUMAN16864	DROME01295, DROME01294
OG0000356	HUMAN24976, HUMAN24975	DROME01953
OG0000357	HUMAN04990, HUMAN07295, HUMAN10915	DROME13834
OG0000358	HUMAN06892	DROME07474
OG0000358	HUMAN06877	DROME00466, DROME00200, DROME00199
OG0000359	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920	DROME11803
OG0000363	HUMAN02625, HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873, HUMAN26508	DROME18487
OG0000367	HUMAN02861, HUMAN21458	DROME13648, DROME13646, DROME13647
OG0000367	HUMAN19257, HUMAN13779, HUMAN27433	DROME15189, DROME15190, DROME15188
OG0000371	HUMAN29626, HUMAN13145, HUMAN13146, HUMAN13143, HUMAN13142	DROME01678, DROME02633, DROME02636
OG0000372	HUMAN23778	DROME09531
OG0000373	HUMAN16793	DROME20049, DROME20050
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	DROME04717, DROME04718, DROME04716
OG0000374	HUMAN03380, HUMAN22685	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	DROME04429, DROME04427, DROME04428
OG0000375	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057	DROME21630
OG0000375	HUMAN22225	DROME07013
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	DROME09766, DROME09767
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	HUMAN11868	DROME09607
OG0000379	HUMAN10494, HUMAN12062	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	HUMAN30691, HUMAN17335, HUMAN30690	DROME02844
OG0000379	HUMAN00722, HUMAN00721	DROME07921
OG0000380	HUMAN04882, HUMAN18649	DROME05237
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	DROME01475
OG0000384	HUMAN22826	DROME14888, DROME14889
OG0000384	HUMAN17917	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	HUMAN05183	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949
OG0000389	HUMAN23760, HUMAN03279	DROME17945
OG0000392	HUMAN01116	DROME13919, DROME13921, DROME13920
OG0000393	HUMAN07234	DROME13321, DROME05811, DROME00250, DROME16370, DROME16369, DROME13323, DROME02418, DROME13322
OG0000393	HUMAN13374	DROME20684
OG0000395	HUMAN19542, HUMAN05545	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278
OG0000397	HUMAN17188	DROME14885
OG0000399	HUMAN16706	DROME21835
OG0000399	HUMAN01751	DROME12205, DROME12206
OG0000400	HUMAN25403	DROME09694
OG0000401	HUMAN12512, HUMAN02934	DROME20041
OG0000402	HUMAN27407, HUMAN03424	DROME11245, DROME11246
OG0000402	HUMAN19232, HUMAN08155	DROME12090
OG0000403	HUMAN16242, HUMAN30309	DROME06350
OG0000404	HUMAN28568, HUMAN00982	DROME17748
OG0000404	HUMAN28453	DROME20525
OG0000411	HUMAN00458, HUMAN25340	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	HUMAN01024	DROME09076
OG0000412	HUMAN03115	DROME15681, DROME15682
OG0000412	HUMAN29280	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	DROME21174
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	DROME13327, DROME13328
OG0000415	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609	DROME01505, DROME01506
OG0000417	HUMAN29552	DROME01308, DROME01309
OG0000419	HUMAN03932	DROME06034, DROME04433
OG0000419	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270
OG0000420	HUMAN07576, HUMAN23840, HUMAN23841	DROME02672
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	HUMAN17060, HUMAN09247, HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	HUMAN24154	DROME16357, DROME16356
OG0000426	HUMAN20208	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934
OG0000427	HUMAN04181	DROME05699, DROME05698
OG0000427	HUMAN00426, HUMAN21885	DROME18355, DROME18356
OG0000429	HUMAN21086, HUMAN21085, HUMAN13379	DROME19525, DROME07553, DROME07552, DROME06812
OG0000430	HUMAN15964, HUMAN29714, HUMAN23702, HUMAN04700	DROME20475
OG0000431	HUMAN10656	DROME05704
OG0000431	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406	DROME12301, DROME12300
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	DROME11410, DROME11409, DROME11408
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	HUMAN13341, HUMAN12146	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	DROME20425, DROME20423, DROME20424
OG0000435	HUMAN27349	DROME05837
OG0000435	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945	DROME03996, DROME03995
OG0000442	HUMAN21746, HUMAN07667	DROME13942
OG0000442	HUMAN21390, HUMAN00644, HUMAN25507	DROME12188
OG0000442	HUMAN26607, HUMAN13221	DROME01916
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	DROME21032
OG0000444	HUMAN05043, HUMAN05044, HUMAN20398	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	HUMAN25336, HUMAN25337	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	HUMAN27630	DROME07092
OG0000446	HUMAN04379	DROME06421
OG0000446	HUMAN00515, HUMAN28173	DROME06051, DROME06050
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	DROME20929, DROME20928
OG0000449	HUMAN16132, HUMAN05747, HUMAN05746, HUMAN05748, HUMAN21335, HUMAN21336, HUMAN01157	DROME13412, DROME13411, DROME05575
OG0000450	HUMAN21185, HUMAN25687, HUMAN10924, HUMAN04606, HUMAN04607, HUMAN07391, HUMAN10922, HUMAN26408, HUMAN26409	DROME16711, DROME16712
OG0000454	HUMAN14911	DROME15035, DROME15036, DROME15037
OG0000454	HUMAN14912, HUMAN09584, HUMAN01758, HUMAN01761, HUMAN28671, HUMAN28672, HUMAN09585, HUMAN09586, HUMAN09587	DROME15029, DROME15032, DROME15025, DROME15026, DROME15028, DROME15030, DROME15027, DROME15040, DROME15039
OG0000458	HUMAN00588, HUMAN27908, HUMAN27907	DROME21054, DROME21052, DROME21053
OG0000461	HUMAN12693	DROME17428
OG0000463	HUMAN26997, HUMAN04467	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597
OG0000465	HUMAN13778	DROME11515, DROME11516
OG0000465	HUMAN00068	DROME03278
OG0000466	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322	DROME06663, DROME06661, DROME06536
OG0000467	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851	DROME21658, DROME21660, DROME21659
OG0000469	HUMAN20925	DROME18292, DROME18291, DROME18290
OG0000470	HUMAN10148, HUMAN13194	DROME21570, DROME21569
OG0000470	HUMAN08602, HUMAN08603, HUMAN02695	DROME21239
OG0000472	HUMAN11470	DROME14775
OG0000475	HUMAN23203, HUMAN21411	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	HUMAN29055	DROME19464, DROME19463
OG0000479	HUMAN00548, HUMAN25778, HUMAN30326	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909
