Orthogroup	HUMAN	MOUSE
OG0000038	HUMAN06348	MOUSE14647
OG0000038	HUMAN06344	MOUSE14644
OG0000038	HUMAN06346	MOUSE14645
OG0000038	HUMAN17661	MOUSE41992
OG0000038	HUMAN07446	MOUSE41494
OG0000038	HUMAN18257	MOUSE22591, MOUSE22592
OG0000038	HUMAN19700	MOUSE41278
OG0000039	HUMAN02107	MOUSE24093
OG0000039	HUMAN02110	MOUSE24090, MOUSE24089, MOUSE24092, MOUSE24091
OG0000039	HUMAN02111	MOUSE24088
OG0000039	HUMAN29023	MOUSE32704
OG0000039	HUMAN02446, HUMAN02447	MOUSE23385, MOUSE23384, MOUSE23386
OG0000039	HUMAN02449, HUMAN02450	MOUSE24868
OG0000040	HUMAN27040	MOUSE39434
OG0000040	HUMAN27041	MOUSE39435, MOUSE39433
OG0000040	HUMAN26646, HUMAN26642	MOUSE38749, MOUSE38739, MOUSE38746, MOUSE38748
OG0000040	HUMAN26645, HUMAN26647, HUMAN26644, HUMAN26643, HUMAN26640	MOUSE38750, MOUSE38747, MOUSE38740, MOUSE38745, MOUSE38743, MOUSE38742, MOUSE38744, MOUSE38741, MOUSE38413
OG0000041	HUMAN01392	MOUSE19876, MOUSE19875, MOUSE02175
OG0000041	HUMAN16072	MOUSE43968, MOUSE43967, MOUSE43966, MOUSE43965, MOUSE43964
OG0000041	HUMAN04227	MOUSE44347, MOUSE44348
OG0000041	HUMAN06826	MOUSE02172, MOUSE02171, MOUSE02173
OG0000041	HUMAN01391	MOUSE31152
OG0000041	HUMAN15981	MOUSE44196
OG0000041	HUMAN01398	MOUSE31142
OG0000041	HUMAN05838	MOUSE41517
OG0000041	HUMAN01399	MOUSE31141
OG0000041	HUMAN05837	MOUSE41518
OG0000041	HUMAN01401	MOUSE31140
OG0000041	HUMAN05836	MOUSE41519
OG0000041	HUMAN04298	MOUSE27266
OG0000041	HUMAN19139	MOUSE28829
OG0000041	HUMAN27913	MOUSE21621
OG0000041	HUMAN16617	MOUSE06756
OG0000041	HUMAN16643	MOUSE06702
OG0000041	HUMAN28077	MOUSE13395
OG0000041	HUMAN19052	MOUSE28657
OG0000042	HUMAN21251	MOUSE15999
OG0000042	HUMAN05520	MOUSE51169, MOUSE51168
OG0000042	HUMAN05519, HUMAN05521	MOUSE51170, MOUSE51172
OG0000043	HUMAN05606	MOUSE50973
OG0000043	HUMAN01578	MOUSE30821
OG0000043	HUMAN02615	MOUSE03684
OG0000043	HUMAN24624	MOUSE08914, MOUSE08826, MOUSE08830
OG0000043	HUMAN24606	MOUSE08838, MOUSE08904
OG0000043	HUMAN01573, HUMAN01572	MOUSE30826, MOUSE30825
OG0000043	HUMAN24659, HUMAN24650, HUMAN24619	MOUSE08848
OG0000043	HUMAN01577	MOUSE08949, MOUSE30822
OG0000043	HUMAN06066	MOUSE41815, MOUSE41814
OG0000044	HUMAN22107	MOUSE35862
OG0000044	HUMAN27712	MOUSE46639
OG0000044	HUMAN24292	MOUSE09513
OG0000044	HUMAN22106	MOUSE35864, MOUSE35858, MOUSE35856, MOUSE35859, MOUSE35857
OG0000044	HUMAN27711	MOUSE47855, MOUSE47856, MOUSE47853, MOUSE47854, MOUSE47857
OG0000044	HUMAN03716	MOUSE46640, MOUSE46637, MOUSE46650, MOUSE46649, MOUSE46652, MOUSE46653, MOUSE46651, MOUSE46654
OG0000044	HUMAN03718	MOUSE46641, MOUSE46645, MOUSE46644, MOUSE46646, MOUSE46647, MOUSE46648
OG0000044	HUMAN03717	MOUSE46638, MOUSE46642, MOUSE46643
OG0000044	HUMAN22417	MOUSE36519
OG0000044	HUMAN24391	MOUSE03349
OG0000044	HUMAN07519	MOUSE38808, MOUSE38809
OG0000044	HUMAN07517	MOUSE38798
OG0000044	HUMAN03043	MOUSE41161, MOUSE41162
OG0000045	HUMAN02932	MOUSE25074
OG0000045	HUMAN29444	MOUSE25340, MOUSE25339, MOUSE25341
OG0000045	HUMAN28768	MOUSE20735
OG0000046	HUMAN23116	MOUSE48114, MOUSE48113
OG0000046	HUMAN22960	MOUSE30090
OG0000046	HUMAN22324	MOUSE36275
OG0000046	HUMAN22325	MOUSE36276
OG0000046	HUMAN29094	MOUSE32874
OG0000048	HUMAN29551	MOUSE07450
OG0000048	HUMAN29550	MOUSE55730
OG0000048	HUMAN12292	MOUSE04650, MOUSE04652
OG0000048	HUMAN08560	MOUSE07448, MOUSE07449
OG0000048	HUMAN08561	MOUSE07453, MOUSE07451, MOUSE07452
OG0000048	HUMAN16328	MOUSE42201, MOUSE42202
OG0000048	HUMAN16644	MOUSE06701
OG0000048	HUMAN11449	MOUSE49641, MOUSE49640, MOUSE49639
OG0000049	HUMAN25699	MOUSE00124, MOUSE00123
OG0000049	HUMAN05316	MOUSE44987, MOUSE44986
OG0000049	HUMAN20965	MOUSE52606, MOUSE52607, MOUSE52608
OG0000049	HUMAN26499	MOUSE35311
OG0000049	HUMAN24353	MOUSE03391
OG0000049	HUMAN24922, HUMAN24921	MOUSE17233, MOUSE17232
OG0000049	HUMAN26912	MOUSE39154, MOUSE39153
OG0000049	HUMAN20433	MOUSE40910, MOUSE40909
OG0000049	HUMAN26500	MOUSE40908, MOUSE39155
OG0000051	HUMAN22678	MOUSE40003
OG0000051	HUMAN25202	MOUSE52051, MOUSE52052
OG0000051	HUMAN25200, HUMAN25199, HUMAN25198, HUMAN25201	MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064
OG0000053	HUMAN01064	MOUSE33288
OG0000054	HUMAN23119	MOUSE48109
OG0000054	HUMAN00960, HUMAN00959	MOUSE33537, MOUSE33539, MOUSE33538
OG0000054	HUMAN00963, HUMAN00962	MOUSE33523, MOUSE33524
OG0000054	HUMAN00961, HUMAN00964	MOUSE33525, MOUSE33528, MOUSE33529, MOUSE33527, MOUSE33526, MOUSE33530, MOUSE33531, MOUSE33536, MOUSE33533, MOUSE33535, MOUSE33532, MOUSE33534
OG0000054	HUMAN14898, HUMAN14897, HUMAN14905, HUMAN14906, HUMAN14899, HUMAN14896	MOUSE17454, MOUSE17455, MOUSE17434, MOUSE17435, MOUSE17438, MOUSE48638, MOUSE17453, MOUSE17439, MOUSE17441, MOUSE17440
OG0000054	HUMAN14895	MOUSE17433
OG0000055	HUMAN24594	MOUSE08948
OG0000055	HUMAN02616	MOUSE03681, MOUSE08929
OG0000055	HUMAN24656	MOUSE08849, MOUSE30823
OG0000055	HUMAN24660	MOUSE08832, MOUSE08831
OG0000055	HUMAN24663, HUMAN24607, HUMAN24616	MOUSE08823
OG0000055	HUMAN24632	MOUSE08912
OG0000055	HUMAN24617	MOUSE08920
OG0000055	HUMAN01576, HUMAN24671, HUMAN24630, HUMAN01568	MOUSE30831
OG0000056	HUMAN22445	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581
OG0000056	HUMAN01195	MOUSE31837, MOUSE31834, MOUSE31833, MOUSE31831, MOUSE31832, MOUSE31836, MOUSE31835, MOUSE31827, MOUSE31830, MOUSE31838
OG0000056	HUMAN14849	MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804
OG0000056	HUMAN14869, HUMAN14864	MOUSE18387
OG0000056	HUMAN14480	MOUSE18505
OG0000056	HUMAN01194	MOUSE31842
OG0000056	HUMAN07395	MOUSE37995, MOUSE37994
OG0000056	HUMAN14865	MOUSE36570
OG0000057	HUMAN23569	MOUSE10186, MOUSE10187, MOUSE10188
OG0000057	HUMAN10014	MOUSE44717, MOUSE44718
OG0000057	HUMAN29650	MOUSE55281, MOUSE55280
OG0000058	HUMAN21777	MOUSE29478
OG0000058	HUMAN00114	MOUSE35031
OG0000058	HUMAN30319	MOUSE53977
OG0000058	HUMAN14551	MOUSE17481
OG0000058	HUMAN17378	MOUSE21857
OG0000058	HUMAN03592	MOUSE21254
OG0000058	HUMAN23378	MOUSE10546
OG0000058	HUMAN02623	MOUSE49898
OG0000058	HUMAN09237	MOUSE27373
OG0000058	HUMAN17157	MOUSE40443
OG0000058	HUMAN03406	MOUSE20899
OG0000058	HUMAN13532	MOUSE06401
OG0000058	HUMAN25949	MOUSE38608
OG0000059	HUMAN30238	MOUSE55069
OG0000059	HUMAN07577	MOUSE29770, MOUSE29769
OG0000059	HUMAN21611	MOUSE52259, MOUSE52258
OG0000059	HUMAN05382	MOUSE50099, MOUSE50101
OG0000059	HUMAN22839	MOUSE29617
OG0000059	HUMAN23845	MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589
OG0000060	HUMAN25284	MOUSE52080, MOUSE52079
OG0000060	HUMAN24595, HUMAN24596	MOUSE08947, MOUSE08946, MOUSE08945
OG0000060	HUMAN24599	MOUSE08939, MOUSE08938
OG0000060	HUMAN24598	MOUSE08942, MOUSE08940, MOUSE08941
OG0000060	HUMAN24597	MOUSE08944
OG0000060	HUMAN16007, HUMAN16006	MOUSE44147, MOUSE44148
OG0000060	HUMAN04276	MOUSE44454, MOUSE44455
OG0000060	HUMAN06988	MOUSE01901, MOUSE01902
OG0000061	HUMAN17964	MOUSE26618
OG0000061	HUMAN26554	MOUSE38907, MOUSE38906
OG0000061	HUMAN18142	MOUSE22377, MOUSE22378
OG0000061	HUMAN20809	MOUSE53042
OG0000061	HUMAN13555	MOUSE06425
OG0000061	HUMAN15809	MOUSE42762
OG0000061	HUMAN25004	MOUSE17361
OG0000061	HUMAN12027	MOUSE03955, MOUSE03956
OG0000061	HUMAN17562, HUMAN17563	MOUSE23297, MOUSE23298
OG0000061	HUMAN20727	MOUSE53307
OG0000061	HUMAN26146, HUMAN26147	MOUSE39884, MOUSE39883
OG0000061	HUMAN26149	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891
OG0000061	HUMAN27338	MOUSE08504
OG0000061	HUMAN27337	MOUSE08505
OG0000061	HUMAN26139	MOUSE42763
OG0000061	HUMAN26138	MOUSE39874, MOUSE39873, MOUSE39878
OG0000061	HUMAN26137	MOUSE39876, MOUSE39877
OG0000061	HUMAN12821	MOUSE05785
OG0000062	HUMAN29104	MOUSE25941
OG0000062	HUMAN14474	MOUSE18495, MOUSE18493
OG0000062	HUMAN24841, HUMAN24843	MOUSE17649
OG0000062	HUMAN05959, HUMAN05958	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294
OG0000062	HUMAN06195	MOUSE41586
OG0000062	HUMAN25285	MOUSE52081
OG0000063	HUMAN14398	MOUSE18432, MOUSE18433, MOUSE18434
OG0000063	HUMAN28499	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919
OG0000063	HUMAN00858	MOUSE33694, MOUSE33695, MOUSE33696
OG0000063	HUMAN21099	MOUSE10885, MOUSE10881
OG0000063	HUMAN00859, HUMAN28501	MOUSE33697
OG0000063	HUMAN18628	MOUSE27866, MOUSE27867
OG0000063	HUMAN03783	MOUSE46812
OG0000063	HUMAN03782	MOUSE46810, MOUSE46811, MOUSE46809
OG0000065	HUMAN29458	MOUSE25323, MOUSE25321, MOUSE25322
OG0000065	HUMAN05357	MOUSE50148
OG0000065	HUMAN25383	MOUSE32171
OG0000066	HUMAN29798	MOUSE53763
OG0000067	HUMAN23532	MOUSE10267
OG0000067	HUMAN24070	MOUSE19580
OG0000067	HUMAN22809	MOUSE31455
OG0000068	HUMAN26982	MOUSE39314
OG0000068	HUMAN30562	MOUSE54372
OG0000068	HUMAN21443	MOUSE40674
OG0000068	HUMAN02454	MOUSE24850, MOUSE24849
OG0000068	HUMAN30510, HUMAN30509	MOUSE54270
OG0000068	HUMAN20837	MOUSE52919, MOUSE52920, MOUSE52921
OG0000068	HUMAN20380	MOUSE14430
OG0000068	HUMAN21486	MOUSE41087, MOUSE41088
OG0000068	HUMAN06933	MOUSE02009
OG0000069	HUMAN13360, HUMAN02573	MOUSE24595
OG0000069	HUMAN13361, HUMAN02574	MOUSE24597
OG0000069	HUMAN24608, HUMAN24669, HUMAN24667, HUMAN02614	MOUSE08934
OG0000069	HUMAN24605	MOUSE08905
OG0000069	HUMAN24620	MOUSE08822
OG0000069	HUMAN24658	MOUSE08829
OG0000070	HUMAN25671	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178
OG0000070	HUMAN29634	MOUSE55320
OG0000070	HUMAN30393	MOUSE54102
OG0000070	HUMAN20129	MOUSE14076
OG0000070	HUMAN13391	MOUSE06197
OG0000070	HUMAN14097	MOUSE19892
OG0000070	HUMAN14161	MOUSE01400, MOUSE01399
OG0000071	HUMAN17352	MOUSE27775, MOUSE27776, MOUSE27777
OG0000072	HUMAN24108	MOUSE03587
OG0000072	HUMAN23125	MOUSE48101, MOUSE48102, MOUSE48100
OG0000072	HUMAN05334	MOUSE50200, MOUSE50201
OG0000072	HUMAN22965, HUMAN22964	MOUSE30088
OG0000072	HUMAN04101	MOUSE45691
OG0000072	HUMAN22852	MOUSE29660
OG0000072	HUMAN03255, HUMAN03252	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772
OG0000073	HUMAN24982	MOUSE17327, MOUSE17328, MOUSE17326
OG0000073	HUMAN25174	MOUSE18061, MOUSE18060, MOUSE18059
OG0000073	HUMAN25175	MOUSE18051, MOUSE18052
OG0000073	HUMAN19028	MOUSE28629
OG0000073	HUMAN27930	MOUSE21657, MOUSE21656
OG0000073	HUMAN11516	MOUSE49709, MOUSE49708
OG0000073	HUMAN27929	MOUSE21655
OG0000073	HUMAN06831	MOUSE02165, MOUSE02168
OG0000073	HUMAN06836	MOUSE02164, MOUSE02163
OG0000074	HUMAN07045, HUMAN07044	MOUSE01754
OG0000074	HUMAN21437	MOUSE40707
OG0000074	HUMAN09283	MOUSE27442, MOUSE27441
OG0000074	HUMAN15238	MOUSE43699
OG0000074	HUMAN13822	MOUSE19006
OG0000075	HUMAN12839	MOUSE05779
OG0000075	HUMAN02593	MOUSE03707
OG0000075	HUMAN18233	MOUSE22546
OG0000075	HUMAN06329	MOUSE14633
OG0000075	HUMAN00444	MOUSE34423
OG0000075	HUMAN05218	MOUSE45151
OG0000075	HUMAN18234	MOUSE22547
OG0000075	HUMAN06328	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630
OG0000075	HUMAN00445	MOUSE22548
OG0000075	HUMAN01424, HUMAN01425	MOUSE31075
OG0000075	HUMAN26867	MOUSE39073
OG0000075	HUMAN05783	MOUSE41200, MOUSE41199, MOUSE41201
OG0000075	HUMAN21047	MOUSE11240, MOUSE11239
OG0000075	HUMAN20335	MOUSE14370, MOUSE14371, MOUSE14372
OG0000075	HUMAN20532	MOUSE40742
OG0000075	HUMAN26884	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109
OG0000077	HUMAN18656	MOUSE27949
OG0000077	HUMAN24161	MOUSE03243, MOUSE03242
OG0000077	HUMAN27605	MOUSE12725, MOUSE12726
OG0000077	HUMAN27606	MOUSE12727
OG0000077	HUMAN21328	MOUSE15867
OG0000077	HUMAN05501	MOUSE51200
OG0000077	HUMAN17351	MOUSE27778, MOUSE27779
OG0000077	HUMAN03646	MOUSE21334
OG0000077	HUMAN22147, HUMAN22146	MOUSE35957
OG0000077	HUMAN25299	MOUSE52108
OG0000077	HUMAN00457	MOUSE34401
OG0000077	HUMAN21175	MOUSE16118
OG0000077	HUMAN23402	MOUSE10502
OG0000077	HUMAN03419	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924
OG0000078	HUMAN16744	MOUSE35673, MOUSE35672
OG0000078	HUMAN15000	MOUSE48544
OG0000078	HUMAN04284	MOUSE27283, MOUSE27282
OG0000078	HUMAN06996	MOUSE01884
OG0000079	HUMAN06525	MOUSE14895
OG0000079	HUMAN07699	MOUSE14896
OG0000079	HUMAN17910	MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501
OG0000079	HUMAN26091	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786
OG0000079	HUMAN23848	MOUSE09603
OG0000079	HUMAN22600	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922
OG0000079	HUMAN22601	MOUSE36928, MOUSE36927
OG0000079	HUMAN24340	MOUSE03421, MOUSE03420, MOUSE03419
OG0000079	HUMAN13039	MOUSE05040
OG0000079	HUMAN13036	MOUSE05039
OG0000079	HUMAN07260	MOUSE37480, MOUSE37479
OG0000079	HUMAN13037	MOUSE05042
OG0000079	HUMAN14208	MOUSE01454, MOUSE01456, MOUSE01455
OG0000079	HUMAN14194, HUMAN14192	MOUSE36929
OG0000081	HUMAN03680	MOUSE21429
OG0000081	HUMAN03679	MOUSE21428
OG0000081	HUMAN03681	MOUSE21430
OG0000081	HUMAN13949, HUMAN13947, HUMAN13948	MOUSE19801
OG0000081	HUMAN27508	MOUSE48363
OG0000081	HUMAN09549	MOUSE51878, MOUSE51877
OG0000081	HUMAN21908	MOUSE15491, MOUSE15490
OG0000081	HUMAN19354	MOUSE16142
OG0000081	HUMAN21352	MOUSE15827
OG0000081	HUMAN27509	MOUSE51879
OG0000082	HUMAN29167	MOUSE25920
OG0000082	HUMAN23869	MOUSE19184
OG0000082	HUMAN24823, HUMAN24822	MOUSE17697, MOUSE17696
OG0000082	HUMAN24821	MOUSE17699
OG0000082	HUMAN08513	MOUSE07392
OG0000082	HUMAN05645	MOUSE50877, MOUSE50878
OG0000083	HUMAN07535	MOUSE38865, MOUSE38864, MOUSE38866
OG0000083	HUMAN22993	MOUSE30042
OG0000084	HUMAN03696	MOUSE21451
OG0000084	HUMAN22975	MOUSE30075, MOUSE30074
OG0000084	HUMAN05352	MOUSE50161, MOUSE50162
OG0000084	HUMAN22750	MOUSE31596
OG0000084	HUMAN17196	MOUSE40356
OG0000084	HUMAN03227	MOUSE00836
OG0000085	HUMAN12866	MOUSE05264
OG0000085	HUMAN20608	MOUSE53183, MOUSE53182, MOUSE53184
OG0000085	HUMAN17788	MOUSE26268, MOUSE26267
OG0000085	HUMAN13119	MOUSE04941
OG0000085	HUMAN07215	MOUSE37558, MOUSE37557
OG0000085	HUMAN10861	MOUSE46323, MOUSE46324
OG0000085	HUMAN26172	MOUSE50494, MOUSE50492
OG0000085	HUMAN30084	MOUSE54746, MOUSE54748, MOUSE54747
OG0000085	HUMAN01484	MOUSE30928
OG0000085	HUMAN25335	MOUSE52166
OG0000085	HUMAN19734, HUMAN19733	MOUSE15351
OG0000085	HUMAN05027	MOUSE19993
OG0000085	HUMAN07214	MOUSE37560
OG0000085	HUMAN13120	MOUSE04944, MOUSE04943
OG0000085	HUMAN25832	MOUSE16592, MOUSE16590
OG0000085	HUMAN02095, HUMAN02096	MOUSE24109, MOUSE24108
OG0000087	HUMAN11956	MOUSE04044, MOUSE04045
OG0000087	HUMAN11957	MOUSE04046
OG0000087	HUMAN02557	MOUSE24629, MOUSE24631
OG0000087	HUMAN17213	MOUSE40318, MOUSE40317
OG0000087	HUMAN21001	MOUSE11362
OG0000087	HUMAN18010	MOUSE22119, MOUSE22054, MOUSE22052
OG0000087	HUMAN21063	MOUSE11213
OG0000087	HUMAN10659	MOUSE46080, MOUSE46081
OG0000088	HUMAN03260	MOUSE00763, MOUSE00764
OG0000088	HUMAN04395	MOUSE27097
OG0000088	HUMAN21618	MOUSE52249
OG0000088	HUMAN29776	MOUSE53735
OG0000088	HUMAN11422, HUMAN11423	MOUSE49610
OG0000088	HUMAN11367	MOUSE49528, MOUSE49529, MOUSE49530
OG0000089	HUMAN21235	MOUSE16032
OG0000089	HUMAN29653	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272
OG0000089	HUMAN25674	MOUSE00168, MOUSE00169
OG0000089	HUMAN25675	MOUSE55271
OG0000090	HUMAN24709	MOUSE17971, MOUSE17970, MOUSE17967
OG0000090	HUMAN28948	MOUSE32571
OG0000093	HUMAN25814, HUMAN25815	MOUSE16619
OG0000093	HUMAN26490, HUMAN26491	MOUSE35368, MOUSE35369
OG0000093	HUMAN20914	MOUSE52764, MOUSE52765
OG0000094	HUMAN02308	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650
OG0000094	HUMAN05793, HUMAN05794	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177
OG0000094	HUMAN21039	MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262
OG0000094	HUMAN14813	MOUSE53507, MOUSE53505, MOUSE11261
OG0000094	HUMAN29866	MOUSE53506, MOUSE53508
OG0000094	HUMAN02204	MOUSE23861, MOUSE23862, MOUSE23863
OG0000094	HUMAN29518	MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210
OG0000094	HUMAN14811	MOUSE48851, MOUSE48849, MOUSE48850
OG0000095	HUMAN26970	MOUSE39287
OG0000095	HUMAN26969, HUMAN26968	MOUSE39286
OG0000095	HUMAN26971	MOUSE39288, MOUSE39290, MOUSE39289
OG0000095	HUMAN26972	MOUSE39291
OG0000095	HUMAN27896, HUMAN27895	MOUSE21580
OG0000095	HUMAN07634	MOUSE12896
OG0000095	HUMAN21634	MOUSE29409
OG0000095	HUMAN21633	MOUSE29410
OG0000096	HUMAN30343	MOUSE54033
OG0000096	HUMAN07778	MOUSE13094
OG0000096	HUMAN21683	MOUSE29900
OG0000096	HUMAN01418	MOUSE31085, MOUSE31087
OG0000096	HUMAN23507, HUMAN06774	MOUSE02247
OG0000096	HUMAN06775	MOUSE31086
OG0000096	HUMAN06337	MOUSE47009
OG0000096	HUMAN06336	MOUSE14640
OG0000096	HUMAN27289	MOUSE35516
OG0000096	HUMAN13889	MOUSE19103
OG0000096	HUMAN01832	MOUSE30286, MOUSE30282
OG0000096	HUMAN06142	MOUSE41983
OG0000096	HUMAN01455	MOUSE30995, MOUSE30992
OG0000096	HUMAN03867	MOUSE47007
OG0000096	HUMAN06143	MOUSE41985
OG0000096	HUMAN03866	MOUSE47008
OG0000096	HUMAN04200	MOUSE45925
OG0000096	HUMAN04201	MOUSE45926
OG0000096	HUMAN16028	MOUSE44088
OG0000096	HUMAN21561	MOUSE52337
OG0000097	HUMAN01224	MOUSE31754, MOUSE31753
OG0000097	HUMAN01225	MOUSE31752
OG0000097	HUMAN01226	MOUSE31750, MOUSE31751
OG0000098	HUMAN15990	MOUSE44178, MOUSE44180
OG0000098	HUMAN03957	MOUSE47248, MOUSE47247
OG0000098	HUMAN19602	MOUSE01240
OG0000098	HUMAN28791	MOUSE20701
OG0000098	HUMAN09489	MOUSE27744, MOUSE27743
OG0000098	HUMAN28772, HUMAN28773	MOUSE20730
OG0000098	HUMAN09201	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533
OG0000098	HUMAN28771	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725
OG0000099	HUMAN22987	MOUSE30052, MOUSE30050, MOUSE30051
OG0000099	HUMAN30307	MOUSE53947, MOUSE53948, MOUSE53946
OG0000099	HUMAN05422	MOUSE50039, MOUSE50041, MOUSE50040
OG0000099	HUMAN24115	MOUSE03601, MOUSE03600, MOUSE03599
OG0000099	HUMAN15639, HUMAN15638	MOUSE43058
OG0000099	HUMAN05635	MOUSE50899
OG0000099	HUMAN25408	MOUSE00626, MOUSE00624, MOUSE00623
OG0000099	HUMAN00740	MOUSE33922
OG0000099	HUMAN19390	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207
OG0000101	HUMAN11236	MOUSE49370
OG0000101	HUMAN11477, HUMAN11479, HUMAN11478	MOUSE49670
OG0000101	HUMAN22036	MOUSE15611, MOUSE15612
OG0000101	HUMAN06575	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572
OG0000101	HUMAN06643	MOUSE02456
OG0000101	HUMAN06644	MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455
OG0000101	HUMAN06642	MOUSE02457
OG0000101	HUMAN17830	MOUSE26355
OG0000102	HUMAN08946	MOUSE08156, MOUSE08155
OG0000102	HUMAN02473	MOUSE24799, MOUSE24798
OG0000102	HUMAN29446	MOUSE25337, MOUSE25336
OG0000102	HUMAN29103	MOUSE25939
OG0000103	HUMAN12034	MOUSE03946
OG0000103	HUMAN12033	MOUSE03948
OG0000103	HUMAN12032	MOUSE03949
OG0000103	HUMAN12035	MOUSE03945
OG0000103	HUMAN12031	MOUSE03951
OG0000103	HUMAN12036	MOUSE03944
OG0000103	HUMAN08164	MOUSE12336
OG0000103	HUMAN08165	MOUSE12340
OG0000103	HUMAN21265	MOUSE15975
OG0000103	HUMAN18888	MOUSE28384
OG0000103	HUMAN16070	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974
OG0000103	HUMAN12012	MOUSE03980, MOUSE03977, MOUSE03979
OG0000103	HUMAN10579	MOUSE15157
OG0000103	HUMAN20080	MOUSE14014
OG0000104	HUMAN05724	MOUSE50572
OG0000104	HUMAN19523	MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436
OG0000104	HUMAN26011	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980
OG0000104	HUMAN26009	MOUSE06979
OG0000104	HUMAN26010	MOUSE06981, MOUSE06983, MOUSE06982
OG0000104	HUMAN21916	MOUSE15501
OG0000104	HUMAN21915	MOUSE15498, MOUSE15499
OG0000104	HUMAN12742	MOUSE05643, MOUSE05641, MOUSE05642
OG0000104	HUMAN05721	MOUSE50577
OG0000104	HUMAN19524	MOUSE16445, MOUSE16446
OG0000104	HUMAN05723	MOUSE50574, MOUSE50575, MOUSE50576
OG0000104	HUMAN19373	MOUSE16174
OG0000104	HUMAN02405, HUMAN02404	MOUSE23464, MOUSE23465, MOUSE23463
OG0000104	HUMAN06960	MOUSE01968, MOUSE01967
OG0000104	HUMAN29799	MOUSE53764
OG0000104	HUMAN18236	MOUSE22551, MOUSE22550
OG0000106	HUMAN11182	MOUSE49277, MOUSE49278
OG0000106	HUMAN29629, HUMAN29628	MOUSE55330
OG0000106	HUMAN11556	MOUSE49769
OG0000106	HUMAN27976	MOUSE29352
OG0000106	HUMAN27977	MOUSE29353, MOUSE29354
OG0000106	HUMAN27979	MOUSE29357
OG0000106	HUMAN27978	MOUSE29355
OG0000106	HUMAN27844	MOUSE32021
OG0000106	HUMAN13103, HUMAN13104, HUMAN13105	MOUSE04920, MOUSE04918
OG0000106	HUMAN01589	MOUSE30798, MOUSE30797
OG0000106	HUMAN09602	MOUSE51789, MOUSE51787, MOUSE51788
OG0000107	HUMAN24662	MOUSE08903, MOUSE08932, MOUSE08836, MOUSE08837, MOUSE08933
OG0000107	HUMAN01575, HUMAN24611	MOUSE30829
OG0000107	HUMAN24604	MOUSE08916
OG0000107	HUMAN06065	MOUSE08908
OG0000107	HUMAN24618	MOUSE08824
OG0000107	HUMAN24633	MOUSE08922
OG0000107	HUMAN24661	MOUSE41813
