Orthogroup	HUMAN	APOSC_ok
OG0000149	HUMAN23614, HUMAN23616, HUMAN23619	APOSC_17921, APOSC_17920, APOSC_17820
OG0000149	HUMAN10034, HUMAN23690	APOSC_12513, APOSC_00444, APOSC_02449, APOSC_02196
OG0000149	HUMAN22790	APOSC_09540, APOSC_20238
OG0000151	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973	APOSC_26828, APOSC_02355, APOSC_10983, APOSC_26533, APOSC_24307
OG0000151	HUMAN29073, HUMAN01218, HUMAN01219	APOSC_27430
OG0000155	HUMAN28367, HUMAN28368, HUMAN25231, HUMAN00772, HUMAN25229, HUMAN28369	APOSC_09923, APOSC_09921, APOSC_09922
OG0000157	HUMAN28808, HUMAN14307	APOSC_02266
OG0000157	HUMAN11058, HUMAN11059	APOSC_27261
OG0000158	HUMAN19321, HUMAN25759, HUMAN27804	APOSC_22004
OG0000158	HUMAN03704	APOSC_02468
OG0000159	HUMAN27903	APOSC_05622
OG0000159	HUMAN25418	APOSC_25144
OG0000159	HUMAN29307	APOSC_27680
OG0000160	HUMAN18884, HUMAN18883	APOSC_17800
OG0000163	HUMAN13482, HUMAN13483	APOSC_26564, APOSC_17645
OG0000163	HUMAN13485, HUMAN13486, HUMAN20190	APOSC_12728
OG0000163	HUMAN12888, HUMAN06524, HUMAN26092	APOSC_20618
OG0000164	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006	APOSC_28232
OG0000165	HUMAN22846, HUMAN23999, HUMAN27465, HUMAN07472, HUMAN30066, HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814	APOSC_28761
OG0000166	HUMAN10732	APOSC_14630
OG0000166	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174	APOSC_21144, APOSC_00905
OG0000167	HUMAN00657, HUMAN00658	APOSC_17983
OG0000167	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661	APOSC_24407, APOSC_10227
OG0000168	HUMAN04351	APOSC_12746
OG0000168	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467	APOSC_27887
OG0000168	HUMAN04352	APOSC_13167, APOSC_07254, APOSC_08432, APOSC_07255
OG0000169	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789	APOSC_09396
OG0000171	HUMAN12335	APOSC_07430, APOSC_07431
OG0000171	HUMAN06783, HUMAN06782	APOSC_14851, APOSC_03334
OG0000171	HUMAN03531, HUMAN22193	APOSC_09017
OG0000171	HUMAN23027	APOSC_01598
OG0000172	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598	APOSC_03889
OG0000173	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381	APOSC_10054, APOSC_10053, APOSC_10055
OG0000174	HUMAN28400, HUMAN02927	APOSC_21578, APOSC_07934, APOSC_01234, APOSC_10955, APOSC_03912, APOSC_03913
OG0000175	HUMAN22641, HUMAN22640	APOSC_27959, APOSC_10607
OG0000175	HUMAN27918, HUMAN27828, HUMAN27827	APOSC_02663, APOSC_15663, APOSC_16993, APOSC_02106, APOSC_04816
OG0000179	HUMAN03338	APOSC_21863, APOSC_17377, APOSC_21864
OG0000179	HUMAN23712, HUMAN09621	APOSC_01350
OG0000179	HUMAN22996	APOSC_01246
OG0000180	HUMAN21794	APOSC_02926
OG0000181	HUMAN06326	APOSC_18007
OG0000181	HUMAN26916, HUMAN21065	APOSC_01446, APOSC_07714
OG0000181	HUMAN08369	APOSC_04711
OG0000182	HUMAN03114	APOSC_10765
OG0000182	HUMAN09225	APOSC_07989
OG0000183	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522	APOSC_14059, APOSC_14061, APOSC_14060
OG0000183	HUMAN05463	APOSC_02686
OG0000183	HUMAN05532	APOSC_08693
OG0000183	HUMAN05533	APOSC_25503
OG0000184	HUMAN02121	APOSC_17807
OG0000184	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543	APOSC_16994, APOSC_24858, APOSC_05158
OG0000185	HUMAN06309, HUMAN06308, HUMAN21401	APOSC_05967, APOSC_05966
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184	APOSC_15582
OG0000185	HUMAN16695	APOSC_05961
OG0000186	HUMAN00084	APOSC_16659
OG0000186	HUMAN15852, HUMAN16941, HUMAN08784	APOSC_05569
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	APOSC_13702
OG0000190	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207	APOSC_09060, APOSC_15447
OG0000192	HUMAN18173	APOSC_25727
OG0000192	HUMAN01281, HUMAN28989, HUMAN14173	APOSC_10785
OG0000192	HUMAN29457	APOSC_23916, APOSC_23915
OG0000192	HUMAN10321	APOSC_18847, APOSC_26537, APOSC_16524, APOSC_16523
OG0000193	HUMAN05474	APOSC_02060
OG0000193	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576	APOSC_04930
OG0000194	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276	APOSC_08244, APOSC_28959, APOSC_12079, APOSC_02139, APOSC_23179, APOSC_16403, APOSC_17541, APOSC_23977, APOSC_23755
OG0000195	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624	APOSC_18323
OG0000197	HUMAN09888, HUMAN01887, HUMAN09887	APOSC_13508, APOSC_04368, APOSC_08761
OG0000197	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959	APOSC_01929
OG0000200	HUMAN02149, HUMAN21772	APOSC_22552
OG0000201	HUMAN25906, HUMAN20134	APOSC_29091, APOSC_29090
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	APOSC_24036
OG0000201	HUMAN12206, HUMAN19902	APOSC_29029
OG0000202	HUMAN27583	APOSC_17939
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	APOSC_27982, APOSC_06419
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	APOSC_26461
OG0000203	HUMAN21966, HUMAN00014	APOSC_04458, APOSC_04459
OG0000203	HUMAN00153, HUMAN00154	APOSC_05921, APOSC_26559
OG0000204	HUMAN18516	APOSC_15076
OG0000204	HUMAN04275, HUMAN06256	APOSC_25272, APOSC_13121, APOSC_25275, APOSC_25274, APOSC_25273
OG0000205	HUMAN08496, HUMAN02469	APOSC_28253, APOSC_04935
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	APOSC_06399, APOSC_24958
OG0000205	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799	APOSC_19060, APOSC_17853
OG0000207	HUMAN13832, HUMAN19141	APOSC_21181, APOSC_21969, APOSC_12332
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	APOSC_02963, APOSC_28634
OG0000209	HUMAN10642, HUMAN10641	APOSC_19505
OG0000210	HUMAN01117	APOSC_18166
OG0000210	HUMAN22011, HUMAN22010	APOSC_11707
OG0000211	HUMAN05541	APOSC_20059
OG0000211	HUMAN18718	APOSC_15302
OG0000211	HUMAN14218, HUMAN10060	APOSC_11394, APOSC_11393
OG0000213	HUMAN11846, HUMAN07075	APOSC_18387, APOSC_22248, APOSC_22247, APOSC_10650, APOSC_10652, APOSC_10651, APOSC_06097, APOSC_15882, APOSC_03404, APOSC_28099, APOSC_28098, APOSC_08591, APOSC_26757, APOSC_20178, APOSC_20179, APOSC_05362, APOSC_09345, APOSC_20753
OG0000215	HUMAN23880, HUMAN18661	APOSC_21728, APOSC_28864, APOSC_28443, APOSC_20327, APOSC_20078, APOSC_21643, APOSC_28418, APOSC_16074, APOSC_04161, APOSC_17247
OG0000215	HUMAN18245	APOSC_22144
OG0000216	HUMAN29325	APOSC_22264, APOSC_26435
OG0000218	HUMAN21084, HUMAN05261	APOSC_07899
OG0000219	HUMAN21989	APOSC_16619
OG0000220	HUMAN03287	APOSC_23437
OG0000220	HUMAN28206	APOSC_13363, APOSC_13606, APOSC_11773
OG0000221	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805	APOSC_16263
OG0000221	HUMAN21691, HUMAN00105, HUMAN00104	APOSC_14357, APOSC_14358, APOSC_14359
OG0000221	HUMAN18037, HUMAN20574	APOSC_15397
OG0000222	HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377	APOSC_17306, APOSC_24662, APOSC_18810, APOSC_29111
OG0000223	HUMAN28208, HUMAN16716	APOSC_16511, APOSC_16512
OG0000223	HUMAN03439	APOSC_13895
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	APOSC_17424, APOSC_17423, APOSC_28152, APOSC_13403, APOSC_16327, APOSC_12109
OG0000226	HUMAN18050	APOSC_23826
OG0000227	HUMAN18012, HUMAN26229	APOSC_28503
OG0000227	HUMAN14350, HUMAN09613, HUMAN09611	APOSC_12980
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	APOSC_05191, APOSC_01281, APOSC_13947
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552	APOSC_19530, APOSC_19529
OG0000229	HUMAN29674	APOSC_25375, APOSC_24814, APOSC_12350, APOSC_16701, APOSC_14149, APOSC_22408, APOSC_21651, APOSC_15293, APOSC_09519, APOSC_02374
OG0000230	HUMAN27790, HUMAN16569	APOSC_01215, APOSC_01213
OG0000231	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081	APOSC_23746
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	APOSC_06034
OG0000232	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037	APOSC_03253
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653	APOSC_09141, APOSC_09142
OG0000235	HUMAN22277	APOSC_14007, APOSC_05733, APOSC_17704, APOSC_05734, APOSC_09538
OG0000236	HUMAN01231, HUMAN01232	APOSC_18403
OG0000236	HUMAN25711	APOSC_01863, APOSC_01862
OG0000238	HUMAN10740	APOSC_11219
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630	APOSC_02443, APOSC_14952, APOSC_02534
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	APOSC_21234
OG0000239	HUMAN08545	APOSC_24359, APOSC_24358
OG0000239	HUMAN12754, HUMAN26078	APOSC_04749, APOSC_04748, APOSC_04747
OG0000240	HUMAN19892, HUMAN19897	APOSC_07530
OG0000242	HUMAN06808, HUMAN04472, HUMAN16342	APOSC_16970, APOSC_16971, APOSC_15793
OG0000242	HUMAN17637, HUMAN26476	APOSC_24338
OG0000244	HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992	APOSC_27515
OG0000245	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162	APOSC_24149, APOSC_20668
OG0000248	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612	APOSC_15009
OG0000250	HUMAN13349, HUMAN13351	APOSC_09132
OG0000250	HUMAN27668	APOSC_03832
OG0000250	HUMAN06114	APOSC_25705
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	APOSC_14083
OG0000251	HUMAN29671, HUMAN00112, HUMAN21687	APOSC_07566
OG0000255	HUMAN30604, HUMAN30605	APOSC_00435
OG0000255	HUMAN04286	APOSC_25370, APOSC_25369, APOSC_04436, APOSC_05899
OG0000256	HUMAN29239, HUMAN14982	APOSC_10246
OG0000256	HUMAN23740, HUMAN09481, HUMAN01743	APOSC_16681, APOSC_15086, APOSC_11495, APOSC_27505, APOSC_22638
OG0000257	HUMAN28535, HUMAN09663	APOSC_04351
OG0000257	HUMAN08809, HUMAN18743	APOSC_18481
OG0000258	HUMAN13201, HUMAN08490	APOSC_06996
OG0000258	HUMAN21035, HUMAN02853	APOSC_15815
OG0000258	HUMAN08489, HUMAN16922	APOSC_03499, APOSC_03498
OG0000260	HUMAN26833, HUMAN20959	APOSC_19872
OG0000261	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344	APOSC_10229, APOSC_19552, APOSC_25028, APOSC_10230, APOSC_27349, APOSC_25027, APOSC_25029, APOSC_25024, APOSC_25026
OG0000263	HUMAN25245	APOSC_27502, APOSC_02979, APOSC_24093, APOSC_12168, APOSC_25671, APOSC_21095, APOSC_06394, APOSC_10812, APOSC_22715, APOSC_17374
OG0000265	HUMAN14652, HUMAN29223, HUMAN29225	APOSC_09241
OG0000265	HUMAN06211	APOSC_08586
OG0000266	HUMAN10487, HUMAN10486	APOSC_17650
OG0000268	HUMAN17752	APOSC_19585, APOSC_27953
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	APOSC_11531
OG0000270	HUMAN16923, HUMAN08492, HUMAN15842	APOSC_03862
OG0000270	HUMAN19509, HUMAN25405	APOSC_07048
OG0000272	HUMAN28095	APOSC_07402
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035	APOSC_08495, APOSC_11181, APOSC_11180
OG0000273	HUMAN15012	APOSC_08345
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	APOSC_20677
OG0000273	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419	APOSC_08532
OG0000273	HUMAN16753, HUMAN16752	APOSC_21319, APOSC_14604
OG0000275	HUMAN18758, HUMAN18757, HUMAN08320	APOSC_10305, APOSC_10306
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	APOSC_01987
OG0000276	HUMAN22311	APOSC_24591
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	APOSC_02311
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	APOSC_25568, APOSC_09509, APOSC_02219, APOSC_09507, APOSC_28785, APOSC_09508, APOSC_28781, APOSC_28786, APOSC_28782, APOSC_28783
OG0000278	HUMAN07375	APOSC_09086
OG0000278	HUMAN12098	APOSC_24937
OG0000278	HUMAN15041	APOSC_00087, APOSC_12407
OG0000278	HUMAN16991	APOSC_09423
OG0000280	HUMAN25439	APOSC_24776
OG0000281	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413	APOSC_24094
OG0000281	HUMAN23769, HUMAN23090, HUMAN23089	APOSC_26411
OG0000282	HUMAN02951, HUMAN12498	APOSC_17576, APOSC_17574, APOSC_17573, APOSC_18715, APOSC_17575, APOSC_26306
OG0000282	HUMAN17183	APOSC_25877
OG0000282	HUMAN03610	APOSC_02484
OG0000282	HUMAN22064	APOSC_07889
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	APOSC_08790, APOSC_20570, APOSC_16476, APOSC_24928, APOSC_16455
OG0000284	HUMAN01285, HUMAN28991	APOSC_24065, APOSC_13238, APOSC_13237
OG0000285	HUMAN12969	APOSC_13024
OG0000288	HUMAN19033, HUMAN27858, HUMAN10017, HUMAN25535, HUMAN27850	APOSC_09838
OG0000289	HUMAN00853, HUMAN23391	APOSC_06815
OG0000289	HUMAN25308	APOSC_19609
OG0000295	HUMAN27073, HUMAN27078, HUMAN21755	APOSC_10930, APOSC_14533
OG0000295	HUMAN13492	APOSC_02326, APOSC_22548, APOSC_17856
OG0000296	HUMAN11442	APOSC_24229
OG0000296	HUMAN08613	APOSC_11176
OG0000296	HUMAN23410, HUMAN14549	APOSC_21501
OG0000296	HUMAN10103, HUMAN23742, HUMAN10104, HUMAN23238, HUMAN09898	APOSC_13456
OG0000296	HUMAN23176, HUMAN11443	APOSC_28118
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	APOSC_04349, APOSC_07826
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	APOSC_16292, APOSC_09629, APOSC_11330, APOSC_11980, APOSC_25367
OG0000299	HUMAN00611, HUMAN00610, HUMAN25580	APOSC_09122, APOSC_09123, APOSC_09121
OG0000300	HUMAN25211	APOSC_25120, APOSC_00191
OG0000301	HUMAN13542	APOSC_13026
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	APOSC_09425
OG0000301	HUMAN26951	APOSC_18104
OG0000301	HUMAN03228	APOSC_18115
OG0000302	HUMAN17995	APOSC_23935
OG0000305	HUMAN06757	APOSC_10995
OG0000305	HUMAN06758	APOSC_22799
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	APOSC_02552
OG0000306	HUMAN24069, HUMAN03303, HUMAN26264, HUMAN26265, HUMAN22808, HUMAN26268, HUMAN26267	APOSC_12440
OG0000307	HUMAN23554, HUMAN09389, HUMAN09383	APOSC_15481, APOSC_02178, APOSC_15480
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	APOSC_12039
OG0000308	HUMAN00635	APOSC_17328
OG0000308	HUMAN23142	APOSC_02947
OG0000309	HUMAN02855	APOSC_11709, APOSC_12572, APOSC_03120, APOSC_28024
OG0000312	HUMAN09558, HUMAN23442	APOSC_01999
OG0000312	HUMAN29892	APOSC_07994, APOSC_07993
OG0000312	HUMAN22837, HUMAN07566	APOSC_18962
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849	APOSC_29019
OG0000313	HUMAN18542, HUMAN05865, HUMAN18541	APOSC_14496
OG0000313	HUMAN26880, HUMAN26879	APOSC_05787
OG0000314	HUMAN28861	APOSC_21537
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	APOSC_18008
OG0000315	HUMAN26404	APOSC_23860
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	APOSC_12783, APOSC_12784
OG0000315	HUMAN26829	APOSC_19230
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	APOSC_09172
OG0000316	HUMAN23728, HUMAN14541	APOSC_03229
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	APOSC_01628
OG0000319	HUMAN13915	APOSC_19574
OG0000319	HUMAN27813	APOSC_22174, APOSC_22173
OG0000319	HUMAN13914	APOSC_02658
OG0000321	HUMAN01031, HUMAN28466	APOSC_16887
OG0000321	HUMAN10412	APOSC_23475
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	APOSC_12634
OG0000322	HUMAN07374	APOSC_26374, APOSC_18256
OG0000323	HUMAN01778	APOSC_01088
OG0000323	HUMAN02810, HUMAN19638	APOSC_27646
OG0000326	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971, HUMAN00136, HUMAN21699, HUMAN00137, HUMAN00135, HUMAN00139	APOSC_12910
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	APOSC_26060
OG0000327	HUMAN01408, HUMAN02360, HUMAN01407, HUMAN02359, HUMAN01411	APOSC_17692
OG0000328	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955	APOSC_17161
OG0000329	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536	APOSC_01657, APOSC_01654, APOSC_01655, APOSC_01656, APOSC_11373, APOSC_11372, APOSC_11371, APOSC_11374
OG0000330	HUMAN08894, HUMAN08893	APOSC_09464, APOSC_18277, APOSC_04346, APOSC_04864, APOSC_04865, APOSC_00566, APOSC_18859, APOSC_21248, APOSC_21249, APOSC_27386, APOSC_27387, APOSC_29151, APOSC_01953, APOSC_01952
OG0000333	HUMAN29371	APOSC_28267
OG0000334	HUMAN23299, HUMAN26236	APOSC_21997, APOSC_22742, APOSC_12460, APOSC_12461, APOSC_17465, APOSC_17466, APOSC_15654, APOSC_06862, APOSC_16465, APOSC_00746, APOSC_25390, APOSC_25389, APOSC_00116, APOSC_14183, APOSC_26541, APOSC_09486, APOSC_09488, APOSC_18452, APOSC_09782
OG0000335	HUMAN23060, HUMAN23061	APOSC_21388
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881	APOSC_28658
OG0000338	HUMAN18523, HUMAN18521	APOSC_13614, APOSC_13615
OG0000338	HUMAN26174	APOSC_13420, APOSC_13421
OG0000339	HUMAN19136, HUMAN19137	APOSC_26779, APOSC_02256, APOSC_24003, APOSC_07700, APOSC_07699, APOSC_25922, APOSC_18854, APOSC_05940
OG0000341	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910	APOSC_14766, APOSC_14765
OG0000343	HUMAN25327, HUMAN05299	APOSC_28356, APOSC_10760, APOSC_10761, APOSC_10758, APOSC_10759, APOSC_28355, APOSC_28357
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196	APOSC_23247
OG0000345	HUMAN23757, HUMAN23095, HUMAN03649	APOSC_14110, APOSC_14111
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	APOSC_23310
OG0000349	HUMAN19246, HUMAN13809	APOSC_06338, APOSC_23540, APOSC_12586
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	APOSC_03927
OG0000350	HUMAN05923	APOSC_20795
OG0000350	HUMAN08412, HUMAN18677	APOSC_22143
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	APOSC_22930, APOSC_22928, APOSC_22929
OG0000352	HUMAN25510	APOSC_00546
OG0000353	HUMAN03163	APOSC_05239, APOSC_05240
OG0000356	HUMAN16866, HUMAN16864	APOSC_20619
OG0000356	HUMAN24976, HUMAN24975	APOSC_23926, APOSC_05444, APOSC_09855, APOSC_01370
OG0000357	HUMAN04990	APOSC_23713
OG0000357	HUMAN10915	APOSC_05413, APOSC_05414, APOSC_05412
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	APOSC_07835
OG0000358	HUMAN06892	APOSC_15116, APOSC_15115, APOSC_13948, APOSC_04304, APOSC_18379
OG0000358	HUMAN06877	APOSC_26854
OG0000358	HUMAN06183, HUMAN06182	APOSC_04225
OG0000358	HUMAN07810	APOSC_26230
OG0000359	HUMAN11476, HUMAN11475, HUMAN10684	APOSC_09932
OG0000359	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920	APOSC_27927
OG0000359	HUMAN30482	APOSC_15516
OG0000360	HUMAN07694, HUMAN23042	APOSC_13633
OG0000360	HUMAN21019	APOSC_13959
OG0000363	HUMAN02625	APOSC_11763
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873	APOSC_10288
OG0000364	HUMAN25612	APOSC_25470, APOSC_07012, APOSC_07011, APOSC_21706, APOSC_11625
OG0000365	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704	APOSC_16992, APOSC_16991
OG0000367	HUMAN02861, HUMAN21458	APOSC_08227
OG0000367	HUMAN19257, HUMAN13779, HUMAN27433	APOSC_15610
OG0000371	HUMAN29626	APOSC_01199
OG0000371	HUMAN13145, HUMAN13146, HUMAN13143	APOSC_11261
OG0000371	HUMAN13142	APOSC_07491, APOSC_07490
OG0000372	HUMAN00421	APOSC_18539
OG0000372	HUMAN23778	APOSC_25246
OG0000372	HUMAN18835, HUMAN16705	APOSC_15484
OG0000373	HUMAN16793	APOSC_21401
OG0000373	HUMAN16794	APOSC_15290, APOSC_10379
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	APOSC_09620
OG0000374	HUMAN03380, HUMAN22685	APOSC_02117
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	APOSC_21959
OG0000377	HUMAN21744	APOSC_22263, APOSC_26619
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	APOSC_14762
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643	APOSC_16384, APOSC_16382, APOSC_16385
OG0000378	HUMAN15646	APOSC_16383
OG0000379	HUMAN11868	APOSC_27665
OG0000379	HUMAN10494, HUMAN12062	APOSC_01636
OG0000379	HUMAN30691, HUMAN17335	APOSC_04656
OG0000379	HUMAN00722, HUMAN00721	APOSC_28834
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	APOSC_18532
OG0000384	HUMAN22826	APOSC_20216, APOSC_20217
OG0000384	HUMAN17917	APOSC_04744
OG0000385	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041	APOSC_23259
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	APOSC_27825, APOSC_09743, APOSC_17169
OG0000389	HUMAN23760, HUMAN03279	APOSC_04151
OG0000391	HUMAN03741	APOSC_18122
OG0000392	HUMAN01116	APOSC_15558, APOSC_15557, APOSC_15559, APOSC_15556, APOSC_15555
OG0000393	HUMAN07234	APOSC_00406, APOSC_21190, APOSC_09454
OG0000393	HUMAN27562	APOSC_01755, APOSC_03383
OG0000393	HUMAN13374	APOSC_19188
OG0000395	HUMAN19542, HUMAN05545	APOSC_13839
OG0000396	HUMAN29386	APOSC_27773
OG0000396	HUMAN29153, HUMAN02042, HUMAN02128, HUMAN29390, HUMAN01318, HUMAN01319, HUMAN14594, HUMAN14593	APOSC_12357, APOSC_06483, APOSC_09534
OG0000397	HUMAN17188	APOSC_08278
OG0000399	HUMAN08526	APOSC_02547
OG0000399	HUMAN09598	APOSC_12700
OG0000399	HUMAN16706	APOSC_12699
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	APOSC_12371
OG0000400	HUMAN25403	APOSC_28932, APOSC_28931
OG0000401	HUMAN12512, HUMAN02934	APOSC_24755
OG0000402	HUMAN27407, HUMAN03424	APOSC_11815
OG0000403	HUMAN16242, HUMAN30309	APOSC_09281, APOSC_03957, APOSC_03958, APOSC_16595, APOSC_10365
OG0000404	HUMAN28568, HUMAN00982	APOSC_24054
OG0000404	HUMAN28453	APOSC_12504
OG0000404	HUMAN28452	APOSC_27230
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577	APOSC_22532, APOSC_22533
OG0000409	HUMAN12100, HUMAN12099, HUMAN07118, HUMAN11758, HUMAN11760, HUMAN27148, HUMAN27147, HUMAN11759	APOSC_01615
OG0000410	HUMAN15661, HUMAN24012, HUMAN22614	APOSC_05274, APOSC_07951
OG0000411	HUMAN00458, HUMAN25340	APOSC_25940
