Orthogroup	HUMAN	HELIO_ok
OG0000221	HUMAN18037, HUMAN20574	HELIO_06340
OG0000223	HUMAN28208, HUMAN16716	HELIO_07967
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	HELIO_03666, HELIO_05507, HELIO_12455
OG0000226	HUMAN18050	HELIO_05355, HELIO_07871
OG0000227	HUMAN18012, HUMAN26229	HELIO_02891
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	HELIO_06498, HELIO_04590
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552	HELIO_05990
OG0000229	HUMAN29674	HELIO_12626, HELIO_08788, HELIO_08327
OG0000230	HUMAN27790, HUMAN16569	HELIO_01183
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	HELIO_00476
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653	HELIO_06356
OG0000234	HUMAN02863, HUMAN02862, HUMAN04453	HELIO_10361
OG0000235	HUMAN22277	HELIO_01611, HELIO_06097, HELIO_07273
OG0000236	HUMAN01231, HUMAN01232	HELIO_10807
OG0000236	HUMAN25711	HELIO_03897, HELIO_07442
OG0000238	HUMAN10740	HELIO_10889
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630	HELIO_06126
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	HELIO_09847
OG0000239	HUMAN08545	HELIO_06585
OG0000239	HUMAN12754, HUMAN26078	HELIO_09876
OG0000240	HUMAN19892, HUMAN19897	HELIO_07617
OG0000242	HUMAN06808, HUMAN04472, HUMAN16342	HELIO_08165
OG0000242	HUMAN17637, HUMAN26476	HELIO_01488
OG0000245	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162	HELIO_12327, HELIO_04665
OG0000248	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612	HELIO_03449
OG0000250	HUMAN13349, HUMAN13351	HELIO_09216
OG0000250	HUMAN27668	HELIO_02167
OG0000250	HUMAN06114	HELIO_12457
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	HELIO_12261
OG0000251	HUMAN29671, HUMAN00112, HUMAN21687	HELIO_05418
OG0000255	HUMAN30604, HUMAN30605	HELIO_11786
OG0000255	HUMAN04286	HELIO_04587, HELIO_06197, HELIO_12461, HELIO_12238, HELIO_00118, HELIO_05381, HELIO_00573
OG0000256	HUMAN29239, HUMAN14982	HELIO_11169
OG0000256	HUMAN23740, HUMAN09481, HUMAN01743	HELIO_06584, HELIO_07024, HELIO_07406, HELIO_07937
OG0000257	HUMAN28535, HUMAN09663	HELIO_10210
OG0000257	HUMAN08809, HUMAN18743	HELIO_08653
OG0000258	HUMAN13201, HUMAN08490	HELIO_01832
OG0000258	HUMAN21035, HUMAN02853	HELIO_07834
OG0000258	HUMAN08489, HUMAN16922	HELIO_11938
OG0000260	HUMAN26833, HUMAN20959	HELIO_02123
OG0000263	HUMAN25245	HELIO_05578, HELIO_08363, HELIO_05846, HELIO_05963, HELIO_01532, HELIO_11244, HELIO_09948
OG0000265	HUMAN14652, HUMAN29223, HUMAN29225	HELIO_10981
OG0000265	HUMAN06211	HELIO_02949
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	HELIO_11907
OG0000270	HUMAN16923, HUMAN08492, HUMAN15842	HELIO_08940
OG0000270	HUMAN19510, HUMAN19509, HUMAN25405	HELIO_11284
OG0000270	HUMAN15869	HELIO_00681
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035	HELIO_06926
OG0000273	HUMAN15012	HELIO_05150
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	HELIO_03083
OG0000273	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419	HELIO_01650
OG0000273	HUMAN16753, HUMAN16752	HELIO_02819
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	HELIO_08804
OG0000276	HUMAN22311	HELIO_12000
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	HELIO_01369
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	HELIO_01920
OG0000280	HUMAN25439	HELIO_02582
OG0000281	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413	HELIO_07402
OG0000281	HUMAN23769, HUMAN23090, HUMAN23089	HELIO_08563
OG0000282	HUMAN02951, HUMAN12498	HELIO_10802
OG0000282	HUMAN17183	HELIO_02090
OG0000282	HUMAN03610	HELIO_06080
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	HELIO_09271, HELIO_08507, HELIO_03356
OG0000284	HUMAN01285, HUMAN28991	HELIO_04011
OG0000285	HUMAN12968	HELIO_08936
OG0000288	HUMAN19033, HUMAN27858, HUMAN10017, HUMAN25535, HUMAN27850	HELIO_01393
OG0000289	HUMAN00853, HUMAN23391	HELIO_07121
OG0000289	HUMAN25308	HELIO_08142
OG0000290	HUMAN17692	HELIO_00049, HELIO_02831, HELIO_07100
OG0000295	HUMAN27073, HUMAN27078, HUMAN21755	HELIO_04234
OG0000295	HUMAN13492	HELIO_05051
OG0000296	HUMAN08613	HELIO_03893
OG0000296	HUMAN23410, HUMAN14549	HELIO_12440
OG0000296	HUMAN23176, HUMAN11443	HELIO_07957
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	HELIO_10152, HELIO_00500, HELIO_06867, HELIO_11184, HELIO_11616
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	HELIO_09048, HELIO_06605, HELIO_10723
OG0000299	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940	HELIO_09503
OG0000300	HUMAN25211	HELIO_11563, HELIO_11637
OG0000301	HUMAN13542	HELIO_10571
OG0000301	HUMAN26951	HELIO_11537
OG0000301	HUMAN03228	HELIO_08461
OG0000302	HUMAN17995	HELIO_04163
OG0000305	HUMAN06757	HELIO_11091
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	HELIO_11371
OG0000306	HUMAN24069, HUMAN03303, HUMAN26264, HUMAN26265, HUMAN22808, HUMAN26268, HUMAN26267	HELIO_09402
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	HELIO_09361, HELIO_07835
OG0000308	HUMAN23142	HELIO_05751
OG0000309	HUMAN02855	HELIO_05101
OG0000312	HUMAN09558, HUMAN23442	HELIO_01538
OG0000312	HUMAN29892	HELIO_09957
OG0000312	HUMAN22837, HUMAN07566	HELIO_10360
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849	HELIO_06905
OG0000313	HUMAN18542, HUMAN05865, HUMAN18541	HELIO_11614
OG0000313	HUMAN26880, HUMAN26879	HELIO_01266
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	HELIO_03371
OG0000315	HUMAN26404	HELIO_08178
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	HELIO_09319
OG0000315	HUMAN26829	HELIO_06387
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	HELIO_00705
OG0000316	HUMAN23728, HUMAN14541	HELIO_01356
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	HELIO_09420
OG0000319	HUMAN27813	HELIO_06272, HELIO_00545
OG0000319	HUMAN13914	HELIO_04456, HELIO_04612
OG0000321	HUMAN01031, HUMAN28466	HELIO_08196
OG0000321	HUMAN10412	HELIO_12621
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	HELIO_08301
OG0000322	HUMAN07374	HELIO_03829, HELIO_10830, HELIO_06778
OG0000323	HUMAN01778	HELIO_07979
OG0000323	HUMAN02810, HUMAN19638	HELIO_09877
OG0000325	HUMAN28586	HELIO_11175, HELIO_05922, HELIO_12606, HELIO_12089
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	HELIO_08613
OG0000328	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955	HELIO_12519
OG0000329	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536	HELIO_07087
OG0000330	HUMAN08894, HUMAN08893	HELIO_11289, HELIO_02354, HELIO_05125, HELIO_05025, HELIO_10817, HELIO_00687
OG0000333	HUMAN29371	HELIO_00226
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881	HELIO_11240
OG0000338	HUMAN18523, HUMAN18521	HELIO_09261
OG0000338	HUMAN26174	HELIO_11115
OG0000339	HUMAN19136, HUMAN19137	HELIO_05723, HELIO_01207
OG0000341	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910	HELIO_08174, HELIO_08173
OG0000343	HUMAN25327, HUMAN05299	HELIO_11255, HELIO_11254, HELIO_11253, HELIO_04075
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196	HELIO_01783
OG0000345	HUMAN23757, HUMAN23095, HUMAN03649	HELIO_12314
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	HELIO_07117
OG0000349	HUMAN19246, HUMAN13809	HELIO_02776, HELIO_06671, HELIO_02602, HELIO_03916
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	HELIO_10069
OG0000350	HUMAN05923	HELIO_10189
OG0000350	HUMAN08412, HUMAN18677	HELIO_09346
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	HELIO_07849
OG0000352	HUMAN25510	HELIO_02109
OG0000353	HUMAN03163	HELIO_00605
OG0000356	HUMAN16866, HUMAN16864	HELIO_07250, HELIO_04896
OG0000356	HUMAN24976, HUMAN24975	HELIO_09257
OG0000357	HUMAN10915	HELIO_12008
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	HELIO_04303
OG0000358	HUMAN06892	HELIO_08162
OG0000358	HUMAN06877	HELIO_07934
OG0000358	HUMAN06183, HUMAN06182	HELIO_07992
OG0000358	HUMAN07810	HELIO_09698
OG0000359	HUMAN11476, HUMAN11475, HUMAN10684	HELIO_08095
OG0000359	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920	HELIO_01337
OG0000359	HUMAN30482	HELIO_08324
OG0000360	HUMAN07694, HUMAN23042	HELIO_05668
OG0000360	HUMAN21019	HELIO_09290
OG0000363	HUMAN02625	HELIO_08685
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873	HELIO_04531
OG0000364	HUMAN25612	HELIO_03949, HELIO_12735, HELIO_10136, HELIO_07364, HELIO_06168, HELIO_10958
OG0000365	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704	HELIO_11146
OG0000367	HUMAN02861, HUMAN21458	HELIO_11366
OG0000367	HUMAN19257, HUMAN13779, HUMAN27433	HELIO_00864
OG0000371	HUMAN29626	HELIO_06901
OG0000371	HUMAN13145, HUMAN13146, HUMAN13143	HELIO_00894
OG0000372	HUMAN22749	HELIO_08010
OG0000372	HUMAN00421	HELIO_09904
OG0000372	HUMAN23778	HELIO_12662
OG0000372	HUMAN18835, HUMAN16705	HELIO_08215
OG0000373	HUMAN07152, HUMAN07150, HUMAN04999	HELIO_07356
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	HELIO_12548
OG0000374	HUMAN03380, HUMAN22685	HELIO_08385
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	HELIO_07571
OG0000375	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057	HELIO_04344
OG0000375	HUMAN22225, HUMAN25491	HELIO_02630
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	HELIO_00664
OG0000378	HUMAN15646	HELIO_01804
OG0000379	HUMAN11868	HELIO_02753
OG0000379	HUMAN10494, HUMAN12062	HELIO_09413
OG0000379	HUMAN30691, HUMAN17335	HELIO_10769
OG0000379	HUMAN00722, HUMAN00721	HELIO_01951
OG0000380	HUMAN04882, HUMAN18649	HELIO_03707
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	HELIO_06591
OG0000384	HUMAN22826	HELIO_11619
OG0000384	HUMAN17917	HELIO_06784
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	HELIO_06942, HELIO_09822, HELIO_04683
OG0000389	HUMAN23760, HUMAN03279	HELIO_05126, HELIO_04723, HELIO_01825
OG0000391	HUMAN03741	HELIO_10879
OG0000392	HUMAN01116	HELIO_05710, HELIO_07226
OG0000393	HUMAN07234	HELIO_12162, HELIO_00926, HELIO_04233, HELIO_12760
OG0000393	HUMAN13374	HELIO_07006
OG0000396	HUMAN09495	HELIO_11515
OG0000397	HUMAN17188	HELIO_10979
OG0000399	HUMAN08526	HELIO_07050
OG0000399	HUMAN16706	HELIO_04949
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	HELIO_03771
OG0000400	HUMAN25403	HELIO_10775
OG0000401	HUMAN12512, HUMAN02934	HELIO_07012, HELIO_09245
OG0000402	HUMAN27407, HUMAN03424	HELIO_08210
OG0000402	HUMAN19232, HUMAN08155	HELIO_08672, HELIO_08610
OG0000403	HUMAN16242, HUMAN30309	HELIO_12710, HELIO_12709
OG0000404	HUMAN28568, HUMAN00982	HELIO_12139
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577	HELIO_10657
OG0000411	HUMAN00458, HUMAN25340	HELIO_00642
OG0000412	HUMAN01024	HELIO_12508
OG0000412	HUMAN29280	HELIO_09547
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	HELIO_08207, HELIO_08206
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	HELIO_10878
OG0000415	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609	HELIO_12745, HELIO_08198, HELIO_12617
OG0000419	HUMAN03932	HELIO_02114
OG0000422	HUMAN00789, HUMAN16673	HELIO_06618
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	HELIO_07447, HELIO_02671
OG0000425	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246	HELIO_02713
OG0000425	HUMAN15883, HUMAN19570, HUMAN05692	HELIO_11977
OG0000426	HUMAN24154	HELIO_00568
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	HELIO_10983
OG0000427	HUMAN04181	HELIO_03641
OG0000427	HUMAN00426, HUMAN21885	HELIO_07136
OG0000429	HUMAN21085	HELIO_04434
OG0000429	HUMAN13379	HELIO_07593
OG0000431	HUMAN10656	HELIO_02207
OG0000431	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406	HELIO_05550
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	HELIO_04546
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	HELIO_04640
OG0000432	HUMAN26492, HUMAN20952	HELIO_07017, HELIO_06679
OG0000433	HUMAN13341, HUMAN12146	HELIO_10148
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	HELIO_09108
OG0000435	HUMAN08429	HELIO_02789
OG0000435	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945	HELIO_08123
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	HELIO_08988, HELIO_08989
OG0000442	HUMAN21746, HUMAN07667	HELIO_01730
OG0000442	HUMAN21390, HUMAN00644, HUMAN25507	HELIO_02982
OG0000442	HUMAN26607, HUMAN13221	HELIO_12491
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	HELIO_07163
OG0000443	HUMAN23658	HELIO_10033
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	HELIO_00903
OG0000444	HUMAN05043, HUMAN05044, HUMAN20398	HELIO_04957
OG0000446	HUMAN27630	HELIO_08937
OG0000446	HUMAN04379	HELIO_02189
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	HELIO_10938, HELIO_10939
OG0000448	HUMAN07702	HELIO_08948
OG0000450	HUMAN10922, HUMAN26408, HUMAN26409	HELIO_01846
OG0000454	HUMAN14911	HELIO_01041
OG0000458	HUMAN27361	HELIO_08566
OG0000458	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825	HELIO_06003
OG0000459	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499	HELIO_06755, HELIO_07251
OG0000460	HUMAN12680	HELIO_10718
OG0000461	HUMAN12693	HELIO_02414
OG0000461	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310	HELIO_03732
OG0000463	HUMAN26997, HUMAN04467	HELIO_09937
OG0000463	HUMAN28833, HUMAN09995, HUMAN09996	HELIO_08661
OG0000465	HUMAN13778	HELIO_12789
OG0000465	HUMAN00068	HELIO_10139
OG0000465	HUMAN00069	HELIO_11678
OG0000466	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322	HELIO_07058, HELIO_06415
OG0000467	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851	HELIO_10923
OG0000468	HUMAN29031	HELIO_03768
OG0000469	HUMAN20925, HUMAN02455, HUMAN20460, HUMAN20461, HUMAN02876, HUMAN30502, HUMAN30503	HELIO_06536
OG0000469	HUMAN23651	HELIO_02957
OG0000470	HUMAN08602, HUMAN08603, HUMAN02695	HELIO_04201
OG0000471	HUMAN23110, HUMAN23109, HUMAN23762, HUMAN03462	HELIO_11076, HELIO_01921
OG0000473	HUMAN12691, HUMAN14596	HELIO_02691, HELIO_04547, HELIO_04615, HELIO_12353, HELIO_02800, HELIO_04395, HELIO_06620
OG0000474	HUMAN06611, HUMAN06612, HUMAN06609, HUMAN12853, HUMAN12852, HUMAN20808, HUMAN18157	HELIO_10673
OG0000475	HUMAN23203, HUMAN21411	HELIO_10255
OG0000476	HUMAN29055	HELIO_11845
OG0000476	HUMAN29052	HELIO_05620
OG0000478	HUMAN26855	HELIO_07629
OG0000479	HUMAN00548, HUMAN25778, HUMAN30326	HELIO_08760
OG0000479	HUMAN04562, HUMAN19754, HUMAN19753	HELIO_02948
OG0000480	HUMAN21970, HUMAN21960, HUMAN21962	HELIO_08414
OG0000480	HUMAN00364, HUMAN00362	HELIO_08413
OG0000481	HUMAN10858	HELIO_12216
OG0000481	HUMAN29163, HUMAN29162	HELIO_11178
OG0000481	HUMAN23804, HUMAN27663, HUMAN23805, HUMAN27664	HELIO_09259
OG0000482	HUMAN04810, HUMAN18681, HUMAN09268	HELIO_06214
OG0000482	HUMAN18685	HELIO_10091
OG0000482	HUMAN18687	HELIO_06713, HELIO_11214
OG0000484	HUMAN14629, HUMAN01113, HUMAN01114, HUMAN23384, HUMAN23383, HUMAN23382, HUMAN15014	HELIO_05916
OG0000485	HUMAN05761, HUMAN05762	HELIO_07054
OG0000486	HUMAN22789, HUMAN03580	HELIO_10558, HELIO_11461, HELIO_05022, HELIO_11212, HELIO_06172, HELIO_02564, HELIO_00117
OG0000487	HUMAN13410	HELIO_07290
OG0000488	HUMAN00613, HUMAN19011	HELIO_02611
OG0000490	HUMAN01260, HUMAN14885, HUMAN24885, HUMAN24884, HUMAN29378	HELIO_06690
OG0000491	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052	HELIO_02841, HELIO_11924
OG0000494	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288	HELIO_07387
OG0000495	HUMAN25846	HELIO_03281, HELIO_12758
OG0000496	HUMAN02986	HELIO_09084
OG0000497	HUMAN07212, HUMAN12464	HELIO_03655
OG0000498	HUMAN11282, HUMAN11283, HUMAN08229, HUMAN08228, HUMAN14106, HUMAN19165, HUMAN11327	HELIO_08706
OG0000499	HUMAN02683	HELIO_09553
OG0000503	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938	HELIO_03761, HELIO_01577
OG0000503	HUMAN09859, HUMAN09860	HELIO_01283
OG0000505	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623	HELIO_05319
OG0000506	HUMAN30006	HELIO_11106
OG0000508	HUMAN12380, HUMAN26281	HELIO_04860
OG0000508	HUMAN06650, HUMAN18003	HELIO_10897
OG0000510	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041	HELIO_05326, HELIO_00614, HELIO_06648
OG0000514	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479	HELIO_07204
OG0000515	HUMAN03447	HELIO_01437, HELIO_00462, HELIO_05122, HELIO_00094
OG0000516	HUMAN28002, HUMAN28001, HUMAN08226, HUMAN19549, HUMAN05500, HUMAN05499, HUMAN24427	HELIO_04523
OG0000519	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992	HELIO_00935
OG0000520	HUMAN07303, HUMAN10919	HELIO_02641
OG0000520	HUMAN15317, HUMAN05571	HELIO_10311
OG0000521	HUMAN15885, HUMAN08587, HUMAN16883	HELIO_07126
OG0000522	HUMAN22247	HELIO_08815, HELIO_12218
OG0000522	HUMAN17343	HELIO_08208
OG0000523	HUMAN07168, HUMAN28721	HELIO_12547, HELIO_01413
OG0000524	HUMAN03324	HELIO_03929
OG0000525	HUMAN02221, HUMAN02222, HUMAN29313	HELIO_03718
OG0000525	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019	HELIO_00389
OG0000526	HUMAN18666, HUMAN17074	HELIO_00348, HELIO_11593
OG0000527	HUMAN02303, HUMAN14497	HELIO_07197
OG0000528	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886	HELIO_07368
OG0000530	HUMAN14150, HUMAN29041, HUMAN01293	HELIO_07741, HELIO_07742
OG0000531	HUMAN12927, HUMAN18096	HELIO_02220
OG0000534	HUMAN06370	HELIO_12243
OG0000535	HUMAN29487, HUMAN24304, HUMAN22290	HELIO_10664, HELIO_04341
OG0000537	HUMAN30216, HUMAN07840, HUMAN18315	HELIO_02446
OG0000537	HUMAN18316, HUMAN30217, HUMAN07839	HELIO_01622
OG0000538	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004	HELIO_11897, HELIO_11896
OG0000542	HUMAN22939, HUMAN07559, HUMAN30229	HELIO_02332
OG0000542	HUMAN20659	HELIO_03023
OG0000544	HUMAN07581	HELIO_03555
OG0000544	HUMAN22577	HELIO_09959
OG0000545	HUMAN09330	HELIO_00292
OG0000545	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565	HELIO_03093
OG0000548	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638	HELIO_10743
OG0000548	HUMAN02528	HELIO_10294
OG0000548	HUMAN06895, HUMAN20990, HUMAN30501	HELIO_01580
OG0000551	HUMAN21041	HELIO_05085
OG0000552	HUMAN23579, HUMAN23580	HELIO_04288
OG0000553	HUMAN02361, HUMAN06910	HELIO_12654
OG0000553	HUMAN19362, HUMAN05458, HUMAN05459	HELIO_00441
OG0000553	HUMAN20240, HUMAN12995	HELIO_00012
OG0000560	HUMAN03172, HUMAN03171	HELIO_06436, HELIO_09240, HELIO_05887
OG0000561	HUMAN08902	HELIO_11408
OG0000562	HUMAN20748, HUMAN20749	HELIO_12786
OG0000564	HUMAN25870, HUMAN09308	HELIO_00066
OG0000564	HUMAN09010, HUMAN18697	HELIO_11739
OG0000565	HUMAN26569, HUMAN26572, HUMAN26570	HELIO_05432
OG0000566	HUMAN09507	HELIO_06134, HELIO_05991
OG0000566	HUMAN12454	HELIO_09539
OG0000567	HUMAN07964, HUMAN01748	HELIO_10335
OG0000567	HUMAN14288, HUMAN14286, HUMAN14287	HELIO_10328
OG0000570	HUMAN29797, HUMAN29796, HUMAN29795, HUMAN29794, HUMAN20050, HUMAN13467, HUMAN13468, HUMAN20512	HELIO_04526, HELIO_11396, HELIO_11398, HELIO_11795
OG0000572	HUMAN16893, HUMAN09020, HUMAN04717	HELIO_10250, HELIO_10251
OG0000573	HUMAN26705, HUMAN21827, HUMAN00083	HELIO_11819
OG0000573	HUMAN09505	HELIO_09237
OG0000574	HUMAN14519	HELIO_05765
OG0000575	HUMAN19743, HUMAN04569, HUMAN23201, HUMAN17765, HUMAN17763	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888
OG0000576	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496	HELIO_04420
OG0000578	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467	HELIO_04018
OG0000579	HUMAN06899, HUMAN02365, HUMAN20498, HUMAN30498	HELIO_08075
OG0000580	HUMAN19287, HUMAN03958	HELIO_00767
OG0000581	HUMAN08477	HELIO_07650
OG0000581	HUMAN16920, HUMAN08478, HUMAN08479	HELIO_00377
OG0000583	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760	HELIO_06801
OG0000587	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632	HELIO_08335
OG0000587	HUMAN15867	HELIO_02916
OG0000588	HUMAN14858, HUMAN01187, HUMAN28650	HELIO_06031
OG0000588	HUMAN05176, HUMAN05175	HELIO_08850
OG0000589	HUMAN16335, HUMAN03934, HUMAN02319	HELIO_05352
OG0000590	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597	HELIO_04845
OG0000590	HUMAN13708, HUMAN19211	HELIO_05331
OG0000591	HUMAN12144	HELIO_00717
OG0000592	HUMAN11498	HELIO_11966
OG0000592	HUMAN04372, HUMAN04369	HELIO_10886
OG0000593	HUMAN25908, HUMAN20155, HUMAN13573	HELIO_01727
OG0000594	HUMAN21115, HUMAN06244, HUMAN06243	HELIO_09059
OG0000597	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090	HELIO_02513
OG0000597	HUMAN09706, HUMAN28946	HELIO_06072
OG0000600	HUMAN25688, HUMAN29715, HUMAN30123	HELIO_06427
OG0000601	HUMAN12747, HUMAN12745, HUMAN12746, HUMAN03315, HUMAN03312, HUMAN03310, HUMAN03311, HUMAN03313, HUMAN27680	HELIO_00228, HELIO_06365
OG0000602	HUMAN30350, HUMAN07761	HELIO_08958
OG0000602	HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762	HELIO_03692
OG0000603	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962	HELIO_08442
OG0000604	HUMAN09221, HUMAN02688, HUMAN15456	HELIO_10843, HELIO_10844
OG0000609	HUMAN08370	HELIO_02166
OG0000609	HUMAN18125, HUMAN18126	HELIO_01095
OG0000610	HUMAN01601, HUMAN09728	HELIO_08233
OG0000610	HUMAN29369	HELIO_08205
OG0000611	HUMAN29652, HUMAN30039	HELIO_03069
