Orthogroup	HUMAN	AMPFI_ok
OG0000197	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959	AMPFI_14260
OG0000198	HUMAN07259, HUMAN00404, HUMAN00406, HUMAN00407, HUMAN00405, HUMAN00408, HUMAN10546	AMPFI_24261
OG0000201	HUMAN25906, HUMAN20134	AMPFI_03122
OG0000201	HUMAN12206, HUMAN19902	AMPFI_01733
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	AMPFI_02277
OG0000203	HUMAN21966, HUMAN00014	AMPFI_10377, AMPFI_15263
OG0000203	HUMAN00153, HUMAN00154	AMPFI_06550
OG0000204	HUMAN18516	AMPFI_16667
OG0000204	HUMAN18517	AMPFI_18110
OG0000204	HUMAN04275, HUMAN06256	AMPFI_16653, AMPFI_14128, AMPFI_06859
OG0000204	HUMAN06257	AMPFI_19770
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	AMPFI_19091
OG0000206	HUMAN03735	AMPFI_22039
OG0000207	HUMAN13832, HUMAN19141	AMPFI_08635, AMPFI_15520
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	AMPFI_19368, AMPFI_25316, AMPFI_25934, AMPFI_04187
OG0000209	HUMAN10642, HUMAN10641	AMPFI_09916, AMPFI_13365, AMPFI_06393
OG0000210	HUMAN01117	AMPFI_16256
OG0000210	HUMAN22011, HUMAN22010	AMPFI_21005
OG0000211	HUMAN05541	AMPFI_10849
OG0000211	HUMAN10119, HUMAN10120, HUMAN28797	AMPFI_12814
OG0000211	HUMAN14218, HUMAN10060	AMPFI_16753
OG0000213	HUMAN11846, HUMAN07075	AMPFI_07663
OG0000214	HUMAN12671	AMPFI_13169
OG0000215	HUMAN23880, HUMAN18661	AMPFI_03565
OG0000215	HUMAN18245	AMPFI_23213
OG0000216	HUMAN24849, HUMAN24848	AMPFI_00473
OG0000218	HUMAN21084, HUMAN05261	AMPFI_25516, AMPFI_06166, AMPFI_13579, AMPFI_21946, AMPFI_02956
OG0000220	HUMAN03287	AMPFI_11145
OG0000220	HUMAN28206	AMPFI_09063, AMPFI_16751, AMPFI_20109, AMPFI_11272
OG0000221	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805	AMPFI_07550
OG0000221	HUMAN18037, HUMAN20574	AMPFI_18146, AMPFI_19059
OG0000222	HUMAN18380, HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377	AMPFI_16387, AMPFI_05918, AMPFI_03073
OG0000223	HUMAN28208, HUMAN16716	AMPFI_09693
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	AMPFI_24201, AMPFI_00311
OG0000226	HUMAN18050	AMPFI_21777, AMPFI_11732, AMPFI_11731
OG0000227	HUMAN14351	AMPFI_16595
OG0000227	HUMAN18012, HUMAN26229	AMPFI_00331
OG0000227	HUMAN14350, HUMAN09613, HUMAN09611	AMPFI_23018
OG0000227	HUMAN21404	AMPFI_12350
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	AMPFI_07507
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552	AMPFI_21741
OG0000229	HUMAN29674	AMPFI_05764, AMPFI_10072, AMPFI_24212, AMPFI_15142, AMPFI_19973, AMPFI_16169, AMPFI_17069, AMPFI_03077
OG0000230	HUMAN27790, HUMAN16569	AMPFI_09954
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	AMPFI_01759
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653	AMPFI_09748
OG0000234	HUMAN02863, HUMAN02862, HUMAN04453	AMPFI_05768
OG0000235	HUMAN22277	AMPFI_22306
OG0000236	HUMAN01231, HUMAN01232	AMPFI_19570
OG0000236	HUMAN25711	AMPFI_14068
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	AMPFI_07816
OG0000239	HUMAN08545	AMPFI_07246, AMPFI_08248
OG0000239	HUMAN12754, HUMAN26078	AMPFI_20472
OG0000240	HUMAN19892, HUMAN19897	AMPFI_05219, AMPFI_05218
OG0000242	HUMAN06808, HUMAN04472, HUMAN16342	AMPFI_10835, AMPFI_24613
OG0000242	HUMAN17637, HUMAN26476	AMPFI_05850
OG0000245	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162	AMPFI_02673
OG0000248	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612	AMPFI_08134, AMPFI_21352
OG0000250	HUMAN13350	AMPFI_16594
OG0000250	HUMAN13349, HUMAN13351	AMPFI_05967
OG0000250	HUMAN27668	AMPFI_18668, AMPFI_20205, AMPFI_19063
OG0000250	HUMAN06114	AMPFI_12386
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	AMPFI_03175
OG0000251	HUMAN21880	AMPFI_00617
OG0000255	HUMAN30604, HUMAN30605	AMPFI_21142
OG0000255	HUMAN04286	AMPFI_03946, AMPFI_14685, AMPFI_21286, AMPFI_16948
OG0000256	HUMAN29239, HUMAN14982	AMPFI_08473
OG0000256	HUMAN23740, HUMAN09481, HUMAN01743	AMPFI_07025, AMPFI_16869
OG0000257	HUMAN08809, HUMAN18743	AMPFI_24622
OG0000258	HUMAN13201, HUMAN08490	AMPFI_21660
OG0000258	HUMAN21035, HUMAN02853	AMPFI_11627
OG0000260	HUMAN27590	AMPFI_17984
OG0000260	HUMAN26833, HUMAN20959	AMPFI_24181
OG0000260	HUMAN03777	AMPFI_02009, AMPFI_19737
OG0000263	HUMAN25245	AMPFI_00438, AMPFI_09186, AMPFI_21947, AMPFI_07367, AMPFI_19982, AMPFI_22146, AMPFI_19084, AMPFI_23746, AMPFI_05784, AMPFI_09365, AMPFI_22196, AMPFI_17471, AMPFI_16413, AMPFI_04016, AMPFI_25277
OG0000265	HUMAN29224	AMPFI_06270
OG0000265	HUMAN06211	AMPFI_11224
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	AMPFI_23943
OG0000269	HUMAN17779, HUMAN13131, HUMAN02926	AMPFI_00757
OG0000270	HUMAN16923, HUMAN08492, HUMAN15842	AMPFI_19866
OG0000270	HUMAN19510, HUMAN19509, HUMAN25405	AMPFI_18262
OG0000271	HUMAN21416, HUMAN12854, HUMAN17780, HUMAN26040, HUMAN19633, HUMAN06478, HUMAN03009	AMPFI_21553
OG0000272	HUMAN28095, HUMAN11703	AMPFI_21855
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035	AMPFI_20114
OG0000273	HUMAN15012	AMPFI_11471
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	AMPFI_01958
OG0000273	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419	AMPFI_06629
OG0000273	HUMAN16753, HUMAN16752	AMPFI_05763
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	AMPFI_19384
OG0000276	HUMAN14938, HUMAN14939	AMPFI_21490, AMPFI_19137
OG0000276	HUMAN22311	AMPFI_23250
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	AMPFI_09153
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	AMPFI_19405
OG0000277	HUMAN07255	AMPFI_04428
OG0000278	HUMAN07375, HUMAN12098	AMPFI_20031
OG0000278	HUMAN15042, HUMAN15043, HUMAN15041	AMPFI_23155
OG0000278	HUMAN16991	AMPFI_11370
OG0000278	HUMAN08210, HUMAN08208, HUMAN08211	AMPFI_25739, AMPFI_15284
OG0000280	HUMAN25439	AMPFI_02568
OG0000282	HUMAN02951, HUMAN12498	AMPFI_11943
OG0000282	HUMAN17183	AMPFI_16635
OG0000282	HUMAN03610	AMPFI_18258
OG0000282	HUMAN22064	AMPFI_00662
OG0000282	HUMAN12499	AMPFI_13665
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	AMPFI_12259, AMPFI_25463
OG0000284	HUMAN01285, HUMAN28991	AMPFI_25872, AMPFI_11998
OG0000286	HUMAN05817	AMPFI_03455, AMPFI_19320, AMPFI_22609
OG0000286	HUMAN28370	AMPFI_01055
OG0000288	HUMAN10017, HUMAN25535, HUMAN27850	AMPFI_04129
OG0000289	HUMAN00853, HUMAN23391	AMPFI_17606
OG0000289	HUMAN25308	AMPFI_16478
OG0000295	HUMAN13492	AMPFI_07689, AMPFI_07690
OG0000296	HUMAN08613	AMPFI_07491
OG0000296	HUMAN23238, HUMAN09898	AMPFI_21136, AMPFI_23948
OG0000296	HUMAN23176, HUMAN11443	AMPFI_13267
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	AMPFI_06146, AMPFI_04214, AMPFI_18218, AMPFI_14665
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	AMPFI_05316, AMPFI_20740, AMPFI_23715
OG0000299	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940	AMPFI_23716
OG0000300	HUMAN25211	AMPFI_08700
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	AMPFI_01248
OG0000301	HUMAN26951	AMPFI_07549
OG0000301	HUMAN03228	AMPFI_06298
OG0000303	HUMAN15777	AMPFI_15474, AMPFI_24726, AMPFI_06151
OG0000305	HUMAN06757	AMPFI_03870
OG0000306	HUMAN26265	AMPFI_01092
OG0000306	HUMAN26268	AMPFI_20442
OG0000307	HUMAN08960	AMPFI_07163
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	AMPFI_19983
OG0000308	HUMAN00635	AMPFI_20295
OG0000308	HUMAN23142	AMPFI_18028
OG0000309	HUMAN02855	AMPFI_00020, AMPFI_05314, AMPFI_03296
OG0000310	HUMAN29760, HUMAN29761	AMPFI_23833
OG0000312	HUMAN09558, HUMAN23442	AMPFI_07712
OG0000312	HUMAN29892	AMPFI_20772
OG0000312	HUMAN22837, HUMAN07566	AMPFI_21121
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849	AMPFI_05659
OG0000313	HUMAN18542, HUMAN05865, HUMAN18541	AMPFI_25204
OG0000313	HUMAN26880, HUMAN26879	AMPFI_24408
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	AMPFI_19303
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	AMPFI_07490
OG0000315	HUMAN26829	AMPFI_02270
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	AMPFI_19051
OG0000316	HUMAN23728, HUMAN14541	AMPFI_17678
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	AMPFI_14578
OG0000319	HUMAN13915	AMPFI_18016, AMPFI_24803
OG0000319	HUMAN27813	AMPFI_20972, AMPFI_12866, AMPFI_03298, AMPFI_20408, AMPFI_22898
OG0000321	HUMAN10412	AMPFI_01151
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	AMPFI_13886
OG0000322	HUMAN07374	AMPFI_07075, AMPFI_22995, AMPFI_10175, AMPFI_10174, AMPFI_04030, AMPFI_12395
OG0000323	HUMAN01778	AMPFI_18244
OG0000323	HUMAN02810, HUMAN19638	AMPFI_12290
OG0000324	HUMAN04420	AMPFI_03289
OG0000325	HUMAN28586	AMPFI_00268, AMPFI_18454, AMPFI_22673
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	AMPFI_07142, AMPFI_15155
OG0000327	HUMAN01411	AMPFI_02810
OG0000328	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955	AMPFI_12095
OG0000329	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536	AMPFI_20416
OG0000330	HUMAN08894, HUMAN08893	AMPFI_03300, AMPFI_17388, AMPFI_11638
OG0000338	HUMAN18523, HUMAN18521	AMPFI_12428
OG0000338	HUMAN26174	AMPFI_12247
OG0000339	HUMAN19136, HUMAN19137	AMPFI_15009
OG0000341	HUMAN27910	AMPFI_21712
OG0000342	HUMAN19070, HUMAN19069, HUMAN19071	AMPFI_11197, AMPFI_07594, AMPFI_24016
OG0000343	HUMAN25328	AMPFI_06155
OG0000343	HUMAN25327, HUMAN05299	AMPFI_14007
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196	AMPFI_06340
OG0000344	HUMAN06678, HUMAN06679	AMPFI_01579, AMPFI_02066, AMPFI_14648
OG0000345	HUMAN23757, HUMAN23095, HUMAN03649	AMPFI_07208, AMPFI_03618
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	AMPFI_07378, AMPFI_07379
OG0000349	HUMAN19246, HUMAN13809	AMPFI_20332
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	AMPFI_13974
OG0000350	HUMAN08412, HUMAN18677	AMPFI_04151
OG0000351	HUMAN14831, HUMAN14830, HUMAN14832, HUMAN01022, HUMAN28874, HUMAN06905, HUMAN28873, HUMAN30497, HUMAN02363, HUMAN06903, HUMAN28872, HUMAN02362, HUMAN06904	AMPFI_18306
OG0000351	HUMAN06906	AMPFI_23428
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	AMPFI_09522
OG0000352	HUMAN25510	AMPFI_16994
OG0000356	HUMAN16866, HUMAN16864	AMPFI_24451, AMPFI_14447, AMPFI_09090, AMPFI_19697, AMPFI_24155
OG0000356	HUMAN24976, HUMAN24975	AMPFI_06622, AMPFI_13045
OG0000357	HUMAN10915	AMPFI_23961
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	AMPFI_08530
OG0000358	HUMAN06892	AMPFI_12913
OG0000358	HUMAN06877	AMPFI_02004
OG0000358	HUMAN06183, HUMAN06182	AMPFI_18035
OG0000358	HUMAN07810	AMPFI_00204
OG0000359	HUMAN11476, HUMAN11475, HUMAN10684	AMPFI_13496
OG0000359	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920	AMPFI_18442
OG0000359	HUMAN30482	AMPFI_16065
OG0000360	HUMAN07694, HUMAN23042	AMPFI_22680
OG0000360	HUMAN21019	AMPFI_06174
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873	AMPFI_19121
OG0000363	HUMAN26508	AMPFI_04121
OG0000364	HUMAN25612	AMPFI_18353, AMPFI_21188, AMPFI_18689, AMPFI_01368, AMPFI_19431
OG0000365	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704	AMPFI_08145
OG0000367	HUMAN02861, HUMAN21458	AMPFI_07904, AMPFI_24584
OG0000367	HUMAN19257, HUMAN13779, HUMAN27433	AMPFI_10053
OG0000371	HUMAN29626	AMPFI_06561
OG0000372	HUMAN22749	AMPFI_17037
OG0000372	HUMAN00421	AMPFI_10224
OG0000372	HUMAN23778	AMPFI_09792
OG0000372	HUMAN18835, HUMAN16705	AMPFI_13417
OG0000373	HUMAN07152, HUMAN07150, HUMAN04999	AMPFI_02134
OG0000373	HUMAN16794	AMPFI_16084
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	AMPFI_06145
OG0000374	HUMAN03380, HUMAN22685	AMPFI_10024
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	AMPFI_05049
OG0000375	HUMAN22225	AMPFI_07511
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	AMPFI_07224
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643	AMPFI_10400
OG0000379	HUMAN11868	AMPFI_16322
OG0000379	HUMAN10494, HUMAN12062	AMPFI_17608
OG0000379	HUMAN30691, HUMAN17335	AMPFI_17738
OG0000379	HUMAN00722, HUMAN00721	AMPFI_06752
OG0000380	HUMAN04882, HUMAN18649	AMPFI_08876, AMPFI_25598
OG0000384	HUMAN22826	AMPFI_03715, AMPFI_01107, AMPFI_22343
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	AMPFI_05667, AMPFI_15517, AMPFI_22985, AMPFI_08084, AMPFI_00205, AMPFI_21789, AMPFI_00474
OG0000389	HUMAN05183	AMPFI_22466
OG0000389	HUMAN23760, HUMAN03279	AMPFI_07738
OG0000391	HUMAN03741	AMPFI_16689
OG0000391	HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162	AMPFI_24595
OG0000392	HUMAN01116	AMPFI_16078
OG0000393	HUMAN07234	AMPFI_11122
OG0000393	HUMAN27562	AMPFI_20681
OG0000393	HUMAN13374	AMPFI_17577
OG0000395	HUMAN19542, HUMAN05545	AMPFI_03869, AMPFI_03995
OG0000397	HUMAN17188	AMPFI_12772
OG0000399	HUMAN08526	AMPFI_14231
OG0000399	HUMAN16706	AMPFI_12451, AMPFI_24563
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	AMPFI_10126
OG0000400	HUMAN25403	AMPFI_16843
OG0000401	HUMAN12512, HUMAN02934	AMPFI_19353
OG0000402	HUMAN27407, HUMAN03424	AMPFI_10865
OG0000402	HUMAN19232, HUMAN08155	AMPFI_21549
OG0000403	HUMAN05388, HUMAN05390	AMPFI_17320
OG0000403	HUMAN16242, HUMAN30309	AMPFI_16136
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577	AMPFI_10725
OG0000410	HUMAN15661, HUMAN24012, HUMAN22614	AMPFI_01121
OG0000411	HUMAN00458, HUMAN25340	AMPFI_13273
OG0000412	HUMAN01024	AMPFI_05733
OG0000412	HUMAN29280	AMPFI_24223
OG0000413	HUMAN15492	AMPFI_09027
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	AMPFI_05195
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	AMPFI_15394
OG0000415	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609	AMPFI_07162, AMPFI_25345, AMPFI_07296
OG0000416	HUMAN01240, HUMAN01239, HUMAN01245, HUMAN01241, HUMAN01238, HUMAN01242, HUMAN01246, HUMAN01243, HUMAN01244	AMPFI_14943
OG0000417	HUMAN02370, HUMAN20361	AMPFI_02252, AMPFI_16248
OG0000419	HUMAN03932	AMPFI_09172
OG0000419	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414	AMPFI_16286
OG0000420	HUMAN07576, HUMAN23840, HUMAN23841	AMPFI_23871
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728
OG0000425	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246	AMPFI_05884
OG0000425	HUMAN15883, HUMAN19570, HUMAN05692	AMPFI_01852
OG0000426	HUMAN24154	AMPFI_05934
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	AMPFI_04676
OG0000427	HUMAN04181	AMPFI_05181, AMPFI_05182
OG0000427	HUMAN00426, HUMAN21885	AMPFI_08931, AMPFI_06083
OG0000429	HUMAN21085	AMPFI_14088
OG0000431	HUMAN10656	AMPFI_00618
OG0000431	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406	AMPFI_05479
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	AMPFI_02567
OG0000432	HUMAN26492, HUMAN20952	AMPFI_10240
OG0000433	HUMAN13341, HUMAN12146	AMPFI_09657
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	AMPFI_00584
OG0000434	HUMAN24562	AMPFI_12778, AMPFI_07772
OG0000435	HUMAN08429	AMPFI_08747
OG0000435	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945	AMPFI_21181
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	AMPFI_15525
OG0000442	HUMAN21746, HUMAN07667	AMPFI_18182
OG0000442	HUMAN21390, HUMAN00644, HUMAN25507	AMPFI_07999
OG0000442	HUMAN26607, HUMAN13221	AMPFI_04228
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	AMPFI_17659
OG0000443	HUMAN23658	AMPFI_08479
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	AMPFI_10516
OG0000444	HUMAN05043, HUMAN05044, HUMAN20398	AMPFI_14412
OG0000446	HUMAN27630	AMPFI_24097, AMPFI_20203
OG0000446	HUMAN04379	AMPFI_05555
OG0000446	HUMAN00515	AMPFI_21150
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	AMPFI_12502
OG0000448	HUMAN07702	AMPFI_06913
OG0000450	HUMAN10922, HUMAN26408, HUMAN26409	AMPFI_01260
OG0000452	HUMAN28968, HUMAN08620, HUMAN08619, HUMAN08617, HUMAN08618	AMPFI_02857
OG0000454	HUMAN14911	AMPFI_16132
OG0000458	HUMAN27361	AMPFI_20152
OG0000458	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825	AMPFI_04524
OG0000458	HUMAN00588, HUMAN27908, HUMAN27907	AMPFI_07546
OG0000459	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499	AMPFI_22518, AMPFI_18998
OG0000460	HUMAN12680	AMPFI_11031
OG0000461	HUMAN12693	AMPFI_12796
OG0000461	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310	AMPFI_12933
OG0000463	HUMAN26997, HUMAN04467	AMPFI_05009
OG0000463	HUMAN04468	AMPFI_16983, AMPFI_24517
OG0000463	HUMAN28833, HUMAN09995, HUMAN09996	AMPFI_23775
OG0000465	HUMAN13778	AMPFI_19029
OG0000465	HUMAN00068	AMPFI_07644
OG0000465	HUMAN00069	AMPFI_02128
OG0000467	HUMAN02442	AMPFI_12782
OG0000468	HUMAN29031	AMPFI_06635, AMPFI_17864
OG0000469	HUMAN20925	AMPFI_03128
OG0000469	HUMAN23651	AMPFI_08317
OG0000471	HUMAN27547, HUMAN22681, HUMAN22684, HUMAN22683	AMPFI_25824
OG0000471	HUMAN23110, HUMAN23109, HUMAN23762, HUMAN03462	AMPFI_16089
OG0000472	HUMAN05491	AMPFI_00236
OG0000473	HUMAN12691, HUMAN14596	AMPFI_13727, AMPFI_22924, AMPFI_11120, AMPFI_15405, AMPFI_15404, AMPFI_14363, AMPFI_24457, AMPFI_07123
OG0000474	HUMAN06611, HUMAN06612, HUMAN06609, HUMAN12853, HUMAN12852, HUMAN20808, HUMAN18157	AMPFI_11625
OG0000475	HUMAN23203, HUMAN21411	AMPFI_25135, AMPFI_16236
OG0000476	HUMAN29052	AMPFI_07783
OG0000476	HUMAN29053	AMPFI_08866
OG0000478	HUMAN26855	AMPFI_02947, AMPFI_15589
OG0000478	HUMAN20441, HUMAN26857	AMPFI_12511
OG0000479	HUMAN00548, HUMAN25778, HUMAN30326	AMPFI_03342
OG0000479	HUMAN04562, HUMAN19754, HUMAN19753	AMPFI_09996
OG0000480	HUMAN00364, HUMAN00362	AMPFI_18780
OG0000480	HUMAN00363	AMPFI_14622
OG0000481	HUMAN10858	AMPFI_04631
OG0000481	HUMAN29163, HUMAN29162	AMPFI_14700
OG0000481	HUMAN23804, HUMAN27663	AMPFI_12417
OG0000482	HUMAN04810, HUMAN18681, HUMAN09268	AMPFI_16288
OG0000482	HUMAN18685	AMPFI_19863
OG0000482	HUMAN18687	AMPFI_17333, AMPFI_20569, AMPFI_01031
OG0000485	HUMAN20638	AMPFI_22121
OG0000485	HUMAN05761, HUMAN05762	AMPFI_08283
OG0000486	HUMAN22789, HUMAN03580	AMPFI_16665, AMPFI_16285, AMPFI_12958, AMPFI_19185, AMPFI_24869
OG0000490	HUMAN24885	AMPFI_02409
OG0000494	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288	AMPFI_14510
OG0000495	HUMAN25846	AMPFI_22166, AMPFI_20710, AMPFI_02092, AMPFI_15737, AMPFI_21882, AMPFI_16808
OG0000496	HUMAN02986	AMPFI_25760
OG0000497	HUMAN07212, HUMAN12464	AMPFI_07081
OG0000498	HUMAN11282, HUMAN11283, HUMAN08229, HUMAN08228, HUMAN14106, HUMAN19165, HUMAN11327	AMPFI_22216
OG0000499	HUMAN02683	AMPFI_15726, AMPFI_14684
OG0000503	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938	AMPFI_06939
OG0000503	HUMAN09859, HUMAN09860	AMPFI_08675
OG0000504	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762	AMPFI_23661, AMPFI_15881
OG0000505	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623	AMPFI_13142
OG0000505	HUMAN28802, HUMAN01622	AMPFI_01675
OG0000506	HUMAN30006	AMPFI_10562
OG0000508	HUMAN06650, HUMAN18003	AMPFI_11279
OG0000510	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041	AMPFI_02887
OG0000511	HUMAN25187	AMPFI_13653, AMPFI_03100
OG0000512	HUMAN27287, HUMAN27288, HUMAN21918, HUMAN18135, HUMAN18133, HUMAN18132, HUMAN18134	AMPFI_14449, AMPFI_16277, AMPFI_24226, AMPFI_25230
OG0000514	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479	AMPFI_19314
OG0000515	HUMAN03447	AMPFI_04197
OG0000516	HUMAN28002, HUMAN28001, HUMAN08226, HUMAN19549, HUMAN05500, HUMAN05499, HUMAN24427	AMPFI_14909, AMPFI_11391
OG0000520	HUMAN07303, HUMAN10919	AMPFI_23972
OG0000520	HUMAN15317, HUMAN05571	AMPFI_14296
OG0000522	HUMAN17344	AMPFI_07135
OG0000522	HUMAN22247	AMPFI_14072, AMPFI_15408, AMPFI_24817, AMPFI_18956
OG0000523	HUMAN07167	AMPFI_10423
OG0000524	HUMAN03324	AMPFI_14569
OG0000525	HUMAN02221, HUMAN02222, HUMAN29313	AMPFI_13575
OG0000525	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019	AMPFI_23427
OG0000527	HUMAN02303, HUMAN14497	AMPFI_21522
OG0000527	HUMAN29406	AMPFI_13103
OG0000528	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886	AMPFI_18972, AMPFI_18973
OG0000529	HUMAN02129	AMPFI_19152
OG0000529	HUMAN17231, HUMAN17232	AMPFI_14588
OG0000529	HUMAN05856, HUMAN11986, HUMAN00177	AMPFI_10225
OG0000530	HUMAN14150, HUMAN29041, HUMAN01293	AMPFI_05279
OG0000533	HUMAN07476	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819
OG0000534	HUMAN06370	AMPFI_09373
OG0000535	HUMAN29487, HUMAN24304, HUMAN22290	AMPFI_10209, AMPFI_10684, AMPFI_06826
