Orthogroup	HUMAN	OWEFU
OG0000079	HUMAN06525, HUMAN07699, HUMAN06526, HUMAN17910, HUMAN26091, HUMAN23848	OFUSG21029.1.p1
OG0000079	HUMAN22600, HUMAN22601, HUMAN24340	OFUSG10422.3.p1, OFUSG10422.2.p1, OFUSG10422.1.p1, OFUSG10422.4.p1
OG0000079	HUMAN13038, HUMAN13039, HUMAN13036, HUMAN07260, HUMAN13037	OFUSG24101.1.p1
OG0000079	HUMAN14208	OFUSG19660.3.p1, OFUSG19660.2.p1, OFUSG19660.1.p1
OG0000081	HUMAN03680, HUMAN03679, HUMAN03681, HUMAN03678	OFUSG21451.1.p1
OG0000081	HUMAN21909, HUMAN27509	OFUSG09486.1.p1, OFUSG22553.1.p1, OFUSG14298.1.p1, OFUSG14123.1.p1
OG0000082	HUMAN29167	OFUSG08036.1.p1
OG0000082	HUMAN23869	OFUSG05603.1.p1
OG0000083	HUMAN07535, HUMAN22993	OFUSG03380.1.p1, OFUSG03380.2.p1
OG0000084	HUMAN03696, HUMAN22975	OFUSG05733.1.p1, OFUSG06631.1.p1
OG0000084	HUMAN05352	OFUSG19342.1.p1, OFUSG06244.1.p1, OFUSG18832.1.p1
OG0000084	HUMAN22750, HUMAN17196, HUMAN03227	OFUSG10136.1.p1
OG0000085	HUMAN12866, HUMAN20608, HUMAN17788	OFUSG23228.1.p1, OFUSG17240.1.p1
OG0000085	HUMAN13119, HUMAN07215	OFUSG24119.1.p1
OG0000085	HUMAN26172	OFUSG04918.1.p1
OG0000085	HUMAN19734, HUMAN19733, HUMAN05027	OFUSG15502.1.p1
OG0000085	HUMAN25832, HUMAN02095, HUMAN02096	OFUSG00479.1.p1
OG0000087	HUMAN11956	OFUSG13949.1.p1
OG0000087	HUMAN11957	OFUSG13948.1.p1
OG0000087	HUMAN02557	OFUSG12025.1.p1
OG0000087	HUMAN21001	OFUSG00692.1.p1
OG0000087	HUMAN18010	OFUSG04733.1.p1, OFUSG16016.1.p1
OG0000087	HUMAN21063	OFUSG06740.2.p1, OFUSG06740.1.p1
OG0000087	HUMAN10659	OFUSG18253.1.p1
OG0000088	HUMAN03260, HUMAN04395, HUMAN21618, HUMAN29776, HUMAN11422, HUMAN11423, HUMAN11367	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1, OFUSG15625.1.p1, OFUSG20484.1.p1, OFUSG02298.1.p1, OFUSG02298.2.p1, OFUSG22303.1.p1, OFUSG10900.1.p1
OG0000089	HUMAN21235	OFUSG05790.1.p1
OG0000089	HUMAN29653, HUMAN25674	OFUSG00843.1.p1, OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1
OG0000090	HUMAN24709	OFUSG07976.1.p1
OG0000090	HUMAN28948	OFUSG08207.1.p1
OG0000093	HUMAN25814, HUMAN25815, HUMAN26490, HUMAN26491, HUMAN20914	OFUSG03287.1.p1, OFUSG03281.1.p1, OFUSG07363.1.p1, OFUSG03291.1.p1, OFUSG26492.1.p1, OFUSG03288.1.p1, OFUSG07368.1.p1, OFUSG07369.2.p1, OFUSG07369.1.p1, OFUSG07367.1.p1, OFUSG07371.1.p1, OFUSG07370.1.p1, OFUSG02777.1.p1, OFUSG12122.1.p1, OFUSG03292.1.p1, OFUSG00762.1.p1, OFUSG12123.1.p1, OFUSG01092.1.p1
OG0000094	HUMAN21040	OFUSG06104.1.p1
OG0000094	HUMAN02204, HUMAN29518, HUMAN14811, HUMAN14814, HUMAN29867, HUMAN14812	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1
OG0000096	HUMAN30343, HUMAN07778, HUMAN21683	OFUSG14354.1.p1
OG0000096	HUMAN01418, HUMAN23507, HUMAN06774	OFUSG06591.1.p1
OG0000096	HUMAN27289	OFUSG12705.1.p1
OG0000096	HUMAN13889, HUMAN01832	OFUSG09090.1.p1
OG0000096	HUMAN06142, HUMAN01455, HUMAN03867, HUMAN06143, HUMAN03866	OFUSG08225.1.p1
OG0000096	HUMAN04200, HUMAN04201, HUMAN16028	OFUSG00268.1.p1
OG0000097	HUMAN01224, HUMAN01225, HUMAN01226	OFUSG10436.1.p1
OG0000098	HUMAN15990, HUMAN03957, HUMAN18424, HUMAN19602	OFUSG19724.1.p1, OFUSG12695.1.p1
OG0000099	HUMAN22987, HUMAN30307, HUMAN05422, HUMAN24115, HUMAN05424	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1
OG0000099	HUMAN15639, HUMAN15638, HUMAN05635	OFUSG00228.1.p1
OG0000099	HUMAN25408, HUMAN00740, HUMAN19390	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1, OFUSG00259.1.p1, OFUSG00259.2.p1
OG0000101	HUMAN11236, HUMAN11477, HUMAN11479, HUMAN11478	OFUSG26221.1.p1
OG0000101	HUMAN06575, HUMAN06643, HUMAN06644, HUMAN06642, HUMAN17830	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1
OG0000102	HUMAN08946, HUMAN02473	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1
OG0000102	HUMAN29446, HUMAN29103	OFUSG07220.1.p1
OG0000103	HUMAN12034, HUMAN12033, HUMAN12032, HUMAN12035, HUMAN12031, HUMAN12036, HUMAN08164, HUMAN08165, HUMAN21265, HUMAN18888	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1
OG0000103	HUMAN16070, HUMAN12012, HUMAN10579, HUMAN20080	OFUSG10643.2.p1, OFUSG10643.1.p1
OG0000104	HUMAN05724, HUMAN19523	OFUSG23222.1.p1, OFUSG23223.1.p1
OG0000104	HUMAN26011, HUMAN26009, HUMAN26010, HUMAN21916, HUMAN21915, HUMAN12742	OFUSG17041.2.p1, OFUSG17041.1.p1
OG0000104	HUMAN05721, HUMAN19524, HUMAN05723, HUMAN05722	OFUSG09600.1.p1, OFUSG17170.1.p1
OG0000104	HUMAN19373	OFUSG09069.1.p1
OG0000104	HUMAN02405, HUMAN02404, HUMAN06960, HUMAN29799	OFUSG06025.1.p1
OG0000106	HUMAN11182, HUMAN29629, HUMAN29628, HUMAN11556, HUMAN27976, HUMAN27977, HUMAN27979, HUMAN27978	OFUSG20665.1.p1, OFUSG20644.1.p1
OG0000106	HUMAN27844	OFUSG20761.2.p1, OFUSG20761.1.p1
OG0000106	HUMAN13103, HUMAN13104, HUMAN13105	OFUSG15466.1.p1, OFUSG15467.1.p1
OG0000106	HUMAN01589, HUMAN09602	OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1
OG0000107	HUMAN24628	OFUSG26967.1.p1
OG0000110	HUMAN07521, HUMAN12253, HUMAN12252	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1
OG0000111	HUMAN10226, HUMAN20105, HUMAN13252, HUMAN08327, HUMAN18760, HUMAN30250, HUMAN19322, HUMAN27802, HUMAN27801, HUMAN00609, HUMAN25761, HUMAN25760, HUMAN27800, HUMAN19324	OFUSG18504.1.p1
OG0000113	HUMAN00919	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1
OG0000114	HUMAN22220, HUMAN22219, HUMAN00197, HUMAN00198, HUMAN00199	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1
OG0000115	HUMAN11469, HUMAN11468	OFUSG05131.1.p1
OG0000117	HUMAN14532	OFUSG05057.1.p1
OG0000119	HUMAN17875, HUMAN06568, HUMAN12949	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1
OG0000119	HUMAN17960, HUMAN06534, HUMAN02909, HUMAN12779	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1
OG0000119	HUMAN17940, HUMAN20669	OFUSG16287.1.p1
OG0000120	HUMAN17966, HUMAN17965	OFUSG06774.1.p1
OG0000120	HUMAN19076, HUMAN19075, HUMAN19072	OFUSG12358.1.p1, OFUSG12359.1.p1, OFUSG06773.1.p1, OFUSG12360.1.p1
OG0000121	HUMAN23092, HUMAN03659	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1
OG0000121	HUMAN14877	OFUSG26631.2.p1, OFUSG26631.1.p1, OFUSG26625.2.p1, OFUSG26625.1.p1, OFUSG14379.1.p1
OG0000121	HUMAN18067	OFUSG04235.1.p1
OG0000122	HUMAN12772, HUMAN27264, HUMAN18288	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1
OG0000122	HUMAN17166, HUMAN22503, HUMAN22502, HUMAN23904, HUMAN17167, HUMAN20607, HUMAN17789, HUMAN06426, HUMAN06427	OFUSG16403.1.p1, OFUSG07655.1.p1, OFUSG09651.1.p1
OG0000123	HUMAN24040, HUMAN24041	OFUSG18979.1.p1, OFUSG19108.1.p1, OFUSG16538.1.p1, OFUSG16538.2.p1, OFUSG22263.1.p1, OFUSG08573.1.p1, OFUSG10775.1.p1
OG0000123	HUMAN24256	OFUSG01300.1.p1
OG0000124	HUMAN03991	OFUSG13980.1.p1
OG0000124	HUMAN13586, HUMAN25969, HUMAN20106	OFUSG17860.1.p1
OG0000124	HUMAN00442, HUMAN00443	OFUSG17649.1.p1
OG0000125	HUMAN12557, HUMAN20597	OFUSG04413.1.p1
OG0000125	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480	OFUSG16535.1.p1
OG0000125	HUMAN20598, HUMAN20599, HUMAN12556	OFUSG16070.1.p1, OFUSG16070.2.p1
OG0000125	HUMAN04438, HUMAN04439, HUMAN16073	OFUSG15972.1.p1, OFUSG15972.3.p1, OFUSG15972.2.p1
OG0000125	HUMAN06989, HUMAN06992	OFUSG19378.2.p1, OFUSG19378.1.p1, OFUSG19378.5.p1, OFUSG19378.3.p1, OFUSG19378.4.p1
OG0000126	HUMAN22375, HUMAN24176, HUMAN09168	OFUSG02680.1.p1
OG0000126	HUMAN07866, HUMAN30407, HUMAN21845	OFUSG13809.1.p1
OG0000126	HUMAN07493, HUMAN22359	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1
OG0000126	HUMAN14005, HUMAN14232, HUMAN14231, HUMAN01769, HUMAN01768, HUMAN09480	OFUSG08618.1.p1, OFUSG07602.1.p1
OG0000127	HUMAN07859, HUMAN30409, HUMAN21844	OFUSG13933.1.p1
OG0000127	HUMAN21549, HUMAN07766	OFUSG14194.1.p1
OG0000127	HUMAN27422, HUMAN19318	OFUSG17604.1.p1
OG0000127	HUMAN10225, HUMAN20144, HUMAN20145, HUMAN13245	OFUSG10843.1.p1
OG0000128	HUMAN04482, HUMAN05330, HUMAN05329	OFUSG08989.1.p1, OFUSG08988.1.p1, OFUSG08990.1.p1, OFUSG25804.1.p1, OFUSG25332.1.p1, OFUSG25334.1.p1
OG0000129	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344	OFUSG03321.1.p1, OFUSG03321.2.p1, OFUSG19181.1.p1, OFUSG19181.2.p1, OFUSG12088.1.p1, OFUSG12519.1.p1
OG0000129	HUMAN16815, HUMAN16811	OFUSG05207.1.p1, OFUSG18497.1.p1
OG0000129	HUMAN05233, HUMAN30228	OFUSG25789.1.p1, OFUSG04265.2.p1, OFUSG04265.1.p1, OFUSG14340.1.p1
OG0000130	HUMAN26940, HUMAN21484	OFUSG02046.1.p1, OFUSG03470.1.p1, OFUSG11271.1.p1, OFUSG14886.1.p1
OG0000130	HUMAN03377	OFUSG10726.1.p1, OFUSG10369.1.p1, OFUSG10580.1.p1, OFUSG05075.1.p1
OG0000131	HUMAN19899	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1
OG0000131	HUMAN18503, HUMAN18504	OFUSG21951.1.p1
OG0000132	HUMAN20126	OFUSG10605.1.p1
OG0000137	HUMAN28180, HUMAN25590, HUMAN25594	OFUSG10777.1.p1, OFUSG13550.1.p1, OFUSG13550.2.p1
OG0000137	HUMAN23088	OFUSG11144.1.p1, OFUSG11145.1.p1, OFUSG11143.1.p1, OFUSG21640.1.p1
OG0000137	HUMAN13481	OFUSG06514.1.p1, OFUSG06514.2.p1
OG0000137	HUMAN25150, HUMAN25149	OFUSG00060.1.p1, OFUSG01896.1.p1
OG0000139	HUMAN26414	OFUSG12327.1.p1
OG0000140	HUMAN27223	OFUSG04649.1.p1, OFUSG24390.1.p1
OG0000140	HUMAN03912, HUMAN03911, HUMAN03907, HUMAN06859, HUMAN04225, HUMAN03909, HUMAN06860, HUMAN05842, HUMAN03908	OFUSG04077.1.p1
OG0000142	HUMAN29488, HUMAN14465, HUMAN24745	OFUSG05117.1.p1
OG0000145	HUMAN16162	OFUSG11889.1.p1
OG0000145	HUMAN15367	OFUSG13983.1.p1
OG0000147	HUMAN18499, HUMAN00218	OFUSG17282.1.p1
OG0000147	HUMAN24559, HUMAN27635	OFUSG21442.2.p1, OFUSG21442.4.p1, OFUSG21442.1.p1, OFUSG21442.3.p1, OFUSG21442.5.p1
OG0000147	HUMAN02299	OFUSG26238.1.p1
OG0000147	HUMAN18714, HUMAN18712	OFUSG25122.1.p1
OG0000148	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389	OFUSG14287.1.p1, OFUSG06692.1.p1, OFUSG06891.2.p1, OFUSG06891.4.p1, OFUSG06891.5.p1, OFUSG06891.3.p1, OFUSG06891.1.p1, OFUSG06890.1.p1
OG0000148	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229	OFUSG19418.1.p1, OFUSG19198.1.p1, OFUSG19419.1.p1
OG0000149	HUMAN23614, HUMAN23616, HUMAN23619	OFUSG16120.1.p1
OG0000149	HUMAN10034, HUMAN23690	OFUSG05240.1.p1, OFUSG20670.1.p1, OFUSG20485.1.p1, OFUSG04685.1.p1, OFUSG04699.1.p1, OFUSG04099.1.p1
OG0000149	HUMAN22790	OFUSG10155.1.p1, OFUSG06135.1.p1, OFUSG10728.1.p1
OG0000151	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973	OFUSG13722.2.p1, OFUSG13722.4.p1, OFUSG13722.3.p1, OFUSG13722.5.p1, OFUSG13722.1.p1
OG0000151	HUMAN29073, HUMAN01218, HUMAN01219	OFUSG07678.4.p1, OFUSG07678.3.p1, OFUSG07678.5.p1, OFUSG07678.2.p1, OFUSG07678.1.p1
OG0000154	HUMAN19436	OFUSG01698.1.p1
OG0000155	HUMAN28367, HUMAN28368, HUMAN25231, HUMAN00772, HUMAN25229, HUMAN28369	OFUSG12605.1.p1, OFUSG12605.2.p1
OG0000155	HUMAN00775	OFUSG26378.1.p1
OG0000155	HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771	OFUSG26376.1.p1, OFUSG04539.1.p1, OFUSG04539.2.p1
OG0000157	HUMAN11058, HUMAN11059	OFUSG20854.1.p1
OG0000158	HUMAN19321, HUMAN25759, HUMAN27804	OFUSG13412.1.p1, OFUSG13412.2.p1
OG0000159	HUMAN27903	OFUSG13119.1.p1, OFUSG16367.1.p1, OFUSG16367.2.p1, OFUSG16367.3.p1
OG0000159	HUMAN25418	OFUSG00459.1.p1
OG0000159	HUMAN29307	OFUSG26624.1.p1
OG0000159	HUMAN04389, HUMAN23217, HUMAN11668	OFUSG02225.1.p1, OFUSG25899.1.p1
OG0000160	HUMAN18884, HUMAN18883	OFUSG13799.1.p1
OG0000160	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781	OFUSG10294.1.p1, OFUSG13209.1.p1, OFUSG25532.1.p1, OFUSG25530.1.p1, OFUSG00766.1.p1, OFUSG13210.1.p1
OG0000162	HUMAN17808, HUMAN17813, HUMAN17807, HUMAN17816, HUMAN06428, HUMAN20692, HUMAN20691, HUMAN13173, HUMAN17817, HUMAN20693	OFUSG21423.3.p1, OFUSG21423.2.p1, OFUSG21423.1.p1
OG0000164	HUMAN29509	OFUSG21051.1.p1, OFUSG26159.1.p1
OG0000164	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006	OFUSG09588.1.p1
OG0000165	HUMAN22846, HUMAN23999	OFUSG02166.1.p1, OFUSG02165.1.p1
OG0000166	HUMAN10732	OFUSG26690.1.p1
OG0000167	HUMAN25492	OFUSG23708.1.p1, OFUSG23708.2.p1
OG0000168	HUMAN28467	OFUSG23600.1.p1
OG0000168	HUMAN04352, HUMAN17049, HUMAN15865, HUMAN15864	OFUSG21195.1.p1, OFUSG24664.1.p1, OFUSG21923.1.p1
OG0000169	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789	OFUSG11692.1.p1, OFUSG11690.1.p1, OFUSG11687.1.p1, OFUSG11687.2.p1, OFUSG22051.1.p1, OFUSG22051.2.p1, OFUSG22050.1.p1, OFUSG22052.1.p1, OFUSG04494.1.p1, OFUSG11694.1.p1, OFUSG04502.1.p1, OFUSG04496.1.p1, OFUSG04500.1.p1
OG0000171	HUMAN23028	OFUSG00917.1.p1
OG0000171	HUMAN12335	OFUSG15615.1.p1
OG0000171	HUMAN06783, HUMAN06782	OFUSG12255.1.p1, OFUSG02510.1.p1, OFUSG00918.1.p1, OFUSG24189.1.p1
OG0000171	HUMAN23027	OFUSG10183.1.p1
OG0000172	HUMAN09786	OFUSG22008.1.p1, OFUSG21979.1.p1, OFUSG21992.1.p1
OG0000172	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598	OFUSG04842.1.p1
OG0000173	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381	OFUSG23457.1.p1, OFUSG23457.2.p1
OG0000174	HUMAN28400, HUMAN02927	OFUSG23398.1.p1, OFUSG23396.1.p1
OG0000174	HUMAN27541, HUMAN27540, HUMAN22731	OFUSG08038.1.p1
OG0000175	HUMAN22641, HUMAN22640	OFUSG13162.2.p1, OFUSG13162.1.p1
OG0000175	HUMAN27828, HUMAN27827	OFUSG17209.1.p1
OG0000175	HUMAN00274	OFUSG17416.1.p1
OG0000179	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337, HUMAN03338	OFUSG10862.2.p1, OFUSG10862.1.p1
OG0000179	HUMAN23712, HUMAN09621	OFUSG09587.1.p1
OG0000180	HUMAN19779	OFUSG21383.1.p1, OFUSG20979.1.p1, OFUSG21382.2.p1, OFUSG21382.1.p1
OG0000180	HUMAN21794	OFUSG17288.1.p1
OG0000180	HUMAN27480, HUMAN07523, HUMAN30008	OFUSG21395.2.p1, OFUSG21395.1.p1
OG0000181	HUMAN06326, HUMAN06327, HUMAN02594	OFUSG16146.1.p1
OG0000181	HUMAN26916, HUMAN21065	OFUSG05616.1.p1
OG0000181	HUMAN08369	OFUSG26101.1.p1
OG0000182	HUMAN03114	OFUSG19980.1.p1
OG0000183	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522	OFUSG11627.1.p1, OFUSG11627.2.p1
OG0000183	HUMAN05463	OFUSG08563.2.p1, OFUSG08563.1.p1
OG0000183	HUMAN05532	OFUSG09522.1.p1
OG0000184	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543	OFUSG15487.1.p1, OFUSG21878.1.p1, OFUSG08044.1.p1, OFUSG14499.1.p1
OG0000185	HUMAN06309, HUMAN06308, HUMAN21401	OFUSG16625.1.p1
OG0000185	HUMAN26287	OFUSG16481.1.p1
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184	OFUSG05213.1.p1
OG0000185	HUMAN16695	OFUSG17591.4.p1, OFUSG17591.1.p1, OFUSG17591.5.p1, OFUSG17591.3.p1, OFUSG17591.2.p1
OG0000186	HUMAN00084	OFUSG07317.1.p1, OFUSG14800.1.p1, OFUSG14836.1.p1, OFUSG14836.3.p1, OFUSG14836.2.p1
OG0000186	HUMAN16942	OFUSG17936.1.p1, OFUSG17936.2.p1
OG0000188	HUMAN01044, HUMAN01045	OFUSG15781.1.p1
OG0000188	HUMAN17728	OFUSG03011.1.p1
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	OFUSG18212.1.p1
OG0000188	HUMAN27536	OFUSG10551.1.p1
OG0000191	HUMAN28067, HUMAN19059, HUMAN16651, HUMAN00619	OFUSG26600.1.p1
OG0000192	HUMAN18173	OFUSG10808.1.p1
OG0000192	HUMAN01281, HUMAN28989, HUMAN14173	OFUSG12780.1.p1
OG0000192	HUMAN29457	OFUSG25720.1.p1
OG0000192	HUMAN10321	OFUSG10409.1.p1, OFUSG02450.1.p1
OG0000194	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276	OFUSG13910.1.p1, OFUSG20742.1.p1
OG0000195	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624	OFUSG14819.1.p1
OG0000195	HUMAN21625	OFUSG17323.1.p1
OG0000197	HUMAN09888, HUMAN01887, HUMAN09887	OFUSG23747.1.p1, OFUSG02988.1.p1, OFUSG15559.1.p1, OFUSG14607.2.p1, OFUSG14607.1.p1, OFUSG25988.2.p1, OFUSG25988.1.p1
OG0000197	HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959	OFUSG24608.1.p1, OFUSG26953.1.p1, OFUSG22739.1.p1
OG0000200	HUMAN24423, HUMAN24424, HUMAN14051, HUMAN24422, HUMAN14049, HUMAN14047, HUMAN14044, HUMAN14039, HUMAN14041, HUMAN14045, HUMAN14043	OFUSG12953.2.p1, OFUSG12953.1.p1, OFUSG25800.1.p1, OFUSG11985.1.p1, OFUSG21631.1.p1
OG0000200	HUMAN21772	OFUSG26564.3.p1, OFUSG26564.2.p1, OFUSG26564.1.p1, OFUSG02405.1.p1, OFUSG10404.2.p1, OFUSG10404.1.p1, OFUSG05208.1.p1, OFUSG06413.1.p1, OFUSG22253.1.p1, OFUSG26185.1.p1, OFUSG26678.1.p1, OFUSG21630.1.p1
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	OFUSG15046.2.p1, OFUSG15046.1.p1
OG0000201	HUMAN12206, HUMAN19902	OFUSG15403.1.p1
OG0000202	HUMAN12787, HUMAN26515, HUMAN18114	OFUSG09363.1.p1
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	OFUSG06911.1.p1
OG0000203	HUMAN23097	OFUSG18348.1.p1
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	OFUSG23539.1.p1, OFUSG23539.2.p1
OG0000203	HUMAN21966, HUMAN00014	OFUSG17594.1.p1, OFUSG17593.1.p1
OG0000203	HUMAN11982, HUMAN00109	OFUSG13145.1.p1
OG0000204	HUMAN18516	OFUSG26401.1.p1
OG0000204	HUMAN05840, HUMAN05075, HUMAN18517	OFUSG00289.1.p1
OG0000204	HUMAN04275, HUMAN06256	OFUSG00295.4.p1, OFUSG00295.3.p1, OFUSG00295.2.p1, OFUSG00295.1.p1
OG0000205	HUMAN08496, HUMAN02469	OFUSG12227.4.p1, OFUSG12227.3.p1, OFUSG12227.2.p1, OFUSG12227.1.p1
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	OFUSG16771.1.p1
OG0000205	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799	OFUSG16770.1.p1, OFUSG16770.2.p1, OFUSG03924.1.p1
OG0000206	HUMAN03735	OFUSG11384.1.p1
OG0000207	HUMAN13832, HUMAN19141, HUMAN28598, HUMAN00876, HUMAN21341, HUMAN02010	OFUSG04111.3.p1, OFUSG04111.1.p1, OFUSG04111.2.p1, OFUSG04111.4.p1, OFUSG22441.1.p1, OFUSG01125.1.p1, OFUSG00716.2.p1, OFUSG00716.1.p1, OFUSG00716.3.p1
OG0000207	HUMAN21342	OFUSG21730.2.p1, OFUSG21730.1.p1, OFUSG21729.1.p1, OFUSG21731.1.p1, OFUSG21727.1.p1, OFUSG22730.1.p1, OFUSG25250.1.p1, OFUSG23095.1.p1, OFUSG03131.1.p1, OFUSG21728.1.p1
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	OFUSG05257.1.p1, OFUSG15720.2.p1, OFUSG15720.1.p1, OFUSG15720.3.p1, OFUSG10265.1.p1, OFUSG15667.1.p1, OFUSG22350.1.p1, OFUSG01785.1.p1, OFUSG01785.2.p1, OFUSG24045.1.p1, OFUSG24046.2.p1, OFUSG24046.1.p1
OG0000209	HUMAN10642, HUMAN10641	OFUSG16742.1.p1, OFUSG10431.1.p1
OG0000210	HUMAN01117	OFUSG23545.1.p1
OG0000210	HUMAN22011, HUMAN22010	OFUSG24707.1.p1
OG0000211	HUMAN05541	OFUSG09374.1.p1
OG0000211	HUMAN18718	OFUSG12452.1.p1
OG0000211	HUMAN23611	OFUSG19871.1.p1
OG0000211	HUMAN14218, HUMAN10060	OFUSG20005.1.p1
OG0000213	HUMAN11846, HUMAN07075	OFUSG00648.1.p1, OFUSG00647.1.p1
OG0000214	HUMAN12671	OFUSG11928.1.p1
OG0000215	HUMAN23880, HUMAN18661	OFUSG00386.1.p1, OFUSG00387.1.p1, OFUSG07610.1.p1, OFUSG01799.2.p1, OFUSG01799.1.p1, OFUSG01795.1.p1, OFUSG14447.2.p1, OFUSG14447.1.p1, OFUSG21188.1.p1, OFUSG18243.1.p1, OFUSG15829.1.p1
OG0000215	HUMAN18245	OFUSG26124.2.p1, OFUSG26124.1.p1, OFUSG26122.1.p1, OFUSG26123.1.p1
OG0000218	HUMAN21084, HUMAN05261	OFUSG07139.1.p1, OFUSG16832.1.p1
OG0000219	HUMAN21989	OFUSG21125.1.p1, OFUSG21142.1.p1
OG0000221	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805	OFUSG10844.1.p1, OFUSG10678.1.p1, OFUSG10678.2.p1
