Orthogroup	HUMAN	AENJA_ok
OG0000164	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006	AENJA_15219
OG0000166	HUMAN10732	AENJA_13257
OG0000166	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174	AENJA_16006
OG0000167	HUMAN00657, HUMAN00658	AENJA_12329
OG0000167	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661	AENJA_12328
OG0000168	HUMAN04351	AENJA_06793
OG0000168	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467	AENJA_16549, AENJA_16551
OG0000168	HUMAN04352	AENJA_11862, AENJA_21363
OG0000169	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789	AENJA_25576, AENJA_16357, AENJA_16336
OG0000171	HUMAN12335	AENJA_00267
OG0000171	HUMAN03531, HUMAN22193	AENJA_26673, AENJA_26672
OG0000171	HUMAN23027	AENJA_09998
OG0000172	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598	AENJA_10078
OG0000172	HUMAN19177	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024
OG0000173	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381	AENJA_13078, AENJA_25617, AENJA_18852
OG0000174	HUMAN28400, HUMAN02927	AENJA_09684
OG0000174	HUMAN27541, HUMAN27540, HUMAN22731	AENJA_09689
OG0000175	HUMAN22641, HUMAN22640	AENJA_06264, AENJA_00936, AENJA_00556
OG0000175	HUMAN27918, HUMAN27828, HUMAN27827	AENJA_05120
OG0000179	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337, HUMAN03338	AENJA_05305
OG0000179	HUMAN23712, HUMAN09621	AENJA_25279
OG0000179	HUMAN22996	AENJA_09174, AENJA_18216
OG0000180	HUMAN19779	AENJA_10008, AENJA_06703
OG0000180	HUMAN21794	AENJA_16046
OG0000180	HUMAN27480, HUMAN07523, HUMAN30008	AENJA_19397
OG0000181	HUMAN06326, HUMAN06327, HUMAN02594	AENJA_08843
OG0000181	HUMAN26916, HUMAN21065	AENJA_22272
OG0000183	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522	AENJA_03852
OG0000183	HUMAN05463	AENJA_18616
OG0000183	HUMAN05532	AENJA_21091
OG0000183	HUMAN05533	AENJA_21093
OG0000184	HUMAN02121	AENJA_15402, AENJA_19874
OG0000184	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543	AENJA_19614, AENJA_08959, AENJA_22614
OG0000185	HUMAN06309, HUMAN06308, HUMAN21401	AENJA_05818
OG0000185	HUMAN28240	AENJA_24956
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184	AENJA_06437
OG0000185	HUMAN16695	AENJA_19885
OG0000186	HUMAN00084	AENJA_22491
OG0000186	HUMAN02832	AENJA_22490
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	AENJA_15378
OG0000191	HUMAN28068	AENJA_11494, AENJA_16824
OG0000192	HUMAN18173	AENJA_20612
OG0000192	HUMAN01281, HUMAN28989, HUMAN14173	AENJA_06675
OG0000192	HUMAN29457	AENJA_19694
OG0000192	HUMAN10321	AENJA_16678, AENJA_04859
OG0000193	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576	AENJA_13914
OG0000194	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276	AENJA_10642, AENJA_01834
OG0000195	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624	AENJA_16048
OG0000197	HUMAN09888, HUMAN01887, HUMAN09887	AENJA_18863, AENJA_02976, AENJA_03276
OG0000197	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959	AENJA_03262
OG0000201	HUMAN25906, HUMAN20134	AENJA_04223
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	AENJA_12926
OG0000201	HUMAN12206, HUMAN19902	AENJA_00457
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	AENJA_10134
OG0000203	HUMAN23097	AENJA_01110
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	AENJA_20011
OG0000203	HUMAN21966, HUMAN00014	AENJA_10014
OG0000203	HUMAN00153, HUMAN00154	AENJA_10780
OG0000204	HUMAN18516	AENJA_01745
OG0000204	HUMAN04275, HUMAN06256	AENJA_12472
OG0000205	HUMAN08496, HUMAN02469	AENJA_05025
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	AENJA_13787, AENJA_01890
OG0000205	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799	AENJA_13815, AENJA_22602
OG0000206	HUMAN03735	AENJA_17989, AENJA_13770
OG0000207	HUMAN13832, HUMAN19141	AENJA_24487
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	AENJA_06125, AENJA_16595
OG0000210	HUMAN01117	AENJA_13029
OG0000210	HUMAN22011, HUMAN22010	AENJA_04024
OG0000211	HUMAN05541	AENJA_25447
OG0000211	HUMAN18718	AENJA_19821
OG0000211	HUMAN23611	AENJA_00791
OG0000211	HUMAN10119, HUMAN10120, HUMAN28797	AENJA_02934
OG0000211	HUMAN14218, HUMAN10060	AENJA_21143, AENJA_10795
OG0000213	HUMAN11846, HUMAN07075	AENJA_07228, AENJA_04662
OG0000214	HUMAN12671	AENJA_03581
OG0000215	HUMAN23880, HUMAN18661	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670
OG0000215	HUMAN18245	AENJA_03894, AENJA_01426
OG0000217	HUMAN17288, HUMAN17297, HUMAN17322, HUMAN17300, HUMAN17269, HUMAN17333, HUMAN17292, HUMAN17295, HUMAN17329, HUMAN17326, HUMAN17332, HUMAN17293, HUMAN17290, HUMAN17303, HUMAN17308, HUMAN17313, HUMAN17309, HUMAN17312, HUMAN17314, HUMAN17307, HUMAN17315, HUMAN17306, HUMAN17536, HUMAN17291, HUMAN17324, HUMAN17299, HUMAN17331, HUMAN17330, HUMAN17327, HUMAN17325, HUMAN17298, HUMAN17296, HUMAN17328, HUMAN17294, HUMAN17321, HUMAN17301, HUMAN17323	AENJA_00511
OG0000218	HUMAN21084, HUMAN05261	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732
OG0000220	HUMAN03287	AENJA_25417
OG0000220	HUMAN28206	AENJA_19945, AENJA_06243, AENJA_19950
OG0000221	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805	AENJA_18945, AENJA_16769
OG0000221	HUMAN18037, HUMAN20574	AENJA_12084
OG0000223	HUMAN28208, HUMAN16716	AENJA_25328, AENJA_19949
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	AENJA_04793, AENJA_18668
OG0000226	HUMAN18050	AENJA_19996, AENJA_22487, AENJA_22493
OG0000227	HUMAN21404	AENJA_15989
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	AENJA_15987, AENJA_15991
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552	AENJA_00460
OG0000228	HUMAN04548	AENJA_20374
OG0000229	HUMAN29674	AENJA_26296, AENJA_26297, AENJA_26293
OG0000230	HUMAN27790, HUMAN16569	AENJA_06650
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	AENJA_08495
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653	AENJA_02022
OG0000234	HUMAN02863, HUMAN02862, HUMAN04453	AENJA_09853
OG0000235	HUMAN22277	AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576
OG0000236	HUMAN01231	AENJA_25135
OG0000236	HUMAN25711	AENJA_07611, AENJA_02045, AENJA_00230
OG0000238	HUMAN10740	AENJA_24755
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630	AENJA_14161
OG0000238	HUMAN13821	AENJA_03329
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	AENJA_09843
OG0000239	HUMAN08545	AENJA_06019
OG0000239	HUMAN12754, HUMAN26078	AENJA_09841
OG0000240	HUMAN19892, HUMAN19897	AENJA_19535
OG0000242	HUMAN06809, HUMAN17638	AENJA_14245
OG0000244	HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992	AENJA_02207
OG0000245	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162	AENJA_02315, AENJA_03102, AENJA_02317
OG0000246	HUMAN15952	AENJA_10538, AENJA_10539
OG0000248	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612	AENJA_23410, AENJA_15881
OG0000250	HUMAN13349, HUMAN13351	AENJA_01564
OG0000250	HUMAN27668	AENJA_18922, AENJA_05431
OG0000250	HUMAN06114	AENJA_25579
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	AENJA_02410
OG0000253	HUMAN06123, HUMAN06124, HUMAN13916, HUMAN02920, HUMAN02921	AENJA_04582
OG0000255	HUMAN30604, HUMAN30605	AENJA_05199
OG0000255	HUMAN04286	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356
OG0000256	HUMAN29239, HUMAN14982	AENJA_24528
OG0000256	HUMAN23740, HUMAN09481, HUMAN01743	AENJA_04595, AENJA_22679, AENJA_05370, AENJA_07601, AENJA_13004
OG0000257	HUMAN28535, HUMAN09663	AENJA_21159
OG0000257	HUMAN08809, HUMAN18743	AENJA_06250
OG0000258	HUMAN13201, HUMAN08490	AENJA_04201
OG0000258	HUMAN21035, HUMAN02853	AENJA_21764
OG0000258	HUMAN08489, HUMAN16922	AENJA_08669
OG0000259	HUMAN21383	AENJA_09484
OG0000260	HUMAN26833, HUMAN20959	AENJA_02917
OG0000260	HUMAN03777	AENJA_18084
OG0000261	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344	AENJA_18758
OG0000263	HUMAN25245	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066
OG0000265	HUMAN14652, HUMAN29223, HUMAN29225	AENJA_21392, AENJA_21393
OG0000265	HUMAN06211	AENJA_02918
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	AENJA_25695
OG0000270	HUMAN16923, HUMAN08492, HUMAN15842	AENJA_16126
OG0000270	HUMAN15869	AENJA_14029
OG0000272	HUMAN28095, HUMAN11703	AENJA_04697
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035	AENJA_06955
OG0000273	HUMAN15012	AENJA_14902
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	AENJA_10997
OG0000275	HUMAN18758, HUMAN18757, HUMAN08320	AENJA_06085
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	AENJA_05208
OG0000276	HUMAN14938, HUMAN14939	AENJA_08719
OG0000276	HUMAN22311	AENJA_24994
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	AENJA_21144
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	AENJA_08858
OG0000278	HUMAN07375, HUMAN12098	AENJA_24084
OG0000278	HUMAN16991	AENJA_12104
OG0000280	HUMAN25439	AENJA_03995
OG0000280	HUMAN09733	AENJA_21139
OG0000281	HUMAN08198, HUMAN08199	AENJA_10606, AENJA_10610, AENJA_10605, AENJA_10607
OG0000281	HUMAN23769, HUMAN23090, HUMAN23089	AENJA_06967
OG0000282	HUMAN02951, HUMAN12498	AENJA_08490
OG0000282	HUMAN17183	AENJA_20347
OG0000282	HUMAN03610	AENJA_07959
OG0000282	HUMAN22064	AENJA_08159
OG0000284	HUMAN01286	AENJA_03153
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484
OG0000284	HUMAN01285, HUMAN28991	AENJA_03142, AENJA_20326
OG0000285	HUMAN12968	AENJA_13941
OG0000286	HUMAN27042	AENJA_03756, AENJA_24545, AENJA_09758
OG0000286	HUMAN05817	AENJA_07015, AENJA_05640
OG0000286	HUMAN21394, HUMAN28370	AENJA_10869
OG0000288	HUMAN10017, HUMAN25535, HUMAN27850	AENJA_14604
OG0000289	HUMAN00853, HUMAN23391	AENJA_13824
OG0000289	HUMAN25308	AENJA_15870
OG0000295	HUMAN13492	AENJA_07578
OG0000296	HUMAN11442	AENJA_26690
OG0000296	HUMAN08613	AENJA_22255
OG0000296	HUMAN23410, HUMAN14549	AENJA_23739
OG0000296	HUMAN23238, HUMAN09898	AENJA_15217
OG0000296	HUMAN23176, HUMAN11443	AENJA_25508
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	AENJA_24317
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	AENJA_06788, AENJA_16948, AENJA_16940, AENJA_16949, AENJA_06790
OG0000299	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940	AENJA_07480
OG0000300	HUMAN25211	AENJA_20707, AENJA_25104
OG0000301	HUMAN13542	AENJA_06178, AENJA_06182
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	AENJA_26747
OG0000301	HUMAN26951	AENJA_18604
OG0000302	HUMAN17995	AENJA_15683
OG0000303	HUMAN15777	AENJA_23416
OG0000305	HUMAN06757	AENJA_01524
OG0000306	HUMAN26268	AENJA_01416
OG0000307	HUMAN08959, HUMAN15785	AENJA_02524
OG0000307	HUMAN23554, HUMAN09389, HUMAN09383	AENJA_01646
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	AENJA_23339
OG0000308	HUMAN23142	AENJA_18481
OG0000309	HUMAN02855	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385
OG0000310	HUMAN29760, HUMAN29761	AENJA_10979, AENJA_16718
OG0000312	HUMAN09558, HUMAN23442	AENJA_11345
OG0000312	HUMAN29892	AENJA_19966
OG0000312	HUMAN22837, HUMAN07566	AENJA_05337
OG0000313	HUMAN18542, HUMAN05865, HUMAN18541	AENJA_16057
OG0000313	HUMAN05866	AENJA_23096, AENJA_17234, AENJA_00680
OG0000313	HUMAN26880, HUMAN26879	AENJA_01313
OG0000314	HUMAN28861	AENJA_16012
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	AENJA_19100
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	AENJA_08118
OG0000315	HUMAN26829	AENJA_20619
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	AENJA_23705
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	AENJA_18053
OG0000319	HUMAN27813	AENJA_02024
OG0000319	HUMAN13914	AENJA_15257
OG0000321	HUMAN01031, HUMAN28466	AENJA_07424
OG0000321	HUMAN10412	AENJA_02624
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	AENJA_23362
OG0000322	HUMAN07374	AENJA_04218
OG0000323	HUMAN01778	AENJA_22664
OG0000323	HUMAN02810, HUMAN19638	AENJA_20126
OG0000324	HUMAN04420	AENJA_18522
OG0000325	HUMAN28586	AENJA_07184, AENJA_19461
OG0000326	HUMAN00138, HUMAN21700, HUMAN21697, HUMAN21698, HUMAN11971	AENJA_25612
OG0000326	HUMAN21699	AENJA_08013
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	AENJA_25861
OG0000327	HUMAN01408, HUMAN02360, HUMAN01407, HUMAN02359	AENJA_13471
OG0000327	HUMAN01411	AENJA_26486
OG0000328	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955	AENJA_09097
OG0000333	HUMAN29371	AENJA_06410, AENJA_00632
OG0000333	HUMAN25596	AENJA_22838, AENJA_15685
OG0000334	HUMAN23299, HUMAN26236	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881	AENJA_13192
OG0000338	HUMAN26174	AENJA_22299
OG0000339	HUMAN19136, HUMAN19137	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225
OG0000341	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910	AENJA_00431
OG0000342	HUMAN19070, HUMAN19069, HUMAN19071	AENJA_15159, AENJA_01255, AENJA_15156, AENJA_24902, AENJA_24901, AENJA_22518
OG0000343	HUMAN25327, HUMAN05299	AENJA_04274
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196	AENJA_20305
OG0000344	HUMAN21393	AENJA_05493
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	AENJA_22586, AENJA_15929
OG0000347	HUMAN22927	AENJA_06108
OG0000349	HUMAN19246, HUMAN13809	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	AENJA_19835
OG0000350	HUMAN05923	AENJA_06140
OG0000350	HUMAN08412, HUMAN18677	AENJA_03065
OG0000351	HUMAN06906	AENJA_04428
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	AENJA_13697
OG0000352	HUMAN25510	AENJA_25500
OG0000352	HUMAN07061	AENJA_11315
OG0000356	HUMAN16866, HUMAN16864	AENJA_04669, AENJA_04670
OG0000356	HUMAN24976, HUMAN24975	AENJA_05708, AENJA_10568
OG0000357	HUMAN04990, HUMAN07295, HUMAN10915	AENJA_16412
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	AENJA_04794
OG0000358	HUMAN06892	AENJA_15177
OG0000358	HUMAN06877	AENJA_10717
OG0000358	HUMAN06183, HUMAN06182	AENJA_12192
OG0000358	HUMAN07810	AENJA_25711
OG0000359	HUMAN11476, HUMAN11475, HUMAN10684	AENJA_14005
OG0000359	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920	AENJA_07464
OG0000360	HUMAN07694, HUMAN23042	AENJA_08623
OG0000360	HUMAN21019	AENJA_22734
OG0000362	HUMAN10639	AENJA_07663, AENJA_20039
OG0000362	HUMAN10638, HUMAN10640	AENJA_00852, AENJA_07660, AENJA_12849
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337	AENJA_12906, AENJA_18208
OG0000364	HUMAN25612	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704	AENJA_22716
OG0000367	HUMAN02861, HUMAN21458	AENJA_21567
OG0000367	HUMAN19257, HUMAN13779, HUMAN27433	AENJA_15749
OG0000371	HUMAN13145, HUMAN13146, HUMAN13143	AENJA_04971
OG0000372	HUMAN22749	AENJA_14610
OG0000372	HUMAN00421	AENJA_10537
OG0000372	HUMAN23778	AENJA_22918
OG0000372	HUMAN18835, HUMAN16705	AENJA_10254
OG0000373	HUMAN16793	AENJA_18516
OG0000373	HUMAN16794	AENJA_11897
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	AENJA_24763
OG0000374	HUMAN03380, HUMAN22685	AENJA_15704
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	AENJA_10989
OG0000375	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057	AENJA_21822
OG0000375	HUMAN22225	AENJA_14683
OG0000375	HUMAN25491	AENJA_14684
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	AENJA_09892
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643	AENJA_03823
OG0000379	HUMAN11868	AENJA_25316
OG0000379	HUMAN10494, HUMAN12062	AENJA_13204
OG0000379	HUMAN30691, HUMAN17335	AENJA_16703
OG0000379	HUMAN00722, HUMAN00721	AENJA_14680
OG0000380	HUMAN22952, HUMAN24062	AENJA_00574, AENJA_17802
OG0000380	HUMAN04882, HUMAN18649	AENJA_08753, AENJA_20573, AENJA_13328, AENJA_08875
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	AENJA_05991
OG0000384	HUMAN22826	AENJA_22347
OG0000384	HUMAN17917	AENJA_22698
OG0000385	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041	AENJA_16346
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	AENJA_18774
OG0000389	HUMAN23760, HUMAN03279	AENJA_06388
OG0000391	HUMAN03741	AENJA_11069
OG0000391	HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162	AENJA_09442
OG0000392	HUMAN01116	AENJA_11266
OG0000393	HUMAN07234	AENJA_20824
OG0000393	HUMAN13374	AENJA_11660
OG0000395	HUMAN19542, HUMAN05545	AENJA_17521
OG0000396	HUMAN09495	AENJA_23793
OG0000397	HUMAN17188	AENJA_26085
OG0000399	HUMAN08526	AENJA_25908
OG0000399	HUMAN16706	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	AENJA_14143
OG0000401	HUMAN12512, HUMAN02934	AENJA_10211, AENJA_22375
OG0000402	HUMAN27407, HUMAN03424	AENJA_01108
OG0000402	HUMAN19232, HUMAN08155	AENJA_20115
OG0000403	HUMAN05388, HUMAN05390	AENJA_09961, AENJA_06241
OG0000403	HUMAN16242, HUMAN30309	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868
OG0000404	HUMAN28568, HUMAN00982	AENJA_26390
OG0000404	HUMAN28453	AENJA_17116
OG0000404	HUMAN28452	AENJA_19991
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577	AENJA_21234
OG0000411	HUMAN00458, HUMAN25340	AENJA_11832
OG0000411	HUMAN23920	AENJA_10888
OG0000412	HUMAN01024	AENJA_21404
OG0000412	HUMAN03115	AENJA_26231
OG0000412	HUMAN29280	AENJA_11362
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	AENJA_18235
OG0000415	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952
OG0000416	HUMAN01240, HUMAN01239, HUMAN01245, HUMAN01241, HUMAN01238, HUMAN01242, HUMAN01246, HUMAN01243, HUMAN01244	AENJA_13956
OG0000419	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414	AENJA_25245, AENJA_25372, AENJA_25244
OG0000421	HUMAN01885, HUMAN15081, HUMAN15082, HUMAN23568, HUMAN10012, HUMAN10013, HUMAN01883, HUMAN10009, HUMAN01884	AENJA_06994
OG0000422	HUMAN16674	AENJA_10624
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	AENJA_15205, AENJA_15202, AENJA_26752
OG0000425	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246	AENJA_24235
OG0000425	HUMAN15883	AENJA_24238
OG0000425	HUMAN19570, HUMAN05692	AENJA_17525
OG0000426	HUMAN24154	AENJA_16516
OG0000426	HUMAN24156, HUMAN16388, HUMAN24155	AENJA_15653
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	AENJA_15654
OG0000427	HUMAN04181	AENJA_16219
OG0000427	HUMAN00426, HUMAN21885	AENJA_26175
OG0000429	HUMAN21085	AENJA_21410
OG0000429	HUMAN13379	AENJA_01381
OG0000430	HUMAN04699	AENJA_25178
OG0000430	HUMAN15964, HUMAN29714, HUMAN23702, HUMAN04700	AENJA_01511
OG0000431	HUMAN10656	AENJA_03019
OG0000431	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406	AENJA_19097
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	AENJA_17426
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	AENJA_08549
OG0000432	HUMAN26492, HUMAN20952	AENJA_14844
OG0000433	HUMAN13341, HUMAN12146	AENJA_24860
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	AENJA_10323
OG0000435	HUMAN27349, HUMAN08429	AENJA_25030
OG0000435	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945	AENJA_23148
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	AENJA_24307
OG0000442	HUMAN21746, HUMAN07667	AENJA_21364
OG0000442	HUMAN26607, HUMAN13221	AENJA_08940
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	AENJA_15885
OG0000443	HUMAN23658	AENJA_23556
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	AENJA_22469
OG0000446	HUMAN27630	AENJA_17227
OG0000446	HUMAN04379	AENJA_16673
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	AENJA_07978
OG0000448	HUMAN07702	AENJA_08190, AENJA_08395
OG0000450	HUMAN10922, HUMAN26408, HUMAN26409	AENJA_10311
OG0000458	HUMAN27361	AENJA_11770
OG0000458	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825	AENJA_03312
OG0000459	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499	AENJA_04182, AENJA_20455, AENJA_09946, AENJA_05581
OG0000460	HUMAN12680	AENJA_05733
OG0000461	HUMAN12693	AENJA_22982
