Orthogroup	HUMAN	BRALA
OG0000101	HUMAN06575, HUMAN06643, HUMAN06644, HUMAN06642, HUMAN17830	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970
OG0000102	HUMAN08946, HUMAN02473	BRALA25931
OG0000102	HUMAN29446, HUMAN29103	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014
OG0000103	HUMAN12034, HUMAN12033, HUMAN12032, HUMAN12035, HUMAN12031, HUMAN12036, HUMAN08164, HUMAN08165, HUMAN21265, HUMAN18888	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033
OG0000104	HUMAN05724, HUMAN19523	BRALA24676, BRALA24677
OG0000104	HUMAN26011, HUMAN26009, HUMAN26010, HUMAN21916, HUMAN21915, HUMAN12742	BRALA26650
OG0000104	HUMAN05721, HUMAN19524, HUMAN05723, HUMAN05722	BRALA24675
OG0000104	HUMAN19373	BRALA25097, BRALA25098
OG0000104	HUMAN02405, HUMAN02404, HUMAN06960, HUMAN29799	BRALA20458, BRALA20457
OG0000106	HUMAN11182, HUMAN29629, HUMAN29628, HUMAN11556, HUMAN27976, HUMAN27977, HUMAN27979, HUMAN27978	BRALA03304, BRALA03303, BRALA03302, BRALA03305
OG0000106	HUMAN27844	BRALA17617
OG0000106	HUMAN01589, HUMAN09602	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367
OG0000107	HUMAN24603	BRALA27567
OG0000107	HUMAN24662	BRALA20703, BRALA11727, BRALA20699, BRALA27541, BRALA06411, BRALA06451, BRALA29902, BRALA06432
OG0000107	HUMAN01570	BRALA27535, BRALA25259
OG0000107	HUMAN24618	BRALA06418, BRALA20696
OG0000107	HUMAN24633	BRALA27546, BRALA27562
OG0000107	HUMAN24628, HUMAN24622	BRALA06444
OG0000107	HUMAN24661	BRALA31407
OG0000108	HUMAN12801, HUMAN02912, HUMAN06356, HUMAN17551	BRALA10855
OG0000110	HUMAN07521, HUMAN12253, HUMAN12252	BRALA16587
OG0000111	HUMAN10226, HUMAN20105, HUMAN13252	BRALA29475, BRALA06649, BRALA13382
OG0000111	HUMAN08327, HUMAN18760	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341
OG0000111	HUMAN30250	BRALA16169, BRALA10270
OG0000113	HUMAN00919	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149
OG0000113	HUMAN26991	BRALA34204
OG0000114	HUMAN22220, HUMAN22219, HUMAN00197, HUMAN00198, HUMAN00199	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610
OG0000115	HUMAN20341	BRALA01364, BRALA23361
OG0000116	HUMAN01486	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197
OG0000117	HUMAN01029	BRALA32508, BRALA05492
OG0000117	HUMAN04356, HUMAN04357	BRALA19489
OG0000117	HUMAN14532	BRALA26376
OG0000119	HUMAN17875, HUMAN06568, HUMAN12949	BRALA06707, BRALA09190
OG0000119	HUMAN17960, HUMAN06534, HUMAN02909, HUMAN12779	BRALA09113, BRALA09057, BRALA09056
OG0000119	HUMAN17940, HUMAN20669	BRALA14028, BRALA14029
OG0000120	HUMAN26557	BRALA18993
OG0000121	HUMAN23092, HUMAN03659	BRALA03924, BRALA20434, BRALA03923
OG0000121	HUMAN18067	BRALA02169
OG0000122	HUMAN12772, HUMAN27264, HUMAN18288	BRALA04629
OG0000123	HUMAN22221, HUMAN24254	BRALA16281
OG0000123	HUMAN03664, HUMAN27696, HUMAN24043	BRALA11475
OG0000123	HUMAN24040, HUMAN24041	BRALA11471
OG0000123	HUMAN24256	BRALA22355
OG0000124	HUMAN00442, HUMAN00443	BRALA05628
OG0000124	HUMAN08498, HUMAN16926	BRALA26268
OG0000124	HUMAN09305, HUMAN02618	BRALA23466
OG0000125	HUMAN12557, HUMAN20597	BRALA07049
OG0000125	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480	BRALA11353
OG0000125	HUMAN20598, HUMAN20599, HUMAN12556	BRALA11356
OG0000126	HUMAN22375, HUMAN24176, HUMAN09168	BRALA11509
OG0000126	HUMAN07493, HUMAN22359	BRALA11885
OG0000126	HUMAN14005, HUMAN14232, HUMAN14231, HUMAN01769, HUMAN01768, HUMAN09480	BRALA21733
OG0000127	HUMAN11945	BRALA25100, BRALA25099
OG0000127	HUMAN07859, HUMAN30409, HUMAN21844	BRALA35668, BRALA34921
OG0000127	HUMAN21549, HUMAN07766	BRALA06066
OG0000127	HUMAN24572, HUMAN16589, HUMAN18562	BRALA17083
OG0000127	HUMAN27422, HUMAN19318	BRALA16654
OG0000127	HUMAN20144, HUMAN20145, HUMAN13245	BRALA06242
OG0000128	HUMAN04854, HUMAN04855	BRALA21885, BRALA21891, BRALA03636
OG0000128	HUMAN04482, HUMAN05330, HUMAN05329	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136
OG0000128	HUMAN21997	BRALA31378
OG0000129	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344	BRALA31934, BRALA31933, BRALA13415, BRALA13416
OG0000129	HUMAN05233, HUMAN30228	BRALA11658
OG0000129	HUMAN18494, HUMAN18495	BRALA33036, BRALA19532, BRALA15020, BRALA27240
OG0000130	HUMAN22786	BRALA07214
OG0000130	HUMAN25167	BRALA03425
OG0000130	HUMAN26940, HUMAN21484	BRALA22517
OG0000130	HUMAN03377	BRALA06672, BRALA27303
OG0000131	HUMAN19899	BRALA24562
OG0000131	HUMAN18503, HUMAN18504	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869
OG0000132	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414
OG0000132	HUMAN20126	BRALA11245
OG0000133	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244, HUMAN27243	BRALA22999
OG0000136	HUMAN24844, HUMAN03600	BRALA07227
OG0000137	HUMAN28180, HUMAN25590, HUMAN25594	BRALA21689, BRALA16648
OG0000137	HUMAN23088	BRALA28974, BRALA04537
OG0000137	HUMAN13481	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017
OG0000137	HUMAN25150, HUMAN25149	BRALA25430, BRALA25424, BRALA35631, BRALA30028
OG0000140	HUMAN03912, HUMAN03911, HUMAN03907, HUMAN06859, HUMAN04225	BRALA29786, BRALA10378, BRALA12987, BRALA12988
OG0000140	HUMAN06860, HUMAN05842, HUMAN03908	BRALA12989
OG0000141	HUMAN22385, HUMAN08585	BRALA24485
OG0000141	HUMAN22634, HUMAN07824	BRALA23794, BRALA23795
OG0000141	HUMAN27964, HUMAN30567	BRALA03140, BRALA03139, BRALA03141
OG0000145	HUMAN15368	BRALA23325
OG0000145	HUMAN15367	BRALA28773
OG0000147	HUMAN11823, HUMAN00217	BRALA19565
OG0000147	HUMAN18499, HUMAN00218	BRALA33037
OG0000147	HUMAN02299	BRALA16538
OG0000147	HUMAN18714, HUMAN18712	BRALA30660
OG0000148	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389	BRALA09428
OG0000148	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051
OG0000149	HUMAN10034, HUMAN23690	BRALA04476, BRALA12518, BRALA28887
OG0000149	HUMAN22790	BRALA24371
OG0000151	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973	BRALA00287
OG0000151	HUMAN01219	BRALA30997
OG0000153	HUMAN26709, HUMAN15537	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299
OG0000155	HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771	BRALA16575
OG0000157	HUMAN28808, HUMAN14307	BRALA27057
OG0000157	HUMAN20935, HUMAN26485, HUMAN01368	BRALA28027
OG0000159	HUMAN27903	BRALA09776
OG0000159	HUMAN25418	BRALA12258
OG0000159	HUMAN29307	BRALA02682
OG0000159	HUMAN04389, HUMAN23217, HUMAN11668	BRALA07694, BRALA07731, BRALA07711
OG0000160	HUMAN18884, HUMAN18883	BRALA09740
OG0000160	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771
OG0000162	HUMAN17808, HUMAN17813, HUMAN17807	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178
OG0000163	HUMAN20181, HUMAN13484	BRALA16731, BRALA16733, BRALA16732
OG0000164	HUMAN29509	BRALA23092
OG0000164	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006	BRALA01615
OG0000165	HUMAN22846, HUMAN23999	BRALA31579
OG0000165	HUMAN27465, HUMAN07472, HUMAN30066	BRALA15293, BRALA22908, BRALA28975, BRALA34797
OG0000165	HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814	BRALA14596
OG0000167	HUMAN19292, HUMAN19291	BRALA00255
OG0000167	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661	BRALA14209, BRALA17893, BRALA33074, BRALA33075
OG0000168	HUMAN04351	BRALA19184
OG0000168	HUMAN14875, HUMAN23273, HUMAN01023	BRALA01020
OG0000168	HUMAN28467	BRALA13286, BRALA13283
OG0000169	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789	BRALA12580, BRALA14929, BRALA34193
OG0000171	HUMAN26251, HUMAN03748, HUMAN18622, HUMAN03747	BRALA35313
OG0000171	HUMAN26252	BRALA10000
OG0000171	HUMAN12335	BRALA33750
OG0000171	HUMAN06783, HUMAN06782	BRALA28419
OG0000171	HUMAN03531	BRALA09972, BRALA09975, BRALA34620
OG0000171	HUMAN22193	BRALA11421, BRALA23749, BRALA04631
OG0000171	HUMAN23027	BRALA06721
OG0000172	HUMAN09786	BRALA23427, BRALA05075, BRALA09367, BRALA05284
OG0000172	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598	BRALA19981
OG0000173	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381	BRALA05388
OG0000174	HUMAN27541, HUMAN27540, HUMAN22731	BRALA01909
OG0000174	HUMAN13871, HUMAN18009	BRALA26657, BRALA29586
OG0000175	HUMAN22641, HUMAN22640	BRALA24671
OG0000175	HUMAN27918	BRALA14699, BRALA14698
OG0000175	HUMAN00274	BRALA21252, BRALA16465
OG0000179	HUMAN01511, HUMAN01513, HUMAN01517, HUMAN01565, HUMAN01540, HUMAN01553, HUMAN01502, HUMAN26276, HUMAN03337, HUMAN03338	BRALA13816
OG0000179	HUMAN22996	BRALA28779
OG0000180	HUMAN21794	BRALA18757
OG0000181	HUMAN06327, HUMAN02594	BRALA20263
OG0000181	HUMAN26916, HUMAN21065	BRALA09404
OG0000181	HUMAN08369	BRALA11436
OG0000182	HUMAN09225	BRALA04970
OG0000183	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522	BRALA34386
OG0000183	HUMAN05463	BRALA30657
OG0000184	HUMAN02121	BRALA24654
OG0000184	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344
OG0000185	HUMAN06309, HUMAN06308, HUMAN21401	BRALA17010
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184	BRALA20218
OG0000185	HUMAN16695	BRALA09638
OG0000186	HUMAN00084	BRALA29207, BRALA31124
OG0000186	HUMAN16942	BRALA13620
OG0000186	HUMAN02832	BRALA13619
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	BRALA03655
OG0000190	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641
OG0000191	HUMAN28068	BRALA03962
OG0000191	HUMAN28067, HUMAN19059, HUMAN16651, HUMAN00619	BRALA07439
OG0000192	HUMAN01281, HUMAN28989, HUMAN14173	BRALA05274
OG0000192	HUMAN29457	BRALA02780
OG0000192	HUMAN10321	BRALA25029
OG0000193	HUMAN05476	BRALA29049
OG0000194	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297
OG0000195	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624	BRALA27202, BRALA33299, BRALA21846
OG0000197	HUMAN09888, HUMAN01887, HUMAN09887	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648
OG0000197	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913	BRALA20671
OG0000197	HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959	BRALA10218
OG0000198	HUMAN07259, HUMAN00404, HUMAN00406, HUMAN00407, HUMAN00405, HUMAN00408, HUMAN10546	BRALA09031, BRALA09030, BRALA09029
OG0000200	HUMAN21772	BRALA02802, BRALA02803, BRALA02804
OG0000201	HUMAN25906, HUMAN20134	BRALA11221
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	BRALA14937
OG0000201	HUMAN12208	BRALA35564, BRALA31919, BRALA35436
OG0000201	HUMAN12206, HUMAN19902	BRALA24651
OG0000202	HUMAN12787, HUMAN26515, HUMAN18114	BRALA14447
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	BRALA31830, BRALA31826
OG0000203	HUMAN23097	BRALA06689
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	BRALA14737
OG0000203	HUMAN21966, HUMAN00014	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399
OG0000204	HUMAN05840, HUMAN05075	BRALA20764
OG0000204	HUMAN04275, HUMAN06256	BRALA02474
OG0000204	HUMAN06257	BRALA02308
OG0000205	HUMAN08496, HUMAN02469	BRALA21195
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	BRALA20306, BRALA28681
OG0000206	HUMAN03735	BRALA22100
OG0000207	HUMAN13832, HUMAN19141	BRALA03383
OG0000207	HUMAN21342	BRALA12356
OG0000208	HUMAN19120	BRALA34651
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389
OG0000209	HUMAN10642, HUMAN10641	BRALA15739, BRALA18078, BRALA21897
OG0000210	HUMAN01117	BRALA05034
OG0000210	HUMAN22011, HUMAN22010	BRALA05812
OG0000211	HUMAN05541	BRALA12046
OG0000211	HUMAN18718	BRALA35905
OG0000211	HUMAN23611	BRALA33365
OG0000213	HUMAN11846, HUMAN07075	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229
OG0000214	HUMAN12671	BRALA25153, BRALA35333, BRALA30932, BRALA21539, BRALA30563
OG0000215	HUMAN23880, HUMAN18661	BRALA09164
OG0000215	HUMAN18245	BRALA14093
OG0000216	HUMAN24849, HUMAN24848	BRALA02500, BRALA06821
OG0000218	HUMAN21084	BRALA12469
OG0000218	HUMAN05261	BRALA27090, BRALA27088, BRALA18542, BRALA27087, BRALA11952, BRALA11951, BRALA00320
OG0000219	HUMAN21989	BRALA29433, BRALA01902, BRALA15743, BRALA06121, BRALA20304, BRALA15740, BRALA09282, BRALA31956
OG0000220	HUMAN03287	BRALA03898
OG0000220	HUMAN28206	BRALA01840, BRALA01841
OG0000221	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805	BRALA04793, BRALA07381, BRALA07380
OG0000221	HUMAN18037, HUMAN20574	BRALA10634
OG0000222	HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286
OG0000223	HUMAN03439	BRALA11482, BRALA12163
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	BRALA20442, BRALA20435
OG0000226	HUMAN16817	BRALA31446, BRALA01942
OG0000227	HUMAN21404	BRALA04952, BRALA04966
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	BRALA04957
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552	BRALA34100
OG0000228	HUMAN04548	BRALA29051, BRALA33810
OG0000229	HUMAN29674	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949
OG0000230	HUMAN27790, HUMAN16569	BRALA01549
OG0000230	HUMAN16568, HUMAN13053, HUMAN13054, HUMAN13049	BRALA16571, BRALA16569, BRALA16568
OG0000231	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081	BRALA20193
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	BRALA20465
OG0000232	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027, HUMAN20432	BRALA34925, BRALA00968
OG0000233	HUMAN28694, HUMAN28693	BRALA24106, BRALA24105
OG0000234	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653	BRALA04116
OG0000234	HUMAN02863, HUMAN02862, HUMAN04453	BRALA02072
OG0000235	HUMAN09679	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556
OG0000235	HUMAN22334, HUMAN07552, HUMAN17686	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385
OG0000236	HUMAN01232	BRALA25217
OG0000236	HUMAN25711	BRALA19030
OG0000238	HUMAN10740	BRALA11216, BRALA11218, BRALA11219, BRALA11217
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630	BRALA22406
OG0000239	HUMAN12749, HUMAN02988, HUMAN18073	BRALA04987
OG0000239	HUMAN08545	BRALA30155, BRALA34063
OG0000239	HUMAN26079	BRALA34087
OG0000240	HUMAN19892, HUMAN19897	BRALA26625
OG0000242	HUMAN06809, HUMAN17638	BRALA18838
OG0000242	HUMAN06808	BRALA02156, BRALA08925
OG0000242	HUMAN17637, HUMAN26476	BRALA11080, BRALA10999
OG0000243	HUMAN09987, HUMAN09988, HUMAN09436, HUMAN28831	BRALA15408
OG0000244	HUMAN08182, HUMAN11623, HUMAN21504	BRALA12481
OG0000245	HUMAN04221, HUMAN06119	BRALA33308
OG0000245	HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748	BRALA34781
OG0000246	HUMAN15952	BRALA02252
OG0000248	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868
OG0000250	HUMAN13350	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889
OG0000250	HUMAN10058, HUMAN10059	BRALA10299
OG0000250	HUMAN13349, HUMAN13351	BRALA11863
OG0000250	HUMAN27668	BRALA06695
OG0000250	HUMAN06114	BRALA09013, BRALA35677
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	BRALA15838
OG0000251	HUMAN18381	BRALA05640
OG0000251	HUMAN00112, HUMAN21687	BRALA09788, BRALA09787
OG0000253	HUMAN06123, HUMAN06124, HUMAN13916, HUMAN02920, HUMAN02921	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792
OG0000254	HUMAN03063	BRALA20103, BRALA23165
OG0000255	HUMAN30604, HUMAN30605	BRALA00871, BRALA11731, BRALA31615
OG0000255	HUMAN04286	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836
OG0000256	HUMAN29239, HUMAN14982	BRALA10199
OG0000256	HUMAN23740, HUMAN09481, HUMAN01743	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583
OG0000257	HUMAN28535, HUMAN09663	BRALA18496
OG0000257	HUMAN09451	BRALA09564, BRALA08492
OG0000257	HUMAN08809, HUMAN18743	BRALA15240
OG0000258	HUMAN16259, HUMAN13200, HUMAN10725, HUMAN13201, HUMAN08490	BRALA13021
OG0000258	HUMAN21035, HUMAN02853	BRALA20081
OG0000258	HUMAN08489, HUMAN16922	BRALA24991
OG0000260	HUMAN26833, HUMAN20959	BRALA15356
OG0000260	HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199	BRALA16338
OG0000265	HUMAN06212	BRALA18328
OG0000265	HUMAN06211	BRALA12823
OG0000268	HUMAN20566, HUMAN20565, HUMAN06897, HUMAN28950	BRALA05849
OG0000268	HUMAN17752	BRALA09117, BRALA09119, BRALA09115, BRALA17387
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	BRALA32039
OG0000269	HUMAN17779, HUMAN13131, HUMAN02926	BRALA33280, BRALA06865, BRALA27748
OG0000270	HUMAN16923, HUMAN08492, HUMAN15842	BRALA12009
OG0000270	HUMAN19509, HUMAN25405	BRALA33710
OG0000270	HUMAN15869	BRALA10899
OG0000271	HUMAN13357	BRALA09066
OG0000272	HUMAN28095	BRALA35850
OG0000273	HUMAN15012	BRALA05275
OG0000273	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563	BRALA06390
OG0000273	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419	BRALA15018
OG0000273	HUMAN16753, HUMAN16752	BRALA14731
OG0000275	HUMAN17535	BRALA20866
OG0000276	HUMAN14938, HUMAN14939	BRALA33947
OG0000276	HUMAN22311	BRALA25431, BRALA03818
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	BRALA26639
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	BRALA25256
OG0000277	HUMAN07255	BRALA06081
OG0000278	HUMAN07375	BRALA11856, BRALA14630
OG0000278	HUMAN16991	BRALA21572
OG0000278	HUMAN08210, HUMAN08208, HUMAN08211	BRALA03801
OG0000280	HUMAN23588, HUMAN10086	BRALA13468
OG0000280	HUMAN25439	BRALA15664
OG0000280	HUMAN09733	BRALA13500
OG0000281	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205
OG0000281	HUMAN23769, HUMAN23090, HUMAN23089	BRALA00089, BRALA06078, BRALA03829
OG0000282	HUMAN02951, HUMAN12498	BRALA23685
OG0000282	HUMAN17183	BRALA27475
OG0000282	HUMAN03610	BRALA29869
OG0000282	HUMAN22064	BRALA11493
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	BRALA18410
OG0000284	HUMAN01285, HUMAN28991	BRALA01827, BRALA00852
OG0000285	HUMAN12969	BRALA24652
OG0000286	HUMAN27042	BRALA16073, BRALA31945
OG0000286	HUMAN21702	BRALA14124, BRALA07447
OG0000286	HUMAN05817	BRALA09665, BRALA09666, BRALA30005, BRALA27890, BRALA16069, BRALA20229
OG0000286	HUMAN21394	BRALA02345
OG0000287	HUMAN29109, HUMAN07582, HUMAN02188	BRALA33320
OG0000288	HUMAN27858	BRALA09698
OG0000289	HUMAN24512, HUMAN25207	BRALA16624
OG0000289	HUMAN25308	BRALA18234
OG0000290	HUMAN17692	BRALA03290
OG0000295	HUMAN27073, HUMAN27078, HUMAN21755	BRALA05907, BRALA02617
OG0000295	HUMAN13492	BRALA06482
OG0000296	HUMAN08613	BRALA13278
OG0000296	HUMAN23410, HUMAN14549	BRALA00684
OG0000296	HUMAN10103, HUMAN23742, HUMAN10104	BRALA26834
OG0000296	HUMAN23238, HUMAN09898	BRALA15062
OG0000296	HUMAN23176, HUMAN11443	BRALA03454
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	BRALA13304
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	BRALA20144, BRALA02076, BRALA02063, BRALA02056, BRALA08888, BRALA02098
OG0000299	HUMAN18941	BRALA17872
OG0000300	HUMAN25211	BRALA13755
OG0000300	HUMAN11511	BRALA06909
OG0000300	HUMAN15048	BRALA06943, BRALA06896, BRALA05903
OG0000300	HUMAN28550, HUMAN30253	BRALA19054, BRALA19053
OG0000301	HUMAN22694	BRALA30373
OG0000301	HUMAN13542	BRALA17932
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	BRALA03661
OG0000301	HUMAN26951	BRALA23983
OG0000301	HUMAN03228	BRALA03664
OG0000303	HUMAN15777	BRALA00007
OG0000305	HUMAN06757	BRALA09424
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	BRALA10626
OG0000307	HUMAN08959, HUMAN15785	BRALA28915
OG0000307	HUMAN08960	BRALA28035
OG0000307	HUMAN23554, HUMAN09389, HUMAN09383	BRALA08461
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	BRALA35067, BRALA07362
OG0000308	HUMAN00635	BRALA12881
OG0000308	HUMAN23142	BRALA22416
