Orthogroup	HUMAN	LYTVA_ok
OG0000164	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006	LYTVA_25753
OG0000165	HUMAN22846, HUMAN23999, HUMAN27465, HUMAN07472, HUMAN30066, HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814	LYTVA_00753
OG0000166	HUMAN10732	LYTVA_25764
OG0000166	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174	LYTVA_15942
OG0000167	HUMAN00657, HUMAN00658	LYTVA_24832
OG0000168	HUMAN04351	LYTVA_20122, LYTVA_24324
OG0000168	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467	LYTVA_19322, LYTVA_08888
OG0000168	HUMAN04352	LYTVA_08887
OG0000169	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789	LYTVA_09716, LYTVA_24640, LYTVA_06335, LYTVA_06337, LYTVA_18535
OG0000171	HUMAN12335	LYTVA_27882
OG0000171	HUMAN06783, HUMAN06782	LYTVA_20168
OG0000171	HUMAN03531, HUMAN22193	LYTVA_24654
OG0000171	HUMAN23027	LYTVA_27222
OG0000172	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598	LYTVA_28668
OG0000173	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381	LYTVA_13813
OG0000174	HUMAN28400, HUMAN02927	LYTVA_12646, LYTVA_19454, LYTVA_00411
OG0000174	HUMAN27541, HUMAN27540, HUMAN22731	LYTVA_10125
OG0000175	HUMAN27918, HUMAN27828, HUMAN27827	LYTVA_23856
OG0000179	HUMAN03338	LYTVA_11503
OG0000179	HUMAN23712, HUMAN09621	LYTVA_09715, LYTVA_09722, LYTVA_06848
OG0000179	HUMAN22996	LYTVA_21017
OG0000179	HUMAN17836	LYTVA_21234
OG0000180	HUMAN21794	LYTVA_16023
OG0000180	HUMAN27480, HUMAN07523, HUMAN30008	LYTVA_05451, LYTVA_05450
OG0000182	HUMAN09225	LYTVA_02337, LYTVA_01729
OG0000183	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522	LYTVA_29269
OG0000183	HUMAN05463	LYTVA_12902
OG0000183	HUMAN05532	LYTVA_28105
OG0000184	HUMAN02121	LYTVA_15221
OG0000184	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543	LYTVA_22049, LYTVA_02101, LYTVA_11407, LYTVA_11408
OG0000185	HUMAN06309, HUMAN06308, HUMAN21401	LYTVA_22522
OG0000185	HUMAN11020, HUMAN08224, HUMAN23184	LYTVA_05708
OG0000185	HUMAN16695	LYTVA_27187
OG0000186	HUMAN16942	LYTVA_04383
OG0000186	HUMAN02832	LYTVA_22654
OG0000188	HUMAN01044, HUMAN01045, HUMAN17728	LYTVA_07056
OG0000188	HUMAN27535, HUMAN03482, HUMAN23029	LYTVA_29520
OG0000188	HUMAN27536	LYTVA_06131
OG0000190	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207	LYTVA_08213
OG0000192	HUMAN01281, HUMAN28989, HUMAN14173	LYTVA_22840
OG0000192	HUMAN29457	LYTVA_17555
OG0000192	HUMAN10321	LYTVA_04263, LYTVA_18552
OG0000193	HUMAN05474	LYTVA_15362, LYTVA_23759
OG0000193	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576	LYTVA_03510
OG0000194	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276	LYTVA_10369, LYTVA_19148, LYTVA_19770, LYTVA_19763, LYTVA_12264, LYTVA_12263, LYTVA_12262, LYTVA_24414
OG0000197	HUMAN09888, HUMAN01887, HUMAN09887	LYTVA_01365
OG0000201	HUMAN25906, HUMAN20134	LYTVA_05027
OG0000201	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555	LYTVA_03480
OG0000201	HUMAN12206, HUMAN19902	LYTVA_05441
OG0000202	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794	LYTVA_19347, LYTVA_19795
OG0000203	HUMAN27942, HUMAN25548, HUMAN00779	LYTVA_05320
OG0000203	HUMAN21966, HUMAN00014	LYTVA_26037
OG0000203	HUMAN00153, HUMAN00154	LYTVA_15099
OG0000204	HUMAN18516	LYTVA_09811
OG0000204	HUMAN04275, HUMAN06256	LYTVA_08501
OG0000205	HUMAN08496, HUMAN02469	LYTVA_26646
OG0000205	HUMAN12678, HUMAN20579, HUMAN06361	LYTVA_13205
OG0000205	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799	LYTVA_10395, LYTVA_08282
OG0000206	HUMAN03735	LYTVA_02672, LYTVA_18570, LYTVA_28103, LYTVA_05763, LYTVA_03896, LYTVA_15265, LYTVA_13978, LYTVA_13983, LYTVA_04052, LYTVA_26071, LYTVA_26070
OG0000207	HUMAN13832, HUMAN19141	LYTVA_11110, LYTVA_21753, LYTVA_28234, LYTVA_23513
OG0000207	HUMAN21342	LYTVA_08682
OG0000208	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894	LYTVA_06810, LYTVA_29323, LYTVA_05690, LYTVA_05691, LYTVA_28941
OG0000211	HUMAN05541	LYTVA_13895
OG0000211	HUMAN18718	LYTVA_04294
OG0000211	HUMAN10119, HUMAN10120, HUMAN28797	LYTVA_06557
OG0000211	HUMAN14218, HUMAN10060	LYTVA_26568
OG0000213	HUMAN11846, HUMAN07075	LYTVA_09081, LYTVA_26281, LYTVA_07948, LYTVA_25250, LYTVA_25252, LYTVA_14214, LYTVA_25244, LYTVA_08396
OG0000215	HUMAN23880, HUMAN18661	LYTVA_05533, LYTVA_09456, LYTVA_02687, LYTVA_25933
OG0000215	HUMAN18245	LYTVA_08959
OG0000216	HUMAN24849, HUMAN24848	LYTVA_00035
OG0000218	HUMAN21084, HUMAN05261	LYTVA_12244, LYTVA_02104
OG0000220	HUMAN03287	LYTVA_22048
OG0000220	HUMAN28206	LYTVA_04465, LYTVA_04466, LYTVA_04468
OG0000221	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805	LYTVA_17595
OG0000221	HUMAN21691, HUMAN00105, HUMAN00104	LYTVA_04768
OG0000221	HUMAN18037, HUMAN20574	LYTVA_08100
OG0000223	HUMAN28208, HUMAN16716	LYTVA_24317
OG0000225	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061	LYTVA_20688, LYTVA_20689, LYTVA_18494
OG0000226	HUMAN18050	LYTVA_13071, LYTVA_12352, LYTVA_07687
OG0000227	HUMAN09614	LYTVA_23655
OG0000227	HUMAN18012, HUMAN26229	LYTVA_07921
OG0000227	HUMAN14350, HUMAN09613, HUMAN09611	LYTVA_00830
OG0000227	HUMAN10994, HUMAN24420, HUMAN18815	LYTVA_00289, LYTVA_24191
OG0000228	HUMAN11712, HUMAN04553, HUMAN04552	LYTVA_02590
OG0000229	HUMAN29674	LYTVA_09325, LYTVA_06193, LYTVA_06192
OG0000230	HUMAN27790, HUMAN16569	LYTVA_29471
OG0000231	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081	LYTVA_23091
OG0000231	HUMAN11124, HUMAN27993, HUMAN27994	LYTVA_01782
OG0000232	HUMAN20432	LYTVA_05624
OG0000234	HUMAN02863, HUMAN02862, HUMAN04453	LYTVA_19906
OG0000235	HUMAN09679, HUMAN22334, HUMAN07552, HUMAN17686	LYTVA_28399, LYTVA_23583
OG0000235	HUMAN22277	LYTVA_28400, LYTVA_29011, LYTVA_24567
OG0000236	HUMAN01231, HUMAN01232	LYTVA_03072
OG0000236	HUMAN25711	LYTVA_06365
OG0000238	HUMAN10740	LYTVA_04511
OG0000238	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630	LYTVA_21260, LYTVA_04828, LYTVA_26584
OG0000239	HUMAN08545	LYTVA_06349
OG0000239	HUMAN12754, HUMAN26078	LYTVA_09698, LYTVA_06433
OG0000242	HUMAN06808, HUMAN04472, HUMAN16342	LYTVA_20520
OG0000245	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162	LYTVA_25068, LYTVA_25070, LYTVA_25069
OG0000248	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612	LYTVA_10723
OG0000250	HUMAN13350	LYTVA_27749
OG0000250	HUMAN13349, HUMAN13351	LYTVA_28209
OG0000250	HUMAN27668	LYTVA_16072, LYTVA_19814
OG0000250	HUMAN06114	LYTVA_07981, LYTVA_05636
OG0000251	HUMAN21878, HUMAN21879, HUMAN00428	LYTVA_10259
OG0000251	HUMAN29671, HUMAN00112, HUMAN21687	LYTVA_03091
OG0000255	HUMAN04286	LYTVA_14731, LYTVA_05053, LYTVA_05047, LYTVA_01200, LYTVA_21255, LYTVA_21254, LYTVA_22664, LYTVA_22659, LYTVA_22497, LYTVA_19292
OG0000256	HUMAN29239, HUMAN14982	LYTVA_17873
OG0000256	HUMAN23740, HUMAN09481, HUMAN01743	LYTVA_25028, LYTVA_05484, LYTVA_26739, LYTVA_18612, LYTVA_19747
OG0000257	HUMAN28535, HUMAN09663	LYTVA_13638
OG0000257	HUMAN08809, HUMAN18743	LYTVA_27307
OG0000258	HUMAN21035, HUMAN02853	LYTVA_18309
OG0000258	HUMAN08489, HUMAN16922	LYTVA_23522
OG0000259	HUMAN21383	LYTVA_29137
OG0000260	HUMAN26833, HUMAN20959	LYTVA_02941
OG0000263	HUMAN25245	LYTVA_26683, LYTVA_26681, LYTVA_02420, LYTVA_23954, LYTVA_25318, LYTVA_01787, LYTVA_11286, LYTVA_01164, LYTVA_01126, LYTVA_12585, LYTVA_17091, LYTVA_12584, LYTVA_16230, LYTVA_10870, LYTVA_16231, LYTVA_27872, LYTVA_16078, LYTVA_19963, LYTVA_13531, LYTVA_15250, LYTVA_13529, LYTVA_13530, LYTVA_21007, LYTVA_13663, LYTVA_09794, LYTVA_26223, LYTVA_01736, LYTVA_01737
OG0000265	HUMAN14652, HUMAN29223, HUMAN29225	LYTVA_27683
OG0000265	HUMAN06212	LYTVA_16147
OG0000265	HUMAN06211	LYTVA_23503
OG0000266	HUMAN10434, HUMAN10433	LYTVA_29614
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	LYTVA_05677
OG0000269	HUMAN17779, HUMAN13131, HUMAN02926	LYTVA_01038
OG0000270	HUMAN19510, HUMAN19509, HUMAN25405	LYTVA_15035
OG0000270	HUMAN15869	LYTVA_24403
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035	LYTVA_01003
OG0000273	HUMAN07421	LYTVA_14211
OG0000275	HUMAN18758, HUMAN18757, HUMAN08320	LYTVA_10999
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	LYTVA_25132
OG0000276	HUMAN14938, HUMAN14939	LYTVA_09052, LYTVA_23763
OG0000276	HUMAN22311	LYTVA_20409, LYTVA_17536
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	LYTVA_08395
OG0000278	HUMAN12098	LYTVA_26707
OG0000278	HUMAN16991	LYTVA_29542
OG0000280	HUMAN25439	LYTVA_28845
OG0000280	HUMAN09733	LYTVA_06803
OG0000281	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413	LYTVA_17979
OG0000281	HUMAN23769, HUMAN23090, HUMAN23089	LYTVA_26426
OG0000282	HUMAN02951, HUMAN12498	LYTVA_01761
OG0000282	HUMAN17183	LYTVA_10300
OG0000282	HUMAN22064	LYTVA_07993
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	LYTVA_15352, LYTVA_18853, LYTVA_15353, LYTVA_05389
OG0000284	HUMAN01285, HUMAN28991	LYTVA_20653
OG0000285	HUMAN12968	LYTVA_02472, LYTVA_02471, LYTVA_16191
OG0000287	HUMAN02188	LYTVA_22947
OG0000289	HUMAN25308	LYTVA_08530
OG0000290	HUMAN17692	LYTVA_06632, LYTVA_11129, LYTVA_02820
OG0000295	HUMAN27073, HUMAN27078, HUMAN21755	LYTVA_08756, LYTVA_13817
OG0000295	HUMAN13492	LYTVA_18727
OG0000296	HUMAN11442	LYTVA_04048
OG0000296	HUMAN08613	LYTVA_00283
OG0000296	HUMAN23410, HUMAN14549	LYTVA_13401, LYTVA_19334
OG0000296	HUMAN10103, HUMAN23742, HUMAN10104, HUMAN23238, HUMAN09898	LYTVA_22295
OG0000296	HUMAN23176, HUMAN11443	LYTVA_12833, LYTVA_28597
OG0000297	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189	LYTVA_19724, LYTVA_16431, LYTVA_13814, LYTVA_07235, LYTVA_26538, LYTVA_28956, LYTVA_21401, LYTVA_21400, LYTVA_25561, LYTVA_13594
OG0000298	HUMAN18547, HUMAN19996, HUMAN04931	LYTVA_13625, LYTVA_23486, LYTVA_08908, LYTVA_14906, LYTVA_25498
OG0000299	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940	LYTVA_07089
OG0000300	HUMAN25211	LYTVA_02514, LYTVA_02929
OG0000301	HUMAN22694	LYTVA_07500
OG0000302	HUMAN17995	LYTVA_01256
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	LYTVA_15733
OG0000306	HUMAN24069, HUMAN03303, HUMAN26264, HUMAN26265, HUMAN22808, HUMAN26268, HUMAN26267	LYTVA_05730
OG0000307	HUMAN23554, HUMAN09389, HUMAN09383	LYTVA_10007
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797	LYTVA_17738, LYTVA_10665
OG0000309	HUMAN02855	LYTVA_17019, LYTVA_16555
OG0000312	HUMAN09558, HUMAN23442	LYTVA_24273
OG0000312	HUMAN29892	LYTVA_30225
OG0000312	HUMAN22837, HUMAN07566	LYTVA_14217
OG0000313	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849	LYTVA_13685
OG0000313	HUMAN26880, HUMAN26879	LYTVA_23108
OG0000314	HUMAN28861	LYTVA_06213
OG0000314	HUMAN20239, HUMAN13015, HUMAN15940	LYTVA_04787
OG0000315	HUMAN26404	LYTVA_09346
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	LYTVA_15142
OG0000315	HUMAN26829	LYTVA_26355
OG0000316	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014	LYTVA_11631
OG0000316	HUMAN23728, HUMAN14541	LYTVA_05423
OG0000317	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612	LYTVA_06194
OG0000319	HUMAN13915	LYTVA_14716
OG0000319	HUMAN27813	LYTVA_01923, LYTVA_01922, LYTVA_03060
OG0000319	HUMAN13914	LYTVA_10385, LYTVA_22668
OG0000321	HUMAN10412	LYTVA_23191
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	LYTVA_08758
OG0000322	HUMAN07374	LYTVA_08299, LYTVA_00474
OG0000323	HUMAN01778	LYTVA_24178, LYTVA_03400
OG0000323	HUMAN02810, HUMAN19638	LYTVA_14040
OG0000325	HUMAN28586	LYTVA_14568, LYTVA_01652, LYTVA_21815, LYTVA_09314
OG0000326	HUMAN00388, HUMAN00387, HUMAN00389	LYTVA_18602
OG0000328	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955	LYTVA_11793, LYTVA_17362
OG0000329	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536	LYTVA_04971
OG0000330	HUMAN08894, HUMAN08893	LYTVA_10062, LYTVA_00390, LYTVA_08866
OG0000333	HUMAN29371	LYTVA_05748, LYTVA_16654
OG0000334	HUMAN23299, HUMAN26236	LYTVA_05579, LYTVA_27451, LYTVA_26985, LYTVA_19447, LYTVA_14665, LYTVA_23457, LYTVA_26982, LYTVA_24482, LYTVA_14664, LYTVA_26630, LYTVA_26983, LYTVA_02495, LYTVA_02498
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881	LYTVA_05136
OG0000338	HUMAN18523, HUMAN18521	LYTVA_00791
OG0000338	HUMAN26174	LYTVA_01358
OG0000339	HUMAN19136, HUMAN19137	LYTVA_02463, LYTVA_19838, LYTVA_21464, LYTVA_02464, LYTVA_21590, LYTVA_21611, LYTVA_06903, LYTVA_21467
OG0000341	HUMAN27909, HUMAN25614, HUMAN19124, HUMAN00589, HUMAN27910	LYTVA_10929
OG0000344	HUMAN26468, HUMAN04594, HUMAN07196	LYTVA_20774, LYTVA_20773
OG0000345	HUMAN23757, HUMAN23095, HUMAN03649	LYTVA_25222
OG0000346	HUMAN19921	LYTVA_28199
OG0000349	HUMAN19246, HUMAN13809	LYTVA_17287, LYTVA_29813, LYTVA_24225, LYTVA_25473, LYTVA_24224, LYTVA_30170, LYTVA_19301, LYTVA_19693, LYTVA_30167, LYTVA_23471, LYTVA_05966, LYTVA_30169, LYTVA_30168, LYTVA_24227, LYTVA_23889, LYTVA_23887, LYTVA_24226, LYTVA_03186, LYTVA_03183, LYTVA_07990, LYTVA_01925, LYTVA_20167, LYTVA_13420, LYTVA_27719, LYTVA_04109
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	LYTVA_20079
OG0000350	HUMAN05923	LYTVA_19278
OG0000350	HUMAN08412, HUMAN18677	LYTVA_25339
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	LYTVA_04087, LYTVA_27834
OG0000352	HUMAN25510	LYTVA_04222
OG0000352	HUMAN07061	LYTVA_11143, LYTVA_11144
OG0000356	HUMAN16866, HUMAN16864	LYTVA_17493, LYTVA_26914, LYTVA_26912, LYTVA_03031
OG0000356	HUMAN24976, HUMAN24975	LYTVA_12824, LYTVA_04860, LYTVA_25247
OG0000357	HUMAN10915	LYTVA_11987
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	LYTVA_16315
OG0000358	HUMAN06892	LYTVA_08930, LYTVA_29814
OG0000358	HUMAN06183, HUMAN06182	LYTVA_21272
OG0000358	HUMAN07810	LYTVA_01288
OG0000359	HUMAN11476, HUMAN11475, HUMAN10684	LYTVA_13862
OG0000359	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920	LYTVA_16943
OG0000359	HUMAN30482	LYTVA_21076
OG0000360	HUMAN07694, HUMAN23042	LYTVA_29199, LYTVA_27053, LYTVA_29200
OG0000360	HUMAN21019	LYTVA_05530
OG0000363	HUMAN02625	LYTVA_19730, LYTVA_05256
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873	LYTVA_02850, LYTVA_15234, LYTVA_19502, LYTVA_12892
OG0000363	HUMAN26508	LYTVA_13711
OG0000364	HUMAN25612	LYTVA_03241, LYTVA_12339, LYTVA_24462, LYTVA_21604, LYTVA_02959, LYTVA_06968, LYTVA_19018, LYTVA_21819
OG0000365	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704	LYTVA_02311
OG0000367	HUMAN02861, HUMAN21458	LYTVA_24456
OG0000371	HUMAN29626	LYTVA_07987, LYTVA_18253, LYTVA_26533
OG0000371	HUMAN13145, HUMAN13146, HUMAN13143	LYTVA_00668, LYTVA_00667
OG0000371	HUMAN13142	LYTVA_24627
OG0000372	HUMAN00421	LYTVA_09420
OG0000372	HUMAN23778	LYTVA_03697
OG0000372	HUMAN18835, HUMAN16705	LYTVA_13806
OG0000373	HUMAN07152, HUMAN07150, HUMAN04999	LYTVA_08644
OG0000373	HUMAN16794	LYTVA_11109
OG0000374	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433	LYTVA_22056
OG0000374	HUMAN03380, HUMAN22685	LYTVA_28388
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	LYTVA_17909
OG0000375	HUMAN10694, HUMAN10742, HUMAN10275, HUMAN12054, HUMAN12057	LYTVA_06266
OG0000375	HUMAN22225, HUMAN25491	LYTVA_07238
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	LYTVA_03257
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643	LYTVA_02110
OG0000379	HUMAN11868	LYTVA_05437
OG0000379	HUMAN10494, HUMAN12062	LYTVA_18554
OG0000379	HUMAN30691, HUMAN17335	LYTVA_20027
OG0000379	HUMAN00722, HUMAN00721	LYTVA_23890, LYTVA_08324
OG0000382	HUMAN06950	LYTVA_27057
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	LYTVA_02944
OG0000384	HUMAN22826	LYTVA_14422
OG0000384	HUMAN17917	LYTVA_30064
OG0000386	HUMAN23124, HUMAN05335, HUMAN30459	LYTVA_00886, LYTVA_03276, LYTVA_08700, LYTVA_21382, LYTVA_20542, LYTVA_13854
OG0000389	HUMAN23760, HUMAN03279	LYTVA_09557
OG0000391	HUMAN03741	LYTVA_14419
OG0000393	HUMAN07234	LYTVA_07049, LYTVA_04769, LYTVA_02534, LYTVA_19296
OG0000393	HUMAN27562	LYTVA_18987
OG0000393	HUMAN13374	LYTVA_29904
OG0000395	HUMAN19542, HUMAN05545	LYTVA_07488
OG0000396	HUMAN09495	LYTVA_29756
OG0000396	HUMAN29153, HUMAN02042, HUMAN02128, HUMAN29390, HUMAN01318, HUMAN01319, HUMAN14594, HUMAN14593	LYTVA_24408
OG0000397	HUMAN17188	LYTVA_01829
OG0000399	HUMAN08526	LYTVA_23258
OG0000399	HUMAN16706	LYTVA_10216
OG0000400	HUMAN25403	LYTVA_21682
OG0000401	HUMAN12512, HUMAN02934	LYTVA_03050, LYTVA_06551, LYTVA_17743, LYTVA_12806
OG0000402	HUMAN19232, HUMAN08155	LYTVA_17451, LYTVA_17450
OG0000403	HUMAN16242, HUMAN30309	LYTVA_09740, LYTVA_17322, LYTVA_05699
OG0000404	HUMAN28568, HUMAN00982	LYTVA_11246
OG0000404	HUMAN28453	LYTVA_11319, LYTVA_26787
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577	LYTVA_02873
OG0000411	HUMAN00458, HUMAN25340	LYTVA_28501
OG0000412	HUMAN01024	LYTVA_01548, LYTVA_08305
OG0000412	HUMAN29280	LYTVA_13235
OG0000413	HUMAN09264, HUMAN18689, HUMAN15493	LYTVA_30013
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	LYTVA_27164
OG0000415	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609	LYTVA_15027, LYTVA_27129, LYTVA_27126, LYTVA_00428, LYTVA_17858, LYTVA_17856
OG0000417	HUMAN29552	LYTVA_22673
OG0000417	HUMAN02370, HUMAN20361	LYTVA_04747, LYTVA_02916, LYTVA_06178, LYTVA_20445
OG0000419	HUMAN03932	LYTVA_16286
OG0000422	HUMAN00789, HUMAN16673	LYTVA_06865
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	LYTVA_23549, LYTVA_05964, LYTVA_25545, LYTVA_03567
OG0000425	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246	LYTVA_08575
OG0000425	HUMAN15883, HUMAN19570, HUMAN05692	LYTVA_01661, LYTVA_16295
OG0000426	HUMAN24154	LYTVA_06898
OG0000426	HUMAN24156, HUMAN16388, HUMAN24155	LYTVA_02723
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	LYTVA_28523, LYTVA_10466
OG0000427	HUMAN04181	LYTVA_16595
OG0000427	HUMAN00426, HUMAN21885	LYTVA_19896
OG0000429	HUMAN21085	LYTVA_05078
OG0000431	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	LYTVA_04640
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	LYTVA_08315
OG0000432	HUMAN26492, HUMAN20952	LYTVA_02449
OG0000433	HUMAN13341, HUMAN12146	LYTVA_26219
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	LYTVA_06955
OG0000435	HUMAN08429	LYTVA_13773, LYTVA_29418
OG0000435	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945	LYTVA_27506
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	LYTVA_21248
OG0000442	HUMAN21746, HUMAN07667	LYTVA_03518
OG0000442	HUMAN21390, HUMAN00644, HUMAN25507	LYTVA_02198
OG0000442	HUMAN26607, HUMAN13221	LYTVA_11814, LYTVA_13337
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	LYTVA_07561
OG0000443	HUMAN23658	LYTVA_21803
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	LYTVA_22417, LYTVA_07815
OG0000444	HUMAN05043, HUMAN05044, HUMAN20398	LYTVA_19323
OG0000446	HUMAN27630	LYTVA_21122
OG0000446	HUMAN04379	LYTVA_02398, LYTVA_06665
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	LYTVA_12231
OG0000448	HUMAN07702	LYTVA_02468
OG0000450	HUMAN10922, HUMAN26408, HUMAN26409	LYTVA_17101
OG0000458	HUMAN27361	LYTVA_22216
OG0000458	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825	LYTVA_26424, LYTVA_26419, LYTVA_22737, LYTVA_26418, LYTVA_22736
OG0000459	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499	LYTVA_12100, LYTVA_05682, LYTVA_22767, LYTVA_10243, LYTVA_25855
OG0000460	HUMAN12680	LYTVA_15963
OG0000461	HUMAN12693	LYTVA_27812
OG0000463	HUMAN26997, HUMAN04467	LYTVA_20402
OG0000463	HUMAN28833, HUMAN09995, HUMAN09996	LYTVA_18875, LYTVA_06079
OG0000465	HUMAN13778	LYTVA_30093
OG0000465	HUMAN00068	LYTVA_15105
OG0000466	HUMAN01325, HUMAN01326, HUMAN01324, HUMAN01323, HUMAN01322	LYTVA_11121, LYTVA_13501, LYTVA_19960, LYTVA_10498, LYTVA_26346, LYTVA_17159, LYTVA_23863, LYTVA_26185
OG0000467	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851	LYTVA_22913
OG0000468	HUMAN29031	LYTVA_17846, LYTVA_25959, LYTVA_07913
