Orthogroup	HUMAN	CAEEL
OG0000244	HUMAN24979, HUMAN06221, HUMAN20455, HUMAN08182, HUMAN11623, HUMAN21504, HUMAN11095, HUMAN11094, HUMAN18917, HUMAN27992	CAEEL11789, CAEEL12688
OG0000249	HUMAN09449, HUMAN14381, HUMAN23693, HUMAN01629	CAEEL02928
OG0000250	HUMAN13349, HUMAN13351	CAEEL07261
OG0000250	HUMAN27668	CAEEL04698
OG0000250	HUMAN06114	CAEEL06732
OG0000251	HUMAN29671, HUMAN00112, HUMAN21687	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	HUMAN30604, HUMAN30605	CAEEL05168
OG0000255	HUMAN04286	CAEEL05715
OG0000256	HUMAN29239, HUMAN14982	CAEEL11937, CAEEL19468
OG0000257	HUMAN28535, HUMAN09663	CAEEL01910, CAEEL15386
OG0000258	HUMAN16259, HUMAN13200, HUMAN10725, HUMAN13201, HUMAN08490	CAEEL19537
OG0000258	HUMAN21035, HUMAN02853	CAEEL09342
OG0000258	HUMAN08489, HUMAN16922	CAEEL15770
OG0000260	HUMAN27590, HUMAN26833, HUMAN20959, HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199	CAEEL11482
OG0000265	HUMAN14652, HUMAN29223, HUMAN29225	CAEEL20581
OG0000265	HUMAN06211	CAEEL10364
OG0000266	HUMAN10434, HUMAN10433	CAEEL02705, CAEEL19379, CAEEL09158
OG0000268	HUMAN17746, HUMAN17747, HUMAN13867	CAEEL08164
OG0000272	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042	CAEEL11804, CAEEL19905
OG0000273	HUMAN15012	CAEEL18644
OG0000273	HUMAN16753, HUMAN16752	CAEEL20077
OG0000275	HUMAN18758, HUMAN18757, HUMAN08320	CAEEL14783
OG0000275	HUMAN03545, HUMAN28702, HUMAN17534	CAEEL11381, CAEEL10050
OG0000277	HUMAN10958, HUMAN04583, HUMAN07256	CAEEL07730, CAEEL07729
OG0000277	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311	CAEEL11066
OG0000277	HUMAN07255	CAEEL00092, CAEEL02855
OG0000278	HUMAN07375	CAEEL07740
OG0000278	HUMAN15042, HUMAN15043, HUMAN15041	CAEEL09180
OG0000278	HUMAN16991	CAEEL07099
OG0000278	HUMAN08210, HUMAN08208, HUMAN08211	CAEEL02024
OG0000282	HUMAN02951, HUMAN12498, HUMAN17183, HUMAN03610, HUMAN22064, HUMAN03422	CAEEL11864
OG0000282	HUMAN12499	CAEEL04645
OG0000284	HUMAN01172, HUMAN24826, HUMAN14646	CAEEL18846
OG0000285	HUMAN12968	CAEEL00191
OG0000287	HUMAN29109, HUMAN07582, HUMAN02188	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000295	HUMAN27073, HUMAN27078, HUMAN21755	CAEEL04248, CAEEL10950
OG0000296	HUMAN08613	CAEEL14675
OG0000301	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693	CAEEL11399
OG0000301	HUMAN26951	CAEEL18767
OG0000302	HUMAN17995	CAEEL08099
OG0000305	HUMAN06757	CAEEL19499
OG0000305	HUMAN28372, HUMAN28371, HUMAN18211, HUMAN06375, HUMAN06374	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	HUMAN26268	CAEEL11448
OG0000306	HUMAN26267	CAEEL11446
OG0000308	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797, HUMAN15356, HUMAN11053, HUMAN09346, HUMAN09345, HUMAN00635, HUMAN23142	CAEEL00748
OG0000312	HUMAN29892	CAEEL16684
OG0000312	HUMAN22837, HUMAN07566	CAEEL08464
OG0000315	HUMAN26404	CAEEL07409
OG0000315	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330	CAEEL07609
OG0000315	HUMAN26829	CAEEL07292
OG0000316	HUMAN23728, HUMAN14541	CAEEL01799
OG0000319	HUMAN13915	CAEEL00889, CAEEL10346
OG0000321	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629	CAEEL19255
OG0000322	HUMAN07374	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	HUMAN02811, HUMAN11502, HUMAN22842, HUMAN01778, HUMAN02810, HUMAN19638	CAEEL08030
OG0000325	HUMAN28586	CAEEL01448, CAEEL10554
OG0000327	HUMAN01408, HUMAN02360, HUMAN01407, HUMAN02359, HUMAN01411	CAEEL18527
OG0000328	HUMAN11141	CAEEL20663
OG0000329	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536, HUMAN06604, HUMAN12535, HUMAN06603	CAEEL05342
OG0000332	HUMAN22505, HUMAN03239	CAEEL10794
OG0000333	HUMAN29371	CAEEL20574
OG0000338	HUMAN13066, HUMAN19731, HUMAN19729, HUMAN13067, HUMAN19730, HUMAN10881, HUMAN18523, HUMAN18521	CAEEL02726
OG0000341	HUMAN27910	CAEEL02829
OG0000343	HUMAN25327, HUMAN05299	CAEEL00542
OG0000345	HUMAN23757, HUMAN23095, HUMAN03649	CAEEL09288
OG0000346	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459	CAEEL04767
OG0000350	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776	CAEEL13904
OG0000351	HUMAN06906	CAEEL07375
OG0000352	HUMAN28462, HUMAN14440, HUMAN14836	CAEEL05587
OG0000353	HUMAN03163	CAEEL10431
OG0000353	HUMAN27743	CAEEL10430
OG0000356	HUMAN24976, HUMAN24975	CAEEL10812
OG0000357	HUMAN04990, HUMAN07295, HUMAN10915	CAEEL07861
OG0000357	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932	CAEEL10151, CAEEL05953
OG0000358	HUMAN06892, HUMAN06877	CAEEL13826
OG0000358	HUMAN06183, HUMAN06182, HUMAN07810	CAEEL19072
OG0000359	HUMAN11476, HUMAN11475, HUMAN10684	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873	CAEEL04898, CAEEL01034, CAEEL00066
OG0000363	HUMAN26508	CAEEL12357, CAEEL16480
OG0000364	HUMAN25612	CAEEL18153, CAEEL18154
OG0000365	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290	CAEEL03052
OG0000367	HUMAN02861, HUMAN21458, HUMAN29832, HUMAN29831, HUMAN19257, HUMAN13779, HUMAN27433	CAEEL11241
OG0000371	HUMAN13145, HUMAN13146, HUMAN13143	CAEEL18802
OG0000372	HUMAN00421	CAEEL09938
OG0000372	HUMAN23778	CAEEL06634
OG0000372	HUMAN18835, HUMAN16705	CAEEL11042
OG0000373	HUMAN04999	CAEEL08053
OG0000373	HUMAN16793	CAEEL15439
OG0000373	HUMAN16794	CAEEL15442
OG0000374	HUMAN06431, HUMAN06430, HUMAN17757	CAEEL04637
OG0000375	HUMAN22225	CAEEL04597
OG0000378	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089	CAEEL01589
OG0000378	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643, HUMAN15646	CAEEL18606
OG0000382	HUMAN26825, HUMAN26823, HUMAN20891	CAEEL10275
OG0000385	HUMAN17828, HUMAN26509, HUMAN26510, HUMAN26041	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	HUMAN23760, HUMAN03279	CAEEL08944, CAEEL11888
OG0000391	HUMAN03741, HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162	CAEEL07480, CAEEL01186
OG0000392	HUMAN23483, HUMAN23482, HUMAN14994, HUMAN01116	CAEEL03273
OG0000393	HUMAN07234	CAEEL14690
OG0000393	HUMAN27562	CAEEL11594
OG0000393	HUMAN13374	CAEEL00138
OG0000396	HUMAN29386, HUMAN29387, HUMAN29389	CAEEL02940, CAEEL01085
OG0000399	HUMAN08526	CAEEL18399
OG0000399	HUMAN16706	CAEEL01136
OG0000399	HUMAN01751, HUMAN09596, HUMAN14913	CAEEL00515
OG0000401	HUMAN12512, HUMAN02934	CAEEL07254
OG0000402	HUMAN27407, HUMAN03424	CAEEL20859
OG0000402	HUMAN19232, HUMAN08155	CAEEL09914, CAEEL09915
OG0000403	HUMAN05388, HUMAN05390	CAEEL13991
OG0000404	HUMAN28568, HUMAN00982	CAEEL04503
OG0000404	HUMAN28452	CAEEL16075, CAEEL12808
OG0000405	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577, HUMAN15074, HUMAN15075	CAEEL01740
OG0000411	HUMAN00458, HUMAN25340, HUMAN22974, HUMAN03134, HUMAN03135, HUMAN23920, HUMAN22345	CAEEL02373
OG0000412	HUMAN01024	CAEEL11655
OG0000412	HUMAN03115	CAEEL09909
OG0000412	HUMAN29280	CAEEL20650
OG0000413	HUMAN15492, HUMAN09264, HUMAN18689, HUMAN15493	CAEEL15525
OG0000413	HUMAN22024, HUMAN05237, HUMAN30227	CAEEL18945
OG0000419	HUMAN03931, HUMAN03930, HUMAN03929, HUMAN16074, HUMAN02377, HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414	CAEEL19090
OG0000424	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	HUMAN17060, HUMAN09247, HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246, HUMAN15883, HUMAN19570, HUMAN05692	CAEEL13865, CAEEL13864
OG0000426	HUMAN24154	CAEEL19943
OG0000426	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181	CAEEL20473
OG0000427	HUMAN04181, HUMAN00426, HUMAN21885	CAEEL05100
OG0000429	HUMAN21086, HUMAN21085, HUMAN13379	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	HUMAN04699	CAEEL14592, CAEEL00514
OG0000431	HUMAN05407, HUMAN10656, HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406, HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890	CAEEL07320
OG0000432	HUMAN05787, HUMAN05786, HUMAN21045	CAEEL05840, CAEEL08239
OG0000433	HUMAN13341, HUMAN12146, HUMAN13342	CAEEL18122
OG0000433	HUMAN25706, HUMAN25705, HUMAN21369	CAEEL00915, CAEEL00914
OG0000435	HUMAN27349	CAEEL07610
OG0000436	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	HUMAN21746, HUMAN07667	CAEEL10760
OG0000443	HUMAN29014, HUMAN17576, HUMAN17575	CAEEL07750
OG0000444	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374	CAEEL18555
OG0000444	HUMAN05043, HUMAN05044, HUMAN20398	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	HUMAN27631, HUMAN27630	CAEEL08845
OG0000447	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004	CAEEL07754, CAEEL07753
OG0000450	HUMAN21185, HUMAN25687, HUMAN10924, HUMAN04606, HUMAN04607, HUMAN07391, HUMAN10922, HUMAN26408, HUMAN26409	CAEEL09221
OG0000454	HUMAN14911	CAEEL02888, CAEEL02886
OG0000454	HUMAN14912, HUMAN09584, HUMAN01758, HUMAN01761, HUMAN28671, HUMAN28672, HUMAN09585, HUMAN09586, HUMAN09587	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882
OG0000458	HUMAN00588, HUMAN27908, HUMAN27907	CAEEL19373
OG0000461	HUMAN12693	CAEEL06628
OG0000461	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310	CAEEL08066
OG0000463	HUMAN26997, HUMAN04467, HUMAN04468, HUMAN28833, HUMAN09995, HUMAN09996	CAEEL00961
OG0000465	HUMAN00069	CAEEL08932
OG0000467	HUMAN29942, HUMAN20849, HUMAN02441, HUMAN02850, HUMAN02852, HUMAN02440, HUMAN20851	CAEEL10426, CAEEL00823
OG0000468	HUMAN29031, HUMAN08624	CAEEL05744
OG0000469	HUMAN20925, HUMAN02455, HUMAN20460, HUMAN20461, HUMAN02876, HUMAN30502, HUMAN30503	CAEEL09645
OG0000470	HUMAN10148, HUMAN13194	CAEEL01892
OG0000470	HUMAN08602, HUMAN08603, HUMAN02695	CAEEL15886
OG0000472	HUMAN11470	CAEEL04041, CAEEL06168
OG0000475	HUMAN21413, HUMAN06680	CAEEL00594, CAEEL00593
OG0000476	HUMAN29055	CAEEL20693, CAEEL00887
OG0000476	HUMAN29052	CAEEL13996, CAEEL04770
OG0000476	HUMAN29053	CAEEL11253, CAEEL00175
OG0000478	HUMAN26855	CAEEL16147, CAEEL11281
OG0000479	HUMAN00548, HUMAN25778, HUMAN30326	CAEEL02339
OG0000479	HUMAN04562, HUMAN19754, HUMAN19753	CAEEL09202
OG0000480	HUMAN21970, HUMAN21960, HUMAN21962, HUMAN00364, HUMAN00362, HUMAN00363	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	HUMAN10860, HUMAN10858	CAEEL09089, CAEEL09097
OG0000481	HUMAN29163, HUMAN29162	CAEEL07158
OG0000481	HUMAN23804, HUMAN27663	CAEEL11815
OG0000482	HUMAN04810, HUMAN18681, HUMAN09268, HUMAN18685	CAEEL12763
OG0000482	HUMAN18687	CAEEL16609
OG0000484	HUMAN14629, HUMAN01113, HUMAN01114, HUMAN23384, HUMAN23383, HUMAN23382, HUMAN15014	CAEEL04965, CAEEL04966
OG0000485	HUMAN18255, HUMAN20638	CAEEL19088, CAEEL15576
OG0000486	HUMAN22789, HUMAN03580	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	HUMAN13410	CAEEL16728, CAEEL12342
OG0000488	HUMAN19011	CAEEL05865, CAEEL05866
OG0000488	HUMAN19010	CAEEL04678, CAEEL04681, CAEEL04679
OG0000490	HUMAN01260, HUMAN14885, HUMAN24885, HUMAN24884, HUMAN29378	CAEEL00687, CAEEL19730
OG0000491	HUMAN00697, HUMAN30458, HUMAN07527, HUMAN23052	CAEEL07820
OG0000495	HUMAN25846	CAEEL07186
OG0000496	HUMAN02986	CAEEL01836
OG0000497	HUMAN07212, HUMAN12464	CAEEL11475, CAEEL02002
OG0000497	HUMAN29410, HUMAN02197	CAEEL19219
OG0000503	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938	CAEEL18781, CAEEL18780
OG0000503	HUMAN09859, HUMAN09860	CAEEL01216
OG0000504	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762	CAEEL11210
OG0000506	HUMAN30006	CAEEL18864
OG0000508	HUMAN12380, HUMAN26281	CAEEL07260
OG0000510	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000514	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479	CAEEL07294, CAEEL18391
OG0000519	HUMAN19983, HUMAN19982, HUMAN19989, HUMAN19990, HUMAN19995, HUMAN19992	CAEEL01270
OG0000519	HUMAN19985	CAEEL18558, CAEEL05173
OG0000520	HUMAN07303, HUMAN10919, HUMAN15317, HUMAN05571	CAEEL07490
OG0000521	HUMAN15885, HUMAN08587, HUMAN16883	CAEEL14050
OG0000523	HUMAN07168, HUMAN28721	CAEEL07536, CAEEL13092
OG0000524	HUMAN03324	CAEEL17529
OG0000525	HUMAN02221, HUMAN02222, HUMAN29313	CAEEL19149
OG0000525	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019	CAEEL19113
OG0000527	HUMAN02303, HUMAN14497	CAEEL20771
OG0000528	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886	CAEEL17966
OG0000529	HUMAN17231, HUMAN17232	CAEEL09737, CAEEL12247
OG0000529	HUMAN05856, HUMAN11986, HUMAN00177	CAEEL14327
OG0000530	HUMAN14150, HUMAN29041, HUMAN01293	CAEEL05713, CAEEL05714
OG0000534	HUMAN17739, HUMAN06369, HUMAN12812, HUMAN12811	CAEEL06960
OG0000535	HUMAN29487, HUMAN24304, HUMAN22290	CAEEL18521
OG0000537	HUMAN30216, HUMAN07840, HUMAN18315	CAEEL20692
OG0000537	HUMAN18316, HUMAN30217, HUMAN07839	CAEEL08509
OG0000538	HUMAN17702, HUMAN06667, HUMAN06666, HUMAN03004	CAEEL07439
OG0000539	HUMAN12531, HUMAN26140, HUMAN26141, HUMAN05513	CAEEL15234, CAEEL08363, CAEEL07779
OG0000542	HUMAN22939, HUMAN07559, HUMAN30229	CAEEL09055
OG0000542	HUMAN20659	CAEEL15478
OG0000545	HUMAN09330	CAEEL15746
OG0000545	HUMAN16986, HUMAN04980, HUMAN08518, HUMAN15565	CAEEL14386
OG0000547	HUMAN20438	CAEEL12314
OG0000548	HUMAN24231, HUMAN27638, HUMAN27637, HUMAN17353, HUMAN03638, HUMAN02528, HUMAN06895, HUMAN20990, HUMAN30501	CAEEL10591, CAEEL10590
OG0000551	HUMAN21041	CAEEL05226
OG0000554	HUMAN24025, HUMAN27604	CAEEL09891
OG0000560	HUMAN03172, HUMAN03171	CAEEL00689
OG0000561	HUMAN08905, HUMAN04883, HUMAN23834	CAEEL15785
OG0000562	HUMAN14967, HUMAN14968	CAEEL12354
OG0000563	HUMAN07268, HUMAN13046, HUMAN07267	CAEEL07864
OG0000564	HUMAN15523	CAEEL20341, CAEEL13516, CAEEL18277
OG0000565	HUMAN26571	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204
OG0000566	HUMAN13951, HUMAN09508, HUMAN09507, HUMAN12454	CAEEL15091
OG0000567	HUMAN07964, HUMAN01748	CAEEL02967
OG0000567	HUMAN14288, HUMAN14286, HUMAN14287	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000572	HUMAN16893, HUMAN09020, HUMAN04717	CAEEL13663
OG0000572	HUMAN05894, HUMAN00191, HUMAN00192	CAEEL04776
OG0000573	HUMAN26705, HUMAN21827, HUMAN00083	CAEEL05940
OG0000573	HUMAN09505	CAEEL01355
OG0000574	HUMAN13242, HUMAN12227, HUMAN12222, HUMAN12220	CAEEL19269
OG0000574	HUMAN12049	CAEEL18789, CAEEL19638, CAEEL19639
OG0000574	HUMAN14519	CAEEL19209, CAEEL18848
OG0000576	HUMAN06494, HUMAN17099, HUMAN19648, HUMAN06497, HUMAN20975, HUMAN06495, HUMAN06496	CAEEL06802
OG0000578	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	HUMAN06899, HUMAN02365, HUMAN20498, HUMAN30498	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	HUMAN03958	CAEEL06306
OG0000581	HUMAN08477, HUMAN16919	CAEEL15703
OG0000581	HUMAN16920, HUMAN08478, HUMAN08479	CAEEL14055, CAEEL14054
OG0000582	HUMAN14892, HUMAN02173, HUMAN29110, HUMAN24912	CAEEL19553, CAEEL19552
OG0000583	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760	CAEEL01762, CAEEL01763
OG0000585	HUMAN21116, HUMAN26483, HUMAN26481, HUMAN01438	CAEEL11782, CAEEL11783
OG0000587	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632	CAEEL14207
OG0000587	HUMAN15867	CAEEL18702
OG0000588	HUMAN14858, HUMAN01187, HUMAN28650, HUMAN05176, HUMAN05175	CAEEL05897
OG0000589	HUMAN16335, HUMAN03934, HUMAN02319	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597	CAEEL01780
OG0000591	HUMAN12144	CAEEL19878
OG0000591	HUMAN05235	CAEEL18367
OG0000592	HUMAN28912, HUMAN11498, HUMAN04372, HUMAN04369	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000592	HUMAN04371	CAEEL18530, CAEEL04398
OG0000593	HUMAN25908, HUMAN20155, HUMAN13573, HUMAN08183, HUMAN11452, HUMAN28338, HUMAN18999	CAEEL02027
OG0000594	HUMAN05742, HUMAN19377, HUMAN05741, HUMAN02011, HUMAN19379, HUMAN19378, HUMAN21115, HUMAN06244, HUMAN06243	CAEEL11331
OG0000597	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090	CAEEL08741
OG0000600	HUMAN18117	CAEEL02285, CAEEL02284
OG0000602	HUMAN30350, HUMAN07761, HUMAN18490, HUMAN26674, HUMAN30349, HUMAN07762	CAEEL20599
OG0000603	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962	CAEEL15474
OG0000604	HUMAN09221, HUMAN02688, HUMAN15456	CAEEL14390
OG0000608	HUMAN20227	CAEEL06882, CAEEL09299
OG0000609	HUMAN08370, HUMAN07817, HUMAN18125, HUMAN18126, HUMAN06700	CAEEL11904
OG0000611	HUMAN29652, HUMAN30039	CAEEL08225
OG0000611	HUMAN11001, HUMAN11004	CAEEL09831
OG0000612	HUMAN22280, HUMAN03773, HUMAN17186	CAEEL07651
OG0000612	HUMAN18998	CAEEL06875
OG0000613	HUMAN25530, HUMAN19034, HUMAN00632	CAEEL14429, CAEEL16442
OG0000614	HUMAN15491	CAEEL16724
OG0000615	HUMAN30186, HUMAN17431, HUMAN11804, HUMAN21799, HUMAN30187, HUMAN11805, HUMAN11807	CAEEL19705
OG0000616	HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633	CAEEL19744
OG0000619	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310	CAEEL02635
OG0000623	HUMAN29673, HUMAN25277	CAEEL16178, CAEEL06411
OG0000623	HUMAN13183, HUMAN20164	CAEEL16276
OG0000624	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863	CAEEL08547
OG0000624	HUMAN13138	CAEEL13903, CAEEL13902
OG0000625	HUMAN21164, HUMAN21163, HUMAN21166, HUMAN21167, HUMAN05685	CAEEL18539
OG0000626	HUMAN27952, HUMAN27948, HUMAN27949, HUMAN27947, HUMAN25546, HUMAN28493, HUMAN28494, HUMAN19309, HUMAN19310	CAEEL19740
OG0000627	HUMAN09737, HUMAN09736, HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321	CAEEL01126
OG0000636	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047	CAEEL19659
OG0000637	HUMAN29494, HUMAN13558	CAEEL18181
OG0000639	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006	CAEEL00195
OG0000639	HUMAN11331, HUMAN27984, HUMAN18874	CAEEL00077
OG0000642	HUMAN16907	CAEEL04693
OG0000645	HUMAN10998	CAEEL14093
OG0000645	HUMAN28596, HUMAN09882	CAEEL02916
OG0000646	HUMAN00330, HUMAN00331, HUMAN27168, HUMAN27166, HUMAN21940, HUMAN26714, HUMAN26713, HUMAN26712, HUMAN08138	CAEEL06213, CAEEL06212
OG0000647	HUMAN03824, HUMAN18655, HUMAN03823	CAEEL14095, CAEEL17996
OG0000648	HUMAN24454, HUMAN24452	CAEEL05737
OG0000649	HUMAN25984	CAEEL08770
OG0000650	HUMAN18217, HUMAN06708, HUMAN20675, HUMAN29107, HUMAN26004, HUMAN26007, HUMAN18218, HUMAN17225	CAEEL15107
OG0000651	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593	CAEEL08479
OG0000652	HUMAN21071, HUMAN26943, HUMAN30543	CAEEL09392, CAEEL09393
OG0000653	HUMAN14283, HUMAN01134, HUMAN08393, HUMAN08395, HUMAN04740, HUMAN02676, HUMAN15855, HUMAN29035, HUMAN01203	CAEEL20136
OG0000654	HUMAN06312	CAEEL00382
OG0000654	HUMAN06311, HUMAN02928, HUMAN12517, HUMAN12516, HUMAN17734	CAEEL00509
OG0000657	HUMAN28804, HUMAN09580	CAEEL01693
OG0000660	HUMAN17951	CAEEL06994
OG0000660	HUMAN29765, HUMAN20002, HUMAN12473	CAEEL01886
OG0000660	HUMAN18492	CAEEL01416
OG0000662	HUMAN07575, HUMAN24055	CAEEL07265
OG0000662	HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159	CAEEL20546
OG0000663	HUMAN28104, HUMAN16610, HUMAN28105	CAEEL07269
OG0000664	HUMAN29786, HUMAN06961, HUMAN02401	CAEEL10897, CAEEL10896
OG0000664	HUMAN18076, HUMAN26530	CAEEL00118, CAEEL00117
OG0000665	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	HUMAN05776, HUMAN12708, HUMAN28883, HUMAN29934	CAEEL11143
OG0000670	HUMAN11951, HUMAN30284, HUMAN07897, HUMAN21594, HUMAN21596, HUMAN02100, HUMAN21597, HUMAN21595	CAEEL01804, CAEEL20294
OG0000671	HUMAN26170, HUMAN26169, HUMAN30521, HUMAN20442, HUMAN02416, HUMAN06726	CAEEL20492, CAEEL02522
OG0000672	HUMAN21925, HUMAN11935	CAEEL07948, CAEEL07943
OG0000672	HUMAN13493	CAEEL00089, CAEEL00988
OG0000674	HUMAN09924, HUMAN01613	CAEEL01995
OG0000676	HUMAN28075, HUMAN19050, HUMAN28076	CAEEL18677, CAEEL18678
OG0000678	HUMAN12984, HUMAN10229, HUMAN20207	CAEEL19275
OG0000680	HUMAN06270	CAEEL01896
OG0000681	HUMAN22874, HUMAN22875, HUMAN30330, HUMAN07593	CAEEL06701, CAEEL06700
OG0000681	HUMAN02332, HUMAN04346, HUMAN04345, HUMAN04347	CAEEL20557
OG0000682	HUMAN17110, HUMAN03634, HUMAN22132	CAEEL18765, CAEEL15769
OG0000683	HUMAN29566	CAEEL18608
OG0000683	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584	CAEEL11185
OG0000685	HUMAN15987, HUMAN05078, HUMAN05077, HUMAN05080, HUMAN02355, HUMAN06870	CAEEL19728
OG0000690	HUMAN00660, HUMAN25490	CAEEL02355, CAEEL16430
OG0000690	HUMAN30038	CAEEL05043
OG0000691	HUMAN27973, HUMAN11217	CAEEL06257
OG0000691	HUMAN27972, HUMAN11215, HUMAN11216	CAEEL17188
OG0000692	HUMAN11735	CAEEL01603
OG0000693	HUMAN00433, HUMAN11745	CAEEL03253, CAEEL03254
OG0000694	HUMAN02728, HUMAN02501, HUMAN17273	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	HUMAN02408	CAEEL19612
OG0000697	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106	CAEEL10883
