Orthogroup	APOSC_ok	MOUSE
OG0000101	APOSC_25079, APOSC_09250	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355
OG0000102	APOSC_11388	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798
OG0000103	APOSC_08194	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384
OG0000103	APOSC_19265	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014
OG0000104	APOSC_15082, APOSC_15083, APOSC_15085, APOSC_15084	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436
OG0000104	APOSC_11443, APOSC_11444, APOSC_11442	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642
OG0000104	APOSC_16135	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576
OG0000104	APOSC_04087, APOSC_04088	MOUSE16174
OG0000104	APOSC_13374	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764
OG0000106	APOSC_22868	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355
OG0000106	APOSC_21078	MOUSE32021
OG0000106	APOSC_19922, APOSC_04238, APOSC_13779, APOSC_13776, APOSC_13777, APOSC_13780, APOSC_13778, APOSC_25862, APOSC_25863	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788
OG0000107	APOSC_21347	MOUSE41813
OG0000108	APOSC_10956	MOUSE50933
OG0000109	APOSC_22936	MOUSE30164
OG0000109	APOSC_19683, APOSC_12026, APOSC_19732, APOSC_13530, APOSC_14866, APOSC_05088, APOSC_19282, APOSC_19281, APOSC_09951, APOSC_06112, APOSC_08812, APOSC_25763, APOSC_25087, APOSC_11218, APOSC_11273	MOUSE33717
OG0000113	APOSC_22087, APOSC_26451	MOUSE33596, MOUSE33595
OG0000114	APOSC_23462	MOUSE33748, MOUSE33747, MOUSE33749, MOUSE33750
OG0000114	APOSC_10928, APOSC_00248, APOSC_23655, APOSC_06012, APOSC_17348, APOSC_05416	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888
OG0000115	APOSC_04786	MOUSE49659, MOUSE49660
OG0000116	APOSC_28097, APOSC_09224	MOUSE27994
OG0000117	APOSC_19840, APOSC_25285	MOUSE17523, MOUSE17524
OG0000119	APOSC_11483	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167
OG0000119	APOSC_20728, APOSC_03029, APOSC_22358, APOSC_01445, APOSC_04311, APOSC_04310, APOSC_02102	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713
OG0000119	APOSC_19027, APOSC_11438, APOSC_25237, APOSC_25238	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194
OG0000120	APOSC_04315	MOUSE43385, MOUSE32832, MOUSE32833
OG0000120	APOSC_18873	MOUSE43386, MOUSE43387
OG0000120	APOSC_13215	MOUSE38908, MOUSE38909
OG0000120	APOSC_05045	MOUSE26622, MOUSE26623, MOUSE26621, MOUSE26619, MOUSE26620
OG0000121	APOSC_24649, APOSC_24650, APOSC_11574, APOSC_15665, APOSC_05374, APOSC_28387, APOSC_12126, APOSC_08548, APOSC_10960, APOSC_00676, APOSC_02343	MOUSE31533
OG0000122	APOSC_25177	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654
OG0000122	APOSC_11178	MOUSE40424, MOUSE40425, MOUSE40423, MOUSE36694, MOUSE36691, MOUSE36690, MOUSE36692, MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926, MOUSE26270, MOUSE26269, MOUSE26271, MOUSE14751, MOUSE14753
OG0000123	APOSC_03443	MOUSE36089, MOUSE09426, MOUSE09427
OG0000123	APOSC_20465	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617
OG0000123	APOSC_23180	MOUSE09430, MOUSE09429, MOUSE09431
OG0000124	APOSC_29022	MOUSE45402
OG0000124	APOSC_26551	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045
OG0000124	APOSC_03695	MOUSE34424, MOUSE34425
OG0000124	APOSC_13919	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779
OG0000124	APOSC_09834	MOUSE27466, MOUSE49894
OG0000125	APOSC_10519, APOSC_10520, APOSC_10518	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825
OG0000125	APOSC_27450	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965
OG0000125	APOSC_26262, APOSC_07039, APOSC_19200	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954
OG0000126	APOSC_16760	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556
OG0000126	APOSC_16759	MOUSE30423, MOUSE01500
OG0000126	APOSC_21117	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380
OG0000126	APOSC_28093	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725
OG0000127	APOSC_24103	MOUSE47545, MOUSE54139, MOUSE29572
OG0000127	APOSC_09690	MOUSE52357, MOUSE52358, MOUSE13075
OG0000127	APOSC_02788	MOUSE09031, MOUSE06835, MOUSE28216
OG0000127	APOSC_16052, APOSC_16050, APOSC_16051	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487
OG0000127	APOSC_04103	MOUSE17076, MOUSE17077, MOUSE17078, MOUSE14094, MOUSE06008
OG0000128	APOSC_22700, APOSC_06337	MOUSE20235
OG0000128	APOSC_23630, APOSC_23631, APOSC_15987, APOSC_15026, APOSC_22520, APOSC_16380	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208
OG0000129	APOSC_12123, APOSC_24173	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521
OG0000129	APOSC_21068	MOUSE45123, MOUSE55058
OG0000130	APOSC_17960, APOSC_11450	MOUSE41081
OG0000130	APOSC_11963	MOUSE31524, MOUSE31521, MOUSE31523, MOUSE31522
OG0000130	APOSC_11111	MOUSE18069
OG0000130	APOSC_28750	MOUSE11517, MOUSE11516
OG0000131	APOSC_21472, APOSC_03272, APOSC_06150	MOUSE01093, MOUSE01094
OG0000132	APOSC_13028, APOSC_01542, APOSC_27288, APOSC_18201, APOSC_28955, APOSC_10689	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935
OG0000132	APOSC_24064, APOSC_09777, APOSC_09775, APOSC_09776	MOUSE14073
OG0000133	APOSC_10890, APOSC_11662, APOSC_00731, APOSC_10887, APOSC_29109, APOSC_28597, APOSC_18469, APOSC_23463	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724, MOUSE39711, MOUSE39710
OG0000137	APOSC_04370	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323
OG0000137	APOSC_14845, APOSC_20394, APOSC_26237, APOSC_01998	MOUSE06337, MOUSE06338
OG0000137	APOSC_01981, APOSC_01895, APOSC_21797	MOUSE18094, MOUSE18096
OG0000139	APOSC_05339	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142
OG0000140	APOSC_20679	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690
OG0000140	APOSC_21817, APOSC_06250	MOUSE41508, MOUSE41510, MOUSE41511, MOUSE41509, MOUSE47115, MOUSE47116
OG0000141	APOSC_16747, APOSC_12558, APOSC_00130, APOSC_04354, APOSC_22998, APOSC_22734, APOSC_11878, APOSC_03319, APOSC_15420, APOSC_14671	MOUSE54377, MOUSE54378
OG0000142	APOSC_05931	MOUSE17834
OG0000147	APOSC_05531, APOSC_20902	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844
OG0000147	APOSC_16682	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667
OG0000147	APOSC_25363	MOUSE23670, MOUSE23669, MOUSE23668
OG0000147	APOSC_20013	MOUSE28041, MOUSE28040
OG0000147	APOSC_18428, APOSC_05853	MOUSE27544
OG0000148	APOSC_14879, APOSC_14878	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503
OG0000148	APOSC_22996	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503
OG0000148	APOSC_25505, APOSC_02226	MOUSE23498
OG0000149	APOSC_17921, APOSC_17920, APOSC_17820	MOUSE10061, MOUSE10064, MOUSE16718
OG0000149	APOSC_12513, APOSC_00444, APOSC_02449, APOSC_02196	MOUSE44762, MOUSE19464
OG0000149	APOSC_09540, APOSC_20238	MOUSE31508, MOUSE31509
OG0000151	APOSC_26828, APOSC_02355, APOSC_10983, APOSC_26533, APOSC_24307	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045
OG0000151	APOSC_20523, APOSC_17583, APOSC_11077, APOSC_11076	MOUSE38914
OG0000151	APOSC_27430	MOUSE32838, MOUSE31764
OG0000154	APOSC_00206	MOUSE48803
OG0000154	APOSC_26259	MOUSE16268
OG0000155	APOSC_09923, APOSC_09921, APOSC_09922	MOUSE13874, MOUSE13880, MOUSE13869, MOUSE13873, MOUSE13870, MOUSE13877, MOUSE13876, MOUSE13878, MOUSE13872, MOUSE13875, MOUSE13871, MOUSE13879, MOUSE13881, MOUSE13883, MOUSE13882, MOUSE13884, MOUSE13885, MOUSE21763, MOUSE21764
OG0000157	APOSC_02266	MOUSE20681, MOUSE01676
OG0000157	APOSC_25645	MOUSE52684
OG0000157	APOSC_27261	MOUSE49056, MOUSE49057, MOUSE49058
OG0000158	APOSC_22004	MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504
OG0000158	APOSC_02468	MOUSE46608, MOUSE46610, MOUSE46609
OG0000159	APOSC_05622	MOUSE21603
OG0000159	APOSC_25144	MOUSE00612, MOUSE00610, MOUSE00611
OG0000159	APOSC_27680	MOUSE25717
OG0000160	APOSC_17800	MOUSE28371, MOUSE28372, MOUSE28373
OG0000163	APOSC_26564, APOSC_17645	MOUSE06339
OG0000163	APOSC_12728	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160
OG0000163	APOSC_20618	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791
OG0000164	APOSC_28232	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533
OG0000165	APOSC_28761	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386, MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698, MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138, MOUSE12536
OG0000166	APOSC_18977	MOUSE46601, MOUSE46183
OG0000166	APOSC_14630	MOUSE46180, MOUSE46181
OG0000166	APOSC_14571	MOUSE16358
OG0000166	APOSC_21144, APOSC_00905	MOUSE46600, MOUSE46597, MOUSE46596, MOUSE46603, MOUSE01131, MOUSE35817, MOUSE01134, MOUSE01135, MOUSE33480, MOUSE33479, MOUSE03840, MOUSE03841
OG0000167	APOSC_17983	MOUSE35789, MOUSE34068
OG0000167	APOSC_24407, APOSC_10227	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788
OG0000168	APOSC_12746	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165
OG0000168	APOSC_27887	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806
OG0000168	APOSC_13167, APOSC_07254, APOSC_08432, APOSC_07255	MOUSE27171
OG0000169	APOSC_09396	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212
OG0000171	APOSC_07430, APOSC_07431	MOUSE04583
OG0000171	APOSC_14851, APOSC_03334	MOUSE02239
OG0000171	APOSC_09017	MOUSE21136, MOUSE35961, MOUSE35960
OG0000171	APOSC_01598	MOUSE48309
OG0000172	APOSC_03889	MOUSE02355, MOUSE22541
OG0000173	APOSC_10054, APOSC_10053, APOSC_10055	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175
OG0000174	APOSC_21578, APOSC_07934, APOSC_01234, APOSC_10955, APOSC_03912, APOSC_03913	MOUSE13944, MOUSE25057, MOUSE25058
OG0000175	APOSC_27959, APOSC_10607	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006
OG0000175	APOSC_02663, APOSC_15663, APOSC_16993, APOSC_02106, APOSC_04816	MOUSE21629, MOUSE32004, MOUSE32003
OG0000179	APOSC_01350	MOUSE19509, MOUSE51773
OG0000179	APOSC_01246	MOUSE30037
OG0000180	APOSC_02926	MOUSE29509, MOUSE29508
OG0000181	APOSC_01446, APOSC_07714	MOUSE39163, MOUSE11210, MOUSE11208
OG0000181	APOSC_04711	MOUSE07217
OG0000183	APOSC_14059, APOSC_14061, APOSC_14060	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700
OG0000183	APOSC_02686	MOUSE51267, MOUSE51268, MOUSE51266
OG0000183	APOSC_08693	MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139
OG0000184	APOSC_17807	MOUSE24058, MOUSE24066
OG0000184	APOSC_16994, APOSC_24858, APOSC_05158	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888
OG0000185	APOSC_05967, APOSC_05966	MOUSE14614, MOUSE14615, MOUSE14613, MOUSE15733
OG0000185	APOSC_15582	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959
OG0000185	APOSC_05961	MOUSE06590, MOUSE06589
OG0000186	APOSC_16659	MOUSE42683
OG0000186	APOSC_28113, APOSC_05570	MOUSE08549
OG0000186	APOSC_05569	MOUSE07875, MOUSE07874, MOUSE18796, MOUSE42682
OG0000186	APOSC_24483	MOUSE08548
OG0000188	APOSC_13702	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307
OG0000190	APOSC_02858	MOUSE25818, MOUSE25812
OG0000190	APOSC_09060, APOSC_15447	MOUSE31898, MOUSE31897, MOUSE31899, MOUSE25811, MOUSE31896, MOUSE25813, MOUSE25815, MOUSE25816, MOUSE25819, MOUSE25814, MOUSE25817, MOUSE25822, MOUSE25821, MOUSE25820
OG0000192	APOSC_25727	MOUSE22431
OG0000192	APOSC_10785	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412
OG0000192	APOSC_23916, APOSC_23915	MOUSE25324
OG0000192	APOSC_18847, APOSC_26537, APOSC_16524, APOSC_16523	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915
OG0000193	APOSC_04930	MOUSE38224, MOUSE38223, MOUSE37517, MOUSE10603, MOUSE43494, MOUSE51242, MOUSE51243, MOUSE17401, MOUSE17402
OG0000194	APOSC_08244, APOSC_28959, APOSC_12079, APOSC_02139, APOSC_23179, APOSC_16403, APOSC_17541, APOSC_23977, APOSC_23755	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695
OG0000195	APOSC_18323	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244
OG0000197	APOSC_13508, APOSC_04368, APOSC_08761	MOUSE30186, MOUSE51336
OG0000197	APOSC_01929	MOUSE34852, MOUSE34853, MOUSE52313, MOUSE52312, MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312
OG0000200	APOSC_22552	MOUSE23999, MOUSE30022, MOUSE30021
OG0000201	APOSC_29091, APOSC_29090	MOUSE38533, MOUSE38534, MOUSE14083
OG0000201	APOSC_24036	MOUSE02711, MOUSE02710, MOUSE02712, MOUSE02709, MOUSE04353, MOUSE04354, MOUSE26660
OG0000201	APOSC_29029	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052
OG0000202	APOSC_17939	MOUSE46871
OG0000202	APOSC_27982, APOSC_06419	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374
OG0000203	APOSC_26461	MOUSE29289, MOUSE00419, MOUSE33851
OG0000203	APOSC_04458, APOSC_04459	MOUSE15592
OG0000203	APOSC_05921, APOSC_26559	MOUSE34963
OG0000204	APOSC_15076	MOUSE23102, MOUSE23101
OG0000204	APOSC_25272, APOSC_13121, APOSC_25275, APOSC_25274, APOSC_25273	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527
OG0000205	APOSC_28253, APOSC_04935	MOUSE07349, MOUSE24811, MOUSE24810
OG0000205	APOSC_06399, APOSC_24958	MOUSE05525, MOUSE18370, MOUSE14654
OG0000205	APOSC_19060, APOSC_17853	MOUSE05844, MOUSE05843, MOUSE05842, MOUSE35468, MOUSE35467, MOUSE26285, MOUSE26286, MOUSE26284
OG0000207	APOSC_21181, APOSC_21969, APOSC_12332	MOUSE19031, MOUSE28832, MOUSE28833
OG0000208	APOSC_02963, APOSC_28634	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136
OG0000209	APOSC_19505	MOUSE46040, MOUSE46041, MOUSE46039
OG0000210	APOSC_18166	MOUSE33248, MOUSE33247, MOUSE33246
OG0000210	APOSC_11707	MOUSE15655, MOUSE15654
OG0000211	APOSC_20059	MOUSE51114, MOUSE51115
OG0000211	APOSC_15302	MOUSE28046
OG0000211	APOSC_11394, APOSC_11393	MOUSE01466, MOUSE44832
OG0000213	APOSC_18387, APOSC_22248, APOSC_22247, APOSC_10650, APOSC_10652, APOSC_10651, APOSC_06097, APOSC_15882, APOSC_03404, APOSC_28099, APOSC_28098, APOSC_08591, APOSC_26757, APOSC_20178, APOSC_20179, APOSC_05362, APOSC_09345, APOSC_20753	MOUSE04327, MOUSE04326, MOUSE37340
OG0000215	APOSC_21728, APOSC_28864, APOSC_28443, APOSC_20327, APOSC_20078, APOSC_21643, APOSC_28418, APOSC_16074, APOSC_04161, APOSC_17247	MOUSE19203, MOUSE27957
OG0000215	APOSC_22144	MOUSE22557, MOUSE27958
OG0000216	APOSC_22264, APOSC_26435	MOUSE25559
OG0000218	APOSC_07899	MOUSE10867, MOUSE45082
OG0000219	APOSC_16619	MOUSE15676, MOUSE15675
OG0000220	APOSC_23437	MOUSE11020, MOUSE11019, MOUSE11021
OG0000220	APOSC_17903	MOUSE11022
OG0000221	APOSC_16263	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741
OG0000221	APOSC_14357, APOSC_14358, APOSC_14359	MOUSE29915, MOUSE29913, MOUSE29916, MOUSE29920, MOUSE29914, MOUSE29919, MOUSE29918, MOUSE29912, MOUSE29917, MOUSE35058, MOUSE35056, MOUSE35053, MOUSE35051, MOUSE35055, MOUSE35054
OG0000221	APOSC_15397	MOUSE22156, MOUSE18361
OG0000222	APOSC_17306, APOSC_24662, APOSC_18810, APOSC_29111	MOUSE34451, MOUSE34452, MOUSE34453, MOUSE34454, MOUSE22872, MOUSE22873, MOUSE22874
OG0000223	APOSC_16511, APOSC_16512	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625
OG0000223	APOSC_13895	MOUSE20967
OG0000225	APOSC_17424, APOSC_17423, APOSC_28152, APOSC_13403, APOSC_16327, APOSC_12109	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595
OG0000226	APOSC_12183, APOSC_02105, APOSC_01718	MOUSE22184
OG0000227	APOSC_28503	MOUSE22120
OG0000227	APOSC_12980	MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778
OG0000227	APOSC_05191, APOSC_01281, APOSC_13947	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250
OG0000228	APOSC_19530, APOSC_19529	MOUSE04514, MOUSE26663, MOUSE04513, MOUSE04516, MOUSE04515, MOUSE26665, MOUSE26664, MOUSE26662
OG0000229	APOSC_25375, APOSC_24814, APOSC_12350, APOSC_16701, APOSC_14149, APOSC_22408, APOSC_21651, APOSC_15293, APOSC_09519, APOSC_02374	MOUSE55219
OG0000230	APOSC_01215, APOSC_01213	MOUSE06858, MOUSE06860, MOUSE06859
OG0000231	APOSC_23746	MOUSE54203, MOUSE21875, MOUSE21876, MOUSE36429, MOUSE45631, MOUSE45630
OG0000231	APOSC_06034	MOUSE49173, MOUSE32117
OG0000232	APOSC_03253	MOUSE19430, MOUSE19625, MOUSE19431, MOUSE19432, MOUSE19623, MOUSE19434, MOUSE19435
OG0000232	APOSC_17893	MOUSE36562
OG0000234	APOSC_09141, APOSC_09142	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637
OG0000236	APOSC_18403	MOUSE31733
OG0000236	APOSC_01863, APOSC_01862	MOUSE00105
OG0000236	APOSC_20041, APOSC_22914, APOSC_09706, APOSC_22812, APOSC_00589, APOSC_01505	MOUSE31734
OG0000238	APOSC_11219	MOUSE46195, MOUSE46196
OG0000238	APOSC_02443, APOSC_14952, APOSC_02534	MOUSE39882, MOUSE14681, MOUSE14680, MOUSE14679, MOUSE02481
OG0000239	APOSC_21234	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236
OG0000239	APOSC_24359, APOSC_24358	MOUSE07433
OG0000239	APOSC_04749, APOSC_04748, APOSC_04747	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766
OG0000240	APOSC_07530	MOUSE01114, MOUSE01115, MOUSE01113
OG0000242	APOSC_16970, APOSC_16971, APOSC_15793	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202, MOUSE26960, MOUSE26962, MOUSE26961, MOUSE42234
OG0000242	APOSC_24338	MOUSE21780, MOUSE21779, MOUSE35398
OG0000244	APOSC_19143	MOUSE17322, MOUSE14484, MOUSE14482
OG0000244	APOSC_27515	MOUSE12365, MOUSE12363, MOUSE12364, MOUSE49833, MOUSE52466, MOUSE52468, MOUSE52465, MOUSE28443, MOUSE49097, MOUSE49096, MOUSE28439, MOUSE28440, MOUSE28444, MOUSE28445, MOUSE28442, MOUSE28446, MOUSE28447, MOUSE28438, MOUSE28448, MOUSE28449, MOUSE32118
OG0000245	APOSC_24149, APOSC_20668	MOUSE44329, MOUSE44328, MOUSE41936, MOUSE16429, MOUSE16428, MOUSE16427, MOUSE50569, MOUSE50568, MOUSE24377, MOUSE26206, MOUSE26205, MOUSE06007, MOUSE03802, MOUSE03801, MOUSE44302, MOUSE14115
OG0000248	APOSC_15009	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818, MOUSE30742, MOUSE30741, MOUSE30740
OG0000250	APOSC_09132	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160
OG0000250	APOSC_03832	MOUSE47989, MOUSE47988
OG0000250	APOSC_25705	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922
