Orthogroup	APOSC_ok	CAEEL
OG0000356	APOSC_23926, APOSC_05444, APOSC_09855	CAEEL10812
OG0000357	APOSC_23713, APOSC_05413, APOSC_05414, APOSC_05412	CAEEL07861
OG0000357	APOSC_07835	CAEEL10151, CAEEL05953
OG0000358	APOSC_15116, APOSC_15115, APOSC_13948, APOSC_04304, APOSC_18379, APOSC_04434, APOSC_26854	CAEEL13826
OG0000358	APOSC_04225, APOSC_26230	CAEEL19072
OG0000359	APOSC_09932	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	APOSC_10288	CAEEL04898, CAEEL01034, CAEEL00066
OG0000364	APOSC_25470, APOSC_07012, APOSC_07011, APOSC_21706, APOSC_11625, APOSC_14243	CAEEL18153, CAEEL18154
OG0000365	APOSC_16992, APOSC_16991	CAEEL03052
OG0000367	APOSC_08227, APOSC_15610	CAEEL11241
OG0000371	APOSC_11261	CAEEL18802
OG0000372	APOSC_18539	CAEEL09938
OG0000372	APOSC_25246	CAEEL06634
OG0000372	APOSC_15484	CAEEL11042
OG0000373	APOSC_21401	CAEEL15439
OG0000373	APOSC_15290, APOSC_10379	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659
OG0000374	APOSC_21959	CAEEL04637
OG0000375	APOSC_14406	CAEEL18446
OG0000378	APOSC_14762	CAEEL01589
OG0000378	APOSC_16384, APOSC_16382, APOSC_16385, APOSC_16383	CAEEL18606
OG0000382	APOSC_18532	CAEEL10275
OG0000385	APOSC_00509, APOSC_23259	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	APOSC_04151	CAEEL08944, CAEEL11888
OG0000391	APOSC_12117, APOSC_18122	CAEEL07480, CAEEL01186
OG0000392	APOSC_15558, APOSC_15557, APOSC_15559, APOSC_15556, APOSC_15555	CAEEL03273
OG0000393	APOSC_01755, APOSC_03383	CAEEL11594
OG0000393	APOSC_19188	CAEEL00138
OG0000396	APOSC_27773	CAEEL02940, CAEEL01085
OG0000399	APOSC_04841	CAEEL12746
OG0000399	APOSC_02547	CAEEL18399
OG0000399	APOSC_12699	CAEEL01136
OG0000399	APOSC_12371	CAEEL00515
OG0000401	APOSC_24755	CAEEL07254
OG0000402	APOSC_11815	CAEEL20859
OG0000404	APOSC_24054	CAEEL04503
OG0000404	APOSC_27230	CAEEL16075, CAEEL12808
OG0000404	APOSC_25065	CAEEL20480
OG0000405	APOSC_22532, APOSC_22533	CAEEL01740
OG0000409	APOSC_20951	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710
OG0000411	APOSC_25940, APOSC_01114	CAEEL02373
OG0000412	APOSC_20667	CAEEL11655
OG0000412	APOSC_01194, APOSC_01195	CAEEL09909
OG0000412	APOSC_14273	CAEEL20650
OG0000413	APOSC_03087, APOSC_04045	CAEEL15525
OG0000413	APOSC_03086	CAEEL18945
OG0000417	APOSC_14648	CAEEL09343, CAEEL20198, CAEEL19199, CAEEL11109
OG0000419	APOSC_01698, APOSC_08566, APOSC_11016	CAEEL19090
OG0000424	APOSC_27699, APOSC_11109	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	APOSC_28429, APOSC_26181	CAEEL13865, CAEEL13864
OG0000426	APOSC_23818	CAEEL19943
OG0000426	APOSC_28032	CAEEL20473
OG0000427	APOSC_26405, APOSC_18019, APOSC_12867, APOSC_10303, APOSC_10299, APOSC_10304, APOSC_10301	CAEEL05100
OG0000429	APOSC_25050, APOSC_11210, APOSC_21310, APOSC_08336, APOSC_22406, APOSC_25805	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	APOSC_09028, APOSC_21524, APOSC_22864, APOSC_21525, APOSC_16894, APOSC_11705, APOSC_25311	CAEEL14592, CAEEL00514
OG0000431	APOSC_26482, APOSC_21271, APOSC_09355	CAEEL07320
OG0000432	APOSC_25968	CAEEL05840, CAEEL08239
OG0000433	APOSC_27672, APOSC_27673	CAEEL18122
OG0000433	APOSC_25213, APOSC_25212	CAEEL00915, CAEEL00914
OG0000436	APOSC_07601, APOSC_07603, APOSC_07602, APOSC_07600	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	APOSC_01037	CAEEL10760
OG0000443	APOSC_07972, APOSC_07971, APOSC_09047	CAEEL07750
OG0000444	APOSC_22420	CAEEL18555
OG0000444	APOSC_27883, APOSC_27884, APOSC_27885	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	APOSC_10182, APOSC_10180, APOSC_10181	CAEEL08845
OG0000446	APOSC_26266	CAEEL11745
OG0000447	APOSC_18957, APOSC_18959, APOSC_00311, APOSC_00312, APOSC_18960, APOSC_18958	CAEEL07754, CAEEL07753
OG0000450	APOSC_13051	CAEEL09221
OG0000454	APOSC_04570	CAEEL02888, CAEEL02886
OG0000456	APOSC_08917	CAEEL11325
OG0000461	APOSC_17795, APOSC_01522	CAEEL06628
OG0000461	APOSC_17426	CAEEL08066
OG0000463	APOSC_17973, APOSC_19612, APOSC_07338, APOSC_07339, APOSC_08846	CAEEL00961
OG0000465	APOSC_12228	CAEEL08932
OG0000466	APOSC_27919	CAEEL16090
OG0000467	APOSC_08499, APOSC_08498	CAEEL10426, CAEEL00823
OG0000468	APOSC_15884, APOSC_04385, APOSC_04384, APOSC_23794, APOSC_02625	CAEEL05744
OG0000469	APOSC_06315	CAEEL09645
OG0000470	APOSC_06373	CAEEL01892
OG0000470	APOSC_13511	CAEEL15886
OG0000472	APOSC_18349, APOSC_18348	CAEEL04041, CAEEL06168
OG0000474	APOSC_14236, APOSC_20732	CAEEL07643, CAEEL07642
OG0000476	APOSC_19907, APOSC_10161, APOSC_04632	CAEEL20693, CAEEL00887
OG0000476	APOSC_05340	CAEEL13996, CAEEL04770
OG0000477	APOSC_13603	CAEEL19743
OG0000479	APOSC_19125	CAEEL02339
OG0000479	APOSC_05602, APOSC_05603	CAEEL09202
OG0000480	APOSC_23759, APOSC_15162, APOSC_11842	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	APOSC_15444	CAEEL09089, CAEEL09097
OG0000481	APOSC_09024	CAEEL07158
OG0000481	APOSC_07226	CAEEL11815
OG0000482	APOSC_01111, APOSC_01110, APOSC_18841, APOSC_18843, APOSC_18842, APOSC_18845, APOSC_18844	CAEEL12763
OG0000482	APOSC_18846, APOSC_02517, APOSC_20022, APOSC_27488, APOSC_14643	CAEEL16609
OG0000484	APOSC_17564	CAEEL04965, CAEEL04966
OG0000485	APOSC_22490, APOSC_07829	CAEEL19088, CAEEL15576
OG0000486	APOSC_27933	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	APOSC_05499, APOSC_00762, APOSC_10037, APOSC_17459, APOSC_22887	CAEEL16728, CAEEL12342
OG0000490	APOSC_08204	CAEEL00687, CAEEL19730
OG0000491	APOSC_28528	CAEEL06407
OG0000491	APOSC_02630	CAEEL07820
OG0000495	APOSC_16006, APOSC_18778	CAEEL07186
OG0000496	APOSC_19240	CAEEL01836
OG0000497	APOSC_11785	CAEEL11475, CAEEL02002
OG0000497	APOSC_24966	CAEEL19219
OG0000503	APOSC_20182, APOSC_01067, APOSC_11052	CAEEL18781, CAEEL18780
OG0000506	APOSC_08968, APOSC_08970	CAEEL18864
OG0000508	APOSC_05722	CAEEL07260
OG0000510	APOSC_13254, APOSC_09949, APOSC_08521	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000513	APOSC_21188	CAEEL00380
OG0000514	APOSC_03985, APOSC_03987, APOSC_03986, APOSC_03988	CAEEL14359
OG0000519	APOSC_08070, APOSC_07952, APOSC_07867, APOSC_26169, APOSC_12522, APOSC_03973	CAEEL01270
OG0000520	APOSC_12204, APOSC_12202, APOSC_12203, APOSC_24142, APOSC_24141	CAEEL07490
OG0000521	APOSC_15611	CAEEL11532
OG0000521	APOSC_09518	CAEEL14050
OG0000523	APOSC_17136, APOSC_11385	CAEEL07536, CAEEL13092
OG0000524	APOSC_03189, APOSC_03192, APOSC_03190, APOSC_03187	CAEEL17529
OG0000525	APOSC_12074	CAEEL19149
OG0000525	APOSC_07308	CAEEL19113
OG0000527	APOSC_02938	CAEEL20771
OG0000528	APOSC_27896, APOSC_27895, APOSC_27894	CAEEL17966
OG0000529	APOSC_23098	CAEEL14327
OG0000530	APOSC_02543, APOSC_02542, APOSC_23277	CAEEL05713, CAEEL05714
OG0000534	APOSC_19109, APOSC_19108, APOSC_19110	CAEEL06960
OG0000535	APOSC_23330, APOSC_01337, APOSC_21669, APOSC_19864, APOSC_19863	CAEEL18521
OG0000537	APOSC_28746	CAEEL20692
OG0000537	APOSC_14690	CAEEL08509
OG0000538	APOSC_00020, APOSC_00021, APOSC_00019	CAEEL07439
OG0000542	APOSC_25376	CAEEL09055
OG0000545	APOSC_27316	CAEEL15746
OG0000545	APOSC_23063	CAEEL14386
OG0000548	APOSC_19082, APOSC_15990, APOSC_28441	CAEEL10591, CAEEL10590
OG0000549	APOSC_08202, APOSC_11264, APOSC_04931, APOSC_21216, APOSC_12322, APOSC_09908	CAEEL05133, CAEEL12072
OG0000549	APOSC_27494	CAEEL18719, CAEEL18720
OG0000550	APOSC_26613	CAEEL11841
OG0000551	APOSC_25334	CAEEL05226
OG0000560	APOSC_00424, APOSC_21581, APOSC_09687, APOSC_24780, APOSC_09685, APOSC_09686, APOSC_27748, APOSC_11056, APOSC_22346	CAEEL00689
OG0000561	APOSC_11810, APOSC_07680	CAEEL16454
OG0000562	APOSC_06195	CAEEL12354
OG0000563	APOSC_04439, APOSC_16157	CAEEL07864
OG0000564	APOSC_01431	CAEEL13516, CAEEL18277
OG0000565	APOSC_17072, APOSC_00334, APOSC_26203, APOSC_28466, APOSC_21207, APOSC_07361	CAEEL03314, CAEEL00611, CAEEL00610, CAEEL01204
OG0000566	APOSC_11934, APOSC_11935, APOSC_15450	CAEEL15091
OG0000567	APOSC_03648	CAEEL02967
OG0000567	APOSC_00240	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000569	APOSC_02396, APOSC_00479, APOSC_17883, APOSC_19992, APOSC_19991, APOSC_15256	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675
OG0000572	APOSC_00810	CAEEL13663
OG0000572	APOSC_09082	CAEEL04776
OG0000573	APOSC_00916	CAEEL05940
OG0000573	APOSC_06381	CAEEL01355
OG0000574	APOSC_08284	CAEEL19269
OG0000574	APOSC_25605	CAEEL18789, CAEEL19638, CAEEL19639
OG0000574	APOSC_12973	CAEEL19209, CAEEL18848
OG0000575	APOSC_04878, APOSC_04901, APOSC_04877	CAEEL12522
OG0000576	APOSC_14912, APOSC_14911	CAEEL06802
OG0000578	APOSC_19019	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	APOSC_16538	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	APOSC_27393, APOSC_10764	CAEEL19061
OG0000581	APOSC_25720	CAEEL15703
OG0000581	APOSC_28928	CAEEL14055, CAEEL14054
OG0000582	APOSC_22258, APOSC_19007, APOSC_19006	CAEEL19553, CAEEL19552
OG0000583	APOSC_07446, APOSC_07447	CAEEL01762, CAEEL01763
OG0000584	APOSC_13816, APOSC_28295, APOSC_10155, APOSC_26093, APOSC_26092	CAEEL04633, CAEEL05854, CAEEL04153, CAEEL04154, CAEEL06443
OG0000585	APOSC_02435	CAEEL11782, CAEEL11783
OG0000586	APOSC_22177, APOSC_09041, APOSC_22806	CAEEL05852
OG0000587	APOSC_07501	CAEEL14207
OG0000587	APOSC_00084	CAEEL18702
OG0000588	APOSC_14978, APOSC_23369	CAEEL05897
OG0000589	APOSC_07116, APOSC_07115, APOSC_01961	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	APOSC_14417	CAEEL01780
OG0000591	APOSC_29125, APOSC_25553	CAEEL19878
OG0000591	APOSC_18730	CAEEL18367
OG0000592	APOSC_07367, APOSC_26247	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000593	APOSC_19192, APOSC_02138	CAEEL02027
OG0000594	APOSC_27194	CAEEL11331
OG0000597	APOSC_09238	CAEEL08741
OG0000600	APOSC_04542, APOSC_04543	CAEEL02285, CAEEL02284
OG0000602	APOSC_07302, APOSC_16886	CAEEL20599
OG0000603	APOSC_11168	CAEEL15474
OG0000604	APOSC_28543, APOSC_28930, APOSC_08014, APOSC_08012	CAEEL14390
OG0000608	APOSC_28336, APOSC_00407	CAEEL06882
OG0000609	APOSC_21629, APOSC_15758	CAEEL11904
OG0000611	APOSC_10183	CAEEL08225
OG0000611	APOSC_21101	CAEEL09831
OG0000612	APOSC_01590	CAEEL07651
OG0000612	APOSC_11557	CAEEL06875
OG0000614	APOSC_29108, APOSC_13391, APOSC_01420, APOSC_13390	CAEEL16724
OG0000615	APOSC_25509, APOSC_25510, APOSC_25508	CAEEL19705
OG0000617	APOSC_04030	CAEEL12168
OG0000618	APOSC_06510	CAEEL00836
OG0000619	APOSC_06768	CAEEL02635
OG0000623	APOSC_11408, APOSC_11407	CAEEL16178, CAEEL06411
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	CAEEL16276
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	CAEEL08547
OG0000626	APOSC_04996, APOSC_04997	CAEEL19740
OG0000627	APOSC_21489, APOSC_19887	CAEEL01126
OG0000636	APOSC_03996, APOSC_09371	CAEEL19659
OG0000637	APOSC_21463, APOSC_04395	CAEEL18181
OG0000639	APOSC_28763	CAEEL00195
OG0000639	APOSC_01472	CAEEL00077
OG0000645	APOSC_03352	CAEEL14093
OG0000645	APOSC_00638, APOSC_09352	CAEEL02916
OG0000646	APOSC_25529, APOSC_25530	CAEEL06213, CAEEL06212
OG0000647	APOSC_09611	CAEEL14095, CAEEL17996
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	CAEEL05737
OG0000648	APOSC_15129, APOSC_14173	CAEEL19541
OG0000649	APOSC_02642, APOSC_23750, APOSC_19161	CAEEL08770
OG0000651	APOSC_26297	CAEEL08479
OG0000652	APOSC_19589, APOSC_04833, APOSC_19592, APOSC_19590	CAEEL09392, CAEEL09393
OG0000654	APOSC_25621	CAEEL00509
OG0000657	APOSC_07236, APOSC_28772, APOSC_17511, APOSC_28771	CAEEL01693
OG0000660	APOSC_26737	CAEEL06994
OG0000660	APOSC_25408	CAEEL01886
OG0000662	APOSC_10023, APOSC_20576	CAEEL07265
OG0000662	APOSC_08470, APOSC_08472	CAEEL20546
OG0000663	APOSC_03380, APOSC_10431	CAEEL07269
OG0000664	APOSC_19666	CAEEL10897, CAEEL10896
OG0000664	APOSC_04413	CAEEL00118, CAEEL00117
OG0000665	APOSC_04140, APOSC_09869, APOSC_06912	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	APOSC_18128, APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813	CAEEL11143
OG0000670	APOSC_25403, APOSC_25404	CAEEL01804, CAEEL20294
OG0000671	APOSC_09469, APOSC_15536, APOSC_24637	CAEEL20492, CAEEL02522
OG0000672	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490	CAEEL07948, CAEEL07943
OG0000672	APOSC_05056	CAEEL00089, CAEEL00988
OG0000674	APOSC_02855, APOSC_02854	CAEEL01995
OG0000676	APOSC_12565	CAEEL18677, CAEEL18678
OG0000678	APOSC_17592, APOSC_03701, APOSC_25063, APOSC_07909, APOSC_27264	CAEEL19275
OG0000680	APOSC_19829	CAEEL01896
OG0000681	APOSC_08978	CAEEL06701, CAEEL06700
OG0000681	APOSC_20302, APOSC_20301	CAEEL20557
OG0000682	APOSC_12467, APOSC_12466, APOSC_12470, APOSC_12471, APOSC_12468	CAEEL18765
OG0000683	APOSC_06085	CAEEL18608
OG0000683	APOSC_22743	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	CAEEL11185
OG0000685	APOSC_25083	CAEEL19728
OG0000688	APOSC_24546	CAEEL04340
OG0000690	APOSC_12924	CAEEL02355, CAEEL16430
OG0000690	APOSC_06851	CAEEL05043
OG0000691	APOSC_06057	CAEEL17188
OG0000692	APOSC_26279	CAEEL05111, CAEEL03292
OG0000692	APOSC_09929	CAEEL01603
OG0000693	APOSC_14532, APOSC_14531	CAEEL03253, CAEEL03254
OG0000694	APOSC_21845	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	APOSC_09390, APOSC_19415	CAEEL19612
OG0000697	APOSC_04170	CAEEL10883
OG0000701	APOSC_29143	CAEEL01775, CAEEL09588, CAEEL02242
OG0000702	APOSC_28891, APOSC_28892	CAEEL01313
OG0000703	APOSC_08255	CAEEL12761
OG0000708	APOSC_22565	CAEEL04786, CAEEL04785
OG0000708	APOSC_04164	CAEEL12722
OG0000709	APOSC_01261	CAEEL11350, CAEEL18734, CAEEL12228, CAEEL16334, CAEEL20586, CAEEL11767
OG0000711	APOSC_16041	CAEEL04946
OG0000711	APOSC_24576	CAEEL03027
OG0000712	APOSC_01997	CAEEL07921
OG0000713	APOSC_02458, APOSC_19823, APOSC_04674	CAEEL15727
OG0000715	APOSC_24729	CAEEL07310, CAEEL07309
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	CAEEL00463
OG0000717	APOSC_08974, APOSC_08975	CAEEL20044, CAEEL07958
OG0000718	APOSC_09944, APOSC_06058	CAEEL16052
OG0000720	APOSC_13819, APOSC_02916, APOSC_01360, APOSC_23941, APOSC_14908	CAEEL02341
OG0000721	APOSC_27562	CAEEL07780
OG0000721	APOSC_25361	CAEEL00853
OG0000722	APOSC_27863	CAEEL16439
OG0000724	APOSC_04422, APOSC_04423	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	APOSC_00094	CAEEL01386
OG0000726	APOSC_20907	CAEEL08988, CAEEL08987
OG0000730	APOSC_16492, APOSC_28131	CAEEL06720
OG0000730	APOSC_22249	CAEEL06574
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	CAEEL18982
OG0000732	APOSC_01005	CAEEL02711
OG0000732	APOSC_22697, APOSC_22696	CAEEL11771
OG0000733	APOSC_15598	CAEEL17006
OG0000733	APOSC_14468	CAEEL15524
OG0000734	APOSC_27033	CAEEL18835
OG0000735	APOSC_08541, APOSC_08542	CAEEL14834, CAEEL14835
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	CAEEL19663, CAEEL06154, CAEEL04487, CAEEL04486
OG0000740	APOSC_20786	CAEEL18076
OG0000744	APOSC_21453, APOSC_21454, APOSC_22851	CAEEL01254
OG0000747	APOSC_10377, APOSC_22793, APOSC_01421, APOSC_04166, APOSC_09294, APOSC_09295, APOSC_26831, APOSC_21163	CAEEL02279
OG0000749	APOSC_09299, APOSC_09298	CAEEL11624, CAEEL14107
OG0000751	APOSC_10279	CAEEL09020
OG0000752	APOSC_04900	CAEEL07346
OG0000752	APOSC_11897	CAEEL04370
OG0000753	APOSC_17933, APOSC_23432	CAEEL17415
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	CAEEL01302
OG0000757	APOSC_21066	CAEEL20030
OG0000757	APOSC_13824	CAEEL00176
OG0000759	APOSC_10203	CAEEL20475, CAEEL16710
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	CAEEL19698
OG0000762	APOSC_27690	CAEEL02671
OG0000763	APOSC_11369	CAEEL01521, CAEEL01520, CAEEL01519
OG0000764	APOSC_22151	CAEEL19739
OG0000765	APOSC_08832	CAEEL08924, CAEEL20292
OG0000765	APOSC_04654	CAEEL19163
OG0000766	APOSC_02628, APOSC_02629, APOSC_02626, APOSC_02627	CAEEL01660
OG0000767	APOSC_19311, APOSC_22136, APOSC_22137	CAEEL15327, CAEEL15326
OG0000774	APOSC_18361	CAEEL03062
OG0000774	APOSC_14291	CAEEL08377
OG0000774	APOSC_14965	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000776	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000776	APOSC_01907	CAEEL19691, CAEEL14134, CAEEL11345
OG0000777	APOSC_06075	CAEEL19291
OG0000778	APOSC_26535	CAEEL04054
OG0000779	APOSC_20892	CAEEL01706
OG0000780	APOSC_06109, APOSC_07773, APOSC_00388	CAEEL00305
OG0000780	APOSC_21502, APOSC_21503	CAEEL01193
OG0000782	APOSC_02046, APOSC_02045	CAEEL01741
OG0000783	APOSC_27599	CAEEL08524
OG0000784	APOSC_17182, APOSC_20175	CAEEL19472
OG0000787	APOSC_24396	CAEEL10362
OG0000788	APOSC_18949	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	APOSC_21919, APOSC_21918, APOSC_21917	CAEEL01175
OG0000791	APOSC_26179, APOSC_26180	CAEEL09121
OG0000792	APOSC_04163	CAEEL06858, CAEEL06859
OG0000793	APOSC_28727	CAEEL00246
OG0000794	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	CAEEL14272, CAEEL13170
OG0000796	APOSC_17748	CAEEL18138
OG0000797	APOSC_05552, APOSC_02654	CAEEL11404
OG0000798	APOSC_20553, APOSC_20554	CAEEL08562, CAEEL08561
OG0000800	APOSC_27669	CAEEL15658, CAEEL15660, CAEEL15659, CAEEL15657, CAEEL15661, CAEEL04883, CAEEL16200, CAEEL16199, CAEEL13121, CAEEL11360, CAEEL11396
OG0000801	APOSC_13410, APOSC_22125	CAEEL00950
OG0000803	APOSC_18801, APOSC_00365	CAEEL18447
OG0000809	APOSC_01373, APOSC_01372	CAEEL06250
OG0000810	APOSC_15514	CAEEL00977
OG0000813	APOSC_10674	CAEEL10975, CAEEL10973
OG0000813	APOSC_03337	CAEEL01084
OG0000814	APOSC_22281	CAEEL07659, CAEEL07658
OG0000817	APOSC_13738, APOSC_22901	CAEEL08608
OG0000817	APOSC_07767	CAEEL09272
OG0000818	APOSC_14407, APOSC_14408, APOSC_14409	CAEEL08212
OG0000819	APOSC_09083	CAEEL09262
OG0000820	APOSC_11841	CAEEL08726
OG0000826	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704	CAEEL04414
OG0000828	APOSC_05791	CAEEL01170
OG0000828	APOSC_22977, APOSC_11571	CAEEL14806
OG0000833	APOSC_26082, APOSC_26081	CAEEL05439
OG0000834	APOSC_04739, APOSC_27269	CAEEL00924
OG0000836	APOSC_15778	CAEEL01665
OG0000837	APOSC_28068, APOSC_14436, APOSC_00892, APOSC_07079, APOSC_28069, APOSC_28067, APOSC_06905, APOSC_04004, APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308	CAEEL19270, CAEEL07955
OG0000841	APOSC_26322	CAEEL02360
OG0000842	APOSC_09796	CAEEL11884
OG0000844	APOSC_10362, APOSC_10363	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	APOSC_11562	CAEEL07299
OG0000848	APOSC_28316, APOSC_18151, APOSC_18150	CAEEL08378
OG0000849	APOSC_27634, APOSC_09266, APOSC_03689	CAEEL04333
OG0000850	APOSC_08264, APOSC_00774, APOSC_23927	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	CAEEL08745
OG0000852	APOSC_20285, APOSC_20286, APOSC_02824	CAEEL08255
OG0000856	APOSC_22616	CAEEL00189, CAEEL08452, CAEEL13523
OG0000857	APOSC_24744	CAEEL04547
OG0000858	APOSC_14953	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558
OG0000860	APOSC_17954	CAEEL09321, CAEEL18240
OG0000869	APOSC_14843	CAEEL04762
OG0000869	APOSC_18698	CAEEL04725
OG0000870	APOSC_06340	CAEEL05330
OG0000871	APOSC_03183	CAEEL00780
OG0000871	APOSC_14488	CAEEL00781, CAEEL13789
OG0000874	APOSC_24109	CAEEL03105
OG0000875	APOSC_06925, APOSC_26698, APOSC_26697, APOSC_10108, APOSC_10816, APOSC_05938	CAEEL08184, CAEEL12416
OG0000876	APOSC_13414	CAEEL00773, CAEEL00774
OG0000877	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000879	APOSC_25589, APOSC_19618	CAEEL07550
OG0000880	APOSC_11060	CAEEL10369
OG0000888	APOSC_22842	CAEEL00418
OG0000889	APOSC_15049, APOSC_07753, APOSC_09768	CAEEL09857, CAEEL09856
OG0000889	APOSC_28468	CAEEL07245
OG0000893	APOSC_13888, APOSC_05778	CAEEL05208
OG0000894	APOSC_02796, APOSC_02797	CAEEL20455
OG0000899	APOSC_14711	CAEEL06745
OG0000904	APOSC_17702, APOSC_14302, APOSC_14303, APOSC_06457, APOSC_06456, APOSC_06458	CAEEL10501
OG0000905	APOSC_09225, APOSC_09226	CAEEL09890
OG0000908	APOSC_14771	CAEEL18895
OG0000908	APOSC_27466	CAEEL09910
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	CAEEL00966
OG0000912	APOSC_27960, APOSC_27961	CAEEL19084
OG0000913	APOSC_04388	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	APOSC_12098	CAEEL08534, CAEEL08535
OG0000915	APOSC_07775	CAEEL11744
OG0000921	APOSC_24063	CAEEL05986
OG0000923	APOSC_26447	CAEEL01410
OG0000925	APOSC_04534	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058
OG0000927	APOSC_02135	CAEEL20274
OG0000928	APOSC_19235, APOSC_19234, APOSC_19236	CAEEL00085
OG0000929	APOSC_07152, APOSC_28960	CAEEL02357
OG0000931	APOSC_10285	CAEEL20467
OG0000932	APOSC_20073	CAEEL07026, CAEEL07025
OG0000933	APOSC_28945	CAEEL13637
OG0000934	APOSC_15771	CAEEL20095, CAEEL02005
OG0000934	APOSC_01130	CAEEL18567
OG0000935	APOSC_07475	CAEEL10988, CAEEL18743
OG0000937	APOSC_14163	CAEEL03545, CAEEL08180, CAEEL18220, CAEEL02758
OG0000944	APOSC_18987	CAEEL08647, CAEEL08646
OG0000945	APOSC_00213	CAEEL00537
OG0000946	APOSC_07875	CAEEL05453
OG0000947	APOSC_14595, APOSC_00712	CAEEL07660
OG0000949	APOSC_12498	CAEEL02872, CAEEL06438
