Orthogroup	APOSC_ok	CAPO3
OG0000616	APOSC_12590, APOSC_12592, APOSC_12591	CAPO301011
OG0000617	APOSC_08051, APOSC_14759	CAPO305046, CAPO305351, CAPO305350, CAPO301395, CAPO308110, CAPO305569, CAPO302463, CAPO301963, CAPO307719, CAPO308046, CAPO302479, CAPO302684, CAPO303925
OG0000617	APOSC_04030	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167
OG0000619	APOSC_06768	CAPO303580
OG0000620	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629	CAPO300569
OG0000623	APOSC_11408, APOSC_11407	CAPO306891
OG0000623	APOSC_25178, APOSC_25179, APOSC_28396	CAPO306678
OG0000624	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046	CAPO304034, CAPO304035
OG0000627	APOSC_21489, APOSC_19887	CAPO301912
OG0000628	APOSC_24447, APOSC_27023, APOSC_27022	CAPO306878
OG0000629	APOSC_10100, APOSC_17613, APOSC_14556	CAPO304632
OG0000634	APOSC_11286, APOSC_19203, APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420	CAPO305866
OG0000636	APOSC_03996, APOSC_09371	CAPO300927, CAPO308236
OG0000637	APOSC_21463, APOSC_04395	CAPO306492
OG0000639	APOSC_28763	CAPO300322
OG0000639	APOSC_01472	CAPO305269
OG0000642	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000643	APOSC_16933	CAPO301316
OG0000645	APOSC_03352	CAPO306925
OG0000645	APOSC_00638, APOSC_09352	CAPO307784, CAPO304648
OG0000648	APOSC_03595, APOSC_17710, APOSC_17709	CAPO306715
OG0000648	APOSC_08045	CAPO307568
OG0000650	APOSC_03429, APOSC_08658	CAPO302429
OG0000651	APOSC_26297	CAPO301045
OG0000652	APOSC_19589, APOSC_04833, APOSC_19592, APOSC_19590, APOSC_04834	CAPO307163
OG0000660	APOSC_26737	CAPO304213
OG0000662	APOSC_10023, APOSC_20576, APOSC_08470, APOSC_08472	CAPO308235
OG0000663	APOSC_03380, APOSC_10431	CAPO303713
OG0000664	APOSC_19666, APOSC_04414, APOSC_04413	CAPO305353
OG0000665	APOSC_04140, APOSC_09869, APOSC_06912	CAPO304505, CAPO304163
OG0000666	APOSC_18128, APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813	CAPO306172
OG0000667	APOSC_10536, APOSC_28178	CAPO305865
OG0000672	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490	CAPO301072
OG0000672	APOSC_05056	CAPO301848
OG0000674	APOSC_02855, APOSC_02854, APOSC_00193	CAPO303746
OG0000676	APOSC_12565	CAPO304343, CAPO305288
OG0000676	APOSC_24592	CAPO300920, CAPO304680
OG0000683	APOSC_06085	CAPO304912
OG0000683	APOSC_22743	CAPO305392, CAPO303509
OG0000684	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619	CAPO306227
OG0000690	APOSC_12924	CAPO306653
OG0000690	APOSC_06851	CAPO306445
OG0000690	APOSC_28021, APOSC_06077	CAPO304114
OG0000691	APOSC_06057, APOSC_01959	CAPO301028
OG0000692	APOSC_26279	CAPO306980
OG0000693	APOSC_14532, APOSC_14531	CAPO300633
OG0000693	APOSC_27726	CAPO307538
OG0000694	APOSC_21845	CAPO302468
OG0000696	APOSC_00235	CAPO305456
OG0000696	APOSC_09390	CAPO305466
OG0000696	APOSC_19415	CAPO301422
OG0000697	APOSC_04170	CAPO304466, CAPO306724
OG0000701	APOSC_29144, APOSC_29143	CAPO306727
OG0000703	APOSC_08255, APOSC_12548	CAPO308078
OG0000706	APOSC_28191, APOSC_16598, APOSC_01285	CAPO301985
OG0000708	APOSC_22565	CAPO302130
OG0000708	APOSC_04164	CAPO300640
OG0000709	APOSC_21004	CAPO305451
OG0000711	APOSC_04623, APOSC_16041, APOSC_24576	CAPO304713
OG0000713	APOSC_02458, APOSC_19823, APOSC_04674	CAPO302804
OG0000715	APOSC_24729	CAPO305197
OG0000716	APOSC_15187, APOSC_15188, APOSC_05187	CAPO306457, CAPO306957
OG0000717	APOSC_08974, APOSC_08975	CAPO302989
OG0000718	APOSC_09944, APOSC_06058	CAPO301597, CAPO306021
OG0000721	APOSC_27562, APOSC_25361	CAPO305154, CAPO301906
OG0000724	APOSC_04422, APOSC_04423	CAPO300826
OG0000726	APOSC_20907	CAPO302910
OG0000731	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253	CAPO304569
OG0000732	APOSC_01005	CAPO304867
OG0000732	APOSC_22697, APOSC_22696	CAPO302445
OG0000733	APOSC_15598, APOSC_14468	CAPO301695
OG0000735	APOSC_08541, APOSC_08542	CAPO302824
OG0000736	APOSC_24942, APOSC_27355, APOSC_25326, APOSC_24761, APOSC_27354	CAPO306770
OG0000737	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935	CAPO304586
OG0000743	APOSC_09120, APOSC_09119, APOSC_12427, APOSC_12908	CAPO306268
OG0000747	APOSC_10377, APOSC_22793, APOSC_01421, APOSC_04166, APOSC_09294, APOSC_09295, APOSC_26831, APOSC_21163	CAPO303187
OG0000748	APOSC_01384, APOSC_01385, APOSC_24585, APOSC_28377, APOSC_28378, APOSC_28376	CAPO301276
OG0000751	APOSC_10279	CAPO302771
OG0000752	APOSC_11897	CAPO300507
OG0000752	APOSC_20705	CAPO305335
OG0000753	APOSC_17933	CAPO301378
OG0000754	APOSC_10620	CAPO300911, CAPO306986, CAPO303353
OG0000755	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838	CAPO300267
OG0000757	APOSC_21066	CAPO307096
OG0000757	APOSC_13824	CAPO300067
OG0000758	APOSC_04627, APOSC_04628, APOSC_04626	CAPO305275
OG0000759	APOSC_10203	CAPO300473
OG0000761	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182	CAPO305655
OG0000765	APOSC_08832	CAPO301853
OG0000766	APOSC_02628, APOSC_02629, APOSC_02626, APOSC_02627	CAPO300388
OG0000767	APOSC_19311, APOSC_22136, APOSC_22137	CAPO305367
OG0000768	APOSC_11098, APOSC_11096, APOSC_11097	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	APOSC_24323	CAPO304708, CAPO302709
OG0000774	APOSC_18361, APOSC_14291, APOSC_14965	CAPO306995
OG0000775	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384	CAPO306201
OG0000776	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172	CAPO307356
OG0000779	APOSC_20892	CAPO305943
OG0000779	APOSC_15142	CAPO300301
OG0000788	APOSC_18949, APOSC_21919, APOSC_21918, APOSC_21917	CAPO304590
OG0000791	APOSC_26179, APOSC_26180	CAPO304699
OG0000792	APOSC_14959, APOSC_04163	CAPO305838
OG0000793	APOSC_28727, APOSC_28728, APOSC_28729	CAPO301604
OG0000794	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932	CAPO304031
OG0000797	APOSC_05552, APOSC_02654	CAPO307534
OG0000803	APOSC_18801, APOSC_00365	CAPO301668
OG0000810	APOSC_15514, APOSC_02955, APOSC_02954, APOSC_02956	CAPO305098, CAPO306601
OG0000813	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680, APOSC_10674, APOSC_03337, APOSC_07707	CAPO300040, CAPO308168
OG0000814	APOSC_19527, APOSC_22281	CAPO307227
OG0000815	APOSC_21255, APOSC_22617, APOSC_22055, APOSC_20294	CAPO300838
OG0000816	APOSC_15681, APOSC_05809, APOSC_10643, APOSC_15680	CAPO304990
OG0000818	APOSC_14407, APOSC_14408, APOSC_14409	CAPO307656
OG0000820	APOSC_11841	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	APOSC_26516	CAPO303788
OG0000825	APOSC_17271, APOSC_03303	CAPO305165, CAPO306157, CAPO306129
OG0000826	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704	CAPO306060
OG0000827	APOSC_10934, APOSC_24620, APOSC_19492, APOSC_06325	CAPO304578
OG0000828	APOSC_05791	CAPO306023
OG0000828	APOSC_22977, APOSC_11571	CAPO307153
OG0000834	APOSC_04739, APOSC_27269	CAPO306233
OG0000836	APOSC_15778, APOSC_06642	CAPO306019, CAPO307821
OG0000837	APOSC_28068, APOSC_14436, APOSC_00892, APOSC_07079, APOSC_28069, APOSC_28067, APOSC_06905, APOSC_04004, APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308	CAPO308104, CAPO303511
OG0000838	APOSC_26520, APOSC_06028, APOSC_02486	CAPO303856
OG0000841	APOSC_26322	CAPO300281
OG0000841	APOSC_23985, APOSC_23987, APOSC_23986	CAPO307470
OG0000844	APOSC_10362, APOSC_10363	CAPO306591, CAPO307267
OG0000845	APOSC_21723, APOSC_21724, APOSC_15428, APOSC_11449	CAPO303615
OG0000847	APOSC_10143	CAPO301759, CAPO307057
OG0000847	APOSC_11562	CAPO308298
OG0000849	APOSC_27634, APOSC_09266, APOSC_03689	CAPO304492
OG0000850	APOSC_08264, APOSC_00774	CAPO302141
OG0000850	APOSC_23927	CAPO306299
OG0000851	APOSC_19702, APOSC_19703, APOSC_19701	CAPO304092
OG0000852	APOSC_02824	CAPO307622
OG0000857	APOSC_24744	CAPO302559
OG0000858	APOSC_23576	CAPO306693
OG0000860	APOSC_17954	CAPO306338
OG0000871	APOSC_14488	CAPO300407
OG0000872	APOSC_01621, APOSC_01620	CAPO308293
OG0000873	APOSC_27618	CAPO307878
OG0000875	APOSC_06925, APOSC_26698, APOSC_26697, APOSC_10108, APOSC_10816, APOSC_05938	CAPO303418, CAPO302903
OG0000876	APOSC_13414	CAPO302150
OG0000877	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591	CAPO304981
OG0000879	APOSC_13173	CAPO304627
OG0000879	APOSC_25589, APOSC_19618	CAPO301982
OG0000888	APOSC_22842	CAPO300320
OG0000889	APOSC_15049, APOSC_07753, APOSC_09768	CAPO302257
OG0000889	APOSC_28468	CAPO304144
OG0000890	APOSC_26141	CAPO303648
OG0000890	APOSC_26142, APOSC_26140	CAPO304283
OG0000891	APOSC_21662, APOSC_19871, APOSC_18925, APOSC_08985, APOSC_04933, APOSC_06099, APOSC_25735, APOSC_11370, APOSC_07457, APOSC_17994, APOSC_05702, APOSC_11651, APOSC_20574	CAPO307358
OG0000894	APOSC_05906, APOSC_06317	CAPO300968, CAPO300967
OG0000894	APOSC_02796, APOSC_02797	CAPO301227
OG0000896	APOSC_16669	CAPO304049
OG0000897	APOSC_09636, APOSC_15460, APOSC_17372	CAPO306059
OG0000898	APOSC_16195	CAPO302619
OG0000899	APOSC_14711	CAPO300655
OG0000904	APOSC_17702, APOSC_14302, APOSC_14303, APOSC_06457, APOSC_06456, APOSC_06458	CAPO305539
OG0000905	APOSC_09225, APOSC_09226	CAPO303384
OG0000909	APOSC_25304, APOSC_25305, APOSC_25306	CAPO300878
OG0000911	APOSC_15133, APOSC_15134	CAPO302608
OG0000912	APOSC_27960, APOSC_27961, APOSC_29074	CAPO302397
OG0000913	APOSC_04388	CAPO300255
OG0000914	APOSC_12098	CAPO302002
OG0000915	APOSC_07775, APOSC_07774	CAPO306555
OG0000921	APOSC_26555	CAPO300272
OG0000925	APOSC_04534, APOSC_05628	CAPO304563
OG0000928	APOSC_19235, APOSC_19234, APOSC_19236	CAPO301245
OG0000929	APOSC_07152, APOSC_28960	CAPO303494
OG0000931	APOSC_10285	CAPO303586
OG0000932	APOSC_27821, APOSC_27820	CAPO306783
OG0000934	APOSC_15771	CAPO306946, CAPO300619
OG0000934	APOSC_01130	CAPO304006
OG0000935	APOSC_07475	CAPO307401
OG0000944	APOSC_18987	CAPO304090
OG0000952	APOSC_07711, APOSC_03764, APOSC_03765	CAPO300179
OG0000954	APOSC_16116, APOSC_16117	CAPO303535
OG0000954	APOSC_17406, APOSC_17405	CAPO305800
OG0000955	APOSC_05735	CAPO303429
OG0000955	APOSC_04505	CAPO308190
OG0000960	APOSC_07362	CAPO300314, CAPO301035
OG0000960	APOSC_11917, APOSC_11916	CAPO304728
OG0000963	APOSC_02511, APOSC_02848	CAPO303990
OG0000965	APOSC_23312, APOSC_23311	CAPO305928
OG0000965	APOSC_09972	CAPO302148
OG0000967	APOSC_16830, APOSC_16829, APOSC_28756	CAPO304786
OG0000970	APOSC_22645	CAPO301807
OG0000974	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468	CAPO306940
OG0000978	APOSC_07678	CAPO306307
OG0000982	APOSC_05256, APOSC_05255	CAPO301371
OG0000984	APOSC_25696, APOSC_17895, APOSC_25912, APOSC_05077, APOSC_01560	CAPO307940
OG0000985	APOSC_19761	CAPO304864
OG0000986	APOSC_14086, APOSC_10314, APOSC_22933, APOSC_16486, APOSC_14087, APOSC_17601	CAPO305058
OG0000987	APOSC_18102	CAPO306365
OG0000992	APOSC_10110, APOSC_22971, APOSC_24901	CAPO308244
OG0000993	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603	CAPO303930
OG0000994	APOSC_21838	CAPO306999
OG0000996	APOSC_26134, APOSC_26133	CAPO304603
OG0000997	APOSC_11276	CAPO306501
OG0000998	APOSC_02804	CAPO302508
OG0000999	APOSC_24853, APOSC_24852	CAPO303484, CAPO302236
OG0001006	APOSC_03092, APOSC_20430, APOSC_16381	CAPO308145
OG0001009	APOSC_15733, APOSC_04114, APOSC_04113, APOSC_15732, APOSC_04115, APOSC_07787, APOSC_23992	CAPO305830
OG0001015	APOSC_22160	CAPO304771
OG0001016	APOSC_19695	CAPO300038
OG0001016	APOSC_06741	CAPO302596
OG0001018	APOSC_00204	CAPO305732
OG0001020	APOSC_19035, APOSC_03809, APOSC_04876, APOSC_08003, APOSC_18077, APOSC_18075, APOSC_08002, APOSC_20116, APOSC_18076, APOSC_25790, APOSC_24607, APOSC_00226, APOSC_00227, APOSC_17577, APOSC_04925, APOSC_19171, APOSC_16621, APOSC_08412	CAPO301968
OG0001024	APOSC_15001, APOSC_13882, APOSC_23658	CAPO300862
OG0001033	APOSC_15664	CAPO305083
OG0001033	APOSC_27603	CAPO300376
OG0001036	APOSC_22682	CAPO301917
OG0001037	APOSC_11608, APOSC_08095, APOSC_08094	CAPO306107
OG0001039	APOSC_04027, APOSC_21961, APOSC_21960, APOSC_21962	CAPO305080
OG0001042	APOSC_11804, APOSC_11802, APOSC_11803	CAPO301530
OG0001044	APOSC_21527, APOSC_09771	CAPO305401, CAPO306389
OG0001045	APOSC_25428, APOSC_17544	CAPO300115
OG0001046	APOSC_10057	CAPO304357
OG0001048	APOSC_27676, APOSC_08099	CAPO306868
OG0001049	APOSC_00313	CAPO305769
OG0001050	APOSC_28063	CAPO306760
OG0001060	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253	CAPO302777
OG0001062	APOSC_18657	CAPO300111
OG0001066	APOSC_28501, APOSC_18530	CAPO305156
OG0001072	APOSC_21913, APOSC_13810, APOSC_10950, APOSC_17931	CAPO304331
OG0001073	APOSC_26376	CAPO307880
OG0001075	APOSC_01609	CAPO305658
OG0001076	APOSC_12173	CAPO306580
OG0001078	APOSC_27568, APOSC_27569, APOSC_27567	CAPO300211
OG0001082	APOSC_13677	CAPO306944
OG0001083	APOSC_11163	CAPO306339
OG0001085	APOSC_12993, APOSC_12994	CAPO305936
OG0001092	APOSC_09742	CAPO303664
OG0001094	APOSC_20471, APOSC_27561, APOSC_22898	CAPO301309
OG0001095	APOSC_09493	CAPO303064
OG0001096	APOSC_12731	CAPO308143
OG0001101	APOSC_01614	CAPO301529
OG0001104	APOSC_01233, APOSC_01232	CAPO306923
OG0001106	APOSC_23598, APOSC_02054, APOSC_15285, APOSC_26337, APOSC_10543	CAPO307850
OG0001108	APOSC_04910, APOSC_18668	CAPO300863
OG0001113	APOSC_04032	CAPO302840
OG0001113	APOSC_23610	CAPO304589
OG0001116	APOSC_07926, APOSC_23270, APOSC_23271, APOSC_23272	CAPO303103
OG0001120	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285	CAPO300555
OG0001121	APOSC_08497, APOSC_08496	CAPO305030
OG0001122	APOSC_07761, APOSC_23420, APOSC_08814, APOSC_12905, APOSC_18940	CAPO300744
OG0001123	APOSC_27910	CAPO305010
OG0001124	APOSC_05655, APOSC_14707	CAPO307326
OG0001125	APOSC_01263, APOSC_05666, APOSC_00441, APOSC_00357, APOSC_21286, APOSC_18357, APOSC_24352, APOSC_24351, APOSC_01493, APOSC_28375, APOSC_05285, APOSC_15482, APOSC_12462, APOSC_17554, APOSC_09376, APOSC_13601, APOSC_05651, APOSC_19680, APOSC_19690	CAPO304253
OG0001126	APOSC_00716, APOSC_00715, APOSC_12884	CAPO301067
OG0001126	APOSC_12885	CAPO308119
OG0001128	APOSC_04649, APOSC_17039	CAPO301710
OG0001129	APOSC_12275, APOSC_09504, APOSC_09503, APOSC_09505, APOSC_07928, APOSC_28400, APOSC_17400	CAPO306230
OG0001130	APOSC_23929, APOSC_10394, APOSC_19470, APOSC_05583	CAPO305636
OG0001132	APOSC_22214	CAPO303538
OG0001133	APOSC_09462	CAPO302577
OG0001133	APOSC_26387	CAPO300360
OG0001134	APOSC_03277	CAPO304261
OG0001135	APOSC_23479	CAPO304787
OG0001136	APOSC_27527	CAPO301949
OG0001137	APOSC_03121, APOSC_03122	CAPO308164
OG0001139	APOSC_20729, APOSC_20730, APOSC_22795	CAPO300537
OG0001140	APOSC_21510	CAPO308326
OG0001142	APOSC_21303, APOSC_21299, APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302	CAPO304790
OG0001143	APOSC_15154	CAPO304300
OG0001144	APOSC_19392	CAPO307577
OG0001149	APOSC_21673, APOSC_19665	CAPO305549
OG0001156	APOSC_02186	CAPO306962
OG0001158	APOSC_02675, APOSC_10531	CAPO302639
OG0001160	APOSC_19351	CAPO304743
OG0001161	APOSC_06253, APOSC_13984, APOSC_06254	CAPO301112
OG0001163	APOSC_00653, APOSC_10789, APOSC_08646, APOSC_08645, APOSC_17340, APOSC_13361	CAPO301684, CAPO307755, CAPO304886
OG0001167	APOSC_15750, APOSC_15751	CAPO307849
OG0001168	APOSC_07839, APOSC_20079	CAPO301546
OG0001169	APOSC_16441	CAPO301751
OG0001170	APOSC_23119, APOSC_09798, APOSC_25465, APOSC_23121, APOSC_23122	CAPO302766
OG0001171	APOSC_10831	CAPO300420
OG0001171	APOSC_07607	CAPO303195, CAPO305267
OG0001175	APOSC_04096, APOSC_21521	CAPO304133, CAPO306812
OG0001179	APOSC_24042, APOSC_00450	CAPO300184
OG0001181	APOSC_08671	CAPO301983
OG0001183	APOSC_23108, APOSC_17193, APOSC_17194	CAPO301096
OG0001184	APOSC_28467	CAPO306392
OG0001185	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697	CAPO303366
OG0001186	APOSC_22932	CAPO302303
OG0001186	APOSC_07366	CAPO307451
OG0001188	APOSC_22816, APOSC_01840	CAPO300558
OG0001196	APOSC_17916	CAPO301570
OG0001197	APOSC_08428, APOSC_08492	CAPO306552
OG0001199	APOSC_03972, APOSC_23577	CAPO305690
OG0001201	APOSC_09437, APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392	CAPO302220
OG0001202	APOSC_09292, APOSC_07425, APOSC_23731	CAPO306186
OG0001207	APOSC_12551	CAPO302093
OG0001208	APOSC_16730	CAPO300830
OG0001209	APOSC_10899	CAPO302948
OG0001210	APOSC_23126	CAPO300919
OG0001210	APOSC_24521, APOSC_24519, APOSC_24520	CAPO302555
OG0001213	APOSC_26742	CAPO304729
OG0001213	APOSC_18014, APOSC_16372	CAPO303632
OG0001215	APOSC_13978	CAPO302583
OG0001216	APOSC_27402, APOSC_27401, APOSC_24924, APOSC_07564, APOSC_01787	CAPO307997
OG0001217	APOSC_19625	CAPO306810
OG0001218	APOSC_16011, APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368	CAPO307457
OG0001221	APOSC_24815, APOSC_27593, APOSC_11972, APOSC_06598	CAPO307765
OG0001222	APOSC_01661, APOSC_00144, APOSC_03864, APOSC_06588, APOSC_19607, APOSC_05945, APOSC_05487	CAPO301496, CAPO301391, CAPO303918
OG0001226	APOSC_06917, APOSC_04394, APOSC_01427	CAPO307936
OG0001232	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148	CAPO304224
OG0001233	APOSC_05457	CAPO303591
OG0001234	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849	CAPO307897
OG0001241	APOSC_23343	CAPO303368
OG0001241	APOSC_04462	CAPO304888
OG0001247	APOSC_08850	CAPO303193, CAPO307423
OG0001248	APOSC_19998	CAPO303079
OG0001249	APOSC_06543	CAPO306922
OG0001250	APOSC_01792	CAPO302323
OG0001251	APOSC_09632	CAPO302019
OG0001252	APOSC_19009	CAPO300016
OG0001253	APOSC_11036	CAPO306156
OG0001254	APOSC_13372	CAPO307546
OG0001261	APOSC_21029	CAPO302839
OG0001263	APOSC_14146, APOSC_14147	CAPO301777
OG0001267	APOSC_17932, APOSC_02561	CAPO307578
OG0001268	APOSC_21922, APOSC_07653	CAPO303692
OG0001270	APOSC_07392	CAPO306176
OG0001270	APOSC_26062	CAPO304393
OG0001271	APOSC_28116	CAPO302779
OG0001272	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634	CAPO305566
OG0001273	APOSC_21600	CAPO301889
OG0001274	APOSC_21306, APOSC_21305	CAPO308194
OG0001276	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287	CAPO302888
OG0001278	APOSC_09194, APOSC_22330, APOSC_06499, APOSC_17287	CAPO306229
OG0001279	APOSC_10702, APOSC_10701	CAPO302733
OG0001280	APOSC_27519, APOSC_27518	CAPO300326
OG0001281	APOSC_05353	CAPO304088, CAPO303543
OG0001282	APOSC_02603, APOSC_02605	CAPO303595
OG0001284	APOSC_07511, APOSC_23659	CAPO300970
OG0001285	APOSC_22604, APOSC_22605	CAPO304179
OG0001286	APOSC_05067	CAPO303892
OG0001287	APOSC_06831	CAPO302822, CAPO304538
OG0001288	APOSC_05127	CAPO302651
OG0001289	APOSC_26710, APOSC_18302	CAPO306071
OG0001290	APOSC_26089	CAPO302574
OG0001291	APOSC_25701	CAPO300695
OG0001294	APOSC_15979, APOSC_15980, APOSC_15981	CAPO304223
OG0001295	APOSC_18506, APOSC_18505	CAPO306210
OG0001296	APOSC_21716	CAPO308260
OG0001297	APOSC_13620, APOSC_10275	CAPO305437
OG0001300	APOSC_28359	CAPO301019
OG0001300	APOSC_24410, APOSC_00939	CAPO300154
OG0001302	APOSC_13642	CAPO302654
OG0001302	APOSC_27436	CAPO302215
OG0001304	APOSC_15954, APOSC_15955	CAPO302419
OG0001305	APOSC_04550	CAPO304488
OG0001308	APOSC_19468	CAPO300432
OG0001309	APOSC_28082, APOSC_26759	CAPO300871
OG0001310	APOSC_16039	CAPO305405
OG0001310	APOSC_12794	CAPO300151
OG0001311	APOSC_06535, APOSC_06536, APOSC_26409	CAPO300585
OG0001312	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192	CAPO304811
OG0001314	APOSC_01897, APOSC_01896, APOSC_15067, APOSC_15068, APOSC_26629, APOSC_11409	CAPO306642
OG0001317	APOSC_08113	CAPO302225
OG0001318	APOSC_20047	CAPO306280
OG0001318	APOSC_08207	CAPO303315
OG0001319	APOSC_07704	CAPO304915
OG0001320	APOSC_12164	CAPO304958
OG0001321	APOSC_09384	CAPO301358
OG0001322	APOSC_06842	CAPO302022
OG0001323	APOSC_20876	CAPO301735
OG0001325	APOSC_01729	CAPO304115
OG0001326	APOSC_23911	CAPO306149
OG0001327	APOSC_03248, APOSC_16461	CAPO305568
OG0001328	APOSC_14560	CAPO302287
OG0001330	APOSC_03934, APOSC_03936, APOSC_03935	CAPO304584, CAPO300112
OG0001332	APOSC_22470, APOSC_17203, APOSC_16944, APOSC_26743	CAPO305487
OG0001333	APOSC_19820	CAPO301191
OG0001344	APOSC_01831	CAPO308153
OG0001345	APOSC_20488	CAPO306177
OG0001348	APOSC_29006, APOSC_29007, APOSC_29008	CAPO304908
OG0001350	APOSC_01807, APOSC_12828, APOSC_28227	CAPO307484
OG0001352	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899	CAPO303801
OG0001353	APOSC_25721	CAPO303379
OG0001353	APOSC_14654, APOSC_27272	CAPO301816
OG0001355	APOSC_12249	CAPO307732
OG0001358	APOSC_25741, APOSC_25740	CAPO302204
OG0001359	APOSC_05796	CAPO303726
OG0001361	APOSC_10076	CAPO307400
OG0001364	APOSC_16425, APOSC_10770, APOSC_01652	CAPO307249
OG0001366	APOSC_16257, APOSC_27251	CAPO302707
OG0001367	APOSC_02909	CAPO304628
OG0001370	APOSC_20803, APOSC_20802, APOSC_05081	CAPO305064
OG0001370	APOSC_27098, APOSC_10358, APOSC_27099	CAPO306956
OG0001372	APOSC_13607	CAPO301063
OG0001372	APOSC_07222	CAPO306529
OG0001373	APOSC_10593	CAPO300734
OG0001378	APOSC_25235	CAPO302717
OG0001379	APOSC_16176	CAPO304865
OG0001382	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798	CAPO306735
OG0001383	APOSC_03991	CAPO300442
OG0001386	APOSC_07383, APOSC_07382	CAPO305078
OG0001397	APOSC_16804, APOSC_15929	CAPO306119
OG0001399	APOSC_04275, APOSC_15359	CAPO304148
OG0001400	APOSC_16578, APOSC_16577	CAPO305841
OG0001404	APOSC_08601, APOSC_26753	CAPO302450
OG0001405	APOSC_16445	CAPO302942
OG0001406	APOSC_16330	CAPO305604
OG0001408	APOSC_19450, APOSC_19451	CAPO304468
OG0001409	APOSC_14068, APOSC_14069	CAPO300832
