Orthogroup	APOSC_ok	YEAST
OG0005922	APOSC_21484	YEAST03364
OG0005925	APOSC_11363, APOSC_06879, APOSC_10713, APOSC_10712	YEAST05583
OG0005928	APOSC_09087	YEAST02001
OG0005931	APOSC_25624	YEAST04950
OG0005932	APOSC_11918	YEAST02495
OG0005933	APOSC_05031	YEAST05705
OG0005936	APOSC_03027, APOSC_16898	YEAST03224
OG0005940	APOSC_18203	YEAST04035
OG0005943	APOSC_12411	YEAST00579
OG0005944	APOSC_10534	YEAST01316
OG0005946	APOSC_07072	YEAST05608
OG0005949	APOSC_10473	YEAST06253
OG0005952	APOSC_12678	YEAST03507
OG0005954	APOSC_02694	YEAST01233
OG0005955	APOSC_03332	YEAST00616
OG0005960	APOSC_12544	YEAST04608
OG0005961	APOSC_13234	YEAST00672
OG0005965	APOSC_24080	YEAST02033
OG0005966	APOSC_06823	YEAST04113
OG0005968	APOSC_11947	YEAST05417
OG0005969	APOSC_23668	YEAST04558, YEAST04559
OG0005970	APOSC_16656	YEAST05328
OG0005974	APOSC_03829	YEAST06068
OG0005976	APOSC_07723	YEAST02136
OG0005978	APOSC_08116, APOSC_08115	YEAST01891
OG0005980	APOSC_09705	YEAST06132
OG0005984	APOSC_26001, APOSC_26002	YEAST04078, YEAST01479
OG0005986	APOSC_21852, APOSC_22794	YEAST02056
OG0005987	APOSC_01066	YEAST05748
OG0005989	APOSC_14635	YEAST04850
OG0005991	APOSC_06633	YEAST06034
OG0005993	APOSC_18888	YEAST04496
OG0005995	APOSC_13878	YEAST01813
OG0005996	APOSC_25879	YEAST02670
OG0005998	APOSC_10776	YEAST04034
OG0006001	APOSC_15895	YEAST02335
OG0006003	APOSC_25976	YEAST05889
OG0006005	APOSC_18550, APOSC_12391	YEAST05024
OG0006011	APOSC_06335	YEAST02553
OG0006059	APOSC_20657	YEAST03490
OG0006063	APOSC_25055	YEAST00475
OG0006064	APOSC_16645	YEAST03138
OG0006065	APOSC_24770	YEAST06018
OG0006069	APOSC_10043	YEAST00670
OG0006071	APOSC_19417	YEAST02732
OG0006072	APOSC_27063, APOSC_27064	YEAST03317
OG0006073	APOSC_13294	YEAST06328
OG0006074	APOSC_26778	YEAST00045
OG0006079	APOSC_12851	YEAST05794
OG0006084	APOSC_16434	YEAST02308
OG0006087	APOSC_27471, APOSC_15292	YEAST02260
OG0006090	APOSC_28758	YEAST03852
OG0006095	APOSC_06175, APOSC_05048	YEAST03334
OG0006096	APOSC_23249	YEAST03331
OG0006098	APOSC_25956	YEAST06192
OG0006103	APOSC_08410	YEAST01110
OG0006104	APOSC_09268, APOSC_06210, APOSC_19494	YEAST03697
OG0006106	APOSC_06595	YEAST00295
OG0006113	APOSC_26235	YEAST06164
OG0006114	APOSC_22417	YEAST05960
OG0006115	APOSC_09124	YEAST01346
OG0006116	APOSC_26592	YEAST05770
OG0006117	APOSC_07439	YEAST05899
OG0006122	APOSC_16541	YEAST05199
OG0006127	APOSC_15621	YEAST04711
OG0006134	APOSC_24225	YEAST00416
OG0006135	APOSC_10242	YEAST00161
OG0006136	APOSC_19976	YEAST05740
OG0006140	APOSC_23359	YEAST05182
OG0006141	APOSC_21752, APOSC_05712	YEAST02626
OG0006144	APOSC_11441	YEAST04770
OG0006145	APOSC_09691	YEAST01394
OG0006149	APOSC_14242	YEAST05979
OG0006152	APOSC_28211	YEAST03796
OG0006155	APOSC_02722	YEAST04800
OG0006156	APOSC_24618	YEAST00437
OG0006157	APOSC_17822	YEAST02465
OG0006159	APOSC_15246	YEAST06098
OG0006160	APOSC_05551	YEAST01548
OG0006161	APOSC_05129	YEAST04301
OG0006168	APOSC_24765	YEAST01411
OG0006169	APOSC_09033	YEAST02933
OG0006176	APOSC_15825	YEAST03164
OG0006177	APOSC_12821	YEAST01871, YEAST01295
OG0006180	APOSC_03152	YEAST00504
OG0006181	APOSC_03481	YEAST02419
OG0006185	APOSC_09138	YEAST05986
OG0006186	APOSC_20197	YEAST01010
OG0006188	APOSC_16452	YEAST05311
OG0006189	APOSC_22882	YEAST00844, YEAST06269
OG0006191	APOSC_13840	YEAST02336
OG0006192	APOSC_15421	YEAST06153
OG0006196	APOSC_22172	YEAST03954
OG0006199	APOSC_27250	YEAST06121
OG0006200	APOSC_15844	YEAST05079
OG0006202	APOSC_24490	YEAST00362
OG0006204	APOSC_17513	YEAST02271
OG0006209	APOSC_02034	YEAST04555
OG0006210	APOSC_24919	YEAST00201
OG0006213	APOSC_21384	YEAST03554
OG0006214	APOSC_01407	YEAST04089
OG0006216	APOSC_06952	YEAST01089
OG0006217	APOSC_18136, APOSC_18135, APOSC_27262	YEAST00809
OG0006224	APOSC_19657, APOSC_26870	YEAST02751, YEAST03048
OG0006225	APOSC_24236	YEAST04875
OG0006227	APOSC_13147, APOSC_13146	YEAST00128
OG0006229	APOSC_01024, APOSC_01023	YEAST00143
OG0006230	APOSC_07027, APOSC_19352	YEAST03869
OG0006233	APOSC_15042	YEAST04247
OG0006237	APOSC_24918	YEAST02126
OG0006240	APOSC_04652	YEAST04649
OG0006245	APOSC_00921	YEAST05732
OG0006247	APOSC_13444, APOSC_13445, APOSC_13443	YEAST04977
OG0006249	APOSC_25692	YEAST00821
OG0006250	APOSC_27267	YEAST05424
OG0006251	APOSC_15876	YEAST04963
OG0006255	APOSC_12367	YEAST03350
OG0006258	APOSC_28143	YEAST05637
OG0006259	APOSC_27968, APOSC_27967	YEAST05672
OG0006260	APOSC_09774	YEAST04100
OG0006263	APOSC_28291	YEAST02521
OG0006269	APOSC_18341, APOSC_18340	YEAST03069
OG0006271	APOSC_01767	YEAST00375
OG0006275	APOSC_03010	YEAST06102
OG0006277	APOSC_18887	YEAST02811
OG0006279	APOSC_21488	YEAST04402
OG0006280	APOSC_05701	YEAST04541
OG0006281	APOSC_16932	YEAST04979
OG0006282	APOSC_20699	YEAST01445
OG0006283	APOSC_21898	YEAST00229
OG0006284	APOSC_17077	YEAST04213
OG0006288	APOSC_09696	YEAST02860
OG0006289	APOSC_23398	YEAST06209
OG0006293	APOSC_21478	YEAST05380
OG0006294	APOSC_25798	YEAST04000
OG0006295	APOSC_27816	YEAST05360
OG0006302	APOSC_07364	YEAST01852
OG0006306	APOSC_16571	YEAST00230
OG0006311	APOSC_19031, APOSC_19032	YEAST01145
OG0006313	APOSC_11157	YEAST02392
OG0006315	APOSC_16530	YEAST00489
OG0006319	APOSC_13656	YEAST01135
OG0006320	APOSC_08286, APOSC_08287	YEAST04478
OG0006322	APOSC_03517	YEAST00815
OG0006329	APOSC_06676	YEAST01245
OG0006332	APOSC_06680	YEAST06042
OG0006334	APOSC_14348	YEAST00864
OG0006335	APOSC_16776	YEAST02588
OG0006339	APOSC_27213, APOSC_03533	YEAST06286
OG0006340	APOSC_01676	YEAST00922, YEAST05387
OG0006341	APOSC_00352	YEAST01452
OG0006344	APOSC_26452	YEAST01465
OG0006347	APOSC_17743	YEAST03436
OG0006349	APOSC_09628	YEAST05233
OG0006350	APOSC_11362	YEAST00452
OG0006360	APOSC_03655	YEAST01556
OG0006362	APOSC_25966	YEAST05722
OG0006370	APOSC_08924, APOSC_08925	YEAST02350
OG0006372	APOSC_14360	YEAST05423
OG0006375	APOSC_05177	YEAST05198
OG0006377	APOSC_05358	YEAST04974
OG0006378	APOSC_20942	YEAST01924
OG0006381	APOSC_07173	YEAST01058
OG0006382	APOSC_07977	YEAST03313
OG0006385	APOSC_27944	YEAST04806
OG0006389	APOSC_03797	YEAST02409
OG0006390	APOSC_03325	YEAST00339
OG0006392	APOSC_00974	YEAST01246
OG0006395	APOSC_21447	YEAST03605
OG0006396	APOSC_23836	YEAST02453
OG0006398	APOSC_20537, APOSC_20536	YEAST04420, YEAST03553
OG0006407	APOSC_09135	YEAST02250
OG0006447	APOSC_15689	YEAST03459
OG0006448	APOSC_02936	YEAST00505, YEAST04285
OG0006449	APOSC_19909, APOSC_19908, APOSC_27290	YEAST02458
OG0006456	APOSC_07276	YEAST06224
OG0006459	APOSC_25637	YEAST00972, YEAST00245
OG0006461	APOSC_16902, APOSC_16903	YEAST05346
OG0006464	APOSC_09006	YEAST05965
OG0006465	APOSC_06897	YEAST01875
OG0006467	APOSC_24310, APOSC_24309	YEAST00027, YEAST02272
OG0006470	APOSC_18031	YEAST01306
OG0006474	APOSC_26113	YEAST03988
OG0006475	APOSC_05034	YEAST06223, YEAST00349
OG0006476	APOSC_08315	YEAST00315
OG0006479	APOSC_10681	YEAST05669
OG0006481	APOSC_03150	YEAST06165
OG0006488	APOSC_12358	YEAST02614
OG0006498	APOSC_19797, APOSC_19796	YEAST02291
OG0006503	APOSC_27770	YEAST06053
OG0006504	APOSC_01156	YEAST02866
OG0006507	APOSC_16527	YEAST02914
OG0006509	APOSC_22187	YEAST02252
OG0006511	APOSC_10649, APOSC_18848	YEAST01899
OG0006512	APOSC_27881	YEAST04169
OG0006514	APOSC_05533	YEAST05820
OG0006515	APOSC_16228, APOSC_16229	YEAST03195
OG0006516	APOSC_03896	YEAST02248
OG0006520	APOSC_12169	YEAST05914
OG0006523	APOSC_06060, APOSC_05538	YEAST04170
OG0006528	APOSC_05534	YEAST02276
OG0006532	APOSC_03775	YEAST05019
OG0006533	APOSC_27947	YEAST00790
OG0006536	APOSC_01707	YEAST05130
OG0006538	APOSC_00849	YEAST02168
OG0006543	APOSC_13261	YEAST03219
OG0006544	APOSC_04216	YEAST06160
OG0006550	APOSC_07594	YEAST05541
OG0006552	APOSC_20548, APOSC_11862	YEAST02016
OG0006553	APOSC_01403	YEAST05825
OG0006554	APOSC_03164	YEAST04136
OG0006561	APOSC_07744	YEAST00874
OG0006564	APOSC_26209	YEAST05934
OG0006568	APOSC_00682	YEAST03560
OG0006569	APOSC_17737	YEAST02940
OG0006571	APOSC_10825	YEAST00795
OG0006574	APOSC_04366	YEAST06163
OG0006577	APOSC_18358	YEAST03945
OG0006578	APOSC_17434, APOSC_17435	YEAST00813
OG0006580	APOSC_02262	YEAST04957
OG0006582	APOSC_16021	YEAST04615
OG0006584	APOSC_01906	YEAST01846
OG0006589	APOSC_12803, APOSC_12804	YEAST04474
OG0006594	APOSC_06372	YEAST00464
OG0006595	APOSC_28606, APOSC_03725	YEAST05577
OG0006596	APOSC_02900	YEAST03312
OG0006597	APOSC_00355	YEAST01876
OG0006598	APOSC_24420	YEAST02580
OG0006602	APOSC_03273	YEAST06259
OG0006603	APOSC_23879, APOSC_23880	YEAST05721
OG0006604	APOSC_04100	YEAST01597
OG0006607	APOSC_27888	YEAST05258
OG0006609	APOSC_21438	YEAST04231
OG0006610	APOSC_01833	YEAST04593
OG0006611	APOSC_10966	YEAST02395
OG0006613	APOSC_04709	YEAST00490
OG0006615	APOSC_14961	YEAST02695
OG0006617	APOSC_10296	YEAST01373
OG0006619	APOSC_15031	YEAST03691
OG0006622	APOSC_23407	YEAST04382
OG0006625	APOSC_05965	YEAST05905
OG0006627	APOSC_03480	YEAST01553
OG0006630	APOSC_23460, APOSC_21363	YEAST05584
OG0006631	APOSC_15797	YEAST01419, YEAST04493
OG0006633	APOSC_11289	YEAST05580
OG0006636	APOSC_04041, APOSC_04040	YEAST06190
OG0006637	APOSC_20385	YEAST06011
OG0006651	APOSC_19150	YEAST03308
OG0006655	APOSC_27832, APOSC_27831	YEAST04609
OG0006658	APOSC_17811	YEAST03323
OG0006662	APOSC_06587	YEAST02707
OG0006663	APOSC_11568, APOSC_04731	YEAST04538
OG0006664	APOSC_16959	YEAST04769
OG0006667	APOSC_10610	YEAST03011
OG0006668	APOSC_04760	YEAST00040
OG0006669	APOSC_27486	YEAST05379
OG0006678	APOSC_25310, APOSC_13342	YEAST03428
OG0006681	APOSC_24454	YEAST02774
OG0006688	APOSC_28132	YEAST02298
OG0006690	APOSC_28918	YEAST00986
OG0006691	APOSC_16914	YEAST06141
OG0006692	APOSC_04233	YEAST04243
OG0006694	APOSC_06064	YEAST04074
OG0006703	APOSC_12408, APOSC_20561	YEAST04919
OG0006706	APOSC_18731	YEAST01312
OG0006707	APOSC_25256	YEAST04448
OG0006712	APOSC_01301	YEAST01297
OG0006716	APOSC_28917	YEAST01688
OG0006717	APOSC_08108	YEAST03273, YEAST00511
OG0006722	APOSC_10310	YEAST05928
OG0006725	APOSC_19453	YEAST05141
OG0006726	APOSC_18316	YEAST01310
OG0006728	APOSC_22576	YEAST01819
OG0006730	APOSC_09155	YEAST06066
OG0006732	APOSC_23950	YEAST05092
OG0006736	APOSC_16368, APOSC_13551, APOSC_27964, APOSC_20253, APOSC_00501	YEAST03708, YEAST02845
OG0006738	APOSC_04135	YEAST03786
OG0006741	APOSC_03216	YEAST00908
OG0006752	APOSC_28200	YEAST01605
OG0006753	APOSC_20682, APOSC_20681	YEAST06210
OG0006754	APOSC_11821	YEAST05223, YEAST00660
OG0006755	APOSC_14956	YEAST03743
OG0006757	APOSC_18094	YEAST02585
OG0006758	APOSC_29158, APOSC_15760, APOSC_03449	YEAST00132
OG0006766	APOSC_27131	YEAST01711
OG0006769	APOSC_22100	YEAST04955
OG0006772	APOSC_25051	YEAST05602
OG0006775	APOSC_28615	YEAST01095
OG0006776	APOSC_16675	YEAST02455
OG0006777	APOSC_08802	YEAST05242
OG0006826	APOSC_05008	YEAST03748
OG0006830	APOSC_00845	YEAST02320
OG0006838	APOSC_16437	YEAST01244
OG0006843	APOSC_14144	YEAST03855
OG0006846	APOSC_05736, APOSC_05737	YEAST04146
OG0006853	APOSC_07789, APOSC_07790, APOSC_07788	YEAST03500
OG0006860	APOSC_01094	YEAST03798
OG0006867	APOSC_11115	YEAST03341
OG0006869	APOSC_04651	YEAST01706
OG0006874	APOSC_11485	YEAST03449
OG0006876	APOSC_18254	YEAST00384
OG0006880	APOSC_03709	YEAST04631
OG0006881	APOSC_09150	YEAST01049
OG0006887	APOSC_00826, APOSC_11505	YEAST01983
OG0006888	APOSC_22590	YEAST00485
OG0006890	APOSC_27999	YEAST02034
OG0006891	APOSC_00967	YEAST00187
OG0006892	APOSC_26125	YEAST04820
OG0006894	APOSC_04510	YEAST01360
OG0006897	APOSC_06582	YEAST00856
OG0006901	APOSC_25494	YEAST05480
OG0006906	APOSC_00341	YEAST00746
OG0006918	APOSC_20144, APOSC_14855	YEAST05610
OG0006920	APOSC_14677	YEAST02490
OG0006924	APOSC_17355	YEAST04308
OG0006927	APOSC_12997	YEAST00921
OG0006934	APOSC_15892	YEAST02053
OG0006935	APOSC_24367	YEAST02014
OG0006936	APOSC_23709	YEAST06114
OG0006937	APOSC_10533	YEAST05537
OG0006938	APOSC_02071	YEAST02536
OG0006939	APOSC_21829	YEAST01033
OG0006940	APOSC_26678	YEAST05163
OG0006942	APOSC_15674	YEAST00190
OG0006943	APOSC_02744	YEAST02583
OG0006949	APOSC_17697, APOSC_14331	YEAST00975, YEAST00256
OG0006952	APOSC_15791	YEAST02831
OG0006953	APOSC_08950	YEAST02903, YEAST04751, YEAST05739
OG0006959	APOSC_20494	YEAST01865
OG0006964	APOSC_10222	YEAST05995
OG0006966	APOSC_26275	YEAST02544
OG0006967	APOSC_12955	YEAST06235
OG0006968	APOSC_00698	YEAST03972
OG0006969	APOSC_07170	YEAST01604
OG0006971	APOSC_04252	YEAST00044
OG0006973	APOSC_26245	YEAST03793
OG0006975	APOSC_14478, APOSC_15520	YEAST02322
OG0006977	APOSC_15264	YEAST06248
OG0006978	APOSC_00042	YEAST00696
OG0006980	APOSC_11757	YEAST02173
OG0006985	APOSC_21926	YEAST03215
OG0006989	APOSC_01479	YEAST04914
OG0006991	APOSC_01763	YEAST05066
OG0006992	APOSC_25456	YEAST04657
OG0006994	APOSC_08742	YEAST05554
OG0006995	APOSC_00344	YEAST06048
OG0006997	APOSC_28149	YEAST00664
OG0006998	APOSC_22383, APOSC_27149	YEAST02509
OG0006999	APOSC_09100	YEAST03874
OG0007003	APOSC_26380	YEAST01840
OG0007005	APOSC_24636	YEAST03907
OG0007009	APOSC_07119	YEAST05645
OG0007010	APOSC_12136	YEAST01652
OG0007012	APOSC_15867	YEAST05361
OG0007013	APOSC_09730	YEAST05971
OG0007015	APOSC_28647	YEAST03053
OG0007016	APOSC_25603	YEAST05307
OG0007020	APOSC_18999	YEAST00663
OG0007024	APOSC_27246	YEAST01864
OG0007028	APOSC_23530	YEAST06312
OG0007029	APOSC_18912, APOSC_04107	YEAST05619
OG0007030	APOSC_08778	YEAST05712
OG0007033	APOSC_24322	YEAST04002
OG0007036	APOSC_03069	YEAST04799
OG0007043	APOSC_28626	YEAST02072, YEAST01064
OG0007045	APOSC_16504	YEAST01113
OG0007046	APOSC_23056	YEAST04826
OG0007049	APOSC_08006	YEAST05930
OG0007050	APOSC_16824	YEAST05668
OG0007053	APOSC_04174	YEAST05898
OG0007055	APOSC_28893	YEAST02593
OG0007057	APOSC_06628	YEAST05673
OG0007061	APOSC_14209	YEAST03247
OG0007063	APOSC_13274	YEAST04650
OG0007071	APOSC_27041	YEAST02162
OG0007073	APOSC_00327	YEAST03946
OG0007075	APOSC_03866	YEAST00811
OG0007084	APOSC_07815	YEAST05527
OG0007089	APOSC_22753	YEAST04132
OG0007092	APOSC_10609	YEAST01811
OG0007093	APOSC_27296	YEAST01923
OG0007095	APOSC_23242, APOSC_12306	YEAST02581
OG0007097	APOSC_22424	YEAST01699
OG0007098	APOSC_27550	YEAST03783
OG0007106	APOSC_15406	YEAST00202
OG0007112	APOSC_07955	YEAST05597
OG0007114	APOSC_24702	YEAST03493
OG0007118	APOSC_04848	YEAST01120
OG0007119	APOSC_26478	YEAST05459
OG0007120	APOSC_09342	YEAST04248
OG0007121	APOSC_06429, APOSC_06430	YEAST05746
OG0007124	APOSC_18196	YEAST04818
OG0007127	APOSC_05902	YEAST04415
OG0007130	APOSC_03999	YEAST05158
OG0007131	APOSC_10588	YEAST05874
OG0007132	APOSC_16704	YEAST06078
OG0007137	APOSC_15395, APOSC_28875	YEAST00797
OG0007138	APOSC_25998	YEAST04319
OG0007139	APOSC_13534	YEAST05259
OG0007143	APOSC_09027	YEAST02636
OG0007144	APOSC_18396	YEAST04135
OG0007150	APOSC_13696	YEAST00900
OG0007154	APOSC_09623	YEAST01439
OG0007164	APOSC_03942	YEAST05557
OG0007165	APOSC_19324, APOSC_07907	YEAST04228, YEAST02514
OG0007166	APOSC_23211	YEAST05384
OG0007168	APOSC_08582, APOSC_08583, APOSC_15837, APOSC_15836, APOSC_28706	YEAST02929
OG0007182	APOSC_09478	YEAST00042
OG0007184	APOSC_00822, APOSC_17205	YEAST01512
OG0007186	APOSC_11582, APOSC_13894	YEAST00761
OG0007192	APOSC_09506	YEAST00860
OG0007201	APOSC_14691	YEAST01721
OG0007202	APOSC_28739	YEAST01550, YEAST03891
OG0007249	APOSC_16981	YEAST00344
OG0007254	APOSC_05592, APOSC_05593	YEAST00328
OG0007258	APOSC_09346	YEAST02867
OG0007264	APOSC_03686	YEAST04093
OG0007274	APOSC_15030	YEAST04165, YEAST05634
OG0007276	APOSC_28587	YEAST02007
OG0007279	APOSC_06293, APOSC_26833	YEAST02363
OG0007282	APOSC_22102	YEAST04912
OG0007288	APOSC_01075, APOSC_25609	YEAST02949
OG0007292	APOSC_15788	YEAST05159
OG0007303	APOSC_26419, APOSC_26418	YEAST05207
OG0007307	APOSC_26088	YEAST05606
OG0007313	APOSC_14585, APOSC_16230	YEAST02047
OG0007317	APOSC_09236	YEAST04084
OG0007321	APOSC_08246	YEAST05016
OG0007322	APOSC_15004	YEAST01090
OG0007325	APOSC_16460	YEAST03249
OG0007330	APOSC_23615	YEAST00633
OG0007332	APOSC_06770	YEAST02451
OG0007335	APOSC_22701, APOSC_14641	YEAST06084
OG0007336	APOSC_00569	YEAST03606
OG0007341	APOSC_24434	YEAST00183
OG0007342	APOSC_22103	YEAST03859
OG0007343	APOSC_25429	YEAST00383
OG0007347	APOSC_08865	YEAST02066
OG0007349	APOSC_23223	YEAST01492
OG0007354	APOSC_14859	YEAST03378
OG0007355	APOSC_15367	YEAST02682
OG0007361	APOSC_07077	YEAST02394
OG0007363	APOSC_09409	YEAST05519
OG0007364	APOSC_17982	YEAST01959
OG0007367	APOSC_14422	YEAST01013
OG0007371	APOSC_05073, APOSC_05074	YEAST04970
OG0007376	APOSC_17658	YEAST02976
OG0007379	APOSC_16042	YEAST00967
OG0007380	APOSC_13102	YEAST00785, YEAST00666
OG0007382	APOSC_16338	YEAST01108
OG0007387	APOSC_06916	YEAST06326
OG0007393	APOSC_12259	YEAST01116
OG0007394	APOSC_00711	YEAST05998
OG0007395	APOSC_23644	YEAST00603
OG0007397	APOSC_04277	YEAST03512
OG0007399	APOSC_10673	YEAST02279
OG0007401	APOSC_10465	YEAST03451
OG0007408	APOSC_27587	YEAST03401
OG0007409	APOSC_14637	YEAST05329
OG0007411	APOSC_14970	YEAST04399
OG0007412	APOSC_03576	YEAST04822
OG0007414	APOSC_09344, APOSC_19745	YEAST01970
OG0007415	APOSC_03560	YEAST01948
OG0007417	APOSC_21158	YEAST04175
OG0007419	APOSC_03939	YEAST02667
OG0007421	APOSC_01857	YEAST00762
OG0007424	APOSC_14283	YEAST05463
OG0007425	APOSC_10510	YEAST06135
OG0007427	APOSC_17844	YEAST00763
OG0007428	APOSC_18209	YEAST01536
OG0007431	APOSC_16398	YEAST00610
OG0007439	APOSC_15942	YEAST01063
OG0007442	APOSC_05686	YEAST03687
OG0007446	APOSC_06202	YEAST04647
OG0007451	APOSC_03436	YEAST02017
OG0007454	APOSC_23331	YEAST01359
OG0007456	APOSC_27800	YEAST00931
OG0007458	APOSC_00473	YEAST02196
OG0007460	APOSC_13905	YEAST04891
OG0007463	APOSC_09528	YEAST00394
OG0007466	APOSC_17418	YEAST00806
OG0007473	APOSC_27428, APOSC_27429, APOSC_20119	YEAST03408
OG0007478	APOSC_00149	YEAST02470
OG0007482	APOSC_11382	YEAST05783
OG0007483	APOSC_19340	YEAST01187
OG0007484	APOSC_03384, APOSC_10885	YEAST00517
OG0007488	APOSC_10046	YEAST04193
OG0007491	APOSC_20172	YEAST05032
OG0007495	APOSC_17790, APOSC_05318	YEAST04536
OG0007498	APOSC_08188	YEAST00593
OG0007499	APOSC_04774, APOSC_16910, APOSC_16911	YEAST03994
OG0007504	APOSC_22782	YEAST02642
OG0007508	APOSC_13088	YEAST05759
OG0007509	APOSC_28922	YEAST03229
OG0007519	APOSC_16685	YEAST04589
OG0007528	APOSC_26491, APOSC_26492	YEAST02438
OG0007531	APOSC_03072	YEAST05725
OG0007591	APOSC_10553	YEAST02623
OG0007597	APOSC_05814, APOSC_05815	YEAST05244
OG0007605	APOSC_17292	YEAST04509
OG0007615	APOSC_12637	YEAST05127
OG0007618	APOSC_20263, APOSC_20264	YEAST02486
OG0007619	APOSC_14017	YEAST04342
OG0007622	APOSC_09858	YEAST01282
OG0007624	APOSC_27965	YEAST03901
OG0007645	APOSC_22609	YEAST05586
OG0007646	APOSC_17349	YEAST05572
OG0007648	APOSC_18620	YEAST03775
OG0007656	APOSC_03159	YEAST02935
OG0007657	APOSC_01993	YEAST01213
OG0007663	APOSC_02728	YEAST01133
OG0007673	APOSC_27200	YEAST04892
OG0007676	APOSC_05879	YEAST01965
OG0007685	APOSC_12938	YEAST00976
OG0007690	APOSC_18618	YEAST00054
OG0007692	APOSC_16094	YEAST05386
OG0007698	APOSC_12163	YEAST04526
OG0007701	APOSC_00228	YEAST04394
OG0007703	APOSC_06165	YEAST03290
OG0007704	APOSC_15384	YEAST01687
OG0007712	APOSC_08827, APOSC_08828	YEAST02916
OG0007722	APOSC_17122	YEAST06130
OG0007727	APOSC_14215	YEAST01129
OG0007739	APOSC_06240	YEAST04408
OG0007744	APOSC_09925	YEAST04303
OG0007749	APOSC_16625	YEAST02144
OG0007751	APOSC_11823	YEAST03046
OG0007754	APOSC_02480	YEAST03550
OG0007758	APOSC_21644	YEAST04336
OG0007760	APOSC_10797	YEAST02821
OG0007766	APOSC_07061	YEAST03772, YEAST02908
OG0007767	APOSC_28554	YEAST03177
OG0007769	APOSC_21393	YEAST02589
OG0007772	APOSC_13501	YEAST05211
OG0007773	APOSC_03995	YEAST05609
OG0007783	APOSC_08633	YEAST03579
OG0007786	APOSC_27963	YEAST01347
OG0007801	APOSC_16478	YEAST02556, YEAST00332
OG0007803	APOSC_25972	YEAST00818
OG0007810	APOSC_20810	YEAST06278
OG0007811	APOSC_07082	YEAST05686
OG0007816	APOSC_06784	YEAST00605
OG0007823	APOSC_03519, APOSC_12438	YEAST03887
OG0007825	APOSC_18771, APOSC_18772	YEAST05054
OG0007827	APOSC_20981	YEAST01279
OG0007829	APOSC_13789, APOSC_12814	YEAST02649
OG0007830	APOSC_25337	YEAST03594
OG0007831	APOSC_23248	YEAST03693
OG0007838	APOSC_07171	YEAST04312
OG0007840	APOSC_20023, APOSC_08462, APOSC_23763, APOSC_08976	YEAST02829
OG0007843	APOSC_07300	YEAST04794
OG0007848	APOSC_10364	YEAST03711
OG0007849	APOSC_09125	YEAST01915
OG0007850	APOSC_09417	YEAST01418
OG0007852	APOSC_01625, APOSC_01623, APOSC_16743	YEAST02199
OG0007854	APOSC_02461, APOSC_02460	YEAST01377
OG0007858	APOSC_09977	YEAST03196
OG0007912	APOSC_12950	YEAST04725
OG0007918	APOSC_22002	YEAST04092
OG0007941	APOSC_16273	YEAST03892
OG0007943	APOSC_24917	YEAST03288
OG0007947	APOSC_12155	YEAST02420
OG0007958	APOSC_13077	YEAST01011
OG0007971	APOSC_25406	YEAST03990
OG0007975	APOSC_11633	YEAST01243
OG0007976	APOSC_23057	YEAST02259
OG0007978	APOSC_20326	YEAST01491
OG0007986	APOSC_20381	YEAST01263
OG0007991	APOSC_14722	YEAST02341
OG0007993	APOSC_21612	YEAST00089
OG0007996	APOSC_17440	YEAST04079
OG0007998	APOSC_22204	YEAST00688
OG0008008	APOSC_08380	YEAST02355
OG0008020	APOSC_27780	YEAST05433
OG0008030	APOSC_03982	YEAST00039
OG0008031	APOSC_25984	YEAST04719
OG0008038	APOSC_15782	YEAST05601
OG0008042	APOSC_09787	YEAST04557, YEAST00839
OG0008045	APOSC_18023	YEAST01345
OG0008053	APOSC_05241, APOSC_05242	YEAST05804
OG0008055	APOSC_14003	YEAST05224
OG0008056	APOSC_08885	YEAST04542
OG0008069	APOSC_20472	YEAST00959
OG0008072	APOSC_28694	YEAST00552
OG0008074	APOSC_27224, APOSC_02323, APOSC_25769	YEAST05664
OG0008079	APOSC_14186	YEAST03108
OG0008085	APOSC_06211	YEAST04107
OG0008091	APOSC_18409	YEAST06200
OG0008100	APOSC_07045	YEAST03959
OG0008103	APOSC_16584	YEAST05352
OG0008104	APOSC_05053	YEAST06240
OG0008105	APOSC_17240	YEAST03324
OG0008110	APOSC_25259	YEAST00121
OG0008111	APOSC_00540	YEAST06004, YEAST05693
OG0008122	APOSC_20851	YEAST01663
OG0008127	APOSC_07880	YEAST05342
OG0008136	APOSC_07166	YEAST02756
OG0008196	APOSC_02373, APOSC_02372	YEAST03623
OG0008201	APOSC_24486	YEAST01163
OG0008202	APOSC_07690	YEAST06186
OG0008208	APOSC_03726	YEAST04341
OG0008219	APOSC_01816	YEAST05754
OG0008244	APOSC_24320, APOSC_24319	YEAST04999
OG0008251	APOSC_06719, APOSC_06718	YEAST01472
OG0008254	APOSC_24820	YEAST04740
OG0008267	APOSC_26204	YEAST02722
OG0008273	APOSC_18538	YEAST00628
OG0008275	APOSC_09999, APOSC_09998	YEAST05358
OG0008281	APOSC_25564	YEAST01387
OG0008307	APOSC_00812	YEAST01285
OG0008332	APOSC_15743	YEAST03366
OG0008339	APOSC_24725	YEAST03286
OG0008346	APOSC_02989	YEAST01382
OG0008348	APOSC_04923	YEAST03383
OG0008351	APOSC_03421	YEAST01276
