Orthogroup	BRALA	SCHMD
OG0000205	BRALA21195	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453
OG0000205	BRALA20306	SCHMD11532
OG0000205	BRALA28681	SCHMD18472, SCHMD00599, SCHMD27278
OG0000207	BRALA15681, BRALA02588, BRALA10030, BRALA10031, BRALA29862, BRALA29863, BRALA17799, BRALA10029	SCHMD08593, SCHMD23499, SCHMD28860, SCHMD21038, SCHMD27067
OG0000207	BRALA03383	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396
OG0000207	BRALA12356	SCHMD21037
OG0000208	BRALA34651	SCHMD02180
OG0000208	BRALA35033	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998
OG0000208	BRALA34389	SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900
OG0000209	BRALA11279	SCHMD22454
OG0000210	BRALA04448, BRALA05034, BRALA34339, BRALA29906, BRALA07975, BRALA01074, BRALA01072	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393
OG0000210	BRALA00876, BRALA15379	SCHMD26754
OG0000210	BRALA05812	SCHMD24015
OG0000211	BRALA35905	SCHMD21436
OG0000211	BRALA13475	SCHMD10115
OG0000214	BRALA24071, BRALA19305	SCHMD24110
OG0000215	BRALA09164	SCHMD15383
OG0000215	BRALA14093	SCHMD27729, SCHMD15945
OG0000218	BRALA17567, BRALA27085, BRALA27089, BRALA27086, BRALA12470, BRALA10611, BRALA12469, BRALA27090, BRALA27088, BRALA18542, BRALA27087, BRALA11952, BRALA11951, BRALA00320	SCHMD01527
OG0000220	BRALA01840, BRALA01841	SCHMD07645
OG0000221	BRALA04793, BRALA07381, BRALA07380, BRALA10634	SCHMD10720
OG0000222	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286, BRALA09521	SCHMD21612, SCHMD08502
OG0000223	BRALA11482	SCHMD03921, SCHMD02888
OG0000223	BRALA12163	SCHMD07141
OG0000225	BRALA20442, BRALA20435	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161
OG0000226	BRALA24234, BRALA31118, BRALA21113, BRALA21112, BRALA31079, BRALA29759, BRALA31078	SCHMD28293
OG0000227	BRALA04957	SCHMD04380
OG0000230	BRALA01549	SCHMD23835, SCHMD14315
OG0000231	BRALA20193	SCHMD15225, SCHMD17377
OG0000231	BRALA24167	SCHMD23026
OG0000231	BRALA20465	SCHMD24769, SCHMD25604
OG0000232	BRALA34925, BRALA00968	SCHMD14178, SCHMD02027
OG0000233	BRALA10164, BRALA10197, BRALA18422, BRALA10165	SCHMD01146, SCHMD07435, SCHMD22145
OG0000235	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338	SCHMD29163
OG0000236	BRALA25217	SCHMD00730
OG0000239	BRALA04987	SCHMD18522
OG0000239	BRALA30155, BRALA34063	SCHMD03432
OG0000239	BRALA34087	SCHMD03433
OG0000239	BRALA29970	SCHMD01648, SCHMD18521
OG0000240	BRALA26625	SCHMD06226, SCHMD00582
OG0000242	BRALA11080, BRALA10999	SCHMD20260
OG0000244	BRALA28034	SCHMD15740, SCHMD18441, SCHMD21827
OG0000246	BRALA30813	SCHMD29618
OG0000246	BRALA02252	SCHMD02140
OG0000246	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836	SCHMD16891, SCHMD17961, SCHMD12289
OG0000248	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868	SCHMD01134, SCHMD07579, SCHMD25860, SCHMD09553, SCHMD07301, SCHMD15578, SCHMD28870, SCHMD28143, SCHMD26766, SCHMD07305, SCHMD23142, SCHMD07304, SCHMD09549, SCHMD06759, SCHMD00071
OG0000250	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889	SCHMD11127
OG0000250	BRALA13243, BRALA28341	SCHMD28677, SCHMD05190
OG0000250	BRALA11863	SCHMD00165
OG0000250	BRALA35677	SCHMD03762, SCHMD05189
OG0000251	BRALA05640	SCHMD28872
OG0000254	BRALA21337, BRALA17067, BRALA01989, BRALA29335	SCHMD11206
OG0000255	BRALA00871, BRALA11731, BRALA31615	SCHMD14618, SCHMD25034
OG0000256	BRALA10199	SCHMD06220
OG0000257	BRALA09566	SCHMD15360
OG0000257	BRALA26949	SCHMD21968, SCHMD21969, SCHMD20769
OG0000258	BRALA13021	SCHMD19345, SCHMD00959
OG0000260	BRALA15356, BRALA16338	SCHMD00231
OG0000261	BRALA31257	SCHMD06264, SCHMD17166
OG0000265	BRALA18329	SCHMD03613
OG0000265	BRALA18328	SCHMD06448, SCHMD11031, SCHMD25284
OG0000265	BRALA12823	SCHMD18240, SCHMD09007
OG0000266	BRALA01785	SCHMD23339
OG0000268	BRALA01933	SCHMD25205, SCHMD21697, SCHMD06925, SCHMD06924, SCHMD06926, SCHMD10813, SCHMD14268
OG0000268	BRALA32039	SCHMD25441
OG0000269	BRALA31955	SCHMD02382
OG0000270	BRALA31563, BRALA33710	SCHMD16423
OG0000272	BRALA24366, BRALA24364, BRALA23138, BRALA24365, BRALA23139, BRALA23134, BRALA23136, BRALA09678	SCHMD13324, SCHMD08067
OG0000273	BRALA05275	SCHMD09689
OG0000273	BRALA06390	SCHMD18528, SCHMD25490
OG0000275	BRALA20866	SCHMD10358
OG0000276	BRALA33947	SCHMD08876
OG0000277	BRALA26639	SCHMD09439
OG0000277	BRALA06081	SCHMD14857, SCHMD14380, SCHMD02171, SCHMD17662
OG0000278	BRALA21572	SCHMD04708, SCHMD14538
OG0000280	BRALA13468	SCHMD22604
OG0000280	BRALA15664, BRALA18417, BRALA13500	SCHMD23115
OG0000281	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205	SCHMD28123, SCHMD29220
OG0000282	BRALA23685	SCHMD05137
OG0000282	BRALA11493	SCHMD15635, SCHMD25636
OG0000284	BRALA18410	SCHMD23360, SCHMD08213
OG0000285	BRALA26168, BRALA30720, BRALA23371, BRALA23370, BRALA11165, BRALA23372, BRALA19155, BRALA33619, BRALA11166, BRALA02428, BRALA03238, BRALA31583, BRALA32871, BRALA35420, BRALA32202, BRALA35583	SCHMD29037
OG0000287	BRALA33320	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574
OG0000287	BRALA02715	SCHMD02606, SCHMD23013
OG0000288	BRALA35660, BRALA15870, BRALA21967, BRALA31105, BRALA09698	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	BRALA18235	SCHMD23289, SCHMD16353
OG0000289	BRALA18234	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	BRALA06482	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000301	BRALA30373	SCHMD17564
OG0000302	BRALA22162	SCHMD25990, SCHMD27840, SCHMD19049
OG0000303	BRALA33230	SCHMD12943, SCHMD06255
OG0000303	BRALA10255, BRALA07257, BRALA12959, BRALA02383, BRALA08050	SCHMD11348
OG0000305	BRALA09424	SCHMD22293
OG0000305	BRALA18598	SCHMD04764
OG0000305	BRALA10626	SCHMD01975
OG0000306	BRALA03883	SCHMD02490
OG0000308	BRALA29440	SCHMD28268
OG0000308	BRALA35067, BRALA07362	SCHMD26369
OG0000308	BRALA22416	SCHMD01003, SCHMD00895
OG0000310	BRALA13697, BRALA13599, BRALA23270, BRALA13590, BRALA14259, BRALA15274, BRALA15276, BRALA15273, BRALA15272, BRALA13010	SCHMD09298, SCHMD11775
OG0000312	BRALA11332, BRALA11333, BRALA11331	SCHMD10213, SCHMD21295, SCHMD02452
OG0000313	BRALA06607, BRALA33057, BRALA35023	SCHMD03134
OG0000315	BRALA34362	SCHMD06241
OG0000315	BRALA25721	SCHMD01939
OG0000316	BRALA15931, BRALA03950	SCHMD10536, SCHMD22735
OG0000316	BRALA15636	SCHMD10615, SCHMD19154
OG0000317	BRALA01067	SCHMD15845
OG0000317	BRALA30717	SCHMD18547
OG0000319	BRALA14575	SCHMD18991
OG0000319	BRALA13880	SCHMD16676
OG0000319	BRALA04120	SCHMD16069
OG0000321	BRALA01010	SCHMD10046
OG0000321	BRALA14278	SCHMD04699, SCHMD05278
OG0000322	BRALA07551, BRALA07552, BRALA08284	SCHMD03845, SCHMD03842
OG0000323	BRALA07917	SCHMD21571, SCHMD14125
OG0000325	BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	BRALA08611	SCHMD05388
OG0000326	BRALA08568, BRALA14598, BRALA14600, BRALA14599, BRALA17896, BRALA16589, BRALA30880	SCHMD29727
OG0000328	BRALA34956	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304
OG0000329	BRALA11297	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	BRALA04018, BRALA04019	SCHMD25620, SCHMD25799
OG0000333	BRALA02535, BRALA34057, BRALA07272, BRALA19158, BRALA34892, BRALA30751	SCHMD26037, SCHMD21228
OG0000338	BRALA15013, BRALA15015	SCHMD23566, SCHMD22193
OG0000338	BRALA03386	SCHMD17969
OG0000339	BRALA16110, BRALA24762, BRALA24769, BRALA24739, BRALA16149, BRALA24763, BRALA16108, BRALA24745, BRALA24757, BRALA16111, BRALA24761, BRALA22116, BRALA24768	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000339	BRALA24760	SCHMD10973
OG0000341	BRALA17089	SCHMD01892, SCHMD01891, SCHMD01893
OG0000343	BRALA09005	SCHMD10731, SCHMD08099
OG0000346	BRALA01343	SCHMD26404
OG0000350	BRALA22515, BRALA13342, BRALA34708, BRALA13341	SCHMD23543
OG0000352	BRALA01009	SCHMD07814
OG0000352	BRALA15685, BRALA28171	SCHMD03216
OG0000353	BRALA03683	SCHMD00282, SCHMD11621, SCHMD09276, SCHMD00283, SCHMD07604
OG0000357	BRALA33235, BRALA34828, BRALA34317, BRALA33215	SCHMD22062, SCHMD19961
OG0000357	BRALA26089	SCHMD01155
OG0000358	BRALA02274	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	BRALA11831, BRALA34738, BRALA28049	SCHMD06047
OG0000363	BRALA29271	SCHMD01296
OG0000363	BRALA25487	SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634
OG0000364	BRALA12924	SCHMD15142, SCHMD27939
OG0000365	BRALA16888	SCHMD22496, SCHMD22435, SCHMD28326
OG0000367	BRALA31361, BRALA12833	SCHMD09947
OG0000370	BRALA27156	SCHMD02385, SCHMD02384
OG0000372	BRALA15783	SCHMD26866, SCHMD11546
OG0000372	BRALA23771	SCHMD21831, SCHMD11336
OG0000372	BRALA15781	SCHMD16554
OG0000373	BRALA31921	SCHMD02964
OG0000373	BRALA23435	SCHMD13176, SCHMD08271
OG0000373	BRALA23054	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011
OG0000378	BRALA33943	SCHMD07011, SCHMD12188
OG0000378	BRALA34778, BRALA24521	SCHMD05583
OG0000379	BRALA19351	SCHMD22438, SCHMD05351
OG0000379	BRALA06333	SCHMD09123, SCHMD25695
OG0000379	BRALA01777	SCHMD18189, SCHMD00174
OG0000380	BRALA26332	SCHMD13240, SCHMD12384
OG0000380	BRALA21688, BRALA35404	SCHMD21526
OG0000381	BRALA01798	SCHMD14884, SCHMD02643
OG0000381	BRALA25883	SCHMD27041
OG0000382	BRALA21315, BRALA21318	SCHMD22346
OG0000382	BRALA27878	SCHMD02294
OG0000384	BRALA11440	SCHMD15878
OG0000384	BRALA06793	SCHMD19488, SCHMD18051
OG0000386	BRALA21053, BRALA10336, BRALA10439, BRALA27391, BRALA29320, BRALA17191, BRALA11288	SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	BRALA06714	SCHMD03232, SCHMD09731
OG0000390	BRALA00892, BRALA00888, BRALA00889, BRALA00891, BRALA04361, BRALA12713, BRALA26811, BRALA26809, BRALA12705, BRALA08159, BRALA22700, BRALA22699, BRALA23595	SCHMD02401, SCHMD19098
OG0000392	BRALA01209	SCHMD08120
OG0000393	BRALA03160	SCHMD10497
OG0000397	BRALA35642, BRALA34670	SCHMD04641
OG0000399	BRALA28297	SCHMD06729
OG0000399	BRALA23772	SCHMD23059
OG0000400	BRALA19704	SCHMD00908
OG0000400	BRALA25068	SCHMD24156
OG0000402	BRALA17661, BRALA17660	SCHMD02881, SCHMD11412
OG0000403	BRALA05874	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300
OG0000404	BRALA05151	SCHMD03546
OG0000404	BRALA32209	SCHMD06033
OG0000404	BRALA30787, BRALA33638	SCHMD09283
OG0000405	BRALA21721	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	BRALA10302	SCHMD04011
OG0000409	BRALA28218	SCHMD04012, SCHMD22098
OG0000409	BRALA16408	SCHMD03752
OG0000410	BRALA09729, BRALA30152, BRALA31379, BRALA17875	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891
OG0000411	BRALA33932	SCHMD01429
OG0000412	BRALA00561	SCHMD08478
OG0000412	BRALA06660	SCHMD11584
OG0000413	BRALA21468	SCHMD19663
OG0000413	BRALA06166	SCHMD18817, SCHMD28614, SCHMD22416
OG0000417	BRALA30440, BRALA27708	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000419	BRALA03697	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	BRALA22044, BRALA24622, BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078, BRALA04230, BRALA13075, BRALA04225	SCHMD23004
OG0000422	BRALA12419, BRALA34491	SCHMD13923, SCHMD28499
OG0000422	BRALA27177	SCHMD13922
OG0000422	BRALA16622	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000423	BRALA05057	SCHMD29684
OG0000424	BRALA03834, BRALA03844, BRALA29651, BRALA08803	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	BRALA25795	SCHMD21986, SCHMD08031
OG0000425	BRALA31608	SCHMD08030, SCHMD29141
OG0000425	BRALA24699	SCHMD24534, SCHMD24026, SCHMD08029
OG0000426	BRALA13863	SCHMD20249
OG0000427	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	SCHMD05143
OG0000430	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921, SCHMD02042
OG0000431	BRALA13675	SCHMD00614
OG0000432	BRALA18991	SCHMD11313
OG0000433	BRALA23044, BRALA22158	SCHMD05136
OG0000433	BRALA19035	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	BRALA01801, BRALA14574, BRALA04475, BRALA20379	SCHMD11371, SCHMD07829
OG0000435	BRALA00145, BRALA13279	SCHMD12216, SCHMD19476
OG0000436	BRALA00479	SCHMD19812, SCHMD12383, SCHMD19813
OG0000437	BRALA23658, BRALA22832, BRALA23657, BRALA09050, BRALA03237	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000442	BRALA23798	SCHMD12679
OG0000443	BRALA14524	SCHMD09029
OG0000444	BRALA29773	SCHMD00767, SCHMD00766
OG0000445	BRALA35281, BRALA33201, BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679, BRALA34223	SCHMD29179
OG0000446	BRALA15987	SCHMD12871
OG0000447	BRALA30761	SCHMD15169, SCHMD15170, SCHMD24266
OG0000448	BRALA12672, BRALA12692	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000449	BRALA03692, BRALA19009	SCHMD07672
OG0000449	BRALA16453	SCHMD07671
OG0000450	BRALA29697	SCHMD15839, SCHMD21713
OG0000454	BRALA16593	SCHMD11564
OG0000459	BRALA15317, BRALA32904, BRALA09210, BRALA32905, BRALA32906	SCHMD17754
OG0000461	BRALA10740	SCHMD03515
OG0000461	BRALA25433	SCHMD06358
OG0000463	BRALA09887	SCHMD09096
OG0000465	BRALA17892	SCHMD09590
OG0000465	BRALA13273	SCHMD17683
OG0000467	BRALA17998	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369
OG0000469	BRALA35215	SCHMD15597
OG0000470	BRALA24698	SCHMD05493, SCHMD05494, SCHMD03184, SCHMD03185
OG0000471	BRALA15053	SCHMD15400, SCHMD13688
OG0000475	BRALA33310	SCHMD03320, SCHMD03318
OG0000476	BRALA20616, BRALA20613, BRALA20614, BRALA20612	SCHMD25720, SCHMD19904
OG0000476	BRALA14616, BRALA14614, BRALA14617	SCHMD04015
OG0000477	BRALA32650, BRALA33142	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496
OG0000478	BRALA03122	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460
OG0000479	BRALA33610	SCHMD16083
OG0000479	BRALA34677	SCHMD11165
OG0000479	BRALA19002	SCHMD10108
OG0000479	BRALA33783	SCHMD14823, SCHMD04174
OG0000480	BRALA28328	SCHMD19204, SCHMD14582
OG0000480	BRALA28329	SCHMD09535
OG0000481	BRALA27659	SCHMD12328
OG0000481	BRALA10023	SCHMD11352, SCHMD11001
OG0000481	BRALA03647	SCHMD06297
OG0000482	BRALA35197	SCHMD06210, SCHMD03012
OG0000482	BRALA29577	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000484	BRALA35066	SCHMD29525, SCHMD10182
OG0000484	BRALA34077	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110
OG0000485	BRALA23674	SCHMD13016, SCHMD17436
OG0000485	BRALA05059, BRALA21189	SCHMD16799
OG0000486	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977	SCHMD19250
OG0000487	BRALA28599, BRALA25400, BRALA25401, BRALA28602	SCHMD20744
OG0000488	BRALA07851	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	BRALA13763	SCHMD11851, SCHMD19803, SCHMD25207
OG0000489	BRALA13762	SCHMD11850, SCHMD24502, SCHMD26324
OG0000491	BRALA11888	SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000494	BRALA14931	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	BRALA17609, BRALA17616, BRALA17614	SCHMD08379, SCHMD27172
OG0000497	BRALA07740	SCHMD07173
OG0000497	BRALA17523	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	BRALA07482, BRALA23827	SCHMD01390, SCHMD06719
OG0000503	BRALA20618	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	BRALA21734	SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007
OG0000504	BRALA21735	SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	BRALA07980, BRALA07978	SCHMD10454
OG0000506	BRALA05807	SCHMD05024
OG0000509	BRALA35203, BRALA35796, BRALA04568	SCHMD14563
OG0000513	BRALA06842	SCHMD06575
OG0000514	BRALA19477	SCHMD15950, SCHMD28993
OG0000519	BRALA25441, BRALA22160	SCHMD19355, SCHMD25526
OG0000520	BRALA19387	SCHMD05956
OG0000520	BRALA23459	SCHMD27845
OG0000521	BRALA29144	SCHMD05166
OG0000522	BRALA25053	SCHMD23148, SCHMD08897
OG0000523	BRALA23223, BRALA26109, BRALA09495, BRALA26107, BRALA18475	SCHMD13520
OG0000525	BRALA20630	SCHMD04369
OG0000525	BRALA13036, BRALA13035	SCHMD04371, SCHMD04372, SCHMD04370, SCHMD08343, SCHMD05318, SCHMD20361, SCHMD11591, SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000527	BRALA12888	SCHMD20940, SCHMD24670
OG0000528	BRALA08668	SCHMD03822
OG0000528	BRALA13353	SCHMD02315, SCHMD09612
OG0000529	BRALA17267	SCHMD06409
OG0000529	BRALA21823	SCHMD22774, SCHMD09913
OG0000530	BRALA27713	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000531	BRALA10663	SCHMD13749
OG0000532	BRALA13752, BRALA07475, BRALA19708	SCHMD07765
OG0000534	BRALA15529	SCHMD09514
OG0000534	BRALA25037	SCHMD04872
OG0000537	BRALA22102, BRALA13070, BRALA00495, BRALA21371	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929
OG0000540	BRALA33330, BRALA34975, BRALA33025, BRALA32816, BRALA33558, BRALA31394, BRALA35826, BRALA31392, BRALA32895	SCHMD22622
OG0000542	BRALA22764	SCHMD05340, SCHMD05911, SCHMD06819
OG0000544	BRALA35979	SCHMD08370
OG0000544	BRALA03994	SCHMD08368
OG0000545	BRALA24399	SCHMD07786, SCHMD20709
OG0000545	BRALA22583	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000546	BRALA05876, BRALA05877	SCHMD22243, SCHMD01369, SCHMD24503
OG0000546	BRALA05880	SCHMD15753, SCHMD08158
OG0000548	BRALA31695	SCHMD11369
OG0000548	BRALA21474	SCHMD02725, SCHMD00205
OG0000550	BRALA04930, BRALA04919	SCHMD04376, SCHMD04379, SCHMD24742, SCHMD04378
OG0000550	BRALA04924, BRALA04937, BRALA04940, BRALA22193, BRALA04936, BRALA04939, BRALA04945, BRALA04926, BRALA04946, BRALA04935, BRALA04929, BRALA04947, BRALA04931, BRALA04943, BRALA04918, BRALA04917, BRALA04916	SCHMD04377, SCHMD04195
OG0000551	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338
OG0000552	BRALA31577	SCHMD13011
OG0000552	BRALA11014	SCHMD26203, SCHMD19357
OG0000552	BRALA19431, BRALA19430, BRALA12172	SCHMD01116
OG0000553	BRALA16722, BRALA35015	SCHMD06981
OG0000554	BRALA32452	SCHMD06339
OG0000560	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574	SCHMD12681, SCHMD24482
OG0000561	BRALA17424	SCHMD09766
OG0000562	BRALA15030	SCHMD10853
OG0000563	BRALA08933, BRALA08932	SCHMD19010, SCHMD18961, SCHMD13906, SCHMD19772
OG0000566	BRALA07910	SCHMD24931, SCHMD26489
OG0000567	BRALA26815, BRALA08155, BRALA15895, BRALA26813, BRALA12434, BRALA10631	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	BRALA01129, BRALA24836	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000571	BRALA26064	SCHMD07477, SCHMD11565, SCHMD28594, SCHMD09474, SCHMD05478, SCHMD24472, SCHMD12459, SCHMD28158, SCHMD23621, SCHMD25957, SCHMD12331
OG0000572	BRALA30970	SCHMD10816
OG0000572	BRALA24438	SCHMD25603
OG0000573	BRALA33118	SCHMD01043, SCHMD15213
OG0000573	BRALA35040	SCHMD19455, SCHMD01045
OG0000573	BRALA01402	SCHMD16187
OG0000574	BRALA35830	SCHMD01583, SCHMD12209
OG0000574	BRALA02629	SCHMD00489
OG0000575	BRALA17689	SCHMD10050, SCHMD14865
OG0000576	BRALA00312	SCHMD15710
OG0000578	BRALA30383	SCHMD00300, SCHMD17617
OG0000579	BRALA34451	SCHMD26446
OG0000580	BRALA26260	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384
OG0000580	BRALA02419	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	BRALA25966	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	BRALA25968	SCHMD03457
OG0000581	BRALA25970	SCHMD28022
OG0000582	BRALA24843	SCHMD16063, SCHMD04882
OG0000583	BRALA19696, BRALA24380	SCHMD04941
OG0000585	BRALA20335	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000585	BRALA20337	SCHMD25418
OG0000587	BRALA05810	SCHMD03879, SCHMD05571
OG0000588	BRALA00972	SCHMD01542
OG0000588	BRALA24520	SCHMD07022
OG0000589	BRALA33101, BRALA29679	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	BRALA07082	SCHMD08634
OG0000590	BRALA16075, BRALA31942	SCHMD18326
OG0000591	BRALA25344	SCHMD10835
OG0000591	BRALA13642	SCHMD09047
OG0000592	BRALA22980, BRALA12293, BRALA12292, BRALA25533	SCHMD11895, SCHMD04777
OG0000594	BRALA10983, BRALA02053	SCHMD01864
OG0000597	BRALA07224	SCHMD00271
OG0000600	BRALA00923, BRALA16891	SCHMD16882
OG0000602	BRALA13634, BRALA13638, BRALA13637	SCHMD08918, SCHMD16862
OG0000603	BRALA11986	SCHMD15890
OG0000604	BRALA23058	SCHMD25060, SCHMD19326, SCHMD28316, SCHMD25058, SCHMD15896, SCHMD15253, SCHMD27467, SCHMD15254, SCHMD15897
OG0000607	BRALA02171	SCHMD10894, SCHMD16300
OG0000608	BRALA08057	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452, SCHMD02976, SCHMD06159, SCHMD10790, SCHMD10659, SCHMD17356, SCHMD26248, SCHMD23884, SCHMD23743, SCHMD21202
OG0000609	BRALA04542	SCHMD17568
OG0000610	BRALA08395, BRALA06657, BRALA26836	SCHMD01064
OG0000611	BRALA20389	SCHMD07468
OG0000611	BRALA35010	SCHMD07466
OG0000611	BRALA27313	SCHMD10118
OG0000612	BRALA24052, BRALA24582	SCHMD04363, SCHMD09119
OG0000612	BRALA20021	SCHMD12368
OG0000613	BRALA12977	SCHMD11333
OG0000614	BRALA26253, BRALA24121	SCHMD14215, SCHMD02001
