Orthogroup	BRALA	MOUSE
OG0000071	BRALA05660	MOUSE27775, MOUSE27776, MOUSE27777
OG0000072	BRALA12631	MOUSE30088, MOUSE45691
OG0000072	BRALA33639, BRALA31916	MOUSE29660
OG0000073	BRALA03064	MOUSE18062
OG0000073	BRALA22888	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163
OG0000074	BRALA08058	MOUSE27442, MOUSE27441
OG0000075	BRALA11316	MOUSE05779, MOUSE03707
OG0000075	BRALA07062	MOUSE14633
OG0000075	BRALA18754	MOUSE34423
OG0000075	BRALA16174	MOUSE45151
OG0000075	BRALA11318	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630
OG0000075	BRALA17353, BRALA17352	MOUSE31075, MOUSE39073
OG0000075	BRALA20309	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239
OG0000075	BRALA25719	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742
OG0000075	BRALA17324	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109
OG0000077	BRALA11472	MOUSE27949, MOUSE03243, MOUSE03242, MOUSE12725, MOUSE12726, MOUSE12727
OG0000077	BRALA02324	MOUSE15867, MOUSE51200
OG0000077	BRALA30355, BRALA30354, BRALA30353, BRALA27919, BRALA16173, BRALA31380, BRALA32410, BRALA09728, BRALA00278, BRALA10708, BRALA22743, BRALA22531, BRALA27588, BRALA21944, BRALA21945	MOUSE27778, MOUSE27779, MOUSE21334, MOUSE35957
OG0000077	BRALA35746, BRALA06424	MOUSE52108, MOUSE34401, MOUSE16118, MOUSE10502
OG0000078	BRALA17098	MOUSE35673, MOUSE35672
OG0000078	BRALA02325, BRALA02320, BRALA02318, BRALA10234, BRALA02688, BRALA30889, BRALA02317, BRALA11328	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884
OG0000079	BRALA00097, BRALA00109	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603
OG0000079	BRALA18105	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419
OG0000079	BRALA22809	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479
OG0000079	BRALA13477	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453
OG0000079	BRALA00141, BRALA16237, BRALA25844, BRALA16235	MOUSE36929
OG0000081	BRALA18450, BRALA18449, BRALA18446, BRALA18452, BRALA05158, BRALA05161	MOUSE21429, MOUSE21428, MOUSE21430
OG0000081	BRALA05164, BRALA21995, BRALA12438, BRALA12435	MOUSE19801, MOUSE48363, MOUSE51878, MOUSE51877, MOUSE15491, MOUSE15490, MOUSE16142, MOUSE15827
OG0000081	BRALA35664	MOUSE51879
OG0000082	BRALA23665	MOUSE25920
OG0000082	BRALA23991	MOUSE19184
OG0000082	BRALA12024	MOUSE50879
OG0000083	BRALA11838, BRALA11834	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042
OG0000084	BRALA16357	MOUSE21451
OG0000084	BRALA27744	MOUSE31596, MOUSE40356, MOUSE00836
OG0000085	BRALA10231	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267
OG0000085	BRALA35080, BRALA33501	MOUSE54745
OG0000085	BRALA35021	MOUSE04941, MOUSE37558, MOUSE37557
OG0000085	BRALA20574	MOUSE50493, MOUSE50494, MOUSE50492
OG0000085	BRALA19315	MOUSE54746, MOUSE54748, MOUSE54747, MOUSE30928, MOUSE52166, MOUSE30929
OG0000085	BRALA25446	MOUSE37560, MOUSE37561, MOUSE37559, MOUSE04944, MOUSE04943
OG0000085	BRALA18829	MOUSE16592, MOUSE16590
OG0000085	BRALA18828	MOUSE16591
OG0000087	BRALA14258	MOUSE04046
OG0000087	BRALA02414	MOUSE11362
OG0000087	BRALA11394	MOUSE22119, MOUSE22054, MOUSE22052
OG0000087	BRALA11396, BRALA13093	MOUSE46082
OG0000088	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340, BRALA17728	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530
OG0000089	BRALA30280, BRALA11321, BRALA01875, BRALA04469, BRALA29882, BRALA04174, BRALA10340, BRALA11376, BRALA20593	MOUSE16032
OG0000089	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169
OG0000089	BRALA34579	MOUSE55271
OG0000090	BRALA02609	MOUSE17968
OG0000090	BRALA02611	MOUSE17971, MOUSE17970, MOUSE17967
OG0000090	BRALA04706	MOUSE32571, MOUSE32572
OG0000091	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173	MOUSE19668, MOUSE19669
OG0000093	BRALA25999, BRALA23972	MOUSE16619
OG0000093	BRALA01382, BRALA01380	MOUSE35368, MOUSE35369, MOUSE52764, MOUSE52765
OG0000094	BRALA34518	MOUSE53507, MOUSE53505, MOUSE11261
OG0000094	BRALA09222, BRALA24092	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850
OG0000095	BRALA15122, BRALA25718, BRALA09730, BRALA09773, BRALA27146, BRALA20760, BRALA08842	MOUSE21579
OG0000096	BRALA29898, BRALA29897	MOUSE54033, MOUSE13094, MOUSE29900
OG0000096	BRALA16859	MOUSE14640, MOUSE35516
OG0000096	BRALA08595, BRALA28945	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996
OG0000096	BRALA02509	MOUSE45926
OG0000096	BRALA24883	MOUSE52337, MOUSE52338
OG0000097	BRALA14234	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751, MOUSE31744
OG0000098	BRALA00433	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240
OG0000098	BRALA09558	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729
OG0000099	BRALA22450, BRALA22449	MOUSE30052, MOUSE30050, MOUSE30051, MOUSE53947, MOUSE53948, MOUSE53946, MOUSE50039, MOUSE50041, MOUSE50040, MOUSE03601, MOUSE03600, MOUSE03599
OG0000099	BRALA15695, BRALA29540	MOUSE43058, MOUSE50899, MOUSE00625
OG0000099	BRALA29541	MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207
OG0000101	BRALA27830	MOUSE49370, MOUSE49670
OG0000101	BRALA34770, BRALA14230	MOUSE02576, MOUSE49671
OG0000101	BRALA35778, BRALA34308	MOUSE15611, MOUSE15612
OG0000101	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355
OG0000102	BRALA25931	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798
OG0000102	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014	MOUSE25337, MOUSE25336, MOUSE25939
OG0000103	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384
OG0000104	BRALA24676, BRALA24677	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436
OG0000104	BRALA26650	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642
OG0000104	BRALA24675	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576
OG0000104	BRALA25097, BRALA25098	MOUSE16174
OG0000104	BRALA20458, BRALA20457	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355
OG0000106	BRALA17617	MOUSE32021
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788
OG0000107	BRALA20703, BRALA11727, BRALA20699	MOUSE08903
OG0000107	BRALA27541	MOUSE08932
OG0000107	BRALA06411	MOUSE08836
OG0000107	BRALA29902	MOUSE08837
OG0000107	BRALA06432	MOUSE08933
OG0000107	BRALA06418, BRALA20696	MOUSE08824
OG0000107	BRALA27546, BRALA27562	MOUSE08922
OG0000107	BRALA31407	MOUSE41813
OG0000108	BRALA10855	MOUSE05737, MOUSE25036, MOUSE14651, MOUSE23310
OG0000109	BRALA05286, BRALA09718, BRALA05752, BRALA07075, BRALA09722, BRALA27279, BRALA10367, BRALA14686, BRALA05751, BRALA05749	MOUSE33717
OG0000110	BRALA16587	MOUSE38813, MOUSE04691
OG0000110	BRALA25611, BRALA22080, BRALA22078, BRALA05100, BRALA05295	MOUSE04692, MOUSE38814
OG0000111	BRALA29475, BRALA06649, BRALA13382	MOUSE17075, MOUSE14044, MOUSE06017, MOUSE06016
OG0000111	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341	MOUSE07126, MOUSE28116
OG0000111	BRALA16169, BRALA10270	MOUSE53772
OG0000113	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149	MOUSE33596, MOUSE33595
OG0000113	BRALA34204	MOUSE08566, MOUSE39334, MOUSE39330
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888
OG0000115	BRALA01364, BRALA23361	MOUSE14376
OG0000116	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197	MOUSE30922
OG0000117	BRALA32508, BRALA05492	MOUSE20794, MOUSE20790
OG0000117	BRALA19489	MOUSE27159, MOUSE27158, MOUSE26358
OG0000117	BRALA26376	MOUSE17523, MOUSE17524
OG0000117	BRALA09293, BRALA09216, BRALA25244, BRALA27129, BRALA10321	MOUSE26103, MOUSE26102
OG0000119	BRALA06707, BRALA09190	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167
OG0000119	BRALA09113, BRALA09057, BRALA09056	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713
OG0000119	BRALA14028, BRALA14029	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194
OG0000120	BRALA18993	MOUSE38908, MOUSE38909
OG0000121	BRALA03924, BRALA20434, BRALA03923	MOUSE48188, MOUSE48187, MOUSE21383
OG0000121	BRALA02169	MOUSE22218, MOUSE22217
OG0000122	BRALA04629	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654
OG0000123	BRALA16281	MOUSE36089, MOUSE09426, MOUSE09427
OG0000123	BRALA11475	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617
OG0000123	BRALA11471	MOUSE19619
OG0000123	BRALA22355	MOUSE09430, MOUSE09429, MOUSE09431
OG0000124	BRALA05628	MOUSE34424, MOUSE34425
OG0000124	BRALA26268	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779
OG0000124	BRALA23466	MOUSE27466, MOUSE49894
OG0000125	BRALA07049	MOUSE05385, MOUSE10968, MOUSE10967
OG0000125	BRALA11353	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825
OG0000125	BRALA11356	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965
OG0000125	BRALA08896	MOUSE43958, MOUSE43957
OG0000126	BRALA11509	MOUSE36415, MOUSE36417, MOUSE03223, MOUSE44505
OG0000126	BRALA11885	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380
OG0000126	BRALA21733	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725
OG0000127	BRALA25100, BRALA25099	MOUSE04059
OG0000127	BRALA35668, BRALA34921	MOUSE47545, MOUSE54139, MOUSE29572
OG0000127	BRALA06066	MOUSE52357, MOUSE52358, MOUSE13075
OG0000127	BRALA17083	MOUSE09031, MOUSE06835, MOUSE28216
OG0000127	BRALA16654	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487
OG0000127	BRALA06242	MOUSE14094, MOUSE06008
OG0000128	BRALA21885, BRALA21891, BRALA03636	MOUSE20235
OG0000128	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208
OG0000128	BRALA31378	MOUSE15660, MOUSE15661
OG0000129	BRALA31934, BRALA31933, BRALA13415, BRALA13416	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521
OG0000129	BRALA11658	MOUSE45123, MOUSE55058
OG0000129	BRALA33036, BRALA19532, BRALA15020, BRALA27240	MOUSE23071, MOUSE23074, MOUSE23073, MOUSE23072
OG0000130	BRALA16322, BRALA12329, BRALA22977, BRALA28126	MOUSE41081
OG0000130	BRALA07214	MOUSE31524, MOUSE31521, MOUSE31523, MOUSE31522
OG0000130	BRALA03425	MOUSE18069
OG0000130	BRALA22517	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080
OG0000130	BRALA06672, BRALA27303	MOUSE11517, MOUSE11516
OG0000131	BRALA24562	MOUSE01093, MOUSE01094
OG0000131	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869	MOUSE23091
OG0000132	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935
OG0000132	BRALA11245	MOUSE14073
OG0000133	BRALA22999	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724, MOUSE39711, MOUSE39710
OG0000136	BRALA07227	MOUSE17651, MOUSE21266
OG0000137	BRALA21689, BRALA16648	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323
OG0000137	BRALA28974, BRALA04537	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196
OG0000137	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017	MOUSE06337, MOUSE06338
OG0000137	BRALA25430, BRALA25424, BRALA35631, BRALA30028	MOUSE18094, MOUSE18096
OG0000140	BRALA12985	MOUSE47115, MOUSE47116
OG0000140	BRALA29786, BRALA10378, BRALA12987, BRALA12988	MOUSE47124, MOUSE47123, MOUSE47122, MOUSE47121, MOUSE47111, MOUSE47112, MOUSE47110, MOUSE47114, MOUSE47113, MOUSE02131, MOUSE44345, MOUSE44344
OG0000141	BRALA24485	MOUSE36428, MOUSE36449, MOUSE36448, MOUSE07488, MOUSE07489
OG0000141	BRALA23794, BRALA23795	MOUSE36994, MOUSE47484
OG0000141	BRALA03140, BRALA03139, BRALA03141	MOUSE54377, MOUSE54378
OG0000142	BRALA11507	MOUSE17834
OG0000145	BRALA23325	MOUSE32795
OG0000145	BRALA35915, BRALA10511, BRALA10827, BRALA14879, BRALA20211, BRALA15262, BRALA09442, BRALA13765, BRALA23474, BRALA23473, BRALA13276, BRALA01496, BRALA01950, BRALA14884, BRALA20195, BRALA17386, BRALA18323, BRALA32462, BRALA14876, BRALA13764, BRALA04562, BRALA05462, BRALA20196, BRALA19223, BRALA01494, BRALA20197, BRALA20199, BRALA28269, BRALA05547, BRALA09890, BRALA18011	MOUSE07613
OG0000145	BRALA15523, BRALA34084, BRALA21335	MOUSE36073
OG0000147	BRALA19565	MOUSE04280, MOUSE04282, MOUSE04281, MOUSE34847
OG0000147	BRALA33037	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844
OG0000147	BRALA34645	MOUSE23086, MOUSE23085
OG0000147	BRALA16538	MOUSE23670, MOUSE23669, MOUSE23668
OG0000147	BRALA30660	MOUSE28041, MOUSE28040
OG0000148	BRALA09428	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503
OG0000149	BRALA04476, BRALA12518, BRALA28887	MOUSE44762, MOUSE19464
OG0000149	BRALA24371	MOUSE31508, MOUSE31509
OG0000151	BRALA00287	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045
OG0000151	BRALA18487	MOUSE38914
OG0000153	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	MOUSE38334, MOUSE43249, MOUSE43250, MOUSE43251
OG0000155	BRALA16575	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773
OG0000157	BRALA27057	MOUSE20681, MOUSE01676
OG0000157	BRALA28027	MOUSE52683, MOUSE35379, MOUSE31200, MOUSE52684
OG0000159	BRALA09776	MOUSE21603
OG0000159	BRALA12258	MOUSE00612, MOUSE00610, MOUSE00611
OG0000159	BRALA02682	MOUSE25717
OG0000159	BRALA07694, BRALA07731, BRALA07711	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707
OG0000160	BRALA09740	MOUSE28371, MOUSE28372, MOUSE28373
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081
OG0000162	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178	MOUSE26309, MOUSE26310, MOUSE26320, MOUSE26322, MOUSE26321, MOUSE26323, MOUSE26306, MOUSE26305
OG0000163	BRALA16731, BRALA16733, BRALA16732	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142
OG0000164	BRALA23092	MOUSE25231, MOUSE25232, MOUSE25235
OG0000164	BRALA01615	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533
OG0000165	BRALA31579	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698
OG0000165	BRALA14596	MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138
OG0000165	BRALA35730	MOUSE12536
OG0000166	BRALA33546	MOUSE46601, MOUSE46183
OG0000166	BRALA35030	MOUSE16358
OG0000167	BRALA00255	MOUSE29176, MOUSE29175
OG0000167	BRALA14209, BRALA17893, BRALA33074, BRALA33075	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788
OG0000168	BRALA19184	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165
OG0000168	BRALA01020	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379
OG0000168	BRALA13286, BRALA13283	MOUSE20806
OG0000169	BRALA12580, BRALA14929, BRALA34193	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212
OG0000171	BRALA35313	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726
OG0000171	BRALA33750	MOUSE04583
OG0000171	BRALA28419	MOUSE02239
OG0000171	BRALA09972, BRALA09975, BRALA34620	MOUSE21136
OG0000171	BRALA11421, BRALA23749, BRALA04631	MOUSE35961, MOUSE35960
OG0000171	BRALA06721	MOUSE48309
OG0000172	BRALA23427, BRALA05075, BRALA09367, BRALA05284	MOUSE02356, MOUSE51487, MOUSE51486, MOUSE51488
OG0000172	BRALA19981	MOUSE02355, MOUSE22541
OG0000173	BRALA05385, BRALA20993	MOUSE16104
OG0000173	BRALA05388	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175
OG0000174	BRALA01909	MOUSE12800, MOUSE12801, MOUSE31622
OG0000174	BRALA10706, BRALA03775	MOUSE25059, MOUSE19080
OG0000174	BRALA26657, BRALA29586	MOUSE19079, MOUSE19078
OG0000175	BRALA24671	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006
OG0000175	BRALA14699, BRALA14698	MOUSE21629
OG0000175	BRALA21252, BRALA16465	MOUSE34702, MOUSE34703, MOUSE34704, MOUSE34706, MOUSE34705
OG0000179	BRALA13816	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162
OG0000179	BRALA28779	MOUSE30037
OG0000180	BRALA18757	MOUSE29509, MOUSE29508
OG0000181	BRALA20263	MOUSE14627, MOUSE03706, MOUSE05783
OG0000181	BRALA09404	MOUSE39163, MOUSE11210, MOUSE11208
OG0000181	BRALA11436	MOUSE07217
OG0000183	BRALA29461	MOUSE08188
OG0000183	BRALA34386	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700
OG0000183	BRALA30657	MOUSE51267, MOUSE51268, MOUSE51266
OG0000184	BRALA24654	MOUSE24058, MOUSE24066
OG0000184	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888
OG0000185	BRALA17010	MOUSE14614, MOUSE14615, MOUSE14613, MOUSE15733
OG0000185	BRALA20218	MOUSE48986, MOUSE48987, MOUSE12446, MOUSE09959
OG0000185	BRALA09638	MOUSE06590, MOUSE06589
OG0000186	BRALA13621	MOUSE08548
OG0000188	BRALA03655	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307
OG0000190	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641	MOUSE31898, MOUSE31897, MOUSE31899, MOUSE25811, MOUSE31896, MOUSE25813, MOUSE25815, MOUSE25816, MOUSE25819, MOUSE25814, MOUSE25817, MOUSE25822, MOUSE25821, MOUSE25820
OG0000191	BRALA07439	MOUSE13380, MOUSE13383, MOUSE13381, MOUSE13384, MOUSE13382, MOUSE28674, MOUSE28675, MOUSE28676, MOUSE06673, MOUSE34146
OG0000192	BRALA05274	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412
OG0000192	BRALA02780	MOUSE25324
OG0000192	BRALA25029	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915
OG0000193	BRALA29049	MOUSE51240
