Orthogroup	BRALA	YEAST
OG0006655	BRALA00574	YEAST04609
OG0006658	BRALA16629	YEAST03323
OG0006662	BRALA14712	YEAST02707
OG0006663	BRALA16974	YEAST04538
OG0006664	BRALA24834	YEAST04769
OG0006667	BRALA05144	YEAST03011
OG0006668	BRALA08318	YEAST00040
OG0006669	BRALA00985	YEAST05379
OG0006678	BRALA06274	YEAST03428
OG0006681	BRALA20996	YEAST02774
OG0006688	BRALA20025	YEAST02298
OG0006690	BRALA17356	YEAST00986
OG0006691	BRALA14546	YEAST06141
OG0006692	BRALA17480	YEAST04243
OG0006694	BRALA16849	YEAST04074
OG0006704	BRALA34768, BRALA15008	YEAST02241
OG0006706	BRALA02737	YEAST01312
OG0006707	BRALA23645	YEAST04448
OG0006712	BRALA20215, BRALA20214	YEAST01297
OG0006716	BRALA24459	YEAST01688
OG0006717	BRALA26122	YEAST03273, YEAST00511
OG0006722	BRALA01042	YEAST05928
OG0006725	BRALA28234	YEAST05141
OG0006726	BRALA16670	YEAST01310
OG0006728	BRALA14826	YEAST01819
OG0006730	BRALA02164	YEAST06066
OG0006732	BRALA00142	YEAST05092
OG0006738	BRALA14041	YEAST03786
OG0006741	BRALA09365	YEAST00908
OG0006752	BRALA22950	YEAST01605
OG0006753	BRALA24992	YEAST06210
OG0006754	BRALA20552	YEAST05223, YEAST00660
OG0006755	BRALA22940	YEAST03743
OG0006758	BRALA00417	YEAST00132
OG0006766	BRALA12385	YEAST01711
OG0006769	BRALA16226	YEAST04955
OG0006772	BRALA21416	YEAST05602
OG0006776	BRALA14483	YEAST02455
OG0006777	BRALA21484	YEAST05242
OG0006826	BRALA11906	YEAST03748
OG0006830	BRALA28939	YEAST02320
OG0006838	BRALA19458	YEAST01244
OG0006843	BRALA21641	YEAST03855
OG0006846	BRALA29210	YEAST04146
OG0006860	BRALA03297	YEAST03798
OG0006867	BRALA30972	YEAST03341
OG0006869	BRALA19766	YEAST01706
OG0006874	BRALA13013	YEAST03449
OG0006876	BRALA05364	YEAST00384
OG0006880	BRALA05805	YEAST04631
OG0006881	BRALA19408	YEAST01049
OG0006887	BRALA23687	YEAST01983
OG0006888	BRALA29964	YEAST00485
OG0006890	BRALA31419	YEAST02034
OG0006891	BRALA28938	YEAST00187
OG0006892	BRALA09163	YEAST04820
OG0006894	BRALA13030	YEAST01360
OG0006897	BRALA01574	YEAST00856
OG0006901	BRALA09160	YEAST05480
OG0006906	BRALA07226	YEAST00746
OG0006918	BRALA16643	YEAST05610
OG0006920	BRALA32734	YEAST02490
OG0006924	BRALA11900	YEAST04308
OG0006927	BRALA05354, BRALA05352	YEAST00921
OG0006934	BRALA05992	YEAST02053
OG0006935	BRALA25077	YEAST02014
OG0006936	BRALA23621	YEAST06114
OG0006937	BRALA13456	YEAST05537
OG0006938	BRALA12778	YEAST02536
OG0006939	BRALA27730	YEAST01033
OG0006940	BRALA00085	YEAST05163
OG0006942	BRALA15259	YEAST00190
OG0006943	BRALA21727	YEAST02583
OG0006949	BRALA07772	YEAST00975, YEAST00256
OG0006952	BRALA19947, BRALA34472	YEAST02831
OG0006953	BRALA06329	YEAST02903, YEAST04751, YEAST05739
OG0006959	BRALA24691	YEAST01865
OG0006964	BRALA27971	YEAST05995
OG0006966	BRALA16205	YEAST02544
OG0006967	BRALA23027	YEAST06235
OG0006968	BRALA12502	YEAST03972
OG0006969	BRALA29846	YEAST01604
OG0006971	BRALA23591	YEAST00044
OG0006973	BRALA33702	YEAST03793
OG0006975	BRALA33934	YEAST02322
OG0006977	BRALA12753	YEAST06248
OG0006978	BRALA30073	YEAST00696
OG0006980	BRALA19616	YEAST02173
OG0006985	BRALA17311	YEAST03215
OG0006991	BRALA01907	YEAST05066
OG0006992	BRALA11459	YEAST04657
OG0006994	BRALA04795	YEAST05554
OG0006995	BRALA04611	YEAST06048
OG0006997	BRALA25727	YEAST00664
OG0006998	BRALA22667	YEAST02509
OG0006999	BRALA12897	YEAST03874
OG0007003	BRALA21239	YEAST01840
OG0007005	BRALA23593	YEAST03907
OG0007009	BRALA30026	YEAST05645
OG0007010	BRALA31317	YEAST01652
OG0007012	BRALA25249	YEAST05361
OG0007013	BRALA13128	YEAST05971
OG0007015	BRALA34981	YEAST03053
OG0007016	BRALA22412	YEAST05307
OG0007020	BRALA29840	YEAST00663
OG0007024	BRALA17168	YEAST01864
OG0007028	BRALA14732	YEAST06312
OG0007029	BRALA02101	YEAST05619
OG0007033	BRALA15267	YEAST04002
OG0007036	BRALA18395	YEAST04799
OG0007043	BRALA29990	YEAST02072, YEAST01064
OG0007045	BRALA29234	YEAST01113
OG0007046	BRALA28196	YEAST04826
OG0007049	BRALA19591	YEAST05930
OG0007050	BRALA21668, BRALA21669	YEAST05668
OG0007053	BRALA19607	YEAST05898
OG0007055	BRALA27573	YEAST02593
OG0007057	BRALA29582	YEAST05673
OG0007061	BRALA21466	YEAST03247
OG0007063	BRALA16766	YEAST04650
OG0007065	BRALA16383	YEAST01111
OG0007071	BRALA34937, BRALA13812	YEAST02162
OG0007073	BRALA15855	YEAST03946
OG0007075	BRALA06827	YEAST00811
OG0007084	BRALA12501	YEAST05527
OG0007089	BRALA04691	YEAST04132
OG0007092	BRALA10801, BRALA10923	YEAST01811
OG0007093	BRALA16275	YEAST01923
OG0007095	BRALA25279	YEAST02581
OG0007097	BRALA04240	YEAST01699
OG0007098	BRALA19999	YEAST03783
OG0007106	BRALA18050	YEAST00202
OG0007112	BRALA08342	YEAST05597
OG0007114	BRALA31771, BRALA16434	YEAST03493
OG0007118	BRALA23004	YEAST01120
OG0007119	BRALA00190, BRALA00189	YEAST05459
OG0007120	BRALA01237	YEAST04248
OG0007121	BRALA13421	YEAST05746
OG0007124	BRALA13189, BRALA13193	YEAST04818
OG0007127	BRALA00288	YEAST04415
OG0007130	BRALA15297	YEAST05158
OG0007131	BRALA20793	YEAST05874
OG0007132	BRALA01544	YEAST06078
OG0007137	BRALA16723	YEAST00797
OG0007138	BRALA10025	YEAST04319
OG0007139	BRALA14595	YEAST05259
OG0007143	BRALA18546	YEAST02636
OG0007144	BRALA14968	YEAST04135
OG0007150	BRALA28102, BRALA03555	YEAST00900
OG0007154	BRALA30790	YEAST01439
OG0007164	BRALA24802	YEAST05557
OG0007165	BRALA25940	YEAST04228, YEAST02514
OG0007166	BRALA26413	YEAST05384
OG0007168	BRALA07437	YEAST02929
OG0007182	BRALA14277	YEAST00042
OG0007184	BRALA16251, BRALA12218	YEAST01512
OG0007185	BRALA34535, BRALA34427, BRALA34517	YEAST01036
OG0007186	BRALA22761	YEAST00761
OG0007192	BRALA14056	YEAST00860
OG0007201	BRALA13129	YEAST01721
OG0007249	BRALA22910	YEAST00344
OG0007254	BRALA15786	YEAST00328
OG0007258	BRALA01613	YEAST02867
OG0007264	BRALA12516	YEAST04093
OG0007269	BRALA27876	YEAST04522
OG0007274	BRALA24356	YEAST04165, YEAST05634
OG0007276	BRALA15590	YEAST02007
OG0007279	BRALA33921	YEAST02363
OG0007282	BRALA19380	YEAST04912
OG0007288	BRALA06735	YEAST02949
OG0007292	BRALA02935	YEAST05159
OG0007303	BRALA32134	YEAST05207
OG0007307	BRALA35494, BRALA32131	YEAST05606
OG0007313	BRALA10093	YEAST02047
OG0007317	BRALA16631	YEAST04084
OG0007321	BRALA13420	YEAST05016
OG0007322	BRALA16163	YEAST01090
OG0007325	BRALA03154	YEAST03249
OG0007330	BRALA18712	YEAST00633
OG0007332	BRALA19243, BRALA11859	YEAST02451
OG0007335	BRALA25943	YEAST06084
OG0007336	BRALA30607	YEAST03606
OG0007341	BRALA10192	YEAST00183
OG0007343	BRALA17838	YEAST00383
OG0007347	BRALA07020	YEAST02066
OG0007349	BRALA14778	YEAST01492
OG0007354	BRALA00412	YEAST03378
OG0007355	BRALA02332	YEAST02682
OG0007361	BRALA13539	YEAST02394
OG0007363	BRALA08293	YEAST05519
OG0007364	BRALA08059	YEAST01959
OG0007367	BRALA00971	YEAST01013
OG0007371	BRALA11443	YEAST04970
OG0007376	BRALA21288	YEAST02976
OG0007379	BRALA24434	YEAST00967
OG0007380	BRALA28437	YEAST00785, YEAST00666
OG0007382	BRALA16494	YEAST01108
OG0007387	BRALA24094	YEAST06326
OG0007393	BRALA13386	YEAST01116
OG0007394	BRALA12036	YEAST05998
OG0007395	BRALA06410	YEAST00603
OG0007397	BRALA01278	YEAST03512
OG0007399	BRALA14407	YEAST02279
OG0007401	BRALA12586, BRALA22765	YEAST03451
OG0007408	BRALA16019	YEAST03401
OG0007409	BRALA16018	YEAST05329
OG0007411	BRALA07828	YEAST04399
OG0007412	BRALA24506	YEAST04822
OG0007414	BRALA00794	YEAST01970
OG0007415	BRALA11329	YEAST01948
OG0007417	BRALA28685	YEAST04175
OG0007419	BRALA32702	YEAST02667
OG0007424	BRALA19512	YEAST05463
OG0007425	BRALA18724	YEAST06135
OG0007427	BRALA13862	YEAST00763
OG0007428	BRALA14474	YEAST01536
OG0007431	BRALA00289	YEAST00610
OG0007442	BRALA00948	YEAST03687
OG0007446	BRALA24916	YEAST04647
OG0007451	BRALA19075	YEAST02017
OG0007454	BRALA11674, BRALA11657	YEAST01359
OG0007456	BRALA10347	YEAST00931
OG0007458	BRALA00936	YEAST02196
OG0007460	BRALA31050	YEAST04891
OG0007463	BRALA34987	YEAST00394
OG0007466	BRALA04313	YEAST00806
OG0007473	BRALA14480	YEAST03408
OG0007478	BRALA07242	YEAST02470
OG0007482	BRALA05483	YEAST05783
OG0007483	BRALA14638	YEAST01187
OG0007484	BRALA34970, BRALA25018	YEAST00517
OG0007488	BRALA07730	YEAST04193
OG0007491	BRALA27933	YEAST05032
OG0007495	BRALA07064	YEAST04536
OG0007498	BRALA18534	YEAST00593
OG0007499	BRALA22115	YEAST03994
OG0007504	BRALA06373	YEAST02642
OG0007509	BRALA01191	YEAST03229
OG0007519	BRALA16478	YEAST04589
OG0007528	BRALA02975	YEAST02438
OG0007531	BRALA17602	YEAST05725
OG0007550	BRALA12482	YEAST03311
OG0007591	BRALA06678	YEAST02623
OG0007597	BRALA14989	YEAST05244
OG0007605	BRALA22620	YEAST04509
OG0007615	BRALA18987	YEAST05127
OG0007618	BRALA31856	YEAST02486
OG0007619	BRALA15804	YEAST04342
OG0007622	BRALA12768	YEAST01282
OG0007624	BRALA09011	YEAST03901
OG0007645	BRALA24158	YEAST05586
OG0007646	BRALA28662	YEAST05572
OG0007648	BRALA16886	YEAST03775
OG0007656	BRALA28227	YEAST02935
OG0007657	BRALA02507	YEAST01213
OG0007663	BRALA23722	YEAST01133
OG0007676	BRALA24716	YEAST01965
OG0007685	BRALA23469	YEAST00976
OG0007690	BRALA07457	YEAST00054
OG0007692	BRALA06346	YEAST05386
OG0007698	BRALA16601	YEAST04526
OG0007701	BRALA24156	YEAST04394
OG0007703	BRALA06713	YEAST03290
OG0007704	BRALA04558	YEAST01687
OG0007712	BRALA21710	YEAST02916
OG0007722	BRALA21943	YEAST06130
OG0007727	BRALA21003	YEAST01129
OG0007739	BRALA18839	YEAST04408
OG0007744	BRALA05195	YEAST04303
OG0007749	BRALA18940	YEAST02144
OG0007751	BRALA33971	YEAST03046
OG0007754	BRALA01279	YEAST03550
OG0007758	BRALA28225	YEAST04336
OG0007760	BRALA03356	YEAST02821
OG0007766	BRALA25273	YEAST03772, YEAST02908
OG0007767	BRALA19625	YEAST03177
OG0007769	BRALA10426	YEAST02589
OG0007772	BRALA14256	YEAST05211
OG0007773	BRALA11668, BRALA02134, BRALA11667, BRALA11666	YEAST05609
OG0007783	BRALA06375	YEAST03579
OG0007784	BRALA31814, BRALA33762	YEAST01170
OG0007786	BRALA26160	YEAST01347
OG0007787	BRALA12709	YEAST03458
OG0007801	BRALA18634	YEAST02556, YEAST00332
OG0007803	BRALA12041	YEAST00818
OG0007810	BRALA25717	YEAST06278
OG0007811	BRALA27274	YEAST05686
OG0007816	BRALA08675	YEAST00605
OG0007823	BRALA17117	YEAST03887
OG0007825	BRALA04064	YEAST05054
OG0007827	BRALA26239	YEAST01279
OG0007829	BRALA12876	YEAST02649
OG0007830	BRALA07914	YEAST03594
OG0007831	BRALA34154	YEAST03693
OG0007838	BRALA12878	YEAST04312
OG0007840	BRALA15126	YEAST02829
OG0007843	BRALA11887	YEAST04794
OG0007848	BRALA12256	YEAST03711
OG0007849	BRALA31006	YEAST01915
OG0007852	BRALA22715	YEAST02199
OG0007854	BRALA24517	YEAST01377
OG0007858	BRALA11551	YEAST03196
OG0007866	BRALA13127	YEAST06036
OG0007912	BRALA14981	YEAST04725
OG0007918	BRALA21791	YEAST04092
OG0007941	BRALA16696	YEAST03892
OG0007942	BRALA01333	YEAST03545
OG0007943	BRALA08955	YEAST03288
OG0007947	BRALA21953	YEAST02420
OG0007958	BRALA21738	YEAST01011
OG0007971	BRALA19533	YEAST03990
OG0007975	BRALA26783	YEAST01243
OG0007976	BRALA06549	YEAST02259
OG0007978	BRALA01087	YEAST01491
OG0007982	BRALA21295	YEAST03186
OG0007986	BRALA09512	YEAST01263
OG0007993	BRALA30161	YEAST00089
OG0007995	BRALA06067, BRALA11512, BRALA16489	YEAST03463
OG0007996	BRALA27572	YEAST04079
OG0007998	BRALA06927, BRALA35540	YEAST00688
OG0008008	BRALA18635	YEAST02355
OG0008020	BRALA27130	YEAST05433
OG0008030	BRALA07301	YEAST00039
OG0008031	BRALA30757	YEAST04719
OG0008038	BRALA00052	YEAST05601
OG0008042	BRALA01614	YEAST04557, YEAST00839
OG0008045	BRALA00416	YEAST01345
OG0008053	BRALA27848	YEAST05804
OG0008055	BRALA18953	YEAST05224
OG0008056	BRALA12095	YEAST04542
OG0008069	BRALA05254	YEAST00959
OG0008072	BRALA18765	YEAST00552
OG0008074	BRALA28413	YEAST05664
OG0008079	BRALA08589	YEAST03108
OG0008085	BRALA16435, BRALA31770	YEAST04107
OG0008091	BRALA30103	YEAST06200
OG0008100	BRALA16672	YEAST03959
OG0008103	BRALA34312	YEAST05352
OG0008104	BRALA06606	YEAST06240
OG0008105	BRALA33680	YEAST03324
OG0008110	BRALA13888	YEAST00121
OG0008111	BRALA15647	YEAST06004, YEAST05693
OG0008115	BRALA20867	YEAST05684, YEAST06009
OG0008122	BRALA26542	YEAST01663
OG0008127	BRALA11884	YEAST05342
OG0008136	BRALA20212	YEAST02756
OG0008196	BRALA17122	YEAST03623
OG0008202	BRALA16861	YEAST06186
OG0008208	BRALA20062	YEAST04341
OG0008219	BRALA06408	YEAST05754
OG0008244	BRALA10429	YEAST04999
OG0008251	BRALA07938	YEAST01472
OG0008254	BRALA18783	YEAST04740
OG0008267	BRALA28040	YEAST02722
OG0008273	BRALA05439	YEAST00628
OG0008275	BRALA28211	YEAST05358
OG0008281	BRALA11926	YEAST01387
OG0008307	BRALA26874	YEAST01285
OG0008323	BRALA12203	YEAST05718
OG0008332	BRALA29844	YEAST03366
OG0008339	BRALA09633	YEAST03286
OG0008346	BRALA10836	YEAST01382
OG0008348	BRALA02881	YEAST03383
OG0008351	BRALA02173	YEAST01276
OG0008401	BRALA17999	YEAST02115
OG0008403	BRALA24505	YEAST01318
OG0008404	BRALA23651	YEAST02842
OG0008416	BRALA17626	YEAST05168
OG0008432	BRALA18703	YEAST01317
OG0008524	BRALA34791, BRALA35810	YEAST02216
OG0008533	BRALA28209	YEAST00770
OG0008540	BRALA07940	YEAST02219
OG0008542	BRALA16597	YEAST00506
OG0008546	BRALA20223	YEAST03499
OG0008582	BRALA03652	YEAST04883
OG0008601	BRALA20388	YEAST03150
OG0008602	BRALA34147	YEAST04166
OG0008620	BRALA09482	YEAST00843
OG0008626	BRALA19975	YEAST03306
OG0008645	BRALA27600	YEAST05803
OG0008654	BRALA27377	YEAST03590
OG0008677	BRALA05307	YEAST03567
OG0008680	BRALA21682	YEAST02511
OG0008681	BRALA10215	YEAST04884
OG0008685	BRALA03084	YEAST00164
OG0008705	BRALA18575	YEAST06239
OG0008789	BRALA22759, BRALA35300	YEAST05903
OG0008794	BRALA31199	YEAST01976, YEAST00168, YEAST00957
OG0008799	BRALA31717	YEAST03377
OG0008816	BRALA13552	YEAST01954
OG0008818	BRALA23356	YEAST00271
OG0008823	BRALA14958	YEAST03936
OG0008824	BRALA02996	YEAST01698
OG0008861	BRALA26569	YEAST04983
OG0008872	BRALA05136	YEAST03799
OG0008873	BRALA06718, BRALA16425, BRALA24736, BRALA05045	YEAST04429
OG0008879	BRALA06508	YEAST05579
OG0008903	BRALA17180	YEAST01637
OG0008913	BRALA18540	YEAST03181, YEAST03769
OG0008923	BRALA24473	YEAST01739
OG0008946	BRALA28598	YEAST00403
OG0008990	BRALA07068	YEAST02040
OG0009056	BRALA10921, BRALA10799	YEAST00322
OG0009066	BRALA29047	YEAST04511
OG0009078	BRALA27983	YEAST02676
OG0009099	BRALA23133	YEAST05709
OG0009105	BRALA20875	YEAST02501
OG0009115	BRALA05149	YEAST05628, YEAST04158
OG0009118	BRALA05213	YEAST03618
OG0009165	BRALA18726	YEAST05085, YEAST01742
OG0009166	BRALA21167	YEAST03055
OG0009172	BRALA07436	YEAST02854
OG0009182	BRALA23079	YEAST03621
OG0009225	BRALA00399	YEAST01052
OG0009232	BRALA29290	YEAST04731
OG0009311	BRALA19236	YEAST00623
OG0009315	BRALA05899	YEAST04722
OG0009361	BRALA06923	YEAST02727
OG0009394	BRALA02911	YEAST04927
OG0009396	BRALA09780	YEAST03896
OG0009451	BRALA21705	YEAST05755, YEAST04763
OG0009472	BRALA14356	YEAST01737
OG0009483	BRALA12485	YEAST05877
OG0009486	BRALA18698, BRALA18699	YEAST00324
OG0009492	BRALA12780, BRALA16771, BRALA26934	YEAST00632
OG0009497	BRALA00872	YEAST03830
OG0009555	BRALA15563, BRALA20122, BRALA07855	YEAST03831
OG0009582	BRALA06697, BRALA27235	YEAST04984
OG0009590	BRALA06074	YEAST02138
OG0009604	BRALA03268	YEAST04803
OG0009614	BRALA06398	YEAST00622
OG0009630	BRALA15002	YEAST02852
OG0009649	BRALA29136	YEAST01825
OG0009654	BRALA10438	YEAST04221
OG0009676	BRALA29430	YEAST05959
OG0009737	BRALA16493, BRALA16498	YEAST02025
OG0009892	BRALA13546	YEAST01082
OG0009911	BRALA05445	YEAST03388
OG0009920	BRALA18486	YEAST05355
OG0009926	BRALA35838	YEAST03054
OG0010054	BRALA35375	YEAST01026
OG0010139	BRALA06822	YEAST01045
OG0010271	BRALA24151	YEAST03656
OG0010323	BRALA13149	YEAST04943
OG0010346	BRALA33257	YEAST00902, YEAST04286
OG0010481	BRALA15975, BRALA15974	YEAST01854
OG0010643	BRALA13039	YEAST00800
OG0010858	BRALA08470, BRALA08471	YEAST04030, YEAST05272
OG0010876	BRALA24224	YEAST02678
OG0010930	BRALA11505	YEAST02641
OG0010980	BRALA16863	YEAST00370
OG0011003	BRALA17178	YEAST03808
OG0011087	BRALA10458, BRALA10517, BRALA24324, BRALA10461, BRALA11142, BRALA10460	YEAST06300, YEAST02632
OG0011216	BRALA35169, BRALA35962	YEAST02293
OG0011272	BRALA15478, BRALA15477	YEAST04075
OG0011313	BRALA08277	YEAST03172
OG0011414	BRALA23446	YEAST04503
OG0011734	BRALA12144	YEAST04911
OG0011737	BRALA04799	YEAST00219
OG0011960	BRALA23926, BRALA02006	YEAST01713
OG0012438	BRALA25127	YEAST03374
OG0012449	BRALA28661	YEAST06083, YEAST05798
OG0012922	BRALA29539, BRALA26100, BRALA33612	YEAST02277
OG0014103	BRALA06717, BRALA12594	YEAST04946
OG0014156	BRALA15810, BRALA15811	YEAST06334
OG0016400	BRALA04430	YEAST06093, YEAST04389, YEAST01827
OG0016445	BRALA02828, BRALA06639	YEAST04768, YEAST03664
OG0018168	BRALA08283	YEAST03765, YEAST03183
OG0018258	BRALA21311	YEAST01934
OG0020384	BRALA11386	YEAST00354, YEAST01039
OG0020448	BRALA12051	YEAST04583
OG0023902	BRALA23871	YEAST03101
OG0023931	BRALA28159	YEAST02003, YEAST00139
OG0024049	BRALA10707	YEAST03193
OG0029405	BRALA17736	YEAST05087
OG0029648	BRALA11653, BRALA11675	YEAST05465
