Orthogroup	BRALA	ORYLA
OG0000084	BRALA27744	ORYLA00399, ORYLA18720, ORYLA19616, ORYLA17981, ORYLA02328, ORYLA12505
OG0000085	BRALA10231	ORYLA08236, ORYLA01683, ORYLA05503, ORYLA09818
OG0000085	BRALA35021	ORYLA04311, ORYLA03740, ORYLA02606
OG0000085	BRALA20574	ORYLA06168
OG0000085	BRALA19315	ORYLA01458, ORYLA09387, ORYLA11376
OG0000085	BRALA25446	ORYLA02607, ORYLA17633, ORYLA03741
OG0000085	BRALA18829	ORYLA02243, ORYLA05178
OG0000086	BRALA05165	ORYLA16218
OG0000086	BRALA08255	ORYLA18822
OG0000088	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340, BRALA17728	ORYLA04999, ORYLA08099, ORYLA14560, ORYLA12098, ORYLA15363, ORYLA09175, ORYLA13524
OG0000089	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045	ORYLA03928, ORYLA01015, ORYLA09345, ORYLA11332
OG0000090	BRALA02611	ORYLA02080, ORYLA06082
OG0000090	BRALA04706	ORYLA01746, ORYLA06194
OG0000091	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173	ORYLA02531
OG0000093	BRALA25999, BRALA23972	ORYLA18669
OG0000093	BRALA01382, BRALA01380	ORYLA15023, ORYLA11108, ORYLA13845
OG0000094	BRALA09222, BRALA24092	ORYLA07022, ORYLA13648, ORYLA16827, ORYLA02928, ORYLA18149
OG0000096	BRALA29898, BRALA29897	ORYLA01048, ORYLA09916, ORYLA08764, ORYLA06904, ORYLA03328
OG0000096	BRALA16859	ORYLA13747, ORYLA08870
OG0000096	BRALA08595, BRALA28945	ORYLA15103, ORYLA16842, ORYLA19281, ORYLA15104
OG0000096	BRALA24883	ORYLA10017
OG0000098	BRALA00433	ORYLA17178, ORYLA07954, ORYLA12107, ORYLA12108, ORYLA09777
OG0000098	BRALA09558	ORYLA12605, ORYLA17802, ORYLA17803, ORYLA14930, ORYLA14929, ORYLA14928, ORYLA12061, ORYLA17722, ORYLA17721
OG0000099	BRALA22450, BRALA22449	ORYLA20429, ORYLA04253, ORYLA01278, ORYLA03578, ORYLA04559, ORYLA01343
OG0000099	BRALA15695, BRALA29540	ORYLA05907, ORYLA01597, ORYLA03439
OG0000099	BRALA29541	ORYLA11498, ORYLA05408, ORYLA05964, ORYLA03167, ORYLA04063
OG0000100	BRALA15348	ORYLA08449
OG0000100	BRALA09332	ORYLA10317
OG0000101	BRALA27830	ORYLA12058
OG0000101	BRALA14227, BRALA01723, BRALA14232, BRALA14229, BRALA14228	ORYLA08387
OG0000101	BRALA35778, BRALA34308	ORYLA09166, ORYLA09165
OG0000101	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970	ORYLA09845, ORYLA13979, ORYLA09844, ORYLA08653, ORYLA08654
OG0000102	BRALA25931	ORYLA19358, ORYLA00094
OG0000102	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014	ORYLA18027, ORYLA02390, ORYLA02592
OG0000103	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033	ORYLA06785, ORYLA13767, ORYLA13768, ORYLA18738, ORYLA18739, ORYLA16588, ORYLA16584, ORYLA16587, ORYLA18654, ORYLA16586, ORYLA15171, ORYLA18507, ORYLA11651, ORYLA06786, ORYLA06787, ORYLA08966
OG0000104	BRALA24676, BRALA24677	ORYLA03680, ORYLA06072
OG0000104	BRALA26650	ORYLA19284, ORYLA06159, ORYLA19393, ORYLA08226
OG0000104	BRALA24675	ORYLA03679
OG0000104	BRALA25097, BRALA25098	ORYLA09408
OG0000104	BRALA20458, BRALA20457	ORYLA14236, ORYLA14756, ORYLA10856
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	ORYLA15151, ORYLA15152, ORYLA06558, ORYLA09282
OG0000106	BRALA17617	ORYLA06794
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	ORYLA05764, ORYLA14913, ORYLA14914
OG0000107	BRALA20699	ORYLA18785
OG0000108	BRALA10855	ORYLA16484, ORYLA08061, ORYLA07077, ORYLA15731, ORYLA13754
OG0000110	BRALA16587	ORYLA04051, ORYLA04053, ORYLA04052, ORYLA03470
OG0000111	BRALA29475, BRALA06649, BRALA13382	ORYLA16810, ORYLA16333, ORYLA00657, ORYLA18197, ORYLA16684
OG0000111	BRALA16169, BRALA10270	ORYLA01366
OG0000113	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149	ORYLA17645, ORYLA13433
OG0000113	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625	ORYLA15283
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	ORYLA00753, ORYLA04661, ORYLA14079, ORYLA02708, ORYLA14069, ORYLA20181, ORYLA17626, ORYLA17625, ORYLA15653
OG0000116	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197	ORYLA09389
OG0000117	BRALA32508, BRALA05492	ORYLA13253
OG0000117	BRALA19489	ORYLA15132
OG0000119	BRALA06707, BRALA09190	ORYLA06828, ORYLA09873, ORYLA13916, ORYLA00923, ORYLA07823
OG0000119	BRALA09113, BRALA09057, BRALA09056	ORYLA09647, ORYLA14223, ORYLA16119, ORYLA05654
OG0000119	BRALA14028, BRALA14029	ORYLA09477, ORYLA05169
OG0000120	BRALA18993	ORYLA01786, ORYLA01787
OG0000121	BRALA03924, BRALA20434, BRALA03923	ORYLA00510, ORYLA01379, ORYLA07858
OG0000121	BRALA02169	ORYLA06690, ORYLA06688
OG0000122	BRALA04629	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471
OG0000123	BRALA16281	ORYLA19007, ORYLA01318, ORYLA03924, ORYLA00364
OG0000123	BRALA11475	ORYLA07863, ORYLA17749, ORYLA01334, ORYLA03949
OG0000123	BRALA11471	ORYLA18505, ORYLA02793, ORYLA01508
OG0000123	BRALA22355	ORYLA04317, ORYLA01144
OG0000124	BRALA26544	ORYLA16732
OG0000124	BRALA05628	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019
OG0000124	BRALA26268	ORYLA04689
OG0000124	BRALA23466	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516
OG0000125	BRALA07049	ORYLA06139, ORYLA15763, ORYLA14369
OG0000125	BRALA11353	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368
OG0000125	BRALA11356	ORYLA01977, ORYLA08228, ORYLA17147
OG0000126	BRALA11509	ORYLA10750, ORYLA01228, ORYLA13510
OG0000126	BRALA11885	ORYLA09118
OG0000126	BRALA21733	ORYLA02980, ORYLA13012, ORYLA19785, ORYLA05724, ORYLA19714, ORYLA14802
OG0000127	BRALA35668, BRALA34921	ORYLA09546, ORYLA01017, ORYLA13298
OG0000127	BRALA06066	ORYLA18247, ORYLA09922
OG0000127	BRALA17083	ORYLA05476, ORYLA10382
OG0000127	BRALA16654	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240
OG0000127	BRALA06242	ORYLA17012, ORYLA18446, ORYLA16683
OG0000128	BRALA21885, BRALA21891, BRALA03636	ORYLA17289
OG0000128	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136	ORYLA03587
OG0000128	BRALA31378	ORYLA06619, ORYLA09314
OG0000129	BRALA31934, BRALA31933, BRALA13415, BRALA13416	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766
OG0000129	BRALA11658	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452
OG0000129	BRALA27240	ORYLA06890
OG0000130	BRALA03425	ORYLA06999, ORYLA11637
OG0000130	BRALA21438	ORYLA11367
OG0000130	BRALA22517	ORYLA18984, ORYLA14309, ORYLA14308, ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896
OG0000130	BRALA05250, BRALA05249, BRALA22519, BRALA22518	ORYLA04654, ORYLA19050, ORYLA09312, ORYLA09567, ORYLA01013
OG0000130	BRALA06672, BRALA27303	ORYLA17513, ORYLA02633, ORYLA02632, ORYLA06522, ORYLA08153, ORYLA04772
OG0000131	BRALA24562	ORYLA02651, ORYLA17218
OG0000131	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869	ORYLA07842, ORYLA07843, ORYLA07841, ORYLA07898, ORYLA12828
OG0000132	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043
OG0000132	BRALA11245	ORYLA08009
OG0000133	BRALA22999	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547
OG0000136	BRALA07227	ORYLA05588, ORYLA07175, ORYLA19480
OG0000137	BRALA21689, BRALA16648	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560
OG0000137	BRALA28974, BRALA04537	ORYLA20491
OG0000137	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017	ORYLA06196, ORYLA16275
OG0000137	BRALA25430, BRALA25424, BRALA35631, BRALA30028	ORYLA11370, ORYLA08706
OG0000138	BRALA32811, BRALA15585, BRALA32722, BRALA33138, BRALA15584, BRALA24882, BRALA14912, BRALA32091, BRALA15583, BRALA16060, BRALA21333, BRALA33205	ORYLA07654
OG0000140	BRALA29786, BRALA10378, BRALA12987, BRALA12988	ORYLA14844, ORYLA14843, ORYLA14846, ORYLA19052, ORYLA14994, ORYLA19713
OG0000141	BRALA24485	ORYLA12784, ORYLA10524
OG0000141	BRALA23794, BRALA23795	ORYLA18451
OG0000141	BRALA03140, BRALA03139, BRALA03141	ORYLA15273
OG0000145	BRALA23325	ORYLA19796
OG0000145	BRALA22128, BRALA17183, BRALA33209	ORYLA08429
OG0000147	BRALA33037	ORYLA06944, ORYLA12833, ORYLA15636
OG0000147	BRALA16538	ORYLA13100, ORYLA13101
OG0000147	BRALA30660	ORYLA18182
OG0000148	BRALA09428	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722
OG0000149	BRALA04476, BRALA12518, BRALA28887	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319
OG0000149	BRALA24371	ORYLA19729
OG0000151	BRALA00287	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669
OG0000151	BRALA21767	ORYLA17249
OG0000153	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	ORYLA07634, ORYLA07633, ORYLA07635, ORYLA07636, ORYLA05578, ORYLA05577, ORYLA07896, ORYLA07897, ORYLA07844, ORYLA07894
OG0000154	BRALA22725, BRALA18903	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516
OG0000155	BRALA16575	ORYLA01931, ORYLA05131
OG0000157	BRALA27057	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319
OG0000157	BRALA11237	ORYLA16681, ORYLA00723
OG0000157	BRALA28027	ORYLA13713, ORYLA15077, ORYLA11173, ORYLA15669
OG0000159	BRALA09776	ORYLA09075
OG0000159	BRALA12258	ORYLA02062, ORYLA11501, ORYLA06048
OG0000159	BRALA02682	ORYLA02590, ORYLA18122
OG0000159	BRALA07694, BRALA07731, BRALA07711	ORYLA08188
OG0000160	BRALA09740	ORYLA15840
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884
OG0000163	BRALA16731, BRALA16733, BRALA16732	ORYLA00631, ORYLA16749, ORYLA00152
OG0000163	BRALA00110	ORYLA17166
OG0000164	BRALA23092	ORYLA18109
OG0000164	BRALA01615	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180
OG0000165	BRALA31579	ORYLA19750, ORYLA01240, ORYLA03912
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	ORYLA01443, ORYLA19505, ORYLA01245
OG0000165	BRALA14596	ORYLA15304, ORYLA11153, ORYLA12054, ORYLA19673, ORYLA18161, ORYLA12055, ORYLA12173, ORYLA02716, ORYLA17333, ORYLA17334, ORYLA12984, ORYLA01002, ORYLA01003, ORYLA03945, ORYLA07278, ORYLA04321, ORYLA06919, ORYLA09488, ORYLA08771
OG0000167	BRALA00255	ORYLA20275, ORYLA20276
OG0000167	BRALA14209, BRALA17893, BRALA33074, BRALA33075	ORYLA15498, ORYLA06766, ORYLA11713, ORYLA10617, ORYLA10277, ORYLA11948, ORYLA02111, ORYLA16156, ORYLA14005, ORYLA07114, ORYLA09226
OG0000168	BRALA19184	ORYLA16346, ORYLA15128, ORYLA12100
OG0000168	BRALA01020	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223
OG0000168	BRALA13286, BRALA13283	ORYLA07700
OG0000169	BRALA08147, BRALA04305	ORYLA18751
OG0000169	BRALA12580, BRALA14929, BRALA34193	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625
OG0000170	BRALA09131	ORYLA14422
OG0000171	BRALA35313	ORYLA17814, ORYLA02334, ORYLA08117, ORYLA10775, ORYLA01499, ORYLA17815
OG0000171	BRALA33750	ORYLA03475
OG0000171	BRALA28419	ORYLA11273
OG0000171	BRALA09972, BRALA09975, BRALA34620	ORYLA07855
OG0000171	BRALA11421, BRALA23749, BRALA04631	ORYLA00842, ORYLA07412
OG0000171	BRALA06721	ORYLA00507
OG0000172	BRALA23427, BRALA05075, BRALA09367, BRALA05284	ORYLA14905
OG0000172	BRALA19981	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248
OG0000173	BRALA05388	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932
OG0000174	BRALA01909	ORYLA19814, ORYLA10779
OG0000174	BRALA26657, BRALA29586	ORYLA06450, ORYLA09402
OG0000175	BRALA14699, BRALA14698	ORYLA13694, ORYLA09065
OG0000175	BRALA21252, BRALA16465	ORYLA14503, ORYLA14504
OG0000179	BRALA13816	ORYLA08077, ORYLA04985, ORYLA02338, ORYLA18117
OG0000179	BRALA28779	ORYLA20422
OG0000180	BRALA18757	ORYLA10201, ORYLA08835
OG0000181	BRALA20263	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335
OG0000181	BRALA11436	ORYLA11594
OG0000183	BRALA34386	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092
OG0000183	BRALA30657	ORYLA03426
OG0000184	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344	ORYLA13442, ORYLA13444, ORYLA13443
OG0000185	BRALA17010	ORYLA15712, ORYLA15972, ORYLA09436
OG0000185	BRALA09635	ORYLA06433
OG0000185	BRALA20218	ORYLA12658, ORYLA02266, ORYLA07574
OG0000185	BRALA09638	ORYLA11753, ORYLA05335
OG0000187	BRALA08508	ORYLA18399
OG0000188	BRALA03655	ORYLA02679, ORYLA17741, ORYLA00508
OG0000190	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641	ORYLA06271, ORYLA02455, ORYLA06273, ORYLA12967, ORYLA02454
OG0000191	BRALA07439	ORYLA05361, ORYLA11475, ORYLA02113
OG0000192	BRALA05274	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158
OG0000192	BRALA02780	ORYLA18141
OG0000192	BRALA25029	ORYLA16694
OG0000194	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297	ORYLA03335, ORYLA10209, ORYLA09317
OG0000195	BRALA27202, BRALA33299, BRALA21846	ORYLA09172, ORYLA07416
OG0000197	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127
OG0000197	BRALA20671	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867
OG0000197	BRALA10218	ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652
OG0000198	BRALA09031, BRALA09030, BRALA09029	ORYLA19780, ORYLA16521
OG0000198	BRALA10595, BRALA34498, BRALA19290, BRALA21496	ORYLA06440
OG0000200	BRALA02802, BRALA02803, BRALA02804	ORYLA03633
OG0000201	BRALA11221	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010
OG0000201	BRALA14937	ORYLA17554, ORYLA04556, ORYLA03543
OG0000201	BRALA24651	ORYLA11410, ORYLA04401, ORYLA17966
OG0000202	BRALA14447	ORYLA07840, ORYLA16451, ORYLA05710, ORYLA09906, ORYLA09907
OG0000202	BRALA31830, BRALA31826	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184
OG0000203	BRALA06689	ORYLA19611
OG0000203	BRALA14737	ORYLA02186, ORYLA05651, ORYLA02226
OG0000203	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399	ORYLA06336, ORYLA13132, ORYLA15645
OG0000204	BRALA20764	ORYLA14989, ORYLA12052
OG0000204	BRALA02474	ORYLA14833, ORYLA12329, ORYLA11040
OG0000204	BRALA02308	ORYLA12759
OG0000205	BRALA21195	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096
OG0000205	BRALA20306, BRALA28681	ORYLA07839, ORYLA16466, ORYLA01806
OG0000206	BRALA16744, BRALA23705, BRALA23702, BRALA23706, BRALA12342, BRALA10699, BRALA00372, BRALA09354, BRALA14643, BRALA26840, BRALA32096, BRALA32097, BRALA10829, BRALA09797, BRALA09794, BRALA12865	ORYLA05181
OG0000206	BRALA25642, BRALA25645, BRALA27739, BRALA21905, BRALA08313, BRALA25643	ORYLA19707, ORYLA12010
OG0000206	BRALA22100	ORYLA04922
OG0000207	BRALA03383	ORYLA12926, ORYLA15852
OG0000208	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541
OG0000209	BRALA25102	ORYLA18365
OG0000211	BRALA12046	ORYLA03809, ORYLA03810
OG0000211	BRALA13452, BRALA35174	ORYLA05322
OG0000211	BRALA35905	ORYLA04972
OG0000211	BRALA33365	ORYLA14089
OG0000211	BRALA15028	ORYLA18617
OG0000213	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229	ORYLA03846, ORYLA17582
OG0000215	BRALA09164	ORYLA04441, ORYLA17376
OG0000216	BRALA02500, BRALA06821	ORYLA01656
OG0000216	BRALA08753, BRALA08754	ORYLA05541, ORYLA05540
OG0000218	BRALA12469	ORYLA15885
OG0000220	BRALA01840, BRALA01841	ORYLA06609, ORYLA09295
OG0000221	BRALA04793, BRALA07381, BRALA07380	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056
OG0000221	BRALA10634	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468
OG0000222	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286	ORYLA03527, ORYLA14496, ORYLA13104, ORYLA13105
OG0000225	BRALA20442, BRALA20435	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507
OG0000226	BRALA31446, BRALA01942	ORYLA08515
OG0000227	BRALA04952, BRALA04966	ORYLA08058, ORYLA16479, ORYLA19592
OG0000227	BRALA04957	ORYLA07005, ORYLA07006, ORYLA13332
OG0000228	BRALA34100	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119
OG0000228	BRALA29051, BRALA33810	ORYLA00170, ORYLA01127, ORYLA01126
OG0000229	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949	ORYLA09346
OG0000230	BRALA01549	ORYLA10690
OG0000230	BRALA16571, BRALA16569, BRALA16568	ORYLA10640, ORYLA14849, ORYLA17562, ORYLA02696, ORYLA02695
OG0000231	BRALA20193	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456
OG0000231	BRALA20465	ORYLA08962
OG0000232	BRALA34925, BRALA00968	ORYLA20493
OG0000233	BRALA24106, BRALA24105	ORYLA05663
OG0000233	BRALA10164, BRALA10197, BRALA18422, BRALA10165	ORYLA18003
OG0000234	BRALA04116	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693
OG0000234	BRALA02072	ORYLA11249, ORYLA14751
OG0000235	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556	ORYLA14889
OG0000235	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385	ORYLA01167, ORYLA04027, ORYLA10002
OG0000236	BRALA19030	ORYLA11551
OG0000238	BRALA11216, BRALA11218, BRALA11219, BRALA11217	ORYLA07768
OG0000238	BRALA22406	ORYLA07061, ORYLA18743, ORYLA15964
OG0000239	BRALA04987	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385
OG0000239	BRALA30155, BRALA34063	ORYLA11432, ORYLA10759
OG0000240	BRALA26625	ORYLA18684
OG0000242	BRALA02156, BRALA08925	ORYLA11284, ORYLA20306
OG0000242	BRALA11080, BRALA10999	ORYLA20204, ORYLA11050
OG0000243	BRALA15408	ORYLA14958, ORYLA17501
OG0000244	BRALA12481	ORYLA12391, ORYLA01756
OG0000245	BRALA33308	ORYLA15217, ORYLA11246
OG0000245	BRALA34781	ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567
OG0000246	BRALA02252	ORYLA16344
OG0000246	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836	ORYLA17250
OG0000248	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868	ORYLA10227, ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051
OG0000250	BRALA11863	ORYLA16891
OG0000250	BRALA09013, BRALA35677	ORYLA11002
OG0000251	BRALA15838	ORYLA19579, ORYLA14495
OG0000251	BRALA05640	ORYLA03531
OG0000251	BRALA09788, BRALA09787	ORYLA13883, ORYLA03324
OG0000253	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792	ORYLA11090, ORYLA02485, ORYLA16428
OG0000254	BRALA02849	ORYLA01528
OG0000255	BRALA00871, BRALA11731, BRALA31615	ORYLA04331
OG0000255	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836	ORYLA12113
OG0000256	BRALA10199	ORYLA02742, ORYLA16602, ORYLA00877
OG0000256	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201
OG0000257	BRALA18496	ORYLA07342, ORYLA19508, ORYLA14895
OG0000257	BRALA09564, BRALA08492	ORYLA12185
OG0000257	BRALA15240	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202
OG0000258	BRALA13021	ORYLA05816, ORYLA16736, ORYLA00803, ORYLA19450, ORYLA00543
OG0000258	BRALA20081	ORYLA13731, ORYLA14055, ORYLA11238
OG0000258	BRALA24991	ORYLA10418, ORYLA04818, ORYLA08148
OG0000259	BRALA16850	ORYLA03317, ORYLA03318, ORYLA03312, ORYLA03322, ORYLA03310, ORYLA03314, ORYLA03313, ORYLA03311, ORYLA03321, ORYLA03320, ORYLA03319
OG0000260	BRALA15356	ORYLA10907, ORYLA18428, ORYLA15874
OG0000260	BRALA16338	ORYLA17877, ORYLA08131, ORYLA01145
OG0000265	BRALA12823	ORYLA17739, ORYLA10912, ORYLA14726
OG0000268	BRALA05849	ORYLA01805, ORYLA01744, ORYLA01745
OG0000268	BRALA32039	ORYLA05672, ORYLA09801, ORYLA05671
OG0000269	BRALA33280, BRALA06865, BRALA27748	ORYLA12238, ORYLA16437, ORYLA07123, ORYLA07121, ORYLA09219
OG0000270	BRALA12009	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104
OG0000270	BRALA33710	ORYLA04109, ORYLA11496
OG0000270	BRALA10899	ORYLA03400
OG0000272	BRALA09678	ORYLA01727
OG0000273	BRALA05275	ORYLA13171
OG0000273	BRALA06390	ORYLA05785, ORYLA16265, ORYLA00791
OG0000273	BRALA15018	ORYLA17595
OG0000273	BRALA14731	ORYLA11307
OG0000275	BRALA24464	ORYLA19424
OG0000275	BRALA04992	ORYLA01109
OG0000276	BRALA33947	ORYLA12948
OG0000276	BRALA25431, BRALA03818	ORYLA07457, ORYLA07458
OG0000277	BRALA26639	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	BRALA25256	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000278	BRALA11856, BRALA14630	ORYLA04407
OG0000278	BRALA21572	ORYLA04766
OG0000280	BRALA13468	ORYLA14981, ORYLA17698
OG0000280	BRALA15664	ORYLA11520
