Orthogroup	BRALA	CAPO3
OG0000556	BRALA15896, BRALA24382, BRALA15880, BRALA07751, BRALA15893, BRALA15897, BRALA15887, BRALA15898, BRALA15884, BRALA15891, BRALA15892, BRALA24383, BRALA15894, BRALA15881, BRALA07749, BRALA24384, BRALA15889, BRALA07753, BRALA07752, BRALA15883, BRALA15882, BRALA15888, BRALA15890	CAPO305079
OG0000561	BRALA17425, BRALA17424	CAPO307817, CAPO304686, CAPO304296
OG0000563	BRALA08933, BRALA08932, BRALA24155	CAPO305151
OG0000566	BRALA07910, BRALA26624	CAPO306820
OG0000567	BRALA26815, BRALA08155, BRALA15895, BRALA26813, BRALA12434, BRALA10631, BRALA01129, BRALA24836	CAPO300710, CAPO302895
OG0000569	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656	CAPO302672
OG0000572	BRALA30970, BRALA24438	CAPO302048
OG0000573	BRALA33118	CAPO301573
OG0000573	BRALA35040, BRALA01402	CAPO300482
OG0000574	BRALA35830, BRALA06426, BRALA10469, BRALA02629	CAPO303025
OG0000578	BRALA30383	CAPO305505
OG0000583	BRALA23003, BRALA19696, BRALA24380	CAPO302594
OG0000585	BRALA20335, BRALA20337	CAPO302010
OG0000586	BRALA02479	CAPO304818
OG0000587	BRALA05810	CAPO304868
OG0000588	BRALA24520	CAPO300701
OG0000590	BRALA07082	CAPO302664
OG0000590	BRALA16075, BRALA31942	CAPO307990
OG0000591	BRALA25344	CAPO300885
OG0000591	BRALA23791, BRALA13642	CAPO301508, CAPO306921
OG0000592	BRALA22980, BRALA12293, BRALA12292, BRALA25533	CAPO302552
OG0000593	BRALA10467, BRALA03529	CAPO303950
OG0000594	BRALA10983, BRALA02053	CAPO305185
OG0000595	BRALA24011, BRALA35587, BRALA02530, BRALA02519, BRALA24006, BRALA31754, BRALA00899, BRALA35706, BRALA35046, BRALA24007, BRALA29409, BRALA02522, BRALA02526, BRALA29630, BRALA02525, BRALA02521, BRALA17829, BRALA02529, BRALA24009, BRALA24012, BRALA09945, BRALA31755, BRALA00901, BRALA00900, BRALA07040, BRALA30192, BRALA07028	CAPO303068, CAPO304997
OG0000597	BRALA07224	CAPO305949
OG0000600	BRALA16892, BRALA00923, BRALA16891	CAPO302133
OG0000603	BRALA11986	CAPO300286
OG0000604	BRALA23058	CAPO304248
OG0000609	BRALA13853, BRALA18964, BRALA18966, BRALA18965, BRALA13849, BRALA04542, BRALA05170, BRALA01190, BRALA05174	CAPO306415
OG0000611	BRALA20389	CAPO305139
OG0000611	BRALA27313	CAPO302505
OG0000612	BRALA24052, BRALA24582	CAPO308174
OG0000612	BRALA35398, BRALA20021	CAPO300901
OG0000613	BRALA12977, BRALA30072	CAPO306741, CAPO303985
OG0000614	BRALA03493	CAPO308097
OG0000614	BRALA26253, BRALA24121	CAPO306138, CAPO304207
OG0000616	BRALA23460	CAPO301011
OG0000617	BRALA18939	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167
OG0000619	BRALA12118	CAPO303580
OG0000620	BRALA28439, BRALA08655, BRALA19965, BRALA05789, BRALA29470, BRALA08694, BRALA13924, BRALA10352, BRALA24000, BRALA28135, BRALA10351, BRALA10349, BRALA13217, BRALA27492, BRALA32077, BRALA19836, BRALA32855, BRALA18317, BRALA01472, BRALA06169, BRALA06167, BRALA14095, BRALA25014, BRALA25015, BRALA25016, BRALA12503, BRALA14226	CAPO300569
OG0000623	BRALA01906	CAPO306891
OG0000623	BRALA33185	CAPO306678
OG0000624	BRALA09192	CAPO304034, CAPO304035
OG0000627	BRALA29835	CAPO301912
OG0000628	BRALA28627, BRALA16689	CAPO306878
OG0000629	BRALA09148, BRALA24720, BRALA35417, BRALA24722	CAPO304632
OG0000634	BRALA18632, BRALA11661	CAPO305866
OG0000637	BRALA22258, BRALA04773, BRALA05959, BRALA07030, BRALA35665, BRALA25973, BRALA35619	CAPO306492
OG0000639	BRALA16533	CAPO300322
OG0000639	BRALA20016	CAPO305269
OG0000642	BRALA06680	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000643	BRALA33609, BRALA01193, BRALA28428	CAPO301316
OG0000645	BRALA20003	CAPO306925
OG0000645	BRALA04294	CAPO307784, CAPO304648
OG0000648	BRALA03156	CAPO306715
OG0000648	BRALA03157	CAPO307568
OG0000650	BRALA06632, BRALA04575	CAPO302429
OG0000651	BRALA29558, BRALA33518	CAPO301045
OG0000652	BRALA20078, BRALA20077	CAPO307163
OG0000653	BRALA00750, BRALA33623, BRALA16963, BRALA22618	CAPO304384
OG0000662	BRALA23622, BRALA06276	CAPO308235
OG0000663	BRALA17888, BRALA25579, BRALA03574	CAPO303713
OG0000664	BRALA17169	CAPO305353
OG0000665	BRALA23202	CAPO304505, CAPO304163
OG0000666	BRALA33241, BRALA33926, BRALA28214	CAPO306172
OG0000667	BRALA01967, BRALA00909, BRALA35784, BRALA16950, BRALA32772, BRALA32773, BRALA32771	CAPO305865
OG0000672	BRALA06149	CAPO301072
OG0000672	BRALA24117	CAPO301848
OG0000674	BRALA25390	CAPO307313
OG0000674	BRALA23211, BRALA25389	CAPO303746
OG0000676	BRALA13759	CAPO304343, CAPO305288
OG0000676	BRALA25556	CAPO300920, CAPO304680
OG0000683	BRALA33661	CAPO304912
OG0000683	BRALA00898	CAPO305392, CAPO303509
OG0000684	BRALA27326, BRALA33966, BRALA35184, BRALA35989, BRALA33798	CAPO306227
OG0000686	BRALA00708, BRALA19251, BRALA01995, BRALA01996, BRALA03393, BRALA12592, BRALA01972, BRALA01971, BRALA01994, BRALA01970, BRALA00770, BRALA00717, BRALA00718, BRALA00709, BRALA23849, BRALA28028, BRALA12673, BRALA11761, BRALA05022, BRALA20295, BRALA00710, BRALA09519, BRALA00719, BRALA22854, BRALA32164, BRALA00716, BRALA26777, BRALA07135, BRALA31304, BRALA04864, BRALA12674, BRALA30430	CAPO300156
OG0000690	BRALA29358	CAPO306445
OG0000690	BRALA05018	CAPO304114
OG0000691	BRALA03301, BRALA09683	CAPO301028
OG0000692	BRALA01186	CAPO306980
OG0000692	BRALA15055	CAPO306169
OG0000693	BRALA18789	CAPO300633
OG0000693	BRALA02763	CAPO307538
OG0000694	BRALA19978, BRALA13586, BRALA30136, BRALA03299, BRALA10162	CAPO302468
OG0000696	BRALA16043	CAPO305456
OG0000696	BRALA15238	CAPO305466
OG0000696	BRALA19739	CAPO301422
OG0000697	BRALA30467	CAPO304466, CAPO306724
OG0000698	BRALA35545	CAPO303921
OG0000701	BRALA21677	CAPO306727
OG0000703	BRALA03871, BRALA12311	CAPO308078
OG0000706	BRALA20496, BRALA15669	CAPO301985
OG0000708	BRALA05296	CAPO302130
OG0000708	BRALA10976	CAPO300640
OG0000709	BRALA10837	CAPO305451
OG0000711	BRALA20784, BRALA02434, BRALA02091	CAPO304713
OG0000713	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690	CAPO302804
OG0000715	BRALA17045	CAPO305197
OG0000716	BRALA35786, BRALA32595, BRALA32592	CAPO306457
OG0000716	BRALA34911, BRALA11754, BRALA34059, BRALA08642	CAPO306957
OG0000717	BRALA10082	CAPO302989
OG0000718	BRALA29518	CAPO301597, CAPO306021
OG0000721	BRALA14964	CAPO305154, CAPO301906
OG0000724	BRALA28984, BRALA28985	CAPO300826
OG0000726	BRALA09055	CAPO302910
OG0000731	BRALA12194	CAPO304569
OG0000732	BRALA05974	CAPO304867
OG0000732	BRALA01121	CAPO302445
OG0000733	BRALA13293, BRALA13301	CAPO301695
OG0000735	BRALA12877	CAPO302824
OG0000736	BRALA00292, BRALA23818, BRALA00409	CAPO306770
OG0000737	BRALA24490	CAPO304586
OG0000743	BRALA06285, BRALA06284	CAPO306268
OG0000748	BRALA10606	CAPO301276
OG0000751	BRALA07411	CAPO302771
OG0000751	BRALA07933	CAPO304118
OG0000752	BRALA28831	CAPO300507
OG0000752	BRALA05171	CAPO305335
OG0000753	BRALA27046	CAPO301378
OG0000754	BRALA16625, BRALA28897, BRALA12535, BRALA09046, BRALA06675	CAPO300911, CAPO306986, CAPO303353
OG0000755	BRALA12515	CAPO300267
OG0000757	BRALA34310	CAPO307096
OG0000757	BRALA14460	CAPO300067
OG0000758	BRALA13715	CAPO305275
OG0000759	BRALA30577, BRALA11347	CAPO300473
OG0000761	BRALA23656	CAPO305655
OG0000765	BRALA25961	CAPO301853
OG0000766	BRALA15635, BRALA32820, BRALA18201	CAPO300388
OG0000767	BRALA12056, BRALA12057	CAPO305367
OG0000768	BRALA25731	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	BRALA03708	CAPO304708, CAPO302709
OG0000774	BRALA01367, BRALA12795	CAPO306995
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	CAPO306201
OG0000776	BRALA29299, BRALA14518, BRALA14519, BRALA14092, BRALA29300	CAPO307356
OG0000779	BRALA02587	CAPO305943
OG0000779	BRALA01807	CAPO300301
OG0000788	BRALA02413, BRALA32315	CAPO304590
OG0000791	BRALA14451	CAPO304699
OG0000792	BRALA04034, BRALA04682, BRALA33683, BRALA32297	CAPO305838
OG0000793	BRALA17595	CAPO301604
OG0000794	BRALA27101, BRALA27102	CAPO304031
OG0000797	BRALA03774	CAPO307534
OG0000803	BRALA32963, BRALA35065, BRALA07561, BRALA35038, BRALA35572, BRALA32962, BRALA09870	CAPO301668
OG0000809	BRALA05349	CAPO304242
OG0000810	BRALA00801, BRALA10599	CAPO305098, CAPO306601
OG0000813	BRALA03660, BRALA03695	CAPO300040, CAPO308168
OG0000814	BRALA04143, BRALA13770, BRALA03045	CAPO307227
OG0000815	BRALA11706, BRALA04544	CAPO300838
OG0000816	BRALA20882, BRALA03932	CAPO304990
OG0000818	BRALA13068	CAPO307656
OG0000820	BRALA14102	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	BRALA12514	CAPO303788
OG0000825	BRALA11858, BRALA13831, BRALA13832, BRALA13834, BRALA13833	CAPO305165, CAPO306157, CAPO306129
OG0000826	BRALA03389, BRALA10374, BRALA19087	CAPO306060
OG0000827	BRALA35617, BRALA14647, BRALA18118, BRALA02359, BRALA13523, BRALA16833, BRALA30597, BRALA00958	CAPO304578
OG0000828	BRALA13294, BRALA17812, BRALA04441	CAPO306023
OG0000828	BRALA31135, BRALA34346	CAPO307153
OG0000834	BRALA06902	CAPO306233
OG0000836	BRALA01674, BRALA04301, BRALA04434, BRALA01673, BRALA04302, BRALA08044, BRALA08045	CAPO306019, CAPO307821
OG0000837	BRALA14733	CAPO308104, CAPO303511
OG0000838	BRALA18308, BRALA23852, BRALA23853, BRALA27651, BRALA27650, BRALA29963, BRALA29962	CAPO303856
OG0000841	BRALA03274	CAPO307470
OG0000844	BRALA18784	CAPO306591, CAPO307267
OG0000845	BRALA12426, BRALA12338	CAPO303615
OG0000847	BRALA27576	CAPO301759, CAPO307057
OG0000847	BRALA19376	CAPO308298
OG0000849	BRALA35105, BRALA28673, BRALA24673	CAPO304492
OG0000850	BRALA22071, BRALA00654	CAPO302141
OG0000850	BRALA25841	CAPO306299
OG0000851	BRALA11776	CAPO304092
OG0000852	BRALA03113	CAPO307622
OG0000857	BRALA08900	CAPO302559
OG0000858	BRALA20038	CAPO302161
OG0000858	BRALA08811	CAPO306693
OG0000860	BRALA18427	CAPO306338
OG0000871	BRALA16416	CAPO300407
OG0000872	BRALA02222	CAPO308293
OG0000873	BRALA17119	CAPO307878
OG0000875	BRALA10301, BRALA09033	CAPO303418, CAPO302903
OG0000876	BRALA11284	CAPO302150
OG0000877	BRALA03177, BRALA03178, BRALA03179	CAPO304981
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	CAPO301982
OG0000881	BRALA10038	CAPO301333, CAPO300020
OG0000881	BRALA27657	CAPO308042
OG0000888	BRALA15051	CAPO300320
OG0000889	BRALA25124	CAPO302257
OG0000889	BRALA07192	CAPO304144
OG0000891	BRALA33321, BRALA06342, BRALA28367	CAPO307358
OG0000894	BRALA16945	CAPO300968, CAPO300967
OG0000894	BRALA06371	CAPO301227
OG0000896	BRALA17653	CAPO301183
OG0000896	BRALA22494	CAPO304049
OG0000897	BRALA28132, BRALA21067, BRALA20480, BRALA17997, BRALA21102, BRALA15321	CAPO306059
OG0000898	BRALA12928, BRALA12925, BRALA12927, BRALA12926, BRALA02810, BRALA02808, BRALA02809, BRALA02811, BRALA20259, BRALA20261, BRALA08306, BRALA07124, BRALA08956, BRALA08957, BRALA09009, BRALA12898, BRALA17164, BRALA06037, BRALA00253, BRALA22439, BRALA06598, BRALA22391, BRALA22392, BRALA05142	CAPO302619
OG0000904	BRALA03360	CAPO305539
OG0000905	BRALA02403	CAPO303384
OG0000909	BRALA24516	CAPO300878
OG0000911	BRALA24856, BRALA24857, BRALA35518, BRALA03108	CAPO302608
OG0000912	BRALA21702, BRALA14998	CAPO302397
OG0000913	BRALA19448	CAPO300255
OG0000914	BRALA20034	CAPO302002
OG0000915	BRALA15366	CAPO306555
OG0000921	BRALA09094	CAPO300272
OG0000925	BRALA25852, BRALA14244	CAPO304563
OG0000928	BRALA14602	CAPO301245
OG0000929	BRALA27860, BRALA27977	CAPO303494
OG0000931	BRALA30526, BRALA33296	CAPO303586
OG0000932	BRALA23597	CAPO306783
OG0000933	BRALA17396	CAPO304170
OG0000934	BRALA15692	CAPO306946, CAPO300619
OG0000934	BRALA23860	CAPO304006
OG0000935	BRALA20990	CAPO307401
OG0000944	BRALA16973	CAPO304090
OG0000952	BRALA08202, BRALA08201	CAPO300179
OG0000954	BRALA34235, BRALA35344	CAPO303535
OG0000954	BRALA10453	CAPO305800
OG0000955	BRALA00782	CAPO303429
OG0000955	BRALA16596	CAPO301514
OG0000955	BRALA22745	CAPO308190
OG0000960	BRALA12453	CAPO304728
OG0000963	BRALA03591, BRALA20733	CAPO303990
OG0000965	BRALA04013	CAPO305928
OG0000965	BRALA03357	CAPO302148
OG0000967	BRALA03874	CAPO304786
OG0000970	BRALA07314	CAPO301807
OG0000974	BRALA02684, BRALA02680, BRALA08524, BRALA00836	CAPO306940
OG0000978	BRALA19988	CAPO306307
OG0000980	BRALA29035, BRALA24019, BRALA07024, BRALA30188, BRALA29034, BRALA29033, BRALA32980, BRALA09940, BRALA23430, BRALA33946, BRALA24020, BRALA29400, BRALA29037, BRALA29028, BRALA22378, BRALA07046	CAPO305742
OG0000982	BRALA04219	CAPO301371
OG0000984	BRALA13541, BRALA16982, BRALA10027	CAPO307940
OG0000985	BRALA03927	CAPO304864
OG0000986	BRALA23940, BRALA06809	CAPO305058
OG0000987	BRALA15995	CAPO306365
OG0000992	BRALA13132, BRALA29385	CAPO308244
OG0000993	BRALA00562	CAPO303930
OG0000994	BRALA12870	CAPO306999
OG0000996	BRALA14195	CAPO304603
OG0000997	BRALA11907	CAPO306501
OG0000998	BRALA34224, BRALA34676, BRALA35557	CAPO302508
OG0000999	BRALA08770	CAPO303484, CAPO302236
OG0001006	BRALA19471, BRALA06003	CAPO308145
OG0001009	BRALA13978	CAPO305830
OG0001015	BRALA21974	CAPO304771
OG0001016	BRALA14145	CAPO300038
OG0001016	BRALA31587, BRALA31588	CAPO302596
OG0001018	BRALA13325	CAPO305732
OG0001024	BRALA03982, BRALA23987	CAPO300862
OG0001033	BRALA06800	CAPO305083
OG0001033	BRALA23440	CAPO300376
OG0001036	BRALA13787	CAPO301917
OG0001039	BRALA06810, BRALA20039	CAPO305080
OG0001042	BRALA11036	CAPO301530
OG0001045	BRALA14388, BRALA33554, BRALA08048	CAPO300115
OG0001046	BRALA11238	CAPO304357
OG0001048	BRALA04010	CAPO306868
OG0001049	BRALA19576	CAPO305769
OG0001050	BRALA23081, BRALA05944	CAPO306760
OG0001060	BRALA22460	CAPO302777
OG0001062	BRALA01158	CAPO300111
OG0001064	BRALA27120, BRALA30714, BRALA30301, BRALA26163	CAPO304594
OG0001066	BRALA03613, BRALA29613, BRALA15668	CAPO305156
OG0001069	BRALA02679	CAPO301006, CAPO306010, CAPO301236, CAPO307600, CAPO303893, CAPO304221, CAPO306089, CAPO305429, CAPO304894, CAPO305587, CAPO303313
OG0001072	BRALA23228, BRALA23227, BRALA29817	CAPO304331
OG0001073	BRALA12664	CAPO307880
OG0001075	BRALA09682	CAPO305658
OG0001076	BRALA20184	CAPO306580
OG0001078	BRALA13847	CAPO300211
OG0001082	BRALA21015, BRALA24848	CAPO306944
OG0001083	BRALA22369	CAPO306339
OG0001085	BRALA18590, BRALA17350	CAPO305936
OG0001092	BRALA08314	CAPO303664
OG0001095	BRALA00514	CAPO303064
OG0001096	BRALA33777, BRALA19152, BRALA02429, BRALA20860, BRALA19151, BRALA33488, BRALA29289, BRALA09978, BRALA29288	CAPO308143
OG0001104	BRALA00254, BRALA14774	CAPO306923
OG0001106	BRALA24794	CAPO307850
OG0001108	BRALA10695, BRALA14990	CAPO300863
OG0001113	BRALA08129	CAPO302840
OG0001113	BRALA16554	CAPO304589
OG0001116	BRALA03810, BRALA34250	CAPO303103
OG0001120	BRALA21219, BRALA17608	CAPO300555
OG0001121	BRALA32292, BRALA13901, BRALA27511, BRALA08946	CAPO305030
OG0001122	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664	CAPO300744
OG0001123	BRALA24284	CAPO305010
OG0001124	BRALA23017, BRALA07725	CAPO307326
OG0001125	BRALA30342, BRALA13567, BRALA13568, BRALA13566, BRALA35363, BRALA33879, BRALA30341	CAPO304253
OG0001126	BRALA16208	CAPO301067
OG0001126	BRALA28026	CAPO308119
OG0001128	BRALA22493	CAPO301710
OG0001129	BRALA12498, BRALA16098	CAPO306230
OG0001130	BRALA09459, BRALA01930, BRALA15598, BRALA16826	CAPO305636
OG0001132	BRALA13540	CAPO303538
OG0001133	BRALA03024	CAPO302577
OG0001133	BRALA00752	CAPO300360
OG0001134	BRALA23048	CAPO304261
OG0001136	BRALA18520	CAPO301949
OG0001137	BRALA13309	CAPO308164
OG0001139	BRALA32869, BRALA06120, BRALA32868, BRALA35077, BRALA34348	CAPO300537
OG0001140	BRALA16639	CAPO308326
OG0001142	BRALA14735	CAPO304790
OG0001143	BRALA04133	CAPO304300
OG0001144	BRALA10734	CAPO307577
OG0001146	BRALA18782, BRALA05823	CAPO300511
OG0001147	BRALA35992, BRALA00990	CAPO306370
OG0001148	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466	CAPO302512
OG0001149	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801	CAPO305549
OG0001156	BRALA24884	CAPO306962
OG0001157	BRALA19395, BRALA18472, BRALA15263, BRALA17275, BRALA08501, BRALA17747, BRALA29670, BRALA17746, BRALA19396, BRALA19375, BRALA07531, BRALA28290, BRALA23840, BRALA07289, BRALA10988, BRALA29666, BRALA07530, BRALA07316, BRALA07319, BRALA17749, BRALA19397, BRALA19776, BRALA17748, BRALA17271, BRALA17684, BRALA19474	CAPO304789
OG0001158	BRALA32010, BRALA34638	CAPO302639
OG0001160	BRALA26795, BRALA26797, BRALA19892	CAPO307697
OG0001160	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606	CAPO304743
OG0001161	BRALA22337	CAPO301112
OG0001163	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378	CAPO301684, CAPO307755, CAPO304886
OG0001167	BRALA30313	CAPO307849
OG0001168	BRALA29323, BRALA27661, BRALA20565	CAPO301546
OG0001169	BRALA15708, BRALA16649, BRALA16681, BRALA11830, BRALA12506	CAPO301751
OG0001170	BRALA19296	CAPO302766
OG0001171	BRALA30065	CAPO300420
OG0001175	BRALA00132, BRALA00133, BRALA17481	CAPO304133, CAPO306812
OG0001179	BRALA23899, BRALA23900	CAPO303470, CAPO303655
OG0001179	BRALA03116, BRALA20573	CAPO300184
OG0001181	BRALA18132	CAPO301983
OG0001183	BRALA24188	CAPO301096
OG0001184	BRALA10129	CAPO306392
OG0001185	BRALA27214	CAPO303366
OG0001186	BRALA19974	CAPO302303
OG0001186	BRALA16139	CAPO307451
OG0001188	BRALA31774, BRALA10757	CAPO300558
OG0001196	BRALA25128	CAPO301570
OG0001197	BRALA24133	CAPO306552
OG0001199	BRALA28532, BRALA28833, BRALA35745, BRALA15988, BRALA34865	CAPO305690
OG0001201	BRALA03561, BRALA28095	CAPO302220
OG0001202	BRALA07019	CAPO306186
OG0001207	BRALA21595, BRALA21596	CAPO305627
OG0001207	BRALA29973	CAPO302093
OG0001208	BRALA01086	CAPO300830
OG0001209	BRALA26756	CAPO302948
OG0001210	BRALA17839	CAPO300919
OG0001210	BRALA15850	CAPO302732
OG0001213	BRALA28371	CAPO304729
OG0001213	BRALA34460	CAPO303632
OG0001214	BRALA28235	CAPO304780, CAPO303564
OG0001215	BRALA00597	CAPO302583
OG0001216	BRALA05650, BRALA19958	CAPO307997
OG0001217	BRALA28081	CAPO306810
OG0001218	BRALA05693	CAPO307457
OG0001221	BRALA22011	CAPO307765
OG0001222	BRALA21043, BRALA21045, BRALA21046, BRALA21040, BRALA21047, BRALA21050, BRALA21048, BRALA21049, BRALA21051, BRALA07408	CAPO301496, CAPO301391, CAPO303918
OG0001226	BRALA29243	CAPO307936
OG0001232	BRALA13090, BRALA16719, BRALA06486	CAPO304224
OG0001233	BRALA12301, BRALA12302, BRALA12300, BRALA12299, BRALA12305, BRALA20387, BRALA22451, BRALA22452	CAPO303591
OG0001234	BRALA12494	CAPO307897
OG0001241	BRALA15125	CAPO303368
OG0001241	BRALA14260	CAPO304888
OG0001247	BRALA17334	CAPO303193, CAPO307423
OG0001248	BRALA00477	CAPO303079
OG0001249	BRALA00961	CAPO306922
OG0001250	BRALA25027	CAPO302323
OG0001251	BRALA03569	CAPO302019
OG0001252	BRALA05331	CAPO300016
OG0001253	BRALA09366	CAPO306156
OG0001261	BRALA16992, BRALA16993, BRALA34932	CAPO302839
OG0001262	BRALA34134	CAPO301672
OG0001263	BRALA03642, BRALA10859	CAPO301777
OG0001267	BRALA16976, BRALA24251	CAPO307578
OG0001268	BRALA01606, BRALA34950, BRALA34874	CAPO303692
OG0001270	BRALA25030	CAPO306176
OG0001270	BRALA18973	CAPO306096
OG0001270	BRALA13955	CAPO304393
OG0001271	BRALA17017	CAPO302779
OG0001272	BRALA07264	CAPO305566
OG0001273	BRALA23210, BRALA35939	CAPO301889
OG0001274	BRALA10091	CAPO308194
OG0001276	BRALA19427	CAPO302888
OG0001278	BRALA04581, BRALA14775	CAPO306229
OG0001279	BRALA24710	CAPO302733
OG0001280	BRALA09515	CAPO300326
OG0001281	BRALA30159	CAPO304088, CAPO303543
OG0001282	BRALA02372	CAPO305993, CAPO303595
OG0001284	BRALA14486, BRALA09529	CAPO300970
OG0001285	BRALA34036, BRALA33761, BRALA33984, BRALA34161, BRALA34142	CAPO304179
OG0001286	BRALA27842, BRALA35984	CAPO303892
OG0001287	BRALA08199	CAPO302822, CAPO304538
OG0001288	BRALA01436, BRALA01437, BRALA20905, BRALA01391	CAPO302651
OG0001289	BRALA17557, BRALA12193	CAPO306071
OG0001290	BRALA17572	CAPO302574
OG0001291	BRALA17947, BRALA32920	CAPO300695
OG0001294	BRALA29575	CAPO304223
OG0001295	BRALA00094	CAPO306210
OG0001296	BRALA22582	CAPO308260
OG0001297	BRALA23851	CAPO305437
OG0001300	BRALA05943, BRALA27824	CAPO300154
OG0001302	BRALA01346	CAPO302654
OG0001302	BRALA17951	CAPO302215
OG0001304	BRALA22379	CAPO302419
OG0001305	BRALA10194, BRALA10193	CAPO304488
OG0001308	BRALA03706	CAPO300432
OG0001309	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331	CAPO300871
OG0001310	BRALA22585	CAPO305405
OG0001310	BRALA27863	CAPO300151
OG0001311	BRALA10689, BRALA14115, BRALA14116	CAPO300585
OG0001312	BRALA29353	CAPO304811
OG0001314	BRALA34015, BRALA33956, BRALA35509	CAPO306642
OG0001317	BRALA12724, BRALA18356	CAPO302225
OG0001318	BRALA08906	CAPO306280
OG0001318	BRALA01956	CAPO303315
OG0001319	BRALA24213	CAPO304915
OG0001320	BRALA11528	CAPO307498
OG0001320	BRALA25109	CAPO304958
OG0001321	BRALA08021	CAPO301358
OG0001322	BRALA13321	CAPO302022
OG0001323	BRALA31053	CAPO301735
OG0001325	BRALA04015	CAPO304115
OG0001326	BRALA24570	CAPO306149
OG0001327	BRALA10354, BRALA19771	CAPO305568
OG0001330	BRALA23942	CAPO304584, CAPO300112
OG0001332	BRALA00789, BRALA05167	CAPO305487
OG0001333	BRALA25392	CAPO301191
OG0001344	BRALA03869	CAPO308153
OG0001345	BRALA20076, BRALA00376	CAPO306177
OG0001345	BRALA35377, BRALA28898	CAPO303460
OG0001348	BRALA16187	CAPO304908
