Orthogroup	BRALA	ASTMX
OG0000089	BRALA30280, BRALA11321, BRALA01875, BRALA04469, BRALA29882, BRALA04174, BRALA10340, BRALA11376, BRALA20593	ASTMX10521
OG0000089	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045	ASTMX12140, ASTMX19290, ASTMX07948, ASTMX03871, ASTMX13992
OG0000090	BRALA02611	ASTMX15822, ASTMX13800, ASTMX19765
OG0000090	BRALA04706	ASTMX12258, ASTMX10648
OG0000091	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173	ASTMX03395
OG0000093	BRALA25999, BRALA23972	ASTMX01191
OG0000093	BRALA01382, BRALA01380	ASTMX07190, ASTMX03079, ASTMX18769
OG0000094	BRALA34518	ASTMX03425
OG0000094	BRALA24093	ASTMX19353
OG0000094	BRALA09222, BRALA24092	ASTMX08913, ASTMX02078, ASTMX14341, ASTMX03427, ASTMX19974, ASTMX14525, ASTMX20671
OG0000096	BRALA29898, BRALA29897	ASTMX11824, ASTMX12057, ASTMX18217
OG0000096	BRALA16859	ASTMX18278, ASTMX15892
OG0000096	BRALA08595, BRALA28945	ASTMX00377, ASTMX10196, ASTMX13339, ASTMX00337, ASTMX00376, ASTMX22998
OG0000096	BRALA24883	ASTMX10423, ASTMX12959
OG0000097	BRALA14234	ASTMX17212, ASTMX17215, ASTMX17211
OG0000098	BRALA00433	ASTMX07347, ASTMX04481, ASTMX14487, ASTMX14764
OG0000098	BRALA09558	ASTMX18980, ASTMX20779, ASTMX21996, ASTMX18982, ASTMX20777, ASTMX05127, ASTMX21313, ASTMX18164, ASTMX20778
OG0000099	BRALA22450, BRALA22449	ASTMX03763, ASTMX18144, ASTMX01173, ASTMX06084, ASTMX05845, ASTMX03961, ASTMX16578
OG0000099	BRALA35493	ASTMX21430
OG0000099	BRALA15695, BRALA29540	ASTMX08745, ASTMX06768, ASTMX09878, ASTMX08746
OG0000099	BRALA29541	ASTMX19321, ASTMX05749, ASTMX05771, ASTMX19085, ASTMX03707
OG0000100	BRALA09332	ASTMX18651
OG0000101	BRALA27830	ASTMX00206, ASTMX00424
OG0000101	BRALA14227, BRALA01723, BRALA14232, BRALA14229, BRALA14228	ASTMX01330
OG0000101	BRALA35778, BRALA34308	ASTMX08413
OG0000101	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970	ASTMX14248, ASTMX12706, ASTMX02894
OG0000102	BRALA25931	ASTMX10991, ASTMX16111
OG0000102	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014	ASTMX13696, ASTMX09775, ASTMX13346
OG0000103	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660, ASTMX22226, ASTMX10672, ASTMX15124, ASTMX06401, ASTMX04972
OG0000104	BRALA24676, BRALA24677	ASTMX07046, ASTMX03729, ASTMX19421
OG0000104	BRALA26650	ASTMX16255, ASTMX08642, ASTMX17146, ASTMX01448
OG0000104	BRALA24675	ASTMX03728, ASTMX07045
OG0000104	BRALA25097, BRALA25098	ASTMX00149
OG0000104	BRALA20458, BRALA20457	ASTMX00709, ASTMX16073
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	ASTMX14703, ASTMX18591, ASTMX08015
OG0000106	BRALA17617	ASTMX03154
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	ASTMX10570, ASTMX00462
OG0000107	BRALA20699	ASTMX08032
OG0000107	BRALA06459, BRALA27535, BRALA25259, BRALA06476, BRALA06418, BRALA20696, BRALA27546, BRALA27562	ASTMX19414
OG0000108	BRALA25186	ASTMX11080
OG0000108	BRALA10855	ASTMX08888, ASTMX15990, ASTMX22414, ASTMX14128, ASTMX04779, ASTMX13605
OG0000110	BRALA16587	ASTMX08227, ASTMX03691, ASTMX16247
OG0000110	BRALA25611, BRALA22080, BRALA22078, BRALA05100, BRALA05295, BRALA05542, BRALA08593, BRALA22079, BRALA25609, BRALA15143, BRALA30278, BRALA29111, BRALA29112, BRALA24555, BRALA29879, BRALA15145, BRALA25881, BRALA05405, BRALA34750	ASTMX08508
OG0000111	BRALA29475, BRALA06649, BRALA13382	ASTMX13149, ASTMX20227, ASTMX15405, ASTMX16130, ASTMX21238
OG0000111	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341	ASTMX08100, ASTMX17987
OG0000111	BRALA16169, BRALA10270	ASTMX03191, ASTMX01125
OG0000113	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149	ASTMX19383, ASTMX05472
OG0000113	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625	ASTMX07205
OG0000113	BRALA34204	ASTMX07206
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	ASTMX06593, ASTMX08587, ASTMX15325, ASTMX13938, ASTMX21972, ASTMX17058, ASTMX09459, ASTMX10616, ASTMX05249
OG0000115	BRALA30509, BRALA29658, BRALA14118, BRALA14121, BRALA14703, BRALA24899, BRALA20099, BRALA32445, BRALA17801, BRALA24179	ASTMX01700
OG0000116	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197	ASTMX09821
OG0000117	BRALA19489	ASTMX00401, ASTMX12703
OG0000117	BRALA26376	ASTMX21002, ASTMX14024
OG0000117	BRALA01635, BRALA01636	ASTMX17606
OG0000117	BRALA18688, BRALA13613, BRALA09114	ASTMX14023
OG0000118	BRALA16070, BRALA30002, BRALA16072, BRALA03022, BRALA09533, BRALA09535, BRALA09537, BRALA09538, BRALA31518, BRALA16083, BRALA34169, BRALA07195, BRALA02562, BRALA04747, BRALA02560, BRALA02561, BRALA14995, BRALA24510, BRALA19922, BRALA19921	ASTMX10091, ASTMX22719
OG0000119	BRALA06707, BRALA09190	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636
OG0000119	BRALA09113, BRALA09057, BRALA09056	ASTMX16721, ASTMX15474, ASTMX01803, ASTMX19905
OG0000119	BRALA14028, BRALA14029	ASTMX00656, ASTMX18233
OG0000120	BRALA18993	ASTMX12007
OG0000121	BRALA03924, BRALA20434, BRALA03923	ASTMX16272, ASTMX04663, ASTMX01517
OG0000122	BRALA04629	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832
OG0000123	BRALA16281	ASTMX19107, ASTMX20866, ASTMX07971, ASTMX04078
OG0000123	BRALA11475	ASTMX01522, ASTMX09979, ASTMX12484, ASTMX14953, ASTMX15212
OG0000123	BRALA11471	ASTMX17040, ASTMX19775, ASTMX04718
OG0000123	BRALA22355	ASTMX14814, ASTMX00304
OG0000124	BRALA05628	ASTMX10640, ASTMX14745, ASTMX06441
OG0000124	BRALA26268	ASTMX10817, ASTMX14412
OG0000124	BRALA23466	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824
OG0000125	BRALA07049	ASTMX16041, ASTMX22883, ASTMX19680, ASTMX19461, ASTMX05331, ASTMX17627
OG0000125	BRALA11353	ASTMX13565, ASTMX10452, ASTMX15866, ASTMX05329
OG0000125	BRALA11356	ASTMX19681, ASTMX13832
OG0000126	BRALA11509	ASTMX18095, ASTMX08006, ASTMX06040
OG0000126	BRALA11885	ASTMX06187, ASTMX17244
OG0000126	BRALA21733	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148
OG0000127	BRALA35668, BRALA34921	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500
OG0000127	BRALA06066	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032
OG0000127	BRALA17083	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478
OG0000127	BRALA16654	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260
OG0000127	BRALA06242	ASTMX19609, ASTMX20319, ASTMX20860
OG0000128	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136	ASTMX05854
OG0000128	BRALA31378	ASTMX15563, ASTMX07961
OG0000129	BRALA31934, BRALA31933, BRALA13415, BRALA13416	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539
OG0000129	BRALA11658	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614
OG0000129	BRALA15020	ASTMX21316
OG0000129	BRALA27240	ASTMX21317
OG0000130	BRALA07214	ASTMX19336
OG0000130	BRALA03425	ASTMX11087, ASTMX06877, ASTMX03834
OG0000130	BRALA22517	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114
OG0000130	BRALA05250, BRALA05249, BRALA22519, BRALA22518	ASTMX12106, ASTMX15566, ASTMX07963, ASTMX11451, ASTMX00189, ASTMX19291
OG0000130	BRALA06672, BRALA27303	ASTMX03032, ASTMX13868, ASTMX11078, ASTMX12125
OG0000131	BRALA24562	ASTMX16327
OG0000131	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766
OG0000132	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414	ASTMX15628
OG0000132	BRALA11245	ASTMX09702
OG0000133	BRALA22999	ASTMX21064, ASTMX18077, ASTMX22246, ASTMX14992, ASTMX14993, ASTMX14996, ASTMX14990, ASTMX01609, ASTMX13181, ASTMX20897, ASTMX19606, ASTMX08507, ASTMX13886, ASTMX13885, ASTMX22857, ASTMX13138, ASTMX13136, ASTMX22464, ASTMX20563, ASTMX21441, ASTMX13135, ASTMX13134, ASTMX13137, ASTMX22484, ASTMX20559, ASTMX20561, ASTMX13217, ASTMX21568, ASTMX15040, ASTMX21948, ASTMX20560, ASTMX19892, ASTMX02156, ASTMX02949, ASTMX07356, ASTMX07357, ASTMX07358, ASTMX15965, ASTMX15966, ASTMX19613, ASTMX22548, ASTMX22646, ASTMX08902, ASTMX17907, ASTMX17908, ASTMX21952, ASTMX22023, ASTMX21953, ASTMX19611, ASTMX19612, ASTMX15967, ASTMX20736
OG0000135	BRALA21360, BRALA13040, BRALA18543, BRALA10454, BRALA09363, BRALA09248	ASTMX21135
OG0000136	BRALA07227	ASTMX10131, ASTMX06597
OG0000137	BRALA21689, BRALA16648	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486
OG0000137	BRALA28974, BRALA04537	ASTMX04665
OG0000137	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017	ASTMX08942, ASTMX01570, ASTMX22671
OG0000137	BRALA25430, BRALA25424, BRALA35631, BRALA30028	ASTMX10792, ASTMX08181
OG0000140	BRALA12985	ASTMX22218
OG0000140	BRALA29786, BRALA10378, BRALA12987, BRALA12988	ASTMX02224, ASTMX12432, ASTMX02225, ASTMX01988, ASTMX02223, ASTMX02591, ASTMX03606
OG0000141	BRALA24485	ASTMX11092, ASTMX15968, ASTMX13678
OG0000141	BRALA23794, BRALA23795	ASTMX12982
OG0000142	BRALA24723, BRALA02306	ASTMX22061
OG0000145	BRALA35915	ASTMX21528
OG0000145	BRALA22128, BRALA17183, BRALA33209	ASTMX13278
OG0000146	BRALA18851, BRALA32970, BRALA15983, BRALA31235, BRALA12540	ASTMX20882
OG0000146	BRALA16782, BRALA17288, BRALA27947, BRALA27242, BRALA31937, BRALA34148, BRALA20272, BRALA27691, BRALA35341, BRALA21098, BRALA14795, BRALA12605	ASTMX21652
OG0000146	BRALA05312, BRALA31594, BRALA09230, BRALA00019, BRALA29027, BRALA07715, BRALA22798, BRALA09526, BRALA31714, BRALA31236, BRALA24534, BRALA14513, BRALA02495, BRALA26623, BRALA30958	ASTMX15531
OG0000147	BRALA19565	ASTMX21303, ASTMX20789
OG0000147	BRALA33037	ASTMX03135, ASTMX08761, ASTMX04795
OG0000147	BRALA34645	ASTMX22882, ASTMX19061
OG0000147	BRALA16538	ASTMX02385
OG0000147	BRALA30660	ASTMX18633
OG0000148	BRALA09428	ASTMX04782, ASTMX22552, ASTMX21928, ASTMX17019, ASTMX17018, ASTMX10784, ASTMX03086, ASTMX00635, ASTMX13486, ASTMX06422, ASTMX21929
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634
OG0000148	BRALA19042, BRALA34464, BRALA19044	ASTMX17280
OG0000149	BRALA04476, BRALA12518, BRALA28887	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915
OG0000149	BRALA24371	ASTMX19335
OG0000151	BRALA00287	ASTMX22005, ASTMX16447, ASTMX16036, ASTMX08859, ASTMX05398, ASTMX21907
OG0000151	BRALA21767	ASTMX08593, ASTMX17567
OG0000153	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	ASTMX05657, ASTMX15860, ASTMX01844
OG0000154	BRALA18286, BRALA14183	ASTMX05674
OG0000154	BRALA22725, BRALA18903	ASTMX17110, ASTMX11785
OG0000155	BRALA16575	ASTMX12246, ASTMX04195
OG0000157	BRALA27057	ASTMX15736, ASTMX02435, ASTMX11937
OG0000157	BRALA11237	ASTMX10540
OG0000157	BRALA28027	ASTMX08384, ASTMX08312, ASTMX17465, ASTMX21400
OG0000159	BRALA09776	ASTMX12753
OG0000159	BRALA12258	ASTMX03645, ASTMX21390
OG0000159	BRALA02682	ASTMX06913, ASTMX03301
OG0000159	BRALA07694, BRALA07731, BRALA07711	ASTMX16138, ASTMX16710
OG0000160	BRALA17752, BRALA19774	ASTMX12091
OG0000160	BRALA09740	ASTMX15798
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060
OG0000163	BRALA16731, BRALA16733, BRALA16732	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429
OG0000164	BRALA23092	ASTMX14344, ASTMX03421
OG0000164	BRALA01615	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898
OG0000165	BRALA31579	ASTMX11488, ASTMX04091
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	ASTMX11803, ASTMX15906, ASTMX01165
OG0000165	BRALA14596	ASTMX10291, ASTMX01103, ASTMX16431, ASTMX06958, ASTMX01736, ASTMX21744, ASTMX19262, ASTMX02865, ASTMX12138, ASTMX08781, ASTMX06983, ASTMX14824, ASTMX21351, ASTMX04334, ASTMX09529
OG0000167	BRALA00255	ASTMX06436, ASTMX06435, ASTMX01762
OG0000167	BRALA14209, BRALA17893, BRALA33074, BRALA33075	ASTMX06698, ASTMX15256, ASTMX16065, ASTMX10803, ASTMX11328, ASTMX15230, ASTMX12913, ASTMX04282, ASTMX11778, ASTMX05313, ASTMX17463, ASTMX14044
OG0000168	BRALA19184	ASTMX22875, ASTMX19741, ASTMX00397
OG0000168	BRALA01020	ASTMX02932, ASTMX22163, ASTMX22493, ASTMX15962, ASTMX06474, ASTMX02912, ASTMX16677
OG0000168	BRALA13286, BRALA13283	ASTMX20444
OG0000169	BRALA08147, BRALA04305	ASTMX22905
OG0000169	BRALA12580, BRALA14929, BRALA34193	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645
OG0000171	BRALA35313	ASTMX05924, ASTMX13384, ASTMX18495
OG0000171	BRALA33750	ASTMX13035, ASTMX04406
OG0000171	BRALA28419	ASTMX02030
OG0000171	BRALA09972, BRALA09975, BRALA34620	ASTMX01513
OG0000171	BRALA11421, BRALA23749, BRALA04631	ASTMX18079, ASTMX09651
OG0000172	BRALA23427, BRALA05075, BRALA09367, BRALA05284	ASTMX00454
OG0000172	BRALA19981	ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451
OG0000173	BRALA05385, BRALA20993	ASTMX22989
OG0000173	BRALA05388	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920
OG0000174	BRALA01909	ASTMX16326, ASTMX03672, ASTMX18111, ASTMX03671
OG0000174	BRALA26657, BRALA29586	ASTMX18749, ASTMX17715
OG0000175	BRALA14699, BRALA14698	ASTMX12743, ASTMX08029
OG0000175	BRALA21252, BRALA16465	ASTMX05265, ASTMX22048
OG0000179	BRALA13816	ASTMX13407, ASTMX06638, ASTMX05937, ASTMX14451
OG0000179	BRALA28779	ASTMX14866
OG0000180	BRALA18757	ASTMX03181, ASTMX16660
OG0000181	BRALA20263	ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806
OG0000181	BRALA09404	ASTMX02628, ASTMX03065
OG0000181	BRALA11436	ASTMX09488
OG0000183	BRALA29461	ASTMX10680
OG0000183	BRALA34386	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109
OG0000183	BRALA30657	ASTMX12358, ASTMX03484
OG0000184	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344	ASTMX12437, ASTMX12438
OG0000185	BRALA17010	ASTMX11051, ASTMX13737, ASTMX00167, ASTMX22814, ASTMX22322
OG0000185	BRALA20218	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652
OG0000185	BRALA09638	ASTMX12894, ASTMX07504
OG0000186	BRALA29207, BRALA31124	ASTMX18771
OG0000187	BRALA08508	ASTMX22425, ASTMX22332, ASTMX22516, ASTMX22933, ASTMX03705, ASTMX19535
OG0000188	BRALA03655	ASTMX17563, ASTMX09974, ASTMX22080
OG0000190	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641	ASTMX10362, ASTMX06497, ASTMX10361
OG0000191	BRALA16080, BRALA03965, BRALA02448, BRALA01473, BRALA17882	ASTMX14179
OG0000191	BRALA07439	ASTMX16854, ASTMX18268, ASTMX21151, ASTMX08944, ASTMX04567, ASTMX04280
OG0000192	BRALA05274	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346
OG0000192	BRALA02780	ASTMX22789, ASTMX13707
OG0000192	BRALA25029	ASTMX14856
OG0000193	BRALA29049	ASTMX03473
OG0000194	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331
OG0000195	BRALA27202, BRALA33299, BRALA21846	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669
OG0000197	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648	ASTMX14222, ASTMX13243, ASTMX19993
OG0000197	BRALA20671	ASTMX12768, ASTMX04797, ASTMX01035, ASTMX20680, ASTMX12767, ASTMX10644
OG0000197	BRALA10218	ASTMX04274, ASTMX00851, ASTMX10141
OG0000198	BRALA09031, BRALA09030, BRALA09029	ASTMX21468, ASTMX05049, ASTMX19231, ASTMX14686
OG0000200	BRALA02802, BRALA02803, BRALA02804	ASTMX06297
OG0000201	BRALA11221	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505
OG0000201	BRALA14937	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848
OG0000201	BRALA35564, BRALA31919, BRALA35436	ASTMX16004, ASTMX17974
OG0000201	BRALA24651	ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075
OG0000202	BRALA14447	ASTMX21420, ASTMX18088, ASTMX01815, ASTMX12049, ASTMX15021
OG0000202	BRALA31830, BRALA31826	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807
OG0000203	BRALA06689	ASTMX16274
OG0000203	BRALA14737	ASTMX00845, ASTMX01226, ASTMX00857
OG0000203	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399	ASTMX20187, ASTMX06010, ASTMX05240
OG0000204	BRALA20764	ASTMX08546, ASTMX02616, ASTMX01734
OG0000204	BRALA02474	ASTMX00447, ASTMX00221
OG0000204	BRALA02308	ASTMX00222
OG0000205	BRALA21195	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625
OG0000205	BRALA20306, BRALA28681	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995
OG0000206	BRALA22100	ASTMX13968
OG0000207	BRALA03383	ASTMX11086, ASTMX18027
OG0000208	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181
OG0000209	BRALA35164, BRALA29562	ASTMX17897
OG0000209	BRALA11279	ASTMX23046
OG0000210	BRALA05034	ASTMX06462
OG0000210	BRALA05812	ASTMX16896
OG0000211	BRALA12046	ASTMX14936
OG0000211	BRALA13452, BRALA35174	ASTMX14468
OG0000211	BRALA35905	ASTMX02506
OG0000211	BRALA33365	ASTMX08965
OG0000213	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229	ASTMX13716, ASTMX02993, ASTMX16332
OG0000215	BRALA09164	ASTMX09309, ASTMX14457
OG0000215	BRALA14093	ASTMX12693
OG0000216	BRALA02500, BRALA06821	ASTMX13790
OG0000218	BRALA12469	ASTMX14255, ASTMX06375
OG0000219	BRALA29433, BRALA01902, BRALA15743, BRALA06121, BRALA20304, BRALA15740, BRALA09282, BRALA31956	ASTMX10608
OG0000220	BRALA01840, BRALA01841	ASTMX06452, ASTMX19472
OG0000221	BRALA04793, BRALA07381, BRALA07380	ASTMX13257, ASTMX12726, ASTMX08699, ASTMX18546, ASTMX17261, ASTMX17047
OG0000221	BRALA10634	ASTMX00084, ASTMX22683, ASTMX10185
OG0000222	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286	ASTMX04358, ASTMX14568, ASTMX11163
OG0000223	BRALA12163	ASTMX15854
OG0000225	BRALA20442, BRALA20435	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717
OG0000226	BRALA31446, BRALA01942	ASTMX03292
OG0000226	BRALA24234, BRALA31118, BRALA21113, BRALA21112, BRALA31079, BRALA29759, BRALA31078	ASTMX10407
OG0000227	BRALA04952, BRALA04966	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655
OG0000227	BRALA04957	ASTMX14981, ASTMX11122, ASTMX17731
OG0000228	BRALA34100	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589
OG0000228	BRALA29051, BRALA33810	ASTMX16365, ASTMX10925
OG0000229	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949	ASTMX07950
OG0000230	BRALA01549	ASTMX01329
OG0000230	BRALA16571, BRALA16569, BRALA16568	ASTMX01406, ASTMX02228, ASTMX12843, ASTMX12844
OG0000231	BRALA20193	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067
OG0000231	BRALA20465	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396
OG0000233	BRALA24106, BRALA24105	ASTMX14603
OG0000233	BRALA10164, BRALA10197, BRALA18422, BRALA10165	ASTMX07999, ASTMX11193
OG0000234	BRALA04116	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217
OG0000234	BRALA02072	ASTMX02028, ASTMX03572
OG0000235	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556	ASTMX06227, ASTMX00260
OG0000235	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385	ASTMX11628, ASTMX03682, ASTMX10834
OG0000236	BRALA19030	ASTMX10243, ASTMX08142
OG0000238	BRALA11216, BRALA11218, BRALA11219, BRALA11217	ASTMX07705, ASTMX20450, ASTMX07704
OG0000238	BRALA22406	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298
OG0000238	BRALA02719	ASTMX15299
OG0000239	BRALA04987	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441
OG0000239	BRALA30155, BRALA34063	ASTMX01276, ASTMX03280
OG0000239	BRALA34087	ASTMX14116
OG0000239	BRALA29970	ASTMX21438
OG0000240	BRALA26625	ASTMX10617
OG0000242	BRALA02156, BRALA08925	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993
OG0000242	BRALA11080, BRALA10999	ASTMX04049, ASTMX03054
OG0000243	BRALA15408	ASTMX18261
OG0000244	BRALA12481	ASTMX16602, ASTMX08895, ASTMX21456
OG0000244	BRALA28034	ASTMX15853
OG0000245	BRALA33308	ASTMX00360, ASTMX02206, ASTMX13276
OG0000245	BRALA34781	ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991
OG0000246	BRALA02252	ASTMX19738
OG0000246	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836	ASTMX03325
OG0000248	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134, ASTMX11343, ASTMX11267, ASTMX06856, ASTMX21086, ASTMX06855
OG0000249	BRALA08511	ASTMX20082
OG0000250	BRALA11863	ASTMX22935, ASTMX21081
OG0000250	BRALA06695	ASTMX10554
OG0000250	BRALA09013, BRALA35677	ASTMX10861
OG0000251	BRALA15838	ASTMX02278, ASTMX14567
