Orthogroup	BRALA	CAEEL
OG0000271	BRALA09068, BRALA17558, BRALA18501, BRALA17563	CAEEL07236
OG0000273	BRALA05275	CAEEL18644
OG0000273	BRALA14731	CAEEL20077
OG0000274	BRALA17202, BRALA01582, BRALA01584, BRALA01583, BRALA11404, BRALA04535, BRALA17912, BRALA10566, BRALA24527, BRALA28188	CAEEL11033
OG0000277	BRALA26639	CAEEL07730, CAEEL07729
OG0000277	BRALA25256	CAEEL11066
OG0000277	BRALA06081	CAEEL00092, CAEEL02855
OG0000278	BRALA11856, BRALA14630	CAEEL07740
OG0000278	BRALA21572	CAEEL07099
OG0000278	BRALA03801	CAEEL02024
OG0000282	BRALA23685, BRALA27475, BRALA29869, BRALA11493	CAEEL11864
OG0000284	BRALA18410	CAEEL18846
OG0000285	BRALA11771, BRALA17774	CAEEL14297, CAEEL16730
OG0000287	BRALA33320	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000287	BRALA10176	CAEEL18837
OG0000295	BRALA26979, BRALA26980, BRALA22435, BRALA05907, BRALA02617, BRALA05908, BRALA05913, BRALA05912	CAEEL04248, CAEEL10950
OG0000296	BRALA13278	CAEEL14675
OG0000301	BRALA03661	CAEEL11399
OG0000301	BRALA23983	CAEEL18767
OG0000305	BRALA09424	CAEEL19499
OG0000305	BRALA18598, BRALA10626	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	BRALA03883	CAEEL11447, CAEEL11444, CAEEL11445
OG0000308	BRALA29440, BRALA35067, BRALA07362, BRALA29439, BRALA12881, BRALA22416	CAEEL00748
OG0000311	BRALA28501, BRALA17717, BRALA33007, BRALA05545, BRALA05548, BRALA28774	CAEEL19230
OG0000312	BRALA11332, BRALA11333, BRALA11331	CAEEL19323
OG0000312	BRALA05942	CAEEL16684
OG0000312	BRALA11891	CAEEL08464
OG0000314	BRALA21481	CAEEL14227, CAEEL02951
OG0000315	BRALA34362	CAEEL07409
OG0000315	BRALA25721	CAEEL07292
OG0000316	BRALA15636	CAEEL01799
OG0000316	BRALA17328, BRALA14665	CAEEL00039, CAEEL06052
OG0000317	BRALA02907	CAEEL18155
OG0000319	BRALA14575	CAEEL10346
OG0000321	BRALA14278	CAEEL19255
OG0000323	BRALA25493, BRALA07917, BRALA00213	CAEEL08030
OG0000325	BRALA15301, BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751	CAEEL01448, CAEEL10554
OG0000327	BRALA13826, BRALA13825, BRALA19890, BRALA19891, BRALA11391	CAEEL18527
OG0000327	BRALA07661, BRALA19889	CAEEL06891
OG0000328	BRALA34956	CAEEL20663
OG0000329	BRALA11297	CAEEL05342
OG0000332	BRALA30995, BRALA30996, BRALA23233, BRALA23237, BRALA03701, BRALA03817, BRALA03703, BRALA30106, BRALA06650, BRALA06646, BRALA06647, BRALA06703, BRALA06704, BRALA06814, BRALA06653, BRALA06652, BRALA06831, BRALA03782, BRALA06687, BRALA19105, BRALA17963, BRALA15005, BRALA06817, BRALA06818, BRALA06815, BRALA06648, BRALA31223, BRALA19595, BRALA04018, BRALA04019	CAEEL10794
OG0000333	BRALA02535, BRALA34057, BRALA07272, BRALA19158, BRALA34892, BRALA30751	CAEEL20574
OG0000338	BRALA15013, BRALA15015	CAEEL02726
OG0000339	BRALA24760	CAEEL05344
OG0000341	BRALA17089	CAEEL02829
OG0000343	BRALA09005	CAEEL00542
OG0000345	BRALA06622, BRALA06843, BRALA09664	CAEEL09288
OG0000346	BRALA01343	CAEEL04767
OG0000350	BRALA05212, BRALA26265	CAEEL13904
OG0000350	BRALA19245	CAEEL14349
OG0000352	BRALA01009	CAEEL05587
OG0000353	BRALA03683	CAEEL10431, CAEEL10430
OG0000357	BRALA33235, BRALA34828, BRALA34317, BRALA33215	CAEEL07861
OG0000357	BRALA26089	CAEEL10151, CAEEL05953
OG0000358	BRALA02274, BRALA35872, BRALA29935	CAEEL13826
OG0000358	BRALA06031	CAEEL19072
OG0000359	BRALA13099	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	BRALA25491, BRALA34908, BRALA34889, BRALA25489, BRALA25484, BRALA25486, BRALA29911	CAEEL04898, CAEEL01034, CAEEL00066
OG0000363	BRALA29271, BRALA25487	CAEEL12357, CAEEL16480
OG0000364	BRALA19406, BRALA19407, BRALA32552, BRALA11746, BRALA11744, BRALA11743, BRALA11742, BRALA23996, BRALA12924	CAEEL18153, CAEEL18154
OG0000367	BRALA31361, BRALA12833	CAEEL11241
OG0000371	BRALA08456	CAEEL18802
OG0000372	BRALA15783	CAEEL09938
OG0000372	BRALA08267	CAEEL06634
OG0000372	BRALA23771	CAEEL11042
OG0000373	BRALA23435	CAEEL15439
OG0000373	BRALA23054	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659
OG0000377	BRALA25351, BRALA07777, BRALA00680, BRALA29809, BRALA26121, BRALA14724, BRALA11259, BRALA02937, BRALA00851, BRALA02938	CAEEL00576
OG0000378	BRALA33943	CAEEL01589
OG0000378	BRALA34778	CAEEL18606
OG0000389	BRALA06714	CAEEL08944, CAEEL11888
OG0000391	BRALA04832	CAEEL07480, CAEEL01186
OG0000392	BRALA01209	CAEEL03273
OG0000393	BRALA15381, BRALA24472	CAEEL14690
OG0000393	BRALA27929	CAEEL11594
OG0000393	BRALA03160	CAEEL00138
OG0000399	BRALA23772	CAEEL01136
OG0000399	BRALA04322	CAEEL00515
OG0000400	BRALA08119, BRALA02722	CAEEL01024
OG0000401	BRALA15440, BRALA03200, BRALA15436, BRALA15435	CAEEL07254
OG0000402	BRALA21413	CAEEL20859
OG0000402	BRALA17661, BRALA17660	CAEEL09914, CAEEL09915
OG0000404	BRALA32209	CAEEL16075, CAEEL12808
OG0000404	BRALA30787, BRALA33638	CAEEL20480
OG0000405	BRALA21721	CAEEL01740
OG0000409	BRALA28218	CAEEL09896
OG0000409	BRALA16408	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710
OG0000411	BRALA33932, BRALA34958, BRALA18710, BRALA18709, BRALA34203	CAEEL02373
OG0000412	BRALA00561	CAEEL11655
OG0000412	BRALA06660	CAEEL09909
OG0000412	BRALA01758, BRALA10138	CAEEL20650
OG0000413	BRALA21468	CAEEL15525
OG0000413	BRALA06166	CAEEL18945, CAEEL06206, CAEEL06205
OG0000419	BRALA03697	CAEEL19090
OG0000424	BRALA03834, BRALA03844, BRALA29651, BRALA08803	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	BRALA25795, BRALA31608, BRALA24699	CAEEL13865, CAEEL13864
OG0000427	BRALA09830, BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788	CAEEL05100
OG0000429	BRALA31849, BRALA13739, BRALA13741, BRALA13742, BRALA13766, BRALA12307	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	BRALA23824	CAEEL14592, CAEEL00514
OG0000431	BRALA06237, BRALA13675	CAEEL07320
OG0000432	BRALA18991	CAEEL05840, CAEEL08239
OG0000433	BRALA23044, BRALA22158	CAEEL18122
OG0000433	BRALA19035	CAEEL00915, CAEEL00914
OG0000442	BRALA23798	CAEEL10760
OG0000443	BRALA14524	CAEEL07750
OG0000444	BRALA29773	CAEEL18555
OG0000444	BRALA07745	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	BRALA15987	CAEEL11745
OG0000447	BRALA30761	CAEEL07754, CAEEL07753
OG0000449	BRALA16453	CAEEL19368, CAEEL19369
OG0000450	BRALA29697	CAEEL09221
OG0000452	BRALA17205, BRALA01805, BRALA17207, BRALA30524, BRALA31741, BRALA10768	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373
OG0000454	BRALA16593	CAEEL02888, CAEEL02886
OG0000456	BRALA31739, BRALA14485, BRALA19382, BRALA30394, BRALA28489, BRALA27951	CAEEL11325
OG0000461	BRALA10740	CAEEL06628
OG0000461	BRALA25433	CAEEL08066
OG0000463	BRALA09887, BRALA09634, BRALA16614, BRALA34631	CAEEL00961
OG0000467	BRALA17998	CAEEL10426, CAEEL00823
OG0000468	BRALA16180, BRALA28186, BRALA18298, BRALA18299, BRALA18302, BRALA18300, BRALA11917	CAEEL05744
OG0000469	BRALA35215, BRALA33439	CAEEL09645
OG0000470	BRALA24698	CAEEL01892, CAEEL15886
OG0000474	BRALA10583	CAEEL07643, CAEEL07642
OG0000476	BRALA20616, BRALA20613, BRALA20614, BRALA20612	CAEEL20693, CAEEL00887
OG0000476	BRALA14616, BRALA14614, BRALA14617	CAEEL13996, CAEEL04770
OG0000477	BRALA32650, BRALA33142	CAEEL19743
OG0000478	BRALA14184	CAEEL16147, CAEEL11281
OG0000479	BRALA33610	CAEEL00963
OG0000479	BRALA33937, BRALA19002	CAEEL02339
OG0000479	BRALA33783	CAEEL09202
OG0000480	BRALA30132, BRALA35901, BRALA28328, BRALA28329	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	BRALA27659	CAEEL09089, CAEEL09097
OG0000481	BRALA10023	CAEEL07158
OG0000481	BRALA03647	CAEEL11815
OG0000482	BRALA22257, BRALA35197	CAEEL12763
OG0000482	BRALA29577	CAEEL16609
OG0000484	BRALA34077	CAEEL04965, CAEEL04966
OG0000485	BRALA07325, BRALA23674	CAEEL19088, CAEEL15576
OG0000486	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	BRALA28599, BRALA25400, BRALA25401, BRALA28602	CAEEL16728, CAEEL12342
OG0000488	BRALA07851	CAEEL05865, CAEEL05866
OG0000489	BRALA13762	CAEEL19170
OG0000491	BRALA11888	CAEEL07820
OG0000495	BRALA16913, BRALA16912, BRALA16952, BRALA22436, BRALA11572, BRALA07929, BRALA07931, BRALA16951, BRALA22144, BRALA16911	CAEEL07186
OG0000496	BRALA07013	CAEEL01836
OG0000497	BRALA07740	CAEEL11475, CAEEL02002
OG0000497	BRALA17523	CAEEL19219
OG0000499	BRALA05444	CAEEL06675
OG0000499	BRALA08863	CAEEL05553, CAEEL05559, CAEEL06237, CAEEL04527, CAEEL11111, CAEEL12787
OG0000503	BRALA07482, BRALA23827	CAEEL18781, CAEEL18780
OG0000503	BRALA20618	CAEEL01216
OG0000506	BRALA05807	CAEEL18864
OG0000508	BRALA17016	CAEEL07260
OG0000510	BRALA00432	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000513	BRALA06842	CAEEL00380
OG0000514	BRALA19477	CAEEL07294, CAEEL18391
OG0000519	BRALA25441, BRALA22160	CAEEL01270
OG0000520	BRALA19385, BRALA19387, BRALA23459, BRALA35783	CAEEL07490
OG0000521	BRALA18650	CAEEL11532
OG0000525	BRALA20630	CAEEL19149
OG0000525	BRALA13036, BRALA13035	CAEEL19113
OG0000528	BRALA13353	CAEEL17966
OG0000529	BRALA34553, BRALA03729	CAEEL09737, CAEEL12247
OG0000529	BRALA17267	CAEEL14327
OG0000530	BRALA27713	CAEEL05713, CAEEL05714
OG0000531	BRALA10663	CAEEL07670
OG0000532	BRALA23832	CAEEL05864, CAEEL10521, CAEEL00080, CAEEL20665, CAEEL04618
OG0000534	BRALA17057, BRALA15529	CAEEL06960
OG0000535	BRALA25267	CAEEL18521
OG0000537	BRALA13679	CAEEL20692
OG0000537	BRALA13681	CAEEL08509
OG0000539	BRALA05969, BRALA20475, BRALA16574, BRALA30262, BRALA04389, BRALA27236, BRALA29022, BRALA32330, BRALA23555, BRALA04388, BRALA29728, BRALA18944, BRALA06806, BRALA06805	CAEEL15234, CAEEL08363, CAEEL07779
OG0000542	BRALA22764	CAEEL09055
OG0000542	BRALA00596	CAEEL15478
OG0000545	BRALA24399	CAEEL15746
OG0000545	BRALA22583	CAEEL14386
OG0000546	BRALA05876, BRALA05877	CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408
OG0000548	BRALA31695, BRALA21474, BRALA22718	CAEEL10591, CAEEL10590
OG0000549	BRALA01654	CAEEL05133, CAEEL12072
OG0000549	BRALA19896, BRALA24295, BRALA03880	CAEEL18719, CAEEL18720
OG0000550	BRALA04948	CAEEL14232
OG0000550	BRALA04930, BRALA04919	CAEEL11841
OG0000551	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089	CAEEL05226
OG0000552	BRALA11014, BRALA19431, BRALA19430, BRALA12172	CAEEL08432
OG0000554	BRALA32452	CAEEL09891
OG0000560	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574	CAEEL00689
OG0000561	BRALA17424	CAEEL15785
OG0000562	BRALA15030	CAEEL12354
OG0000563	BRALA08933, BRALA08932	CAEEL10514
OG0000563	BRALA24155	CAEEL07864
OG0000566	BRALA07910, BRALA26624	CAEEL15091
OG0000567	BRALA12434, BRALA10631	CAEEL02967
OG0000567	BRALA01129, BRALA24836	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000569	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656	CAEEL13456, CAEEL13683, CAEEL13676, CAEEL13675
OG0000572	BRALA30970	CAEEL13663
OG0000572	BRALA24438	CAEEL04776
OG0000573	BRALA33118	CAEEL05940
OG0000573	BRALA01402	CAEEL01355
OG0000574	BRALA35830, BRALA06426	CAEEL19269
OG0000574	BRALA10469	CAEEL18789, CAEEL19638, CAEEL19639
OG0000574	BRALA02629	CAEEL19209, CAEEL18848
OG0000575	BRALA17689	CAEEL12522
OG0000576	BRALA00312	CAEEL06802
OG0000578	BRALA30383	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	BRALA34451	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	BRALA26260	CAEEL19061
OG0000580	BRALA02419	CAEEL06306
OG0000581	BRALA25966	CAEEL15703
OG0000581	BRALA25968, BRALA25970	CAEEL14055, CAEEL14054
OG0000582	BRALA24843	CAEEL19553, CAEEL19552
OG0000585	BRALA20335	CAEEL11782, CAEEL11783
OG0000587	BRALA05810	CAEEL14207
OG0000587	BRALA15179	CAEEL18702
OG0000588	BRALA00972, BRALA24520	CAEEL05897
OG0000589	BRALA33101, BRALA29679	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	BRALA07082	CAEEL01780
OG0000591	BRALA25344	CAEEL19878
OG0000591	BRALA23791, BRALA13642	CAEEL18367
OG0000592	BRALA22980, BRALA12293, BRALA12292, BRALA25533	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000593	BRALA10467, BRALA03529	CAEEL02027
OG0000594	BRALA10983, BRALA02053	CAEEL11331
OG0000597	BRALA07224	CAEEL08741
OG0000600	BRALA00923, BRALA16891	CAEEL02285, CAEEL02284
OG0000602	BRALA13634, BRALA13638, BRALA13637	CAEEL20599
OG0000603	BRALA11986	CAEEL15474
OG0000604	BRALA23058	CAEEL14390
OG0000607	BRALA02171	CAEEL05374
OG0000608	BRALA08057	CAEEL06882, CAEEL09299
OG0000609	BRALA13529, BRALA13853, BRALA18964, BRALA18966, BRALA18965, BRALA13849, BRALA04542, BRALA05170, BRALA01190, BRALA05174	CAEEL11904
OG0000611	BRALA20389	CAEEL08225
OG0000611	BRALA27313	CAEEL09831
OG0000612	BRALA24052, BRALA24582	CAEEL07651
OG0000612	BRALA35398, BRALA20021	CAEEL06875
OG0000613	BRALA12977	CAEEL14429, CAEEL16442
OG0000614	BRALA26253, BRALA24121	CAEEL16724
OG0000615	BRALA14242	CAEEL19705
OG0000616	BRALA23460	CAEEL19744
OG0000617	BRALA18939	CAEEL12168
OG0000618	BRALA17090	CAEEL00836
OG0000623	BRALA01906	CAEEL16178, CAEEL06411
OG0000623	BRALA33185	CAEEL16276
OG0000624	BRALA09192	CAEEL08547
OG0000625	BRALA19634	CAEEL18539
OG0000626	BRALA09669	CAEEL19740
OG0000627	BRALA29835	CAEEL01126
OG0000637	BRALA22258, BRALA04773, BRALA05959, BRALA07030, BRALA35665, BRALA25973, BRALA35619	CAEEL18181
OG0000639	BRALA16533	CAEEL00195
OG0000639	BRALA20016	CAEEL00077
OG0000645	BRALA20003	CAEEL14093
OG0000645	BRALA04294	CAEEL02916
OG0000646	BRALA05656	CAEEL06213, CAEEL06212
OG0000647	BRALA16420, BRALA19497, BRALA16419	CAEEL14095, CAEEL17996
OG0000648	BRALA03156	CAEEL05737
OG0000649	BRALA09182, BRALA11364, BRALA20887	CAEEL08770
OG0000650	BRALA06632, BRALA04575	CAEEL15107
OG0000651	BRALA29558, BRALA33518	CAEEL08479
OG0000652	BRALA20078, BRALA20077	CAEEL09392, CAEEL09393
OG0000653	BRALA33623, BRALA16963, BRALA22618	CAEEL20136
OG0000654	BRALA04554	CAEEL00509
OG0000657	BRALA10474, BRALA04158	CAEEL01693
OG0000660	BRALA15697	CAEEL01886
OG0000660	BRALA10420	CAEEL01416
OG0000662	BRALA23622	CAEEL07265
OG0000662	BRALA06276	CAEEL20546
OG0000663	BRALA17888, BRALA25579, BRALA03574	CAEEL07269
OG0000664	BRALA17169	CAEEL10897, CAEEL10896
OG0000665	BRALA23202	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	BRALA33241, BRALA33926, BRALA28214	CAEEL11143
OG0000670	BRALA11703	CAEEL01804, CAEEL20294
OG0000671	BRALA04719, BRALA04720, BRALA07010, BRALA11273	CAEEL20492, CAEEL02522
OG0000672	BRALA06149	CAEEL07948, CAEEL07943
OG0000672	BRALA24117	CAEEL00089, CAEEL00988
OG0000674	BRALA23211	CAEEL01995
OG0000676	BRALA13759	CAEEL18677, CAEEL18678
OG0000678	BRALA35612, BRALA27486, BRALA27487, BRALA27488	CAEEL19275
OG0000680	BRALA01527, BRALA18950	CAEEL01896
OG0000681	BRALA08295	CAEEL06701, CAEEL06700
OG0000681	BRALA33161	CAEEL20557
OG0000682	BRALA25456, BRALA25454, BRALA35283, BRALA25455, BRALA21676	CAEEL18765
OG0000682	BRALA30874	CAEEL15769
OG0000683	BRALA33661	CAEEL18608
OG0000683	BRALA00898	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	BRALA33966, BRALA35184, BRALA35989, BRALA33798	CAEEL11185
OG0000685	BRALA13886	CAEEL19728
OG0000690	BRALA29358	CAEEL05043
OG0000691	BRALA03301	CAEEL17188
OG0000692	BRALA01186	CAEEL05111, CAEEL03292
OG0000693	BRALA18789	CAEEL03253, CAEEL03254
OG0000694	BRALA19978, BRALA13586, BRALA30136, BRALA03299	CAEEL05732
OG0000694	BRALA10162	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	BRALA15238, BRALA19739	CAEEL19612
OG0000697	BRALA30467	CAEEL10883
OG0000701	BRALA21677	CAEEL01775, CAEEL09588, CAEEL02242
OG0000702	BRALA28498	CAEEL01313
OG0000703	BRALA03871	CAEEL12761
OG0000708	BRALA05296	CAEEL04786, CAEEL04785
OG0000708	BRALA10976	CAEEL12722
OG0000710	BRALA16518	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975
OG0000711	BRALA02434	CAEEL04946
OG0000711	BRALA02091	CAEEL03027
OG0000712	BRALA19423	CAEEL07921
OG0000713	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690	CAEEL15727
OG0000715	BRALA17045	CAEEL07310, CAEEL07309
OG0000716	BRALA34911	CAEEL00463
OG0000717	BRALA10082	CAEEL20044, CAEEL07958
OG0000718	BRALA29518	CAEEL16052
OG0000720	BRALA08022	CAEEL02341
OG0000721	BRALA14964	CAEEL07780
OG0000722	BRALA24668, BRALA24667	CAEEL16439
OG0000724	BRALA28984, BRALA28985	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	BRALA28873, BRALA33948	CAEEL01386
OG0000726	BRALA09055	CAEEL08988, CAEEL08987
OG0000730	BRALA23680	CAEEL06720
OG0000730	BRALA23679	CAEEL06574
OG0000731	BRALA12194	CAEEL18982
OG0000732	BRALA05974	CAEEL02711
OG0000732	BRALA01121	CAEEL11771
OG0000733	BRALA13293	CAEEL17006
OG0000733	BRALA13301	CAEEL15524
OG0000734	BRALA10056	CAEEL18835
OG0000735	BRALA12877	CAEEL14834, CAEEL14835
OG0000737	BRALA24490	CAEEL06154, CAEEL04487, CAEEL04486
OG0000740	BRALA07389	CAEEL18076
OG0000744	BRALA03822, BRALA06789, BRALA03324	CAEEL01254
OG0000749	BRALA28914	CAEEL11624, CAEEL14107
OG0000751	BRALA07411	CAEEL09020
OG0000752	BRALA11552	CAEEL07346
OG0000752	BRALA28831	CAEEL04370
OG0000753	BRALA27046, BRALA21594	CAEEL17415
OG0000755	BRALA12515	CAEEL01302
OG0000756	BRALA05619, BRALA10089, BRALA00887, BRALA14420, BRALA14421, BRALA05618, BRALA08548	CAEEL17951
OG0000757	BRALA34310	CAEEL20030
OG0000757	BRALA14460	CAEEL00176
OG0000759	BRALA30577, BRALA11347	CAEEL20475, CAEEL16710
OG0000760	BRALA20314	CAEEL09851
OG0000761	BRALA23656	CAEEL19698
OG0000762	BRALA04595, BRALA07093	CAEEL02671
OG0000763	BRALA13502	CAEEL01521, CAEEL01520, CAEEL01519
OG0000764	BRALA10953, BRALA10954	CAEEL19739
OG0000765	BRALA25961	CAEEL08924, CAEEL20292
OG0000765	BRALA10305	CAEEL19163
OG0000766	BRALA15635	CAEEL01660
OG0000766	BRALA32820, BRALA18201	CAEEL18773, CAEEL19845, CAEEL20678, CAEEL20679, CAEEL04502
OG0000767	BRALA12056, BRALA12057	CAEEL15327, CAEEL15326
OG0000774	BRALA01367	CAEEL03062
OG0000774	BRALA12795	CAEEL12020, CAEEL14163, CAEEL12021
OG0000775	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287	CAEEL17384, CAEEL14551, CAEEL07888, CAEEL14550
OG0000776	BRALA29299, BRALA14518, BRALA14519, BRALA14092, BRALA29300	CAEEL11265, CAEEL10969, CAEEL09271, CAEEL01206
OG0000777	BRALA06536	CAEEL19291
OG0000778	BRALA20992, BRALA09413, BRALA00256, BRALA00257, BRALA00259	CAEEL04054
OG0000779	BRALA02587	CAEEL01706
OG0000780	BRALA21364	CAEEL00305
OG0000780	BRALA00744	CAEEL01193
OG0000782	BRALA18203	CAEEL01741
OG0000784	BRALA06052, BRALA25550, BRALA17554, BRALA16289, BRALA22376, BRALA25588	CAEEL19472
OG0000787	BRALA03891	CAEEL10362
OG0000788	BRALA02413	CAEEL04328, CAEEL04329, CAEEL04327
OG0000788	BRALA32315	CAEEL01175
OG0000791	BRALA14451	CAEEL09121
OG0000792	BRALA32297	CAEEL06858, CAEEL06859
OG0000793	BRALA17595	CAEEL00246
OG0000794	BRALA27101, BRALA27102	CAEEL14272, CAEEL13170
OG0000796	BRALA13626	CAEEL18138
OG0000797	BRALA03774	CAEEL11404
OG0000798	BRALA22751	CAEEL08562, CAEEL08561
OG0000803	BRALA32963, BRALA35065, BRALA07561, BRALA35038, BRALA35572, BRALA32962, BRALA09870	CAEEL18447
OG0000809	BRALA05348	CAEEL06250
OG0000809	BRALA05349	CAEEL06532
OG0000810	BRALA00801	CAEEL00977
OG0000813	BRALA03695	CAEEL10975, CAEEL10973, CAEEL01084
OG0000814	BRALA13770, BRALA03045	CAEEL07659, CAEEL07658
OG0000817	BRALA00540, BRALA03663	CAEEL08608
OG0000817	BRALA17018	CAEEL09272
OG0000818	BRALA13068	CAEEL08212
OG0000819	BRALA14959	CAEEL09262
OG0000820	BRALA14102	CAEEL08726
OG0000826	BRALA03389, BRALA10374, BRALA19087	CAEEL04414
OG0000828	BRALA04441	CAEEL01170
OG0000828	BRALA31135, BRALA34346	CAEEL14806
OG0000833	BRALA05134	CAEEL05439
OG0000834	BRALA06902	CAEEL00925, CAEEL00924
OG0000836	BRALA01673, BRALA04302, BRALA08044, BRALA08045	CAEEL01665
OG0000837	BRALA14733	CAEEL19270, CAEEL07955
OG0000838	BRALA27651, BRALA27650, BRALA29963, BRALA29962	CAEEL12737
OG0000842	BRALA00081	CAEEL11884
OG0000844	BRALA18784	CAEEL04872, CAEEL18631, CAEEL05964, CAEEL05848
OG0000847	BRALA19376	CAEEL07299
OG0000849	BRALA35105, BRALA28673, BRALA24673	CAEEL04333
OG0000850	BRALA22071, BRALA00654, BRALA25841	CAEEL14176, CAEEL17117, CAEEL14155, CAEEL14177, CAEEL04935
OG0000851	BRALA11776	CAEEL08745
OG0000852	BRALA26844, BRALA03113	CAEEL08255
OG0000854	BRALA04070, BRALA04062, BRALA05362, BRALA04082, BRALA04079, BRALA04080, BRALA04077, BRALA31873, BRALA04085, BRALA04078, BRALA04081, BRALA04086, BRALA32502, BRALA30946, BRALA02693, BRALA04072, BRALA24084, BRALA32243, BRALA02692, BRALA02694, BRALA32242, BRALA18948	CAEEL01395
OG0000856	BRALA04525	CAEEL00189, CAEEL08452, CAEEL13523
OG0000857	BRALA08900	CAEEL04547
OG0000858	BRALA12759	CAEEL16889, CAEEL11559, CAEEL11560, CAEEL11558
OG0000860	BRALA18427	CAEEL09321, CAEEL18240
OG0000863	BRALA26155	CAEEL04473, CAEEL06248
OG0000867	BRALA24411, BRALA11145	CAEEL18894, CAEEL20247
OG0000869	BRALA33856	CAEEL04762
OG0000869	BRALA00814, BRALA00815	CAEEL04725
OG0000870	BRALA21184, BRALA21180, BRALA21179, BRALA18901, BRALA21177	CAEEL05330
OG0000871	BRALA08980	CAEEL00780
OG0000871	BRALA16416	CAEEL00781, CAEEL13789
OG0000874	BRALA11822	CAEEL03105
OG0000875	BRALA10301, BRALA09033	CAEEL08184, CAEEL12416
OG0000876	BRALA11284	CAEEL00773, CAEEL00774
OG0000877	BRALA03177, BRALA03178	CAEEL14736, CAEEL01576, CAEEL15069, CAEEL11424, CAEEL10392, CAEEL07961, CAEEL14735, CAEEL06683, CAEEL20717
OG0000879	BRALA20286, BRALA33717, BRALA33372, BRALA20287	CAEEL07550
OG0000880	BRALA09318	CAEEL10369
OG0000887	BRALA20178	CAEEL20268, CAEEL06748
OG0000888	BRALA15051	CAEEL00418
OG0000889	BRALA25124	CAEEL09857, CAEEL09856
OG0000889	BRALA07192	CAEEL07245
OG0000893	BRALA25869, BRALA17380, BRALA24437	CAEEL05208
OG0000894	BRALA06371	CAEEL20455
OG0000896	BRALA17653	CAEEL17889
OG0000904	BRALA03360	CAEEL10501
OG0000905	BRALA02403	CAEEL09890
OG0000908	BRALA30688	CAEEL18895
OG0000909	BRALA24516	CAEEL00966
OG0000911	BRALA35518	CAEEL15173
OG0000912	BRALA21702	CAEEL19084
OG0000913	BRALA19448	CAEEL03086, CAEEL09227, CAEEL01751, CAEEL17909, CAEEL04783, CAEEL08435
OG0000914	BRALA20034	CAEEL08534, CAEEL08535
OG0000915	BRALA15366	CAEEL11744
OG0000921	BRALA21805	CAEEL05986
OG0000923	BRALA04563	CAEEL01410
OG0000923	BRALA07148	CAEEL00580
OG0000925	BRALA25852	CAEEL01239, CAEEL01153, CAEEL00968, CAEEL00439, CAEEL07058
