Orthogroup	BRALA	DANRE
OG0000069	BRALA33707, BRALA33706, BRALA10090, BRALA31904, BRALA27769, BRALA28929, BRALA02441	DANRE26091
OG0000069	BRALA27564	DANRE37466
OG0000069	BRALA06442	DANRE37428
OG0000069	BRALA27543	DANRE26154
OG0000069	BRALA27559	DANRE26088
OG0000069	BRALA31405	DANRE26077, DANRE26160, DANRE39502, DANRE39507, DANRE39496, DANRE39492, DANRE37450, DANRE26173, DANRE26170, DANRE26153, DANRE26152
OG0000069	BRALA06255	DANRE24751, DANRE34404, DANRE30153, DANRE08957, DANRE08956
OG0000069	BRALA33181	DANRE37404
OG0000069	BRALA06393, BRALA06457, BRALA31410	DANRE26063
OG0000070	BRALA19019, BRALA19027, BRALA19020	DANRE18387, DANRE02540
OG0000070	BRALA24904, BRALA14166, BRALA14168, BRALA14506, BRALA14507, BRALA14508, BRALA00869, BRALA13923, BRALA21904, BRALA31816, BRALA28174, BRALA29611, BRALA33117, BRALA16447, BRALA14504, BRALA14505, BRALA15434, BRALA07382, BRALA09112, BRALA15447, BRALA14512, BRALA07371, BRALA14167, BRALA10327, BRALA03588, BRALA09032, BRALA02167, BRALA22763, BRALA01254	DANRE27422, DANRE27423, DANRE35328, DANRE35329, DANRE35330
OG0000071	BRALA05660	DANRE38652, DANRE38653, DANRE38644, DANRE38645, DANRE38647, DANRE38651, DANRE38650, DANRE38649, DANRE41730, DANRE41729, DANRE41727, DANRE41728, DANRE21412, DANRE21413, DANRE21410, DANRE21409, DANRE21414, DANRE21408, DANRE21411, DANRE21415, DANRE21416
OG0000072	BRALA12631	DANRE15952, DANRE15953, DANRE00858, DANRE00856, DANRE00857, DANRE08517
OG0000072	BRALA35229	DANRE08498
OG0000072	BRALA33639, BRALA31916	DANRE08497, DANRE06006
OG0000073	BRALA22888	DANRE30709, DANRE30708, DANRE12382
OG0000074	BRALA08058	DANRE17935
OG0000075	BRALA11316	DANRE03709, DANRE26359, DANRE26360
OG0000075	BRALA07062	DANRE23134, DANRE23133
OG0000075	BRALA18754	DANRE09985, DANRE09984, DANRE09983, DANRE02787
OG0000075	BRALA16174	DANRE01002, DANRE34361
OG0000075	BRALA11318	DANRE41688, DANRE23132
OG0000075	BRALA17353, BRALA17352	DANRE36834, DANRE40515, DANRE12778
OG0000075	BRALA20309	DANRE30937, DANRE41300
OG0000075	BRALA25719	DANRE24998, DANRE31372, DANRE31373, DANRE22408, DANRE02483
OG0000075	BRALA17324	DANRE31021, DANRE31022
OG0000077	BRALA11472	DANRE16390, DANRE20043, DANRE07192, DANRE00591, DANRE00590, DANRE39691
OG0000077	BRALA02324	DANRE24245, DANRE24244, DANRE10615, DANRE10614, DANRE34995, DANRE08145
OG0000077	BRALA30355, BRALA30354, BRALA30353, BRALA27919, BRALA16173, BRALA31380, BRALA32410, BRALA09728, BRALA00278, BRALA10708, BRALA22743, BRALA22531, BRALA27588, BRALA21944, BRALA21945	DANRE01477, DANRE40866, DANRE22036, DANRE06030, DANRE20156, DANRE16358
OG0000077	BRALA35746, BRALA06424	DANRE11696, DANRE11492, DANRE16170, DANRE41853, DANRE41854, DANRE17386, DANRE40644, DANRE19656, DANRE19657
OG0000078	BRALA17098	DANRE10793, DANRE10792, DANRE18374
OG0000078	BRALA02325, BRALA02320, BRALA02318, BRALA10234, BRALA02688, BRALA30889, BRALA02317, BRALA11328	DANRE39894, DANRE39895, DANRE39896, DANRE26111, DANRE26112, DANRE36848, DANRE30865, DANRE30864
OG0000079	BRALA00097, BRALA00109	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430, DANRE23441, DANRE01701, DANRE07129, DANRE07131, DANRE06662
OG0000079	BRALA18105	DANRE00163, DANRE00164, DANRE00165, DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229
OG0000079	BRALA22809	DANRE08425, DANRE08424, DANRE08423, DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230, DANRE08421, DANRE08418, DANRE08422, DANRE40812, DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813
OG0000079	BRALA13477	DANRE01827, DANRE01825, DANRE01824, DANRE01826
OG0000081	BRALA05164, BRALA21995, BRALA12438, BRALA12435	DANRE40649, DANRE40650, DANRE21459, DANRE14250, DANRE21460, DANRE24930, DANRE38366, DANRE24350, DANRE24349, DANRE20206, DANRE20207, DANRE41912, DANRE41911
OG0000082	BRALA23665	DANRE33308
OG0000082	BRALA23991	DANRE06377
OG0000082	BRALA10738	DANRE00971
OG0000082	BRALA12024	DANRE00970
OG0000083	BRALA11838, BRALA11834	DANRE01056, DANRE08510, DANRE34355, DANRE07334, DANRE07333
OG0000084	BRALA16357	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413
OG0000084	BRALA27744	DANRE16406, DANRE16407, DANRE16782, DANRE23641, DANRE34043, DANRE34042, DANRE01545, DANRE05120
OG0000085	BRALA10231	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947
OG0000085	BRALA35021	DANRE34010, DANRE34949, DANRE08303, DANRE08302, DANRE35408
OG0000085	BRALA20574	DANRE10316
OG0000085	BRALA19315	DANRE06317, DANRE41902, DANRE41903, DANRE41901, DANRE23253
OG0000085	BRALA25446	DANRE35407, DANRE35406, DANRE08304, DANRE08305, DANRE33807, DANRE33806
OG0000085	BRALA18829	DANRE14204, DANRE04562
OG0000086	BRALA05165	DANRE33035, DANRE24011, DANRE02133, DANRE17450, DANRE17451, DANRE17991, DANRE28254
OG0000086	BRALA06694, BRALA20910	DANRE19051
OG0000086	BRALA26007, BRALA33568, BRALA30193, BRALA16688, BRALA15216, BRALA25372	DANRE36075, DANRE31941, DANRE19260
OG0000086	BRALA08255	DANRE07765
OG0000087	BRALA02414	DANRE02654, DANRE02653
OG0000087	BRALA11394	DANRE42135
OG0000087	BRALA11396, BRALA13093	DANRE42134
OG0000088	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340, BRALA17728	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035
OG0000089	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045	DANRE00866, DANRE06893, DANRE01120, DANRE01121, DANRE24411, DANRE18395, DANRE18394, DANRE18393
OG0000090	BRALA02611	DANRE14575, DANRE14574, DANRE08600, DANRE08601
OG0000090	BRALA04706	DANRE14775, DANRE14776
OG0000091	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173	DANRE19328, DANRE19327, DANRE19329
OG0000093	BRALA25999, BRALA23972	DANRE18559
OG0000093	BRALA01382, BRALA01380	DANRE12452, DANRE31410, DANRE31411, DANRE36972
OG0000094	BRALA34518	DANRE40961
OG0000094	BRALA09222, BRALA24092	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591
OG0000096	BRALA29898, BRALA29897	DANRE06854, DANRE41409, DANRE15329, DANRE13475
OG0000096	BRALA16859	DANRE36045, DANRE24893
OG0000096	BRALA08595, BRALA28945	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947
OG0000096	BRALA24883	DANRE42235, DANRE21352, DANRE21353, DANRE21354
OG0000097	BRALA14234	DANRE07843, DANRE07842, DANRE07848, DANRE07847, DANRE07846, DANRE07845
OG0000098	BRALA00433	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851
OG0000098	BRALA09558	DANRE43096, DANRE26020, DANRE38317, DANRE38316, DANRE38318, DANRE26021, DANRE38315, DANRE33952, DANRE33953
OG0000099	BRALA22450, BRALA22449	DANRE07078, DANRE07079, DANRE15828, DANRE15826, DANRE15825, DANRE07080, DANRE33824, DANRE06396, DANRE06395, DANRE19734, DANRE08890, DANRE19931, DANRE19932, DANRE07026
OG0000099	BRALA35493	DANRE19933
OG0000099	BRALA15695, BRALA29540	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816, DANRE08158, DANRE13815, DANRE08996
OG0000099	BRALA29541	DANRE09030, DANRE08830, DANRE08829, DANRE00831, DANRE00829
OG0000100	BRALA15348	DANRE36082
OG0000100	BRALA09332	DANRE31960, DANRE06447, DANRE35571, DANRE40178, DANRE28402
OG0000101	BRALA27830	DANRE38569, DANRE26131, DANRE26132
OG0000101	BRALA14227, BRALA01723, BRALA14232, BRALA14229, BRALA14228	DANRE12070
OG0000101	BRALA35778, BRALA34308	DANRE23836
OG0000101	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970	DANRE42773, DANRE42772, DANRE21261, DANRE21260, DANRE42774
OG0000102	BRALA25931	DANRE11526, DANRE22227, DANRE22226
OG0000102	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014	DANRE34065, DANRE34064, DANRE34892, DANRE34893, DANRE33378
OG0000103	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033	DANRE24869, DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233, DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033, DANRE02398, DANRE02397, DANRE22772
OG0000104	BRALA24676, BRALA24677	DANRE13410, DANRE13408, DANRE13409, DANRE13411, DANRE00019, DANRE00018, DANRE10295, DANRE10293, DANRE10294, DANRE10296
OG0000104	BRALA26650	DANRE08585, DANRE42030, DANRE42031, DANRE42032, DANRE42033, DANRE35890, DANRE03855
OG0000104	BRALA24675	DANRE00020, DANRE00021, DANRE13407
OG0000104	BRALA25097, BRALA25098	DANRE42503, DANRE42504
OG0000104	BRALA20458, BRALA20457	DANRE02766, DANRE02765, DANRE02767, DANRE30903, DANRE39783
OG0000105	BRALA27301, BRALA27302, BRALA27300	DANRE18695
OG0000106	BRALA03304, BRALA03303, BRALA03302, BRALA03305	DANRE38871, DANRE25336, DANRE25339, DANRE25338, DANRE25337, DANRE27190, DANRE24604
OG0000106	BRALA17617	DANRE26909
OG0000106	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367	DANRE00217, DANRE00219, DANRE00218, DANRE09198, DANRE09199, DANRE25823, DANRE25822
OG0000107	BRALA20703, BRALA11727, BRALA20699	DANRE37418
OG0000107	BRALA27541	DANRE37427
OG0000107	BRALA06411	DANRE26172
OG0000107	BRALA06451	DANRE37401
OG0000107	BRALA06432	DANRE37431, DANRE26155, DANRE37446
OG0000107	BRALA27535, BRALA25259	DANRE26150
OG0000107	BRALA27546, BRALA27562	DANRE26167
OG0000107	BRALA06444	DANRE37414, DANRE26094
OG0000107	BRALA31407	DANRE26157, DANRE26076
OG0000107	BRALA25263	DANRE26097, DANRE37435, DANRE26164
OG0000108	BRALA26391	DANRE31270, DANRE31272, DANRE31271
OG0000108	BRALA25186	DANRE17705
OG0000108	BRALA10855	DANRE29556, DANRE26378, DANRE24586, DANRE36583, DANRE23171, DANRE41391
OG0000110	BRALA16587	DANRE00791, DANRE00859, DANRE08321
OG0000110	BRALA25611, BRALA22080, BRALA22078, BRALA05100, BRALA05295, BRALA05542, BRALA08593, BRALA22079, BRALA25609, BRALA15143, BRALA30278, BRALA29111, BRALA29112, BRALA24555, BRALA29879, BRALA15145, BRALA25881, BRALA05405, BRALA34750	DANRE11747, DANRE11748, DANRE11749
OG0000111	BRALA29475, BRALA06649, BRALA13382	DANRE28794, DANRE28795, DANRE29459, DANRE35452, DANRE03091, DANRE30573, DANRE03092
OG0000111	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341	DANRE10905, DANRE37814
OG0000111	BRALA16169, BRALA10270	DANRE33816
OG0000113	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149	DANRE34599, DANRE36419, DANRE36418, DANRE36417, DANRE36416, DANRE36415
OG0000113	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625	DANRE12503, DANRE12504, DANRE12502
OG0000114	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610	DANRE05297, DANRE16133, DANRE16132, DANRE00562, DANRE00564, DANRE00563, DANRE02256, DANRE02257, DANRE36669, DANRE33480, DANRE33482, DANRE33481, DANRE22942
OG0000116	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197	DANRE41906
OG0000116	BRALA13339	DANRE41907, DANRE41905
OG0000117	BRALA03881, BRALA03778, BRALA32508, BRALA05492, BRALA06752	DANRE39915
OG0000117	BRALA19489	DANRE26217
OG0000117	BRALA20626, BRALA29346	DANRE01692
OG0000117	BRALA18688, BRALA13613	DANRE35421
OG0000118	BRALA19921	DANRE02926
OG0000119	BRALA06707, BRALA09190	DANRE16116, DANRE16117, DANRE41481, DANRE41482, DANRE41480, DANRE07182, DANRE07181, DANRE29831, DANRE03249
OG0000119	BRALA09113, BRALA09057, BRALA09056	DANRE41697, DANRE23346, DANRE23347, DANRE09855, DANRE09856, DANRE09854, DANRE29168, DANRE29167
OG0000119	BRALA14028, BRALA14029	DANRE42690, DANRE42691, DANRE05898
OG0000120	BRALA18993	DANRE14878
OG0000121	BRALA03924, BRALA20434, BRALA03923	DANRE15722, DANRE15721, DANRE15724, DANRE15723, DANRE06168, DANRE03946
OG0000121	BRALA32320	DANRE23017
OG0000121	BRALA02169	DANRE33773, DANRE33772, DANRE41413
OG0000122	BRALA04629	DANRE03356, DANRE03355, DANRE29132, DANRE27353, DANRE24610, DANRE24611, DANRE42733
OG0000123	BRALA16281	DANRE03245, DANRE03244, DANRE11282, DANRE34021, DANRE06648, DANRE42889, DANRE15663
OG0000123	BRALA11475	DANRE03936, DANRE03935, DANRE01411, DANRE40778, DANRE07052, DANRE20213
OG0000123	BRALA11471	DANRE19626, DANRE19627, DANRE06681, DANRE06682
OG0000123	BRALA22355	DANRE00702
OG0000124	BRALA26544	DANRE43119
OG0000124	BRALA05628	DANRE09986, DANRE02785, DANRE02786, DANRE22696
OG0000124	BRALA26268	DANRE17762, DANRE03769
OG0000124	BRALA23466	DANRE18048, DANRE07772, DANRE16836, DANRE16837, DANRE05164
OG0000125	BRALA07049	DANRE29227, DANRE29226, DANRE14258, DANRE10509, DANRE10510, DANRE01699, DANRE01698, DANRE23412
OG0000125	BRALA11353	DANRE23413, DANRE03397, DANRE29699, DANRE29698, DANRE03395, DANRE01700, DANRE23414
OG0000125	BRALA11356	DANRE14262, DANRE14259, DANRE14260, DANRE03705, DANRE03706, DANRE29824, DANRE29825, DANRE14261
OG0000126	BRALA11509	DANRE04839, DANRE04840, DANRE04841, DANRE06613, DANRE06612, DANRE36521
OG0000126	BRALA11885	DANRE24264, DANRE24265, DANRE24266, DANRE07231, DANRE07232
OG0000126	BRALA21733	DANRE19091, DANRE19090, DANRE21704, DANRE21705, DANRE33653, DANRE33654, DANRE09589, DANRE25981, DANRE25982
OG0000127	BRALA35668, BRALA34921	DANRE16565, DANRE41950, DANRE06928, DANRE22187, DANRE38204, DANRE33886, DANRE33885
OG0000127	BRALA06066	DANRE36236, DANRE26932, DANRE35612, DANRE42858
OG0000127	BRALA17083	DANRE08971, DANRE14620, DANRE14621, DANRE18120, DANRE11692, DANRE02339
OG0000127	BRALA16654	DANRE17738, DANRE22515, DANRE39205, DANRE39206
OG0000127	BRALA06242	DANRE28534, DANRE30574, DANRE30575, DANRE03095, DANRE03096
OG0000128	BRALA21885, BRALA21891, BRALA03636	DANRE33979
OG0000128	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136	DANRE08860
OG0000128	BRALA31378	DANRE26420, DANRE24430, DANRE24431
OG0000129	BRALA31934, BRALA31933, BRALA13415, BRALA13416	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938, DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476, DANRE16830, DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890
OG0000129	BRALA11658	DANRE19744, DANRE12249, DANRE12250, DANRE37926, DANRE37925, DANRE37924
OG0000129	BRALA27240	DANRE28020
OG0000130	BRALA07214	DANRE04845
OG0000130	BRALA03425	DANRE17488, DANRE09448, DANRE18358
OG0000130	BRALA21438	DANRE18638, DANRE18639
OG0000130	BRALA22517	DANRE25590, DANRE25589, DANRE31159, DANRE02422, DANRE02421, DANRE36688, DANRE36687, DANRE36689, DANRE36691, DANRE36690, DANRE02251, DANRE43436, DANRE41295
OG0000130	BRALA05250, BRALA05249, BRALA22519, BRALA22518	DANRE05781, DANRE26414, DANRE26415, DANRE24435, DANRE24436, DANRE35913, DANRE41531, DANRE41530, DANRE00871, DANRE00870, DANRE00869, DANRE06895
OG0000130	BRALA06672, BRALA27303	DANRE33409, DANRE33410, DANRE00064, DANRE27390, DANRE03794, DANRE05069
OG0000131	BRALA24562	DANRE33605
OG0000131	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869	DANRE04220, DANRE04230, DANRE04219, DANRE04231, DANRE04214, DANRE04215, DANRE04213, DANRE04218, DANRE04211, DANRE43315, DANRE04238, DANRE04240, DANRE04237, DANRE43131, DANRE04234, DANRE04239, DANRE04236, DANRE04243, DANRE04221, DANRE04232, DANRE04233, DANRE04235, DANRE03173, DANRE36258
OG0000132	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414	DANRE40562, DANRE34020, DANRE26062, DANRE26082, DANRE26074, DANRE26055, DANRE37452, DANRE37445, DANRE37403, DANRE37459, DANRE37460, DANRE37429, DANRE37412, DANRE26100, DANRE26165, DANRE26175, DANRE26158, DANRE26093, DANRE37468, DANRE39504, DANRE39494
OG0000132	BRALA11245	DANRE24745
OG0000133	BRALA22999	DANRE16349, DANRE16992, DANRE17143, DANRE43190, DANRE16984, DANRE16983, DANRE16987, DANRE16988, DANRE17074, DANRE16318, DANRE16320, DANRE16319, DANRE16324, DANRE28557, DANRE43193, DANRE28556, DANRE28539, DANRE28445, DANRE23605, DANRE28593, DANRE20679, DANRE28604, DANRE28601, DANRE28602, DANRE28608, DANRE28538, DANRE28607, DANRE28609, DANRE28605, DANRE28603, DANRE28626, DANRE28540, DANRE28453, DANRE28452, DANRE28527, DANRE23626, DANRE28549, DANRE28550, DANRE28547, DANRE28548, DANRE28446, DANRE01396, DANRE01397, DANRE01395, DANRE28531, DANRE28530, DANRE28551, DANRE28529, DANRE28448, DANRE28526, DANRE28546, DANRE28545, DANRE28465, DANRE28466, DANRE43030, DANRE28478
OG0000133	BRALA00386, BRALA13183	DANRE43191
OG0000135	BRALA34007	DANRE37207
OG0000135	BRALA10455	DANRE10309
OG0000136	BRALA07227	DANRE09426, DANRE09427, DANRE23737, DANRE05302
OG0000137	BRALA21689, BRALA16648	DANRE09204, DANRE17609
OG0000137	BRALA28974, BRALA04537	DANRE06165
OG0000137	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017	DANRE17940, DANRE17941, DANRE04021, DANRE04020
OG0000137	BRALA25430, BRALA25424, BRALA35631, BRALA30028	DANRE17727, DANRE10757
OG0000140	BRALA32130	DANRE24857
OG0000140	BRALA29786, BRALA10378, BRALA12987, BRALA12988	DANRE25240, DANRE25239, DANRE25241, DANRE25232, DANRE25243, DANRE25242, DANRE39446, DANRE39445, DANRE39447, DANRE43128, DANRE25236, DANRE43195, DANRE25234, DANRE25235, DANRE12325, DANRE12326, DANRE38730, DANRE38729, DANRE38731
OG0000141	BRALA24485	DANRE17851, DANRE17850, DANRE18064
OG0000141	BRALA23794, BRALA23795	DANRE42165
OG0000145	BRALA23325	DANRE20803, DANRE28697
OG0000145	BRALA04358	DANRE28694
OG0000147	BRALA19565	DANRE23683, DANRE23682, DANRE35292, DANRE23668, DANRE23197
OG0000147	BRALA33037	DANRE26942, DANRE26943, DANRE36250, DANRE36251, DANRE23193, DANRE23196, DANRE23195, DANRE23194
OG0000147	BRALA16538	DANRE21777, DANRE21778
OG0000147	BRALA30660	DANRE05562, DANRE16724, DANRE16725
OG0000148	BRALA09428	DANRE23175, DANRE22292, DANRE36771, DANRE36769, DANRE22583, DANRE22582, DANRE22581, DANRE22579, DANRE22580, DANRE31174, DANRE31172, DANRE31173, DANRE02328, DANRE02325, DANRE02326, DANRE02327, DANRE22731
OG0000148	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051	DANRE22584, DANRE22585, DANRE36775, DANRE36774, DANRE13292, DANRE36768, DANRE22578, DANRE36772, DANRE36773, DANRE13290, DANRE13291, DANRE13293, DANRE02329, DANRE31175, DANRE31176
OG0000149	BRALA04476, BRALA12518, BRALA28887	DANRE25293, DANRE25295, DANRE25294, DANRE37665, DANRE37666, DANRE12798, DANRE12797
OG0000149	BRALA24371	DANRE04846
OG0000151	BRALA00287	DANRE14884, DANRE14886, DANRE14885, DANRE03134, DANRE29215, DANRE29216, DANRE40219, DANRE40221, DANRE40218, DANRE40220, DANRE01590, DANRE01589, DANRE35788, DANRE35787, DANRE42673
OG0000151	BRALA21767	DANRE23760
OG0000153	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299	DANRE38193, DANRE38194, DANRE38192, DANRE08665, DANRE34612, DANRE34614, DANRE34613, DANRE34610, DANRE34615, DANRE34611
OG0000154	BRALA22725, BRALA18903	DANRE14596, DANRE14593, DANRE14594, DANRE14588, DANRE14590, DANRE14589, DANRE14592, DANRE20521, DANRE23337, DANRE23336
OG0000155	BRALA16575	DANRE14798, DANRE14799, DANRE14802, DANRE14800, DANRE14801, DANRE04487, DANRE04488, DANRE09083
OG0000157	BRALA27057	DANRE34923, DANRE28272, DANRE21748, DANRE21746, DANRE21747
OG0000157	BRALA11237	DANRE21331
OG0000157	BRALA28027	DANRE36959, DANRE36960, DANRE02661, DANRE25691, DANRE31497, DANRE40411, DANRE40410
OG0000159	BRALA09776	DANRE24089, DANRE24088
OG0000159	BRALA12258	DANRE15174, DANRE09143
OG0000159	BRALA02682	DANRE35119
OG0000159	BRALA07694, BRALA07731, BRALA07711	DANRE03349, DANRE03348
OG0000160	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771	DANRE01423, DANRE40842, DANRE40841, DANRE17109, DANRE17108, DANRE17125, DANRE17126, DANRE17103, DANRE17119, DANRE17131, DANRE17130, DANRE17129, DANRE01424, DANRE40843, DANRE40844
OG0000162	BRALA29217, BRALA32848, BRALA35892, BRALA35512, BRALA28170, BRALA34322, BRALA34430, BRALA35671, BRALA34178	DANRE42795, DANRE42796
OG0000163	BRALA16731, BRALA16733, BRALA16732	DANRE22023, DANRE22022, DANRE29273, DANRE29274, DANRE29073, DANRE36123, DANRE36124
OG0000163	BRALA00110	DANRE03886, DANRE03884, DANRE03885, DANRE03887
OG0000164	BRALA23092	DANRE34099, DANRE34100, DANRE19463
OG0000164	BRALA01615	DANRE14503, DANRE10326, DANRE10325, DANRE34786, DANRE01504, DANRE02112, DANRE02110
OG0000165	BRALA31579	DANRE06012, DANRE06637, DANRE20519
OG0000165	BRALA15293, BRALA22908, BRALA28975, BRALA34797	DANRE06815, DANRE15698, DANRE06353
OG0000165	BRALA14596	DANRE30796, DANRE25513, DANRE39107, DANRE41877, DANRE34542, DANRE39106, DANRE12290, DANRE19609, DANRE33435, DANRE21614, DANRE06912, DANRE00873, DANRE00874, DANRE00872, DANRE06914, DANRE06911, DANRE06913, DANRE37977, DANRE00722, DANRE26457, DANRE26458, DANRE08895, DANRE08896, DANRE42343
