Orthogroup	DANRE	MOUSE
OG0000040	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034, DANRE17230	MOUSE38750, MOUSE38747, MOUSE38740, MOUSE38745, MOUSE38743, MOUSE38742, MOUSE38744, MOUSE38741, MOUSE38413
OG0000041	DANRE30701	MOUSE19876, MOUSE19875, MOUSE02175
OG0000041	DANRE29584, DANRE29586, DANRE29583, DANRE29585, DANRE24718	MOUSE43968, MOUSE43967, MOUSE43966, MOUSE43965, MOUSE43964
OG0000041	DANRE38473, DANRE38474, DANRE38475, DANRE25228	MOUSE44347, MOUSE44348
OG0000041	DANRE30702, DANRE30703, DANRE30699, DANRE30704, DANRE30700	MOUSE02172, MOUSE02171, MOUSE02173
OG0000041	DANRE40396, DANRE40397	MOUSE31152
OG0000041	DANRE36857, DANRE22432	MOUSE31141
OG0000041	DANRE25655, DANRE33053	MOUSE41518
OG0000041	DANRE36856	MOUSE31140
OG0000041	DANRE25654, DANRE43342	MOUSE41519
OG0000041	DANRE38441	MOUSE27266
OG0000041	DANRE36805	MOUSE28829
OG0000041	DANRE27215, DANRE24076	MOUSE21621
OG0000041	DANRE05493, DANRE05492, DANRE18224	MOUSE06756
OG0000041	DANRE05473	MOUSE06702
OG0000041	DANRE36043	MOUSE28657
OG0000042	DANRE42454, DANRE42453, DANRE42455	MOUSE15999
OG0000042	DANRE08533, DANRE08529, DANRE08530, DANRE08535, DANRE08531, DANRE08532, DANRE08528, DANRE08534, DANRE08536, DANRE23872, DANRE23873, DANRE23870, DANRE23868, DANRE23869, DANRE23871, DANRE23875, DANRE23874	MOUSE38450, MOUSE38449, MOUSE38448, MOUSE38451
OG0000043	DANRE34152	MOUSE50973
OG0000043	DANRE00964	MOUSE30821
OG0000044	DANRE20253, DANRE20252	MOUSE09513
OG0000044	DANRE04869, DANRE04868, DANRE04870	MOUSE35864, MOUSE35858, MOUSE35856, MOUSE35859, MOUSE35857
OG0000044	DANRE01471, DANRE01470, DANRE41195, DANRE41197, DANRE41200, DANRE41196, DANRE41199	MOUSE47855, MOUSE47856, MOUSE47853, MOUSE47854, MOUSE47857
OG0000044	DANRE05871, DANRE05873, DANRE05872, DANRE05874, DANRE05876, DANRE05875	MOUSE46640, MOUSE46637, MOUSE46650, MOUSE46649, MOUSE46652, MOUSE46653, MOUSE46651, MOUSE46654, MOUSE46641, MOUSE46645, MOUSE46644, MOUSE46646, MOUSE46647, MOUSE46648, MOUSE46638, MOUSE46642, MOUSE46643
OG0000044	DANRE06457	MOUSE03349
OG0000044	DANRE17818, DANRE24284, DANRE24283	MOUSE38808, MOUSE38809
OG0000044	DANRE24280	MOUSE38798
OG0000044	DANRE05244, DANRE05245	MOUSE41161, MOUSE41162
OG0000045	DANRE38824	MOUSE25074
OG0000045	DANRE27285, DANRE27286, DANRE19466	MOUSE25340, MOUSE25339, MOUSE25341
OG0000045	DANRE00498, DANRE00497, DANRE34860, DANRE34861	MOUSE20735
OG0000046	DANRE15742	MOUSE48114, MOUSE48113
OG0000046	DANRE15458, DANRE15457	MOUSE30090
OG0000046	DANRE06026, DANRE06027	MOUSE36275, MOUSE36276
OG0000046	DANRE09276	MOUSE54722
OG0000046	DANRE42278, DANRE42280, DANRE42172, DANRE42168, DANRE42170, DANRE42174, DANRE42171, DANRE42169, DANRE42167, DANRE42279, DANRE42166, DANRE42173, DANRE42277, DANRE09606, DANRE09605	MOUSE34003
OG0000048	DANRE06169	MOUSE07450
OG0000048	DANRE16164, DANRE16166, DANRE16167, DANRE16163	MOUSE55730
OG0000048	DANRE08312, DANRE01208, DANRE01209, DANRE06170, DANRE08212, DANRE08213, DANRE08214	MOUSE04650, MOUSE04652
OG0000048	DANRE24176, DANRE24175, DANRE27247, DANRE27248, DANRE24174, DANRE24603, DANRE05500	MOUSE07448, MOUSE07449, MOUSE07453, MOUSE07451, MOUSE07452
OG0000048	DANRE17556, DANRE05472	MOUSE06701
OG0000048	DANRE26183	MOUSE49641, MOUSE49640, MOUSE49639
OG0000049	DANRE18176, DANRE10819	MOUSE00124, MOUSE00123
OG0000049	DANRE00818, DANRE08853, DANRE08855, DANRE08854	MOUSE44987, MOUSE44986
OG0000049	DANRE36715, DANRE36714, DANRE02678	MOUSE52606, MOUSE52607, MOUSE52608
OG0000049	DANRE12445	MOUSE35311
OG0000049	DANRE39773, DANRE39775, DANRE39774, DANRE02437, DANRE02436	MOUSE03391
OG0000049	DANRE36818, DANRE36819	MOUSE17233, MOUSE17232
OG0000049	DANRE30745, DANRE25833	MOUSE39154, MOUSE39153
OG0000049	DANRE30744	MOUSE40908, MOUSE39155
OG0000051	DANRE04454, DANRE04455, DANRE04456, DANRE04458, DANRE04457	MOUSE52051, MOUSE52052, MOUSE21678, MOUSE21679, MOUSE52055, MOUSE52053, MOUSE52054, MOUSE52063, MOUSE52065, MOUSE52064
OG0000053	DANRE17521	MOUSE33288
OG0000054	DANRE06791, DANRE15743	MOUSE48109
OG0000054	DANRE09041, DANRE09042	MOUSE33537, MOUSE33539, MOUSE33538, MOUSE33523, MOUSE33524, MOUSE33525, MOUSE33528, MOUSE33529, MOUSE33527, MOUSE33526, MOUSE33530, MOUSE33531, MOUSE33536, MOUSE33533, MOUSE33535, MOUSE33532, MOUSE33534
OG0000054	DANRE04360	MOUSE17454, MOUSE17455, MOUSE17434, MOUSE17435, MOUSE17438, MOUSE48638, MOUSE17453, MOUSE17439, MOUSE17441, MOUSE17440, MOUSE17433
OG0000055	DANRE00963	MOUSE08913, MOUSE08852, MOUSE08839, MOUSE08834, MOUSE08820, MOUSE08827, MOUSE08840, MOUSE03681, MOUSE08929, MOUSE08849, MOUSE30823, MOUSE08833, MOUSE08832, MOUSE08831, MOUSE08906, MOUSE08823, MOUSE08917, MOUSE08912, MOUSE08920, MOUSE30831
OG0000056	DANRE40469	MOUSE52879
OG0000056	DANRE39460, DANRE39459	MOUSE36572, MOUSE36574, MOUSE36579, MOUSE36583, MOUSE36576, MOUSE36586, MOUSE36571, MOUSE36575, MOUSE36582, MOUSE36587, MOUSE36573, MOUSE36590, MOUSE36585, MOUSE36584, MOUSE36589, MOUSE36588, MOUSE36577, MOUSE36580, MOUSE36578, MOUSE36581
OG0000056	DANRE26296, DANRE26298, DANRE26299	MOUSE31839, MOUSE31840
OG0000056	DANRE30224, DANRE30223	MOUSE48807, MOUSE48808, MOUSE48805, MOUSE48806, MOUSE48802, MOUSE48804
OG0000056	DANRE01911, DANRE01910	MOUSE31842
OG0000056	DANRE40924, DANRE40923	MOUSE37995, MOUSE37994
OG0000056	DANRE30239	MOUSE36570
OG0000057	DANRE01491, DANRE01492, DANRE34768, DANRE34769	MOUSE10186, MOUSE10187, MOUSE10188
OG0000057	DANRE25607, DANRE38933	MOUSE44717, MOUSE44718
OG0000057	DANRE02560, DANRE02558, DANRE02559	MOUSE55281, MOUSE55280
OG0000058	DANRE01466, DANRE01467	MOUSE21857, MOUSE21254
OG0000058	DANRE03528	MOUSE10546
OG0000058	DANRE15450	MOUSE40446, MOUSE40445, MOUSE06405, MOUSE16601
OG0000058	DANRE15130, DANRE18090, DANRE05159, DANRE10661, DANRE16833	MOUSE49898
OG0000058	DANRE17579	MOUSE27373
OG0000058	DANRE03527	MOUSE40443, MOUSE20899
OG0000058	DANRE30014, DANRE15447	MOUSE06401
OG0000059	DANRE15544, DANRE15545, DANRE15546, DANRE20191, DANRE20192, DANRE20189, DANRE15547, DANRE20190	MOUSE55069
OG0000059	DANRE08539	MOUSE29771, MOUSE29770, MOUSE29769
OG0000059	DANRE23878, DANRE23877, DANRE23876	MOUSE52262, MOUSE52259, MOUSE52258
OG0000059	DANRE06156, DANRE06155	MOUSE29617
OG0000059	DANRE06072, DANRE06071, DANRE00651	MOUSE09593, MOUSE09594, MOUSE09591, MOUSE09588, MOUSE09589
OG0000059	DANRE20106, DANRE08743, DANRE08744	MOUSE45371, MOUSE45374
OG0000060	DANRE15035, DANRE15034, DANRE05268	MOUSE52080, MOUSE52079
OG0000060	DANRE29003, DANRE24797, DANRE24796	MOUSE44147, MOUSE44148
OG0000060	DANRE26104	MOUSE44454, MOUSE44455
OG0000060	DANRE12576	MOUSE01901, MOUSE01902
OG0000061	DANRE42668, DANRE35791, DANRE35790	MOUSE26618
OG0000061	DANRE14876	MOUSE38907, MOUSE38906
OG0000061	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237	MOUSE22377, MOUSE22378
OG0000061	DANRE03323, DANRE26316, DANRE26315	MOUSE53042
OG0000061	DANRE16979, DANRE30135	MOUSE06425
OG0000061	DANRE08363, DANRE08364	MOUSE42762
OG0000061	DANRE24234, DANRE26883, DANRE26882	MOUSE53307
OG0000061	DANRE28200, DANRE36395, DANRE36396, DANRE36397, DANRE03215, DANRE23525, DANRE23526	MOUSE39884, MOUSE39883
OG0000061	DANRE28197, DANRE28196, DANRE28198, DANRE28195, DANRE28199, DANRE28194, DANRE28193, DANRE36398	MOUSE39889, MOUSE39886, MOUSE39890, MOUSE39885, MOUSE39887, MOUSE39892, MOUSE39891
OG0000061	DANRE30136	MOUSE42763
OG0000061	DANRE26341	MOUSE39874, MOUSE39873, MOUSE39878, MOUSE39876, MOUSE39877
OG0000061	DANRE29170	MOUSE05785
OG0000062	DANRE28563, DANRE28564, DANRE28575, DANRE28567, DANRE08108	MOUSE41293
OG0000062	DANRE35118	MOUSE25941
OG0000062	DANRE08527, DANRE08526, DANRE09429	MOUSE17649
OG0000062	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570	MOUSE41585, MOUSE41584, MOUSE41295, MOUSE41296, MOUSE41297, MOUSE41294, MOUSE41586
OG0000062	DANRE18807, DANRE18806	MOUSE52081
OG0000063	DANRE20941, DANRE20940, DANRE20939	MOUSE18432, MOUSE18433, MOUSE18434
OG0000063	DANRE43110, DANRE15766, DANRE15767, DANRE15768, DANRE15769	MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919
OG0000063	DANRE26798	MOUSE18436, MOUSE18437
OG0000063	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785	MOUSE10885, MOUSE10881
OG0000063	DANRE15770	MOUSE33697
OG0000063	DANRE19500, DANRE19501	MOUSE27866, MOUSE27867
OG0000063	DANRE11531, DANRE11532, DANRE04204, DANRE04205	MOUSE46812, MOUSE46810, MOUSE46811, MOUSE46809
OG0000065	DANRE33929, DANRE19442	MOUSE25323, MOUSE25321, MOUSE25322
OG0000065	DANRE11091	MOUSE32171
OG0000066	DANRE40339, DANRE40338, DANRE40337, DANRE40336	MOUSE53763
OG0000067	DANRE18991	MOUSE10267
OG0000067	DANRE06045, DANRE20513	MOUSE19580
OG0000067	DANRE39179	MOUSE31455
OG0000068	DANRE31239	MOUSE39314
OG0000068	DANRE39798, DANRE39799	MOUSE54372
OG0000068	DANRE23489	MOUSE40674
OG0000068	DANRE39760, DANRE39761	MOUSE54270
OG0000068	DANRE22549	MOUSE52919, MOUSE52920, MOUSE52921
OG0000068	DANRE25132, DANRE31207, DANRE31206, DANRE31205	MOUSE14430
OG0000068	DANRE41310	MOUSE41087, MOUSE41088
OG0000068	DANRE31358, DANRE31357	MOUSE02009
OG0000068	DANRE22551	MOUSE02010
OG0000069	DANRE26091	MOUSE30824
OG0000069	DANRE37428	MOUSE30828
OG0000069	DANRE26098	MOUSE08931
OG0000069	DANRE37444, DANRE37413, DANRE37438, DANRE37456, DANRE26073	MOUSE08928, MOUSE30827
OG0000069	DANRE26154	MOUSE08907, MOUSE30830
OG0000069	DANRE24751, DANRE34404, DANRE30153, DANRE08957, DANRE08956	MOUSE24595
OG0000069	DANRE37416	MOUSE08934, MOUSE08905, MOUSE08822, MOUSE08829
OG0000070	DANRE18387	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178
OG0000070	DANRE02540	MOUSE55320
OG0000070	DANRE04119	MOUSE14076, MOUSE06197
OG0000070	DANRE14399	MOUSE19892
OG0000070	DANRE35328, DANRE35329, DANRE35330	MOUSE01400, MOUSE01399
OG0000071	DANRE38652, DANRE38653, DANRE38644, DANRE38645, DANRE38647, DANRE38651, DANRE38650, DANRE38649, DANRE41730, DANRE41729, DANRE41727, DANRE41728, DANRE21412, DANRE21413, DANRE21410, DANRE21409, DANRE21414, DANRE21408, DANRE21411, DANRE21415, DANRE21416	MOUSE27775, MOUSE27776, MOUSE27777
OG0000072	DANRE06708	MOUSE03587
OG0000072	DANRE15716, DANRE15720, DANRE15719, DANRE15717, DANRE15718	MOUSE48101, MOUSE48102, MOUSE48100
OG0000072	DANRE08770, DANRE08769	MOUSE50200, MOUSE50201
OG0000072	DANRE15952, DANRE15953	MOUSE30088
OG0000072	DANRE00858, DANRE00856, DANRE00857, DANRE08517	MOUSE45691
OG0000072	DANRE08497, DANRE06006	MOUSE29660
OG0000072	DANRE05807	MOUSE00771, MOUSE00773, MOUSE00770, MOUSE00774, MOUSE00772
OG0000073	DANRE23559	MOUSE17327, MOUSE17328, MOUSE17326
OG0000073	DANRE10520	MOUSE18061, MOUSE18060, MOUSE18059, MOUSE18051, MOUSE18052
OG0000073	DANRE24104, DANRE24103, DANRE27229	MOUSE21657, MOUSE21656
OG0000073	DANRE39355	MOUSE49709, MOUSE49708
OG0000073	DANRE24102	MOUSE21655
OG0000073	DANRE30709, DANRE30708, DANRE12382	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163
OG0000074	DANRE30953	MOUSE01754
OG0000074	DANRE17935	MOUSE27442, MOUSE27441
OG0000074	DANRE25680	MOUSE43699
OG0000075	DANRE03709	MOUSE05779
OG0000075	DANRE26359, DANRE26360	MOUSE03707
OG0000075	DANRE41686, DANRE41687, DANRE35873, DANRE35872	MOUSE22546
OG0000075	DANRE23134, DANRE23133	MOUSE14633
OG0000075	DANRE09985, DANRE09984, DANRE09983, DANRE02787	MOUSE34423
OG0000075	DANRE01002	MOUSE45151
OG0000075	DANRE41688	MOUSE22547
OG0000075	DANRE23132	MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630
OG0000075	DANRE31020	MOUSE22548
OG0000075	DANRE36834, DANRE40515	MOUSE31075
OG0000075	DANRE12778	MOUSE39073
OG0000075	DANRE30937	MOUSE41200, MOUSE41199, MOUSE41201
OG0000075	DANRE41300	MOUSE11240, MOUSE11239
OG0000075	DANRE24998, DANRE31372, DANRE31373	MOUSE14370, MOUSE14371, MOUSE14372
OG0000075	DANRE02483	MOUSE40742
OG0000075	DANRE31021, DANRE31022	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109
OG0000077	DANRE16390	MOUSE27949
OG0000077	DANRE20043, DANRE07192	MOUSE03243, MOUSE03242
OG0000077	DANRE00591, DANRE00590, DANRE39691	MOUSE12725, MOUSE12726, MOUSE12727
OG0000077	DANRE24245, DANRE24244	MOUSE15867
OG0000077	DANRE10615, DANRE10614, DANRE34995, DANRE08145	MOUSE51200
OG0000077	DANRE01477, DANRE40866	MOUSE27778, MOUSE27779
OG0000077	DANRE22036	MOUSE21334
OG0000077	DANRE16358	MOUSE35957
OG0000077	DANRE11696	MOUSE52108
OG0000077	DANRE11492	MOUSE34401
OG0000077	DANRE16170, DANRE41853, DANRE41854	MOUSE16118
OG0000077	DANRE40644, DANRE19656, DANRE19657	MOUSE10502
OG0000077	DANRE33612, DANRE00616, DANRE33611, DANRE33613, DANRE17597, DANRE11294, DANRE11293	MOUSE20922, MOUSE20923, MOUSE20925, MOUSE20926, MOUSE20924
OG0000078	DANRE10793, DANRE10792, DANRE18374	MOUSE35673, MOUSE35672
OG0000078	DANRE39894, DANRE39895, DANRE39896	MOUSE48544
OG0000078	DANRE26111, DANRE26112	MOUSE27283, MOUSE27282
OG0000078	DANRE36848, DANRE30865, DANRE30864	MOUSE01884
OG0000079	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501
OG0000079	DANRE23441, DANRE01701	MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786
OG0000079	DANRE07129, DANRE07131, DANRE06662	MOUSE09603
OG0000079	DANRE00163	MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922
OG0000079	DANRE00164, DANRE00165	MOUSE36928, MOUSE36927
OG0000079	DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229	MOUSE03421, MOUSE03420, MOUSE03419
OG0000079	DANRE08425, DANRE08424	MOUSE05041
OG0000079	DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230	MOUSE05040
OG0000079	DANRE08421	MOUSE05039
OG0000079	DANRE40812	MOUSE37482
OG0000079	DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813	MOUSE37480, MOUSE37479
OG0000079	DANRE33383	MOUSE05042
OG0000079	DANRE01827, DANRE01825, DANRE01824	MOUSE01454, MOUSE01456, MOUSE01455
OG0000079	DANRE01826	MOUSE01453
OG0000081	DANRE40649, DANRE40650	MOUSE19801
OG0000081	DANRE21459, DANRE14250	MOUSE48363
OG0000081	DANRE38366	MOUSE51878, MOUSE51877
OG0000081	DANRE24350, DANRE24349, DANRE20206, DANRE20207	MOUSE15491, MOUSE15490
OG0000081	DANRE41912, DANRE41911	MOUSE15827
OG0000082	DANRE33308	MOUSE25920
OG0000082	DANRE06377	MOUSE19184
OG0000082	DANRE29360, DANRE29355, DANRE39683, DANRE29357, DANRE40398	MOUSE17697, MOUSE17696, MOUSE17699
OG0000082	DANRE00969, DANRE00972, DANRE00973, DANRE08030	MOUSE50877, MOUSE50878
OG0000082	DANRE00970	MOUSE50879
OG0000083	DANRE01056, DANRE08510	MOUSE38865, MOUSE38864, MOUSE38866
OG0000083	DANRE07334, DANRE07333	MOUSE30042
OG0000084	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413	MOUSE21451
OG0000084	DANRE15534, DANRE15533, DANRE15962, DANRE15961	MOUSE30075, MOUSE30074
OG0000084	DANRE33759	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162
OG0000084	DANRE16406, DANRE16407, DANRE16782, DANRE23641	MOUSE31596
OG0000084	DANRE34043, DANRE34042, DANRE01545	MOUSE40356
OG0000084	DANRE05120	MOUSE00836
OG0000085	DANRE13568, DANRE10642	MOUSE53183, MOUSE53182, MOUSE53184
OG0000085	DANRE42815	MOUSE26268, MOUSE26267
OG0000085	DANRE34949, DANRE08303, DANRE08302	MOUSE04941
OG0000085	DANRE35408	MOUSE37558, MOUSE37557
OG0000085	DANRE03156	MOUSE46323, MOUSE46324
OG0000085	DANRE10316	MOUSE50493, MOUSE50494, MOUSE50492
OG0000085	DANRE06317	MOUSE54746, MOUSE54748, MOUSE54747
OG0000085	DANRE41902, DANRE41903, DANRE41901	MOUSE30928
OG0000085	DANRE23253	MOUSE52166
OG0000085	DANRE33578, DANRE33579	MOUSE15351
OG0000085	DANRE35407, DANRE35406	MOUSE37560
OG0000085	DANRE08304, DANRE08305	MOUSE04944, MOUSE04943
OG0000085	DANRE14204, DANRE04562	MOUSE16592, MOUSE16590
OG0000085	DANRE35677, DANRE35678	MOUSE24109, MOUSE24108
OG0000087	DANRE37955	MOUSE04044, MOUSE04045
OG0000087	DANRE15847, DANRE15848	MOUSE40318, MOUSE40317
OG0000087	DANRE02654, DANRE02653	MOUSE11362
OG0000087	DANRE42135	MOUSE22119, MOUSE22054, MOUSE22052
OG0000087	DANRE22805, DANRE22804	MOUSE11213
OG0000087	DANRE24820, DANRE24821	MOUSE46080, MOUSE46081
OG0000087	DANRE42134	MOUSE46082
OG0000088	DANRE05341, DANRE04380	MOUSE00763, MOUSE00764
OG0000088	DANRE25416	MOUSE27097
OG0000088	DANRE26544, DANRE23867	MOUSE52249
OG0000088	DANRE36501	MOUSE53735
OG0000088	DANRE26035	MOUSE49610
OG0000089	DANRE01120, DANRE01121, DANRE24411	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272
OG0000089	DANRE18395, DANRE18394, DANRE18393	MOUSE00168, MOUSE00169
OG0000089	DANRE18392	MOUSE55271
OG0000090	DANRE14575, DANRE14574, DANRE08600, DANRE08601	MOUSE17971, MOUSE17970, MOUSE17967
OG0000090	DANRE14775, DANRE14776	MOUSE32571
OG0000091	DANRE19328, DANRE19327, DANRE19329	MOUSE19668, MOUSE19669
OG0000093	DANRE18559	MOUSE16619
OG0000093	DANRE12452, DANRE31410, DANRE31411	MOUSE35368, MOUSE35369
OG0000093	DANRE36972	MOUSE52764, MOUSE52765
OG0000094	DANRE20667, DANRE20666, DANRE40451	MOUSE23651, MOUSE23649, MOUSE23648, MOUSE23650
OG0000094	DANRE31445, DANRE31446	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177
OG0000094	DANRE02712, DANRE02711, DANRE02713	MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262
OG0000094	DANRE40961	MOUSE53507, MOUSE53505, MOUSE11261
OG0000094	DANRE40960, DANRE40286	MOUSE53506, MOUSE53508
OG0000094	DANRE26291, DANRE26290, DANRE39959, DANRE39958	MOUSE23861, MOUSE23862, MOUSE23863
OG0000094	DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957	MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210
OG0000094	DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591	MOUSE48851, MOUSE48849, MOUSE48850
OG0000095	DANRE25494, DANRE25495	MOUSE39287, MOUSE39286
OG0000095	DANRE25572, DANRE25573	MOUSE39288, MOUSE39290, MOUSE39289, MOUSE39291
OG0000095	DANRE24186, DANRE24187	MOUSE21580
OG0000095	DANRE16081, DANRE16080	MOUSE12896
OG0000095	DANRE23856, DANRE23855	MOUSE29409, MOUSE29410
OG0000096	DANRE06854	MOUSE54033
OG0000096	DANRE41409	MOUSE13094
OG0000096	DANRE13475	MOUSE29900
OG0000096	DANRE40526, DANRE02165	MOUSE31085, MOUSE31087
OG0000096	DANRE31394, DANRE31393	MOUSE02247
OG0000096	DANRE02166	MOUSE31088
OG0000096	DANRE24893	MOUSE35516
OG0000096	DANRE14485	MOUSE19103, MOUSE30286, MOUSE30282
OG0000096	DANRE25948	MOUSE41983
OG0000096	DANRE39826	MOUSE30995, MOUSE30992
OG0000096	DANRE25796, DANRE38945	MOUSE47007
OG0000096	DANRE38946	MOUSE30994, MOUSE47010
OG0000096	DANRE38947	MOUSE47008
OG0000096	DANRE38250, DANRE38251	MOUSE45925
OG0000096	DANRE29625, DANRE29623	MOUSE44088
OG0000096	DANRE42235, DANRE21352, DANRE21353, DANRE21354	MOUSE52337
OG0000097	DANRE07843, DANRE07842, DANRE07848, DANRE07847, DANRE07846	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751
OG0000097	DANRE07845	MOUSE31744
OG0000098	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196	MOUSE44178, MOUSE44180
OG0000098	DANRE38926, DANRE38925	MOUSE47248, MOUSE47247
OG0000098	DANRE42853, DANRE42852, DANRE42851	MOUSE01240
OG0000098	DANRE43096	MOUSE20701
OG0000098	DANRE26020	MOUSE20730
OG0000098	DANRE38317, DANRE38316, DANRE38318	MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537
OG0000098	DANRE26021, DANRE38315	MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533
OG0000098	DANRE33952, DANRE33953	MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725
OG0000099	DANRE07078, DANRE07079, DANRE15828, DANRE15826, DANRE15825, DANRE07080	MOUSE30052, MOUSE30050, MOUSE30051
OG0000099	DANRE33824, DANRE06396, DANRE06395	MOUSE53947, MOUSE53948, MOUSE53946
OG0000099	DANRE19734, DANRE08890	MOUSE50039, MOUSE50041, MOUSE50040
OG0000099	DANRE19931, DANRE19932, DANRE07026	MOUSE03601, MOUSE03600, MOUSE03599
OG0000099	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816	MOUSE43058
OG0000099	DANRE08158	MOUSE50899
OG0000099	DANRE13815, DANRE08996	MOUSE00625
OG0000099	DANRE09030	MOUSE33922
OG0000099	DANRE08830, DANRE08829, DANRE00831, DANRE00829	MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207
OG0000101	DANRE38569	MOUSE49370
OG0000101	DANRE26131, DANRE26132	MOUSE49670
OG0000101	DANRE21261, DANRE21260	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572
OG0000101	DANRE42774	MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457
OG0000102	DANRE11526	MOUSE08156, MOUSE08155
OG0000102	DANRE22227, DANRE22226	MOUSE24799, MOUSE24798
OG0000102	DANRE34065, DANRE34064, DANRE34892, DANRE34893	MOUSE25337, MOUSE25336
OG0000102	DANRE33378	MOUSE25939
OG0000103	DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233	MOUSE03951
OG0000103	DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033	MOUSE12336, MOUSE12340
OG0000103	DANRE02398, DANRE02397, DANRE22772	MOUSE15975, MOUSE28384
OG0000103	DANRE29899, DANRE29898, DANRE35659	MOUSE15157
OG0000103	DANRE28633, DANRE28634, DANRE35632, DANRE35633	MOUSE14014
OG0000104	DANRE13410, DANRE13408, DANRE13409, DANRE13411	MOUSE50573
OG0000104	DANRE00019, DANRE00018	MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436
OG0000104	DANRE08585	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982
OG0000104	DANRE42030, DANRE42031, DANRE42032, DANRE42033	MOUSE15501
OG0000104	DANRE03855	MOUSE05643, MOUSE05641, MOUSE05642
OG0000104	DANRE00020, DANRE00021	MOUSE16445, MOUSE16446
OG0000104	DANRE13407	MOUSE50574, MOUSE50575, MOUSE50576
OG0000104	DANRE42503, DANRE42504	MOUSE16174
OG0000104	DANRE02766, DANRE02765, DANRE02767	MOUSE23464, MOUSE23465, MOUSE23463
OG0000104	DANRE30903	MOUSE01968, MOUSE01967
OG0000104	DANRE39783	MOUSE53764
OG0000104	DANRE41690, DANRE41691	MOUSE22551, MOUSE22550
OG0000106	DANRE38871	MOUSE49277, MOUSE49278
