Orthogroup	DANRE	OWEFU
OG0000059	DANRE19797, DANRE19798, DANRE19796, DANRE13287, DANRE06156, DANRE06155, DANRE06072, DANRE06071, DANRE00651	OFUSG05392.2.p1, OFUSG05392.1.p1
OG0000059	DANRE20106, DANRE08743, DANRE08744	OFUSG21274.1.p1
OG0000060	DANRE15035, DANRE15034, DANRE05268	OFUSG14955.1.p1, OFUSG23392.1.p1
OG0000061	DANRE42668, DANRE35791, DANRE35790, DANRE14876, DANRE23684	OFUSG24472.3.p1, OFUSG24472.1.p1, OFUSG24472.2.p1, OFUSG16519.1.p1, OFUSG16362.1.p1, OFUSG16362.3.p1, OFUSG16362.2.p1
OG0000061	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237, DANRE03323, DANRE26316, DANRE26315	OFUSG04221.4.p1, OFUSG04221.3.p1, OFUSG04221.1.p1, OFUSG04221.2.p1
OG0000061	DANRE26341, DANRE29170	OFUSG16682.2.p1, OFUSG16682.1.p1
OG0000062	DANRE28563, DANRE28564, DANRE28575, DANRE28567, DANRE08108	OFUSG19725.1.p1, OFUSG05205.1.p1
OG0000062	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570	OFUSG20078.1.p1, OFUSG20078.2.p1
OG0000062	DANRE18807, DANRE18806	OFUSG20834.1.p1, OFUSG20834.2.p1, OFUSG05008.1.p1
OG0000063	DANRE20941, DANRE20940, DANRE20939, DANRE43110, DANRE15766, DANRE15767, DANRE15768, DANRE15769, DANRE26798, DANRE26796, DANRE26797, DANRE35514, DANRE35513	OFUSG17109.2.p1, OFUSG17109.1.p1
OG0000063	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785	OFUSG05823.2.p1, OFUSG05823.1.p1
OG0000063	DANRE15770	OFUSG20081.1.p1
OG0000065	DANRE33929, DANRE19442, DANRE11091, DANRE13549, DANRE13808, DANRE13807, DANRE30234, DANRE30232, DANRE30233, DANRE39633, DANRE39634, DANRE39641, DANRE39631, DANRE39632, DANRE39635, DANRE39637, DANRE39636, DANRE39638, DANRE39908	OFUSG22574.1.p1, OFUSG23358.1.p1, OFUSG12395.1.p1, OFUSG23801.1.p1, OFUSG23802.1.p1, OFUSG23800.1.p1, OFUSG01605.1.p1, OFUSG15392.1.p1, OFUSG01606.1.p1, OFUSG01817.1.p1, OFUSG16109.1.p1, OFUSG08606.1.p1, OFUSG25251.1.p1, OFUSG10638.1.p1, OFUSG03941.1.p1, OFUSG20646.1.p1, OFUSG26222.1.p1, OFUSG00747.1.p1, OFUSG00365.1.p1, OFUSG20533.1.p1, OFUSG15764.2.p1, OFUSG15764.4.p1, OFUSG15764.3.p1, OFUSG15764.1.p1, OFUSG13353.1.p1, OFUSG22698.1.p1, OFUSG15763.1.p1, OFUSG02049.1.p1, OFUSG22680.1.p1, OFUSG22697.1.p1, OFUSG16096.1.p1, OFUSG15767.1.p1, OFUSG12866.1.p1, OFUSG09226.1.p1, OFUSG09226.2.p1, OFUSG25542.1.p1, OFUSG21873.1.p1, OFUSG21872.1.p1, OFUSG07631.1.p1, OFUSG23384.1.p1, OFUSG15143.1.p1, OFUSG15928.1.p1, OFUSG00649.1.p1, OFUSG25620.1.p1, OFUSG08202.1.p1, OFUSG19583.1.p1, OFUSG13387.1.p1
OG0000066	DANRE40339, DANRE40338, DANRE40337, DANRE40336	OFUSG23527.1.p1
OG0000067	DANRE05059, DANRE06045, DANRE20513, DANRE39179	OFUSG07801.1.p1, OFUSG07801.2.p1, OFUSG09800.1.p1
OG0000068	DANRE39760, DANRE39761, DANRE22550, DANRE22548, DANRE36056, DANRE22549, DANRE22547, DANRE39762, DANRE25132, DANRE31207, DANRE31206, DANRE31205, DANRE41310, DANRE31358, DANRE31357	OFUSG19455.1.p1
OG0000068	DANRE22551	OFUSG06649.2.p1, OFUSG06649.1.p1
OG0000069	DANRE26091	OFUSG26968.1.p1, OFUSG26973.1.p1, OFUSG26972.1.p1
OG0000069	DANRE26063	OFUSG26970.1.p1, OFUSG26971.1.p1, OFUSG26969.1.p1
OG0000070	DANRE18387, DANRE02540	OFUSG13486.2.p1, OFUSG13486.1.p1, OFUSG01308.1.p1, OFUSG01308.2.p1
OG0000070	DANRE30067, DANRE04119, DANRE14399, DANRE38561	OFUSG12713.1.p1
OG0000071	DANRE38652, DANRE38653, DANRE38644, DANRE38645, DANRE38647, DANRE38651, DANRE38650, DANRE38649, DANRE41730, DANRE41729, DANRE41727, DANRE41728, DANRE21412, DANRE21413, DANRE21410, DANRE21409, DANRE21414, DANRE21408, DANRE21411, DANRE21415, DANRE21416	OFUSG13633.1.p1, OFUSG18328.1.p1
OG0000071	DANRE01478	OFUSG08108.1.p1
OG0000072	DANRE06708, DANRE15716, DANRE15720, DANRE15719, DANRE15717, DANRE15718, DANRE06793, DANRE06794, DANRE06795, DANRE06796, DANRE08770, DANRE08769, DANRE00814, DANRE00815	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1
OG0000072	DANRE15952, DANRE15953, DANRE00858, DANRE00856, DANRE00857, DANRE08517	OFUSG02679.1.p1, OFUSG02679.2.p1
OG0000072	DANRE08498, DANRE08497, DANRE06006	OFUSG03079.1.p1
OG0000073	DANRE10520	OFUSG09086.1.p1, OFUSG00356.1.p1, OFUSG20720.1.p1
OG0000074	DANRE30953, DANRE23378, DANRE15580, DANRE43367, DANRE15578, DANRE15579, DANRE15576, DANRE15577, DANRE15581, DANRE15589, DANRE15590	OFUSG24829.1.p1, OFUSG06062.1.p1
OG0000075	DANRE41686, DANRE41687, DANRE35873, DANRE35872	OFUSG16172.1.p1
OG0000075	DANRE23134, DANRE23133	OFUSG16504.1.p1
OG0000075	DANRE09985, DANRE09984, DANRE09983, DANRE02787	OFUSG13755.2.p1, OFUSG13755.1.p1
OG0000075	DANRE01002, DANRE34361	OFUSG26879.2.p1, OFUSG26879.1.p1
OG0000075	DANRE41688, DANRE23132	OFUSG16171.1.p1, OFUSG16171.2.p1
OG0000075	DANRE36834, DANRE40515, DANRE12778	OFUSG06373.1.p1
OG0000075	DANRE30937, DANRE41300	OFUSG05709.1.p1
OG0000075	DANRE24998, DANRE31372, DANRE31373, DANRE22408, DANRE02483	OFUSG18892.2.p1, OFUSG18892.1.p1
OG0000075	DANRE31021, DANRE31022	OFUSG19094.1.p1
OG0000077	DANRE16390, DANRE20043, DANRE07192, DANRE00591, DANRE00590, DANRE39691	OFUSG19468.1.p1
OG0000077	DANRE01477, DANRE40866, DANRE22036, DANRE06030, DANRE20156, DANRE16358	OFUSG05945.4.p1, OFUSG05945.3.p1, OFUSG05945.2.p1, OFUSG05945.1.p1
OG0000077	DANRE11696, DANRE11492, DANRE16170, DANRE41853, DANRE41854, DANRE17386, DANRE40644, DANRE19656, DANRE19657	OFUSG04692.1.p1
OG0000078	DANRE39894, DANRE39895, DANRE39896, DANRE26111, DANRE26112, DANRE36848, DANRE30865, DANRE30864	OFUSG04718.1.p1
OG0000079	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430, DANRE23441, DANRE01701, DANRE07129, DANRE07131, DANRE06662	OFUSG21029.1.p1
OG0000079	DANRE00163, DANRE00164, DANRE00165, DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229	OFUSG10422.3.p1, OFUSG10422.2.p1, OFUSG10422.1.p1, OFUSG10422.4.p1
OG0000079	DANRE08425, DANRE08424, DANRE08423, DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230, DANRE08421, DANRE08418, DANRE08422, DANRE40812, DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813, DANRE33383	OFUSG24101.1.p1
OG0000079	DANRE01827, DANRE01825, DANRE01824, DANRE01826	OFUSG19660.3.p1, OFUSG19660.2.p1, OFUSG19660.1.p1
OG0000082	DANRE33308	OFUSG08036.1.p1
OG0000082	DANRE06377	OFUSG05603.1.p1
OG0000082	DANRE00971	OFUSG21176.1.p1
OG0000083	DANRE01056, DANRE08510, DANRE34355, DANRE07334, DANRE07333	OFUSG03380.1.p1, OFUSG03380.2.p1
OG0000084	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413, DANRE15534, DANRE15533, DANRE15962, DANRE15961, DANRE06459	OFUSG05733.1.p1, OFUSG06631.1.p1
OG0000084	DANRE33759	OFUSG19342.1.p1, OFUSG06244.1.p1, OFUSG18832.1.p1
OG0000084	DANRE16406, DANRE16407, DANRE16782, DANRE23641, DANRE34043, DANRE34042, DANRE01545, DANRE05120	OFUSG10136.1.p1
OG0000085	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947	OFUSG23228.1.p1, OFUSG17240.1.p1
OG0000085	DANRE34010, DANRE34949, DANRE08303, DANRE08302, DANRE35408	OFUSG24119.1.p1
OG0000085	DANRE10316	OFUSG04918.1.p1
OG0000085	DANRE33578, DANRE33579	OFUSG15502.1.p1
OG0000085	DANRE14204, DANRE04562, DANRE35677, DANRE35678	OFUSG00479.1.p1
OG0000087	DANRE37955	OFUSG13949.1.p1
OG0000087	DANRE02654, DANRE02653	OFUSG00692.1.p1
OG0000087	DANRE42135	OFUSG04733.1.p1, OFUSG16016.1.p1
OG0000087	DANRE22805, DANRE22804	OFUSG06740.2.p1, OFUSG06740.1.p1
OG0000087	DANRE24820, DANRE24821	OFUSG18253.1.p1
OG0000087	DANRE42134	OFUSG19306.1.p1, OFUSG19306.2.p1
OG0000088	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1, OFUSG15625.1.p1, OFUSG20484.1.p1, OFUSG02298.1.p1, OFUSG02298.2.p1, OFUSG22303.1.p1, OFUSG10900.1.p1
OG0000089	DANRE00866, DANRE06893, DANRE01120, DANRE01121, DANRE24411, DANRE18395, DANRE18394, DANRE18393	OFUSG00843.1.p1, OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1
OG0000090	DANRE14575, DANRE14574, DANRE08600, DANRE08601	OFUSG07976.1.p1
OG0000090	DANRE14775, DANRE14776	OFUSG08207.1.p1
OG0000091	DANRE19328, DANRE19327, DANRE19329	OFUSG07948.1.p1, OFUSG12748.1.p1
OG0000093	DANRE38668	OFUSG03214.1.p1
OG0000093	DANRE18559, DANRE12452, DANRE31410, DANRE31411, DANRE36972	OFUSG03287.1.p1, OFUSG03281.1.p1, OFUSG07363.1.p1, OFUSG03291.1.p1, OFUSG26492.1.p1, OFUSG03288.1.p1, OFUSG07368.1.p1, OFUSG07369.2.p1, OFUSG07369.1.p1, OFUSG07367.1.p1, OFUSG07371.1.p1, OFUSG07370.1.p1, OFUSG02777.1.p1, OFUSG12122.1.p1, OFUSG03292.1.p1, OFUSG00762.1.p1, OFUSG12123.1.p1, OFUSG01092.1.p1
OG0000094	DANRE40961	OFUSG06104.1.p1
OG0000094	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1
OG0000096	DANRE06854, DANRE41409, DANRE15329, DANRE13475	OFUSG14354.1.p1
OG0000096	DANRE40526, DANRE02165, DANRE31394, DANRE31393	OFUSG06591.1.p1
OG0000096	DANRE36045, DANRE24893	OFUSG12705.1.p1
OG0000096	DANRE14485	OFUSG09090.1.p1
OG0000096	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947	OFUSG08225.1.p1
OG0000096	DANRE38250, DANRE38251, DANRE29625, DANRE29623	OFUSG00268.1.p1
OG0000097	DANRE07843, DANRE07842, DANRE07848, DANRE07847, DANRE07846, DANRE07845	OFUSG10436.1.p1
OG0000098	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851	OFUSG19724.1.p1, OFUSG12695.1.p1
OG0000099	DANRE07078, DANRE07079, DANRE15828, DANRE15826, DANRE15825, DANRE07080, DANRE33824, DANRE06396, DANRE06395, DANRE19734, DANRE08890, DANRE19931, DANRE19932, DANRE07026, DANRE19933	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1
OG0000099	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816, DANRE08158, DANRE13815, DANRE08996	OFUSG00228.1.p1
OG0000099	DANRE09030, DANRE08830, DANRE08829, DANRE00831, DANRE00829	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1, OFUSG00259.1.p1, OFUSG00259.2.p1
OG0000101	DANRE38569, DANRE26131, DANRE26132	OFUSG26221.1.p1
OG0000101	DANRE12070	OFUSG19071.1.p1
OG0000101	DANRE42773, DANRE42772, DANRE21261, DANRE21260, DANRE42774	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1
OG0000102	DANRE11526, DANRE22227, DANRE22226	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1
OG0000102	DANRE34065, DANRE34064, DANRE34892, DANRE34893, DANRE33378	OFUSG07220.1.p1
OG0000103	DANRE24869, DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233, DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033, DANRE02398, DANRE02397, DANRE22772	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1
OG0000103	DANRE09436, DANRE09435, DANRE35623, DANRE35622, DANRE29899, DANRE29898, DANRE35659, DANRE28633, DANRE28634, DANRE35632, DANRE35633	OFUSG10643.2.p1, OFUSG10643.1.p1
OG0000104	DANRE13410, DANRE13408, DANRE13409, DANRE13411, DANRE00019, DANRE00018, DANRE10295, DANRE10293, DANRE10294, DANRE10296	OFUSG23222.1.p1, OFUSG23223.1.p1
OG0000104	DANRE08585, DANRE42030, DANRE42031, DANRE42032, DANRE42033, DANRE35890, DANRE03855	OFUSG17041.2.p1, OFUSG17041.1.p1
OG0000104	DANRE00020, DANRE00021, DANRE13407	OFUSG09600.1.p1, OFUSG17170.1.p1
OG0000104	DANRE42503, DANRE42504	OFUSG09069.1.p1
OG0000104	DANRE02766, DANRE02765, DANRE02767, DANRE30903, DANRE39783	OFUSG06025.1.p1
OG0000105	DANRE18695	OFUSG05787.1.p1
OG0000106	DANRE38871, DANRE25336, DANRE25339, DANRE25338, DANRE25337, DANRE27190, DANRE24604	OFUSG20665.1.p1, OFUSG20644.1.p1
OG0000106	DANRE26909	OFUSG20761.2.p1, OFUSG20761.1.p1
OG0000106	DANRE20129, DANRE07885, DANRE33300, DANRE03190, DANRE03191	OFUSG15466.1.p1, OFUSG15467.1.p1
OG0000106	DANRE00217, DANRE00219, DANRE00218, DANRE09198, DANRE09199, DANRE25823, DANRE25822	OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1
OG0000107	DANRE37414	OFUSG26967.1.p1
OG0000108	DANRE37301, DANRE39470, DANRE39471, DANRE39472, DANRE27718, DANRE27717, DANRE27720, DANRE27719, DANRE27721, DANRE27716, DANRE27735, DANRE27737, DANRE27738, DANRE27736, DANRE27708, DANRE27707	OFUSG14344.1.p1
OG0000109	DANRE16418	OFUSG16909.1.p1
OG0000110	DANRE00791, DANRE00859, DANRE08321	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1
OG0000110	DANRE11747, DANRE11748, DANRE11749	OFUSG25344.1.p1, OFUSG25344.2.p1, OFUSG11146.1.p1
OG0000111	DANRE28794, DANRE28795, DANRE29459, DANRE35452, DANRE03091, DANRE30573, DANRE03092, DANRE10905, DANRE37814, DANRE33816, DANRE23242, DANRE23244, DANRE22511, DANRE22510, DANRE27257, DANRE10084, DANRE10085, DANRE14209, DANRE14210, DANRE05147, DANRE23243, DANRE22509	OFUSG18504.1.p1
OG0000113	DANRE34599, DANRE36419, DANRE36418, DANRE36417, DANRE36416, DANRE36415	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1
OG0000114	DANRE05297, DANRE16133, DANRE16132, DANRE00562, DANRE00564, DANRE00563, DANRE02256, DANRE02257, DANRE36669, DANRE33480, DANRE33482, DANRE33481, DANRE22942	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1
OG0000115	DANRE39333, DANRE39334, DANRE39292	OFUSG05131.1.p1
OG0000117	DANRE35421	OFUSG11334.1.p1, OFUSG05120.1.p1, OFUSG26100.1.p1, OFUSG00299.1.p1, OFUSG26242.1.p1
OG0000119	DANRE16116, DANRE16117, DANRE41481, DANRE41482, DANRE41480, DANRE07182, DANRE07181, DANRE29831, DANRE03249	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1
OG0000119	DANRE41697, DANRE23346, DANRE23347, DANRE09855, DANRE09856, DANRE09854, DANRE29168, DANRE29167	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1
OG0000119	DANRE42690, DANRE42691, DANRE05898	OFUSG16287.1.p1
OG0000120	DANRE25821, DANRE00097	OFUSG20080.1.p1, OFUSG12377.1.p1
OG0000120	DANRE42670, DANRE42669	OFUSG06774.1.p1
OG0000121	DANRE15722, DANRE15721, DANRE15724, DANRE15723, DANRE06168, DANRE03946	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1
OG0000121	DANRE33773, DANRE33772, DANRE41413	OFUSG04235.1.p1
OG0000122	DANRE03356, DANRE03355, DANRE29132, DANRE27353, DANRE24610, DANRE24611, DANRE42733	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1
OG0000122	DANRE34039, DANRE34040, DANRE34038, DANRE01547, DANRE01546, DANRE19221, DANRE19220, DANRE34744, DANRE34745, DANRE10319, DANRE10318, DANRE01945, DANRE01946, DANRE42812, DANRE36612, DANRE42813	OFUSG16403.1.p1, OFUSG07655.1.p1, OFUSG09651.1.p1
OG0000123	DANRE19626, DANRE19627, DANRE06681, DANRE06682	OFUSG18979.1.p1, OFUSG19108.1.p1, OFUSG16538.1.p1, OFUSG16538.2.p1, OFUSG22263.1.p1, OFUSG08573.1.p1, OFUSG10775.1.p1
OG0000123	DANRE00702	OFUSG01300.1.p1
OG0000124	DANRE20113, DANRE34367, DANRE06378, DANRE08738	OFUSG13980.1.p1
OG0000124	DANRE43119, DANRE17025, DANRE17008, DANRE17026, DANRE17009, DANRE29866, DANRE03127, DANRE03379, DANRE30366, DANRE29458, DANRE29457	OFUSG17860.1.p1
OG0000124	DANRE09986, DANRE02785, DANRE02786, DANRE22696	OFUSG17649.1.p1
OG0000125	DANRE29227, DANRE29226, DANRE14258, DANRE10509, DANRE10510, DANRE01699, DANRE01698, DANRE23412	OFUSG04413.1.p1
OG0000125	DANRE23413, DANRE03397, DANRE29699, DANRE29698, DANRE03395, DANRE01700, DANRE23414	OFUSG16535.1.p1
OG0000125	DANRE14262, DANRE14259, DANRE14260, DANRE03705, DANRE03706, DANRE29824, DANRE29825, DANRE14261	OFUSG16070.1.p1, OFUSG16070.2.p1
OG0000125	DANRE38530, DANRE38532, DANRE38531	OFUSG15972.1.p1, OFUSG15972.3.p1, OFUSG15972.2.p1
OG0000125	DANRE12577	OFUSG19378.2.p1, OFUSG19378.1.p1, OFUSG19378.5.p1, OFUSG19378.3.p1, OFUSG19378.4.p1
OG0000126	DANRE04839, DANRE04840, DANRE04841, DANRE06613, DANRE06612, DANRE36521	OFUSG02680.1.p1
OG0000126	DANRE16570, DANRE16568, DANRE16569, DANRE06924, DANRE06925, DANRE06927, DANRE06923, DANRE22185, DANRE22186	OFUSG13809.1.p1
OG0000126	DANRE24264, DANRE24265, DANRE24266, DANRE07231, DANRE07232	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1
OG0000126	DANRE19091, DANRE19090, DANRE21704, DANRE21705, DANRE33653, DANRE33654, DANRE09589, DANRE25981, DANRE25982	OFUSG08618.1.p1, OFUSG07602.1.p1
OG0000127	DANRE16565, DANRE41950, DANRE06928, DANRE22187, DANRE38204, DANRE33886, DANRE33885	OFUSG13933.1.p1
OG0000127	DANRE36236, DANRE26932, DANRE35612, DANRE42858	OFUSG14194.1.p1
OG0000127	DANRE17738, DANRE22515, DANRE39205, DANRE39206	OFUSG17604.1.p1
OG0000127	DANRE03080, DANRE30572, DANRE28534, DANRE30574, DANRE30575, DANRE03095, DANRE03096	OFUSG10843.1.p1
OG0000128	DANRE08860	OFUSG08989.1.p1, OFUSG08988.1.p1, OFUSG08990.1.p1, OFUSG25804.1.p1, OFUSG25332.1.p1, OFUSG25334.1.p1
OG0000129	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938, DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476, DANRE16830, DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890	OFUSG03321.1.p1, OFUSG03321.2.p1, OFUSG19181.1.p1, OFUSG19181.2.p1, OFUSG12088.1.p1, OFUSG12519.1.p1
OG0000129	DANRE10723, DANRE10724, DANRE11910	OFUSG05207.1.p1, OFUSG18497.1.p1
OG0000129	DANRE19744, DANRE12249, DANRE12250, DANRE37926, DANRE37925, DANRE37924	OFUSG25789.1.p1, OFUSG04265.2.p1, OFUSG04265.1.p1, OFUSG14340.1.p1
OG0000130	DANRE18638, DANRE18639	OFUSG22486.1.p1, OFUSG16370.1.p1
OG0000130	DANRE25590, DANRE25589, DANRE31159, DANRE02422, DANRE02421, DANRE36688, DANRE36687, DANRE36689, DANRE36691, DANRE36690, DANRE02251, DANRE43436, DANRE41295, DANRE05781, DANRE26414, DANRE26415, DANRE24435, DANRE24436, DANRE35913, DANRE41531, DANRE41530, DANRE00871, DANRE00870, DANRE00869, DANRE06895	OFUSG02046.1.p1, OFUSG03470.1.p1, OFUSG11271.1.p1, OFUSG14886.1.p1
OG0000130	DANRE33409, DANRE33410, DANRE00064, DANRE27390, DANRE03794, DANRE05069	OFUSG10726.1.p1, OFUSG10369.1.p1, OFUSG10580.1.p1, OFUSG05075.1.p1
OG0000131	DANRE33605	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1
OG0000131	DANRE04212, DANRE04220, DANRE04230, DANRE04219, DANRE04231, DANRE04214, DANRE04215, DANRE04213, DANRE04218, DANRE04211, DANRE43315, DANRE04238, DANRE04240, DANRE04237, DANRE43131, DANRE04234, DANRE04239, DANRE04236, DANRE04243, DANRE04221, DANRE04232, DANRE04233, DANRE04235, DANRE03173, DANRE36258	OFUSG21951.1.p1
OG0000132	DANRE24745	OFUSG10605.1.p1
OG0000133	DANRE28529, DANRE28448, DANRE28526, DANRE28546, DANRE28545	OFUSG23102.1.p1, OFUSG23103.1.p1
OG0000135	DANRE10309	OFUSG20488.1.p1, OFUSG18104.1.p1, OFUSG05547.1.p1, OFUSG01856.1.p1, OFUSG18657.1.p1, OFUSG12572.1.p1, OFUSG06931.1.p1, OFUSG22474.1.p1, OFUSG22003.1.p1, OFUSG21983.1.p1, OFUSG06278.1.p1, OFUSG24158.1.p1, OFUSG14503.1.p1, OFUSG14504.1.p1, OFUSG14501.1.p1, OFUSG14377.1.p1, OFUSG20138.1.p1, OFUSG21003.1.p1, OFUSG23812.1.p1, OFUSG21650.1.p1, OFUSG00711.1.p1
OG0000137	DANRE09204, DANRE17609	OFUSG10777.1.p1, OFUSG13550.1.p1, OFUSG13550.2.p1
OG0000137	DANRE06165	OFUSG11144.1.p1, OFUSG11145.1.p1, OFUSG11143.1.p1, OFUSG21640.1.p1
OG0000137	DANRE17940, DANRE17941, DANRE04021, DANRE04020	OFUSG06514.1.p1, OFUSG06514.2.p1
OG0000137	DANRE17727, DANRE10757	OFUSG00060.1.p1, OFUSG01896.1.p1
OG0000139	DANRE19920, DANRE19919	OFUSG12327.1.p1
OG0000140	DANRE24858, DANRE24857	OFUSG04649.1.p1, OFUSG24390.1.p1
OG0000140	DANRE25240, DANRE25239, DANRE25241, DANRE25232, DANRE25243, DANRE25242, DANRE39446, DANRE39445, DANRE39447, DANRE43128, DANRE25236, DANRE43195, DANRE25234, DANRE25235, DANRE12325, DANRE12326, DANRE38730, DANRE38729, DANRE38731	OFUSG04077.1.p1
OG0000142	DANRE34265, DANRE41247, DANRE06190, DANRE30133, DANRE16974, DANRE09223	OFUSG05117.1.p1
OG0000147	DANRE26942, DANRE26943, DANRE36250, DANRE36251, DANRE23193, DANRE23196, DANRE23195, DANRE23194	OFUSG17282.1.p1
OG0000147	DANRE10593, DANRE10594, DANRE18815, DANRE11115	OFUSG21442.2.p1, OFUSG21442.4.p1, OFUSG21442.1.p1, OFUSG21442.3.p1, OFUSG21442.5.p1
OG0000147	DANRE21777, DANRE21778	OFUSG26238.1.p1
OG0000147	DANRE05562, DANRE16724, DANRE16725	OFUSG25122.1.p1
OG0000147	DANRE11736, DANRE11737	OFUSG25011.1.p1, OFUSG25011.2.p1
OG0000148	DANRE23175, DANRE22292, DANRE36771, DANRE36769, DANRE22583, DANRE22582, DANRE22581, DANRE22579, DANRE22580, DANRE31174, DANRE31172, DANRE31173, DANRE02328, DANRE02325, DANRE02326, DANRE02327, DANRE22731	OFUSG14287.1.p1, OFUSG06692.1.p1, OFUSG06891.2.p1, OFUSG06891.4.p1, OFUSG06891.5.p1, OFUSG06891.3.p1, OFUSG06891.1.p1, OFUSG06890.1.p1
