Orthogroup	DANRE	SCHMD
OG0000179	DANRE04367, DANRE04366, DANRE04365, DANRE04368, DANRE05383, DANRE05381, DANRE05382, DANRE01574, DANRE40987	SCHMD11075
OG0000179	DANRE43121, DANRE25146, DANRE25145	SCHMD01320
OG0000179	DANRE40988	SCHMD18057, SCHMD09466, SCHMD10031, SCHMD16482, SCHMD14348, SCHMD09468
OG0000180	DANRE40747	SCHMD14947
OG0000180	DANRE27108	SCHMD20813
OG0000181	DANRE02882, DANRE35615, DANRE23131, DANRE23130, DANRE26358, DANRE29929, DANRE24701	SCHMD27609, SCHMD12097, SCHMD28522
OG0000181	DANRE16584, DANRE26492	SCHMD20053, SCHMD26119
OG0000182	DANRE34762, DANRE17528, DANRE26070, DANRE26072, DANRE26071, DANRE15671, DANRE21026, DANRE21025	SCHMD07603
OG0000183	DANRE19978	SCHMD22220
OG0000183	DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229	SCHMD21103, SCHMD28756
OG0000183	DANRE08132, DANRE34989, DANRE34988, DANRE41633, DANRE41632, DANRE08948, DANRE08946, DANRE34990	SCHMD12130, SCHMD10333
OG0000188	DANRE26634, DANRE26635	SCHMD07258
OG0000188	DANRE01403	SCHMD04013
OG0000192	DANRE42615, DANRE42616, DANRE26716, DANRE26715, DANRE26717, DANRE24518, DANRE24519, DANRE01815, DANRE06210, DANRE06208, DANRE16783, DANRE01814, DANRE01813, DANRE39461	SCHMD06928, SCHMD19123, SCHMD13848, SCHMD05119, SCHMD03032, SCHMD02899, SCHMD02898, SCHMD00443
OG0000192	DANRE39465, DANRE39464	SCHMD03934
OG0000194	DANRE07507, DANRE27093, DANRE24470, DANRE24471, DANRE02515	SCHMD11912, SCHMD12565
OG0000195	DANRE26547, DANRE26546, DANRE23862, DANRE23863, DANRE32969, DANRE26548, DANRE38212, DANRE38213, DANRE38214, DANRE33889, DANRE28018	SCHMD06851
OG0000197	DANRE14983, DANRE14982, DANRE11076, DANRE11075, DANRE11077, DANRE18518, DANRE14709, DANRE09410, DANRE04312	SCHMD10696, SCHMD17861, SCHMD23209
OG0000199	DANRE00675	SCHMD15299
OG0000199	DANRE06122, DANRE06109, DANRE06123, DANRE00656, DANRE06132, DANRE06133, DANRE06128, DANRE06130, DANRE06125, DANRE06079, DANRE00687, DANRE00688, DANRE00692, DANRE00693, DANRE00691, DANRE00694, DANRE00695, DANRE00696, DANRE00689, DANRE00690, DANRE00697, DANRE06096, DANRE06090, DANRE06100, DANRE06084, DANRE06085, DANRE06083, DANRE00686, DANRE00685, DANRE00672, DANRE00674, DANRE00681, DANRE00683, DANRE00682, DANRE00680, DANRE00679, DANRE00678, DANRE06091, DANRE06082, DANRE00676, DANRE00677, DANRE00670, DANRE00673, DANRE00671, DANRE06098, DANRE06099, DANRE06093, DANRE06102, DANRE06095, DANRE06087, DANRE06086, DANRE06097, DANRE06101, DANRE06081, DANRE06080, DANRE43386, DANRE06094, DANRE06092, DANRE06089, DANRE06088, DANRE06103	SCHMD25193, SCHMD19754, SCHMD12419, SCHMD26058, SCHMD15988, SCHMD23974
OG0000200	DANRE12119	SCHMD07833, SCHMD18193, SCHMD17707
OG0000201	DANRE15486, DANRE15485, DANRE15484, DANRE30063, DANRE30062, DANRE30061, DANRE36037, DANRE28541, DANRE28524, DANRE12461	SCHMD28886, SCHMD20370, SCHMD17233
OG0000201	DANRE06499, DANRE06498, DANRE35320, DANRE35319, DANRE08219, DANRE00299, DANRE00300	SCHMD00317, SCHMD09035
OG0000201	DANRE19427, DANRE35321	SCHMD06305, SCHMD14342, SCHMD21248, SCHMD10519
OG0000201	DANRE11378, DANRE35095, DANRE35096, DANRE19426, DANRE40588, DANRE40589, DANRE40587	SCHMD10520
OG0000202	DANRE06214	SCHMD09501
OG0000202	DANRE40996	SCHMD21441
OG0000203	DANRE15727, DANRE14699, DANRE18500, DANRE14717	SCHMD13221
OG0000204	DANRE22975, DANRE22976, DANRE07627, DANRE07626	SCHMD05946, SCHMD11236, SCHMD20783
OG0000204	DANRE43351	SCHMD19671, SCHMD20793, SCHMD11234, SCHMD00858
OG0000204	DANRE22977, DANRE38458	SCHMD00861
OG0000205	DANRE05678, DANRE17760, DANRE05679, DANRE22203, DANRE11422, DANRE11423, DANRE17761	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453
OG0000205	DANRE03440, DANRE29027, DANRE29028, DANRE14378, DANRE42205	SCHMD25881, SCHMD14433, SCHMD00603, SCHMD11532, SCHMD18472, SCHMD00599, SCHMD27278
OG0000205	DANRE03325, DANRE03326, DANRE03327, DANRE29567, DANRE29569, DANRE29568, DANRE27025, DANRE24859, DANRE35745, DANRE35744	SCHMD03008, SCHMD07998, SCHMD07996
OG0000207	DANRE17486, DANRE17485, DANRE17484, DANRE22386, DANRE15618, DANRE15616, DANRE15617, DANRE15615, DANRE15619, DANRE07385, DANRE27408, DANRE35263, DANRE35264, DANRE10271, DANRE22834, DANRE22835	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396
OG0000208	DANRE40545, DANRE20339, DANRE08290, DANRE08289, DANRE20297, DANRE30779, DANRE30778, DANRE30780, DANRE25855	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998, SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900
OG0000210	DANRE26694	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393
OG0000210	DANRE22146	SCHMD24015
OG0000211	DANRE04462, DANRE04461	SCHMD21436
OG0000215	DANRE20070, DANRE40902	SCHMD15383
OG0000215	DANRE41569, DANRE41567, DANRE41568	SCHMD27729, SCHMD15945
OG0000218	DANRE21272, DANRE22815	SCHMD01527
OG0000220	DANRE26586, DANRE26587, DANRE26588, DANRE26584, DANRE26583, DANRE26585, DANRE23907	SCHMD07645
OG0000221	DANRE21380, DANRE21379, DANRE42561, DANRE24216, DANRE24218, DANRE24215, DANRE26894, DANRE26896, DANRE26895, DANRE24217, DANRE29970, DANRE29969, DANRE03479, DANRE13103, DANRE13104, DANRE41056, DANRE02442, DANRE02443, DANRE42362, DANRE10521, DANRE29024, DANRE29025	SCHMD10720
OG0000222	DANRE08892, DANRE02501, DANRE02503, DANRE02502, DANRE02504, DANRE22242, DANRE22243, DANRE22240, DANRE22239, DANRE22241	SCHMD21612, SCHMD08502
OG0000223	DANRE41770	SCHMD07139, SCHMD25635, SCHMD26287, SCHMD25493
OG0000223	DANRE41769	SCHMD07138, SCHMD07143, SCHMD26815, SCHMD26565
OG0000225	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161
OG0000226	DANRE21406, DANRE21407	SCHMD28582, SCHMD28293
OG0000227	DANRE14112	SCHMD05742, SCHMD06927
OG0000227	DANRE27679, DANRE38311, DANRE07212	SCHMD05353
OG0000227	DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311	SCHMD04380
OG0000230	DANRE12069	SCHMD23835, SCHMD14315
OG0000231	DANRE06400, DANRE33794, DANRE36523, DANRE36524, DANRE15555, DANRE15556, DANRE23636, DANRE23635, DANRE16408, DANRE42391, DANRE42390	SCHMD15225, SCHMD17377
OG0000231	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582	SCHMD24769, SCHMD25604
OG0000233	DANRE06154, DANRE34266	SCHMD01146, SCHMD07435, SCHMD22145
OG0000234	DANRE31522	SCHMD19058, SCHMD11623, SCHMD10215, SCHMD25368
OG0000235	DANRE06028, DANRE06029, DANRE01063, DANRE42731, DANRE42730, DANRE42729, DANRE42728	SCHMD29163
OG0000236	DANRE36230, DANRE36229, DANRE26922, DANRE36231	SCHMD00730
OG0000239	DANRE03491, DANRE29951, DANRE03738, DANRE26391, DANRE26392, DANRE41746, DANRE41745, DANRE35712, DANRE19581, DANRE41747, DANRE35710, DANRE19582, DANRE35708	SCHMD18522
OG0000239	DANRE18831, DANRE11676	SCHMD03432
OG0000239	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347	SCHMD06547
OG0000240	DANRE33483	SCHMD06226, SCHMD00582
OG0000242	DANRE39800, DANRE30613, DANRE23069	SCHMD20260
OG0000244	DANRE23384, DANRE33208	SCHMD21826
OG0000246	DANRE29491	SCHMD02140
OG0000246	DANRE35156	SCHMD16891, SCHMD17961, SCHMD12289
OG0000248	DANRE11475	SCHMD01134, SCHMD07579, SCHMD25860
OG0000250	DANRE12907, DANRE12906	SCHMD07715, SCHMD11126
OG0000250	DANRE30458	SCHMD00165
OG0000250	DANRE31328, DANRE31327, DANRE31326	SCHMD03762, SCHMD05189
OG0000251	DANRE08966	SCHMD28872
OG0000255	DANRE20502	SCHMD14618, SCHMD25034
OG0000256	DANRE00399, DANRE00398, DANRE30242, DANRE17145, DANRE17146	SCHMD06220
OG0000258	DANRE30359	SCHMD19345
OG0000258	DANRE15460	SCHMD00959
OG0000260	DANRE22093, DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883, DANRE22095, DANRE22094, DANRE39700, DANRE39699, DANRE04207, DANRE04206, DANRE06073	SCHMD00231
OG0000261	DANRE15325	SCHMD07513, SCHMD19684, SCHMD09437, SCHMD06264, SCHMD17166
OG0000263	DANRE01961, DANRE01962	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150
OG0000265	DANRE17651	SCHMD14945, SCHMD03613
OG0000265	DANRE26236	SCHMD23325, SCHMD14944, SCHMD23326
OG0000265	DANRE25675	SCHMD06448, SCHMD11031, SCHMD25284
OG0000265	DANRE41183, DANRE25673, DANRE25672, DANRE25671	SCHMD18240, SCHMD09007
OG0000266	DANRE30164	SCHMD11802
OG0000266	DANRE29410	SCHMD26661, SCHMD18048
OG0000268	DANRE41508, DANRE41510, DANRE41509, DANRE09818	SCHMD25441
OG0000270	DANRE08992, DANRE30651, DANRE30650	SCHMD16423
OG0000272	DANRE09698, DANRE14147, DANRE11626, DANRE18102, DANRE36914, DANRE36915, DANRE40982, DANRE40983, DANRE33320, DANRE07883, DANRE00548	SCHMD13324, SCHMD08067
OG0000273	DANRE27068	SCHMD09689
OG0000273	DANRE09438, DANRE29892	SCHMD18528, SCHMD25490
OG0000275	DANRE11730	SCHMD10358
OG0000275	DANRE04264, DANRE04262, DANRE05343, DANRE05353, DANRE05351, DANRE05345, DANRE05349, DANRE05352, DANRE05348, DANRE05346, DANRE05344, DANRE05350, DANRE05342, DANRE04263, DANRE05347, DANRE15840, DANRE15841, DANRE35415	SCHMD08209, SCHMD24873
OG0000276	DANRE01895, DANRE01896	SCHMD08876
OG0000277	DANRE40145, DANRE33384, DANRE39642	SCHMD09439
OG0000278	DANRE35562	SCHMD04708, SCHMD14538
OG0000278	DANRE33682	SCHMD00822, SCHMD09237, SCHMD03776
OG0000280	DANRE18194, DANRE25734	SCHMD23115
OG0000281	DANRE20682, DANRE20683, DANRE31164, DANRE31162, DANRE31163, DANRE31165, DANRE22293, DANRE22294, DANRE12990, DANRE17976, DANRE17975, DANRE26281, DANRE03433, DANRE03431, DANRE03430, DANRE03434, DANRE03432	SCHMD28123, SCHMD29220
OG0000282	DANRE26878, DANRE24153, DANRE24154	SCHMD05137
OG0000282	DANRE03499, DANRE11288, DANRE03498	SCHMD25893
OG0000282	DANRE05310	SCHMD28325
OG0000284	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655, DANRE43399, DANRE43400, DANRE43140, DANRE43141, DANRE35642, DANRE35643	SCHMD23360, SCHMD08213
OG0000288	DANRE23048, DANRE27140, DANRE27142, DANRE27141, DANRE25605, DANRE37644, DANRE37643, DANRE18515	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	DANRE02091, DANRE02092, DANRE02093, DANRE02094, DANRE02090, DANRE26804, DANRE26805, DANRE40016, DANRE43308, DANRE43309	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163
OG0000289	DANRE09075, DANRE23535	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	DANRE29067, DANRE29068, DANRE15487	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000299	DANRE24910, DANRE24909, DANRE24914, DANRE28382, DANRE28381, DANRE28383, DANRE22586, DANRE22588, DANRE14187, DANRE14186, DANRE14188, DANRE17357, DANRE17356, DANRE17355	SCHMD13170, SCHMD20344
OG0000303	DANRE33104, DANRE32374	SCHMD12943, SCHMD06255, SCHMD11348
OG0000305	DANRE31139	SCHMD22293
OG0000305	DANRE09757, DANRE09755, DANRE09756	SCHMD04764
OG0000305	DANRE15092, DANRE10598, DANRE10597, DANRE41676, DANRE35836, DANRE35835, DANRE27357, DANRE27356, DANRE01697	SCHMD01975
OG0000306	DANRE01566, DANRE33720, DANRE33719	SCHMD02490, SCHMD21359
OG0000306	DANRE20511, DANRE39183, DANRE01565	SCHMD02489
OG0000308	DANRE09139, DANRE35889, DANRE08377, DANRE08378, DANRE34374, DANRE34375, DANRE11893	SCHMD26369
OG0000308	DANRE24047	SCHMD14069, SCHMD01003, SCHMD00895
OG0000310	DANRE42431, DANRE00597, DANRE00598	SCHMD09298, SCHMD11775
OG0000312	DANRE35322	SCHMD10213, SCHMD21295, SCHMD02452
OG0000313	DANRE16304, DANRE41630, DANRE41631, DANRE20918, DANRE27620, DANRE14004	SCHMD03134
OG0000315	DANRE07577	SCHMD06241
OG0000315	DANRE41582, DANRE41581, DANRE27213, DANRE38766, DANRE38767	SCHMD17654
OG0000315	DANRE25676, DANRE31346	SCHMD01939
OG0000315	DANRE36622	SCHMD29683
OG0000316	DANRE04966, DANRE04970, DANRE15793, DANRE04968, DANRE04967, DANRE04969, DANRE15792	SCHMD10536, SCHMD22735
OG0000316	DANRE21548, DANRE37601	SCHMD10615, SCHMD19154
OG0000317	DANRE18157, DANRE14722, DANRE09214, DANRE14150	SCHMD15845
OG0000317	DANRE18158	SCHMD18547
OG0000319	DANRE10764, DANRE10762, DANRE27249	SCHMD18991
OG0000319	DANRE39551, DANRE19184	SCHMD16069
OG0000321	DANRE40064, DANRE40063, DANRE27127	SCHMD10046
OG0000321	DANRE27073, DANRE06909, DANRE16086, DANRE16087, DANRE42326, DANRE23859, DANRE06908, DANRE42325, DANRE23860, DANRE23861	SCHMD04699, SCHMD05278
OG0000322	DANRE01544, DANRE01543, DANRE01540, DANRE01539, DANRE34869, DANRE43093, DANRE19017, DANRE31496	SCHMD03845, SCHMD03842
OG0000323	DANRE09638, DANRE09637, DANRE09636, DANRE09635	SCHMD21571, SCHMD14125
OG0000325	DANRE43126	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	DANRE02837, DANRE22886, DANRE22885, DANRE22887, DANRE27986, DANRE27987, DANRE13111, DANRE13112, DANRE35291, DANRE35290, DANRE35289	SCHMD05388, SCHMD24730
OG0000326	DANRE02839	SCHMD29727
OG0000328	DANRE25385	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304
OG0000329	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617, DANRE42608, DANRE42609, DANRE15386, DANRE15385, DANRE15388, DANRE15387, DANRE24617, DANRE26385, DANRE26384, DANRE26387, DANRE26386, DANRE35619, DANRE26383, DANRE26388, DANRE03328	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	DANRE34741, DANRE34268, DANRE34267, DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311
OG0000333	DANRE00395	SCHMD26037, SCHMD21228
OG0000338	DANRE20312, DANRE07418, DANRE01510, DANRE01511, DANRE01512, DANRE39673, DANRE39672, DANRE39674, DANRE39675, DANRE26933, DANRE26935, DANRE26934	SCHMD23566, SCHMD22193
OG0000338	DANRE25350, DANRE10476, DANRE25349, DANRE25347, DANRE25348, DANRE10472, DANRE10473, DANRE10474	SCHMD17969
OG0000339	DANRE37053, DANRE37054	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	SCHMD10731, SCHMD08099
OG0000346	DANRE35422, DANRE29104, DANRE29105, DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437, DANRE00477, DANRE00478, DANRE00476	SCHMD26404
OG0000350	DANRE10737, DANRE10736, DANRE10735, DANRE13423, DANRE12046, DANRE10734, DANRE18664, DANRE18663	SCHMD23543
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847	SCHMD07814
OG0000352	DANRE18553, DANRE18552, DANRE12565	SCHMD03216
OG0000353	DANRE11202, DANRE11203	SCHMD00282, SCHMD11621
OG0000353	DANRE35307, DANRE35308, DANRE19661, DANRE19660	SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	DANRE36680, DANRE36679, DANRE20639, DANRE20640	SCHMD05389, SCHMD00245
OG0000357	DANRE16485, DANRE06581, DANRE16487, DANRE16488, DANRE16486, DANRE01432, DANRE01431, DANRE40852, DANRE40853, DANRE01433	SCHMD22062, SCHMD19961
OG0000357	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520	SCHMD01155
OG0000358	DANRE25564, DANRE25563	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	DANRE07609, DANRE17865, DANRE17866, DANRE01799, DANRE01798, DANRE01797	SCHMD06047
OG0000367	DANRE36654, DANRE31524, DANRE01785, DANRE01784, DANRE39737, DANRE39738, DANRE02416, DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907	SCHMD09947
OG0000372	DANRE02748	SCHMD26866, SCHMD11546
OG0000372	DANRE22505, DANRE22504, DANRE11712, DANRE18764	SCHMD21831, SCHMD11336
OG0000372	DANRE15256	SCHMD16554, SCHMD19665
OG0000373	DANRE42982, DANRE29521, DANRE03427, DANRE03426	SCHMD08646, SCHMD00201
OG0000373	DANRE11420, DANRE39515, DANRE39514	SCHMD13176, SCHMD08271
OG0000374	DANRE23152, DANRE23151, DANRE27829	SCHMD04677, SCHMD23864
OG0000375	DANRE06003, DANRE33724, DANRE43092	SCHMD00715
OG0000378	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903	SCHMD07011, SCHMD12188
OG0000378	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244	SCHMD05583
OG0000379	DANRE08570	SCHMD22438, SCHMD05351
OG0000379	DANRE04156	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	DANRE16856, DANRE16855	SCHMD09123, SCHMD25695
OG0000379	DANRE14077, DANRE14080, DANRE14079, DANRE14076, DANRE14078	SCHMD18189, SCHMD00174
OG0000380	DANRE34775	SCHMD01720, SCHMD16935, SCHMD05875, SCHMD04175
OG0000382	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849	SCHMD02292
OG0000384	DANRE39176, DANRE39177, DANRE15659, DANRE15658	SCHMD15878
OG0000386	DANRE15744, DANRE06792, DANRE06707, DANRE33779, DANRE08771, DANRE00813	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173	SCHMD03232, SCHMD09731
OG0000391	DANRE23140	SCHMD22690
OG0000392	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331, DANRE40148, DANRE40147, DANRE40149, DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355	SCHMD08120
OG0000393	DANRE04252	SCHMD10497
OG0000395	DANRE07727, DANRE07728, DANRE01256, DANRE01257, DANRE07818, DANRE07819	SCHMD07915
OG0000397	DANRE04704, DANRE04745, DANRE16352, DANRE16353, DANRE39264, DANRE11248, DANRE03405, DANRE34013, DANRE34014, DANRE04699, DANRE04698, DANRE04701, DANRE19132, DANRE04702, DANRE19141, DANRE19136, DANRE19121, DANRE19122, DANRE04703, DANRE04741, DANRE19133, DANRE19130, DANRE19129, DANRE19134, DANRE04720, DANRE04744, DANRE01077, DANRE01069, DANRE04710, DANRE19128, DANRE19140, DANRE04716, DANRE19137, DANRE19120, DANRE04707, DANRE04713, DANRE04747, DANRE04686, DANRE04689, DANRE04685, DANRE04683, DANRE04734, DANRE04733, DANRE04677, DANRE04736, DANRE04684, DANRE04739, DANRE04691, DANRE04688, DANRE04681, DANRE04682, DANRE04732, DANRE04746, DANRE04695, DANRE04694, DANRE04735, DANRE04678, DANRE04690, DANRE04708, DANRE04743, DANRE04711, DANRE04717, DANRE04692, DANRE04738, DANRE04714, DANRE01076, DANRE19142, DANRE19144, DANRE04740, DANRE04719	SCHMD04641
OG0000399	DANRE18763	SCHMD23059
OG0000400	DANRE10040	SCHMD00908
OG0000402	DANRE01674, DANRE01673, DANRE22595	SCHMD02881, SCHMD11412
OG0000403	DANRE19802	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301
OG0000404	DANRE39992	SCHMD02429
OG0000404	DANRE36432, DANRE34734	SCHMD03546
OG0000405	DANRE09894, DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778, DANRE21580, DANRE21579, DANRE01498	SCHMD26927, SCHMD22788, SCHMD20823
OG0000410	DANRE37915	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891
OG0000411	DANRE13512	SCHMD01429
OG0000411	DANRE15532	SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	DANRE40213	SCHMD08478
OG0000412	DANRE05333, DANRE05334	SCHMD11584
OG0000413	DANRE18923	SCHMD18816, SCHMD03327, SCHMD18461
OG0000413	DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262	SCHMD19663
OG0000413	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247	SCHMD18817, SCHMD28614
OG0000413	DANRE12245	SCHMD22416
OG0000417	DANRE39225, DANRE13017, DANRE35073, DANRE35074	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000417	DANRE31610	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770
OG0000419	DANRE43228, DANRE43227	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	DANRE00840, DANRE00841, DANRE08543, DANRE08545, DANRE08542, DANRE08546, DANRE08544, DANRE06728	SCHMD23004
OG0000422	DANRE14661, DANRE05596, DANRE05597, DANRE18645, DANRE18644, DANRE22673, DANRE22672, DANRE41117, DANRE41116	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000424	DANRE03532	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	DANRE16731	SCHMD21986, SCHMD08031
OG0000425	DANRE16734	SCHMD24026, SCHMD08029
OG0000426	DANRE07061, DANRE07060, DANRE20172	SCHMD02251
OG0000426	DANRE07062	SCHMD20249
OG0000426	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985	SCHMD19378, SCHMD08176
OG0000427	DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772	SCHMD05143
OG0000430	DANRE23936, DANRE25020, DANRE37608, DANRE29590, DANRE29591, DANRE29600, DANRE29596, DANRE29595, DANRE29594, DANRE29599, DANRE29593, DANRE29601, DANRE29597, DANRE29598, DANRE29592	SCHMD02042
OG0000431	DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495	SCHMD00614
OG0000432	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299	SCHMD11313
OG0000433	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992	SCHMD05136
OG0000433	DANRE18171, DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	DANRE15115, DANRE15112, DANRE15113, DANRE15114, DANRE15111, DANRE15108, DANRE15110, DANRE15107, DANRE15109	SCHMD11371, SCHMD07829
OG0000435	DANRE23596, DANRE23597, DANRE23598, DANRE23968, DANRE23966, DANRE23967, DANRE27191, DANRE14826, DANRE14825, DANRE17636, DANRE11382, DANRE11383, DANRE17637, DANRE17638, DANRE35492, DANRE35491, DANRE35494, DANRE35493	SCHMD12216, SCHMD19476
OG0000436	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555	SCHMD13323, SCHMD09381
OG0000437	DANRE42224, DANRE15381, DANRE15382, DANRE42222, DANRE42223	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000442	DANRE07531, DANRE07532, DANRE07533, DANRE16586	SCHMD12679
OG0000443	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229	SCHMD09029
OG0000444	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265	SCHMD00767, SCHMD00766
OG0000445	DANRE17296	SCHMD29179
OG0000446	DANRE15117, DANRE15116	SCHMD12871
OG0000448	DANRE00657, DANRE06129, DANRE06127	SCHMD19749
