Orthogroup	DANRE	CAEEL
OG0000165	DANRE30796, DANRE25513, DANRE39107, DANRE41877, DANRE34542, DANRE39106, DANRE12290, DANRE19609, DANRE33435, DANRE21614, DANRE06912, DANRE00873, DANRE00874, DANRE00872, DANRE06914, DANRE06911, DANRE06913, DANRE37977, DANRE00722, DANRE26457, DANRE26458, DANRE08895, DANRE08896, DANRE42343	CAEEL07846
OG0000167	DANRE17271, DANRE17272	CAEEL00196
OG0000168	DANRE01848, DANRE01847, DANRE01186, DANRE33415, DANRE23569, DANRE23570, DANRE26473, DANRE26474, DANRE02154, DANRE02153, DANRE27646, DANRE27647, DANRE39384, DANRE05176, DANRE05174, DANRE05175, DANRE07807	CAEEL19018
OG0000171	DANRE15814	CAEEL11480
OG0000173	DANRE35295, DANRE16180, DANRE09307, DANRE23661, DANRE23660, DANRE35294, DANRE22149, DANRE26539, DANRE28064, DANRE28065, DANRE22924, DANRE02511, DANRE27814, DANRE27812, DANRE27813, DANRE27811, DANRE08816, DANRE24500, DANRE27824, DANRE27822, DANRE27825, DANRE00429, DANRE41802, DANRE16179, DANRE16178, DANRE24501, DANRE22925, DANRE02512, DANRE00428, DANRE27815, DANRE15141, DANRE02771, DANRE36777, DANRE22986, DANRE17890, DANRE17889	CAEEL04156
OG0000174	DANRE13585	CAEEL12711
OG0000174	DANRE33604, DANRE04813, DANRE04814	CAEEL09479
OG0000175	DANRE36803, DANRE24071, DANRE24070, DANRE27218, DANRE18466, DANRE26656, DANRE39199, DANRE39200	CAEEL15650, CAEEL01525, CAEEL01870
OG0000179	DANRE04367, DANRE04366, DANRE04365, DANRE04368, DANRE05383, DANRE05381, DANRE05382, DANRE01574, DANRE40987	CAEEL13640
OG0000179	DANRE43121, DANRE25146, DANRE25145	CAEEL02965, CAEEL06713
OG0000179	DANRE07330, DANRE35532, DANRE24231	CAEEL19466, CAEEL07193
OG0000180	DANRE27108	CAEEL06539
OG0000180	DANRE40746	CAEEL03002, CAEEL02981, CAEEL03753
OG0000181	DANRE35615, DANRE23131, DANRE23130, DANRE26358, DANRE29929, DANRE24701	CAEEL07684
OG0000181	DANRE02884, DANRE02883, DANRE12403, DANRE12404, DANRE12405	CAEEL10858
OG0000181	DANRE16584, DANRE26492	CAEEL10772
OG0000181	DANRE18962, DANRE11917	CAEEL12632
OG0000183	DANRE19978, DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229	CAEEL16310, CAEEL16311, CAEEL16312
OG0000183	DANRE08132, DANRE34989, DANRE34988, DANRE41633, DANRE41632, DANRE08948, DANRE08946, DANRE34990	CAEEL18435
OG0000184	DANRE17664, DANRE17663, DANRE17665, DANRE17666	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164
OG0000185	DANRE38605, DANRE38609, DANRE38606, DANRE38607, DANRE38608, DANRE09187, DANRE09186, DANRE14599, DANRE14598, DANRE37179	CAEEL14200
OG0000188	DANRE41187, DANRE01404, DANRE15813	CAEEL20699
OG0000193	DANRE33595, DANRE34240, DANRE33321, DANRE33322, DANRE33593, DANRE33594, DANRE34569, DANRE07989, DANRE34976, DANRE34977, DANRE34975, DANRE34974, DANRE16056, DANRE08684	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079
OG0000194	DANRE07507, DANRE27093, DANRE24470, DANRE24471, DANRE02515	CAEEL11235, CAEEL19589, CAEEL17687, CAEEL19382
OG0000197	DANRE09391, DANRE13973, DANRE09390, DANRE25164, DANRE25163, DANRE38917	CAEEL04387
OG0000197	DANRE14983, DANRE14982, DANRE11076, DANRE11075, DANRE11077, DANRE18518, DANRE14709, DANRE09410, DANRE04312	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188
OG0000198	DANRE40820, DANRE30070	CAEEL03057, CAEEL05629, CAEEL09718
OG0000200	DANRE12119	CAEEL12936, CAEEL14770, CAEEL14767, CAEEL14769, CAEEL14768, CAEEL14529, CAEEL12940, CAEEL13152
OG0000201	DANRE06499, DANRE06498, DANRE35320, DANRE35319, DANRE08219, DANRE00299, DANRE00300	CAEEL07587
OG0000202	DANRE03402, DANRE40995, DANRE34029, DANRE34028, DANRE05184, DANRE03319, DANRE03318, DANRE39259, DANRE06213, DANRE11616, DANRE11617, DANRE09866, DANRE09867	CAEEL20283
OG0000203	DANRE38197, DANRE07753, DANRE36471, DANRE22962, DANRE41037, DANRE41036, DANRE35298, DANRE06818, DANRE35299, DANRE22900, DANRE02845, DANRE02846, DANRE02844	CAEEL09812
OG0000205	DANRE05678, DANRE17760, DANRE05679, DANRE22203, DANRE11422, DANRE11423, DANRE17761	CAEEL13029
OG0000205	DANRE03325, DANRE03326, DANRE03327, DANRE29567, DANRE29569, DANRE29568, DANRE27025, DANRE24859, DANRE35745, DANRE35744	CAEEL07272, CAEEL07274, CAEEL07273
OG0000207	DANRE17486, DANRE17485, DANRE17484, DANRE22386, DANRE15618, DANRE15616, DANRE15617, DANRE15615, DANRE15619, DANRE07385, DANRE27408, DANRE35263, DANRE35264, DANRE10271, DANRE22834, DANRE22835	CAEEL05874, CAEEL00203
OG0000210	DANRE22146	CAEEL19469
OG0000211	DANRE04462, DANRE04461	CAEEL15290
OG0000211	DANRE19375, DANRE19374	CAEEL01111, CAEEL01112
OG0000211	DANRE25257, DANRE37648	CAEEL02311
OG0000215	DANRE20070, DANRE40902	CAEEL10179, CAEEL11490, CAEEL11487, CAEEL11489, CAEEL10284, CAEEL15289
OG0000218	DANRE21272, DANRE22815	CAEEL07824, CAEEL20213
OG0000220	DANRE15860, DANRE15859, DANRE01410, DANRE04370, DANRE04369, DANRE04371, DANRE04950, DANRE04949, DANRE00370, DANRE00369, DANRE35167	CAEEL07565, CAEEL08758
OG0000221	DANRE21380, DANRE21379, DANRE42561, DANRE24216, DANRE24218, DANRE24215, DANRE26894, DANRE26896, DANRE26895, DANRE24217, DANRE29970, DANRE29969, DANRE03479	CAEEL10747
OG0000221	DANRE42362, DANRE10521, DANRE29024, DANRE29025	CAEEL06648
OG0000225	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881
OG0000226	DANRE11650	CAEEL12318
OG0000226	DANRE21406, DANRE21407	CAEEL10068, CAEEL15041
OG0000227	DANRE14112, DANRE42122, DANRE29014, DANRE29012, DANRE23772, DANRE29013, DANRE27679, DANRE38311, DANRE07212, DANRE29562, DANRE29563, DANRE29564, DANRE35864, DANRE35865, DANRE41502, DANRE41503, DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311	CAEEL19645
OG0000229	DANRE33217, DANRE26395, DANRE24602, DANRE24412	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478
OG0000230	DANRE12069	CAEEL14845, CAEEL19792
OG0000231	DANRE06400, DANRE33794, DANRE36523, DANRE36524, DANRE15555, DANRE15556, DANRE23636, DANRE23635, DANRE16408, DANRE42391, DANRE42390	CAEEL08481
OG0000231	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582	CAEEL01724
OG0000232	DANRE07126, DANRE15614, DANRE06445, DANRE06442, DANRE06446, DANRE06443, DANRE06448, DANRE06450, DANRE06449, DANRE06444, DANRE06441, DANRE06440, DANRE06439, DANRE06451	CAEEL18532, CAEEL19887
OG0000234	DANRE21676, DANRE21675, DANRE19408, DANRE19409, DANRE12183, DANRE12184, DANRE08990, DANRE08989, DANRE13969	CAEEL02295
OG0000234	DANRE31517, DANRE31519, DANRE31518, DANRE31520, DANRE31523, DANRE31521, DANRE38638, DANRE38634, DANRE38635, DANRE38636	CAEEL03013, CAEEL03014
OG0000235	DANRE38514, DANRE12735, DANRE12734, DANRE38515, DANRE38513, DANRE06028, DANRE06029, DANRE01063, DANRE42731, DANRE42730, DANRE42729, DANRE42728, DANRE39400, DANRE39401	CAEEL10795, CAEEL07012
OG0000236	DANRE36230, DANRE36229, DANRE26922, DANRE36231	CAEEL19835
OG0000238	DANRE03666, DANRE29074, DANRE03667	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387
OG0000239	DANRE18831, DANRE11676	CAEEL14926
OG0000239	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347	CAEEL00570
OG0000242	DANRE30582, DANRE33050, DANRE33048, DANRE33049, DANRE25759, DANRE25758, DANRE23939, DANRE23935, DANRE23934, DANRE23940	CAEEL05302
OG0000242	DANRE39800, DANRE30613, DANRE23069	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477
OG0000244	DANRE23384, DANRE33208, DANRE01749, DANRE01750, DANRE40364, DANRE33065, DANRE26123, DANRE23383, DANRE39345, DANRE10256, DANRE14300, DANRE12683, DANRE02457, DANRE02456, DANRE02458, DANRE24578	CAEEL11789, CAEEL12688
OG0000248	DANRE11475	CAEEL17077
OG0000249	DANRE13228, DANRE13229, DANRE13226, DANRE13227, DANRE40116, DANRE40115, DANRE28146, DANRE28145, DANRE28147, DANRE09928, DANRE09927, DANRE13541, DANRE13540, DANRE13542	CAEEL02928
OG0000250	DANRE12907, DANRE12906	CAEEL11963
OG0000250	DANRE30458	CAEEL07261
OG0000250	DANRE00270, DANRE00269	CAEEL04698
OG0000250	DANRE31328, DANRE31327, DANRE31326	CAEEL06732
OG0000251	DANRE24414, DANRE24413, DANRE24415, DANRE02814	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	DANRE20502	CAEEL05168
OG0000255	DANRE38523, DANRE38521, DANRE38522, DANRE38524	CAEEL05715
OG0000256	DANRE00399, DANRE00398, DANRE30242, DANRE17145, DANRE17146	CAEEL11937, CAEEL19468
OG0000257	DANRE15601, DANRE15602, DANRE39467, DANRE39468, DANRE39469, DANRE12721, DANRE12720	CAEEL01910, CAEEL15386
OG0000258	DANRE09334, DANRE09335, DANRE30358, DANRE30357, DANRE36030, DANRE15459, DANRE30359, DANRE29836, DANRE15460	CAEEL19537
OG0000258	DANRE02230, DANRE36624, DANRE31543, DANRE31544	CAEEL09342
OG0000258	DANRE17770, DANRE05460, DANRE04652, DANRE03782	CAEEL15770
OG0000260	DANRE22093, DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883, DANRE22095, DANRE22094, DANRE39700, DANRE39699, DANRE04207, DANRE04206, DANRE06073	CAEEL11482
OG0000261	DANRE15325	CAEEL20767
OG0000265	DANRE17649, DANRE17650, DANRE30214, DANRE30216, DANRE30217, DANRE30212, DANRE30213, DANRE30215, DANRE17167, DANRE35122, DANRE35123, DANRE35124, DANRE33277, DANRE33279, DANRE33280, DANRE33278, DANRE17651	CAEEL20581
OG0000265	DANRE41183, DANRE25673, DANRE25672, DANRE25671	CAEEL10364
OG0000266	DANRE30164, DANRE29411	CAEEL02705, CAEEL19379, CAEEL09158
OG0000266	DANRE16857, DANRE16858, DANRE16859	CAEEL19596
OG0000268	DANRE41508, DANRE41510, DANRE41509, DANRE09818	CAEEL08164
OG0000272	DANRE09698, DANRE14147, DANRE11626, DANRE18102, DANRE36914, DANRE36915, DANRE40982, DANRE40983	CAEEL11804, CAEEL19905
OG0000273	DANRE27068	CAEEL18644
OG0000273	DANRE18454	CAEEL20077
OG0000275	DANRE18795, DANRE11797, DANRE11799, DANRE11798, DANRE11728, DANRE11729	CAEEL14783
OG0000275	DANRE04264, DANRE04262, DANRE05343, DANRE05353, DANRE05351, DANRE05345, DANRE05349, DANRE05352, DANRE05348, DANRE05346, DANRE05344, DANRE05350, DANRE05342, DANRE04263, DANRE05347, DANRE15840, DANRE15841, DANRE35415	CAEEL11381, CAEEL10050
OG0000277	DANRE40145, DANRE33384, DANRE39642	CAEEL07730, CAEEL07729
OG0000277	DANRE05075, DANRE05074, DANRE05086, DANRE05084, DANRE05077, DANRE05087, DANRE00061, DANRE00060, DANRE33406, DANRE43188	CAEEL11066
OG0000278	DANRE34631	CAEEL07740
OG0000278	DANRE28332	CAEEL09180
OG0000278	DANRE35562	CAEEL07099
OG0000278	DANRE38067, DANRE27771	CAEEL02024
OG0000280	DANRE12871	CAEEL01464
OG0000282	DANRE26878, DANRE24153, DANRE24154, DANRE06182, DANRE06181, DANRE05309, DANRE03499, DANRE11288, DANRE03498	CAEEL11864
OG0000282	DANRE05310	CAEEL04645
OG0000284	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655, DANRE43399, DANRE43400, DANRE43140, DANRE43141, DANRE35642, DANRE35643	CAEEL18846
OG0000287	DANRE24348, DANRE24347, DANRE19534, DANRE19533, DANRE19535, DANRE00792, DANRE00793, DANRE07603	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000295	DANRE12214, DANRE12212	CAEEL04248, CAEEL10950
OG0000296	DANRE12056, DANRE12057	CAEEL14675
OG0000301	DANRE05039, DANRE43060, DANRE39381, DANRE39383, DANRE39380, DANRE39382, DANRE15600	CAEEL11399
OG0000301	DANRE31227, DANRE31228, DANRE31229, DANRE31230, DANRE12465, DANRE01897	CAEEL18767
OG0000302	DANRE42649, DANRE21389	CAEEL08099
OG0000305	DANRE31139	CAEEL19499
OG0000305	DANRE27704, DANRE27705, DANRE09757, DANRE09755, DANRE09756, DANRE15092, DANRE10598, DANRE10597, DANRE41676, DANRE35836, DANRE35835, DANRE27357, DANRE27356, DANRE01697	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	DANRE01566, DANRE33720, DANRE33719	CAEEL11447, CAEEL11444, CAEEL11445
OG0000308	DANRE09139, DANRE35889, DANRE08377, DANRE08378, DANRE34374, DANRE34375, DANRE11893, DANRE14822, DANRE24047	CAEEL00748
OG0000311	DANRE08870	CAEEL19230
OG0000312	DANRE35322	CAEEL19323
OG0000312	DANRE38016, DANRE38017	CAEEL16684
OG0000312	DANRE07302, DANRE01094, DANRE01093	CAEEL08464
OG0000315	DANRE07577	CAEEL07409
OG0000315	DANRE41582, DANRE41581, DANRE27213, DANRE38766, DANRE38767	CAEEL07609
OG0000315	DANRE25676, DANRE31346, DANRE36622	CAEEL07292
OG0000316	DANRE21548, DANRE37601	CAEEL01799
OG0000319	DANRE10764, DANRE10762, DANRE27249	CAEEL10346
OG0000321	DANRE27073, DANRE06909, DANRE16086, DANRE16087, DANRE42326, DANRE23859, DANRE06908, DANRE42325, DANRE23860, DANRE23861	CAEEL19255
OG0000322	DANRE01544, DANRE01543, DANRE01540, DANRE01539	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	DANRE38114, DANRE06061, DANRE09638, DANRE09637, DANRE09636, DANRE09635, DANRE23843, DANRE23842, DANRE21375, DANRE21376, DANRE21377, DANRE42716	CAEEL08030
OG0000325	DANRE43126	CAEEL01448, CAEEL10554
OG0000327	DANRE02331, DANRE02332, DANRE22734, DANRE22735, DANRE22733, DANRE22732, DANRE02335, DANRE02334, DANRE02330, DANRE02333, DANRE22736	CAEEL18527
OG0000328	DANRE25385	CAEEL20663
OG0000329	DANRE23030, DANRE23031, DANRE35616, DANRE35618, DANRE35617, DANRE42608, DANRE42609, DANRE15386, DANRE15385, DANRE15388, DANRE15387, DANRE24617, DANRE26385, DANRE26384, DANRE26387, DANRE26386, DANRE35619, DANRE26383, DANRE26388, DANRE03328	CAEEL05342
OG0000332	DANRE34741, DANRE34268, DANRE34267, DANRE01405, DANRE00047, DANRE33568, DANRE33567, DANRE04341	CAEEL10794
OG0000333	DANRE00395	CAEEL20574
OG0000338	DANRE20312, DANRE07418, DANRE01510, DANRE01511, DANRE01512, DANRE39673, DANRE39672, DANRE39674, DANRE39675, DANRE26933, DANRE26935, DANRE26934	CAEEL02726
OG0000343	DANRE30806, DANRE30807, DANRE30808, DANRE10048, DANRE10049, DANRE10047, DANRE38028, DANRE38032, DANRE38029, DANRE38030, DANRE08041, DANRE08040, DANRE08038, DANRE08039, DANRE00942, DANRE00939, DANRE00938	CAEEL00542
OG0000345	DANRE41177, DANRE20579, DANRE15725, DANRE06044, DANRE03976, DANRE03977	CAEEL09288
OG0000346	DANRE35422, DANRE29104, DANRE29105, DANRE36435, DANRE36436, DANRE36433, DANRE36434, DANRE36437, DANRE00477, DANRE00478, DANRE00476	CAEEL04767
OG0000350	DANRE01886, DANRE01885, DANRE22467, DANRE23944, DANRE23945, DANRE04491, DANRE14797	CAEEL13904
OG0000352	DANRE00052, DANRE00051, DANRE00054, DANRE00053, DANRE40150, DANRE29098, DANRE29099, DANRE16846, DANRE16847	CAEEL05587
OG0000353	DANRE11202, DANRE11203	CAEEL10431
OG0000353	DANRE35307, DANRE35308, DANRE19661, DANRE19660	CAEEL10430
OG0000356	DANRE36680, DANRE36679, DANRE20639, DANRE20640	CAEEL10812
OG0000357	DANRE16485, DANRE06581, DANRE16487, DANRE16488, DANRE16486, DANRE01432, DANRE01431, DANRE40852, DANRE40853, DANRE01433	CAEEL07861
OG0000357	DANRE31492, DANRE31491, DANRE25521, DANRE25522, DANRE25519, DANRE31493, DANRE02489, DANRE02488, DANRE23129, DANRE25520	CAEEL10151, CAEEL05953
OG0000358	DANRE25564, DANRE25563, DANRE31035, DANRE31036, DANRE12471, DANRE12472	CAEEL13826
OG0000358	DANRE30967, DANRE42327, DANRE42328	CAEEL19072
OG0000359	DANRE12179, DANRE30427	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	DANRE10491, DANRE34034, DANRE03815, DANRE13868	CAEEL04898, CAEEL01034, CAEEL00066
OG0000364	DANRE10845, DANRE10846, DANRE10844	CAEEL18153, CAEEL18154
OG0000365	DANRE07429, DANRE34414, DANRE34415, DANRE35273, DANRE24290	CAEEL03052
OG0000367	DANRE36654, DANRE31524, DANRE01785, DANRE01784, DANRE39737, DANRE39738, DANRE02416, DANRE22496, DANRE26403, DANRE26402, DANRE26404, DANRE26405, DANRE18908, DANRE18907	CAEEL11241
OG0000372	DANRE02748	CAEEL09938
OG0000372	DANRE06645, DANRE06644	CAEEL06634
OG0000372	DANRE22505, DANRE22504, DANRE11712, DANRE18764	CAEEL11042
OG0000373	DANRE29521, DANRE03427, DANRE03426	CAEEL08053
OG0000373	DANRE11420, DANRE39515, DANRE39514	CAEEL15439
OG0000374	DANRE23152, DANRE23151, DANRE27829	CAEEL04637
OG0000375	DANRE06003, DANRE33724, DANRE43092	CAEEL04597
OG0000378	DANRE10060, DANRE30848, DANRE10029, DANRE41542, DANRE41543, DANRE41544, DANRE35904, DANRE35903	CAEEL01589
OG0000378	DANRE35004, DANRE42464, DANRE42465, DANRE42466, DANRE42463, DANRE42468, DANRE13826, DANRE13825, DANRE09246, DANRE09245, DANRE09244	CAEEL18606
OG0000380	DANRE34775	CAEEL07128
OG0000382	DANRE25955, DANRE25953, DANRE25954, DANRE25952, DANRE22850, DANRE22851, DANRE25951, DANRE25950, DANRE31576, DANRE31575, DANRE22849	CAEEL10275
OG0000385	DANRE42775, DANRE42776, DANRE02100, DANRE02102, DANRE02101, DANRE09865, DANRE09508	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	DANRE20466, DANRE20465, DANRE20464, DANRE20463, DANRE03342, DANRE03343, DANRE03344, DANRE11173	CAEEL08944, CAEEL11888
OG0000391	DANRE11237, DANRE11238, DANRE11236, DANRE11235, DANRE23137, DANRE23139, DANRE23138, DANRE04942, DANRE04941, DANRE04943, DANRE04944, DANRE04940, DANRE42610, DANRE42611, DANRE23140	CAEEL07480, CAEEL01186
OG0000392	DANRE34333, DANRE34332, DANRE34328, DANRE34334, DANRE34327, DANRE34330, DANRE34331, DANRE40148, DANRE40147, DANRE40149, DANRE34329, DANRE26696, DANRE26695, DANRE36354, DANRE36355	CAEEL03273
OG0000393	DANRE33584, DANRE33585	CAEEL14690
OG0000393	DANRE41173, DANRE41172	CAEEL11594
OG0000393	DANRE04252	CAEEL00138
OG0000396	DANRE19236, DANRE35147, DANRE19239, DANRE35149, DANRE35150, DANRE19238	CAEEL02940, CAEEL01085
OG0000399	DANRE18056	CAEEL18399
OG0000399	DANRE09642, DANRE18763	CAEEL01136
OG0000399	DANRE26022, DANRE09643, DANRE38314, DANRE28313	CAEEL00515
OG0000401	DANRE03473, DANRE27291, DANRE38823, DANRE38822	CAEEL07254
OG0000402	DANRE41229, DANRE19619, DANRE03492, DANRE03493, DANRE11285	CAEEL20859
OG0000402	DANRE01674, DANRE01673, DANRE22595	CAEEL09914, CAEEL09915
OG0000403	DANRE19802	CAEEL13991
OG0000404	DANRE39992	CAEEL04503
OG0000405	DANRE09894, DANRE09893, DANRE09890, DANRE09892, DANRE09891, DANRE12864, DANRE12863, DANRE12862, DANRE12866, DANRE12865, DANRE37670, DANRE37669, DANRE37671, DANRE01496, DANRE01497, DANRE01495, DANRE01502, DANRE01500, DANRE01499, DANRE01501, DANRE34777, DANRE34779, DANRE34778, DANRE21580, DANRE21579, DANRE01498	CAEEL01740
OG0000411	DANRE13512, DANRE13511, DANRE12026, DANRE12027, DANRE12025, DANRE12028, DANRE17380, DANRE13514, DANRE13513, DANRE17379, DANRE17378, DANRE15532, DANRE03269, DANRE06248, DANRE15773	CAEEL02373
OG0000412	DANRE40212, DANRE40213	CAEEL11655
OG0000412	DANRE05333, DANRE05334	CAEEL09909
OG0000412	DANRE34255, DANRE34254, DANRE40964, DANRE14291	CAEEL20650
OG0000413	DANRE18923, DANRE10704, DANRE18922, DANRE18980, DANRE08263, DANRE08262	CAEEL15525
OG0000413	DANRE27623, DANRE27621, DANRE27622, DANRE20913, DANRE20912, DANRE20914, DANRE12246, DANRE12248, DANRE12247	CAEEL18945
OG0000413	DANRE12245	CAEEL06206, CAEEL06205
OG0000419	DANRE12601, DANRE12599, DANRE12600, DANRE29308, DANRE40765, DANRE43228, DANRE43227	CAEEL19090
OG0000424	DANRE03532	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	DANRE16731, DANRE07739, DANRE07738, DANRE16733, DANRE16732, DANRE04594, DANRE12103, DANRE12105, DANRE12104, DANRE17581, DANRE16734, DANRE41873, DANRE41874, DANRE16596, DANRE16595, DANRE00985	CAEEL13865, CAEEL13864
OG0000426	DANRE07061, DANRE07060, DANRE20172	CAEEL19943
OG0000426	DANRE14044, DANRE17040, DANRE17041, DANRE30201, DANRE09323, DANRE09324, DANRE09322, DANRE09321, DANRE29984, DANRE29985	CAEEL20473
OG0000427	DANRE12612, DANRE12613, DANRE12611, DANRE39319, DANRE39318, DANRE22930, DANRE22931, DANRE22929, DANRE02497, DANRE02496, DANRE43089, DANRE26773, DANRE26772	CAEEL05100
OG0000429	DANRE36001, DANRE36002	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000431	DANRE24824, DANRE17840, DANRE17841, DANRE12254, DANRE12253, DANRE12255, DANRE12256, DANRE12257, DANRE26528, DANRE15244, DANRE42492, DANRE42493, DANRE42494, DANRE42495	CAEEL07320
OG0000432	DANRE31442, DANRE25599, DANRE25600, DANRE02708, DANRE02707, DANRE41299	CAEEL05840, CAEEL08239
OG0000433	DANRE04048, DANRE29991, DANRE29994, DANRE29993, DANRE29992	CAEEL18122
OG0000433	DANRE18171, DANRE18170, DANRE18169, DANRE18168, DANRE10817, DANRE42181, DANRE42182	CAEEL00915, CAEEL00914
OG0000436	DANRE42552, DANRE42550, DANRE42551, DANRE42553, DANRE14971, DANRE14972, DANRE02915, DANRE14967, DANRE14969, DANRE14968, DANRE14970, DANRE14966, DANRE42555, DANRE42554	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	DANRE07531, DANRE07532, DANRE07533, DANRE16586	CAEEL10760
OG0000443	DANRE09802, DANRE09801, DANRE42227, DANRE42228, DANRE42226, DANRE42229	CAEEL07750
OG0000444	DANRE31300, DANRE31301, DANRE02757, DANRE22266, DANRE22265	CAEEL18555
OG0000444	DANRE12801, DANRE12802, DANRE12418	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	DANRE18817	CAEEL08845
OG0000446	DANRE15117, DANRE15116	CAEEL11745
OG0000447	DANRE16236, DANRE16237, DANRE34347, DANRE34348, DANRE34349, DANRE34350, DANRE19795, DANRE19794, DANRE13289	CAEEL07754, CAEEL07753
OG0000450	DANRE41803, DANRE10831, DANRE17973, DANRE17972, DANRE19544, DANRE19543, DANRE03681, DANRE16483, DANRE16482, DANRE16481, DANRE16484, DANRE06580, DANRE06579, DANRE40929, DANRE40930, DANRE40931, DANRE13780, DANRE13779, DANRE13781, DANRE07541	CAEEL09221
OG0000452	DANRE31571, DANRE31572, DANRE31573, DANRE31574, DANRE31563, DANRE31562, DANRE31561, DANRE31560, DANRE31568, DANRE31567, DANRE31565, DANRE31564, DANRE31570, DANRE31569, DANRE31566, DANRE25956	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373
OG0000454	DANRE38342, DANRE21455, DANRE21457	CAEEL02888, CAEEL02886
OG0000454	DANRE14109, DANRE14106, DANRE00211, DANRE00212, DANRE00215, DANRE21454, DANRE21458, DANRE14108, DANRE38339, DANRE26000, DANRE26001, DANRE25999, DANRE38338, DANRE38333, DANRE38336, DANRE38337, DANRE38334, DANRE38335	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882
OG0000458	DANRE14521, DANRE24084	CAEEL19373
OG0000461	DANRE29922, DANRE29923, DANRE29921	CAEEL06628
OG0000461	DANRE33325, DANRE33326, DANRE35248	CAEEL08066
OG0000463	DANRE25872, DANRE25873, DANRE25871, DANRE25874, DANRE41150, DANRE41151, DANRE25321, DANRE25320	CAEEL00961
OG0000467	DANRE23056, DANRE23057, DANRE23058, DANRE22608, DANRE22609, DANRE02650, DANRE02651, DANRE36597, DANRE36596, DANRE23594, DANRE02242, DANRE02241, DANRE31546, DANRE31547, DANRE31545, DANRE22610	CAEEL10426, CAEEL00823
