Orthogroup	DANRE	YEAST
OG0003869	DANRE24691	YEAST02771
OG0003875	DANRE13186	YEAST05070
OG0003876	DANRE09822, DANRE09823	YEAST02423
OG0003877	DANRE36315	YEAST04860, YEAST05867, YEAST03825
OG0003879	DANRE26116, DANRE37629, DANRE37631	YEAST00463
OG0003881	DANRE23015, DANRE23016	YEAST03851
OG0003882	DANRE12769, DANRE12770, DANRE12768	YEAST03663
OG0003886	DANRE03464, DANRE03465	YEAST06023
OG0003887	DANRE39231, DANRE10423	YEAST00028
OG0003893	DANRE05885, DANRE05887, DANRE05886	YEAST05028
OG0003897	DANRE26467	YEAST01270
OG0003899	DANRE15788	YEAST04954
OG0003904	DANRE12918	YEAST01732
OG0003907	DANRE37504	YEAST02999, YEAST02288
OG0003908	DANRE16228	YEAST01362
OG0003908	DANRE37850	YEAST06330
OG0003910	DANRE14816	YEAST03780
OG0003911	DANRE36887, DANRE36885, DANRE36886	YEAST00032
OG0003913	DANRE06162	YEAST03258
OG0003918	DANRE20155, DANRE07336, DANRE34528	YEAST00058
OG0003921	DANRE27254, DANRE27256, DANRE27255	YEAST06181
OG0003926	DANRE01778, DANRE37929	YEAST04138
OG0003929	DANRE39127, DANRE39126	YEAST04489, YEAST01422
OG0003930	DANRE25628, DANRE25629	YEAST03969
OG0003931	DANRE03642, DANRE29896, DANRE29894, DANRE29895	YEAST01142
OG0003934	DANRE13278	YEAST00084
OG0003938	DANRE11347	YEAST01566, YEAST05133
OG0003939	DANRE03346	YEAST03211
OG0003944	DANRE26350	YEAST01186
OG0003946	DANRE16868, DANRE15691	YEAST03220
OG0003947	DANRE04867, DANRE04866, DANRE04865, DANRE00638	YEAST06266, YEAST05428
OG0003949	DANRE22446, DANRE37005	YEAST01888
OG0003950	DANRE25270	YEAST01409
OG0003954	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647	YEAST02764
OG0003955	DANRE16285, DANRE16284, DANRE16283	YEAST03951
OG0003959	DANRE35120, DANRE43205	YEAST02778
OG0003961	DANRE27124, DANRE40065	YEAST01991
OG0003967	DANRE21964	YEAST05935
OG0003969	DANRE11066, DANRE11065	YEAST02146
OG0003971	DANRE33922	YEAST00520
OG0003972	DANRE22865, DANRE22866	YEAST06331
OG0003973	DANRE10902, DANRE35576, DANRE35578, DANRE35577	YEAST06329
OG0003978	DANRE25666, DANRE05433, DANRE16866, DANRE19589	YEAST03551, YEAST00942, YEAST05399
OG0003999	DANRE24171, DANRE24172	YEAST05604
OG0004000	DANRE14303, DANRE10250, DANRE10249	YEAST06060
OG0004005	DANRE23393, DANRE23392	YEAST06216
OG0004007	DANRE17531, DANRE34274	YEAST01456
OG0004012	DANRE20086	YEAST00755
OG0004017	DANRE29671, DANRE29669, DANRE29670	YEAST03019
OG0004023	DANRE38567, DANRE38568	YEAST04349
OG0004027	DANRE22477, DANRE23101, DANRE03257	YEAST03587
OG0004032	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489	YEAST02562
OG0004033	DANRE02951, DANRE02950, DANRE05920	YEAST02572
OG0004035	DANRE21263, DANRE13578	YEAST02134
OG0004037	DANRE36247, DANRE36246	YEAST03371
OG0004042	DANRE38657, DANRE38655	YEAST05578
OG0004044	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879	YEAST05367
OG0004047	DANRE21333, DANRE21332	YEAST02496
OG0004051	DANRE29233, DANRE41445, DANRE35765	YEAST01772
OG0004052	DANRE20998, DANRE20999	YEAST03705
OG0004054	DANRE23307, DANRE07839, DANRE07837	YEAST05576
OG0004056	DANRE12558, DANRE33963	YEAST05698
OG0004057	DANRE31161, DANRE31160	YEAST05620
OG0004059	DANRE35070, DANRE35069	YEAST00030
OG0004065	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199	YEAST00772
OG0004067	DANRE06632	YEAST02665
OG0004068	DANRE39005	YEAST03461
OG0004071	DANRE34963	YEAST02893
OG0004072	DANRE03361	YEAST02440
OG0004075	DANRE03376, DANRE03377, DANRE03378	YEAST02332
OG0004076	DANRE15069	YEAST05461
OG0004079	DANRE07274, DANRE15648, DANRE15649, DANRE15650	YEAST04385
OG0004080	DANRE35778, DANRE24628, DANRE35780	YEAST00812
OG0004082	DANRE27989, DANRE27991, DANRE27988	YEAST00063, YEAST05409
OG0004090	DANRE36859, DANRE23136, DANRE23135	YEAST02301, YEAST02021
OG0004091	DANRE35209, DANRE35210	YEAST04715
OG0004092	DANRE23794, DANRE13755	YEAST03564, YEAST06307
OG0004096	DANRE17669	YEAST00160
OG0004097	DANRE33765	YEAST05039
OG0004101	DANRE02022	YEAST03547, YEAST02901
OG0004102	DANRE03959	YEAST05787
OG0004103	DANRE23050	YEAST05061
OG0004105	DANRE14169, DANRE10477, DANRE14170	YEAST01700, YEAST01565
OG0004110	DANRE05249	YEAST02825
OG0004113	DANRE40461	YEAST02059
OG0004115	DANRE10141, DANRE10142	YEAST00325
OG0004116	DANRE34155	YEAST00481
OG0004118	DANRE31237	YEAST01855
OG0004119	DANRE12211	YEAST02170
OG0004120	DANRE05375, DANRE05376, DANRE05377	YEAST01953
OG0004123	DANRE00959	YEAST04761
OG0004124	DANRE22782, DANRE22783, DANRE24184, DANRE24185	YEAST01139
OG0004127	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222	YEAST06097
OG0004130	DANRE09375, DANRE09376, DANRE09377	YEAST03149
OG0004134	DANRE07379, DANRE07380, DANRE07381, DANRE43376	YEAST05611
OG0004136	DANRE40774	YEAST01084
OG0004142	DANRE30629	YEAST05774
OG0004148	DANRE29829, DANRE03866, DANRE03865, DANRE29828	YEAST00867
OG0004150	DANRE05793, DANRE05792	YEAST04690
OG0004151	DANRE25545, DANRE25544, DANRE25543	YEAST04284
OG0004153	DANRE20163	YEAST05958, YEAST04386, YEAST00290
OG0004154	DANRE11687	YEAST05587
OG0004158	DANRE42931, DANRE42938, DANRE23921, DANRE23922	YEAST03379
OG0004161	DANRE35464	YEAST04124
OG0004162	DANRE15596, DANRE15595, DANRE30052, DANRE30053	YEAST04517
OG0004164	DANRE20575, DANRE05368	YEAST05923
OG0004166	DANRE23367	YEAST00189
OG0004168	DANRE08328, DANRE08330, DANRE08329	YEAST03028
OG0004169	DANRE30096	YEAST05813
OG0004170	DANRE34168	YEAST05906
OG0004171	DANRE08068, DANRE08069	YEAST04501
OG0004179	DANRE30370, DANRE04292	YEAST01050
OG0004181	DANRE17827, DANRE17828, DANRE17829, DANRE15664	YEAST03406
OG0004182	DANRE07705, DANRE07706	YEAST03699
OG0004184	DANRE05779	YEAST00127
OG0004186	DANRE10675, DANRE10674, DANRE19945, DANRE04804	YEAST04981
OG0004188	DANRE03766, DANRE11056, DANRE11057	YEAST02761
OG0004198	DANRE43301, DANRE09641, DANRE13965, DANRE09640	YEAST02869, YEAST03548
OG0004215	DANRE08211, DANRE01210	YEAST04590
OG0004217	DANRE15764, DANRE15763, DANRE15762	YEAST01257
OG0004219	DANRE35534	YEAST00912
OG0004222	DANRE10943	YEAST05826
OG0004230	DANRE07988, DANRE07987, DANRE34148	YEAST02220
OG0004232	DANRE06060	YEAST05931
OG0004236	DANRE35563	YEAST05432
OG0004237	DANRE15924	YEAST04445, YEAST04344
OG0004239	DANRE41351	YEAST05144
OG0004243	DANRE03711, DANRE03710, DANRE29826, DANRE29827	YEAST00306
OG0004245	DANRE05322	YEAST00859
OG0004248	DANRE23609	YEAST03678
OG0004249	DANRE19294, DANRE19293	YEAST02740
OG0004250	DANRE05878, DANRE11950, DANRE11951	YEAST05543
OG0004252	DANRE30850	YEAST05178
OG0004254	DANRE00107, DANRE00106, DANRE00108	YEAST03900
OG0004258	DANRE16049, DANRE16050	YEAST00665
OG0004259	DANRE37622, DANRE12712	YEAST03730
OG0004261	DANRE13599, DANRE13600	YEAST02564
OG0004262	DANRE18725, DANRE18724	YEAST02368
OG0004268	DANRE38885, DANRE38884	YEAST00496
OG0004269	DANRE16641, DANRE16642	YEAST04758
OG0004273	DANRE09358, DANRE09357	YEAST02547
OG0004278	DANRE00447, DANRE00446, DANRE00445	YEAST00243
OG0004280	DANRE29566	YEAST05895
OG0004282	DANRE15036	YEAST02575, YEAST06242
OG0004283	DANRE06175	YEAST04184
OG0004287	DANRE10684	YEAST01708
OG0004289	DANRE17569	YEAST05719
OG0004291	DANRE05725, DANRE05724, DANRE05722, DANRE05723	YEAST00852
OG0004292	DANRE15377	YEAST02537
OG0004295	DANRE21758, DANRE21759	YEAST05946
OG0004297	DANRE14286	YEAST01463
OG0004300	DANRE21278, DANRE21279	YEAST05309
OG0004301	DANRE06468	YEAST03850
OG0004302	DANRE03425, DANRE03424	YEAST05203
OG0004303	DANRE07545, DANRE28080, DANRE07544	YEAST02492
OG0004304	DANRE19474, DANRE19473	YEAST02425, YEAST05929
OG0004305	DANRE21612, DANRE21613	YEAST02123
OG0004307	DANRE04115, DANRE04114, DANRE30227, DANRE30226	YEAST04592
OG0004308	DANRE06355	YEAST04835
OG0004309	DANRE03911, DANRE03912, DANRE03913	YEAST05924
OG0004310	DANRE13896, DANRE21587	YEAST05001
OG0004312	DANRE24921	YEAST03330
OG0004314	DANRE18288, DANRE34249	YEAST00500
OG0004324	DANRE22537, DANRE22536, DANRE22534, DANRE22535	YEAST04322
OG0004330	DANRE11063, DANRE11060, DANRE11061, DANRE11058, DANRE11062, DANRE11059	YEAST06277
OG0004331	DANRE10901	YEAST06230
OG0004333	DANRE13744, DANRE13743, DANRE13742	YEAST01391
OG0004335	DANRE23624	YEAST01057
OG0004337	DANRE41654, DANRE41653	YEAST05652
OG0004338	DANRE12236, DANRE12237	YEAST05023
OG0004344	DANRE06853	YEAST02441
OG0004345	DANRE19118	YEAST04894
OG0004347	DANRE19493, DANRE19494, DANRE07708, DANRE07709	YEAST04515
OG0004348	DANRE42472, DANRE42473	YEAST03956
OG0004350	DANRE10750, DANRE10749	YEAST04742
OG0004351	DANRE28003, DANRE28002	YEAST04167
OG0004353	DANRE09455	YEAST05143
OG0004356	DANRE43267, DANRE43053	YEAST02877
OG0004357	DANRE05948, DANRE05949, DANRE01459, DANRE01460, DANRE41227	YEAST02304
OG0004358	DANRE41274, DANRE41273	YEAST01304
OG0004359	DANRE01793, DANRE02425	YEAST01873
OG0004364	DANRE11772	YEAST00647
OG0004366	DANRE12283, DANRE12284, DANRE12285	YEAST01097
OG0004369	DANRE34900, DANRE34901	YEAST04013
OG0004370	DANRE34877, DANRE34876	YEAST02378
OG0004374	DANRE20926, DANRE20927	YEAST00556
OG0004377	DANRE38821	YEAST05181
OG0004378	DANRE08246, DANRE08245	YEAST03291
OG0004379	DANRE29006, DANRE31285, DANRE31284	YEAST02180, YEAST04152
OG0004380	DANRE02319, DANRE25045, DANRE25044, DANRE31287, DANRE31288	YEAST04825
OG0004382	DANRE34314	YEAST03218
OG0004394	DANRE20261, DANRE20262	YEAST00619
OG0004396	DANRE20597, DANRE20596	YEAST01668
OG0004400	DANRE21495, DANRE21496	YEAST03238, YEAST03731
OG0004401	DANRE29576	YEAST04219
OG0004404	DANRE13595, DANRE13596, DANRE13597	YEAST00833, YEAST00883
OG0004417	DANRE26688, DANRE43329, DANRE43330, DANRE43328	YEAST03358
OG0004425	DANRE24598, DANRE13803	YEAST04958
OG0004426	DANRE05633	YEAST01028
OG0004460	DANRE02370, DANRE02369, DANRE02371	YEAST06162
OG0004462	DANRE15232, DANRE15233	YEAST03397
OG0004468	DANRE16473, DANRE16472, DANRE16471, DANRE06592	YEAST04439
OG0004472	DANRE31243, DANRE31244	YEAST06199
OG0004479	DANRE14165	YEAST00474
OG0004484	DANRE23463, DANRE23462	YEAST01989
OG0004486	DANRE02337, DANRE38751, DANRE38752	YEAST00968
OG0004489	DANRE36650, DANRE02189, DANRE36649	YEAST03700
OG0004490	DANRE29605, DANRE29606	YEAST02887
OG0004492	DANRE37611, DANRE36858	YEAST05415, YEAST01368
OG0004494	DANRE03077, DANRE03076	YEAST03738
OG0004495	DANRE26631, DANRE26632, DANRE26630	YEAST00946
OG0004498	DANRE14302, DANRE14301	YEAST02716
OG0004500	DANRE18484	YEAST04651
OG0004503	DANRE16687	YEAST02385
OG0004505	DANRE42706	YEAST01701
OG0004506	DANRE30476	YEAST06061
OG0004507	DANRE34603	YEAST04994
OG0004512	DANRE11592	YEAST01510
OG0004513	DANRE33293, DANRE33294	YEAST04235
OG0004515	DANRE04363	YEAST05737
OG0004519	DANRE36763	YEAST01596
OG0004520	DANRE13362, DANRE13363, DANRE13364	YEAST06001, YEAST05696
OG0004525	DANRE39978	YEAST03937
OG0004526	DANRE34280	YEAST02603
OG0004529	DANRE04506, DANRE04507, DANRE04504, DANRE04505	YEAST03981
OG0004535	DANRE13321, DANRE13320	YEAST02221
OG0004538	DANRE11867	YEAST02750
OG0004542	DANRE03604, DANRE03605	YEAST04816, YEAST04623
OG0004545	DANRE33970	YEAST02071
OG0004546	DANRE14283, DANRE14282, DANRE14284	YEAST04485
OG0004551	DANRE24748, DANRE24749	YEAST00426
OG0004554	DANRE18104	YEAST05640
OG0004559	DANRE29861	YEAST04428
OG0004563	DANRE22724	YEAST04325
OG0004566	DANRE18485, DANRE24680, DANRE24679	YEAST02192
OG0004567	DANRE18156	YEAST05747
OG0004571	DANRE23882, DANRE23883	YEAST02127
OG0004573	DANRE00757	YEAST00677
OG0004577	DANRE37192, DANRE37191, DANRE37190, DANRE37194, DANRE37193	YEAST02283
OG0004579	DANRE25034, DANRE31590	YEAST00134
OG0004581	DANRE34427	YEAST03583, YEAST04618
OG0004582	DANRE00200, DANRE00203, DANRE00201, DANRE00202	YEAST04377
OG0004583	DANRE23267	YEAST05833
OG0004584	DANRE09063	YEAST03457
OG0004585	DANRE23964, DANRE23965	YEAST01153
OG0004590	DANRE01038	YEAST03622, YEAST00886
OG0004593	DANRE07356, DANRE07355, DANRE07354, DANRE07353, DANRE07357	YEAST01231
OG0004606	DANRE36927	YEAST05926
OG0004609	DANRE19927, DANRE19928	YEAST05326
OG0004610	DANRE24946, DANRE24945, DANRE39093	YEAST04487, YEAST01427
OG0004611	DANRE05043, DANRE05045, DANRE05044, DANRE05046	YEAST04613
OG0004612	DANRE14838, DANRE14837, DANRE14835, DANRE14836	YEAST02359
OG0004616	DANRE35757, DANRE35756, DANRE35755	YEAST00250, YEAST02830
OG0004619	DANRE28992, DANRE28989, DANRE28993, DANRE28991, DANRE28990	YEAST03531
OG0004621	DANRE36766, DANRE36765, DANRE22575	YEAST00178
OG0004626	DANRE12176, DANRE26130	YEAST00427
OG0004630	DANRE17375, DANRE17374, DANRE17372, DANRE17373	YEAST01322, YEAST02951
OG0004633	DANRE26762, DANRE26763	YEAST03510
OG0004634	DANRE30543, DANRE31362	YEAST00262, YEAST00249
OG0004635	DANRE10518, DANRE10519	YEAST02703
OG0004639	DANRE35398	YEAST02924
OG0004642	DANRE26748, DANRE26747	YEAST01912
OG0004648	DANRE20923	YEAST04721, YEAST05892
OG0004649	DANRE00918, DANRE00919, DANRE07960, DANRE07962, DANRE39589	YEAST02284
OG0004651	DANRE02190	YEAST01146
OG0004654	DANRE29943, DANRE40498	YEAST00988
OG0004655	DANRE29577, DANRE29579, DANRE29578	YEAST01640
OG0004656	DANRE10804, DANRE26495	YEAST04281
OG0004657	DANRE08968, DANRE34488	YEAST00473
OG0004658	DANRE10828	YEAST04140
OG0004659	DANRE02375, DANRE02376, DANRE02374	YEAST02251
OG0004660	DANRE18557, DANRE18556	YEAST06221, YEAST00721
OG0004663	DANRE20429, DANRE20430, DANRE20431, DANRE20432	YEAST01161
OG0004664	DANRE07608, DANRE07607, DANRE07606	YEAST05162
OG0004668	DANRE05469	YEAST01610
OG0004669	DANRE10303	YEAST00949
OG0004670	DANRE03145	YEAST03416
OG0004671	DANRE19925	YEAST02606
OG0004674	DANRE33289	YEAST05448
OG0004675	DANRE23251	YEAST05072, YEAST02983
OG0004676	DANRE11604	YEAST05785, YEAST00056, YEAST02694
OG0004678	DANRE19097, DANRE19098, DANRE19096	YEAST02777, YEAST04846
OG0004682	DANRE27410	YEAST02876
OG0004683	DANRE00895	YEAST00676
OG0004684	DANRE00896, DANRE18960, DANRE18961	YEAST05643
OG0004685	DANRE39580, DANRE39579, DANRE39581, DANRE00131	YEAST04200
OG0004687	DANRE40485, DANRE40484	YEAST00982
OG0004691	DANRE10742	YEAST00819
OG0004699	DANRE35046	YEAST05453
OG0004702	DANRE03083, DANRE03084, DANRE03085	YEAST03387
OG0004703	DANRE43394, DANRE33684, DANRE33685	YEAST00841
OG0004705	DANRE33881, DANRE33882, DANRE07604	YEAST05591
OG0004708	DANRE35053, DANRE35054	YEAST04540
OG0004711	DANRE06348, DANRE06349, DANRE06347	YEAST03281
OG0004728	DANRE39343, DANRE39344	YEAST04662, YEAST00882
OG0004733	DANRE34798	YEAST06337
OG0004735	DANRE07069	YEAST04508
OG0004739	DANRE04072	YEAST01817
OG0004740	DANRE12109, DANRE12108, DANRE12110	YEAST04029
OG0004743	DANRE13544, DANRE13543	YEAST04299
OG0004747	DANRE17978, DANRE17977	YEAST01134
OG0004748	DANRE19838	YEAST03942
OG0004749	DANRE36880	YEAST05904
OG0004753	DANRE13109, DANRE13108	YEAST04746
OG0004755	DANRE42490, DANRE42491	YEAST03690
OG0004756	DANRE02840	YEAST03704
OG0004759	DANRE05611	YEAST02912
OG0004760	DANRE09761	YEAST01847
OG0004764	DANRE36421, DANRE36422, DANRE36423	YEAST04443, YEAST04345
OG0004765	DANRE26484, DANRE40179	YEAST02487
OG0004766	DANRE41332, DANRE41331	YEAST01053
OG0004767	DANRE28628	YEAST03559
OG0004768	DANRE04729, DANRE20410	YEAST02666
OG0004769	DANRE26926	YEAST06228
OG0004770	DANRE11345	YEAST03432
OG0004774	DANRE05788, DANRE05787	YEAST06062
OG0004785	DANRE42357	YEAST04153
OG0004786	DANRE41722, DANRE41721, DANRE41720	YEAST01015
OG0004787	DANRE24694, DANRE24695, DANRE24693	YEAST02164
OG0004792	DANRE40825, DANRE29531	YEAST02299
OG0004795	DANRE00139	YEAST02163
OG0004797	DANRE12121, DANRE12120	YEAST00371
OG0004805	DANRE01261, DANRE07762	YEAST03570
OG0004808	DANRE27792	YEAST02354
OG0004811	DANRE25423	YEAST01683
OG0004814	DANRE07345	YEAST05710
OG0004816	DANRE31469	YEAST04664
OG0004819	DANRE22495	YEAST00279
OG0004820	DANRE17389	YEAST05404
OG0004822	DANRE42104, DANRE42103	YEAST03199
OG0004833	DANRE20545	YEAST01309
OG0004836	DANRE07542, DANRE07543	YEAST00658
OG0004840	DANRE30266	YEAST01399
OG0004841	DANRE25342, DANRE25341, DANRE25340, DANRE25343	YEAST01375
OG0004842	DANRE39123, DANRE39124, DANRE39121, DANRE39122	YEAST05083
OG0004843	DANRE38830, DANRE38829	YEAST03163
OG0004844	DANRE03116	YEAST01571
OG0004849	DANRE28535	YEAST06335
OG0004850	DANRE39833, DANRE36301, DANRE36300	YEAST05082, YEAST02977
OG0004851	DANRE25895, DANRE12187	YEAST02907
OG0004852	DANRE19212	YEAST00825
OG0004854	DANRE42925	YEAST00889, YEAST04304
OG0004855	DANRE15163, DANRE15165, DANRE15164, DANRE15166	YEAST03252
OG0004856	DANRE11451, DANRE20259	YEAST05973
OG0004858	DANRE19523	YEAST04268
OG0004863	DANRE29005	YEAST00862
OG0004864	DANRE31526	YEAST00264
OG0004874	DANRE13642, DANRE13641	YEAST04564
OG0004875	DANRE40082	YEAST02491
OG0004877	DANRE35211	YEAST05247
OG0004879	DANRE26764	YEAST01311
OG0004880	DANRE25000	YEAST06046
OG0004881	DANRE28009, DANRE28008, DANRE28010	YEAST00141
OG0004886	DANRE16571, DANRE16572	YEAST05077
OG0004887	DANRE14658, DANRE14657, DANRE14659	YEAST05734
OG0004893	DANRE14635	YEAST04667, YEAST00405
OG0004896	DANRE34248	YEAST06193
OG0004897	DANRE20166	YEAST03127, YEAST00642
OG0004898	DANRE13333	YEAST01269
OG0004902	DANRE04599, DANRE37492, DANRE04598, DANRE16728	YEAST00933
OG0004903	DANRE24323, DANRE24324, DANRE24325	YEAST03539
OG0004911	DANRE03615, DANRE03614, DANRE28614	YEAST04765
OG0004913	DANRE37948	YEAST01636
OG0004914	DANRE33332	YEAST03369
OG0004917	DANRE11376, DANRE11377	YEAST00244
OG0004922	DANRE09931	YEAST03302
OG0004924	DANRE13886, DANRE13888, DANRE13889, DANRE13887	YEAST03555, YEAST03277
OG0004928	DANRE28982	YEAST00311
OG0004932	DANRE22718, DANRE40302, DANRE40303, DANRE40304	YEAST04654
OG0004935	DANRE14583	YEAST02167
OG0004940	DANRE18123	YEAST05107, YEAST05559
OG0004941	DANRE37496	YEAST03194
OG0004947	DANRE19342, DANRE19341, DANRE34700, DANRE34701	YEAST05164
OG0004948	DANRE38435	YEAST02275
OG0004949	DANRE15149, DANRE15151, DANRE15152, DANRE15150, DANRE15148, DANRE15153	YEAST04201
OG0004952	DANRE08962, DANRE11000, DANRE17702, DANRE11001, DANRE17703	YEAST02477
OG0004954	DANRE18303, DANRE18302	YEAST06058
OG0004962	DANRE13611, DANRE13612	YEAST04400
OG0004963	DANRE33528	YEAST04940
OG0004964	DANRE29913, DANRE29914	YEAST04104
OG0004968	DANRE39148	YEAST03489
OG0004969	DANRE26453, DANRE08898	YEAST02591
OG0004970	DANRE35257	YEAST04414
OG0004971	DANRE03762	YEAST05364
OG0004972	DANRE29843, DANRE15468	YEAST03511
OG0004975	DANRE00072, DANRE00073	YEAST00144, YEAST01994
OG0004976	DANRE20416, DANRE20415, DANRE29157	YEAST05983
OG0004977	DANRE42635, DANRE42636	YEAST06017
OG0004979	DANRE23839	YEAST06027
OG0004980	DANRE04541, DANRE04540, DANRE04097, DANRE04098	YEAST05221
OG0004981	DANRE14254	YEAST03914, YEAST04639
OG0004982	DANRE34279	YEAST03625
OG0004985	DANRE39779, DANRE36721	YEAST03498
OG0004988	DANRE33484	YEAST05990
OG0004989	DANRE13354, DANRE13355, DANRE13356	YEAST04576
OG0004990	DANRE23754	YEAST04419
OG0004992	DANRE18279, DANRE18278, DANRE18280	YEAST05627
OG0004996	DANRE36618, DANRE36619	YEAST04793
OG0004997	DANRE04249	YEAST01342
OG0005002	DANRE01828	YEAST05414
OG0005003	DANRE15904	YEAST02467, YEAST00216
OG0005006	DANRE29128, DANRE29127, DANRE03358	YEAST06096
OG0005007	DANRE22188, DANRE41831	YEAST03893
OG0005014	DANRE39678, DANRE39680, DANRE39679	YEAST02538
OG0005015	DANRE39235, DANRE39234	YEAST01649, YEAST01932
OG0005038	DANRE22630	YEAST02861
OG0005040	DANRE00758, DANRE00759	YEAST04778
OG0005047	DANRE28971, DANRE24811	YEAST01837
OG0005053	DANRE01855	YEAST00680
OG0005055	DANRE03751, DANRE03750, DANRE05583, DANRE05584	YEAST02159
OG0005059	DANRE34115, DANRE34116	YEAST03737
OG0005067	DANRE27890	YEAST06051
OG0005069	DANRE03467	YEAST03130
OG0005073	DANRE07225, DANRE07224	YEAST00873
OG0005076	DANRE38516	YEAST04563
OG0005081	DANRE02004	YEAST03124
OG0005083	DANRE05589, DANRE05590	YEAST00678, YEAST05235
OG0005084	DANRE01631, DANRE25056	YEAST03782
OG0005085	DANRE30731, DANRE30730	YEAST06159
OG0005086	DANRE36659	YEAST00205
OG0005087	DANRE27655, DANRE27656, DANRE27657	YEAST00816
OG0005088	DANRE01809	YEAST05769, YEAST03125
OG0005090	DANRE29441	YEAST00338
OG0005091	DANRE06307	YEAST05089
OG0005093	DANRE18189, DANRE18190, DANRE10807, DANRE10806	YEAST01810
OG0005095	DANRE12280	YEAST04437
OG0005096	DANRE24839, DANRE24842, DANRE24841, DANRE24840	YEAST00667
OG0005097	DANRE03640, DANRE03639	YEAST05071
OG0005099	DANRE28494	YEAST01396
OG0005100	DANRE14158, DANRE14160, DANRE14157, DANRE14156, DANRE14161, DANRE14159	YEAST02389
OG0005104	DANRE13004, DANRE13003, DANRE13005	YEAST05248
OG0005106	DANRE24272	YEAST06065, YEAST00421
OG0005107	DANRE12455	YEAST06099
OG0005109	DANRE23362	YEAST05204, YEAST00612
OG0005111	DANRE23178	YEAST06212, YEAST04032
OG0005114	DANRE26941, DANRE36248	YEAST02131
OG0005117	DANRE27662	YEAST06050
OG0005121	DANRE01576, DANRE01578, DANRE01577	YEAST02052
OG0005124	DANRE18006	YEAST04099
OG0005130	DANRE07303	YEAST03863
OG0005139	DANRE41899, DANRE41900	YEAST04015
OG0005142	DANRE33975	YEAST03890
OG0005143	DANRE22177	YEAST00443
OG0005144	DANRE21482	YEAST04065
OG0005146	DANRE11790, DANRE11791	YEAST02971
OG0005149	DANRE42452, DANRE15553	YEAST03025, YEAST02738
OG0005151	DANRE03020, DANRE03018, DANRE03019, DANRE03021, DANRE03022, DANRE03017	YEAST03382
OG0005152	DANRE31499, DANRE31498	YEAST00847
OG0005157	DANRE29206, DANRE03135	YEAST02981
OG0005160	DANRE39238, DANRE39237, DANRE39236	YEAST06113
OG0005164	DANRE13847, DANRE13848	YEAST06283
OG0005167	DANRE24830, DANRE09311	YEAST03924
OG0005168	DANRE18805	YEAST06272
OG0005169	DANRE11119, DANRE11120	YEAST00459
OG0005175	DANRE06724, DANRE06725	YEAST05445
OG0005176	DANRE33630	YEAST00218
OG0005178	DANRE08563, DANRE08562, DANRE08561	YEAST04497
OG0005179	DANRE15889	YEAST05659
OG0005183	DANRE39320	YEAST05308
OG0005184	DANRE42892, DANRE42893, DANRE42894	YEAST00492
OG0005187	DANRE31608, DANRE31609	YEAST05234
OG0005188	DANRE35694	YEAST01554
OG0005191	DANRE40014, DANRE40015	YEAST00993
OG0005192	DANRE27430, DANRE27429	YEAST05720
OG0005194	DANRE23734, DANRE06460	YEAST04086
OG0005196	DANRE25769, DANRE25770	YEAST01388
OG0005198	DANRE28866	YEAST00327
OG0005200	DANRE13770, DANRE09299, DANRE09300, DANRE09301	YEAST01016
OG0005201	DANRE20651, DANRE20652	YEAST00082
OG0005203	DANRE04644	YEAST02207
OG0005204	DANRE34891, DANRE34890	YEAST01178
OG0005205	DANRE23986, DANRE23987, DANRE23988	YEAST01046
OG0005208	DANRE36133, DANRE36134, DANRE36135	YEAST01429
OG0005212	DANRE25992, DANRE25993	YEAST06147
OG0005220	DANRE29881, DANRE29882, DANRE29883	YEAST04357
OG0005221	DANRE39242	YEAST03209
OG0005222	DANRE12281, DANRE12282	YEAST05518
OG0005224	DANRE04400, DANRE04399, DANRE04398	YEAST06324
OG0005225	DANRE30698	YEAST05094
OG0005227	DANRE19809, DANRE19810	YEAST05529
OG0005228	DANRE00611	YEAST05916
OG0005229	DANRE20286, DANRE20287	YEAST04766
OG0005231	DANRE29725, DANRE29724, DANRE29721, DANRE29723, DANRE29722	YEAST02681
OG0005233	DANRE22891, DANRE22892	YEAST00564
OG0005237	DANRE19986	YEAST05398
OG0005238	DANRE19343	YEAST00351
OG0005239	DANRE18728	YEAST04499
OG0005240	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728	YEAST03058
OG0005244	DANRE14577	YEAST06021
OG0005247	DANRE14607, DANRE14608	YEAST06314
OG0005249	DANRE34087, DANRE34086, DANRE19455	YEAST03446
OG0005251	DANRE09070, DANRE09072, DANRE09071	YEAST00934
OG0005254	DANRE36035, DANRE36036	YEAST00814
OG0005259	DANRE36606, DANRE36722	YEAST04276
OG0005261	DANRE17491, DANRE18309	YEAST01831
OG0005262	DANRE22648, DANRE22647	YEAST05458
OG0005264	DANRE14760, DANRE14761	YEAST03506
OG0005267	DANRE16736, DANRE04469, DANRE04468	YEAST03513
OG0005269	DANRE01789, DANRE01790, DANRE01786, DANRE01788, DANRE01787	YEAST03314
