Orthogroup	APOSJ_ok	ORYLA
OG0000083	APOSJ_11498, APOSJ_11497	ORYLA04024, ORYLA20424
OG0000084	APOSJ_15697	ORYLA03408, ORYLA10403, ORYLA17750, ORYLA02676, ORYLA07195, ORYLA01287
OG0000085	APOSJ_64863	ORYLA08236, ORYLA01683, ORYLA05503, ORYLA09818
OG0000085	APOSJ_41027, APOSJ_41023, APOSJ_41020, APOSJ_41026, APOSJ_41024, APOSJ_41021, APOSJ_41025, APOSJ_41022	ORYLA04311, ORYLA03740, ORYLA02606
OG0000085	APOSJ_25761	ORYLA06168
OG0000085	APOSJ_04663, APOSJ_04662	ORYLA17935
OG0000087	APOSJ_41352, APOSJ_61505, APOSJ_44974	ORYLA07293
OG0000087	APOSJ_59532	ORYLA15867
OG0000088	APOSJ_63869, APOSJ_63868, APOSJ_31116, APOSJ_63535, APOSJ_35086, APOSJ_63797, APOSJ_63809, APOSJ_42039, APOSJ_42040, APOSJ_36688, APOSJ_22725, APOSJ_36687, APOSJ_22750, APOSJ_39202, APOSJ_45270	ORYLA04999, ORYLA08099, ORYLA14560, ORYLA12098, ORYLA15363, ORYLA09175, ORYLA13524
OG0000089	APOSJ_32496, APOSJ_32445, APOSJ_52135, APOSJ_15609	ORYLA03928, ORYLA01015, ORYLA09345, ORYLA11332
OG0000090	APOSJ_38878, APOSJ_38877, APOSJ_38876	ORYLA02080, ORYLA06082
OG0000090	APOSJ_22326	ORYLA01746, ORYLA06194
OG0000094	APOSJ_44228, APOSJ_55244, APOSJ_44217, APOSJ_44221	ORYLA11069, ORYLA13785, ORYLA15547, ORYLA16049, ORYLA16240
OG0000094	APOSJ_53754, APOSJ_53752, APOSJ_65048, APOSJ_47218, APOSJ_27262, APOSJ_47216, APOSJ_45516, APOSJ_53755, APOSJ_53750, APOSJ_43553, APOSJ_53751, APOSJ_27263, APOSJ_13209, APOSJ_53749, APOSJ_13205, APOSJ_41126, APOSJ_58382, APOSJ_53747, APOSJ_41131, APOSJ_47213, APOSJ_44712, APOSJ_13203, APOSJ_44716, APOSJ_53748, APOSJ_41124, APOSJ_41129, APOSJ_44710, APOSJ_53753, APOSJ_47217, APOSJ_41133, APOSJ_47215, APOSJ_41125, APOSJ_44715, APOSJ_41128	ORYLA07022, ORYLA13648, ORYLA16827, ORYLA02928, ORYLA18149
OG0000096	APOSJ_12412, APOSJ_28828, APOSJ_12411, APOSJ_12410	ORYLA01048, ORYLA09916, ORYLA08764, ORYLA06904, ORYLA03328
OG0000096	APOSJ_25046, APOSJ_62713, APOSJ_62712, APOSJ_62714, APOSJ_62715, APOSJ_62711	ORYLA16077, ORYLA13956, ORYLA11296
OG0000096	APOSJ_32190, APOSJ_32193	ORYLA13747, ORYLA08870
OG0000096	APOSJ_52836	ORYLA15103, ORYLA16842, ORYLA19281, ORYLA15104
OG0000096	APOSJ_32708	ORYLA12353, ORYLA17186
OG0000096	APOSJ_43628, APOSJ_43632, APOSJ_43630, APOSJ_43631	ORYLA10017
OG0000098	APOSJ_10086, APOSJ_10085, APOSJ_49529	ORYLA17178, ORYLA07954, ORYLA12107, ORYLA12108, ORYLA09777
OG0000098	APOSJ_00048, APOSJ_10129, APOSJ_49520, APOSJ_28774, APOSJ_28779, APOSJ_28777	ORYLA12605, ORYLA17802, ORYLA17803, ORYLA14930, ORYLA14929, ORYLA14928, ORYLA12061, ORYLA17722, ORYLA17721
OG0000099	APOSJ_34532, APOSJ_05873	ORYLA05907, ORYLA01597, ORYLA03439, ORYLA11498, ORYLA05408, ORYLA05964, ORYLA03167, ORYLA04063
OG0000101	APOSJ_12255, APOSJ_12254	ORYLA12058
OG0000101	APOSJ_27406	ORYLA09166, ORYLA09165
OG0000101	APOSJ_27229, APOSJ_27226, APOSJ_27227, APOSJ_27230, APOSJ_27228, APOSJ_33916, APOSJ_33914, APOSJ_33915, APOSJ_33917	ORYLA09845, ORYLA13979, ORYLA09844, ORYLA08653, ORYLA08654
OG0000102	APOSJ_64447, APOSJ_17902, APOSJ_64448, APOSJ_62908, APOSJ_64449, APOSJ_64445, APOSJ_64450, APOSJ_64452, APOSJ_62911	ORYLA19358, ORYLA00094
OG0000103	APOSJ_43912	ORYLA06785, ORYLA13767, ORYLA13768, ORYLA18738, ORYLA18739, ORYLA16588, ORYLA16584, ORYLA16587, ORYLA18654, ORYLA16586, ORYLA15171, ORYLA18507, ORYLA11651, ORYLA06786, ORYLA06787, ORYLA08966
OG0000103	APOSJ_39175, APOSJ_52145, APOSJ_20990, APOSJ_39172, APOSJ_52143, APOSJ_52149, APOSJ_54042, APOSJ_56932, APOSJ_20989, APOSJ_20986, APOSJ_55632, APOSJ_39176, APOSJ_20985, APOSJ_39174, APOSJ_39173, APOSJ_20988, APOSJ_54037, APOSJ_54009, APOSJ_52142, APOSJ_55627, APOSJ_20987, APOSJ_52148	ORYLA05784, ORYLA17049, ORYLA00063, ORYLA17050, ORYLA16263, ORYLA00786, ORYLA17085, ORYLA00059
OG0000104	APOSJ_28792, APOSJ_28791, APOSJ_14343	ORYLA03680, ORYLA06072
OG0000104	APOSJ_60992, APOSJ_60994, APOSJ_38695, APOSJ_38692	ORYLA19284, ORYLA06159, ORYLA19393, ORYLA08226
OG0000104	APOSJ_38440, APOSJ_40832, APOSJ_60308	ORYLA03679
OG0000104	APOSJ_24715	ORYLA09408
OG0000104	APOSJ_25353, APOSJ_25354	ORYLA14236, ORYLA14756, ORYLA10856
OG0000106	APOSJ_28496, APOSJ_28495, APOSJ_28494, APOSJ_37502	ORYLA15151, ORYLA15152, ORYLA06558, ORYLA09282
OG0000106	APOSJ_63823, APOSJ_32714	ORYLA06794
OG0000106	APOSJ_07800, APOSJ_32795, APOSJ_57641, APOSJ_20665, APOSJ_20666, APOSJ_00824, APOSJ_36967	ORYLA05764, ORYLA14913, ORYLA14914
OG0000113	APOSJ_45448, APOSJ_45447, APOSJ_45451, APOSJ_45449, APOSJ_45446, APOSJ_45450, APOSJ_09650, APOSJ_09651	ORYLA17645, ORYLA13433
OG0000113	APOSJ_01340, APOSJ_18972, APOSJ_18971, APOSJ_29347, APOSJ_19807, APOSJ_60221, APOSJ_60220, APOSJ_26420, APOSJ_01913	ORYLA15283
OG0000114	APOSJ_53151, APOSJ_05706, APOSJ_21558, APOSJ_21559, APOSJ_26937, APOSJ_15991, APOSJ_15324, APOSJ_15329, APOSJ_15326, APOSJ_18172, APOSJ_15328, APOSJ_15331, APOSJ_15330, APOSJ_15327, APOSJ_15323, APOSJ_15325, APOSJ_01155, APOSJ_31591	ORYLA00753, ORYLA04661, ORYLA14079, ORYLA02708, ORYLA14069, ORYLA20181, ORYLA17626, ORYLA17625, ORYLA15653
OG0000115	APOSJ_48889, APOSJ_14243, APOSJ_14242, APOSJ_24080	ORYLA10019, ORYLA12386
OG0000116	APOSJ_13923, APOSJ_18880, APOSJ_18879	ORYLA19541
OG0000117	APOSJ_17801	ORYLA13253
OG0000119	APOSJ_63143, APOSJ_31038, APOSJ_31040, APOSJ_31039	ORYLA06828, ORYLA09873, ORYLA13916, ORYLA00923, ORYLA07823
OG0000119	APOSJ_61657, APOSJ_37229, APOSJ_32882, APOSJ_37224, APOSJ_00637, APOSJ_00639, APOSJ_00638, APOSJ_00642, APOSJ_20604, APOSJ_20605, APOSJ_20606, APOSJ_31497, APOSJ_32889, APOSJ_37225, APOSJ_37226, APOSJ_37227, APOSJ_37228, APOSJ_49615, APOSJ_64187, APOSJ_64212, APOSJ_08202, APOSJ_08203, APOSJ_18195, APOSJ_18197, APOSJ_32503, APOSJ_32504, APOSJ_32505, APOSJ_06328, APOSJ_32502, APOSJ_08540, APOSJ_16256	ORYLA09647, ORYLA14223, ORYLA16119, ORYLA05654
OG0000119	APOSJ_54335, APOSJ_54337, APOSJ_54333, APOSJ_25080, APOSJ_58939, APOSJ_58936, APOSJ_59438, APOSJ_58938, APOSJ_58940, APOSJ_27524	ORYLA09477, ORYLA05169
OG0000120	APOSJ_36883, APOSJ_36884	ORYLA01786, ORYLA01787
OG0000121	APOSJ_00616, APOSJ_31357, APOSJ_00615, APOSJ_25753, APOSJ_00618, APOSJ_00619, APOSJ_25752, APOSJ_25754, APOSJ_00617, APOSJ_00614, APOSJ_25751, APOSJ_11201, APOSJ_08754, APOSJ_64755, APOSJ_45025, APOSJ_00947	ORYLA19087, ORYLA18511
OG0000122	APOSJ_46966, APOSJ_46967	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471
OG0000123	APOSJ_54115	ORYLA07863, ORYLA17749, ORYLA01334, ORYLA03949
OG0000123	APOSJ_00782	ORYLA04317, ORYLA01144
OG0000124	APOSJ_39871, APOSJ_49014, APOSJ_23030, APOSJ_23033, APOSJ_14455, APOSJ_23031, APOSJ_23028, APOSJ_49016, APOSJ_49026, APOSJ_49027, APOSJ_46416, APOSJ_23035, APOSJ_39873, APOSJ_23032, APOSJ_49018, APOSJ_23034, APOSJ_23029, APOSJ_49028	ORYLA04499, ORYLA01264
OG0000124	APOSJ_61620	ORYLA16732, ORYLA16407, ORYLA16733, ORYLA07798
OG0000124	APOSJ_08149	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019
OG0000124	APOSJ_39858, APOSJ_29551	ORYLA04689
OG0000124	APOSJ_04113	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516
OG0000125	APOSJ_43683, APOSJ_54825, APOSJ_06514, APOSJ_54824, APOSJ_54822, APOSJ_54821, APOSJ_54823, APOSJ_43684, APOSJ_54828, APOSJ_54827, APOSJ_54820, APOSJ_43685	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368
OG0000125	APOSJ_33718, APOSJ_33716, APOSJ_33717, APOSJ_33714, APOSJ_12816, APOSJ_18920	ORYLA12115
OG0000126	APOSJ_48954	ORYLA08773, ORYLA09545, ORYLA01000
OG0000126	APOSJ_23811, APOSJ_23810, APOSJ_23809, APOSJ_23812, APOSJ_23813, APOSJ_47026	ORYLA09118
OG0000126	APOSJ_08699, APOSJ_08702, APOSJ_55412, APOSJ_08700, APOSJ_08701	ORYLA02980, ORYLA13012, ORYLA19785, ORYLA05724, ORYLA19714, ORYLA14802
OG0000127	APOSJ_55791	ORYLA09546, ORYLA01017, ORYLA13298
OG0000127	APOSJ_36881, APOSJ_36882	ORYLA18247, ORYLA09922
OG0000127	APOSJ_56097	ORYLA05476, ORYLA10382
OG0000127	APOSJ_01546	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240
OG0000127	APOSJ_07825, APOSJ_07827, APOSJ_07824	ORYLA16687, ORYLA17012, ORYLA18446, ORYLA16683
OG0000128	APOSJ_54023, APOSJ_42437	ORYLA17289
OG0000128	APOSJ_15682, APOSJ_15679, APOSJ_15681, APOSJ_15680, APOSJ_15678, APOSJ_13342, APOSJ_13343, APOSJ_36577, APOSJ_36578, APOSJ_40114, APOSJ_11627, APOSJ_23210	ORYLA03587
OG0000128	APOSJ_58149	ORYLA06619, ORYLA09314
OG0000129	APOSJ_57859, APOSJ_13376	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766
OG0000129	APOSJ_14670	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452
OG0000130	APOSJ_01367	ORYLA18984, ORYLA14309, ORYLA14308, ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896
OG0000131	APOSJ_56958, APOSJ_60896, APOSJ_60907, APOSJ_34232, APOSJ_38911, APOSJ_43599, APOSJ_38909, APOSJ_38912, APOSJ_38910, APOSJ_08327, APOSJ_43602	ORYLA02651, ORYLA17218
OG0000132	APOSJ_29417, APOSJ_00018, APOSJ_58729, APOSJ_55099, APOSJ_44642, APOSJ_44626, APOSJ_24048, APOSJ_24047	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043
OG0000132	APOSJ_24262	ORYLA08009
OG0000133	APOSJ_30716, APOSJ_36533, APOSJ_05818	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547
OG0000137	APOSJ_42497, APOSJ_00679	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560
OG0000137	APOSJ_16815, APOSJ_26755, APOSJ_37291, APOSJ_26754, APOSJ_27618, APOSJ_64294, APOSJ_64296, APOSJ_64444, APOSJ_64297	ORYLA06196, ORYLA16275
OG0000137	APOSJ_47355, APOSJ_57809, APOSJ_57807, APOSJ_34855, APOSJ_34857, APOSJ_34856, APOSJ_34858	ORYLA11370, ORYLA08706
OG0000140	APOSJ_25874, APOSJ_25873, APOSJ_54253	ORYLA08885
OG0000141	APOSJ_22651, APOSJ_22650, APOSJ_11728, APOSJ_02271, APOSJ_02267, APOSJ_00561, APOSJ_65096, APOSJ_38255, APOSJ_33870, APOSJ_05422, APOSJ_05421, APOSJ_05424, APOSJ_05423	ORYLA15273
OG0000142	APOSJ_32104, APOSJ_07082, APOSJ_32108, APOSJ_32109, APOSJ_34618, APOSJ_07086, APOSJ_32106, APOSJ_07087, APOSJ_04135, APOSJ_07085, APOSJ_07084, APOSJ_32105	ORYLA06988
OG0000145	APOSJ_35016, APOSJ_35015, APOSJ_35017, APOSJ_09608	ORYLA18233, ORYLA19202
OG0000147	APOSJ_24426, APOSJ_24713, APOSJ_24714	ORYLA06944, ORYLA12833, ORYLA15636
OG0000147	APOSJ_41231	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688
OG0000147	APOSJ_62598	ORYLA13100, ORYLA13101
OG0000147	APOSJ_36866	ORYLA18182
OG0000147	APOSJ_10199	ORYLA10192
OG0000148	APOSJ_61760, APOSJ_61759	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171
OG0000148	APOSJ_13914, APOSJ_22117	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722
OG0000149	APOSJ_64440, APOSJ_64438, APOSJ_08762, APOSJ_64435, APOSJ_64437, APOSJ_64439	ORYLA17290, ORYLA17651, ORYLA17652
OG0000149	APOSJ_40409, APOSJ_52748, APOSJ_34099, APOSJ_34098, APOSJ_38902	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319
OG0000149	APOSJ_14335, APOSJ_01741	ORYLA19729
OG0000151	APOSJ_64721, APOSJ_23159	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669
OG0000154	APOSJ_23870	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516
OG0000154	APOSJ_23336	ORYLA04056, ORYLA00974
OG0000155	APOSJ_38396, APOSJ_38395	ORYLA11669, ORYLA10177, ORYLA11879
OG0000155	APOSJ_03731, APOSJ_03730	ORYLA01931, ORYLA05131
OG0000157	APOSJ_40938, APOSJ_40935	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319
OG0000157	APOSJ_18098, APOSJ_18099, APOSJ_49886	ORYLA16681, ORYLA00723
OG0000157	APOSJ_23026, APOSJ_23027	ORYLA13712, ORYLA15189, ORYLA12434
OG0000159	APOSJ_38241, APOSJ_25112	ORYLA02062, ORYLA11501, ORYLA06048
OG0000159	APOSJ_18948	ORYLA02590, ORYLA18122
OG0000160	APOSJ_08872, APOSJ_08871, APOSJ_08870, APOSJ_56570, APOSJ_08869	ORYLA15840
OG0000163	APOSJ_40557, APOSJ_27347, APOSJ_38406	ORYLA08374, ORYLA16276
OG0000163	APOSJ_21309	ORYLA16748, ORYLA00153, ORYLA16983, ORYLA16982
OG0000163	APOSJ_37417, APOSJ_34149, APOSJ_48139	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820
OG0000164	APOSJ_31673, APOSJ_30378, APOSJ_30381, APOSJ_18130, APOSJ_06096, APOSJ_30379	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180
OG0000165	APOSJ_16152	ORYLA19750, ORYLA01240, ORYLA03912, ORYLA01443, ORYLA19505, ORYLA01245, ORYLA15304, ORYLA11153, ORYLA12054, ORYLA19673, ORYLA18161, ORYLA12055, ORYLA12173, ORYLA02716, ORYLA17333, ORYLA17334, ORYLA12984, ORYLA01002, ORYLA01003, ORYLA03945, ORYLA07278, ORYLA04321, ORYLA06919, ORYLA09488, ORYLA08771
OG0000166	APOSJ_32982	ORYLA16752
OG0000166	APOSJ_53922, APOSJ_60802	ORYLA03503, ORYLA02712, ORYLA02713, ORYLA12775, ORYLA00549
OG0000167	APOSJ_02229	ORYLA20275, ORYLA20276
OG0000167	APOSJ_51524, APOSJ_64291, APOSJ_05282, APOSJ_05283, APOSJ_05281, APOSJ_05280, APOSJ_05279, APOSJ_05276, APOSJ_05278, APOSJ_05275, APOSJ_05277	ORYLA15498, ORYLA06766, ORYLA11713, ORYLA10617, ORYLA10277, ORYLA11948, ORYLA02111, ORYLA16156, ORYLA14005, ORYLA07114, ORYLA09226
OG0000168	APOSJ_61962, APOSJ_61963, APOSJ_61961	ORYLA16346, ORYLA15128, ORYLA12100
OG0000168	APOSJ_36956	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223, ORYLA07700
OG0000171	APOSJ_28804	ORYLA03475
OG0000171	APOSJ_06522, APOSJ_06520, APOSJ_06521, APOSJ_06519, APOSJ_08456, APOSJ_08457	ORYLA11273
OG0000171	APOSJ_03119, APOSJ_03337, APOSJ_03336, APOSJ_03339, APOSJ_03341, APOSJ_20721, APOSJ_03335, APOSJ_03340, APOSJ_03338, APOSJ_20722	ORYLA00507
OG0000172	APOSJ_42048, APOSJ_42047	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248
OG0000173	APOSJ_39246, APOSJ_42661	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932
OG0000174	APOSJ_32211, APOSJ_14533, APOSJ_61544, APOSJ_15407, APOSJ_31366, APOSJ_15406, APOSJ_39236, APOSJ_39238, APOSJ_39237, APOSJ_39232, APOSJ_64500, APOSJ_39234, APOSJ_20180, APOSJ_20175, APOSJ_20176, APOSJ_20177, APOSJ_39233, APOSJ_39235, APOSJ_20174, APOSJ_20178, APOSJ_45393, APOSJ_20179	ORYLA18569, ORYLA09218
OG0000175	APOSJ_54026, APOSJ_47826, APOSJ_31805, APOSJ_31806, APOSJ_21511, APOSJ_21482, APOSJ_43588, APOSJ_43589, APOSJ_43590	ORYLA13694, ORYLA09065, ORYLA06318
OG0000179	APOSJ_40922	ORYLA18062, ORYLA18061, ORYLA14649
OG0000179	APOSJ_03452, APOSJ_03454, APOSJ_03450, APOSJ_03453	ORYLA20422
OG0000180	APOSJ_07310	ORYLA10201, ORYLA08835
OG0000181	APOSJ_10650	ORYLA11594
OG0000183	APOSJ_27776, APOSJ_16057, APOSJ_34003, APOSJ_58244, APOSJ_57678, APOSJ_16059, APOSJ_27778, APOSJ_39006, APOSJ_39008, APOSJ_39009, APOSJ_16051, APOSJ_58245, APOSJ_16052, APOSJ_22136, APOSJ_27777, APOSJ_24558, APOSJ_64295, APOSJ_64293, APOSJ_57681, APOSJ_39007, APOSJ_57685, APOSJ_64290	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092
OG0000183	APOSJ_57145, APOSJ_57147	ORYLA03426
OG0000183	APOSJ_46793, APOSJ_46794	ORYLA03815
OG0000184	APOSJ_42615, APOSJ_10213, APOSJ_28033, APOSJ_24926, APOSJ_46781, APOSJ_20197	ORYLA13442, ORYLA13444, ORYLA13443
OG0000185	APOSJ_42304, APOSJ_10597, APOSJ_10598, APOSJ_42286, APOSJ_10595, APOSJ_10596	ORYLA15712, ORYLA15972, ORYLA09436
OG0000185	APOSJ_57965, APOSJ_29564, APOSJ_57966, APOSJ_57964, APOSJ_29570, APOSJ_29566, APOSJ_51463, APOSJ_24744, APOSJ_51464, APOSJ_29567, APOSJ_57967, APOSJ_51467, APOSJ_51681, APOSJ_51461, APOSJ_51466, APOSJ_29569, APOSJ_29563, APOSJ_29568, APOSJ_51459, APOSJ_51465, APOSJ_51462, APOSJ_29565, APOSJ_51460	ORYLA12658, ORYLA02266, ORYLA07574
OG0000185	APOSJ_04353, APOSJ_00507	ORYLA11753, ORYLA05335
OG0000187	APOSJ_12006	ORYLA03282
OG0000188	APOSJ_03856, APOSJ_03857	ORYLA02679, ORYLA17741, ORYLA00508
OG0000190	APOSJ_21852, APOSJ_35333, APOSJ_35334, APOSJ_46243, APOSJ_46244, APOSJ_46250, APOSJ_46246, APOSJ_35335, APOSJ_35336, APOSJ_35338, APOSJ_35337, APOSJ_20198, APOSJ_20199	ORYLA06271, ORYLA02455, ORYLA06273, ORYLA12967, ORYLA02454
OG0000192	APOSJ_05622	ORYLA09752
OG0000192	APOSJ_09018, APOSJ_09019, APOSJ_09020, APOSJ_57508	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158
OG0000192	APOSJ_45932	ORYLA18141
OG0000192	APOSJ_60736, APOSJ_60738, APOSJ_37822	ORYLA16694
OG0000193	APOSJ_59761	ORYLA02650, ORYLA17280, ORYLA18753, ORYLA17279, ORYLA04135, ORYLA19839
OG0000194	APOSJ_02603, APOSJ_60106, APOSJ_48624, APOSJ_48623, APOSJ_42492, APOSJ_36544, APOSJ_42493, APOSJ_28376, APOSJ_15395, APOSJ_26062, APOSJ_26057, APOSJ_26060, APOSJ_26063, APOSJ_26059, APOSJ_26061, APOSJ_33247, APOSJ_26058, APOSJ_24355, APOSJ_24356, APOSJ_24357, APOSJ_45266, APOSJ_62558, APOSJ_47527, APOSJ_41771, APOSJ_41769, APOSJ_41767, APOSJ_41768, APOSJ_31690, APOSJ_54027, APOSJ_54025, APOSJ_63227, APOSJ_63228	ORYLA03335, ORYLA10209, ORYLA09317
OG0000195	APOSJ_44360, APOSJ_28008	ORYLA09172, ORYLA07416
OG0000197	APOSJ_31939, APOSJ_31938, APOSJ_57099, APOSJ_30519	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127
OG0000197	APOSJ_44985, APOSJ_17566	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867, ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652
OG0000199	APOSJ_18293	ORYLA01152, ORYLA01153, ORYLA01154, ORYLA01155, ORYLA01148, ORYLA01150, ORYLA01149, ORYLA01151
OG0000200	APOSJ_27007, APOSJ_27006, APOSJ_27008	ORYLA13420, ORYLA03633
OG0000201	APOSJ_02001, APOSJ_40885, APOSJ_20712, APOSJ_61379, APOSJ_20713, APOSJ_61381, APOSJ_20709, APOSJ_61383, APOSJ_20714, APOSJ_01998, APOSJ_20711, APOSJ_02000, APOSJ_61378, APOSJ_61382, APOSJ_61380, APOSJ_40883, APOSJ_01999, APOSJ_20710	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010
OG0000201	APOSJ_50583, APOSJ_50582	ORYLA17554, ORYLA04556, ORYLA03543
OG0000201	APOSJ_53693	ORYLA11410, ORYLA04401, ORYLA17966
OG0000202	APOSJ_24728, APOSJ_01561, APOSJ_01567, APOSJ_20227, APOSJ_01563, APOSJ_20228, APOSJ_05369, APOSJ_01564, APOSJ_09794, APOSJ_24756, APOSJ_29971, APOSJ_29970	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184
OG0000203	APOSJ_02100	ORYLA02186, ORYLA05651, ORYLA02226
OG0000203	APOSJ_24405	ORYLA06336, ORYLA13132, ORYLA15645
OG0000203	APOSJ_03246, APOSJ_41765	ORYLA15587
OG0000204	APOSJ_35665, APOSJ_00435, APOSJ_35664	ORYLA19568
OG0000204	APOSJ_15152, APOSJ_21822, APOSJ_53980, APOSJ_53978, APOSJ_21820, APOSJ_53977, APOSJ_20115, APOSJ_34935, APOSJ_05578, APOSJ_05580, APOSJ_05581, APOSJ_20123, APOSJ_34934, APOSJ_34940	ORYLA14833, ORYLA12329, ORYLA11040
OG0000204	APOSJ_21817	ORYLA12759
OG0000205	APOSJ_29025, APOSJ_25895, APOSJ_25894	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096
OG0000205	APOSJ_04616	ORYLA07839, ORYLA16466, ORYLA01806
OG0000205	APOSJ_11902, APOSJ_14456, APOSJ_52404, APOSJ_52403, APOSJ_39250	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823
OG0000206	APOSJ_42430, APOSJ_06331	ORYLA19707, ORYLA12010
OG0000207	APOSJ_25005, APOSJ_04355, APOSJ_13996, APOSJ_13997, APOSJ_32397, APOSJ_44648	ORYLA12926, ORYLA15852
OG0000208	APOSJ_54582, APOSJ_16859, APOSJ_51886, APOSJ_02748, APOSJ_02744, APOSJ_47498, APOSJ_51889, APOSJ_02746, APOSJ_02749, APOSJ_47504, APOSJ_51890, APOSJ_51892, APOSJ_16865, APOSJ_51888, APOSJ_02745, APOSJ_51887, APOSJ_51891, APOSJ_12031, APOSJ_10526	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541
OG0000211	APOSJ_58985, APOSJ_58986	ORYLA03809, ORYLA03810
OG0000211	APOSJ_60833, APOSJ_60832	ORYLA05322
OG0000211	APOSJ_53175	ORYLA04972
OG0000211	APOSJ_25074, APOSJ_25075	ORYLA02476, ORYLA17530, ORYLA18617
OG0000211	APOSJ_12610, APOSJ_12609	ORYLA15118, ORYLA12450
OG0000213	APOSJ_54322, APOSJ_15489, APOSJ_15520, APOSJ_24718, APOSJ_56761, APOSJ_56763, APOSJ_56764, APOSJ_18944, APOSJ_32206, APOSJ_32203, APOSJ_32205, APOSJ_32204, APOSJ_17940, APOSJ_17937, APOSJ_17936, APOSJ_17938, APOSJ_45758, APOSJ_45759, APOSJ_34387, APOSJ_16331, APOSJ_16332, APOSJ_16329, APOSJ_26742, APOSJ_26740, APOSJ_26739, APOSJ_26741, APOSJ_53348	ORYLA03846, ORYLA17582
OG0000215	APOSJ_34902, APOSJ_15451, APOSJ_15452, APOSJ_03897, APOSJ_10954, APOSJ_04122, APOSJ_10951, APOSJ_08226, APOSJ_29664, APOSJ_10953, APOSJ_04117, APOSJ_10952, APOSJ_45619, APOSJ_06585, APOSJ_06584, APOSJ_58454, APOSJ_61827, APOSJ_60468, APOSJ_60467, APOSJ_36104, APOSJ_01540, APOSJ_60615	ORYLA04441, ORYLA17376
OG0000218	APOSJ_63275	ORYLA15885
OG0000220	APOSJ_04462, APOSJ_04461, APOSJ_27831, APOSJ_04463, APOSJ_39557, APOSJ_60508	ORYLA06609, ORYLA09295
OG0000221	APOSJ_13257, APOSJ_13258, APOSJ_13256, APOSJ_13255	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056
OG0000221	APOSJ_04867, APOSJ_04868, APOSJ_04866, APOSJ_04870, APOSJ_30289, APOSJ_04869	ORYLA03306, ORYLA16226, ORYLA13864
OG0000221	APOSJ_41494	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468
