Orthogroup	APOSJ_ok	YEAST
OG0000317	APOSJ_12106, APOSJ_04232, APOSJ_26327, APOSJ_64823, APOSJ_05082, APOSJ_64822, APOSJ_60051, APOSJ_10032, APOSJ_05078, APOSJ_05076, APOSJ_59082, APOSJ_04231, APOSJ_59097, APOSJ_64824, APOSJ_05074, APOSJ_05075, APOSJ_26016, APOSJ_40348	YEAST01356
OG0000321	APOSJ_13937, APOSJ_22255, APOSJ_25171, APOSJ_25169, APOSJ_25170, APOSJ_48201	YEAST03264
OG0000323	APOSJ_28275, APOSJ_46130, APOSJ_28270, APOSJ_47980, APOSJ_28272, APOSJ_31543, APOSJ_28274, APOSJ_28276, APOSJ_26703, APOSJ_25067, APOSJ_04365, APOSJ_25064, APOSJ_25066, APOSJ_20600, APOSJ_29958, APOSJ_56446, APOSJ_29959, APOSJ_29957	YEAST02249
OG0000326	APOSJ_48521, APOSJ_48518, APOSJ_27267, APOSJ_27268, APOSJ_48520, APOSJ_48519	YEAST06056
OG0000334	APOSJ_13564, APOSJ_13563, APOSJ_08492, APOSJ_62524, APOSJ_19293, APOSJ_25061, APOSJ_25062, APOSJ_25643, APOSJ_25060, APOSJ_25059, APOSJ_25058, APOSJ_20632, APOSJ_05973, APOSJ_45925, APOSJ_52083, APOSJ_52076, APOSJ_52082, APOSJ_01979, APOSJ_01976, APOSJ_01980, APOSJ_18766, APOSJ_55442, APOSJ_55443, APOSJ_55445, APOSJ_55446, APOSJ_55444, APOSJ_55447, APOSJ_39945, APOSJ_13938	YEAST05626
OG0000338	APOSJ_10692, APOSJ_10694, APOSJ_02809, APOSJ_10693, APOSJ_02811, APOSJ_00112, APOSJ_00111, APOSJ_00677, APOSJ_45546	YEAST02967
OG0000338	APOSJ_44495, APOSJ_07064, APOSJ_29226, APOSJ_44489	YEAST04211
OG0000343	APOSJ_15104, APOSJ_32928, APOSJ_15103, APOSJ_08513, APOSJ_24547, APOSJ_51511, APOSJ_24540, APOSJ_24542, APOSJ_24544, APOSJ_01648, APOSJ_08514, APOSJ_24819, APOSJ_30376, APOSJ_24541, APOSJ_15106, APOSJ_15101, APOSJ_29496, APOSJ_24543, APOSJ_15102, APOSJ_64379, APOSJ_51510, APOSJ_54373, APOSJ_20828, APOSJ_08518, APOSJ_24853, APOSJ_24548, APOSJ_32929, APOSJ_15105, APOSJ_32927, APOSJ_24872, APOSJ_32930, APOSJ_15107, APOSJ_20826, APOSJ_20827, APOSJ_32931, APOSJ_24546, APOSJ_43315, APOSJ_30301, APOSJ_24545, APOSJ_01652	YEAST03024, YEAST02736
OG0000345	APOSJ_19596, APOSJ_08322, APOSJ_34998, APOSJ_35002, APOSJ_35001, APOSJ_22348, APOSJ_26848, APOSJ_29519, APOSJ_63684, APOSJ_47497, APOSJ_53489, APOSJ_52678, APOSJ_07295, APOSJ_34999, APOSJ_36470, APOSJ_41595	YEAST01884
OG0000352	APOSJ_48080, APOSJ_28130, APOSJ_28131, APOSJ_48097, APOSJ_37856, APOSJ_28133, APOSJ_48091, APOSJ_28132	YEAST04069
OG0000357	APOSJ_63907, APOSJ_38025, APOSJ_38027, APOSJ_00277, APOSJ_00279	YEAST01925
OG0000359	APOSJ_62175, APOSJ_16379, APOSJ_02526, APOSJ_54329, APOSJ_47705, APOSJ_47709, APOSJ_41566, APOSJ_47712, APOSJ_41559, APOSJ_41565, APOSJ_41561, APOSJ_47707, APOSJ_07099, APOSJ_60485	YEAST02489
OG0000363	APOSJ_32825, APOSJ_32826, APOSJ_20403, APOSJ_64756, APOSJ_61102, APOSJ_61101	YEAST04081, YEAST05870
OG0000365	APOSJ_13509, APOSJ_13508, APOSJ_08104	YEAST05831
OG0000367	APOSJ_19974, APOSJ_19975, APOSJ_33317, APOSJ_33318, APOSJ_33310, APOSJ_33311, APOSJ_33314, APOSJ_03230, APOSJ_33313, APOSJ_33316, APOSJ_33312, APOSJ_33315, APOSJ_03162, APOSJ_03161, APOSJ_19437	YEAST02141, YEAST03746, YEAST03210
OG0000372	APOSJ_32309, APOSJ_49281, APOSJ_64678, APOSJ_60619, APOSJ_64680, APOSJ_64679, APOSJ_37509, APOSJ_06841, APOSJ_06842	YEAST05988
OG0000373	APOSJ_12633, APOSJ_12635, APOSJ_12632, APOSJ_12631, APOSJ_12634, APOSJ_52214	YEAST02023
OG0000373	APOSJ_21920	YEAST04495, YEAST01417, YEAST05964
OG0000385	APOSJ_11730, APOSJ_04859	YEAST03496
OG0000393	APOSJ_12639, APOSJ_51170, APOSJ_44607, APOSJ_10349, APOSJ_01148, APOSJ_10350, APOSJ_50984, APOSJ_44606, APOSJ_44608, APOSJ_58562, APOSJ_51175, APOSJ_12636, APOSJ_10345, APOSJ_10346, APOSJ_44609, APOSJ_01537, APOSJ_37401, APOSJ_27332, APOSJ_54398, APOSJ_54399	YEAST04072, YEAST04071
OG0000393	APOSJ_58923, APOSJ_27432	YEAST01302
OG0000397	APOSJ_27317, APOSJ_35633	YEAST05080
OG0000399	APOSJ_62878, APOSJ_16843, APOSJ_47890, APOSJ_26614	YEAST02160
OG0000400	APOSJ_18323	YEAST05911
OG0000402	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114	YEAST01657, YEAST01929
OG0000405	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529	YEAST06055, YEAST00411
OG0000412	APOSJ_14599, APOSJ_34090, APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745	YEAST04469
OG0000413	APOSJ_24595, APOSJ_24593, APOSJ_24594	YEAST04905, YEAST05340
OG0000413	APOSJ_20536, APOSJ_01798	YEAST02838
OG0000419	APOSJ_58631, APOSJ_58630, APOSJ_08113, APOSJ_08119, APOSJ_08117, APOSJ_08114, APOSJ_08115, APOSJ_50991, APOSJ_08116, APOSJ_42189, APOSJ_08118, APOSJ_34079	YEAST05989
OG0000420	APOSJ_64606, APOSJ_64605, APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266	YEAST03886
OG0000424	APOSJ_08867, APOSJ_08868, APOSJ_16377	YEAST03563
OG0000426	APOSJ_63344, APOSJ_52406	YEAST03440
OG0000427	APOSJ_24669, APOSJ_23730	YEAST02655, YEAST02439
OG0000429	APOSJ_27185, APOSJ_12543, APOSJ_19453, APOSJ_24652, APOSJ_10072, APOSJ_10073, APOSJ_10074, APOSJ_08808, APOSJ_10071, APOSJ_08809, APOSJ_08814, APOSJ_08812, APOSJ_10075, APOSJ_26164, APOSJ_26166, APOSJ_26167, APOSJ_26169, APOSJ_26172, APOSJ_26173, APOSJ_65072, APOSJ_26170, APOSJ_26168, APOSJ_26165, APOSJ_10076, APOSJ_26163, APOSJ_08811, APOSJ_08810, APOSJ_08813, APOSJ_10070, APOSJ_19456, APOSJ_19458	YEAST02285
OG0000431	APOSJ_41257, APOSJ_17141, APOSJ_13875, APOSJ_56344, APOSJ_13873, APOSJ_03912	YEAST04014
OG0000433	APOSJ_13437, APOSJ_13435, APOSJ_19052, APOSJ_13436, APOSJ_13439, APOSJ_13438, APOSJ_34783, APOSJ_26320	YEAST06177, YEAST00117
OG0000437	APOSJ_46234, APOSJ_21779, APOSJ_37918, APOSJ_21775, APOSJ_46232, APOSJ_46235, APOSJ_34850, APOSJ_34848, APOSJ_18866, APOSJ_51815, APOSJ_34849, APOSJ_18863, APOSJ_18862, APOSJ_34851, APOSJ_51488, APOSJ_21896, APOSJ_62288, APOSJ_21897, APOSJ_21893, APOSJ_63908	YEAST03074, YEAST02073
OG0000442	APOSJ_60316, APOSJ_56306, APOSJ_56308, APOSJ_56305, APOSJ_58037, APOSJ_56304, APOSJ_56307, APOSJ_52970, APOSJ_56309, APOSJ_40499, APOSJ_17649	YEAST05012
OG0000444	APOSJ_53476, APOSJ_63475, APOSJ_63471, APOSJ_62781, APOSJ_62782	YEAST01115, YEAST04019
OG0000445	APOSJ_13918, APOSJ_07793, APOSJ_27330, APOSJ_03705, APOSJ_59572, APOSJ_19678, APOSJ_05685, APOSJ_51492, APOSJ_05684, APOSJ_06704, APOSJ_06703, APOSJ_07481, APOSJ_10908, APOSJ_33341, APOSJ_29067, APOSJ_29066	YEAST03068
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	YEAST04709, YEAST05909
OG0000461	APOSJ_54487, APOSJ_08175	YEAST00120
OG0000467	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696	YEAST03162
OG0000468	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035, APOSJ_51584	YEAST04372
OG0000469	APOSJ_22310	YEAST02179, YEAST05440
OG0000469	APOSJ_01924, APOSJ_65240	YEAST02333, YEAST00863
OG0000474	APOSJ_60407, APOSJ_60408, APOSJ_60406, APOSJ_35667, APOSJ_09793	YEAST02384
OG0000476	APOSJ_09240, APOSJ_14371, APOSJ_24922, APOSJ_14372, APOSJ_02934, APOSJ_23487	YEAST03038
OG0000479	APOSJ_50477, APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	YEAST04139
OG0000480	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849, APOSJ_31389, APOSJ_31388, APOSJ_31390, APOSJ_33958, APOSJ_33957	YEAST05750
OG0000481	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460	YEAST01040
OG0000481	APOSJ_52806, APOSJ_58199	YEAST00916
OG0000481	APOSJ_64885	YEAST00827, YEAST00774
OG0000484	APOSJ_38276, APOSJ_38275	YEAST05824
OG0000486	APOSJ_50215, APOSJ_50216, APOSJ_34514, APOSJ_34513, APOSJ_22647, APOSJ_24406, APOSJ_54782, APOSJ_33843, APOSJ_60115, APOSJ_45313, APOSJ_60657	YEAST03122, YEAST04270
OG0000487	APOSJ_11299, APOSJ_11296, APOSJ_11297, APOSJ_11295, APOSJ_56190, APOSJ_23621	YEAST02728
OG0000488	APOSJ_12282, APOSJ_12283, APOSJ_20775, APOSJ_20781, APOSJ_06079, APOSJ_06081, APOSJ_20777, APOSJ_20778, APOSJ_39152, APOSJ_20783, APOSJ_20776, APOSJ_20779, APOSJ_20782, APOSJ_20780, APOSJ_06078, APOSJ_06084, APOSJ_06083, APOSJ_06082, APOSJ_06080	YEAST01414
OG0000490	APOSJ_43135, APOSJ_43142, APOSJ_53127, APOSJ_43136, APOSJ_43137, APOSJ_61499, APOSJ_43139, APOSJ_04379, APOSJ_43140, APOSJ_43141, APOSJ_43138, APOSJ_53126	YEAST04297, YEAST00894
OG0000491	APOSJ_59154	YEAST04587, YEAST03679
OG0000505	APOSJ_10376, APOSJ_64358, APOSJ_64359, APOSJ_64363, APOSJ_16097, APOSJ_64367, APOSJ_64364, APOSJ_64362, APOSJ_10375, APOSJ_10373, APOSJ_10371, APOSJ_64360, APOSJ_10372, APOSJ_16096, APOSJ_10374, APOSJ_64368	YEAST03067
OG0000508	APOSJ_58113, APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	YEAST04626
OG0000510	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954, APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951	YEAST04569, YEAST05730
OG0000515	APOSJ_16174, APOSJ_16177, APOSJ_16175, APOSJ_16173, APOSJ_61849, APOSJ_61835, APOSJ_36409, APOSJ_36411, APOSJ_36410, APOSJ_29902, APOSJ_29901, APOSJ_39655, APOSJ_39656, APOSJ_39657, APOSJ_51002, APOSJ_62063, APOSJ_10548, APOSJ_30754, APOSJ_37373, APOSJ_26817, APOSJ_26820, APOSJ_26819, APOSJ_26818, APOSJ_03718, APOSJ_03719, APOSJ_58061, APOSJ_43043, APOSJ_59999, APOSJ_05215, APOSJ_31666, APOSJ_45674, APOSJ_07944, APOSJ_45672, APOSJ_45671, APOSJ_56793, APOSJ_02287, APOSJ_37648, APOSJ_06247	YEAST04784, YEAST05876
OG0000519	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973, APOSJ_28327	YEAST04594, YEAST03616
OG0000520	APOSJ_18649, APOSJ_18648, APOSJ_31467, APOSJ_32287, APOSJ_11887, APOSJ_11888	YEAST02979
OG0000523	APOSJ_39879, APOSJ_11167, APOSJ_11168, APOSJ_11170, APOSJ_11169	YEAST01952, YEAST05838, YEAST06082
OG0000529	APOSJ_35859, APOSJ_24524, APOSJ_14572, APOSJ_14573	YEAST05790, YEAST00048
OG0000534	APOSJ_24358, APOSJ_24359, APOSJ_46707, APOSJ_46706, APOSJ_24360, APOSJ_04673, APOSJ_46710, APOSJ_04674, APOSJ_46705, APOSJ_04675, APOSJ_09123, APOSJ_46704, APOSJ_21654, APOSJ_21653	YEAST04932
OG0000538	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056	YEAST00499
OG0000549	APOSJ_52777, APOSJ_61526, APOSJ_02907, APOSJ_29612, APOSJ_29613, APOSJ_09557, APOSJ_29609, APOSJ_29608, APOSJ_09556, APOSJ_29607, APOSJ_29606, APOSJ_29611, APOSJ_29610, APOSJ_56843, APOSJ_41213, APOSJ_16986, APOSJ_41199	YEAST06280, YEAST02610, YEAST05060
OG0000552	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315, APOSJ_19359, APOSJ_14481, APOSJ_50223, APOSJ_37535, APOSJ_14484, APOSJ_19362, APOSJ_14480, APOSJ_14485, APOSJ_50222, APOSJ_14483	YEAST05717
OG0000561	APOSJ_36051, APOSJ_59312, APOSJ_59302, APOSJ_59313, APOSJ_59329, APOSJ_05263, APOSJ_20913, APOSJ_20912, APOSJ_20911, APOSJ_20910, APOSJ_59308, APOSJ_20909, APOSJ_44883, APOSJ_14002, APOSJ_44884, APOSJ_14177, APOSJ_46591, APOSJ_14179, APOSJ_14178, APOSJ_55675	YEAST06202, YEAST00331
OG0000562	APOSJ_08424, APOSJ_08420, APOSJ_05019, APOSJ_05018, APOSJ_03566, APOSJ_08426, APOSJ_08427, APOSJ_08425, APOSJ_08428, APOSJ_22191, APOSJ_08423	YEAST00314
OG0000563	APOSJ_47173	YEAST01406
OG0000566	APOSJ_56114, APOSJ_08789, APOSJ_08632, APOSJ_08631	YEAST05789, YEAST00049
OG0000573	APOSJ_25331, APOSJ_24862, APOSJ_13020	YEAST05675
OG0000576	APOSJ_37886, APOSJ_57885, APOSJ_37889, APOSJ_19418, APOSJ_13718, APOSJ_37885, APOSJ_60114, APOSJ_37891, APOSJ_37887, APOSJ_60113, APOSJ_57887, APOSJ_37890, APOSJ_19419, APOSJ_37888	YEAST00470, YEAST00193
OG0000578	APOSJ_37736, APOSJ_36341	YEAST01208, YEAST00759
OG0000579	APOSJ_42746, APOSJ_42747, APOSJ_42749, APOSJ_42748	YEAST02484
OG0000582	APOSJ_53689, APOSJ_53692, APOSJ_53688, APOSJ_53690, APOSJ_53691, APOSJ_16083, APOSJ_53686, APOSJ_53687	YEAST03615
OG0000587	APOSJ_00369, APOSJ_16879, APOSJ_16876, APOSJ_16875, APOSJ_10738, APOSJ_16880, APOSJ_53960, APOSJ_40785, APOSJ_53959, APOSJ_16878, APOSJ_40787, APOSJ_53961, APOSJ_16877, APOSJ_53958	YEAST04063
OG0000587	APOSJ_63799, APOSJ_63803	YEAST03372
OG0000588	APOSJ_23279, APOSJ_53706, APOSJ_58179, APOSJ_53698, APOSJ_53701, APOSJ_53704, APOSJ_58178, APOSJ_58181, APOSJ_58176, APOSJ_58180, APOSJ_53703, APOSJ_58177, APOSJ_53700, APOSJ_53705, APOSJ_53702, APOSJ_53699, APOSJ_51544, APOSJ_51543	YEAST05197
OG0000590	APOSJ_20507, APOSJ_20506, APOSJ_15177, APOSJ_15179, APOSJ_15178, APOSJ_15175, APOSJ_15174, APOSJ_29829, APOSJ_15181, APOSJ_42654, APOSJ_15173, APOSJ_15180	YEAST05110, YEAST05552, YEAST03727
OG0000592	APOSJ_22050, APOSJ_22053, APOSJ_63364	YEAST00388
OG0000597	APOSJ_21422, APOSJ_21418, APOSJ_04909, APOSJ_57316, APOSJ_21420, APOSJ_21421, APOSJ_30513, APOSJ_30514	YEAST04330
OG0000609	APOSJ_36177, APOSJ_36178, APOSJ_36176, APOSJ_35277, APOSJ_35274, APOSJ_35275, APOSJ_21281, APOSJ_35276, APOSJ_35273, APOSJ_35280, APOSJ_35278, APOSJ_35279, APOSJ_65014	YEAST05180
OG0000612	APOSJ_36472, APOSJ_36473, APOSJ_36471, APOSJ_27937, APOSJ_36474	YEAST02370
OG0000612	APOSJ_22169, APOSJ_22170, APOSJ_22168, APOSJ_03034	YEAST03629
OG0000613	APOSJ_24758, APOSJ_04123, APOSJ_24760, APOSJ_24759, APOSJ_63879, APOSJ_55759	YEAST01072
OG0000623	APOSJ_58237, APOSJ_58239	YEAST02411
OG0000623	APOSJ_54571, APOSJ_53585, APOSJ_53583, APOSJ_64252	YEAST05090
OG0000627	APOSJ_30106, APOSJ_30105, APOSJ_01394, APOSJ_25542, APOSJ_27448, APOSJ_25540, APOSJ_25541, APOSJ_29842, APOSJ_27449	YEAST02116, YEAST03957
OG0000639	APOSJ_22789, APOSJ_22790, APOSJ_29300	YEAST02015
OG0000642	APOSJ_55400, APOSJ_08507, APOSJ_61954, APOSJ_09617, APOSJ_09613, APOSJ_09612, APOSJ_61958, APOSJ_61952, APOSJ_09616, APOSJ_35529	YEAST00618
OG0000645	APOSJ_23119, APOSJ_01409	YEAST05140
OG0000645	APOSJ_07674, APOSJ_07676, APOSJ_37086, APOSJ_37082, APOSJ_36166, APOSJ_27854, APOSJ_27848, APOSJ_27852, APOSJ_21898, APOSJ_07673, APOSJ_16115, APOSJ_10266, APOSJ_21892, APOSJ_16114, APOSJ_21894, APOSJ_21895, APOSJ_12075, APOSJ_16113, APOSJ_10265, APOSJ_16116, APOSJ_16118, APOSJ_16117, APOSJ_27849, APOSJ_27851, APOSJ_27853, APOSJ_36167, APOSJ_43353, APOSJ_37083, APOSJ_37077, APOSJ_37085, APOSJ_32060, APOSJ_27855, APOSJ_58477	YEAST04743
OG0000647	APOSJ_64340, APOSJ_64336, APOSJ_56838, APOSJ_13497, APOSJ_64335, APOSJ_13605, APOSJ_56265, APOSJ_56212, APOSJ_56264, APOSJ_64339, APOSJ_56266, APOSJ_64338, APOSJ_58434, APOSJ_64334, APOSJ_64337	YEAST04534
OG0000648	APOSJ_31281, APOSJ_31280, APOSJ_62481, APOSJ_46573, APOSJ_60586, APOSJ_60595, APOSJ_46574, APOSJ_46572, APOSJ_60599, APOSJ_19249, APOSJ_03785	YEAST04178, YEAST05641
OG0000657	APOSJ_24584, APOSJ_24582, APOSJ_24583, APOSJ_21913, APOSJ_21912, APOSJ_21911, APOSJ_21909, APOSJ_07790, APOSJ_21910, APOSJ_21914, APOSJ_21908	YEAST03846
OG0000660	APOSJ_10365, APOSJ_10364, APOSJ_07546, APOSJ_47606, APOSJ_47612	YEAST05150, YEAST01587
OG0000662	APOSJ_09177, APOSJ_39439, APOSJ_54892, APOSJ_18946	YEAST05937
OG0000663	APOSJ_32858, APOSJ_32857, APOSJ_32856, APOSJ_32855, APOSJ_37492, APOSJ_32854, APOSJ_32852, APOSJ_32853, APOSJ_46894, APOSJ_46893	YEAST02675, YEAST03294
OG0000672	APOSJ_20026, APOSJ_09344, APOSJ_09340, APOSJ_09345, APOSJ_09342, APOSJ_09343, APOSJ_09341	YEAST03771
OG0000672	APOSJ_50679, APOSJ_50678	YEAST00984
OG0000676	APOSJ_02079, APOSJ_02078	YEAST01503
OG0000676	APOSJ_06120, APOSJ_06122, APOSJ_06117, APOSJ_06121	YEAST02962
OG0000683	APOSJ_64634, APOSJ_64631, APOSJ_15131, APOSJ_02497, APOSJ_56346, APOSJ_15132, APOSJ_02496	YEAST03152, YEAST03537, YEAST05938
OG0000690	APOSJ_22137, APOSJ_22147, APOSJ_22140	YEAST04874
OG0000690	APOSJ_11058, APOSJ_06557, APOSJ_11059, APOSJ_06556	YEAST02296
OG0000692	APOSJ_41742, APOSJ_41741, APOSJ_41740	YEAST01969
OG0000694	APOSJ_04109, APOSJ_43101	YEAST05978
OG0000699	APOSJ_20040, APOSJ_20039, APOSJ_15015, APOSJ_15014, APOSJ_15016	YEAST05706
OG0000701	APOSJ_08394, APOSJ_43235, APOSJ_43229, APOSJ_51482, APOSJ_08395, APOSJ_08393, APOSJ_43231, APOSJ_43232, APOSJ_43236, APOSJ_43237, APOSJ_43230, APOSJ_08392	YEAST02239, YEAST02223
OG0000703	APOSJ_58534, APOSJ_58532, APOSJ_58535, APOSJ_58533, APOSJ_58531, APOSJ_19107, APOSJ_58530	YEAST05314
OG0000708	APOSJ_45434, APOSJ_53914, APOSJ_45436, APOSJ_62756, APOSJ_53912, APOSJ_45435, APOSJ_53916, APOSJ_53910, APOSJ_15345, APOSJ_45433, APOSJ_53915, APOSJ_53911, APOSJ_53913, APOSJ_53917, APOSJ_26993, APOSJ_45438, APOSJ_60449	YEAST05997
OG0000709	APOSJ_43701, APOSJ_17180, APOSJ_43703, APOSJ_43702, APOSJ_07562, APOSJ_16835, APOSJ_16834	YEAST00057
OG0000724	APOSJ_53192, APOSJ_51336, APOSJ_53188, APOSJ_53190	YEAST02013
OG0000732	APOSJ_29012, APOSJ_59223, APOSJ_42660, APOSJ_63289, APOSJ_63290	YEAST04978
OG0000733	APOSJ_25718, APOSJ_21693, APOSJ_28672	YEAST05474
OG0000735	APOSJ_02012, APOSJ_02011, APOSJ_02010, APOSJ_08954	YEAST05945
OG0000737	APOSJ_35772, APOSJ_26465, APOSJ_26468, APOSJ_26470, APOSJ_26471, APOSJ_26466, APOSJ_26469, APOSJ_26467, APOSJ_26464, APOSJ_53789	YEAST05188
OG0000744	APOSJ_39924, APOSJ_39925, APOSJ_39923, APOSJ_26836, APOSJ_39919, APOSJ_39921, APOSJ_55947	YEAST05951
OG0000745	APOSJ_34983, APOSJ_34988, APOSJ_34990, APOSJ_34987, APOSJ_34986, APOSJ_34984, APOSJ_34989, APOSJ_34985, APOSJ_24865, APOSJ_24864, APOSJ_24866, APOSJ_24863, APOSJ_14587	YEAST00539, YEAST02786, YEAST05296, YEAST03097, YEAST02781, YEAST03102
OG0000752	APOSJ_28781, APOSJ_26182, APOSJ_26181, APOSJ_27977, APOSJ_19613, APOSJ_19615, APOSJ_19614	YEAST01432, YEAST04483
OG0000753	APOSJ_47396, APOSJ_26981, APOSJ_50474	YEAST01034, YEAST02037
OG0000757	APOSJ_01955, APOSJ_01952, APOSJ_32097	YEAST01489
OG0000758	APOSJ_29877, APOSJ_29876, APOSJ_29879, APOSJ_29878	YEAST01504
OG0000759	APOSJ_62011, APOSJ_62012, APOSJ_62010	YEAST02878, YEAST05681
OG0000768	APOSJ_04628, APOSJ_17297, APOSJ_64659, APOSJ_55324, APOSJ_64657, APOSJ_64662, APOSJ_64658, APOSJ_17294, APOSJ_64656, APOSJ_41096, APOSJ_04622, APOSJ_60457, APOSJ_58132, APOSJ_64661, APOSJ_64660, APOSJ_23010, APOSJ_55362, APOSJ_23004, APOSJ_04623, APOSJ_04626, APOSJ_28314, APOSJ_04627, APOSJ_28759, APOSJ_58133, APOSJ_04625	YEAST02560, YEAST04269
OG0000772	APOSJ_61532, APOSJ_61533, APOSJ_37005, APOSJ_22525	YEAST04929
OG0000776	APOSJ_60560, APOSJ_60559, APOSJ_62227	YEAST04571, YEAST00195, YEAST00312
OG0000777	APOSJ_12249, APOSJ_39367	YEAST06297, YEAST02627
OG0000779	APOSJ_54047, APOSJ_54049, APOSJ_35189, APOSJ_35187, APOSJ_30464, APOSJ_20966, APOSJ_35188, APOSJ_47795, APOSJ_32539, APOSJ_35192, APOSJ_32538, APOSJ_32542	YEAST03812
OG0000782	APOSJ_64771, APOSJ_24067, APOSJ_24068, APOSJ_24070, APOSJ_64761, APOSJ_24069	YEAST01393, YEAST05616
OG0000791	APOSJ_06124, APOSJ_06125, APOSJ_20874, APOSJ_39057, APOSJ_39055, APOSJ_06119, APOSJ_20872, APOSJ_06118, APOSJ_39059, APOSJ_06126, APOSJ_06123	YEAST02375
OG0000794	APOSJ_60085, APOSJ_43468, APOSJ_17106, APOSJ_51169, APOSJ_09892, APOSJ_09891, APOSJ_11767	YEAST04627
OG0000800	APOSJ_27810, APOSJ_27809, APOSJ_27811, APOSJ_10729, APOSJ_43127, APOSJ_27812, APOSJ_10730, APOSJ_43133, APOSJ_27807	YEAST03636
OG0000809	APOSJ_50361, APOSJ_19777, APOSJ_19776, APOSJ_19778, APOSJ_19773, APOSJ_60280, APOSJ_19775, APOSJ_19774	YEAST01998
OG0000817	APOSJ_58924, APOSJ_05147, APOSJ_16466	YEAST00389
OG0000817	APOSJ_21144, APOSJ_21145	YEAST06112
OG0000824	APOSJ_03942, APOSJ_03944, APOSJ_03943, APOSJ_24452	YEAST01319, YEAST02883
OG0000828	APOSJ_50146	YEAST00945, YEAST05476, YEAST00075
OG0000828	APOSJ_39990, APOSJ_39991, APOSJ_19031, APOSJ_19029, APOSJ_19027, APOSJ_19030	YEAST02290
OG0000837	APOSJ_30433, APOSJ_48352, APOSJ_36969, APOSJ_50426, APOSJ_53788, APOSJ_07156	YEAST06222
OG0000841	APOSJ_20937, APOSJ_20938, APOSJ_02223, APOSJ_26762, APOSJ_20939, APOSJ_20940	YEAST02416
OG0000847	APOSJ_07138, APOSJ_07140, APOSJ_07139	YEAST02881, YEAST03544, YEAST06198
OG0000847	APOSJ_37393, APOSJ_64417, APOSJ_37410	YEAST02530, YEAST00209
OG0000849	APOSJ_28569, APOSJ_47907, APOSJ_47906, APOSJ_47905, APOSJ_54422, APOSJ_28570, APOSJ_28571, APOSJ_47909, APOSJ_57707, APOSJ_63715, APOSJ_24980, APOSJ_24981, APOSJ_24982	YEAST04475
OG0000850	APOSJ_48008, APOSJ_48007, APOSJ_43389, APOSJ_10662	YEAST04287
OG0000852	APOSJ_64589, APOSJ_12943	YEAST01266
OG0000855	APOSJ_14055, APOSJ_14051, APOSJ_14054, APOSJ_14052, APOSJ_14053	YEAST04755
OG0000857	APOSJ_49783, APOSJ_49781, APOSJ_49782	YEAST00309
OG0000868	APOSJ_19636, APOSJ_12198, APOSJ_12199, APOSJ_58896, APOSJ_27329, APOSJ_29113, APOSJ_25427	YEAST06157
