Orthogroup	APOSJ_ok	MOUSE
OG0000072	APOSJ_48834, APOSJ_48835, APOSJ_48833	MOUSE29660
OG0000073	APOSJ_38490, APOSJ_38489	MOUSE17327, MOUSE17328, MOUSE17326
OG0000074	APOSJ_13143	MOUSE01754, MOUSE40707
OG0000074	APOSJ_54927, APOSJ_51986, APOSJ_40639, APOSJ_38988, APOSJ_51984, APOSJ_54925	MOUSE27442, MOUSE27441
OG0000074	APOSJ_06601, APOSJ_29080, APOSJ_29087, APOSJ_64653, APOSJ_20688, APOSJ_48776, APOSJ_18171, APOSJ_07443, APOSJ_11506	MOUSE43699, MOUSE19006
OG0000075	APOSJ_20337, APOSJ_34520, APOSJ_34522, APOSJ_34524, APOSJ_34523, APOSJ_34521, APOSJ_34519, APOSJ_20338, APOSJ_34518, APOSJ_17256	MOUSE05779, MOUSE03707
OG0000075	APOSJ_40363, APOSJ_40364, APOSJ_40365, APOSJ_40366, APOSJ_40367, APOSJ_40368	MOUSE22546
OG0000075	APOSJ_54695, APOSJ_54693	MOUSE14633
OG0000075	APOSJ_58877, APOSJ_16929, APOSJ_58880	MOUSE34423
OG0000075	APOSJ_41648	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630
OG0000075	APOSJ_33309, APOSJ_33308	MOUSE31075, MOUSE39073
OG0000075	APOSJ_16193, APOSJ_16195	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239
OG0000075	APOSJ_55514, APOSJ_55515	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742
OG0000075	APOSJ_22770	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109
OG0000078	APOSJ_09078, APOSJ_48664, APOSJ_48665, APOSJ_28712, APOSJ_28714, APOSJ_20960, APOSJ_02350, APOSJ_61846	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884
OG0000079	APOSJ_50875, APOSJ_50877, APOSJ_64501, APOSJ_18723, APOSJ_32515, APOSJ_37152	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603
OG0000079	APOSJ_18254	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419
OG0000079	APOSJ_28991, APOSJ_28990	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479
OG0000079	APOSJ_06559, APOSJ_06558	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453
OG0000081	APOSJ_65213, APOSJ_65212, APOSJ_52934, APOSJ_61033	MOUSE21429, MOUSE21428, MOUSE21430
OG0000082	APOSJ_25535	MOUSE25920
OG0000082	APOSJ_31175, APOSJ_61283, APOSJ_41067, APOSJ_61284, APOSJ_61286, APOSJ_61287	MOUSE19184
OG0000082	APOSJ_10612	MOUSE50879
OG0000083	APOSJ_11498, APOSJ_11497	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042
OG0000084	APOSJ_15697	MOUSE21451, MOUSE30075, MOUSE30074
OG0000084	APOSJ_24644, APOSJ_24645	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162
OG0000085	APOSJ_64863	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267
OG0000085	APOSJ_41027, APOSJ_41023, APOSJ_41020, APOSJ_41026, APOSJ_41024, APOSJ_41021, APOSJ_41025, APOSJ_41022	MOUSE04941, MOUSE37558, MOUSE37557
OG0000085	APOSJ_25761	MOUSE50493, MOUSE50494, MOUSE50492
OG0000085	APOSJ_04663, APOSJ_04662	MOUSE15351, MOUSE19993
OG0000087	APOSJ_44974	MOUSE04044, MOUSE04045
OG0000087	APOSJ_45252	MOUSE04046
OG0000087	APOSJ_17272	MOUSE24629, MOUSE24631
OG0000087	APOSJ_35198	MOUSE40318, MOUSE40317
OG0000087	APOSJ_02933	MOUSE11362
OG0000087	APOSJ_19002, APOSJ_64596, APOSJ_35346	MOUSE22119, MOUSE22054, MOUSE22052
OG0000087	APOSJ_59532	MOUSE11213
OG0000087	APOSJ_03507, APOSJ_10114	MOUSE46080, MOUSE46081
OG0000087	APOSJ_05717, APOSJ_05719, APOSJ_05715, APOSJ_05716, APOSJ_05720, APOSJ_05718	MOUSE46082
OG0000088	APOSJ_63869, APOSJ_63868, APOSJ_31116, APOSJ_63535, APOSJ_35086, APOSJ_63797, APOSJ_63809, APOSJ_42039, APOSJ_42040, APOSJ_36688, APOSJ_22725, APOSJ_36687, APOSJ_22750, APOSJ_39202, APOSJ_45270	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530
OG0000089	APOSJ_36819, APOSJ_36818	MOUSE16032
OG0000089	APOSJ_32496, APOSJ_32445, APOSJ_52135, APOSJ_15609	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169
OG0000089	APOSJ_45071, APOSJ_28254, APOSJ_31843, APOSJ_13904, APOSJ_11659, APOSJ_42252, APOSJ_01323, APOSJ_40758, APOSJ_40759	MOUSE55271
OG0000090	APOSJ_38878, APOSJ_38877, APOSJ_38876	MOUSE17971, MOUSE17970, MOUSE17967
OG0000090	APOSJ_22326	MOUSE32571, MOUSE32572
OG0000094	APOSJ_44228, APOSJ_55244, APOSJ_44217, APOSJ_44221	MOUSE41184, MOUSE41176, MOUSE41185, MOUSE41182, MOUSE41183, MOUSE41181, MOUSE41180, MOUSE41175, MOUSE41178, MOUSE41172, MOUSE41173, MOUSE41174, MOUSE41170, MOUSE41171, MOUSE41187, MOUSE41186, MOUSE41188, MOUSE41189, MOUSE41169, MOUSE41179, MOUSE41177, MOUSE11260, MOUSE11259, MOUSE11263, MOUSE11258, MOUSE11262, MOUSE53507, MOUSE53505, MOUSE11261, MOUSE53506, MOUSE53508
OG0000094	APOSJ_53754, APOSJ_53752, APOSJ_65048, APOSJ_47218, APOSJ_27262, APOSJ_47216, APOSJ_45516, APOSJ_53755, APOSJ_53750, APOSJ_43553, APOSJ_53751, APOSJ_27263, APOSJ_13209, APOSJ_53749, APOSJ_13205, APOSJ_41126, APOSJ_58382, APOSJ_53747, APOSJ_41131, APOSJ_47213, APOSJ_44712, APOSJ_13203, APOSJ_44716, APOSJ_53748, APOSJ_41124, APOSJ_41129, APOSJ_44710, APOSJ_53753, APOSJ_47217, APOSJ_41133, APOSJ_47215, APOSJ_41125, APOSJ_44715, APOSJ_41128	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850
OG0000095	APOSJ_03627, APOSJ_65068, APOSJ_08274, APOSJ_08273, APOSJ_08272	MOUSE21579
OG0000096	APOSJ_12412, APOSJ_28828, APOSJ_12411, APOSJ_12410	MOUSE54033, MOUSE13094, MOUSE29900
OG0000096	APOSJ_25046, APOSJ_62713, APOSJ_62712, APOSJ_62714, APOSJ_62715, APOSJ_62711	MOUSE31085, MOUSE31087, MOUSE02247
OG0000096	APOSJ_32190, APOSJ_32193	MOUSE35516
OG0000096	APOSJ_37126	MOUSE19103, MOUSE30286, MOUSE30282
OG0000096	APOSJ_52836	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996
OG0000096	APOSJ_32708	MOUSE45925, MOUSE45926, MOUSE44088
OG0000096	APOSJ_43628, APOSJ_43632, APOSJ_43630, APOSJ_43631	MOUSE52337, MOUSE52338
OG0000098	APOSJ_10086, APOSJ_10085, APOSJ_49529	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240
OG0000098	APOSJ_00048, APOSJ_10129, APOSJ_49520, APOSJ_28774, APOSJ_28779, APOSJ_28777	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729
OG0000099	APOSJ_34532, APOSJ_05873	MOUSE43058, MOUSE50899, MOUSE00625, MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207
OG0000101	APOSJ_12255, APOSJ_12254	MOUSE49370, MOUSE49670
OG0000101	APOSJ_27406	MOUSE15611, MOUSE15612
OG0000101	APOSJ_27229, APOSJ_27226, APOSJ_27227, APOSJ_27230, APOSJ_27228, APOSJ_33916, APOSJ_33914, APOSJ_33915, APOSJ_33917	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355
OG0000102	APOSJ_64447, APOSJ_17902, APOSJ_64448, APOSJ_62908, APOSJ_64449, APOSJ_64445, APOSJ_64450, APOSJ_64452, APOSJ_62911	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798
OG0000103	APOSJ_43912	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384
OG0000103	APOSJ_39175, APOSJ_52145, APOSJ_20990, APOSJ_39172, APOSJ_52143, APOSJ_52149, APOSJ_54042, APOSJ_56932, APOSJ_20989, APOSJ_20986, APOSJ_55632, APOSJ_39176, APOSJ_20985, APOSJ_39174, APOSJ_39173, APOSJ_20988, APOSJ_54037, APOSJ_54009, APOSJ_52142, APOSJ_55627, APOSJ_20987, APOSJ_52148	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014
OG0000104	APOSJ_28792, APOSJ_28791, APOSJ_14343	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436
OG0000104	APOSJ_60992, APOSJ_60994, APOSJ_38695, APOSJ_38692	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642
OG0000104	APOSJ_38440, APOSJ_40832, APOSJ_60308	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576
OG0000104	APOSJ_24715	MOUSE16174
OG0000104	APOSJ_25353, APOSJ_25354	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764
OG0000106	APOSJ_28496, APOSJ_28495, APOSJ_28494, APOSJ_37502	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355
OG0000106	APOSJ_63823, APOSJ_32714	MOUSE32021
OG0000106	APOSJ_07800, APOSJ_32795, APOSJ_57641, APOSJ_20665, APOSJ_20666, APOSJ_00824, APOSJ_36967	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788
OG0000107	APOSJ_36420, APOSJ_36419	MOUSE41813
OG0000109	APOSJ_17756, APOSJ_07006, APOSJ_14760, APOSJ_14755, APOSJ_25631, APOSJ_25632, APOSJ_14758, APOSJ_25633, APOSJ_27389, APOSJ_14759, APOSJ_14757, APOSJ_25634, APOSJ_25635, APOSJ_14756, APOSJ_08486, APOSJ_58358, APOSJ_32434, APOSJ_32428, APOSJ_22208, APOSJ_22212, APOSJ_22204, APOSJ_09425, APOSJ_60440, APOSJ_12655, APOSJ_12356, APOSJ_08354, APOSJ_08353, APOSJ_16674, APOSJ_16673, APOSJ_16676, APOSJ_16675, APOSJ_44987, APOSJ_17834, APOSJ_04548, APOSJ_04544, APOSJ_28333, APOSJ_17833, APOSJ_04547, APOSJ_17837, APOSJ_17832, APOSJ_17835, APOSJ_17836	MOUSE33717
OG0000113	APOSJ_45448, APOSJ_45447, APOSJ_45451, APOSJ_45449, APOSJ_45446, APOSJ_45450, APOSJ_09650, APOSJ_09651	MOUSE33596, MOUSE33595
OG0000114	APOSJ_14477	MOUSE33748, MOUSE33747, MOUSE33749, MOUSE33750
OG0000114	APOSJ_53151, APOSJ_05706, APOSJ_21558, APOSJ_21559, APOSJ_26937, APOSJ_15991, APOSJ_15324, APOSJ_15329, APOSJ_15326, APOSJ_18172, APOSJ_15328, APOSJ_15331, APOSJ_15330, APOSJ_15327, APOSJ_15323, APOSJ_15325, APOSJ_01155, APOSJ_31591	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888
OG0000115	APOSJ_48889, APOSJ_14243, APOSJ_14242, APOSJ_24080	MOUSE49659, MOUSE49660
OG0000116	APOSJ_13923, APOSJ_18880, APOSJ_18879	MOUSE27994
OG0000117	APOSJ_17801	MOUSE20794, MOUSE20790
OG0000117	APOSJ_49267	MOUSE17523, MOUSE17524
OG0000117	APOSJ_16844, APOSJ_19701	MOUSE26103, MOUSE26102
OG0000119	APOSJ_63143, APOSJ_31038, APOSJ_31040, APOSJ_31039	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167
OG0000119	APOSJ_61657, APOSJ_37229, APOSJ_32882, APOSJ_37224, APOSJ_00637, APOSJ_00639, APOSJ_00638, APOSJ_00642, APOSJ_20604, APOSJ_20605, APOSJ_20606, APOSJ_31497, APOSJ_32889, APOSJ_37225, APOSJ_37226, APOSJ_37227, APOSJ_37228, APOSJ_49615, APOSJ_64187, APOSJ_64212, APOSJ_08202, APOSJ_08203, APOSJ_18195, APOSJ_18197, APOSJ_32503, APOSJ_32504, APOSJ_32505, APOSJ_06328, APOSJ_32502, APOSJ_08540, APOSJ_16256	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713
OG0000119	APOSJ_54335, APOSJ_54337, APOSJ_54333, APOSJ_25080, APOSJ_58939, APOSJ_58936, APOSJ_59438, APOSJ_58938, APOSJ_58940, APOSJ_27524	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194
OG0000120	APOSJ_36883, APOSJ_36884	MOUSE38908, MOUSE38909
OG0000120	APOSJ_17423	MOUSE28693
OG0000121	APOSJ_00616, APOSJ_31357, APOSJ_00615, APOSJ_25753, APOSJ_00618, APOSJ_00619, APOSJ_25752, APOSJ_25754, APOSJ_00617, APOSJ_00614, APOSJ_25751, APOSJ_11201, APOSJ_08754, APOSJ_64755, APOSJ_45025, APOSJ_00947	MOUSE31533
OG0000122	APOSJ_46966, APOSJ_46967	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654
OG0000123	APOSJ_54115	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617
OG0000123	APOSJ_00782	MOUSE09430, MOUSE09429, MOUSE09431
OG0000124	APOSJ_39871, APOSJ_49014, APOSJ_23030, APOSJ_23033, APOSJ_14455, APOSJ_23031, APOSJ_23028, APOSJ_49016, APOSJ_49026, APOSJ_49027, APOSJ_46416, APOSJ_23035, APOSJ_39873, APOSJ_23032, APOSJ_49018, APOSJ_23034, APOSJ_23029, APOSJ_49028	MOUSE45402
OG0000124	APOSJ_61620	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045
OG0000124	APOSJ_08149	MOUSE34424, MOUSE34425
OG0000124	APOSJ_39858, APOSJ_29551	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779
OG0000124	APOSJ_04113	MOUSE27466, MOUSE49894
OG0000125	APOSJ_43683, APOSJ_54825, APOSJ_06514, APOSJ_54824, APOSJ_54822, APOSJ_54821, APOSJ_54823, APOSJ_43684, APOSJ_54828, APOSJ_54827, APOSJ_54820, APOSJ_43685	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825
OG0000125	APOSJ_33718, APOSJ_33716, APOSJ_33717, APOSJ_33714, APOSJ_12816, APOSJ_18920	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954
OG0000126	APOSJ_48954	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556
OG0000126	APOSJ_23811, APOSJ_23810, APOSJ_23809, APOSJ_23812, APOSJ_23813, APOSJ_47026	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380
OG0000126	APOSJ_08699, APOSJ_08702, APOSJ_55412, APOSJ_08700, APOSJ_08701	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725
OG0000127	APOSJ_55791	MOUSE47545, MOUSE54139, MOUSE29572
OG0000127	APOSJ_36881, APOSJ_36882	MOUSE52357, MOUSE52358, MOUSE13075
OG0000127	APOSJ_56097	MOUSE09031, MOUSE06835, MOUSE28216
OG0000127	APOSJ_01546	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487
OG0000127	APOSJ_07825, APOSJ_07827, APOSJ_07824	MOUSE17076, MOUSE17077, MOUSE17078, MOUSE14094, MOUSE06008
OG0000128	APOSJ_54023, APOSJ_42437	MOUSE20235
OG0000128	APOSJ_15682, APOSJ_15679, APOSJ_15681, APOSJ_15680, APOSJ_15678, APOSJ_13342, APOSJ_13343, APOSJ_36577, APOSJ_36578, APOSJ_40114, APOSJ_11627, APOSJ_23210	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208
OG0000128	APOSJ_58149	MOUSE15660, MOUSE15661
OG0000129	APOSJ_57859, APOSJ_13376	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521
OG0000129	APOSJ_14670	MOUSE45123, MOUSE55058
OG0000130	APOSJ_64511	MOUSE41081
OG0000130	APOSJ_60402	MOUSE31524, MOUSE31521, MOUSE31523, MOUSE31522
OG0000130	APOSJ_01367	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080
OG0000131	APOSJ_56958, APOSJ_60896, APOSJ_60907, APOSJ_34232, APOSJ_38911, APOSJ_43599, APOSJ_38909, APOSJ_38912, APOSJ_38910, APOSJ_08327, APOSJ_43602	MOUSE01093, MOUSE01094
OG0000132	APOSJ_29417, APOSJ_00018, APOSJ_58729, APOSJ_55099, APOSJ_44642, APOSJ_44626, APOSJ_24048, APOSJ_24047	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935
OG0000132	APOSJ_24262	MOUSE14073
OG0000133	APOSJ_30716, APOSJ_36533, APOSJ_05818	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724, MOUSE39711, MOUSE39710
OG0000137	APOSJ_42497, APOSJ_00679	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323
OG0000137	APOSJ_16815, APOSJ_26755, APOSJ_37291, APOSJ_26754, APOSJ_27618, APOSJ_64294, APOSJ_64296, APOSJ_64444, APOSJ_64297	MOUSE06337, MOUSE06338
OG0000137	APOSJ_47355, APOSJ_57809, APOSJ_57807, APOSJ_34855, APOSJ_34857, APOSJ_34856, APOSJ_34858	MOUSE18094, MOUSE18096
OG0000140	APOSJ_25874, APOSJ_25873, APOSJ_54253	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690
OG0000141	APOSJ_22651, APOSJ_22650, APOSJ_11728, APOSJ_02271, APOSJ_02267, APOSJ_00561, APOSJ_65096, APOSJ_38255, APOSJ_33870, APOSJ_05422, APOSJ_05421, APOSJ_05424, APOSJ_05423	MOUSE54377, MOUSE54378
OG0000142	APOSJ_22683, APOSJ_00412	MOUSE17834
OG0000142	APOSJ_32104, APOSJ_07082, APOSJ_32108, APOSJ_32109, APOSJ_34618, APOSJ_07086, APOSJ_32106, APOSJ_07087, APOSJ_04135, APOSJ_07085, APOSJ_07084, APOSJ_32105	MOUSE09112, MOUSE09113
OG0000145	APOSJ_35016, APOSJ_35015, APOSJ_35017, APOSJ_09608	MOUSE07613
OG0000147	APOSJ_24426, APOSJ_24713, APOSJ_24714	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844
OG0000147	APOSJ_41231	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667
OG0000147	APOSJ_62598	MOUSE23670, MOUSE23669, MOUSE23668
OG0000147	APOSJ_36866	MOUSE28041, MOUSE28040
OG0000147	APOSJ_10199	MOUSE27544
OG0000148	APOSJ_61760, APOSJ_61759	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503
OG0000148	APOSJ_13914, APOSJ_22117	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503
OG0000148	APOSJ_25126, APOSJ_25128, APOSJ_25125, APOSJ_25127	MOUSE23498
OG0000149	APOSJ_64440, APOSJ_64438, APOSJ_08762, APOSJ_64435, APOSJ_64437, APOSJ_64439	MOUSE10061, MOUSE10064, MOUSE16718
OG0000149	APOSJ_40409, APOSJ_52748, APOSJ_34099, APOSJ_34098, APOSJ_38902	MOUSE44762, MOUSE19464
OG0000149	APOSJ_14335, APOSJ_01741	MOUSE31508, MOUSE31509
OG0000151	APOSJ_64721, APOSJ_23159	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045
OG0000151	APOSJ_26144, APOSJ_19626	MOUSE38914
OG0000154	APOSJ_23336	MOUSE16271, MOUSE16267, MOUSE16269, MOUSE16270
OG0000155	APOSJ_38396, APOSJ_38395	MOUSE07365
OG0000155	APOSJ_03731, APOSJ_03730	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773
OG0000157	APOSJ_40938, APOSJ_40935	MOUSE20681, MOUSE01676
OG0000157	APOSJ_61734, APOSJ_42770	MOUSE52684
OG0000157	APOSJ_23026, APOSJ_23027	MOUSE49056, MOUSE49057, MOUSE49058
OG0000158	APOSJ_64741, APOSJ_64736, APOSJ_64743, APOSJ_34847, APOSJ_34846, APOSJ_34844, APOSJ_64737, APOSJ_64739, APOSJ_64740, APOSJ_64742, APOSJ_34843, APOSJ_64738, APOSJ_34842, APOSJ_34845	MOUSE46608, MOUSE46610, MOUSE46609
OG0000159	APOSJ_38241, APOSJ_25112	MOUSE00612, MOUSE00610, MOUSE00611
OG0000159	APOSJ_18948	MOUSE25717
OG0000160	APOSJ_08872, APOSJ_08871, APOSJ_08870, APOSJ_56570, APOSJ_08869	MOUSE28371, MOUSE28372, MOUSE28373
OG0000163	APOSJ_40557, APOSJ_27347, APOSJ_38406	MOUSE06339
OG0000163	APOSJ_21309	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160
OG0000163	APOSJ_37417, APOSJ_34149, APOSJ_48139	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791
OG0000164	APOSJ_31673, APOSJ_30378, APOSJ_30381, APOSJ_18130, APOSJ_06096, APOSJ_30379	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533
OG0000165	APOSJ_16152	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386, MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698, MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138, MOUSE12536
OG0000166	APOSJ_53081, APOSJ_53080, APOSJ_53082, APOSJ_53079	MOUSE46601, MOUSE46183
OG0000166	APOSJ_32982	MOUSE46180, MOUSE46181
OG0000166	APOSJ_05155	MOUSE16358
OG0000166	APOSJ_53922, APOSJ_60802	MOUSE46600, MOUSE46597, MOUSE46596, MOUSE46603, MOUSE01131, MOUSE35817, MOUSE01134, MOUSE01135, MOUSE33480, MOUSE33479, MOUSE03840, MOUSE03841
OG0000167	APOSJ_02229	MOUSE29176, MOUSE29175
OG0000167	APOSJ_19006	MOUSE35789, MOUSE34068
OG0000167	APOSJ_51524, APOSJ_64291, APOSJ_05282, APOSJ_05283, APOSJ_05281, APOSJ_05280, APOSJ_05279, APOSJ_05276, APOSJ_05278, APOSJ_05275, APOSJ_05277	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788
OG0000168	APOSJ_61962, APOSJ_61963, APOSJ_61961	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165
OG0000168	APOSJ_36956	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806
OG0000168	APOSJ_06767, APOSJ_06766, APOSJ_42735, APOSJ_06768, APOSJ_16593	MOUSE27171
OG0000171	APOSJ_28804	MOUSE04583
OG0000171	APOSJ_06522, APOSJ_06520, APOSJ_06521, APOSJ_06519, APOSJ_08456, APOSJ_08457	MOUSE02239
OG0000171	APOSJ_03119, APOSJ_03337, APOSJ_03336, APOSJ_03339, APOSJ_03341, APOSJ_20721, APOSJ_03335, APOSJ_03340, APOSJ_03338, APOSJ_20722	MOUSE48309
OG0000172	APOSJ_42048, APOSJ_42047	MOUSE02355, MOUSE22541
