Orthogroup	APOSJ_ok	CAPO3
OG0000238	APOSJ_60751	CAPO305428
OG0000239	APOSJ_58500, APOSJ_19257, APOSJ_19253, APOSJ_19255, APOSJ_19256, APOSJ_55510, APOSJ_19258, APOSJ_19254, APOSJ_19252, APOSJ_11761, APOSJ_11764, APOSJ_08738, APOSJ_08737, APOSJ_11763	CAPO302089
OG0000240	APOSJ_51868, APOSJ_63263	CAPO303214
OG0000242	APOSJ_37639	CAPO304847
OG0000244	APOSJ_47413, APOSJ_28268, APOSJ_47417, APOSJ_47416, APOSJ_47411, APOSJ_47412, APOSJ_47414, APOSJ_47410, APOSJ_47415, APOSJ_10659, APOSJ_35426, APOSJ_22134, APOSJ_35428	CAPO301556
OG0000246	APOSJ_21972, APOSJ_21971, APOSJ_46843, APOSJ_52564, APOSJ_52567, APOSJ_63366, APOSJ_35609, APOSJ_46825, APOSJ_07473, APOSJ_01203, APOSJ_52213, APOSJ_51549	CAPO303496
OG0000248	APOSJ_21799, APOSJ_06137, APOSJ_42343, APOSJ_41884	CAPO307635, CAPO302481, CAPO302487
OG0000250	APOSJ_53139, APOSJ_53140	CAPO305827
OG0000255	APOSJ_01412, APOSJ_24935, APOSJ_24934, APOSJ_62122, APOSJ_45044, APOSJ_46251, APOSJ_46252	CAPO306632
OG0000255	APOSJ_26719, APOSJ_37115	CAPO301531
OG0000255	APOSJ_26473, APOSJ_55649, APOSJ_56213, APOSJ_56214	CAPO300499
OG0000256	APOSJ_45844, APOSJ_43806, APOSJ_43805, APOSJ_43809, APOSJ_43807, APOSJ_43808, APOSJ_45843, APOSJ_45847, APOSJ_19566, APOSJ_45846, APOSJ_45845	CAPO307884
OG0000256	APOSJ_54166, APOSJ_38392, APOSJ_60459, APOSJ_20221, APOSJ_60460, APOSJ_60458	CAPO306483
OG0000257	APOSJ_03668, APOSJ_22809, APOSJ_22810, APOSJ_22808, APOSJ_15954, APOSJ_01040, APOSJ_62921, APOSJ_58582, APOSJ_24530, APOSJ_39554, APOSJ_39559, APOSJ_27195	CAPO300414
OG0000258	APOSJ_57414, APOSJ_57413, APOSJ_53401, APOSJ_57412	CAPO301106
OG0000258	APOSJ_60951, APOSJ_09320, APOSJ_39739, APOSJ_39738, APOSJ_48255, APOSJ_00091, APOSJ_00093, APOSJ_12496	CAPO301746
OG0000260	APOSJ_21486, APOSJ_04202, APOSJ_04204, APOSJ_04201, APOSJ_60622, APOSJ_21488, APOSJ_25318, APOSJ_60617, APOSJ_60625, APOSJ_60623, APOSJ_21489, APOSJ_36845, APOSJ_04203, APOSJ_15738, APOSJ_63138, APOSJ_15737, APOSJ_21487, APOSJ_20591, APOSJ_21490, APOSJ_21491, APOSJ_60620, APOSJ_04208, APOSJ_12310, APOSJ_63081, APOSJ_21485, APOSJ_33668, APOSJ_04205, APOSJ_04206, APOSJ_21492, APOSJ_15739, APOSJ_60621, APOSJ_21484, APOSJ_04207	CAPO300399
OG0000265	APOSJ_52680, APOSJ_58817, APOSJ_58815, APOSJ_52679	CAPO306126
OG0000265	APOSJ_20018, APOSJ_20017, APOSJ_20015, APOSJ_62181	CAPO306540
OG0000271	APOSJ_42689, APOSJ_37787, APOSJ_37786, APOSJ_37785, APOSJ_37788, APOSJ_53784, APOSJ_53288, APOSJ_42529, APOSJ_42530	CAPO304641
OG0000272	APOSJ_54783	CAPO304601
OG0000273	APOSJ_62105, APOSJ_47428, APOSJ_13659, APOSJ_47427	CAPO305109
OG0000273	APOSJ_38986	CAPO300804
OG0000273	APOSJ_19920, APOSJ_09611, APOSJ_18378, APOSJ_29826, APOSJ_29825	CAPO306869
OG0000277	APOSJ_05733, APOSJ_43403, APOSJ_43402	CAPO303621
OG0000277	APOSJ_62267, APOSJ_62266, APOSJ_62265, APOSJ_62268	CAPO301295
OG0000278	APOSJ_57257, APOSJ_41151, APOSJ_41150	CAPO300274
OG0000278	APOSJ_45090, APOSJ_45682	CAPO305822
OG0000278	APOSJ_51106, APOSJ_26065	CAPO304651
OG0000282	APOSJ_47266, APOSJ_47267, APOSJ_27457, APOSJ_27459, APOSJ_60254, APOSJ_05524, APOSJ_05523, APOSJ_29759, APOSJ_29757, APOSJ_29758, APOSJ_38656, APOSJ_60253	CAPO308183
OG0000284	APOSJ_39193, APOSJ_17348, APOSJ_28614, APOSJ_45228, APOSJ_45230, APOSJ_45231, APOSJ_39192, APOSJ_45218	CAPO305695
OG0000285	APOSJ_14865, APOSJ_60660, APOSJ_07150, APOSJ_52983, APOSJ_52980, APOSJ_06896, APOSJ_14958, APOSJ_14957, APOSJ_14954, APOSJ_28752, APOSJ_14955, APOSJ_14953, APOSJ_14952, APOSJ_14956, APOSJ_07141, APOSJ_52982, APOSJ_07144, APOSJ_52978, APOSJ_40336, APOSJ_46499, APOSJ_46497, APOSJ_46498	CAPO303377
OG0000288	APOSJ_29684	CAPO305142
OG0000289	APOSJ_33157, APOSJ_33156, APOSJ_09855, APOSJ_33872, APOSJ_27993, APOSJ_65375, APOSJ_27991, APOSJ_27992, APOSJ_30539, APOSJ_52482	CAPO307835
OG0000295	APOSJ_62972, APOSJ_62973, APOSJ_11445, APOSJ_44404, APOSJ_27655, APOSJ_06147, APOSJ_62609, APOSJ_62610, APOSJ_62608, APOSJ_59605, APOSJ_01472, APOSJ_01473	CAPO302113, CAPO302799
OG0000299	APOSJ_10153, APOSJ_54910, APOSJ_10154, APOSJ_07753, APOSJ_54689, APOSJ_19205, APOSJ_10155, APOSJ_56517, APOSJ_19209, APOSJ_19203, APOSJ_02076, APOSJ_07754, APOSJ_07751, APOSJ_10151, APOSJ_54913, APOSJ_54908, APOSJ_12657, APOSJ_54909, APOSJ_48636, APOSJ_07750, APOSJ_07756, APOSJ_02075, APOSJ_10150, APOSJ_54715, APOSJ_19206, APOSJ_10156, APOSJ_02071, APOSJ_54914, APOSJ_63679, APOSJ_07752, APOSJ_43635, APOSJ_07749, APOSJ_54912, APOSJ_07757, APOSJ_02073, APOSJ_02074, APOSJ_02072, APOSJ_10149, APOSJ_56519, APOSJ_19204, APOSJ_54911, APOSJ_19207, APOSJ_10157, APOSJ_02077, APOSJ_10152	CAPO306599
OG0000305	APOSJ_40824, APOSJ_24775, APOSJ_40822, APOSJ_40821, APOSJ_56693, APOSJ_55257, APOSJ_40827, APOSJ_56694, APOSJ_56692, APOSJ_40823, APOSJ_40826, APOSJ_56696, APOSJ_40820, APOSJ_56695	CAPO307183
OG0000306	APOSJ_51562, APOSJ_52445, APOSJ_52426, APOSJ_62757, APOSJ_51564, APOSJ_62759, APOSJ_51560, APOSJ_51565, APOSJ_62758, APOSJ_51561, APOSJ_51563, APOSJ_51566	CAPO308212
OG0000308	APOSJ_09139, APOSJ_09140	CAPO304037
OG0000308	APOSJ_35582, APOSJ_35581, APOSJ_35580, APOSJ_35583	CAPO303083
OG0000310	APOSJ_34690, APOSJ_21748, APOSJ_34686, APOSJ_34691, APOSJ_22349, APOSJ_34687, APOSJ_34685, APOSJ_34688, APOSJ_12438, APOSJ_18029, APOSJ_12437, APOSJ_18026, APOSJ_18239, APOSJ_25168, APOSJ_56891, APOSJ_32507, APOSJ_15635, APOSJ_15633, APOSJ_15634, APOSJ_30536, APOSJ_17518	CAPO305978
OG0000312	APOSJ_32409, APOSJ_32410	CAPO302691
OG0000313	APOSJ_22012, APOSJ_03535, APOSJ_03534, APOSJ_03533, APOSJ_11709, APOSJ_53793	CAPO307072
OG0000313	APOSJ_04005, APOSJ_04004	CAPO301348
OG0000314	APOSJ_32529, APOSJ_58470, APOSJ_40666, APOSJ_54354	CAPO304303
OG0000315	APOSJ_14927, APOSJ_14925, APOSJ_14926, APOSJ_28586, APOSJ_14924, APOSJ_14928	CAPO307611
OG0000315	APOSJ_07723, APOSJ_07722, APOSJ_07724, APOSJ_07725	CAPO308167
OG0000316	APOSJ_64934, APOSJ_10285, APOSJ_52805	CAPO307924, CAPO300321
OG0000317	APOSJ_26016	CAPO306620
OG0000319	APOSJ_08460, APOSJ_55218, APOSJ_55219, APOSJ_33693, APOSJ_55729, APOSJ_55731, APOSJ_55732, APOSJ_55734, APOSJ_55730, APOSJ_55727, APOSJ_55733, APOSJ_55735, APOSJ_55728	CAPO303225
OG0000320	APOSJ_22691, APOSJ_22690, APOSJ_18633, APOSJ_06604, APOSJ_06605	CAPO308077
OG0000320	APOSJ_54951	CAPO307609, CAPO307599, CAPO304493
OG0000320	APOSJ_61066	CAPO304008
OG0000322	APOSJ_41973, APOSJ_41971, APOSJ_41972, APOSJ_26541, APOSJ_26539, APOSJ_64802, APOSJ_26540, APOSJ_44694, APOSJ_38132, APOSJ_38134, APOSJ_38694, APOSJ_08511, APOSJ_38133, APOSJ_38696, APOSJ_21497, APOSJ_20849, APOSJ_00920, APOSJ_00917, APOSJ_20847, APOSJ_00921, APOSJ_00922, APOSJ_00919, APOSJ_20846, APOSJ_16563	CAPO306406
OG0000326	APOSJ_48521, APOSJ_48518, APOSJ_27267, APOSJ_27268, APOSJ_48520, APOSJ_48519	CAPO303322
OG0000334	APOSJ_13564, APOSJ_13563, APOSJ_08492, APOSJ_62524, APOSJ_19293, APOSJ_25061, APOSJ_25062, APOSJ_25643, APOSJ_25060, APOSJ_25059, APOSJ_25058, APOSJ_20632, APOSJ_05973, APOSJ_45925, APOSJ_52083, APOSJ_52076, APOSJ_52082, APOSJ_01979, APOSJ_01976, APOSJ_01980, APOSJ_18766, APOSJ_55442, APOSJ_55443, APOSJ_55445, APOSJ_55446, APOSJ_55444, APOSJ_55447, APOSJ_39945, APOSJ_13938	CAPO300337
OG0000335	APOSJ_36830, APOSJ_27309, APOSJ_27310, APOSJ_40201, APOSJ_27308, APOSJ_14697, APOSJ_14696, APOSJ_22487, APOSJ_28166, APOSJ_49860, APOSJ_49859, APOSJ_28165, APOSJ_28170, APOSJ_63834, APOSJ_13983, APOSJ_63817, APOSJ_56383, APOSJ_56382, APOSJ_56381, APOSJ_56380, APOSJ_56379, APOSJ_49862, APOSJ_49856, APOSJ_49857, APOSJ_49858, APOSJ_28164, APOSJ_42714, APOSJ_44255	CAPO307753
OG0000338	APOSJ_10692, APOSJ_10694, APOSJ_02809, APOSJ_10693, APOSJ_02811, APOSJ_00112, APOSJ_00111, APOSJ_00677, APOSJ_45546, APOSJ_44495, APOSJ_07064, APOSJ_29226, APOSJ_44489	CAPO304735
OG0000339	APOSJ_40754, APOSJ_27368, APOSJ_27369, APOSJ_27367, APOSJ_27372, APOSJ_27373, APOSJ_11657, APOSJ_11656, APOSJ_50833, APOSJ_50834, APOSJ_20108, APOSJ_20109, APOSJ_20110	CAPO305264
OG0000343	APOSJ_15104, APOSJ_32928, APOSJ_15103, APOSJ_08513, APOSJ_24547, APOSJ_51511, APOSJ_24540, APOSJ_24542, APOSJ_24544, APOSJ_01648, APOSJ_08514, APOSJ_24819, APOSJ_30376, APOSJ_24541, APOSJ_15106, APOSJ_15101, APOSJ_29496, APOSJ_24543, APOSJ_15102, APOSJ_64379, APOSJ_51510, APOSJ_54373, APOSJ_20828, APOSJ_08518, APOSJ_24853, APOSJ_24548, APOSJ_32929, APOSJ_15105, APOSJ_32927, APOSJ_24872, APOSJ_32930, APOSJ_15107, APOSJ_20826, APOSJ_20827, APOSJ_32931, APOSJ_24546, APOSJ_43315, APOSJ_30301, APOSJ_24545, APOSJ_01652	CAPO306429
OG0000345	APOSJ_41595	CAPO300769
OG0000352	APOSJ_48080, APOSJ_28130, APOSJ_28131, APOSJ_48097, APOSJ_37856, APOSJ_28133, APOSJ_48091, APOSJ_28132	CAPO300356
OG0000357	APOSJ_00277, APOSJ_00279	CAPO301487
OG0000359	APOSJ_62175	CAPO305417
OG0000359	APOSJ_16379, APOSJ_02526, APOSJ_54329, APOSJ_47705, APOSJ_47709, APOSJ_41566, APOSJ_47712, APOSJ_41559, APOSJ_41565, APOSJ_41561, APOSJ_47707	CAPO301540
OG0000359	APOSJ_07099, APOSJ_60485	CAPO306866
OG0000360	APOSJ_20116, APOSJ_57466, APOSJ_57469, APOSJ_57467, APOSJ_20121, APOSJ_57465, APOSJ_24081, APOSJ_56046, APOSJ_52191, APOSJ_41408, APOSJ_41409, APOSJ_52190, APOSJ_52198, APOSJ_59273, APOSJ_52196, APOSJ_52193, APOSJ_64539, APOSJ_41407, APOSJ_56060, APOSJ_59279, APOSJ_52194, APOSJ_52195, APOSJ_05406, APOSJ_41412, APOSJ_56043, APOSJ_41410, APOSJ_41411, APOSJ_26618, APOSJ_26619	CAPO300757
OG0000364	APOSJ_33364, APOSJ_64777, APOSJ_64799, APOSJ_63688, APOSJ_37253, APOSJ_10300, APOSJ_10302, APOSJ_63689, APOSJ_10303, APOSJ_10301, APOSJ_10306, APOSJ_10305, APOSJ_10304, APOSJ_36232, APOSJ_17201, APOSJ_13300, APOSJ_19809	CAPO301330, CAPO300908
OG0000367	APOSJ_19974, APOSJ_19975, APOSJ_33317, APOSJ_33318, APOSJ_33310, APOSJ_33311, APOSJ_33314, APOSJ_03230, APOSJ_33313, APOSJ_33316, APOSJ_33312, APOSJ_33315, APOSJ_03162, APOSJ_03161, APOSJ_19437	CAPO301272
OG0000371	APOSJ_46362, APOSJ_46363, APOSJ_17904, APOSJ_13880, APOSJ_31061, APOSJ_36727, APOSJ_04892, APOSJ_30478, APOSJ_28320, APOSJ_41776, APOSJ_07649, APOSJ_07648	CAPO307503
OG0000372	APOSJ_32309, APOSJ_49281, APOSJ_64678, APOSJ_60619, APOSJ_64680, APOSJ_64679, APOSJ_37509	CAPO307553
OG0000373	APOSJ_12633, APOSJ_12635, APOSJ_12632, APOSJ_12631, APOSJ_12634, APOSJ_52214	CAPO301744
OG0000385	APOSJ_11730, APOSJ_04859	CAPO300182, CAPO305781, CAPO305517
OG0000390	APOSJ_60702	CAPO301433, CAPO301477
OG0000390	APOSJ_26040, APOSJ_03121, APOSJ_42396, APOSJ_59050	CAPO307000
OG0000392	APOSJ_29331, APOSJ_52981, APOSJ_60654, APOSJ_51981, APOSJ_09465, APOSJ_18547, APOSJ_59471, APOSJ_23355, APOSJ_05996, APOSJ_23352, APOSJ_05994, APOSJ_53347, APOSJ_53353, APOSJ_59477, APOSJ_59475, APOSJ_63008, APOSJ_51743, APOSJ_52984, APOSJ_62977, APOSJ_05992, APOSJ_62996, APOSJ_53296, APOSJ_59474, APOSJ_05993, APOSJ_23356, APOSJ_59476, APOSJ_23353, APOSJ_26329, APOSJ_51728, APOSJ_05995, APOSJ_59472, APOSJ_53398, APOSJ_51734, APOSJ_51725, APOSJ_47184, APOSJ_52979, APOSJ_23354, APOSJ_61754, APOSJ_51987, APOSJ_51991, APOSJ_23351, APOSJ_59473, APOSJ_60668, APOSJ_33055, APOSJ_23350	CAPO300351
OG0000393	APOSJ_12639, APOSJ_51170, APOSJ_44607, APOSJ_10349, APOSJ_01148, APOSJ_10350, APOSJ_50984, APOSJ_44606, APOSJ_44608, APOSJ_58562, APOSJ_51175, APOSJ_12636, APOSJ_10345, APOSJ_10346, APOSJ_44609, APOSJ_01537, APOSJ_37401, APOSJ_27332, APOSJ_54398, APOSJ_54399, APOSJ_58923, APOSJ_27432	CAPO307627
OG0000397	APOSJ_27317, APOSJ_35633	CAPO304372
OG0000399	APOSJ_62878, APOSJ_16843, APOSJ_47890, APOSJ_26614	CAPO302781
OG0000402	APOSJ_39111, APOSJ_39113, APOSJ_39112, APOSJ_39115, APOSJ_39114	CAPO300999
OG0000405	APOSJ_63025, APOSJ_63022, APOSJ_27533, APOSJ_27536, APOSJ_27531, APOSJ_27534, APOSJ_63023, APOSJ_27532, APOSJ_27535, APOSJ_27528, APOSJ_27530, APOSJ_27529	CAPO300636
OG0000412	APOSJ_24517, APOSJ_58404	CAPO306116
OG0000412	APOSJ_14599, APOSJ_34090, APOSJ_36086, APOSJ_37442, APOSJ_11743, APOSJ_11744, APOSJ_11745	CAPO307159
OG0000413	APOSJ_24595, APOSJ_24593, APOSJ_24594	CAPO302663
OG0000413	APOSJ_20536, APOSJ_01798	CAPO304678
OG0000416	APOSJ_59565, APOSJ_59569, APOSJ_59564, APOSJ_59567, APOSJ_59566, APOSJ_59568, APOSJ_55801	CAPO300647, CAPO303519
OG0000420	APOSJ_64606, APOSJ_64605, APOSJ_55411, APOSJ_39760, APOSJ_10986, APOSJ_39762, APOSJ_10985, APOSJ_10984, APOSJ_39761, APOSJ_48430, APOSJ_10987, APOSJ_39763, APOSJ_21508, APOSJ_04266	CAPO307162
OG0000422	APOSJ_49824, APOSJ_32007, APOSJ_03562, APOSJ_49828, APOSJ_49829, APOSJ_49826, APOSJ_49822, APOSJ_32008, APOSJ_31423, APOSJ_31424, APOSJ_31422, APOSJ_49827, APOSJ_42477, APOSJ_32006, APOSJ_32005, APOSJ_49825, APOSJ_32010, APOSJ_49823	CAPO301071
OG0000424	APOSJ_08867, APOSJ_08868, APOSJ_16377	CAPO302770, CAPO306814
OG0000426	APOSJ_63344, APOSJ_52406	CAPO302714
OG0000426	APOSJ_32498, APOSJ_32501, APOSJ_32500, APOSJ_06316, APOSJ_32499	CAPO306829
OG0000427	APOSJ_24669	CAPO303813
OG0000429	APOSJ_24652	CAPO300725
OG0000431	APOSJ_13875, APOSJ_56344, APOSJ_13873	CAPO306585
OG0000431	APOSJ_03912	CAPO304684
OG0000433	APOSJ_34783, APOSJ_26320	CAPO304838, CAPO302573
OG0000434	APOSJ_40414, APOSJ_31871, APOSJ_50179, APOSJ_50185, APOSJ_50180, APOSJ_50184, APOSJ_20391, APOSJ_50181, APOSJ_50178, APOSJ_50177, APOSJ_50182, APOSJ_65166, APOSJ_65165, APOSJ_25771, APOSJ_25772, APOSJ_25773, APOSJ_37312, APOSJ_00867, APOSJ_00868, APOSJ_29247, APOSJ_29245, APOSJ_29243, APOSJ_29248, APOSJ_29244, APOSJ_29246	CAPO304471
OG0000435	APOSJ_06348, APOSJ_40171, APOSJ_63487, APOSJ_34346, APOSJ_39390, APOSJ_62293	CAPO308080
OG0000436	APOSJ_08955, APOSJ_08956, APOSJ_28155, APOSJ_20785, APOSJ_28151, APOSJ_46522, APOSJ_62168, APOSJ_20013, APOSJ_28156, APOSJ_26846, APOSJ_20011, APOSJ_20014, APOSJ_23211, APOSJ_20012, APOSJ_23209, APOSJ_28157, APOSJ_28158, APOSJ_62167, APOSJ_62176, APOSJ_28160, APOSJ_28154, APOSJ_23207, APOSJ_23208, APOSJ_28159, APOSJ_23213, APOSJ_28152, APOSJ_20010, APOSJ_20009, APOSJ_28153	CAPO305799
OG0000437	APOSJ_34850, APOSJ_34848, APOSJ_18866, APOSJ_51815, APOSJ_34849, APOSJ_18863, APOSJ_18862, APOSJ_34851, APOSJ_51488	CAPO300952
OG0000442	APOSJ_40499	CAPO302753, CAPO302633
OG0000444	APOSJ_53476, APOSJ_63475, APOSJ_63471	CAPO305423
OG0000444	APOSJ_62781, APOSJ_62782	CAPO301239
OG0000445	APOSJ_13918, APOSJ_07793, APOSJ_27330, APOSJ_03705, APOSJ_59572, APOSJ_19678, APOSJ_05685, APOSJ_51492, APOSJ_05684, APOSJ_06704, APOSJ_06703, APOSJ_07481, APOSJ_10908, APOSJ_33341, APOSJ_29067, APOSJ_29066	CAPO301584
OG0000447	APOSJ_33423, APOSJ_39549, APOSJ_21344, APOSJ_37832, APOSJ_33416, APOSJ_39548, APOSJ_21347, APOSJ_46524, APOSJ_40055, APOSJ_33417, APOSJ_37049, APOSJ_33419, APOSJ_33422, APOSJ_38407, APOSJ_21348, APOSJ_21349, APOSJ_37833, APOSJ_00588, APOSJ_33420, APOSJ_63648, APOSJ_39551, APOSJ_63640, APOSJ_04484, APOSJ_46381, APOSJ_33418, APOSJ_27284, APOSJ_21346, APOSJ_21345, APOSJ_27283, APOSJ_27286, APOSJ_33421, APOSJ_39552, APOSJ_37045, APOSJ_27291, APOSJ_21343, APOSJ_37834, APOSJ_46509, APOSJ_33424, APOSJ_37046, APOSJ_27290	CAPO300691
OG0000450	APOSJ_17390, APOSJ_17391, APOSJ_17389, APOSJ_17392, APOSJ_17388, APOSJ_17393	CAPO307586, CAPO307446
OG0000453	APOSJ_39951, APOSJ_21266, APOSJ_21265, APOSJ_21264, APOSJ_21267	CAPO305025
OG0000461	APOSJ_15333, APOSJ_24916, APOSJ_24919, APOSJ_21047, APOSJ_21049, APOSJ_21051, APOSJ_15336, APOSJ_02773, APOSJ_21052, APOSJ_15335, APOSJ_63710, APOSJ_21048, APOSJ_02772, APOSJ_21050, APOSJ_24918, APOSJ_30700, APOSJ_15334, APOSJ_15332, APOSJ_25654, APOSJ_24920, APOSJ_21053, APOSJ_24917	CAPO303645, CAPO304085, CAPO303531
OG0000461	APOSJ_54487, APOSJ_08175	CAPO307456
OG0000467	APOSJ_42240, APOSJ_06699, APOSJ_06698, APOSJ_06700, APOSJ_06701, APOSJ_06697, APOSJ_39334, APOSJ_42237, APOSJ_06696	CAPO302214
OG0000468	APOSJ_46770, APOSJ_25944, APOSJ_39036, APOSJ_39034, APOSJ_39032, APOSJ_39031, APOSJ_39033, APOSJ_39035, APOSJ_51584	CAPO302003, CAPO303185
OG0000469	APOSJ_22310	CAPO306584, CAPO302277
OG0000469	APOSJ_01924, APOSJ_65240	CAPO302982
OG0000470	APOSJ_06397, APOSJ_06395, APOSJ_06396, APOSJ_06398, APOSJ_59730, APOSJ_59732, APOSJ_40627, APOSJ_20003, APOSJ_40628, APOSJ_59735, APOSJ_62149, APOSJ_40619, APOSJ_20008, APOSJ_20006, APOSJ_20004, APOSJ_40626, APOSJ_40622, APOSJ_59731, APOSJ_40621, APOSJ_20007, APOSJ_20005, APOSJ_40620, APOSJ_40625, APOSJ_59729, APOSJ_59734, APOSJ_59736, APOSJ_54133, APOSJ_40624, APOSJ_59733	CAPO307521
OG0000474	APOSJ_09793	CAPO307766
OG0000475	APOSJ_60939, APOSJ_60934, APOSJ_60932, APOSJ_60935, APOSJ_60933, APOSJ_60936, APOSJ_61466, APOSJ_60937	CAPO303779
OG0000476	APOSJ_23487	CAPO306104
OG0000479	APOSJ_50477	CAPO303549
OG0000479	APOSJ_00817, APOSJ_00819, APOSJ_00822, APOSJ_00818, APOSJ_58107, APOSJ_00821, APOSJ_00820	CAPO304267
OG0000480	APOSJ_08851, APOSJ_08847, APOSJ_08846, APOSJ_08848, APOSJ_08852, APOSJ_08855, APOSJ_08850, APOSJ_08849, APOSJ_31389, APOSJ_31388, APOSJ_31390, APOSJ_33958, APOSJ_33957	CAPO307201
OG0000481	APOSJ_04459, APOSJ_04458, APOSJ_27767, APOSJ_04460	CAPO300053
OG0000481	APOSJ_52806, APOSJ_58199	CAPO304800
OG0000481	APOSJ_64885	CAPO304355
OG0000484	APOSJ_38276, APOSJ_38275	CAPO304750
OG0000485	APOSJ_62319, APOSJ_28628, APOSJ_62322, APOSJ_62321, APOSJ_62320, APOSJ_04739, APOSJ_62318, APOSJ_46115, APOSJ_46113, APOSJ_46122, APOSJ_31593, APOSJ_05098, APOSJ_03974	CAPO303224, CAPO303026
OG0000486	APOSJ_50215, APOSJ_50216, APOSJ_34514, APOSJ_34513, APOSJ_22647, APOSJ_24406, APOSJ_54782, APOSJ_33843, APOSJ_60115, APOSJ_45313, APOSJ_60657	CAPO306048, CAPO306972
OG0000491	APOSJ_48921	CAPO305506
OG0000494	APOSJ_27996, APOSJ_22729, APOSJ_22730, APOSJ_27994, APOSJ_44324, APOSJ_22733, APOSJ_44326, APOSJ_22734, APOSJ_22732, APOSJ_27997, APOSJ_27998, APOSJ_44328, APOSJ_27995, APOSJ_22731, APOSJ_44322	CAPO300277
OG0000506	APOSJ_28246, APOSJ_45838, APOSJ_28243, APOSJ_28245, APOSJ_28244	CAPO304587
OG0000508	APOSJ_58113	CAPO303408, CAPO307945
OG0000508	APOSJ_46367, APOSJ_46366, APOSJ_46365, APOSJ_46364	CAPO302590
OG0000510	APOSJ_27942, APOSJ_43444, APOSJ_39953, APOSJ_39957, APOSJ_29828, APOSJ_39955, APOSJ_39952, APOSJ_39954, APOSJ_37391, APOSJ_59529, APOSJ_37385, APOSJ_37388, APOSJ_37390, APOSJ_37389, APOSJ_37386, APOSJ_37387, APOSJ_33951	CAPO303128, CAPO305095
OG0000511	APOSJ_18498, APOSJ_28986	CAPO301322
OG0000514	APOSJ_17643, APOSJ_43874, APOSJ_37824, APOSJ_43871, APOSJ_37829, APOSJ_37828, APOSJ_17647, APOSJ_17644, APOSJ_36987, APOSJ_50032, APOSJ_17645, APOSJ_37823, APOSJ_37827, APOSJ_50055, APOSJ_17640, APOSJ_43875, APOSJ_37826, APOSJ_17639, APOSJ_43872, APOSJ_43873	CAPO307292
OG0000519	APOSJ_33924, APOSJ_33925, APOSJ_24998, APOSJ_24997, APOSJ_26148, APOSJ_56974, APOSJ_56975, APOSJ_28639, APOSJ_28637, APOSJ_63544, APOSJ_28638, APOSJ_56973, APOSJ_28327	CAPO300709
OG0000520	APOSJ_32287, APOSJ_11887, APOSJ_11888	CAPO304720
OG0000522	APOSJ_04259, APOSJ_64773, APOSJ_04258, APOSJ_04260, APOSJ_04257, APOSJ_04256, APOSJ_04261, APOSJ_01522, APOSJ_44513	CAPO306204
OG0000528	APOSJ_52117, APOSJ_16741, APOSJ_26270, APOSJ_26272, APOSJ_26269, APOSJ_26271, APOSJ_26268	CAPO300417
OG0000530	APOSJ_52891, APOSJ_34280, APOSJ_52887, APOSJ_43675, APOSJ_34277, APOSJ_34281, APOSJ_52888, APOSJ_52890, APOSJ_34278, APOSJ_43673, APOSJ_52885, APOSJ_52892, APOSJ_49382, APOSJ_34282, APOSJ_43676, APOSJ_60893, APOSJ_54657, APOSJ_34284, APOSJ_52886, APOSJ_60898, APOSJ_07364, APOSJ_34283, APOSJ_52889, APOSJ_43674, APOSJ_34279, APOSJ_07357, APOSJ_54659	CAPO306919
OG0000532	APOSJ_06087, APOSJ_48628, APOSJ_06086, APOSJ_35993, APOSJ_06085, APOSJ_48626, APOSJ_48625, APOSJ_35994, APOSJ_48627, APOSJ_35992, APOSJ_47004, APOSJ_26028, APOSJ_11463, APOSJ_11465, APOSJ_11466, APOSJ_11461, APOSJ_11464, APOSJ_11462, APOSJ_11460, APOSJ_42217, APOSJ_54045, APOSJ_56269, APOSJ_14992, APOSJ_13656, APOSJ_01517, APOSJ_11535, APOSJ_47180	CAPO301913
OG0000538	APOSJ_25908, APOSJ_25903, APOSJ_48367, APOSJ_41994, APOSJ_03027, APOSJ_25907, APOSJ_48188, APOSJ_41996, APOSJ_54797, APOSJ_48192, APOSJ_54801, APOSJ_33167, APOSJ_25910, APOSJ_48191, APOSJ_33180, APOSJ_41995, APOSJ_54800, APOSJ_48190, APOSJ_25906, APOSJ_54798, APOSJ_40998, APOSJ_05035, APOSJ_25905, APOSJ_25904, APOSJ_48187, APOSJ_25909, APOSJ_05036, APOSJ_41998, APOSJ_15711, APOSJ_48189, APOSJ_41997, APOSJ_25911, APOSJ_05056	CAPO300039
OG0000548	APOSJ_02482, APOSJ_30566, APOSJ_30567, APOSJ_30568, APOSJ_60326	CAPO307253, CAPO307370
OG0000549	APOSJ_52777, APOSJ_61526, APOSJ_02907, APOSJ_29612, APOSJ_29613, APOSJ_09557, APOSJ_29609, APOSJ_29608, APOSJ_09556, APOSJ_29607, APOSJ_29606, APOSJ_29611, APOSJ_29610, APOSJ_56843, APOSJ_41213, APOSJ_16986	CAPO305341
OG0000549	APOSJ_41199	CAPO307968
OG0000551	APOSJ_20535, APOSJ_20534	CAPO305700
OG0000552	APOSJ_12181, APOSJ_62306, APOSJ_62314, APOSJ_62315, APOSJ_19359, APOSJ_14481, APOSJ_50223, APOSJ_37535, APOSJ_14484, APOSJ_19362, APOSJ_14480, APOSJ_14485, APOSJ_50222, APOSJ_14483	CAPO302805
