Orthogroup	APOSJ_ok	HUMAN
OG0000094	APOSJ_53754, APOSJ_53752, APOSJ_65048, APOSJ_47218, APOSJ_27262, APOSJ_47216, APOSJ_45516, APOSJ_53755, APOSJ_53750, APOSJ_43553, APOSJ_53751, APOSJ_27263, APOSJ_13209, APOSJ_53749, APOSJ_13205, APOSJ_41126, APOSJ_58382, APOSJ_53747, APOSJ_41131, APOSJ_47213, APOSJ_44712, APOSJ_13203, APOSJ_44716, APOSJ_53748, APOSJ_41124, APOSJ_41129, APOSJ_44710, APOSJ_53753, APOSJ_47217, APOSJ_41133, APOSJ_47215, APOSJ_41125, APOSJ_44715, APOSJ_41128	HUMAN02204, HUMAN29518, HUMAN14811
OG0000096	APOSJ_12412, APOSJ_28828, APOSJ_12411, APOSJ_12410	HUMAN30343, HUMAN07778, HUMAN21683
OG0000096	APOSJ_25046, APOSJ_62713, APOSJ_62712, APOSJ_62714, APOSJ_62715, APOSJ_62711	HUMAN01418, HUMAN23507, HUMAN06774
OG0000096	APOSJ_32190, APOSJ_32193	HUMAN27289
OG0000096	APOSJ_37126	HUMAN13889, HUMAN01832
OG0000096	APOSJ_52836	HUMAN06142, HUMAN01455, HUMAN03867, HUMAN06143, HUMAN03866
OG0000096	APOSJ_32708	HUMAN04200, HUMAN04201, HUMAN16028
OG0000096	APOSJ_43628, APOSJ_43632, APOSJ_43630, APOSJ_43631	HUMAN21561
OG0000098	APOSJ_10086, APOSJ_10085, APOSJ_49529	HUMAN15990, HUMAN03957, HUMAN18424, HUMAN19602
OG0000098	APOSJ_00048, APOSJ_10129, APOSJ_49520, APOSJ_28774, APOSJ_28779, APOSJ_28777	HUMAN28791, HUMAN09489, HUMAN28772, HUMAN28773, HUMAN09201, HUMAN28771
OG0000099	APOSJ_25133, APOSJ_34675, APOSJ_42170, APOSJ_64579	HUMAN05424
OG0000099	APOSJ_34532, APOSJ_05873	HUMAN15639, HUMAN15638, HUMAN05635, HUMAN25408, HUMAN00740, HUMAN19390
OG0000101	APOSJ_12255, APOSJ_12254	HUMAN11236, HUMAN11477, HUMAN11479, HUMAN11478
OG0000101	APOSJ_27406	HUMAN22036, HUMAN22037
OG0000101	APOSJ_27229, APOSJ_27226, APOSJ_27227, APOSJ_27230, APOSJ_27228, APOSJ_33916, APOSJ_33914, APOSJ_33915, APOSJ_33917	HUMAN06575, HUMAN06643, HUMAN06644, HUMAN06642, HUMAN17830
OG0000102	APOSJ_64447, APOSJ_17902, APOSJ_64448, APOSJ_62908, APOSJ_64449, APOSJ_64445, APOSJ_64450, APOSJ_64452, APOSJ_62911	HUMAN08946, HUMAN02473
OG0000103	APOSJ_43912	HUMAN12034, HUMAN12033, HUMAN12032, HUMAN12035, HUMAN12031, HUMAN12036, HUMAN08164, HUMAN08165, HUMAN21265, HUMAN18888
OG0000103	APOSJ_39175, APOSJ_52145, APOSJ_20990, APOSJ_39172, APOSJ_52143, APOSJ_52149, APOSJ_54042, APOSJ_56932, APOSJ_20989, APOSJ_20986, APOSJ_55632, APOSJ_39176, APOSJ_20985, APOSJ_39174, APOSJ_39173, APOSJ_20988, APOSJ_54037, APOSJ_54009, APOSJ_52142, APOSJ_55627, APOSJ_20987, APOSJ_52148	HUMAN16070, HUMAN12012, HUMAN10579, HUMAN20080
OG0000104	APOSJ_28792, APOSJ_28791, APOSJ_14343	HUMAN05724, HUMAN19523
OG0000104	APOSJ_60992, APOSJ_60994, APOSJ_38695, APOSJ_38692	HUMAN26011, HUMAN26009, HUMAN26010, HUMAN21916, HUMAN21915, HUMAN12742
OG0000104	APOSJ_38440, APOSJ_40832, APOSJ_60308	HUMAN05721, HUMAN19524, HUMAN05723, HUMAN05722
OG0000104	APOSJ_24715	HUMAN19373
OG0000104	APOSJ_25353, APOSJ_25354	HUMAN02405, HUMAN02404, HUMAN06960, HUMAN29799
OG0000106	APOSJ_28496, APOSJ_28495, APOSJ_28494, APOSJ_37502	HUMAN11182, HUMAN29629, HUMAN29628, HUMAN11556, HUMAN27976, HUMAN27977, HUMAN27979, HUMAN27978
OG0000106	APOSJ_63823, APOSJ_32714	HUMAN27844
OG0000106	APOSJ_07800, APOSJ_32795, APOSJ_57641, APOSJ_20665, APOSJ_20666, APOSJ_00824, APOSJ_36967	HUMAN01589, HUMAN09602
OG0000107	APOSJ_36420, APOSJ_36419	HUMAN24661
OG0000113	APOSJ_45448, APOSJ_45447, APOSJ_45451, APOSJ_45449, APOSJ_45446, APOSJ_45450, APOSJ_09650, APOSJ_09651	HUMAN00919
OG0000114	APOSJ_53151, APOSJ_05706, APOSJ_21558, APOSJ_21559, APOSJ_26937, APOSJ_15991, APOSJ_15324, APOSJ_15329, APOSJ_15326, APOSJ_18172, APOSJ_15328, APOSJ_15331, APOSJ_15330, APOSJ_15327, APOSJ_15323, APOSJ_15325, APOSJ_01155, APOSJ_31591	HUMAN22220, HUMAN22219, HUMAN00197, HUMAN00198, HUMAN00199
OG0000115	APOSJ_48889, APOSJ_14243, APOSJ_14242, APOSJ_24080	HUMAN11469, HUMAN11468
OG0000116	APOSJ_13923, APOSJ_18880, APOSJ_18879	HUMAN18678
OG0000117	APOSJ_17801	HUMAN01029
OG0000117	APOSJ_49267	HUMAN14532
OG0000119	APOSJ_63143, APOSJ_31038, APOSJ_31040, APOSJ_31039	HUMAN17875, HUMAN06568, HUMAN12949
OG0000119	APOSJ_61657, APOSJ_37229, APOSJ_32882, APOSJ_37224, APOSJ_00637, APOSJ_00639, APOSJ_00638, APOSJ_00642, APOSJ_20604, APOSJ_20605, APOSJ_20606, APOSJ_31497, APOSJ_32889, APOSJ_37225, APOSJ_37226, APOSJ_37227, APOSJ_37228, APOSJ_49615, APOSJ_64187, APOSJ_64212, APOSJ_08202, APOSJ_08203, APOSJ_18195, APOSJ_18197, APOSJ_32503, APOSJ_32504, APOSJ_32505, APOSJ_06328, APOSJ_32502, APOSJ_08540, APOSJ_16256	HUMAN17960, HUMAN06534, HUMAN02909, HUMAN12779
OG0000119	APOSJ_54335, APOSJ_54337, APOSJ_54333, APOSJ_25080, APOSJ_58939, APOSJ_58936, APOSJ_59438, APOSJ_58938, APOSJ_58940, APOSJ_27524	HUMAN17940, HUMAN20669
OG0000120	APOSJ_36883, APOSJ_36884	HUMAN26557
OG0000120	APOSJ_17423	HUMAN19072
OG0000121	APOSJ_00616, APOSJ_31357, APOSJ_00615, APOSJ_25753, APOSJ_00618, APOSJ_00619, APOSJ_25752, APOSJ_25754, APOSJ_00617, APOSJ_00614, APOSJ_25751, APOSJ_11201, APOSJ_08754, APOSJ_64755, APOSJ_45025, APOSJ_00947	HUMAN22782
OG0000122	APOSJ_46966, APOSJ_46967	HUMAN12772, HUMAN27264, HUMAN18288
OG0000123	APOSJ_54115	HUMAN03664, HUMAN27696, HUMAN24043
OG0000123	APOSJ_00782	HUMAN24256
OG0000124	APOSJ_39871, APOSJ_49014, APOSJ_23030, APOSJ_23033, APOSJ_14455, APOSJ_23031, APOSJ_23028, APOSJ_49016, APOSJ_49026, APOSJ_49027, APOSJ_46416, APOSJ_23035, APOSJ_39873, APOSJ_23032, APOSJ_49018, APOSJ_23034, APOSJ_23029, APOSJ_49028	HUMAN03991
OG0000124	APOSJ_61620	HUMAN13586, HUMAN25969, HUMAN20106
OG0000124	APOSJ_08149	HUMAN00442, HUMAN00443
OG0000124	APOSJ_39858, APOSJ_29551	HUMAN08498, HUMAN16926
OG0000124	APOSJ_04113	HUMAN09305, HUMAN02618
OG0000125	APOSJ_43683, APOSJ_54825, APOSJ_06514, APOSJ_54824, APOSJ_54822, APOSJ_54821, APOSJ_54823, APOSJ_43684, APOSJ_54828, APOSJ_54827, APOSJ_54820, APOSJ_43685	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480
OG0000125	APOSJ_33718, APOSJ_33716, APOSJ_33717, APOSJ_33714, APOSJ_12816, APOSJ_18920	HUMAN04438, HUMAN04439, HUMAN16073
OG0000126	APOSJ_48954	HUMAN07866, HUMAN30407, HUMAN21845
OG0000126	APOSJ_23811, APOSJ_23810, APOSJ_23809, APOSJ_23812, APOSJ_23813, APOSJ_47026	HUMAN07493, HUMAN22359
OG0000126	APOSJ_08699, APOSJ_08702, APOSJ_55412, APOSJ_08700, APOSJ_08701	HUMAN14005, HUMAN14232, HUMAN14231, HUMAN01769, HUMAN01768, HUMAN09480
OG0000127	APOSJ_55791	HUMAN07859, HUMAN30409, HUMAN21844
OG0000127	APOSJ_36881, APOSJ_36882	HUMAN21549, HUMAN07766
OG0000127	APOSJ_56097	HUMAN24572, HUMAN16589, HUMAN18562
OG0000127	APOSJ_01546	HUMAN27422, HUMAN19318
OG0000127	APOSJ_07825, APOSJ_07827, APOSJ_07824	HUMAN10225, HUMAN20144, HUMAN20145, HUMAN13245
OG0000128	APOSJ_54023, APOSJ_42437	HUMAN04854, HUMAN04855
OG0000128	APOSJ_15682, APOSJ_15679, APOSJ_15681, APOSJ_15680, APOSJ_15678, APOSJ_13342, APOSJ_13343, APOSJ_36577, APOSJ_36578, APOSJ_40114, APOSJ_11627, APOSJ_23210	HUMAN04482, HUMAN05330, HUMAN05329
OG0000128	APOSJ_58149	HUMAN21997
OG0000129	APOSJ_57859, APOSJ_13376	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344
OG0000129	APOSJ_14670	HUMAN05233, HUMAN30228
OG0000130	APOSJ_60402	HUMAN22786
OG0000130	APOSJ_01367	HUMAN26940, HUMAN21484
OG0000131	APOSJ_56958, APOSJ_60896, APOSJ_60907, APOSJ_34232, APOSJ_38911, APOSJ_43599, APOSJ_38909, APOSJ_38912, APOSJ_38910, APOSJ_08327, APOSJ_43602	HUMAN19899
OG0000132	APOSJ_29417, APOSJ_00018, APOSJ_58729, APOSJ_55099, APOSJ_44642, APOSJ_44626, APOSJ_24048, APOSJ_24047	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601
OG0000132	APOSJ_24262	HUMAN20126
OG0000133	APOSJ_30716, APOSJ_36533, APOSJ_05818	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244, HUMAN27243
OG0000137	APOSJ_42497, APOSJ_00679	HUMAN28180, HUMAN25590, HUMAN25594
OG0000137	APOSJ_16815, APOSJ_26755, APOSJ_37291, APOSJ_26754, APOSJ_27618, APOSJ_64294, APOSJ_64296, APOSJ_64444, APOSJ_64297	HUMAN13481
OG0000137	APOSJ_47355, APOSJ_57809, APOSJ_57807, APOSJ_34855, APOSJ_34857, APOSJ_34856, APOSJ_34858	HUMAN25150, HUMAN25149
OG0000140	APOSJ_25874, APOSJ_25873, APOSJ_54253	HUMAN27223
OG0000140	APOSJ_57017	HUMAN06860, HUMAN05842, HUMAN03908
OG0000141	APOSJ_22651, APOSJ_22650, APOSJ_11728, APOSJ_02271, APOSJ_02267, APOSJ_00561, APOSJ_65096, APOSJ_38255, APOSJ_33870, APOSJ_05422, APOSJ_05421, APOSJ_05424, APOSJ_05423	HUMAN27964, HUMAN30567
OG0000142	APOSJ_32104, APOSJ_07082, APOSJ_32108, APOSJ_32109, APOSJ_34618, APOSJ_07086, APOSJ_32106, APOSJ_07087, APOSJ_04135, APOSJ_07085, APOSJ_07084, APOSJ_32105	HUMAN24431, HUMAN24432
OG0000145	APOSJ_12434	HUMAN16162
OG0000147	APOSJ_24426, APOSJ_24713, APOSJ_24714	HUMAN18499, HUMAN00218
OG0000147	APOSJ_41231	HUMAN24559, HUMAN27635
OG0000147	APOSJ_62598	HUMAN02299
OG0000147	APOSJ_36866	HUMAN18714, HUMAN18712
OG0000148	APOSJ_61760, APOSJ_61759	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389
OG0000148	APOSJ_13914, APOSJ_22117	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229
OG0000148	APOSJ_25126, APOSJ_25128, APOSJ_25125, APOSJ_25127	HUMAN06230
OG0000149	APOSJ_64440, APOSJ_64438, APOSJ_08762, APOSJ_64435, APOSJ_64437, APOSJ_64439	HUMAN23614, HUMAN23616, HUMAN23619
OG0000149	APOSJ_40409, APOSJ_52748, APOSJ_34099, APOSJ_34098, APOSJ_38902	HUMAN10034, HUMAN23690
OG0000149	APOSJ_14335, APOSJ_01741	HUMAN22790
OG0000151	APOSJ_64721, APOSJ_23159	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973
OG0000154	APOSJ_23336	HUMAN19436
OG0000155	APOSJ_03731, APOSJ_03730	HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771
OG0000157	APOSJ_40938, APOSJ_40935	HUMAN28808, HUMAN14307
OG0000157	APOSJ_23026, APOSJ_23027	HUMAN11058, HUMAN11059
OG0000158	APOSJ_64741, APOSJ_64736, APOSJ_64743, APOSJ_34847, APOSJ_34846, APOSJ_34844, APOSJ_64737, APOSJ_64739, APOSJ_64740, APOSJ_64742, APOSJ_34843, APOSJ_64738, APOSJ_34842, APOSJ_34845	HUMAN03704
OG0000159	APOSJ_38241, APOSJ_25112	HUMAN25418
OG0000159	APOSJ_18948	HUMAN29307
OG0000160	APOSJ_08872, APOSJ_08871, APOSJ_08870, APOSJ_56570, APOSJ_08869	HUMAN18884, HUMAN18883
OG0000163	APOSJ_40557, APOSJ_27347, APOSJ_38406	HUMAN13482, HUMAN13483
OG0000163	APOSJ_21309	HUMAN13485, HUMAN13486, HUMAN20190
OG0000163	APOSJ_37417, APOSJ_34149, APOSJ_48139	HUMAN12888, HUMAN06524, HUMAN26092
OG0000164	APOSJ_31673, APOSJ_30378, APOSJ_30381, APOSJ_18130, APOSJ_06096, APOSJ_30379	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	APOSJ_16152	HUMAN22846, HUMAN23999, HUMAN27465, HUMAN07472, HUMAN30066, HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814
OG0000166	APOSJ_32982	HUMAN10732
OG0000166	APOSJ_53922, APOSJ_60802	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174
OG0000167	APOSJ_02229	HUMAN19292, HUMAN19291
OG0000167	APOSJ_19006	HUMAN00657, HUMAN00658
OG0000167	APOSJ_51524, APOSJ_64291, APOSJ_05282, APOSJ_05283, APOSJ_05281, APOSJ_05280, APOSJ_05279, APOSJ_05276, APOSJ_05278, APOSJ_05275, APOSJ_05277	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661
OG0000168	APOSJ_61962, APOSJ_61963, APOSJ_61961	HUMAN04351
OG0000168	APOSJ_36956	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467
OG0000168	APOSJ_06767, APOSJ_06766, APOSJ_42735, APOSJ_06768, APOSJ_16593	HUMAN04352
OG0000171	APOSJ_28804	HUMAN12335
OG0000171	APOSJ_06522, APOSJ_06520, APOSJ_06521, APOSJ_06519, APOSJ_08456, APOSJ_08457	HUMAN06783, HUMAN06782
OG0000171	APOSJ_03119, APOSJ_03337, APOSJ_03336, APOSJ_03339, APOSJ_03341, APOSJ_20721, APOSJ_03335, APOSJ_03340, APOSJ_03338, APOSJ_20722	HUMAN23027
OG0000172	APOSJ_42048, APOSJ_42047	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598
OG0000173	APOSJ_39246, APOSJ_42661	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381
OG0000174	APOSJ_32211, APOSJ_14533, APOSJ_61544, APOSJ_15407, APOSJ_31366, APOSJ_15406, APOSJ_39236, APOSJ_39238, APOSJ_39237, APOSJ_39232, APOSJ_64500, APOSJ_39234, APOSJ_20180, APOSJ_20175, APOSJ_20176, APOSJ_20177, APOSJ_39233, APOSJ_39235, APOSJ_20174, APOSJ_20178, APOSJ_45393, APOSJ_20179	HUMAN28400, HUMAN02927
OG0000175	APOSJ_04647, APOSJ_12626, APOSJ_14135, APOSJ_12624, APOSJ_12625	HUMAN22641, HUMAN22640
OG0000175	APOSJ_54026, APOSJ_47826, APOSJ_31805, APOSJ_31806, APOSJ_21511, APOSJ_21482, APOSJ_43588, APOSJ_43589, APOSJ_43590	HUMAN27918, HUMAN27828, HUMAN27827
OG0000179	APOSJ_40922	HUMAN23712, HUMAN09621
OG0000179	APOSJ_03452, APOSJ_03454, APOSJ_03450, APOSJ_03453	HUMAN22996
OG0000180	APOSJ_07310	HUMAN21794
OG0000181	APOSJ_05606	HUMAN06326
OG0000181	APOSJ_43145	HUMAN26916, HUMAN21065
OG0000181	APOSJ_10650	HUMAN08369
OG0000182	APOSJ_26192, APOSJ_40023, APOSJ_20742, APOSJ_27704, APOSJ_36185, APOSJ_46077, APOSJ_40025	HUMAN09225
OG0000183	APOSJ_27776, APOSJ_16057, APOSJ_34003, APOSJ_58244, APOSJ_57678, APOSJ_16059, APOSJ_27778, APOSJ_39006, APOSJ_39008, APOSJ_39009, APOSJ_16051, APOSJ_58245, APOSJ_16052, APOSJ_22136, APOSJ_27777, APOSJ_24558, APOSJ_64295, APOSJ_64293, APOSJ_57681, APOSJ_39007, APOSJ_57685, APOSJ_64290	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	APOSJ_57145, APOSJ_57147	HUMAN05463
OG0000183	APOSJ_46793, APOSJ_46794	HUMAN05532
OG0000184	APOSJ_21882, APOSJ_11444	HUMAN02121
OG0000184	APOSJ_42615, APOSJ_10213, APOSJ_28033, APOSJ_24926, APOSJ_46781, APOSJ_20197	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	APOSJ_42304, APOSJ_10597, APOSJ_10598, APOSJ_42286, APOSJ_10595, APOSJ_10596	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	APOSJ_57965, APOSJ_29564, APOSJ_57966, APOSJ_57964, APOSJ_29570, APOSJ_29566, APOSJ_51463, APOSJ_24744, APOSJ_51464, APOSJ_29567, APOSJ_57967, APOSJ_51467, APOSJ_51681, APOSJ_51461, APOSJ_51466, APOSJ_29569, APOSJ_29563, APOSJ_29568, APOSJ_51459, APOSJ_51465, APOSJ_51462, APOSJ_29565, APOSJ_51460	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	APOSJ_04353, APOSJ_00507	HUMAN16695
OG0000188	APOSJ_03856, APOSJ_03857	HUMAN27535, HUMAN03482, HUMAN23029
OG0000190	APOSJ_21852, APOSJ_35333, APOSJ_35334, APOSJ_46243, APOSJ_46244, APOSJ_46250, APOSJ_46246, APOSJ_35335, APOSJ_35336, APOSJ_35338, APOSJ_35337, APOSJ_20198, APOSJ_20199	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207
OG0000192	APOSJ_05622	HUMAN18173
OG0000192	APOSJ_09018, APOSJ_09019, APOSJ_09020, APOSJ_57508	HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	APOSJ_45932	HUMAN29457
OG0000192	APOSJ_60736, APOSJ_60738, APOSJ_37822	HUMAN10321
OG0000193	APOSJ_08409, APOSJ_08406, APOSJ_08408, APOSJ_08407, APOSJ_08404, APOSJ_08405	HUMAN05474
OG0000193	APOSJ_59761	HUMAN26464, HUMAN26463, HUMAN07238, HUMAN07239, HUMAN23343, HUMAN15327, HUMAN15326, HUMAN05473, HUMAN05475, HUMAN19343, HUMAN19575, HUMAN19345, HUMAN19577, HUMAN19344, HUMAN19576
OG0000194	APOSJ_02603, APOSJ_60106, APOSJ_48624, APOSJ_48623, APOSJ_42492, APOSJ_36544, APOSJ_42493, APOSJ_28376, APOSJ_15395, APOSJ_26062, APOSJ_26057, APOSJ_26060, APOSJ_26063, APOSJ_26059, APOSJ_26061, APOSJ_33247, APOSJ_26058, APOSJ_24355, APOSJ_24356, APOSJ_24357, APOSJ_45266, APOSJ_62558, APOSJ_47527, APOSJ_41771, APOSJ_41769, APOSJ_41767, APOSJ_41768, APOSJ_31690, APOSJ_54027, APOSJ_54025, APOSJ_63227, APOSJ_63228	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000195	APOSJ_44360, APOSJ_28008	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624
OG0000197	APOSJ_31939, APOSJ_31938, APOSJ_57099, APOSJ_30519	HUMAN09888, HUMAN01887, HUMAN09887
OG0000197	APOSJ_44985, APOSJ_17566	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959
OG0000199	APOSJ_18293	HUMAN23978, HUMAN23979, HUMAN23972, HUMAN23974, HUMAN23976, HUMAN23962, HUMAN23961, HUMAN23965, HUMAN23963, HUMAN23969, HUMAN23970, HUMAN23967, HUMAN23975, HUMAN23977, HUMAN23971, HUMAN23973, HUMAN23964, HUMAN23966, HUMAN23968, HUMAN23980, HUMAN23981, HUMAN23982
OG0000200	APOSJ_27007, APOSJ_27006, APOSJ_27008	HUMAN02149, HUMAN21772
OG0000201	APOSJ_02001, APOSJ_40885, APOSJ_20712, APOSJ_61379, APOSJ_20713, APOSJ_61381, APOSJ_20709, APOSJ_61383, APOSJ_20714, APOSJ_01998, APOSJ_20711, APOSJ_02000, APOSJ_61378, APOSJ_61382, APOSJ_61380, APOSJ_40883, APOSJ_01999, APOSJ_20710	HUMAN25906, HUMAN20134
OG0000201	APOSJ_50583, APOSJ_50582	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	APOSJ_53693	HUMAN12206, HUMAN19902
OG0000202	APOSJ_24728, APOSJ_01561, APOSJ_01567, APOSJ_20227, APOSJ_01563, APOSJ_20228, APOSJ_05369, APOSJ_01564, APOSJ_09794, APOSJ_24756, APOSJ_29971, APOSJ_29970	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	APOSJ_02100	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	APOSJ_24405	HUMAN21966, HUMAN00014
OG0000203	APOSJ_03246, APOSJ_41765	HUMAN00153, HUMAN00154
OG0000204	APOSJ_35665, APOSJ_00435, APOSJ_35664	HUMAN18516
OG0000204	APOSJ_15152, APOSJ_21822, APOSJ_53980, APOSJ_53978, APOSJ_21820, APOSJ_53977, APOSJ_20115, APOSJ_34935, APOSJ_05578, APOSJ_05580, APOSJ_05581, APOSJ_20123, APOSJ_34934, APOSJ_34940	HUMAN04275, HUMAN06256
OG0000204	APOSJ_21817	HUMAN18515
OG0000205	APOSJ_29025, APOSJ_25895, APOSJ_25894	HUMAN08496, HUMAN02469
OG0000205	APOSJ_04616	HUMAN12678, HUMAN20579, HUMAN06361
OG0000205	APOSJ_11902, APOSJ_14456, APOSJ_52404, APOSJ_52403, APOSJ_39250	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799
OG0000207	APOSJ_25005, APOSJ_04355, APOSJ_13996, APOSJ_13997, APOSJ_32397, APOSJ_44648	HUMAN13832, HUMAN19141
OG0000208	APOSJ_54582, APOSJ_16859, APOSJ_51886, APOSJ_02748, APOSJ_02744, APOSJ_47498, APOSJ_51889, APOSJ_02746, APOSJ_02749, APOSJ_47504, APOSJ_51890, APOSJ_51892, APOSJ_16865, APOSJ_51888, APOSJ_02745, APOSJ_51887, APOSJ_51891, APOSJ_12031, APOSJ_10526	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000210	APOSJ_36555	HUMAN01117
OG0000210	APOSJ_43273, APOSJ_32953, APOSJ_32952, APOSJ_32951	HUMAN22011, HUMAN22010
OG0000211	APOSJ_58985, APOSJ_58986	HUMAN05541
OG0000211	APOSJ_53175	HUMAN18718
OG0000211	APOSJ_25074, APOSJ_25075	HUMAN10119, HUMAN10120, HUMAN28797
OG0000211	APOSJ_12610, APOSJ_12609	HUMAN14218, HUMAN10060
OG0000213	APOSJ_54322, APOSJ_15489, APOSJ_15520, APOSJ_24718, APOSJ_56761, APOSJ_56763, APOSJ_56764, APOSJ_18944, APOSJ_32206, APOSJ_32203, APOSJ_32205, APOSJ_32204, APOSJ_17940, APOSJ_17937, APOSJ_17936, APOSJ_17938, APOSJ_45758, APOSJ_45759, APOSJ_34387, APOSJ_16331, APOSJ_16332, APOSJ_16329, APOSJ_26742, APOSJ_26740, APOSJ_26739, APOSJ_26741, APOSJ_53348	HUMAN11846, HUMAN07075
OG0000215	APOSJ_34902, APOSJ_15451, APOSJ_15452, APOSJ_03897, APOSJ_10954, APOSJ_04122, APOSJ_10951, APOSJ_08226, APOSJ_29664, APOSJ_10953, APOSJ_04117, APOSJ_10952, APOSJ_45619, APOSJ_06585, APOSJ_06584, APOSJ_58454, APOSJ_61827, APOSJ_60468, APOSJ_60467, APOSJ_36104, APOSJ_01540, APOSJ_60615	HUMAN23880, HUMAN18661
OG0000215	APOSJ_25892, APOSJ_50556	HUMAN18245
OG0000216	APOSJ_12698, APOSJ_40717	HUMAN29325
OG0000218	APOSJ_63275	HUMAN21084, HUMAN05261
OG0000220	APOSJ_40559, APOSJ_40562, APOSJ_40561	HUMAN03287
OG0000220	APOSJ_04462, APOSJ_04461, APOSJ_27831, APOSJ_04463, APOSJ_39557, APOSJ_60508	HUMAN28206
OG0000221	APOSJ_13257, APOSJ_13258, APOSJ_13256, APOSJ_13255	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	APOSJ_04867, APOSJ_04868, APOSJ_04866, APOSJ_04870, APOSJ_30289, APOSJ_04869	HUMAN21691, HUMAN00105, HUMAN00104
OG0000221	APOSJ_41494	HUMAN18037, HUMAN20574
OG0000222	APOSJ_03427, APOSJ_03424, APOSJ_03422, APOSJ_42673, APOSJ_21374, APOSJ_03425, APOSJ_42675, APOSJ_42674, APOSJ_42671, APOSJ_03426, APOSJ_01543, APOSJ_42672, APOSJ_35367, APOSJ_21385, APOSJ_03423, APOSJ_11890	HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377
OG0000223	APOSJ_54887, APOSJ_05544	HUMAN28208, HUMAN16716
OG0000223	APOSJ_49762	HUMAN03439
OG0000225	APOSJ_56112, APOSJ_56106, APOSJ_56110, APOSJ_56105, APOSJ_08401, APOSJ_32914, APOSJ_23325, APOSJ_22097, APOSJ_37698	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	APOSJ_14907	HUMAN18050
OG0000226	APOSJ_09447	HUMAN16817
OG0000227	APOSJ_17769	HUMAN18012, HUMAN26229
OG0000227	APOSJ_60835, APOSJ_48892, APOSJ_48893, APOSJ_48894	HUMAN14350, HUMAN09613, HUMAN09611
OG0000227	APOSJ_44126, APOSJ_46997	HUMAN10994, HUMAN24420, HUMAN18815
