Orthogroup	YEAST	STRPU_ok
OG0006095	YEAST03334	STRPU_19701, STRPU_19615
OG0006096	YEAST03331	STRPU_15273
OG0006098	YEAST06192	STRPU_26067
OG0006103	YEAST01110	STRPU_17544
OG0006104	YEAST03697	STRPU_09062
OG0006106	YEAST00295	STRPU_18581, STRPU_18628
OG0006113	YEAST06164	STRPU_26203
OG0006114	YEAST05960	STRPU_10300
OG0006115	YEAST01346	STRPU_17330, STRPU_17321
OG0006116	YEAST05770	STRPU_21121
OG0006117	YEAST05899	STRPU_09000
OG0006122	YEAST05199	STRPU_09227, STRPU_02191
OG0006127	YEAST04711	STRPU_25576
OG0006134	YEAST00416	STRPU_26266
OG0006135	YEAST00161	STRPU_10423
OG0006136	YEAST05740	STRPU_24568
OG0006140	YEAST05182	STRPU_11468
OG0006141	YEAST02626	STRPU_27062
OG0006144	YEAST04770	STRPU_21054
OG0006145	YEAST01394	STRPU_11062
OG0006147	YEAST05179	STRPU_23340
OG0006149	YEAST05979	STRPU_21724, STRPU_21659
OG0006152	YEAST03796	STRPU_07362
OG0006155	YEAST04800	STRPU_22606
OG0006156	YEAST00437	STRPU_06250
OG0006157	YEAST02465	STRPU_05938, STRPU_06887
OG0006159	YEAST06098	STRPU_23270
OG0006160	YEAST01548	STRPU_22733
OG0006161	YEAST04301	STRPU_22151
OG0006168	YEAST01411	STRPU_19350
OG0006169	YEAST02933	STRPU_05382
OG0006176	YEAST03164	STRPU_15757
OG0006177	YEAST01871, YEAST01295	STRPU_16507
OG0006180	YEAST00504	STRPU_25318
OG0006181	YEAST02419	STRPU_21607
OG0006185	YEAST05986	STRPU_07916, STRPU_07945
OG0006186	YEAST01010	STRPU_17796
OG0006188	YEAST05311	STRPU_18817
OG0006189	YEAST00844, YEAST06269	STRPU_08831, STRPU_08835
OG0006191	YEAST02336	STRPU_27211, STRPU_27195
OG0006192	YEAST06153	STRPU_13558
OG0006196	YEAST03954	STRPU_06766
OG0006199	YEAST06121	STRPU_18385
OG0006200	YEAST05079	STRPU_04371
OG0006202	YEAST00362	STRPU_26076
OG0006204	YEAST02271	STRPU_14341
OG0006209	YEAST04555	STRPU_27174, STRPU_04024
OG0006210	YEAST00201	STRPU_25590
OG0006213	YEAST03554	STRPU_24169
OG0006214	YEAST04089	STRPU_01311, STRPU_11636
OG0006216	YEAST01089	STRPU_08291
OG0006217	YEAST00809	STRPU_00330, STRPU_10993
OG0006224	YEAST02751, YEAST03048	STRPU_10868
OG0006225	YEAST04875	STRPU_20911, STRPU_20910
OG0006227	YEAST00128	STRPU_09462
OG0006229	YEAST00143	STRPU_05866
OG0006230	YEAST03869	STRPU_23107, STRPU_23110
OG0006233	YEAST04247	STRPU_13467
OG0006237	YEAST02126	STRPU_10564
OG0006240	YEAST04649	STRPU_19611, STRPU_19704
OG0006245	YEAST05732	STRPU_13947
OG0006247	YEAST04977	STRPU_27023
OG0006249	YEAST00821	STRPU_06207, STRPU_06179
OG0006250	YEAST05424	STRPU_10406
OG0006251	YEAST04963	STRPU_14982, STRPU_14951
OG0006255	YEAST03350	STRPU_09306
OG0006258	YEAST05637	STRPU_22243
OG0006259	YEAST05672	STRPU_24286
OG0006260	YEAST04100	STRPU_23807, STRPU_23840
OG0006263	YEAST02521	STRPU_26005
OG0006269	YEAST03069	STRPU_23532
OG0006271	YEAST00375	STRPU_18098, STRPU_01786
OG0006275	YEAST06102	STRPU_12142, STRPU_12107
OG0006277	YEAST02811	STRPU_14370
OG0006279	YEAST04402	STRPU_16950, STRPU_02016
OG0006280	YEAST04541	STRPU_20964
OG0006281	YEAST04979	STRPU_11014, STRPU_00353
OG0006282	YEAST01445	STRPU_01932, STRPU_22773
OG0006283	YEAST00229	STRPU_22252
OG0006284	YEAST04213	STRPU_21728, STRPU_21666
OG0006288	YEAST02860	STRPU_14900
OG0006289	YEAST06209	STRPU_22296
OG0006293	YEAST05380	STRPU_14168
OG0006294	YEAST04000	STRPU_21748, STRPU_21683
OG0006295	YEAST05360	STRPU_14216
OG0006302	YEAST01852	STRPU_27009
OG0006306	YEAST00230	STRPU_15639
OG0006311	YEAST01145	STRPU_11654
OG0006313	YEAST02392	STRPU_07370
OG0006315	YEAST00489	STRPU_21474
OG0006317	YEAST02082	STRPU_10725
OG0006319	YEAST01135	STRPU_10938
OG0006320	YEAST04478	STRPU_22674
OG0006322	YEAST00815	STRPU_00885, STRPU_23011
OG0006329	YEAST01245	STRPU_10024
OG0006332	YEAST06042	STRPU_12324, STRPU_10717
OG0006334	YEAST00864	STRPU_19104
OG0006335	YEAST02588	STRPU_23723
OG0006339	YEAST06286	STRPU_15481
OG0006340	YEAST00922, YEAST05387	STRPU_04236, STRPU_04198
OG0006341	YEAST01452	STRPU_18283, STRPU_01173
OG0006344	YEAST01465	STRPU_22520
OG0006347	YEAST03436	STRPU_13365, STRPU_13385
OG0006349	YEAST05233	STRPU_18761, STRPU_18762
OG0006350	YEAST00452	STRPU_08881, STRPU_00940
OG0006357	YEAST02650	STRPU_10912, STRPU_10702
OG0006360	YEAST01556	STRPU_11561
OG0006362	YEAST05722	STRPU_18132
OG0006370	YEAST02350	STRPU_19241
OG0006372	YEAST05423	STRPU_17261
OG0006375	YEAST05198	STRPU_01472, STRPU_08700
OG0006377	YEAST04974	STRPU_26959
OG0006378	YEAST01924	STRPU_09953, STRPU_09976
OG0006381	YEAST01058	STRPU_22693
OG0006382	YEAST03313	STRPU_21384
OG0006385	YEAST04806	STRPU_21175
OG0006387	YEAST05324	STRPU_17511
OG0006389	YEAST02409	STRPU_17172, STRPU_17167
OG0006390	YEAST00339	STRPU_21914
OG0006392	YEAST01246	STRPU_17229
OG0006395	YEAST03605	STRPU_07573
OG0006396	YEAST02453	STRPU_19134
OG0006398	YEAST04420, YEAST03553	STRPU_18220, STRPU_01275
OG0006407	YEAST02250	STRPU_03639, STRPU_03657
OG0006447	YEAST03459	STRPU_19468
OG0006448	YEAST00505, YEAST04285	STRPU_13247
OG0006449	YEAST02458	STRPU_24008
OG0006456	YEAST06224	STRPU_12981
OG0006459	YEAST00972, YEAST00245	STRPU_26656
OG0006461	YEAST05346	STRPU_22710, STRPU_00693
OG0006462	YEAST01838	STRPU_09115, STRPU_02084
OG0006464	YEAST05965	STRPU_06886
OG0006465	YEAST01875	STRPU_21220
OG0006470	YEAST01306	STRPU_09449, STRPU_01513
OG0006474	YEAST03988	STRPU_14515
OG0006475	YEAST06223, YEAST00349	STRPU_02451, STRPU_13611
OG0006476	YEAST00315	STRPU_05356
OG0006479	YEAST05669	STRPU_10820
OG0006481	YEAST06165	STRPU_03450
OG0006488	YEAST02614	STRPU_21848
OG0006498	YEAST02291	STRPU_05287
OG0006503	YEAST06053	STRPU_06604
OG0006504	YEAST02866	STRPU_14410
OG0006507	YEAST02914	STRPU_22570
OG0006509	YEAST02252	STRPU_10367
OG0006511	YEAST01899	STRPU_00229, STRPU_25971
OG0006512	YEAST04169	STRPU_21460
OG0006514	YEAST05820	STRPU_05328
OG0006515	YEAST03195	STRPU_21616
OG0006516	YEAST02248	STRPU_21000
OG0006520	YEAST05914	STRPU_04978
OG0006523	YEAST04170	STRPU_21580
OG0006528	YEAST02276	STRPU_25024
OG0006532	YEAST05019	STRPU_18757
OG0006533	YEAST00790	STRPU_02314, STRPU_18116
OG0006536	YEAST05130	STRPU_09828
OG0006538	YEAST02168	STRPU_25056
OG0006543	YEAST03219	STRPU_24071
OG0006544	YEAST06160	STRPU_25609
OG0006550	YEAST05541	STRPU_23342
OG0006552	YEAST02016	STRPU_26952
OG0006553	YEAST05825	STRPU_08086
OG0006554	YEAST04136	STRPU_14643
OG0006561	YEAST00874	STRPU_20587
OG0006564	YEAST05934	STRPU_14809
OG0006568	YEAST03560	STRPU_08066
OG0006569	YEAST02940	STRPU_21109
OG0006571	YEAST00795	STRPU_26805
OG0006574	YEAST06163	STRPU_26558
OG0006577	YEAST03945	STRPU_19110
OG0006578	YEAST00813	STRPU_09315
OG0006580	YEAST04957	STRPU_24020
OG0006582	YEAST04615	STRPU_27033, STRPU_26817
OG0006584	YEAST01846	STRPU_13851
OG0006589	YEAST04474	STRPU_23251
OG0006594	YEAST00464	STRPU_14656
OG0006595	YEAST05577	STRPU_04349
OG0006596	YEAST03312	STRPU_26147
OG0006597	YEAST01876	STRPU_05370
OG0006598	YEAST02580	STRPU_27035
OG0006602	YEAST06259	STRPU_16001, STRPU_15987
OG0006603	YEAST05721	STRPU_25457
OG0006604	YEAST01597	STRPU_15381
OG0006607	YEAST05258	STRPU_00854, STRPU_14066
OG0006609	YEAST04231	STRPU_02383, STRPU_13693
OG0006610	YEAST04593	STRPU_08550
OG0006611	YEAST02395	STRPU_13531
OG0006613	YEAST00490	STRPU_00899, STRPU_23025
OG0006615	YEAST02695	STRPU_13873, STRPU_13881, STRPU_13874
OG0006617	YEAST01373	STRPU_16066
OG0006619	YEAST03691	STRPU_07564, STRPU_07569, STRPU_00595
OG0006622	YEAST04382	STRPU_06660
OG0006625	YEAST05905	STRPU_00444, STRPU_02374
OG0006627	YEAST01553	STRPU_17425
OG0006630	YEAST05584	STRPU_23183
OG0006631	YEAST01419, YEAST04493	STRPU_25117
OG0006633	YEAST05580	STRPU_07751
OG0006636	YEAST06190	STRPU_02074, STRPU_09103
OG0006637	YEAST06011	STRPU_09068, STRPU_02044
OG0006651	YEAST03308	STRPU_17251
OG0006655	YEAST04609	STRPU_26342
OG0006658	YEAST03323	STRPU_07917, STRPU_07946
OG0006662	YEAST02707	STRPU_03424
OG0006663	YEAST04538	STRPU_14390
OG0006664	YEAST04769	STRPU_20210
OG0006667	YEAST03011	STRPU_23811, STRPU_03706, STRPU_23845
OG0006668	YEAST00040	STRPU_05689
OG0006669	YEAST05379	STRPU_18180
OG0006678	YEAST03428	STRPU_08345
OG0006681	YEAST02774	STRPU_16624
OG0006688	YEAST02298	STRPU_25259
OG0006690	YEAST00986	STRPU_23730
OG0006691	YEAST06141	STRPU_13569, STRPU_01588
OG0006692	YEAST04243	STRPU_24141
OG0006694	YEAST04074	STRPU_17221
OG0006703	YEAST04919	STRPU_07739
OG0006704	YEAST02241	STRPU_14516
OG0006706	YEAST01312	STRPU_19558
OG0006707	YEAST04448	STRPU_00777, STRPU_19793
OG0006712	YEAST01297	STRPU_25296
OG0006716	YEAST01688	STRPU_12323, STRPU_10718
OG0006717	YEAST03273, YEAST00511	STRPU_21004
OG0006722	YEAST05928	STRPU_18749
OG0006725	YEAST05141	STRPU_23338
OG0006726	YEAST01310	STRPU_07687, STRPU_07700
OG0006728	YEAST01819	STRPU_02468, STRPU_13597
OG0006730	YEAST06066	STRPU_11531
OG0006732	YEAST05092	STRPU_22092
OG0006736	YEAST03708, YEAST02845	STRPU_26075
OG0006738	YEAST03786	STRPU_13647
OG0006741	YEAST00908	STRPU_22289
OG0006752	YEAST01605	STRPU_03141
OG0006753	YEAST06210	STRPU_21351
OG0006754	YEAST05223, YEAST00660	STRPU_25256
OG0006755	YEAST03743	STRPU_05751
OG0006757	YEAST02585	STRPU_21092
OG0006758	YEAST00132	STRPU_16693, STRPU_16666
OG0006766	YEAST01711	STRPU_02986, STRPU_06955, STRPU_06937
OG0006769	YEAST04955	STRPU_12966
OG0006772	YEAST05602	STRPU_09775, STRPU_09732
OG0006775	YEAST01095	STRPU_08762, STRPU_01401
OG0006776	YEAST02455	STRPU_02465, STRPU_13600
OG0006777	YEAST05242	STRPU_21177
OG0006826	YEAST03748	STRPU_05449
OG0006830	YEAST02320	STRPU_15278
OG0006838	YEAST01244	STRPU_08275
OG0006843	YEAST03855	STRPU_26234
OG0006846	YEAST04146	STRPU_21562
OG0006853	YEAST03500	STRPU_22284
OG0006860	YEAST03798	STRPU_25395
OG0006867	YEAST03341	STRPU_20626
OG0006869	YEAST01706	STRPU_23709
OG0006874	YEAST03449	STRPU_00070, STRPU_08961
OG0006876	YEAST00384	STRPU_18689
OG0006880	YEAST04631	STRPU_20211
OG0006881	YEAST01049	STRPU_05245
OG0006887	YEAST01983	STRPU_02379, STRPU_13697
OG0006888	YEAST00485	STRPU_24426
OG0006890	YEAST02034	STRPU_10389
OG0006891	YEAST00187	STRPU_02239, STRPU_15565
OG0006892	YEAST04820	STRPU_13969
OG0006894	YEAST01360	STRPU_08715, STRPU_01459
OG0006897	YEAST00856	STRPU_27425
OG0006901	YEAST05480	STRPU_13971
OG0006906	YEAST00746	STRPU_15338
OG0006918	YEAST05610	STRPU_07106
OG0006924	YEAST04308	STRPU_18317, STRPU_01130
OG0006927	YEAST00921	STRPU_16519
OG0006934	YEAST02053	STRPU_06012
OG0006935	YEAST02014	STRPU_01515, STRPU_09444, STRPU_00104
OG0006936	YEAST06114	STRPU_09697, STRPU_09740
OG0006937	YEAST05537	STRPU_12967
OG0006938	YEAST02536	STRPU_22292
OG0006939	YEAST01033	STRPU_07451, STRPU_07443
OG0006940	YEAST05163	STRPU_22437
OG0006942	YEAST00190	STRPU_20945
OG0006943	YEAST02583	STRPU_22648
OG0006949	YEAST00975, YEAST00256	STRPU_23783
OG0006952	YEAST02831	STRPU_26196
OG0006953	YEAST02903, YEAST04751, YEAST05739	STRPU_13466
OG0006959	YEAST01865	STRPU_02959, STRPU_02945
OG0006964	YEAST05995	STRPU_17888
OG0006966	YEAST02544	STRPU_05944
OG0006967	YEAST06235	STRPU_08109, STRPU_08122
OG0006968	YEAST03972	STRPU_10225
OG0006969	YEAST01604	STRPU_10221
OG0006971	YEAST00044	STRPU_14388
OG0006973	YEAST03793	STRPU_17936
OG0006975	YEAST02322	STRPU_17207
OG0006977	YEAST06248	STRPU_22692
OG0006978	YEAST00696	STRPU_26927
OG0006980	YEAST02173	STRPU_11247, STRPU_11286
OG0006985	YEAST03215	STRPU_23875, STRPU_23837
OG0006989	YEAST04914	STRPU_01490, STRPU_13757
OG0006991	YEAST05066	STRPU_07950, STRPU_07959
OG0006992	YEAST04657	STRPU_09753, STRPU_09709
OG0006994	YEAST05554	STRPU_02630, STRPU_24034
OG0006995	YEAST06048	STRPU_25036
OG0006997	YEAST00664	STRPU_13193
OG0006998	YEAST02509	STRPU_14121
OG0006999	YEAST03874	STRPU_14022
OG0007003	YEAST01840	STRPU_26168
OG0007005	YEAST03907	STRPU_14730
OG0007009	YEAST05645	STRPU_22226
OG0007010	YEAST01652	STRPU_05041, STRPU_05116
OG0007012	YEAST05361	STRPU_04694
OG0007013	YEAST05971	STRPU_08358
OG0007015	YEAST03053	STRPU_25403
OG0007016	YEAST05307	STRPU_25267
OG0007020	YEAST00663	STRPU_09538
OG0007024	YEAST01864	STRPU_22752, STRPU_01907
OG0007028	YEAST06312	STRPU_02611, STRPU_24049
OG0007029	YEAST05619	STRPU_01326, STRPU_11623
OG0007030	YEAST05712	STRPU_04457
OG0007033	YEAST04002	STRPU_21131
OG0007036	YEAST04799	STRPU_19860, STRPU_19887
OG0007043	YEAST02072, YEAST01064	STRPU_09509
OG0007045	YEAST01113	STRPU_16902
OG0007046	YEAST04826	STRPU_16899, STRPU_16897
OG0007049	YEAST05930	STRPU_10988, STRPU_00326
OG0007050	YEAST05668	STRPU_10271
OG0007053	YEAST05898	STRPU_22506
OG0007055	YEAST02593	STRPU_15602, STRPU_02206
OG0007061	YEAST03247	STRPU_09653
OG0007063	YEAST04650	STRPU_08411, STRPU_00013
OG0007071	YEAST02162	STRPU_23265
OG0007073	YEAST03946	STRPU_10918
OG0007075	YEAST00811	STRPU_23271
OG0007084	YEAST05527	STRPU_25218
OG0007089	YEAST04132	STRPU_06357
OG0007092	YEAST01811	STRPU_21370
OG0007093	YEAST01923	STRPU_18560
OG0007095	YEAST02581	STRPU_09292
OG0007097	YEAST01699	STRPU_02900
OG0007098	YEAST03783	STRPU_25857
OG0007106	YEAST00202	STRPU_22698
OG0007112	YEAST05597	STRPU_27151
OG0007114	YEAST03493	STRPU_25483
OG0007118	YEAST01120	STRPU_18011
OG0007119	YEAST05459	STRPU_19183
OG0007120	YEAST04248	STRPU_19111
OG0007121	YEAST05746	STRPU_21424
OG0007124	YEAST04818	STRPU_05024
OG0007127	YEAST04415	STRPU_23141
OG0007130	YEAST05158	STRPU_22007
OG0007131	YEAST05874	STRPU_18830
OG0007132	YEAST06078	STRPU_07611
OG0007137	YEAST00797	STRPU_09289
OG0007138	YEAST04319	STRPU_01187, STRPU_19956
OG0007139	YEAST05259	STRPU_24547
OG0007143	YEAST02636	STRPU_07151
OG0007144	YEAST04135	STRPU_20757
OG0007150	YEAST00900	STRPU_26019
OG0007154	YEAST01439	STRPU_21145
OG0007164	YEAST05557	STRPU_18028
OG0007165	YEAST04228, YEAST02514	STRPU_02913
OG0007166	YEAST05384	STRPU_05956
OG0007168	YEAST02929	STRPU_00447, STRPU_13699
OG0007182	YEAST00042	STRPU_06115
OG0007184	YEAST01512	STRPU_24371
OG0007186	YEAST00761	STRPU_24966
OG0007192	YEAST00860	STRPU_13230, STRPU_13214
OG0007201	YEAST01721	STRPU_17619, STRPU_02302
OG0007249	YEAST00344	STRPU_04960
OG0007254	YEAST00328	STRPU_11452
OG0007258	YEAST02867	STRPU_27109
OG0007264	YEAST04093	STRPU_26261, STRPU_26263
OG0007269	YEAST04522	STRPU_24818
OG0007274	YEAST04165, YEAST05634	STRPU_23308
OG0007276	YEAST02007	STRPU_26763, STRPU_26749
OG0007279	YEAST02363	STRPU_15002
OG0007282	YEAST04912	STRPU_02557, STRPU_14767
OG0007288	YEAST02949	STRPU_04090
OG0007292	YEAST05159	STRPU_03997, STRPU_03991
OG0007303	YEAST05207	STRPU_21782
OG0007307	YEAST05606	STRPU_21523
OG0007313	YEAST02047	STRPU_20007
OG0007317	YEAST04084	STRPU_07547, STRPU_00579
OG0007321	YEAST05016	STRPU_21053
OG0007322	YEAST01090	STRPU_19439
OG0007325	YEAST03249	STRPU_25926
OG0007330	YEAST00633	STRPU_05861
OG0007332	YEAST02451	STRPU_05295
OG0007335	YEAST06084	STRPU_20669
OG0007336	YEAST03606	STRPU_18133
OG0007341	YEAST00183	STRPU_19846
OG0007342	YEAST03859	STRPU_20395
OG0007343	YEAST00383	STRPU_18619
OG0007347	YEAST02066	STRPU_10302
OG0007349	YEAST01492	STRPU_14564
OG0007354	YEAST03378	STRPU_22260
OG0007355	YEAST02682	STRPU_15597, STRPU_02210
OG0007361	YEAST02394	STRPU_27148
OG0007363	YEAST05519	STRPU_05741
OG0007364	YEAST01959	STRPU_05709
OG0007367	YEAST01013	STRPU_18783
OG0007371	YEAST04970	STRPU_09928
OG0007376	YEAST02976	STRPU_07617
OG0007379	YEAST00967	STRPU_21812
OG0007380	YEAST00785, YEAST00666	STRPU_26202
OG0007382	YEAST01108	STRPU_22220
OG0007387	YEAST06326	STRPU_20146
OG0007393	YEAST01116	STRPU_21066
OG0007394	YEAST05998	STRPU_21854
OG0007395	YEAST00603	STRPU_08491
OG0007397	YEAST03512	STRPU_19337
OG0007399	YEAST02279	STRPU_17778
OG0007408	YEAST03401	STRPU_24473
OG0007409	YEAST05329	STRPU_24311
OG0007411	YEAST04399	STRPU_22952
OG0007412	YEAST04822	STRPU_17752
OG0007414	YEAST01970	STRPU_18143
OG0007415	YEAST01948	STRPU_25101
OG0007417	YEAST04175	STRPU_14291, STRPU_14275
OG0007419	YEAST02667	STRPU_08298
OG0007421	YEAST00762	STRPU_24065
OG0007424	YEAST05463	STRPU_08374
OG0007425	YEAST06135	STRPU_05795
OG0007427	YEAST00763	STRPU_09854
OG0007428	YEAST01536	STRPU_13290, STRPU_13297
OG0007431	YEAST00610	STRPU_23142
OG0007439	YEAST01063	STRPU_24469
OG0007442	YEAST03687	STRPU_18182
OG0007446	YEAST04647	STRPU_14393
OG0007451	YEAST02017	STRPU_09686
OG0007454	YEAST01359	STRPU_06713
OG0007456	YEAST00931	STRPU_01080, STRPU_24220
OG0007458	YEAST02196	STRPU_18410, STRPU_18444
OG0007460	YEAST04891	STRPU_21588
OG0007463	YEAST00394	STRPU_12572
OG0007466	YEAST00806	STRPU_02650, STRPU_16172, STRPU_02649, STRPU_16171
OG0007473	YEAST03408	STRPU_13248
OG0007478	YEAST02470	STRPU_18941, STRPU_15341
OG0007482	YEAST05783	STRPU_10921
OG0007483	YEAST01187	STRPU_26428
OG0007484	YEAST00517	STRPU_20892, STRPU_20855
OG0007488	YEAST04193	STRPU_04869
OG0007491	YEAST05032	STRPU_09776
OG0007495	YEAST04536	STRPU_25133
OG0007498	YEAST00593	STRPU_07477
OG0007499	YEAST03994	STRPU_20843, STRPU_20842, STRPU_20880
OG0007504	YEAST02642	STRPU_09266
OG0007508	YEAST05759	STRPU_19349
OG0007509	YEAST03229	STRPU_18472, STRPU_18429
OG0007528	YEAST02438	STRPU_20344
OG0007531	YEAST05725	STRPU_26815
OG0007591	YEAST02623	STRPU_24089
OG0007597	YEAST05244	STRPU_16840
OG0007605	YEAST04509	STRPU_21432, STRPU_21431
OG0007615	YEAST05127	STRPU_22841
OG0007618	YEAST02486	STRPU_17660, STRPU_02260
OG0007619	YEAST04342	STRPU_11082
OG0007622	YEAST01282	STRPU_23712
OG0007624	YEAST03901	STRPU_17423
OG0007645	YEAST05586	STRPU_08498
OG0007646	YEAST05572	STRPU_05885
OG0007648	YEAST03775	STRPU_25029
OG0007656	YEAST02935	STRPU_22735
OG0007657	YEAST01213	STRPU_11676
OG0007663	YEAST01133	STRPU_16698, STRPU_16669
OG0007673	YEAST04892	STRPU_07544, STRPU_00576
OG0007676	YEAST01965	STRPU_20181
OG0007685	YEAST00976	STRPU_21750, STRPU_21685
OG0007690	YEAST00054	STRPU_09461
OG0007692	YEAST05386	STRPU_08445
OG0007698	YEAST04526	STRPU_26351
OG0007701	YEAST04394	STRPU_02521, STRPU_15139
OG0007703	YEAST03290	STRPU_04278
OG0007704	YEAST01687	STRPU_24663
OG0007712	YEAST02916	STRPU_10119, STRPU_10045
OG0007722	YEAST06130	STRPU_27029
OG0007727	YEAST01129	STRPU_02375, STRPU_00445
OG0007739	YEAST04408	STRPU_02301, STRPU_17620
OG0007744	YEAST04303	STRPU_23575
OG0007749	YEAST02144	STRPU_22396
OG0007751	YEAST03046	STRPU_10275
OG0007754	YEAST03550	STRPU_10555
OG0007758	YEAST04336	STRPU_22297
OG0007760	YEAST02821	STRPU_07851
OG0007766	YEAST03772, YEAST02908	STRPU_09268
OG0007767	YEAST03177	STRPU_10899
OG0007769	YEAST02589	STRPU_08985
OG0007772	YEAST05211	STRPU_06020
OG0007773	YEAST05609	STRPU_06714
OG0007783	YEAST03579	STRPU_08382
OG0007784	YEAST01170	STRPU_13640, STRPU_02424
OG0007786	YEAST01347	STRPU_21038
OG0007787	YEAST03458	STRPU_21930
OG0007801	YEAST02556, YEAST00332	STRPU_08682
OG0007803	YEAST00818	STRPU_20812
OG0007810	YEAST06278	STRPU_23899
OG0007811	YEAST05686	STRPU_03731
OG0007816	YEAST00605	STRPU_11279, STRPU_11241
OG0007823	YEAST03887	STRPU_10202
OG0007825	YEAST05054	STRPU_22030
OG0007827	YEAST01279	STRPU_21248
OG0007829	YEAST02649	STRPU_24523
OG0007830	YEAST03594	STRPU_23024, STRPU_00898
OG0007831	YEAST03693	STRPU_09308
OG0007838	YEAST04312	STRPU_14725
OG0007840	YEAST02829	STRPU_07497
OG0007843	YEAST04794	STRPU_04967
OG0007848	YEAST03711	STRPU_17665, STRPU_02256
OG0007849	YEAST01915	STRPU_21446
OG0007850	YEAST01418	STRPU_11144
OG0007854	YEAST01377	STRPU_17077
OG0007858	YEAST03196	STRPU_10385
OG0007866	YEAST06036	STRPU_08484
OG0007912	YEAST04725	STRPU_15412
OG0007918	YEAST04092	STRPU_14375
OG0007941	YEAST03892	STRPU_07421
OG0007942	YEAST03545	STRPU_18585, STRPU_18624
OG0007943	YEAST03288	STRPU_17782
OG0007947	YEAST02420	STRPU_08214
OG0007958	YEAST01011	STRPU_23999
OG0007971	YEAST03990	STRPU_24401
OG0007975	YEAST01243	STRPU_10654, STRPU_10646
OG0007976	YEAST02259	STRPU_08167
OG0007978	YEAST01491	STRPU_00914, STRPU_23038
OG0007982	YEAST03186	STRPU_14540, STRPU_14543, STRPU_14544
OG0007986	YEAST01263	STRPU_27161
OG0007991	YEAST02341	STRPU_21578
OG0007993	YEAST00089	STRPU_20903, STRPU_20866
OG0007995	YEAST03463	STRPU_26083
OG0007996	YEAST04079	STRPU_14493
OG0007998	YEAST00688	STRPU_25023, STRPU_02658
OG0008008	YEAST02355	STRPU_09006
OG0008020	YEAST05433	STRPU_20510
OG0008030	YEAST00039	STRPU_15321
OG0008031	YEAST04719	STRPU_05008
OG0008038	YEAST05601	STRPU_23474
OG0008042	YEAST04557, YEAST00839	STRPU_14118, STRPU_13227, STRPU_13211
OG0008045	YEAST01345	STRPU_23375
OG0008053	YEAST05804	STRPU_12802
OG0008055	YEAST05224	STRPU_22383
OG0008056	YEAST04542	STRPU_23986
OG0008069	YEAST00959	STRPU_18561
OG0008072	YEAST00552	STRPU_10971
OG0008074	YEAST05664	STRPU_15529
OG0008079	YEAST03108	STRPU_10602
OG0008085	YEAST04107	STRPU_22984
OG0008091	YEAST06200	STRPU_14230, STRPU_14237
OG0008100	YEAST03959	STRPU_11576, STRPU_01365
OG0008103	YEAST05352	STRPU_21002
OG0008104	YEAST06240	STRPU_10201
OG0008105	YEAST03324	STRPU_20958
OG0008110	YEAST00121	STRPU_10554
OG0008111	YEAST06004, YEAST05693	STRPU_26446
OG0008115	YEAST05684, YEAST06009	STRPU_21414
OG0008122	YEAST01663	STRPU_08465
OG0008127	YEAST05342	STRPU_05706
OG0008136	YEAST02756	STRPU_25668
OG0008196	YEAST03623	STRPU_26395
OG0008201	YEAST01163	STRPU_22376
OG0008202	YEAST06186	STRPU_17834
OG0008208	YEAST04341	STRPU_23576
OG0008219	YEAST05754	STRPU_08830
OG0008244	YEAST04999	STRPU_08801
OG0008251	YEAST01472	STRPU_23045
OG0008254	YEAST04740	STRPU_27154
OG0008267	YEAST02722	STRPU_23302
OG0008273	YEAST00628	STRPU_11363
OG0008275	YEAST05358	STRPU_17151
OG0008281	YEAST01387	STRPU_20708
OG0008307	YEAST01285	STRPU_14474
OG0008323	YEAST05718	STRPU_06817
OG0008332	YEAST03366	STRPU_10364, STRPU_10363, STRPU_10362, STRPU_10361
OG0008339	YEAST03286	STRPU_24301
OG0008346	YEAST01382	STRPU_21445
OG0008348	YEAST03383	STRPU_20322
OG0008401	YEAST02115	STRPU_21916
OG0008403	YEAST01318	STRPU_01793, STRPU_18104
OG0008404	YEAST02842	STRPU_19488
OG0008416	YEAST05168	STRPU_26315
OG0008432	YEAST01317	STRPU_05661
OG0008524	YEAST02216	STRPU_14658
OG0008533	YEAST00770	STRPU_17230
OG0008540	YEAST02219	STRPU_22614
OG0008542	YEAST00506	STRPU_27159
OG0008546	YEAST03499	STRPU_25412
OG0008582	YEAST04883	STRPU_12911
OG0008601	YEAST03150	STRPU_05526, STRPU_05588
OG0008602	YEAST04166	STRPU_21540
OG0008620	YEAST00843	STRPU_27286
OG0008626	YEAST03306	STRPU_12902
OG0008645	YEAST05803	STRPU_25488
OG0008654	YEAST03590	STRPU_08923, STRPU_00623
OG0008664	YEAST05851	STRPU_20701
OG0008677	YEAST03567	STRPU_24381
OG0008680	YEAST02511	STRPU_10241
OG0008681	YEAST04884	STRPU_24546
OG0008685	YEAST00164	STRPU_20763
OG0008789	YEAST05903	STRPU_12679, STRPU_12691
OG0008794	YEAST01976, YEAST00168, YEAST00957	STRPU_05853
OG0008799	YEAST03377	STRPU_20418
OG0008816	YEAST01954	STRPU_27134
OG0008818	YEAST00271	STRPU_13112, STRPU_13113, STRPU_13088
OG0008823	YEAST03936	STRPU_14792
OG0008861	YEAST04983	STRPU_25594
