Orthogroup	YEAST	HUMAN
OG0004970	YEAST04414	HUMAN30327, HUMAN07693
OG0004971	YEAST05364	HUMAN16945
OG0004972	YEAST03511	HUMAN10713, HUMAN10712
OG0004975	YEAST00144, YEAST01994	HUMAN23277
OG0004976	YEAST05983	HUMAN24013
OG0004977	YEAST06017	HUMAN17976, HUMAN17975, HUMAN17974
OG0004979	YEAST06027	HUMAN02806, HUMAN02808, HUMAN02807
OG0004980	YEAST05221	HUMAN03123, HUMAN03072
OG0004981	YEAST03914, YEAST04639	HUMAN20596, HUMAN20595
OG0004982	YEAST03625	HUMAN29353
OG0004985	YEAST03498	HUMAN20484, HUMAN20483
OG0004988	YEAST05990	HUMAN19938
OG0004989	YEAST04576	HUMAN04327, HUMAN04328
OG0004990	YEAST04419	HUMAN22240
OG0004992	YEAST05627	HUMAN02241
OG0004996	YEAST04793	HUMAN20492
OG0004997	YEAST01342	HUMAN03772, HUMAN03771
OG0005002	YEAST05414	HUMAN14209, HUMAN14210, HUMAN14211
OG0005003	YEAST02467, YEAST00216	HUMAN11768
OG0005006	YEAST06096	HUMAN06825, HUMAN12769
OG0005007	YEAST03893	HUMAN21843, HUMAN07608
OG0005014	YEAST02538	HUMAN19726
OG0005015	YEAST01649, YEAST01932	HUMAN22775
OG0005038	YEAST02861	HUMAN30525, HUMAN22584, HUMAN30524
OG0005040	YEAST04778	HUMAN19381
OG0005047	YEAST01837	HUMAN10328
OG0005053	YEAST00680	HUMAN11762, HUMAN11763
OG0005055	YEAST02159	HUMAN16975
OG0005059	YEAST03737	HUMAN29338
OG0005067	YEAST06051	HUMAN02805
OG0005069	YEAST03130	HUMAN10354, HUMAN10353
OG0005073	YEAST00873	HUMAN24275
OG0005076	YEAST04563	HUMAN09672
OG0005081	YEAST03124	HUMAN12565
OG0005083	YEAST00678, YEAST05235	HUMAN25817
OG0005084	YEAST03782	HUMAN19679
OG0005085	YEAST06159	HUMAN06097, HUMAN06098, HUMAN06096
OG0005086	YEAST00205	HUMAN21032, HUMAN21033, HUMAN21034
OG0005087	YEAST00816	HUMAN01972
OG0005088	YEAST05769, YEAST03125	HUMAN14928
OG0005089	YEAST04644	HUMAN28933, HUMAN28932
OG0005090	YEAST00338	HUMAN21424, HUMAN21490, HUMAN10465
OG0005091	YEAST05089	HUMAN07508
OG0005093	YEAST01810	HUMAN25442
OG0005095	YEAST04437	HUMAN11316, HUMAN11318, HUMAN11317
OG0005096	YEAST00667	HUMAN10193
OG0005097	YEAST05071	HUMAN20169
OG0005099	YEAST01396	HUMAN20122
OG0005100	YEAST02389	HUMAN13754
OG0005104	YEAST05248	HUMAN11571, HUMAN11572
OG0005106	YEAST06065, YEAST00421	HUMAN07502
OG0005107	YEAST06099	HUMAN26925, HUMAN26926
OG0005109	YEAST05204, YEAST00612	HUMAN06621, HUMAN06622
OG0005111	YEAST06212, YEAST04032	HUMAN00236, HUMAN00239
OG0005114	YEAST02131	HUMAN18500
OG0005117	YEAST06050	HUMAN21785, HUMAN21783
OG0005121	YEAST02052	HUMAN06487
OG0005124	YEAST04099	HUMAN18707, HUMAN08754
OG0005130	YEAST03863	HUMAN22354, HUMAN22352
OG0005139	YEAST04015	HUMAN01482
OG0005142	YEAST03890	HUMAN23471, HUMAN23456
OG0005143	YEAST00443	HUMAN21848
OG0005144	YEAST04065	HUMAN01316
OG0005146	YEAST02971	HUMAN19163
OG0005149	YEAST03025, YEAST02738	HUMAN02089
OG0005151	YEAST03382	HUMAN21926
OG0005152	YEAST00847	HUMAN06776
OG0005157	YEAST02981	HUMAN12761, HUMAN12762
OG0005160	YEAST06113	HUMAN22191
OG0005164	YEAST06283	HUMAN24908, HUMAN24906
OG0005167	YEAST03924	HUMAN15314, HUMAN16349
OG0005168	YEAST06272	HUMAN18745
OG0005169	YEAST00459	HUMAN08779, HUMAN08780, HUMAN08778
OG0005175	YEAST05445	HUMAN04871
OG0005176	YEAST00218	HUMAN19721
OG0005178	YEAST04497	HUMAN27455, HUMAN27454, HUMAN27456
OG0005179	YEAST05659	HUMAN22336
OG0005183	YEAST05308	HUMAN04180
OG0005184	YEAST00492	HUMAN29606, HUMAN16438
OG0005187	YEAST05234	HUMAN20362, HUMAN20363
OG0005188	YEAST01554	HUMAN17600
OG0005191	YEAST00993	HUMAN23392
OG0005192	YEAST05720	HUMAN00906, HUMAN00907
OG0005194	YEAST04086	HUMAN24301, HUMAN24299, HUMAN24300
OG0005196	YEAST01388	HUMAN03938, HUMAN30702, HUMAN03940, HUMAN03941, HUMAN03939
OG0005198	YEAST00327	HUMAN16345
OG0005200	YEAST01016	HUMAN05886
OG0005201	YEAST00082	HUMAN02393
OG0005203	YEAST02207	HUMAN03451, HUMAN03452
OG0005204	YEAST01178	HUMAN29234
OG0005205	YEAST01046	HUMAN26211, HUMAN26210
OG0005208	YEAST01429	HUMAN12360, HUMAN12361
OG0005212	YEAST06147	HUMAN09850, HUMAN09848, HUMAN09853, HUMAN09854
OG0005220	YEAST04357	HUMAN10456, HUMAN10457
OG0005221	YEAST03209	HUMAN17144
OG0005222	YEAST05518	HUMAN11330
OG0005224	YEAST06324	HUMAN08364, HUMAN08363
OG0005225	YEAST05094	HUMAN06789, HUMAN06788
OG0005227	YEAST05529	HUMAN05258, HUMAN05259, HUMAN05260
OG0005228	YEAST05916	HUMAN30063, HUMAN30064
OG0005229	YEAST04766	HUMAN23450, HUMAN30077
OG0005231	YEAST02681	HUMAN14448, HUMAN14449
OG0005233	YEAST00564	HUMAN00385
OG0005237	YEAST05398	HUMAN04959
OG0005238	YEAST00351	HUMAN29345, HUMAN29344
OG0005239	YEAST04499	HUMAN08677, HUMAN08676
OG0005240	YEAST03058	HUMAN06639, HUMAN13121, HUMAN06640
OG0005244	YEAST06021	HUMAN24753
OG0005247	YEAST06314	HUMAN23178
OG0005249	YEAST03446	HUMAN29468, HUMAN29469
OG0005251	YEAST00934	HUMAN25310
OG0005254	YEAST00814	HUMAN13207
OG0005259	YEAST04276	HUMAN21453, HUMAN02871
OG0005261	YEAST01831	HUMAN25190
OG0005262	YEAST05458	HUMAN00241
OG0005264	YEAST03506	HUMAN26543
OG0005267	YEAST03513	HUMAN28976, HUMAN17067, HUMAN17064
OG0005269	YEAST03314	HUMAN21459
OG0005273	YEAST04916	HUMAN30394
OG0005275	YEAST03695	HUMAN20998
OG0005277	YEAST04186	HUMAN08666
OG0005279	YEAST05219	HUMAN11279
OG0005280	YEAST00305	HUMAN03699
OG0005281	YEAST05694	HUMAN24049, HUMAN24050, HUMAN22176
OG0005285	YEAST03115	HUMAN19976
OG0005289	YEAST03438	HUMAN16533
OG0005292	YEAST01718	HUMAN18207
OG0005293	YEAST03033	HUMAN21751
OG0005294	YEAST01981	HUMAN23286
OG0005298	YEAST03696	HUMAN05061
OG0005299	YEAST00788	HUMAN11407, HUMAN11408
OG0005300	YEAST04941	HUMAN26785, HUMAN26786, HUMAN26784
OG0005304	YEAST05397	HUMAN29305
OG0005309	YEAST03670	HUMAN17086, HUMAN17087
OG0005312	YEAST05201, YEAST04689	HUMAN21117
OG0005314	YEAST05231, YEAST01835	HUMAN19583
OG0005316	YEAST02690	HUMAN28377, HUMAN28376
OG0005317	YEAST03232	HUMAN29737
OG0005318	YEAST02932	HUMAN05092, HUMAN05091
OG0005319	YEAST00507	HUMAN25259
OG0005323	YEAST01809	HUMAN28834
OG0005324	YEAST02894	HUMAN01217
OG0005326	YEAST02113	HUMAN05277, HUMAN24541, HUMAN24542
OG0005360	YEAST05037	HUMAN09939
OG0005365	YEAST00555	HUMAN22817, HUMAN22816
OG0005366	YEAST05488	HUMAN04798, HUMAN04797
OG0005370	YEAST06092	HUMAN19300
OG0005371	YEAST06170	HUMAN23572
OG0005373	YEAST05422	HUMAN10707
OG0005374	YEAST05714	HUMAN25436, HUMAN25437
OG0005375	YEAST03962	HUMAN12844, HUMAN12845, HUMAN12842, HUMAN12843, HUMAN12847
OG0005379	YEAST03216	HUMAN10413, HUMAN10414
OG0005390	YEAST03532	HUMAN00845
OG0005391	YEAST02166	HUMAN11086, HUMAN11085
OG0005393	YEAST04280	HUMAN20777
OG0005394	YEAST00853	HUMAN20773
OG0005396	YEAST05100	HUMAN29690
OG0005399	YEAST03052	HUMAN11895, HUMAN11893, HUMAN11894
OG0005402	YEAST00454, YEAST00455	HUMAN21695
OG0005403	YEAST03894	HUMAN09520, HUMAN09521, HUMAN09519
OG0005406	YEAST00801	HUMAN05586
OG0005409	YEAST01305	HUMAN11311, HUMAN11313, HUMAN11312
OG0005412	YEAST00286	HUMAN18057
OG0005413	YEAST00212	HUMAN09646
OG0005417	YEAST02517	HUMAN10286
OG0005422	YEAST00744	HUMAN18740, HUMAN18741
OG0005430	YEAST02046	HUMAN11514
OG0005431	YEAST00653	HUMAN28182, HUMAN28181
OG0005432	YEAST00083	HUMAN11728
OG0005433	YEAST00126	HUMAN13901
OG0005435	YEAST02973	HUMAN18269, HUMAN18266
OG0005437	YEAST04554	HUMAN04968, HUMAN04969
OG0005438	YEAST03985	HUMAN02056, HUMAN02054, HUMAN02055
OG0005439	YEAST00480, YEAST02388	HUMAN25547
OG0005446	YEAST02856	HUMAN25799, HUMAN25798, HUMAN25796
OG0005448	YEAST00061	HUMAN22676
OG0005451	YEAST02174	HUMAN13650
OG0005455	YEAST01906	HUMAN27278
OG0005464	YEAST03289	HUMAN08218
OG0005465	YEAST02925	HUMAN08482
OG0005466	YEAST04413	HUMAN06485
OG0005468	YEAST03549	HUMAN07963, HUMAN07962
OG0005469	YEAST03750	HUMAN07940, HUMAN07939
OG0005470	YEAST05805	HUMAN17252
OG0005471	YEAST02704	HUMAN26332, HUMAN26333
OG0005474	YEAST05625	HUMAN25887, HUMAN25888, HUMAN25886
OG0005476	YEAST00929	HUMAN20347
OG0005479	YEAST06140	HUMAN11181, HUMAN11178, HUMAN11180, HUMAN11179
OG0005481	YEAST02988	HUMAN30059, HUMAN30060, HUMAN30058
OG0005482	YEAST06080	HUMAN15519, HUMAN15522
OG0005484	YEAST05993	HUMAN22966, HUMAN22967
OG0005488	YEAST02834	HUMAN07165
OG0005489	YEAST02006	HUMAN12506, HUMAN12507
OG0005490	YEAST02289	HUMAN17687
OG0005493	YEAST03669	HUMAN17260, HUMAN17261
OG0005495	YEAST04982	HUMAN05469
OG0005498	YEAST02944	HUMAN28962
OG0005499	YEAST00316	HUMAN18664
OG0005503	YEAST01883	HUMAN02009, HUMAN02008
OG0005504	YEAST02859	HUMAN15484, HUMAN15486, HUMAN15485
OG0005508	YEAST05735	HUMAN20653
OG0005511	YEAST04889	HUMAN00955, HUMAN00953, HUMAN00954
OG0005514	YEAST00756	HUMAN29248
OG0005524	YEAST04752	HUMAN29953, HUMAN12213, HUMAN29888
OG0005527	YEAST05177	HUMAN20299
OG0005531	YEAST02508	HUMAN26945
OG0005533	YEAST05670	HUMAN07059
OG0005535	YEAST03305	HUMAN26365, HUMAN26368, HUMAN26367
OG0005537	YEAST00932	HUMAN00759
OG0005539	YEAST01881	HUMAN00714
OG0005540	YEAST04214	HUMAN23164
OG0005545	YEAST06273	HUMAN23563, HUMAN23562, HUMAN23561
OG0005554	YEAST01003	HUMAN11432
OG0005556	YEAST01807	HUMAN29186
OG0005559	YEAST02680	HUMAN00679
OG0005560	YEAST01996	HUMAN19196
OG0005561	YEAST05048	HUMAN19178
OG0005562	YEAST02317	HUMAN05525
OG0005563	YEAST03552	HUMAN07843
OG0005564	YEAST02525	HUMAN29279
OG0005566	YEAST02934	HUMAN07141
OG0005569	YEAST01288	HUMAN04245, HUMAN04246
OG0005570	YEAST05155	HUMAN07692, HUMAN07691
OG0005572	YEAST04844	HUMAN28491, HUMAN07779
OG0005573	YEAST00059	HUMAN04233, HUMAN04231, HUMAN04228, HUMAN04230, HUMAN04229
OG0005574	YEAST02083	HUMAN09912, HUMAN09910, HUMAN09913, HUMAN09911
OG0005575	YEAST02256	HUMAN25280, HUMAN25279, HUMAN25282, HUMAN25281
OG0005580	YEAST03612	HUMAN14361
OG0005582	YEAST06134	HUMAN08368
OG0005584	YEAST03140, YEAST03524	HUMAN13945, HUMAN13946
OG0005586	YEAST00364	HUMAN28853, HUMAN01786
OG0005589	YEAST06142	HUMAN17870
OG0005590	YEAST05462	HUMAN07833
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	HUMAN14984, HUMAN14983
OG0005594	YEAST04980	HUMAN28073
OG0005595	YEAST01803	HUMAN25322, HUMAN25321
OG0005597	YEAST02753	HUMAN07822
OG0005598	YEAST01870	HUMAN09812, HUMAN09813, HUMAN09809
OG0005599	YEAST01798	HUMAN20948
OG0005600	YEAST00206	HUMAN29943
OG0005604	YEAST03276	HUMAN17401
OG0005605	YEAST01083	HUMAN22576
OG0005613	YEAST02714	HUMAN17021
OG0005617	YEAST02068	HUMAN01109, HUMAN28473
OG0005618	YEAST04830	HUMAN28863
OG0005620	YEAST04915	HUMAN21474, HUMAN26977
OG0005622	YEAST05142	HUMAN18672
OG0005623	YEAST01590	HUMAN02112
OG0005626	YEAST02896	HUMAN26452
OG0005632	YEAST01025	HUMAN16849
OG0005636	YEAST04250, YEAST02533	HUMAN03886
OG0005641	YEAST05413	HUMAN02669, HUMAN02668
OG0005643	YEAST05368	HUMAN00221, HUMAN00220
OG0005645	YEAST03386	HUMAN16776
OG0005649	YEAST03683	HUMAN21368
OG0005652	YEAST02748	HUMAN01359
OG0005656	YEAST05558	HUMAN17281
OG0005660	YEAST04813	HUMAN12094, HUMAN12095, HUMAN12093
OG0005665	YEAST05074	HUMAN14349, HUMAN28794, HUMAN28795
OG0005681	YEAST01514	HUMAN00107, HUMAN00106
OG0005694	YEAST02311	HUMAN09804, HUMAN09803, HUMAN09802, HUMAN09805
OG0005701	YEAST03349	HUMAN03113
OG0005702	YEAST02337	HUMAN05428
OG0005703	YEAST00484	HUMAN29507
OG0005707	YEAST01682	HUMAN14525, HUMAN14524
OG0005715	YEAST05111	HUMAN28793
OG0005719	YEAST01866	HUMAN00420
OG0005723	YEAST05629	HUMAN20886
OG0005724	YEAST03029	HUMAN23859, HUMAN23858
OG0005728	YEAST03877	HUMAN19135, HUMAN19134
OG0005729	YEAST04879	HUMAN25462, HUMAN25463
OG0005731	YEAST04127	HUMAN12154, HUMAN12153
OG0005732	YEAST05411, YEAST00067	HUMAN10297
OG0005734	YEAST03845	HUMAN00365
OG0005747	YEAST02338	HUMAN00226
OG0005749	YEAST00550	HUMAN06837
OG0005750	YEAST05318	HUMAN24141
OG0005758	YEAST03970	HUMAN21743
OG0005764	YEAST03256	HUMAN04102
OG0005769	YEAST05614	HUMAN02137
OG0005774	YEAST01218	HUMAN06315, HUMAN06314
OG0005775	YEAST04199	HUMAN20242
OG0005779	YEAST03322	HUMAN26255
OG0005783	YEAST04090	HUMAN18617
OG0005784	YEAST06131	HUMAN03494, HUMAN03493
OG0005787	YEAST03651	HUMAN09566
OG0005789	YEAST06245	HUMAN11351
OG0005790	YEAST01022	HUMAN16973
OG0005792	YEAST02379	HUMAN04756, HUMAN04755
OG0005793	YEAST03437	HUMAN02603
OG0005794	YEAST03999	HUMAN26157
OG0005796	YEAST02169	HUMAN17241, HUMAN17242
OG0005797	YEAST04949	HUMAN24259, HUMAN24258, HUMAN24261, HUMAN24260
OG0005799	YEAST05573	HUMAN04889
OG0005800	YEAST03278	HUMAN20575
OG0005801	YEAST00340	HUMAN28148, HUMAN28150, HUMAN28149
OG0005803	YEAST05968	HUMAN29621, HUMAN29620
OG0005805	YEAST01806	HUMAN11786
OG0005807	YEAST01275	HUMAN19470, HUMAN19481
OG0005811	YEAST01007	HUMAN25063
OG0005812	YEAST06095, YEAST02696, YEAST03626	HUMAN04715
OG0005814	YEAST01475	HUMAN28461
OG0005815	YEAST03739	HUMAN07357, HUMAN07358, HUMAN07359
OG0005819	YEAST04896	HUMAN14639
OG0005823	YEAST01415	HUMAN12262, HUMAN12261
OG0005828	YEAST00547	HUMAN07210, HUMAN07209, HUMAN07211
OG0005831	YEAST05339	HUMAN13302
OG0005832	YEAST00468	HUMAN11417, HUMAN11415
OG0005835	YEAST01714	HUMAN06641
OG0005837	YEAST02139	HUMAN14796, HUMAN14797, HUMAN14795
OG0005842	YEAST02254	HUMAN19131
OG0005843	YEAST02236	HUMAN27874
OG0005845	YEAST00903	HUMAN11736
OG0005848	YEAST01451, YEAST02858	HUMAN12726, HUMAN12725
OG0005849	YEAST01002	HUMAN17993, HUMAN17992, HUMAN17991, HUMAN17990
OG0005850	YEAST01618	HUMAN00822
OG0005860	YEAST01211	HUMAN28799, HUMAN28798
OG0005864	YEAST04171	HUMAN26271, HUMAN26272
OG0005865	YEAST02036	HUMAN05412, HUMAN00325
OG0005866	YEAST02662, YEAST00926, YEAST05389	HUMAN09287
OG0005869	YEAST04361	HUMAN18879
OG0005872	YEAST00119	HUMAN25988
OG0005874	YEAST05241	HUMAN18205, HUMAN18204
OG0005880	YEAST00456	HUMAN21082, HUMAN21083
OG0005886	YEAST01320	HUMAN08656, HUMAN08655
OG0005887	YEAST02429, YEAST01660	HUMAN10938, HUMAN10937
OG0005888	YEAST01289, YEAST02921	HUMAN14602, HUMAN14601
OG0005889	YEAST02568	HUMAN30596, HUMAN30597
OG0005893	YEAST05434	HUMAN07723
OG0005897	YEAST04730	HUMAN28934, HUMAN28935
OG0005898	YEAST04411	HUMAN15791, HUMAN15792
OG0005899	YEAST01832	HUMAN15102, HUMAN15101
OG0005901	YEAST04462	HUMAN11352
OG0005902	YEAST03800	HUMAN28008
OG0005906	YEAST01796	HUMAN17806
OG0005909	YEAST01623	HUMAN15058
OG0005919	YEAST06039	HUMAN02147
OG0005921	YEAST01856	HUMAN21169
OG0005922	YEAST03364	HUMAN21472, HUMAN21471
OG0005928	YEAST02001	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021
OG0005931	YEAST04950	HUMAN10003, HUMAN10001, HUMAN10002
OG0005932	YEAST02495	HUMAN02887
OG0005933	YEAST05705	HUMAN04904, HUMAN04903
OG0005936	YEAST03224	HUMAN05060, HUMAN05059
OG0005940	YEAST04035	HUMAN09306, HUMAN09307
OG0005943	YEAST00579	HUMAN20274, HUMAN20273
OG0005944	YEAST01316	HUMAN25114
OG0005946	YEAST05608	HUMAN29857
OG0005949	YEAST06253	HUMAN07213
OG0005952	YEAST03507	HUMAN26262
OG0005954	YEAST01233	HUMAN11144
OG0005955	YEAST00616	HUMAN27559, HUMAN27556, HUMAN27557, HUMAN27558
OG0005960	YEAST04608	HUMAN22222
OG0005961	YEAST00672	HUMAN20444, HUMAN20443
OG0005965	YEAST02033	HUMAN22249
OG0005966	YEAST04113	HUMAN10284
OG0005968	YEAST05417	HUMAN19242, HUMAN19241, HUMAN13818
OG0005969	YEAST04558, YEAST04559	HUMAN25091
OG0005970	YEAST05328	HUMAN01307
OG0005974	YEAST06068	HUMAN02132
OG0005976	YEAST02136	HUMAN18021
OG0005978	YEAST01891	HUMAN12549, HUMAN12548
OG0005980	YEAST06132	HUMAN25057
OG0005984	YEAST04078, YEAST01479	HUMAN23298, HUMAN23297
OG0005985	YEAST00726	HUMAN28784, HUMAN28783
OG0005986	YEAST02056	HUMAN04923
OG0005987	YEAST05748	HUMAN17615, HUMAN30224
OG0005989	YEAST04850	HUMAN04205
OG0005991	YEAST06034	HUMAN27054, HUMAN27055
OG0005993	YEAST04496	HUMAN24934
OG0005995	YEAST01813	HUMAN25085, HUMAN25084
OG0005996	YEAST02670	HUMAN28222, HUMAN28223
OG0005998	YEAST04034	HUMAN19908, HUMAN19909
OG0006001	YEAST02335	HUMAN09832, HUMAN09831
OG0006003	YEAST05889	HUMAN14618
OG0006005	YEAST05024	HUMAN24132
OG0006011	YEAST02553	HUMAN13059, HUMAN13057, HUMAN13058
OG0006031	YEAST00879	HUMAN09397, HUMAN09398, HUMAN09399, HUMAN23463, HUMAN23457, HUMAN23465, HUMAN23459, HUMAN23458, HUMAN23464
OG0006059	YEAST03490	HUMAN28374
OG0006063	YEAST00475	HUMAN23816
OG0006064	YEAST03138	HUMAN23900, HUMAN23901
OG0006065	YEAST06018	HUMAN23399
OG0006069	YEAST00670	HUMAN26614, HUMAN26615
OG0006071	YEAST02732	HUMAN29164, HUMAN29166, HUMAN29165
OG0006072	YEAST03317	HUMAN17123, HUMAN17124
OG0006073	YEAST06328	HUMAN15872, HUMAN15873, HUMAN15874
OG0006074	YEAST00045	HUMAN08735
OG0006079	YEAST05794	HUMAN10020
OG0006084	YEAST02308	HUMAN22958, HUMAN22957
OG0006087	YEAST02260	HUMAN09228, HUMAN09229
OG0006090	YEAST03852	HUMAN02549, HUMAN02551
OG0006095	YEAST03334	HUMAN14590, HUMAN14591
OG0006096	YEAST03331	HUMAN07332
OG0006098	YEAST06192	HUMAN24463
OG0006103	YEAST01110	HUMAN25641, HUMAN25642
OG0006104	YEAST03697	HUMAN13307, HUMAN13306
OG0006106	YEAST00295	HUMAN01288
OG0006113	YEAST06164	HUMAN27782
OG0006114	YEAST05960	HUMAN20879, HUMAN20880, HUMAN20878
OG0006115	YEAST01346	HUMAN25466
OG0006116	YEAST05770	HUMAN04926
OG0006117	YEAST05899	HUMAN13387
OG0006122	YEAST05199	HUMAN12964, HUMAN12963
OG0006127	YEAST04711	HUMAN11301
OG0006134	YEAST00416	HUMAN23158, HUMAN23157
OG0006135	YEAST00161	HUMAN03432
OG0006136	YEAST05740	HUMAN22424, HUMAN17420
OG0006140	YEAST05182	HUMAN26387
OG0006141	YEAST02626	HUMAN09892
OG0006144	YEAST04770	HUMAN04932
OG0006145	YEAST01394	HUMAN00147
OG0006147	YEAST05179	HUMAN23565, HUMAN01348
OG0006149	YEAST05979	HUMAN08668, HUMAN08667
OG0006152	YEAST03796	HUMAN25623
OG0006155	YEAST04800	HUMAN01881, HUMAN01880
OG0006156	YEAST00437	HUMAN26659
OG0006159	YEAST06098	HUMAN18627
OG0006160	YEAST01548	HUMAN02882
OG0006161	YEAST04301	HUMAN26115, HUMAN26114, HUMAN26113
OG0006168	YEAST01411	HUMAN14603
OG0006169	YEAST02933	HUMAN05182
OG0006176	YEAST03164	HUMAN15034
OG0006177	YEAST01871, YEAST01295	HUMAN04270, HUMAN04269
OG0006180	YEAST00504	HUMAN14035
OG0006181	YEAST02419	HUMAN15352
OG0006185	YEAST05986	HUMAN27818
OG0006186	YEAST01010	HUMAN21213, HUMAN21214
OG0006188	YEAST05311	HUMAN28717
OG0006189	YEAST00844, YEAST06269	HUMAN20704
OG0006191	YEAST02336	HUMAN23679
OG0006192	YEAST06153	HUMAN17512
OG0006196	YEAST03954	HUMAN21725
OG0006199	YEAST06121	HUMAN10536
OG0006200	YEAST05079	HUMAN23006, HUMAN23007, HUMAN23008
OG0006202	YEAST00362	HUMAN08134, HUMAN08133
OG0006204	YEAST02271	HUMAN18056
OG0006209	YEAST04555	HUMAN23230, HUMAN23231
OG0006210	YEAST00201	HUMAN23180
OG0006213	YEAST03554	HUMAN21555
OG0006214	YEAST04089	HUMAN07072
OG0006216	YEAST01089	HUMAN14806
OG0006217	YEAST00809	HUMAN22494
OG0006224	YEAST02751, YEAST03048	HUMAN00219
OG0006225	YEAST04875	HUMAN25075
OG0006227	YEAST00128	HUMAN17359
OG0006229	YEAST00143	HUMAN22948
OG0006230	YEAST03869	HUMAN17688
OG0006233	YEAST04247	HUMAN21229, HUMAN21231
OG0006237	YEAST02126	HUMAN00401
OG0006240	YEAST04649	HUMAN29061
OG0006245	YEAST05732	HUMAN18087
OG0006247	YEAST04977	HUMAN23517
OG0006249	YEAST00821	HUMAN11927
OG0006250	YEAST05424	HUMAN23876
OG0006251	YEAST04963	HUMAN12332
OG0006255	YEAST03350	HUMAN03423
OG0006258	YEAST05637	HUMAN14002
OG0006259	YEAST05672	HUMAN28344
OG0006260	YEAST04100	HUMAN20497
OG0006263	YEAST02521	HUMAN14070, HUMAN14069, HUMAN14068
OG0006269	YEAST03069	HUMAN20430
OG0006271	YEAST00375	HUMAN17447, HUMAN17446
OG0006275	YEAST06102	HUMAN02519
OG0006277	YEAST02811	HUMAN12336, HUMAN12337
OG0006279	YEAST04402	HUMAN19507
OG0006280	YEAST04541	HUMAN25747
OG0006281	YEAST04979	HUMAN00064, HUMAN00065
OG0006282	YEAST01445	HUMAN14206, HUMAN14207
OG0006283	YEAST00229	HUMAN02975
OG0006284	YEAST04213	HUMAN14241
OG0006288	YEAST02860	HUMAN07138
OG0006289	YEAST06209	HUMAN21130
OG0006293	YEAST05380	HUMAN07177
OG0006294	YEAST04000	HUMAN08808
OG0006295	YEAST05360	HUMAN26422
OG0006302	YEAST01852	HUMAN09795, HUMAN09794
OG0006306	YEAST00230	HUMAN00547
OG0006311	YEAST01145	HUMAN06167
OG0006313	YEAST02392	HUMAN00601, HUMAN00602, HUMAN00603
OG0006315	YEAST00489	HUMAN17337
OG0006317	YEAST02082	HUMAN01667, HUMAN01666, HUMAN01665
OG0006317	YEAST00130	HUMAN01668
OG0006319	YEAST01135	HUMAN04099
OG0006320	YEAST04478	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006322	YEAST00815	HUMAN20861
OG0006329	YEAST01245	HUMAN17356
OG0006332	YEAST06042	HUMAN04311
OG0006334	YEAST00864	HUMAN14773
OG0006335	YEAST02588	HUMAN06483, HUMAN06484
OG0006339	YEAST06286	HUMAN07408, HUMAN07407
OG0006340	YEAST00922, YEAST05387	HUMAN03191
OG0006341	YEAST01452	HUMAN14510
OG0006344	YEAST01465	HUMAN28604
OG0006347	YEAST03436	HUMAN06637
OG0006349	YEAST05233	HUMAN28443, HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	YEAST00452	HUMAN23687, HUMAN23686, HUMAN23685
OG0006357	YEAST02650	HUMAN18357
OG0006360	YEAST01556	HUMAN06791
OG0006362	YEAST05722	HUMAN00550
OG0006370	YEAST02350	HUMAN27328
OG0006372	YEAST05423	HUMAN05301
OG0006375	YEAST05198	HUMAN10310, HUMAN10309
OG0006377	YEAST04974	HUMAN23254
OG0006378	YEAST01924	HUMAN22618
OG0006381	YEAST01058	HUMAN06920, HUMAN30425, HUMAN06919
OG0006382	YEAST03313	HUMAN08590, HUMAN08589
OG0006385	YEAST04806	HUMAN04983
OG0006387	YEAST05324	HUMAN19461, HUMAN19462, HUMAN00501
OG0006389	YEAST02409	HUMAN29747, HUMAN25835
OG0006390	YEAST00339	HUMAN02874, HUMAN02872, HUMAN02873
OG0006392	YEAST01246	HUMAN01485
OG0006395	YEAST03605	HUMAN18810, HUMAN18809, HUMAN18808
OG0006396	YEAST02453	HUMAN28914, HUMAN14081
OG0006398	YEAST04420, YEAST03553	HUMAN01047, HUMAN01046
OG0006407	YEAST02250	HUMAN21252, HUMAN15339, HUMAN15338
OG0006416	YEAST00023	HUMAN23194
OG0006447	YEAST03459	HUMAN29322, HUMAN29323
OG0006448	YEAST00505, YEAST04285	HUMAN23211
OG0006449	YEAST02458	HUMAN28069
OG0006456	YEAST06224	HUMAN14116, HUMAN14117, HUMAN14118
OG0006459	YEAST00972, YEAST00245	HUMAN09471
OG0006461	YEAST05346	HUMAN20951
OG0006462	YEAST01838	HUMAN20252
OG0006464	YEAST05965	HUMAN30209, HUMAN22027
OG0006465	YEAST01875	HUMAN02673
OG0006470	YEAST01306	HUMAN22261
OG0006474	YEAST03988	HUMAN19727
OG0006475	YEAST06223, YEAST00349	HUMAN26136
OG0006476	YEAST00315	HUMAN07555, HUMAN07556
OG0006479	YEAST05669	HUMAN00009
OG0006481	YEAST06165	HUMAN05570, HUMAN20279
OG0006488	YEAST02614	HUMAN15844
OG0006498	YEAST02291	HUMAN29984
