Orthogroup	YEAST	HELIO_ok
OG0009118	YEAST03618	HELIO_12118, HELIO_12117
OG0009165	YEAST05085, YEAST01742	HELIO_10133
OG0009166	YEAST03055	HELIO_09927
OG0009172	YEAST02854	HELIO_02171
OG0009315	YEAST04722	HELIO_05387
OG0009361	YEAST02727	HELIO_08406
OG0009394	YEAST04927	HELIO_05975
OG0009396	YEAST03896	HELIO_10852
OG0009451	YEAST05755, YEAST04763	HELIO_12517
OG0009472	YEAST01737	HELIO_01253
OG0009497	YEAST03830	HELIO_02474
OG0009555	YEAST03831	HELIO_09214
OG0009582	YEAST04984	HELIO_12074
OG0009590	YEAST02138	HELIO_01605
OG0009649	YEAST01825	HELIO_09220
OG0009892	YEAST01082	HELIO_02663
OG0009920	YEAST05355	HELIO_01466
OG0010229	YEAST00880, YEAST04666, YEAST04383	HELIO_10010
OG0010481	YEAST01854	HELIO_07807
OG0010491	YEAST04603	HELIO_12675
OG0010841	YEAST05695	HELIO_09720
OG0010858	YEAST04030, YEAST05272	HELIO_00513
OG0010930	YEAST02641	HELIO_00198, HELIO_02080
OG0010980	YEAST00370	HELIO_04970
OG0011272	YEAST04075	HELIO_06780
OG0011734	YEAST04911	HELIO_12475
OG0011737	YEAST00219	HELIO_12297
OG0012188	YEAST02442	HELIO_10490
OG0012364	YEAST01364	HELIO_08512
OG0012922	YEAST02277	HELIO_10215
OG0013796	YEAST05401	HELIO_04469
OG0015999	YEAST05348, YEAST04920	HELIO_09632, HELIO_09633
OG0017286	YEAST01130	HELIO_08999
OG0030884	YEAST01229	HELIO_07689
