Orthogroup	YEAST	OWEFU
OG0004396	YEAST01668	OFUSG21440.1.p1
OG0004400	YEAST03238, YEAST03731	OFUSG13116.1.p1
OG0004401	YEAST04219	OFUSG17102.1.p1
OG0004404	YEAST00833, YEAST00883	OFUSG13040.1.p1
OG0004417	YEAST03358	OFUSG21036.1.p1
OG0004425	YEAST04958	OFUSG04544.1.p1
OG0004426	YEAST01028	OFUSG14933.1.p1
OG0004460	YEAST06162	OFUSG04747.1.p1
OG0004462	YEAST03397	OFUSG14517.1.p1
OG0004468	YEAST04439	OFUSG15364.1.p1
OG0004472	YEAST06199	OFUSG19542.1.p1
OG0004479	YEAST00474	OFUSG05226.1.p1
OG0004484	YEAST01989	OFUSG23258.1.p1
OG0004486	YEAST00968	OFUSG20259.1.p1
OG0004489	YEAST03700	OFUSG19255.1.p1
OG0004490	YEAST02887	OFUSG01069.1.p1
OG0004492	YEAST05415, YEAST01368	OFUSG22257.1.p1
OG0004494	YEAST03738	OFUSG10248.1.p1
OG0004495	YEAST00946	OFUSG08418.1.p1
OG0004498	YEAST02716	OFUSG20779.1.p1
OG0004500	YEAST04651	OFUSG17190.1.p1
OG0004503	YEAST02385	OFUSG03545.1.p1
OG0004505	YEAST01701	OFUSG24304.1.p1
OG0004506	YEAST06061	OFUSG10629.1.p1
OG0004507	YEAST04994	OFUSG09055.1.p1
OG0004512	YEAST01510	OFUSG12443.1.p2, OFUSG12440.1.p1
OG0004513	YEAST04235	OFUSG26259.1.p1
OG0004515	YEAST05737	OFUSG06070.1.p1
OG0004519	YEAST01596	OFUSG19459.1.p1, OFUSG19459.2.p1
OG0004520	YEAST06001, YEAST05696	OFUSG14215.1.p1
OG0004525	YEAST03937	OFUSG21962.1.p1
OG0004526	YEAST02603	OFUSG25412.1.p1
OG0004529	YEAST03981	OFUSG13290.1.p1
OG0004535	YEAST02221	OFUSG11409.1.p1
OG0004538	YEAST02750	OFUSG25281.1.p1
OG0004542	YEAST04816, YEAST04623	OFUSG25591.2.p1, OFUSG25591.1.p1
OG0004545	YEAST02071	OFUSG23646.1.p1, OFUSG23649.1.p1
OG0004546	YEAST04485	OFUSG26604.1.p1
OG0004551	YEAST00426	OFUSG16193.2.p1, OFUSG16193.1.p1, OFUSG16195.1.p1, OFUSG16195.2.p1
OG0004554	YEAST04172	OFUSG07017.1.p1
OG0004559	YEAST04428	OFUSG09948.1.p1
OG0004563	YEAST04325	OFUSG01035.1.p1
OG0004566	YEAST02192	OFUSG17189.1.p1
OG0004567	YEAST05747	OFUSG13070.1.p1
OG0004571	YEAST02127	OFUSG26032.1.p1, OFUSG26032.2.p1
OG0004573	YEAST00677	OFUSG14867.1.p1
OG0004577	YEAST02283	OFUSG05229.1.p1
OG0004579	YEAST00134	OFUSG19362.1.p1
OG0004581	YEAST03583, YEAST04618	OFUSG26863.1.p1, OFUSG26863.2.p1
OG0004582	YEAST04377	OFUSG21277.1.p1
OG0004583	YEAST05833	OFUSG12908.1.p1
OG0004584	YEAST03457	OFUSG16312.1.p1
OG0004585	YEAST01153	OFUSG20357.1.p1
OG0004590	YEAST03622, YEAST00886	OFUSG14930.2.p1, OFUSG14930.1.p1
OG0004593	YEAST01231	OFUSG04892.1.p1
OG0004609	YEAST05326	OFUSG07084.1.p1
OG0004610	YEAST04487, YEAST01427	OFUSG09759.1.p1
OG0004611	YEAST04613	OFUSG13143.1.p1
OG0004612	YEAST02359	OFUSG16853.2.p1, OFUSG16853.1.p1
OG0004616	YEAST00250, YEAST02830	OFUSG03912.1.p1
OG0004619	YEAST03531	OFUSG16672.1.p1
OG0004621	YEAST00178	OFUSG19375.1.p1, OFUSG19375.2.p1
OG0004626	YEAST00427	OFUSG20569.1.p1
OG0004630	YEAST01322, YEAST02951	OFUSG20291.1.p1, OFUSG20291.2.p1
OG0004633	YEAST03510	OFUSG13692.1.p1
OG0004634	YEAST00262, YEAST00249	OFUSG13542.1.p1
OG0004635	YEAST02703	OFUSG19569.1.p1
OG0004639	YEAST02924	OFUSG25724.1.p1
OG0004648	YEAST04721, YEAST05892	OFUSG25016.1.p1
OG0004649	YEAST02284	OFUSG22259.1.p1
OG0004651	YEAST01146	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1
OG0004654	YEAST00988	OFUSG07791.1.p1
OG0004655	YEAST01640	OFUSG07897.1.p1
OG0004656	YEAST04281	OFUSG13180.1.p1
OG0004657	YEAST00473	OFUSG20946.1.p1
OG0004658	YEAST04140	OFUSG00003.2.p1, OFUSG00003.1.p1
OG0004659	YEAST02251	OFUSG05707.2.p1, OFUSG05707.1.p1
OG0004660	YEAST06221, YEAST00721	OFUSG00440.1.p1
OG0004663	YEAST01161	OFUSG15708.1.p1
OG0004664	YEAST05162	OFUSG14191.1.p1
OG0004668	YEAST01610	OFUSG21754.1.p1
OG0004669	YEAST00949	OFUSG09155.1.p1
OG0004670	YEAST03416	OFUSG16156.1.p1
OG0004671	YEAST02606	OFUSG15323.1.p1, OFUSG15323.2.p1
OG0004674	YEAST05448	OFUSG21156.1.p1
OG0004675	YEAST05072, YEAST02983	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1
OG0004676	YEAST05785, YEAST00056, YEAST02694	OFUSG22032.1.p1, OFUSG22032.2.p1
OG0004678	YEAST02777, YEAST04846	OFUSG08155.1.p1, OFUSG08156.1.p1
OG0004682	YEAST02876	OFUSG12863.1.p1
OG0004683	YEAST00676	OFUSG25029.1.p1
OG0004684	YEAST05643	OFUSG11714.1.p1
OG0004685	YEAST04200	OFUSG15144.1.p1
OG0004687	YEAST00982	OFUSG18909.1.p1
OG0004691	YEAST00819	OFUSG11227.1.p1
OG0004699	YEAST05453	OFUSG23870.1.p1
OG0004702	YEAST03387	OFUSG00072.1.p1, OFUSG00087.1.p1
OG0004703	YEAST00841	OFUSG14821.1.p1
OG0004705	YEAST05591	OFUSG02327.1.p1
OG0004708	YEAST04540	OFUSG24203.1.p1
OG0004711	YEAST03281	OFUSG26677.1.p1
OG0004728	YEAST04662, YEAST00882	OFUSG19340.1.p1
OG0004733	YEAST06337	OFUSG09435.1.p1
OG0004735	YEAST04508	OFUSG08126.1.p1
OG0004739	YEAST01817	OFUSG11195.1.p1
OG0004740	YEAST04029	OFUSG25163.1.p1
OG0004743	YEAST04299	OFUSG04679.1.p1
OG0004747	YEAST01134	OFUSG23172.1.p1, OFUSG23170.1.p1, OFUSG23171.1.p1
OG0004748	YEAST03942	OFUSG08583.1.p1
OG0004749	YEAST05904	OFUSG05430.1.p1
OG0004753	YEAST04746	OFUSG13691.1.p1
OG0004755	YEAST03690	OFUSG16567.1.p1
OG0004756	YEAST03704	OFUSG23403.1.p1
OG0004759	YEAST02912	OFUSG11568.1.p1
OG0004760	YEAST01847	OFUSG17160.2.p1, OFUSG17160.1.p1
OG0004764	YEAST04443, YEAST04345	OFUSG13324.1.p1
OG0004765	YEAST02487	OFUSG26546.1.p1
OG0004766	YEAST01053	OFUSG20178.1.p1
OG0004767	YEAST03559	OFUSG17853.1.p1
OG0004768	YEAST02666	OFUSG03609.2.p1, OFUSG03609.1.p1
OG0004769	YEAST06228	OFUSG25501.1.p1
OG0004770	YEAST03432	OFUSG00866.1.p1
OG0004774	YEAST06062	OFUSG10040.1.p1
OG0004785	YEAST04153	OFUSG15812.1.p1
OG0004786	YEAST01015	OFUSG04628.1.p1
OG0004787	YEAST02164	OFUSG21388.1.p1
OG0004792	YEAST02299	OFUSG15044.1.p1
OG0004795	YEAST02163	OFUSG15100.1.p1, OFUSG15100.2.p1
OG0004797	YEAST00371	OFUSG12917.1.p1
OG0004805	YEAST03570	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1
OG0004808	YEAST02354	OFUSG23681.1.p1
OG0004811	YEAST01683	OFUSG04813.1.p1
OG0004814	YEAST05710	OFUSG16286.1.p1
OG0004816	YEAST04664	OFUSG26076.1.p1
OG0004819	YEAST00279	OFUSG21509.1.p1
OG0004820	YEAST05404	OFUSG00419.1.p1
OG0004822	YEAST03199	OFUSG12693.1.p1
OG0004836	YEAST00658	OFUSG22338.1.p1, OFUSG21246.1.p1
OG0004840	YEAST01399	OFUSG08308.1.p1
OG0004841	YEAST01375	OFUSG05085.1.p1
OG0004842	YEAST05083	OFUSG20852.2.p1, OFUSG20852.1.p1
OG0004843	YEAST03163	OFUSG22774.1.p1
OG0004844	YEAST01571	OFUSG06898.1.p1
OG0004848	YEAST02387	OFUSG07019.1.p1
OG0004849	YEAST06335	OFUSG01632.1.p1
OG0004850	YEAST05082, YEAST02977	OFUSG08815.1.p1
OG0004851	YEAST02907	OFUSG08767.1.p1
OG0004852	YEAST00825	OFUSG07249.1.p1
OG0004854	YEAST00889, YEAST04304	OFUSG02448.1.p1
OG0004855	YEAST03252	OFUSG03426.1.p1
OG0004856	YEAST05973	OFUSG01983.1.p1
OG0004858	YEAST04268	OFUSG24022.1.p1
OG0004863	YEAST00862	OFUSG07011.1.p1
OG0004864	YEAST00264	OFUSG19405.1.p1
OG0004874	YEAST04564	OFUSG20579.1.p1
OG0004875	YEAST02491	OFUSG21354.1.p1
OG0004877	YEAST05247	OFUSG03033.1.p1
OG0004879	YEAST01311	OFUSG25000.1.p1, OFUSG25761.1.p1
OG0004880	YEAST06046	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1
OG0004881	YEAST00141	OFUSG13219.1.p1
OG0004886	YEAST05077	OFUSG05529.1.p1
OG0004887	YEAST05734	OFUSG12649.1.p1, OFUSG12649.2.p1
OG0004893	YEAST04667, YEAST00405	OFUSG17315.1.p1
OG0004896	YEAST06193	OFUSG07793.1.p1
OG0004897	YEAST03127, YEAST00642	OFUSG11041.1.p1
OG0004898	YEAST01269	OFUSG09628.1.p1
OG0004902	YEAST00933	OFUSG11830.1.p1
OG0004903	YEAST03539	OFUSG04757.1.p1, OFUSG04757.2.p1
OG0004906	YEAST02770	OFUSG10778.1.p1
OG0004911	YEAST04765	OFUSG02913.1.p1, OFUSG02913.2.p1
OG0004913	YEAST01636	OFUSG14507.1.p1
OG0004914	YEAST03369	OFUSG23820.1.p1
OG0004917	YEAST00244	OFUSG07930.1.p1, OFUSG17153.1.p1
OG0004922	YEAST03302	OFUSG09234.1.p1
OG0004924	YEAST03555, YEAST03277	OFUSG23542.1.p1
OG0004928	YEAST00311	OFUSG21085.1.p1
OG0004932	YEAST04654	OFUSG08167.1.p1
OG0004935	YEAST02167	OFUSG25611.1.p1
OG0004940	YEAST05107, YEAST05559	OFUSG23621.1.p1
OG0004941	YEAST03194	OFUSG06184.1.p1
OG0004947	YEAST05164	OFUSG08209.1.p1
OG0004948	YEAST02275	OFUSG26680.2.p1, OFUSG26680.1.p1
OG0004949	YEAST04201	OFUSG07349.1.p1
OG0004952	YEAST02477	OFUSG25086.1.p1
OG0004954	YEAST06058	OFUSG26340.1.p1
OG0004962	YEAST04400	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1
OG0004963	YEAST04940	OFUSG08855.1.p1
OG0004964	YEAST04104	OFUSG03866.1.p1, OFUSG03867.1.p2
OG0004968	YEAST03489	OFUSG05071.1.p1
OG0004969	YEAST02591	OFUSG14464.1.p1
OG0004970	YEAST04414	OFUSG00116.1.p1
OG0004971	YEAST05364	OFUSG00413.1.p1
OG0004972	YEAST03511	OFUSG10755.1.p1
OG0004975	YEAST00144, YEAST01994	OFUSG21026.1.p1
OG0004976	YEAST05983	OFUSG03681.1.p1
OG0004977	YEAST06017	OFUSG16613.1.p1
OG0004979	YEAST06027	OFUSG15948.1.p1
OG0004980	YEAST05221	OFUSG10179.1.p1
OG0004981	YEAST03914, YEAST04639	OFUSG07554.1.p1
OG0004982	YEAST03625	OFUSG26035.1.p1
OG0004985	YEAST03498	OFUSG19260.1.p1
OG0004988	YEAST05990	OFUSG15118.1.p1
OG0004989	YEAST04576	OFUSG00776.1.p1
OG0004990	YEAST04419	OFUSG06430.1.p1
OG0004992	YEAST05627	OFUSG25646.1.p1, OFUSG25646.2.p1
OG0004996	YEAST04793	OFUSG06298.1.p1
OG0004997	YEAST01342	OFUSG19512.1.p1
OG0005002	YEAST05414	OFUSG08714.1.p1
OG0005003	YEAST02467, YEAST00216	OFUSG06515.1.p1
OG0005006	YEAST06096	OFUSG16850.1.p1
OG0005007	YEAST03893	OFUSG25040.1.p1
OG0005014	YEAST02538	OFUSG22246.1.p1
OG0005015	YEAST01649, YEAST01932	OFUSG10233.1.p1
OG0005038	YEAST02861	OFUSG06564.1.p1
OG0005040	YEAST04778	OFUSG00734.1.p1
OG0005047	YEAST01837	OFUSG01990.1.p1
OG0005053	YEAST00680	OFUSG17676.1.p1, OFUSG12823.1.p1
OG0005055	YEAST02159	OFUSG21791.1.p1, OFUSG21796.1.p1, OFUSG21792.1.p1, OFUSG21788.1.p1
OG0005059	YEAST03737	OFUSG07313.1.p1
OG0005067	YEAST06051	OFUSG17239.1.p1
OG0005069	YEAST03130	OFUSG07392.1.p1
OG0005073	YEAST00873	OFUSG21089.1.p1
OG0005076	YEAST04563	OFUSG08872.1.p1
OG0005081	YEAST03124	OFUSG04195.1.p1
OG0005083	YEAST00678, YEAST05235	OFUSG00464.1.p1
OG0005084	YEAST03782	OFUSG06582.2.p1, OFUSG06582.1.p1, OFUSG19044.1.p1
OG0005085	YEAST06159	OFUSG01231.1.p1
OG0005086	YEAST00205	OFUSG19095.1.p1
OG0005087	YEAST00816	OFUSG16893.1.p1, OFUSG16893.2.p1
OG0005088	YEAST05769, YEAST03125	OFUSG26589.1.p1, OFUSG26589.2.p1
OG0005089	YEAST04644	OFUSG08719.1.p1
OG0005090	YEAST00338	OFUSG18630.1.p1
OG0005091	YEAST05089	OFUSG03013.1.p1
OG0005093	YEAST01810	OFUSG00062.1.p1
OG0005095	YEAST04437	OFUSG12396.1.p1
OG0005096	YEAST00667	OFUSG11096.1.p1
OG0005097	YEAST05071	OFUSG10863.1.p1
OG0005099	YEAST01396	OFUSG10319.1.p1
OG0005100	YEAST02389	OFUSG05439.1.p1
OG0005104	YEAST05248	OFUSG23594.1.p1
OG0005106	YEAST06065, YEAST00421	OFUSG03669.1.p1
OG0005107	YEAST06099	OFUSG00742.1.p1
OG0005109	YEAST05204, YEAST00612	OFUSG04385.1.p1
OG0005111	YEAST06212, YEAST04032	OFUSG13491.1.p1
OG0005114	YEAST02131	OFUSG00172.1.p1, OFUSG21152.1.p1
OG0005117	YEAST06050	OFUSG13585.1.p1
OG0005121	YEAST02052	OFUSG07571.1.p1
OG0005124	YEAST04099	OFUSG25186.1.p1
OG0005130	YEAST03863	OFUSG02638.1.p1
OG0005139	YEAST04015	OFUSG01555.1.p1, OFUSG01557.1.p1
OG0005142	YEAST03890	OFUSG17655.1.p1
OG0005143	YEAST00443	OFUSG05186.1.p1
OG0005144	YEAST04065	OFUSG18995.1.p1, OFUSG18995.2.p1
OG0005146	YEAST02971	OFUSG20888.1.p1, OFUSG20887.1.p1, OFUSG20887.2.p1
OG0005151	YEAST03382	OFUSG24760.1.p1
OG0005152	YEAST00847	OFUSG06541.1.p1
OG0005157	YEAST02981	OFUSG04423.1.p1
OG0005160	YEAST06113	OFUSG02915.1.p1
OG0005164	YEAST06283	OFUSG07881.1.p1
OG0005168	YEAST06272	OFUSG12335.1.p1
OG0005169	YEAST00459	OFUSG25084.1.p1
OG0005175	YEAST05445	OFUSG11606.1.p1
OG0005176	YEAST00218	OFUSG23810.1.p1
OG0005178	YEAST04497	OFUSG02175.1.p1
OG0005179	YEAST05659	OFUSG02176.1.p1, OFUSG02176.2.p1
OG0005183	YEAST05308	OFUSG07373.1.p1
OG0005184	YEAST00492	OFUSG13055.1.p1
OG0005187	YEAST05234	OFUSG03518.2.p1, OFUSG03518.1.p1
OG0005188	YEAST01554	OFUSG16090.2.p1, OFUSG16090.1.p1
OG0005191	YEAST00993	OFUSG17679.1.p1
OG0005192	YEAST05720	OFUSG21298.1.p1
OG0005194	YEAST04086	OFUSG05518.1.p1
OG0005196	YEAST01388	OFUSG00212.1.p1
OG0005198	YEAST00327	OFUSG26010.1.p1
OG0005200	YEAST01016	OFUSG23575.1.p1
OG0005201	YEAST00082	OFUSG09468.2.p1, OFUSG09468.1.p1
OG0005203	YEAST02207	OFUSG13402.1.p1
OG0005204	YEAST01178	OFUSG07170.1.p1
OG0005205	YEAST01046	OFUSG16433.1.p1
OG0005208	YEAST01429	OFUSG18403.1.p1
OG0005212	YEAST06147	OFUSG19650.1.p1
OG0005220	YEAST04357	OFUSG03579.2.p1, OFUSG03579.1.p1
OG0005221	YEAST03209	OFUSG18701.1.p1, OFUSG18701.2.p1
OG0005222	YEAST05518	OFUSG05398.1.p1
OG0005224	YEAST06324	OFUSG21574.1.p1
OG0005225	YEAST05094	OFUSG13667.1.p1
OG0005227	YEAST05529	OFUSG03776.2.p1, OFUSG03776.1.p1
OG0005228	YEAST05916	OFUSG06202.1.p1
OG0005229	YEAST04766	OFUSG14456.1.p1
OG0005231	YEAST02681	OFUSG13328.1.p1
OG0005233	YEAST00564	OFUSG06046.1.p1
OG0005237	YEAST05398	OFUSG25015.1.p1
OG0005238	YEAST00351	OFUSG07450.1.p1
OG0005239	YEAST04499	OFUSG12578.1.p1
OG0005240	YEAST03058	OFUSG23502.1.p1
OG0005244	YEAST06021	OFUSG19096.1.p1
OG0005247	YEAST06314	OFUSG22832.1.p1, OFUSG25799.1.p1
OG0005249	YEAST03446	OFUSG25639.1.p1
OG0005251	YEAST00934	OFUSG00166.1.p1, OFUSG00166.2.p1
OG0005254	YEAST00814	OFUSG18377.1.p1
OG0005259	YEAST04276	OFUSG06476.1.p1
OG0005261	YEAST01831	OFUSG21359.1.p1
OG0005262	YEAST05458	OFUSG26549.1.p1
OG0005264	YEAST03506	OFUSG14196.1.p1
OG0005267	YEAST03513	OFUSG11648.2.p1, OFUSG11648.1.p1
OG0005269	YEAST03314	OFUSG05706.2.p1, OFUSG05706.1.p1
OG0005273	YEAST04916	OFUSG00351.1.p1
OG0005275	YEAST03695	OFUSG06067.1.p1
OG0005277	YEAST04186	OFUSG23582.1.p1
OG0005279	YEAST05219	OFUSG20374.1.p1
OG0005280	YEAST00305	OFUSG05981.1.p1
OG0005281	YEAST05694	OFUSG06769.1.p1
OG0005285	YEAST03115	OFUSG09936.1.p1
OG0005289	YEAST03438	OFUSG07144.1.p1
OG0005292	YEAST01718	OFUSG16167.1.p1
OG0005293	YEAST03033	OFUSG21083.1.p1
OG0005294	YEAST01981	OFUSG26471.1.p1
OG0005299	YEAST00788	OFUSG23520.1.p1, OFUSG20662.1.p1, OFUSG20662.3.p1, OFUSG20662.2.p1
OG0005300	YEAST04941	OFUSG06609.1.p1
OG0005304	YEAST05397	OFUSG25698.1.p1
OG0005309	YEAST03670	OFUSG00882.1.p1
OG0005312	YEAST05201, YEAST04689	OFUSG06581.2.p1, OFUSG06581.1.p1, OFUSG06581.4.p1, OFUSG06581.3.p1
OG0005314	YEAST05231, YEAST01835	OFUSG00971.1.p1
OG0005316	YEAST02690	OFUSG23058.1.p1
OG0005317	YEAST03232	OFUSG08269.1.p1, OFUSG00518.1.p1
OG0005318	YEAST02932	OFUSG00407.1.p1
OG0005319	YEAST00507	OFUSG08963.1.p1, OFUSG22962.1.p1
OG0005323	YEAST01809	OFUSG19738.1.p1
OG0005324	YEAST02894	OFUSG07975.1.p1
OG0005326	YEAST02113	OFUSG20880.1.p1
OG0005360	YEAST05037	OFUSG08460.1.p1
OG0005365	YEAST00555	OFUSG10346.1.p1
OG0005366	YEAST05488	OFUSG11720.2.p1, OFUSG11720.1.p1
OG0005370	YEAST06092	OFUSG17317.1.p1
OG0005371	YEAST06170	OFUSG16075.1.p1
OG0005373	YEAST05422	OFUSG05705.1.p1
OG0005374	YEAST05714	OFUSG00534.1.p1
OG0005375	YEAST03962	OFUSG17045.1.p1
OG0005379	YEAST03216	OFUSG17787.1.p1, OFUSG02831.1.p1
OG0005390	YEAST03532	OFUSG26544.1.p1
OG0005391	YEAST02166	OFUSG20376.1.p1
OG0005393	YEAST04280	OFUSG19341.1.p1
OG0005394	YEAST00853	OFUSG20768.1.p1, OFUSG20768.2.p1
OG0005396	YEAST05100	OFUSG14426.1.p1
OG0005399	YEAST03052	OFUSG18680.1.p1
OG0005402	YEAST00454, YEAST00455	OFUSG23593.1.p1, OFUSG23593.2.p1
OG0005403	YEAST03894	OFUSG09547.1.p1
OG0005406	YEAST00801	OFUSG09643.1.p1
OG0005409	YEAST01305	OFUSG20736.1.p1
OG0005412	YEAST00286	OFUSG13625.1.p1
OG0005413	YEAST00212	OFUSG04383.1.p1
OG0005417	YEAST02517	OFUSG10419.1.p1, OFUSG10419.2.p1
OG0005422	YEAST00744	OFUSG11472.1.p1
OG0005430	YEAST02046	OFUSG05410.1.p1
OG0005431	YEAST00653	OFUSG21471.1.p1
OG0005432	YEAST00083	OFUSG24015.1.p1
OG0005433	YEAST00126	OFUSG09472.1.p1
OG0005435	YEAST02973	OFUSG12657.1.p1
OG0005437	YEAST04554	OFUSG25301.1.p1
OG0005438	YEAST03985	OFUSG04380.1.p1
OG0005439	YEAST00480, YEAST02388	OFUSG23540.1.p1
OG0005446	YEAST02856	OFUSG01072.1.p1
OG0005448	YEAST00061	OFUSG00904.1.p1
OG0005451	YEAST02174	OFUSG18211.1.p1, OFUSG21294.1.p1
OG0005464	YEAST03289	OFUSG20629.1.p1
OG0005465	YEAST02925	OFUSG11986.1.p1, OFUSG11986.2.p1
OG0005466	YEAST04413	OFUSG23432.1.p1
OG0005468	YEAST03549	OFUSG11966.1.p1
OG0005469	YEAST03750	OFUSG20382.1.p1
OG0005470	YEAST05805	OFUSG12736.1.p1
OG0005471	YEAST02704	OFUSG15175.1.p1
OG0005474	YEAST05625	OFUSG10784.1.p1
OG0005476	YEAST00929	OFUSG06910.1.p1
OG0005479	YEAST06140	OFUSG08880.1.p1
OG0005481	YEAST02988	OFUSG00662.1.p1
OG0005482	YEAST06080	OFUSG12072.1.p1
OG0005484	YEAST05993	OFUSG03342.1.p1
OG0005488	YEAST02834	OFUSG24097.1.p1, OFUSG24097.2.p1
OG0005489	YEAST02006	OFUSG23348.1.p2
OG0005490	YEAST02289	OFUSG21177.1.p1
OG0005493	YEAST03669	OFUSG06703.1.p1
OG0005495	YEAST04982	OFUSG24933.1.p1
OG0005498	YEAST02944	OFUSG04659.1.p1
OG0005499	YEAST00316	OFUSG18597.1.p1
OG0005503	YEAST01883	OFUSG26844.1.p1
OG0005504	YEAST02859	OFUSG26726.1.p1, OFUSG12408.2.p1, OFUSG12408.1.p1
OG0005508	YEAST05735	OFUSG13031.1.p1
OG0005514	YEAST00756	OFUSG23757.1.p1
OG0005524	YEAST04752	OFUSG18210.1.p1
OG0005527	YEAST05177	OFUSG07993.1.p1, OFUSG07993.2.p1
OG0005531	YEAST02508	OFUSG16885.1.p1
OG0005533	YEAST05670	OFUSG00199.1.p1
OG0005535	YEAST03305	OFUSG26393.1.p1
OG0005537	YEAST00932	OFUSG00025.1.p1
OG0005539	YEAST01881	OFUSG17236.1.p1
OG0005540	YEAST04214	OFUSG10648.1.p1
OG0005545	YEAST06273	OFUSG19369.1.p1
OG0005554	YEAST01003	OFUSG20627.1.p1
OG0005556	YEAST01807	OFUSG25659.1.p1
OG0005559	YEAST02680	OFUSG00226.1.p1
OG0005560	YEAST01996	OFUSG19598.1.p1
OG0005561	YEAST05048	OFUSG05916.1.p1
OG0005562	YEAST02317	OFUSG19582.1.p1
OG0005563	YEAST03552	OFUSG02724.1.p1
OG0005564	YEAST02525	OFUSG08252.1.p1
OG0005566	YEAST02934	OFUSG15469.1.p1
OG0005569	YEAST01288	OFUSG07205.1.p1
OG0005570	YEAST05155	OFUSG03428.1.p1
OG0005572	YEAST04844	OFUSG24737.1.p1
OG0005573	YEAST00059	OFUSG16588.1.p1, OFUSG07923.1.p1
OG0005574	YEAST02083	OFUSG06128.1.p1
OG0005575	YEAST02256	OFUSG23781.1.p1
OG0005580	YEAST03612	OFUSG01093.2.p1, OFUSG01093.1.p1
OG0005582	YEAST06134	OFUSG12571.1.p1
OG0005584	YEAST03140, YEAST03524	OFUSG19685.1.p2
OG0005589	YEAST06142	OFUSG13206.2.p1, OFUSG13206.1.p1
OG0005590	YEAST05462	OFUSG12864.1.p1
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	OFUSG08303.1.p1
OG0005594	YEAST04980	OFUSG12845.1.p1
OG0005595	YEAST01803	OFUSG06559.1.p1
OG0005597	YEAST02753	OFUSG14316.1.p1
OG0005598	YEAST01870	OFUSG24994.1.p1
OG0005599	YEAST01798	OFUSG13090.1.p1, OFUSG13089.1.p1
OG0005600	YEAST00206	OFUSG18695.1.p1
OG0005604	YEAST03276	OFUSG17275.1.p1
OG0005605	YEAST01083	OFUSG18009.1.p1, OFUSG18008.1.p1, OFUSG18011.1.p1
OG0005613	YEAST02714	OFUSG11392.1.p1
OG0005617	YEAST02068	OFUSG26357.1.p1
OG0005618	YEAST04830	OFUSG12878.1.p1
OG0005620	YEAST04915	OFUSG05866.1.p1
OG0005622	YEAST05142	OFUSG11960.1.p1
OG0005623	YEAST01590	OFUSG08197.1.p1
OG0005626	YEAST02896	OFUSG03492.1.p1
OG0005632	YEAST01025	OFUSG11574.1.p1
OG0005636	YEAST04250, YEAST02533	OFUSG00921.1.p1
OG0005641	YEAST05413	OFUSG25307.1.p1, OFUSG25307.2.p1
OG0005645	YEAST03386	OFUSG14974.1.p1
OG0005649	YEAST03683	OFUSG16737.1.p1
OG0005652	YEAST02748	OFUSG06459.1.p1
OG0005656	YEAST05558	OFUSG19528.1.p1
OG0005660	YEAST04813	OFUSG22677.1.p1
OG0005665	YEAST05074	OFUSG08814.1.p1
OG0005681	YEAST01514	OFUSG14799.1.p1
OG0005694	YEAST02311	OFUSG09049.1.p1, OFUSG09049.2.p1
OG0005701	YEAST03349	OFUSG18399.1.p1
OG0005702	YEAST02337	OFUSG02722.1.p1, OFUSG02722.2.p1
OG0005703	YEAST00484	OFUSG10785.1.p1
OG0005707	YEAST01682	OFUSG09056.1.p1
OG0005715	YEAST05111	OFUSG04447.2.p1, OFUSG04447.1.p1
OG0005719	YEAST01866	OFUSG26442.1.p1
OG0005723	YEAST05629	OFUSG19412.1.p1
OG0005724	YEAST03029	OFUSG11970.1.p1
OG0005728	YEAST03877	OFUSG05083.1.p1, OFUSG05079.1.p1
OG0005729	YEAST04879	OFUSG16386.1.p1
OG0005731	YEAST04127	OFUSG10296.1.p1
OG0005732	YEAST05411, YEAST00067	OFUSG09988.1.p1
OG0005734	YEAST03845	OFUSG13407.1.p1
OG0005747	YEAST02338	OFUSG21432.1.p1
OG0005749	YEAST00550	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1
OG0005750	YEAST05318	OFUSG02162.1.p1
OG0005758	YEAST03970	OFUSG24779.1.p1
OG0005764	YEAST03256	OFUSG20153.1.p1
OG0005769	YEAST05614	OFUSG08073.1.p1
OG0005774	YEAST01218	OFUSG15936.1.p1
OG0005775	YEAST04199	OFUSG17839.1.p1
OG0005779	YEAST03322	OFUSG10893.1.p1
OG0005783	YEAST04090	OFUSG18976.1.p1
OG0005784	YEAST06131	OFUSG19490.1.p1
OG0005787	YEAST03651	OFUSG04634.1.p1
OG0005789	YEAST06245	OFUSG04945.1.p1
OG0005790	YEAST01022	OFUSG11378.1.p1
OG0005792	YEAST02379	OFUSG26966.2.p1, OFUSG26966.1.p1
OG0005793	YEAST03437	OFUSG00069.2.p1, OFUSG00069.1.p1
OG0005794	YEAST03999	OFUSG15800.1.p1, OFUSG15800.2.p1
OG0005796	YEAST02169	OFUSG09979.1.p1
