Orthogroup	YEAST	PFLAV
OG0004639	YEAST02924	TCONS_00016339.p1
OG0004648	YEAST04721, YEAST05892	TCONS_00029834.p1
OG0004649	YEAST02284	TCONS_00005889.p1
OG0004651	YEAST01146	TCONS_00018246.p1
OG0004654	YEAST00988	TCONS_00055330.p1
OG0004655	YEAST01640	TCONS_00025856.p1, TCONS_00024425.p1
OG0004656	YEAST04281	TCONS_00021484.p1
OG0004657	YEAST00473	TCONS_00022494.p1
OG0004658	YEAST04140	TCONS_00000981.p1
OG0004659	YEAST02251	TCONS_00047339.p1, TCONS_00047338.p1
OG0004660	YEAST06221, YEAST00721	TCONS_00000361.p1
OG0004663	YEAST01161	TCONS_00005907.p1
OG0004664	YEAST05162	TCONS_00020847.p1
OG0004668	YEAST01610	TCONS_00011475.p1, TCONS_00011476.p1
OG0004669	YEAST00949	TCONS_00039826.p1
OG0004670	YEAST03416	TCONS_00003641.p1
OG0004671	YEAST02606	TCONS_00006316.p1
OG0004674	YEAST05448	TCONS_00054555.p1
OG0004675	YEAST05072, YEAST02983	TCONS_00046779.p1
OG0004676	YEAST05785, YEAST00056, YEAST02694	TCONS_00011282.p1, TCONS_00011302.p1
OG0004678	YEAST02777, YEAST04846	TCONS_00015474.p1
OG0004682	YEAST02876	TCONS_00052713.p1
OG0004683	YEAST00676	TCONS_00010745.p1
OG0004684	YEAST05643	TCONS_00012132.p1
OG0004685	YEAST04200	TCONS_00006441.p1
OG0004687	YEAST00982	TCONS_00048164.p1
OG0004691	YEAST00819	TCONS_00009715.p1
OG0004699	YEAST05453	TCONS_00005201.p1
OG0004702	YEAST03387	TCONS_00019245.p1
OG0004703	YEAST00841	TCONS_00005135.p1
OG0004705	YEAST05591	TCONS_00043362.p1
OG0004708	YEAST04540	TCONS_00006281.p1
OG0004711	YEAST03281	TCONS_00045738.p1
OG0004715	YEAST00409	TCONS_00053462.p1, TCONS_00054586.p1
OG0004728	YEAST04662, YEAST00882	TCONS_00020679.p1
OG0004733	YEAST06337	TCONS_00029723.p1
OG0004735	YEAST04508	TCONS_00055782.p1
OG0004739	YEAST01817	TCONS_00012937.p1, TCONS_00012934.p1
OG0004740	YEAST04029	TCONS_00010514.p1
OG0004743	YEAST04299	TCONS_00057249.p1
OG0004747	YEAST01134	TCONS_00019749.p1
OG0004748	YEAST03942	TCONS_00034486.p1
OG0004749	YEAST05904	TCONS_00008080.p1
OG0004753	YEAST04746	TCONS_00052206.p1, TCONS_00052205.p1
OG0004755	YEAST03690	TCONS_00021277.p1
OG0004756	YEAST03704	TCONS_00018319.p1
OG0004759	YEAST02912	TCONS_00010774.p1
OG0004760	YEAST01847	TCONS_00017835.p1
OG0004764	YEAST04443, YEAST04345	TCONS_00053402.p1
OG0004765	YEAST02487	TCONS_00054229.p1
OG0004766	YEAST01053	TCONS_00013326.p1
OG0004767	YEAST03559	TCONS_00012270.p1
OG0004768	YEAST02666	TCONS_00043356.p1, TCONS_00043345.p1
OG0004769	YEAST06228	TCONS_00015481.p1
OG0004770	YEAST03432	TCONS_00002044.p1
OG0004774	YEAST06062	TCONS_00012582.p1
OG0004785	YEAST04153	TCONS_00055596.p1
OG0004786	YEAST01015	TCONS_00055988.p1, TCONS_00057311.p1, TCONS_00055989.p1
OG0004787	YEAST02164	TCONS_00009487.p1, TCONS_00050783.p1
OG0004792	YEAST02299	TCONS_00006873.p1, TCONS_00006885.p1
OG0004795	YEAST02163	TCONS_00051512.p1
OG0004797	YEAST00371	TCONS_00046886.p1, TCONS_00045587.p1
OG0004805	YEAST03570	TCONS_00021404.p1
OG0004808	YEAST02354	TCONS_00052239.p1, TCONS_00052238.p1
OG0004811	YEAST01683	TCONS_00007185.p1
OG0004814	YEAST05710	TCONS_00055959.p1
OG0004816	YEAST04664	TCONS_00024891.p1, TCONS_00024858.p1
OG0004819	YEAST00279	TCONS_00018134.p1
OG0004820	YEAST05404	TCONS_00002002.p1, TCONS_00001992.p1
OG0004822	YEAST03199	TCONS_00033269.p1
OG0004833	YEAST01309	TCONS_00031425.p1
OG0004836	YEAST00658	TCONS_00004738.p1
OG0004840	YEAST01399	TCONS_00014850.p1
OG0004841	YEAST01375	TCONS_00008204.p1
OG0004842	YEAST05083	TCONS_00009293.p1
OG0004843	YEAST03163	TCONS_00007791.p1
OG0004844	YEAST01571	TCONS_00025887.p1
OG0004848	YEAST02387	TCONS_00025437.p1
OG0004849	YEAST06335	TCONS_00045335.p1
OG0004850	YEAST05082, YEAST02977	TCONS_00039468.p1
OG0004851	YEAST02907	TCONS_00028417.p1
OG0004852	YEAST00825	TCONS_00014672.p1
OG0004854	YEAST00889, YEAST04304	TCONS_00042557.p1
OG0004855	YEAST03252	TCONS_00043841.p1
OG0004856	YEAST05973	TCONS_00043945.p1
OG0004858	YEAST04268	TCONS_00006307.p1
OG0004863	YEAST00862	TCONS_00024838.p1
OG0004864	YEAST00264	TCONS_00047784.p1
OG0004874	YEAST04564	TCONS_00008001.p1, TCONS_00008004.p1, TCONS_00008000.p1
OG0004875	YEAST02491	TCONS_00052844.p1
OG0004877	YEAST05247	TCONS_00042354.p1
OG0004879	YEAST01311	TCONS_00022742.p1
OG0004880	YEAST06046	TCONS_00012473.p1
OG0004881	YEAST00141	TCONS_00050150.p1, TCONS_00050257.p1
OG0004886	YEAST05077	TCONS_00007209.p1
OG0004887	YEAST05734	TCONS_00046849.p1
OG0004893	YEAST04667, YEAST00405	TCONS_00046271.p1
OG0004896	YEAST06193	TCONS_00016498.p1, TCONS_00015431.p1
OG0004897	YEAST03127, YEAST00642	TCONS_00031065.p1
OG0004898	YEAST01269	TCONS_00049994.p1, TCONS_00035515.p1
OG0004902	YEAST00933	TCONS_00010333.p1
OG0004903	YEAST03539	TCONS_00008384.p1
OG0004906	YEAST02770	TCONS_00013722.p1
OG0004911	YEAST04765	TCONS_00026215.p1, TCONS_00003002.p1
OG0004913	YEAST01636	TCONS_00022463.p1
OG0004914	YEAST03369	TCONS_00006849.p1
OG0004917	YEAST00244	TCONS_00044887.p1
OG0004922	YEAST03302	TCONS_00028189.p1
OG0004924	YEAST03555, YEAST03277	TCONS_00017758.p1, TCONS_00006927.p1
OG0004928	YEAST00311	TCONS_00017771.p1
OG0004932	YEAST04654	TCONS_00016600.p1
OG0004935	YEAST02167	TCONS_00015687.p1
OG0004940	YEAST05107, YEAST05559	TCONS_00045542.p1
OG0004941	YEAST03194	TCONS_00048801.p1
OG0004947	YEAST05164	TCONS_00057121.p1
OG0004948	YEAST02275	TCONS_00023026.p1, TCONS_00023027.p1, TCONS_00023014.p1
OG0004949	YEAST04201	TCONS_00022963.p1
OG0004952	YEAST02477	TCONS_00009854.p1
OG0004954	YEAST06058	TCONS_00045843.p1
OG0004962	YEAST04400	TCONS_00056119.p1
OG0004963	YEAST04940	TCONS_00034989.p1
OG0004964	YEAST04104	TCONS_00056774.p1
OG0004968	YEAST03489	TCONS_00009192.p1
OG0004969	YEAST02591	TCONS_00022934.p1
OG0004970	YEAST04414	TCONS_00000575.p1
OG0004971	YEAST05364	TCONS_00054630.p1
OG0004972	YEAST03511	TCONS_00013161.p1
OG0004975	YEAST00144, YEAST01994	TCONS_00052759.p1
OG0004976	YEAST05983	TCONS_00042278.p1, TCONS_00042230.p1
OG0004977	YEAST06017	TCONS_00055134.p1, TCONS_00055143.p1
OG0004979	YEAST06027	TCONS_00056542.p1
OG0004980	YEAST05221	TCONS_00029923.p1
OG0004981	YEAST03914, YEAST04639	TCONS_00056106.p1
OG0004985	YEAST03498	TCONS_00049444.p1
OG0004988	YEAST05990	TCONS_00006657.p1
OG0004989	YEAST04576	TCONS_00036358.p1
OG0004990	YEAST04419	TCONS_00048502.p1
OG0004992	YEAST05627	TCONS_00016696.p1, TCONS_00016698.p1
OG0004996	YEAST04793	TCONS_00048137.p1, TCONS_00034817.p1
OG0004997	YEAST01342	TCONS_00027114.p1
OG0005002	YEAST05414	TCONS_00029682.p1
OG0005003	YEAST02467, YEAST00216	TCONS_00027331.p1
OG0005006	YEAST06096	TCONS_00032538.p1
OG0005007	YEAST03893	TCONS_00021128.p1
OG0005014	YEAST02538	TCONS_00006395.p1
OG0005015	YEAST01649, YEAST01932	TCONS_00031323.p2
OG0005038	YEAST02861	TCONS_00049376.p1, TCONS_00049385.p1
OG0005040	YEAST04778	TCONS_00001442.p1
OG0005047	YEAST01837	TCONS_00042749.p1
OG0005053	YEAST00680	TCONS_00053899.p1, TCONS_00053898.p1
OG0005055	YEAST02159	TCONS_00010109.p1
OG0005059	YEAST03737	TCONS_00015857.p1
OG0005067	YEAST06051	TCONS_00019030.p1, TCONS_00019029.p1
OG0005069	YEAST03130	TCONS_00055907.p1
OG0005073	YEAST00873	TCONS_00018784.p1
OG0005076	YEAST04563	TCONS_00027950.p1
OG0005081	YEAST03124	TCONS_00003583.p1
OG0005083	YEAST00678, YEAST05235	TCONS_00001234.p1
OG0005084	YEAST03782	TCONS_00047866.p1
OG0005085	YEAST06159	TCONS_00054302.p1
OG0005086	YEAST00205	TCONS_00047898.p1
OG0005087	YEAST00816	TCONS_00039832.p1
OG0005088	YEAST05769, YEAST03125	TCONS_00052509.p1
OG0005089	YEAST04644	TCONS_00029428.p1
OG0005090	YEAST00338	TCONS_00012662.p1
OG0005091	YEAST05089	TCONS_00042549.p1
OG0005093	YEAST01810	TCONS_00000868.p1
OG0005096	YEAST00667	TCONS_00014098.p1
OG0005097	YEAST05071	TCONS_00012283.p1
OG0005099	YEAST01396	TCONS_00013795.p1
OG0005100	YEAST02389	TCONS_00009296.p1
OG0005104	YEAST05248	TCONS_00008824.p1
OG0005106	YEAST06065, YEAST00421	TCONS_00044095.p1
OG0005107	YEAST06099	TCONS_00052274.p1, TCONS_00038130.p1
OG0005109	YEAST05204, YEAST00612	TCONS_00055593.p1
OG0005111	YEAST06212, YEAST04032	TCONS_00051180.p1
OG0005114	YEAST02131	TCONS_00050076.p1
OG0005117	YEAST06050	TCONS_00051070.p1, TCONS_00051106.p1
OG0005121	YEAST02052	TCONS_00056530.p1
OG0005124	YEAST04099	TCONS_00011766.p1
OG0005130	YEAST03863	TCONS_00042834.p1
OG0005139	YEAST04015	TCONS_00002289.p1
OG0005142	YEAST03890	TCONS_00051436.p1, TCONS_00051432.p1
OG0005143	YEAST00443	TCONS_00021129.p1
OG0005144	YEAST04065	TCONS_00054106.p1
OG0005146	YEAST02971	TCONS_00010766.p1
OG0005149	YEAST03025, YEAST02738	TCONS_00001664.p1, TCONS_00001663.p1
OG0005151	YEAST03382	TCONS_00021248.p1
OG0005152	YEAST00847	TCONS_00026582.p1
OG0005157	YEAST02981	TCONS_00055842.p1
OG0005160	YEAST06113	TCONS_00027746.p1
OG0005164	YEAST06283	TCONS_00022189.p1
OG0005168	YEAST06272	TCONS_00012124.p1
OG0005175	YEAST05445	TCONS_00012109.p1
OG0005176	YEAST00218	TCONS_00006762.p1
OG0005178	YEAST04497	TCONS_00042602.p1, TCONS_00042599.p1
OG0005179	YEAST05659	TCONS_00043901.p1, TCONS_00043891.p1
OG0005183	YEAST05308	TCONS_00016759.p1, TCONS_00025508.p1
OG0005184	YEAST00492	TCONS_00043227.p1
OG0005187	YEAST05234	TCONS_00047886.p1
OG0005188	YEAST01554	TCONS_00055480.p1
OG0005191	YEAST00993	TCONS_00053204.p1
OG0005192	YEAST05720	TCONS_00053556.p1
OG0005194	YEAST04086	TCONS_00026059.p1
OG0005196	YEAST01388	TCONS_00036557.p1, TCONS_00036564.p1
OG0005198	YEAST00327	TCONS_00024761.p1, TCONS_00024798.p1
OG0005200	YEAST01016	TCONS_00052140.p1
OG0005201	YEAST00082	TCONS_00035259.p1, TCONS_00035260.p1
OG0005203	YEAST02207	TCONS_00002871.p1
OG0005204	YEAST01178	TCONS_00014748.p1
OG0005205	YEAST01046	TCONS_00055275.p1
OG0005208	YEAST01429	TCONS_00014240.p1
OG0005212	YEAST06147	TCONS_00014352.p1
OG0005220	YEAST04357	TCONS_00042043.p1
OG0005221	YEAST03209	TCONS_00027098.p1
OG0005222	YEAST05518	TCONS_00008079.p1, TCONS_00008078.p1
OG0005224	YEAST06324	TCONS_00002918.p1
OG0005225	YEAST05094	TCONS_00051606.p1, TCONS_00050507.p1
OG0005227	YEAST05529	TCONS_00043693.p1
OG0005228	YEAST05916	TCONS_00026095.p1
OG0005229	YEAST04766	TCONS_00021306.p1
OG0005231	YEAST02681	TCONS_00020201.p1
OG0005233	YEAST00564	TCONS_00050890.p1
OG0005237	YEAST05398	TCONS_00012154.p1
OG0005238	YEAST00351	TCONS_00054668.p1
OG0005239	YEAST04499	TCONS_00009655.p1
OG0005240	YEAST03058	TCONS_00019115.p1
OG0005244	YEAST06021	TCONS_00014883.p1
OG0005247	YEAST06314	TCONS_00042949.p1
OG0005249	YEAST03446	TCONS_00014877.p1
OG0005251	YEAST00934	TCONS_00002390.p1
OG0005254	YEAST00814	TCONS_00013105.p1
OG0005259	YEAST04276	TCONS_00048110.p1
OG0005261	YEAST01831	TCONS_00018305.p1
OG0005262	YEAST05458	TCONS_00050628.p1
OG0005264	YEAST03506	TCONS_00020937.p1
OG0005267	YEAST03513	TCONS_00010086.p1
OG0005269	YEAST03314	TCONS_00048796.p1
OG0005273	YEAST04916	TCONS_00002165.p1, TCONS_00002167.p1
OG0005275	YEAST03695	TCONS_00049281.p1
OG0005277	YEAST04186	TCONS_00054359.p1
OG0005279	YEAST05219	TCONS_00007766.p1
OG0005280	YEAST00305	TCONS_00027640.p1
OG0005281	YEAST05694	TCONS_00026194.p1
OG0005285	YEAST03115	TCONS_00056273.p1
OG0005289	YEAST03438	TCONS_00015495.p1
OG0005292	YEAST01718	TCONS_00002776.p1
OG0005293	YEAST03033	TCONS_00018242.p1
OG0005294	YEAST01981	TCONS_00054205.p1
OG0005298	YEAST03696	TCONS_00054886.p1, TCONS_00054887.p1
OG0005299	YEAST00788	TCONS_00008418.p1, TCONS_00007124.p1
OG0005300	YEAST04941	TCONS_00048994.p1
OG0005304	YEAST05397	TCONS_00014747.p1
OG0005309	YEAST03670	TCONS_00030814.p1
OG0005312	YEAST05201, YEAST04689	TCONS_00006588.p1
OG0005314	YEAST05231, YEAST01835	TCONS_00001669.p1
OG0005316	YEAST02690	TCONS_00007669.p1
OG0005317	YEAST03232	TCONS_00000493.p1
OG0005318	YEAST02932	TCONS_00044824.p1, TCONS_00054613.p1, TCONS_00054694.p1, TCONS_00054680.p1
OG0005319	YEAST00507	TCONS_00029725.p1
OG0005323	YEAST01809	TCONS_00029424.p1
OG0005324	YEAST02894	TCONS_00016140.p1
OG0005360	YEAST05037	TCONS_00028745.p1
OG0005365	YEAST00555	TCONS_00031433.p1
OG0005366	YEAST05488	TCONS_00010763.p1
OG0005371	YEAST06170	TCONS_00032503.p1, TCONS_00032504.p1, TCONS_00032505.p1
OG0005373	YEAST05422	TCONS_00022228.p1
OG0005374	YEAST05714	TCONS_00000999.p1
OG0005375	YEAST03962	TCONS_00002718.p1, TCONS_00002720.p1
OG0005379	YEAST03216	TCONS_00041647.p1
OG0005390	YEAST03532	TCONS_00054232.p1
OG0005391	YEAST02166	TCONS_00020482.p1, TCONS_00020472.p1
OG0005393	YEAST04280	TCONS_00019632.p1
OG0005394	YEAST00853	TCONS_00008862.p1
OG0005396	YEAST05100	TCONS_00022727.p1
OG0005399	YEAST03052	TCONS_00050826.p1
OG0005402	YEAST00454, YEAST00455	TCONS_00052201.p1
OG0005403	YEAST03894	TCONS_00029726.p1
OG0005406	YEAST00801	TCONS_00040798.p1
OG0005409	YEAST01305	TCONS_00007454.p1
OG0005412	YEAST00286	TCONS_00019488.p1
OG0005413	YEAST00212	TCONS_00020491.p1
OG0005417	YEAST02517	TCONS_00013482.p1
OG0005422	YEAST00744	TCONS_00009911.p1, TCONS_00019005.p1
OG0005430	YEAST02046	TCONS_00007541.p1
OG0005431	YEAST00653	TCONS_00044868.p1
OG0005432	YEAST00083	TCONS_00005164.p1
OG0005433	YEAST00126	TCONS_00043311.p1, TCONS_00029216.p1
OG0005435	YEAST02973	TCONS_00019225.p1
OG0005437	YEAST04554	TCONS_00003880.p1
OG0005438	YEAST03985	TCONS_00044317.p1, TCONS_00015106.p1
OG0005439	YEAST00480, YEAST02388	TCONS_00016973.p1
OG0005446	YEAST02856	TCONS_00002283.p1
OG0005448	YEAST00061	TCONS_00000351.p1
OG0005451	YEAST02174	TCONS_00046006.p1
OG0005455	YEAST01906	TCONS_00056817.p1
OG0005464	YEAST03289	TCONS_00008361.p1
OG0005465	YEAST02925	TCONS_00011014.p1
OG0005466	YEAST04413	TCONS_00020837.p1
OG0005468	YEAST03549	TCONS_00007603.p1
OG0005469	YEAST03750	TCONS_00019786.p1
OG0005470	YEAST05805	TCONS_00053193.p1
OG0005471	YEAST02704	TCONS_00006666.p1
OG0005474	YEAST05625	TCONS_00014044.p1
OG0005476	YEAST00929	TCONS_00049597.p1
OG0005479	YEAST06140	TCONS_00008945.p1
OG0005481	YEAST02988	TCONS_00002153.p1
OG0005482	YEAST06080	TCONS_00010208.p1
OG0005484	YEAST05993	TCONS_00042361.p1
OG0005488	YEAST02834	TCONS_00004875.p1
OG0005489	YEAST02006	TCONS_00000093.p2
OG0005490	YEAST02289	TCONS_00019474.p1
OG0005493	YEAST03669	TCONS_00026820.p1
OG0005495	YEAST04982	TCONS_00022213.p1
OG0005498	YEAST02944	TCONS_00055471.p1
OG0005499	YEAST00316	TCONS_00030823.p1
OG0005503	YEAST01883	TCONS_00040005.p1, TCONS_00040021.p1, TCONS_00040027.p1
OG0005504	YEAST02859	TCONS_00014155.p1
OG0005508	YEAST05735	TCONS_00033191.p2, TCONS_00033192.p1, TCONS_00033178.p1
OG0005511	YEAST04889	TCONS_00053818.p1
OG0005514	YEAST00756	TCONS_00006472.p1
OG0005524	YEAST04752	TCONS_00012295.p1
OG0005527	YEAST05177	TCONS_00023389.p1, TCONS_00023355.p1
OG0005531	YEAST02508	TCONS_00000104.p1, TCONS_00038720.p1
OG0005533	YEAST05670	TCONS_00055786.p1
OG0005535	YEAST03305	TCONS_00005512.p1
OG0005537	YEAST00932	TCONS_00000523.p1
OG0005539	YEAST01881	TCONS_00046527.p1
OG0005540	YEAST04214	TCONS_00029289.p1, TCONS_00029288.p1
OG0005554	YEAST01003	TCONS_00057016.p1
OG0005556	YEAST01807	TCONS_00055187.p1, TCONS_00055156.p1
OG0005559	YEAST02680	TCONS_00000429.p1, TCONS_00000428.p1
OG0005560	YEAST01996	TCONS_00046570.p1, TCONS_00046598.p1
OG0005561	YEAST05048	TCONS_00019642.p1
OG0005562	YEAST02317	TCONS_00034798.p1
OG0005563	YEAST03552	TCONS_00042835.p1
OG0005564	YEAST02525	TCONS_00016490.p1
OG0005566	YEAST02934	TCONS_00005551.p1
OG0005569	YEAST01288	TCONS_00024188.p1
OG0005570	YEAST05155	TCONS_00043776.p1
OG0005572	YEAST04844	TCONS_00021333.p1
OG0005573	YEAST00059	TCONS_00025374.p1
OG0005574	YEAST02083	TCONS_00029427.p1
OG0005575	YEAST02256	TCONS_00006379.p1
OG0005580	YEAST03612	TCONS_00037773.p1
OG0005582	YEAST06134	TCONS_00011142.p1
OG0005584	YEAST03140, YEAST03524	TCONS_00028481.p1
OG0005589	YEAST06142	TCONS_00020037.p1
OG0005590	YEAST05462	TCONS_00002648.p1
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	TCONS_00008222.p1
OG0005594	YEAST04980	TCONS_00044927.p1
OG0005595	YEAST01803	TCONS_00026634.p1
OG0005597	YEAST02753	TCONS_00021833.p1
OG0005598	YEAST01870	TCONS_00022722.p1
OG0005599	YEAST01798	TCONS_00049658.p1
OG0005600	YEAST00206	TCONS_00047802.p1
OG0005604	YEAST03276	TCONS_00025624.p1
OG0005605	YEAST01083	TCONS_00030162.p1
OG0005613	YEAST02714	TCONS_00011077.p1
OG0005618	YEAST04830	TCONS_00053377.p1
OG0005620	YEAST04915	TCONS_00048633.p1
OG0005622	YEAST05142	TCONS_00010712.p1
OG0005623	YEAST01590	TCONS_00011578.p1
OG0005626	YEAST02896	TCONS_00004594.p1
OG0005632	YEAST01025	TCONS_00010518.p1
OG0005636	YEAST04250, YEAST02533	TCONS_00035937.p1
OG0005641	YEAST05413	TCONS_00046762.p1, TCONS_00045672.p1
OG0005643	YEAST05368	TCONS_00006374.p1
OG0005645	YEAST03386	TCONS_00034156.p1
OG0005649	YEAST03683	TCONS_00001806.p1
OG0005652	YEAST02748	TCONS_00047231.p1
OG0005656	YEAST05558	TCONS_00026714.p1
OG0005660	YEAST04813	TCONS_00005768.p1
OG0005665	YEAST05074	TCONS_00028488.p1
OG0005681	YEAST01514	TCONS_00022231.p1
OG0005694	YEAST02311	TCONS_00029769.p1
OG0005701	YEAST03349	TCONS_00013901.p1
OG0005702	YEAST02337	TCONS_00043976.p1
OG0005703	YEAST00484	TCONS_00012845.p1
OG0005707	YEAST01682	TCONS_00028279.p1
OG0005715	YEAST05111	TCONS_00019068.p1
OG0005719	YEAST01866	TCONS_00050798.p1
OG0005723	YEAST05629	TCONS_00049778.p1
OG0005724	YEAST03029	TCONS_00026773.p1
OG0005728	YEAST03877	TCONS_00009031.p1, TCONS_00009026.p1
OG0005729	YEAST04879	TCONS_00001538.p1
OG0005731	YEAST04127	TCONS_00013005.p1
OG0005732	YEAST05411, YEAST00067	TCONS_00012552.p1
OG0005734	YEAST03845	TCONS_00050791.p1
OG0005747	YEAST02338	TCONS_00051365.p1
OG0005749	YEAST00550	TCONS_00024069.p1
OG0005750	YEAST05318	TCONS_00041604.p1
OG0005758	YEAST03970	TCONS_00022868.p1
OG0005764	YEAST03256	TCONS_00034956.p1
OG0005769	YEAST05614	TCONS_00014902.p1
OG0005774	YEAST01218	TCONS_00055473.p1
OG0005775	YEAST04199	TCONS_00012663.p1
OG0005779	YEAST03322	TCONS_00014341.p1
OG0005783	YEAST04090	TCONS_00027659.p1, TCONS_00041557.p1
OG0005784	YEAST06131	TCONS_00027675.p1
OG0005787	YEAST03651	TCONS_00019348.p1
OG0005789	YEAST06245	TCONS_00019826.p1
OG0005790	YEAST01022	TCONS_00011402.p1
OG0005792	YEAST02379	TCONS_00011438.p1
OG0005793	YEAST03437	TCONS_00011931.p1, TCONS_00014942.p1
OG0005794	YEAST03999	TCONS_00057204.p1
OG0005796	YEAST02169	TCONS_00030821.p1
OG0005797	YEAST04949	TCONS_00026070.p1
OG0005799	YEAST05573	TCONS_00011261.p1
OG0005800	YEAST03278	TCONS_00019981.p1
OG0005803	YEAST05968	TCONS_00012639.p1
OG0005805	YEAST01806	TCONS_00005191.p1
OG0005807	YEAST01275	TCONS_00001178.p1, TCONS_00001189.p1
OG0005811	YEAST01007	TCONS_00009570.p1, TCONS_00009572.p1
OG0005812	YEAST06095, YEAST02696, YEAST03626	TCONS_00011432.p1
OG0005814	YEAST01475	TCONS_00023708.p1, TCONS_00029396.p1
OG0005815	YEAST03739	TCONS_00006289.p1
OG0005819	YEAST04896	TCONS_00052890.p1
OG0005823	YEAST01415	TCONS_00004827.p1, TCONS_00004846.p1
OG0005828	YEAST00547	TCONS_00004739.p1
OG0005831	YEAST05339	TCONS_00014142.p1
OG0005832	YEAST00468	TCONS_00008152.p1
OG0005835	YEAST01714	TCONS_00002870.p1
OG0005837	YEAST02139	TCONS_00052495.p1
OG0005842	YEAST02254	TCONS_00045265.p1
OG0005843	YEAST02236	TCONS_00016897.p1
OG0005845	YEAST00903	TCONS_00047948.p1
OG0005848	YEAST01451, YEAST02858	TCONS_00056060.p1
OG0005849	YEAST01002	TCONS_00055775.p1
OG0005850	YEAST01618	TCONS_00056153.p1
OG0005860	YEAST01211	TCONS_00020330.p1
OG0005864	YEAST04171	TCONS_00027112.p1
OG0005865	YEAST02036	TCONS_00051375.p1
OG0005866	YEAST02662, YEAST00926, YEAST05389	TCONS_00008742.p1
OG0005869	YEAST04361	TCONS_00007984.p1
OG0005872	YEAST00119	TCONS_00055123.p1
OG0005874	YEAST05241	TCONS_00055136.p1, TCONS_00055147.p1
OG0005880	YEAST00456	TCONS_00048495.p1
OG0005886	YEAST01320	TCONS_00011224.p1
OG0005887	YEAST02429, YEAST01660	TCONS_00005654.p1
OG0005888	YEAST01289, YEAST02921	TCONS_00014775.p1
OG0005889	YEAST02568	TCONS_00001401.p1
OG0005893	YEAST05434	TCONS_00043408.p1
OG0005897	YEAST04730	TCONS_00029761.p2
OG0005898	YEAST04411	TCONS_00012301.p1
OG0005899	YEAST01832	TCONS_00016079.p1
OG0005901	YEAST04462	TCONS_00018915.p1
OG0005902	YEAST03800	TCONS_00007045.p1
OG0005906	YEAST01796	TCONS_00057182.p1
OG0005909	YEAST01623	TCONS_00028261.p1
OG0005919	YEAST06039	TCONS_00016569.p1
OG0005921	YEAST01856	TCONS_00015541.p1
OG0005922	YEAST03364	TCONS_00047865.p1
OG0005925	YEAST05583	TCONS_00022401.p1
OG0005928	YEAST02001	TCONS_00052702.p1
OG0005931	YEAST04950	TCONS_00049675.p1
OG0005932	YEAST02495	TCONS_00049813.p1
OG0005933	YEAST05705	TCONS_00057220.p1, TCONS_00056057.p1
OG0005936	YEAST03224	TCONS_00037478.p1
OG0005940	YEAST04035	TCONS_00054966.p1
OG0005943	YEAST00579	TCONS_00012688.p1
OG0005944	YEAST01316	TCONS_00011482.p1
OG0005946	YEAST05608	TCONS_00047732.p1
OG0005949	YEAST06253	TCONS_00006019.p1, TCONS_00006018.p1
OG0005954	YEAST01233	TCONS_00006383.p1
OG0005955	YEAST00616	TCONS_00027126.p1
OG0005960	YEAST04608	TCONS_00027043.p1
OG0005961	YEAST00672	TCONS_00048515.p1
OG0005965	YEAST02033	TCONS_00026066.p1
OG0005966	YEAST04113	TCONS_00013188.p1
OG0005968	YEAST05417	TCONS_00008058.p1
OG0005969	YEAST04558, YEAST04559	TCONS_00011911.p1
OG0005970	YEAST05328	TCONS_00052897.p1
OG0005974	YEAST06068	TCONS_00015163.p1
OG0005976	YEAST02136	TCONS_00012837.p1
OG0005978	YEAST01891	TCONS_00019204.p1
OG0005980	YEAST06132	TCONS_00056561.p1
OG0005984	YEAST04078, YEAST01479	TCONS_00054346.p1
OG0005985	YEAST00726	TCONS_00038732.p1, TCONS_00031877.p1, TCONS_00038729.p1, TCONS_00057193.p1
OG0005986	YEAST02056	TCONS_00011846.p1
OG0005987	YEAST05748	TCONS_00022208.p1
OG0005989	YEAST04850	TCONS_00037768.p1
OG0005991	YEAST06034	TCONS_00043851.p1
OG0005993	YEAST04496	TCONS_00023452.p1, TCONS_00023494.p1
OG0005995	YEAST01813	TCONS_00048503.p1
OG0005996	YEAST02670	TCONS_00045527.p1
OG0005998	YEAST04034	TCONS_00005190.p1
OG0006001	YEAST02335	TCONS_00011884.p1
OG0006003	YEAST05889	TCONS_00053828.p1, TCONS_00053832.p1
OG0006005	YEAST05024	TCONS_00042240.p1, TCONS_00042293.p1
OG0006011	YEAST02553	TCONS_00006346.p1
OG0006059	YEAST03490	TCONS_00008892.p1
OG0006063	YEAST00475	TCONS_00031260.p1
OG0006064	YEAST03138	TCONS_00031053.p1, TCONS_00031044.p1
OG0006065	YEAST06018	TCONS_00028323.p1
OG0006069	YEAST00670	TCONS_00013802.p1
OG0006071	YEAST02732	TCONS_00026719.p1, TCONS_00041533.p1
OG0006072	YEAST03317	TCONS_00029592.p1
OG0006073	YEAST06328	TCONS_00011383.p1
OG0006074	YEAST00045	TCONS_00011881.p1
OG0006079	YEAST05794	TCONS_00027913.p1
OG0006084	YEAST02308	TCONS_00005258.p1
OG0006087	YEAST02260	TCONS_00019446.p1
OG0006090	YEAST03852	TCONS_00011737.p1
OG0006095	YEAST03334	TCONS_00015458.p1
