Orthogroup	YEAST	CAEEL
OG0007975	YEAST01243	CAEEL07570
OG0007976	YEAST02259	CAEEL13363
OG0007978	YEAST01491	CAEEL16129
OG0007996	YEAST04079	CAEEL08828
OG0008008	YEAST02355	CAEEL09265
OG0008020	YEAST05433	CAEEL07350
OG0008030	YEAST00039	CAEEL08937
OG0008031	YEAST04719	CAEEL03012
OG0008042	YEAST04557, YEAST00839	CAEEL08018
OG0008045	YEAST01345	CAEEL06796
OG0008056	YEAST04542	CAEEL07039
OG0008069	YEAST00959	CAEEL04653
OG0008072	YEAST00552	CAEEL03539
OG0008074	YEAST05664	CAEEL08812
OG0008079	YEAST03108	CAEEL11763
OG0008091	YEAST06200	CAEEL08716
OG0008100	YEAST03959	CAEEL09035
OG0008104	YEAST06240	CAEEL01994
OG0008105	YEAST03324	CAEEL14680
OG0008110	YEAST00121	CAEEL05284
OG0008115	YEAST05684, YEAST06009	CAEEL20667
OG0008122	YEAST01663	CAEEL11778
OG0008127	YEAST05342	CAEEL07191
OG0008136	YEAST02756	CAEEL09654
OG0008201	YEAST01163	CAEEL15238
OG0008202	YEAST06186	CAEEL08153
OG0008208	YEAST04341	CAEEL12161
OG0008219	YEAST05754	CAEEL16399
OG0008267	YEAST02722	CAEEL01941
OG0008273	YEAST00628	CAEEL00012
OG0008275	YEAST05358	CAEEL12381
OG0008281	YEAST01387	CAEEL00420
OG0008307	YEAST01285	CAEEL09006
OG0008332	YEAST03366	CAEEL05599
OG0008339	YEAST03286	CAEEL12124
OG0008346	YEAST01382	CAEEL13144
OG0008348	YEAST03383	CAEEL07578
OG0008351	YEAST01276	CAEEL00200
OG0008403	YEAST01318	CAEEL01637
OG0008404	YEAST02842	CAEEL14841
OG0008533	YEAST00770	CAEEL05305
OG0008540	YEAST02219	CAEEL01640
OG0008542	YEAST00506	CAEEL01755
OG0008601	YEAST03150	CAEEL06269, CAEEL18930
OG0008602	YEAST04166	CAEEL15827
OG0008620	YEAST00843	CAEEL04544
OG0008626	YEAST03306	CAEEL11775
OG0008654	YEAST03590	CAEEL05052
OG0008685	YEAST00164	CAEEL07465
OG0008689	YEAST05237	CAEEL00927
OG0008794	YEAST01976, YEAST00168, YEAST00957	CAEEL07396
OG0008799	YEAST03377	CAEEL16398
OG0008816	YEAST01954	CAEEL02754
OG0008824	YEAST01698	CAEEL08796
OG0008879	YEAST05579	CAEEL06910
OG0008887	YEAST00387	CAEEL04377
OG0008903	YEAST01637	CAEEL10152
OG0008913	YEAST03181, YEAST03769	CAEEL08017
OG0008933	YEAST01769, YEAST01770, YEAST01771, YEAST01768, YEAST01777, YEAST01780	CAEEL12753
OG0008943	YEAST01762, YEAST01758, YEAST01763, YEAST01764, YEAST01760, YEAST01759, YEAST01761	CAEEL12756
OG0008990	YEAST02040	CAEEL16731
OG0009078	YEAST02676	CAEEL01659
OG0009115	YEAST05628, YEAST04158	CAEEL09619
OG0009165	YEAST05085, YEAST01742	CAEEL12928
OG0009225	YEAST01052	CAEEL15487
OG0009232	YEAST04731	CAEEL03097
OG0009344	YEAST03868	CAEEL02026
OG0009451	YEAST05755, YEAST04763	CAEEL07612
OG0009590	YEAST02138	CAEEL10923
OG0009604	YEAST04803	CAEEL01986
OG0009630	YEAST02852	CAEEL08959
OG0009649	YEAST01825	CAEEL15752
OG0009651	YEAST04775	CAEEL02019
OG0009654	YEAST04221	CAEEL16720
OG0009676	YEAST05959	CAEEL08642
OG0009920	YEAST05355	CAEEL07855
OG0009994	YEAST06045	CAEEL17392, CAEEL06241
OG0010139	YEAST01045	CAEEL06671
OG0010271	YEAST03656	CAEEL05014
OG0010323	YEAST04943	CAEEL08147
OG0010346	YEAST00902, YEAST04286	CAEEL06718
OG0010369	YEAST01224	CAEEL14711
OG0010372	YEAST02145	CAEEL00360
OG0010570	YEAST03006	CAEEL11133
OG0010643	YEAST00800	CAEEL10924
OG0011004	YEAST05869	CAEEL08293, CAEEL08288, CAEEL13824
OG0011111	YEAST00210	CAEEL05475, CAEEL04787
OG0011258	YEAST02930	CAEEL01988
OG0011334	YEAST01779	CAEEL12757
OG0011371	YEAST01766	CAEEL12751
OG0011375	YEAST03348	CAEEL02578
OG0011414	YEAST04503	CAEEL16021
OG0011806	YEAST04598, YEAST05369, YEAST04837, YEAST00374	CAEEL15742, CAEEL15743, CAEEL13819
OG0011869	YEAST04156	CAEEL11172
OG0011920	YEAST05132	CAEEL08146
OG0012498	YEAST04109	CAEEL11180
OG0012571	YEAST01509, YEAST03166, YEAST01253, YEAST00840	CAEEL09478, CAEEL08635, CAEEL18872, CAEEL18871, CAEEL18870, CAEEL12145
OG0014188	YEAST01781	CAEEL12754
OG0015219	YEAST06205	CAEEL08100, CAEEL08893
OG0019907	YEAST03365, YEAST01816	CAEEL07618
OG0019963	YEAST00291	CAEEL05437
OG0024255	YEAST01366	CAEEL11873, CAEEL11134, CAEEL11127
OG0041041	YEAST01532	CAEEL07240
