Orthogroup	YEAST	SACKO_ok
OG0006398	YEAST04420, YEAST03553	SACKO_27088
OG0006407	YEAST02250	SACKO_17793
OG0006416	YEAST00023	SACKO_08098, SACKO_08096
OG0006447	YEAST03459	SACKO_23062, SACKO_23074
OG0006448	YEAST00505, YEAST04285	SACKO_32439
OG0006449	YEAST02458	SACKO_08483
OG0006456	YEAST06224	SACKO_08294
OG0006459	YEAST00972, YEAST00245	SACKO_12069
OG0006461	YEAST05346	SACKO_26093
OG0006462	YEAST01838	SACKO_19260
OG0006464	YEAST05965	SACKO_17838
OG0006465	YEAST01875	SACKO_05184
OG0006470	YEAST01306	SACKO_26991
OG0006474	YEAST03988	SACKO_07123
OG0006475	YEAST06223, YEAST00349	SACKO_09202
OG0006476	YEAST00315	SACKO_06810
OG0006479	YEAST05669	SACKO_05515
OG0006481	YEAST06165	SACKO_32596
OG0006488	YEAST02614	SACKO_14602
OG0006498	YEAST02291	SACKO_30648
OG0006503	YEAST06053	SACKO_26135
OG0006504	YEAST02866	SACKO_03303, SACKO_09824
OG0006507	YEAST02914	SACKO_14097
OG0006509	YEAST02252	SACKO_24087
OG0006511	YEAST01899	SACKO_30734
OG0006512	YEAST04169	SACKO_22144
OG0006514	YEAST05820	SACKO_14410
OG0006515	YEAST03195	SACKO_02186
OG0006516	YEAST02248	SACKO_04666
OG0006520	YEAST05914	SACKO_30114
OG0006523	YEAST04170	SACKO_32390
OG0006528	YEAST02276	SACKO_02110
OG0006532	YEAST05019	SACKO_08016, SACKO_03819
OG0006533	YEAST00790	SACKO_33047
OG0006536	YEAST05130	SACKO_33595
OG0006538	YEAST02168	SACKO_18227
OG0006543	YEAST03219	SACKO_04274
OG0006544	YEAST06160	SACKO_23966
OG0006550	YEAST05541	SACKO_32798
OG0006552	YEAST02016	SACKO_18574, SACKO_07811
OG0006553	YEAST05825	SACKO_15568
OG0006554	YEAST04136	SACKO_31239
OG0006561	YEAST00874	SACKO_09099
OG0006564	YEAST05934	SACKO_05452
OG0006568	YEAST03560	SACKO_27965
OG0006569	YEAST02940	SACKO_27176
OG0006571	YEAST00795	SACKO_32504
OG0006574	YEAST06163	SACKO_15526
OG0006577	YEAST03945	SACKO_14949
OG0006578	YEAST00813	SACKO_29301
OG0006580	YEAST04957	SACKO_05003
OG0006582	YEAST04615	SACKO_02966, SACKO_33699
OG0006584	YEAST01846	SACKO_23948
OG0006589	YEAST04474	SACKO_16206
OG0006594	YEAST00464	SACKO_03277
OG0006595	YEAST05577	SACKO_12199, SACKO_00535
OG0006596	YEAST03312	SACKO_19957
OG0006597	YEAST01876	SACKO_30631, SACKO_30596
OG0006598	YEAST02580	SACKO_00853
OG0006602	YEAST06259	SACKO_02027
OG0006603	YEAST05721	SACKO_26785
OG0006604	YEAST01597	SACKO_07557
OG0006607	YEAST05258	SACKO_23822
OG0006609	YEAST04231	SACKO_04167
OG0006610	YEAST04593	SACKO_06748
OG0006611	YEAST02395	SACKO_24593
OG0006613	YEAST00490	SACKO_13925
OG0006615	YEAST02695	SACKO_30383, SACKO_14275
OG0006617	YEAST02864, YEAST02189	SACKO_03976
OG0006619	YEAST03691	SACKO_23817
OG0006622	YEAST04382	SACKO_18492
OG0006627	YEAST01553	SACKO_03660
OG0006630	YEAST05584	SACKO_04305, SACKO_09718, SACKO_07939
OG0006631	YEAST01419, YEAST04493	SACKO_25124
OG0006633	YEAST05580	SACKO_13776
OG0006636	YEAST06190	SACKO_20362
OG0006637	YEAST06011	SACKO_18391
OG0006651	YEAST03308	SACKO_18929
OG0006655	YEAST04609	SACKO_02434
OG0006658	YEAST03323	SACKO_26976
OG0006662	YEAST02707	SACKO_17036
OG0006663	YEAST04538	SACKO_10196
OG0006664	YEAST04769	SACKO_17513
OG0006667	YEAST03011	SACKO_22738, SACKO_25306, SACKO_25302
OG0006668	YEAST00040	SACKO_24222
OG0006669	YEAST05379	SACKO_27060
OG0006678	YEAST03428	SACKO_28613
OG0006681	YEAST02774	SACKO_28467
OG0006688	YEAST02298	SACKO_16160
OG0006690	YEAST00986	SACKO_25519
OG0006691	YEAST06141	SACKO_00524
OG0006692	YEAST04243	SACKO_09418, SACKO_25158
OG0006694	YEAST04074	SACKO_31335
OG0006703	YEAST04919	SACKO_34078
OG0006704	YEAST02241	SACKO_15216, SACKO_01683
OG0006706	YEAST01312	SACKO_20095
OG0006707	YEAST04448	SACKO_28521
OG0006712	YEAST01297	SACKO_04882
OG0006717	YEAST03273, YEAST00511	SACKO_31616
OG0006722	YEAST05928	SACKO_14697
OG0006725	YEAST05141	SACKO_01532
OG0006726	YEAST01310	SACKO_23805
OG0006728	YEAST01819	SACKO_30037
OG0006730	YEAST06066	SACKO_10591
OG0006732	YEAST05092	SACKO_10379
OG0006736	YEAST03708, YEAST02845	SACKO_26749
OG0006738	YEAST03786	SACKO_30322
OG0006741	YEAST00908	SACKO_07967
OG0006752	YEAST01605	SACKO_10442
OG0006753	YEAST06210	SACKO_32383
OG0006754	YEAST05223, YEAST00660	SACKO_05330
OG0006755	YEAST03743	SACKO_14460
OG0006757	YEAST02585	SACKO_00223
OG0006758	YEAST00132	SACKO_32935
OG0006766	YEAST01711	SACKO_26404
OG0006769	YEAST04955	SACKO_08861
OG0006772	YEAST05602	SACKO_12476
OG0006775	YEAST01095	SACKO_06720
OG0006776	YEAST02455	SACKO_32464
OG0006777	YEAST05242	SACKO_31484
OG0006826	YEAST03748	SACKO_06213, SACKO_06211
OG0006830	YEAST02320	SACKO_00725
OG0006838	YEAST01244	SACKO_19296
OG0006843	YEAST03855	SACKO_21301
OG0006846	YEAST04146	SACKO_31599
OG0006853	YEAST03500	SACKO_07750
OG0006860	YEAST03798	SACKO_25058
OG0006867	YEAST03341	SACKO_03131
OG0006869	YEAST01706	SACKO_23624
OG0006874	YEAST03449	SACKO_15547, SACKO_02225
OG0006876	YEAST00384	SACKO_17712
OG0006880	YEAST04631	SACKO_17519
OG0006881	YEAST01049	SACKO_20383
OG0006887	YEAST01983	SACKO_27302
OG0006888	YEAST00485	SACKO_27706
OG0006890	YEAST02034	SACKO_33625
OG0006891	YEAST00187	SACKO_00733
OG0006892	YEAST04820	SACKO_00620
OG0006894	YEAST01360	SACKO_16651
OG0006897	YEAST00856	SACKO_12096
OG0006901	YEAST05480	SACKO_00618, SACKO_06914
OG0006906	YEAST00746	SACKO_29713
OG0006918	YEAST05610	SACKO_21493
OG0006924	YEAST04308	SACKO_17426
OG0006927	YEAST00921	SACKO_18408
OG0006934	YEAST02053	SACKO_26364
OG0006935	YEAST02014	SACKO_30206
OG0006936	YEAST06114	SACKO_24103
OG0006937	YEAST05537	SACKO_16830
OG0006939	YEAST01033	SACKO_12961
OG0006940	YEAST05163	SACKO_27738
OG0006942	YEAST00190	SACKO_03113
OG0006943	YEAST02583	SACKO_27117
OG0006949	YEAST00975, YEAST00256	SACKO_13058
OG0006952	YEAST02831	SACKO_23323
OG0006953	YEAST02903, YEAST04751, YEAST05739	SACKO_27273
OG0006959	YEAST01865	SACKO_10040
OG0006964	YEAST05995	SACKO_17635, SACKO_29390
OG0006966	YEAST02544	SACKO_26125
OG0006967	YEAST06235	SACKO_02771
OG0006968	YEAST03972	SACKO_17433
OG0006969	YEAST01604	SACKO_25282
OG0006971	YEAST00044	SACKO_05441
OG0006973	YEAST03793	SACKO_24277
OG0006977	YEAST06248	SACKO_29829
OG0006978	YEAST00696	SACKO_05070
OG0006980	YEAST02173	SACKO_19310
OG0006985	YEAST03215	SACKO_32765
OG0006989	YEAST04914	SACKO_22945
OG0006991	YEAST05066	SACKO_18032
OG0006992	YEAST04657	SACKO_25684
OG0006994	YEAST05554	SACKO_07891
OG0006995	YEAST06048	SACKO_20027
OG0006997	YEAST00664	SACKO_23615
OG0006998	YEAST02509	SACKO_08038
OG0006999	YEAST03874	SACKO_08484
OG0007003	YEAST01840	SACKO_04932
OG0007005	YEAST03907	SACKO_29350
OG0007009	YEAST05645	SACKO_08522
OG0007010	YEAST01652	SACKO_15717
OG0007012	YEAST05361	SACKO_31857
OG0007013	YEAST05971	SACKO_28712
OG0007015	YEAST03053	SACKO_30224
OG0007016	YEAST05307	SACKO_32125
OG0007020	YEAST00663	SACKO_02385, SACKO_06133
OG0007024	YEAST01864	SACKO_26052
OG0007028	YEAST06312	SACKO_15050
OG0007029	YEAST05619	SACKO_32173
OG0007030	YEAST05712	SACKO_29671
OG0007033	YEAST04002	SACKO_06084
OG0007036	YEAST04799	SACKO_26758
OG0007043	YEAST02072, YEAST01064	SACKO_16636
OG0007045	YEAST01113	SACKO_06007
OG0007046	YEAST04826	SACKO_31329
OG0007049	YEAST05930	SACKO_12577
OG0007050	YEAST05668	SACKO_00112
OG0007053	YEAST05898	SACKO_13932
OG0007055	YEAST02593	SACKO_25420, SACKO_30832
OG0007057	YEAST05673	SACKO_13231
OG0007061	YEAST03247	SACKO_33581
OG0007063	YEAST04650	SACKO_33318
OG0007065	YEAST01111	SACKO_12649
OG0007073	YEAST03946	SACKO_04610
OG0007075	YEAST00811	SACKO_02014
OG0007084	YEAST05527	SACKO_17427
OG0007089	YEAST04132	SACKO_08418
OG0007092	YEAST01811	SACKO_03845
OG0007093	YEAST01923	SACKO_22444
OG0007095	YEAST02581	SACKO_23495
OG0007097	YEAST01699	SACKO_29405
OG0007098	YEAST03783	SACKO_16364
OG0007106	YEAST00202	SACKO_10813
OG0007112	YEAST05597	SACKO_08725
OG0007114	YEAST03493	SACKO_26820
OG0007118	YEAST01120	SACKO_25201
OG0007119	YEAST05459	SACKO_25634
OG0007120	YEAST04248	SACKO_14961
OG0007121	YEAST05746	SACKO_15333
OG0007124	YEAST04818	SACKO_01895
OG0007127	YEAST04415	SACKO_10394
OG0007130	YEAST05158	SACKO_32058
OG0007131	YEAST05874	SACKO_20356
OG0007132	YEAST06078	SACKO_28911
OG0007137	YEAST00797	SACKO_25595, SACKO_25596
OG0007138	YEAST04319	SACKO_09225
OG0007139	YEAST05259	SACKO_05472
OG0007143	YEAST02636	SACKO_00838
OG0007144	YEAST04135	SACKO_09057
OG0007150	YEAST00900	SACKO_30213
OG0007154	YEAST01439	SACKO_12031
OG0007164	YEAST05557	SACKO_06008
OG0007165	YEAST04228, YEAST02514	SACKO_23160
OG0007166	YEAST05384	SACKO_00991
OG0007168	YEAST02929	SACKO_22974
OG0007182	YEAST00042	SACKO_28417
OG0007184	YEAST01512	SACKO_14227
OG0007186	YEAST00761	SACKO_09431
OG0007192	YEAST00860	SACKO_32927
OG0007201	YEAST01721	SACKO_28668
OG0007249	YEAST00344	SACKO_25077
OG0007254	YEAST00328	SACKO_20296
OG0007258	YEAST02867	SACKO_02451
OG0007264	YEAST04093	SACKO_19011
OG0007269	YEAST04522	SACKO_20712
OG0007274	YEAST04165, YEAST05634	SACKO_28207
OG0007276	YEAST02007	SACKO_16517
OG0007279	YEAST02363	SACKO_11089
OG0007282	YEAST04912	SACKO_29535
OG0007288	YEAST02949	SACKO_06459
OG0007292	YEAST05159	SACKO_32636
OG0007303	YEAST05207	SACKO_09372
OG0007307	YEAST05606	SACKO_04769
OG0007313	YEAST02047	SACKO_08234, SACKO_12613, SACKO_05604
OG0007317	YEAST04084	SACKO_26981
OG0007321	YEAST05016	SACKO_15330
OG0007322	YEAST01090	SACKO_21358
OG0007325	YEAST03249	SACKO_13504
OG0007330	YEAST00633	SACKO_30586
OG0007332	YEAST02451	SACKO_18761
OG0007335	YEAST06084	SACKO_12354
OG0007336	YEAST03606	SACKO_09463
OG0007341	YEAST00183	SACKO_17570
OG0007342	YEAST03859	SACKO_14494
OG0007343	YEAST00383	SACKO_25659
OG0007347	YEAST02066	SACKO_30253
OG0007349	YEAST01492	SACKO_10188
OG0007354	YEAST03378	SACKO_06474
OG0007355	YEAST02682	SACKO_03780
OG0007361	YEAST02394	SACKO_22476
OG0007363	YEAST05519	SACKO_14533
OG0007364	YEAST01959	SACKO_04078
OG0007367	YEAST01013	SACKO_27045
OG0007371	YEAST04970	SACKO_13724
OG0007376	YEAST02976	SACKO_30158
OG0007379	YEAST00967	SACKO_02167
OG0007382	YEAST01108	SACKO_05172
OG0007387	YEAST06326	SACKO_09468
OG0007393	YEAST01116	SACKO_14611
OG0007394	YEAST05998	SACKO_03844
OG0007395	YEAST00603	SACKO_31545
OG0007397	YEAST03512	SACKO_15113
OG0007399	YEAST02279	SACKO_31407
OG0007401	YEAST03451	SACKO_08238
OG0007408	YEAST03401	SACKO_14246
OG0007409	YEAST05329	SACKO_14248
OG0007411	YEAST04399	SACKO_17084
OG0007412	YEAST04822	SACKO_32563
OG0007414	YEAST01970	SACKO_27621
OG0007415	YEAST01948	SACKO_12609
OG0007417	YEAST04175	SACKO_18265
OG0007419	YEAST02667	SACKO_18390
OG0007421	YEAST00762	SACKO_24530
OG0007424	YEAST05463	SACKO_04235
OG0007425	YEAST06135	SACKO_04075
OG0007427	YEAST00763	SACKO_06540
OG0007428	YEAST01536	SACKO_01408
OG0007431	YEAST00610	SACKO_10373
OG0007439	YEAST01063	SACKO_29991
OG0007442	YEAST03687	SACKO_27570
OG0007446	YEAST04647	SACKO_21720
OG0007451	YEAST02017	SACKO_11696
OG0007454	YEAST01359	SACKO_17444
OG0007456	YEAST00931	SACKO_29043
OG0007458	YEAST02196	SACKO_15110
OG0007460	YEAST04891	SACKO_17949
OG0007463	YEAST00394	SACKO_30515
OG0007466	YEAST00806	SACKO_24925
OG0007473	YEAST03408	SACKO_32479
OG0007482	YEAST05783	SACKO_14127
OG0007483	YEAST01187	SACKO_08109
OG0007484	YEAST00517	SACKO_15258
OG0007488	YEAST04193	SACKO_30038
OG0007491	YEAST05032	SACKO_28491, SACKO_28499, SACKO_28496
OG0007495	YEAST04536	SACKO_02132
OG0007498	YEAST00593	SACKO_12831
OG0007499	YEAST03994	SACKO_02321
OG0007504	YEAST02642	SACKO_24887
OG0007508	YEAST05759	SACKO_33462, SACKO_17595
OG0007509	YEAST03229	SACKO_09775
OG0007528	YEAST02438	SACKO_03947
OG0007531	YEAST05725	SACKO_32475
OG0007591	YEAST02623	SACKO_03097
OG0007597	YEAST05244	SACKO_27307
OG0007605	YEAST04509	SACKO_03702
OG0007615	YEAST05127	SACKO_01232
OG0007618	YEAST02486	SACKO_03711
OG0007619	YEAST04342	SACKO_22280
OG0007622	YEAST01282	SACKO_30364
OG0007624	YEAST03901	SACKO_14810
OG0007645	YEAST05586	SACKO_00394
OG0007646	YEAST05572	SACKO_25081
OG0007648	YEAST03775	SACKO_14781
OG0007656	YEAST02935	SACKO_33780
OG0007657	YEAST01213	SACKO_17563, SACKO_22870
OG0007663	YEAST01133	SACKO_10239
OG0007673	YEAST04892	SACKO_05611
OG0007676	YEAST01965	SACKO_09344
OG0007685	YEAST00976	SACKO_02336
OG0007690	YEAST00054	SACKO_21477
OG0007692	YEAST05386	SACKO_21757
OG0007698	YEAST04526	SACKO_16983
OG0007701	YEAST04394	SACKO_05449
OG0007703	YEAST03290	SACKO_05214
OG0007704	YEAST01687	SACKO_21329
OG0007712	YEAST02916	SACKO_17853
OG0007722	YEAST06130	SACKO_21315
OG0007727	YEAST01129	SACKO_08785
OG0007739	YEAST04408	SACKO_24318
OG0007744	YEAST04303	SACKO_07961
OG0007749	YEAST02144	SACKO_23696
OG0007751	YEAST03046	SACKO_24128
OG0007754	YEAST03550	SACKO_29412
OG0007758	YEAST04336	SACKO_31444
OG0007760	YEAST02821	SACKO_15591, SACKO_25119
OG0007766	YEAST03772, YEAST02908	SACKO_22720
OG0007767	YEAST03177	SACKO_20294
OG0007769	YEAST02589	SACKO_19751
OG0007772	YEAST05211	SACKO_25819
OG0007773	YEAST05609	SACKO_06918
OG0007783	YEAST03579	SACKO_05677
OG0007784	YEAST01170	SACKO_30310
OG0007786	YEAST01347	SACKO_17939
OG0007787	YEAST03458	SACKO_09803
OG0007801	YEAST02556, YEAST00332	SACKO_22027
OG0007803	YEAST00818	SACKO_09104
OG0007810	YEAST06278	SACKO_23665
OG0007811	YEAST05686	SACKO_30681
OG0007816	YEAST00605	SACKO_29422
OG0007823	YEAST03887	SACKO_21670
OG0007825	YEAST05054	SACKO_19207
OG0007827	YEAST01279	SACKO_29096
OG0007829	YEAST02649	SACKO_03508
OG0007830	YEAST03594	SACKO_13921
OG0007831	YEAST03693	SACKO_28956
OG0007838	YEAST04312	SACKO_05760
OG0007840	YEAST02829	SACKO_21485
OG0007843	YEAST04794	SACKO_14457
OG0007848	YEAST03711	SACKO_31285
OG0007849	YEAST01915	SACKO_14909
OG0007850	YEAST01418	SACKO_33205
OG0007852	YEAST02199	SACKO_01205, SACKO_10185
OG0007854	YEAST01377	SACKO_13336
OG0007858	YEAST03196	SACKO_10318
OG0007866	YEAST06036	SACKO_28640
OG0007912	YEAST04725	SACKO_03286, SACKO_14468
OG0007918	YEAST04092	SACKO_10285
OG0007941	YEAST03892	SACKO_28903
OG0007942	YEAST03545	SACKO_20830
OG0007943	YEAST03288	SACKO_19871
OG0007947	YEAST02420	SACKO_24487
OG0007958	YEAST01011	SACKO_29325
OG0007971	YEAST03990	SACKO_08459
OG0007975	YEAST01243	SACKO_20952
OG0007976	YEAST02259	SACKO_01022
OG0007978	YEAST01491	SACKO_25531
OG0007982	YEAST03186	SACKO_05044
OG0007986	YEAST01263	SACKO_21304
OG0007991	YEAST02341	SACKO_32379
OG0007993	YEAST00089	SACKO_25754
OG0007995	YEAST03463	SACKO_19034
OG0007996	YEAST04079	SACKO_22351
OG0007998	YEAST00688	SACKO_27924
OG0008008	YEAST02355	SACKO_05696
OG0008020	YEAST05433	SACKO_17703
OG0008030	YEAST00039	SACKO_07101
OG0008031	YEAST04719	SACKO_23288
OG0008038	YEAST05601	SACKO_02408
OG0008042	YEAST04557, YEAST00839	SACKO_02677
OG0008045	YEAST01345	SACKO_15996
OG0008053	YEAST05804	SACKO_21137
OG0008055	YEAST05224	SACKO_23623
OG0008056	YEAST04542	SACKO_13916
OG0008069	YEAST00959	SACKO_27016
OG0008072	YEAST00552	SACKO_26658
OG0008074	YEAST05664	SACKO_25720
OG0008079	YEAST03108	SACKO_29403
OG0008085	YEAST04107	SACKO_21853
OG0008091	YEAST06200	SACKO_03776
OG0008100	YEAST03959	SACKO_32212
OG0008103	YEAST05352	SACKO_24074, SACKO_17692
OG0008104	YEAST06240	SACKO_21676
OG0008105	YEAST03324	SACKO_34007
OG0008110	YEAST00121	SACKO_18116
OG0008111	YEAST06004, YEAST05693	SACKO_16998
OG0008115	YEAST05684, YEAST06009	SACKO_25742, SACKO_25756, SACKO_25718
OG0008122	YEAST01663	SACKO_27201
OG0008127	YEAST05342	SACKO_31710
OG0008136	YEAST02756	SACKO_24610
OG0008196	YEAST03623	SACKO_09687
OG0008201	YEAST01163	SACKO_26429
OG0008202	YEAST06186	SACKO_14808
OG0008208	YEAST04341	SACKO_07952
OG0008219	YEAST05754	SACKO_24484
OG0008244	YEAST04999	SACKO_23501
OG0008251	YEAST01472	SACKO_22882
OG0008254	YEAST04740	SACKO_22413
OG0008267	YEAST02722	SACKO_16208
OG0008273	YEAST00628	SACKO_02139
OG0008275	YEAST05358	SACKO_29518
OG0008281	YEAST01387	SACKO_09080
OG0008307	YEAST01285	SACKO_04416
OG0008323	YEAST05718	SACKO_04576
OG0008332	YEAST03366	SACKO_20532
OG0008339	YEAST03286	SACKO_11311
OG0008346	YEAST01382	SACKO_07850
OG0008348	YEAST03383	SACKO_27591
OG0008351	YEAST01276	SACKO_02050
OG0008401	YEAST02115	SACKO_32056
OG0008403	YEAST01318	SACKO_10358
OG0008404	YEAST02842	SACKO_19494
OG0008416	YEAST05168	SACKO_07981
OG0008432	YEAST01317	SACKO_28234, SACKO_00092
OG0008524	YEAST02216	SACKO_18249
OG0008533	YEAST00770	SACKO_33065
OG0008540	YEAST02219	SACKO_15517
OG0008542	YEAST00506	SACKO_11862
OG0008546	YEAST03499	SACKO_00283
OG0008582	YEAST04883	SACKO_02654
OG0008601	YEAST03150	SACKO_14552
OG0008602	YEAST04166	SACKO_20442
OG0008620	YEAST00843	SACKO_29275
OG0008626	YEAST03306	SACKO_16384
OG0008645	YEAST05803	SACKO_04910
OG0008654	YEAST03590	SACKO_22072
OG0008677	YEAST03567	SACKO_11484
OG0008680	YEAST02511	SACKO_03155
OG0008681	YEAST04884	SACKO_28392
OG0008685	YEAST00164	SACKO_25773
OG0008689	YEAST05237	SACKO_19810
OG0008705	YEAST06239	SACKO_11738
OG0008789	YEAST05903	SACKO_03607
OG0008794	YEAST01976, YEAST00168, YEAST00957	SACKO_30610
OG0008799	YEAST03377	SACKO_22782
OG0008816	YEAST01954	SACKO_15820
OG0008823	YEAST03936	SACKO_19084
OG0008824	YEAST01698	SACKO_09284
OG0008861	YEAST04983	SACKO_19967
OG0008872	YEAST03799	SACKO_08646
OG0008873	YEAST04429	SACKO_08548, SACKO_14830, SACKO_14806, SACKO_01626
OG0008879	YEAST05579	SACKO_20201
OG0008887	YEAST00387	SACKO_02745
OG0008903	YEAST01637	SACKO_26101
OG0008913	YEAST03181, YEAST03769	SACKO_21481, SACKO_20693
OG0008923	YEAST01739	SACKO_02295
OG0008946	YEAST00403	SACKO_11586
OG0008990	YEAST02040	SACKO_19986
OG0009056	YEAST00322	SACKO_03848
OG0009066	YEAST04511	SACKO_08554
OG0009078	YEAST02676	SACKO_08953
OG0009105	YEAST02501	SACKO_20436
OG0009118	YEAST03618	SACKO_14882
OG0009165	YEAST05085, YEAST01742	SACKO_30574
OG0009166	YEAST03055	SACKO_23331
OG0009172	YEAST02854	SACKO_22965
OG0009182	YEAST03621	SACKO_27426
OG0009225	YEAST01052	SACKO_18531
OG0009232	YEAST04731	SACKO_11218
OG0009311	YEAST00623	SACKO_15543, SACKO_15571
OG0009315	YEAST04722	SACKO_17108
OG0009344	YEAST03868	SACKO_28690
OG0009361	YEAST02727	SACKO_22374
OG0009394	YEAST04927	SACKO_14569
OG0009396	YEAST03896	SACKO_17442
OG0009451	YEAST05755, YEAST04763	SACKO_25610
OG0009472	YEAST01737	SACKO_20621, SACKO_13646
OG0009483	YEAST05877	SACKO_30395
OG0009492	YEAST00632	SACKO_22353, SACKO_22354
OG0009497	YEAST03830	SACKO_01543, SACKO_01582, SACKO_01562, SACKO_01538, SACKO_01542, SACKO_01558, SACKO_01555, SACKO_01545, SACKO_01706
OG0009555	YEAST03831	SACKO_13517
OG0009582	YEAST04984	SACKO_00720
OG0009604	YEAST04803	SACKO_11284
OG0009630	YEAST02852	SACKO_20668
OG0009649	YEAST01825	SACKO_00914
OG0009651	YEAST04775	SACKO_12016
OG0009654	YEAST04221	SACKO_33358
OG0009676	YEAST05959	SACKO_17418
OG0009737	YEAST02025	SACKO_10663
OG0009911	YEAST03388	SACKO_31071
OG0009920	YEAST05355	SACKO_03617
OG0009926	YEAST03054	SACKO_19794
OG0009994	YEAST06045	SACKO_05573
OG0010139	YEAST01045	SACKO_24883
OG0010229	YEAST00880, YEAST04666, YEAST04383	SACKO_19083
OG0010271	YEAST03656	SACKO_05437
OG0010284	YEAST01922	SACKO_05279
OG0010323	YEAST04943	SACKO_14514, SACKO_14389
OG0010346	YEAST00902, YEAST04286	SACKO_20429
OG0010372	YEAST02145	SACKO_03750
OG0010481	YEAST01854	SACKO_18221
OG0010491	YEAST04603	SACKO_27377
OG0010643	YEAST00800	SACKO_00975
OG0010841	YEAST05695	SACKO_07801
OG0010876	YEAST02678	SACKO_03304
OG0010930	YEAST02641	SACKO_10302
OG0011111	YEAST00210	SACKO_12576
OG0011216	YEAST02293	SACKO_23477
OG0011272	YEAST04075	SACKO_22936
OG0011313	YEAST03172	SACKO_14426
OG0011375	YEAST03348	SACKO_14395
OG0011414	YEAST04503	SACKO_23786
OG0011734	YEAST04911	SACKO_05064
OG0011869	YEAST04156	SACKO_25486
OG0012113	YEAST02760	SACKO_26074, SACKO_26042, SACKO_26046, SACKO_18545
OG0012188	YEAST02442	SACKO_32697
OG0012364	YEAST01364	SACKO_03707
OG0012498	YEAST04109	SACKO_22179
OG0012801	YEAST04938, YEAST04971	SACKO_26869
OG0012922	YEAST02277	SACKO_11373
OG0013881	YEAST00347	SACKO_29001
OG0015219	YEAST06205	SACKO_20522, SACKO_20523
OG0016886	YEAST00907	SACKO_20310
OG0017286	YEAST01130	SACKO_03787
OG0019024	YEAST06336	SACKO_16471, SACKO_01687
OG0023807	YEAST02706	SACKO_31845
OG0024049	YEAST03193	SACKO_09551
