Orthogroup	YEAST	DROME
OG0007010	YEAST01652	DROME01605
OG0007012	YEAST05361	DROME22023
OG0007013	YEAST05971	DROME01987
OG0007015	YEAST03053	DROME19728
OG0007016	YEAST05307	DROME20048
OG0007024	YEAST01864	DROME17667, DROME19376
OG0007028	YEAST06312	DROME21651
OG0007029	YEAST05619	DROME01489
OG0007030	YEAST05712	DROME20793
OG0007033	YEAST04002	DROME18841
OG0007036	YEAST04799	DROME10185
OG0007043	YEAST02072, YEAST01064	DROME02534
OG0007045	YEAST01113	DROME00832, DROME14367, DROME14366
OG0007046	YEAST04826	DROME15728
OG0007049	YEAST05930	DROME16917
OG0007050	YEAST05668	DROME06887
OG0007053	YEAST05898	DROME16115
OG0007055	YEAST02593	DROME01836
OG0007057	YEAST05673	DROME16884
OG0007061	YEAST03247	DROME21168
OG0007063	YEAST04650	DROME04000
OG0007073	YEAST03946	DROME16763
OG0007075	YEAST00811	DROME11946
OG0007084	YEAST05527	DROME17683, DROME09532
OG0007089	YEAST04132	DROME12957
OG0007092	YEAST01811	DROME18902, DROME06271
OG0007093	YEAST01923	DROME16944
OG0007095	YEAST02581	DROME11360
OG0007097	YEAST01699	DROME14761
OG0007098	YEAST03783	DROME02756
OG0007106	YEAST00202	DROME13665
OG0007112	YEAST05597	DROME21664, DROME21665
OG0007114	YEAST03493	DROME08700
OG0007118	YEAST01120	DROME16742
OG0007119	YEAST05459	DROME02006
OG0007120	YEAST04248	DROME12932
OG0007121	YEAST05746	DROME14887
OG0007124	YEAST04818	DROME19157
OG0007127	YEAST04415	DROME14552
OG0007130	YEAST05158	DROME03247
OG0007131	YEAST05874	DROME17642
OG0007132	YEAST06078	DROME04510
OG0007137	YEAST00797	DROME08116
OG0007138	YEAST04319	DROME05874, DROME13828
OG0007139	YEAST05259	DROME20628, DROME22010, DROME22009, DROME19837
OG0007143	YEAST02636	DROME02690
OG0007144	YEAST04135	DROME12565, DROME12567, DROME12566
OG0007150	YEAST00900	DROME13333
OG0007154	YEAST01439	DROME05203
OG0007164	YEAST05557	DROME07185, DROME07184
OG0007165	YEAST04228, YEAST02514	DROME14270
OG0007166	YEAST05384	DROME05148, DROME04552
OG0007184	YEAST01512	DROME21036, DROME17546
OG0007186	YEAST00761	DROME00062
OG0007192	YEAST00860	DROME21735
OG0007201	YEAST01721	DROME18595
OG0007254	YEAST00328	DROME17212, DROME17211
OG0007258	YEAST02867	DROME03306
OG0007264	YEAST04093	DROME04401
OG0007269	YEAST04522	DROME10599
OG0007274	YEAST04165, YEAST05634	DROME13219
OG0007279	YEAST02363	DROME12978, DROME12980, DROME12979
OG0007282	YEAST04912	DROME02027
OG0007288	YEAST02949	DROME07470
OG0007292	YEAST05159	DROME04984
OG0007303	YEAST05207	DROME16338
OG0007307	YEAST05606	DROME21844
OG0007313	YEAST02047	DROME10641
OG0007317	YEAST04084	DROME05767
OG0007321	YEAST05016	DROME14886
OG0007322	YEAST01090	DROME01656
OG0007325	YEAST03249	DROME00772
OG0007330	YEAST00633	DROME06616
OG0007332	YEAST02451	DROME15822
OG0007335	YEAST06084	DROME20744
OG0007336	YEAST03606	DROME19792
OG0007341	YEAST00183	DROME11695
OG0007342	YEAST03859	DROME20920, DROME20921
OG0007343	YEAST00383	DROME05240
OG0007347	YEAST02066	DROME13215
OG0007349	YEAST01492	DROME04078
OG0007354	YEAST03378	DROME05477, DROME05476
OG0007355	YEAST02682	DROME17231
OG0007361	YEAST02394	DROME13934
OG0007363	YEAST05519	DROME13676
OG0007364	YEAST01959	DROME21809
OG0007367	YEAST01013	DROME04903
OG0007371	YEAST04970	DROME02186
OG0007376	YEAST02976	DROME12395
OG0007379	YEAST00967	DROME14877
OG0007382	YEAST01108	DROME00478
OG0007387	YEAST06326	DROME11857
OG0007393	YEAST01116	DROME14294
OG0007394	YEAST05998	DROME19789
OG0007395	YEAST00603	DROME15690
OG0007397	YEAST03512	DROME14953
OG0007399	YEAST02279	DROME04756
OG0007401	YEAST03451	DROME20204
OG0007408	YEAST03401	DROME15350, DROME15352
OG0007409	YEAST05329	DROME12956
OG0007411	YEAST04399	DROME09875
OG0007412	YEAST04822	DROME16298
OG0007414	YEAST01970	DROME09035, DROME09036
OG0007417	YEAST04175	DROME06465
OG0007419	YEAST02667	DROME15814
OG0007421	YEAST00762	DROME18796
OG0007424	YEAST05463	DROME15021
OG0007425	YEAST06135	DROME18621
OG0007427	YEAST00763	DROME13387
OG0007431	YEAST00610	DROME18094
OG0007439	YEAST01063	DROME11359
OG0007442	YEAST03687	DROME17214
OG0007446	YEAST04647	DROME18838
OG0007451	YEAST02017	DROME01044
OG0007454	YEAST01359	DROME01936
OG0007456	YEAST00931	DROME08553
OG0007458	YEAST02196	DROME06115
OG0007460	YEAST04891	DROME11931
OG0007463	YEAST00394	DROME11508
OG0007473	YEAST03408	DROME00942
OG0007478	YEAST02470	DROME11578
OG0007482	YEAST05783	DROME19386
OG0007483	YEAST01187	DROME16379
OG0007484	YEAST00517	DROME13008
OG0007488	YEAST04193	DROME15720
OG0007491	YEAST05032	DROME16108
OG0007495	YEAST04536	DROME21169
OG0007498	YEAST00593	DROME07302
OG0007499	YEAST03994	DROME15554
OG0007504	YEAST02642	DROME09511
OG0007508	YEAST05759	DROME11676, DROME11677
OG0007509	YEAST03229	DROME00425, DROME08833
OG0007519	YEAST04589	DROME11576
OG0007531	YEAST05725	DROME20802, DROME18150
OG0007550	YEAST03311	DROME03286
OG0007552	YEAST04097	DROME14368
OG0007591	YEAST02623	DROME03303
OG0007597	YEAST05244	DROME11734
OG0007605	YEAST04509	DROME04308
OG0007615	YEAST05127	DROME16992
OG0007619	YEAST04342	DROME13917
OG0007624	YEAST03901	DROME22076
OG0007645	YEAST05586	DROME19485
OG0007646	YEAST05572	DROME01727
OG0007648	YEAST03775	DROME10644
OG0007656	YEAST02935	DROME19669
OG0007657	YEAST01213	DROME21498
OG0007663	YEAST01133	DROME19396
OG0007673	YEAST04892	DROME03587
OG0007676	YEAST01965	DROME19677
OG0007685	YEAST00976	DROME08698, DROME08699
OG0007690	YEAST00054	DROME19805
OG0007698	YEAST04526	DROME06524
OG0007701	YEAST04394	DROME20491
OG0007703	YEAST03290	DROME09613
OG0007712	YEAST02916	DROME00072
OG0007722	YEAST06130	DROME05973
OG0007739	YEAST04408	DROME03472
OG0007744	YEAST04303	DROME03287
OG0007749	YEAST02144	DROME11919
OG0007751	YEAST03046	DROME07969
OG0007754	YEAST03550	DROME10213
OG0007758	YEAST04336	DROME17216
OG0007760	YEAST02821	DROME07190
OG0007766	YEAST03772, YEAST02908	DROME01672
OG0007767	YEAST03177	DROME15596
OG0007772	YEAST05211	DROME12007
OG0007773	YEAST05609	DROME08270
OG0007783	YEAST03579	DROME03858
OG0007784	YEAST01170	DROME13437
OG0007786	YEAST01347	DROME18638
OG0007787	YEAST03458	DROME03884, DROME03887, DROME03885
OG0007803	YEAST00818	DROME02406
OG0007810	YEAST06278	DROME06120
OG0007811	YEAST05686	DROME12619
OG0007816	YEAST00605	DROME17032
OG0007823	YEAST03887	DROME13489
OG0007825	YEAST05054	DROME02964
OG0007827	YEAST01279	DROME12150
OG0007829	YEAST02649	DROME12217
OG0007830	YEAST03594	DROME18766
OG0007831	YEAST03693	DROME00843
OG0007838	YEAST04312	DROME15578
OG0007840	YEAST02829	DROME16035
OG0007843	YEAST04794	DROME21223
OG0007848	YEAST03711	DROME09406
OG0007850	YEAST01418	DROME17217
OG0007852	YEAST02199	DROME07522
OG0007854	YEAST01377	DROME14458
OG0007858	YEAST03196	DROME07490
OG0007866	YEAST06036	DROME17318
OG0007918	YEAST04092	DROME12221
OG0007941	YEAST03892	DROME01234
OG0007942	YEAST03545	DROME12844, DROME12845, DROME12846, DROME11457
OG0007943	YEAST03288	DROME21368
OG0007947	YEAST02420	DROME10269
OG0007958	YEAST01011	DROME07369
OG0007971	YEAST03990	DROME02958
OG0007975	YEAST01243	DROME08774
OG0007976	YEAST02259	DROME09395
OG0007978	YEAST01491	DROME15288
OG0007986	YEAST01263	DROME01126
OG0007991	YEAST02341	DROME15771
OG0007993	YEAST00089	DROME19632
OG0007996	YEAST04079	DROME19142
OG0008008	YEAST02355	DROME15850
OG0008020	YEAST05433	DROME08219
OG0008030	YEAST00039	DROME05451
OG0008031	YEAST04719	DROME00893
OG0008038	YEAST05601	DROME21413
OG0008042	YEAST04557, YEAST00839	DROME14442, DROME14443, DROME14441
OG0008045	YEAST01345	DROME01340
OG0008053	YEAST05804	DROME01291
OG0008055	YEAST05224	DROME03088
OG0008056	YEAST04542	DROME02535
OG0008069	YEAST00959	DROME20009
OG0008072	YEAST00552	DROME20664, DROME12867, DROME08206
OG0008079	YEAST03108	DROME10112
OG0008091	YEAST06200	DROME00222
OG0008100	YEAST03959	DROME19462
OG0008103	YEAST05352	DROME10134
OG0008104	YEAST06240	DROME08058
OG0008105	YEAST03324	DROME14648
OG0008110	YEAST00121	DROME00054
OG0008115	YEAST05684, YEAST06009	DROME18541, DROME18542, DROME01751
OG0008122	YEAST01663	DROME05443, DROME05446, DROME05444, DROME05445
OG0008127	YEAST05342	DROME20959
OG0008136	YEAST02756	DROME09512
OG0008201	YEAST01163	DROME14121
OG0008202	YEAST06186	DROME21810
OG0008208	YEAST04341	DROME16689
OG0008219	YEAST05754	DROME09623
OG0008251	YEAST01472	DROME16902
OG0008254	YEAST04740	DROME21984
OG0008267	YEAST02722	DROME10683
OG0008273	YEAST00628	DROME00516
OG0008275	YEAST05358	DROME03628, DROME03627
OG0008281	YEAST01387	DROME14998
OG0008307	YEAST01285	DROME12835
OG0008323	YEAST05718	DROME15781
OG0008339	YEAST03286	DROME15405
OG0008346	YEAST01382	DROME04695
OG0008348	YEAST03383	DROME00896
OG0008351	YEAST01276	DROME01247
OG0008401	YEAST02115	DROME09509, DROME09508
OG0008403	YEAST01318	DROME07792
OG0008404	YEAST02842	DROME00855
OG0008416	YEAST05168	DROME04988, DROME04987
OG0008533	YEAST00770	DROME00226
OG0008540	YEAST02219	DROME13108
OG0008542	YEAST00506	DROME07458
OG0008546	YEAST03499	DROME15569
OG0008601	YEAST03150	DROME11849
OG0008602	YEAST04166	DROME13490
OG0008620	YEAST00843	DROME19856, DROME19857
OG0008626	YEAST03306	DROME04318
OG0008645	YEAST05803	DROME10951
OG0008677	YEAST03567	DROME02959
OG0008680	YEAST02511	DROME02750
OG0008681	YEAST04884	DROME00538
OG0008685	YEAST00164	DROME14794
OG0008689	YEAST05237	DROME04121
OG0008705	YEAST06239	DROME21927, DROME21926, DROME21928
OG0008794	YEAST01976, YEAST00168, YEAST00957	DROME08595, DROME09157
OG0008799	YEAST03377	DROME16243
OG0008816	YEAST01954	DROME10643
OG0008824	YEAST01698	DROME09947
OG0008879	YEAST05579	DROME01892, DROME01893
OG0008903	YEAST01637	DROME00534
OG0008913	YEAST03181, YEAST03769	DROME00509, DROME00510
OG0008946	YEAST00403	DROME03547
OG0008990	YEAST02040	DROME09658
OG0009078	YEAST02676	DROME10793, DROME01490, DROME21555
OG0009115	YEAST05628, YEAST04158	DROME19920, DROME17853
OG0009182	YEAST03621	DROME21411, DROME21410, DROME21412
OG0009225	YEAST01052	DROME07331, DROME05479, DROME21718
OG0009315	YEAST04722	DROME07613
OG0009344	YEAST03868	DROME07626
OG0009451	YEAST05755, YEAST04763	DROME09049
OG0009472	YEAST01737	DROME21491
OG0009483	YEAST05877	DROME10971
OG0009486	YEAST00324	DROME19361, DROME19360
OG0009590	YEAST02138	DROME02782
OG0009604	YEAST04803	DROME04323
OG0009614	YEAST00622	DROME08966
OG0009630	YEAST02852	DROME07625
OG0009649	YEAST01825	DROME13078
OG0009651	YEAST04775	DROME18444
OG0009654	YEAST04221	DROME03936
OG0009676	YEAST05959	DROME10054
OG0009892	YEAST01082	DROME06397
OG0009994	YEAST06045	DROME11362
OG0010139	YEAST01045	DROME00910
OG0010271	YEAST03656	DROME06786, DROME06785
OG0010284	YEAST01922	DROME18811
OG0010323	YEAST04943	DROME12605, DROME12604
OG0010346	YEAST00902, YEAST04286	DROME14017
OG0010372	YEAST02145	DROME21182
OG0010570	YEAST03006	DROME06181
OG0010876	YEAST02678	DROME05665
OG0011003	YEAST03808	DROME17218
OG0011004	YEAST05869	DROME20958, DROME20957, DROME14087
OG0011087	YEAST06300, YEAST02632	DROME09610, DROME09609
OG0011111	YEAST00210	DROME17849
OG0011258	YEAST02930	DROME05208
OG0011313	YEAST03172	DROME09089
OG0011334	YEAST01779	DROME18418
OG0011371	YEAST01766	DROME18420
OG0011375	YEAST03348	DROME05961
OG0011414	YEAST04503	DROME19124
OG0011734	YEAST04911	DROME08350
OG0011869	YEAST04156	DROME02524, DROME18519
OG0011920	YEAST05132	DROME04715
OG0012498	YEAST04109	DROME14641
OG0014188	YEAST01781	DROME18421
OG0014228	YEAST04808	DROME09923, DROME09920, DROME09919, DROME09926, DROME09924, DROME09922, DROME09925, DROME09921
OG0018258	YEAST01934	DROME00087
OG0018440	YEAST00661	DROME00924, DROME00923
OG0020384	YEAST00354, YEAST01039	DROME00773
OG0024689	YEAST01592	DROME20866
OG0030511	YEAST02218	DROME06433, DROME06432
