Orthogroup	YEAST	BRAFL
OG0006890	YEAST02034	bflo_10189
OG0006891	YEAST00187	bflo_20531
OG0006892	YEAST04820	bflo_19210
OG0006894	YEAST01360	bflo_23771
OG0006897	YEAST00856	bflo_06445
OG0006901	YEAST05480	bflo_19215
OG0006918	YEAST05610	bflo_06388
OG0006920	YEAST02490	bflo_18393
OG0006924	YEAST04308	bflo_14841
OG0006927	YEAST00921	bflo_25864
OG0006934	YEAST02053	bflo_22320
OG0006935	YEAST02014	bflo_10058
OG0006936	YEAST06114	bflo_10276, bflo_09616
OG0006937	YEAST05537	bflo_06019
OG0006938	YEAST02536	bflo_11763
OG0006939	YEAST01033	bflo_05623
OG0006940	YEAST05163	bflo_00686
OG0006942	YEAST00190	bflo_16437
OG0006943	YEAST02583	bflo_06674
OG0006949	YEAST00975, YEAST00256	bflo_08640
OG0006952	YEAST02831	bflo_12669
OG0006953	YEAST02903, YEAST04751, YEAST05739	bflo_23341
OG0006964	YEAST05995	bflo_18137
OG0006966	YEAST02544	bflo_21938
OG0006967	YEAST06235	bflo_23381
OG0006968	YEAST03972	bflo_12636
OG0006969	YEAST01604	bflo_09435
OG0006971	YEAST00044	bflo_20344
OG0006973	YEAST03793	bflo_17571
OG0006975	YEAST02322	bflo_18089
OG0006977	YEAST06248	bflo_11476
OG0006978	YEAST00696	bflo_06276
OG0006980	YEAST02173	bflo_24447
OG0006985	YEAST03215	bflo_11656
OG0006989	YEAST04914	bflo_04780
OG0006991	YEAST05066	bflo_06043
OG0006992	YEAST04657	bflo_02231, bflo_10262
OG0006994	YEAST05554	bflo_02112
OG0006995	YEAST06048	bflo_02848
OG0006997	YEAST00664	bflo_11454
OG0006998	YEAST02509	bflo_23590
OG0006999	YEAST03874	bflo_01138
OG0007003	YEAST01840	bflo_13387
OG0007005	YEAST03907	bflo_20341
OG0007009	YEAST05645	bflo_07642
OG0007010	YEAST01652	bflo_14446
OG0007012	YEAST05361	bflo_08408
OG0007013	YEAST05971	bflo_22925
OG0007015	YEAST03053	bflo_27330, bflo_20402
OG0007016	YEAST05307	bflo_14032
OG0007020	YEAST00663	bflo_10034
OG0007024	YEAST01864	bflo_11367
OG0007028	YEAST06312	bflo_01442
OG0007033	YEAST04002	bflo_16162
OG0007036	YEAST04799	bflo_15936
OG0007043	YEAST02072, YEAST01064	bflo_10682
OG0007045	YEAST01113	bflo_18005
OG0007046	YEAST04826	bflo_17255
OG0007049	YEAST05930	bflo_24438
OG0007050	YEAST05668	bflo_09428
OG0007053	YEAST05898	bflo_24401
OG0007055	YEAST02593	bflo_21171
OG0007057	YEAST05673	bflo_09203
OG0007061	YEAST03247	bflo_10696
OG0007063	YEAST04650	bflo_23792
OG0007065	YEAST01111	bflo_10221
OG0007071	YEAST02162	bflo_09008
OG0007073	YEAST03946	bflo_24056
OG0007075	YEAST00811	bflo_07697
OG0007084	YEAST05527	bflo_12638
OG0007089	YEAST04132	bflo_02444
OG0007092	YEAST01811	bflo_15232
OG0007093	YEAST01923	bflo_10575
OG0007095	YEAST02581	bflo_23010
OG0007097	YEAST01699	bflo_07989
OG0007098	YEAST03783	bflo_13800
OG0007106	YEAST00202	bflo_11280
OG0007112	YEAST05597	bflo_06337
OG0007114	YEAST03493	bflo_14043
OG0007118	YEAST01120	bflo_17782
OG0007119	YEAST05459	bflo_26455
OG0007120	YEAST04248	bflo_26318
OG0007121	YEAST05746	bflo_21082
OG0007124	YEAST04818	bflo_15170
OG0007127	YEAST04415	bflo_00577
OG0007130	YEAST05158	bflo_11677
OG0007131	YEAST05874	bflo_25611
OG0007132	YEAST06078	bflo_05661
OG0007137	YEAST00797	bflo_22784
OG0007138	YEAST04319	bflo_15711
OG0007139	YEAST05259	bflo_05619
OG0007143	YEAST02636	bflo_01199
OG0007144	YEAST04135	bflo_20069
OG0007150	YEAST00900	bflo_12859, bflo_09705
OG0007154	YEAST01439	bflo_11488
OG0007164	YEAST05557	bflo_18316
OG0007165	YEAST04228, YEAST02514	bflo_08764
OG0007166	YEAST05384	bflo_09971
OG0007168	YEAST02929	bflo_18756
OG0007182	YEAST00042	bflo_21896
OG0007184	YEAST01512	bflo_21975, bflo_21917
OG0007185	YEAST01036	bflo_22465, bflo_10063, bflo_10064
OG0007186	YEAST00761	bflo_15420
OG0007192	YEAST00860	bflo_19273
OG0007201	YEAST01721	bflo_22933
OG0007249	YEAST00344	bflo_09901
OG0007254	YEAST00328	bflo_25142
OG0007258	YEAST02867	bflo_05313
OG0007264	YEAST04093	bflo_13280
OG0007269	YEAST04522	bflo_11589
OG0007274	YEAST04165, YEAST05634	bflo_16336
OG0007276	YEAST02007	bflo_02810
OG0007279	YEAST02363	bflo_20332
OG0007282	YEAST04912	bflo_20472
OG0007288	YEAST02949	bflo_08435
OG0007292	YEAST05159	bflo_16155
OG0007303	YEAST05207	bflo_13169
OG0007307	YEAST05606	bflo_10777
OG0007313	YEAST02047	bflo_15745
OG0007317	YEAST04084	bflo_06371
OG0007321	YEAST05016	bflo_21088
OG0007322	YEAST01090	bflo_21299
OG0007325	YEAST03249	bflo_13977
OG0007330	YEAST00633	bflo_14343
OG0007332	YEAST02451	bflo_15283, bflo_00043
OG0007335	YEAST06084	bflo_08747
OG0007336	YEAST03606	bflo_18139
OG0007341	YEAST00183	bflo_16524
OG0007342	YEAST03859	bflo_18915
OG0007343	YEAST00383	bflo_07918
OG0007347	YEAST02066	bflo_02081
OG0007354	YEAST03378	bflo_00249
OG0007361	YEAST02394	bflo_06202
OG0007363	YEAST05519	bflo_15450
OG0007364	YEAST01959	bflo_14577
OG0007367	YEAST01013	bflo_25660
OG0007371	YEAST04970	bflo_05288
OG0007376	YEAST02976	bflo_06403
OG0007379	YEAST00967	bflo_05815
OG0007380	YEAST00785, YEAST00666	bflo_12695
OG0007382	YEAST01108	bflo_12647
OG0007387	YEAST06326	bflo_16313
OG0007393	YEAST01116	bflo_19723
OG0007394	YEAST05998	bflo_24326
OG0007395	YEAST00603	bflo_23165
OG0007397	YEAST03512	bflo_26218
OG0007399	YEAST02279	bflo_24010
OG0007401	YEAST03451	bflo_14612
OG0007408	YEAST03401	bflo_02032
OG0007409	YEAST05329	bflo_02035
OG0007411	YEAST04399	bflo_07704
OG0007412	YEAST04822	bflo_17518
OG0007414	YEAST01970	bflo_25464
OG0007415	YEAST01948	bflo_02381
OG0007417	YEAST04175	bflo_20677
OG0007419	YEAST02667	bflo_22990
OG0007421	YEAST00762	bflo_12217
OG0007424	YEAST05463	bflo_23127
OG0007425	YEAST06135	bflo_14507
OG0007427	YEAST00763	bflo_09574
OG0007428	YEAST01536	bflo_19134
OG0007431	YEAST00610	bflo_00171
OG0007439	YEAST01063	bflo_01560
OG0007442	YEAST03687	bflo_25641
OG0007446	YEAST04647	bflo_07107
OG0007451	YEAST02017	bflo_13811
OG0007454	YEAST01359	bflo_22118
OG0007456	YEAST00931	bflo_01583
OG0007458	YEAST02196	bflo_25670
OG0007460	YEAST04891	bflo_10847
OG0007463	YEAST00394	bflo_10590
OG0007466	YEAST00806	bflo_08000
OG0007478	YEAST02470	bflo_20152
OG0007482	YEAST05783	bflo_24643
OG0007483	YEAST01187	bflo_05915
OG0007484	YEAST00517	bflo_15769
OG0007488	YEAST04193	bflo_09156
OG0007491	YEAST05032	bflo_08894
OG0007495	YEAST04536	bflo_02160
OG0007498	YEAST00593	bflo_05937
OG0007499	YEAST03994	bflo_23609
OG0007504	YEAST02642	bflo_23410
OG0007508	YEAST05759	bflo_16429
OG0007509	YEAST03229	bflo_25337
OG0007519	YEAST04589	bflo_13950
OG0007528	YEAST02438	bflo_15800
OG0007531	YEAST05725	bflo_06234
OG0007550	YEAST03311	bflo_12697
OG0007591	YEAST02623	bflo_06991
OG0007597	YEAST05244	bflo_20205
OG0007605	YEAST04509	bflo_14084
OG0007615	YEAST05127	bflo_11806
OG0007618	YEAST02486	bflo_17677
OG0007619	YEAST04342	bflo_24408
OG0007622	YEAST01282	bflo_12432, bflo_11562
OG0007624	YEAST03901	bflo_03915
OG0007645	YEAST05586	bflo_20312
OG0007646	YEAST05572	bflo_08412
OG0007648	YEAST03775	bflo_17312
OG0007656	YEAST02935	bflo_11407
OG0007657	YEAST01213	bflo_03371
OG0007663	YEAST01133	bflo_17347
OG0007673	YEAST04892	bflo_06491
OG0007676	YEAST01965	bflo_08407
OG0007685	YEAST00976	bflo_10244, bflo_18881
OG0007690	YEAST00054	bflo_18798
OG0007692	YEAST05386	bflo_23407
OG0007698	YEAST04526	bflo_25937
OG0007701	YEAST04394	bflo_20311
OG0007703	YEAST03290	bflo_08727
OG0007704	YEAST01687	bflo_02614
OG0007712	YEAST02916	bflo_10106
OG0007722	YEAST06130	bflo_23699
OG0007727	YEAST01129	bflo_19233
OG0007739	YEAST04408	bflo_18458
OG0007744	YEAST04303	bflo_26182
OG0007749	YEAST02144	bflo_05007
OG0007751	YEAST03046	bflo_10650, bflo_08743
OG0007754	YEAST03550	bflo_26220
OG0007758	YEAST04336	bflo_10877
OG0007760	YEAST02821	bflo_13020
OG0007766	YEAST03772, YEAST02908	bflo_23712
OG0007767	YEAST03177	bflo_24566
OG0007769	YEAST02589	bflo_23531
OG0007772	YEAST05211	bflo_22115
OG0007773	YEAST05609	bflo_03725, bflo_21510
OG0007783	YEAST03579	bflo_23885
OG0007784	YEAST01170	bflo_19072
OG0007786	YEAST01347	bflo_16999
OG0007787	YEAST03458	bflo_12215
OG0007801	YEAST02556, YEAST00332	bflo_23404
OG0007803	YEAST00818	bflo_06509
OG0007810	YEAST06278	bflo_10987
OG0007811	YEAST05686	bflo_24096
OG0007816	YEAST00605	bflo_24433
OG0007823	YEAST03887	bflo_01549
OG0007827	YEAST01279	bflo_06413
OG0007829	YEAST02649	bflo_01959
OG0007830	YEAST03594	bflo_08474
OG0007831	YEAST03693	bflo_08904
OG0007838	YEAST04312	bflo_01372
OG0007840	YEAST02829	bflo_06242
OG0007843	YEAST04794	bflo_14088
OG0007848	YEAST03711	bflo_17671
OG0007849	YEAST01915	bflo_11783
OG0007854	YEAST01377	bflo_18378
OG0007858	YEAST03196	bflo_09176
OG0007866	YEAST06036	bflo_22935
OG0007912	YEAST04725	bflo_27328, bflo_20385
OG0007918	YEAST04092	bflo_15667
OG0007941	YEAST03892	bflo_04799
OG0007943	YEAST03288	bflo_17585
OG0007947	YEAST02420	bflo_22634
OG0007958	YEAST01011	bflo_06296
OG0007971	YEAST03990	bflo_16346
OG0007975	YEAST01243	bflo_24764
OG0007976	YEAST02259	bflo_23117
OG0007978	YEAST01491	bflo_25199, bflo_05322
OG0007982	YEAST03186	bflo_02109
OG0007986	YEAST01263	bflo_06825
OG0007991	YEAST02341	bflo_12744
OG0007993	YEAST00089	bflo_06048
OG0007995	YEAST03463	bflo_21217, bflo_08775, bflo_13624
OG0007996	YEAST04079	bflo_20570
OG0007998	YEAST00688	bflo_02590
OG0008008	YEAST02355	bflo_23803
OG0008020	YEAST05433	bflo_17017
OG0008030	YEAST00039	bflo_20783
OG0008031	YEAST04719	bflo_15505
OG0008038	YEAST05601	bflo_04254
OG0008042	YEAST04557, YEAST00839	bflo_06471
OG0008053	YEAST05804	bflo_10200
OG0008055	YEAST05224	bflo_11673, bflo_11797
OG0008056	YEAST04542	bflo_22457
OG0008069	YEAST00959	bflo_25318
OG0008074	YEAST05664	bflo_20249
OG0008079	YEAST03108	bflo_24655
OG0008085	YEAST04107	bflo_14047
OG0008091	YEAST06200	bflo_20178
OG0008100	YEAST03959	bflo_06252
OG0008103	YEAST05352	bflo_23153
OG0008104	YEAST06240	bflo_07082
OG0008105	YEAST03324	bflo_24175
OG0008110	YEAST00121	bflo_09748
OG0008111	YEAST06004, YEAST05693	bflo_06012
OG0008115	YEAST05684, YEAST06009	bflo_23862
OG0008122	YEAST01663	bflo_22916
OG0008127	YEAST05342	bflo_14260
OG0008136	YEAST02756	bflo_13975
OG0008196	YEAST03623	bflo_06636
OG0008201	YEAST01163	bflo_11543
OG0008202	YEAST06186	bflo_17727
OG0008208	YEAST04341	bflo_12074
OG0008219	YEAST05754	bflo_23179
OG0008244	YEAST04999	bflo_23863
OG0008251	YEAST01472	bflo_08485
OG0008254	YEAST04740	bflo_25097
OG0008273	YEAST00628	bflo_19759
OG0008275	YEAST05358	bflo_18433
OG0008281	YEAST01387	bflo_19968
OG0008307	YEAST01285	bflo_20544
OG0008323	YEAST05718	bflo_22601
OG0008332	YEAST03366	bflo_09532, bflo_09525
OG0008339	YEAST03286	bflo_01195
OG0008346	YEAST01382	bflo_16079
OG0008348	YEAST03383	bflo_16901
OG0008351	YEAST01276	bflo_03945
OG0008401	YEAST02115	bflo_12127
OG0008403	YEAST01318	bflo_17519
OG0008404	YEAST02842	bflo_16793
OG0008416	YEAST05168	bflo_13157
OG0008432	YEAST01317	bflo_14749
OG0008524	YEAST02216	bflo_20429
OG0008533	YEAST00770	bflo_18027
OG0008540	YEAST02219	bflo_08478
OG0008542	YEAST00506	bflo_06695
OG0008546	YEAST03499	bflo_13964
OG0008582	YEAST04883	bflo_07339
OG0008602	YEAST04166	bflo_21727
OG0008620	YEAST00843	bflo_06625
OG0008626	YEAST03306	bflo_12655
OG0008654	YEAST03590	bflo_22977
OG0008677	YEAST03567	bflo_25713
OG0008680	YEAST02511	bflo_09791
OG0008681	YEAST04884	bflo_01433
OG0008685	YEAST00164	bflo_13111
OG0008705	YEAST06239	bflo_00932
OG0008789	YEAST05903	bflo_14444
OG0008794	YEAST01976, YEAST00168, YEAST00957	bflo_14261
OG0008799	YEAST03377	bflo_16333
OG0008818	YEAST00271	bflo_09893, bflo_09894
OG0008823	YEAST03936	bflo_20458
OG0008824	YEAST01698	bflo_15812
OG0008861	YEAST04983	bflo_13857
OG0008872	YEAST03799	bflo_25884
OG0008873	YEAST04429	bflo_08253, bflo_13362, bflo_13620, bflo_13779, bflo_25571
OG0008879	YEAST05579	bflo_22896
OG0008903	YEAST01637	bflo_11258
OG0008923	YEAST01739	bflo_10626
OG0008933	YEAST01769, YEAST01770, YEAST01771, YEAST01768	bflo_00001
OG0008946	YEAST00403	bflo_14917
OG0008990	YEAST02040	bflo_02482
OG0009056	YEAST00322	bflo_15222
OG0009066	YEAST04511	bflo_20088
OG0009099	YEAST05709	bflo_15891, bflo_16816
OG0009105	YEAST02501	bflo_15546
OG0009118	YEAST03618	bflo_25656
OG0009165	YEAST05085, YEAST01742	bflo_14508
OG0009166	YEAST03055	bflo_01482
OG0009172	YEAST02854	bflo_18774
OG0009182	YEAST03621	bflo_14498
OG0009225	YEAST01052	bflo_00926
OG0009232	YEAST04731	bflo_24947
OG0009311	YEAST00623	bflo_15286
OG0009361	YEAST02727	bflo_02270, bflo_02175
OG0009394	YEAST04927	bflo_16062
OG0009396	YEAST03896	bflo_01435
OG0009451	YEAST05755, YEAST04763	bflo_08820
OG0009472	YEAST01737	bflo_24709
OG0009483	YEAST05877	bflo_12506
OG0009486	YEAST00324	bflo_14752, bflo_16016
OG0009492	YEAST00632	bflo_26982, bflo_10962, bflo_10964, bflo_10519, bflo_23711, bflo_08865, bflo_14581, bflo_10571, bflo_19794
OG0009497	YEAST03830	bflo_26304
OG0009555	YEAST03831	bflo_02779, bflo_07709
OG0009582	YEAST04984	bflo_20905
OG0009590	YEAST02138	bflo_21682
OG0009604	YEAST04803	bflo_13472
OG0009614	YEAST00622	bflo_23191
OG0009630	YEAST02852	bflo_20168
OG0009649	YEAST01825	bflo_18687
OG0009676	YEAST05959	bflo_27044
OG0009737	YEAST02025	bflo_12817, bflo_12649
OG0009892	YEAST01082	bflo_26816
OG0009911	YEAST03388	bflo_24642
OG0009920	YEAST05355	bflo_15972
OG0009926	YEAST03054	bflo_21179
OG0010369	YEAST01224	bflo_06542
OG0010372	YEAST02145	bflo_09226
OG0010481	YEAST01854	bflo_01228
OG0010858	YEAST04030, YEAST05272	bflo_00512, bflo_18044, bflo_06818
OG0010930	YEAST02641	bflo_08781
OG0010980	YEAST00370	bflo_17298
OG0011003	YEAST03808	bflo_11261
OG0011087	YEAST06300, YEAST02632	bflo_24969, bflo_04367, bflo_11334
OG0011216	YEAST02293	bflo_02355
OG0011272	YEAST04075	bflo_19381
OG0011313	YEAST03172	bflo_04992
OG0011414	YEAST04503	bflo_14019
OG0011734	YEAST04911	bflo_21801
OG0011737	YEAST00219	bflo_02101
OG0011960	YEAST01713	bflo_04041, bflo_04025
OG0012438	YEAST03374	bflo_21846
OG0012449	YEAST06083, YEAST05798	bflo_08403
OG0014103	YEAST04946	bflo_08252, bflo_17453, bflo_14457
OG0016400	YEAST06093, YEAST04389, YEAST01827	bflo_07807
OG0016445	YEAST04768, YEAST03664	bflo_16886
OG0018168	YEAST03765, YEAST03183	bflo_15140
OG0020384	YEAST00354, YEAST01039	bflo_02178
OG0020448	YEAST04583	bflo_08889
OG0023807	YEAST02706	bflo_09691
OG0023902	YEAST03101	bflo_17430
OG0023931	YEAST02003, YEAST00139	bflo_20124
OG0029405	YEAST05087	bflo_19992
