Orthogroup	YEAST	XENTR
OG0006969	YEAST01604	XENTR16749, XENTR16750, XENTR16751
OG0006971	YEAST00044	XENTR01201
OG0006973	YEAST03793	XENTR09146
OG0006975	YEAST02322	XENTR12996
OG0006977	YEAST06248	XENTR11302
OG0006978	YEAST00696	XENTR16961
OG0006980	YEAST02173	XENTR06239
OG0006985	YEAST03215	XENTR11227
OG0006989	YEAST04914	XENTR04170
OG0006991	YEAST05066	XENTR17838
OG0006994	YEAST05554	XENTR00114
OG0006997	YEAST00664	XENTR17546, XENTR17545
OG0006998	YEAST02509	XENTR06955
OG0006999	YEAST03874	XENTR00236
OG0007003	YEAST01840	XENTR16048
OG0007005	YEAST03907	XENTR07132
OG0007009	YEAST05645	XENTR09577
OG0007010	YEAST01652	XENTR05499
OG0007012	YEAST05361	XENTR03267
OG0007013	YEAST05971	XENTR09137
OG0007015	YEAST03053	XENTR02491
OG0007016	YEAST05307	XENTR00478
OG0007020	YEAST00663	XENTR09770
OG0007028	YEAST06312	XENTR00104
OG0007029	YEAST05619	XENTR07776
OG0007030	YEAST05712	XENTR05657
OG0007033	YEAST04002	XENTR16190
OG0007036	YEAST04799	XENTR17676, XENTR17677
OG0007043	YEAST02072, YEAST01064	XENTR02003
OG0007045	YEAST01113	XENTR05481
OG0007046	YEAST04826	XENTR09390
OG0007049	YEAST05930	XENTR10205
OG0007050	YEAST05668	XENTR10229
OG0007053	YEAST05898	XENTR06867
OG0007055	YEAST02593	XENTR04557
OG0007057	YEAST05673	XENTR14128, XENTR07649
OG0007061	YEAST03247	XENTR12828
OG0007063	YEAST04650	XENTR05680
OG0007065	YEAST01111	XENTR04111
OG0007071	YEAST02162	XENTR07783
OG0007073	YEAST03946	XENTR08573
OG0007075	YEAST00811	XENTR02206
OG0007084	YEAST05527	XENTR15425
OG0007092	YEAST01811	XENTR09595
OG0007093	YEAST01923	XENTR09556
OG0007095	YEAST02581	XENTR11185
OG0007097	YEAST01699	XENTR10319
OG0007098	YEAST03783	XENTR00462
OG0007106	YEAST00202	XENTR02834
OG0007112	YEAST05597	XENTR05305
OG0007114	YEAST03493	XENTR17139
OG0007118	YEAST01120	XENTR11167
OG0007119	YEAST05459	XENTR00359
OG0007120	YEAST04248	XENTR11017
OG0007124	YEAST04818	XENTR10585
OG0007127	YEAST04415	XENTR03372
OG0007130	YEAST05158	XENTR10790
OG0007131	YEAST05874	XENTR04760
OG0007132	YEAST06078	XENTR18457
OG0007137	YEAST00797	XENTR16364
OG0007138	YEAST04319	XENTR01287
OG0007139	YEAST05259	XENTR18713
OG0007143	YEAST02636	XENTR13932
OG0007144	YEAST04135	XENTR05104
OG0007150	YEAST00900	XENTR09755
OG0007154	YEAST01439	XENTR03882
OG0007164	YEAST05557	XENTR00655
OG0007165	YEAST04228, YEAST02514	XENTR02602
OG0007166	YEAST05384	XENTR10142
OG0007168	YEAST02929	XENTR01098
OG0007182	YEAST00042	XENTR01510
OG0007185	YEAST01036	XENTR07399
OG0007186	YEAST00761	XENTR13974
OG0007192	YEAST00860	XENTR00135
OG0007201	YEAST01721	XENTR08891
OG0007254	YEAST00328	XENTR16036
OG0007258	YEAST02867	XENTR05062
OG0007264	YEAST04093	XENTR00464, XENTR00463
OG0007269	YEAST04522	XENTR08034, XENTR06073
OG0007274	YEAST04165, YEAST05634	XENTR14808
OG0007276	YEAST02007	XENTR17394
OG0007279	YEAST02363	XENTR03525
OG0007282	YEAST04912	XENTR10935
OG0007288	YEAST02949	XENTR04861
OG0007292	YEAST05159	XENTR16459
OG0007303	YEAST05207	XENTR14363
OG0007307	YEAST05606	XENTR00613
OG0007317	YEAST04084	XENTR13051
OG0007321	YEAST05016	XENTR12796
OG0007325	YEAST03249	XENTR07774
OG0007330	YEAST00633	XENTR08463
OG0007335	YEAST06084	XENTR07715
OG0007336	YEAST03606	XENTR19188, XENTR12086
OG0007341	YEAST00183	XENTR00193
OG0007342	YEAST03859	XENTR05724
OG0007343	YEAST00383	XENTR09826
OG0007347	YEAST02066	XENTR11224
OG0007354	YEAST03378	XENTR00406
OG0007361	YEAST02394	XENTR11435
OG0007363	YEAST05519	XENTR10822
OG0007364	YEAST01959	XENTR05632
OG0007367	YEAST01013	XENTR00303
OG0007371	YEAST04970	XENTR13383
OG0007376	YEAST02976	XENTR04648
OG0007379	YEAST00967	XENTR13530
OG0007380	YEAST00785, YEAST00666	XENTR17613
OG0007387	YEAST06326	XENTR14518
OG0007393	YEAST01116	XENTR11702
OG0007394	YEAST05998	XENTR12646
OG0007395	YEAST00603	XENTR07594
OG0007397	YEAST03512	XENTR00313
OG0007399	YEAST02279	XENTR04879
OG0007401	YEAST03451	XENTR17065
OG0007408	YEAST03401	XENTR11855
OG0007409	YEAST05329	XENTR03019
OG0007411	YEAST04399	XENTR19232
OG0007412	YEAST04822	XENTR19082
OG0007415	YEAST01948	XENTR06922
OG0007419	YEAST02667	XENTR11330
OG0007421	YEAST00762	XENTR03781
OG0007424	YEAST05463	XENTR11339
OG0007425	YEAST06135	XENTR16373
OG0007427	YEAST00763	XENTR02005
OG0007428	YEAST01536	XENTR10603
OG0007431	YEAST00610	XENTR03371
OG0007439	YEAST01063	XENTR06565
OG0007442	YEAST03687	XENTR00039
OG0007446	YEAST04647	XENTR06442
OG0007451	YEAST02017	XENTR12405
OG0007454	YEAST01359	XENTR04173
OG0007456	YEAST00931	XENTR04528
OG0007458	YEAST02196	XENTR08684
OG0007460	YEAST04891	XENTR05094
OG0007463	YEAST00394	XENTR08950
OG0007466	YEAST00806	XENTR02679
OG0007473	YEAST03408	XENTR01457
OG0007478	YEAST02470	XENTR01177
OG0007482	YEAST05783	XENTR11438
OG0007484	YEAST00517	XENTR11668
OG0007488	YEAST04193	XENTR12274
OG0007491	YEAST05032	XENTR07351
OG0007495	YEAST04536	XENTR08419
OG0007498	YEAST00593	XENTR10735
OG0007499	YEAST03994	XENTR11617
OG0007504	YEAST02642	XENTR00131
OG0007508	YEAST05759	XENTR16412
OG0007509	YEAST03229	XENTR02576
OG0007519	YEAST04589	XENTR05051
OG0007528	YEAST02438	XENTR07788
OG0007531	YEAST05725	XENTR15044, XENTR15045
OG0007550	YEAST03311	XENTR04972, XENTR03751
OG0007552	YEAST04097	XENTR05618, XENTR18669
OG0007591	YEAST02623	XENTR06862
OG0007597	YEAST05244	XENTR00847
OG0007605	YEAST04509	XENTR15345, XENTR15344
OG0007615	YEAST05127	XENTR19198
OG0007618	YEAST02486	XENTR18042, XENTR16912, XENTR15241, XENTR15242, XENTR18722, XENTR07716
OG0007619	YEAST04342	XENTR00292
OG0007622	YEAST01282	XENTR05630
OG0007624	YEAST03901	XENTR17757
OG0007645	YEAST05586	XENTR01371
OG0007646	YEAST05572	XENTR03696
OG0007648	YEAST03775	XENTR00698
OG0007656	YEAST02935	XENTR00778
OG0007657	YEAST01213	XENTR16019
OG0007673	YEAST04892	XENTR12090
OG0007676	YEAST01965	XENTR11756
OG0007685	YEAST00976	XENTR09953
OG0007690	YEAST00054	XENTR02183
OG0007692	YEAST05386	XENTR04674
OG0007698	YEAST04526	XENTR06794
OG0007701	YEAST04394	XENTR01199
OG0007703	YEAST03290	XENTR14246
OG0007704	YEAST01687	XENTR14924
OG0007712	YEAST02916	XENTR13584
OG0007722	YEAST06130	XENTR10029
OG0007739	YEAST04408	XENTR17717
OG0007744	YEAST04303	XENTR02881
OG0007749	YEAST02144	XENTR02891
OG0007751	YEAST03046	XENTR11316
OG0007758	YEAST04336	XENTR13164
OG0007760	YEAST02821	XENTR15814, XENTR15813
OG0007766	YEAST03772, YEAST02908	XENTR10400
OG0007767	YEAST03177	XENTR08581
OG0007769	YEAST02589	XENTR01777
OG0007772	YEAST05211	XENTR07435
OG0007783	YEAST03579	XENTR10399
OG0007784	YEAST01170	XENTR06932
OG0007786	YEAST01347	XENTR00598
OG0007801	YEAST02556, YEAST00332	XENTR07313
OG0007803	YEAST00818	XENTR13056
OG0007810	YEAST06278	XENTR07030
OG0007811	YEAST05686	XENTR06252
OG0007816	YEAST00605	XENTR08437
OG0007823	YEAST03887	XENTR09570
OG0007825	YEAST05054	XENTR13803
OG0007827	YEAST01279	XENTR01637
OG0007829	YEAST02649	XENTR00492
OG0007830	YEAST03594	XENTR05313
OG0007831	YEAST03693	XENTR04325
OG0007838	YEAST04312	XENTR01164
OG0007840	YEAST02829	XENTR04645
OG0007843	YEAST04794	XENTR03294, XENTR01615
OG0007848	YEAST03711	XENTR16347
OG0007849	YEAST01915	XENTR11713
OG0007850	YEAST01418	XENTR15952
OG0007852	YEAST02199	XENTR16462
OG0007854	YEAST01377	XENTR10673
OG0007858	YEAST03196	XENTR02288
OG0007918	YEAST04092	XENTR11754
OG0007941	YEAST03892	XENTR11333
OG0007942	YEAST03545	XENTR12219
OG0007943	YEAST03288	XENTR05797
OG0007947	YEAST02420	XENTR09798
OG0007958	YEAST01011	XENTR11070
OG0007971	YEAST03990	XENTR17300, XENTR17301
OG0007975	YEAST01243	XENTR08436
OG0007976	YEAST02259	XENTR10402
OG0007982	YEAST03186	XENTR10596
OG0007991	YEAST02341	XENTR13088
OG0007993	YEAST00089	XENTR05533
OG0007996	YEAST04079	XENTR15283
OG0008008	YEAST02355	XENTR18597
OG0008020	YEAST05433	XENTR00191
OG0008030	YEAST00039	XENTR00882
OG0008031	YEAST04719	XENTR12706
OG0008045	YEAST01345	XENTR11803
OG0008053	YEAST05804	XENTR03171
OG0008055	YEAST05224	XENTR02343
OG0008056	YEAST04542	XENTR05929
OG0008069	YEAST00959	XENTR09820
OG0008072	YEAST00552	XENTR16479
OG0008079	YEAST03108	XENTR13201
OG0008085	YEAST04107	XENTR06383
OG0008100	YEAST03959	XENTR13894
OG0008103	YEAST05352	XENTR14105
OG0008104	YEAST06240	XENTR11834
OG0008105	YEAST03324	XENTR00182
OG0008110	YEAST00121	XENTR18890
OG0008111	YEAST06004, YEAST05693	XENTR02658
OG0008115	YEAST05684, YEAST06009	XENTR06677
OG0008127	YEAST05342	XENTR04380
OG0008136	YEAST02756	XENTR02981
OG0008196	YEAST03623	XENTR05316
OG0008201	YEAST01163	XENTR02829
OG0008202	YEAST06186	XENTR09753
OG0008208	YEAST04341	XENTR11124
OG0008244	YEAST04999	XENTR01796, XENTR01795
OG0008251	YEAST01472	XENTR00537
OG0008254	YEAST04740	XENTR18327
OG0008267	YEAST02722	XENTR01352
OG0008273	YEAST00628	XENTR17915
OG0008275	YEAST05358	XENTR05891
OG0008281	YEAST01387	XENTR11627
OG0008307	YEAST01285	XENTR18959
OG0008323	YEAST05718	XENTR04337
OG0008339	YEAST03286	XENTR09613
OG0008346	YEAST01382	XENTR11364
OG0008351	YEAST01276	XENTR13343
OG0008401	YEAST02115	XENTR01244
OG0008403	YEAST01318	XENTR12767
OG0008404	YEAST02842	XENTR06168
OG0008416	YEAST05168	XENTR12955
OG0008432	YEAST01317	XENTR14433
OG0008524	YEAST02216	XENTR14679
OG0008533	YEAST00770	XENTR01211
OG0008542	YEAST00506	XENTR15730
OG0008546	YEAST03499	XENTR07676
OG0008582	YEAST04883	XENTR00739
OG0008601	YEAST03150	XENTR06414
OG0008602	YEAST04166	XENTR08161
OG0008626	YEAST03306	XENTR09686
OG0008645	YEAST05803	XENTR01722
OG0008654	YEAST03590	XENTR04792
OG0008677	YEAST03567	XENTR01728
OG0008680	YEAST02511	XENTR07520
OG0008681	YEAST04884	XENTR02732
OG0008685	YEAST00164	XENTR10990
OG0008689	YEAST05237	XENTR17820
OG0008705	YEAST06239	XENTR12231
OG0008816	YEAST01954	XENTR08319
OG0008823	YEAST03936	XENTR12534
OG0008861	YEAST04983	XENTR04985
OG0008903	YEAST01637	XENTR10495
OG0008913	YEAST03181, YEAST03769	XENTR13335
OG0008923	YEAST01739	XENTR06066
OG0008946	YEAST00403	XENTR10610
OG0008990	YEAST02040	XENTR18969
OG0009056	YEAST00322	XENTR14357
OG0009078	YEAST02676	XENTR13806
OG0009115	YEAST05628, YEAST04158	XENTR11528
OG0009165	YEAST05085, YEAST01742	XENTR01031
OG0009166	YEAST03055	XENTR03630
OG0009172	YEAST02854	XENTR05351
OG0009225	YEAST01052	XENTR13638
OG0009232	YEAST04731	XENTR18701
OG0009344	YEAST03868	XENTR16272
OG0009472	YEAST01737	XENTR03269
OG0009483	YEAST05877	XENTR07762
OG0009604	YEAST04803	XENTR00499
OG0009630	YEAST02852	XENTR09847
OG0009649	YEAST01825	XENTR08292
OG0009651	YEAST04775	XENTR07500
OG0009654	YEAST04221	XENTR10259
OG0009911	YEAST03388	XENTR16078
OG0009926	YEAST03054	XENTR07589
OG0009994	YEAST06045	XENTR02509
OG0010139	YEAST01045	XENTR00164
OG0010271	YEAST03656	XENTR01196
OG0010323	YEAST04943	XENTR16160
OG0010346	YEAST00902, YEAST04286	XENTR10966
OG0010369	YEAST01224	XENTR05713
OG0010372	YEAST02145	XENTR06460
OG0010570	YEAST03006	XENTR05122
OG0010876	YEAST02678	XENTR04544
OG0011258	YEAST02930	XENTR04596
OG0011334	YEAST01779	XENTR18744
OG0011371	YEAST01766	XENTR18746
OG0011375	YEAST03348	XENTR10591
OG0011869	YEAST04156	XENTR11292
OG0011920	YEAST05132	XENTR03369
OG0012438	YEAST03374	XENTR16245
OG0012449	YEAST06083, YEAST05798	XENTR10597
OG0012498	YEAST04109	XENTR15017
OG0014188	YEAST01781	XENTR18747
OG0014945	YEAST05837	XENTR08882
OG0021111	YEAST01340	XENTR00787
