Orthogroup	YEAST	CAPO3
OG0041504	YEAST04836	CAPO302600
OG0041506	YEAST02972	CAPO302653
OG0041509	YEAST00396	CAPO302718
OG0041513	YEAST01268	CAPO302878
OG0041527	YEAST02875	CAPO303561
OG0041531	YEAST03226	CAPO303760
OG0041535	YEAST06010	CAPO304188
OG0041537	YEAST04821	CAPO304273
OG0041548	YEAST04714	CAPO304719
OG0041549	YEAST03638	CAPO304730
OG0041550	YEAST05590	CAPO304736
OG0041556	YEAST03470	CAPO305221
OG0041557	YEAST05222	CAPO305238
OG0041559	YEAST02648	CAPO305529
OG0041561	YEAST03376	CAPO305545
OG0041563	YEAST00733	CAPO305596
OG0041566	YEAST01313	CAPO305724
OG0041567	YEAST02960	CAPO305877
OG0041572	YEAST01017	CAPO306165
OG0041574	YEAST05665	CAPO306265
OG0041577	YEAST04321	CAPO306434
OG0041579	YEAST01930	CAPO306600
OG0041580	YEAST02478	CAPO306664
OG0041584	YEAST03263	CAPO306939
OG0041590	YEAST06298	CAPO307325
OG0041594	YEAST01552	CAPO307566
OG0041598	YEAST04444	CAPO307865
OG0041601	YEAST01743	CAPO308101
