Orthogroup	YEAST	NEMVE
OG0006214	YEAST04089	NEMVE08088
OG0006216	YEAST01089	NEMVE22955
OG0006217	YEAST00809	NEMVE07259
OG0006224	YEAST02751, YEAST03048	NEMVE12014, NEMVE21951
OG0006225	YEAST04875	NEMVE12661, NEMVE14367, NEMVE20774
OG0006227	YEAST00128	NEMVE15408
OG0006230	YEAST03869	NEMVE16928
OG0006233	YEAST04247	NEMVE12454, NEMVE11317
OG0006237	YEAST02126	NEMVE06237, NEMVE00882
OG0006240	YEAST04649	NEMVE05672
OG0006245	YEAST05732	NEMVE04926, NEMVE04589
OG0006247	YEAST04977	NEMVE13374
OG0006249	YEAST00821	NEMVE21889
OG0006250	YEAST05424	NEMVE01589
OG0006251	YEAST04963	NEMVE05445
OG0006255	YEAST03350	NEMVE14995, NEMVE12534
OG0006258	YEAST05637	NEMVE12417, NEMVE14713
OG0006259	YEAST05672	NEMVE05775
OG0006260	YEAST04100	NEMVE24580
OG0006263	YEAST02521	NEMVE25155
OG0006269	YEAST03069	NEMVE15813
OG0006271	YEAST00375	NEMVE12840
OG0006275	YEAST06102	NEMVE12634
OG0006277	YEAST02811	NEMVE22696
OG0006279	YEAST04402	NEMVE08460, NEMVE03244
OG0006280	YEAST04541	NEMVE13464
OG0006281	YEAST04979	NEMVE17531
OG0006282	YEAST01445	NEMVE05748
OG0006283	YEAST00229	NEMVE22907
OG0006284	YEAST04213	NEMVE09500
OG0006288	YEAST02860	NEMVE14534
OG0006289	YEAST06209	NEMVE07416
OG0006293	YEAST05380	NEMVE01946
OG0006294	YEAST04000	NEMVE05761
OG0006295	YEAST05360	NEMVE17572
OG0006302	YEAST01852	NEMVE14020
OG0006306	YEAST00230	NEMVE07331
OG0006311	YEAST01145	NEMVE19440, NEMVE17820, NEMVE19918
OG0006313	YEAST02392	NEMVE22686
OG0006315	YEAST00489	NEMVE15833
OG0006317	YEAST02082	NEMVE22179, NEMVE24570
OG0006319	YEAST01135	NEMVE06270
OG0006320	YEAST04478	NEMVE02287
OG0006322	YEAST00815	NEMVE11564, NEMVE20664
OG0006329	YEAST01245	NEMVE21689, NEMVE02772
OG0006332	YEAST06042	NEMVE08037
OG0006334	YEAST00864	NEMVE13329
OG0006335	YEAST02588	NEMVE23896
OG0006339	YEAST06286	NEMVE23824
OG0006340	YEAST00922, YEAST05387	NEMVE10948
OG0006341	YEAST01452	NEMVE12553, NEMVE14094
OG0006344	YEAST01465	NEMVE22317
OG0006347	YEAST03436	NEMVE21968
OG0006349	YEAST05233	NEMVE06197
OG0006350	YEAST00452	NEMVE14391
OG0006357	YEAST02650	NEMVE24732
OG0006360	YEAST01556	NEMVE11945, NEMVE14950, NEMVE09722
OG0006362	YEAST05722	NEMVE15117
OG0006370	YEAST02350	NEMVE05218
OG0006372	YEAST05423	NEMVE09290
OG0006375	YEAST05198	NEMVE11513
OG0006377	YEAST04974	NEMVE16226
OG0006378	YEAST01924	NEMVE15636
OG0006381	YEAST01058	NEMVE22611
OG0006385	YEAST04806	NEMVE19329
OG0006387	YEAST05324	NEMVE24021
OG0006389	YEAST02409	NEMVE21903
OG0006392	YEAST01246	NEMVE14704, NEMVE12102
OG0006395	YEAST03605	NEMVE21779
OG0006396	YEAST02453	NEMVE07776
OG0006398	YEAST04420, YEAST03553	NEMVE12068
OG0006447	YEAST03459	NEMVE14227
OG0006448	YEAST00505, YEAST04285	NEMVE14631
OG0006449	YEAST02458	NEMVE11606, NEMVE14465
OG0006456	YEAST06224	NEMVE14689
OG0006459	YEAST00972, YEAST00245	NEMVE15405
OG0006461	YEAST05346	NEMVE25171
OG0006462	YEAST01838	NEMVE13915
OG0006464	YEAST05965	NEMVE13731
OG0006467	YEAST02272	NEMVE22709
OG0006470	YEAST01306	NEMVE04834
OG0006474	YEAST03988	NEMVE04607
OG0006475	YEAST06223, YEAST00349	NEMVE13355
OG0006476	YEAST00315	NEMVE13672
OG0006479	YEAST05669	NEMVE25506
OG0006481	YEAST06165	NEMVE14750
OG0006488	YEAST02614	NEMVE02068
OG0006498	YEAST02291	NEMVE14543
OG0006503	YEAST06053	NEMVE13506
OG0006504	YEAST02866	NEMVE14016
OG0006507	YEAST02914	NEMVE00425, NEMVE01835
OG0006509	YEAST02252	NEMVE24726
OG0006511	YEAST01899	NEMVE14251
OG0006512	YEAST04169	NEMVE22978
OG0006514	YEAST05820	NEMVE21783, NEMVE13023
OG0006515	YEAST03195	NEMVE04937
OG0006516	YEAST02248	NEMVE06592
OG0006520	YEAST05914	NEMVE22333
OG0006523	YEAST04170	NEMVE25529
OG0006528	YEAST02276	NEMVE22210
OG0006532	YEAST05019	NEMVE08321
OG0006533	YEAST00790	NEMVE13804, NEMVE21453, NEMVE20690, NEMVE04409
OG0006536	YEAST05130	NEMVE17923
OG0006538	YEAST02168	NEMVE23417
OG0006543	YEAST03219	NEMVE14466, NEMVE04354
OG0006544	YEAST06160	NEMVE14328
OG0006550	YEAST05541	NEMVE08614
OG0006552	YEAST02016	NEMVE14982
OG0006553	YEAST05825	NEMVE08520
OG0006554	YEAST04136	NEMVE11077
OG0006561	YEAST00874	NEMVE13352
OG0006564	YEAST05934	NEMVE13427
OG0006568	YEAST03560	NEMVE19392, NEMVE19291
OG0006569	YEAST02940	NEMVE17890
OG0006571	YEAST00795	NEMVE19259
OG0006574	YEAST06163	NEMVE24947, NEMVE18114
OG0006577	YEAST03945	NEMVE17589
OG0006578	YEAST00813	NEMVE14360
OG0006580	YEAST04957	NEMVE13359
OG0006582	YEAST04615	NEMVE10731
OG0006584	YEAST01846	NEMVE13873
OG0006589	YEAST04474	NEMVE08161
OG0006594	YEAST00464	NEMVE14133
OG0006595	YEAST05577	NEMVE14900
OG0006596	YEAST03312	NEMVE21882
OG0006597	YEAST01876	NEMVE08474, NEMVE00517
OG0006598	YEAST02580	NEMVE20869, NEMVE13702
OG0006602	YEAST06259	NEMVE22737
OG0006603	YEAST05721	NEMVE13346
OG0006604	YEAST01597	NEMVE25234
OG0006607	YEAST05258	NEMVE07507
OG0006609	YEAST04231	NEMVE01863, NEMVE08901
OG0006610	YEAST04593	NEMVE05164
OG0006611	YEAST02395	NEMVE03049, NEMVE05376, NEMVE20908
OG0006613	YEAST00490	NEMVE23363, NEMVE12419
OG0006615	YEAST02695	NEMVE08793
OG0006619	YEAST03691	NEMVE24711
OG0006622	YEAST04382	NEMVE14827
OG0006625	YEAST05905	NEMVE16423
OG0006627	YEAST01553	NEMVE24706, NEMVE17757
OG0006630	YEAST05584	NEMVE14529
OG0006631	YEAST01419, YEAST04493	NEMVE21598, NEMVE22840
OG0006633	YEAST05580	NEMVE10562
OG0006636	YEAST06190	NEMVE02023
OG0006637	YEAST06011	NEMVE09116
OG0006651	YEAST03308	NEMVE24687
OG0006655	YEAST04609	NEMVE21990
OG0006658	YEAST03323	NEMVE08447, NEMVE14700
OG0006662	YEAST02707	NEMVE14723
OG0006663	YEAST04538	NEMVE25118
OG0006664	YEAST04769	NEMVE00897
OG0006667	YEAST03011	NEMVE14509
OG0006668	YEAST00040	NEMVE13784
OG0006669	YEAST05379	NEMVE01621, NEMVE12149
OG0006678	YEAST03428	NEMVE15058
OG0006681	YEAST02774	NEMVE24851
OG0006688	YEAST02298	NEMVE20158, NEMVE02085
OG0006690	YEAST00986	NEMVE23260
OG0006691	YEAST06141	NEMVE14331
OG0006692	YEAST04243	NEMVE14555
OG0006694	YEAST04074	NEMVE06376
OG0006703	YEAST04919	NEMVE06399
OG0006704	YEAST02241	NEMVE09753
OG0006706	YEAST01312	NEMVE08399
OG0006707	YEAST04448	NEMVE18156, NEMVE12324
OG0006712	YEAST01297	NEMVE05787
OG0006716	YEAST01688	NEMVE16253
OG0006717	YEAST03273, YEAST00511	NEMVE17875
OG0006722	YEAST05928	NEMVE03981, NEMVE22551
OG0006725	YEAST05141	NEMVE05867, NEMVE21160
OG0006726	YEAST01310	NEMVE06858
OG0006728	YEAST01819	NEMVE16075
OG0006730	YEAST06066	NEMVE16598
OG0006732	YEAST05092	NEMVE14487
OG0006736	YEAST03708, YEAST02845	NEMVE24623
OG0006738	YEAST03786	NEMVE17102
OG0006741	YEAST00908	NEMVE13385
OG0006752	YEAST01605	NEMVE20853, NEMVE23516
OG0006753	YEAST06210	NEMVE10471
OG0006754	YEAST05223, YEAST00660	NEMVE23232
OG0006755	YEAST03743	NEMVE22112
OG0006757	YEAST02585	NEMVE06921
OG0006758	YEAST00132	NEMVE23646
OG0006766	YEAST01711	NEMVE03175
OG0006769	YEAST04955	NEMVE01196, NEMVE13150
OG0006772	YEAST05602	NEMVE25240
OG0006775	YEAST01095	NEMVE15139
OG0006776	YEAST02455	NEMVE15379
OG0006777	YEAST05242	NEMVE10884
OG0006826	YEAST03748	NEMVE13284
OG0006830	YEAST02320	NEMVE08915
OG0006838	YEAST01244	NEMVE13721
OG0006843	YEAST03855	NEMVE13226
OG0006846	YEAST04146	NEMVE24794
OG0006853	YEAST03500	NEMVE23764
OG0006860	YEAST03798	NEMVE18531, NEMVE21944
OG0006867	YEAST03341	NEMVE03866, NEMVE14363
OG0006869	YEAST01706	NEMVE16212, NEMVE00422
OG0006876	YEAST00384	NEMVE02088
OG0006880	YEAST04631	NEMVE06819
OG0006881	YEAST01049	NEMVE07356
OG0006887	YEAST01983	NEMVE06955
OG0006888	YEAST00485	NEMVE13701, NEMVE21293
OG0006890	YEAST02034	NEMVE05014
OG0006891	YEAST00187	NEMVE04359
OG0006892	YEAST04820	NEMVE24012, NEMVE20580
OG0006894	YEAST01360	NEMVE06286, NEMVE11857
OG0006897	YEAST00856	NEMVE10415
OG0006901	YEAST05480	NEMVE14333
OG0006906	YEAST00746	NEMVE13236
OG0006918	YEAST05610	NEMVE15078
OG0006924	YEAST04308	NEMVE01464
OG0006927	YEAST00921	NEMVE24367
OG0006934	YEAST02053	NEMVE24344
OG0006935	YEAST02014	NEMVE13070
OG0006936	YEAST06114	NEMVE03459, NEMVE10607
OG0006937	YEAST05537	NEMVE21757
OG0006938	YEAST02536	NEMVE06983
OG0006940	YEAST05163	NEMVE13137
OG0006942	YEAST00190	NEMVE13642
OG0006943	YEAST02583	NEMVE05334
OG0006949	YEAST00975, YEAST00256	NEMVE22705
OG0006952	YEAST02831	NEMVE05912
OG0006953	YEAST02903, YEAST04751, YEAST05739	NEMVE17873
OG0006959	YEAST01865	NEMVE12151
OG0006964	YEAST05995	NEMVE09836
OG0006966	YEAST02544	NEMVE21135, NEMVE24481
OG0006967	YEAST06235	NEMVE19421
OG0006968	YEAST03972	NEMVE00056
OG0006969	YEAST01604	NEMVE15089
OG0006971	YEAST00044	NEMVE23702, NEMVE20470
OG0006973	YEAST03793	NEMVE21823
OG0006975	YEAST02322	NEMVE13294
OG0006977	YEAST06248	NEMVE15122
OG0006978	YEAST00696	NEMVE08429, NEMVE20677
OG0006980	YEAST02173	NEMVE14898
OG0006985	YEAST03215	NEMVE04709
OG0006989	YEAST04914	NEMVE14102
OG0006991	YEAST05066	NEMVE25869
OG0006992	YEAST04657	NEMVE06904
OG0006994	YEAST05554	NEMVE06963
OG0006995	YEAST06048	NEMVE10340
OG0006997	YEAST00664	NEMVE23283
OG0006998	YEAST02509	NEMVE20185, NEMVE21505
OG0006999	YEAST03874	NEMVE22370, NEMVE03933
OG0007003	YEAST01840	NEMVE18273
OG0007005	YEAST03907	NEMVE06529
OG0007009	YEAST05645	NEMVE17080
OG0007010	YEAST01652	NEMVE07154
OG0007012	YEAST05361	NEMVE08741
OG0007013	YEAST05971	NEMVE23027, NEMVE20235
OG0007015	YEAST03053	NEMVE01530
OG0007016	YEAST05307	NEMVE14954
OG0007020	YEAST00663	NEMVE13872
OG0007024	YEAST01864	NEMVE22348
OG0007028	YEAST06312	NEMVE14345
OG0007029	YEAST05619	NEMVE14776
OG0007030	YEAST05712	NEMVE25363
OG0007033	YEAST04002	NEMVE13356
OG0007036	YEAST04799	NEMVE22685
OG0007043	YEAST02072, YEAST01064	NEMVE05818
OG0007045	YEAST01113	NEMVE11946, NEMVE11342
OG0007049	YEAST05930	NEMVE24890
OG0007050	YEAST05668	NEMVE01542
OG0007053	YEAST05898	NEMVE21766
OG0007055	YEAST02593	NEMVE15080
OG0007057	YEAST05673	NEMVE14004
OG0007061	YEAST03247	NEMVE02935, NEMVE18869
OG0007063	YEAST04650	NEMVE09723
OG0007065	YEAST01111	NEMVE22963
OG0007071	YEAST02162	NEMVE18624
OG0007073	YEAST03946	NEMVE14833
OG0007075	YEAST00811	NEMVE25698
OG0007084	YEAST05527	NEMVE22005
OG0007089	YEAST04132	NEMVE11263, NEMVE12880
OG0007092	YEAST01811	NEMVE07545
OG0007093	YEAST01923	NEMVE13401
OG0007095	YEAST02581	NEMVE15027
OG0007097	YEAST01699	NEMVE14580
OG0007098	YEAST03783	NEMVE13689
OG0007106	YEAST00202	NEMVE14945
OG0007112	YEAST05597	NEMVE10814
OG0007114	YEAST03493	NEMVE09146
OG0007118	YEAST01120	NEMVE02206
OG0007119	YEAST05459	NEMVE02886, NEMVE13562
OG0007120	YEAST04248	NEMVE06186
OG0007121	YEAST05746	NEMVE25193
OG0007124	YEAST04818	NEMVE10468
OG0007127	YEAST04415	NEMVE13588
OG0007130	YEAST05158	NEMVE25495, NEMVE21143
OG0007131	YEAST05874	NEMVE23758, NEMVE12360
OG0007132	YEAST06078	NEMVE06535, NEMVE12522
OG0007137	YEAST00797	NEMVE14801
OG0007138	YEAST04319	NEMVE09440, NEMVE12478
OG0007139	YEAST05259	NEMVE09713
OG0007143	YEAST02636	NEMVE08778, NEMVE20919
OG0007150	YEAST00900	NEMVE11424
OG0007154	YEAST01439	NEMVE23811
OG0007164	YEAST05557	NEMVE18934
OG0007165	YEAST04228, YEAST02514	NEMVE14929
OG0007166	YEAST05384	NEMVE07634
OG0007182	YEAST00042	NEMVE25249
OG0007184	YEAST01512	NEMVE13898
OG0007186	YEAST00761	NEMVE16937
OG0007192	YEAST00860	NEMVE12614
OG0007201	YEAST01721	NEMVE15153, NEMVE03813
OG0007202	YEAST03071	NEMVE03801
OG0007202	YEAST01550, YEAST03891	NEMVE12996
OG0007249	YEAST00344	NEMVE19970, NEMVE03114, NEMVE25503
OG0007254	YEAST00328	NEMVE23140
OG0007258	YEAST02867	NEMVE00047, NEMVE14648
OG0007264	YEAST04093	NEMVE15060
OG0007274	YEAST04165, YEAST05634	NEMVE12604, NEMVE24366
OG0007276	YEAST02974	NEMVE11672
OG0007279	YEAST02363	NEMVE24542
OG0007282	YEAST04912	NEMVE13645
OG0007288	YEAST02949	NEMVE08146
OG0007292	YEAST05159	NEMVE08212
OG0007303	YEAST05207	NEMVE21168, NEMVE21934
OG0007307	YEAST05606	NEMVE15849
OG0007313	YEAST02047	NEMVE25309, NEMVE13991, NEMVE11990
OG0007317	YEAST04084	NEMVE07571
OG0007321	YEAST05016	NEMVE14743
OG0007322	YEAST01090	NEMVE13884
OG0007325	YEAST03249	NEMVE14080
OG0007332	YEAST02451	NEMVE06433
OG0007335	YEAST06084	NEMVE13032, NEMVE10469
OG0007336	YEAST03606	NEMVE13003, NEMVE22461
OG0007341	YEAST00183	NEMVE14964
OG0007342	YEAST03859	NEMVE14032
OG0007343	YEAST00383	NEMVE06113
OG0007347	YEAST02066	NEMVE05928
OG0007349	YEAST01492	NEMVE24138
OG0007354	YEAST03378	NEMVE12447, NEMVE22312
OG0007355	YEAST02682	NEMVE26015, NEMVE24494
OG0007361	YEAST02394	NEMVE21896
OG0007363	YEAST05519	NEMVE07823
OG0007364	YEAST01959	NEMVE14072, NEMVE12530
OG0007367	YEAST01013	NEMVE14913
OG0007371	YEAST04970	NEMVE22865
OG0007376	YEAST02976	NEMVE14158
OG0007380	YEAST00785, YEAST00666	NEMVE06086, NEMVE12199
OG0007382	YEAST01108	NEMVE14758
OG0007387	YEAST06326	NEMVE23956
OG0007393	YEAST01116	NEMVE00582, NEMVE21768
OG0007394	YEAST05998	NEMVE22615
OG0007395	YEAST00603	NEMVE17435
OG0007397	YEAST03512	NEMVE09462
OG0007399	YEAST02279	NEMVE09265
OG0007401	YEAST03451	NEMVE13443
OG0007408	YEAST03401	NEMVE08149
OG0007409	YEAST05329	NEMVE13321
OG0007411	YEAST04399	NEMVE14384
OG0007412	YEAST04822	NEMVE08446
OG0007415	YEAST01948	NEMVE22466
OG0007417	YEAST04175	NEMVE08802
OG0007419	YEAST02667	NEMVE14407
OG0007421	YEAST00762	NEMVE01648
OG0007424	YEAST05463	NEMVE07064
OG0007425	YEAST06135	NEMVE01463
OG0007427	YEAST00763	NEMVE13016, NEMVE11584, NEMVE11585, NEMVE12686, NEMVE11758
OG0007431	YEAST00610	NEMVE22905
OG0007439	YEAST01063	NEMVE12642, NEMVE02374, NEMVE20588
OG0007442	YEAST03687	NEMVE22223
OG0007446	YEAST04647	NEMVE14884
OG0007451	YEAST02017	NEMVE09386
OG0007454	YEAST01359	NEMVE14909
OG0007456	YEAST00931	NEMVE06082
OG0007460	YEAST04891	NEMVE14451
OG0007463	YEAST00394	NEMVE20726, NEMVE22590
OG0007466	YEAST00806	NEMVE22832
OG0007473	YEAST03408	NEMVE21682
OG0007478	YEAST02470	NEMVE15694
OG0007482	YEAST05783	NEMVE13581
OG0007483	YEAST01187	NEMVE08075
OG0007484	YEAST00517	NEMVE06907
OG0007488	YEAST04193	NEMVE24850
OG0007491	YEAST05032	NEMVE15400
OG0007495	YEAST04536	NEMVE14337
OG0007498	YEAST00593	NEMVE11016, NEMVE12879
OG0007499	YEAST03994	NEMVE18098
OG0007504	YEAST02642	NEMVE23039
OG0007508	YEAST05759	NEMVE14963
OG0007509	YEAST03229	NEMVE17668
OG0007519	YEAST04589	NEMVE13604
OG0007528	YEAST02438	NEMVE16685, NEMVE16684
OG0007531	YEAST05725	NEMVE14641
OG0007552	YEAST04097	NEMVE01711
OG0007591	YEAST02623	NEMVE14305
OG0007597	YEAST05244	NEMVE02017
OG0007605	YEAST04509	NEMVE22713
OG0007615	YEAST05127	NEMVE13394
OG0007618	YEAST02486	NEMVE05717
OG0007619	YEAST04342	NEMVE22719
OG0007622	YEAST01282	NEMVE14178
OG0007624	YEAST03901	NEMVE01610
OG0007645	YEAST05586	NEMVE06297
OG0007646	YEAST05572	NEMVE11980, NEMVE25514
OG0007648	YEAST03775	NEMVE07012
OG0007656	YEAST02935	NEMVE00479, NEMVE05622
OG0007657	YEAST01213	NEMVE09719
OG0007663	YEAST01133	NEMVE03506
OG0007676	YEAST01965	NEMVE09075
OG0007685	YEAST00976	NEMVE22475
OG0007690	YEAST00054	NEMVE09407
OG0007692	YEAST05386	NEMVE24948
OG0007698	YEAST04526	NEMVE19391
OG0007701	YEAST04394	NEMVE23722
OG0007703	YEAST03290	NEMVE22465
OG0007704	YEAST01687	NEMVE13360
OG0007712	YEAST02916	NEMVE16922
OG0007722	YEAST06130	NEMVE12233, NEMVE24674
OG0007727	YEAST01129	NEMVE22125
OG0007739	YEAST04408	NEMVE13651
OG0007744	YEAST04303	NEMVE15801
OG0007749	YEAST02144	NEMVE14299, NEMVE12664
OG0007751	YEAST03046	NEMVE21679
OG0007754	YEAST03550	NEMVE04608
OG0007758	YEAST04336	NEMVE24832
OG0007760	YEAST02821	NEMVE16471
OG0007766	YEAST03772, YEAST02908	NEMVE05141
OG0007767	YEAST03177	NEMVE13662
OG0007769	YEAST02589	NEMVE08042
OG0007772	YEAST05211	NEMVE06176
OG0007773	YEAST05609	NEMVE07114
OG0007783	YEAST03579	NEMVE23094
OG0007784	YEAST01170	NEMVE21852
OG0007786	YEAST01347	NEMVE10346
OG0007787	YEAST03458	NEMVE04711, NEMVE04653
OG0007801	YEAST02556, YEAST00332	NEMVE24803
OG0007803	YEAST00818	NEMVE14259
OG0007810	YEAST06278	NEMVE25323
OG0007811	YEAST05686	NEMVE22619
OG0007816	YEAST00605	NEMVE14681
OG0007823	YEAST03887	NEMVE14069
OG0007825	YEAST05054	NEMVE24335
OG0007827	YEAST01279	NEMVE15793
OG0007829	YEAST02649	NEMVE14463
OG0007830	YEAST03594	NEMVE22401
OG0007831	YEAST03693	NEMVE13120
OG0007838	YEAST04312	NEMVE16374
OG0007840	YEAST02829	NEMVE14835
OG0007843	YEAST04794	NEMVE09373
OG0007848	YEAST03711	NEMVE22567
OG0007850	YEAST01418	NEMVE06247
OG0007852	YEAST02199	NEMVE23585
OG0007854	YEAST01377	NEMVE10266
OG0007858	YEAST03196	NEMVE23921
OG0007912	YEAST04725	NEMVE15679, NEMVE24495, NEMVE17470
OG0007918	YEAST04092	NEMVE25851
OG0007941	YEAST03892	NEMVE23201
OG0007942	YEAST03545	NEMVE21277
OG0007943	YEAST03288	NEMVE13601
OG0007947	YEAST02420	NEMVE09699
OG0007958	YEAST01011	NEMVE21992
OG0007971	YEAST03990	NEMVE07956
OG0007975	YEAST01243	NEMVE21874
OG0007978	YEAST01491	NEMVE07101
OG0007982	YEAST03186	NEMVE21094, NEMVE08716
OG0007991	YEAST02341	NEMVE22986
OG0007993	YEAST00089	NEMVE08910
OG0007995	YEAST03463	NEMVE17198, NEMVE19132
OG0007996	YEAST04079	NEMVE13646
OG0007998	YEAST00688	NEMVE13103, NEMVE03505
OG0008008	YEAST02355	NEMVE06561
OG0008020	YEAST05433	NEMVE13173
OG0008030	YEAST00039	NEMVE17479
OG0008031	YEAST04719	NEMVE09401
OG0008038	YEAST05601	NEMVE05260
OG0008042	YEAST04557, YEAST00839	NEMVE13490
OG0008053	YEAST05804	NEMVE06850
OG0008055	YEAST05224	NEMVE09826, NEMVE20692
OG0008056	YEAST04542	NEMVE22900
OG0008069	YEAST00959	NEMVE14728
OG0008072	YEAST00552	NEMVE17950
OG0008074	YEAST05664	NEMVE18779
OG0008079	YEAST03108	NEMVE10412
OG0008085	YEAST04107	NEMVE22309
OG0008091	YEAST06200	NEMVE24934
OG0008100	YEAST03959	NEMVE09715
OG0008103	YEAST05352	NEMVE05057
OG0008104	YEAST06240	NEMVE04771
OG0008105	YEAST03324	NEMVE21942
OG0008110	YEAST00121	NEMVE05743
OG0008111	YEAST06004, YEAST05693	NEMVE07727
OG0008127	YEAST05342	NEMVE22668
OG0008136	YEAST02756	NEMVE22687
OG0008196	YEAST03623	NEMVE20835, NEMVE25681
OG0008201	YEAST01163	NEMVE14732
OG0008202	YEAST06186	NEMVE22079
OG0008208	YEAST04341	NEMVE15800
OG0008219	YEAST05754	NEMVE07971
OG0008244	YEAST04999	NEMVE19525
OG0008251	YEAST01472	NEMVE25689
OG0008254	YEAST04740	NEMVE25670
OG0008267	YEAST02722	NEMVE17564
OG0008273	YEAST00628	NEMVE12232
OG0008275	YEAST05358	NEMVE16981
OG0008281	YEAST01387	NEMVE24642
OG0008307	YEAST01285	NEMVE05421
OG0008332	YEAST03366	NEMVE03236
OG0008346	YEAST01382	NEMVE22837
OG0008348	YEAST03383	NEMVE13454
OG0008351	YEAST01276	NEMVE13763
OG0008401	YEAST02115	NEMVE09990
OG0008404	YEAST02842	NEMVE00255
OG0008416	YEAST05168	NEMVE18536
OG0008432	YEAST01317	NEMVE18587
OG0008524	YEAST02216	NEMVE08942
OG0008533	YEAST00770	NEMVE14654
OG0008540	YEAST02219	NEMVE13698
OG0008542	YEAST00506	NEMVE23528
OG0008546	YEAST03499	NEMVE09008
OG0008601	YEAST03150	NEMVE22610
OG0008602	YEAST04166	NEMVE07908
OG0008620	YEAST00843	NEMVE09312
OG0008626	YEAST03306	NEMVE25563
OG0008645	YEAST05803	NEMVE22648
OG0008654	YEAST03590	NEMVE10286
OG0008664	YEAST05851	NEMVE19637, NEMVE03509
OG0008677	YEAST03567	NEMVE03819
OG0008680	YEAST02511	NEMVE05250
OG0008681	YEAST04884	NEMVE21715
OG0008689	YEAST05237	NEMVE25164
OG0008705	YEAST06239	NEMVE18622, NEMVE15948
OG0008789	YEAST05903	NEMVE02946
OG0008794	YEAST01976, YEAST00168, YEAST00957	NEMVE13692
OG0008799	YEAST03377	NEMVE01885
OG0008816	YEAST01954	NEMVE14491
OG0008818	YEAST00271	NEMVE04994
OG0008824	YEAST01698	NEMVE10117
OG0008861	YEAST04983	NEMVE13686
OG0008872	YEAST03799	NEMVE18394
OG0008873	YEAST04429	NEMVE15304, NEMVE14994, NEMVE20129
OG0008879	YEAST05579	NEMVE23362, NEMVE20066
OG0008887	YEAST00387	NEMVE24276, NEMVE20282
OG0008903	YEAST01637	NEMVE15545
OG0008913	YEAST03181, YEAST03769	NEMVE08029
OG0008923	YEAST01739	NEMVE11826, NEMVE22474
OG0008933	YEAST01769, YEAST01770, YEAST01771, YEAST01768	NEMVE05930, NEMVE01397
OG0008933	YEAST01777, YEAST01780	NEMVE04523
OG0008943	YEAST01760, YEAST01759, YEAST01761	NEMVE02709
OG0008946	YEAST00403	NEMVE22543
OG0008990	YEAST02040	NEMVE21680
OG0009056	YEAST00322	NEMVE06944
OG0009078	YEAST02676	NEMVE21973
OG0009099	YEAST05709	NEMVE15307
OG0009105	YEAST02501	NEMVE09034
OG0009115	YEAST05628, YEAST04158	NEMVE12320
OG0009165	YEAST05085, YEAST01742	NEMVE13240, NEMVE07810
OG0009182	YEAST03621	NEMVE15605, NEMVE05517
OG0009225	YEAST01052	NEMVE14643
OG0009232	YEAST04731	NEMVE23421
OG0009311	YEAST00623	NEMVE14394, NEMVE24195
OG0009344	YEAST03868	NEMVE14041
OG0009394	YEAST04927	NEMVE21185, NEMVE21169
OG0009396	YEAST03896	NEMVE24413
OG0009472	YEAST01737	NEMVE21457, NEMVE13121
OG0009486	YEAST00324	NEMVE09834
OG0009492	YEAST00632	NEMVE24503
OG0009555	YEAST03831	NEMVE05472, NEMVE12896
OG0009590	YEAST02138	NEMVE11442
OG0009604	YEAST04803	NEMVE21781
OG0009614	YEAST00622	NEMVE23057
OG0009630	YEAST02852	NEMVE23209
OG0009651	YEAST04775	NEMVE17368
OG0009654	YEAST04221	NEMVE21683
OG0009737	YEAST02025	NEMVE15138
OG0009920	YEAST05355	NEMVE25413
OG0009926	YEAST03054	NEMVE06497
OG0009994	YEAST06045	NEMVE23158
OG0010054	YEAST01026	NEMVE04537, NEMVE12838, NEMVE12261, NEMVE13034, NEMVE12847, NEMVE12901, NEMVE03905, NEMVE12833
OG0010139	YEAST01045	NEMVE10093
OG0010229	YEAST00880, YEAST04666, YEAST04383	NEMVE14875
OG0010271	YEAST03656	NEMVE25671
OG0010284	YEAST01922	NEMVE17057
OG0010323	YEAST04943	NEMVE07801
OG0010346	YEAST00902, YEAST04286	NEMVE21853
OG0010369	YEAST01224	NEMVE18824
OG0010372	YEAST02145	NEMVE22959
OG0010428	YEAST04046	NEMVE10663, NEMVE12293, NEMVE12101, NEMVE12938, NEMVE11452, NEMVE12259, NEMVE12818, NEMVE10622, NEMVE11450, NEMVE10667, NEMVE09993, NEMVE11807, NEMVE11775, NEMVE12713, NEMVE11553
OG0010570	YEAST03006	NEMVE10617
OG0010841	YEAST05695	NEMVE04214
OG0010876	YEAST02678	NEMVE23204
OG0010980	YEAST00370	NEMVE08863
OG0011003	YEAST03808	NEMVE13194
OG0011087	YEAST06300, YEAST02632	NEMVE03271
OG0011111	YEAST00210	NEMVE22703, NEMVE11683
OG0011216	YEAST02293	NEMVE10086
OG0011258	YEAST02930	NEMVE07423
OG0011313	YEAST03172	NEMVE25515
OG0011334	YEAST01779	NEMVE03720, NEMVE11330
OG0011371	YEAST01766	NEMVE00313, NEMVE03982
OG0011375	YEAST03348	NEMVE14936
OG0011414	YEAST04503	NEMVE15836
OG0011464	YEAST01096	NEMVE04340, NEMVE04034, NEMVE03556
OG0011734	YEAST04911	NEMVE22243
OG0011920	YEAST05132	NEMVE23676
OG0011960	YEAST01713	NEMVE16367, NEMVE11389, NEMVE12963
