Orthogroup	YEAST	AMPFI_ok
OG0006512	YEAST04169	AMPFI_15002
OG0006514	YEAST05820	AMPFI_21552
OG0006515	YEAST03195	AMPFI_23080
OG0006516	YEAST02248	AMPFI_09518
OG0006520	YEAST05914	AMPFI_20008
OG0006523	YEAST04170	AMPFI_01535
OG0006528	YEAST02276	AMPFI_10398
OG0006532	YEAST05019	AMPFI_11984
OG0006533	YEAST00790	AMPFI_06493
OG0006536	YEAST05130	AMPFI_12044
OG0006538	YEAST02168	AMPFI_02030
OG0006543	YEAST03219	AMPFI_06101
OG0006544	YEAST06160	AMPFI_06224
OG0006550	YEAST05541	AMPFI_17946, AMPFI_17947
OG0006552	YEAST02016	AMPFI_07606
OG0006553	YEAST05825	AMPFI_10454
OG0006554	YEAST04136	AMPFI_04096
OG0006564	YEAST05934	AMPFI_05981
OG0006568	YEAST03560	AMPFI_09823
OG0006569	YEAST02940	AMPFI_04736
OG0006571	YEAST00795	AMPFI_23157
OG0006574	YEAST06163	AMPFI_19066
OG0006577	YEAST03945	AMPFI_00642
OG0006578	YEAST00813	AMPFI_06349
OG0006580	YEAST04957	AMPFI_04144, AMPFI_23358
OG0006582	YEAST04615	AMPFI_09311
OG0006584	YEAST01846	AMPFI_02572
OG0006589	YEAST04474	AMPFI_07432
OG0006594	YEAST00464	AMPFI_22653
OG0006595	YEAST05577	AMPFI_07066
OG0006596	YEAST03312	AMPFI_14571
OG0006597	YEAST01876	AMPFI_14301
OG0006598	YEAST02580	AMPFI_19501
OG0006602	YEAST06259	AMPFI_07168
OG0006603	YEAST05721	AMPFI_06187
OG0006604	YEAST01597	AMPFI_05937
OG0006607	YEAST05258	AMPFI_08824
OG0006609	YEAST04231	AMPFI_06978
OG0006610	YEAST04593	AMPFI_09328
OG0006611	YEAST02395	AMPFI_21041
OG0006613	YEAST00490	AMPFI_15015
OG0006615	YEAST02695	AMPFI_13199
OG0006619	YEAST03691	AMPFI_23367
OG0006622	YEAST04382	AMPFI_08817
OG0006627	YEAST01553	AMPFI_12667
OG0006630	YEAST05584	AMPFI_10137
OG0006631	YEAST01419, YEAST04493	AMPFI_11411
OG0006633	YEAST05580	AMPFI_25785
OG0006636	YEAST06190	AMPFI_04565
OG0006637	YEAST06011	AMPFI_14025
OG0006651	YEAST03308	AMPFI_14545, AMPFI_14544
OG0006655	YEAST04609	AMPFI_20781
OG0006658	YEAST03323	AMPFI_09511
OG0006662	YEAST02707	AMPFI_03231
OG0006663	YEAST04538	AMPFI_07743
OG0006664	YEAST04769	AMPFI_16412, AMPFI_18050
OG0006667	YEAST03011	AMPFI_18059
OG0006668	YEAST00040	AMPFI_07313
OG0006669	YEAST05379	AMPFI_09179
OG0006678	YEAST03428	AMPFI_06249
OG0006681	YEAST02774	AMPFI_05590
OG0006688	YEAST02298	AMPFI_08024
OG0006690	YEAST00986	AMPFI_14968
OG0006691	YEAST06141	AMPFI_12858
OG0006692	YEAST04243	AMPFI_02498
OG0006694	YEAST04074	AMPFI_03151
OG0006703	YEAST04919	AMPFI_07514
OG0006706	YEAST01312	AMPFI_13283
OG0006712	YEAST01297	AMPFI_05255
OG0006717	YEAST03273, YEAST00511	AMPFI_01802
OG0006722	YEAST05928	AMPFI_10729
OG0006725	YEAST05141	AMPFI_20001
OG0006726	YEAST01310	AMPFI_06499
OG0006730	YEAST06066	AMPFI_06679
OG0006732	YEAST05092	AMPFI_18470
OG0006736	YEAST03708, YEAST02845	AMPFI_11074
OG0006738	YEAST03786	AMPFI_07984
OG0006741	YEAST00908	AMPFI_00461
OG0006752	YEAST01605	AMPFI_05789, AMPFI_17541
OG0006753	YEAST06210	AMPFI_06164
OG0006754	YEAST05223, YEAST00660	AMPFI_06462
OG0006755	YEAST03743	AMPFI_06654
OG0006757	YEAST02585	AMPFI_07042
OG0006758	YEAST00132	AMPFI_07316
OG0006766	YEAST01711	AMPFI_12392
OG0006769	YEAST04955	AMPFI_14038
OG0006772	YEAST05602	AMPFI_18299
OG0006775	YEAST01095	AMPFI_20249
OG0006776	YEAST02455	AMPFI_20448
OG0006777	YEAST05242	AMPFI_20964
OG0006826	YEAST03748	AMPFI_21636
OG0006830	YEAST02320	AMPFI_10183
OG0006838	YEAST01244	AMPFI_03070, AMPFI_10507
OG0006843	YEAST03855	AMPFI_16202, AMPFI_16995
OG0006846	YEAST04146	AMPFI_03085
OG0006853	YEAST03500	AMPFI_20366
OG0006860	YEAST03798	AMPFI_10618
OG0006867	YEAST03341	AMPFI_12490
OG0006874	YEAST03449	AMPFI_05028
OG0006876	YEAST00384	AMPFI_08220
OG0006880	YEAST04631	AMPFI_12811
OG0006881	YEAST01049	AMPFI_12801
OG0006887	YEAST01983	AMPFI_10614
OG0006888	YEAST00485	AMPFI_11798
OG0006890	YEAST02034	AMPFI_06179
OG0006891	YEAST00187	AMPFI_10153
OG0006892	YEAST04820	AMPFI_04975
OG0006897	YEAST00856	AMPFI_08177
OG0006901	YEAST05480	AMPFI_24896
OG0006906	YEAST00746	AMPFI_24996
OG0006918	YEAST05610	AMPFI_10696
OG0006920	YEAST02490	AMPFI_10884
OG0006924	YEAST04308	AMPFI_17424
OG0006927	YEAST00921	AMPFI_22332
OG0006934	YEAST02053	AMPFI_13627
OG0006935	YEAST02014	AMPFI_06775
OG0006936	YEAST06114	AMPFI_01142
OG0006937	YEAST05537	AMPFI_14568
OG0006939	YEAST01033	AMPFI_00736
OG0006940	YEAST05163	AMPFI_16402
OG0006942	YEAST00190	AMPFI_07605
OG0006943	YEAST02583	AMPFI_06307
OG0006949	YEAST00975, YEAST00256	AMPFI_13736
OG0006952	YEAST02831	AMPFI_09145
OG0006953	YEAST02903, YEAST04751, YEAST05739	AMPFI_16258
OG0006959	YEAST01865	AMPFI_13745
OG0006964	YEAST05995	AMPFI_13035
OG0006966	YEAST02544	AMPFI_08312
OG0006967	YEAST06235	AMPFI_20325
OG0006968	YEAST03972	AMPFI_08216
OG0006969	YEAST01604	AMPFI_09726
OG0006971	YEAST00044	AMPFI_14130
OG0006973	YEAST03793	AMPFI_05114
OG0006975	YEAST02322	AMPFI_12753
OG0006977	YEAST06248	AMPFI_09374
OG0006978	YEAST00696	AMPFI_11811, AMPFI_24207
OG0006980	YEAST02173	AMPFI_12230
OG0006985	YEAST03215	AMPFI_14367
OG0006989	YEAST04914	AMPFI_03226
OG0006991	YEAST05066	AMPFI_07612
OG0006992	YEAST04657	AMPFI_02683, AMPFI_21431
OG0006994	YEAST05554	AMPFI_02391
OG0006995	YEAST06048	AMPFI_12939
OG0006997	YEAST00664	AMPFI_06778
OG0006998	YEAST02509	AMPFI_23858
OG0006999	YEAST03874	AMPFI_03627
OG0007003	YEAST01840	AMPFI_06800
OG0007005	YEAST03907	AMPFI_13442
OG0007009	YEAST05645	AMPFI_00275
OG0007010	YEAST01652	AMPFI_17159
OG0007012	YEAST05361	AMPFI_17251
OG0007013	YEAST05971	AMPFI_07544, AMPFI_03127
OG0007015	YEAST03053	AMPFI_13502
OG0007016	YEAST05307	AMPFI_09621
OG0007024	YEAST01864	AMPFI_08761
OG0007028	YEAST06312	AMPFI_00486
OG0007030	YEAST05712	AMPFI_10233
OG0007033	YEAST04002	AMPFI_06964
OG0007036	YEAST04799	AMPFI_06158
OG0007043	YEAST02072, YEAST01064	AMPFI_14086
OG0007045	YEAST01113	AMPFI_05641
OG0007046	YEAST04826	AMPFI_22387
OG0007050	YEAST05668	AMPFI_12891
OG0007053	YEAST05898	AMPFI_11530
OG0007055	YEAST02593	AMPFI_18150
OG0007061	YEAST03247	AMPFI_25901
OG0007063	YEAST04650	AMPFI_08500
OG0007065	YEAST01111	AMPFI_15568
OG0007073	YEAST03946	AMPFI_14977, AMPFI_14976
OG0007075	YEAST00811	AMPFI_05630
OG0007084	YEAST05527	AMPFI_05390
OG0007089	YEAST04132	AMPFI_13513
OG0007092	YEAST01811	AMPFI_07515
OG0007093	YEAST01923	AMPFI_19322
OG0007095	YEAST02581	AMPFI_16541
OG0007098	YEAST03783	AMPFI_24023
OG0007106	YEAST00202	AMPFI_22589
OG0007112	YEAST05597	AMPFI_09312
OG0007114	YEAST03493	AMPFI_23838
OG0007118	YEAST01120	AMPFI_07879
OG0007119	YEAST05459	AMPFI_10991
OG0007120	YEAST04248	AMPFI_11091
OG0007121	YEAST05746	AMPFI_08250
OG0007124	YEAST04818	AMPFI_04084
OG0007127	YEAST04415	AMPFI_09006
OG0007130	YEAST05158	AMPFI_08690
OG0007131	YEAST05874	AMPFI_14883
OG0007132	YEAST06078	AMPFI_25506
OG0007137	YEAST00797	AMPFI_10272
OG0007138	YEAST04319	AMPFI_06496
OG0007139	YEAST05259	AMPFI_14817
OG0007143	YEAST02636	AMPFI_09839
OG0007144	YEAST04135	AMPFI_01668
OG0007150	YEAST00900	AMPFI_10416
OG0007154	YEAST01439	AMPFI_08537
OG0007164	YEAST05557	AMPFI_05277
OG0007165	YEAST04228, YEAST02514	AMPFI_05563
OG0007166	YEAST05384	AMPFI_06034
OG0007168	YEAST02929	AMPFI_07364
OG0007182	YEAST00042	AMPFI_15692
OG0007184	YEAST01512	AMPFI_16722
OG0007185	YEAST01036	AMPFI_19277
OG0007186	YEAST00761	AMPFI_19328
OG0007192	YEAST00860	AMPFI_25475
OG0007249	YEAST00344	AMPFI_06403, AMPFI_25356, AMPFI_17736
OG0007254	YEAST00328	AMPFI_03097
OG0007258	YEAST02867	AMPFI_02300
OG0007264	YEAST04093	AMPFI_12650
OG0007269	YEAST04522	AMPFI_25179, AMPFI_02490
OG0007274	YEAST04165, YEAST05634	AMPFI_24727
OG0007276	YEAST02007	AMPFI_12494
OG0007279	YEAST02363	AMPFI_07724
OG0007282	YEAST04912	AMPFI_07925
OG0007288	YEAST02949	AMPFI_04627
OG0007292	YEAST05159	AMPFI_18565
OG0007303	YEAST05207	AMPFI_15376
OG0007307	YEAST05606	AMPFI_18569
OG0007313	YEAST02047	AMPFI_13337
OG0007317	YEAST04084	AMPFI_13235
OG0007321	YEAST05016	AMPFI_01984
OG0007322	YEAST01090	AMPFI_04756
OG0007325	YEAST03249	AMPFI_25190
OG0007330	YEAST00633	AMPFI_01650
OG0007335	YEAST06084	AMPFI_05409
OG0007336	YEAST03606	AMPFI_05851
OG0007341	YEAST00183	AMPFI_06512
OG0007342	YEAST03859	AMPFI_08350
OG0007343	YEAST00383	AMPFI_04790
OG0007347	YEAST02066	AMPFI_11094
OG0007349	YEAST01492	AMPFI_19903
OG0007354	YEAST03378	AMPFI_23026
OG0007355	YEAST02682	AMPFI_06243
OG0007361	YEAST02394	AMPFI_08736
OG0007363	YEAST05519	AMPFI_24644
OG0007364	YEAST01959	AMPFI_00831
OG0007367	YEAST01013	AMPFI_03186
OG0007371	YEAST04970	AMPFI_13954
OG0007376	YEAST02976	AMPFI_15486
OG0007379	YEAST00967	AMPFI_11533
OG0007382	YEAST01108	AMPFI_25953
OG0007387	YEAST06326	AMPFI_11442
OG0007393	YEAST01116	AMPFI_14008
OG0007394	YEAST05998	AMPFI_10682, AMPFI_09708, AMPFI_08528
OG0007395	YEAST00603	AMPFI_12394
OG0007397	YEAST03512	AMPFI_04544, AMPFI_10460
OG0007399	YEAST02279	AMPFI_12781
OG0007408	YEAST03401	AMPFI_23579
OG0007409	YEAST05329	AMPFI_17481
OG0007411	YEAST04399	AMPFI_00518
OG0007412	YEAST04822	AMPFI_15596
OG0007414	YEAST01970	AMPFI_22105
OG0007415	YEAST01948	AMPFI_18327
OG0007417	YEAST04175	AMPFI_08601
OG0007419	YEAST02667	AMPFI_12181
OG0007421	YEAST00762	AMPFI_19420
OG0007424	YEAST05463	AMPFI_10824
OG0007425	YEAST06135	AMPFI_14232
OG0007427	YEAST00763	AMPFI_17613
OG0007428	YEAST01536	AMPFI_18487
OG0007431	YEAST00610	AMPFI_01452
OG0007439	YEAST01063	AMPFI_07825
OG0007442	YEAST03687	AMPFI_22918
OG0007446	YEAST04647	AMPFI_14384
OG0007451	YEAST02017	AMPFI_07930, AMPFI_04715
OG0007454	YEAST01359	AMPFI_23985
OG0007456	YEAST00931	AMPFI_18549
OG0007458	YEAST02196	AMPFI_12774
OG0007460	YEAST04891	AMPFI_05013
OG0007463	YEAST00394	AMPFI_05572
OG0007466	YEAST00806	AMPFI_09132, AMPFI_06016
OG0007482	YEAST05783	AMPFI_12660
OG0007483	YEAST01187	AMPFI_06915
OG0007484	YEAST00517	AMPFI_08380
OG0007488	YEAST04193	AMPFI_18912
OG0007491	YEAST05032	AMPFI_00418
OG0007495	YEAST04536	AMPFI_14548
OG0007498	YEAST00593	AMPFI_10772
OG0007499	YEAST03994	AMPFI_00937
OG0007504	YEAST02642	AMPFI_05486
OG0007508	YEAST05759	AMPFI_08862
OG0007509	YEAST03229	AMPFI_10436
OG0007519	YEAST04589	AMPFI_15083
OG0007528	YEAST02438	AMPFI_22110
OG0007531	YEAST05725	AMPFI_25413
OG0007591	YEAST02623	AMPFI_24174
OG0007597	YEAST05244	AMPFI_14347
OG0007605	YEAST04509	AMPFI_17249, AMPFI_05461
OG0007615	YEAST05127	AMPFI_05411
OG0007618	YEAST02486	AMPFI_13803
OG0007619	YEAST04342	AMPFI_16350
OG0007622	YEAST01282	AMPFI_09130
OG0007624	YEAST03901	AMPFI_07608
OG0007645	YEAST05586	AMPFI_12316
OG0007646	YEAST05572	AMPFI_00470
OG0007648	YEAST03775	AMPFI_08367
OG0007656	YEAST02935	AMPFI_11443
OG0007657	YEAST01213	AMPFI_05533
OG0007663	YEAST01133	AMPFI_17931
OG0007673	YEAST04892	AMPFI_07718
OG0007676	YEAST01965	AMPFI_06266
OG0007685	YEAST00976	AMPFI_23757
OG0007690	YEAST00054	AMPFI_08721
OG0007692	YEAST05386	AMPFI_21014
OG0007698	YEAST04526	AMPFI_04766, AMPFI_01671
OG0007701	YEAST04394	AMPFI_11708
OG0007703	YEAST03290	AMPFI_06898
OG0007704	YEAST01687	AMPFI_24990, AMPFI_16227
OG0007712	YEAST02916	AMPFI_01298
OG0007727	YEAST01129	AMPFI_08743, AMPFI_25397
OG0007744	YEAST04303	AMPFI_03246
OG0007749	YEAST02144	AMPFI_07238
OG0007751	YEAST03046	AMPFI_08540
OG0007758	YEAST04336	AMPFI_15867
OG0007760	YEAST02821	AMPFI_25779
OG0007766	YEAST03772, YEAST02908	AMPFI_07157
OG0007767	YEAST03177	AMPFI_21979
OG0007769	YEAST02589	AMPFI_25006, AMPFI_10842
OG0007772	YEAST05211	AMPFI_22737, AMPFI_13415
OG0007773	YEAST05609	AMPFI_08783, AMPFI_16491
OG0007783	YEAST03579	AMPFI_24128
OG0007786	YEAST01347	AMPFI_12071, AMPFI_13958
OG0007787	YEAST03458	AMPFI_14820
OG0007803	YEAST00818	AMPFI_00580
OG0007810	YEAST06278	AMPFI_24586
OG0007811	YEAST05686	AMPFI_20786
OG0007816	YEAST00605	AMPFI_01105
OG0007823	YEAST03887	AMPFI_06421
OG0007825	YEAST05054	AMPFI_08757
OG0007827	YEAST01279	AMPFI_09270
OG0007829	YEAST02649	AMPFI_11802
OG0007830	YEAST03594	AMPFI_11813
OG0007831	YEAST03693	AMPFI_12005
OG0007838	YEAST04312	AMPFI_16450
OG0007840	YEAST02829	AMPFI_18333
OG0007843	YEAST04794	AMPFI_20098
OG0007848	YEAST03711	AMPFI_22258
OG0007849	YEAST01915	AMPFI_24145
OG0007850	YEAST01418	AMPFI_25222
OG0007912	YEAST04725	AMPFI_00326
OG0007918	YEAST04092	AMPFI_12537
OG0007941	YEAST03892	AMPFI_15168
OG0007943	YEAST03288	AMPFI_06228
OG0007947	YEAST02420	AMPFI_18057
OG0007971	YEAST03990	AMPFI_18074
OG0007976	YEAST02259	AMPFI_06391
OG0007982	YEAST03186	AMPFI_22593, AMPFI_10432
OG0007986	YEAST01263	AMPFI_01538
OG0007991	YEAST02341	AMPFI_20013, AMPFI_16707
OG0007993	YEAST00089	AMPFI_02776
OG0007996	YEAST04079	AMPFI_05966
OG0007998	YEAST00688	AMPFI_17357, AMPFI_25933, AMPFI_24510
OG0008008	YEAST02355	AMPFI_25912
OG0008020	YEAST05433	AMPFI_14461
OG0008030	YEAST00039	AMPFI_23756
OG0008031	YEAST04719	AMPFI_08965
OG0008038	YEAST05601	AMPFI_12972
OG0008053	YEAST05804	AMPFI_10245
OG0008056	YEAST04542	AMPFI_08430
OG0008069	YEAST00959	AMPFI_22884
OG0008072	YEAST00552	AMPFI_24640
OG0008079	YEAST03108	AMPFI_23704
OG0008085	YEAST04107	AMPFI_01438
OG0008091	YEAST06200	AMPFI_07279
OG0008100	YEAST03959	AMPFI_06853
OG0008103	YEAST05352	AMPFI_07817
OG0008104	YEAST06240	AMPFI_08107
OG0008105	YEAST03324	AMPFI_09929
OG0008110	YEAST00121	AMPFI_12641
OG0008111	YEAST06004, YEAST05693	AMPFI_14617
OG0008115	YEAST05684, YEAST06009	AMPFI_16460
OG0008122	YEAST01663	AMPFI_19895
OG0008127	YEAST05342	AMPFI_25473
OG0008196	YEAST03623	AMPFI_11912
OG0008201	YEAST01163	AMPFI_07031
OG0008202	YEAST06186	AMPFI_10244
OG0008208	YEAST04341	AMPFI_09302
OG0008219	YEAST05754	AMPFI_07239, AMPFI_11495
OG0008244	YEAST04999	AMPFI_24527
OG0008251	YEAST01472	AMPFI_19583
OG0008254	YEAST04740	AMPFI_02591
OG0008267	YEAST02722	AMPFI_06823
OG0008281	YEAST01387	AMPFI_17351
OG0008307	YEAST01285	AMPFI_06534
OG0008323	YEAST05718	AMPFI_24592
OG0008332	YEAST03366	AMPFI_17709
OG0008339	YEAST03286	AMPFI_14101
OG0008346	YEAST01382	AMPFI_22882
OG0008348	YEAST03383	AMPFI_24615
OG0008351	YEAST01276	AMPFI_15483
OG0008401	YEAST02115	AMPFI_08099
OG0008403	YEAST01318	AMPFI_08891
OG0008404	YEAST02842	AMPFI_09139
OG0008416	YEAST05168	AMPFI_15364
OG0008524	YEAST02216	AMPFI_16681
OG0008533	YEAST00770	AMPFI_13398
OG0008540	YEAST02219	AMPFI_22298
OG0008542	YEAST00506	AMPFI_22209
OG0008546	YEAST03499	AMPFI_23820
OG0008582	YEAST04883	AMPFI_15667, AMPFI_24125
OG0008602	YEAST04166	AMPFI_17272
OG0008620	YEAST00843	AMPFI_11595
OG0008626	YEAST03306	AMPFI_09203
OG0008645	YEAST05803	AMPFI_08681
OG0008654	YEAST03590	AMPFI_01208
OG0008664	YEAST05851	AMPFI_08076
OG0008677	YEAST03567	AMPFI_16579
OG0008680	YEAST02511	AMPFI_18920
OG0008681	YEAST04884	AMPFI_19306
OG0008789	YEAST05903	AMPFI_05638
OG0008794	YEAST01976, YEAST00168, YEAST00957	AMPFI_08498
OG0008799	YEAST03377	AMPFI_13716
OG0008818	YEAST00271	AMPFI_12241
OG0008823	YEAST03936	AMPFI_14427
OG0008824	YEAST01698	AMPFI_06952
OG0008861	YEAST04983	AMPFI_21588
OG0008879	YEAST05579	AMPFI_10466
OG0008887	YEAST00387	AMPFI_04341
OG0008903	YEAST01637	AMPFI_02516
OG0008913	YEAST03181, YEAST03769	AMPFI_05602
OG0008923	YEAST01739	AMPFI_11925
OG0009056	YEAST00322	AMPFI_17411, AMPFI_07785
OG0009066	YEAST04511	AMPFI_16678
OG0009078	YEAST02676	AMPFI_05386
OG0009099	YEAST05709	AMPFI_18693
OG0009105	YEAST02501	AMPFI_05096
OG0009118	YEAST03618	AMPFI_06103
OG0009165	YEAST05085, YEAST01742	AMPFI_06310
OG0009166	YEAST03055	AMPFI_07688
OG0009172	YEAST02854	AMPFI_13772, AMPFI_24653, AMPFI_18505, AMPFI_16810
OG0009182	YEAST03621	AMPFI_22979
OG0009311	YEAST00623	AMPFI_08559
OG0009315	YEAST04722	AMPFI_19848
OG0009361	YEAST02727	AMPFI_12460
OG0009394	YEAST04927	AMPFI_15834
OG0009396	YEAST03896	AMPFI_17909
OG0009555	YEAST03831	AMPFI_24940, AMPFI_16600
OG0009582	YEAST04984	AMPFI_23816, AMPFI_17314
OG0009649	YEAST01825	AMPFI_07466
OG0009676	YEAST05959	AMPFI_12195
OG0009892	YEAST01082	AMPFI_05451
OG0009920	YEAST05355	AMPFI_05744
OG0009926	YEAST03054	AMPFI_12045
OG0010481	YEAST01854	AMPFI_06027
OG0010491	YEAST04603	AMPFI_19876
OG0010930	YEAST02641	AMPFI_00645
OG0011313	YEAST03172	AMPFI_18216
OG0011737	YEAST00219	AMPFI_05888
OG0012922	YEAST02277	AMPFI_21360
OG0022490	YEAST05729	AMPFI_19670
