Orthogroup	YEAST	ASTMX
OG0005481	YEAST02988	ASTMX10714, ASTMX22614
OG0005482	YEAST06080	ASTMX04444
OG0005484	YEAST05993	ASTMX19894
OG0005488	YEAST02834	ASTMX05975
OG0005489	YEAST02006	ASTMX15875
OG0005490	YEAST02289	ASTMX15030
OG0005493	YEAST03669	ASTMX08492
OG0005495	YEAST04982	ASTMX03482
OG0005498	YEAST02944	ASTMX14607
OG0005499	YEAST00316	ASTMX09972
OG0005503	YEAST01883	ASTMX20306
OG0005504	YEAST02859	ASTMX18809
OG0005508	YEAST05735	ASTMX04270
OG0005511	YEAST04889	ASTMX02822
OG0005514	YEAST00756	ASTMX13464
OG0005524	YEAST04752	ASTMX16131, ASTMX21239
OG0005527	YEAST05177	ASTMX08332, ASTMX16170
OG0005531	YEAST02508	ASTMX03067
OG0005533	YEAST05670	ASTMX07259
OG0005535	YEAST03305	ASTMX09345
OG0005537	YEAST00932	ASTMX19675
OG0005539	YEAST01881	ASTMX05009
OG0005540	YEAST04214	ASTMX20980, ASTMX22718
OG0005545	YEAST06273	ASTMX00772
OG0005554	YEAST01003	ASTMX16599
OG0005556	YEAST01807	ASTMX11200
OG0005559	YEAST02680	ASTMX00829
OG0005560	YEAST01996	ASTMX00944
OG0005562	YEAST02317	ASTMX06106
OG0005563	YEAST03552	ASTMX00176
OG0005564	YEAST02525	ASTMX10364
OG0005566	YEAST02934	ASTMX05096, ASTMX12856
OG0005569	YEAST01288	ASTMX02226
OG0005570	YEAST05155	ASTMX04162
OG0005572	YEAST04844	ASTMX21476
OG0005573	YEAST00059	ASTMX02220
OG0005574	YEAST02083	ASTMX11029
OG0005575	YEAST02256	ASTMX17507
OG0005580	YEAST03612	ASTMX11943
OG0005582	YEAST06134	ASTMX22965, ASTMX12271
OG0005584	YEAST03140, YEAST03524	ASTMX17478
OG0005586	YEAST00364	ASTMX02425, ASTMX07781, ASTMX14732
OG0005589	YEAST06142	ASTMX08668
OG0005590	YEAST05462	ASTMX13325
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	ASTMX14187
OG0005594	YEAST04980	ASTMX16856
OG0005595	YEAST01803	ASTMX10283
OG0005597	YEAST02753	ASTMX19498
OG0005598	YEAST01870	ASTMX02232
OG0005599	YEAST01798	ASTMX00948
OG0005600	YEAST00206	ASTMX01740
OG0005604	YEAST03276	ASTMX08556
OG0005605	YEAST01083	ASTMX19759
OG0005613	YEAST02714	ASTMX20883, ASTMX11580
OG0005617	YEAST02068	ASTMX05490
OG0005618	YEAST04830	ASTMX10588
OG0005620	YEAST04915	ASTMX10869
OG0005622	YEAST05142	ASTMX14101
OG0005623	YEAST01590	ASTMX02813
OG0005626	YEAST02896	ASTMX11685
OG0005632	YEAST01025	ASTMX01250
OG0005636	YEAST04250, YEAST02533	ASTMX06340
OG0005641	YEAST05413	ASTMX04888
OG0005643	YEAST05368	ASTMX01034
OG0005649	YEAST03683	ASTMX12988
OG0005652	YEAST02748	ASTMX08365
OG0005656	YEAST05558	ASTMX14794
OG0005660	YEAST04813	ASTMX16002
OG0005665	YEAST05074	ASTMX04945, ASTMX18198, ASTMX20774
OG0005681	YEAST01514	ASTMX13692
OG0005694	YEAST02311	ASTMX07072
OG0005701	YEAST03349	ASTMX06643
OG0005702	YEAST02337	ASTMX05847
OG0005703	YEAST00484	ASTMX13706, ASTMX13705
OG0005707	YEAST01682	ASTMX18190, ASTMX04931
OG0005715	YEAST05111	ASTMX18983
OG0005719	YEAST01866	ASTMX05228
OG0005723	YEAST05629	ASTMX05710
OG0005724	YEAST03029	ASTMX19819
OG0005728	YEAST03877	ASTMX07467
OG0005729	YEAST04879	ASTMX18666
OG0005731	YEAST04127	ASTMX04986
OG0005732	YEAST05411, YEAST00067	ASTMX13145
OG0005734	YEAST03845	ASTMX09235
OG0005747	YEAST02338	ASTMX04789
OG0005749	YEAST00550	ASTMX19269
OG0005750	YEAST05318	ASTMX08835
OG0005758	YEAST03970	ASTMX11709
OG0005764	YEAST03256	ASTMX16221
OG0005769	YEAST05614	ASTMX20051, ASTMX19409
OG0005774	YEAST01218	ASTMX13739
OG0005775	YEAST04199	ASTMX14322, ASTMX07738
OG0005779	YEAST03322	ASTMX05027
OG0005783	YEAST04090	ASTMX03385
OG0005784	YEAST06131	ASTMX06658
OG0005787	YEAST03651	ASTMX21620
OG0005790	YEAST01022	ASTMX01629
OG0005792	YEAST02379	ASTMX21053
OG0005793	YEAST03437	ASTMX15045
OG0005794	YEAST03999	ASTMX22973
OG0005796	YEAST02169	ASTMX17980
OG0005797	YEAST04949	ASTMX18725, ASTMX04724
OG0005799	YEAST05573	ASTMX04694
OG0005800	YEAST03278	ASTMX19939
OG0005801	YEAST00340	ASTMX09055
OG0005803	YEAST05968	ASTMX00035
OG0005805	YEAST01806	ASTMX19263
OG0005807	YEAST01275	ASTMX00062
OG0005811	YEAST01007	ASTMX20920
OG0005812	YEAST06095, YEAST02696, YEAST03626	ASTMX04748, ASTMX06754
OG0005814	YEAST01475	ASTMX10027
OG0005815	YEAST03739	ASTMX19022
OG0005819	YEAST04896	ASTMX17354
OG0005823	YEAST01415	ASTMX12224
OG0005828	YEAST00547	ASTMX19688
OG0005831	YEAST05339	ASTMX11648
OG0005832	YEAST00468	ASTMX10891
OG0005835	YEAST01714	ASTMX06426
OG0005837	YEAST02139	ASTMX22792, ASTMX21697
OG0005842	YEAST02254	ASTMX11260
OG0005843	YEAST02236	ASTMX18756
OG0005845	YEAST00903	ASTMX04382
OG0005848	YEAST01451, YEAST02858	ASTMX19733
OG0005849	YEAST01002	ASTMX07876
OG0005850	YEAST01618	ASTMX15848
OG0005860	YEAST01211	ASTMX12500
OG0005864	YEAST04171	ASTMX05926
OG0005865	YEAST02036	ASTMX09430
OG0005866	YEAST02662, YEAST00926, YEAST05389	ASTMX18464
OG0005869	YEAST04361	ASTMX11468
OG0005872	YEAST00119	ASTMX01886
OG0005874	YEAST05241	ASTMX22939, ASTMX00564, ASTMX16735
OG0005880	YEAST00456	ASTMX14254
OG0005886	YEAST01320	ASTMX01343
OG0005887	YEAST02429, YEAST01660	ASTMX03529
OG0005889	YEAST02568	ASTMX07012
OG0005893	YEAST05434	ASTMX04147, ASTMX20266, ASTMX04146
OG0005897	YEAST04730	ASTMX21129
OG0005898	YEAST04411	ASTMX00076
OG0005899	YEAST01832	ASTMX14192
OG0005901	YEAST04462	ASTMX06245
OG0005902	YEAST03800	ASTMX00896
OG0005906	YEAST01796	ASTMX12059
OG0005909	YEAST01623	ASTMX06496
OG0005919	YEAST06039	ASTMX17322
OG0005921	YEAST01856	ASTMX02238
OG0005922	YEAST03364	ASTMX14273
OG0005928	YEAST02001	ASTMX02357
OG0005931	YEAST04950	ASTMX04907
OG0005932	YEAST02495	ASTMX16557
OG0005933	YEAST05705	ASTMX09736
OG0005936	YEAST03224	ASTMX12418
OG0005940	YEAST04035	ASTMX15640
OG0005943	YEAST00579	ASTMX17665
OG0005944	YEAST01316	ASTMX17388
OG0005946	YEAST05608	ASTMX17105
OG0005949	YEAST06253	ASTMX01038
OG0005952	YEAST03507	ASTMX15940, ASTMX05925
OG0005954	YEAST01233	ASTMX01107
OG0005955	YEAST00616	ASTMX17769
OG0005960	YEAST04608	ASTMX11608
OG0005961	YEAST00672	ASTMX09478
OG0005965	YEAST02033	ASTMX19565, ASTMX01612
OG0005966	YEAST04113	ASTMX21448
OG0005968	YEAST05417	ASTMX17140, ASTMX16410
OG0005969	YEAST04558, YEAST04559	ASTMX05797, ASTMX16905
OG0005970	YEAST05328	ASTMX02839
OG0005974	YEAST06068	ASTMX20049
OG0005976	YEAST02136	ASTMX19859
OG0005978	YEAST01891	ASTMX15362
OG0005980	YEAST06132	ASTMX11783
OG0005984	YEAST04078, YEAST01479	ASTMX10388
OG0005986	YEAST02056	ASTMX08502, ASTMX01602
OG0005987	YEAST05748	ASTMX04120
OG0005989	YEAST04850	ASTMX20821
OG0005991	YEAST06034	ASTMX02237
OG0005993	YEAST04496	ASTMX19846
OG0005995	YEAST01813	ASTMX04613
OG0005996	YEAST02670	ASTMX01828
OG0005998	YEAST04034	ASTMX16012
OG0006001	YEAST02335	ASTMX00461
OG0006003	YEAST05889	ASTMX15486
OG0006005	YEAST05024	ASTMX03888
OG0006011	YEAST02553	ASTMX09627
OG0006031	YEAST00879	ASTMX09024
OG0006059	YEAST03490	ASTMX20069
OG0006063	YEAST00475	ASTMX19817
OG0006064	YEAST03138	ASTMX09308
OG0006065	YEAST06018	ASTMX05085
OG0006069	YEAST00670	ASTMX04982
OG0006071	YEAST02732	ASTMX06918, ASTMX22906
OG0006072	YEAST03317	ASTMX14707
OG0006073	YEAST06328	ASTMX04426
OG0006074	YEAST00045	ASTMX21669
OG0006079	YEAST05794	ASTMX00383
OG0006084	YEAST02308	ASTMX19893
OG0006087	YEAST02260	ASTMX01650
OG0006090	YEAST03852	ASTMX08457
OG0006095	YEAST03334	ASTMX19132
OG0006096	YEAST03331	ASTMX05943
OG0006098	YEAST06192	ASTMX02650
OG0006103	YEAST01110	ASTMX01227
OG0006104	YEAST03697	ASTMX08557, ASTMX17341
OG0006106	YEAST00295	ASTMX07404
OG0006113	YEAST06164	ASTMX17162
OG0006114	YEAST05960	ASTMX23007, ASTMX17743
OG0006115	YEAST01346	ASTMX10240
OG0006116	YEAST05770	ASTMX03933
OG0006117	YEAST05899	ASTMX07833
OG0006122	YEAST05199	ASTMX13828
OG0006127	YEAST04711	ASTMX06270
OG0006134	YEAST00416	ASTMX16827
OG0006135	YEAST00161	ASTMX03245
OG0006136	YEAST05740	ASTMX16704
OG0006140	YEAST05182	ASTMX13985
OG0006141	YEAST02626	ASTMX02158, ASTMX02157
OG0006144	YEAST04770	ASTMX17865
OG0006145	YEAST01394	ASTMX05270
OG0006147	YEAST05179	ASTMX21252
OG0006149	YEAST05979	ASTMX17620
OG0006152	YEAST03796	ASTMX11033
OG0006155	YEAST04800	ASTMX06842
OG0006156	YEAST00437	ASTMX21711
OG0006159	YEAST06098	ASTMX05463
OG0006160	YEAST01548	ASTMX16077
OG0006161	YEAST04301	ASTMX01910
OG0006169	YEAST02933	ASTMX09379
OG0006176	YEAST03164	ASTMX21334
OG0006177	YEAST01871, YEAST01295	ASTMX17757
OG0006180	YEAST00504	ASTMX13102
OG0006181	YEAST02419	ASTMX06332
OG0006185	YEAST05986	ASTMX16064
OG0006186	YEAST01010	ASTMX16800
OG0006188	YEAST05311	ASTMX15568
OG0006189	YEAST00844, YEAST06269	ASTMX14317, ASTMX11398
OG0006191	YEAST02336	ASTMX13647
OG0006192	YEAST06153	ASTMX12101
OG0006196	YEAST03954	ASTMX11702
OG0006199	YEAST06121	ASTMX07716
OG0006200	YEAST05079	ASTMX07126
OG0006202	YEAST00362	ASTMX10060
OG0006204	YEAST02271	ASTMX04464
OG0006209	YEAST04555	ASTMX06935, ASTMX12864
OG0006210	YEAST00201	ASTMX15807
OG0006213	YEAST03554	ASTMX12993
OG0006214	YEAST04089	ASTMX14394
OG0006216	YEAST01089	ASTMX14522
OG0006217	YEAST00809	ASTMX15849
OG0006224	YEAST02751, YEAST03048	ASTMX04794
OG0006225	YEAST04875	ASTMX16115
OG0006227	YEAST00128	ASTMX18928
OG0006229	YEAST00143	ASTMX01633
OG0006230	YEAST03869	ASTMX15185
OG0006233	YEAST04247	ASTMX06021
OG0006237	YEAST02126	ASTMX05214
OG0006240	YEAST04649	ASTMX09461
OG0006245	YEAST05732	ASTMX05448
OG0006247	YEAST04977	ASTMX04057
OG0006249	YEAST00821	ASTMX13840
OG0006250	YEAST05424	ASTMX17884
OG0006251	YEAST04963	ASTMX02311
OG0006255	YEAST03350	ASTMX07647, ASTMX07648
OG0006258	YEAST05637	ASTMX07763
OG0006259	YEAST05672	ASTMX10232
OG0006260	YEAST04100	ASTMX00800
OG0006263	YEAST02521	ASTMX09582
OG0006269	YEAST03069	ASTMX19370
OG0006271	YEAST00375	ASTMX19101
OG0006275	YEAST06102	ASTMX11336
OG0006277	YEAST02811	ASTMX04405
OG0006279	YEAST04402	ASTMX00059
OG0006280	YEAST04541	ASTMX08931
OG0006281	YEAST04979	ASTMX09240
OG0006282	YEAST01445	ASTMX02944, ASTMX22682
OG0006283	YEAST00229	ASTMX21520, ASTMX21521
OG0006284	YEAST04213	ASTMX07872
OG0006288	YEAST02860	ASTMX07795
OG0006289	YEAST06209	ASTMX06413
OG0006293	YEAST05380	ASTMX05973, ASTMX05974
OG0006294	YEAST04000	ASTMX01270
OG0006295	YEAST05360	ASTMX09386
OG0006302	YEAST01852	ASTMX08308
OG0006306	YEAST00230	ASTMX07488
OG0006311	YEAST01145	ASTMX15780
OG0006313	YEAST02392	ASTMX07483
OG0006315	YEAST00489	ASTMX14142
OG0006317	YEAST02082	ASTMX06895
OG0006319	YEAST01135	ASTMX08869
OG0006320	YEAST04478	ASTMX08316
OG0006322	YEAST00815	ASTMX09225, ASTMX22209, ASTMX09224
OG0006329	YEAST01245	ASTMX05107
OG0006332	YEAST06042	ASTMX20059
OG0006334	YEAST00864	ASTMX04134
OG0006335	YEAST02588	ASTMX09406
OG0006339	YEAST06286	ASTMX03417
OG0006340	YEAST00922, YEAST05387	ASTMX02502
OG0006341	YEAST01452	ASTMX08564
OG0006344	YEAST01465	ASTMX22591, ASTMX22499, ASTMX11732
OG0006347	YEAST03436	ASTMX02893
OG0006349	YEAST05233	ASTMX21417
OG0006350	YEAST00452	ASTMX10119
OG0006357	YEAST02650	ASTMX11161
OG0006360	YEAST01556	ASTMX14422
OG0006362	YEAST05722	ASTMX07490
OG0006370	YEAST02350	ASTMX17423
OG0006372	YEAST05423	ASTMX09546
OG0006375	YEAST05198	ASTMX07697
OG0006377	YEAST04974	ASTMX03390
OG0006378	YEAST01924	ASTMX20075
OG0006381	YEAST01058	ASTMX07268
OG0006382	YEAST03313	ASTMX04600
OG0006385	YEAST04806	ASTMX03955, ASTMX10459
OG0006387	YEAST05324	ASTMX02531
OG0006390	YEAST00339	ASTMX12951
OG0006392	YEAST01246	ASTMX09822
OG0006395	YEAST03605	ASTMX16987
OG0006396	YEAST02453	ASTMX09039
OG0006407	YEAST02250	ASTMX09544, ASTMX06711
OG0006416	YEAST00023	ASTMX09587
OG0006447	YEAST03459	ASTMX03343
OG0006448	YEAST00505, YEAST04285	ASTMX06552
OG0006449	YEAST02458	ASTMX00867
OG0006456	YEAST06224	ASTMX13571
OG0006459	YEAST00972, YEAST00245	ASTMX05149
OG0006461	YEAST05346	ASTMX20285
OG0006462	YEAST01838	ASTMX07745, ASTMX16027
OG0006464	YEAST05965	ASTMX07158
OG0006465	YEAST01875	ASTMX04889
OG0006470	YEAST01306	ASTMX19812
OG0006474	YEAST03988	ASTMX05105
OG0006475	YEAST06223, YEAST00349	ASTMX06213
OG0006476	YEAST00315	ASTMX03680
OG0006479	YEAST05669	ASTMX05244
OG0006481	YEAST06165	ASTMX12810
OG0006488	YEAST02614	ASTMX20556
OG0006498	YEAST02291	ASTMX09105
OG0006503	YEAST06053	ASTMX17879
OG0006504	YEAST02866	ASTMX09346
OG0006507	YEAST02914	ASTMX06390
OG0006509	YEAST02252	ASTMX17571
OG0006511	YEAST01899	ASTMX07468
OG0006512	YEAST04169	ASTMX17346
OG0006514	YEAST05820	ASTMX14865
OG0006515	YEAST03195	ASTMX02761
OG0006516	YEAST02248	ASTMX04546, ASTMX04545
OG0006520	YEAST05914	ASTMX13980
OG0006523	YEAST04170	ASTMX06331
OG0006528	YEAST02276	ASTMX16747
OG0006532	YEAST05019	ASTMX02900
OG0006536	YEAST05130	ASTMX04129
OG0006538	YEAST02168	ASTMX18870
OG0006543	YEAST03219	ASTMX20456
OG0006544	YEAST06160	ASTMX18699
OG0006550	YEAST05541	ASTMX02023
OG0006552	YEAST02016	ASTMX10359
OG0006553	YEAST05825	ASTMX04960
OG0006554	YEAST04136	ASTMX07799
OG0006561	YEAST00874	ASTMX15649
OG0006564	YEAST05934	ASTMX05891
OG0006568	YEAST03560	ASTMX11588
OG0006569	YEAST02940	ASTMX04216
OG0006571	YEAST00795	ASTMX18330
OG0006574	YEAST06163	ASTMX02442
OG0006577	YEAST03945	ASTMX02962
OG0006578	YEAST00813	ASTMX20623, ASTMX20624
OG0006584	YEAST01846	ASTMX01917
OG0006589	YEAST04474	ASTMX01982
OG0006594	YEAST00464	ASTMX10490
OG0006595	YEAST05577	ASTMX17451
OG0006596	YEAST03312	ASTMX15703
OG0006597	YEAST01876	ASTMX08816
OG0006598	YEAST02580	ASTMX03337
OG0006602	YEAST06259	ASTMX13176
OG0006603	YEAST05721	ASTMX16596
OG0006604	YEAST01597	ASTMX04380
OG0006607	YEAST05258	ASTMX07493
OG0006609	YEAST04231	ASTMX17421
OG0006610	YEAST04593	ASTMX19699
OG0006611	YEAST02395	ASTMX17727
OG0006613	YEAST00490	ASTMX21383
OG0006615	YEAST02695	ASTMX12256
OG0006617	YEAST02864, YEAST02189	ASTMX19960
OG0006619	YEAST03691	ASTMX17174
OG0006622	YEAST04382	ASTMX01144
OG0006625	YEAST05905	ASTMX17003, ASTMX17004
OG0006627	YEAST01553	ASTMX01364
OG0006630	YEAST05584	ASTMX22622
OG0006631	YEAST01419, YEAST04493	ASTMX13615
OG0006633	YEAST05580	ASTMX18345
OG0006636	YEAST06190	ASTMX06791
OG0006637	YEAST06011	ASTMX01565
OG0006651	YEAST03308	ASTMX03710
OG0006655	YEAST04609	ASTMX02610
OG0006658	YEAST03323	ASTMX01278
OG0006662	YEAST02707	ASTMX10852
OG0006663	YEAST04538	ASTMX20793
OG0006664	YEAST04769	ASTMX18894, ASTMX21626
OG0006667	YEAST03011	ASTMX06457
OG0006668	YEAST00040	ASTMX08555
OG0006669	YEAST05379	ASTMX07762
OG0006678	YEAST03428	ASTMX21609
OG0006681	YEAST02774	ASTMX10798
OG0006688	YEAST02298	ASTMX02675
OG0006690	YEAST00986	ASTMX15458
OG0006691	YEAST06141	ASTMX01429
OG0006692	YEAST04243	ASTMX15358
OG0006694	YEAST04074	ASTMX03870
OG0006703	YEAST04919	ASTMX15261
OG0006704	YEAST02241	ASTMX03144
OG0006706	YEAST01312	ASTMX06498
OG0006707	YEAST04448	ASTMX05711
OG0006712	YEAST01297	ASTMX19601
OG0006716	YEAST01688	ASTMX11731
OG0006717	YEAST03273, YEAST00511	ASTMX04689
OG0006722	YEAST05928	ASTMX12405
OG0006725	YEAST05141	ASTMX09476
OG0006726	YEAST01310	ASTMX03873
OG0006728	YEAST01819	ASTMX14617
OG0006732	YEAST05092	ASTMX22779
OG0006736	YEAST03708, YEAST02845	ASTMX03650
OG0006738	YEAST03786	ASTMX13600
OG0006741	YEAST00908	ASTMX00781
OG0006752	YEAST01605	ASTMX03481
OG0006753	YEAST06210	ASTMX08486
OG0006754	YEAST05223, YEAST00660	ASTMX06832, ASTMX21894
OG0006755	YEAST03743	ASTMX00482
OG0006757	YEAST02585	ASTMX13935
OG0006758	YEAST00132	ASTMX00799
OG0006766	YEAST01711	ASTMX03906
OG0006769	YEAST04955	ASTMX00239
OG0006772	YEAST05602	ASTMX17412
OG0006775	YEAST01095	ASTMX07700
OG0006776	YEAST02455	ASTMX14097
OG0006777	YEAST05242	ASTMX09376
OG0006826	YEAST03748	ASTMX21838
OG0006830	YEAST02320	ASTMX12230
OG0006838	YEAST01244	ASTMX04988
OG0006843	YEAST03855	ASTMX15344, ASTMX15343
OG0006846	YEAST04146	ASTMX04852
OG0006853	YEAST03500	ASTMX02147
OG0006860	YEAST03798	ASTMX08893
OG0006867	YEAST03341	ASTMX17195
OG0006869	YEAST01706	ASTMX04037
OG0006874	YEAST03449	ASTMX10745
OG0006876	YEAST00384	ASTMX11416
OG0006880	YEAST04631	ASTMX10742
OG0006881	YEAST01049	ASTMX18811
OG0006887	YEAST01983	ASTMX11439
OG0006888	YEAST00485	ASTMX09251
OG0006890	YEAST02034	ASTMX17391
OG0006891	YEAST00187	ASTMX19493
OG0006892	YEAST04820	ASTMX00090
OG0006894	YEAST01360	ASTMX19536
OG0006897	YEAST00856	ASTMX03361
OG0006901	YEAST05480	ASTMX00087
OG0006906	YEAST00746	ASTMX11180
OG0006918	YEAST05610	ASTMX16285
OG0006920	YEAST02490	ASTMX09808
OG0006924	YEAST04308	ASTMX15741
OG0006934	YEAST02053	ASTMX00024, ASTMX00025
OG0006935	YEAST02014	ASTMX18496
OG0006936	YEAST06114	ASTMX10953
OG0006937	YEAST05537	ASTMX14042
OG0006938	YEAST02536	ASTMX05289
OG0006939	YEAST01033	ASTMX13531
OG0006942	YEAST00190	ASTMX13442
OG0006943	YEAST02583	ASTMX16314
OG0006949	YEAST00975, YEAST00256	ASTMX06229
OG0006952	YEAST02831	ASTMX00883
OG0006953	YEAST02903, YEAST04751, YEAST05739	ASTMX13999
OG0006959	YEAST01865	ASTMX03957, ASTMX19214
OG0006964	YEAST05995	ASTMX21391
OG0006966	YEAST02544	ASTMX09198
OG0006967	YEAST06235	ASTMX07737
OG0006968	YEAST03972	ASTMX20101
OG0006969	YEAST01604	ASTMX15725
OG0006971	YEAST00044	ASTMX14444
OG0006975	YEAST02322	ASTMX05767
OG0006977	YEAST06248	ASTMX13939
OG0006978	YEAST00696	ASTMX03349
OG0006980	YEAST02173	ASTMX08911
OG0006985	YEAST03215	ASTMX08374
OG0006989	YEAST04914	ASTMX13258
OG0006991	YEAST05066	ASTMX17290
OG0006992	YEAST04657	ASTMX01520
OG0006994	YEAST05554	ASTMX16722
OG0006995	YEAST06048	ASTMX13568
OG0006997	YEAST00664	ASTMX16081
OG0006998	YEAST02509	ASTMX20511
OG0006999	YEAST03874	ASTMX01835
OG0007003	YEAST01840	ASTMX07209, ASTMX15526
OG0007005	YEAST03907	ASTMX22123
OG0007009	YEAST05645	ASTMX19873
OG0007010	YEAST01652	ASTMX11111
OG0007012	YEAST05361	ASTMX09660
OG0007013	YEAST05971	ASTMX04505
OG0007015	YEAST03053	ASTMX17285
OG0007020	YEAST00663	ASTMX09751
OG0007024	YEAST01864	ASTMX00414
OG0007029	YEAST05619	ASTMX00701
OG0007033	YEAST04002	ASTMX01258
OG0007036	YEAST04799	ASTMX13788
OG0007043	YEAST02072, YEAST01064	ASTMX12586
OG0007045	YEAST01113	ASTMX05785
OG0007046	YEAST04826	ASTMX11335
OG0007049	YEAST05930	ASTMX02583
OG0007050	YEAST05668	ASTMX11641
OG0007053	YEAST05898	ASTMX17068
OG0007055	YEAST02593	ASTMX13195
OG0007057	YEAST05673	ASTMX12425
OG0007061	YEAST03247	ASTMX10503
OG0007063	YEAST04650	ASTMX10117
OG0007065	YEAST01111	ASTMX06285
OG0007071	YEAST02162	ASTMX08483
OG0007073	YEAST03946	ASTMX19088
OG0007075	YEAST00811	ASTMX15828, ASTMX07345
OG0007084	YEAST05527	ASTMX21153
OG0007089	YEAST04132	ASTMX02285
OG0007092	YEAST01811	ASTMX01277
OG0007093	YEAST01923	ASTMX22411, ASTMX21833
OG0007095	YEAST02581	ASTMX09063
OG0007097	YEAST01699	ASTMX19019
OG0007098	YEAST03783	ASTMX01065
OG0007106	YEAST00202	ASTMX00806
OG0007112	YEAST05597	ASTMX05122
OG0007114	YEAST03493	ASTMX13798
OG0007118	YEAST01120	ASTMX14472
OG0007119	YEAST05459	ASTMX05484
OG0007120	YEAST04248	ASTMX06093
OG0007121	YEAST05746	ASTMX18720
OG0007124	YEAST04818	ASTMX09795
OG0007127	YEAST04415	ASTMX12250, ASTMX01819
OG0007130	YEAST05158	ASTMX16072
OG0007131	YEAST05874	ASTMX13441
OG0007132	YEAST06078	ASTMX04322
OG0007137	YEAST00797	ASTMX18044
OG0007138	YEAST04319	ASTMX13115
OG0007139	YEAST05259	ASTMX04012
OG0007143	YEAST02636	ASTMX01334
OG0007144	YEAST04135	ASTMX14074
OG0007150	YEAST00900	ASTMX03541
OG0007154	YEAST01439	ASTMX04579
OG0007164	YEAST05557	ASTMX04180
OG0007165	YEAST04228, YEAST02514	ASTMX02974
OG0007166	YEAST05384	ASTMX12427
OG0007168	YEAST02929	ASTMX12719
OG0007182	YEAST00042	ASTMX03504
OG0007184	YEAST01512	ASTMX04306
OG0007185	YEAST01036	ASTMX18718, ASTMX07838
OG0007186	YEAST00761	ASTMX01462
OG0007192	YEAST00860	ASTMX07871
OG0007201	YEAST01721	ASTMX04910
OG0007254	YEAST00328	ASTMX14077
OG0007258	YEAST02867	ASTMX15166
OG0007264	YEAST04093	ASTMX01064
OG0007269	YEAST04522	ASTMX01325
OG0007274	YEAST04165, YEAST05634	ASTMX02966
OG0007276	YEAST02974	ASTMX21244
OG0007279	YEAST02363	ASTMX12215
OG0007282	YEAST04912	ASTMX13185
OG0007288	YEAST02949	ASTMX03770
OG0007292	YEAST05159	ASTMX06760
OG0007303	YEAST05207	ASTMX10541
OG0007307	YEAST05606	ASTMX04207
OG0007317	YEAST04084	ASTMX22022
OG0007321	YEAST05016	ASTMX11807
OG0007322	YEAST01090	ASTMX11199
OG0007325	YEAST03249	ASTMX02559
OG0007330	YEAST00633	ASTMX02261
OG0007335	YEAST06084	ASTMX08086
OG0007336	YEAST03606	ASTMX07496
OG0007341	YEAST00183	ASTMX04204
OG0007342	YEAST03859	ASTMX19872
OG0007343	YEAST00383	ASTMX18185
OG0007347	YEAST02066	ASTMX19348
OG0007349	YEAST01492	ASTMX13465
OG0007354	YEAST03378	ASTMX09586
OG0007355	YEAST02682	ASTMX20506
OG0007361	YEAST02394	ASTMX04257
OG0007363	YEAST05519	ASTMX09519
OG0007364	YEAST01959	ASTMX19884
OG0007367	YEAST01013	ASTMX16066
OG0007371	YEAST04970	ASTMX13154
OG0007376	YEAST02976	ASTMX15253
OG0007379	YEAST00967	ASTMX14785
OG0007380	YEAST00785, YEAST00666	ASTMX04916
OG0007382	YEAST01108	ASTMX17402
OG0007387	YEAST06326	ASTMX15746
OG0007393	YEAST01116	ASTMX01350
OG0007394	YEAST05998	ASTMX16185
OG0007395	YEAST00603	ASTMX01531
OG0007397	YEAST03512	ASTMX14034
OG0007399	YEAST02279	ASTMX13453
OG0007401	YEAST03451	ASTMX12789
OG0007408	YEAST03401	ASTMX09058
OG0007409	YEAST05329	ASTMX07509
OG0007411	YEAST04399	ASTMX13621
OG0007412	YEAST04822	ASTMX13610
OG0007414	YEAST01970	ASTMX05497
OG0007415	YEAST01948	ASTMX16034, ASTMX16033
OG0007417	YEAST04175	ASTMX20315
OG0007419	YEAST02667	ASTMX04991
OG0007421	YEAST00762	ASTMX05344
OG0007424	YEAST05463	ASTMX15981
OG0007425	YEAST06135	ASTMX02596
OG0007427	YEAST00763	ASTMX12286
OG0007428	YEAST01536	ASTMX08697
OG0007431	YEAST00610	ASTMX01820
OG0007439	YEAST01063	ASTMX19373
OG0007442	YEAST03687	ASTMX06460
OG0007446	YEAST04647	ASTMX05100
OG0007451	YEAST02017	ASTMX12754
OG0007454	YEAST01359	ASTMX12724
OG0007456	YEAST00931	ASTMX09758
OG0007458	YEAST02196	ASTMX22735, ASTMX22316
OG0007460	YEAST04891	ASTMX03203
OG0007463	YEAST00394	ASTMX08538
OG0007473	YEAST03408	ASTMX04881
OG0007478	YEAST02470	ASTMX10619
OG0007482	YEAST05783	ASTMX15375
OG0007483	YEAST01187	ASTMX18379
OG0007484	YEAST00517	ASTMX16513
OG0007488	YEAST04193	ASTMX15704
OG0007491	YEAST05032	ASTMX21855
OG0007495	YEAST04536	ASTMX11414
OG0007498	YEAST00593	ASTMX21105
OG0007499	YEAST03994	ASTMX03949
OG0007504	YEAST02642	ASTMX12320
OG0007508	YEAST05759	ASTMX03316
OG0007509	YEAST03229	ASTMX09639
OG0007519	YEAST04589	ASTMX02575
OG0007528	YEAST02438	ASTMX16867
