Orthogroup	YEAST	ORYLA
OG0005952	YEAST03507	ORYLA17339
OG0005954	YEAST01233	ORYLA15255
OG0005955	YEAST00616	ORYLA17735
OG0005960	YEAST04608	ORYLA14080
OG0005961	YEAST00672	ORYLA13699
OG0005965	YEAST02033	ORYLA00501
OG0005966	YEAST04113	ORYLA16765
OG0005968	YEAST05417	ORYLA06981
OG0005969	YEAST04558, YEAST04559	ORYLA05253
OG0005970	YEAST05328	ORYLA12936
OG0005974	YEAST06068	ORYLA12871
OG0005976	YEAST02136	ORYLA10048
OG0005978	YEAST01891	ORYLA18813
OG0005980	YEAST06132	ORYLA16160
OG0005984	YEAST04078, YEAST01479	ORYLA02487
OG0005985	YEAST00726	ORYLA17726
OG0005986	YEAST02056	ORYLA07662
OG0005987	YEAST05748	ORYLA04335
OG0005989	YEAST04850	ORYLA14612, ORYLA14611
OG0005991	YEAST06034	ORYLA14694
OG0005993	YEAST04496	ORYLA15988
OG0005995	YEAST01813	ORYLA05250
OG0005996	YEAST02670	ORYLA05372
OG0005998	YEAST04034	ORYLA02760
OG0006001	YEAST02335	ORYLA14912
OG0006003	YEAST05889	ORYLA00268
OG0006005	YEAST05024	ORYLA04614
OG0006011	YEAST02553	ORYLA04360
OG0006031	YEAST00879	ORYLA12601
OG0006059	YEAST03490	ORYLA09031
OG0006063	YEAST00475	ORYLA03877
OG0006064	YEAST03138	ORYLA04445
OG0006065	YEAST06018	ORYLA17451
OG0006069	YEAST00670	ORYLA16979
OG0006071	YEAST02732	ORYLA02579
OG0006072	YEAST03317	ORYLA12315
OG0006073	YEAST06328	ORYLA03080
OG0006074	YEAST00045	ORYLA11388
OG0006079	YEAST05794	ORYLA15110
OG0006084	YEAST02308	ORYLA00533
OG0006087	YEAST02260	ORYLA07572
OG0006095	YEAST03334	ORYLA00577
OG0006096	YEAST03331	ORYLA02341
OG0006098	YEAST06192	ORYLA08847
OG0006103	YEAST01110	ORYLA11324
OG0006104	YEAST03697	ORYLA19385
OG0006106	YEAST00295	ORYLA08883, ORYLA08882
OG0006113	YEAST06164	ORYLA07029
OG0006114	YEAST05960	ORYLA15533
OG0006115	YEAST01346	ORYLA11548
OG0006117	YEAST05899	ORYLA00077
OG0006122	YEAST05199	ORYLA08367
OG0006127	YEAST04711	ORYLA15251
OG0006134	YEAST00416	ORYLA05638
OG0006136	YEAST05740	ORYLA09430
OG0006140	YEAST05182	ORYLA15551
OG0006141	YEAST02626	ORYLA12129
OG0006144	YEAST04770	ORYLA07543
OG0006145	YEAST01394	ORYLA20229
OG0006147	YEAST05179	ORYLA17682
OG0006149	YEAST05979	ORYLA10488
OG0006152	YEAST03796	ORYLA11733
OG0006155	YEAST04800	ORYLA06089
OG0006156	YEAST00437	ORYLA00926
OG0006159	YEAST06098	ORYLA19154, ORYLA19153
OG0006160	YEAST01548	ORYLA19637
OG0006161	YEAST04301	ORYLA01833, ORYLA05612
OG0006168	YEAST01411	ORYLA16569
OG0006169	YEAST02933	ORYLA04271
OG0006176	YEAST03164	ORYLA10315
OG0006177	YEAST01871, YEAST01295	ORYLA12090
OG0006180	YEAST00504	ORYLA06973
OG0006181	YEAST02419	ORYLA03672
OG0006185	YEAST05986	ORYLA06316
OG0006186	YEAST01010	ORYLA13046
OG0006188	YEAST05311	ORYLA20449
OG0006189	YEAST00844, YEAST06269	ORYLA17086, ORYLA00060
OG0006191	YEAST02336	ORYLA17482
OG0006192	YEAST06153	ORYLA04658
OG0006196	YEAST03954	ORYLA03362
OG0006199	YEAST06121	ORYLA07760
OG0006200	YEAST05079	ORYLA00176
OG0006202	YEAST00362	ORYLA06744
OG0006204	YEAST02271	ORYLA07934
OG0006209	YEAST04555	ORYLA18078
OG0006210	YEAST00201	ORYLA02264
OG0006214	YEAST04089	ORYLA11041
OG0006216	YEAST01089	ORYLA19823
OG0006217	YEAST00809	ORYLA13873, ORYLA13874
OG0006224	YEAST02751, YEAST03048	ORYLA15635
OG0006225	YEAST04875	ORYLA00226
OG0006227	YEAST00128	ORYLA17980
OG0006229	YEAST00143	ORYLA00480
OG0006230	YEAST03869	ORYLA20084
OG0006233	YEAST04247	ORYLA13531
OG0006237	YEAST02126	ORYLA15408
OG0006240	YEAST04649	ORYLA20183
OG0006245	YEAST05732	ORYLA08633
OG0006247	YEAST04977	ORYLA14475
OG0006249	YEAST00821	ORYLA07428
OG0006250	YEAST05424	ORYLA01481
OG0006251	YEAST04963	ORYLA03699
OG0006255	YEAST03350	ORYLA04827
OG0006258	YEAST05637	ORYLA02984
OG0006259	YEAST05672	ORYLA13353
OG0006260	YEAST04100	ORYLA18938
OG0006263	YEAST02521	ORYLA09051
OG0006269	YEAST03069	ORYLA19375
OG0006271	YEAST00375	ORYLA08585
OG0006275	YEAST06102	ORYLA10683
OG0006277	YEAST02811	ORYLA03972, ORYLA03476
OG0006279	YEAST04402	ORYLA09965
OG0006280	YEAST04541	ORYLA11567
OG0006281	YEAST04979	ORYLA20123
OG0006282	YEAST01445	ORYLA13164
OG0006283	YEAST00229	ORYLA09291
OG0006284	YEAST04213	ORYLA09690
OG0006288	YEAST02860	ORYLA10709
OG0006289	YEAST06209	ORYLA14057, ORYLA16007
OG0006294	YEAST04000	ORYLA11427
OG0006295	YEAST05360	ORYLA20007
OG0006302	YEAST01852	ORYLA12680, ORYLA14790
OG0006306	YEAST00230	ORYLA05428
OG0006311	YEAST01145	ORYLA14691
OG0006313	YEAST02392	ORYLA18940
OG0006315	YEAST00489	ORYLA04829
OG0006317	YEAST02082	ORYLA05717
OG0006320	YEAST04478	ORYLA15063
OG0006322	YEAST00815	ORYLA20137
OG0006329	YEAST01245	ORYLA17793
OG0006332	YEAST06042	ORYLA12489
OG0006334	YEAST00864	ORYLA00853
OG0006335	YEAST02588	ORYLA13756
OG0006339	YEAST06286	ORYLA02765
OG0006340	YEAST00922, YEAST05387	ORYLA05277
OG0006341	YEAST01452	ORYLA17094
OG0006344	YEAST01465	ORYLA09235, ORYLA07107
OG0006347	YEAST03436	ORYLA08655
OG0006350	YEAST00452	ORYLA05826
OG0006357	YEAST02650	ORYLA06338, ORYLA13109
OG0006360	YEAST01556	ORYLA11287
OG0006362	YEAST05722	ORYLA05430
OG0006370	YEAST02350	ORYLA09199
OG0006372	YEAST05423	ORYLA10156
OG0006375	YEAST05198	ORYLA07773
OG0006377	YEAST04974	ORYLA02527
OG0006381	YEAST01058	ORYLA11043, ORYLA15094
OG0006382	YEAST03313	ORYLA10097, ORYLA10098
OG0006387	YEAST05324	ORYLA10627
OG0006389	YEAST02409	ORYLA12499
OG0006390	YEAST00339	ORYLA19642
OG0006392	YEAST01246	ORYLA09388
OG0006395	YEAST03605	ORYLA19863
OG0006396	YEAST02453	ORYLA17433
OG0006407	YEAST02250	ORYLA05579
OG0006416	YEAST00023	ORYLA09047
OG0006447	YEAST03459	ORYLA18018
OG0006448	YEAST00505, YEAST04285	ORYLA06428, ORYLA06429
OG0006449	YEAST02458	ORYLA02199
OG0006456	YEAST06224	ORYLA01861
OG0006459	YEAST00972, YEAST00245	ORYLA14803
OG0006461	YEAST05346	ORYLA15523
OG0006462	YEAST01838	ORYLA07799
OG0006464	YEAST05965	ORYLA13278
OG0006465	YEAST01875	ORYLA00104
OG0006470	YEAST01306	ORYLA00368
OG0006474	YEAST03988	ORYLA17369
OG0006475	YEAST06223, YEAST00349	ORYLA09150
OG0006476	YEAST00315	ORYLA04028
OG0006479	YEAST05669	ORYLA15648
OG0006481	YEAST06165	ORYLA04413
OG0006488	YEAST02614	ORYLA03055
OG0006498	YEAST02291	ORYLA10742
OG0006503	YEAST06053	ORYLA00936
OG0006504	YEAST02866	ORYLA03965
OG0006507	YEAST02914	ORYLA15791, ORYLA15790
OG0006509	YEAST02252	ORYLA07227
OG0006511	YEAST01899	ORYLA14129, ORYLA14130
OG0006512	YEAST04169	ORYLA01466
OG0006514	YEAST05820	ORYLA20423
OG0006515	YEAST03195	ORYLA10705
OG0006516	YEAST02248	ORYLA10111, ORYLA10110
OG0006520	YEAST05914	ORYLA04037
OG0006523	YEAST04170	ORYLA03670
OG0006528	YEAST02276	ORYLA08757
OG0006532	YEAST05019	ORYLA12770
OG0006536	YEAST05130	ORYLA00277
OG0006538	YEAST02168	ORYLA12235
OG0006543	YEAST03219	ORYLA05121
OG0006544	YEAST06160	ORYLA13799
OG0006550	YEAST05541	ORYLA11254
OG0006552	YEAST02016	ORYLA02423
OG0006553	YEAST05825	ORYLA00553
OG0006554	YEAST04136	ORYLA02770
OG0006561	YEAST00874	ORYLA11401
OG0006564	YEAST05934	ORYLA03066
OG0006568	YEAST03560	ORYLA00111
OG0006569	YEAST02940	ORYLA04751
OG0006571	YEAST00795	ORYLA18093
OG0006574	YEAST06163	ORYLA13477
OG0006577	YEAST03945	ORYLA04095
OG0006578	YEAST00813	ORYLA02514
OG0006580	YEAST04957	ORYLA18562
OG0006584	YEAST01846	ORYLA05604
OG0006589	YEAST04474	ORYLA19520
OG0006594	YEAST00464	ORYLA07714
OG0006595	YEAST05577	ORYLA08079
OG0006597	YEAST01876	ORYLA00971
OG0006598	YEAST02580	ORYLA17695
OG0006602	YEAST06259	ORYLA00714
OG0006603	YEAST05721	ORYLA15058
OG0006604	YEAST01597	ORYLA03264
OG0006607	YEAST05258	ORYLA05978
OG0006609	YEAST04231	ORYLA09197
OG0006610	YEAST04593	ORYLA00548
OG0006611	YEAST02395	ORYLA16098
OG0006613	YEAST00490	ORYLA12182
OG0006615	YEAST02695	ORYLA01747
OG0006617	YEAST02864, YEAST02189	ORYLA08547
OG0006619	YEAST03691	ORYLA06288
OG0006622	YEAST04382	ORYLA04282
OG0006625	YEAST05905	ORYLA12231
OG0006627	YEAST01553	ORYLA17509
OG0006630	YEAST05584	ORYLA12196
OG0006631	YEAST01419, YEAST04493	ORYLA09701
OG0006633	YEAST05580	ORYLA06549
OG0006636	YEAST06190	ORYLA05802
OG0006637	YEAST06011	ORYLA08373
OG0006651	YEAST03308	ORYLA04105
OG0006655	YEAST04609	ORYLA17342
OG0006658	YEAST03323	ORYLA11434
OG0006662	YEAST02707	ORYLA14512
OG0006663	YEAST04538	ORYLA03621
OG0006664	YEAST04769	ORYLA09332
OG0006667	YEAST03011	ORYLA06327
OG0006668	YEAST00040	ORYLA08545
OG0006669	YEAST05379	ORYLA02526
OG0006678	YEAST03428	ORYLA16789
OG0006681	YEAST02774	ORYLA11715
OG0006688	YEAST02298	ORYLA07474
OG0006690	YEAST00986	ORYLA15449
OG0006691	YEAST06141	ORYLA08252
OG0006692	YEAST04243	ORYLA18541
OG0006694	YEAST04074	ORYLA11331
OG0006703	YEAST04919	ORYLA09239
OG0006706	YEAST01312	ORYLA06274
OG0006707	YEAST04448	ORYLA15902
OG0006712	YEAST01297	ORYLA16175
OG0006716	YEAST01688	ORYLA07108
OG0006717	YEAST03273, YEAST00511	ORYLA01078
OG0006722	YEAST05928	ORYLA19383
OG0006725	YEAST05141	ORYLA13855
OG0006726	YEAST01310	ORYLA18866
OG0006728	YEAST01819	ORYLA05670
OG0006730	YEAST06066	ORYLA15663
OG0006732	YEAST05092	ORYLA18287
OG0006738	YEAST03786	ORYLA19668
OG0006741	YEAST00908	ORYLA14536
OG0006752	YEAST01605	ORYLA04133
OG0006753	YEAST06210	ORYLA10479
OG0006754	YEAST05223, YEAST00660	ORYLA05668, ORYLA19170
OG0006755	YEAST03743	ORYLA08778
OG0006757	YEAST02585	ORYLA05170
OG0006766	YEAST01711	ORYLA04462
OG0006769	YEAST04955	ORYLA19703
OG0006772	YEAST05602	ORYLA00394
OG0006775	YEAST01095	ORYLA07771
OG0006776	YEAST02455	ORYLA16494
OG0006777	YEAST05242	ORYLA12364
OG0006826	YEAST03748	ORYLA07190
OG0006830	YEAST02320	ORYLA04099
OG0006838	YEAST01244	ORYLA16929
OG0006843	YEAST03855	ORYLA18591
OG0006846	YEAST04146	ORYLA10163
OG0006853	YEAST03500	ORYLA19226
OG0006860	YEAST03798	ORYLA12394
OG0006869	YEAST01706	ORYLA15879
OG0006874	YEAST03449	ORYLA14058
OG0006876	YEAST00384	ORYLA13231
OG0006880	YEAST04631	ORYLA14486
OG0006881	YEAST01049	ORYLA03213
OG0006887	YEAST01983	ORYLA18327
OG0006888	YEAST00485	ORYLA13676
OG0006890	YEAST02034	ORYLA05057
OG0006891	YEAST00187	ORYLA12282
OG0006892	YEAST04820	ORYLA18584
OG0006894	YEAST01360	ORYLA19918
OG0006897	YEAST00856	ORYLA17654
OG0006901	YEAST05480	ORYLA19363
OG0006906	YEAST00746	ORYLA04358
OG0006918	YEAST05610	ORYLA05445
OG0006920	YEAST02490	ORYLA09599
OG0006924	YEAST04308	ORYLA19320
OG0006927	YEAST00921	ORYLA06863
OG0006934	YEAST02053	ORYLA09930
OG0006935	YEAST02014	ORYLA10774
OG0006936	YEAST06114	ORYLA12502
OG0006937	YEAST05537	ORYLA09224
OG0006938	YEAST02536	ORYLA13900
OG0006939	YEAST01033	ORYLA10635
OG0006940	YEAST05163	ORYLA07819
OG0006942	YEAST00190	ORYLA01085
OG0006943	YEAST02583	ORYLA11269
OG0006949	YEAST00975, YEAST00256	ORYLA14891
OG0006952	YEAST02831	ORYLA02149
OG0006953	YEAST02903, YEAST04751, YEAST05739	ORYLA04011
OG0006959	YEAST01865	ORYLA07529
OG0006964	YEAST05995	ORYLA06047
OG0006967	YEAST06235	ORYLA07736
OG0006968	YEAST03972	ORYLA07011
OG0006969	YEAST01604	ORYLA00904
OG0006971	YEAST00044	ORYLA17898
OG0006973	YEAST03793	ORYLA11601
OG0006975	YEAST02322	ORYLA05959
OG0006977	YEAST06248	ORYLA14070
OG0006978	YEAST00696	ORYLA17389, ORYLA17388
OG0006980	YEAST02173	ORYLA18420, ORYLA18419
OG0006989	YEAST04914	ORYLA09680
OG0006991	YEAST05066	ORYLA19862
OG0006992	YEAST04657	ORYLA07859, ORYLA07860
OG0006994	YEAST05554	ORYLA19038
OG0006995	YEAST06048	ORYLA01996
OG0006997	YEAST00664	ORYLA10925
OG0006998	YEAST02509	ORYLA07905
OG0006999	YEAST03874	ORYLA05329
OG0007003	YEAST01840	ORYLA15348, ORYLA12075
OG0007005	YEAST03907	ORYLA03067
OG0007009	YEAST05645	ORYLA17311
OG0007010	YEAST01652	ORYLA12802
OG0007012	YEAST05361	ORYLA07702
OG0007013	YEAST05971	ORYLA08186
OG0007015	YEAST03053	ORYLA15619
OG0007016	YEAST05307	ORYLA20315
OG0007024	YEAST01864	ORYLA14743
OG0007028	YEAST06312	ORYLA06937
OG0007029	YEAST05619	ORYLA14229
OG0007030	YEAST05712	ORYLA00487
OG0007033	YEAST04002	ORYLA11802
OG0007036	YEAST04799	ORYLA01654
OG0007046	YEAST04826	ORYLA10686
OG0007049	YEAST05930	ORYLA12565
OG0007050	YEAST05668	ORYLA20452
OG0007053	YEAST05898	ORYLA16394
OG0007055	YEAST02593	ORYLA17619
OG0007061	YEAST03247	ORYLA00894
OG0007063	YEAST04650	ORYLA05804
OG0007065	YEAST01111	ORYLA14600
OG0007071	YEAST02162	ORYLA10456
OG0007073	YEAST03946	ORYLA03515
OG0007075	YEAST00811	ORYLA17760
OG0007084	YEAST05527	ORYLA18994
OG0007092	YEAST01811	ORYLA11433
OG0007093	YEAST01923	ORYLA12432
OG0007095	YEAST02581	ORYLA05795
OG0007097	YEAST01699	ORYLA17535
OG0007098	YEAST03783	ORYLA15262
OG0007106	YEAST00202	ORYLA13818
OG0007112	YEAST05597	ORYLA19964
OG0007114	YEAST03493	ORYLA05387, ORYLA02077
OG0007118	YEAST01120	ORYLA18746
OG0007119	YEAST05459	ORYLA13244
OG0007120	YEAST04248	ORYLA02860
OG0007121	YEAST05746	ORYLA00087
OG0007124	YEAST04818	ORYLA09552
OG0007127	YEAST04415	ORYLA05546
OG0007130	YEAST05158	ORYLA18855
OG0007131	YEAST05874	ORYLA17663
OG0007132	YEAST06078	ORYLA02165
OG0007137	YEAST00797	ORYLA06230
OG0007139	YEAST05259	ORYLA20254
OG0007143	YEAST02636	ORYLA10676
OG0007150	YEAST00900	ORYLA12660
OG0007154	YEAST01439	ORYLA10421
OG0007164	YEAST05557	ORYLA09721, ORYLA12288
OG0007165	YEAST04228, YEAST02514	ORYLA03664
OG0007166	YEAST05384	ORYLA12340, ORYLA12341
OG0007168	YEAST02929	ORYLA09683
OG0007182	YEAST00042	ORYLA12514
OG0007184	YEAST01512	ORYLA02171
OG0007185	YEAST01036	ORYLA16541, ORYLA17045, ORYLA00068
OG0007186	YEAST00761	ORYLA08238
OG0007192	YEAST00860	ORYLA09692
OG0007201	YEAST01721	ORYLA12849, ORYLA12850
OG0007254	YEAST00328	ORYLA11846
OG0007258	YEAST02867	ORYLA02983
OG0007264	YEAST04093	ORYLA15263
OG0007269	YEAST04522	ORYLA10696
OG0007274	YEAST04165, YEAST05634	ORYLA01401
OG0007276	YEAST02007	ORYLA17414
OG0007279	YEAST02363	ORYLA04478
OG0007282	YEAST04912	ORYLA17269
OG0007288	YEAST02949	ORYLA20472
OG0007292	YEAST05159	ORYLA05899
OG0007303	YEAST05207	ORYLA18273
OG0007307	YEAST05606	ORYLA04750
OG0007317	YEAST04084	ORYLA04703
OG0007321	YEAST05016	ORYLA01035
OG0007322	YEAST01090	ORYLA12070
OG0007325	YEAST03249	ORYLA12467
OG0007330	YEAST00633	ORYLA03139
OG0007335	YEAST06084	ORYLA11672
OG0007336	YEAST03606	ORYLA05981
OG0007341	YEAST00183	ORYLA12520
OG0007342	YEAST03859	ORYLA17313
OG0007343	YEAST00383	ORYLA13486
OG0007347	YEAST02066	ORYLA13816
OG0007349	YEAST01492	ORYLA17364
OG0007354	YEAST03378	ORYLA09048
OG0007355	YEAST02682	ORYLA20163
OG0007361	YEAST02394	ORYLA01623
OG0007363	YEAST05519	ORYLA06682
OG0007364	YEAST01959	ORYLA16985
OG0007367	YEAST01013	ORYLA06765
OG0007371	YEAST04970	ORYLA00696
OG0007379	YEAST00967	ORYLA11999
OG0007380	YEAST00785, YEAST00666	ORYLA12839
OG0007382	YEAST01108	ORYLA08742
OG0007387	YEAST06326	ORYLA19178
OG0007393	YEAST01116	ORYLA10500
OG0007394	YEAST05998	ORYLA03499
OG0007395	YEAST00603	ORYLA08169
OG0007397	YEAST03512	ORYLA08942
OG0007399	YEAST02279	ORYLA17904
OG0007401	YEAST03451	ORYLA03561
OG0007408	YEAST03401	ORYLA20365
OG0007409	YEAST05329	ORYLA05521
OG0007411	YEAST04399	ORYLA19807
OG0007412	YEAST04822	ORYLA09356
OG0007415	YEAST01948	ORYLA19464
OG0007417	YEAST04175	ORYLA17547
OG0007419	YEAST02667	ORYLA16934
OG0007421	YEAST00762	ORYLA14356
OG0007424	YEAST05463	ORYLA08021
OG0007425	YEAST06135	ORYLA14998
OG0007428	YEAST01536	ORYLA02581
OG0007431	YEAST00610	ORYLA05544, ORYLA05545
OG0007439	YEAST01063	ORYLA05166
OG0007442	YEAST03687	ORYLA06331
OG0007446	YEAST04647	ORYLA17366
OG0007451	YEAST02017	ORYLA08969
OG0007454	YEAST01359	ORYLA09677
OG0007456	YEAST00931	ORYLA02608
OG0007458	YEAST02196	ORYLA00309
OG0007460	YEAST04891	ORYLA20039
OG0007463	YEAST00394	ORYLA10835
OG0007466	YEAST00806	ORYLA12595
OG0007473	YEAST03408	ORYLA06701
OG0007478	YEAST02470	ORYLA17253
OG0007482	YEAST05783	ORYLA01730
OG0007483	YEAST01187	ORYLA11513
OG0007484	YEAST00517	ORYLA03268
OG0007488	YEAST04193	ORYLA14033
OG0007491	YEAST05032	ORYLA16759
OG0007495	YEAST04536	ORYLA10015
OG0007498	YEAST00593	ORYLA05446
OG0007504	YEAST02642	ORYLA00574
OG0007509	YEAST03229	ORYLA04370
OG0007519	YEAST04589	ORYLA12456
OG0007528	YEAST02438	ORYLA06326
OG0007550	YEAST03311	ORYLA06997, ORYLA12399
OG0007552	YEAST04097	ORYLA00262, ORYLA01465, ORYLA00888, ORYLA16698
OG0007591	YEAST02623	ORYLA16433
OG0007597	YEAST05244	ORYLA11901
OG0007605	YEAST04509	ORYLA12711
OG0007615	YEAST05127	ORYLA18029
OG0007619	YEAST04342	ORYLA13054
OG0007624	YEAST03901	ORYLA05976
OG0007645	YEAST05586	ORYLA00783
OG0007646	YEAST05572	ORYLA09484
OG0007648	YEAST03775	ORYLA15478
OG0007656	YEAST02935	ORYLA11259
OG0007657	YEAST01213	ORYLA12352
OG0007663	YEAST01133	ORYLA19677
OG0007673	YEAST04892	ORYLA05954
OG0007676	YEAST01965	ORYLA15905
OG0007685	YEAST00976	ORYLA04777
OG0007690	YEAST00054	ORYLA19010
OG0007692	YEAST05386	ORYLA14149
OG0007701	YEAST04394	ORYLA17283
OG0007703	YEAST03290	ORYLA19369
OG0007712	YEAST02916	ORYLA19931
OG0007722	YEAST06130	ORYLA18334
OG0007727	YEAST01129	ORYLA05656, ORYLA05657
OG0007739	YEAST04408	ORYLA15510, ORYLA15465
OG0007744	YEAST04303	ORYLA03484
OG0007749	YEAST02144	ORYLA14559
OG0007751	YEAST03046	ORYLA07513
OG0007754	YEAST03550	ORYLA03359
OG0007758	YEAST04336	ORYLA20257
OG0007760	YEAST02821	ORYLA15939
OG0007766	YEAST03772, YEAST02908	ORYLA07757
OG0007767	YEAST03177	ORYLA08931
OG0007769	YEAST02589	ORYLA07999
OG0007772	YEAST05211	ORYLA19133
OG0007784	YEAST01170	ORYLA08060
OG0007786	YEAST01347	ORYLA18688
OG0007787	YEAST03458	ORYLA20215
OG0007801	YEAST02556, YEAST00332	ORYLA16766, ORYLA07780
OG0007803	YEAST00818	ORYLA00124
OG0007810	YEAST06278	ORYLA13827
OG0007811	YEAST05686	ORYLA13112
OG0007823	YEAST03887	ORYLA19067, ORYLA19068
OG0007825	YEAST05054	ORYLA13025
OG0007827	YEAST01279	ORYLA18780, ORYLA18779
OG0007829	YEAST02649	ORYLA15176
OG0007830	YEAST03594	ORYLA14956
OG0007831	YEAST03693	ORYLA01418
OG0007838	YEAST04312	ORYLA17639
OG0007840	YEAST02829	ORYLA08937
OG0007843	YEAST04794	ORYLA04606
OG0007848	YEAST03711	ORYLA05186
OG0007849	YEAST01915	ORYLA10492
OG0007850	YEAST01418	ORYLA07967
OG0007852	YEAST02199	ORYLA13909
OG0007854	YEAST01377	ORYLA18212
OG0007858	YEAST03196	ORYLA17809
OG0007918	YEAST04092	ORYLA01441
OG0007942	YEAST03545	ORYLA00254, ORYLA17113
OG0007943	YEAST03288	ORYLA12929
OG0007947	YEAST02420	ORYLA16624
OG0007958	YEAST01011	ORYLA16538
OG0007975	YEAST01243	ORYLA16228
OG0007976	YEAST02259	ORYLA00600
OG0007978	YEAST01491	ORYLA02070
OG0007991	YEAST02341	ORYLA11952
OG0007993	YEAST00089	ORYLA11458
OG0007996	YEAST04079	ORYLA05852
OG0008020	YEAST05433	ORYLA12517
OG0008030	YEAST00039	ORYLA02706
OG0008031	YEAST04719	ORYLA03385
OG0008038	YEAST05601	ORYLA15545
OG0008045	YEAST01345	ORYLA01796
OG0008053	YEAST05804	ORYLA01774
OG0008055	YEAST05224	ORYLA10841
OG0008056	YEAST04542	ORYLA20489
OG0008072	YEAST00552	ORYLA13669
OG0008079	YEAST03108	ORYLA09004
OG0008085	YEAST04107	ORYLA19641
OG0008091	YEAST06200	ORYLA17534
OG0008100	YEAST03959	ORYLA10361
OG0008104	YEAST06240	ORYLA08205
OG0008105	YEAST03324	ORYLA05225
OG0008110	YEAST00121	ORYLA06491
OG0008111	YEAST06004, YEAST05693	ORYLA12163
OG0008115	YEAST05684, YEAST06009	ORYLA10059
OG0008127	YEAST05342	ORYLA01046
OG0008136	YEAST02756	ORYLA19591
OG0008196	YEAST03623	ORYLA14954
OG0008201	YEAST01163	ORYLA13729
OG0008202	YEAST06186	ORYLA04116
OG0008219	YEAST05754	ORYLA09090
OG0008244	YEAST04999	ORYLA08001
OG0008254	YEAST04740	ORYLA02035
OG0008267	YEAST02722	ORYLA19521
OG0008273	YEAST00628	ORYLA07469
OG0008281	YEAST01387	ORYLA01101
OG0008307	YEAST01285	ORYLA10871
OG0008323	YEAST05718	ORYLA00406
OG0008339	YEAST03286	ORYLA18585
OG0008346	YEAST01382	ORYLA10815
OG0008351	YEAST01276	ORYLA13395
OG0008401	YEAST02115	ORYLA14490
OG0008403	YEAST01318	ORYLA05967
OG0008404	YEAST02842	ORYLA02432
OG0008416	YEAST05168	ORYLA10737
OG0008524	YEAST02216	ORYLA00132
OG0008533	YEAST00770	ORYLA11615
OG0008540	YEAST02219	ORYLA01617
OG0008542	YEAST00506	ORYLA13618
OG0008546	YEAST03499	ORYLA01722
OG0008582	YEAST04883	ORYLA15082, ORYLA11073, ORYLA11074
OG0008601	YEAST03150	ORYLA01236
OG0008620	YEAST00843	ORYLA19410
OG0008626	YEAST03306	ORYLA06748
OG0008645	YEAST05803	ORYLA14126
OG0008654	YEAST03590	ORYLA07750
OG0008664	YEAST05851	ORYLA09157
OG0008677	YEAST03567	ORYLA05502
OG0008680	YEAST02511	ORYLA01329
OG0008681	YEAST04884	ORYLA09984
OG0008689	YEAST05237	ORYLA00578
OG0008705	YEAST06239	ORYLA12853, ORYLA18221
OG0008799	YEAST03377	ORYLA02092
OG0008816	YEAST01954	ORYLA02817, ORYLA17960
OG0008818	YEAST00271	ORYLA20382
OG0008823	YEAST03936	ORYLA03746
OG0008861	YEAST04983	ORYLA07007
OG0008872	YEAST03799	ORYLA12866
OG0008903	YEAST01637	ORYLA04930
OG0008913	YEAST03181, YEAST03769	ORYLA20014
OG0008923	YEAST01739	ORYLA11983
OG0008946	YEAST00403	ORYLA08964
OG0008990	YEAST02040	ORYLA09325
OG0009056	YEAST00322	ORYLA18970
OG0009115	YEAST05628, YEAST04158	ORYLA06371
OG0009165	YEAST05085, YEAST01742	ORYLA20480
OG0009166	YEAST03055	ORYLA11817
OG0009172	YEAST02854	ORYLA18439
OG0009182	YEAST03621	ORYLA16088
OG0009225	YEAST01052	ORYLA09011
OG0009232	YEAST04731	ORYLA02820
OG0009483	YEAST05877	ORYLA15154
OG0009486	YEAST00324	ORYLA07088, ORYLA07089
OG0009590	YEAST02138	ORYLA16236
OG0009604	YEAST04803	ORYLA15134
OG0009614	YEAST00622	ORYLA08017
OG0009630	YEAST02852	ORYLA00664
OG0009649	YEAST01825	ORYLA02352
OG0009651	YEAST04775	ORYLA12694
OG0009654	YEAST04221	ORYLA08179
OG0009676	YEAST05959	ORYLA02258
OG0009892	YEAST01082	ORYLA06573
OG0009911	YEAST03388	ORYLA12874
OG0009994	YEAST06045	ORYLA18946
OG0010271	YEAST03656	ORYLA03004
OG0010346	YEAST00902, YEAST04286	ORYLA11587
OG0010372	YEAST02145	ORYLA15488
OG0010570	YEAST03006	ORYLA01718
OG0011216	YEAST02293	ORYLA06704
OG0011334	YEAST01779	ORYLA18491
OG0011371	YEAST01766	ORYLA18490
OG0011464	YEAST01096	ORYLA13812, ORYLA13811
OG0012438	YEAST03374	ORYLA09123
OG0012449	YEAST06083, YEAST05798	ORYLA05450
OG0012498	YEAST04109	ORYLA04016
