Orthogroup	YEAST	BRALA
OG0006655	YEAST04609	BRALA00574
OG0006658	YEAST03323	BRALA16629
OG0006662	YEAST02707	BRALA14712
OG0006663	YEAST04538	BRALA16974
OG0006664	YEAST04769	BRALA24834
OG0006667	YEAST03011	BRALA05144
OG0006668	YEAST00040	BRALA08318
OG0006669	YEAST05379	BRALA00985
OG0006678	YEAST03428	BRALA06274
OG0006681	YEAST02774	BRALA20996
OG0006688	YEAST02298	BRALA20025
OG0006690	YEAST00986	BRALA17356
OG0006691	YEAST06141	BRALA14546
OG0006692	YEAST04243	BRALA17480
OG0006694	YEAST04074	BRALA16849
OG0006704	YEAST02241	BRALA34768, BRALA15008
OG0006706	YEAST01312	BRALA02737
OG0006707	YEAST04448	BRALA23645
OG0006712	YEAST01297	BRALA20215, BRALA20214
OG0006716	YEAST01688	BRALA24459
OG0006717	YEAST03273, YEAST00511	BRALA26122
OG0006722	YEAST05928	BRALA01042
OG0006725	YEAST05141	BRALA28234
OG0006726	YEAST01310	BRALA16670
OG0006728	YEAST01819	BRALA14826
OG0006730	YEAST06066	BRALA02164
OG0006732	YEAST05092	BRALA00142
OG0006738	YEAST03786	BRALA14041
OG0006741	YEAST00908	BRALA09365
OG0006752	YEAST01605	BRALA22950
OG0006753	YEAST06210	BRALA24992
OG0006754	YEAST05223, YEAST00660	BRALA20552
OG0006755	YEAST03743	BRALA22940
OG0006758	YEAST00132	BRALA00417
OG0006766	YEAST01711	BRALA12385
OG0006769	YEAST04955	BRALA16226
OG0006772	YEAST05602	BRALA21416
OG0006776	YEAST02455	BRALA14483
OG0006777	YEAST05242	BRALA21484
OG0006826	YEAST03748	BRALA11906
OG0006830	YEAST02320	BRALA28939
OG0006838	YEAST01244	BRALA19458
OG0006843	YEAST03855	BRALA21641
OG0006846	YEAST04146	BRALA29210
OG0006860	YEAST03798	BRALA03297
OG0006867	YEAST03341	BRALA30972
OG0006869	YEAST01706	BRALA19766
OG0006874	YEAST03449	BRALA13013
OG0006876	YEAST00384	BRALA05364
OG0006880	YEAST04631	BRALA05805
OG0006881	YEAST01049	BRALA19408
OG0006887	YEAST01983	BRALA23687
OG0006888	YEAST00485	BRALA29964
OG0006890	YEAST02034	BRALA31419
OG0006891	YEAST00187	BRALA28938
OG0006892	YEAST04820	BRALA09163
OG0006894	YEAST01360	BRALA13030
OG0006897	YEAST00856	BRALA01574
OG0006901	YEAST05480	BRALA09160
OG0006906	YEAST00746	BRALA07226
OG0006918	YEAST05610	BRALA16643
OG0006920	YEAST02490	BRALA32734
OG0006924	YEAST04308	BRALA11900
OG0006927	YEAST00921	BRALA05354, BRALA05352
OG0006934	YEAST02053	BRALA05992
OG0006935	YEAST02014	BRALA25077
OG0006936	YEAST06114	BRALA23621
OG0006937	YEAST05537	BRALA13456
OG0006938	YEAST02536	BRALA12778
OG0006939	YEAST01033	BRALA27730
OG0006940	YEAST05163	BRALA00085
OG0006942	YEAST00190	BRALA15259
OG0006943	YEAST02583	BRALA21727
OG0006949	YEAST00975, YEAST00256	BRALA07772
OG0006952	YEAST02831	BRALA19947, BRALA34472
OG0006953	YEAST02903, YEAST04751, YEAST05739	BRALA06329
OG0006959	YEAST01865	BRALA24691
OG0006964	YEAST05995	BRALA27971
OG0006966	YEAST02544	BRALA16205
OG0006967	YEAST06235	BRALA23027
OG0006968	YEAST03972	BRALA12502
OG0006969	YEAST01604	BRALA29846
OG0006971	YEAST00044	BRALA23591
OG0006973	YEAST03793	BRALA33702
OG0006975	YEAST02322	BRALA33934
OG0006977	YEAST06248	BRALA12753
OG0006978	YEAST00696	BRALA30073
OG0006980	YEAST02173	BRALA19616
OG0006985	YEAST03215	BRALA17311
OG0006991	YEAST05066	BRALA01907
OG0006992	YEAST04657	BRALA11459
OG0006994	YEAST05554	BRALA04795
OG0006995	YEAST06048	BRALA04611
OG0006997	YEAST00664	BRALA25727
OG0006998	YEAST02509	BRALA22667
OG0006999	YEAST03874	BRALA12897
OG0007003	YEAST01840	BRALA21239
OG0007005	YEAST03907	BRALA23593
OG0007009	YEAST05645	BRALA30026
OG0007010	YEAST01652	BRALA31317
OG0007012	YEAST05361	BRALA25249
OG0007013	YEAST05971	BRALA13128
OG0007015	YEAST03053	BRALA34981
OG0007016	YEAST05307	BRALA22412
OG0007020	YEAST00663	BRALA29840
OG0007024	YEAST01864	BRALA17168
OG0007028	YEAST06312	BRALA14732
OG0007029	YEAST05619	BRALA02101
OG0007033	YEAST04002	BRALA15267
OG0007036	YEAST04799	BRALA18395
OG0007043	YEAST02072, YEAST01064	BRALA29990
OG0007045	YEAST01113	BRALA29234
OG0007046	YEAST04826	BRALA28196
OG0007049	YEAST05930	BRALA19591
OG0007050	YEAST05668	BRALA21668, BRALA21669
OG0007053	YEAST05898	BRALA19607
OG0007055	YEAST02593	BRALA27573
OG0007057	YEAST05673	BRALA29582
OG0007061	YEAST03247	BRALA21466
OG0007063	YEAST04650	BRALA16766
OG0007065	YEAST01111	BRALA16383
OG0007071	YEAST02162	BRALA34937, BRALA13812
OG0007073	YEAST03946	BRALA15855
OG0007075	YEAST00811	BRALA06827
OG0007084	YEAST05527	BRALA12501
OG0007089	YEAST04132	BRALA04691
OG0007092	YEAST01811	BRALA10801, BRALA10923
OG0007093	YEAST01923	BRALA16275
OG0007095	YEAST02581	BRALA25279
OG0007097	YEAST01699	BRALA04240
OG0007098	YEAST03783	BRALA19999
OG0007106	YEAST00202	BRALA18050
OG0007112	YEAST05597	BRALA08342
OG0007114	YEAST03493	BRALA31771, BRALA16434
OG0007118	YEAST01120	BRALA23004
OG0007119	YEAST05459	BRALA00190, BRALA00189
OG0007120	YEAST04248	BRALA01237
OG0007121	YEAST05746	BRALA13421
OG0007124	YEAST04818	BRALA13189, BRALA13193
OG0007127	YEAST04415	BRALA00288
OG0007130	YEAST05158	BRALA15297
OG0007131	YEAST05874	BRALA20793
OG0007132	YEAST06078	BRALA01544
OG0007137	YEAST00797	BRALA16723
OG0007138	YEAST04319	BRALA10025
OG0007139	YEAST05259	BRALA14595
OG0007143	YEAST02636	BRALA18546
OG0007144	YEAST04135	BRALA14968
OG0007150	YEAST00900	BRALA28102, BRALA03555
OG0007154	YEAST01439	BRALA30790
OG0007164	YEAST05557	BRALA24802
OG0007165	YEAST04228, YEAST02514	BRALA25940
OG0007166	YEAST05384	BRALA26413
OG0007168	YEAST02929	BRALA07437
OG0007182	YEAST00042	BRALA14277
OG0007184	YEAST01512	BRALA16251, BRALA12218
OG0007185	YEAST01036	BRALA34535, BRALA34427, BRALA34517
OG0007186	YEAST00761	BRALA22761
OG0007192	YEAST00860	BRALA14056
OG0007201	YEAST01721	BRALA13129
OG0007249	YEAST00344	BRALA22910
OG0007254	YEAST00328	BRALA15786
OG0007258	YEAST02867	BRALA01613
OG0007264	YEAST04093	BRALA12516
OG0007269	YEAST04522	BRALA27876
OG0007274	YEAST04165, YEAST05634	BRALA24356
OG0007276	YEAST02007	BRALA15590
OG0007279	YEAST02363	BRALA33921
OG0007282	YEAST04912	BRALA19380
OG0007288	YEAST02949	BRALA06735
OG0007292	YEAST05159	BRALA02935
OG0007303	YEAST05207	BRALA32134
OG0007307	YEAST05606	BRALA35494, BRALA32131
OG0007313	YEAST02047	BRALA10093
OG0007317	YEAST04084	BRALA16631
OG0007321	YEAST05016	BRALA13420
OG0007322	YEAST01090	BRALA16163
OG0007325	YEAST03249	BRALA03154
OG0007330	YEAST00633	BRALA18712
OG0007332	YEAST02451	BRALA19243, BRALA11859
OG0007335	YEAST06084	BRALA25943
OG0007336	YEAST03606	BRALA30607
OG0007341	YEAST00183	BRALA10192
OG0007343	YEAST00383	BRALA17838
OG0007347	YEAST02066	BRALA07020
OG0007349	YEAST01492	BRALA14778
OG0007354	YEAST03378	BRALA00412
OG0007355	YEAST02682	BRALA02332
OG0007361	YEAST02394	BRALA13539
OG0007363	YEAST05519	BRALA08293
OG0007364	YEAST01959	BRALA08059
OG0007367	YEAST01013	BRALA00971
OG0007371	YEAST04970	BRALA11443
OG0007376	YEAST02976	BRALA21288
OG0007379	YEAST00967	BRALA24434
OG0007380	YEAST00785, YEAST00666	BRALA28437
OG0007382	YEAST01108	BRALA16494
OG0007387	YEAST06326	BRALA24094
OG0007393	YEAST01116	BRALA13386
OG0007394	YEAST05998	BRALA12036
OG0007395	YEAST00603	BRALA06410
OG0007397	YEAST03512	BRALA01278
OG0007399	YEAST02279	BRALA14407
OG0007401	YEAST03451	BRALA12586, BRALA22765
OG0007408	YEAST03401	BRALA16019
OG0007409	YEAST05329	BRALA16018
OG0007411	YEAST04399	BRALA07828
OG0007412	YEAST04822	BRALA24506
OG0007414	YEAST01970	BRALA00794
OG0007415	YEAST01948	BRALA11329
OG0007417	YEAST04175	BRALA28685
OG0007419	YEAST02667	BRALA32702
OG0007424	YEAST05463	BRALA19512
OG0007425	YEAST06135	BRALA18724
OG0007427	YEAST00763	BRALA13862
OG0007428	YEAST01536	BRALA14474
OG0007431	YEAST00610	BRALA00289
OG0007442	YEAST03687	BRALA00948
OG0007446	YEAST04647	BRALA24916
OG0007451	YEAST02017	BRALA19075
OG0007454	YEAST01359	BRALA11674, BRALA11657
OG0007456	YEAST00931	BRALA10347
OG0007458	YEAST02196	BRALA00936
OG0007460	YEAST04891	BRALA31050
OG0007463	YEAST00394	BRALA34987
OG0007466	YEAST00806	BRALA04313
OG0007473	YEAST03408	BRALA14480
OG0007478	YEAST02470	BRALA07242
OG0007482	YEAST05783	BRALA05483
OG0007483	YEAST01187	BRALA14638
OG0007484	YEAST00517	BRALA34970, BRALA25018
OG0007488	YEAST04193	BRALA07730
OG0007491	YEAST05032	BRALA27933
OG0007495	YEAST04536	BRALA07064
OG0007498	YEAST00593	BRALA18534
OG0007499	YEAST03994	BRALA22115
OG0007504	YEAST02642	BRALA06373
OG0007509	YEAST03229	BRALA01191
OG0007519	YEAST04589	BRALA16478
OG0007528	YEAST02438	BRALA02975
OG0007531	YEAST05725	BRALA17602
OG0007550	YEAST03311	BRALA12482
OG0007591	YEAST02623	BRALA06678
OG0007597	YEAST05244	BRALA14989
OG0007605	YEAST04509	BRALA22620
OG0007615	YEAST05127	BRALA18987
OG0007618	YEAST02486	BRALA31856
OG0007619	YEAST04342	BRALA15804
OG0007622	YEAST01282	BRALA12768
OG0007624	YEAST03901	BRALA09011
OG0007645	YEAST05586	BRALA24158
OG0007646	YEAST05572	BRALA28662
OG0007648	YEAST03775	BRALA16886
OG0007656	YEAST02935	BRALA28227
OG0007657	YEAST01213	BRALA02507
OG0007663	YEAST01133	BRALA23722
OG0007676	YEAST01965	BRALA24716
OG0007685	YEAST00976	BRALA23469
OG0007690	YEAST00054	BRALA07457
OG0007692	YEAST05386	BRALA06346
OG0007698	YEAST04526	BRALA16601
OG0007701	YEAST04394	BRALA24156
OG0007703	YEAST03290	BRALA06713
OG0007704	YEAST01687	BRALA04558
OG0007712	YEAST02916	BRALA21710
OG0007722	YEAST06130	BRALA21943
OG0007727	YEAST01129	BRALA21003
OG0007739	YEAST04408	BRALA18839
OG0007744	YEAST04303	BRALA05195
OG0007749	YEAST02144	BRALA18940
OG0007751	YEAST03046	BRALA33971
OG0007754	YEAST03550	BRALA01279
OG0007758	YEAST04336	BRALA28225
OG0007760	YEAST02821	BRALA03356
OG0007766	YEAST03772, YEAST02908	BRALA25273
OG0007767	YEAST03177	BRALA19625
OG0007769	YEAST02589	BRALA10426
OG0007772	YEAST05211	BRALA14256
OG0007773	YEAST05609	BRALA11668, BRALA02134, BRALA11667, BRALA11666
OG0007783	YEAST03579	BRALA06375
OG0007784	YEAST01170	BRALA31814, BRALA33762
OG0007786	YEAST01347	BRALA26160
OG0007787	YEAST03458	BRALA12709
OG0007801	YEAST02556, YEAST00332	BRALA18634
OG0007803	YEAST00818	BRALA12041
OG0007810	YEAST06278	BRALA25717
OG0007811	YEAST05686	BRALA27274
OG0007816	YEAST00605	BRALA08675
OG0007823	YEAST03887	BRALA17117
OG0007825	YEAST05054	BRALA04064
OG0007827	YEAST01279	BRALA26239
OG0007829	YEAST02649	BRALA12876
OG0007830	YEAST03594	BRALA07914
OG0007831	YEAST03693	BRALA34154
OG0007838	YEAST04312	BRALA12878
OG0007840	YEAST02829	BRALA15126
OG0007843	YEAST04794	BRALA11887
OG0007848	YEAST03711	BRALA12256
OG0007849	YEAST01915	BRALA31006
OG0007852	YEAST02199	BRALA22715
OG0007854	YEAST01377	BRALA24517
OG0007858	YEAST03196	BRALA11551
OG0007866	YEAST06036	BRALA13127
OG0007912	YEAST04725	BRALA14981
OG0007918	YEAST04092	BRALA21791
OG0007941	YEAST03892	BRALA16696
OG0007942	YEAST03545	BRALA01333
OG0007943	YEAST03288	BRALA08955
OG0007947	YEAST02420	BRALA21953
OG0007958	YEAST01011	BRALA21738
OG0007971	YEAST03990	BRALA19533
OG0007975	YEAST01243	BRALA26783
OG0007976	YEAST02259	BRALA06549
OG0007978	YEAST01491	BRALA01087
OG0007982	YEAST03186	BRALA21295
OG0007986	YEAST01263	BRALA09512
OG0007993	YEAST00089	BRALA30161
OG0007995	YEAST03463	BRALA06067, BRALA11512, BRALA16489
OG0007996	YEAST04079	BRALA27572
OG0007998	YEAST00688	BRALA06927, BRALA35540
OG0008008	YEAST02355	BRALA18635
OG0008020	YEAST05433	BRALA27130
OG0008030	YEAST00039	BRALA07301
OG0008031	YEAST04719	BRALA30757
OG0008038	YEAST05601	BRALA00052
OG0008042	YEAST04557, YEAST00839	BRALA01614
OG0008045	YEAST01345	BRALA00416
OG0008053	YEAST05804	BRALA27848
OG0008055	YEAST05224	BRALA18953
OG0008056	YEAST04542	BRALA12095
OG0008069	YEAST00959	BRALA05254
OG0008072	YEAST00552	BRALA18765
OG0008074	YEAST05664	BRALA28413
OG0008079	YEAST03108	BRALA08589
OG0008085	YEAST04107	BRALA16435, BRALA31770
OG0008091	YEAST06200	BRALA30103
OG0008100	YEAST03959	BRALA16672
OG0008103	YEAST05352	BRALA34312
OG0008104	YEAST06240	BRALA06606
OG0008105	YEAST03324	BRALA33680
OG0008110	YEAST00121	BRALA13888
OG0008111	YEAST06004, YEAST05693	BRALA15647
OG0008115	YEAST05684, YEAST06009	BRALA20867
OG0008122	YEAST01663	BRALA26542
OG0008127	YEAST05342	BRALA11884
OG0008136	YEAST02756	BRALA20212
OG0008196	YEAST03623	BRALA17122
OG0008202	YEAST06186	BRALA16861
OG0008208	YEAST04341	BRALA20062
OG0008219	YEAST05754	BRALA06408
OG0008244	YEAST04999	BRALA10429
OG0008251	YEAST01472	BRALA07938
OG0008254	YEAST04740	BRALA18783
OG0008267	YEAST02722	BRALA28040
OG0008273	YEAST00628	BRALA05439
OG0008275	YEAST05358	BRALA28211
OG0008281	YEAST01387	BRALA11926
OG0008307	YEAST01285	BRALA26874
OG0008323	YEAST05718	BRALA12203
OG0008332	YEAST03366	BRALA29844
OG0008339	YEAST03286	BRALA09633
OG0008346	YEAST01382	BRALA10836
OG0008348	YEAST03383	BRALA02881
OG0008351	YEAST01276	BRALA02173
OG0008401	YEAST02115	BRALA17999
OG0008403	YEAST01318	BRALA24505
OG0008404	YEAST02842	BRALA23651
OG0008416	YEAST05168	BRALA17626
OG0008432	YEAST01317	BRALA18703
OG0008524	YEAST02216	BRALA34791, BRALA35810
OG0008533	YEAST00770	BRALA28209
OG0008540	YEAST02219	BRALA07940
OG0008542	YEAST00506	BRALA16597
OG0008546	YEAST03499	BRALA20223
OG0008582	YEAST04883	BRALA03652
OG0008601	YEAST03150	BRALA20388
OG0008602	YEAST04166	BRALA34147
OG0008620	YEAST00843	BRALA09482
OG0008626	YEAST03306	BRALA19975
OG0008645	YEAST05803	BRALA27600
OG0008654	YEAST03590	BRALA27377
OG0008677	YEAST03567	BRALA05307
OG0008680	YEAST02511	BRALA21682
OG0008681	YEAST04884	BRALA10215
OG0008685	YEAST00164	BRALA03084
OG0008705	YEAST06239	BRALA18575
OG0008789	YEAST05903	BRALA22759, BRALA35300
OG0008794	YEAST01976, YEAST00168, YEAST00957	BRALA31199
OG0008799	YEAST03377	BRALA31717
OG0008816	YEAST01954	BRALA13552
OG0008818	YEAST00271	BRALA23356
OG0008823	YEAST03936	BRALA14958
OG0008824	YEAST01698	BRALA02996
OG0008861	YEAST04983	BRALA26569
OG0008872	YEAST03799	BRALA05136
OG0008873	YEAST04429	BRALA06718, BRALA16425, BRALA24736, BRALA05045
OG0008879	YEAST05579	BRALA06508
OG0008903	YEAST01637	BRALA17180
OG0008913	YEAST03181, YEAST03769	BRALA18540
OG0008923	YEAST01739	BRALA24473
OG0008946	YEAST00403	BRALA28598
OG0008990	YEAST02040	BRALA07068
OG0009056	YEAST00322	BRALA10921, BRALA10799
OG0009066	YEAST04511	BRALA29047
OG0009078	YEAST02676	BRALA27983
OG0009099	YEAST05709	BRALA23133
OG0009105	YEAST02501	BRALA20875
OG0009115	YEAST05628, YEAST04158	BRALA05149
OG0009118	YEAST03618	BRALA05213
OG0009165	YEAST05085, YEAST01742	BRALA18726
OG0009166	YEAST03055	BRALA21167
OG0009172	YEAST02854	BRALA07436
OG0009182	YEAST03621	BRALA23079
OG0009225	YEAST01052	BRALA00399
OG0009232	YEAST04731	BRALA29290
OG0009311	YEAST00623	BRALA19236
OG0009315	YEAST04722	BRALA05899
OG0009361	YEAST02727	BRALA06923
OG0009394	YEAST04927	BRALA02911
OG0009396	YEAST03896	BRALA09780
OG0009451	YEAST05755, YEAST04763	BRALA21705
OG0009472	YEAST01737	BRALA14356
OG0009483	YEAST05877	BRALA12485
OG0009486	YEAST00324	BRALA18698, BRALA18699
OG0009492	YEAST00632	BRALA12780, BRALA16771, BRALA26934
OG0009497	YEAST03830	BRALA00872
OG0009555	YEAST03831	BRALA15563, BRALA20122, BRALA07855
OG0009582	YEAST04984	BRALA06697, BRALA27235
OG0009590	YEAST02138	BRALA06074
OG0009604	YEAST04803	BRALA03268
OG0009614	YEAST00622	BRALA06398
OG0009630	YEAST02852	BRALA15002
OG0009649	YEAST01825	BRALA29136
OG0009654	YEAST04221	BRALA10438
OG0009676	YEAST05959	BRALA29430
OG0009737	YEAST02025	BRALA16493, BRALA16498
OG0009892	YEAST01082	BRALA13546
OG0009911	YEAST03388	BRALA05445
OG0009920	YEAST05355	BRALA18486
OG0009926	YEAST03054	BRALA35838
OG0010054	YEAST01026	BRALA35375
OG0010139	YEAST01045	BRALA06822
OG0010271	YEAST03656	BRALA24151
OG0010323	YEAST04943	BRALA13149
OG0010346	YEAST00902, YEAST04286	BRALA33257
OG0010481	YEAST01854	BRALA15975, BRALA15974
OG0010643	YEAST00800	BRALA13039
OG0010858	YEAST04030, YEAST05272	BRALA08470, BRALA08471
OG0010876	YEAST02678	BRALA24224
OG0010930	YEAST02641	BRALA11505
OG0010980	YEAST00370	BRALA16863
OG0011003	YEAST03808	BRALA17178
OG0011087	YEAST06300, YEAST02632	BRALA10458, BRALA10517, BRALA24324, BRALA10461, BRALA11142, BRALA10460
OG0011216	YEAST02293	BRALA35169, BRALA35962
OG0011272	YEAST04075	BRALA15478, BRALA15477
OG0011313	YEAST03172	BRALA08277
OG0011414	YEAST04503	BRALA23446
OG0011734	YEAST04911	BRALA12144
OG0011737	YEAST00219	BRALA04799
OG0011960	YEAST01713	BRALA23926, BRALA02006
OG0012438	YEAST03374	BRALA25127
OG0012449	YEAST06083, YEAST05798	BRALA28661
OG0012922	YEAST02277	BRALA29539, BRALA26100, BRALA33612
OG0014103	YEAST04946	BRALA06717, BRALA12594
OG0014156	YEAST06334	BRALA15810, BRALA15811
OG0016400	YEAST06093, YEAST04389, YEAST01827	BRALA04430
OG0016445	YEAST04768, YEAST03664	BRALA02828, BRALA06639
OG0018168	YEAST03765, YEAST03183	BRALA08283
OG0018258	YEAST01934	BRALA21311
OG0020384	YEAST00354, YEAST01039	BRALA11386
OG0020448	YEAST04583	BRALA12051
OG0023902	YEAST03101	BRALA23871
OG0023931	YEAST02003, YEAST00139	BRALA28159
OG0024049	YEAST03193	BRALA10707
OG0029405	YEAST05087	BRALA17736
OG0029648	YEAST05465	BRALA11653, BRALA11675
