Orthogroup	PFLAV	BRALA
OG0000028	TCONS_00026901.p1, TCONS_00027219.p1, TCONS_00001048.p1, TCONS_00005463.p1, TCONS_00006513.p1	BRALA08537, BRALA08538, BRALA08539, BRALA08540, BRALA08541, BRALA08543, BRALA08542, BRALA08547, BRALA15654, BRALA01199, BRALA17029, BRALA17030
OG0000028	TCONS_00029777.p1, TCONS_00029776.p1	BRALA08523
OG0000028	TCONS_00002058.p1, TCONS_00002059.p1, TCONS_00042376.p1, TCONS_00051030.p1	BRALA00011, BRALA12956, BRALA12957
OG0000028	TCONS_00029577.p1, TCONS_00029851.p1, TCONS_00028862.p1	BRALA19589, BRALA19590, BRALA06381, BRALA06380, BRALA21277
OG0000029	TCONS_00053078.p1	BRALA01099
OG0000029	TCONS_00019159.p1	BRALA00240
OG0000029	TCONS_00020525.p1	BRALA18593, BRALA15599, BRALA21105, BRALA06813, BRALA30989, BRALA00525, BRALA00526, BRALA00527, BRALA00523, BRALA00522, BRALA00528, BRALA09392, BRALA20510, BRALA08676
OG0000030	TCONS_00022258.p1, TCONS_00022256.p1, TCONS_00021153.p1, TCONS_00022346.p1, TCONS_00021156.p1, TCONS_00021155.p1, TCONS_00022226.p1, TCONS_00019519.p1, TCONS_00020559.p1, TCONS_00019429.p1, TCONS_00019523.p1, TCONS_00020417.p1, TCONS_00020557.p1	BRALA12198
OG0000030	TCONS_00054176.p1, TCONS_00054136.p1	BRALA32549, BRALA32573
OG0000030	TCONS_00014295.p1, TCONS_00013116.p1	BRALA13032
OG0000030	TCONS_00006375.p1, TCONS_00014700.p1, TCONS_00005306.p1, TCONS_00006227.p1, TCONS_00006230.p1, TCONS_00006229.p1	BRALA29985, BRALA29147
OG0000030	TCONS_00027726.p1	BRALA32176
OG0000030	TCONS_00021382.p1	BRALA06142
OG0000031	TCONS_00047108.p1	BRALA01948, BRALA09437, BRALA32909, BRALA01946, BRALA12064, BRALA09438, BRALA01951, BRALA14885, BRALA09441, BRALA09439, BRALA32910, BRALA01947, BRALA01952, BRALA14882, BRALA23662, BRALA14883, BRALA19306
OG0000031	TCONS_00003900.p1	BRALA04547
OG0000031	TCONS_00002937.p1	BRALA04610
OG0000031	TCONS_00028162.p1	BRALA13458
OG0000031	TCONS_00046710.p1, TCONS_00045709.p1	BRALA16640
OG0000031	TCONS_00041599.p1	BRALA28311
OG0000032	TCONS_00018159.p1	BRALA10240
OG0000032	TCONS_00035360.p1	BRALA04170, BRALA24050, BRALA04172, BRALA04375, BRALA04377, BRALA09749, BRALA09755
OG0000032	TCONS_00045890.p1, TCONS_00018770.p1	BRALA11179, BRALA11177, BRALA09647
OG0000032	TCONS_00017083.p1, TCONS_00017084.p1, TCONS_00017087.p1, TCONS_00002066.p1, TCONS_00002068.p1, TCONS_00017086.p1, TCONS_00017090.p1, TCONS_00017091.p1, TCONS_00017082.p1	BRALA04146, BRALA04145, BRALA04144, BRALA00632, BRALA09098, BRALA21017, BRALA21018, BRALA21016, BRALA22581, BRALA14174
OG0000033	TCONS_00019923.p1	BRALA08549, BRALA19940, BRALA13518, BRALA15667
OG0000033	TCONS_00036759.p1, TCONS_00047220.p1, TCONS_00023095.p1, TCONS_00038290.p1, TCONS_00009749.p1, TCONS_00036215.p1, TCONS_00015661.p1, TCONS_00045647.p1	BRALA02126, BRALA10869, BRALA21237, BRALA19989, BRALA30335, BRALA15631, BRALA30896, BRALA03164, BRALA20948, BRALA16265, BRALA26467, BRALA30133, BRALA27954, BRALA26545, BRALA09893, BRALA08428, BRALA32889, BRALA32814, BRALA17887, BRALA29128, BRALA31215, BRALA32952, BRALA32013, BRALA31320, BRALA22662, BRALA32689, BRALA12445, BRALA24903, BRALA28184, BRALA24591, BRALA03863, BRALA29419, BRALA17987, BRALA31131, BRALA12002, BRALA31883, BRALA11190, BRALA28120, BRALA30008, BRALA33243, BRALA07269, BRALA32916, BRALA30826, BRALA27795, BRALA10774, BRALA00010, BRALA20279, BRALA10423, BRALA34048, BRALA34732, BRALA33801, BRALA32426, BRALA32153, BRALA20280, BRALA29143, BRALA29939, BRALA09522, BRALA32831, BRALA19307, BRALA23155, BRALA27594, BRALA22615, BRALA32032, BRALA32815, BRALA33133, BRALA19402, BRALA00758, BRALA22567, BRALA31294, BRALA28294
OG0000033	TCONS_00016755.p1	BRALA25677
OG0000034	TCONS_00005924.p1	BRALA27570
OG0000034	TCONS_00049881.p1, TCONS_00037015.p1	BRALA08901, BRALA03079
OG0000034	TCONS_00029638.p1	BRALA17580
OG0000034	TCONS_00037982.p1	BRALA08885
OG0000034	TCONS_00030311.p1	BRALA23966
OG0000034	TCONS_00029930.p1	BRALA06594
OG0000034	TCONS_00015036.p1	BRALA18444
OG0000034	TCONS_00037412.p1	BRALA02412
OG0000035	TCONS_00003567.p1	BRALA21367, BRALA35402
OG0000035	TCONS_00025160.p1	BRALA13925
OG0000035	TCONS_00023673.p1	BRALA13921
OG0000035	TCONS_00024074.p1	BRALA29588
OG0000035	TCONS_00023006.p1, TCONS_00025465.p1	BRALA13915, BRALA22877
OG0000035	TCONS_00025514.p1	BRALA13917
OG0000036	TCONS_00008906.p1	BRALA22400, BRALA22399, BRALA22398, BRALA02193, BRALA22463, BRALA05181
OG0000036	TCONS_00047867.p1, TCONS_00047868.p1	BRALA35896
OG0000036	TCONS_00004743.p1, TCONS_00047870.p1, TCONS_00047869.p1, TCONS_00052470.p1, TCONS_00042048.p1, TCONS_00042050.p1, TCONS_00042049.p1, TCONS_00043406.p1	BRALA31321, BRALA06755, BRALA06753, BRALA18345
OG0000036	TCONS_00007681.p1	BRALA22402, BRALA22404
OG0000037	TCONS_00011439.p1, TCONS_00011440.p1	BRALA22282
OG0000037	TCONS_00011219.p1, TCONS_00011218.p1	BRALA22275
OG0000037	TCONS_00017535.p1	BRALA16015
OG0000037	TCONS_00027658.p1, TCONS_00004627.p1, TCONS_00009673.p1	BRALA16388
OG0000038	TCONS_00000411.p1	BRALA32346
OG0000038	TCONS_00019232.p2, TCONS_00028396.p1	BRALA07354, BRALA07351
OG0000038	TCONS_00028399.p1, TCONS_00028398.p1	BRALA03789
OG0000038	TCONS_00000414.p1	BRALA22708
OG0000038	TCONS_00001544.p1	BRALA13194
OG0000039	TCONS_00053909.p1	BRALA01170
OG0000039	TCONS_00008253.p1	BRALA17648
OG0000039	TCONS_00044435.p1, TCONS_00042739.p1, TCONS_00042734.p1	BRALA19632, BRALA19635
OG0000039	TCONS_00053908.p1	BRALA01164
OG0000039	TCONS_00039100.p1, TCONS_00015626.p1	BRALA31558
OG0000039	TCONS_00011057.p1	BRALA21586
OG0000039	TCONS_00003433.p1	BRALA02916, BRALA20258, BRALA27882, BRALA01626, BRALA01628, BRALA23751, BRALA01619, BRALA01617, BRALA01627, BRALA01624, BRALA01620, BRALA01618, BRALA04466, BRALA04471, BRALA01927, BRALA16092
OG0000039	TCONS_00014910.p1	BRALA19542
OG0000040	TCONS_00045519.p1	BRALA14370, BRALA31974, BRALA33437, BRALA17918, BRALA12447, BRALA02395
OG0000040	TCONS_00024097.p1, TCONS_00024098.p1, TCONS_00045509.p1, TCONS_00045506.p1, TCONS_00045516.p1, TCONS_00045517.p1, TCONS_00045514.p1, TCONS_00045510.p1, TCONS_00045512.p1, TCONS_00046641.p1, TCONS_00045518.p1, TCONS_00046639.p1, TCONS_00046638.p1, TCONS_00046635.p1, TCONS_00046634.p1, TCONS_00046632.p1, TCONS_00046631.p1, TCONS_00046636.p1, TCONS_00046637.p1, TCONS_00046648.p1, TCONS_00046649.p1, TCONS_00046633.p1, TCONS_00046630.p1, TCONS_00046629.p1	BRALA28368, BRALA17917, BRALA31975, BRALA14369, BRALA25635, BRALA14529, BRALA07729, BRALA29177, BRALA06759, BRALA31556, BRALA17916, BRALA33438, BRALA30900, BRALA15606
OG0000041	TCONS_00025634.p1	BRALA24286, BRALA29257
OG0000041	TCONS_00024462.p1	BRALA07763, BRALA29216, BRALA11960, BRALA35158
OG0000041	TCONS_00046856.p1	BRALA27215
OG0000042	TCONS_00042309.p1	BRALA34429
OG0000043	TCONS_00039125.p1	BRALA06468, BRALA20694
OG0000043	TCONS_00033828.p1	BRALA06439, BRALA20722
OG0000043	TCONS_00013937.p1, TCONS_00013685.p1	BRALA06458, BRALA06464, BRALA06413, BRALA06474, BRALA06478
OG0000043	TCONS_00023271.p1	BRALA09159
OG0000044	TCONS_00051346.p1, TCONS_00051348.p1, TCONS_00053656.p1	BRALA16330, BRALA33207
OG0000044	TCONS_00042476.p1	BRALA28596
OG0000044	TCONS_00039839.p1, TCONS_00039841.p1, TCONS_00029905.p1	BRALA27747
OG0000044	TCONS_00038566.p1	BRALA34838
OG0000044	TCONS_00027682.p1	BRALA24587
OG0000044	TCONS_00034070.p1, TCONS_00033722.p1, TCONS_00040620.p1, TCONS_00040651.p1	BRALA26507, BRALA16452
OG0000044	TCONS_00019797.p1	BRALA12952
OG0000045	TCONS_00055807.p1	BRALA29043, BRALA32667
OG0000045	TCONS_00056914.p1	BRALA00161, BRALA00165, BRALA00163, BRALA00162
OG0000045	TCONS_00030491.p1	BRALA00169, BRALA00174, BRALA06480
OG0000045	TCONS_00051444.p1, TCONS_00031381.p1, TCONS_00031488.p1	BRALA00168, BRALA00164
OG0000045	TCONS_00029637.p1	BRALA01913, BRALA01918, BRALA01920
OG0000045	TCONS_00028538.p1, TCONS_00022841.p1	BRALA22894
OG0000045	TCONS_00046013.p1	BRALA26831
OG0000045	TCONS_00018481.p1	BRALA13064, BRALA13057, BRALA13058, BRALA33491
OG0000045	TCONS_00052380.p1, TCONS_00046963.p1, TCONS_00047050.p1, TCONS_00047278.p1	BRALA00181
OG0000046	TCONS_00014287.p1, TCONS_00014285.p1	BRALA28946
OG0000046	TCONS_00027669.p1, TCONS_00041564.p1, TCONS_00019393.p1, TCONS_00036848.p1, TCONS_00041566.p1, TCONS_00041547.p1, TCONS_00041551.p1, TCONS_00019398.p1, TCONS_00034626.p1, TCONS_00034652.p1, TCONS_00034627.p1, TCONS_00020404.p1, TCONS_00034650.p1, TCONS_00020405.p1, TCONS_00019397.p1, TCONS_00019394.p1, TCONS_00019441.p1, TCONS_00020450.p1, TCONS_00019439.p1, TCONS_00036850.p1, TCONS_00019438.p1, TCONS_00020476.p1, TCONS_00020471.p1, TCONS_00020469.p1, TCONS_00020462.p1, TCONS_00041541.p1, TCONS_00041549.p1, TCONS_00026735.p1, TCONS_00026736.p1, TCONS_00041548.p1, TCONS_00041561.p1, TCONS_00027670.p1, TCONS_00041565.p1, TCONS_00041563.p1, TCONS_00041573.p1, TCONS_00041569.p1, TCONS_00041550.p1, TCONS_00041567.p1, TCONS_00026737.p1, TCONS_00019396.p1, TCONS_00020480.p1, TCONS_00020463.p1, TCONS_00041538.p1, TCONS_00026733.p2, TCONS_00020477.p1, TCONS_00020481.p1, TCONS_00041571.p1, TCONS_00046483.p1, TCONS_00046484.p1, TCONS_00030577.p1, TCONS_00056618.p1, TCONS_00056619.p1, TCONS_00007210.p1, TCONS_00015680.p1, TCONS_00055452.p1, TCONS_00048069.p1, TCONS_00048074.p1, TCONS_00048072.p1, TCONS_00048076.p1, TCONS_00024708.p1	BRALA00828, BRALA17402, BRALA17400, BRALA23725, BRALA23726, BRALA19361, BRALA20352, BRALA19394, BRALA23187, BRALA19360, BRALA17712, BRALA30574, BRALA17713, BRALA15856, BRALA28385, BRALA34030
OG0000046	TCONS_00020120.p1	BRALA22862
OG0000046	TCONS_00020121.p1, TCONS_00020118.p1, TCONS_00036847.p1, TCONS_00019440.p1, TCONS_00019395.p1, TCONS_00019392.p1, TCONS_00041568.p1, TCONS_00041537.p1	BRALA31259
OG0000047	TCONS_00034735.p1, TCONS_00028463.p1, TCONS_00019059.p1, TCONS_00043202.p1, TCONS_00021946.p1, TCONS_00040505.p1, TCONS_00011376.p1, TCONS_00033721.p1	BRALA23218, BRALA14165, BRALA14164, BRALA28069, BRALA00424, BRALA02976, BRALA02069, BRALA27265, BRALA11914, BRALA08126, BRALA12628, BRALA20001, BRALA31913, BRALA33929, BRALA30421, BRALA10187, BRALA26702, BRALA12513, BRALA17224, BRALA02337, BRALA11367, BRALA31778, BRALA17391
OG0000047	TCONS_00039178.p1, TCONS_00035743.p1	BRALA32269
OG0000047	TCONS_00005922.p1, TCONS_00026299.p1, TCONS_00002082.p1, TCONS_00002659.p1, TCONS_00057001.p1, TCONS_00017937.p1, TCONS_00049965.p1, TCONS_00055409.p1	BRALA28421, BRALA26027, BRALA20000
OG0000047	TCONS_00039787.p1	BRALA11646, BRALA13140, BRALA20817, BRALA14861
OG0000048	TCONS_00026749.p1	BRALA06772
OG0000048	TCONS_00009510.p1	BRALA35359, BRALA30640, BRALA30891, BRALA13398, BRALA28757
OG0000048	TCONS_00011079.p1	BRALA17809
OG0000048	TCONS_00011575.p1	BRALA10830
OG0000048	TCONS_00007155.p1	BRALA03524
OG0000049	TCONS_00030953.p1	BRALA24160
OG0000049	TCONS_00002242.p1	BRALA08950, BRALA08951
OG0000049	TCONS_00047284.p1	BRALA15334
OG0000049	TCONS_00047286.p1	BRALA15336, BRALA15335
OG0000049	TCONS_00051669.p1	BRALA17285, BRALA26771
OG0000049	TCONS_00000877.p1, TCONS_00053152.p1, TCONS_00049205.p1	BRALA08954, BRALA23719
OG0000049	TCONS_00050078.p1, TCONS_00051670.p1	BRALA35874, BRALA15337
OG0000050	TCONS_00041105.p1, TCONS_00039705.p1, TCONS_00038719.p1, TCONS_00015456.p1, TCONS_00055611.p1, TCONS_00013955.p1, TCONS_00030346.p1, TCONS_00051828.p1, TCONS_00024205.p1, TCONS_00023941.p1, TCONS_00029104.p1, TCONS_00055612.p1, TCONS_00030648.p1, TCONS_00010626.p1, TCONS_00034932.p1, TCONS_00048001.p1, TCONS_00034082.p1, TCONS_00045636.p1, TCONS_00037887.p1, TCONS_00029712.p1, TCONS_00044079.p1, TCONS_00037162.p1, TCONS_00040487.p1, TCONS_00042914.p1, TCONS_00054565.p1	BRALA29504, BRALA33239
OG0000050	TCONS_00026909.p1, TCONS_00026535.p1	BRALA23285
OG0000050	TCONS_00037148.p1, TCONS_00007806.p1, TCONS_00025748.p1	BRALA27959, BRALA01945, BRALA33449, BRALA32066, BRALA01944, BRALA30000, BRALA21559, BRALA15438, BRALA30119
OG0000050	TCONS_00006991.p1, TCONS_00044623.p1, TCONS_00041845.p1, TCONS_00023769.p1, TCONS_00005479.p1, TCONS_00032007.p1, TCONS_00024796.p1, TCONS_00019016.p1, TCONS_00034246.p1, TCONS_00000242.p1	BRALA35714
OG0000050	TCONS_00006402.p1, TCONS_00021270.p1, TCONS_00041918.p1, TCONS_00016740.p1	BRALA32686, BRALA08624, BRALA30084, BRALA32951, BRALA13973, BRALA32451, BRALA35669
OG0000050	TCONS_00044080.p1	BRALA28793
OG0000050	TCONS_00045885.p1	BRALA31232
OG0000051	TCONS_00027508.p1	BRALA30678
OG0000051	TCONS_00023644.p1, TCONS_00031164.p1, TCONS_00031165.p1, TCONS_00030978.p1, TCONS_00030216.p1, TCONS_00030215.p1, TCONS_00030214.p1, TCONS_00031453.p1, TCONS_00035487.p1, TCONS_00035491.p1, TCONS_00035489.p1, TCONS_00035490.p1, TCONS_00035488.p1, TCONS_00035496.p1, TCONS_00035494.p1, TCONS_00035497.p1, TCONS_00035492.p1, TCONS_00035493.p1, TCONS_00035495.p1, TCONS_00031319.p1, TCONS_00030584.p1, TCONS_00030586.p1, TCONS_00030585.p1, TCONS_00030581.p1, TCONS_00030472.p1, TCONS_00046204.p1, TCONS_00022788.p1	BRALA17952
OG0000051	TCONS_00006560.p1, TCONS_00006558.p1, TCONS_00006561.p1, TCONS_00003099.p1, TCONS_00003102.p1, TCONS_00003101.p1	BRALA22978, BRALA25416
OG0000052	TCONS_00051727.p1	BRALA33391, BRALA10645
OG0000052	TCONS_00016749.p1, TCONS_00000064.p1	BRALA26537, BRALA17284, BRALA18010, BRALA07472, BRALA28158
OG0000052	TCONS_00009543.p1	BRALA14154, BRALA03903, BRALA35146
OG0000052	TCONS_00023891.p1, TCONS_00015315.p1	BRALA33473
OG0000052	TCONS_00003518.p1	BRALA23347
OG0000052	TCONS_00038347.p1	BRALA26653
OG0000052	TCONS_00020617.p1	BRALA23403, BRALA12582, BRALA24313, BRALA03336, BRALA01309, BRALA00341, BRALA01921, BRALA17134, BRALA09402, BRALA13022, BRALA11458, BRALA26226, BRALA32281, BRALA31303
OG0000052	TCONS_00024520.p1	BRALA31150, BRALA08315
OG0000053	TCONS_00013985.p1	BRALA07781
OG0000053	TCONS_00030632.p1	BRALA04262
OG0000053	TCONS_00057047.p1	BRALA16213, BRALA07330
OG0000054	TCONS_00016773.p1, TCONS_00016794.p1	BRALA24089
OG0000054	TCONS_00030209.p1	BRALA02118
OG0000054	TCONS_00042199.p1, TCONS_00018704.p1	BRALA20506, BRALA19923
OG0000054	TCONS_00005549.p1	BRALA21314, BRALA18426, BRALA25220, BRALA21960, BRALA06303, BRALA29468
OG0000054	TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1	BRALA20505, BRALA23115, BRALA28620, BRALA24808, BRALA15699, BRALA01267, BRALA17804, BRALA17806, BRALA00882, BRALA05257
OG0000055	TCONS_00013972.p1, TCONS_00013979.p1	BRALA34592
OG0000055	TCONS_00023138.p2, TCONS_00037928.p1, TCONS_00005454.p1, TCONS_00003999.p1, TCONS_00056511.p1, TCONS_00052437.p1, TCONS_00056509.p1, TCONS_00039102.p1, TCONS_00039157.p1, TCONS_00039149.p1, TCONS_00039120.p1, TCONS_00039105.p1, TCONS_00037947.p1, TCONS_00012408.p1, TCONS_00039123.p1	BRALA06446, BRALA27563, BRALA27545, BRALA25264, BRALA25260, BRALA27539, BRALA20701, BRALA06443, BRALA06419, BRALA06416, BRALA06397, BRALA06394
OG0000055	TCONS_00039362.p1	BRALA31408, BRALA11246, BRALA06430, BRALA06473, BRALA06477
OG0000056	TCONS_00053166.p1, TCONS_00054244.p1	BRALA00682, BRALA22096
OG0000056	TCONS_00053454.p1	BRALA17447, BRALA17448, BRALA17452, BRALA17449
OG0000056	TCONS_00013528.p1, TCONS_00020180.p1, TCONS_00018939.p1, TCONS_00030699.p1, TCONS_00010652.p1, TCONS_00041109.p1, TCONS_00041081.p1	BRALA08250
OG0000057	TCONS_00024763.p1, TCONS_00024801.p1, TCONS_00024802.p1, TCONS_00006273.p1, TCONS_00005020.p1, TCONS_00006274.p1, TCONS_00025556.p1, TCONS_00006271.p1, TCONS_00005019.p1, TCONS_00014018.p1, TCONS_00052948.p1, TCONS_00052947.p1, TCONS_00041909.p1, TCONS_00041910.p1, TCONS_00041911.p1, TCONS_00028633.p1	BRALA00966, BRALA09850, BRALA13889, BRALA10001, BRALA13910, BRALA23224
OG0000058	TCONS_00009847.p1	BRALA08669
OG0000058	TCONS_00026611.p1	BRALA24063
OG0000058	TCONS_00013052.p1	BRALA14300, BRALA24917, BRALA27306, BRALA14302
OG0000058	TCONS_00012347.p1	BRALA20989, BRALA20988
OG0000058	TCONS_00013058.p1, TCONS_00013056.p1, TCONS_00013057.p1, TCONS_00013055.p1, TCONS_00013059.p1	BRALA27304
OG0000058	TCONS_00012351.p1	BRALA06325
OG0000059	TCONS_00041789.p1	BRALA11568
OG0000059	TCONS_00042819.p1	BRALA28531, BRALA32778, BRALA23279
OG0000059	TCONS_00009682.p1, TCONS_00009684.p1, TCONS_00011007.p1, TCONS_00011005.p1, TCONS_00011003.p1, TCONS_00047222.p1, TCONS_00018649.p1, TCONS_00012045.p1, TCONS_00041791.p1	BRALA15311, BRALA34589, BRALA15310, BRALA15309, BRALA15308
OG0000059	TCONS_00045004.p1, TCONS_00045001.p1, TCONS_00045005.p1, TCONS_00044997.p1, TCONS_00045191.p1, TCONS_00045377.p1, TCONS_00045209.p1, TCONS_00044996.p1, TCONS_00016663.p1, TCONS_00049358.p1, TCONS_00044663.p1, TCONS_00044662.p1, TCONS_00034784.p1, TCONS_00034480.p1, TCONS_00018511.p1, TCONS_00018509.p1, TCONS_00017255.p1, TCONS_00018650.p1, TCONS_00055364.p1, TCONS_00055368.p1, TCONS_00055363.p1, TCONS_00055376.p1, TCONS_00055369.p1, TCONS_00055378.p1, TCONS_00056544.p1, TCONS_00055377.p1, TCONS_00055373.p1, TCONS_00055371.p1, TCONS_00040450.p1, TCONS_00055379.p1, TCONS_00040435.p1, TCONS_00034471.p1, TCONS_00039450.p1, TCONS_00039429.p1, TCONS_00039451.p1, TCONS_00039430.p1, TCONS_00040436.p1, TCONS_00040454.p1	BRALA20330, BRALA08042, BRALA20333, BRALA20334, BRALA18048, BRALA33673, BRALA34416, BRALA33406, BRALA33715
OG0000059	TCONS_00017293.p1	BRALA19963, BRALA20366
OG0000060	TCONS_00017864.p1	BRALA01718
OG0000060	TCONS_00053675.p1	BRALA00658, BRALA22074
OG0000060	TCONS_00043676.p1, TCONS_00043673.p1, TCONS_00043674.p1	BRALA01703, BRALA01702
OG0000060	TCONS_00017793.p1	BRALA20908
OG0000061	TCONS_00055666.p1	BRALA07400
OG0000061	TCONS_00056708.p1	BRALA23690, BRALA23691, BRALA23692, BRALA33700, BRALA14844, BRALA22663, BRALA26552, BRALA22659, BRALA26551, BRALA26563
OG0000061	TCONS_00056856.p1	BRALA09017, BRALA07401, BRALA14793, BRALA14792
OG0000061	TCONS_00055888.p1, TCONS_00055889.p1, TCONS_00057079.p1, TCONS_00016639.p1	BRALA07399, BRALA11283, BRALA07094, BRALA17504
OG0000062	TCONS_00029083.p1, TCONS_00048669.p1	BRALA21141, BRALA30349
OG0000062	TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1	BRALA21142
OG0000062	TCONS_00007265.p1	BRALA31607
OG0000062	TCONS_00015728.p1	BRALA35327, BRALA00098
OG0000063	TCONS_00053925.p1	BRALA00957
OG0000063	TCONS_00052796.p1, TCONS_00052765.p1	BRALA04998, BRALA01208, BRALA05262, BRALA05245, BRALA05098, BRALA01012, BRALA05297
OG0000066	TCONS_00020095.p1	BRALA00370, BRALA00373, BRALA26242
OG0000066	TCONS_00041521.p1, TCONS_00041514.p1	BRALA12021, BRALA25173, BRALA12022, BRALA14833, BRALA25174, BRALA14834, BRALA12019, BRALA12020, BRALA12018, BRALA25175, BRALA31760, BRALA14835, BRALA12017
OG0000066	TCONS_00028739.p1	BRALA01873, BRALA35618, BRALA16563, BRALA21024, BRALA34957, BRALA21025, BRALA29041, BRALA32504
OG0000066	TCONS_00051521.p1	BRALA26784
OG0000066	TCONS_00048274.p1	BRALA25733
OG0000067	TCONS_00025697.p1, TCONS_00023930.p1, TCONS_00024303.p1, TCONS_00024287.p1, TCONS_00012220.p1, TCONS_00024284.p1, TCONS_00023858.p1, TCONS_00023861.p1, TCONS_00024294.p1, TCONS_00023857.p1	BRALA04453
OG0000067	TCONS_00052831.p1	BRALA00630
OG0000067	TCONS_00008985.p1, TCONS_00028299.p1	BRALA35634, BRALA09451
OG0000068	TCONS_00048383.p1, TCONS_00048380.p1, TCONS_00048386.p1, TCONS_00049234.p1, TCONS_00049235.p1, TCONS_00049697.p1	BRALA17338
OG0000068	TCONS_00047952.p1, TCONS_00048468.p1	BRALA17343
OG0000069	TCONS_00047572.p1	BRALA31904, BRALA27769, BRALA28929
OG0000069	TCONS_00007552.p2	BRALA27559
OG0000069	TCONS_00012030.p1	BRALA06255, BRALA22501
OG0000069	TCONS_00007549.p1, TCONS_00007670.p1, TCONS_00008697.p1, TCONS_00023140.p1, TCONS_00057253.p1, TCONS_00008788.p2, TCONS_00007551.p1	BRALA06393, BRALA06457, BRALA31410
OG0000070	TCONS_00000689.p1, TCONS_00000334.p1	BRALA19019, BRALA19027, BRALA19020
OG0000070	TCONS_00012875.p1	BRALA00642, BRALA00640, BRALA22018, BRALA22019, BRALA21248, BRALA08298
OG0000070	TCONS_00011728.p1, TCONS_00048824.p1, TCONS_00013275.p1	BRALA06340
OG0000070	TCONS_00031380.p1	BRALA24904
OG0000070	TCONS_00029635.p1	BRALA14166
OG0000070	TCONS_00055641.p1	BRALA14168
OG0000070	TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1	BRALA14506, BRALA14507, BRALA14508, BRALA00869, BRALA13923, BRALA21904, BRALA31816, BRALA28174, BRALA29611, BRALA33117, BRALA16447, BRALA14504, BRALA14505, BRALA15434, BRALA07382, BRALA09112, BRALA15447, BRALA14512, BRALA07371, BRALA14167, BRALA10327, BRALA03588, BRALA09032, BRALA02167
OG0000070	TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1, TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1	BRALA22763, BRALA01254
OG0000071	TCONS_00007770.p1	BRALA23362, BRALA14379
OG0000071	TCONS_00008391.p1	BRALA05660, BRALA26421, BRALA26414, BRALA26419, BRALA26417, BRALA26415, BRALA26416
OG0000071	TCONS_00000727.p1	BRALA16857
OG0000071	TCONS_00007785.p1, TCONS_00028465.p1, TCONS_00028467.p1	BRALA17706
OG0000071	TCONS_00010660.p1, TCONS_00009764.p1, TCONS_00022979.p1	BRALA32052, BRALA20842, BRALA32055, BRALA20769
OG0000072	TCONS_00042087.p1	BRALA08308
OG0000072	TCONS_00044164.p1	BRALA12631
OG0000072	TCONS_00042450.p1	BRALA35229
OG0000072	TCONS_00042451.p1, TCONS_00042469.p1	BRALA34984
OG0000072	TCONS_00042452.p1, TCONS_00042470.p1	BRALA31916
OG0000072	TCONS_00042447.p1	BRALA31154
OG0000072	TCONS_00030968.p1, TCONS_00031017.p1	BRALA23961
OG0000072	TCONS_00030571.p1	BRALA03848
OG0000072	TCONS_00048855.p1	BRALA23306
OG0000072	TCONS_00029918.p1	BRALA18086
OG0000073	TCONS_00015617.p1, TCONS_00016254.p1, TCONS_00015176.p1, TCONS_00007800.p1, TCONS_00007794.p1	BRALA14657, BRALA21835, BRALA32812
OG0000074	TCONS_00042001.p1	BRALA08058
OG0000074	TCONS_00037785.p1	BRALA15329
OG0000075	TCONS_00002725.p1	BRALA11316
OG0000075	TCONS_00002727.p1	BRALA07062
OG0000075	TCONS_00050627.p1	BRALA18754
OG0000075	TCONS_00021191.p1	BRALA16174
OG0000075	TCONS_00002728.p1	BRALA11318
OG0000075	TCONS_00048312.p1	BRALA17353
OG0000075	TCONS_00049564.p1	BRALA20309
OG0000075	TCONS_00049562.p1	BRALA25719
OG0000075	TCONS_00049274.p1	BRALA17324
OG0000076	TCONS_00038168.p1, TCONS_00041447.p1, TCONS_00025554.p1, TCONS_00045665.p1, TCONS_00035811.p1, TCONS_00044995.p1, TCONS_00048165.p1, TCONS_00044371.p1, TCONS_00044372.p1, TCONS_00011038.p1, TCONS_00054707.p1, TCONS_00054713.p1	BRALA29889
OG0000076	TCONS_00019793.p1, TCONS_00035408.p1, TCONS_00035215.p1	BRALA20413, BRALA26333, BRALA29631
OG0000076	TCONS_00011954.p1	BRALA10512
