Orthogroup	PFLAV	YEAST
OG0004639	TCONS_00016339.p1	YEAST02924
OG0004648	TCONS_00029834.p1	YEAST04721, YEAST05892
OG0004649	TCONS_00005889.p1	YEAST02284
OG0004651	TCONS_00018246.p1	YEAST01146
OG0004654	TCONS_00055330.p1	YEAST00988
OG0004655	TCONS_00025856.p1, TCONS_00024425.p1	YEAST01640
OG0004656	TCONS_00021484.p1	YEAST04281
OG0004657	TCONS_00022494.p1	YEAST00473
OG0004658	TCONS_00000981.p1	YEAST04140
OG0004659	TCONS_00047339.p1, TCONS_00047338.p1	YEAST02251
OG0004660	TCONS_00000361.p1	YEAST06221, YEAST00721
OG0004663	TCONS_00005907.p1	YEAST01161
OG0004664	TCONS_00020847.p1	YEAST05162
OG0004668	TCONS_00011475.p1, TCONS_00011476.p1	YEAST01610
OG0004669	TCONS_00039826.p1	YEAST00949
OG0004670	TCONS_00003641.p1	YEAST03416
OG0004671	TCONS_00006316.p1	YEAST02606
OG0004674	TCONS_00054555.p1	YEAST05448
OG0004675	TCONS_00046779.p1	YEAST05072, YEAST02983
OG0004676	TCONS_00011282.p1, TCONS_00011302.p1	YEAST05785, YEAST00056, YEAST02694
OG0004678	TCONS_00015474.p1	YEAST02777, YEAST04846
OG0004682	TCONS_00052713.p1	YEAST02876
OG0004683	TCONS_00010745.p1	YEAST00676
OG0004684	TCONS_00012132.p1	YEAST05643
OG0004685	TCONS_00006441.p1	YEAST04200
OG0004687	TCONS_00048164.p1	YEAST00982
OG0004691	TCONS_00009715.p1	YEAST00819
OG0004699	TCONS_00005201.p1	YEAST05453
OG0004702	TCONS_00019245.p1	YEAST03387
OG0004703	TCONS_00005135.p1	YEAST00841
OG0004705	TCONS_00043362.p1	YEAST05591
OG0004708	TCONS_00006281.p1	YEAST04540
OG0004711	TCONS_00045738.p1	YEAST03281
OG0004715	TCONS_00053462.p1, TCONS_00054586.p1	YEAST00409
OG0004728	TCONS_00020679.p1	YEAST04662, YEAST00882
OG0004733	TCONS_00029723.p1	YEAST06337
OG0004735	TCONS_00055782.p1	YEAST04508
OG0004739	TCONS_00012937.p1, TCONS_00012934.p1	YEAST01817
OG0004740	TCONS_00010514.p1	YEAST04029
OG0004743	TCONS_00057249.p1	YEAST04299
OG0004747	TCONS_00019749.p1	YEAST01134
OG0004748	TCONS_00034486.p1	YEAST03942
OG0004749	TCONS_00008080.p1	YEAST05904
OG0004753	TCONS_00052206.p1, TCONS_00052205.p1	YEAST04746
OG0004755	TCONS_00021277.p1	YEAST03690
OG0004756	TCONS_00018319.p1	YEAST03704
OG0004759	TCONS_00010774.p1	YEAST02912
OG0004760	TCONS_00017835.p1	YEAST01847
OG0004764	TCONS_00053402.p1	YEAST04443, YEAST04345
OG0004765	TCONS_00054229.p1	YEAST02487
OG0004766	TCONS_00013326.p1	YEAST01053
OG0004767	TCONS_00012270.p1	YEAST03559
OG0004768	TCONS_00043356.p1, TCONS_00043345.p1	YEAST02666
OG0004769	TCONS_00015481.p1	YEAST06228
OG0004770	TCONS_00002044.p1	YEAST03432
OG0004774	TCONS_00012582.p1	YEAST06062
OG0004785	TCONS_00055596.p1	YEAST04153
OG0004786	TCONS_00055988.p1, TCONS_00057311.p1, TCONS_00055989.p1	YEAST01015
OG0004787	TCONS_00009487.p1, TCONS_00050783.p1	YEAST02164
OG0004792	TCONS_00006873.p1, TCONS_00006885.p1	YEAST02299
OG0004795	TCONS_00051512.p1	YEAST02163
OG0004797	TCONS_00046886.p1, TCONS_00045587.p1	YEAST00371
OG0004805	TCONS_00021404.p1	YEAST03570
OG0004808	TCONS_00052239.p1, TCONS_00052238.p1	YEAST02354
OG0004811	TCONS_00007185.p1	YEAST01683
OG0004814	TCONS_00055959.p1	YEAST05710
OG0004816	TCONS_00024891.p1, TCONS_00024858.p1	YEAST04664
OG0004819	TCONS_00018134.p1	YEAST00279
OG0004820	TCONS_00002002.p1, TCONS_00001992.p1	YEAST05404
OG0004822	TCONS_00033269.p1	YEAST03199
OG0004833	TCONS_00031425.p1	YEAST01309
OG0004836	TCONS_00004738.p1	YEAST00658
OG0004840	TCONS_00014850.p1	YEAST01399
OG0004841	TCONS_00008204.p1	YEAST01375
OG0004842	TCONS_00009293.p1	YEAST05083
OG0004843	TCONS_00007791.p1	YEAST03163
OG0004844	TCONS_00025887.p1	YEAST01571
OG0004848	TCONS_00025437.p1	YEAST02387
OG0004849	TCONS_00045335.p1	YEAST06335
OG0004850	TCONS_00039468.p1	YEAST05082, YEAST02977
OG0004851	TCONS_00028417.p1	YEAST02907
OG0004852	TCONS_00014672.p1	YEAST00825
OG0004854	TCONS_00042557.p1	YEAST00889, YEAST04304
OG0004855	TCONS_00043841.p1	YEAST03252
OG0004856	TCONS_00043945.p1	YEAST05973
OG0004858	TCONS_00006307.p1	YEAST04268
OG0004863	TCONS_00024838.p1	YEAST00862
OG0004864	TCONS_00047784.p1	YEAST00264
OG0004874	TCONS_00008001.p1, TCONS_00008004.p1, TCONS_00008000.p1	YEAST04564
OG0004875	TCONS_00052844.p1	YEAST02491
OG0004877	TCONS_00042354.p1	YEAST05247
OG0004879	TCONS_00022742.p1	YEAST01311
OG0004880	TCONS_00012473.p1	YEAST06046
OG0004881	TCONS_00050150.p1, TCONS_00050257.p1	YEAST00141
OG0004886	TCONS_00007209.p1	YEAST05077
OG0004887	TCONS_00046849.p1	YEAST05734
OG0004893	TCONS_00046271.p1	YEAST04667, YEAST00405
OG0004896	TCONS_00016498.p1, TCONS_00015431.p1	YEAST06193
OG0004897	TCONS_00031065.p1	YEAST03127, YEAST00642
OG0004898	TCONS_00049994.p1, TCONS_00035515.p1	YEAST01269
OG0004902	TCONS_00010333.p1	YEAST00933
OG0004903	TCONS_00008384.p1	YEAST03539
OG0004906	TCONS_00013722.p1	YEAST02770
OG0004911	TCONS_00026215.p1, TCONS_00003002.p1	YEAST04765
OG0004913	TCONS_00022463.p1	YEAST01636
OG0004914	TCONS_00006849.p1	YEAST03369
OG0004917	TCONS_00044887.p1	YEAST00244
OG0004922	TCONS_00028189.p1	YEAST03302
OG0004924	TCONS_00017758.p1, TCONS_00006927.p1	YEAST03555, YEAST03277
OG0004928	TCONS_00017771.p1	YEAST00311
OG0004932	TCONS_00016600.p1	YEAST04654
OG0004935	TCONS_00015687.p1	YEAST02167
OG0004940	TCONS_00045542.p1	YEAST05107, YEAST05559
OG0004941	TCONS_00048801.p1	YEAST03194
OG0004947	TCONS_00057121.p1	YEAST05164
OG0004948	TCONS_00023026.p1, TCONS_00023027.p1, TCONS_00023014.p1	YEAST02275
OG0004949	TCONS_00022963.p1	YEAST04201
OG0004952	TCONS_00009854.p1	YEAST02477
OG0004954	TCONS_00045843.p1	YEAST06058
OG0004962	TCONS_00056119.p1	YEAST04400
OG0004963	TCONS_00034989.p1	YEAST04940
OG0004964	TCONS_00056774.p1	YEAST04104
OG0004968	TCONS_00009192.p1	YEAST03489
OG0004969	TCONS_00022934.p1	YEAST02591
OG0004970	TCONS_00000575.p1	YEAST04414
OG0004971	TCONS_00054630.p1	YEAST05364
OG0004972	TCONS_00013161.p1	YEAST03511
OG0004975	TCONS_00052759.p1	YEAST00144, YEAST01994
OG0004976	TCONS_00042278.p1, TCONS_00042230.p1	YEAST05983
OG0004977	TCONS_00055134.p1, TCONS_00055143.p1	YEAST06017
OG0004979	TCONS_00056542.p1	YEAST06027
OG0004980	TCONS_00029923.p1	YEAST05221
OG0004981	TCONS_00056106.p1	YEAST03914, YEAST04639
OG0004985	TCONS_00049444.p1	YEAST03498
OG0004988	TCONS_00006657.p1	YEAST05990
OG0004989	TCONS_00036358.p1	YEAST04576
OG0004990	TCONS_00048502.p1	YEAST04419
OG0004992	TCONS_00016696.p1, TCONS_00016698.p1	YEAST05627
OG0004996	TCONS_00048137.p1, TCONS_00034817.p1	YEAST04793
OG0004997	TCONS_00027114.p1	YEAST01342
OG0005002	TCONS_00029682.p1	YEAST05414
OG0005003	TCONS_00027331.p1	YEAST02467, YEAST00216
OG0005006	TCONS_00032538.p1	YEAST06096
OG0005007	TCONS_00021128.p1	YEAST03893
OG0005014	TCONS_00006395.p1	YEAST02538
OG0005015	TCONS_00031323.p2	YEAST01649, YEAST01932
OG0005038	TCONS_00049376.p1, TCONS_00049385.p1	YEAST02861
OG0005040	TCONS_00001442.p1	YEAST04778
OG0005047	TCONS_00042749.p1	YEAST01837
OG0005053	TCONS_00053899.p1, TCONS_00053898.p1	YEAST00680
OG0005055	TCONS_00010109.p1	YEAST02159
OG0005059	TCONS_00015857.p1	YEAST03737
OG0005067	TCONS_00019030.p1, TCONS_00019029.p1	YEAST06051
OG0005069	TCONS_00055907.p1	YEAST03130
OG0005073	TCONS_00018784.p1	YEAST00873
OG0005076	TCONS_00027950.p1	YEAST04563
OG0005081	TCONS_00003583.p1	YEAST03124
OG0005083	TCONS_00001234.p1	YEAST00678, YEAST05235
OG0005084	TCONS_00047866.p1	YEAST03782
OG0005085	TCONS_00054302.p1	YEAST06159
OG0005086	TCONS_00047898.p1	YEAST00205
OG0005087	TCONS_00039832.p1	YEAST00816
OG0005088	TCONS_00052509.p1	YEAST05769, YEAST03125
OG0005089	TCONS_00029428.p1	YEAST04644
OG0005090	TCONS_00012662.p1	YEAST00338
OG0005091	TCONS_00042549.p1	YEAST05089
OG0005093	TCONS_00000868.p1	YEAST01810
OG0005096	TCONS_00014098.p1	YEAST00667
OG0005097	TCONS_00012283.p1	YEAST05071
OG0005099	TCONS_00013795.p1	YEAST01396
OG0005100	TCONS_00009296.p1	YEAST02389
OG0005104	TCONS_00008824.p1	YEAST05248
OG0005106	TCONS_00044095.p1	YEAST06065, YEAST00421
OG0005107	TCONS_00052274.p1, TCONS_00038130.p1	YEAST06099
OG0005109	TCONS_00055593.p1	YEAST05204, YEAST00612
OG0005111	TCONS_00051180.p1	YEAST06212, YEAST04032
OG0005114	TCONS_00050076.p1	YEAST02131
OG0005117	TCONS_00051070.p1, TCONS_00051106.p1	YEAST06050
OG0005121	TCONS_00056530.p1	YEAST02052
OG0005124	TCONS_00011766.p1	YEAST04099
OG0005130	TCONS_00042834.p1	YEAST03863
OG0005139	TCONS_00002289.p1	YEAST04015
OG0005142	TCONS_00051436.p1, TCONS_00051432.p1	YEAST03890
OG0005143	TCONS_00021129.p1	YEAST00443
OG0005144	TCONS_00054106.p1	YEAST04065
OG0005146	TCONS_00010766.p1	YEAST02971
OG0005149	TCONS_00001664.p1, TCONS_00001663.p1	YEAST03025, YEAST02738
OG0005151	TCONS_00021248.p1	YEAST03382
OG0005152	TCONS_00026582.p1	YEAST00847
OG0005157	TCONS_00055842.p1	YEAST02981
OG0005160	TCONS_00027746.p1	YEAST06113
OG0005164	TCONS_00022189.p1	YEAST06283
OG0005168	TCONS_00012124.p1	YEAST06272
OG0005175	TCONS_00012109.p1	YEAST05445
OG0005176	TCONS_00006762.p1	YEAST00218
OG0005178	TCONS_00042602.p1, TCONS_00042599.p1	YEAST04497
OG0005179	TCONS_00043901.p1, TCONS_00043891.p1	YEAST05659
OG0005183	TCONS_00016759.p1, TCONS_00025508.p1	YEAST05308
OG0005184	TCONS_00043227.p1	YEAST00492
OG0005187	TCONS_00047886.p1	YEAST05234
OG0005188	TCONS_00055480.p1	YEAST01554
OG0005191	TCONS_00053204.p1	YEAST00993
OG0005192	TCONS_00053556.p1	YEAST05720
OG0005194	TCONS_00026059.p1	YEAST04086
OG0005196	TCONS_00036557.p1, TCONS_00036564.p1	YEAST01388
OG0005198	TCONS_00024761.p1, TCONS_00024798.p1	YEAST00327
OG0005200	TCONS_00052140.p1	YEAST01016
OG0005201	TCONS_00035259.p1, TCONS_00035260.p1	YEAST00082
OG0005203	TCONS_00002871.p1	YEAST02207
OG0005204	TCONS_00014748.p1	YEAST01178
OG0005205	TCONS_00055275.p1	YEAST01046
OG0005208	TCONS_00014240.p1	YEAST01429
OG0005212	TCONS_00014352.p1	YEAST06147
OG0005220	TCONS_00042043.p1	YEAST04357
OG0005221	TCONS_00027098.p1	YEAST03209
OG0005222	TCONS_00008079.p1, TCONS_00008078.p1	YEAST05518
OG0005224	TCONS_00002918.p1	YEAST06324
OG0005225	TCONS_00051606.p1, TCONS_00050507.p1	YEAST05094
OG0005227	TCONS_00043693.p1	YEAST05529
OG0005228	TCONS_00026095.p1	YEAST05916
OG0005229	TCONS_00021306.p1	YEAST04766
OG0005231	TCONS_00020201.p1	YEAST02681
OG0005233	TCONS_00050890.p1	YEAST00564
OG0005237	TCONS_00012154.p1	YEAST05398
OG0005238	TCONS_00054668.p1	YEAST00351
OG0005239	TCONS_00009655.p1	YEAST04499
OG0005240	TCONS_00019115.p1	YEAST03058
OG0005244	TCONS_00014883.p1	YEAST06021
OG0005247	TCONS_00042949.p1	YEAST06314
OG0005249	TCONS_00014877.p1	YEAST03446
OG0005251	TCONS_00002390.p1	YEAST00934
OG0005254	TCONS_00013105.p1	YEAST00814
OG0005259	TCONS_00048110.p1	YEAST04276
OG0005261	TCONS_00018305.p1	YEAST01831
OG0005262	TCONS_00050628.p1	YEAST05458
OG0005264	TCONS_00020937.p1	YEAST03506
OG0005267	TCONS_00010086.p1	YEAST03513
OG0005269	TCONS_00048796.p1	YEAST03314
OG0005273	TCONS_00002165.p1, TCONS_00002167.p1	YEAST04916
OG0005275	TCONS_00049281.p1	YEAST03695
OG0005277	TCONS_00054359.p1	YEAST04186
OG0005279	TCONS_00007766.p1	YEAST05219
OG0005280	TCONS_00027640.p1	YEAST00305
OG0005281	TCONS_00026194.p1	YEAST05694
OG0005285	TCONS_00056273.p1	YEAST03115
OG0005289	TCONS_00015495.p1	YEAST03438
OG0005292	TCONS_00002776.p1	YEAST01718
OG0005293	TCONS_00018242.p1	YEAST03033
OG0005294	TCONS_00054205.p1	YEAST01981
OG0005298	TCONS_00054886.p1, TCONS_00054887.p1	YEAST03696
OG0005299	TCONS_00008418.p1, TCONS_00007124.p1	YEAST00788
OG0005300	TCONS_00048994.p1	YEAST04941
OG0005304	TCONS_00014747.p1	YEAST05397
OG0005309	TCONS_00030814.p1	YEAST03670
OG0005312	TCONS_00006588.p1	YEAST05201, YEAST04689
OG0005314	TCONS_00001669.p1	YEAST05231, YEAST01835
OG0005316	TCONS_00007669.p1	YEAST02690
OG0005317	TCONS_00000493.p1	YEAST03232
OG0005318	TCONS_00044824.p1, TCONS_00054613.p1, TCONS_00054694.p1, TCONS_00054680.p1	YEAST02932
OG0005319	TCONS_00029725.p1	YEAST00507
OG0005323	TCONS_00029424.p1	YEAST01809
OG0005324	TCONS_00016140.p1	YEAST02894
OG0005360	TCONS_00028745.p1	YEAST05037
OG0005365	TCONS_00031433.p1	YEAST00555
OG0005366	TCONS_00010763.p1	YEAST05488
OG0005371	TCONS_00032503.p1, TCONS_00032504.p1, TCONS_00032505.p1	YEAST06170
OG0005373	TCONS_00022228.p1	YEAST05422
OG0005374	TCONS_00000999.p1	YEAST05714
OG0005375	TCONS_00002718.p1, TCONS_00002720.p1	YEAST03962
OG0005379	TCONS_00041647.p1	YEAST03216
OG0005390	TCONS_00054232.p1	YEAST03532
OG0005391	TCONS_00020482.p1, TCONS_00020472.p1	YEAST02166
OG0005393	TCONS_00019632.p1	YEAST04280
OG0005394	TCONS_00008862.p1	YEAST00853
OG0005396	TCONS_00022727.p1	YEAST05100
OG0005399	TCONS_00050826.p1	YEAST03052
OG0005402	TCONS_00052201.p1	YEAST00454, YEAST00455
OG0005403	TCONS_00029726.p1	YEAST03894
OG0005406	TCONS_00040798.p1	YEAST00801
OG0005409	TCONS_00007454.p1	YEAST01305
OG0005412	TCONS_00019488.p1	YEAST00286
OG0005413	TCONS_00020491.p1	YEAST00212
OG0005417	TCONS_00013482.p1	YEAST02517
OG0005422	TCONS_00009911.p1, TCONS_00019005.p1	YEAST00744
OG0005430	TCONS_00007541.p1	YEAST02046
OG0005431	TCONS_00044868.p1	YEAST00653
OG0005432	TCONS_00005164.p1	YEAST00083
OG0005433	TCONS_00043311.p1, TCONS_00029216.p1	YEAST00126
OG0005435	TCONS_00019225.p1	YEAST02973
OG0005437	TCONS_00003880.p1	YEAST04554
OG0005438	TCONS_00044317.p1, TCONS_00015106.p1	YEAST03985
OG0005439	TCONS_00016973.p1	YEAST00480, YEAST02388
OG0005446	TCONS_00002283.p1	YEAST02856
OG0005448	TCONS_00000351.p1	YEAST00061
OG0005451	TCONS_00046006.p1	YEAST02174
OG0005455	TCONS_00056817.p1	YEAST01906
OG0005464	TCONS_00008361.p1	YEAST03289
OG0005465	TCONS_00011014.p1	YEAST02925
OG0005466	TCONS_00020837.p1	YEAST04413
OG0005468	TCONS_00007603.p1	YEAST03549
OG0005469	TCONS_00019786.p1	YEAST03750
OG0005470	TCONS_00053193.p1	YEAST05805
OG0005471	TCONS_00006666.p1	YEAST02704
OG0005474	TCONS_00014044.p1	YEAST05625
OG0005476	TCONS_00049597.p1	YEAST00929
OG0005479	TCONS_00008945.p1	YEAST06140
OG0005481	TCONS_00002153.p1	YEAST02988
OG0005482	TCONS_00010208.p1	YEAST06080
OG0005484	TCONS_00042361.p1	YEAST05993
OG0005488	TCONS_00004875.p1	YEAST02834
OG0005489	TCONS_00000093.p2	YEAST02006
OG0005490	TCONS_00019474.p1	YEAST02289
OG0005493	TCONS_00026820.p1	YEAST03669
OG0005495	TCONS_00022213.p1	YEAST04982
OG0005498	TCONS_00055471.p1	YEAST02944
OG0005499	TCONS_00030823.p1	YEAST00316
OG0005503	TCONS_00040005.p1, TCONS_00040021.p1, TCONS_00040027.p1	YEAST01883
OG0005504	TCONS_00014155.p1	YEAST02859
OG0005508	TCONS_00033191.p2, TCONS_00033192.p1, TCONS_00033178.p1	YEAST05735
OG0005511	TCONS_00053818.p1	YEAST04889
OG0005514	TCONS_00006472.p1	YEAST00756
OG0005524	TCONS_00012295.p1	YEAST04752
OG0005527	TCONS_00023389.p1, TCONS_00023355.p1	YEAST05177
OG0005531	TCONS_00000104.p1, TCONS_00038720.p1	YEAST02508
OG0005533	TCONS_00055786.p1	YEAST05670
OG0005535	TCONS_00005512.p1	YEAST03305
OG0005537	TCONS_00000523.p1	YEAST00932
OG0005539	TCONS_00046527.p1	YEAST01881
OG0005540	TCONS_00029289.p1, TCONS_00029288.p1	YEAST04214
OG0005554	TCONS_00057016.p1	YEAST01003
OG0005556	TCONS_00055187.p1, TCONS_00055156.p1	YEAST01807
OG0005559	TCONS_00000429.p1, TCONS_00000428.p1	YEAST02680
OG0005560	TCONS_00046570.p1, TCONS_00046598.p1	YEAST01996
OG0005561	TCONS_00019642.p1	YEAST05048
OG0005562	TCONS_00034798.p1	YEAST02317
OG0005563	TCONS_00042835.p1	YEAST03552
OG0005564	TCONS_00016490.p1	YEAST02525
OG0005566	TCONS_00005551.p1	YEAST02934
OG0005569	TCONS_00024188.p1	YEAST01288
OG0005570	TCONS_00043776.p1	YEAST05155
OG0005572	TCONS_00021333.p1	YEAST04844
OG0005573	TCONS_00025374.p1	YEAST00059
OG0005574	TCONS_00029427.p1	YEAST02083
OG0005575	TCONS_00006379.p1	YEAST02256
OG0005580	TCONS_00037773.p1	YEAST03612
OG0005582	TCONS_00011142.p1	YEAST06134
OG0005584	TCONS_00028481.p1	YEAST03140, YEAST03524
OG0005589	TCONS_00020037.p1	YEAST06142
OG0005590	TCONS_00002648.p1	YEAST05462
OG0005592	TCONS_00008222.p1	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	TCONS_00044927.p1	YEAST04980
OG0005595	TCONS_00026634.p1	YEAST01803
OG0005597	TCONS_00021833.p1	YEAST02753
OG0005598	TCONS_00022722.p1	YEAST01870
OG0005599	TCONS_00049658.p1	YEAST01798
OG0005600	TCONS_00047802.p1	YEAST00206
OG0005604	TCONS_00025624.p1	YEAST03276
OG0005605	TCONS_00030162.p1	YEAST01083
OG0005613	TCONS_00011077.p1	YEAST02714
OG0005618	TCONS_00053377.p1	YEAST04830
OG0005620	TCONS_00048633.p1	YEAST04915
OG0005622	TCONS_00010712.p1	YEAST05142
OG0005623	TCONS_00011578.p1	YEAST01590
OG0005626	TCONS_00004594.p1	YEAST02896
OG0005632	TCONS_00010518.p1	YEAST01025
OG0005636	TCONS_00035937.p1	YEAST04250, YEAST02533
OG0005641	TCONS_00046762.p1, TCONS_00045672.p1	YEAST05413
OG0005643	TCONS_00006374.p1	YEAST05368
OG0005645	TCONS_00034156.p1	YEAST03386
OG0005649	TCONS_00001806.p1	YEAST03683
OG0005652	TCONS_00047231.p1	YEAST02748
OG0005656	TCONS_00026714.p1	YEAST05558
OG0005660	TCONS_00005768.p1	YEAST04813
OG0005665	TCONS_00028488.p1	YEAST05074
OG0005681	TCONS_00022231.p1	YEAST01514
OG0005694	TCONS_00029769.p1	YEAST02311
OG0005701	TCONS_00013901.p1	YEAST03349
OG0005702	TCONS_00043976.p1	YEAST02337
OG0005703	TCONS_00012845.p1	YEAST00484
OG0005707	TCONS_00028279.p1	YEAST01682
OG0005715	TCONS_00019068.p1	YEAST05111
OG0005719	TCONS_00050798.p1	YEAST01866
OG0005723	TCONS_00049778.p1	YEAST05629
OG0005724	TCONS_00026773.p1	YEAST03029
OG0005728	TCONS_00009031.p1, TCONS_00009026.p1	YEAST03877
OG0005729	TCONS_00001538.p1	YEAST04879
OG0005731	TCONS_00013005.p1	YEAST04127
OG0005732	TCONS_00012552.p1	YEAST05411, YEAST00067
OG0005734	TCONS_00050791.p1	YEAST03845
OG0005747	TCONS_00051365.p1	YEAST02338
OG0005749	TCONS_00024069.p1	YEAST00550
OG0005750	TCONS_00041604.p1	YEAST05318
OG0005758	TCONS_00022868.p1	YEAST03970
OG0005764	TCONS_00034956.p1	YEAST03256
OG0005769	TCONS_00014902.p1	YEAST05614
OG0005774	TCONS_00055473.p1	YEAST01218
OG0005775	TCONS_00012663.p1	YEAST04199
OG0005779	TCONS_00014341.p1	YEAST03322
OG0005783	TCONS_00027659.p1, TCONS_00041557.p1	YEAST04090
OG0005784	TCONS_00027675.p1	YEAST06131
OG0005787	TCONS_00019348.p1	YEAST03651
OG0005789	TCONS_00019826.p1	YEAST06245
OG0005790	TCONS_00011402.p1	YEAST01022
OG0005792	TCONS_00011438.p1	YEAST02379
OG0005793	TCONS_00011931.p1, TCONS_00014942.p1	YEAST03437
OG0005794	TCONS_00057204.p1	YEAST03999
OG0005796	TCONS_00030821.p1	YEAST02169
OG0005797	TCONS_00026070.p1	YEAST04949
OG0005799	TCONS_00011261.p1	YEAST05573
OG0005800	TCONS_00019981.p1	YEAST03278
OG0005803	TCONS_00012639.p1	YEAST05968
OG0005805	TCONS_00005191.p1	YEAST01806
OG0005807	TCONS_00001178.p1, TCONS_00001189.p1	YEAST01275
OG0005811	TCONS_00009570.p1, TCONS_00009572.p1	YEAST01007
OG0005812	TCONS_00011432.p1	YEAST06095, YEAST02696, YEAST03626
OG0005814	TCONS_00023708.p1, TCONS_00029396.p1	YEAST01475
OG0005815	TCONS_00006289.p1	YEAST03739
OG0005819	TCONS_00052890.p1	YEAST04896
OG0005823	TCONS_00004827.p1, TCONS_00004846.p1	YEAST01415
OG0005828	TCONS_00004739.p1	YEAST00547
OG0005831	TCONS_00014142.p1	YEAST05339
OG0005832	TCONS_00008152.p1	YEAST00468
OG0005835	TCONS_00002870.p1	YEAST01714
OG0005837	TCONS_00052495.p1	YEAST02139
OG0005842	TCONS_00045265.p1	YEAST02254
OG0005843	TCONS_00016897.p1	YEAST02236
OG0005845	TCONS_00047948.p1	YEAST00903
OG0005848	TCONS_00056060.p1	YEAST01451, YEAST02858
OG0005849	TCONS_00055775.p1	YEAST01002
OG0005850	TCONS_00056153.p1	YEAST01618
OG0005860	TCONS_00020330.p1	YEAST01211
OG0005864	TCONS_00027112.p1	YEAST04171
OG0005865	TCONS_00051375.p1	YEAST02036
OG0005866	TCONS_00008742.p1	YEAST02662, YEAST00926, YEAST05389
OG0005869	TCONS_00007984.p1	YEAST04361
OG0005872	TCONS_00055123.p1	YEAST00119
OG0005874	TCONS_00055136.p1, TCONS_00055147.p1	YEAST05241
OG0005880	TCONS_00048495.p1	YEAST00456
OG0005886	TCONS_00011224.p1	YEAST01320
OG0005887	TCONS_00005654.p1	YEAST02429, YEAST01660
OG0005888	TCONS_00014775.p1	YEAST01289, YEAST02921
OG0005889	TCONS_00001401.p1	YEAST02568
OG0005893	TCONS_00043408.p1	YEAST05434
OG0005897	TCONS_00029761.p2	YEAST04730
OG0005898	TCONS_00012301.p1	YEAST04411
OG0005899	TCONS_00016079.p1	YEAST01832
OG0005901	TCONS_00018915.p1	YEAST04462
OG0005902	TCONS_00007045.p1	YEAST03800
OG0005906	TCONS_00057182.p1	YEAST01796
OG0005909	TCONS_00028261.p1	YEAST01623
OG0005919	TCONS_00016569.p1	YEAST06039
OG0005921	TCONS_00015541.p1	YEAST01856
OG0005922	TCONS_00047865.p1	YEAST03364
OG0005925	TCONS_00022401.p1	YEAST05583
OG0005928	TCONS_00052702.p1	YEAST02001
OG0005931	TCONS_00049675.p1	YEAST04950
OG0005932	TCONS_00049813.p1	YEAST02495
OG0005933	TCONS_00057220.p1, TCONS_00056057.p1	YEAST05705
OG0005936	TCONS_00037478.p1	YEAST03224
OG0005940	TCONS_00054966.p1	YEAST04035
OG0005943	TCONS_00012688.p1	YEAST00579
OG0005944	TCONS_00011482.p1	YEAST01316
OG0005946	TCONS_00047732.p1	YEAST05608
OG0005949	TCONS_00006019.p1, TCONS_00006018.p1	YEAST06253
OG0005954	TCONS_00006383.p1	YEAST01233
OG0005955	TCONS_00027126.p1	YEAST00616
OG0005960	TCONS_00027043.p1	YEAST04608
OG0005961	TCONS_00048515.p1	YEAST00672
OG0005965	TCONS_00026066.p1	YEAST02033
OG0005966	TCONS_00013188.p1	YEAST04113
OG0005968	TCONS_00008058.p1	YEAST05417
OG0005969	TCONS_00011911.p1	YEAST04558, YEAST04559
OG0005970	TCONS_00052897.p1	YEAST05328
OG0005974	TCONS_00015163.p1	YEAST06068
OG0005976	TCONS_00012837.p1	YEAST02136
OG0005978	TCONS_00019204.p1	YEAST01891
OG0005980	TCONS_00056561.p1	YEAST06132
OG0005984	TCONS_00054346.p1	YEAST04078, YEAST01479
OG0005985	TCONS_00038732.p1, TCONS_00031877.p1, TCONS_00038729.p1, TCONS_00057193.p1	YEAST00726
OG0005986	TCONS_00011846.p1	YEAST02056
OG0005987	TCONS_00022208.p1	YEAST05748
OG0005989	TCONS_00037768.p1	YEAST04850
OG0005991	TCONS_00043851.p1	YEAST06034
OG0005993	TCONS_00023452.p1, TCONS_00023494.p1	YEAST04496
OG0005995	TCONS_00048503.p1	YEAST01813
OG0005996	TCONS_00045527.p1	YEAST02670
OG0005998	TCONS_00005190.p1	YEAST04034
OG0006001	TCONS_00011884.p1	YEAST02335
OG0006003	TCONS_00053828.p1, TCONS_00053832.p1	YEAST05889
OG0006005	TCONS_00042240.p1, TCONS_00042293.p1	YEAST05024
OG0006011	TCONS_00006346.p1	YEAST02553
OG0006059	TCONS_00008892.p1	YEAST03490
OG0006063	TCONS_00031260.p1	YEAST00475
OG0006064	TCONS_00031053.p1, TCONS_00031044.p1	YEAST03138
OG0006065	TCONS_00028323.p1	YEAST06018
OG0006069	TCONS_00013802.p1	YEAST00670
OG0006071	TCONS_00026719.p1, TCONS_00041533.p1	YEAST02732
OG0006072	TCONS_00029592.p1	YEAST03317
OG0006073	TCONS_00011383.p1	YEAST06328
OG0006074	TCONS_00011881.p1	YEAST00045
OG0006079	TCONS_00027913.p1	YEAST05794
OG0006084	TCONS_00005258.p1	YEAST02308
OG0006087	TCONS_00019446.p1	YEAST02260
OG0006090	TCONS_00011737.p1	YEAST03852
OG0006095	TCONS_00015458.p1	YEAST03334
