Orthogroup	PFLAV	CAEEL
OG0000168	TCONS_00053064.p1, TCONS_00053107.p1, TCONS_00054243.p1, TCONS_00054242.p1	CAEEL19018
OG0000169	TCONS_00055516.p1	CAEEL15798
OG0000171	TCONS_00030867.p1	CAEEL11480
OG0000172	TCONS_00008117.p1, TCONS_00050580.p1, TCONS_00050577.p1, TCONS_00050572.p1, TCONS_00050578.p1, TCONS_00050687.p1	CAEEL04412
OG0000173	TCONS_00050113.p1, TCONS_00001427.p1, TCONS_00050114.p1	CAEEL04156
OG0000174	TCONS_00007700.p1	CAEEL12711
OG0000174	TCONS_00031729.p1, TCONS_00031730.p1, TCONS_00031733.p1, TCONS_00055107.p1	CAEEL09479
OG0000175	TCONS_00017269.p1, TCONS_00017270.p1	CAEEL19241
OG0000175	TCONS_00001217.p1, TCONS_00002337.p1, TCONS_00042595.p1, TCONS_00018779.p1, TCONS_00045899.p1, TCONS_00017752.p1, TCONS_00045898.p1, TCONS_00018778.p1, TCONS_00018813.p1, TCONS_00005844.p1, TCONS_00017737.p1, TCONS_00044823.p1, TCONS_00005845.p1, TCONS_00018812.p1, TCONS_00017185.p1	CAEEL15650, CAEEL01525, CAEEL01870
OG0000179	TCONS_00030795.p1, TCONS_00030794.p1	CAEEL13640
OG0000179	TCONS_00029363.p1	CAEEL02965, CAEEL06713
OG0000179	TCONS_00043115.p1, TCONS_00019355.p1	CAEEL19466, CAEEL07193
OG0000180	TCONS_00050792.p1, TCONS_00050492.p1, TCONS_00050491.p1, TCONS_00050793.p1	CAEEL03002, CAEEL02981, CAEEL03753
OG0000181	TCONS_00055710.p1	CAEEL07684
OG0000181	TCONS_00049665.p1	CAEEL10858
OG0000181	TCONS_00025678.p1	CAEEL10772
OG0000181	TCONS_00054994.p1	CAEEL12632
OG0000183	TCONS_00017266.p1	CAEEL16310, CAEEL16311, CAEEL16312
OG0000183	TCONS_00040868.p1	CAEEL18435
OG0000184	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1	CAEEL11515, CAEEL12978, CAEEL08834, CAEEL11519, CAEEL16164
OG0000185	TCONS_00008087.p1	CAEEL14200
OG0000186	TCONS_00021409.p1	CAEEL18013
OG0000188	TCONS_00008971.p1, TCONS_00007865.p1	CAEEL13361
OG0000188	TCONS_00031463.p1	CAEEL20699
OG0000193	TCONS_00009428.p1	CAEEL09482, CAEEL14826
OG0000193	TCONS_00053376.p1, TCONS_00054353.p1, TCONS_00041560.p1	CAEEL11204, CAEEL11203, CAEEL08224, CAEEL02079
OG0000194	TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1	CAEEL11235, CAEEL19589, CAEEL17687, CAEEL19382
OG0000195	TCONS_00050953.p1, TCONS_00052055.p1, TCONS_00051871.p1, TCONS_00052104.p1, TCONS_00052117.p1, TCONS_00051714.p1	CAEEL13568, CAEEL02653, CAEEL02314, CAEEL02312
OG0000197	TCONS_00011623.p1, TCONS_00010171.p1, TCONS_00008007.p1	CAEEL04387
OG0000197	TCONS_00028133.p1	CAEEL01207, CAEEL01205, CAEEL16235, CAEEL16239, CAEEL13188
OG0000200	TCONS_00021598.p1	CAEEL12936, CAEEL14770, CAEEL14767, CAEEL14769, CAEEL14768, CAEEL14529, CAEEL12940, CAEEL13152
OG0000201	TCONS_00006002.p1	CAEEL07587
OG0000202	TCONS_00056864.p1	CAEEL09165
OG0000203	TCONS_00051437.p1	CAEEL09812
OG0000205	TCONS_00011551.p1	CAEEL13029
OG0000205	TCONS_00034971.p1, TCONS_00013738.p1, TCONS_00057258.p1	CAEEL07272, CAEEL07274, CAEEL07273
OG0000207	TCONS_00008213.p1	CAEEL05874, CAEEL00203
OG0000210	TCONS_00021209.p1	CAEEL19469
OG0000211	TCONS_00010951.p1	CAEEL15290
OG0000211	TCONS_00028192.p1	CAEEL01111, CAEEL01112
OG0000211	TCONS_00029746.p1	CAEEL02311
OG0000218	TCONS_00006721.p1, TCONS_00020361.p1, TCONS_00020359.p1, TCONS_00020360.p1, TCONS_00031236.p1, TCONS_00030350.p1, TCONS_00008329.p1, TCONS_00031233.p1, TCONS_00005607.p1, TCONS_00005606.p1, TCONS_00020097.p1, TCONS_00002827.p1	CAEEL07824, CAEEL20213
OG0000221	TCONS_00004344.p1, TCONS_00003306.p1	CAEEL10747
OG0000223	TCONS_00026631.p1	CAEEL01621, CAEEL00892
OG0000225	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1	CAEEL00458, CAEEL19815, CAEEL15154, CAEEL15740, CAEEL15741, CAEEL19370, CAEEL18881
OG0000226	TCONS_00055059.p1, TCONS_00025573.p1, TCONS_00025572.p1, TCONS_00025576.p1, TCONS_00025577.p1, TCONS_00025575.p1, TCONS_00029303.p1, TCONS_00012426.p1, TCONS_00012423.p1, TCONS_00037912.p1, TCONS_00037960.p1, TCONS_00010603.p1, TCONS_00010618.p1, TCONS_00010602.p1	CAEEL12318
OG0000227	TCONS_00055571.p1, TCONS_00003628.p1, TCONS_00003624.p1	CAEEL19645
OG0000229	TCONS_00025284.p1, TCONS_00047417.p1, TCONS_00025283.p1, TCONS_00025285.p1, TCONS_00025299.p1, TCONS_00023882.p1, TCONS_00025301.p1, TCONS_00025286.p1, TCONS_00025282.p1, TCONS_00015393.p1, TCONS_00023370.p1, TCONS_00023406.p1, TCONS_00023867.p1, TCONS_00023871.p1, TCONS_00025281.p1, TCONS_00054421.p1	CAEEL06197, CAEEL17603, CAEEL13012, CAEEL06557, CAEEL18948, CAEEL14398, CAEEL00944, CAEEL00539, CAEEL02569, CAEEL04344, CAEEL20487, CAEEL15045, CAEEL08855, CAEEL08478
OG0000230	TCONS_00045017.p1, TCONS_00049834.p1	CAEEL14845, CAEEL19792
OG0000230	TCONS_00023886.p1, TCONS_00023904.p1, TCONS_00046346.p1, TCONS_00046345.p1, TCONS_00046350.p1, TCONS_00045251.p1, TCONS_00045255.p1	CAEEL16226, CAEEL13679, CAEEL03009, CAEEL10796, CAEEL05825, CAEEL03884, CAEEL05141, CAEEL04123, CAEEL04876
OG0000231	TCONS_00043985.p1	CAEEL08481
OG0000231	TCONS_00009410.p1, TCONS_00009430.p1	CAEEL01724
OG0000231	TCONS_00009429.p1	CAEEL09666, CAEEL09673
OG0000233	TCONS_00016132.p1	CAEEL19660, CAEEL15634
OG0000234	TCONS_00019067.p1	CAEEL02295
OG0000234	TCONS_00036893.p1	CAEEL03013, CAEEL03014
OG0000235	TCONS_00007667.p1, TCONS_00007666.p1, TCONS_00008045.p1, TCONS_00008047.p1, TCONS_00008044.p1, TCONS_00008995.p1, TCONS_00008046.p1, TCONS_00009249.p1, TCONS_00011152.p1, TCONS_00011151.p1, TCONS_00026367.p1, TCONS_00045192.p1, TCONS_00009826.p1, TCONS_00009825.p1, TCONS_00009829.p1, TCONS_00009828.p1, TCONS_00026366.p1, TCONS_00007960.p1, TCONS_00007962.p1, TCONS_00009172.p1	CAEEL10795, CAEEL07012
OG0000236	TCONS_00014870.p1	CAEEL19835
OG0000238	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387
OG0000239	TCONS_00010986.p1	CAEEL14926
OG0000242	TCONS_00037535.p1	CAEEL05291
OG0000242	TCONS_00037523.p1, TCONS_00037527.p1, TCONS_00041111.p1, TCONS_00037528.p1, TCONS_00037532.p1, TCONS_00037530.p1, TCONS_00037534.p1, TCONS_00037536.p1, TCONS_00036466.p1	CAEEL05302
OG0000242	TCONS_00041151.p1	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477
OG0000243	TCONS_00008357.p1, TCONS_00008708.p1, TCONS_00035917.p1	CAEEL13597, CAEEL13598
OG0000244	TCONS_00008563.p1, TCONS_00008866.p1, TCONS_00007548.p1, TCONS_00007547.p1, TCONS_00047686.p1, TCONS_00007494.p1, TCONS_00007501.p1	CAEEL11789, CAEEL12688
OG0000245	TCONS_00013875.p1	CAEEL20391
OG0000249	TCONS_00028296.p1, TCONS_00029300.p1, TCONS_00028297.p1, TCONS_00028298.p1	CAEEL00206
OG0000250	TCONS_00028853.p1	CAEEL11963
OG0000250	TCONS_00042963.p1	CAEEL07261
OG0000250	TCONS_00030782.p1	CAEEL04698
OG0000250	TCONS_00024627.p1, TCONS_00023621.p1	CAEEL06732
OG0000251	TCONS_00051376.p1, TCONS_00050216.p1, TCONS_00050210.p1, TCONS_00050208.p1, TCONS_00050218.p1, TCONS_00050201.p1, TCONS_00050209.p1, TCONS_00050206.p1, TCONS_00050213.p1, TCONS_00050207.p1, TCONS_00050200.p1	CAEEL03667
OG0000251	TCONS_00051029.p1	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	TCONS_00020857.p1	CAEEL05168
OG0000255	TCONS_00055357.p1, TCONS_00056545.p1, TCONS_00055361.p1, TCONS_00055362.p1, TCONS_00056553.p1, TCONS_00051668.p1, TCONS_00056554.p1, TCONS_00056555.p1, TCONS_00017301.p1, TCONS_00017109.p1, TCONS_00017302.p1	CAEEL05715
OG0000256	TCONS_00015961.p1	CAEEL11937, CAEEL19468
OG0000257	TCONS_00028283.p1	CAEEL01910, CAEEL15386
OG0000258	TCONS_00013487.p1	CAEEL19537
OG0000258	TCONS_00048565.p1	CAEEL09342
OG0000258	TCONS_00010222.p1	CAEEL15770
OG0000260	TCONS_00048892.p1, TCONS_00026041.p1	CAEEL11482
OG0000265	TCONS_00015778.p1	CAEEL20581
OG0000265	TCONS_00048368.p1	CAEEL10364
OG0000266	TCONS_00003608.p1	CAEEL19596
OG0000268	TCONS_00055333.p1	CAEEL08931
OG0000268	TCONS_00056936.p1	CAEEL08164
OG0000268	TCONS_00056937.p1	CAEEL07325
OG0000269	TCONS_00019840.p1, TCONS_00034551.p1	CAEEL10894
OG0000271	TCONS_00020111.p1, TCONS_00055227.p1	CAEEL07236
OG0000272	TCONS_00017292.p1	CAEEL11804, CAEEL19905
OG0000273	TCONS_00052743.p1	CAEEL18644
OG0000273	TCONS_00018452.p1	CAEEL20077
OG0000274	TCONS_00018216.p1, TCONS_00018218.p1, TCONS_00017161.p1, TCONS_00017165.p1, TCONS_00017168.p1, TCONS_00017166.p1, TCONS_00017159.p1, TCONS_00017167.p1	CAEEL11033
OG0000275	TCONS_00010942.p1	CAEEL14783
OG0000275	TCONS_00030369.p1	CAEEL11381, CAEEL10050
OG0000277	TCONS_00004938.p1	CAEEL07730, CAEEL07729
OG0000277	TCONS_00030524.p1	CAEEL11066
OG0000277	TCONS_00048401.p1, TCONS_00048767.p1	CAEEL07250, CAEEL00092, CAEEL02855
OG0000278	TCONS_00045615.p1	CAEEL07740
OG0000278	TCONS_00009844.p1	CAEEL07099
OG0000280	TCONS_00022393.p1	CAEEL07028
OG0000282	TCONS_00055293.p1, TCONS_00055299.p1, TCONS_00056469.p1, TCONS_00027175.p1, TCONS_00027170.p1, TCONS_00026202.p1	CAEEL11864
OG0000282	TCONS_00040339.p1, TCONS_00027173.p1	CAEEL04645
OG0000284	TCONS_00016164.p1, TCONS_00016165.p1, TCONS_00014716.p1, TCONS_00052056.p1, TCONS_00016169.p1, TCONS_00016167.p1	CAEEL18846
OG0000285	TCONS_00043103.p1, TCONS_00054759.p1, TCONS_00043100.p1, TCONS_00043101.p1	CAEEL14297, CAEEL16730
OG0000287	TCONS_00035908.p1, TCONS_00035885.p1, TCONS_00035872.p1, TCONS_00041236.p1, TCONS_00016530.p1	CAEEL18837
OG0000295	TCONS_00029629.p1, TCONS_00012326.p1, TCONS_00029630.p1, TCONS_00043691.p1, TCONS_00057179.p1, TCONS_00021860.p1	CAEEL04248, CAEEL10950
OG0000296	TCONS_00012101.p1	CAEEL14675
OG0000301	TCONS_00030460.p1, TCONS_00030157.p1	CAEEL11399
OG0000301	TCONS_00026109.p1	CAEEL18767
OG0000305	TCONS_00049715.p1	CAEEL19499
OG0000305	TCONS_00019745.p1, TCONS_00020377.p1, TCONS_00020272.p1, TCONS_00020270.p1	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	TCONS_00030411.p1, TCONS_00031228.p1, TCONS_00031225.p1	CAEEL11447, CAEEL11444, CAEEL11445
OG0000308	TCONS_00057161.p1, TCONS_00057159.p1, TCONS_00016811.p1, TCONS_00013898.p1, TCONS_00007411.p1	CAEEL00748
OG0000311	TCONS_00013819.p1, TCONS_00002596.p1	CAEEL19230
OG0000312	TCONS_00012089.p1, TCONS_00012092.p1, TCONS_00050599.p1	CAEEL19323
OG0000312	TCONS_00022862.p1	CAEEL16684
OG0000312	TCONS_00044132.p1, TCONS_00044224.p1	CAEEL08464
OG0000313	TCONS_00032763.p2	CAEEL06343
OG0000314	TCONS_00019617.p1, TCONS_00046664.p1	CAEEL05241
OG0000314	TCONS_00011630.p1, TCONS_00010465.p1	CAEEL14227, CAEEL02951
OG0000315	TCONS_00006045.p1	CAEEL07409
OG0000315	TCONS_00057165.p1	CAEEL07609
OG0000315	TCONS_00047575.p1	CAEEL07292
OG0000316	TCONS_00029806.p1	CAEEL01799
OG0000321	TCONS_00022869.p1	CAEEL19255
OG0000322	TCONS_00042436.p1, TCONS_00042439.p1, TCONS_00043750.p1, TCONS_00042966.p1, TCONS_00042965.p1, TCONS_00022689.p1	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	TCONS_00004750.p1, TCONS_00016624.p1, TCONS_00018984.p1, TCONS_00019989.p1	CAEEL08030
OG0000325	TCONS_00036208.p1, TCONS_00031253.p1, TCONS_00031254.p2, TCONS_00031256.p1, TCONS_00027308.p1, TCONS_00037462.p1	CAEEL01448, CAEEL10554
OG0000327	TCONS_00014538.p1, TCONS_00014537.p1, TCONS_00014516.p1	CAEEL18527
OG0000327	TCONS_00014515.p1	CAEEL06891
OG0000329	TCONS_00003596.p1, TCONS_00002563.p1, TCONS_00021337.p1, TCONS_00021560.p1, TCONS_00002564.p1, TCONS_00003595.p1, TCONS_00002569.p1, TCONS_00002574.p1, TCONS_00003563.p1	CAEEL05342
OG0000332	TCONS_00031477.p1	CAEEL10794
OG0000333	TCONS_00014899.p1	CAEEL20574
OG0000338	TCONS_00006807.p1, TCONS_00006253.p1	CAEEL02726
OG0000341	TCONS_00045365.p1	CAEEL02829
OG0000343	TCONS_00000994.p1	CAEEL00542
OG0000345	TCONS_00030626.p1, TCONS_00008130.p1, TCONS_00030018.p1, TCONS_00031146.p1	CAEEL09288
OG0000346	TCONS_00043164.p1	CAEEL10353
OG0000346	TCONS_00024454.p1	CAEEL01774
OG0000346	TCONS_00053050.p1, TCONS_00053093.p1, TCONS_00053053.p1, TCONS_00045309.p1, TCONS_00053051.p1, TCONS_00053095.p1	CAEEL04767
OG0000350	TCONS_00018385.p1	CAEEL13904
OG0000352	TCONS_00053533.p1	CAEEL05587
OG0000353	TCONS_00030001.p1	CAEEL10431, CAEEL10430
OG0000356	TCONS_00030074.p1	CAEEL10812
OG0000357	TCONS_00006771.p1, TCONS_00006770.p1	CAEEL07861
OG0000357	TCONS_00048191.p1	CAEEL10151, CAEEL05953
OG0000358	TCONS_00037242.p1, TCONS_00046701.p1	CAEEL13826
OG0000358	TCONS_00037179.p1, TCONS_00037161.p1, TCONS_00021276.p1, TCONS_00021752.p1	CAEEL19072
OG0000359	TCONS_00013824.p1	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	TCONS_00006052.p1, TCONS_00002464.p1	CAEEL04898, CAEEL01034, CAEEL00066
OG0000363	TCONS_00002468.p1	CAEEL12357, CAEEL16480
OG0000364	TCONS_00018286.p1, TCONS_00018299.p1, TCONS_00018279.p1, TCONS_00018290.p1, TCONS_00017256.p1, TCONS_00017257.p1, TCONS_00018289.p1, TCONS_00018297.p1, TCONS_00018296.p1, TCONS_00001102.p1, TCONS_00018287.p1, TCONS_00018291.p1, TCONS_00018285.p1, TCONS_00051252.p1, TCONS_00044480.p1, TCONS_00018765.p1, TCONS_00018763.p1, TCONS_00018754.p1, TCONS_00021390.p1	CAEEL18153, CAEEL18154
OG0000365	TCONS_00053833.p1	CAEEL03052
OG0000367	TCONS_00049440.p1, TCONS_00017935.p1	CAEEL11241
OG0000372	TCONS_00057185.p1	CAEEL09938
OG0000372	TCONS_00044124.p1	CAEEL06634
OG0000372	TCONS_00055414.p1	CAEEL11042
OG0000373	TCONS_00006362.p1	CAEEL08053
OG0000373	TCONS_00014579.p1	CAEEL15442, CAEEL15129, CAEEL10313, CAEEL08693, CAEEL00731, CAEEL00550, CAEEL14746, CAEEL12229, CAEEL14071, CAEEL05508, CAEEL05560, CAEEL16400, CAEEL10659
OG0000374	TCONS_00002546.p1	CAEEL04637
OG0000378	TCONS_00001951.p1	CAEEL01589
OG0000378	TCONS_00017780.p1	CAEEL18606
OG0000382	TCONS_00048188.p1	CAEEL10275
OG0000385	TCONS_00050815.p1, TCONS_00000219.p1	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	TCONS_00043656.p1, TCONS_00042332.p1, TCONS_00043659.p1, TCONS_00043657.p1, TCONS_00042334.p1	CAEEL17145, CAEEL18283, CAEEL17728, CAEEL17729
OG0000389	TCONS_00031058.p1	CAEEL08944, CAEEL11888
OG0000391	TCONS_00052772.p1	CAEEL03981, CAEEL10348, CAEEL18760
OG0000391	TCONS_00010343.p1, TCONS_00025392.p1, TCONS_00027258.p1, TCONS_00002650.p1, TCONS_00010176.p1, TCONS_00003870.p1, TCONS_00036998.p1, TCONS_00005273.p1, TCONS_00005270.p1	CAEEL07480, CAEEL01186
OG0000392	TCONS_00053118.p1	CAEEL03273
OG0000393	TCONS_00035297.p1, TCONS_00035111.p1, TCONS_00000681.p1	CAEEL14690
OG0000393	TCONS_00007376.p1	CAEEL00138
OG0000395	TCONS_00040481.p1	CAEEL11086
OG0000399	TCONS_00010744.p1	CAEEL18399
OG0000399	TCONS_00046673.p1	CAEEL01136
OG0000399	TCONS_00033335.p1	CAEEL00515
OG0000401	TCONS_00006320.p1, TCONS_00006317.p1, TCONS_00056947.p1	CAEEL07254
OG0000402	TCONS_00027661.p1, TCONS_00041558.p1	CAEEL20859
OG0000402	TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1	CAEEL09914, CAEEL09915
OG0000404	TCONS_00054293.p1	CAEEL04503
OG0000404	TCONS_00023670.p1	CAEEL15426, CAEEL16075, CAEEL12808
OG0000404	TCONS_00054292.p1	CAEEL20480
OG0000405	TCONS_00029005.p1	CAEEL01740
OG0000409	TCONS_00047639.p1, TCONS_00047634.p1, TCONS_00047635.p1, TCONS_00047642.p1, TCONS_00049330.p1, TCONS_00049333.p1, TCONS_00049000.p1	CAEEL09896
OG0000409	TCONS_00026510.p1, TCONS_00026514.p1, TCONS_00026515.p1	CAEEL15456, CAEEL10905, CAEEL20533, CAEEL10710
OG0000411	TCONS_00000518.p1, TCONS_00015591.p1	CAEEL02373
OG0000412	TCONS_00047562.p1	CAEEL11655
OG0000412	TCONS_00031385.p1	CAEEL09909
OG0000412	TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1	CAEEL20650
OG0000413	TCONS_00011626.p1	CAEEL15525
OG0000413	TCONS_00021738.p1	CAEEL18945
OG0000424	TCONS_00036179.p1, TCONS_00031446.p1, TCONS_00031445.p1	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	TCONS_00010844.p1, TCONS_00038275.p1, TCONS_00038300.p1	CAEEL13865, CAEEL13864
OG0000426	TCONS_00026285.p1	CAEEL19943
OG0000426	TCONS_00012333.p1	CAEEL20473
OG0000427	TCONS_00025042.p1, TCONS_00051959.p1, TCONS_00051958.p1, TCONS_00051956.p1, TCONS_00051953.p1, TCONS_00051957.p1, TCONS_00051963.p1	CAEEL05100
OG0000429	TCONS_00034584.p1, TCONS_00017970.p1, TCONS_00017972.p1, TCONS_00016816.p1, TCONS_00017888.p1, TCONS_00017886.p1, TCONS_00016915.p1, TCONS_00017971.p1, TCONS_00017049.p1, TCONS_00018193.p1, TCONS_00018123.p1, TCONS_00018120.p1	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	TCONS_00022475.p1	CAEEL14592, CAEEL00514
OG0000431	TCONS_00013224.p1, TCONS_00043448.p1, TCONS_00021923.p1	CAEEL07320
OG0000432	TCONS_00054762.p1, TCONS_00005749.p1	CAEEL05840, CAEEL08239
OG0000433	TCONS_00012715.p1	CAEEL18122
OG0000433	TCONS_00002447.p1, TCONS_00001165.p1	CAEEL00915, CAEEL00914
OG0000436	TCONS_00020627.p1, TCONS_00020628.p1	CAEEL08451, CAEEL08483, CAEEL08086
OG0000441	TCONS_00038354.p1	CAEEL04949
OG0000442	TCONS_00021580.p1	CAEEL10760
OG0000443	TCONS_00055579.p1	CAEEL07750
OG0000444	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1	CAEEL18555
OG0000444	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	TCONS_00018726.p1, TCONS_00017642.p1	CAEEL08845
OG0000446	TCONS_00018303.p1	CAEEL11745
OG0000447	TCONS_00043056.p1	CAEEL07754, CAEEL07753
OG0000449	TCONS_00006011.p1, TCONS_00039795.p1, TCONS_00006010.p1	CAEEL19368, CAEEL19369
OG0000450	TCONS_00006747.p1, TCONS_00006748.p1	CAEEL09221
OG0000452	TCONS_00010122.p1, TCONS_00010121.p1, TCONS_00011233.p1, TCONS_00011232.p1, TCONS_00011231.p1, TCONS_00006503.p1, TCONS_00006504.p1, TCONS_00006499.p1	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373
OG0000454	TCONS_00029324.p1	CAEEL02888, CAEEL02886
OG0000456	TCONS_00003311.p1, TCONS_00049947.p1, TCONS_00031593.p1, TCONS_00050026.p1, TCONS_00038709.p1, TCONS_00024867.p1, TCONS_00050303.p1, TCONS_00008897.p1, TCONS_00056317.p1, TCONS_00050684.p1, TCONS_00005770.p1, TCONS_00050681.p1, TCONS_00047365.p1, TCONS_00022254.p1, TCONS_00047672.p1, TCONS_00044993.p1, TCONS_00008498.p1, TCONS_00050109.p1, TCONS_00052859.p1, TCONS_00044105.p1, TCONS_00006779.p1, TCONS_00044508.p1, TCONS_00028868.p1, TCONS_00051260.p1	CAEEL11325
OG0000461	TCONS_00019012.p1	CAEEL06628
OG0000461	TCONS_00005147.p1, TCONS_00027189.p1	CAEEL08066
OG0000463	TCONS_00023571.p1, TCONS_00023572.p1, TCONS_00023533.p1, TCONS_00018357.p1, TCONS_00028391.p1	CAEEL00961
OG0000467	TCONS_00049014.p1	CAEEL10426, CAEEL00823
OG0000468	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1, TCONS_00042224.p1, TCONS_00010055.p1	CAEEL05744
OG0000469	TCONS_00048981.p1	CAEEL09645
OG0000470	TCONS_00014594.p1	CAEEL01892
OG0000470	TCONS_00009548.p1	CAEEL15886
OG0000472	TCONS_00051600.p1, TCONS_00050509.p1	CAEEL04041, CAEEL06168
OG0000476	TCONS_00015828.p1, TCONS_00015826.p1, TCONS_00015827.p1, TCONS_00016255.p1, TCONS_00015832.p1	CAEEL20693, CAEEL00887
OG0000476	TCONS_00004869.p2, TCONS_00014664.p1	CAEEL13996, CAEEL04770
OG0000477	TCONS_00056849.p1, TCONS_00056850.p1	CAEEL19743
OG0000479	TCONS_00000492.p1	CAEEL02339
OG0000479	TCONS_00006853.p1	CAEEL09202
OG0000480	TCONS_00050137.p1, TCONS_00050192.p1, TCONS_00050190.p1	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	TCONS_00005590.p1	CAEEL09089, CAEEL09097
OG0000481	TCONS_00015361.p1	CAEEL07158
OG0000481	TCONS_00030958.p1	CAEEL11815
OG0000482	TCONS_00010197.p1	CAEEL12763
OG0000482	TCONS_00010200.p1	CAEEL16609
OG0000485	TCONS_00056294.p1, TCONS_00056292.p1	CAEEL19088, CAEEL15576
OG0000486	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	TCONS_00018203.p1, TCONS_00017152.p1	CAEEL16728, CAEEL12342
OG0000488	TCONS_00010218.p1	CAEEL05865, CAEEL05866
OG0000489	TCONS_00048831.p1	CAEEL19170
OG0000490	TCONS_00016246.p1	CAEEL00687, CAEEL19730
OG0000491	TCONS_00044061.p1	CAEEL07820
OG0000495	TCONS_00050801.p1, TCONS_00051682.p1, TCONS_00051680.p1, TCONS_00051676.p1, TCONS_00051681.p1, TCONS_00051678.p1, TCONS_00051677.p1, TCONS_00022857.p1, TCONS_00022855.p1, TCONS_00021729.p1, TCONS_00021730.p1, TCONS_00022526.p1, TCONS_00004798.p1, TCONS_00037767.p1, TCONS_00006089.p1, TCONS_00006092.p1	CAEEL07186
OG0000496	TCONS_00002699.p1	CAEEL01836
OG0000497	TCONS_00006015.p1	CAEEL11475, CAEEL02002
OG0000497	TCONS_00016143.p1	CAEEL19219
OG0000503	TCONS_00023137.p1	CAEEL18781, CAEEL18780
OG0000503	TCONS_00016415.p1	CAEEL01216
OG0000504	TCONS_00028051.p1	CAEEL11210
OG0000506	TCONS_00020995.p1	CAEEL18864
OG0000508	TCONS_00056880.p1, TCONS_00056893.p1	CAEEL07260
OG0000510	TCONS_00019767.p1, TCONS_00020826.p1	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000513	TCONS_00030622.p1	CAEEL00380
OG0000514	TCONS_00013334.p1	CAEEL07294, CAEEL18391
OG0000519	TCONS_00022791.p1, TCONS_00005374.p1, TCONS_00005130.p1	CAEEL01270
OG0000520	TCONS_00004595.p1, TCONS_00035177.p1, TCONS_00035175.p1	CAEEL07490
OG0000521	TCONS_00014430.p1, TCONS_00007432.p1	CAEEL11532
OG0000521	TCONS_00011900.p1, TCONS_00040878.p1	CAEEL14050
OG0000524	TCONS_00030250.p1	CAEEL17529
OG0000525	TCONS_00016658.p1	CAEEL19149
OG0000525	TCONS_00013078.p1	CAEEL19113
OG0000528	TCONS_00011667.p1	CAEEL17966
OG0000529	TCONS_00025454.p1	CAEEL09737, CAEEL12247
OG0000529	TCONS_00051513.p1	CAEEL14327
OG0000530	TCONS_00054317.p1	CAEEL05713, CAEEL05714
OG0000531	TCONS_00019301.p1	CAEEL07670
OG0000534	TCONS_00056562.p1	CAEEL06960
