Orthogroup	PFLAV	HUMAN
OG0000062	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1	HUMAN05950, HUMAN05959, HUMAN05958, HUMAN06195
OG0000062	TCONS_00007265.p1	HUMAN25285
OG0000063	TCONS_00047467.p1, TCONS_00031359.p1	HUMAN21099
OG0000063	TCONS_00053925.p1	HUMAN00859, HUMAN28501
OG0000063	TCONS_00052796.p1, TCONS_00052765.p1	HUMAN18628, HUMAN03783, HUMAN03782
OG0000066	TCONS_00048274.p1	HUMAN29798
OG0000067	TCONS_00008985.p1, TCONS_00028299.p1, TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1, TCONS_00045047.p1	HUMAN24070, HUMAN22809
OG0000068	TCONS_00049697.p1	HUMAN26983
OG0000068	TCONS_00047952.p1, TCONS_00048468.p1	HUMAN30510, HUMAN30509, HUMAN20837, HUMAN20380, HUMAN30511, HUMAN21486, HUMAN06933
OG0000068	TCONS_00047480.p1, TCONS_00047475.p1, TCONS_00032285.p1, TCONS_00048481.p1, TCONS_00048470.p1, TCONS_00047483.p1	HUMAN20381
OG0000069	TCONS_00012030.p1	HUMAN13360, HUMAN02573
OG0000069	TCONS_00013004.p1	HUMAN06204
OG0000069	TCONS_00007549.p1, TCONS_00007670.p1, TCONS_00008697.p1, TCONS_00023140.p1, TCONS_00057253.p1, TCONS_00008788.p2, TCONS_00007551.p1	HUMAN01569
OG0000070	TCONS_00000689.p1, TCONS_00000334.p1	HUMAN25671, HUMAN29634, HUMAN30393
OG0000070	TCONS_00031380.p1, TCONS_00029635.p1, TCONS_00055641.p1, TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1, TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1, TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1	HUMAN14161
OG0000071	TCONS_00008391.p1	HUMAN17352
OG0000072	TCONS_00042083.p1	HUMAN24108, HUMAN23125, HUMAN05334
OG0000072	TCONS_00044164.p1	HUMAN22965, HUMAN22964, HUMAN04101
OG0000072	TCONS_00042452.p1, TCONS_00042470.p1	HUMAN22852
OG0000072	TCONS_00030570.p1	HUMAN03255, HUMAN03252
OG0000074	TCONS_00049689.p1	HUMAN07045, HUMAN07044, HUMAN21437
OG0000074	TCONS_00042001.p1	HUMAN09283
OG0000074	TCONS_00036875.p1, TCONS_00026199.p1, TCONS_00026198.p1, TCONS_00031653.p1, TCONS_00031661.p1, TCONS_00031672.p1, TCONS_00031647.p1, TCONS_00036986.p1, TCONS_00006851.p1, TCONS_00034788.p1, TCONS_00049527.p1, TCONS_00049524.p1, TCONS_00049523.p1	HUMAN15238, HUMAN13822
OG0000075	TCONS_00002725.p1	HUMAN12839, HUMAN02593
OG0000075	TCONS_00003661.p1	HUMAN18233
OG0000075	TCONS_00002727.p1	HUMAN06329
OG0000075	TCONS_00050627.p1	HUMAN00444
OG0000075	TCONS_00021191.p1	HUMAN05218
OG0000075	TCONS_00002728.p1	HUMAN18234, HUMAN06328
OG0000075	TCONS_00048312.p1	HUMAN01424, HUMAN01425, HUMAN26867
OG0000075	TCONS_00049564.p1	HUMAN05783, HUMAN21047
OG0000075	TCONS_00049562.p1	HUMAN20335, HUMAN20336, HUMAN20532
OG0000075	TCONS_00049274.p1	HUMAN26884
OG0000077	TCONS_00026489.p1	HUMAN18656, HUMAN24161, HUMAN27605, HUMAN27606
OG0000077	TCONS_00053066.p1, TCONS_00053019.p1, TCONS_00025263.p1	HUMAN21328, HUMAN05501
OG0000077	TCONS_00026413.p1	HUMAN17351, HUMAN03646, HUMAN22147, HUMAN22146
OG0000077	TCONS_00055904.p1	HUMAN25299, HUMAN00457, HUMAN21175, HUMAN25341
OG0000077	TCONS_00057132.p1	HUMAN23402
OG0000078	TCONS_00016890.p1, TCONS_00018823.p1	HUMAN15000, HUMAN04284, HUMAN06996
OG0000079	TCONS_00032718.p1	HUMAN06525, HUMAN07699, HUMAN06526, HUMAN17910, HUMAN26091, HUMAN23848
OG0000079	TCONS_00030942.p1	HUMAN22600, HUMAN22601, HUMAN24340
OG0000079	TCONS_00006803.p1	HUMAN13038, HUMAN13039, HUMAN13036, HUMAN07260
OG0000079	TCONS_00028091.p1	HUMAN14208
OG0000079	TCONS_00021690.p1, TCONS_00021688.p1	HUMAN14194, HUMAN14192
OG0000081	TCONS_00053844.p1, TCONS_00053856.p1	HUMAN03680, HUMAN03679, HUMAN03681, HUMAN03678
OG0000082	TCONS_00014773.p1, TCONS_00001034.p1	HUMAN29167
OG0000082	TCONS_00026781.p1	HUMAN23869
OG0000082	TCONS_00020503.p1	HUMAN23871
OG0000083	TCONS_00042690.p1	HUMAN07535, HUMAN22993
OG0000084	TCONS_00026379.p1	HUMAN03696
OG0000084	TCONS_00026843.p1, TCONS_00026055.p1	HUMAN22975
OG0000084	TCONS_00025914.p1	HUMAN05352
OG0000084	TCONS_00030964.p1, TCONS_00030200.p1, TCONS_00030965.p1	HUMAN22750, HUMAN17196, HUMAN03227
OG0000085	TCONS_00018803.p1	HUMAN12866, HUMAN20608, HUMAN17788
OG0000085	TCONS_00008648.p1	HUMAN26172
OG0000085	TCONS_00005387.p1	HUMAN19734, HUMAN19733, HUMAN05027
OG0000085	TCONS_00001049.p1, TCONS_00047036.p1	HUMAN25832
OG0000087	TCONS_00021498.p1	HUMAN11956
OG0000087	TCONS_00010080.p1	HUMAN02557
OG0000087	TCONS_00019230.p1	HUMAN17213
OG0000087	TCONS_00037101.p1	HUMAN21001
OG0000087	TCONS_00002591.p1	HUMAN18010
OG0000087	TCONS_00048296.p1	HUMAN21063
OG0000087	TCONS_00012999.p1	HUMAN10659
OG0000088	TCONS_00033834.p1, TCONS_00033833.p1, TCONS_00033830.p1, TCONS_00013550.p1, TCONS_00014108.p1, TCONS_00014107.p1, TCONS_00040293.p1, TCONS_00014106.p1, TCONS_00014105.p1, TCONS_00044767.p1, TCONS_00039295.p1, TCONS_00040437.p1, TCONS_00039329.p1, TCONS_00039283.p1, TCONS_00040438.p1, TCONS_00040456.p1, TCONS_00039328.p1, TCONS_00039294.p1, TCONS_00039296.p1, TCONS_00039330.p1, TCONS_00054766.p1, TCONS_00006832.p1, TCONS_00031217.p1, TCONS_00042958.p1, TCONS_00054351.p1, TCONS_00003693.p1, TCONS_00018247.p1, TCONS_00044183.p1, TCONS_00044182.p1, TCONS_00014801.p1, TCONS_00020878.p1, TCONS_00021900.p2, TCONS_00021940.p1, TCONS_00013720.p1, TCONS_00019802.p1	HUMAN03260, HUMAN04395, HUMAN21618, HUMAN29776, HUMAN11422, HUMAN11423, HUMAN11367
OG0000089	TCONS_00047764.p1	HUMAN21235
OG0000089	TCONS_00001898.p1, TCONS_00001897.p1, TCONS_00001895.p1, TCONS_00001894.p1, TCONS_00001900.p1, TCONS_00001893.p1, TCONS_00001891.p1, TCONS_00001115.p1, TCONS_00001118.p1, TCONS_00001440.p1, TCONS_00001899.p1, TCONS_00001902.p1, TCONS_00001421.p1, TCONS_00001437.p1, TCONS_00001424.p1, TCONS_00001422.p1, TCONS_00001439.p1, TCONS_00000308.p1, TCONS_00000885.p1, TCONS_00001430.p1, TCONS_00001436.p1, TCONS_00001432.p1, TCONS_00001418.p1, TCONS_00001913.p1, TCONS_00001909.p1	HUMAN29653, HUMAN25674
OG0000090	TCONS_00015053.p1	HUMAN24709
OG0000090	TCONS_00056910.p1, TCONS_00055752.p1, TCONS_00006837.p1, TCONS_00055753.p1	HUMAN28948
OG0000093	TCONS_00042695.p1, TCONS_00034557.p1, TCONS_00034558.p1, TCONS_00028807.p1, TCONS_00028812.p1, TCONS_00028816.p1, TCONS_00010023.p1, TCONS_00028809.p1, TCONS_00028814.p1, TCONS_00028817.p1, TCONS_00036677.p1	HUMAN25814, HUMAN25815, HUMAN26490, HUMAN26491, HUMAN20914
OG0000094	TCONS_00049669.p1	HUMAN05793, HUMAN05794, HUMAN21039, HUMAN14813, HUMAN21040, HUMAN29866
OG0000094	TCONS_00014949.p1	HUMAN02204, HUMAN29518, HUMAN14811, HUMAN14814, HUMAN29867, HUMAN14812
OG0000095	TCONS_00011646.p1	HUMAN26970, HUMAN26969, HUMAN26968, HUMAN26971, HUMAN26972, HUMAN27896, HUMAN27895, HUMAN07634, HUMAN21634, HUMAN21633, HUMAN18120
OG0000096	TCONS_00020855.p1	HUMAN30343, HUMAN07778, HUMAN21683
OG0000096	TCONS_00048858.p1	HUMAN01418, HUMAN23507, HUMAN06774
OG0000096	TCONS_00020336.p1	HUMAN27289
OG0000096	TCONS_00028921.p1	HUMAN13889, HUMAN01832
OG0000096	TCONS_00015544.p1	HUMAN06142, HUMAN01455, HUMAN03867, HUMAN06143, HUMAN03866
OG0000096	TCONS_00036087.p1	HUMAN04200, HUMAN04201, HUMAN16028
OG0000096	TCONS_00056616.p1	HUMAN21561
OG0000097	TCONS_00016316.p1	HUMAN01224, HUMAN01225, HUMAN01226
OG0000098	TCONS_00020064.p1, TCONS_00018990.p1, TCONS_00019739.p1, TCONS_00019728.p1, TCONS_00019738.p1	HUMAN15990, HUMAN03957, HUMAN18424, HUMAN19602
OG0000098	TCONS_00029742.p1	HUMAN28791, HUMAN09489, HUMAN28772, HUMAN28773, HUMAN09201, HUMAN28771
OG0000099	TCONS_00043496.p1	HUMAN22987, HUMAN30307, HUMAN05422, HUMAN24115, HUMAN05424
OG0000099	TCONS_00001267.p1	HUMAN15639, HUMAN15638, HUMAN05635, HUMAN25408, HUMAN00740, HUMAN19390
OG0000101	TCONS_00056808.p1, TCONS_00056811.p1, TCONS_00025663.p1, TCONS_00025661.p1, TCONS_00025662.p1, TCONS_00025660.p1, TCONS_00023914.p1, TCONS_00025841.p1, TCONS_00024449.p1	HUMAN11236, HUMAN11477, HUMAN11479, HUMAN11478
OG0000101	TCONS_00032606.p1	HUMAN22036, HUMAN22037
OG0000101	TCONS_00057195.p1, TCONS_00017056.p1, TCONS_00055572.p1	HUMAN06575, HUMAN06643, HUMAN06644, HUMAN06642, HUMAN17830
OG0000102	TCONS_00005250.p1, TCONS_00011663.p1, TCONS_00011453.p1	HUMAN08946, HUMAN02473
OG0000102	TCONS_00014917.p1, TCONS_00014921.p1, TCONS_00014922.p1, TCONS_00014725.p1, TCONS_00014927.p1, TCONS_00014928.p1, TCONS_00014933.p1, TCONS_00014930.p1, TCONS_00042026.p1, TCONS_00042031.p1, TCONS_00003647.p1, TCONS_00014936.p1, TCONS_00026212.p1, TCONS_00024952.p1, TCONS_00024974.p1, TCONS_00042019.p1, TCONS_00043399.p1, TCONS_00042030.p1, TCONS_00053021.p1, TCONS_00015599.p1, TCONS_00015531.p1, TCONS_00016099.p1, TCONS_00051934.p1, TCONS_00016204.p1, TCONS_00016201.p1, TCONS_00016202.p1, TCONS_00016199.p1	HUMAN29446, HUMAN29103
OG0000103	TCONS_00013856.p1	HUMAN12034, HUMAN12033, HUMAN12032, HUMAN12035, HUMAN12031, HUMAN12036, HUMAN08164, HUMAN08165, HUMAN21265, HUMAN18888
OG0000103	TCONS_00012816.p1	HUMAN16070, HUMAN12012, HUMAN10579, HUMAN20080
OG0000104	TCONS_00034216.p1, TCONS_00033864.p1, TCONS_00034214.p1, TCONS_00034215.p1	HUMAN05724, HUMAN19523
OG0000104	TCONS_00019578.p1	HUMAN26011, HUMAN26009, HUMAN26010, HUMAN21916, HUMAN21915, HUMAN12742
OG0000104	TCONS_00033865.p1	HUMAN05721, HUMAN19524, HUMAN05723, HUMAN05722
OG0000104	TCONS_00034949.p1	HUMAN19373
OG0000104	TCONS_00048577.p1	HUMAN02405, HUMAN02404, HUMAN06960, HUMAN29799
OG0000106	TCONS_00007879.p1	HUMAN11182, HUMAN29629, HUMAN29628, HUMAN11556, HUMAN27976, HUMAN27977, HUMAN27979, HUMAN27978
OG0000106	TCONS_00020664.p1	HUMAN27844
OG0000106	TCONS_00005363.p1, TCONS_00005368.p1, TCONS_00005371.p1, TCONS_00006166.p1, TCONS_00006147.p1, TCONS_00006167.p1, TCONS_00005362.p1, TCONS_00028113.p1, TCONS_00028100.p1, TCONS_00004865.p1, TCONS_00004840.p1, TCONS_00005364.p1	HUMAN01589, HUMAN09602
OG0000107	TCONS_00039121.p2	HUMAN24668
OG0000107	TCONS_00003644.p1	HUMAN24662
OG0000107	TCONS_00036843.p3, TCONS_00005449.p1	HUMAN24633
OG0000108	TCONS_00020692.p1, TCONS_00014258.p1	HUMAN12801, HUMAN02912, HUMAN06356, HUMAN17551
OG0000111	TCONS_00013097.p1, TCONS_00013688.p1	HUMAN10226, HUMAN20105, HUMAN13252, HUMAN08327, HUMAN18760, HUMAN30250, HUMAN19322, HUMAN27802, HUMAN27801, HUMAN00609, HUMAN25761, HUMAN25760, HUMAN27800, HUMAN19324
OG0000113	TCONS_00027143.p1, TCONS_00027140.p1, TCONS_00027144.p1, TCONS_00027142.p1, TCONS_00027145.p1, TCONS_00054086.p1, TCONS_00054095.p1, TCONS_00052707.p1	HUMAN00919
OG0000113	TCONS_00036236.p1, TCONS_00036235.p1, TCONS_00029210.p1, TCONS_00036233.p1	HUMAN26991
OG0000114	TCONS_00052106.p1, TCONS_00052119.p1, TCONS_00052126.p1, TCONS_00052128.p1, TCONS_00052122.p1, TCONS_00052108.p1, TCONS_00052127.p1, TCONS_00052120.p1, TCONS_00052107.p1, TCONS_00052118.p1, TCONS_00052105.p1, TCONS_00051213.p1, TCONS_00051211.p1	HUMAN22220, HUMAN22219, HUMAN00197, HUMAN00198, HUMAN00199
OG0000115	TCONS_00008854.p1	HUMAN11469, HUMAN11468
OG0000116	TCONS_00002625.p1, TCONS_00002621.p1, TCONS_00002632.p1, TCONS_00002641.p1, TCONS_00002633.p1, TCONS_00002636.p1, TCONS_00002639.p1, TCONS_00002634.p1, TCONS_00002628.p1, TCONS_00002637.p1, TCONS_00002638.p1, TCONS_00002543.p1, TCONS_00002622.p1, TCONS_00043231.p1, TCONS_00043230.p1, TCONS_00043228.p1, TCONS_00020815.p1, TCONS_00020818.p1	HUMAN01486
OG0000117	TCONS_00034383.p1, TCONS_00000463.p1	HUMAN04356, HUMAN04357
OG0000117	TCONS_00017843.p1	HUMAN14532
OG0000119	TCONS_00056170.p1	HUMAN17875, HUMAN06568, HUMAN12949
OG0000119	TCONS_00056847.p1, TCONS_00056846.p1	HUMAN17960, HUMAN06534, HUMAN02909, HUMAN12779
OG0000119	TCONS_00055230.p1, TCONS_00055229.p1	HUMAN17940, HUMAN20669
OG0000121	TCONS_00030428.p1, TCONS_00031179.p1, TCONS_00030430.p1, TCONS_00030914.p1, TCONS_00003458.p1, TCONS_00030849.p1, TCONS_00030592.p1, TCONS_00007080.p1	HUMAN23092, HUMAN03659
OG0000121	TCONS_00016937.p1, TCONS_00017994.p2, TCONS_00002806.p1, TCONS_00002804.p1, TCONS_00004389.p1, TCONS_00002673.p1, TCONS_00002672.p1, TCONS_00003089.p1, TCONS_00003087.p1	HUMAN18067
OG0000122	TCONS_00002660.p1	HUMAN12772, HUMAN27264, HUMAN18288
OG0000123	TCONS_00027685.p1	HUMAN22221, HUMAN24254
OG0000123	TCONS_00025956.p1	HUMAN24040, HUMAN24041
OG0000123	TCONS_00021896.p1, TCONS_00020876.p1, TCONS_00027090.p1, TCONS_00026280.p1	HUMAN24256
OG0000124	TCONS_00021851.p1, TCONS_00022661.p1, TCONS_00021848.p1, TCONS_00022673.p1	HUMAN03991
OG0000124	TCONS_00012573.p1	HUMAN13586, HUMAN25969, HUMAN20106
OG0000124	TCONS_00052233.p1	HUMAN00442, HUMAN00443
OG0000124	TCONS_00051755.p1	HUMAN08498, HUMAN16926
OG0000124	TCONS_00010577.p1	HUMAN09305, HUMAN02618
OG0000125	TCONS_00003991.p1	HUMAN12557, HUMAN20597
OG0000125	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480
OG0000125	TCONS_00002702.p1	HUMAN20598, HUMAN20599, HUMAN12556
OG0000125	TCONS_00036467.p1	HUMAN04438, HUMAN04439, HUMAN16073
OG0000126	TCONS_00021629.p1	HUMAN07866, HUMAN30407, HUMAN21845
OG0000126	TCONS_00044227.p1	HUMAN07493, HUMAN22359
OG0000126	TCONS_00027983.p1	HUMAN14005, HUMAN14232, HUMAN14231, HUMAN01769, HUMAN01768, HUMAN09480
OG0000127	TCONS_00021994.p1	HUMAN07859, HUMAN30409, HUMAN21844
OG0000127	TCONS_00021998.p1	HUMAN21549, HUMAN07766
OG0000127	TCONS_00045275.p1	HUMAN24572, HUMAN16589, HUMAN18562
OG0000127	TCONS_00045354.p1	HUMAN27422, HUMAN19318
OG0000127	TCONS_00013871.p1	HUMAN10225, HUMAN20144, HUMAN20145, HUMAN13245
OG0000128	TCONS_00055259.p1, TCONS_00056435.p1, TCONS_00056437.p1, TCONS_00056436.p1, TCONS_00056434.p1, TCONS_00018413.p1, TCONS_00018401.p1, TCONS_00021199.p1, TCONS_00021200.p1, TCONS_00011486.p1	HUMAN04482, HUMAN05330, HUMAN05329
OG0000129	TCONS_00010095.p1	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344
OG0000129	TCONS_00021318.p1	HUMAN05233, HUMAN30228
OG0000130	TCONS_00035871.p1, TCONS_00041245.p1	HUMAN22786
OG0000130	TCONS_00005000.p1	HUMAN25167
OG0000130	TCONS_00010243.p1, TCONS_00011632.p1	HUMAN26940, HUMAN21484
OG0000130	TCONS_00026286.p1, TCONS_00030125.p1	HUMAN03377
OG0000131	TCONS_00017719.p1, TCONS_00017718.p1, TCONS_00018860.p1, TCONS_00000480.p1	HUMAN19899
OG0000131	TCONS_00044269.p1, TCONS_00044271.p1	HUMAN18503, HUMAN18504
OG0000132	TCONS_00012352.p1, TCONS_00043358.p1	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601
OG0000132	TCONS_00012797.p1, TCONS_00012805.p1	HUMAN20126
OG0000133	TCONS_00054945.p1, TCONS_00050402.p1, TCONS_00050401.p1, TCONS_00054944.p1	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244, HUMAN27243
OG0000137	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1	HUMAN28180, HUMAN25590, HUMAN25594
OG0000137	TCONS_00001295.p1, TCONS_00048914.p1, TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1	HUMAN13481
OG0000137	TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1	HUMAN25150, HUMAN25149
OG0000141	TCONS_00036126.p1, TCONS_00037292.p1, TCONS_00036124.p1, TCONS_00036110.p1	HUMAN22385, HUMAN08585, HUMAN22634, HUMAN07824
OG0000141	TCONS_00013964.p1, TCONS_00007967.p1	HUMAN27964, HUMAN30567
OG0000145	TCONS_00031878.p1, TCONS_00014242.p1, TCONS_00055069.p1, TCONS_00001022.p1	HUMAN15368
OG0000147	TCONS_00050037.p1	HUMAN18499, HUMAN00218
OG0000147	TCONS_00016785.p1	HUMAN24559, HUMAN27635
OG0000147	TCONS_00014779.p1	HUMAN02299
OG0000147	TCONS_00002531.p1	HUMAN18714, HUMAN18712
OG0000148	TCONS_00049717.p1	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389
OG0000148	TCONS_00049713.p1	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229
OG0000149	TCONS_00032530.p1	HUMAN23614, HUMAN23616, HUMAN23619
OG0000149	TCONS_00048601.p1, TCONS_00048599.p1, TCONS_00049265.p1, TCONS_00049267.p1, TCONS_00049292.p1, TCONS_00047468.p1, TCONS_00048654.p1, TCONS_00048603.p1, TCONS_00025254.p1, TCONS_00032533.p1, TCONS_00001855.p1, TCONS_00001516.p1	HUMAN10034, HUMAN23690
OG0000149	TCONS_00029992.p1, TCONS_00029991.p1	HUMAN22790
OG0000151	TCONS_00016209.p1	HUMAN14595, HUMAN29381, HUMAN29382, HUMAN24889, HUMAN01320
OG0000151	TCONS_00019282.p1	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973
OG0000151	TCONS_00015033.p1	HUMAN29073, HUMAN01218, HUMAN01219
OG0000153	TCONS_00025737.p1, TCONS_00013961.p1, TCONS_00013962.p1, TCONS_00004175.p1	HUMAN26709, HUMAN15537
OG0000154	TCONS_00001016.p1	HUMAN19436
OG0000155	TCONS_00044986.p1	HUMAN28367, HUMAN28368, HUMAN25231, HUMAN00772, HUMAN25229, HUMAN28369
OG0000155	TCONS_00044988.p1	HUMAN25228, HUMAN25227, HUMAN25225, HUMAN00773, HUMAN00771
OG0000157	TCONS_00032491.p1	HUMAN28808, HUMAN14307
OG0000158	TCONS_00046407.p1	HUMAN19321, HUMAN25759, HUMAN27804
OG0000159	TCONS_00018160.p1, TCONS_00017948.p1	HUMAN27903
OG0000159	TCONS_00001141.p1	HUMAN25418
OG0000159	TCONS_00014999.p1	HUMAN29307
OG0000159	TCONS_00052198.p1	HUMAN04389, HUMAN23217, HUMAN11668
OG0000160	TCONS_00030030.p1, TCONS_00030031.p1, TCONS_00030037.p1, TCONS_00030036.p1, TCONS_00018408.p1, TCONS_00018422.p1, TCONS_00018553.p1	HUMAN18884, HUMAN18883
OG0000160	TCONS_00029348.p1, TCONS_00004928.p1	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781
OG0000163	TCONS_00013883.p1, TCONS_00012644.p1	HUMAN20181, HUMAN13484
OG0000163	TCONS_00013888.p1	HUMAN13482, HUMAN13483
OG0000163	TCONS_00019995.p1, TCONS_00019992.p1	HUMAN12888, HUMAN06524, HUMAN26092
OG0000164	TCONS_00028348.p1	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	TCONS_00043320.p1, TCONS_00043572.p1, TCONS_00034846.p1, TCONS_00042203.p1, TCONS_00042202.p1, TCONS_00042204.p1, TCONS_00043403.p1	HUMAN27465, HUMAN07472, HUMAN30066
OG0000166	TCONS_00007893.p1	HUMAN19484
OG0000166	TCONS_00000300.p1	HUMAN10732
OG0000166	TCONS_00004760.p1	HUMAN10959, HUMAN20038, HUMAN20042, HUMAN00974, HUMAN12174
OG0000167	TCONS_00044971.p1	HUMAN00657, HUMAN00658
OG0000168	TCONS_00038071.p1, TCONS_00006904.p1, TCONS_00006931.p1, TCONS_00006681.p1, TCONS_00006709.p1, TCONS_00006708.p1	HUMAN04351
OG0000168	TCONS_00053064.p1, TCONS_00053107.p1, TCONS_00054243.p1	HUMAN14875, HUMAN23273, HUMAN01023, HUMAN28467
OG0000168	TCONS_00054242.p1	HUMAN04352
OG0000171	TCONS_00004994.p1	HUMAN12335
OG0000171	TCONS_00003980.p1, TCONS_00003979.p1, TCONS_00003982.p1, TCONS_00003978.p1, TCONS_00003981.p1, TCONS_00003983.p1	HUMAN06783, HUMAN06782
OG0000171	TCONS_00008416.p1	HUMAN03531, HUMAN22193
OG0000171	TCONS_00030867.p1	HUMAN23027
OG0000172	TCONS_00023066.p1, TCONS_00023061.p1, TCONS_00023098.p1, TCONS_00023099.p1, TCONS_00023063.p1, TCONS_00023102.p1, TCONS_00023065.p1, TCONS_00023100.p1, TCONS_00023068.p1, TCONS_00009964.p1, TCONS_00009965.p1, TCONS_00009961.p1, TCONS_00009963.p1	HUMAN09786
OG0000172	TCONS_00013069.p1, TCONS_00013072.p1, TCONS_00013073.p1, TCONS_00013070.p1, TCONS_00014221.p1, TCONS_00013074.p1, TCONS_00025615.p1, TCONS_00025613.p1, TCONS_00024033.p1, TCONS_00024038.p1, TCONS_00024032.p1, TCONS_00024039.p1, TCONS_00024041.p1, TCONS_00024027.p1, TCONS_00014614.p1, TCONS_00014615.p1, TCONS_00024026.p1, TCONS_00024025.p1, TCONS_00024040.p1, TCONS_00024030.p1, TCONS_00024029.p1	HUMAN19177
OG0000174	TCONS_00007700.p1	HUMAN28400, HUMAN02927
OG0000174	TCONS_00031729.p1, TCONS_00031730.p1, TCONS_00031733.p1, TCONS_00055107.p1	HUMAN27541, HUMAN27540, HUMAN22731
OG0000175	TCONS_00017269.p1, TCONS_00017270.p1	HUMAN22641, HUMAN22640
OG0000175	TCONS_00017185.p1	HUMAN27828, HUMAN27827
OG0000175	TCONS_00013340.p1	HUMAN00274
OG0000179	TCONS_00030795.p1	HUMAN03338
OG0000179	TCONS_00029363.p1	HUMAN23712, HUMAN09621
OG0000179	TCONS_00043115.p1	HUMAN22996
OG0000179	TCONS_00019355.p1	HUMAN17836
OG0000180	TCONS_00050792.p1, TCONS_00050492.p1, TCONS_00050491.p1, TCONS_00050793.p1	HUMAN19779
OG0000180	TCONS_00039068.p1, TCONS_00051724.p1	HUMAN21794
OG0000181	TCONS_00055710.p1	HUMAN06327, HUMAN02594
OG0000181	TCONS_00049665.p1	HUMAN26916, HUMAN21065
OG0000181	TCONS_00054994.p1	HUMAN08369
OG0000182	TCONS_00007000.p1	HUMAN03114
OG0000182	TCONS_00042928.p1, TCONS_00006774.p1, TCONS_00020974.p1, TCONS_00053854.p1, TCONS_00053025.p1, TCONS_00021972.p1, TCONS_00056571.p1, TCONS_00056570.p1, TCONS_00014603.p1, TCONS_00005672.p1, TCONS_00054160.p1, TCONS_00047013.p1	HUMAN09225
OG0000183	TCONS_00017266.p1	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	TCONS_00040868.p1	HUMAN05463
OG0000184	TCONS_00016263.p1, TCONS_00016258.p1, TCONS_00016260.p1, TCONS_00016230.p1, TCONS_00016234.p1, TCONS_00016229.p1, TCONS_00016266.p1, TCONS_00040794.p1, TCONS_00016262.p1	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	TCONS_00056723.p1	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	TCONS_00018515.p1	HUMAN28240
OG0000185	TCONS_00008087.p1	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	TCONS_00017446.p1	HUMAN16695
OG0000186	TCONS_00021412.p1, TCONS_00045212.p1, TCONS_00046299.p1	HUMAN00084
OG0000186	TCONS_00021410.p1	HUMAN16942
OG0000186	TCONS_00021407.p1, TCONS_00021427.p1, TCONS_00021434.p1, TCONS_00021419.p1	HUMAN02832
OG0000188	TCONS_00048215.p1, TCONS_00022624.p1	HUMAN01044, HUMAN01045
OG0000188	TCONS_00013555.p1	HUMAN17728
OG0000188	TCONS_00031463.p1	HUMAN27535, HUMAN03482, HUMAN23029
OG0000188	TCONS_00013556.p1, TCONS_00012513.p1, TCONS_00022870.p1	HUMAN27536
OG0000190	TCONS_00042939.p1, TCONS_00041583.p1, TCONS_00013486.p1	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207
OG0000192	TCONS_00053851.p1, TCONS_00052839.p1	HUMAN01281, HUMAN28989, HUMAN14173
