Orthogroup	PFLAV	DANRE
OG0000040	TCONS_00000950.p1, TCONS_00000930.p1, TCONS_00000949.p1, TCONS_00001677.p1, TCONS_00024097.p1, TCONS_00024098.p1, TCONS_00045509.p1, TCONS_00045506.p1, TCONS_00045516.p1, TCONS_00045517.p1, TCONS_00045514.p1, TCONS_00045510.p1, TCONS_00045512.p1, TCONS_00046641.p1, TCONS_00045518.p1, TCONS_00046639.p1, TCONS_00046638.p1, TCONS_00046635.p1, TCONS_00046634.p1, TCONS_00046632.p1, TCONS_00046631.p1, TCONS_00046636.p1, TCONS_00046637.p1, TCONS_00046648.p1, TCONS_00046649.p1, TCONS_00046633.p1, TCONS_00046630.p1, TCONS_00046629.p1	DANRE30032, DANRE30031, DANRE30033, DANRE30029, DANRE30030, DANRE30035, DANRE30034, DANRE17230
OG0000041	TCONS_00025634.p1	DANRE24726, DANRE30701, DANRE29584, DANRE29586, DANRE29583, DANRE29585, DANRE24718, DANRE38473, DANRE38474, DANRE38475, DANRE25228, DANRE30702, DANRE30703, DANRE30699, DANRE30704, DANRE30700, DANRE40396, DANRE40397
OG0000041	TCONS_00024462.p1	DANRE29492, DANRE36857, DANRE22432, DANRE25655, DANRE33053, DANRE36856, DANRE25654, DANRE43342, DANRE38441
OG0000041	TCONS_00046856.p1	DANRE36805, DANRE27215, DANRE24076, DANRE27216, DANRE05493, DANRE05492, DANRE18224, DANRE05473, DANRE36043, DANRE17635
OG0000043	TCONS_00023271.p1	DANRE43265
OG0000044	TCONS_00027232.p1	DANRE20253, DANRE20252, DANRE04869, DANRE04868, DANRE04870, DANRE01471, DANRE01470, DANRE41195, DANRE41197, DANRE41200, DANRE41196, DANRE41199, DANRE05871, DANRE05873, DANRE05872, DANRE05874, DANRE05876, DANRE05875
OG0000044	TCONS_00043770.p1	DANRE06946, DANRE06947, DANRE06457, DANRE17818, DANRE24284, DANRE24283
OG0000044	TCONS_00039839.p1, TCONS_00039841.p1, TCONS_00029905.p1	DANRE05244, DANRE05245
OG0000044	TCONS_00038566.p1	DANRE13593
OG0000045	TCONS_00055807.p1	DANRE38824
OG0000045	TCONS_00031741.p1, TCONS_00056517.p1, TCONS_00055323.p1, TCONS_00031742.p1	DANRE27285, DANRE27286, DANRE19466
OG0000045	TCONS_00051444.p1, TCONS_00031381.p1, TCONS_00031488.p1	DANRE05823
OG0000045	TCONS_00052380.p1, TCONS_00046963.p1, TCONS_00047050.p1, TCONS_00047278.p1	DANRE28069, DANRE28068
OG0000046	TCONS_00014287.p1, TCONS_00014285.p1	DANRE15742
OG0000046	TCONS_00027669.p1, TCONS_00041564.p1, TCONS_00019393.p1, TCONS_00036848.p1, TCONS_00041566.p1, TCONS_00041547.p1, TCONS_00041551.p1, TCONS_00019398.p1, TCONS_00034626.p1, TCONS_00034652.p1, TCONS_00034627.p1, TCONS_00020404.p1, TCONS_00034650.p1, TCONS_00020405.p1, TCONS_00019397.p1, TCONS_00019394.p1, TCONS_00019441.p1, TCONS_00020450.p1, TCONS_00019439.p1, TCONS_00036850.p1, TCONS_00019438.p1, TCONS_00020476.p1, TCONS_00020471.p1, TCONS_00020469.p1, TCONS_00020462.p1, TCONS_00041541.p1, TCONS_00041549.p1, TCONS_00026735.p1, TCONS_00026736.p1, TCONS_00041548.p1, TCONS_00041561.p1, TCONS_00027670.p1, TCONS_00041565.p1, TCONS_00041563.p1, TCONS_00041573.p1, TCONS_00041569.p1, TCONS_00041550.p1, TCONS_00041567.p1, TCONS_00026737.p1, TCONS_00019396.p1, TCONS_00020480.p1, TCONS_00020463.p1, TCONS_00041538.p1, TCONS_00026733.p2, TCONS_00020477.p1, TCONS_00020481.p1, TCONS_00041571.p1, TCONS_00046483.p1, TCONS_00046484.p1, TCONS_00030577.p1, TCONS_00056618.p1, TCONS_00056619.p1, TCONS_00007210.p1, TCONS_00015680.p1, TCONS_00055452.p1, TCONS_00048069.p1, TCONS_00048074.p1, TCONS_00048072.p1, TCONS_00048076.p1, TCONS_00024708.p1	DANRE20292, DANRE09276, DANRE42278, DANRE42280, DANRE42172, DANRE42168, DANRE42170, DANRE42174, DANRE42171, DANRE42169, DANRE42167, DANRE42279, DANRE42166, DANRE42173, DANRE42277, DANRE09606, DANRE09605
OG0000048	TCONS_00006570.p1	DANRE33718
OG0000048	TCONS_00026749.p1	DANRE19398
OG0000048	TCONS_00010205.p1, TCONS_00010206.p1, TCONS_00011599.p1	DANRE24176, DANRE24175, DANRE27247, DANRE27248, DANRE24174, DANRE24603, DANRE05500
OG0000048	TCONS_00009510.p1	DANRE08311
OG0000048	TCONS_00009509.p1	DANRE38354
OG0000048	TCONS_00011575.p1	DANRE17556, DANRE05472
OG0000048	TCONS_00007155.p1	DANRE26183
OG0000049	TCONS_00002242.p1	DANRE18176, DANRE10819, DANRE00818, DANRE08853, DANRE08855, DANRE08854
OG0000049	TCONS_00047284.p1	DANRE36715, DANRE36714, DANRE02678, DANRE12445
OG0000049	TCONS_00047286.p1	DANRE22104, DANRE39773, DANRE39775, DANRE39774, DANRE02437, DANRE02436, DANRE36818, DANRE36819, DANRE30745, DANRE25833
OG0000049	TCONS_00050078.p1, TCONS_00051670.p1, TCONS_00047285.p1	DANRE30744
OG0000050	TCONS_00006991.p1, TCONS_00044623.p1, TCONS_00041845.p1, TCONS_00023769.p1, TCONS_00005479.p1, TCONS_00032007.p1, TCONS_00024796.p1, TCONS_00019016.p1, TCONS_00034246.p1, TCONS_00000242.p1	DANRE32914
OG0000050	TCONS_00044080.p1, TCONS_00045885.p1, TCONS_00055034.p1	DANRE33098, DANRE32869, DANRE33097, DANRE32870
OG0000051	TCONS_00006560.p1, TCONS_00006558.p1, TCONS_00006561.p1, TCONS_00003099.p1, TCONS_00003102.p1, TCONS_00003101.p1	DANRE04454, DANRE04455, DANRE04456, DANRE04458, DANRE04457
OG0000053	TCONS_00057047.p1	DANRE17521
OG0000054	TCONS_00030209.p1	DANRE06791, DANRE15743
OG0000054	TCONS_00005549.p1, TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1	DANRE09041, DANRE09042
OG0000054	TCONS_00018724.p1, TCONS_00017644.p1, TCONS_00017668.p1, TCONS_00018701.p1, TCONS_00018703.p1, TCONS_00018740.p1, TCONS_00018741.p1, TCONS_00016269.p1	DANRE04360
OG0000055	TCONS_00039362.p1	DANRE26046, DANRE37399, DANRE26075
OG0000056	TCONS_00053166.p1, TCONS_00054244.p1	DANRE01913, DANRE01914, DANRE39460, DANRE39459, DANRE15877, DANRE15878, DANRE15879, DANRE39458, DANRE26297, DANRE26296, DANRE26298, DANRE26299, DANRE30224, DANRE30223, DANRE17147, DANRE17148, DANRE17149, DANRE30238, DANRE01911, DANRE01910
OG0000056	TCONS_00021820.p1	DANRE30239
OG0000058	TCONS_00026611.p1	DANRE01466, DANRE01467
OG0000058	TCONS_00013052.p1	DANRE15448, DANRE15450
OG0000059	TCONS_00041789.p1	DANRE23878, DANRE23877, DANRE23876
OG0000059	TCONS_00017293.p1	DANRE19797, DANRE19798, DANRE19796, DANRE13287, DANRE06156, DANRE06155, DANRE06072, DANRE06071, DANRE00651
OG0000060	TCONS_00017864.p1	DANRE15035, DANRE15034, DANRE05268
OG0000060	TCONS_00024431.p1	DANRE29003, DANRE24797, DANRE24796, DANRE38454, DANRE38453, DANRE38452, DANRE26104, DANRE12576
OG0000061	TCONS_00055666.p1	DANRE42668, DANRE35791, DANRE35790, DANRE14876, DANRE23684
OG0000061	TCONS_00056708.p1	DANRE21357, DANRE21356, DANRE21355, DANRE42236, DANRE42238, DANRE42237, DANRE03323, DANRE26316, DANRE26315, DANRE16979, DANRE30135, DANRE08363, DANRE08364, DANRE41399, DANRE24234, DANRE26883, DANRE26882, DANRE28200, DANRE36395, DANRE36396, DANRE36397, DANRE03215, DANRE23525, DANRE23526, DANRE28197, DANRE28196, DANRE28198, DANRE28195, DANRE28199, DANRE28194, DANRE28193, DANRE36398, DANRE24481, DANRE24482
OG0000061	TCONS_00056856.p1	DANRE26341, DANRE29170
OG0000062	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1	DANRE08107, DANRE08104, DANRE08105, DANRE08102, DANRE08103, DANRE08106, DANRE08101, DANRE08100, DANRE28562, DANRE28568, DANRE28566, DANRE28565, DANRE28573, DANRE28574, DANRE28576, DANRE28571, DANRE28572, DANRE28569, DANRE28442, DANRE28441, DANRE28577, DANRE28578, DANRE43388, DANRE28579, DANRE28570
OG0000062	TCONS_00007265.p1	DANRE18807, DANRE18806
OG0000063	TCONS_00047467.p1, TCONS_00031359.p1	DANRE30783, DANRE30785, DANRE30782, DANRE01805, DANRE01806, DANRE36784, DANRE36785
OG0000063	TCONS_00053925.p1	DANRE15770
OG0000063	TCONS_00052796.p1, TCONS_00052765.p1	DANRE19500, DANRE19501, DANRE11531, DANRE11532, DANRE04204, DANRE04205
OG0000066	TCONS_00048274.p1	DANRE40339, DANRE40338, DANRE40337, DANRE40336
OG0000067	TCONS_00008985.p1, TCONS_00028299.p1, TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1, TCONS_00045047.p1	DANRE05059, DANRE06045, DANRE20513, DANRE39179
OG0000068	TCONS_00047952.p1, TCONS_00048468.p1	DANRE39760, DANRE39761, DANRE22550, DANRE22548, DANRE36056, DANRE22549, DANRE22547, DANRE39762, DANRE25132, DANRE31207, DANRE31206, DANRE31205, DANRE41310, DANRE31358, DANRE31357
OG0000068	TCONS_00032290.p1, TCONS_00048486.p1, TCONS_00019023.p1, TCONS_00019022.p1, TCONS_00019987.p1, TCONS_00048483.p1, TCONS_00048484.p1, TCONS_00048485.p1, TCONS_00047469.p1, TCONS_00048478.p1, TCONS_00048886.p1, TCONS_00047418.p1, TCONS_00048610.p1, TCONS_00047478.p1, TCONS_00047474.p1, TCONS_00047479.p1, TCONS_00048467.p1, TCONS_00048482.p1, TCONS_00047489.p1, TCONS_00047482.p1, TCONS_00056394.p1, TCONS_00046150.p1, TCONS_00048471.p1, TCONS_00048472.p1, TCONS_00047470.p1, TCONS_00047471.p1, TCONS_00047476.p1, TCONS_00047473.p1, TCONS_00032288.p1, TCONS_00048475.p1, TCONS_00048474.p1, TCONS_00032289.p1, TCONS_00048479.p1, TCONS_00047480.p1, TCONS_00047475.p1, TCONS_00032285.p1, TCONS_00048481.p1, TCONS_00048470.p1, TCONS_00047483.p1, TCONS_00048536.p1	DANRE22551
OG0000069	TCONS_00047572.p1, TCONS_00008772.p2	DANRE26091
OG0000069	TCONS_00007552.p2	DANRE26088
OG0000069	TCONS_00012030.p1	DANRE24751, DANRE34404, DANRE30153, DANRE08957, DANRE08956
OG0000069	TCONS_00007549.p1, TCONS_00007670.p1, TCONS_00008697.p1, TCONS_00023140.p1, TCONS_00057253.p1, TCONS_00008788.p2, TCONS_00007551.p1	DANRE26063
OG0000070	TCONS_00000689.p1, TCONS_00000334.p1	DANRE18387, DANRE02540
OG0000070	TCONS_00031380.p1, TCONS_00029635.p1, TCONS_00055641.p1, TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1, TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1, TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1	DANRE27422, DANRE27423, DANRE35328, DANRE35329, DANRE35330
OG0000071	TCONS_00008391.p1	DANRE38652, DANRE38653, DANRE38644, DANRE38645, DANRE38647, DANRE38651, DANRE38650, DANRE38649, DANRE41730, DANRE41729, DANRE41727, DANRE41728, DANRE21412, DANRE21413, DANRE21410, DANRE21409, DANRE21414, DANRE21408, DANRE21411, DANRE21415, DANRE21416
OG0000072	TCONS_00042083.p1	DANRE06708, DANRE15716, DANRE15720, DANRE15719, DANRE15717, DANRE15718, DANRE06793, DANRE06794, DANRE06795, DANRE06796, DANRE08770, DANRE08769, DANRE00814, DANRE00815
OG0000072	TCONS_00044164.p1	DANRE15952, DANRE15953, DANRE00858, DANRE00856, DANRE00857, DANRE08517
OG0000072	TCONS_00042450.p1	DANRE08498
OG0000072	TCONS_00042452.p1, TCONS_00042470.p1	DANRE08497, DANRE06006
OG0000072	TCONS_00030570.p1	DANRE05807
OG0000074	TCONS_00049689.p1	DANRE30953, DANRE23378
OG0000074	TCONS_00050856.p1	DANRE15580, DANRE43367, DANRE15578, DANRE15579, DANRE15576, DANRE15577, DANRE15581, DANRE15589, DANRE15590
OG0000074	TCONS_00042001.p1	DANRE17935
OG0000074	TCONS_00036875.p1, TCONS_00026199.p1, TCONS_00026198.p1, TCONS_00031653.p1, TCONS_00031661.p1, TCONS_00031672.p1, TCONS_00031647.p1, TCONS_00036986.p1, TCONS_00006851.p1, TCONS_00034788.p1, TCONS_00049527.p1, TCONS_00049524.p1, TCONS_00049523.p1	DANRE25680
OG0000075	TCONS_00002725.p1	DANRE03709, DANRE26359, DANRE26360
OG0000075	TCONS_00003661.p1	DANRE41686, DANRE41687, DANRE35873, DANRE35872
OG0000075	TCONS_00002727.p1	DANRE23134, DANRE23133
OG0000075	TCONS_00050627.p1	DANRE09985, DANRE09984, DANRE09983, DANRE02787
OG0000075	TCONS_00021191.p1	DANRE01002, DANRE34361
OG0000075	TCONS_00002728.p1	DANRE41688, DANRE23132
OG0000075	TCONS_00048312.p1	DANRE36834, DANRE40515, DANRE12778
OG0000075	TCONS_00049564.p1	DANRE30937, DANRE41300
OG0000075	TCONS_00049562.p1	DANRE24998, DANRE31372, DANRE31373, DANRE22408, DANRE02483
OG0000075	TCONS_00049274.p1	DANRE31021, DANRE31022
OG0000077	TCONS_00026489.p1	DANRE16390, DANRE20043, DANRE07192, DANRE00591, DANRE00590, DANRE39691
OG0000077	TCONS_00053066.p1, TCONS_00053019.p1, TCONS_00025263.p1	DANRE24245, DANRE24244, DANRE10615, DANRE10614, DANRE34995, DANRE08145
OG0000077	TCONS_00026413.p1	DANRE01477, DANRE40866, DANRE22036, DANRE06030, DANRE20156, DANRE16358
OG0000077	TCONS_00055904.p1	DANRE11696, DANRE11492, DANRE16170, DANRE41853, DANRE41854, DANRE17386
OG0000077	TCONS_00057132.p1	DANRE40644, DANRE19656, DANRE19657
OG0000078	TCONS_00016890.p1, TCONS_00018823.p1	DANRE39894, DANRE39895, DANRE39896, DANRE26111, DANRE26112, DANRE36848, DANRE30865, DANRE30864
OG0000079	TCONS_00032718.p1	DANRE41428, DANRE41431, DANRE41432, DANRE41429, DANRE41430, DANRE23441, DANRE01701, DANRE07129, DANRE07131, DANRE06662
OG0000079	TCONS_00030942.p1	DANRE00163, DANRE00164, DANRE00165, DANRE19082, DANRE19083, DANRE06228, DANRE06227, DANRE06226, DANRE06225, DANRE06229
OG0000079	TCONS_00006803.p1	DANRE08425, DANRE08424, DANRE08423, DANRE08420, DANRE08416, DANRE08419, DANRE08415, DANRE01231, DANRE01230, DANRE08421, DANRE08418, DANRE08422, DANRE40812, DANRE40811, DANRE40809, DANRE40810, DANRE33381, DANRE40813
OG0000079	TCONS_00028091.p1	DANRE01827, DANRE01825, DANRE01824, DANRE01826
OG0000082	TCONS_00014773.p1, TCONS_00001034.p1	DANRE33308
OG0000082	TCONS_00026781.p1	DANRE06377
OG0000082	TCONS_00020512.p1	DANRE00971
OG0000082	TCONS_00020503.p1	DANRE00970
OG0000083	TCONS_00042690.p1	DANRE01056, DANRE08510, DANRE34355, DANRE07334, DANRE07333
OG0000084	TCONS_00026379.p1	DANRE07814, DANRE11583, DANRE40782, DANRE01412, DANRE01413
OG0000084	TCONS_00026843.p1, TCONS_00026055.p1	DANRE15534, DANRE15533, DANRE15962, DANRE15961, DANRE06459
OG0000084	TCONS_00025914.p1	DANRE33759
OG0000084	TCONS_00030964.p1, TCONS_00030200.p1, TCONS_00030965.p1	DANRE16406, DANRE16407, DANRE16782, DANRE23641, DANRE34043, DANRE34042, DANRE01545, DANRE05120
OG0000085	TCONS_00018803.p1	DANRE03872, DANRE13568, DANRE10642, DANRE42815, DANRE01947
OG0000085	TCONS_00008648.p1	DANRE10316
OG0000085	TCONS_00005387.p1	DANRE33578, DANRE33579
OG0000085	TCONS_00001049.p1, TCONS_00047036.p1	DANRE14204, DANRE04562
OG0000086	TCONS_00042934.p1	DANRE33035, DANRE24011, DANRE02133, DANRE17450, DANRE17451, DANRE17991, DANRE28254
OG0000086	TCONS_00038495.p1, TCONS_00000703.p1, TCONS_00040345.p1, TCONS_00042121.p1, TCONS_00048032.p1, TCONS_00025221.p1, TCONS_00044013.p2, TCONS_00012015.p1, TCONS_00053283.p1, TCONS_00023505.p1, TCONS_00023105.p1	DANRE19051
OG0000086	TCONS_00035820.p1, TCONS_00035727.p1, TCONS_00054809.p1	DANRE36075, DANRE31941, DANRE19260
OG0000086	TCONS_00021006.p1	DANRE07765
OG0000087	TCONS_00021498.p1	DANRE37955
OG0000087	TCONS_00019230.p1	DANRE15847, DANRE15848
OG0000087	TCONS_00037101.p1	DANRE02654, DANRE02653
OG0000087	TCONS_00002591.p1	DANRE42135
OG0000087	TCONS_00048296.p1	DANRE22805, DANRE22804
OG0000087	TCONS_00012999.p1	DANRE24820, DANRE24821
OG0000088	TCONS_00033834.p1, TCONS_00033833.p1, TCONS_00033830.p1, TCONS_00013550.p1, TCONS_00014108.p1, TCONS_00014107.p1, TCONS_00040293.p1, TCONS_00014106.p1, TCONS_00014105.p1, TCONS_00044767.p1, TCONS_00039295.p1, TCONS_00040437.p1, TCONS_00039329.p1, TCONS_00039283.p1, TCONS_00040438.p1, TCONS_00040456.p1, TCONS_00039328.p1, TCONS_00039294.p1, TCONS_00039296.p1, TCONS_00039330.p1, TCONS_00054766.p1, TCONS_00006832.p1, TCONS_00031217.p1, TCONS_00042958.p1, TCONS_00054351.p1, TCONS_00003693.p1, TCONS_00018247.p1, TCONS_00044183.p1, TCONS_00044182.p1, TCONS_00014801.p1, TCONS_00020878.p1, TCONS_00021900.p2, TCONS_00021940.p1, TCONS_00013720.p1, TCONS_00019802.p1	DANRE05341, DANRE04380, DANRE25416, DANRE12560, DANRE26544, DANRE23867, DANRE36501, DANRE26035
OG0000089	TCONS_00001898.p1, TCONS_00001897.p1, TCONS_00001895.p1, TCONS_00001894.p1, TCONS_00001900.p1, TCONS_00001893.p1, TCONS_00001891.p1, TCONS_00001115.p1, TCONS_00001118.p1, TCONS_00001440.p1, TCONS_00001899.p1, TCONS_00001902.p1, TCONS_00001421.p1, TCONS_00001437.p1, TCONS_00001424.p1, TCONS_00001422.p1, TCONS_00001439.p1, TCONS_00000308.p1, TCONS_00000885.p1, TCONS_00001430.p1, TCONS_00001436.p1, TCONS_00001432.p1, TCONS_00001418.p1, TCONS_00001913.p1, TCONS_00001909.p1	DANRE00866, DANRE06893, DANRE01120, DANRE01121, DANRE24411, DANRE18395, DANRE18394, DANRE18393
OG0000090	TCONS_00015053.p1	DANRE14575, DANRE14574, DANRE08600, DANRE08601
OG0000090	TCONS_00056910.p1, TCONS_00055752.p1, TCONS_00006837.p1, TCONS_00055753.p1	DANRE14775, DANRE14776
OG0000093	TCONS_00042695.p1, TCONS_00034557.p1, TCONS_00034558.p1, TCONS_00028807.p1, TCONS_00028812.p1, TCONS_00028816.p1, TCONS_00010023.p1, TCONS_00028809.p1, TCONS_00028814.p1, TCONS_00028817.p1, TCONS_00036677.p1	DANRE38668, DANRE18559, DANRE12452, DANRE31410, DANRE31411, DANRE36972
OG0000094	TCONS_00049669.p1	DANRE31445, DANRE31446, DANRE02712, DANRE02711, DANRE02713, DANRE41259, DANRE40961, DANRE40960, DANRE40286
OG0000094	TCONS_00014949.p1	DANRE26291, DANRE26290, DANRE39959, DANRE39958, DANRE34093, DANRE34091, DANRE34092, DANRE34090, DANRE34094, DANRE34095, DANRE19459, DANRE19458, DANRE39957, DANRE29718, DANRE29719, DANRE29717, DANRE02593, DANRE02592, DANRE02591
OG0000095	TCONS_00011646.p1	DANRE25494, DANRE25495, DANRE25572, DANRE25573, DANRE24186, DANRE24187, DANRE16081, DANRE16080, DANRE23856, DANRE23855, DANRE15358
OG0000096	TCONS_00020855.p1	DANRE06854, DANRE41409, DANRE15329, DANRE13475
OG0000096	TCONS_00048858.p1	DANRE40526, DANRE02165, DANRE31394, DANRE31393
OG0000096	TCONS_00020336.p1	DANRE36045, DANRE24893
OG0000096	TCONS_00028921.p1	DANRE14485
OG0000096	TCONS_00015544.p1	DANRE25948, DANRE29004, DANRE39826, DANRE25796, DANRE38945, DANRE38946, DANRE38947
OG0000096	TCONS_00036087.p1	DANRE38250, DANRE38251, DANRE29625, DANRE29623
OG0000096	TCONS_00056616.p1	DANRE42235, DANRE21352, DANRE21353, DANRE21354
OG0000097	TCONS_00016316.p1	DANRE07843, DANRE07842, DANRE07848, DANRE07847, DANRE07846, DANRE07845
OG0000098	TCONS_00020064.p1, TCONS_00018990.p1, TCONS_00019739.p1, TCONS_00019728.p1, TCONS_00019738.p1	DANRE29634, DANRE03194, DANRE03198, DANRE03197, DANRE03193, DANRE03195, DANRE03196, DANRE38926, DANRE38925, DANRE42853, DANRE42852, DANRE42851
OG0000098	TCONS_00029742.p1	DANRE43096, DANRE26020, DANRE38317, DANRE38316, DANRE38318, DANRE26021, DANRE38315, DANRE33952, DANRE33953
OG0000099	TCONS_00043496.p1	DANRE07078, DANRE07079, DANRE15828, DANRE15826, DANRE15825, DANRE07080, DANRE33824, DANRE06396, DANRE06395, DANRE19734, DANRE08890, DANRE19931, DANRE19932, DANRE07026, DANRE19933
OG0000099	TCONS_00001267.p1	DANRE09258, DANRE09257, DANRE09256, DANRE09255, DANRE09254, DANRE13816, DANRE08158, DANRE13815, DANRE08996, DANRE09030, DANRE08830, DANRE08829, DANRE00831, DANRE00829
OG0000100	TCONS_00036970.p1, TCONS_00003569.p1, TCONS_00052347.p2	DANRE16069, DANRE17277
OG0000100	TCONS_00049915.p1, TCONS_00023987.p1, TCONS_00004508.p1, TCONS_00040818.p1, TCONS_00043755.p1, TCONS_00052403.p1, TCONS_00033125.p1, TCONS_00041149.p1, TCONS_00021022.p1, TCONS_00041074.p1	DANRE31960, DANRE06447, DANRE35571, DANRE40178, DANRE28402
OG0000101	TCONS_00056808.p1, TCONS_00056811.p1, TCONS_00025663.p1, TCONS_00025661.p1, TCONS_00025662.p1, TCONS_00025660.p1, TCONS_00023914.p1, TCONS_00025841.p1, TCONS_00024449.p1	DANRE38569, DANRE26131, DANRE26132
OG0000101	TCONS_00031251.p1, TCONS_00001509.p1, TCONS_00000382.p1, TCONS_00004266.p1	DANRE12070
OG0000101	TCONS_00032606.p1	DANRE23836
OG0000101	TCONS_00057195.p1, TCONS_00017056.p1, TCONS_00055572.p1	DANRE42773, DANRE42772, DANRE21261, DANRE21260, DANRE42774
OG0000102	TCONS_00005250.p1, TCONS_00011663.p1, TCONS_00011453.p1	DANRE11526, DANRE22227, DANRE22226
OG0000102	TCONS_00014917.p1, TCONS_00014921.p1, TCONS_00014922.p1, TCONS_00014725.p1, TCONS_00014927.p1, TCONS_00014928.p1, TCONS_00014933.p1, TCONS_00014930.p1, TCONS_00042026.p1, TCONS_00042031.p1, TCONS_00003647.p1, TCONS_00014936.p1, TCONS_00026212.p1, TCONS_00024952.p1, TCONS_00024974.p1, TCONS_00042019.p1, TCONS_00043399.p1, TCONS_00042030.p1, TCONS_00053021.p1, TCONS_00015599.p1, TCONS_00015531.p1, TCONS_00016099.p1, TCONS_00051934.p1, TCONS_00016204.p1, TCONS_00016201.p1, TCONS_00016202.p1, TCONS_00016199.p1	DANRE34065, DANRE34064, DANRE34892, DANRE34893, DANRE33378
OG0000103	TCONS_00013856.p1	DANRE24869, DANRE20613, DANRE20612, DANRE20614, DANRE36648, DANRE36647, DANRE34239, DANRE34238, DANRE34235, DANRE34231, DANRE34230, DANRE34229, DANRE34233, DANRE18924, DANRE24870, DANRE24865, DANRE24863, DANRE24862, DANRE24866, DANRE24867, DANRE13569, DANRE27032, DANRE27033, DANRE02398, DANRE02397, DANRE22772
OG0000103	TCONS_00012816.p1	DANRE09436, DANRE09435, DANRE35623, DANRE35622, DANRE29899, DANRE29898, DANRE35659, DANRE28633, DANRE28634, DANRE35632, DANRE35633
OG0000104	TCONS_00034216.p1, TCONS_00033864.p1, TCONS_00034214.p1, TCONS_00034215.p1	DANRE13410, DANRE13408, DANRE13409, DANRE13411, DANRE00019, DANRE00018, DANRE10295, DANRE10293, DANRE10294, DANRE10296
OG0000104	TCONS_00019578.p1	DANRE08585, DANRE42030, DANRE42031, DANRE42032, DANRE42033, DANRE35890, DANRE03855
OG0000104	TCONS_00033865.p1	DANRE00020, DANRE00021, DANRE13407
OG0000104	TCONS_00034949.p1	DANRE42503, DANRE42504
OG0000104	TCONS_00048577.p1	DANRE02766, DANRE02765, DANRE02767, DANRE30903, DANRE39783
OG0000106	TCONS_00007879.p1	DANRE38871, DANRE25336, DANRE25339, DANRE25338, DANRE25337, DANRE27190, DANRE24604
OG0000106	TCONS_00020664.p1	DANRE26909
OG0000106	TCONS_00005363.p1, TCONS_00005368.p1, TCONS_00005371.p1, TCONS_00006166.p1, TCONS_00006147.p1, TCONS_00006167.p1, TCONS_00005362.p1, TCONS_00028113.p1, TCONS_00028100.p1, TCONS_00004865.p1, TCONS_00004840.p1, TCONS_00005364.p1	DANRE00217, DANRE00219, DANRE00218, DANRE09198, DANRE09199, DANRE25823, DANRE25822
OG0000107	TCONS_00039121.p2	DANRE26080, DANRE26050, DANRE26065
OG0000107	TCONS_00003644.p1	DANRE37418
OG0000107	TCONS_00036843.p3, TCONS_00005449.p1	DANRE26167
OG0000107	TCONS_00005452.p1	DANRE37414
OG0000108	TCONS_00000632.p1	DANRE37301, DANRE39470, DANRE39471, DANRE39472, DANRE27718, DANRE27717, DANRE27720, DANRE27719, DANRE27721, DANRE27716, DANRE27735, DANRE27737, DANRE27738, DANRE27736, DANRE27708, DANRE27707
OG0000108	TCONS_00020692.p1, TCONS_00014258.p1	DANRE17705, DANRE29556, DANRE26378, DANRE24586, DANRE36583, DANRE23171, DANRE41391
OG0000110	TCONS_00049057.p1, TCONS_00049040.p1, TCONS_00049039.p1, TCONS_00049056.p1, TCONS_00048547.p1, TCONS_00006425.p1, TCONS_00049058.p1, TCONS_00049041.p1, TCONS_00014571.p1, TCONS_00010334.p1, TCONS_00011731.p1	DANRE11747, DANRE11748, DANRE11749
