Orthogroup	PFLAV	CAPO3
OG0000222	TCONS_00029103.p1, TCONS_00000470.p1, TCONS_00029097.p1, TCONS_00006280.p1, TCONS_00029102.p1, TCONS_00029100.p1, TCONS_00028084.p1, TCONS_00028205.p1, TCONS_00028206.p1, TCONS_00028788.p1, TCONS_00028849.p1, TCONS_00029832.p1, TCONS_00029416.p1, TCONS_00029101.p1	CAPO304211
OG0000223	TCONS_00026632.p1, TCONS_00045866.p1, TCONS_00044773.p1, TCONS_00026631.p1	CAPO308126
OG0000225	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1	CAPO305347
OG0000226	TCONS_00037912.p1, TCONS_00037960.p1, TCONS_00010603.p1, TCONS_00010618.p1, TCONS_00010602.p1	CAPO306934
OG0000234	TCONS_00019067.p1, TCONS_00036893.p1	CAPO301359
OG0000238	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1	CAPO305428
OG0000239	TCONS_00002904.p1, TCONS_00010986.p1	CAPO302089
OG0000240	TCONS_00005511.p1	CAPO303214
OG0000242	TCONS_00041151.p1	CAPO304847
OG0000244	TCONS_00008563.p1, TCONS_00008866.p1, TCONS_00007548.p1, TCONS_00007547.p1, TCONS_00047686.p1, TCONS_00007494.p1, TCONS_00007501.p1	CAPO301556
OG0000246	TCONS_00055969.p1, TCONS_00000511.p1, TCONS_00004812.p1, TCONS_00004813.p1, TCONS_00004758.p1, TCONS_00004741.p1	CAPO303496
OG0000248	TCONS_00032888.p1, TCONS_00001290.p1, TCONS_00001287.p1	CAPO307635, CAPO302481, CAPO302487
OG0000250	TCONS_00042963.p1	CAPO305827
OG0000255	TCONS_00022651.p1, TCONS_00022654.p1	CAPO306632
OG0000255	TCONS_00020857.p1	CAPO301531
OG0000255	TCONS_00055357.p1, TCONS_00056545.p1, TCONS_00055361.p1, TCONS_00055362.p1, TCONS_00056553.p1, TCONS_00051668.p1, TCONS_00056554.p1, TCONS_00056555.p1, TCONS_00017301.p1, TCONS_00017109.p1, TCONS_00017302.p1	CAPO300499
OG0000256	TCONS_00015961.p1	CAPO307884
OG0000256	TCONS_00005012.p1, TCONS_00022849.p1, TCONS_00021723.p1, TCONS_00021722.p1, TCONS_00021716.p1, TCONS_00021721.p1, TCONS_00021714.p1, TCONS_00021718.p1, TCONS_00021720.p1, TCONS_00021724.p1, TCONS_00028691.p1, TCONS_00029741.p1, TCONS_00029740.p1, TCONS_00021509.p1, TCONS_00022613.p1, TCONS_00028471.p1, TCONS_00028212.p1	CAPO306483
OG0000257	TCONS_00028283.p1, TCONS_00056953.p1, TCONS_00028213.p1, TCONS_00029201.p1, TCONS_00029829.p1, TCONS_00025443.p1, TCONS_00009913.p1, TCONS_00028625.p1, TCONS_00029801.p1, TCONS_00029489.p1	CAPO300414
OG0000258	TCONS_00013487.p1	CAPO301106
OG0000258	TCONS_00048565.p1, TCONS_00010222.p1	CAPO301746
OG0000260	TCONS_00048892.p1	CAPO300399
OG0000265	TCONS_00015778.p1	CAPO306126
OG0000265	TCONS_00048368.p1	CAPO306540
OG0000271	TCONS_00020111.p1, TCONS_00055227.p1	CAPO304641
OG0000273	TCONS_00052743.p1	CAPO305109
OG0000273	TCONS_00006176.p1	CAPO300804
OG0000273	TCONS_00018452.p1	CAPO306869
OG0000277	TCONS_00004938.p1	CAPO303621
OG0000277	TCONS_00030524.p1	CAPO301295
OG0000277	TCONS_00048401.p1, TCONS_00048767.p1	CAPO307814, CAPO307752
OG0000278	TCONS_00009844.p1	CAPO302023
OG0000282	TCONS_00055293.p1, TCONS_00055299.p1, TCONS_00056469.p1, TCONS_00027175.p1, TCONS_00027170.p1, TCONS_00026202.p1, TCONS_00040339.p1, TCONS_00027173.p1	CAPO308183
OG0000284	TCONS_00046666.p1, TCONS_00052670.p1	CAPO305695
OG0000285	TCONS_00001945.p1, TCONS_00000779.p1, TCONS_00051258.p1, TCONS_00050092.p1, TCONS_00051276.p1, TCONS_00008920.p1, TCONS_00008917.p1, TCONS_00008918.p1, TCONS_00040406.p1, TCONS_00018468.p1, TCONS_00023831.p1, TCONS_00043103.p1, TCONS_00054759.p1, TCONS_00043100.p1, TCONS_00043101.p1	CAPO303377
OG0000288	TCONS_00026383.p1, TCONS_00026382.p1, TCONS_00018785.p1, TCONS_00025965.p1, TCONS_00053158.p1, TCONS_00053156.p1, TCONS_00053159.p1, TCONS_00053165.p1, TCONS_00025969.p1, TCONS_00025966.p1, TCONS_00025967.p1, TCONS_00025968.p1, TCONS_00017061.p1, TCONS_00017024.p1, TCONS_00017027.p1, TCONS_00017028.p1, TCONS_00018098.p1, TCONS_00018097.p1, TCONS_00001814.p1, TCONS_00000669.p1, TCONS_00011622.p1, TCONS_00017516.p1, TCONS_00017749.p1	CAPO305142
OG0000289	TCONS_00053984.p1, TCONS_00052913.p1, TCONS_00023655.p1, TCONS_00025062.p1	CAPO307835
OG0000295	TCONS_00029629.p1, TCONS_00012326.p1, TCONS_00029630.p1, TCONS_00043691.p1, TCONS_00057179.p1, TCONS_00021860.p1, TCONS_00013638.p1, TCONS_00013221.p1, TCONS_00014416.p1, TCONS_00012427.p1	CAPO302113, CAPO302799
OG0000299	TCONS_00044751.p1	CAPO306599
OG0000305	TCONS_00019745.p1	CAPO307183
OG0000306	TCONS_00030411.p1, TCONS_00031228.p1, TCONS_00031225.p1, TCONS_00030417.p1	CAPO308212
OG0000308	TCONS_00057161.p1, TCONS_00057159.p1	CAPO304037
OG0000308	TCONS_00013898.p1	CAPO303083
OG0000310	TCONS_00042371.p1, TCONS_00042267.p1, TCONS_00042321.p1, TCONS_00042320.p1, TCONS_00020935.p1, TCONS_00008672.p1, TCONS_00008675.p1, TCONS_00007401.p1, TCONS_00008667.p1, TCONS_00008665.p1, TCONS_00008664.p1, TCONS_00008669.p1, TCONS_00008663.p1, TCONS_00007735.p1, TCONS_00014167.p1	CAPO305978
OG0000312	TCONS_00012089.p1, TCONS_00012092.p1, TCONS_00050599.p1	CAPO304557
OG0000312	TCONS_00044132.p1, TCONS_00044224.p1	CAPO302691
OG0000313	TCONS_00042682.p1, TCONS_00050469.p1	CAPO307072
OG0000313	TCONS_00032763.p2, TCONS_00046591.p1, TCONS_00054163.p2, TCONS_00049016.p1	CAPO301348
OG0000314	TCONS_00019617.p1, TCONS_00046664.p1, TCONS_00011630.p1, TCONS_00010465.p1, TCONS_00021202.p1, TCONS_00053431.p1, TCONS_00054558.p1, TCONS_00041694.p1, TCONS_00041695.p1	CAPO304303
OG0000315	TCONS_00006045.p1	CAPO307611
OG0000315	TCONS_00047575.p1	CAPO308167
OG0000316	TCONS_00048792.p1	CAPO307924, CAPO300321
OG0000319	TCONS_00021489.p1, TCONS_00021490.p1, TCONS_00021492.p1, TCONS_00021491.p1, TCONS_00045349.p1, TCONS_00055966.p1	CAPO303225
OG0000320	TCONS_00045590.p1	CAPO304008
OG0000322	TCONS_00042436.p1, TCONS_00042439.p1, TCONS_00043750.p1, TCONS_00042966.p1, TCONS_00042965.p1, TCONS_00022689.p1	CAPO306406
OG0000326	TCONS_00051511.p1	CAPO308358, CAPO307947
OG0000326	TCONS_00022683.p1, TCONS_00021962.p1, TCONS_00020980.p1, TCONS_00021960.p1, TCONS_00021957.p1, TCONS_00021958.p1, TCONS_00021961.p1, TCONS_00056614.p1, TCONS_00056613.p1	CAPO303322
OG0000327	TCONS_00014538.p1, TCONS_00014537.p1, TCONS_00014516.p1, TCONS_00014515.p1	CAPO308120
OG0000335	TCONS_00012189.p1, TCONS_00020724.p1, TCONS_00007511.p1, TCONS_00054147.p1, TCONS_00054185.p1, TCONS_00054144.p1, TCONS_00054184.p1, TCONS_00046608.p1, TCONS_00054148.p1, TCONS_00054149.p1, TCONS_00045488.p1, TCONS_00046609.p1, TCONS_00046610.p1, TCONS_00036735.p1, TCONS_00007176.p1, TCONS_00038161.p1, TCONS_00038162.p1, TCONS_00014280.p1, TCONS_00014279.p1, TCONS_00035644.p1, TCONS_00013023.p1, TCONS_00011030.p1, TCONS_00025485.p1, TCONS_00025483.p1, TCONS_00025484.p1, TCONS_00024110.p1, TCONS_00025490.p1, TCONS_00025481.p1, TCONS_00037219.p1	CAPO307753
OG0000338	TCONS_00006807.p1, TCONS_00006253.p1, TCONS_00007127.p1	CAPO304735
OG0000339	TCONS_00008981.p1, TCONS_00008974.p1, TCONS_00008979.p1, TCONS_00008978.p1, TCONS_00041930.p1, TCONS_00041933.p1, TCONS_00019931.p1, TCONS_00014499.p1	CAPO305264
OG0000343	TCONS_00000994.p1	CAPO306429
OG0000345	TCONS_00031146.p1	CAPO300769
OG0000352	TCONS_00053533.p1, TCONS_00055099.p1, TCONS_00056016.p1, TCONS_00056445.p1	CAPO300356
OG0000357	TCONS_00048191.p1	CAPO301487
OG0000359	TCONS_00013824.p1	CAPO305417
OG0000359	TCONS_00021739.p1, TCONS_00012252.p1	CAPO301540
OG0000359	TCONS_00042042.p1	CAPO306866
OG0000360	TCONS_00056135.p1, TCONS_00043094.p1, TCONS_00047755.p1	CAPO300757
OG0000364	TCONS_00018286.p1, TCONS_00018299.p1, TCONS_00018279.p1, TCONS_00018290.p1, TCONS_00017256.p1, TCONS_00017257.p1, TCONS_00018289.p1, TCONS_00018297.p1, TCONS_00018296.p1, TCONS_00001102.p1, TCONS_00018287.p1, TCONS_00018291.p1, TCONS_00018285.p1, TCONS_00051252.p1, TCONS_00044480.p1, TCONS_00018765.p1, TCONS_00018763.p1, TCONS_00018754.p1, TCONS_00021390.p1	CAPO301330, CAPO300908
OG0000367	TCONS_00049440.p1, TCONS_00017935.p1	CAPO301272
OG0000371	TCONS_00032709.p1, TCONS_00015309.p1, TCONS_00016386.p1, TCONS_00036166.p1, TCONS_00033172.p1, TCONS_00047791.p1, TCONS_00020992.p1, TCONS_00022299.p1, TCONS_00033074.p1	CAPO307503
OG0000372	TCONS_00029355.p1, TCONS_00057185.p1, TCONS_00044124.p1, TCONS_00055414.p1	CAPO307553
OG0000373	TCONS_00003480.p1, TCONS_00006362.p1	CAPO301744
OG0000385	TCONS_00050815.p1, TCONS_00000219.p1	CAPO300182, CAPO305781, CAPO305517
OG0000392	TCONS_00053118.p1	CAPO300351
OG0000393	TCONS_00035297.p1, TCONS_00035111.p1, TCONS_00000681.p1, TCONS_00027130.p1, TCONS_00056779.p1, TCONS_00007376.p1	CAPO307627
OG0000397	TCONS_00027690.p1	CAPO304372
OG0000399	TCONS_00010744.p1, TCONS_00046673.p1, TCONS_00033335.p1	CAPO302781
OG0000402	TCONS_00027661.p1, TCONS_00041558.p1, TCONS_00007774.p1, TCONS_00007776.p1, TCONS_00009297.p1, TCONS_00008069.p1, TCONS_00009298.p1, TCONS_00007087.p1, TCONS_00007773.p1, TCONS_00007089.p1	CAPO300999
OG0000405	TCONS_00029005.p1	CAPO300636
OG0000412	TCONS_00047562.p1	CAPO306116
OG0000412	TCONS_00031385.p1, TCONS_00014987.p1, TCONS_00014980.p1, TCONS_00014982.p1, TCONS_00014985.p1	CAPO307159
OG0000413	TCONS_00011626.p1	CAPO302663
OG0000413	TCONS_00021738.p1	CAPO304678
OG0000416	TCONS_00035217.p1	CAPO300647, CAPO303519
OG0000420	TCONS_00046722.p1, TCONS_00045703.p1, TCONS_00050772.p1, TCONS_00050774.p1, TCONS_00050773.p1, TCONS_00050771.p1, TCONS_00050765.p1, TCONS_00019332.p1, TCONS_00020753.p1	CAPO307162
OG0000422	TCONS_00046248.p1, TCONS_00045180.p1, TCONS_00045181.p1	CAPO301071
OG0000424	TCONS_00036179.p1, TCONS_00031446.p1, TCONS_00031445.p1	CAPO302770, CAPO306814
OG0000426	TCONS_00026285.p1	CAPO302714
OG0000426	TCONS_00012333.p1	CAPO306829
OG0000427	TCONS_00025042.p1	CAPO303813
OG0000431	TCONS_00043448.p1	CAPO306585
OG0000431	TCONS_00021923.p1	CAPO304684
OG0000433	TCONS_00002447.p1, TCONS_00001165.p1	CAPO304838, CAPO302573
OG0000434	TCONS_00045955.p1, TCONS_00045696.p1, TCONS_00046744.p1, TCONS_00045692.p1, TCONS_00046746.p1, TCONS_00045695.p1, TCONS_00046745.p1, TCONS_00045585.p1, TCONS_00046892.p1, TCONS_00045532.p1, TCONS_00046740.p1, TCONS_00045697.p1, TCONS_00045698.p1, TCONS_00046738.p1, TCONS_00046895.p1, TCONS_00045582.p1	CAPO304471
OG0000435	TCONS_00046001.p1	CAPO308080
OG0000436	TCONS_00020627.p1, TCONS_00020628.p1, TCONS_00020629.p1	CAPO305799
OG0000437	TCONS_00051756.p1, TCONS_00051760.p1, TCONS_00051758.p1, TCONS_00051761.p1, TCONS_00051763.p1	CAPO300952
OG0000442	TCONS_00002190.p1	CAPO302753, CAPO302633
OG0000444	TCONS_00031849.p1, TCONS_00031859.p1, TCONS_00032514.p1, TCONS_00032512.p1, TCONS_00031853.p1, TCONS_00032513.p1, TCONS_00032517.p1, TCONS_00032518.p1, TCONS_00031857.p1, TCONS_00031854.p1, TCONS_00003709.p1, TCONS_00003710.p1, TCONS_00003707.p1, TCONS_00003706.p1, TCONS_00003708.p1, TCONS_00023010.p1	CAPO305423
OG0000444	TCONS_00023516.p1, TCONS_00023527.p1, TCONS_00023517.p1, TCONS_00023528.p1, TCONS_00023529.p1, TCONS_00023521.p1	CAPO301239
OG0000445	TCONS_00002401.p1, TCONS_00002110.p1, TCONS_00002102.p1, TCONS_00000750.p1, TCONS_00051673.p1, TCONS_00002921.p1, TCONS_00000935.p1, TCONS_00000936.p1, TCONS_00000920.p1	CAPO301584
OG0000447	TCONS_00043056.p1	CAPO300691
OG0000450	TCONS_00006747.p1, TCONS_00006748.p1	CAPO307586, CAPO307446
OG0000453	TCONS_00015428.p1, TCONS_00016513.p1, TCONS_00016509.p1, TCONS_00016514.p1, TCONS_00016505.p1, TCONS_00016516.p1, TCONS_00016515.p1, TCONS_00016517.p1, TCONS_00047316.p1, TCONS_00000327.p1, TCONS_00000325.p1, TCONS_00001388.p1, TCONS_00000328.p1, TCONS_00015837.p1, TCONS_00006455.p1, TCONS_00006457.p1, TCONS_00006461.p1, TCONS_00043460.p1	CAPO305025
OG0000454	TCONS_00029324.p1	CAPO301952
OG0000461	TCONS_00019012.p1	CAPO303645, CAPO304085, CAPO303531
OG0000461	TCONS_00005147.p1, TCONS_00027189.p1	CAPO307456
OG0000467	TCONS_00049014.p1	CAPO302214
OG0000468	TCONS_00023318.p1, TCONS_00024958.p1, TCONS_00023321.p1, TCONS_00023193.p1, TCONS_00023191.p1, TCONS_00023328.p1, TCONS_00023322.p1, TCONS_00042224.p1, TCONS_00010055.p1	CAPO302003, CAPO303185
OG0000469	TCONS_00048981.p1	CAPO306584, CAPO302277
OG0000470	TCONS_00014594.p1, TCONS_00009548.p1, TCONS_00010825.p1	CAPO307521
OG0000474	TCONS_00019156.p1	CAPO307766
OG0000475	TCONS_00003775.p1, TCONS_00003774.p1	CAPO303779
OG0000476	TCONS_00004869.p2, TCONS_00014664.p1	CAPO306104
OG0000479	TCONS_00000492.p1	CAPO303549
OG0000479	TCONS_00006853.p1	CAPO304267
OG0000480	TCONS_00050137.p1, TCONS_00050192.p1, TCONS_00050190.p1	CAPO307201
OG0000481	TCONS_00005590.p1	CAPO300053
OG0000481	TCONS_00015361.p1	CAPO304800
OG0000481	TCONS_00030958.p1	CAPO304355
OG0000485	TCONS_00056294.p1, TCONS_00056292.p1, TCONS_00035498.p1	CAPO303224, CAPO303026
OG0000486	TCONS_00055977.p1, TCONS_00056066.p1, TCONS_00055302.p1, TCONS_00052656.p1, TCONS_00053745.p1, TCONS_00031403.p1, TCONS_00012362.p1	CAPO306048, CAPO306972
OG0000488	TCONS_00010218.p1	CAPO305871
OG0000491	TCONS_00044061.p1	CAPO305506
OG0000494	TCONS_00005711.p1, TCONS_00017975.p1	CAPO300277
OG0000505	TCONS_00031914.p1	CAPO303790, CAPO306121
OG0000506	TCONS_00020995.p1	CAPO304587
OG0000508	TCONS_00056880.p1, TCONS_00056893.p1	CAPO303408, CAPO307945
OG0000508	TCONS_00019601.p1	CAPO302590
OG0000510	TCONS_00019767.p1, TCONS_00020826.p1	CAPO303128, CAPO305095
OG0000511	TCONS_00025942.p1, TCONS_00025941.p1	CAPO301322
OG0000514	TCONS_00013334.p1	CAPO307292
OG0000516	TCONS_00008150.p1, TCONS_00009366.p1	CAPO302072
OG0000519	TCONS_00022791.p1, TCONS_00005374.p1, TCONS_00005130.p1	CAPO300709
OG0000520	TCONS_00035177.p1, TCONS_00035175.p1	CAPO304720
OG0000522	TCONS_00019381.p1, TCONS_00019380.p1, TCONS_00025944.p1, TCONS_00025880.p1, TCONS_00056298.p2, TCONS_00027495.p1	CAPO306204
OG0000528	TCONS_00050473.p1, TCONS_00011667.p1, TCONS_00039151.p1, TCONS_00039158.p1	CAPO300417
OG0000530	TCONS_00054317.p1	CAPO306919
OG0000532	TCONS_00010389.p1, TCONS_00010391.p1, TCONS_00010388.p1, TCONS_00010394.p1, TCONS_00010393.p1, TCONS_00010386.p1, TCONS_00010396.p1, TCONS_00011312.p1, TCONS_00011287.p1, TCONS_00010385.p1	CAPO301913
OG0000538	TCONS_00057157.p1	CAPO300039
OG0000548	TCONS_00026418.p1, TCONS_00026417.p1, TCONS_00011838.p1, TCONS_00049725.p1	CAPO307253, CAPO307370
OG0000549	TCONS_00028444.p1, TCONS_00028445.p1, TCONS_00028447.p1, TCONS_00029499.p1, TCONS_00029502.p1, TCONS_00000133.p1, TCONS_00023197.p1, TCONS_00023330.p1	CAPO305341
OG0000551	TCONS_00027546.p1, TCONS_00027551.p1, TCONS_00027552.p1, TCONS_00027557.p1, TCONS_00027553.p1, TCONS_00020122.p1, TCONS_00019555.p1, TCONS_00020125.p1, TCONS_00020116.p1, TCONS_00020126.p1, TCONS_00027550.p1, TCONS_00027544.p1, TCONS_00020232.p1, TCONS_00046148.p1, TCONS_00027545.p1	CAPO305700
OG0000552	TCONS_00051707.p1, TCONS_00043405.p1, TCONS_00045211.p1, TCONS_00021406.p1, TCONS_00011748.p1, TCONS_00021413.p1	CAPO302805
OG0000553	TCONS_00048336.p1, TCONS_00035272.p2, TCONS_00034957.p2, TCONS_00013171.p1	CAPO302261
OG0000554	TCONS_00054892.p1	CAPO300205
OG0000561	TCONS_00011481.p1, TCONS_00011480.p1, TCONS_00005060.p1, TCONS_00006305.p1	CAPO307817, CAPO304686, CAPO304296
OG0000566	TCONS_00032759.p1, TCONS_00032760.p1, TCONS_00020313.p1, TCONS_00006656.p1	CAPO306820
OG0000567	TCONS_00053726.p1, TCONS_00052633.p1, TCONS_00002536.p1, TCONS_00029665.p1, TCONS_00028027.p1, TCONS_00052701.p1	CAPO300710, CAPO302895
OG0000569	TCONS_00025050.p1, TCONS_00014892.p1, TCONS_00025054.p1, TCONS_00025056.p1, TCONS_00025053.p1, TCONS_00025052.p1, TCONS_00025049.p1, TCONS_00025051.p1, TCONS_00017618.p1, TCONS_00017654.p1, TCONS_00017653.p1, TCONS_00025055.p1, TCONS_00025045.p1, TCONS_00025047.p1, TCONS_00025048.p1, TCONS_00025046.p1, TCONS_00028617.p1	CAPO302672
OG0000572	TCONS_00003540.p1, TCONS_00051108.p1, TCONS_00051073.p1, TCONS_00051074.p1	CAPO302048
OG0000573	TCONS_00051396.p1	CAPO301573
OG0000573	TCONS_00028054.p1	CAPO300482
OG0000574	TCONS_00014265.p1, TCONS_00014282.p1, TCONS_00015177.p1	CAPO303025
OG0000578	TCONS_00011983.p1	CAPO305505
OG0000583	TCONS_00000895.p1, TCONS_00000896.p1	CAPO302594
OG0000585	TCONS_00048622.p1	CAPO302010
OG0000586	TCONS_00035934.p1	CAPO304818
OG0000587	TCONS_00022545.p1	CAPO304868
OG0000588	TCONS_00001171.p1	CAPO300701
OG0000590	TCONS_00002842.p1, TCONS_00002855.p1	CAPO302664
OG0000590	TCONS_00007322.p1	CAPO307990
OG0000591	TCONS_00012323.p1	CAPO300885
OG0000591	TCONS_00022884.p1, TCONS_00022888.p1	CAPO301508, CAPO306921
OG0000592	TCONS_00039415.p1, TCONS_00015543.p1, TCONS_00039411.p1, TCONS_00039412.p1, TCONS_00039413.p1, TCONS_00039414.p1	CAPO302552
OG0000593	TCONS_00014283.p1, TCONS_00008464.p1	CAPO303950
OG0000594	TCONS_00048592.p1	CAPO305185
OG0000595	TCONS_00002652.p1, TCONS_00054108.p1, TCONS_00005501.p1, TCONS_00005478.p1, TCONS_00005502.p1, TCONS_00005481.p1, TCONS_00006638.p1, TCONS_00006602.p1, TCONS_00005489.p1, TCONS_00006575.p1, TCONS_00005470.p1, TCONS_00006599.p1, TCONS_00006634.p1, TCONS_00006601.p1, TCONS_00005498.p1, TCONS_00004654.p1, TCONS_00051336.p1, TCONS_00051335.p1, TCONS_00005970.p1, TCONS_00005052.p1, TCONS_00005050.p1, TCONS_00049606.p1, TCONS_00049605.p1, TCONS_00004258.p1, TCONS_00054109.p1, TCONS_00053723.p1, TCONS_00053010.p1	CAPO303068, CAPO304997
OG0000597	TCONS_00005133.p1	CAPO305949
OG0000600	TCONS_00000259.p1, TCONS_00054647.p1	CAPO302133
OG0000603	TCONS_00010667.p1	CAPO300286
OG0000604	TCONS_00009810.p1	CAPO304248
OG0000609	TCONS_00003985.p1	CAPO306415
OG0000611	TCONS_00043712.p1	CAPO305139
OG0000611	TCONS_00008633.p1	CAPO302505
OG0000612	TCONS_00026134.p1	CAPO308174
OG0000612	TCONS_00008817.p1	CAPO300901
OG0000613	TCONS_00018679.p1, TCONS_00017693.p1, TCONS_00028346.p1	CAPO306741, CAPO303985
OG0000614	TCONS_00020710.p1	CAPO308097
OG0000614	TCONS_00010741.p1	CAPO306138, CAPO304207
OG0000616	TCONS_00052324.p1, TCONS_00034261.p1, TCONS_00034263.p1	CAPO301011
OG0000617	TCONS_00047987.p1	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167
OG0000619	TCONS_00020865.p1	CAPO303580
OG0000620	TCONS_00028415.p1, TCONS_00029717.p1, TCONS_00029053.p1, TCONS_00029054.p1, TCONS_00029052.p1	CAPO300569
OG0000623	TCONS_00045077.p1	CAPO306891
OG0000623	TCONS_00014399.p1	CAPO306678
OG0000624	TCONS_00056401.p1	CAPO304034, CAPO304035
OG0000627	TCONS_00035285.p1	CAPO301912
OG0000628	TCONS_00000408.p1, TCONS_00046680.p1	CAPO306878
OG0000629	TCONS_00015400.p1, TCONS_00037102.p1, TCONS_00037355.p1	CAPO304632
OG0000634	TCONS_00003863.p1, TCONS_00002902.p1, TCONS_00002901.p1, TCONS_00002903.p1, TCONS_00044941.p1, TCONS_00003887.p1, TCONS_00029471.p1, TCONS_00003886.p1	CAPO305866
OG0000636	TCONS_00026316.p1	CAPO300927, CAPO308236
OG0000637	TCONS_00011400.p1, TCONS_00038966.p1, TCONS_00000926.p1, TCONS_00015012.p1, TCONS_00010073.p1, TCONS_00033852.p1	CAPO306492
OG0000639	TCONS_00028238.p1	CAPO300322
OG0000639	TCONS_00009320.p1	CAPO305269
OG0000642	TCONS_00030948.p1	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000643	TCONS_00054014.p1, TCONS_00005337.p1	CAPO301316
OG0000645	TCONS_00009435.p1	CAPO306925
OG0000645	TCONS_00020836.p1	CAPO307784, CAPO304648
OG0000648	TCONS_00009291.p1	CAPO306715
OG0000648	TCONS_00008067.p1	CAPO307568
OG0000650	TCONS_00002876.p1	CAPO302429
OG0000651	TCONS_00019574.p1	CAPO301045
OG0000652	TCONS_00049243.p1	CAPO307163
OG0000660	TCONS_00056935.p1	CAPO304213
OG0000662	TCONS_00026788.p1, TCONS_00025890.p1, TCONS_00012593.p1	CAPO308235
OG0000663	TCONS_00046671.p1, TCONS_00053215.p1	CAPO303713
OG0000664	TCONS_00049409.p1, TCONS_00003405.p1, TCONS_00004385.p1	CAPO305353
OG0000665	TCONS_00028513.p1, TCONS_00028512.p1, TCONS_00029643.p3	CAPO304505, CAPO304163
OG0000666	TCONS_00049104.p1	CAPO306172
OG0000667	TCONS_00015946.p1, TCONS_00028218.p1, TCONS_00028375.p1, TCONS_00029479.p1, TCONS_00029274.p1, TCONS_00029273.p1, TCONS_00029268.p1, TCONS_00029272.p1, TCONS_00029235.p1, TCONS_00029231.p1, TCONS_00029232.p1, TCONS_00028216.p1, TCONS_00028532.p1, TCONS_00028533.p1, TCONS_00028219.p1, TCONS_00018520.p1, TCONS_00018521.p1, TCONS_00029108.p1, TCONS_00029107.p1, TCONS_00028416.p1, TCONS_00028230.p1	CAPO305865
OG0000672	TCONS_00021249.p1, TCONS_00022408.p1	CAPO301072
OG0000672	TCONS_00009740.p1	CAPO301848
OG0000674	TCONS_00028994.p1, TCONS_00024122.p1	CAPO303746
OG0000676	TCONS_00018626.p1	CAPO304343, CAPO305288
OG0000676	TCONS_00022372.p1	CAPO300920, CAPO304680
OG0000683	TCONS_00022902.p1	CAPO304912
OG0000683	TCONS_00052646.p1	CAPO305392, CAPO303509
OG0000684	TCONS_00009345.p1, TCONS_00009346.p1	CAPO306227
OG0000690	TCONS_00046093.p1	CAPO306653
OG0000690	TCONS_00001720.p1	CAPO306445
OG0000690	TCONS_00053238.p1	CAPO304114
OG0000691	TCONS_00007126.p1, TCONS_00017529.p1	CAPO301028
OG0000692	TCONS_00052734.p1	CAPO306980
OG0000692	TCONS_00027577.p1	CAPO306169
OG0000693	TCONS_00015338.p1	CAPO307538
OG0000694	TCONS_00014772.p1	CAPO302468
OG0000696	TCONS_00018845.p1	CAPO305456
OG0000696	TCONS_00011598.p1	CAPO305466
OG0000696	TCONS_00047236.p1	CAPO301422
OG0000697	TCONS_00048562.p1	CAPO304466, CAPO306724
OG0000698	TCONS_00010311.p1	CAPO303921
OG0000699	TCONS_00021271.p1	CAPO306785, CAPO302735
OG0000701	TCONS_00026249.p1, TCONS_00026244.p1, TCONS_00026245.p1, TCONS_00026250.p1	CAPO306727
OG0000703	TCONS_00030196.p1	CAPO308078
OG0000706	TCONS_00047273.p1, TCONS_00056928.p1, TCONS_00006217.p1, TCONS_00001501.p1, TCONS_00031304.p1, TCONS_00031491.p1, TCONS_00016124.p1, TCONS_00000375.p1, TCONS_00000372.p1, TCONS_00000373.p1, TCONS_00004946.p1, TCONS_00006216.p1, TCONS_00006214.p1, TCONS_00006211.p1, TCONS_00006207.p1, TCONS_00006215.p1, TCONS_00000324.p1, TCONS_00005554.p1, TCONS_00056929.p1	CAPO301985
OG0000708	TCONS_00052744.p1	CAPO302130
OG0000708	TCONS_00049295.p1	CAPO300640
OG0000709	TCONS_00003484.p1	CAPO305451
OG0000711	TCONS_00037709.p1, TCONS_00037704.p1, TCONS_00036664.p1, TCONS_00036685.p1, TCONS_00036548.p1	CAPO304713
OG0000713	TCONS_00020883.p1	CAPO302804
OG0000715	TCONS_00055218.p1	CAPO305197
OG0000716	TCONS_00023851.p1, TCONS_00023852.p1, TCONS_00023842.p1, TCONS_00023843.p1, TCONS_00001491.p1	CAPO306457
OG0000717	TCONS_00016080.p1, TCONS_00016081.p1	CAPO302989
