TCONS_00019737	OFUSG13305.1.p1
TCONS_00019248	OFUSG15804.1.p1
TCONS_00009715	OFUSG11227.1.p1
TCONS_00038637	OFUSG09901.1.p1
TCONS_00030181	OFUSG09958.1.p1
TCONS_00005201	OFUSG23870.1.p1
TCONS_00013200	OFUSG11053.1.p1
TCONS_00005135	OFUSG14821.1.p1
TCONS_00053562	OFUSG17192.1.p1
TCONS_00043362	OFUSG02327.1.p1
TCONS_00006281	OFUSG24203.1.p1
TCONS_00013942	OFUSG15939.1.p1
TCONS_00045738	OFUSG26677.1.p1
TCONS_00020679	OFUSG19340.1.p1
TCONS_00006547	OFUSG14904.1.p1
TCONS_00029723	OFUSG09435.1.p1
TCONS_00055782	OFUSG08126.1.p1
TCONS_00010514	OFUSG25163.1.p1
TCONS_00057249	OFUSG04679.1.p1
TCONS_00013331	OFUSG09993.1.p1
TCONS_00038163	OFUSG00207.1.p1
TCONS_00019749	OFUSG23171.1.p1
TCONS_00034486	OFUSG08583.1.p1
TCONS_00008080	OFUSG05430.1.p1
TCONS_00025717	OFUSG07848.1.p1
TCONS_00052205	OFUSG13691.1.p1
TCONS_00021277	OFUSG16567.1.p1
TCONS_00018319	OFUSG23403.1.p1
TCONS_00010774	OFUSG11568.1.p1
TCONS_00032786	OFUSG16790.1.p1
TCONS_00050060	OFUSG17449.1.p1
TCONS_00053402	OFUSG13324.1.p1
TCONS_00054229	OFUSG26546.1.p1
TCONS_00013326	OFUSG20178.1.p1
TCONS_00012270	OFUSG17853.1.p1
TCONS_00015481	OFUSG25501.1.p1
TCONS_00002044	OFUSG00866.1.p1
TCONS_00012582	OFUSG10040.1.p1
TCONS_00022521	OFUSG12752.1.p1
TCONS_00021868	OFUSG14353.1.p1
TCONS_00010255	OFUSG11398.1.p1
TCONS_00055596	OFUSG15812.1.p1
TCONS_00006767	OFUSG22491.1.p1
TCONS_00045541	OFUSG13389.1.p1
TCONS_00003478	OFUSG20795.1.p1
TCONS_00038216	OFUSG00163.1.p1
TCONS_00055978	OFUSG16098.1.p1
TCONS_00020756	OFUSG04837.1.p1
TCONS_00022473	OFUSG24825.1.p1
TCONS_00013683	OFUSG10885.1.p1
TCONS_00051163	OFUSG15589.1.p1
TCONS_00052238	OFUSG23681.1.p1
TCONS_00015753	OFUSG12354.1.p1
TCONS_00048906	OFUSG19265.1.p1
TCONS_00007185	OFUSG04813.1.p1
TCONS_00044894	OFUSG17469.1.p1
TCONS_00055959	OFUSG16286.1.p1
TCONS_00026468	OFUSG05513.1.p1
TCONS_00020198	OFUSG13720.1.p1
TCONS_00034269	OFUSG09386.1.p1
TCONS_00047439	OFUSG06860.1.p1
TCONS_00033269	OFUSG12693.1.p1
TCONS_00020225	OFUSG00324.1.p1
TCONS_00037489	OFUSG07500.1.p1
TCONS_00011319	OFUSG12257.1.p1
TCONS_00031473	OFUSG10685.1.p1
TCONS_00033243	OFUSG19559.1.p2
TCONS_00001391	OFUSG00901.1.p1
TCONS_00002403	OFUSG00282.1.p1
TCONS_00021309	OFUSG13864.1.p1
TCONS_00005728	OFUSG22629.1.p1
TCONS_00004738	OFUSG22338.1.p1
TCONS_00049471	OFUSG06806.1.p1
TCONS_00014850	OFUSG08308.1.p1
TCONS_00008204	OFUSG05085.1.p1
TCONS_00007791	OFUSG22774.1.p1
TCONS_00025887	OFUSG06898.1.p1
TCONS_00056454	OFUSG07494.1.p1
TCONS_00029483	OFUSG09097.1.p1
TCONS_00025437	OFUSG07019.1.p1
TCONS_00045335	OFUSG01632.1.p1
TCONS_00039468	OFUSG08815.1.p1
TCONS_00028417	OFUSG08767.1.p1
TCONS_00014672	OFUSG07249.1.p1
TCONS_00016012	OFUSG07165.1.p1
TCONS_00042557	OFUSG02448.1.p1
TCONS_00043841	OFUSG03426.1.p1
TCONS_00043945	OFUSG01983.1.p1
TCONS_00004934	OFUSG08188.1.p1
TCONS_00006307	OFUSG24022.1.p1
TCONS_00054297	OFUSG13245.1.p1
TCONS_00011835	OFUSG12039.1.p1
TCONS_00024838	OFUSG07011.1.p1
TCONS_00047784	OFUSG19405.1.p1
TCONS_00004803	OFUSG15043.1.p1
TCONS_00011046	OFUSG12018.1.p1
TCONS_00011140	OFUSG12184.1.p1
TCONS_00056082	OFUSG24277.1.p1
TCONS_00027139	OFUSG06513.1.p1
TCONS_00050413	OFUSG23300.1.p1
TCONS_00052844	OFUSG21354.1.p1
TCONS_00042354	OFUSG03033.1.p1
TCONS_00022742	OFUSG25000.1.p1
TCONS_00014345	OFUSG10396.1.p1
TCONS_00011399	OFUSG11374.1.p1
TCONS_00031074	OFUSG17906.1.p1
TCONS_00007209	OFUSG05529.1.p1
TCONS_00016480	OFUSG25415.1.p1
TCONS_00018205	OFUSG16879.1.p1
TCONS_00046271	OFUSG17315.1.p1
TCONS_00043700	OFUSG03703.1.p1
TCONS_00005289	OFUSG24048.1.p1
TCONS_00031065	OFUSG11041.1.p1
TCONS_00042683	OFUSG02790.1.p1
TCONS_00005010	OFUSG24025.1.p1
TCONS_00010333	OFUSG11830.1.p1
TCONS_00044147	OFUSG02756.1.p1
TCONS_00013722	OFUSG10778.1.p1
TCONS_00051611	OFUSG13664.1.p1
TCONS_00022463	OFUSG14507.1.p1
TCONS_00006849	OFUSG23820.1.p1
TCONS_00006809	OFUSG15367.1.p1
TCONS_00051202	OFUSG17502.1.p1
TCONS_00003726	OFUSG24410.1.p1
TCONS_00028189	OFUSG09234.1.p1
TCONS_00011145	OFUSG11665.1.p1
TCONS_00010053	OFUSG12081.1.p1
TCONS_00017771	OFUSG21085.1.p1
TCONS_00041592	OFUSG03117.1.p1
TCONS_00055185	OFUSG25755.1.p1
TCONS_00016600	OFUSG08167.1.p1
TCONS_00030712	OFUSG11046.1.p1
TCONS_00016546	OFUSG07146.1.p1
TCONS_00015687	OFUSG25611.1.p1
TCONS_00009893	OFUSG11661.1.p1
TCONS_00017826	OFUSG09690.1.p1
TCONS_00045542	OFUSG23621.1.p1
TCONS_00048801	OFUSG06184.1.p1
TCONS_00045612	OFUSG13635.1.p1
TCONS_00048559	OFUSG06302.1.p1
TCONS_00057121	OFUSG08209.1.p1
TCONS_00022963	OFUSG07349.1.p1
TCONS_00001265	OFUSG00434.1.p1
TCONS_00001658	OFUSG00474.1.p1
TCONS_00009854	OFUSG25086.1.p1
TCONS_00045843	OFUSG26340.1.p1
TCONS_00057048	OFUSG16073.1.p1
TCONS_00029451	OFUSG00760.1.p1
TCONS_00022318	OFUSG12860.1.p1
TCONS_00034989	OFUSG08855.1.p1
TCONS_00007643	OFUSG04978.1.p1
TCONS_00009192	OFUSG05071.1.p1
TCONS_00022934	OFUSG14464.1.p1
TCONS_00000575	OFUSG00116.1.p1
TCONS_00054630	OFUSG00413.1.p1
TCONS_00013161	OFUSG10755.1.p1
TCONS_00029790	OFUSG23588.1.p1
TCONS_00024067	OFUSG00214.1.p1
TCONS_00052759	OFUSG21026.1.p1
TCONS_00056542	OFUSG15948.1.p1
TCONS_00029923	OFUSG10179.1.p1
TCONS_00056106	OFUSG07554.1.p1
TCONS_00026823	OFUSG06730.1.p1
TCONS_00027068	OFUSG05566.1.p1
TCONS_00049444	OFUSG19260.1.p1
TCONS_00031450	OFUSG10774.1.p1
TCONS_00006657	OFUSG15118.1.p1
TCONS_00036358	OFUSG00776.1.p1
TCONS_00048502	OFUSG06430.1.p1
TCONS_00048148	OFUSG06592.1.p1
TCONS_00016336	OFUSG09937.1.p1
TCONS_00025080	OFUSG25438.1.p1
TCONS_00006834	OFUSG09541.1.p1
TCONS_00048137	OFUSG06298.1.p1
TCONS_00027114	OFUSG19512.1.p1
TCONS_00010523	OFUSG25017.1.p1
TCONS_00040400	OFUSG11588.1.p1
TCONS_00029682	OFUSG08714.1.p1
TCONS_00027331	OFUSG06515.1.p1
TCONS_00020634	OFUSG23610.1.p1
TCONS_00032538	OFUSG16850.1.p1
TCONS_00021128	OFUSG25040.1.p1
TCONS_00040107	OFUSG19561.1.p1
TCONS_00014161	OFUSG10196.1.p1
TCONS_00009783	OFUSG09265.1.p1
TCONS_00044024	OFUSG03228.1.p1
TCONS_00006395	OFUSG22246.1.p1
TCONS_00031323	OFUSG10233.1.p1
TCONS_00020680	OFUSG20777.1.p1
TCONS_00001442	OFUSG00734.1.p1
TCONS_00047615	OFUSG06171.1.p1
TCONS_00042749	OFUSG01990.1.p1
TCONS_00017778	OFUSG20128.1.p1
TCONS_00048542	OFUSG06098.1.p1
TCONS_00026065	OFUSG19156.1.p1
TCONS_00052940	OFUSG19365.1.p1
TCONS_00015857	OFUSG07313.1.p1
TCONS_00023427	OFUSG03701.1.p1
TCONS_00052005	OFUSG17372.1.p1
TCONS_00030778	OFUSG11181.1.p1
TCONS_00050383	OFUSG12654.1.p1
TCONS_00055907	OFUSG07392.1.p1
TCONS_00014403	OFUSG17800.1.p1
TCONS_00018784	OFUSG21089.1.p1
TCONS_00027950	OFUSG08872.1.p1
TCONS_00052137	OFUSG05535.1.p1
TCONS_00011526	OFUSG11915.1.p1
TCONS_00003583	OFUSG04195.1.p1
TCONS_00001234	OFUSG00464.1.p1
TCONS_00047866	OFUSG19044.1.p1
TCONS_00054302	OFUSG01231.1.p1
TCONS_00047898	OFUSG19095.1.p1
TCONS_00029428	OFUSG08719.1.p1
TCONS_00012662	OFUSG18630.1.p1
TCONS_00042549	OFUSG03013.1.p1
TCONS_00047464	OFUSG06269.1.p1
TCONS_00000868	OFUSG00062.1.p1
TCONS_00008325	OFUSG20778.1.p1
TCONS_00014098	OFUSG11096.1.p1
TCONS_00012283	OFUSG10863.1.p1
TCONS_00057205	OFUSG04126.1.p1
TCONS_00013795	OFUSG10319.1.p1
TCONS_00009296	OFUSG05439.1.p1
TCONS_00001226	OFUSG00175.1.p1
TCONS_00008824	OFUSG23594.1.p1
TCONS_00014144	OFUSG11099.1.p1
TCONS_00052757	OFUSG04152.1.p1
TCONS_00055593	OFUSG04385.1.p1
TCONS_00012877	OFUSG10358.1.p1
TCONS_00051180	OFUSG13491.1.p1
TCONS_00009907	OFUSG11486.1.p1
TCONS_00015246	OFUSG25534.1.p1
TCONS_00021355	OFUSG14216.1.p1
TCONS_00003781	OFUSG04626.1.p1
TCONS_00027571	OFUSG19207.1.p1
TCONS_00023784	OFUSG09024.1.p1
TCONS_00056530	OFUSG07571.1.p1
TCONS_00053546	OFUSG21091.1.p1
TCONS_00026293	OFUSG19297.1.p1
TCONS_00011766	OFUSG25186.1.p1
TCONS_00001802	OFUSG01749.1.p1
TCONS_00002389	OFUSG01129.1.p1
TCONS_00042834	OFUSG02638.1.p1
TCONS_00009353	OFUSG05119.1.p1
TCONS_00032715	OFUSG17360.1.p1
TCONS_00018965	OFUSG04086.1.p1
TCONS_00030150	OFUSG17848.1.p1
TCONS_00002289	OFUSG01555.1.p1
TCONS_00033133	OFUSG16014.1.p1
TCONS_00008402	OFUSG05289.1.p1
TCONS_00021129	OFUSG05186.1.p1
TCONS_00027956	OFUSG26949.1.p1
TCONS_00029203	OFUSG09237.1.p1
TCONS_00029405	OFUSG08802.1.p1
TCONS_00004472	OFUSG11626.1.p1
TCONS_00021248	OFUSG24760.1.p1
TCONS_00026582	OFUSG06541.1.p1
TCONS_00009339	OFUSG20264.1.p1
TCONS_00021801	OFUSG25768.1.p1
TCONS_00055842	OFUSG04423.1.p1
TCONS_00042380	OFUSG03808.1.p1
TCONS_00027746	OFUSG02915.1.p1
TCONS_00024323	OFUSG13192.1.p1
TCONS_00022189	OFUSG07881.1.p1
TCONS_00011592	OFUSG11279.1.p1
TCONS_00010830	OFUSG11793.1.p1
TCONS_00012124	OFUSG12335.1.p1
TCONS_00055410	OFUSG25555.1.p1
TCONS_00047252	OFUSG19204.1.p1
TCONS_00009003	OFUSG20224.1.p1
TCONS_00003497	OFUSG11629.1.p1
TCONS_00020803	OFUSG26394.1.p1
TCONS_00012109	OFUSG11606.1.p1
TCONS_00007148	OFUSG05415.1.p1
TCONS_00026169	OFUSG06874.1.p1
TCONS_00022854	OFUSG24977.1.p1
TCONS_00043227	OFUSG13055.1.p1
TCONS_00007793	OFUSG23200.1.p1
TCONS_00022717	OFUSG14305.1.p1
TCONS_00056778	OFUSG03888.1.p1
TCONS_00053204	OFUSG17679.1.p1
TCONS_00053556	OFUSG21298.1.p1
TCONS_00026059	OFUSG05518.1.p1
TCONS_00026181	OFUSG19050.1.p1
TCONS_00017920	OFUSG21506.1.p1
TCONS_00052140	OFUSG23575.1.p1
TCONS_00002871	OFUSG13402.1.p1
TCONS_00014748	OFUSG07170.1.p1
TCONS_00055275	OFUSG16433.1.p1
TCONS_00028440	OFUSG09782.1.p1
TCONS_00014240	OFUSG18403.1.p1
TCONS_00013390	OFUSG10218.1.p1
TCONS_00054596	OFUSG00903.1.p1
TCONS_00014352	OFUSG19650.1.p1
TCONS_00007005	OFUSG04817.1.p1
TCONS_00019142	OFUSG12859.1.p1
TCONS_00002189	OFUSG01037.1.p1
TCONS_00041937	OFUSG03799.1.p1
TCONS_00008078	OFUSG05398.1.p1
TCONS_00002918	OFUSG21574.1.p1
TCONS_00026095	OFUSG06202.1.p1
TCONS_00021306	OFUSG14456.1.p1
TCONS_00007069	OFUSG10260.1.p1
TCONS_00020201	OFUSG13328.1.p1
TCONS_00050890	OFUSG06046.1.p1
TCONS_00050936	OFUSG21115.1.p1
TCONS_00019224	OFUSG12658.1.p1
TCONS_00014355	OFUSG10034.1.p1
TCONS_00012154	OFUSG25015.1.p1
TCONS_00054668	OFUSG07450.1.p1
TCONS_00009655	OFUSG12578.1.p1
TCONS_00019115	OFUSG23502.1.p1
TCONS_00012580	OFUSG17840.1.p1
TCONS_00014883	OFUSG19096.1.p1
TCONS_00020008	OFUSG12802.1.p1
TCONS_00017790	OFUSG09425.1.p1
TCONS_00014877	OFUSG25639.1.p1
TCONS_00043943	OFUSG02984.1.p1
TCONS_00013105	OFUSG18377.1.p1
TCONS_00025974	OFUSG19299.1.p1
TCONS_00049560	OFUSG19317.1.p1
TCONS_00056091	OFUSG08201.1.p1
TCONS_00048110	OFUSG06476.1.p1
TCONS_00018305	OFUSG21359.1.p1
TCONS_00050628	OFUSG26549.1.p1
TCONS_00020937	OFUSG14196.1.p1
TCONS_00016899	OFUSG13459.1.p1
TCONS_00027781	OFUSG07092.1.p1
TCONS_00011552	OFUSG12188.1.p1
TCONS_00017782	OFUSG09696.1.p1
TCONS_00049281	OFUSG06067.1.p1
TCONS_00045182	OFUSG13201.1.p1
TCONS_00054359	OFUSG23582.1.p1
TCONS_00007766	OFUSG20374.1.p1
TCONS_00027640	OFUSG05981.1.p1
TCONS_00026194	OFUSG06769.1.p1
TCONS_00054387	OFUSG13280.1.p1
TCONS_00001133	OFUSG01478.1.p1
TCONS_00056273	OFUSG09936.1.p1
TCONS_00041737	OFUSG03118.1.p1
TCONS_00045392	OFUSG26439.1.p1
TCONS_00015495	OFUSG07144.1.p1
TCONS_00052898	OFUSG17541.1.p1
TCONS_00002776	OFUSG16167.1.p1
TCONS_00018242	OFUSG21083.1.p1
TCONS_00054205	OFUSG26471.1.p1
TCONS_00009809	OFUSG21578.1.p1
TCONS_00010747	OFUSG22048.1.p1
TCONS_00048994	OFUSG06609.1.p1
TCONS_00006847	OFUSG15400.1.p1
TCONS_00036356	OFUSG00067.1.p1
TCONS_00014747	OFUSG25698.1.p1
TCONS_00009441	OFUSG23187.1.p1
TCONS_00030814	OFUSG00882.1.p1
TCONS_00013431	OFUSG10867.1.p1
TCONS_00001669	OFUSG00971.1.p1
TCONS_00014654	OFUSG25500.1.p1
TCONS_00007669	OFUSG23058.1.p1
TCONS_00029725	OFUSG08963.1.p1
TCONS_00006467	OFUSG25505.1.p1
TCONS_00029424	OFUSG19738.1.p1
TCONS_00016140	OFUSG07975.1.p1
TCONS_00053895	OFUSG21495.1.p1
TCONS_00037997	OFUSG01396.1.p1
TCONS_00011450	OFUSG12082.1.p1
TCONS_00022922	OFUSG03049.1.p1
TCONS_00028745	OFUSG08460.1.p1
TCONS_00029432	OFUSG24052.1.p1
TCONS_00031433	OFUSG10346.1.p1
TCONS_00009795	OFUSG21665.1.p1
TCONS_00017334	OFUSG13084.1.p1
TCONS_00055961	OFUSG16032.1.p1
TCONS_00022228	OFUSG05705.1.p1
TCONS_00000999	OFUSG00534.1.p1
TCONS_00055027	OFUSG04403.1.p1
TCONS_00004939	OFUSG15332.1.p1
TCONS_00006196	OFUSG22312.1.p1
TCONS_00020618	OFUSG23632.1.p1
TCONS_00045666	OFUSG21323.1.p1
TCONS_00005107	OFUSG15259.1.p1
TCONS_00043456	OFUSG02823.1.p1
TCONS_00028716	OFUSG08694.1.p1
TCONS_00054232	OFUSG26544.1.p1
TCONS_00020482	OFUSG20376.1.p1
TCONS_00013621	OFUSG10085.1.p1
TCONS_00014137	OFUSG10945.1.p1
TCONS_00022727	OFUSG14426.1.p1
TCONS_00016854	OFUSG13360.1.p1
TCONS_00050826	OFUSG18680.1.p1
TCONS_00042632	OFUSG03237.1.p1
TCONS_00005156	OFUSG24000.1.p1
TCONS_00029726	OFUSG09547.1.p1
TCONS_00033177	OFUSG21349.1.p1
TCONS_00040798	OFUSG09643.1.p1
TCONS_00027591	OFUSG05589.1.p1
TCONS_00007454	OFUSG20736.1.p1
TCONS_00010760	OFUSG12345.1.p1
TCONS_00019488	OFUSG13625.1.p1
TCONS_00020491	OFUSG04383.1.p1
TCONS_00012831	OFUSG18605.1.p1
TCONS_00000282	OFUSG00363.1.p1
TCONS_00001111	OFUSG01071.1.p1
TCONS_00051863	OFUSG13476.1.p1
TCONS_00011017	OFUSG11649.1.p1
TCONS_00009911	OFUSG11472.1.p1
TCONS_00042610	OFUSG03771.1.p1
TCONS_00036174	OFUSG16751.1.p1
TCONS_00023419	OFUSG07152.1.p1
TCONS_00054904	OFUSG24282.1.p1
TCONS_00026000	OFUSG19495.1.p1
TCONS_00047280	OFUSG06434.1.p1
TCONS_00007541	OFUSG05410.1.p1
TCONS_00044868	OFUSG21471.1.p1
TCONS_00005164	OFUSG24015.1.p1
TCONS_00019225	OFUSG12657.1.p1
TCONS_00028208	OFUSG20059.1.p1
TCONS_00003880	OFUSG25301.1.p1
TCONS_00016973	OFUSG23540.1.p1
TCONS_00028756	OFUSG08519.1.p1
TCONS_00007260	OFUSG23192.1.p1
TCONS_00003784	OFUSG16796.1.p1
TCONS_00011202	OFUSG22065.1.p1
TCONS_00044867	OFUSG20931.1.p1
TCONS_00002283	OFUSG01072.1.p1
TCONS_00035427	OFUSG09371.1.p1
TCONS_00000351	OFUSG00904.1.p1
TCONS_00013903	OFUSG10668.1.p1
TCONS_00043254	OFUSG02992.1.p1
TCONS_00046006	OFUSG21294.1.p1
TCONS_00044150	OFUSG03506.1.p1
TCONS_00048707	OFUSG05652.1.p1
TCONS_00010453	OFUSG11615.1.p1
TCONS_00007933	OFUSG20225.1.p1
TCONS_00004172	OFUSG03939.1.p1
TCONS_00024136	OFUSG07599.1.p1
TCONS_00020369	OFUSG15879.1.p1
TCONS_00008361	OFUSG20629.1.p1
TCONS_00020837	OFUSG23432.1.p1
TCONS_00007603	OFUSG11966.1.p1
TCONS_00053193	OFUSG12736.1.p1
TCONS_00006666	OFUSG15175.1.p1
TCONS_00021846	OFUSG14081.1.p1
TCONS_00014044	OFUSG10784.1.p1
TCONS_00047440	OFUSG12397.1.p1
TCONS_00049597	OFUSG06910.1.p1
TCONS_00056269	OFUSG25462.1.p1
TCONS_00008205	OFUSG20788.1.p1
TCONS_00008945	OFUSG08880.1.p1
TCONS_00002153	OFUSG00662.1.p1
TCONS_00010208	OFUSG12072.1.p1
TCONS_00042361	OFUSG03342.1.p1
TCONS_00016597	OFUSG25375.1.p1
TCONS_00000093	OFUSG23348.1.p2
TCONS_00019474	OFUSG21177.1.p1
TCONS_00007708	OFUSG01363.1.p1
TCONS_00026820	OFUSG06703.1.p1
TCONS_00026543	OFUSG08783.1.p1
TCONS_00022213	OFUSG24933.1.p1
TCONS_00026884	OFUSG06002.1.p1
TCONS_00055471	OFUSG04659.1.p1
TCONS_00030823	OFUSG18597.1.p1
TCONS_00050935	OFUSG21116.1.p1
TCONS_00004976	OFUSG26551.1.p1
TCONS_00053959	OFUSG26495.1.p1
TCONS_00015892	OFUSG07680.1.p1
TCONS_00012297	OFUSG18542.1.p1
TCONS_00006472	OFUSG23757.1.p1
TCONS_00009348	OFUSG20848.1.p1
TCONS_00037318	OFUSG00189.1.p1
TCONS_00010065	OFUSG22041.1.p1
TCONS_00054498	OFUSG23394.1.p1
TCONS_00012295	OFUSG18210.1.p1
TCONS_00037517	OFUSG00421.1.p1
TCONS_00003455	OFUSG16593.1.p1
TCONS_00024703	OFUSG07617.1.p1
TCONS_00002011	OFUSG25503.1.p1
TCONS_00055786	OFUSG00199.1.p1
TCONS_00016641	OFUSG07051.1.p1
TCONS_00005512	OFUSG26393.1.p1
TCONS_00000523	OFUSG00025.1.p1
TCONS_00002924	OFUSG16062.1.p1
TCONS_00046527	OFUSG17236.1.p1
TCONS_00029289	OFUSG10648.1.p1
TCONS_00013869	OFUSG18603.1.p1
TCONS_00030467	OFUSG10094.1.p1
TCONS_00030807	OFUSG18388.1.p1
TCONS_00018900	OFUSG05387.1.p1
TCONS_00029247	OFUSG09351.1.p1
TCONS_00015682	OFUSG09930.1.p1
TCONS_00057016	OFUSG20627.1.p1
TCONS_00051979	OFUSG17703.1.p1
TCONS_00019642	OFUSG05916.1.p1
TCONS_00034798	OFUSG19582.1.p1
TCONS_00042835	OFUSG02724.1.p1
TCONS_00016490	OFUSG08252.1.p1
TCONS_00005551	OFUSG15469.1.p1
TCONS_00048320	OFUSG19029.1.p1
TCONS_00024188	OFUSG07205.1.p1
TCONS_00043776	OFUSG03428.1.p1
TCONS_00021333	OFUSG24737.1.p1
TCONS_00025374	OFUSG07923.1.p1
TCONS_00029427	OFUSG06128.1.p1
TCONS_00006379	OFUSG23781.1.p1
TCONS_00002051	OFUSG01449.1.p1
TCONS_00034484	OFUSG08582.1.p1
TCONS_00018308	OFUSG21103.1.p1
TCONS_00006469	OFUSG15210.1.p1
TCONS_00011142	OFUSG12571.1.p1
TCONS_00028481	OFUSG19685.1.p2
TCONS_00029059	OFUSG04620.1.p1
TCONS_00020036	OFUSG21343.1.p1
TCONS_00002648	OFUSG12864.1.p1
TCONS_00008222	OFUSG08303.1.p1
TCONS_00001943	OFUSG01041.1.p1
TCONS_00044927	OFUSG12845.1.p1
TCONS_00026634	OFUSG06559.1.p1
TCONS_00005400	OFUSG15588.1.p1
TCONS_00021833	OFUSG14316.1.p1
TCONS_00022722	OFUSG24994.1.p1
TCONS_00049658	OFUSG13089.1.p1
TCONS_00047802	OFUSG18695.1.p1
TCONS_00009633	OFUSG12382.1.p1
TCONS_00026295	OFUSG06557.1.p1
TCONS_00025624	OFUSG17275.1.p1
TCONS_00054329	OFUSG23420.1.p1
TCONS_00051822	OFUSG17309.1.p1
TCONS_00011990	OFUSG11246.1.p1
TCONS_00018910	OFUSG20222.1.p1
TCONS_00009731	OFUSG25280.1.p1
TCONS_00011077	OFUSG11392.1.p1
TCONS_00009576	OFUSG12167.1.p1
TCONS_00008904	OFUSG20550.1.p1
TCONS_00053377	OFUSG12878.1.p1
TCONS_00050115	OFUSG17503.1.p1
TCONS_00048633	OFUSG05866.1.p1
TCONS_00010712	OFUSG11960.1.p1
TCONS_00011578	OFUSG08197.1.p1
TCONS_00048641	OFUSG07021.1.p1
TCONS_00025908	OFUSG09657.1.p1
TCONS_00004594	OFUSG03492.1.p1
TCONS_00033778	OFUSG09437.1.p1
TCONS_00019864	OFUSG03937.1.p1
TCONS_00051525	OFUSG23344.1.p1
TCONS_00031348	OFUSG10320.1.p1
TCONS_00020260	OFUSG17141.1.p1
TCONS_00010518	OFUSG11574.1.p1
TCONS_00009714	OFUSG11225.1.p1
TCONS_00014995	OFUSG26230.1.p1
TCONS_00035937	OFUSG00921.1.p1
TCONS_00015838	OFUSG08168.1.p1
TCONS_00041657	OFUSG03254.1.p1
TCONS_00010500	OFUSG25223.1.p1
TCONS_00048351	OFUSG19366.1.p1
TCONS_00034156	OFUSG14974.1.p1
TCONS_00001806	OFUSG16737.1.p1
TCONS_00047231	OFUSG06459.1.p1
TCONS_00045730	OFUSG20991.1.p1
TCONS_00026714	OFUSG19528.1.p1
TCONS_00005768	OFUSG22677.1.p1
TCONS_00028488	OFUSG08814.1.p1
TCONS_00022231	OFUSG14799.1.p1
TCONS_00017259	OFUSG16960.1.p1
TCONS_00029826	OFUSG08782.1.p1
TCONS_00048976	OFUSG05818.1.p1
TCONS_00002928	OFUSG01858.1.p1
TCONS_00022971	OFUSG25511.1.p1
TCONS_00044265	OFUSG03350.1.p1
TCONS_00010203	OFUSG26833.1.p1
TCONS_00013901	OFUSG18399.1.p1
TCONS_00012845	OFUSG10785.1.p1
TCONS_00000181	OFUSG00940.1.p1
TCONS_00028279	OFUSG09056.1.p1
TCONS_00016797	OFUSG00132.1.p1
TCONS_00054323	OFUSG17631.1.p1
TCONS_00017806	OFUSG23561.1.p1
TCONS_00056552	OFUSG07816.1.p1
TCONS_00037890	OFUSG00243.1.p1
TCONS_00021736	OFUSG09929.1.p1
TCONS_00001088	OFUSG16660.1.p1
TCONS_00050798	OFUSG26442.1.p1
TCONS_00026073	OFUSG18648.1.p1
TCONS_00016855	OFUSG12764.1.p1
TCONS_00049778	OFUSG19412.1.p1
TCONS_00026773	OFUSG11970.1.p1
TCONS_00012647	OFUSG10099.1.p1
TCONS_00007024	OFUSG20327.1.p1
TCONS_00004695	OFUSG15049.1.p1
TCONS_00001538	OFUSG16386.1.p1
TCONS_00014206	OFUSG18255.1.p1
TCONS_00013005	OFUSG10296.1.p1
TCONS_00012552	OFUSG09988.1.p1
TCONS_00030943	OFUSG11058.1.p1
TCONS_00050791	OFUSG13407.1.p1
TCONS_00049315	OFUSG18982.1.p1
TCONS_00004465	OFUSG23603.1.p1
TCONS_00020840	OFUSG06832.1.p1
TCONS_00012359	OFUSG18208.1.p1
TCONS_00055537	OFUSG16616.1.p1
TCONS_00056025	OFUSG04680.1.p1
TCONS_00003105	OFUSG16586.1.p1
TCONS_00014197	OFUSG18254.1.p1
TCONS_00041938	OFUSG03475.1.p1
TCONS_00051365	OFUSG21432.1.p1
TCONS_00051908	OFUSG26335.1.p1
TCONS_00041604	OFUSG02162.1.p1
TCONS_00029063	OFUSG08796.1.p1
TCONS_00027373	OFUSG19026.1.p1
TCONS_00018973	OFUSG04247.1.p1
TCONS_00008124	OFUSG20565.1.p1
TCONS_00022868	OFUSG24779.1.p1
TCONS_00014313	OFUSG11098.1.p1
TCONS_00050569	OFUSG17310.1.p1
TCONS_00006287	OFUSG14829.1.p1
TCONS_00021800	OFUSG21909.1.p1
TCONS_00029146	OFUSG20141.1.p1
TCONS_00034956	OFUSG20153.1.p1
TCONS_00027514	OFUSG06503.1.p1
TCONS_00050262	OFUSG23322.1.p1
TCONS_00004166	OFUSG16464.1.p1
TCONS_00014902	OFUSG08073.1.p1
TCONS_00008451	OFUSG20356.1.p1
TCONS_00028058	OFUSG09411.1.p1
TCONS_00009119	OFUSG05158.1.p1
TCONS_00055473	OFUSG15936.1.p1
TCONS_00012663	OFUSG17839.1.p1
TCONS_00013319	OFUSG10855.1.p1
TCONS_00001685	OFUSG00897.1.p1
TCONS_00010734	OFUSG12005.1.p1
TCONS_00014341	OFUSG10893.1.p1
TCONS_00002010	OFUSG00342.1.p1
TCONS_00027739	OFUSG25153.1.p1
TCONS_00027675	OFUSG19490.1.p1
TCONS_00014469	OFUSG10500.1.p1
TCONS_00019348	OFUSG04634.1.p1
TCONS_00016729	OFUSG07622.1.p1
TCONS_00019826	OFUSG04945.1.p1
